date,WEC,dcf,Deviation
1999-07-07,12.81,,
1999-07-08,12.84,,
1999-07-09,12.81,,
1999-07-12,12.63,,
1999-07-13,12.63,,
1999-07-14,12.78,,
1999-07-15,12.84,,
1999-07-16,12.72,,
1999-07-19,12.78,,
1999-07-20,12.69,,
1999-07-21,12.88,,
1999-07-22,12.91,,
1999-07-23,12.94,,
1999-07-26,12.88,,
1999-07-27,12.91,,
1999-07-28,12.84,,
1999-07-29,12.63,,
1999-07-30,12.56,,
1999-08-02,12.75,,
1999-08-03,12.78,,
1999-08-04,12.81,,
1999-08-05,12.81,,
1999-08-06,12.78,,
1999-08-09,12.75,,
1999-08-10,12.56,,
1999-08-11,12.59,,
1999-08-12,12.34,,
1999-08-13,12.44,,
1999-08-16,12.31,,
1999-08-17,12.25,,
1999-08-18,12.34,,
1999-08-19,12.31,,
1999-08-20,12.66,,
1999-08-23,12.56,,
1999-08-24,12.53,,
1999-08-25,12.69,,
1999-08-26,12.63,,
1999-08-27,12.56,,
1999-08-30,12.38,,
1999-08-31,12.22,,
1999-09-01,12.44,,
1999-09-02,12.38,,
1999-09-03,12.34,,
1999-09-07,12.16,,
1999-09-08,12.06,,
1999-09-09,12.09,,
1999-09-10,12.13,,
1999-09-13,12.13,,
1999-09-14,12.06,,
1999-09-15,12.06,,
1999-09-16,11.94,,
1999-09-17,12.06,,
1999-09-20,11.88,,
1999-09-21,11.88,,
1999-09-22,11.84,,
1999-09-23,11.69,,
1999-09-24,11.66,,
1999-09-27,11.56,,
1999-09-28,11.34,,
1999-09-29,11.38,,
1999-09-30,11.72,,
1999-10-01,11.78,,
1999-10-04,12.06,,
1999-10-05,11.94,,
1999-10-06,11.94,,
1999-10-07,11.59,,
1999-10-08,11.59,,
1999-10-11,11.5,,
1999-10-12,11.38,,
1999-10-13,11.38,,
1999-10-14,11.38,,
1999-10-15,11.25,,
1999-10-18,11.28,,
1999-10-19,11.19,,
1999-10-20,11.22,,
1999-10-21,11.13,,
1999-10-22,11.09,,
1999-10-25,11.63,,
1999-10-26,11.25,,
1999-10-27,11.41,,
1999-10-28,11.34,,
1999-10-29,11.19,,
1999-11-01,11.28,,
1999-11-02,11.41,,
1999-11-03,11.34,,
1999-11-04,11.28,,
1999-11-05,11.34,,
1999-11-08,11.09,,
1999-11-09,10.84,,
1999-11-10,10.69,,
1999-11-11,10.56,,
1999-11-12,10.63,,
1999-11-15,10.5,,
1999-11-16,10.41,,
1999-11-17,10.28,,
1999-11-18,10.22,,
1999-11-19,10.22,,
1999-11-22,10.06,,
1999-11-23,9.91,,
1999-11-24,9.97,,
1999-11-26,10.0,,
1999-11-29,9.66,,
1999-11-30,9.94,,
1999-12-01,9.91,,
1999-12-02,9.97,,
1999-12-03,9.94,,
1999-12-06,9.94,,
1999-12-07,9.91,,
1999-12-08,9.88,,
1999-12-09,9.75,,
1999-12-10,9.63,,
1999-12-13,9.66,,
1999-12-14,9.69,,
1999-12-15,9.81,,
1999-12-16,9.81,,
1999-12-17,9.81,,
1999-12-20,9.7,,
1999-12-21,9.91,,
1999-12-22,9.88,,
1999-12-23,9.97,,
1999-12-27,9.78,,
1999-12-28,9.88,,
1999-12-29,9.81,,
1999-12-30,9.69,,
1999-12-31,9.63,,
2000-01-03,9.53,,
2000-01-04,9.59,,
2000-01-05,10.03,,
2000-01-06,10.0,,
2000-01-07,10.13,,
2000-01-10,10.13,,
2000-01-11,10.0,,
2000-01-12,10.19,,
2000-01-13,10.09,,
2000-01-14,9.94,,
2000-01-18,9.75,,
2000-01-19,10.0,,
2000-01-20,9.94,,
2000-01-21,10.16,,
2000-01-24,10.16,,
2000-01-25,10.09,,
2000-01-26,10.06,,
2000-01-27,10.0,,
2000-01-28,9.91,,
2000-01-31,9.88,,
2000-02-01,9.94,,
2000-02-02,10.09,,
2000-02-03,10.47,,
2000-02-04,10.19,,
2000-02-07,9.88,,
2000-02-08,10.03,,
2000-02-09,10.03,,
2000-02-10,9.66,,
2000-02-11,9.44,,
2000-02-14,9.5,,
2000-02-15,9.44,,
2000-02-16,9.44,,
2000-02-17,9.44,,
2000-02-18,9.34,,
2000-02-22,9.28,,
2000-02-23,9.22,,
2000-02-24,8.81,,
2000-02-25,8.75,,
2000-02-28,8.84,,
2000-02-29,8.84,,
2000-03-01,8.69,,
2000-03-02,8.94,,
2000-03-03,8.84,,
2000-03-06,8.53,,
2000-03-07,8.56,,
2000-03-08,8.41,,
2000-03-09,8.59,,
2000-03-10,8.56,,
2000-03-13,8.59,,
2000-03-14,8.66,,
2000-03-15,9.0,,
2000-03-16,9.59,,
2000-03-17,9.5,,
2000-03-20,9.5,,
2000-03-21,9.56,,
2000-03-22,9.22,,
2000-03-23,9.38,,
2000-03-24,9.31,,
2000-03-27,9.38,,
2000-03-28,9.41,,
2000-03-29,9.66,,
2000-03-30,9.81,,
2000-03-31,9.97,,
2000-04-03,10.06,,
2000-04-04,10.09,,
2000-04-05,10.22,,
2000-04-06,10.16,,
2000-04-07,10.03,,
2000-04-10,10.19,,
2000-04-11,10.28,,
2000-04-12,10.47,,
2000-04-13,10.72,,
2000-04-14,10.44,,
2000-04-17,10.63,,
2000-04-18,10.63,,
2000-04-19,10.53,,
2000-04-20,10.44,,
2000-04-24,10.78,,
2000-04-25,11.22,,
2000-04-26,11.41,,
2000-04-27,10.91,,
2000-04-28,10.69,,
2000-05-01,10.75,,
2000-05-02,10.16,,
2000-05-03,10.25,,
2000-05-04,10.41,,
2000-05-05,10.13,,
2000-05-08,10.5,,
2000-05-09,10.63,,
2000-05-10,10.44,,
2000-05-11,10.63,,
2000-05-12,10.38,,
2000-05-15,10.41,,
2000-05-16,10.47,,
2000-05-17,10.16,,
2000-05-18,10.25,,
2000-05-19,10.28,,
2000-05-22,10.47,,
2000-05-23,10.41,,
2000-05-24,10.53,,
2000-05-25,10.38,,
2000-05-26,10.59,,
2000-05-30,10.44,,
2000-05-31,10.56,,
2000-06-01,10.53,,
2000-06-02,10.31,,
2000-06-05,10.13,,
2000-06-06,10.19,,
2000-06-07,10.22,,
2000-06-08,10.09,,
2000-06-09,10.28,,
2000-06-12,10.34,,
2000-06-13,10.34,,
2000-06-14,10.34,,
2000-06-15,10.59,,
2000-06-16,10.56,,
2000-06-19,10.41,,
2000-06-20,10.31,,
2000-06-21,10.13,,
2000-06-22,9.94,,
2000-06-23,10.19,,
2000-06-26,10.13,,
2000-06-27,10.25,,
2000-06-28,10.44,,
2000-06-29,10.34,,
2000-06-30,9.91,,
2000-07-03,10.22,,
2000-07-05,10.09,,
2000-07-06,10.31,,
2000-07-07,10.31,,
2000-07-10,10.47,,
2000-07-11,10.5,,
2000-07-12,10.5,,
2000-07-13,10.5,,
2000-07-14,10.38,,
2000-07-17,10.31,,
2000-07-18,10.34,,
2000-07-19,10.44,,
2000-07-20,10.31,,
2000-07-21,10.19,,
2000-07-24,10.03,,
2000-07-25,10.09,,
2000-07-26,10.03,,
2000-07-27,10.09,,
2000-07-28,10.09,,
2000-07-31,9.94,,
2000-08-01,10.03,,
2000-08-02,10.22,,
2000-08-03,10.45,,
2000-08-04,10.47,,
2000-08-07,10.6,,
2000-08-08,10.56,,
2000-08-09,10.53,,
2000-08-10,10.38,,
2000-08-11,10.48,,
2000-08-14,10.53,,
2000-08-15,10.44,,
2000-08-16,10.56,,
2000-08-17,10.56,,
2000-08-18,10.56,,
2000-08-21,10.38,,
2000-08-22,10.25,,
2000-08-23,10.28,,
2000-08-24,10.28,,
2000-08-25,10.31,,
2000-08-28,10.41,,
2000-08-29,10.38,,
2000-08-30,10.44,,
2000-08-31,10.63,,
2000-09-01,10.56,,
2000-09-05,10.88,,
2000-09-06,11.09,,
2000-09-07,11.28,,
2000-09-08,11.27,,
2000-09-11,10.7,,
2000-09-12,10.25,,
2000-09-13,9.81,,
2000-09-14,9.63,,
2000-09-15,9.98,,
2000-09-18,9.84,,
2000-09-19,9.84,,
2000-09-20,9.72,,
2000-09-21,9.75,,
2000-09-22,9.75,,
2000-09-25,9.72,,
2000-09-26,9.81,,
2000-09-27,9.79,,
2000-09-28,9.81,,
2000-09-29,9.98,,
2000-10-02,9.72,,
2000-10-03,9.53,,
2000-10-04,9.47,,
2000-10-05,9.31,,
2000-10-06,9.44,,
2000-10-09,9.31,,
2000-10-10,9.31,,
2000-10-11,9.22,,
2000-10-12,9.22,,
2000-10-13,9.41,,
2000-10-16,9.63,,
2000-10-17,9.59,,
2000-10-18,9.63,,
2000-10-19,9.5,,
2000-10-20,9.47,,
2000-10-23,9.5,,
2000-10-24,9.47,,
2000-10-25,9.28,,
2000-10-26,9.09,,
2000-10-27,9.34,,
2000-10-30,9.44,,
2000-10-31,9.41,,
2000-11-01,9.69,,
2000-11-02,9.53,,
2000-11-03,9.44,,
2000-11-06,9.41,,
2000-11-07,9.31,,
2000-11-08,9.38,,
2000-11-09,9.5,,
2000-11-10,9.78,,
2000-11-13,9.78,,
2000-11-14,9.75,,
2000-11-15,9.81,,
2000-11-16,9.84,,
2000-11-17,10.13,,
2000-11-20,10.09,,
2000-11-21,10.09,,
2000-11-22,10.19,,
2000-11-24,10.19,,
2000-11-27,10.06,,
2000-11-28,10.13,,
2000-11-29,10.5,,
2000-11-30,10.66,,
2000-12-01,10.63,,
2000-12-04,10.97,,
2000-12-05,10.94,,
2000-12-06,10.97,,
2000-12-07,10.97,,
2000-12-08,11.5,,
2000-12-11,10.88,,
2000-12-12,10.81,,
2000-12-13,10.88,,
2000-12-14,10.75,,
2000-12-15,10.59,,
2000-12-18,10.72,,
2000-12-19,10.72,,
2000-12-20,10.97,,
2000-12-21,10.94,,
2000-12-22,10.94,,
2000-12-26,11.16,,
2000-12-27,11.28,,
2000-12-28,11.25,,
2000-12-29,11.28,,
2001-01-02,11.0,,
2001-01-03,10.84,,
2001-01-04,10.22,,
2001-01-05,10.06,,
2001-01-08,10.13,,
2001-01-09,10.09,,
2001-01-10,10.13,,
2001-01-11,9.78,,
2001-01-12,10.0,,
2001-01-16,9.78,,
2001-01-17,9.72,,
2001-01-18,9.88,,
2001-01-19,9.91,,
2001-01-22,9.94,,
2001-01-23,9.97,,
2001-01-24,10.13,,
2001-01-25,10.0,,
2001-01-26,10.06,,
2001-01-29,10.01,,
2001-01-30,10.0,,
2001-01-31,10.05,,
2001-02-01,9.95,,
2001-02-02,9.93,,
2001-02-05,9.95,,
2001-02-06,10.03,,
2001-02-07,10.24,,
2001-02-08,10.25,,
2001-02-09,10.48,,
2001-02-12,10.46,,
2001-02-13,10.46,,
2001-02-14,10.5,,
2001-02-15,10.4,,
2001-02-16,10.64,,
2001-02-20,10.68,,
2001-02-21,10.85,,
2001-02-22,10.96,,
2001-02-23,10.74,,
2001-02-26,10.88,,
2001-02-27,10.9,,
2001-02-28,11.06,,
2001-03-01,10.91,,
2001-03-02,10.94,,
2001-03-05,10.92,,
2001-03-06,10.78,,
2001-03-07,10.83,,
2001-03-08,10.97,,
2001-03-09,11.23,,
2001-03-12,11.08,,
2001-03-13,11.2,,
2001-03-14,10.8,,
2001-03-15,10.85,,
2001-03-16,10.91,,
2001-03-19,10.75,,
2001-03-20,10.6,,
2001-03-21,10.67,,
2001-03-22,10.4,,
2001-03-23,10.38,,
2001-03-26,10.65,,
2001-03-27,10.67,,
2001-03-28,10.52,,
2001-03-29,10.66,,
2001-03-30,10.79,,
2001-04-02,10.82,,
2001-04-03,10.72,,
2001-04-04,10.68,,
2001-04-05,10.68,,
2001-04-06,10.49,,
2001-04-09,10.73,,
2001-04-10,10.95,,
2001-04-11,10.73,,
2001-04-12,10.65,,
2001-04-16,10.66,,
2001-04-17,10.82,,
2001-04-18,10.73,,
2001-04-19,10.53,,
2001-04-20,10.5,,
2001-04-23,10.52,,
2001-04-24,10.58,,
2001-04-25,10.59,,
2001-04-26,10.65,,
2001-04-27,10.75,,
2001-04-30,11.0,,
2001-05-01,10.82,,
2001-05-02,10.73,,
2001-05-03,10.57,,
2001-05-04,10.92,,
2001-05-07,10.8,,
2001-05-08,10.75,,
2001-05-09,10.88,,
2001-05-10,10.88,,
2001-05-11,10.95,,
2001-05-14,11.05,,
2001-05-15,11.08,,
2001-05-16,11.1,,
2001-05-17,11.21,,
2001-05-18,11.35,,
2001-05-21,11.5,,
2001-05-22,11.45,,
2001-05-23,11.56,,
2001-05-24,11.53,,
2001-05-25,11.46,,
2001-05-29,11.5,,
2001-05-30,11.57,,
2001-05-31,11.65,,
2001-06-01,11.64,,
2001-06-04,11.78,,
2001-06-05,11.76,,
2001-06-06,11.61,,
2001-06-07,11.55,,
2001-06-08,11.63,,
2001-06-11,11.75,,
2001-06-12,11.88,,
2001-06-13,11.8,,
2001-06-14,11.62,,
2001-06-15,11.58,,
2001-06-18,11.68,,
2001-06-19,11.7,,
2001-06-20,11.87,,
2001-06-21,11.64,,
2001-06-22,11.75,,
2001-06-25,11.7,,
2001-06-26,11.75,,
2001-06-27,11.93,,
2001-06-28,11.98,,
2001-06-29,11.89,,
2001-07-02,11.96,,
2001-07-03,12.05,,
2001-07-05,12.17,,
2001-07-06,12.17,,
2001-07-09,12.19,,
2001-07-10,12.11,,
2001-07-11,12.01,,
2001-07-12,11.87,,
2001-07-13,11.7,,
2001-07-16,11.52,,
2001-07-17,11.48,,
2001-07-18,11.35,,
2001-07-19,11.24,,
2001-07-20,11.1,,
2001-07-23,10.77,,
2001-07-24,10.56,,
2001-07-25,10.78,,
2001-07-26,10.77,,
2001-07-27,10.82,,
2001-07-30,10.94,,
2001-07-31,11.07,,
2001-08-01,11.27,,
2001-08-02,11.52,,
2001-08-03,11.68,,
2001-08-06,11.47,,
2001-08-07,11.62,,
2001-08-08,11.4,,
2001-08-09,11.52,,
2001-08-10,11.52,,
2001-08-13,11.48,,
2001-08-14,11.53,,
2001-08-15,11.48,,
2001-08-16,11.55,,
2001-08-17,11.65,,
2001-08-20,11.75,,
2001-08-21,11.71,,
2001-08-22,11.77,,
2001-08-23,11.83,,
2001-08-24,11.8,,
2001-08-27,11.83,,
2001-08-28,11.91,,
2001-08-29,11.96,,
2001-08-30,11.95,,
2001-08-31,12.05,,
2001-09-04,12.09,,
2001-09-05,12.12,,
2001-09-06,12.18,,
2001-09-07,12.12,,
2001-09-10,12.18,,
2001-09-17,12.02,,
2001-09-18,11.8,,
2001-09-19,11.5,,
2001-09-20,11.3,,
2001-09-21,11.09,,
2001-09-24,10.92,,
2001-09-25,10.88,,
2001-09-26,10.82,,
2001-09-27,11.03,,
2001-09-28,11.25,,
2001-10-01,11.3,,
2001-10-02,11.38,,
2001-10-03,11.41,,
2001-10-04,11.76,,
2001-10-05,11.81,,
2001-10-08,11.2,,
2001-10-09,11.03,,
2001-10-10,10.97,,
2001-10-11,11.06,,
2001-10-12,11.01,,
2001-10-15,10.95,,
2001-10-16,11.0,,
2001-10-17,10.94,,
2001-10-18,10.65,,
2001-10-19,10.83,,
2001-10-22,10.74,,
2001-10-23,10.7,,
2001-10-24,10.46,,
2001-10-25,10.67,,
2001-10-26,10.84,,
2001-10-29,10.92,,
2001-10-30,10.96,,
2001-10-31,11.11,,
2001-11-01,11.13,,
2001-11-02,11.15,,
2001-11-05,11.35,,
2001-11-06,11.44,,
2001-11-07,11.46,,
2001-11-08,11.63,,
2001-11-09,11.5,,
2001-11-12,11.5,,
2001-11-13,11.56,,
2001-11-14,11.21,,
2001-11-15,11.2,,
2001-11-16,11.28,,
2001-11-19,11.18,,
2001-11-20,11.4,,
2001-11-21,11.17,,
2001-11-23,11.24,,
2001-11-26,11.25,,
2001-11-27,11.22,,
2001-11-28,11.0,,
2001-11-29,11.0,,
2001-11-30,10.93,,
2001-12-03,10.96,,
2001-12-04,11.08,,
2001-12-05,10.95,,
2001-12-06,11.05,,
2001-12-07,11.01,,
2001-12-10,10.91,,
2001-12-11,10.83,,
2001-12-12,10.9,,
2001-12-13,10.86,,
2001-12-14,10.93,,
2001-12-17,10.78,,
2001-12-18,10.85,,
2001-12-19,11.0,,
2001-12-20,11.0,,
2001-12-21,11.26,,
2001-12-24,11.39,,
2001-12-26,11.4,,
2001-12-27,11.35,,
2001-12-28,11.31,,
2001-12-31,11.28,11.852486189735435,-0.04830093708366634
2002-01-02,11.45,11.852486189735435,-0.033957954752480535
2002-01-03,11.45,11.83248618973543,-0.03232509073767054
2002-01-04,11.43,11.912486189735436,-0.040502560259098264
2002-01-07,11.51,11.802486189735431,-0.024781743865949668
2002-01-08,11.4,11.772486189735432,-0.0316404015033126
2002-01-09,11.37,11.822486189735427,-0.03827335320791392
2002-01-10,11.42,11.70248618973543,-0.024138989369900332
2002-01-11,11.3,11.722486189735434,-0.036040664317896653
2002-01-14,11.32,11.752486189735434,-0.03679954885742942
2002-01-15,11.35,11.762486189735428,-0.03506794253202916
2002-01-16,11.36,11.792486189735436,-0.03667472514081782
2002-01-17,11.39,11.692486189735426,-0.02587013444591202
2002-01-18,11.29,11.552486189735431,-0.022721186195284515
2002-01-22,11.15,11.622486189735433,-0.04065276413515684
2002-01-23,11.22,11.712486189735431,-0.04204796332370786
2002-01-24,11.31,11.652486189735432,-0.0293916838139765
2002-01-25,11.25,11.732486189735438,-0.04112395121824708
2002-01-28,11.33,11.512486189735428,-0.015851153845303556
2002-01-29,11.11,11.592486189735434,-0.0416205964655495
2002-01-30,11.19,11.70248618973543,-0.043792932666303463
2002-01-31,11.3,11.70248618973543,-0.03439322065498018
2002-02-01,11.3,11.642486189735429,-0.02941692900931936
2002-02-04,11.24,11.662486189735436,-0.03622608274617123
2002-02-05,11.26,11.742486189735432,-0.04108892971551392
2002-02-06,11.34,11.83248618973543,-0.04162153091398979
2002-02-07,11.43,12.132486189735435,-0.05790125607806307
2002-02-08,11.73,12.142486189735429,-0.03397048868658559
2002-02-11,11.74,12.182486189735432,-0.03632150144428281
2002-02-12,11.78,12.212486189735431,-0.035413443504970776
2002-02-13,11.81,12.292486189735436,-0.03925049679033399
2002-02-14,11.89,12.292486189735436,-0.03274245612506954
2002-02-15,11.89,12.212486189735431,-0.026406268529210686
2002-02-19,11.81,12.20248618973543,-0.03216444449374445
2002-02-20,11.8,12.102486189735435,-0.024993723189866923
2002-02-21,11.7,12.352486189735435,-0.05282225616067748
2002-02-22,11.95,12.432486189735432,-0.03880850397676572
2002-02-25,12.03,12.42248618973543,-0.0315948179567902
2002-02-26,12.02,12.462486189735431,-0.03550545075828282
2002-02-27,12.06,12.492486189735432,-0.03461970525056801
2002-02-28,12.09,12.622486189735433,-0.04218552365448014
2002-03-01,12.22,12.732486189735438,-0.04025028435912137
2002-03-04,12.33,12.70248618973543,-0.029323880708992722
2002-03-05,12.3,12.852486189735435,-0.04298671724515635
2002-03-06,12.45,12.802486189735431,-0.027532635810850747
2002-03-07,12.4,12.742486189735432,-0.02687750134752498
2002-03-08,12.34,12.782486189735433,-0.034616598302351975
2002-03-11,12.38,12.802486189735431,-0.03300032380227558
2002-03-12,12.4,12.742486189735432,-0.02687750134752498
2002-03-13,12.34,12.682486189735432,-0.027004657021635348
2002-03-14,12.28,12.752486189735434,-0.037050515695970065
2002-03-15,12.35,12.732486189735438,-0.03004018100123973
2002-03-18,12.33,12.852486189735435,-0.04065253850673001
2002-03-19,12.45,12.762486189735428,-0.024484742634766077
2002-03-20,12.36,13.042486189735436,-0.052327921211261064
2002-03-21,12.64,12.932486189735432,-0.02261639296917084
2002-03-22,12.53,12.872486189735433,-0.02660606387043818
2002-03-25,12.47,13.022486189735432,-0.04242555389852598
2002-03-26,12.62,13.042486189735436,-0.032393071657452754
2002-03-27,12.64,12.842486189735434,-0.015766899550748503
2002-03-28,12.44,11.581979583550838,0.07408236305888094
2002-04-01,12.51,11.501979583550838,0.08763886330408277
2002-04-02,12.43,11.541979583550837,0.07693831114679273
2002-04-03,12.47,11.691979583550838,0.06654308715555235
2002-04-04,12.62,11.601979583550838,0.08774540664530206
2002-04-05,12.53,11.641979583550839,0.07627744148459592
2002-04-08,12.57,11.581979583550838,0.0853066964348983
2002-04-09,12.51,11.621979583550837,0.07640870559659407
2002-04-10,12.55,11.401979583550839,0.10068606140159764
2002-04-11,12.33,11.711979583550837,0.05276822863635755
2002-04-12,12.64,11.591979583550838,0.09040909785040663
2002-04-15,12.52,11.711979583550837,0.06899093451153249
2002-04-16,12.64,11.671979583550838,0.08293541035775798
2002-04-17,12.6,11.801979583550839,0.06761750524983223
2002-04-18,12.73,11.941979583550838,0.06598741950075016
2002-04-19,12.87,11.961979583550837,0.07590887529166146
2002-04-22,12.89,12.021979583550838,0.07220278577388695
2002-04-23,12.95,12.071979583550839,0.07273209918657764
2002-04-24,13.0,11.921979583550838,0.09042293764171028
2002-04-25,12.85,11.741979583550838,0.09436402171924829
2002-04-26,12.67,11.921979583550838,0.06274297076311308
2002-04-29,12.85,12.071979583550839,0.06444845363301344
2002-04-30,13.0,12.121979583550837,0.072432098272184
2002-05-01,13.05,12.191979583550838,0.0703758081753012
2002-05-02,13.12,12.021979583550838,0.09133441034549228
2002-05-03,12.95,11.971979583550839,0.08169245609079834
2002-05-06,12.9,11.981979583550839,0.07661675685956282
2002-05-07,12.91,11.901979583550839,0.08469350912366691
2002-05-08,12.83,11.771979583550838,0.08987616814486743
2002-05-09,12.7,11.631979583550837,0.09181759723508143
2002-05-10,12.56,11.761979583550838,0.06784745805588677
2002-05-13,12.69,11.821979583550839,0.07342428654308697
2002-05-14,12.75,11.801979583550839,0.08032723745518733
2002-05-15,12.73,11.591979583550838,0.09817308668003766
2002-05-16,12.52,11.601979583550838,0.07912618789216985
2002-05-17,12.53,11.711979583550837,0.06984476113654181
2002-05-20,12.64,11.791979583550837,0.07191501735909589
2002-05-21,12.72,12.041979583550837,0.0563047306088551
2002-05-22,12.97,12.191979583550838,0.0638141173972151
2002-05-23,13.12,12.181979583550838,0.07700065576499227
2002-05-24,13.11,12.251979583550838,0.07003116603304793
2002-05-28,13.18,12.191979583550838,0.0810385556896911
2002-05-29,13.12,12.221979583550839,0.07347585637090881
2002-05-30,13.15,12.231979583550839,0.07505084603670253
2002-05-31,13.16,12.001979583550838,0.09648578456476242
2002-06-03,12.93,12.091979583550838,0.06930382330360119
2002-06-04,13.02,11.921979583550838,0.09210051139192843
2002-06-05,12.85,11.551979583550839,0.11236346178255419
2002-06-06,12.48,11.671979583550838,0.0692273671886725
2002-06-07,12.6,11.721979583550839,0.07490376605682414
2002-06-10,12.65,11.471979583550839,0.10268676019422762
2002-06-11,12.4,11.571979583550839,0.07155391266211386
2002-06-12,12.5,11.541979583550837,0.08300312866732962
2002-06-13,12.47,11.701979583550838,0.0656316660754348
2002-06-14,12.63,11.561979583550839,0.09237349095207081
2002-06-17,12.49,11.691979583550838,0.06825366147336398
2002-06-18,12.62,11.521979583550838,0.09529789638030017
2002-06-19,12.45,11.551979583550839,0.0777373618048871
2002-06-20,12.48,11.711979583550837,0.06557562801149586
2002-06-21,12.64,11.391979583550839,0.10955255030927269
2002-06-24,12.32,11.521979583550838,0.0692607039148414
2002-06-25,12.45,11.481979583550839,0.08430779809397615
2002-06-26,12.41,11.571979583550839,0.07241806904329295
2002-06-27,12.5,11.711979583550837,0.06728328126151428
2002-06-28,12.64,12.876039383401494,-0.018331676097991134
2002-07-01,12.74,12.516039383401495,0.01789388877247511
2002-07-02,12.38,12.286039383401494,0.007647754794392725
2002-07-03,12.15,12.356039383401495,-0.016675196396531144
2002-07-05,12.22,12.296039383401494,-0.006184054965222341
2002-07-08,12.16,12.046039383401494,0.009460422050050266
2002-07-09,11.91,11.796039383401494,0.00966092201750901
2002-07-10,11.66,12.066039383401495,-0.033651422020058885
2002-07-11,11.93,11.836039383401495,0.007938518414383866
2002-07-12,11.7,11.986039383401495,-0.023864378736950353
2002-07-15,11.85,11.616039383401494,0.02014116936731636
2002-07-16,11.48,11.576039383401495,-0.008296393975577021
2002-07-17,11.44,11.286039383401494,0.013641686987636792
2002-07-18,11.15,11.126039383401494,0.0021535620873545103
2002-07-19,10.99,11.036039383401494,-0.004171730618390046
2002-07-22,10.9,10.516039383401495,0.036511903635940035
2002-07-23,10.38,11.036039383401494,-0.0594451832410271
2002-07-24,10.9,11.656039383401495,-0.06486245958280779
2002-07-25,11.52,12.096039383401495,-0.047622148468857595
2002-07-26,11.96,12.166039383401495,-0.016935616999777303
2002-07-29,12.03,12.726039383401496,-0.05469410886071413
2002-07-30,12.59,12.806039383401496,-0.016870117054419986
2002-07-31,12.67,12.616039383401494,0.004277143956089802
2002-08-01,12.48,12.636039383401494,-0.012348757285962964
2002-08-02,12.5,12.436039383401495,0.0051431661340566315
2002-08-05,12.3,12.946039383401494,-0.04990247320194319
2002-08-06,12.81,12.916039383401495,-0.008209899354887917
2002-08-07,12.78,12.766039383401495,0.001093574614586812
2002-08-08,12.63,12.846039383401495,-0.01681758688056345
2002-08-09,12.71,12.996039383401495,-0.02200973504026338
2002-08-12,12.86,12.746039383401495,0.008940864936201942
2002-08-13,12.61,12.966039383401494,-0.02745937852520175
2002-08-14,12.83,13.026039383401494,-0.015049807361345646
2002-08-15,12.89,12.796039383401494,0.007342945249167343
2002-08-16,12.66,12.836039383401495,-0.013714462704838226
2002-08-19,12.7,12.666039383401495,0.002681234091456375
2002-08-20,12.53,12.796039383401494,-0.02079075997113533
2002-08-21,12.66,13.076039383401495,-0.031816926456309735
2002-08-22,12.94,12.916039383401495,0.0018551055696915952
2002-08-23,12.78,13.016039383401495,-0.018134501321692476
2002-08-26,12.88,13.056039383401496,-0.013483367982582761
2002-08-27,12.92,13.016039383401495,-0.007378541242274328
2002-08-28,12.88,12.886039383401494,-0.0004686764661974152
2002-08-29,12.75,12.846039383401495,-0.0074761862808538915
2002-08-30,12.71,12.876039383401494,-0.012895221772584398
2002-09-03,12.74,12.886039383401494,-0.011333147374173569
2002-09-04,12.75,12.826039383401495,-0.005928516288504437
2002-09-05,12.69,12.926039383401495,-0.018260766225468572
2002-09-06,12.79,12.736039383401495,0.004236844357503156
2002-09-09,12.6,12.486039383401495,0.009127042859563561
2002-09-10,12.35,12.546039383401494,-0.015625599235791987
2002-09-11,12.41,12.366039383401494,0.0035549471609732652
2002-09-12,12.23,12.696039383401494,-0.036707462014554215
2002-09-13,12.56,12.746039383401495,-0.014595858196057687
2002-09-16,12.61,12.286039383401494,0.026368189657293373
2002-09-17,12.15,12.606039383401495,-0.03617626199089674
2002-09-18,12.47,12.486039383401495,-0.0012845853604159796
2002-09-19,12.35,12.466039383401494,-0.00930844030189737
2002-09-20,12.33,12.396039383401495,-0.005327458340437574
2002-09-23,12.26,12.216039383401494,0.00359859813960961
2002-09-24,12.08,12.366039383401494,-0.023131042570140536
2002-09-25,12.23,12.626039383401494,-0.031366873757905145
2002-09-26,12.49,12.516039383401495,-0.0020804811013959146
2002-09-27,12.38,12.286039383401494,0.007647754794392725
2002-09-30,12.15,12.444980658316924,-0.023702781580442922
2002-10-01,12.4,12.274980658316924,0.010184891134502161
2002-10-02,12.23,12.294980658316923,-0.005285137091530667
2002-10-03,12.25,12.024980658316924,0.018712657265477217
2002-10-04,11.98,11.974980658316923,0.00041915238331435845
2002-10-07,11.93,11.894980658316923,0.002944043600322299
2002-10-08,11.85,11.274980658316924,0.05099958564087781
2002-10-09,11.23,11.794980658316923,-0.047900091969929726
2002-10-10,11.75,11.754980658316924,-0.0004237062111540624
2002-10-11,11.71,11.634980658316923,0.006447740987816086
2002-10-14,11.59,11.844980658316924,-0.021526473168015703
2002-10-15,11.8,11.494980658316925,0.026535002602408708
2002-10-16,11.45,11.814980658316923,-0.03089134623847245
2002-10-17,11.77,11.714980658316923,0.004696494453366062
2002-10-18,11.67,10.844980658316924,0.07607384168549669
2002-10-21,10.8,11.004980658316924,-0.018626171610943376
2002-10-22,10.96,11.214980658316923,-0.02273571984520828
