date,FTV,dcf,Deviation
2016-07-05,48.6,49.16135573580533,-0.01141863822515543
2016-07-06,47.75,49.15135573580533,-0.028511029143077793
2016-07-07,47.74,51.61135573580533,-0.07500976637045753
2016-07-08,50.2,52.53135573580533,-0.04438026971034892
2016-07-11,51.12,51.98135573580533,-0.016570474617537134
2016-07-12,50.57,52.03135573580533,-0.028086059168350608
2016-07-13,50.62,52.98135573580533,-0.044569560423866283
2016-07-14,51.57,52.64135573580533,-0.020351978417543215
2016-07-15,51.23,52.70135573580533,-0.027918745452798488
2016-07-18,51.29,52.96135573580533,-0.031558024007972696
2016-07-19,51.55,51.75135573580533,-0.003890830161692227
2016-07-20,50.34,51.65135573580533,-0.025388602431131946
2016-07-21,50.24,50.81135573580533,-0.011244646546651915
2016-07-22,49.4,50.39135573580533,-0.019673130864009014
2016-07-25,48.98,50.69135573580533,-0.033760307077297935
2016-07-26,49.28,50.33135573580533,-0.02088868301748137
2016-07-27,48.92,50.06135573580533,-0.022799137558893512
2016-07-28,48.65,49.62135573580533,-0.019575356646380992
2016-07-29,48.21,49.21135573580533,-0.020348062369611952
2016-08-01,47.8,48.91135573580533,-0.022721834614610192
2016-08-02,47.5,50.69135573580533,-0.06295660649595036
2016-08-03,49.28,51.44135573580533,-0.04201591705525243
2016-08-04,50.03,51.99135573580533,-0.037724650724093034
2016-08-05,50.58,51.46135573580533,-0.017126554930462223
2016-08-08,50.05,51.87135573580533,-0.03511293873023069
2016-08-09,50.46,51.86135573580533,-0.027021193640678898
2016-08-10,50.45,53.96135573580533,-0.06507167375476841
2016-08-11,52.55,54.12135573580533,-0.029033931512653544
2016-08-12,52.71,55.071355735805334,-0.04287811157461785
2016-08-15,53.66,54.96135573580533,-0.0236776498392951
2016-08-16,53.55,54.821355735805334,-0.023190884624091468
2016-08-17,53.41,54.571355735805334,-0.021281416232863504
2016-08-18,53.16,53.33135573580533,-0.0032130391856941554
2016-08-19,51.92,52.67135573580533,-0.014264978095002045
2016-08-22,51.26,53.31135573580533,-0.038478776378736645
2016-08-23,51.9,52.78135573580533,-0.016698239814394222
2016-08-24,51.37,53.03135573580533,-0.03132780055788065
2016-08-25,51.62,53.28135573580533,-0.031180808236996316
2016-08-26,51.87,53.821355735805334,-0.036256160944440396
2016-08-29,52.41,54.02135573580533,-0.02982812470841656
2016-08-30,52.61,54.08135573580533,-0.0272063397040766
2016-08-31,52.67,54.04135573580533,-0.025376042424056555
2016-09-01,52.63,54.79135573580533,-0.03944702055242111
2016-09-02,53.38,54.14135573580533,-0.01406236924543458
2016-09-06,52.73,54.35135573580533,-0.02983100814792039
2016-09-07,52.94,53.74135573580533,-0.014911342016469153
2016-09-08,52.33,51.96135573580533,0.00709458517728101
2016-09-09,50.55,52.62135573580533,-0.039363404968221216
2016-09-12,51.21,51.45135573580533,-0.004690949973109593
2016-09-13,50.04,51.43135573580533,-0.02705267469425665
2016-09-14,50.02,51.90135573580533,-0.036248681930045046
2016-09-15,50.49,51.67135573580533,-0.022862874778157072
2016-09-16,50.26,52.19135573580533,-0.0370052800617392
2016-09-19,50.78,51.66135573580533,-0.017060251773347912
2016-09-20,50.25,52.39135573580533,-0.04087231005442149
2016-09-21,50.98,53.05135573580533,-0.0390443506499748
2016-09-22,51.64,52.29135573580533,-0.012456279372373036
2016-09-23,50.88,52.63135573580533,-0.03327590010404902
2016-09-26,51.22,53.02135573580533,-0.03397415457992292
2016-09-27,51.61,53.13135573580533,-0.02863385875885127
2016-09-28,51.72,52.11135573580533,-0.007509989526840011
2016-09-29,50.7,52.31135573580533,-0.030803172908447585
2016-09-30,50.9,53.481171379111366,-0.04826317959294957
2016-10-03,51.39,52.90117137911137,-0.028565934169617835
2016-10-04,50.81,53.03117137911137,-0.04188426016903468
2016-10-05,50.94,52.79117137911137,-0.03506592732745939
2016-10-06,50.7,52.021171379111365,-0.025396801803695412
2016-10-07,49.93,52.04117137911137,-0.04056733011891356
2016-10-10,49.95,51.311171379111364,-0.026527778308828243
2016-10-11,49.22,51.08117137911137,-0.03643556576450124
2016-10-12,48.99,50.911171379111366,-0.03773575282338937
2016-10-13,48.82,51.551171379111366,-0.052979812214665634
2016-10-14,49.46,51.15117137911137,-0.03306222191036645
2016-10-17,49.06,51.18117137911137,-0.04144436952017638
2016-10-18,49.09,51.481171379111366,-0.046447493618639535
2016-10-19,49.39,50.79117137911137,-0.027586908139071165
2016-10-20,48.7,50.76117137911137,-0.040605276102031684
2016-10-21,48.67,50.64117137911137,-0.03892428483446264
2016-10-24,48.55,50.01117137911137,-0.02921689972096253
2016-10-25,47.92,49.86117137911137,-0.038931523777329335
2016-10-26,47.77,49.58117137911137,-0.03652941890506467
2016-10-27,47.49,52.301171379111366,-0.09198974424945494
