date,GRMN,dcf,Deviation
2007-07-26,82.8,82.94977046933882,-0.0018055561635843542
2007-07-27,79.9,88.11977046933882,-0.09327952655299832
2007-07-30,85.07,86.94977046933882,-0.0216190388909846
2007-07-31,83.9,95.65977046933881,-0.12293329172379819
2007-08-01,92.61,100.93977046933881,-0.08252218556281576
2007-08-02,97.89,101.70977046933882,-0.03755559030083855
2007-08-03,98.66,99.86977046933882,-0.01211348002156698
2007-08-06,96.82,103.37977046933881,-0.06345313439522837
2007-08-07,100.33,106.97977046933882,-0.06215913943510176
2007-08-08,103.93,105.36977046933882,-0.01366398031357352
2007-08-09,102.32,102.61977046933882,-0.0029211765721927074
2007-08-10,99.57,103.30977046933882,-0.03619958163055592
2007-08-13,100.26,95.65977046933881,0.0480894895324433
2007-08-14,92.61,94.24977046933881,-0.017398137535754143
2007-08-15,91.2,92.78977046933882,-0.017133035907919814
2007-08-16,89.74,95.37977046933881,-0.05912962928708032
2007-08-17,92.33,100.77977046933881,-0.08384391460694551
2007-08-20,97.73,105.54977046933881,-0.07408609639383701
2007-08-21,102.5,104.41977046933881,-0.01838512439464257
2007-08-22,101.37,104.34977046933882,-0.028555601568997835
2007-08-23,101.3,107.04977046933881,-0.05371118914249018
2007-08-24,104.0,104.97977046933882,-0.009332945432805828
2007-08-27,101.93,99.42977046933882,0.025145683419154352
2007-08-28,96.38,104.00977046933882,-0.07335628599995814
2007-08-29,100.96,105.58977046933882,-0.043846770844939154
2007-08-30,102.54,104.87977046933881,-0.022309073130769574
2007-08-31,101.83,107.49977046933881,-0.052742163490999805
2007-09-04,104.45,108.91977046933881,-0.04103727404197077
2007-09-05,105.87,110.31977046933882,-0.04033520420145853
2007-09-06,107.27,108.30977046933882,-0.009599969281009257
2007-09-07,105.26,107.38977046933881,-0.01983215403134586
2007-09-10,104.34,109.92977046933882,-0.05084855945276345
2007-09-11,106.88,110.13977046933881,-0.029596670262230895
2007-09-12,107.09,109.81977046933882,-0.024856821842483834
2007-09-13,106.77,109.40977046933881,-0.024127374164253368
2007-09-14,106.36,107.57977046933881,-0.011338288453463963
2007-09-17,104.53,111.74977046933881,-0.06460657985261564
2007-09-18,108.7,110.76977046933881,-0.018685336807768516
2007-09-19,107.72,109.94977046933882,-0.020279901084110263
2007-09-20,106.9,111.74977046933881,-0.04339848260063728
2007-09-21,108.7,118.07977046933881,-0.07943587993147738
2007-09-24,115.03,122.13977046933881,-0.05821011814594501
2007-09-25,119.09,120.29977046933881,-0.010056299065401286
2007-09-26,117.25,124.18977046933881,-0.05588037116996014
2007-09-27,121.14,122.44977046933882,-0.010696389746739254
2007-09-28,119.4,110.44203427148449,0.08111011163100623
2007-10-01,107.23,103.31203427148449,0.03792361418631862
2007-10-02,100.1,99.7320342714845,0.0036895439986097678
2007-10-03,96.52,104.16203427148449,-0.07336679170038618
2007-10-04,100.95,106.92203427148449,-0.05585410259143564
2007-10-05,103.71,111.67203427148449,-0.07129837226863889
2007-10-08,108.46,114.91203427148449,-0.056147594221866215
2007-10-09,111.7,114.75203427148449,-0.026596777049406106
2007-10-10,111.54,112.31203427148449,-0.006874012001405805
2007-10-11,109.1,117.2020342714845,-0.06912878536491185
2007-10-12,113.99,115.6520342714845,-0.014370990376036064
2007-10-15,112.44,115.46203427148448,-0.026173402283722225
2007-10-16,112.25,116.41203427148449,-0.0357526118114061
2007-10-17,113.2,118.35203427148448,-0.04353143824859296
2007-10-18,115.14,113.31203427148449,0.016132141129298505
2007-10-19,110.1,118.39203427148449,-0.07003878531616459
2007-10-22,115.18,123.74203427148448,-0.06919260962446894
2007-10-23,120.53,125.02203427148449,-0.03592994065134203
2007-10-24,121.81,121.35203427148448,0.003773861157456704
2007-10-25,118.14,120.36203427148449,-0.018461255535716092
2007-10-26,117.15,127.0120342714845,-0.0776464555351084
2007-10-29,123.8,123.69203427148449,0.0008728591873470304
2007-10-30,120.48,110.61203427148449,0.08921240616817272
2007-10-31,107.4,103.22203427148449,0.04047552209179517
2007-11-01,100.01,101.6520342714845,-0.016153481661754787
2007-11-02,98.44,98.29203427148448,0.001505368462583867
2007-11-05,95.08,103.77203427148449,-0.08376085457421711
2007-11-06,100.56,92.55203427148449,0.0865239299335725
2007-11-07,89.34,88.89203427148449,0.005039436122559415
2007-11-08,85.68,89.06203427148449,-0.03797391671040384
2007-11-09,85.85,85.53203427148449,0.00371750457268738
2007-11-12,82.32,89.27203427148449,-0.07787471550544844
2007-11-13,86.06,88.81203427148449,-0.03098717751551494
2007-11-14,85.6,87.21203427148448,-0.018484080608260456
2007-11-15,84.0,100.72203427148449,-0.16602160979406155
2007-11-16,97.51,96.7320342714845,0.00804248286903686
2007-11-19,93.52,96.80203427148449,-0.03390460020994934
2007-11-20,93.59,94.41203427148449,-0.008706880196233224
2007-11-21,91.2,95.07203427148448,-0.04072737373461088
2007-11-23,91.86,99.92203427148449,-0.08068324799693571
2007-11-26,96.71,106.21203427148448,-0.0894628780689456
2007-11-27,103.0,111.16203427148449,-0.07342465730296754
2007-11-28,107.95,109.29203427148448,-0.012279342043820196
2007-11-29,106.08,110.56203427148449,-0.040538637887928886
2007-11-30,107.35,107.24203427148448,0.001006748233087329
2007-12-03,104.03,110.39203427148449,-0.057631280313564015
2007-12-04,107.18,111.68203427148448,-0.04031117718128785
2007-12-05,108.47,112.56203427148449,-0.03635359202566524
2007-12-06,109.35,112.44203427148449,-0.0274989179226246
2007-12-07,109.23,115.06203427148449,-0.050686000020858546
2007-12-10,111.85,108.00203427148449,0.03562864120543208
2007-12-11,104.79,104.94203427148449,-0.0014487452291154224
2007-12-12,101.73,108.27203427148449,-0.060422197804844036
2007-12-13,105.06,107.25203427148449,-0.0204381603237086
2007-12-14,104.04,105.03203427148449,-0.00944506386423305
2007-12-17,101.82,97.56203427148449,0.043643675127426285
2007-12-18,94.35,100.17203427148449,-0.058120355784187505
2007-12-19,96.96,103.32203427148448,-0.06157480653901848
2007-12-20,100.11,105.71203427148448,-0.05299334470376016
2007-12-21,102.5,104.08203427148449,-0.015199878466613748
2007-12-24,100.87,106.53203427148449,-0.05314865439493488
2007-12-26,103.32,104.03203427148449,-0.006844375162619154
2007-12-27,100.82,102.38203427148449,-0.015256917706308437
2007-12-28,99.17,100.26939834711304,-0.010964445436354775
2007-12-31,97.0,95.36939834711303,0.017097744991030783
2008-01-02,92.1,94.21939834711304,-0.022494288695253495
2008-01-03,90.95,91.71939834711304,-0.008388610926134077
2008-01-04,88.45,89.19939834711305,-0.008401383428583431
2008-01-07,85.93,83.46939834711304,0.029479086966152312
2008-01-08,80.2,79.25939834711303,0.011867383206312532
2008-01-09,75.99,81.26939834711304,-0.06496170089218567
2008-01-10,78.0,74.66939834711305,0.04460464027584776
2008-01-11,71.4,73.25939834711303,-0.025381021262322445
2008-01-14,69.99,68.88939834711304,0.015976357455487644
2008-01-15,65.62,65.16939834711305,0.006914313532356164
2008-01-16,61.9,67.41939834711305,-0.08186662121628663
2008-01-17,64.15,66.25939834711305,-0.031835458813895934
2008-01-18,62.99,62.62939834711304,0.005757705844280814
2008-01-22,59.36,67.86939834711303,-0.12537901549668007
2008-01-23,64.6,71.07939834711304,-0.09115719178532145
2008-01-24,67.81,68.20939834711304,-0.005855473831927416
2008-01-25,64.94,71.48939834711304,-0.09161356087112071
2008-01-28,68.22,73.47939834711303,-0.07157650260373527
2008-01-29,70.21,73.60939834711304,-0.046181580388455545
2008-01-30,70.34,75.41939834711305,-0.06734869885510664
2008-01-31,72.15,73.36939834711303,-0.016619985642297497
2008-02-01,70.1,72.92939834711304,-0.038796403250803024
2008-02-04,69.66,67.04939834711304,0.03893549706996535
2008-02-05,63.78,66.67939834711304,-0.04348267109459558
2008-02-06,63.41,69.41939834711305,-0.0865665576221889
2008-02-07,66.15,70.07939834711304,-0.0560706632732515
2008-02-08,66.81,69.39939834711303,-0.03731153884305616
2008-02-11,66.13,68.76939834711304,-0.038380419351507156
2008-02-12,65.5,68.91939834711305,-0.04961445440790446
2008-02-13,65.65,68.78939834711304,-0.04563782243408421
2008-02-14,65.52,69.61939834711303,-0.05888299014987153
2008-02-15,66.35,72.76939834711304,-0.0882156303738042
2008-02-19,69.5,67.73939834711304,0.025990807356528478
2008-02-20,64.47,65.98939834711304,-0.02302488559027016
2008-02-21,62.72,66.85939834711304,-0.06191198918097629
2008-02-22,63.59,66.04939834711304,-0.037235741863809624
2008-02-25,62.78,65.04939834711304,-0.03488730725844991
2008-02-26,61.78,64.45939834711304,-0.04156722550658187
2008-02-27,61.19,63.70939834711304,-0.039545159936786756
2008-02-28,60.44,61.97939834711305,-0.024837258640229343
2008-02-29,58.71,60.09939834711304,-0.02311834037153515
2008-03-03,56.83,61.26939834711304,-0.07245702531567655
2008-03-04,58.0,60.54939834711305,-0.04210443731410918
2008-03-05,57.28,59.29939834711305,-0.034054280539110415
2008-03-06,56.03,58.40939834711305,-0.040736566621913384
2008-03-07,55.14,56.36939834711305,-0.02180967658272004
2008-03-10,53.1,59.499398347113036,-0.10755400096282719
2008-03-11,56.23,62.08939834711304,-0.09437035151083062
2008-03-12,58.82,61.90939834711305,-0.04990192813361616
2008-03-13,58.64,60.23939834711304,-0.02655070254681069
2008-03-14,56.97,60.55939834711304,-0.05927070686104585
2008-03-17,57.29,64.35939834711304,-0.10984251762245001
2008-03-18,61.09,62.429398347113036,-0.02145460924780751
2008-03-19,59.16,63.39939834711305,-0.06686811638025736
2008-03-20,60.13,65.64939834711305,-0.08407386032587705
2008-03-24,62.38,63.44939834711304,-0.01685434968607069
2008-03-25,60.18,64.15939834711304,-0.06202362318898058
2008-03-26,60.89,62.23939834711304,-0.021680774283635573
2008-03-27,58.97,59.34939834711304,-0.006392623306711198
2008-03-28,56.08,56.72490571168711,-0.011369004559742102
2008-03-31,54.01,57.56490571168711,-0.061754738720355085
2008-04-01,54.85,59.124905711687106,-0.07230296032154337
2008-04-02,56.41,55.52490571168711,0.015940491514001565
2008-04-03,52.81,56.78490571168711,-0.0699993363001925
2008-04-04,54.07,55.41490571168711,-0.024269746459272046
2008-04-07,52.7,51.18490571168711,0.029600411825452477
2008-04-08,48.47,48.61490571168711,-0.002980684824248736
2008-04-09,45.9,49.27490571168711,-0.06849136823181468
2008-04-10,46.56,47.544905711687115,-0.020715273212646435
2008-04-11,44.83,46.97490571168711,-0.04566067093038284
2008-04-14,44.26,45.72490571168711,-0.03203736976351346
2008-04-15,43.01,45.93490571168711,-0.06367501285504829
2008-04-16,43.22,45.21490571168711,-0.04412053238389191
2008-04-17,42.5,48.17490571168711,-0.11779796198563997
2008-04-18,45.46,47.82490571168711,-0.04944924985203236
2008-04-21,45.11,46.44490571168711,-0.028741703556762865
2008-04-22,43.73,47.23490571168711,-0.07420160279519539
2008-04-23,44.52,48.80490571168711,-0.08779661899154168
2008-04-24,46.09,48.80490571168711,-0.05562772168284269
2008-04-25,46.09,50.124905711687106,-0.08049702347362875
2008-04-28,47.41,49.15490571168711,-0.03549809904878409
2008-04-29,46.44,43.61490571168711,0.06477359614137312
2008-04-30,40.9,45.83490571168711,-0.10766697640285083
2008-05-01,43.12,45.48490571168711,-0.05199319806613267
2008-05-02,42.77,44.82490571168711,-0.04584294554692914
2008-05-05,42.11,46.56490571168711,-0.0956708844053129
2008-05-06,43.85,45.60490571168711,-0.03848063457869144
2008-05-07,42.89,45.03490571168711,-0.04762762745455196
2008-05-08,42.32,44.794905711687115,-0.05524971360842501
2008-05-09,42.08,45.83490571168711,-0.08192240506190618
2008-05-12,43.12,46.41490571168711,-0.07098809447451848
2008-05-13,43.7,47.50490571168711,-0.08009500607746767
2008-05-14,44.79,49.91490571168711,-0.10267285169862927
2008-05-15,47.2,52.73490571168711,-0.10495715573945674
2008-05-16,50.02,50.06490571168711,-0.0008969498903225182
2008-05-19,47.35,50.08490571168711,-0.05460538804706039
2008-05-20,47.37,48.61490571168711,-0.025607489996382626
2008-05-21,45.9,48.99490571168712,-0.06316790831069741
2008-05-22,46.28,50.44490571168711,-0.08256345517803565
2008-05-23,47.73,50.21490571168711,-0.0494854202446261
2008-05-27,47.5,48.93490571168711,-0.0293227439762781
2008-05-28,46.22,50.294905711687115,-0.08102024755839676
2008-05-29,47.58,51.36490571168711,-0.07368660877004052
2008-05-30,48.65,53.28490571168711,-0.08698346463753859
2008-06-02,50.57,55.58490571168711,-0.09022063899323463
2008-06-03,52.87,56.65490571168711,-0.06680631913762658
2008-06-04,53.94,55.394905711687116,-0.026264251071378975
2008-06-05,52.68,54.05490571168711,-0.02543535491524962
2008-06-06,51.34,52.30490571168711,-0.01844770960884279
2008-06-09,49.59,49.514905711687106,0.0015165996427450867
2008-06-10,46.8,47.85490571168711,-0.022043836384144866
2008-06-11,45.14,47.91490571168711,-0.057913204053540945
2008-06-12,45.2,47.624905711687106,-0.05091675616886382
2008-06-13,44.91,48.56490571168711,-0.07525816550298714
2008-06-16,45.85,46.19490571168711,-0.007466314875491875
2008-06-17,43.48,45.80490571168711,-0.05075669681149275
2008-06-18,43.09,47.18490571168711,-0.08678423003975289
2008-06-19,44.47,46.20490571168711,-0.03754808466686865
2008-06-20,43.49,45.33490571168711,-0.040695038022578234
2008-06-23,42.62,45.90490571168711,-0.07155892514666018
2008-06-24,43.19,46.38490571168711,-0.06887813314843338
2008-06-25,43.67,45.40490571168711,-0.03820965343928784
2008-06-26,42.69,46.83490571168711,-0.08850035350135865
2008-06-27,44.12,45.714168101107354,-0.0348725169313262
2008-06-30,42.84,45.814168101107356,-0.06491808591926529
2008-07-01,42.94,45.54416810110736,-0.057178958573272154
2008-07-02,42.67,44.82416810110736,-0.0480581836175592
2008-07-03,41.95,45.464168101107354,-0.07729533493920371
2008-07-07,42.59,46.97416810110736,-0.0933314687270429
2008-07-08,44.1,45.54416810110736,-0.03170917729579181
2008-07-09,42.67,46.54416810110736,-0.08323638082200857
2008-07-10,43.67,45.534168101107355,-0.0409399837275608
2008-07-11,42.66,44.924168101107355,-0.05039977804400453
2008-07-14,42.05,46.04416810110736,-0.08674644945993282
2008-07-15,43.17,49.36416810110736,-0.12547903346452638
2008-07-16,46.49,49.50416810110736,-0.060887157924787605
2008-07-17,46.63,47.91416810110736,-0.026801427469168027
2008-07-18,45.04,49.464168101107354,-0.0894418782514268
2008-07-21,46.59,51.57416810110736,-0.09664078519572561
2008-07-22,48.7,51.00416810110736,-0.04517607456197936
2008-07-23,48.13,49.94416810110736,-0.036323922693731525
2008-07-24,47.07,49.714168101107354,-0.053187415219937195
2008-07-25,46.84,48.83416810110736,-0.04083550879741793
2008-07-28,45.96,47.93416810110736,-0.041184987229636594
2008-07-29,45.06,38.064168101107356,0.18379048453942493
2008-07-30,35.19,38.54416810110736,-0.08702141637377814
2008-07-31,35.67,37.86416810110736,-0.057948403758623424
2008-08-01,34.99,36.54416810110736,-0.042528484895521856
2008-08-04,33.67,37.884168101107356,-0.11123823782695585
2008-08-05,35.01,40.704168101107356,-0.13989152381061554
2008-08-06,37.83,39.66416810110736,-0.04624244472824712
2008-08-07,36.79,39.964168101107354,-0.07942535155684638
2008-08-08,37.09,41.52416810110736,-0.10678523625832981
2008-08-11,38.65,40.80416810110736,-0.05279284449004362
2008-08-12,37.93,39.90416810110736,-0.04947272916717127
2008-08-13,37.03,40.33416810110736,-0.08191982769607797
2008-08-14,37.46,40.08416810110736,-0.06546644786261291
2008-08-15,37.21,39.91416810110736,-0.06774957940391935
2008-08-18,37.04,39.564168101107356,-0.06379934729467263
2008-08-19,36.69,39.314168101107356,-0.06674866156034587
2008-08-20,36.44,38.91416810110736,-0.0635801360234386
2008-08-21,36.04,39.09416810110736,-0.07812336850878909
2008-08-22,36.22,38.05416810110736,-0.048198875251565076
2008-08-25,35.18,37.33416810110736,-0.057699641124277945
2008-08-26,34.46,37.84416810110736,-0.08942376780659977
2008-08-27,34.97,38.424168101107355,-0.08989571594675094
2008-08-28,35.55,37.634168101107356,-0.055379677730833965
2008-08-29,34.76,37.27416810110736,-0.06745068311887203
2008-09-02,34.4,36.68416810110736,-0.062265773475136066
2008-09-03,33.81,35.66416810110736,-0.051989663570753075
2008-09-04,32.79,35.384168101107356,-0.07331437307483768
2008-09-05,32.51,35.05416810110736,-0.07257819080941164
2008-09-08,32.18,34.98416810110736,-0.08015534606977259
2008-09-09,32.11,35.71416810110736,-0.10091703916787043
2008-09-10,32.84,36.51416810110736,-0.10062308118135466
2008-09-11,33.64,37.33416810110736,-0.0989487188010435
2008-09-12,34.46,35.46416810110736,-0.0283150051128932
2008-09-15,32.59,37.064168101107356,-0.12071411096836893
2008-09-16,34.19,37.814168101107356,-0.09584153990686961
2008-09-17,34.94,39.58416810110736,-0.11732387779995912
2008-09-18,36.71,40.80416810110736,-0.10033700701758086
2008-09-19,37.93,37.744168101107356,0.004923459920876949
2008-09-22,34.87,38.54416810110736,-0.09532358024875376
2008-09-23,35.67,40.034168101107355,-0.10901108498334544
2008-09-24,37.16,39.37416810110736,-0.05623402875259964
2008-09-25,36.5,39.244168101107356,-0.06992550062565661
2008-09-26,36.37,36.77423631984766,-0.010992378368697486
2008-09-29,34.34,36.374236319847654,-0.05592519666832607
2008-09-30,33.94,35.49423631984766,-0.04378841414820256
2008-10-01,33.06,33.59423631984765,-0.015902618376594013
2008-10-02,31.16,31.154236319847655,0.0001850047002651678
2008-10-03,28.72,31.034236319847658,-0.07457042912209866
2008-10-06,28.6,29.444236319847658,-0.028672379567833306
2008-10-07,27.01,26.844236319847656,0.006175019403691806
2008-10-08,24.41,26.854236319847654,-0.09101864937567217
2008-10-09,24.42,27.954236319847656,-0.12642936402946292
2008-10-10,25.52,30.074236319847657,-0.15143314933792895
2008-10-13,27.64,28.714236319847657,-0.03741127947411682
2008-10-14,26.28,25.314236319847655,0.038151009888263365
2008-10-15,22.88,26.954236319847656,-0.1511538398454868
2008-10-16,24.52,26.754236319847656,-0.08350962790106575
2008-10-17,24.32,27.944236319847658,-0.12969530741026225
2008-10-20,25.51,26.704236319847656,-0.04472085647924151
2008-10-21,24.27,24.864236319847656,-0.02389923873806299
2008-10-22,22.43,24.374236319847657,-0.0797660404344438
2008-10-23,21.94,23.694236319847658,-0.07403641527700167
2008-10-24,21.26,22.694236319847658,-0.06319826319043476
2008-10-27,20.26,23.864236319847656,-0.1510308677613138
2008-10-28,21.43,24.384236319847655,-0.12115353054723488
2008-10-29,21.95,25.724236319847655,-0.14671908129438327
2008-10-30,23.29,24.884236319847655,-0.06406611395890394
2008-10-31,22.45,24.484236319847657,-0.08308351109152812
2008-11-03,22.05,24.574236319847657,-0.10271881034239616
2008-11-04,22.14,23.674236319847655,-0.06480615886060936
2008-11-05,21.24,22.674236319847655,-0.06325400774764844
2008-11-06,20.24,23.214236319847657,-0.1281212217739316
2008-11-07,20.78,22.864236319847656,-0.09115704940638669
2008-11-10,20.43,22.074236319847657,-0.07448666835052731
2008-11-11,19.64,21.234236319847657,-0.07507858045064342
2008-11-12,18.8,22.874236319847657,-0.17811463792181326
2008-11-13,20.44,21.474236319847655,-0.04816172759036641
2008-11-14,19.04,20.744236319847655,-0.08215469075702142
2008-11-17,18.31,19.784236319847658,-0.07451570513079131
2008-11-18,17.35,18.414236319847657,-0.05779421428954812
2008-11-19,15.98,17.654236319847655,-0.09483481978574204
2008-11-20,15.22,18.204236319847656,-0.16393087122221173
2008-11-21,15.77,19.434236319847656,-0.1885454236298172
2008-11-24,17.0,19.364236319847656,-0.12209292846857056
2008-11-25,16.93,19.454236319847656,-0.12975252681969185
2008-11-26,17.02,19.464236319847657,-0.12557576262857395
2008-11-28,17.03,17.964236319847657,-0.05200534568872661
2008-12-01,15.53,18.914236319847657,-0.17892534822018735
2008-12-02,16.48,19.374236319847657,-0.1493858272433014
2008-12-03,16.94,19.224236319847655,-0.1188206533587679
2008-12-04,16.79,19.904236319847655,-0.15646097995441666
2008-12-05,17.47,20.904236319847655,-0.16428422771833096
2008-12-08,18.47,21.364236319847656,-0.13547108712511635
2008-12-09,18.93,22.464236319847657,-0.1573272409320713
2008-12-10,20.03,21.424236319847655,-0.06507752710681303
2008-12-11,18.99,22.024236319847656,-0.13776806041230516
2008-12-12,19.59,21.444236319847658,-0.08646781784117319
2008-12-15,19.01,23.004236319847656,-0.173630468071722
2008-12-16,20.57,22.434236319847656,-0.08309782839357716
2008-12-17,20.0,21.234236319847657,-0.0581248273428141
2008-12-18,18.8,21.884236319847655,-0.14093415345960425
2008-12-19,19.45,22.184236319847656,-0.12325131595363537
2008-12-22,19.75,21.624236319847657,-0.08667294845124318
2008-12-23,19.19,21.864236319847656,-0.12231098679719576
2008-12-24,19.43,21.824236319847657,-0.10970538830127408
2008-12-26,19.39,21.965119781418334,-0.11723677389625653
2008-12-29,18.63,23.025119781418336,-0.19088368803906397
2008-12-30,19.69,22.505119781418337,-0.12508797148205708
2008-12-31,19.17,25.105119781418335,-0.23641073347163388
2009-01-02,21.77,25.33511978141834,-0.1407184892819462
2009-01-05,22.0,24.425119781418335,-0.09928793811947934
2009-01-06,21.09,24.36511978141834,-0.13441837392139788
2009-01-07,21.03,24.36511978141834,-0.1368809105532004
2009-01-08,21.03,23.70511978141834,-0.11284987403924773
2009-01-09,20.37,21.605119781418335,-0.057167921025858326
2009-01-12,18.27,22.20511978141834,-0.1772167779392626
2009-01-13,18.87,20.965119781418334,-0.0999335946210651
2009-01-14,17.63,21.125119781418338,-0.1654485189945596
2009-01-15,17.79,21.215119781418334,-0.16144711020761204
2009-01-16,17.88,19.935119781418337,-0.10309041550550047
2009-01-20,16.6,21.08511978141834,-0.2127149301457103
2009-01-21,17.75,20.605119781418335,-0.13856361000109674
2009-01-22,17.27,21.04511978141834,-0.17938219504702269
2009-01-23,17.71,21.235119781418337,-0.16600423344458692
2009-01-26,17.9,21.59511978141834,-0.17110901994615613
2009-01-27,18.26,22.70511978141834,-0.19577609914466
2009-01-28,19.37,21.755119781418337,-0.10963487240624314
2009-01-29,18.42,20.86511978141834,-0.11718695157436221
2009-01-30,17.53,20.45511978141834,-0.14300184074578481
2009-02-02,17.12,20.525119781418336,-0.16590011740155763
2009-02-03,17.19,20.775119781418336,-0.17256794758049654
2009-02-04,17.44,20.775119781418336,-0.16053432261802547
2009-02-05,17.44,20.885119781418336,-0.16495571093077888
2009-02-06,17.55,21.11511978141834,-0.16884203444375934
2009-02-09,17.78,20.395119781418337,-0.12822282043182354
2009-02-10,17.06,20.285119781418338,-0.15898943738910665
2009-02-11,16.95,20.985119781418337,-0.19228481054424618
2009-02-12,17.65,20.535119781418338,-0.14049685670833068
2009-02-13,17.2,19.63511978141834,-0.12401858550019196
2009-02-17,16.3,19.625119781418338,-0.16943182097500686
2009-02-18,16.29,19.255119781418337,-0.15399124051566537
2009-02-19,15.92,18.505119781418337,-0.13969754381239674
2009-02-20,15.17,19.61511978141834,-0.226617009274104
2009-02-23,16.28,20.40511978141834,-0.20216101770570472
2009-02-24,17.07,20.42511978141834,-0.1642643870549363
2009-02-25,17.09,20.435119781418337,-0.1636946500533878
2009-02-26,17.1,20.45511978141834,-0.16402347271836393
2009-02-27,17.12,19.525119781418336,-0.12318079521884617
2009-03-02,16.19,19.825119781418337,-0.18335928465993212
2009-03-03,16.49,20.355119781418338,-0.1898844036745344
2009-03-04,17.02,20.005119781418337,-0.14921779094724796
2009-03-05,16.67,20.215119781418338,-0.17536971434010484
2009-03-06,16.88,20.11511978141834,-0.16083025189871525
2009-03-09,16.78,21.395119781418337,-0.21570899478798744
2009-03-10,18.06,22.195119781418338,-0.18630761276090269
2009-03-11,18.86,23.47511978141834,-0.19659621865151988
2009-03-12,20.14,23.11511978141834,-0.12870881957574642
2009-03-13,19.78,23.055119781418338,-0.14205607311821367
2009-03-16,19.72,23.775119781418336,-0.17056148691152562
2009-03-17,20.44,24.105119781418335,-0.1520473581817099
2009-03-18,20.77,24.29511978141834,-0.14509579755661306
2009-03-19,20.96,23.385119781418336,-0.10370354328248166
2009-03-20,20.05,25.15511978141834,-0.202945556442526
2009-03-23,21.82,24.855119781418335,-0.12211245844356733
2009-03-24,21.52,25.27511978141834,-0.1485698114941878
2009-03-25,21.94,26.81511978141834,-0.18180488549585272
2009-03-26,23.48,25.825119781418334,-0.09080770200747301
2009-03-27,22.49,25.58052908504027,-0.12081568269233489
2009-03-30,21.02,25.770529085040273,-0.1843396023948124
2009-03-31,21.21,26.63052908504027,-0.20354567750909824
2009-04-01,22.07,27.58052908504027,-0.1997978018496095
2009-04-02,23.02,27.660529085040274,-0.1677671844516534
2009-04-03,23.1,26.68052908504027,-0.13420007802798284
2009-04-06,22.12,25.83052908504027,-0.143648977255724
2009-04-07,21.27,25.95052908504027,-0.1803635320768261
2009-04-08,21.39,26.770529085040273,-0.20098702823348324
2009-04-09,22.21,26.43052908504027,-0.15968386676864132
2009-04-13,21.87,26.57052908504027,-0.17690762084548628
2009-04-14,22.01,26.23052908504027,-0.16090140886434923
2009-04-15,21.67,26.68052908504027,-0.1877972160548219
2009-04-16,22.12,26.56052908504027,-0.167185264676874
2009-04-17,22.0,25.95052908504027,-0.1522330844236095
2009-04-20,21.39,26.420529085040272,-0.1904022841044708
2009-04-21,21.86,26.660529085040274,-0.18006128346994965
2009-04-22,22.1,26.720529085040273,-0.17292056868840655
2009-04-23,22.16,28.220529085040273,-0.21475604042636343
2009-04-24,23.66,27.970529085040273,-0.15410967278933996
2009-04-27,23.41,27.360529085040273,-0.14438789077365743
2009-04-28,22.8,28.740529085040272,-0.2066951887859425
2009-04-29,24.18,29.75052908504027,-0.1872413451578362
2009-04-30,25.19,30.010529085040268,-0.16062792733111853
2009-05-01,25.45,30.55052908504027,-0.16695387077724477
2009-05-04,25.99,30.220529085040273,-0.1399885843538876
2009-05-05,25.66,26.39052908504027,-0.027681486895780982
2009-05-06,21.83,26.40052908504027,-0.1731226321380861
2009-05-07,21.84,27.040529085040273,-0.19232349591552111
2009-05-08,22.48,26.82052908504027,-0.1618360723339084
2009-05-11,22.26,25.83052908504027,-0.13822903407379816
2009-05-12,21.27,24.610529085040273,-0.13573576876373794
2009-05-13,20.05,25.30052908504027,-0.20752645398806346
2009-05-14,20.74,25.30052908504027,-0.18025429704301432
2009-05-15,20.74,24.850529085040268,-0.1654101235017471
2009-05-18,20.29,24.70052908504027,-0.17856010573115544
2009-05-19,20.14,24.750529085040274,-0.1862800212956648
2009-05-20,20.19,24.400529085040272,-0.17255892568418552
2009-05-21,19.84,24.30052908504027,-0.1835568711047626
2009-05-22,19.74,25.420529085040272,-0.2234622680762065
2009-05-26,20.86,24.920529085040272,-0.16293912024034019
2009-05-27,20.36,25.14052908504027,-0.19015228632896586
2009-05-28,20.58,25.420529085040272,-0.19041810927093872
2009-05-29,20.86,26.260529085040268,-0.20565195269111192
2009-06-01,21.7,27.510529085040268,-0.21121109910604852
2009-06-02,22.95,26.73052908504027,-0.141431135650661
2009-06-03,22.17,27.850529085040268,-0.20396485351122207
2009-06-04,23.29,27.65052908504027,-0.15770147007419977
2009-06-05,23.09,27.32052908504027,-0.1548479925799371
2009-06-08,22.76,28.290529085040273,-0.19549047910753836
2009-06-09,23.73,28.13052908504027,-0.15643250333959968
2009-06-10,23.57,27.81052908504027,-0.15247926682996182
2009-06-11,23.25,27.50052908504027,-0.1545617203180455
2009-06-12,22.94,26.58052908504027,-0.13696225057796863
2009-06-15,22.02,26.37052908504027,-0.16497693584419892
2009-06-16,21.81,26.70052908504027,-0.18316225380643592
2009-06-17,22.14,26.020529085040273,-0.14913336590343462
2009-06-18,21.46,26.83052908504027,-0.2001648595157477
2009-06-19,22.27,26.340529085040274,-0.15453482623293524
2009-06-22,21.78,26.460529085040267,-0.17688720697903393
2009-06-23,21.9,26.840529085040274,-0.18406973533893223
2009-06-24,22.28,27.23052908504027,-0.18180069397770016
