date,AKAM,dcf,Deviation
2011-10-18,23.83,25.291515847034994,-0.05778680312695983
2011-10-19,22.96,25.811515847034993,-0.11047455964747421
2011-10-20,23.48,26.181515847034994,-0.10318408845456273
2011-10-21,23.85,26.991515847034993,-0.11638901145228142
2011-10-24,24.66,25.631515847034994,-0.03790317563864942
2011-10-25,23.3,26.111515847034994,-0.10767340599853548
2011-10-26,23.78,29.781515847034996,-0.20151814561287673
2011-10-27,27.45,30.621515847034996,-0.10357148427523344
2011-10-28,28.29,29.271515847034994,-0.03353143213232035
2011-10-31,26.94,28.971515847034993,-0.07012114442893058
2011-11-01,26.64,30.141515847034995,-0.11616920213319126
2011-11-02,27.81,31.531515847034996,-0.11802527557154985
2011-11-03,29.2,32.15151584703499,-0.09180020814810763
2011-11-04,29.82,31.881515847034994,-0.0646617888850074
2011-11-07,29.55,32.76151584703499,-0.09802708342403033
2011-11-08,30.43,31.341515847034994,-0.029083336347984212
2011-11-09,29.01,31.271515847034994,-0.07231871515590182
2011-11-10,28.94,32.26151584703499,-0.1029559758686992
2011-11-11,29.93,31.461515847034995,-0.048679022793471916
2011-11-14,29.13,31.791515847034994,-0.08371780256848682
2011-11-15,29.46,31.211515847034995,-0.05611761554994721
2011-11-16,28.88,30.461515847034995,-0.051918488067918434
2011-11-17,28.13,30.301515847034995,-0.07166360448754505
2011-11-18,27.97,29.661515847034995,-0.05702728935898538
2011-11-21,27.33,29.401515847034993,-0.07045609001292008
2011-11-22,27.07,28.611515847034994,-0.05387746162336726
2011-11-23,26.28,28.641515847034995,-0.08245079833229085
2011-11-25,26.31,29.991515847034993,-0.12275190976714023
2011-11-28,27.66,30.071515847034995,-0.08019269328828216
2011-11-29,27.74,31.241515847034993,-0.11207893573983896
2011-11-30,28.91,31.491515847034993,-0.08197496302097029
2011-12-01,29.16,31.331515847034993,-0.06930771743175934
2011-12-02,29.0,31.511515847034993,-0.0797015243324547
2011-12-05,29.18,30.561515847034993,-0.04520442814255976
2011-12-06,28.23,30.371515847034996,-0.07051066722585264
2011-12-07,28.04,29.631515847034994,-0.053710240652242724
2011-12-08,27.3,30.541515847034994,-0.10613474011145663
2011-12-09,28.21,29.711515847034995,-0.050536494158201495
2011-12-12,27.38,28.831515847034993,-0.05034476351281636
2011-12-13,26.5,28.991515847034993,-0.08593948174978938
2011-12-14,26.66,29.341515847034994,-0.09138981983802197
2011-12-15,27.01,28.981515847034995,-0.06802666421731329
2011-12-16,26.65,28.891515847034995,-0.0775838782188728
2011-12-19,26.56,30.001515847034995,-0.11471139873671132
2011-12-20,27.67,29.001515847034995,-0.04591193970887286
2011-12-21,26.67,33.961515847034995,-0.21469936382923782
2011-12-22,31.63,34.26151584703499,-0.07680675480862376
2011-12-23,31.93,34.541515847034994,-0.07560513147714576
2011-12-27,32.21,34.141515847034995,-0.05657381633811487
2011-12-28,31.81,34.63151584703499,-0.0814724905342703
2011-12-29,32.3,34.611515847034994,-0.0667845886106434
2011-12-30,32.28,36.3666695813517,-0.11237403997662976
2012-01-03,32.93,35.876669581351706,-0.08213330879751868
2012-01-04,32.44,35.8666695813517,-0.09553910695776857
2012-01-05,32.43,36.196669581351706,-0.10406121957950165
2012-01-06,32.76,36.0466695813517,-0.09117817594588606
2012-01-09,32.61,36.5766695813517,-0.10844807979384963
2012-01-10,33.14,37.4366695813517,-0.11477168320261044
2012-01-11,34.0,37.0066695813517,-0.08124669459223144
2012-01-12,33.57,35.6566695813517,-0.05852115763618648
2012-01-13,32.22,35.56666958135171,-0.09409566936529912
2012-01-17,32.13,35.8466695813517,-0.10368242363260427
2012-01-18,32.41,36.126669581351706,-0.10287883229818184
2012-01-19,32.69,35.4766695813517,-0.07854935692206333
2012-01-20,32.04,35.1566695813517,-0.0886508767316484
2012-01-23,31.72,34.8266695813517,-0.08920375157018179
2012-01-24,31.39,35.306669581351706,-0.11093285285170063
2012-01-25,31.87,34.8666695813517,-0.08594653912556238
2012-01-26,31.43,35.446669581351706,-0.11331585248462539
2012-01-27,32.01,35.4766695813517,-0.09771688329994643
2012-01-30,32.04,35.6666695813517,-0.1016823164013021
2012-01-31,32.23,35.446669581351706,-0.09074673641678266
2012-02-01,32.01,35.7666695813517,-0.10503269175809371
2012-02-02,32.33,37.0766695813517,-0.12802308392173167
2012-02-03,33.64,36.8066695813517,-0.08603521093785971
2012-02-06,33.37,37.0866695813517,-0.1002157816624375
2012-02-07,33.65,37.876669581351706,-0.11159031741884395
2012-02-08,34.44,41.4966695813517,-0.17005387787850135
2012-02-09,38.06,41.8666695813517,-0.09092363016730787
2012-02-10,38.43,42.0066695813517,-0.08514527852356846
2012-02-13,38.57,41.9166695813517,-0.07984101825781975
2012-02-14,38.48,41.4966695813517,-0.07269666726959156
2012-02-15,38.06,41.8566695813517,-0.09070644223073165
2012-02-16,38.42,41.2366695813517,-0.06830497249044254
2012-02-17,37.8,40.8666695813517,-0.07504084900402763
2012-02-21,37.43,40.0466695813517,-0.06534050418440263
2012-02-22,36.61,39.95666958135171,-0.0837574706905414
2012-02-23,36.52,40.6466695813517,-0.10152540475899097
2012-02-24,37.21,40.5066695813517,-0.0813858462180117
2012-02-27,37.07,40.126669581351706,-0.07617551152992397
2012-02-28,36.69,39.4366695813517,-0.0696476048943675
2012-02-29,36.0,39.3366695813517,-0.08482338786844101
2012-03-01,35.9,39.7366695813517,-0.09655236892706875
2012-03-02,36.3,39.20666958135171,-0.07413712035194764
2012-03-05,35.77,38.3066695813517,-0.06622005016553534
2012-03-06,34.87,38.9866695813517,-0.10559172213368051
2012-03-07,35.55,39.5566695813517,-0.1012893558471003
2012-03-08,36.12,40.276669581351705,-0.1032029118732366
2012-03-09,36.84,40.06666958135171,-0.08053251281093499
2012-03-12,36.63,40.9066695813517,-0.10454699991762029
2012-03-13,37.47,40.0966695813517,-0.06550842273876334
2012-03-14,36.66,40.7866695813517,-0.10117691941286822
2012-03-15,37.35,40.7966695813517,-0.08448409188104866
2012-03-16,37.36,40.4766695813517,-0.07699916059268874
2012-03-19,37.04,40.1866695813517,-0.07830132763258113
2012-03-20,36.75,40.376669581351706,-0.08982091933175962
2012-03-21,36.94,39.8966695813517,-0.07410818026609656
2012-03-22,36.46,40.0566695813517,-0.0897895311552841
2012-03-23,36.62,41.20666958135171,-0.11130891256078201
2012-03-26,37.77,41.1166695813517,-0.08139447127958943
2012-03-27,37.68,40.31666958135171,-0.06539899274247818
2012-03-28,36.88,40.3566695813517,-0.08614857512816732
2012-03-29,36.92,40.13666958135171,-0.08014291207774338
2012-03-30,36.7,38.023174364655425,-0.03479915569293934
2012-04-02,36.73,37.67317436465543,-0.025035701943404876
2012-04-03,36.38,37.773174364655425,-0.03688263928273461
2012-04-04,36.48,37.623174364655426,-0.03038484614762782
2012-04-05,36.33,36.983174364655426,-0.01766139267049127
2012-04-09,35.69,36.413174364655426,-0.019860239522467404
2012-04-10,35.12,37.273174364655425,-0.05776739978168299
2012-04-11,35.98,37.83317436465543,-0.0489827881423216
2012-04-12,36.54,38.053174364655426,-0.03976473421520632
2012-04-13,36.76,38.023174364655425,-0.033221170661374755
2012-04-16,36.73,38.92317436465543,-0.05634623589814314
2012-04-17,37.63,39.703174364655425,-0.052216841545571824
2012-04-18,38.41,39.15317436465543,-0.018981203356178256
2012-04-19,37.86,38.69317436465543,-0.021532851163963862
2012-04-20,37.4,39.39317436465543,-0.05059694723265962
2012-04-23,38.1,39.03317436465543,-0.0239072117460275
2012-04-24,37.74,40.04317436465543,-0.057517277318761995
2012-04-25,38.75,34.44317436465543,0.12504148397437231
2012-04-26,33.15,34.47317436465543,-0.038382724800999135
2012-04-27,33.18,33.88317436465543,-0.02075290694690446
2012-04-30,32.59,34.90317436465543,-0.06627403973312673
2012-05-01,33.61,35.38317436465543,-0.05011349028160317
2012-05-02,34.09,34.57317436465543,-0.013975412253419806
2012-05-03,33.28,33.85317436465543,-0.01693118519644221
2012-05-04,32.56,33.57317436465543,-0.030178092594129513
2012-05-07,32.28,33.57317436465543,-0.03851808442685811
2012-05-08,32.28,33.22317436465543,-0.028389050194397636
2012-05-09,31.93,32.663174364655426,-0.022446512897680515
2012-05-10,31.37,32.46317436465543,-0.03367429051687665
2012-05-11,31.17,30.95317436465543,0.007004956350847191
2012-05-14,29.66,31.48317436465543,-0.05790948344466229
2012-05-15,30.19,30.463174364655426,-0.008967363722027999
2012-05-16,29.17,30.583174364655427,-0.04620757635573014
2012-05-17,29.29,29.743174364655427,-0.0152362474529264
2012-05-18,28.45,30.59317436465543,-0.07005400417458663
2012-05-21,29.3,30.473174364655428,-0.03849859389824983
2012-05-22,29.18,30.973174364655428,-0.057894432890342795
2012-05-23,29.68,30.693174364655427,-0.0330097614739433
2012-05-24,29.4,30.603174364655427,-0.03931534520958102
2012-05-25,29.31,31.27317436465543,-0.06277502698524218
2012-05-29,29.98,30.50317436465543,-0.017151472774638132
2012-05-30,29.21,30.633174364655428,-0.046458599024510105
2012-05-31,29.34,29.493174364655427,-0.00519355301540525
2012-06-01,28.2,29.653174364655428,-0.04900569317757475
2012-06-04,28.36,28.73317436465543,-0.012987578745022654
2012-06-05,27.44,30.283174364655427,-0.09388627263507077
2012-06-06,28.99,30.36317436465543,-0.04522499354526932
2012-06-07,29.07,31.41317436465543,-0.0745920911225022
2012-06-08,30.12,31.043174364655428,-0.029738400906143103
2012-06-11,29.75,31.553174364655426,-0.05714716192470537
2012-06-12,30.26,30.853174364655427,-0.01922571589051625
2012-06-13,29.56,31.243174364655427,-0.0538733467031941
2012-06-14,29.95,32.43317436465543,-0.07656279144114575
2012-06-15,31.14,32.623174364655426,-0.04546382728047227
2012-06-18,31.33,33.163174364655426,-0.05527740934864134
2012-06-19,31.87,32.983174364655426,-0.0337497644207434
2012-06-20,31.69,31.563174364655428,0.004018152099637851
2012-06-21,30.27,32.10317436465543,-0.05710258879177066
2012-06-22,30.81,31.373174364655426,-0.017950825061868514
2012-06-25,30.08,31.68317436465543,-0.05060018122564991
2012-06-26,30.39,31.943174364655427,-0.048623043750278816
2012-06-27,30.65,31.723174364655428,-0.03382934987272623
2012-06-28,30.43,33.04317436465543,-0.07908363572510169
2012-06-29,31.75,33.064626537785585,-0.039759303988607164
2012-07-02,31.54,33.68462653778558,-0.06366781402132682
2012-07-03,32.16,33.74462653778559,-0.04695937399132888
2012-07-05,32.22,32.80462653778559,-0.01782146603962076
2012-07-06,31.28,31.51462653778559,-0.007445004544295419
2012-07-09,29.99,31.234626537785587,-0.03984765229319842
2012-07-10,29.71,30.894626537785587,-0.03834409638636449
2012-07-11,29.37,30.93462653778559,-0.05057848478870275
2012-07-12,29.41,31.604626537785588,-0.06944004021568662
2012-07-13,30.08,31.534626537785588,-0.04612791389942794
2012-07-16,30.01,31.75462653778559,-0.05494086147445687
2012-07-17,30.23,31.444626537785588,-0.038627475391575294
2012-07-18,29.92,32.01462653778559,-0.06542717389857355
2012-07-19,30.49,31.43462653778559,-0.030050509321308927
2012-07-20,29.91,30.18462653778559,-0.00909822546393968
2012-07-23,28.66,29.91462653778559,-0.04194023736852781
2012-07-24,28.39,29.77462653778559,-0.046503573639401496
2012-07-25,28.25,36.564626537785585,-0.22739536336282062
2012-07-26,35.04,37.384626537785586,-0.06271632900801649
2012-07-27,35.86,37.34462653778559,-0.039754756585487105
2012-07-30,35.82,36.704626537785586,-0.02410122704490414
2012-07-31,35.18,36.65462653778559,-0.04023029770240505
2012-08-01,35.13,36.21462653778559,-0.02994995783413401
2012-08-02,34.69,37.00462653778558,-0.06254965268794455
2012-08-03,35.48,37.34462653778559,-0.049930249962439555
2012-08-06,35.82,37.8646265377856,-0.053998328380321814
2012-08-07,36.34,37.704626537785586,-0.03619254884856171
2012-08-08,36.18,37.73462653778559,-0.04119893796295726
2012-08-09,36.21,37.49462653778559,-0.03426161710107967
2012-08-10,35.97,37.26462653778559,-0.034741433312711845
2012-08-13,35.74,36.96462653778559,-0.03312968782556924
2012-08-14,35.44,38.32462653778558,-0.07526822302994995
2012-08-15,36.8,39.33462653778559,-0.06443753915778971
2012-08-16,37.81,39.07462653778558,-0.03236439218587728
2012-08-17,37.55,38.57462653778558,-0.026562189442895012
2012-08-20,37.05,38.954626537785586,-0.04889346162613373
2012-08-21,37.43,39.48462653778559,-0.05203611425371779
2012-08-22,37.96,38.65462653778559,-0.01797007499494474
2012-08-23,37.13,38.62462653778559,-0.038696206844185954
2012-08-24,37.1,38.76462653778559,-0.042941895394323026
2012-08-27,37.24,38.83462653778559,-0.04106197689925084
2012-08-28,37.31,39.204626537785586,-0.048326605941763856
2012-08-29,37.68,38.83462653778559,-0.029731882104290452
2012-08-30,37.31,39.03462653778559,-0.04418196587883705
2012-08-31,37.51,39.19462653778559,-0.04298105854284706
2012-09-04,37.67,39.23462653778559,-0.03987871622223149
2012-09-05,37.71,40.73462653778559,-0.07425197663172223
2012-09-06,39.21,40.25462653778558,-0.02595047147698737
2012-09-07,38.73,40.01462653778559,-0.03210392421312558
2012-09-10,38.49,39.64462653778559,-0.029124414545439237
2012-09-11,38.12,39.41462653778559,-0.032846347955231114
2012-09-12,37.89,39.704626537785586,-0.04570315089247001
2012-09-13,38.18,40.55462653778559,-0.05855377648646576
2012-09-14,39.03,40.3646265377856,-0.03306426077140201
2012-09-17,38.84,40.17462653778559,-0.0332206333400592
2012-09-18,38.65,40.48462653778559,-0.045316622498006054
2012-09-19,38.96,40.204626537785586,-0.03095729633543154
2012-09-20,38.68,40.33462653778559,-0.041022483156885836
2012-09-21,38.81,39.884626537785586,-0.02694337721245832
2012-09-24,38.36,39.98462653778559,-0.040631279530654374
2012-09-25,38.46,39.454626537785586,-0.025209376569134023
2012-09-26,37.93,40.01462653778559,-0.05209661361745033
2012-09-27,38.49,39.78462653778559,-0.032540874464562664
2012-09-28,38.26,39.93922558848452,-0.04204452048686402
2012-10-01,38.21,40.159225588484524,-0.0485374296919574
2012-10-02,38.43,40.769225588484524,-0.05737723870686551
2012-10-03,39.04,41.159225588484524,-0.05148847088798092
2012-10-04,39.43,41.139225588484514,-0.04154734475514654
2012-10-05,39.41,41.32922558848452,-0.04643749214162074
2012-10-08,39.6,40.089225588484524,-0.012203418282668244
2012-10-09,38.36,39.55922558848452,-0.03031468818321892
2012-10-10,37.83,39.61922558848452,-0.045160539155125856
2012-10-11,37.89,39.30922558848452,-0.03610413502779053
2012-10-12,37.58,39.62922558848452,-0.05170995794275601
2012-10-15,37.9,40.459225588484514,-0.0632544382958462
2012-10-16,38.73,39.709225588484514,-0.024659901420200137
2012-10-17,37.98,39.00922558848452,-0.026384158438365612
2012-10-18,37.28,38.09922558848452,-0.021502421002807304
2012-10-19,36.37,38.299225588484525,-0.05037244379856576
2012-10-22,36.57,38.21922558848452,-0.04315172699316627
2012-10-23,36.49,37.839225588484524,-0.035656797080306224
2012-10-24,36.11,40.269225588484524,-0.10328546247668358
2012-10-25,38.54,40.11922558848452,-0.03936331186157804
2012-10-26,38.39,39.71922558848452,-0.03346554643980493
2012-10-31,37.99,40.299225588484525,-0.05730198421342325
2012-11-01,38.57,40.00922558848452,-0.03597234306126529
2012-11-02,38.28,40.68922558848452,-0.05921040652998699
2012-11-05,38.96,40.59922558848452,-0.04037578462948488
2012-11-06,38.87,39.299225588484525,-0.01092198591847826
2012-11-07,37.57,38.799225588484525,-0.03168170420518279
2012-11-08,37.07,38.12922558848452,-0.027779887268531978
2012-11-09,36.4,38.299225588484525,-0.049589138143189215
2012-11-12,36.57,38.03922558848452,-0.03862396160160775
2012-11-13,36.31,37.10922558848452,-0.021537113098165195
2012-11-14,35.38,37.959225588484514,-0.06794726574366572
2012-11-15,36.23,37.82922558848452,-0.042274869855420394
2012-11-16,36.1,37.59922558848452,-0.03987384221401857
2012-11-19,35.87,37.35922558848452,-0.03986232490171204
2012-11-20,35.63,37.55922558848452,-0.051364892599809364
2012-11-21,35.83,37.69922558848452,-0.04958259909337481
2012-11-23,35.97,37.459225588484514,-0.03975590966147269
2012-11-26,35.73,36.299225588484525,-0.015681480231498623
2012-11-27,34.57,37.60922558848452,-0.08081063996742044
2012-11-28,35.88,37.96922558848452,-0.05502418224505867
2012-11-29,36.24,38.34922558848452,-0.05500047409348152
2012-11-30,36.62,37.82922558848452,-0.03196538046109565
2012-12-03,36.1,37.729225588484525,-0.043182057491839565
2012-12-04,36.0,37.229225588484525,-0.033017758738036695
2012-12-05,35.5,40.78922558848452,-0.12967212571885056
2012-12-06,39.06,40.549225588484525,-0.03672636325038581
2012-12-07,38.82,40.92922558848453,-0.051533483914192546
2012-12-10,39.2,41.32922558848452,-0.05151864227230474
2012-12-11,39.6,41.69922558848452,-0.05034207611434005
2012-12-12,39.97,40.81922558848453,-0.02080454923486108
2012-12-13,39.09,40.68922558848452,-0.03930341669950865
2012-12-14,38.96,41.18922558848452,-0.054121570790293116
2012-12-17,39.46,42.66922558848452,-0.0752117139278623
2012-12-18,40.94,43.139225588484514,-0.050979718770648774
2012-12-19,41.41,43.589225588484524,-0.049994592908304325
2012-12-20,41.86,43.48922558848452,-0.037462740861403665
2012-12-21,41.76,43.11922558848452,-0.031522495358718094
2012-12-24,41.39,42.979225588484525,-0.03697659896669536
2012-12-26,41.25,42.75922558848452,-0.03529590556689055
2012-12-27,41.03,42.12922558848452,-0.02609175870503022
2012-12-28,40.4,42.639225588484514,-0.05251562516860664
2012-12-31,40.91,44.003619497218686,-0.07030375074973605
2013-01-02,42.16,42.7936194972187,-0.014806401156599591
2013-01-03,40.95,42.27361949721869,-0.03131076810931155
2013-01-04,40.43,42.6136194972187,-0.0512422911496927
2013-01-07,40.77,41.98361949721869,-0.028906976381564364
2013-01-08,40.14,41.5436194972187,-0.03378664435612477
2013-01-09,39.7,41.34361949721869,-0.0397550944306958
2013-01-10,39.5,41.4336194972187,-0.04666788759182616
2013-01-11,39.59,41.83361949721869,-0.05363197170562439
2013-01-14,39.99,41.503619497218686,-0.036469578209199716
2013-01-15,39.66,41.213619497218694,-0.03769674967090775
2013-01-16,39.37,41.59361949721869,-0.05346059141035764
2013-01-17,39.75,41.80361949721869,-0.049125399233798994
2013-01-18,39.96,41.77361949721869,-0.04341542626775352
2013-01-22,39.93,41.90361949721869,-0.047099022015262615
2013-01-23,40.06,42.40361949721869,-0.05526932665199513
2013-01-24,40.56,42.99361949721869,-0.05660420140658595
2013-01-25,41.15,42.533619497218695,-0.03253002010113837
2013-01-28,40.69,42.02361949721869,-0.031734998393152636
2013-01-29,40.18,42.24361949721869,-0.04885044231009983
2013-01-30,40.4,42.55361949721869,-0.050609549144449484
2013-01-31,40.71,43.65361949721869,-0.067431281326082
2013-02-01,41.81,43.20361949721869,-0.032257007941392635
2013-02-04,41.36,42.89361949721869,-0.0357540239130002
2013-02-05,41.05,43.423619497218695,-0.0546619449207989
2013-02-06,41.58,37.103619497218695,0.12064538617632325
2013-02-07,35.26,37.26361949721869,-0.053768783715930746
2013-02-08,35.42,37.15361949721869,-0.0466608508317331
2013-02-11,35.31,38.58361949721869,-0.08484480045877163
2013-02-12,36.74,39.15361949721869,-0.061644862677131096
2013-02-13,37.31,39.713619497218694,-0.060523808397444756
2013-02-14,37.87,40.33361949721869,-0.06108104176935025
2013-02-15,38.49,40.423619497218695,-0.04783390308113633
2013-02-19,38.58,39.24361949721869,-0.016910252054240904
2013-02-20,37.4,38.91361949721869,-0.03889690850595062
2013-02-21,37.07,38.1136194972187,-0.027381799760446746
2013-02-22,36.27,38.15361949721869,-0.04936935268634213
2013-02-25,36.31,38.20361949721869,-0.049566494540040806
2013-02-26,36.36,38.423619497218695,-0.05370705634246853
2013-02-27,36.58,38.80361949721869,-0.05730443515399575
2013-02-28,36.96,38.49361949721869,-0.03984087537752845
2013-03-01,36.65,39.24361949721869,-0.06609022130087938
2013-03-04,37.4,39.33361949721869,-0.04915946007347283
2013-03-05,37.49,39.37361949721869,-0.04783963276101011
2013-03-06,37.53,39.12361949721869,-0.04073292598431444
2013-03-07,37.28,39.08361949721869,-0.04614770894868225
2013-03-08,37.24,37.44361949721869,-0.005438029227751717
2013-03-11,35.6,36.6136194972187,-0.02768422000167714
2013-03-12,34.77,36.503619497218686,-0.047491715098300635
2013-03-13,34.66,36.503619497218686,-0.05050511490673304
2013-03-14,34.66,36.533619497218695,-0.05128480350438136
2013-03-15,34.69,36.39361949721869,-0.046810938861106766
2013-03-18,34.55,36.51361949721869,-0.05377772798909364
2013-03-19,34.67,37.2936194972187,-0.07035035838809811
2013-03-20,35.45,36.853619497218695,-0.038086340402049834
2013-03-21,35.01,36.62361949721869,-0.04405953096310522
2013-03-22,34.78,36.24361949721869,-0.040382818204208415
2013-03-25,34.4,36.923619497218695,-0.06834702370954693
2013-03-26,35.08,37.003619497218686,-0.05198463078357174
2013-03-27,35.16,37.16361949721869,-0.05391346495108329
2013-03-28,35.32,36.47011379033058,-0.031535788370243956
2013-04-01,34.9,36.410113790330584,-0.04147511867242848
2013-04-02,34.84,36.350113790330575,-0.0415435780762885
2013-04-03,34.78,35.630113790330576,-0.023859418337341398
2013-04-04,34.06,35.75011379033057,-0.047275759742831935
2013-04-05,34.18,36.060113790330576,-0.05213832106194638
2013-04-08,34.49,36.240113790330575,-0.04829217149968035
2013-04-09,34.67,37.61011379033057,-0.07817348829948134
2013-04-10,36.04,37.36011379033057,-0.03533484393915953
2013-04-11,35.79,36.98011379033057,-0.03218253456650422
2013-04-12,35.41,36.01011379033058,-0.016665145626163613
2013-04-15,34.44,36.36011379033057,-0.05280824480921176
2013-04-16,34.79,35.75011379033057,-0.02685624431747291
2013-04-17,34.18,35.310113790330576,-0.032005385115469354
2013-04-18,33.74,35.12011379033057,-0.039296962378024713
2013-04-19,33.55,35.850113790330575,-0.064159176837842
2013-04-22,34.28,37.04011379033057,-0.07451688204724438
2013-04-23,35.47,37.660113790330584,-0.05815473109093228
2013-04-24,36.09,44.05011379033057,-0.1807058621509825
2013-04-25,42.48,44.18011379033057,-0.03848142624527762
2013-04-26,42.61,44.600113790330575,-0.04462127158881912
2013-04-29,43.03,45.48011379033057,-0.05387220009224081
2013-04-30,43.91,45.210113790330574,-0.02875714483622116
2013-05-01,43.64,45.890113790330574,-0.04903264787294315
2013-05-02,44.32,46.840113790330584,-0.05380246943061062
2013-05-03,45.27,46.630113790330576,-0.02916814221055175
2013-05-06,45.06,46.72011379033058,-0.035533170954608506
2013-05-07,45.15,46.86011379033057,-0.03649401702228583
2013-05-08,45.29,47.18011379033057,-0.04006166239297937
2013-05-09,45.61,48.270113790330576,-0.05510891898629522
2013-05-10,46.7,48.280113790330574,-0.032728046110094944
2013-05-13,46.71,48.47011379033058,-0.03631338267420592
2013-05-14,46.9,49.600113790330575,-0.054437653142177966
2013-05-15,48.03,48.50011379033057,-0.009693045100118924
2013-05-16,46.93,49.060113790330576,-0.04341844373688364
2013-05-17,47.49,49.460113790330574,-0.0398323748037096
2013-05-20,47.89,48.850113790330575,-0.019654279505908145
2013-05-21,47.28,47.69011379033058,-0.008599555709463025
2013-05-22,46.12,47.920113790330575,-0.03756488972890981
2013-05-23,46.35,47.61011379033057,-0.026467355148109162
2013-05-24,46.04,48.130113790330576,-0.04342632139694802
2013-05-28,46.56,47.93011379033057,-0.0285856569488675
2013-05-29,46.36,48.66011379033058,-0.04726897681007147
2013-05-30,47.09,47.69011379033058,-0.012583609948363161
2013-05-31,46.12,47.48011379033058,-0.02864596736934466
2013-06-03,45.91,46.22011379033058,-0.006709498633805988
2013-06-04,44.65,45.87011379033057,-0.026599319023005608
2013-06-05,44.3,46.130113790330576,-0.039672865292480375
2013-06-06,44.56,46.83011379033058,-0.04847551301058994
2013-06-07,45.26,46.32011379033057,-0.022886683636599292
2013-06-10,44.75,45.410113790330584,-0.01453671297496606
2013-06-11,43.84,44.090113790330584,-0.0056727862286768405
2013-06-12,42.52,44.210113790330574,-0.0382291210184631
2013-06-13,42.64,44.130113790330576,-0.03376637090514545
2013-06-14,42.56,44.51011379033058,-0.04381282419354815
2013-06-17,42.94,44.410113790330584,-0.03310313045517743
2013-06-18,42.84,44.130113790330576,-0.02923431823584488
2013-06-19,42.56,42.82011379033057,-0.006074570273311819
2013-06-20,41.25,42.32011379033057,-0.025286174693015084
2013-06-21,40.75,42.98011379033057,-0.05188710763330484
2013-06-24,41.41,43.48011379033057,-0.04761058814871222
2013-06-25,41.91,44.33011379033058,-0.054592997477449834
2013-06-26,42.76,44.26011379033058,-0.033893129995935745
2013-06-27,42.69,44.12011379033057,-0.0324141002248276
2013-06-28,42.55,835.6789957294393,-0.9490833200099048
2013-07-01,42.97,835.2589957294393,-0.9485548791216862
2013-07-02,42.55,835.3989957294393,-0.949066254307803
2013-07-03,42.69,835.7389957294394,-0.9489194590438611
2013-07-05,43.03,835.7389957294394,-0.9485126334658549
2013-07-08,43.03,836.2689957294393,-0.9485452644786061
2013-07-09,43.56,836.2289957294394,-0.9479090055206675
2013-07-10,43.52,837.2089957294393,-0.9480177587412542
2013-07-11,44.5,837.6289957294393,-0.9468738543831715
2013-07-12,44.92,837.3989957294393,-0.9463577097308659
2013-07-15,44.69,837.1289957294393,-0.9466151570092743
2013-07-16,44.42,837.7989957294393,-0.9469801226470494
2013-07-17,45.09,838.0489957294393,-0.9461964631784403
2013-07-18,45.34,837.5189957294393,-0.9458639144530555
2013-07-19,44.81,836.8089957294393,-0.9464513404747287
2013-07-22,44.1,836.9589957294393,-0.9473092466596105
2013-07-23,44.25,836.5789957294393,-0.9471060112363722
2013-07-24,43.87,837.8989957294393,-0.9476428540628472
2013-07-25,45.19,839.9389957294393,-0.9461984736632509
2013-07-26,47.23,839.4589957294393,-0.9437375735559782
2013-07-29,46.75,839.7789957294393,-0.9443305914559192
2013-07-30,47.07,839.9089957294393,-0.9439582142359114
2013-07-31,47.2,840.3489957294394,-0.9438328596334794
2013-08-01,47.64,839.5589957294393,-0.9432559233569898
2013-08-02,46.85,839.6089957294394,-0.9442002167219546
2013-08-05,46.9,838.9689957294394,-0.9440980533980008
2013-08-06,46.26,838.7989957294393,-0.944849719377917
2013-08-07,46.09,839.3389957294393,-0.9450877413839865
2013-08-08,46.63,839.2289957294394,-0.9444370961474344
2013-08-09,46.52,839.4189957294393,-0.9445807156656313
2013-08-12,46.71,839.6489957294393,-0.9443696113047559
2013-08-13,46.94,839.5189957294393,-0.9440870305034433
2013-08-14,46.81,838.8989957294393,-0.9442006722641291
2013-08-15,46.19,838.6189957294393,-0.9449213525627053
2013-08-16,45.91,838.7089957294393,-0.9452611093552522
2013-08-19,46.0,838.9189957294393,-0.9451675307935982
2013-08-20,46.21,838.9989957294393,-0.9449224608906424
2013-08-21,46.29,840.0089957294393,-0.9448934472900459
2013-08-22,47.3,839.8089957294393,-0.9436776692789337
2013-08-23,47.1,839.3089957294393,-0.9438824077429724
2013-08-26,46.6,839.0089957294393,-0.9444582832398767
2013-08-27,46.3,839.1189957294393,-0.9448230820233645
2013-08-28,46.41,839.2089957294393,-0.944697923596898
2013-08-29,46.5,838.6889957294393,-0.9445563251255524
2013-08-30,45.98,839.5589957294393,-0.9452331518882113
2013-09-03,46.85,840.1389957294393,-0.9442354179032921
2013-09-04,47.43,840.6289957294393,-0.9435779633572554
2013-09-05,47.92,840.2889957294393,-0.9429720010097222
2013-09-06,47.58,841.5989957294394,-0.9434647614345583
2013-09-09,48.89,842.1389957294393,-0.9419454505159772
2013-09-10,49.43,842.8389957294393,-0.9413529745889124
2013-09-11,50.13,843.2789957294393,-0.9405534819984015
2013-09-12,50.57,843.9789957294394,-0.9400814472209784
2013-09-13,51.27,844.0789957294393,-0.9392592396453446
2013-09-16,51.37,844.2889957294393,-0.9391559048384636
2013-09-17,51.58,845.0889957294393,-0.9389650081107982
2013-09-18,52.38,845.4789957294394,-0.9380469529526171
