date,PFG,dcf,Deviation
2009-07-24,22.88,37.03015503875969,-0.3821251902388374
2009-07-27,23.61,36.28015503875969,-0.3492310059100796
2009-07-28,22.86,35.99015503875969,-0.36482629832016933
2009-07-29,22.57,36.71015503875969,-0.38518374612774275
2009-07-30,23.29,37.12015503875969,-0.37257805158191504
2009-07-31,23.7,38.86015503875969,-0.3901208068685966
2009-08-03,25.44,38.75015503875969,-0.34348649767842876
2009-08-04,25.33,39.00015503875969,-0.3505154024432421
2009-08-05,25.58,38.14015503875969,-0.32931578348319535
2009-08-06,24.72,39.17015503875969,-0.3689072719896298
2009-08-07,25.75,38.70015503875969,-0.33462798859047493
2009-08-10,25.28,37.82015503875969,-0.3315733377059932
2009-08-11,24.4,39.23015503875969,-0.37802947819368504
2009-08-12,25.81,39.91015503875969,-0.35329742580719103
2009-08-13,26.49,38.96015503875969,-0.3200745743017115
2009-08-14,25.54,37.41015503875969,-0.3172976702839465
2009-08-17,23.99,38.21015503875969,-0.37215643392011943
2009-08-18,24.79,38.36015503875969,-0.35375652223115883
2009-08-19,24.94,39.41015503875969,-0.36716818354376846
2009-08-20,25.99,41.16015503875969,-0.3685640888493802
2009-08-21,27.74,41.27015503875969,-0.32784357185119795
2009-08-24,27.85,41.46015503875969,-0.32827072224008846
2009-08-25,28.04,41.52015503875969,-0.32466533485185123
2009-08-26,28.1,42.13015503875969,-0.3330193070937423
2009-08-27,28.71,42.30015503875969,-0.32127908340541567
2009-08-28,28.88,41.82015503875969,-0.30942388967153556
2009-08-31,28.4,39.58015503875969,-0.2824687025053665
2009-09-01,26.16,39.35015503875969,-0.33519956975436205
2009-09-02,25.93,39.19015503875969,-0.33835423783460883
2009-09-03,25.77,39.48015503875969,-0.3472670009856782
2009-09-04,26.06,39.74015503875969,-0.34424010237043745
2009-09-08,26.32,40.05015503875969,-0.3428240171722665
2009-09-09,26.63,41.91015503875969,-0.36459314036486323
2009-09-10,28.49,41.25015503875969,-0.3093359292048703
2009-09-11,27.83,41.42015503875969,-0.3281048809702052
2009-09-14,28.0,41.62015503875969,-0.3272490221642764
2009-09-15,28.2,44.25015503875969,-0.36271409726589665
2009-09-16,30.83,42.43015503875969,-0.27339412331072144
2009-09-17,29.01,41.71015503875969,-0.30448592259985385
2009-09-18,28.29,40.98015503875969,-0.30966586209244784
2009-09-21,27.56,41.18015503875969,-0.3307455988434258
2009-09-22,27.76,39.78015503875969,-0.30216461014412543
2009-09-23,26.36,39.45015503875969,-0.3318150467570695
2009-09-24,26.03,39.22015503875969,-0.336310629718939
2009-09-25,25.8,41.39015503875969,-0.37666336412995627
2009-09-28,27.97,41.25015503875969,-0.32194194243103613
2009-09-29,27.83,40.81015503875969,-0.31806188990048456
2009-09-30,27.39,35.509612403100775,-0.22865956155555645
2009-10-01,25.46,35.30961240310077,-0.2789498873750257
2009-10-02,25.26,36.689612403100774,-0.3115217538284709
2009-10-05,26.64,37.30961240310077,-0.2859748926851362
2009-10-06,27.26,37.44961240310077,-0.27208859449389355
2009-10-07,27.4,38.15961240310077,-0.28196335668824746
2009-10-08,28.11,38.33961240310077,-0.2668157490886225
2009-10-09,28.29,38.55961240310077,-0.2663307995874705
2009-10-12,28.51,37.859612403100776,-0.24695478399390647
2009-10-13,27.81,39.51961240310077,-0.29629876638623154
2009-10-14,29.47,39.73961240310078,-0.2584225608174142
2009-10-15,29.69,38.899612403100775,-0.23675332051294817
2009-10-16,28.85,39.469612403100776,-0.2690579348650124
2009-10-19,29.42,38.58961240310077,-0.2376186707271507
2009-10-20,28.54,38.26961240310077,-0.25423859276694527
2009-10-21,28.22,39.439612403100774,-0.2844757268004663
2009-10-22,29.39,38.259612403100775,-0.23182703237165914
2009-10-23,28.21,37.109612403100776,-0.239819600011698
2009-10-26,27.06,36.65961240310077,-0.26185798959207796
2009-10-27,26.61,35.009612403100775,-0.23992303331975273
2009-10-28,24.96,36.77961240310078,-0.32136315830517836
2009-10-29,26.73,35.08961240310077,-0.2382360998197306
2009-10-30,25.04,35.05961240310077,-0.28578788287501455
2009-11-02,25.01,35.219612403100776,-0.28988429191804244
2009-11-03,25.17,35.299612403100774,-0.2869610093002316
2009-11-04,25.25,35.49961240310078,-0.28872462850342295
2009-11-05,25.45,35.759612403100775,-0.28830324800183826
2009-11-06,25.71,36.81961240310078,-0.3017308352264234
2009-11-09,26.77,35.88961240310078,-0.2541017244954382
2009-11-10,25.84,36.38961240310078,-0.28990724842680216
2009-11-11,26.34,35.58961240310077,-0.25989640736561925
2009-11-12,25.54,35.77961240310078,-0.2861856715421931
2009-11-13,25.73,36.80961240310077,-0.300997801383191
2009-11-16,26.76,37.16961240310078,-0.28005706086492266
2009-11-17,27.12,37.05961240310077,-0.2682060539378206
2009-11-18,27.01,36.24961240310078,-0.2548885847482999
2009-11-19,26.2,35.829612403100775,-0.26876127753666146
2009-11-20,25.78,36.12961240310077,-0.28645788633515845
2009-11-23,26.08,36.05961240310077,-0.27675318002704397
2009-11-24,26.01,36.229612403100774,-0.2820789880221327
2009-11-25,26.18,35.049612403100774,-0.2530587871013402
2009-11-27,25.0,35.439612403100774,-0.2945746777464012
2009-11-30,25.39,35.45961240310078,-0.2839741249461666
2009-12-01,25.41,36.02961240310078,-0.29474678451403025
2009-12-02,25.98,32.56961240310078,-0.20232394299151735
2009-12-03,22.52,34.13961240310078,-0.34035572126312164
2009-12-04,24.09,33.37961240310077,-0.27830198538308437
2009-12-07,23.33,33.329612403100775,-0.3000218629056267
2009-12-08,23.28,33.149612403100775,-0.29772934546219865
2009-12-09,23.1,33.119612403100774,-0.30252806950611233
2009-12-10,23.07,33.649612403100775,-0.3144051787688905
2009-12-11,23.6,33.91961240310078,-0.30423733268123676
2009-12-14,23.87,33.359612403100776,-0.28446410852839277
2009-12-15,23.31,34.06961240310078,-0.31581258617786667
2009-12-16,24.02,33.759612403100775,-0.28849894029607415
2009-12-17,23.71,33.76961240310077,-0.2978894836879171
2009-12-18,23.72,34.27961240310078,-0.3080435180808988
2009-12-21,24.23,35.259612403100775,-0.31281150447731
2009-12-22,25.21,35.479612403100774,-0.28945108775211004
2009-12-23,25.43,35.509612403100775,-0.2838558835471998
2009-12-24,25.46,35.01961240310077,-0.27297881807093693
2009-12-28,24.97,34.679612403100776,-0.2799804187613303
2009-12-29,24.63,34.399612403100775,-0.2840035605232617
2009-12-30,24.35,34.08961240310077,-0.28570616432749063
2009-12-31,24.04,31.94573643410853,-0.24747391409851982
2010-01-04,25.0,32.53573643410853,-0.23161413448777857
2010-01-05,25.59,32.36573643410853,-0.20934905800468484
2010-01-06,25.42,32.585736434108526,-0.21990408130251493
2010-01-07,25.64,32.61573643410853,-0.21387640436085686
2010-01-08,25.67,32.735736434108524,-0.21584168263117132
2010-01-11,25.79,32.29573643410853,-0.20144257887978112
2010-01-12,25.35,32.475736434108526,-0.21941723934625013
2010-01-13,25.53,32.595736434108524,-0.21676873134594565
2010-01-14,25.65,32.20573643410853,-0.20355803530595462
2010-01-15,25.26,32.725736434108526,-0.22813043334075533
2010-01-19,25.78,32.11573643410853,-0.19727825476172656
2010-01-20,25.17,30.755736434108528,-0.1816160847286319
2010-01-21,23.81,30.28573643410853,-0.2138213296611602
2010-01-22,23.34,30.705736434108527,-0.23988144527699795
2010-01-25,23.76,30.30573643410853,-0.21599001391503636
2010-01-26,23.36,30.955736434108527,-0.2453741150780434
2010-01-27,24.01,30.115736434108527,-0.20274239175480635
2010-01-28,23.17,29.995736434108526,-0.2275568879298091
2010-01-29,23.05,30.275736434108527,-0.23866426667554286
2010-02-01,23.33,30.94573643410853,-0.24609969939879772
2010-02-02,24.0,30.395736434108528,-0.21041557746011907
2010-02-03,23.45,29.515736434108526,-0.20550855804156498
2010-02-04,22.57,29.405736434108526,-0.2324626845998513
2010-02-05,22.46,29.135736434108527,-0.229125371490298
2010-02-08,22.19,28.395736434108528,-0.21854465541010903
2010-02-09,21.45,28.845736434108527,-0.25638923974093686
2010-02-10,21.9,29.155736434108526,-0.24886136731638964
2010-02-11,22.21,28.985736434108528,-0.23376105863348984
2010-02-12,22.04,29.755736434108528,-0.2593024861338704
2010-02-16,22.81,29.78573643410853,-0.23419721213004518
2010-02-17,22.84,29.915736434108528,-0.23652222132967793
2010-02-18,22.97,29.775736434108527,-0.22856651922511184
2010-02-19,22.83,29.94573643410853,-0.2376210199326949
2010-02-22,23.0,29.155736434108526,-0.21113294284369688
2010-02-23,22.21,30.145736434108528,-0.2632457313310018
2010-02-24,23.2,30.065736434108526,-0.2283575008766321
2010-02-25,23.12,30.155736434108526,-0.23331336807117564
2010-02-26,23.21,30.105736434108525,-0.22905058141331325
2010-03-01,23.16,30.725736434108526,-0.2462345028029932
2010-03-02,23.78,30.905736434108526,-0.2305635540929658
2010-03-03,23.96,31.105736434108525,-0.22972407193269262
2010-03-04,24.16,31.745736434108526,-0.23895292049228367
2010-03-05,24.8,31.855736434108525,-0.22149029417991473
2010-03-08,24.91,31.985736434108528,-0.22121536731488844
2010-03-09,25.04,32.375736434108525,-0.22658129951849282
2010-03-10,25.43,32.38573643410853,-0.21477777565010925
2010-03-11,25.44,32.555736434108525,-0.21857089451840483
2010-03-12,25.61,32.915736434108524,-0.2219526957488348
2010-03-15,25.97,33.77573643410853,-0.23110484798270414
2010-03-16,26.83,34.70573643410853,-0.22692895305827077
2010-03-17,27.76,34.70573643410853,-0.20013223022354054
2010-03-18,27.76,34.345736434108524,-0.19174829594185872
2010-03-19,27.4,34.39573643410853,-0.20338963951273936
2010-03-22,27.45,34.985736434108524,-0.21539453509292816
2010-03-23,28.04,35.60573643410853,-0.21248644717992493
2010-03-24,28.66,36.125736434108525,-0.2066597714270999
2010-03-25,29.18,36.11573643410853,-0.19204194954635512
2010-03-26,29.17,36.265736434108526,-0.19565951589045538
2010-03-29,29.32,35.765736434108526,-0.18022099016424709
2010-03-30,28.82,36.155736434108526,-0.20289274006290614
2010-03-31,29.21,34.49333333333333,-0.15316969462698105
2010-04-01,29.44,35.14333333333333,-0.16228777387840265
2010-04-05,30.09,35.373333333333335,-0.14935921598190727
2010-04-06,30.32,34.68333333333333,-0.12580490148966839
2010-04-07,29.63,34.473333333333336,-0.14049506865209838
2010-04-08,29.42,34.35333333333333,-0.14360566660197938
2010-04-09,29.3,34.123333333333335,-0.14135000488424343
2010-04-12,29.07,34.153333333333336,-0.148838571149717
2010-04-13,29.1,34.913333333333334,-0.16650754248615618
2010-04-14,29.86,34.95333333333333,-0.14571810032424182
2010-04-15,29.9,34.093333333333334,-0.12299569808369193
2010-04-16,29.04,34.723333333333336,-0.16367476240760304
2010-04-19,29.67,35.27333333333333,-0.15885465885465877
2010-04-20,30.22,35.13333333333333,-0.13984819734345355
2010-04-21,30.08,34.68333333333333,-0.13272465160980296
2010-04-22,29.63,36.093333333333334,-0.1790727742888807
2010-04-23,31.04,35.82333333333333,-0.13352563506094717
2010-04-26,30.77,33.873333333333335,-0.09161582365676058
2010-04-27,28.82,34.303333333333335,-0.15984841123311633
2010-04-28,29.25,35.38333333333333,-0.17333961375412155
2010-04-29,30.33,34.27333333333333,-0.1150554366854698
2010-04-30,29.22,35.31333333333333,-0.1725505002831792
2010-05-03,30.26,34.60333333333333,-0.12551777285425292
2010-05-04,29.55,34.45333333333333,-0.1423181114551083
2010-05-05,29.4,33.39333333333333,-0.1195847474545817
2010-05-06,28.34,32.723333333333336,-0.13395130895385565
2010-05-07,27.67,35.28333333333333,-0.2157770429853565
2010-05-10,30.23,34.903333333333336,-0.13389361092541308
2010-05-11,29.85,35.733333333333334,-0.16464552238805963
2010-05-12,30.68,35.163333333333334,-0.12750023698928814
2010-05-13,30.11,33.95333333333333,-0.1131945807971726
2010-05-14,28.9,34.36333333333334,-0.1589872926569018
2010-05-17,29.31,33.54333333333334,-0.1262049090728412
2010-05-18,28.49,33.21333333333333,-0.1422119630670413
2010-05-19,28.16,31.183333333333334,-0.09695350080171028
2010-05-20,26.13,31.253333333333334,-0.16392918088737207
2010-05-21,26.2,30.963333333333335,-0.15383787275271832
2010-05-24,25.91,31.153333333333332,-0.1683072972394607
2010-05-25,26.1,31.123333333333335,-0.16140087822641103
2010-05-26,26.07,33.17333333333333,-0.21412781350482313
2010-05-27,28.12,32.24333333333333,-0.1278817326579137
2010-05-28,27.19,31.35333333333333,-0.1327875823942164
2010-06-01,26.3,32.60333333333333,-0.19333401492689906
2010-06-02,27.55,32.46333333333333,-0.15135024129787444
2010-06-03,27.41,30.923333333333332,-0.11361431497251262
2010-06-04,25.87,30.083333333333332,-0.14005540166204977
2010-06-07,25.03,30.753333333333334,-0.18610448731844786
2010-06-08,25.7,30.343333333333334,-0.15302647478853126
2010-06-09,25.29,31.413333333333334,-0.19492784380305606
2010-06-10,26.36,30.803333333333335,-0.14424845795909536
2010-06-11,25.75,30.933333333333334,-0.1675646551724138
2010-06-14,25.88,32.093333333333334,-0.1936019941836311
2010-06-15,27.04,31.473333333333333,-0.14085998729082827
2010-06-16,26.42,31.453333333333333,-0.1600254345061466
2010-06-17,26.4,31.403333333333332,-0.1593249124296784
2010-06-18,26.35,31.123333333333335,-0.15336831958873298
2010-06-21,26.07,30.733333333333334,-0.15173535791757053
2010-06-22,25.68,30.563333333333333,-0.15977751117897265
2010-06-23,25.51,29.923333333333332,-0.14748802495265667
2010-06-24,24.87,30.453333333333333,-0.18334063047285465
2010-06-25,25.4,30.453333333333333,-0.1659369527145359
2010-06-28,25.4,28.983333333333334,-0.1236342725704429
2010-06-29,23.93,28.493333333333332,-0.1601544220870379
2010-06-30,23.44,28.80604651162791,-0.18628194984903035
2010-07-01,23.14,28.676046511627906,-0.19305473330792244
2010-07-02,23.01,28.62604651162791,-0.1961865921424626
2010-07-06,22.96,29.736046511627908,-0.22787314746021192
2010-07-07,24.07,30.176046511627906,-0.202347464876654
2010-07-08,24.51,30.53604651162791,-0.1973420661817905
2010-07-09,24.87,30.276046511627907,-0.17855853503037933
2010-07-12,24.61,31.146046511627908,-0.20985156203333144
2010-07-13,25.48,31.066046511627906,-0.17981195352736856
2010-07-14,25.4,30.96604651162791,-0.17974675939138152
2010-07-15,25.3,29.46604651162791,-0.141384644525824
2010-07-16,23.8,29.78604651162791,-0.2009681449094316
2010-07-19,24.12,30.156046511627906,-0.2001604059504437
2010-07-20,24.49,29.906046511627906,-0.1811020560515102
2010-07-21,24.24,31.016046511627906,-0.2184690595265767
2010-07-22,25.35,31.256046511627908,-0.18895692740381398
2010-07-23,25.59,31.296046511627907,-0.18232483484800066
2010-07-26,25.63,31.196046511627905,-0.17842153522733206
2010-07-27,25.53,30.586046511627906,-0.16530565693430654
2010-07-28,24.92,31.566046511627906,-0.2105441525336319
2010-07-29,25.9,31.276046511627907,-0.17189021987255282
2010-07-30,25.61,31.746046511627906,-0.19328537521610456
2010-08-02,26.08,30.46604651162791,-0.14396506976886214
2010-08-03,24.8,30.406046511627906,-0.18437275327734692
2010-08-04,24.74,30.21604651162791,-0.18122974855498009
2010-08-05,24.55,29.666046511627908,-0.17245461101878268
2010-08-06,24.0,30.176046511627906,-0.20466718558536334
2010-08-09,24.51,29.896046511627908,-0.1801591561457142
2010-08-10,24.23,28.646046511627908,-0.15415902190326192
2010-08-11,22.98,28.426046511627906,-0.19158649126251714
2010-08-12,22.76,28.55604651162791,-0.20297090177618882
2010-08-13,22.89,28.426046511627906,-0.19475260161005292
2010-08-16,22.76,28.676046511627906,-0.20630621132620197
2010-08-17,23.01,28.696046511627905,-0.1981473827526682
2010-08-18,23.03,28.406046511627906,-0.18925711853028337
2010-08-19,22.74,28.05604651162791,-0.18947953017630836
2010-08-20,22.39,27.656046511627906,-0.19041212233331362
2010-08-23,21.99,27.226046511627906,-0.19231754817548175
2010-08-24,21.56,27.696046511627905,-0.2215495453133266
2010-08-25,22.03,27.686046511627907,-0.20429231415371685
2010-08-26,22.02,28.87604651162791,-0.23743023508661731
2010-08-27,23.21,28.176046511627906,-0.1762506499830797
2010-08-30,22.51,28.71604651162791,-0.2161177204220961
2010-08-31,23.05,30.12604651162791,-0.2348813512219975
2010-09-01,24.46,30.456046511627907,-0.19687540565511863
2010-09-02,24.79,31.226046511627906,-0.20611147521449003
2010-09-03,25.56,30.446046511627905,-0.16048213385477927
2010-09-07,24.78,30.736046511627908,-0.19378050164567018
2010-09-08,25.07,31.156046511627906,-0.19534078270670518
2010-09-09,25.49,31.116046511627907,-0.18080852622216914
2010-09-10,25.45,31.776046511627907,-0.19908223980327444
2010-09-13,26.11,31.676046511627906,-0.175717841226956
2010-09-14,26.01,31.606046511627905,-0.17705620060924454
2010-09-15,25.94,31.21604651162791,-0.16901712744637898
2010-09-16,25.55,31.016046511627906,-0.1762328577105624
2010-09-17,25.35,31.796046511627907,-0.20273106938847152
2010-09-20,26.13,31.866046511627907,-0.18000496263428312
2010-09-21,26.2,31.416046511627908,-0.16603128308004356
2010-09-22,25.75,30.46604651162791,-0.15479680009770702
2010-09-23,24.8,31.566046511627906,-0.2143457055711907
2010-09-24,25.9,31.586046511627906,-0.18001767044617878
2010-09-27,25.92,31.926046511627906,-0.1881237161463265
2010-09-28,26.26,31.616046511627907,-0.16940911665403935
2010-09-29,25.95,31.586046511627906,-0.17843469297599768
2010-09-30,25.92,32.95067864889991,-0.21336976770081284
2010-10-01,25.92,32.720678648899906,-0.20784039114447117
2010-10-04,25.69,33.580678648899905,-0.23497674753390962
2010-10-05,26.55,33.870678648899904,-0.21613616676492764
2010-10-06,26.84,33.730678648899904,-0.20428520637323844
2010-10-07,26.7,34.39067864889991,-0.22362683584744902
2010-10-08,27.36,34.25067864889991,-0.20118371141008695
2010-10-11,27.22,34.040678648899906,-0.20036846853875312
2010-10-12,27.01,34.050678648899904,-0.20677058221062417
2010-10-13,27.02,33.70067864889991,-0.1982357304581458
2010-10-14,26.67,33.510678648899905,-0.20413429165584718
2010-10-15,26.48,33.95067864889991,-0.22004504611403342
2010-10-18,26.92,33.290678648899906,-0.19136523818238305
2010-10-19,26.26,33.88067864889991,-0.224926977640318
2010-10-20,26.85,34.120678648899904,-0.2130871640542331
2010-10-21,27.09,34.10067864889991,-0.20558765768510812
2010-10-22,27.07,34.260678648899905,-0.20988138392088718
2010-10-25,27.23,34.14067864889991,-0.20241772930083757
2010-10-26,27.11,34.290678648899906,-0.20940613985574397
2010-10-27,27.26,34.13067864889991,-0.20130506983403806
2010-10-28,27.1,33.870678648899904,-0.19989793293143265
2010-10-29,26.84,34.02067864889991,-0.2110680601937993
2010-11-01,26.99,34.53067864889991,-0.21837620759127896
2010-11-02,27.5,35.20067864889991,-0.21876506205202295
2010-11-03,28.17,36.620678648899904,-0.23076248067166183
2010-11-04,29.59,36.830678648899905,-0.1965936799026693
2010-11-05,29.8,36.49067864889991,-0.18335308897034208
2010-11-08,29.46,35.95067864889991,-0.18054398116622272
2010-11-09,28.92,36.31067864889991,-0.20354008583433125
2010-11-10,29.28,35.940678648899905,-0.1853242314639425
2010-11-11,28.91,35.370678648899904,-0.18265633840477202
2010-11-12,28.34,35.59067864889991,-0.20372409080555776
2010-11-15,28.56,34.89067864889991,-0.1814432649076464
2010-11-16,27.86,34.70067864889991,-0.1971338577586227
2010-11-17,27.67,35.56067864889991,-0.22189336505095103
2010-11-18,28.53,35.84067864889991,-0.20397712667542645
2010-11-19,28.81,35.56067864889991,-0.18983548417484286
2010-11-22,28.53,34.440678648899905,-0.17161911091112314
2010-11-23,27.41,35.040678648899906,-0.21776629172504536
2010-11-24,28.01,34.56067864889991,-0.1895413778024414
2010-11-26,27.53,34.610678648899906,-0.20458075152840038
2010-11-29,27.58,34.27067864889991,-0.19523041015456177
2010-11-30,27.24,35.190678648899905,-0.22593138166570859
2010-12-01,28.16,36.45067864889991,-0.2274492260832056
2010-12-02,29.42,36.71067864889991,-0.19859830755589647
2010-12-03,29.68,37.050678648899904,-0.19893505106197973
2010-12-06,30.02,36.82067864889991,-0.18469726519022467
2010-12-07,29.79,37.99067864889991,-0.21586028311545769
2010-12-08,30.96,38.88067864889991,-0.2037176027822245
2010-12-09,31.85,38.480678648899904,-0.17231189474069897
2010-12-10,31.45,38.85067864889991,-0.1904903313473899
2010-12-13,31.82,39.45067864889991,-0.1934232543072537
2010-12-14,32.42,39.49067864889991,-0.1790467748544725
2010-12-15,32.46,39.400678648899905,-0.17615632235039413
2010-12-16,32.37,38.96067864889991,-0.16916231640349022
2010-12-17,31.93,38.870678648899904,-0.1785582060861789
2010-12-20,31.84,39.970678648899906,-0.20341607707788278
2010-12-21,32.94,40.35067864889991,-0.1836568527974919
2010-12-22,33.32,40.080678648899905,-0.16867675091338463
2010-12-23,33.05,40.13067864889991,-0.17644054093498396
2010-12-27,33.1,40.040678648899906,-0.1733406846012735
2010-12-28,33.01,39.830678648899905,-0.1712418387098782
2010-12-29,32.8,39.57067864889991,-0.1711034250631468
2010-12-30,32.54,39.59067864889991,-0.17808936066560266
2010-12-31,32.56,39.372383900928796,-0.17302442031629406
2011-01-03,33.56,38.8323839009288,-0.13577286201073757
2011-01-04,33.02,38.882383900928794,-0.150772234435676
2011-01-05,33.07,38.192383900928796,-0.1341205595915741
2011-01-06,32.38,38.25238390092879,-0.15351680868146378
2011-01-07,32.44,38.14238390092879,-0.14950255641441268
2011-01-10,32.33,38.1523839009288,-0.15260865260865275
2011-01-11,32.34,39.04238390092878,-0.1716694328383297
2011-01-12,33.23,38.67238390092879,-0.14073049944040528
2011-01-13,32.86,39.162383900928795,-0.1609295265802071
2011-01-14,33.35,39.07238390092879,-0.14645597042244363
2011-01-18,33.26,38.07238390092879,-0.1264009081609253
2011-01-19,32.26,38.092383900928795,-0.15311154891481038
2011-01-20,32.28,38.17238390092879,-0.15436248142693076
2011-01-21,32.36,38.18238390092879,-0.15248874758674147
2011-01-24,32.37,38.42238390092879,-0.15752234209451255
2011-01-25,32.61,38.92238390092879,-0.16217875855178965
2011-01-26,33.11,39.452383900928794,-0.16076047310234864
2011-01-27,33.64,38.36238390092879,-0.1230993337933427
2011-01-28,32.55,38.5823839009288,-0.156350730333788
2011-01-31,32.77,40.11238390092879,-0.1830453138627539
2011-02-01,34.3,39.692383900928796,-0.13585437232462672
2011-02-02,33.88,39.07238390092879,-0.1328914026360537
2011-02-03,33.26,39.372383900928796,-0.15524546129361005
2011-02-04,33.56,39.51238390092879,-0.1506460333006855
2011-02-07,33.7,38.052383900928795,-0.11437874463425035
2011-02-08,32.24,38.31238390092879,-0.15849663431623684
2011-02-09,32.5,38.21238390092879,-0.14949038290149563
2011-02-10,32.4,38.342383900928795,-0.15498211890744873
2011-02-11,32.53,37.89238390092879,-0.14151613989103895
2011-02-14,32.08,38.3323839009288,-0.16310970684965154
2011-02-15,32.52,39.39238390092879,-0.17445971074542543
2011-02-16,33.58,39.952383900928794,-0.15949946608268983
2011-02-17,34.14,40.50238390092879,-0.1570866523928951
2011-02-18,34.69,39.36238390092879,-0.11870175121224158
2011-02-22,33.55,38.952383900928794,-0.13869199673809907
2011-02-23,33.14,39.192383900928796,-0.15442755195060653
2011-02-24,33.38,39.75238390092879,-0.1603019309938769
2011-02-25,33.94,40.07238390092879,-0.15303266998264753
2011-02-28,34.26,39.31238390092879,-0.1285188889501414
2011-03-01,33.5,38.912383900928795,-0.1390915528256702
2011-03-02,33.1,39.482383900928795,-0.1616514321157455
2011-03-03,33.67,38.802383900928795,-0.13226980883527473
2011-03-04,32.99,38.49238390092879,-0.14294734031258638
2011-03-07,32.68,39.372383900928796,-0.1699765987695483
2011-03-08,33.56,39.342383900928795,-0.14697594115013157
2011-03-09,33.53,37.952383900928794,-0.11652453538815954
2011-03-10,32.14,38.14238390092879,-0.15736782253881698
2011-03-11,32.33,38.132383900928794,-0.15216420552158205
2011-03-14,32.32,36.97238390092879,-0.12583402556338585
2011-03-15,31.16,36.53238390092879,-0.1470581256207648
2011-03-16,30.72,37.22238390092879,-0.17469015198584692
2011-03-17,31.41,37.56238390092879,-0.16379109263021685
2011-03-18,31.75,37.86238390092879,-0.1614368476354403
2011-03-21,32.05,37.53238390092879,-0.14607076159617793
2011-03-22,31.72,37.31238390092879,-0.14988010189264767
2011-03-23,31.5,37.632383900928794,-0.16295496764363748
2011-03-24,31.82,37.67238390092879,-0.15534944420611796
2011-03-25,31.86,37.49238390092879,-0.15022741460804423
2011-03-28,31.68,37.51238390092879,-0.15547889241942803
2011-03-29,31.7,37.60238390092879,-0.15696834319015085
2011-03-30,31.79,37.92238390092879,-0.16170881864783293
2011-03-31,32.11,37.840871573760396,-0.1514466061541324
2011-04-01,31.73,38.100871573760394,-0.1672106518987858
2011-04-04,31.99,37.800871573760396,-0.15372321673646372
2011-04-05,31.69,38.18087157376039,-0.17000323214782787
2011-04-06,32.07,37.9408715737604,-0.15473739348203708
2011-04-07,31.83,37.8308715737604,-0.15862366697156993
2011-04-08,31.72,38.0108715737604,-0.16550190283200716
2011-04-11,31.9,37.57087157376039,-0.15093798296978944
2011-04-12,31.46,37.36087157376039,-0.15794255661596346
2011-04-13,31.25,37.04087157376039,-0.15633734649652853
2011-04-14,30.93,37.5108715737604,-0.17543904733911453
2011-04-15,31.4,36.68087157376039,-0.14396799604778354
2011-04-18,30.57,36.93087157376039,-0.17223724495795079
2011-04-19,30.82,37.65087157376039,-0.18142665198010866
2011-04-20,31.54,37.920871573760394,-0.16826806212375356
2011-04-21,31.81,37.950871573760395,-0.1618110815142979
2011-04-25,31.84,38.090871573760396,-0.16410418862839637
2011-04-26,31.98,38.8808715737604,-0.17748757408045357
2011-04-27,32.77,39.3708715737604,-0.16765876166581217
2011-04-28,33.26,39.86087157376039,-0.16559777328365333
2011-04-29,33.75,39.670871573760394,-0.14924984853815637
2011-05-02,33.56,37.9408715737604,-0.115465760064146
2011-05-03,31.83,37.480871573760396,-0.15076681348350662
2011-05-04,31.37,37.29087157376039,-0.15877536040017348
2011-05-05,31.18,37.520871573760395,-0.16899584971780823
2011-05-06,31.41,37.72087157376039,-0.1673045004121908
2011-05-09,31.61,38.1908715737604,-0.17231530212790125
2011-05-10,32.08,37.78087157376039,-0.15089306668403513
2011-05-11,31.67,38.090871573760396,-0.16856720018408633
2011-05-12,31.98,37.130871573760395,-0.13872207560569105
2011-05-13,31.02,37.04087157376039,-0.16254670362631407
2011-05-16,30.93,37.350871573760394,-0.1719068740090971
2011-05-17,31.24,37.86087157376039,-0.17487372314875638
2011-05-18,31.75,37.920871573760394,-0.16273021472508487
2011-05-19,31.81,37.6908715737604,-0.15602906826528629
2011-05-20,31.58,37.300871573760396,-0.1533709892662345
2011-05-23,31.19,37.04087157376039,-0.15795717879125515
2011-05-24,30.93,37.060871573760394,-0.16542707479392194
2011-05-25,30.95,37.04087157376039,-0.16443650797016185
2011-05-26,30.93,37.0808715737604,-0.16587721142220802
2011-05-27,30.97,37.380871573760395,-0.1715013937304909
2011-05-31,31.27,36.130871573760395,-0.13453513192553435
2011-06-01,30.02,36.520871573760395,-0.17800428340355268
2011-06-02,30.41,35.990871573760394,-0.15506352943753665
2011-06-03,29.88,35.3708715737604,-0.1552371013055205
2011-06-06,29.26,35.420871573760394,-0.17393337035569545
2011-06-07,29.31,34.97087157376039,-0.1618739058825145
2011-06-08,28.86,34.90087157376039,-0.1730865534688284
2011-06-09,28.79,34.40087157376039,-0.16310259935507387
2011-06-10,28.29,34.5808715737604,-0.18191766972506984
2011-06-13,28.47,35.32087157376039,-0.19396100006914474
2011-06-14,29.21,34.240871573760394,-0.14692592047264563
2011-06-15,28.13,34.660871573760396,-0.18842202394888752
2011-06-16,28.55,35.21087157376039,-0.18917088035742236
2011-06-17,29.1,35.46087157376039,-0.17937719214062353
2011-06-20,29.35,36.21087157376039,-0.1894699374961195
2011-06-21,30.1,35.75087157376039,-0.15806248421389224
