date,HLT,dcf,Deviation
2014-08-01,49.84,50.17329949238579,-0.006642965397090639
2014-08-04,49.62,49.223299492385785,0.00805920187604614
2014-08-05,48.67,48.67329949238579,-6.778854978384263e-05
2014-08-06,48.12,49.143299492385786,-0.02082276735497457
2014-08-07,48.59,49.20329949238579,-0.012464600925405245
2014-08-08,48.65,49.92329949238579,-0.025505114952988794
2014-08-11,49.37,50.02329949238579,-0.013059904065009342
2014-08-12,49.47,50.80329949238579,-0.026244348412559737
2014-08-13,50.25,51.30329949238579,-0.020530833353946676
2014-08-14,50.75,51.17329949238579,-0.00827188194985884
2014-08-15,50.62,51.833299492385784,-0.023407722531034625
2014-08-18,51.28,52.083299492385784,-0.015423360275076625
2014-08-19,51.53,52.753299492385786,-0.023189061237057773
2014-08-20,52.2,52.96329949238579,-0.014411856883945084
2014-08-21,52.41,53.16329949238579,-0.014169539881430437
2014-08-22,52.61,53.333299492385784,-0.01356187408748355
2014-08-25,52.78,53.183299492385785,-0.00758319803839036
2014-08-26,52.63,53.41329949238579,-0.014664877471152082
2014-08-27,52.86,53.20329949238579,-0.006452597783619063
2014-08-28,52.65,52.513299492385784,0.0026031597506843696
2014-08-29,51.96,52.793299492385785,-0.015784190425642386
2014-09-02,52.24,52.42329949238579,-0.0034965271961260314
2014-09-03,51.87,52.55329949238579,-0.013002028397566034
2014-09-04,52.0,53.41329949238579,-0.026459692732280216
2014-09-05,52.86,53.253299492385786,-0.007385448340943124
2014-09-08,52.7,52.903299492385784,-0.003842850906020323
2014-09-09,52.35,52.42329949238579,-0.001398223558904954
2014-09-10,51.87,51.52329949238579,0.0067290043733601035
2014-09-11,50.97,50.62329949238579,0.006848635136205594
2014-09-12,50.07,50.06329949238579,0.00013384071130251307
2014-09-15,49.51,51.13329949238579,-0.031746425685428625
2014-09-16,50.58,51.87329949238579,-0.02493189184111233
2014-09-17,51.32,51.30329949238579,0.0003255250204070581
2014-09-18,50.75,51.34329949238579,-0.011555538858070036
2014-09-19,50.79,51.46329949238579,-0.01308309997662327
2014-09-22,50.91,51.21329949238579,-0.005922279864644997
2014-09-23,50.66,51.23329949238579,-0.011189977964839004
2014-09-24,50.68,50.823299492385786,-0.002819562952760535
2014-09-25,50.27,51.48329949238579,-0.02356685574445805
2014-09-26,50.93,50.933299492385785,-6.478065270987265e-05
2014-09-29,50.38,51.09329949238579,-0.01396072478137933
2014-09-30,50.54,49.80070993914807,0.01484497031779819
2014-10-01,49.25,49.76070993914807,-0.010263316977844883
2014-10-02,49.21,50.450709939148076,-0.024592516946631227
2014-10-03,49.9,50.23070993914807,-0.006583819729976126
2014-10-06,49.68,49.76070993914807,-0.0016219611666870026
2014-10-07,49.21,49.630709939148076,-0.00847680679288898
2014-10-08,49.08,48.51070993914807,0.011735347958544473
2014-10-09,47.96,47.27070993914807,0.014581758169895487
2014-10-10,46.72,45.780709939148075,0.020517158036658545
2014-10-13,45.23,45.76070993914807,-0.011597502308285934
2014-10-14,45.21,44.890709939148074,0.007112608851246538
2014-10-15,44.34,45.41070993914807,-0.023578357188928645
2014-10-16,44.86,47.36070993914807,-0.052801360924722984
2014-10-17,46.81,49.02070993914807,-0.045097468843114163
2014-10-20,48.47,50.84070993914807,-0.04663015016874483
2014-10-21,50.29,49.820709939148074,0.009419577951119695
2014-10-22,49.27,49.880709939148076,-0.012243409123348648
2014-10-23,49.33,50.29070993914807,-0.019103129391303764
2014-10-24,49.74,50.170709939148075,-0.008584888267885393
2014-10-27,49.62,50.54070993914807,-0.018217194421222604
2014-10-28,49.99,50.950709939148076,-0.018855673263345696
2014-10-29,50.4,51.87070993914807,-0.028353379795137412
2014-10-30,51.32,52.34070993914807,-0.01950126279018305
2014-10-31,51.79,52.36070993914807,-0.010899583672783208
2014-11-03,51.81,51.030709939148075,0.015271001751321789
2014-11-04,50.48,51.93070993914807,-0.027935492136502704
2014-11-05,51.38,51.950709939148076,-0.010985604235564272
2014-11-06,51.4,51.79070993914807,-0.007544015897969825
2014-11-07,51.24,52.140709939148074,-0.017274600599018752
2014-11-10,51.59,52.280709939148075,-0.013211563881822208
2014-11-11,51.73,52.51070993914807,-0.014867632527779562
2014-11-12,51.96,52.61070993914807,-0.012368393049641657
2014-11-13,52.06,53.51070993914807,-0.027110646463068933
2014-11-14,52.96,52.710709939148074,0.00472940055521387
2014-11-17,52.16,53.100709939148075,-0.01771558120835115
2014-11-18,52.55,52.920709939148075,-0.007005006916466994
2014-11-19,52.37,52.77070993914807,-0.007593415734034048
2014-11-20,52.22,52.920709939148075,-0.013240750926316047
2014-11-21,52.37,53.490709939148076,-0.020951487471806196
2014-11-24,52.94,54.210709939148074,-0.023440201033605
2014-11-25,53.66,53.94070993914807,-0.005204046062143974
2014-11-26,53.39,54.350709939148075,-0.017676124934222548
2014-11-28,53.8,52.73070993914807,0.020278317172021776
2014-12-01,52.18,52.90070993914807,-0.01362382357395786
2014-12-02,52.35,53.780709939148075,-0.026602659964267805
2014-12-03,53.23,53.90070993914807,-0.012443434231298345
2014-12-04,53.35,54.76070993914807,-0.025761352267267834
2014-12-05,54.21,54.600709939148075,-0.007155766648153761
2014-12-08,54.05,54.37070993914807,-0.00589857920757364
2014-12-09,53.82,53.880709939148076,-0.0011267472016727176
2014-12-10,53.33,54.44070993914807,-0.020402194247459038
2014-12-11,53.89,53.640709939148074,0.004647404203537375
2014-12-12,53.09,52.51070993914807,0.011031845913400229
2014-12-15,51.96,51.320709939148074,0.012456765730831654
2014-12-16,50.77,52.47070993914807,-0.03241255818952016
2014-12-17,51.92,53.640709939148074,-0.03207843335966487
2014-12-18,53.09,54.27070993914807,-0.02175593318148883
2014-12-19,53.72,53.90070993914807,-0.003352644878928057
2014-12-22,53.35,54.11070993914807,-0.014058398790249726
2014-12-23,53.56,54.33070993914807,-0.014185530430419258
2014-12-24,53.78,54.48070993914807,-0.012861615421875472
2014-12-26,53.93,54.130709939148076,-0.003707875610235112
2014-12-29,53.58,54.09070993914807,-0.009441731116537788
2014-12-30,53.54,54.09070993914807,-0.010181229637540645
2014-12-31,53.54,53.804036511156184,-0.004907373652187519
2015-01-02,53.23,52.084036511156185,0.022002201933760457
2015-01-05,51.51,51.60403651115619,-0.0018222704562240732
2015-01-06,51.03,52.42403651115619,-0.026591552347548175
2015-01-07,51.85,53.864036511156186,-0.0373911173689897
2015-01-08,53.29,53.334036511156185,-0.0008256736980141177
2015-01-09,52.76,52.794036511156186,-0.0006447037090826502
2015-01-12,52.22,53.20403651115619,-0.018495523567085947
2015-01-13,52.63,53.78403651115619,-0.02145685943294362
2015-01-14,53.21,53.10403651115619,0.0019953942450599005
2015-01-15,52.53,53.63403651115619,-0.02058462467068911
2015-01-16,53.06,53.474036511156186,-0.007742757760016983
2015-01-20,52.9,53.68403651115619,-0.014604649018768456
2015-01-21,53.11,55.444036511156185,-0.04209716063307445
2015-01-22,54.87,55.07403651115619,-0.0037047676923926964
2015-01-23,54.5,55.794036511156186,-0.023193097185170264
2015-01-26,55.22,54.89403651115619,0.005938049186409611
2015-01-27,54.32,54.85403651115619,-0.00973559185653683
2015-01-28,54.28,54.70403651115619,-0.007751466586377265
2015-01-29,54.13,53.864036511156186,0.004937682098680618
2015-01-30,53.29,54.17403651115619,-0.016318453785036602
2015-02-02,53.6,55.09403651115618,-0.027117935184394204
2015-02-03,54.52,54.60403651115619,-0.0015390164633527492
2015-02-04,54.03,55.71403651115619,-0.030226431553186384
2015-02-05,55.14,54.66403651115618,0.008707068105859417
2015-02-06,54.09,54.93403651115619,-0.015364545639837912
2015-02-09,54.36,56.92403651115619,-0.04504312533517685
2015-02-10,56.35,58.35403651115619,-0.034342722988375485
2015-02-11,57.78,58.93403651115619,-0.01958183385144041
2015-02-12,58.36,59.20403651115619,-0.014256401436363975
2015-02-13,58.63,59.364036511156186,-0.01236500336391777
2015-02-17,58.79,59.13403651115619,-0.00581791014877342
2015-02-18,58.56,58.74403651115619,-0.0031328543642252793
2015-02-19,58.17,58.74403651115619,-0.009771826133316064
2015-02-20,58.17,57.864036511156186,0.005287627813258755
2015-02-23,57.29,57.60403651115619,-0.005451640721312434
2015-02-24,57.03,57.864036511156186,-0.01441372848220468
2015-02-25,57.29,58.054036511156184,-0.013160781869308247
2015-02-26,57.48,58.584036511156185,-0.018845347246530975
2015-02-27,58.01,59.81403651115619,-0.03016075517357386
2015-03-02,59.24,60.63403651115619,-0.022990989737252554
2015-03-03,60.06,60.00403651115619,0.0009326620690495169
2015-03-04,59.43,60.14403651115619,-0.011872108235098877
2015-03-05,59.57,58.52403651115619,0.017872374347323472
2015-03-06,57.95,58.60403651115619,-0.011160263867347808
2015-03-09,58.03,57.84403651115618,0.003214912030006012
2015-03-10,57.27,58.114036511156186,-0.01452379772301915
2015-03-11,57.54,58.66403651115618,-0.01916057226887935
2015-03-12,58.09,58.334036511156185,-0.004183432619299543
2015-03-13,57.76,60.044036511156186,-0.03803935651014756
2015-03-16,59.47,59.85403651115619,-0.006416217410576963
2015-03-17,59.28,60.694036511156185,-0.023297783315108234
2015-03-18,60.12,61.02403651115619,-0.014814433178161224
2015-03-19,60.45,60.71403651115619,-0.004348854504306776
2015-03-20,60.14,61.044036511156186,-0.014809579490880576
2015-03-23,60.47,61.06403651115619,-0.009728091117062965
2015-03-24,60.49,59.56403651115619,0.015545680633487269
2015-03-25,58.99,60.45403651115619,-0.02421734917379781
2015-03-26,59.88,61.624036511156184,-0.028301237794451373
2015-03-27,61.05,61.374036511156184,-0.0052797001725197745
2015-03-30,60.8,61.35403651115619,-0.009030155840772602
2015-03-31,60.78,60.633643724696356,0.0024137799794479164
2015-04-01,60.08,60.80364372469636,-0.01190132170323277
2015-04-02,60.25,61.33364372469636,-0.017668014793975506
2015-04-06,60.78,60.453643724696356,0.005398455001155211
2015-04-07,59.9,63.16364372469636,-0.05166965571082638
2015-04-08,62.61,64.37364372469635,-0.027396984583299977
2015-04-09,63.82,64.06364372469636,-0.00380315121855046
2015-04-10,63.51,63.093643724696356,0.006599020927058552
2015-04-13,62.54,62.66364372469636,-0.0019731333409140905
2015-04-14,62.11,62.54364372469636,-0.006933457964252376
2015-04-15,61.99,61.82364372469635,0.0026908196489427993
2015-04-16,61.27,61.29364372469636,-0.0003857451321144234
2015-04-17,60.74,61.82364372469635,-0.01752798216685303
2015-04-20,61.27,62.343643724696356,-0.017221382334299595
2015-04-21,61.79,62.15364372469636,-0.005850722546647202
2015-04-22,61.6,62.75364372469635,-0.018383693061034823
2015-04-23,62.2,62.68364372469636,-0.007715628766261529
2015-04-24,62.13,61.37364372469636,0.012323796167234669
2015-04-27,60.82,60.963643724696354,-0.0023562194763985245
2015-04-28,60.41,61.62364372469636,-0.019694449262336988
2015-04-29,61.07,59.98364372469636,0.01811087502936015
2015-04-30,59.43,61.76364372469636,-0.03778345291767893
2015-05-01,61.21,60.86364372469636,0.005690692408596432
2015-05-04,60.31,60.143643724696354,0.002765982654212573
2015-05-05,59.59,60.18364372469636,-0.009863871443409389
2015-05-06,59.63,61.04364372469636,-0.0231579184734092
2015-05-07,60.49,62.32364372469635,-0.02942131773931811
2015-05-08,61.77,61.47364372469636,0.004820867242404603
2015-05-11,60.92,60.94364372469636,-0.000387960470548232
2015-05-12,60.39,60.283643724696354,0.0017642642138446796
2015-05-13,59.73,61.08364372469636,-0.022160494072639536
2015-05-14,60.53,61.08364372469636,-0.009063698413140253
2015-05-15,60.53,61.103643724696354,-0.009388044472125379
2015-05-18,60.55,61.273643724696356,-0.011810032514921187
2015-05-19,60.72,61.33364372469636,-0.010005010096102773
2015-05-20,60.78,60.633643724696356,0.0024137799794479164
2015-05-21,60.08,60.783643724696354,-0.011576201780257311
2015-05-22,60.23,60.41364372469636,-0.003039772365547422
2015-05-26,59.86,60.94364372469636,-0.017781078689543928
2015-05-27,60.39,60.90364372469636,-0.008433710912571835
2015-05-28,60.35,59.98364372469636,0.0061076028822972805
2015-05-29,59.43,60.41364372469636,-0.01628181424015407
2015-06-01,59.86,60.453643724696356,-0.009819817104818163
2015-06-02,59.9,60.65364372469636,-0.012425366035997865
2015-06-03,60.1,60.61364372469636,-0.00847406117060534
2015-06-04,60.06,60.86364372469636,-0.013204002841687656
2015-06-05,60.31,59.57364372469635,0.012360437087019838
2015-06-08,59.02,60.43364372469636,-0.023391667911605185
2015-06-09,59.88,59.383643724696356,0.008358467823307736
2015-06-10,58.83,59.65364372469636,-0.013807098330782641
2015-06-11,59.1,59.243643724696355,-0.002424626772854488
2015-06-12,58.69,58.87364372469636,-0.0031192858650826993
2015-06-15,58.32,58.07364372469635,0.004242135666078006
2015-06-16,57.52,57.86364372469636,-0.005938853873968641
2015-06-17,57.31,58.743643724696355,-0.02440508681101161
2015-06-18,58.19,58.19364372469636,-6.261379187044724e-05
2015-06-19,57.64,58.15364372469636,-0.008832528656811056
2015-06-22,57.6,58.213643724696354,-0.01054123544642549
2015-06-23,57.66,57.963643724696354,-0.005238520306600103
2015-06-24,57.41,57.993643724696355,-0.010063925754811964
2015-06-25,57.44,58.173643724696355,-0.012611273382982291
2015-06-26,57.62,56.633643724696356,0.01741643677561089
2015-06-29,56.08,57.08364372469636,-0.01758198424642865
2015-06-30,56.53,57.51668351870576,-0.01715473595387096
2015-07-01,57.0,57.51668351870576,-0.008983193868222994
2015-07-02,57.0,57.566683518705766,-0.0098439493830077
2015-07-06,57.05,57.66668351870576,-0.010693930725281353
2015-07-07,57.15,56.34668351870577,0.014256677254616879
2015-07-08,55.83,56.496683518705765,-0.011800400964864233
2015-07-09,55.98,57.746683518705765,-0.030593679343221325
2015-07-10,57.23,58.316683518705766,-0.018634178988542804
2015-07-13,57.8,58.75668351870576,-0.016282122499327145
2015-07-14,58.24,58.25668351870576,-0.0002863794795391339
2015-07-15,57.74,58.48668351870576,-0.01276672695019454
2015-07-16,57.97,58.52668351870577,-0.009511619063941046
2015-07-17,58.01,58.62668351870576,-0.010518819788074785
2015-07-20,58.11,58.01668351870576,0.001608442186533221
2015-07-21,57.5,57.956683518705766,-0.007879738642366796
2015-07-22,57.44,56.02668351870577,0.025225774444106897
2015-07-23,55.51,55.576683518705764,-0.0011998470308743903
2015-07-24,55.06,54.896683518705764,0.002974979011957757
2015-07-27,54.38,54.87668351870576,-0.009050902621264512
2015-07-28,54.36,57.37668351870576,-0.052576819253107754
2015-07-29,56.86,54.97668351870576,0.03425664046565191
2015-07-30,54.46,55.61668351870576,-0.02079741986623007
2015-07-31,55.1,54.956683518705766,0.0026078080429554618
2015-08-03,54.44,54.19668351870576,0.004489508683870991
2015-08-04,53.68,53.41668351870576,0.0049294801539303545
2015-08-05,52.9,53.23668351870576,-0.006324276728986389
2015-08-06,52.72,53.68668351870576,-0.018006020401110212
2015-08-07,53.17,54.29668351870576,-0.020750503450502777
2015-08-10,53.78,53.706683518705766,0.0013651276990265249
2015-08-11,53.19,53.536683518705765,-0.006475625606966018
2015-08-12,53.02,53.536683518705765,-0.009651018418524782
2015-08-13,53.02,53.08668351870576,-0.001256125157682142
2015-08-14,52.57,53.90668351870576,-0.024796248469671323
2015-08-17,53.39,53.536683518705765,-0.0027398693580732436
2015-08-18,53.02,53.27668351870577,-0.004817933507734962
2015-08-19,52.76,51.73668351870576,0.019779321202996192
2015-08-20,51.22,50.786683518705765,0.00853208855692733
2015-08-21,50.27,49.146683518705764,0.02285640456017113
2015-08-24,48.63,48.816683518705766,-0.003824174549551862
2015-08-25,48.3,50.44668351870576,-0.04255351133062624
2015-08-26,49.93,51.566683518705766,-0.03173916581453329
2015-08-27,51.05,51.896683518705764,-0.01631479048946516
2015-08-28,51.38,51.466683518705764,-0.0016842647083380458
2015-08-31,50.95,49.966683518705764,0.019679442621524323
2015-09-01,49.45,50.566683518705766,-0.022083384572624265
2015-09-02,50.05,51.246683518705765,-0.023351433430203627
2015-09-03,50.73,50.996683518705765,-0.005229428666825964
2015-09-04,50.48,52.536683518705765,-0.0391475704394908
2015-09-08,52.02,52.636683518705766,-0.011715850571904052
2015-09-09,52.12,52.75668351870576,-0.012068300663365616
2015-09-10,52.24,53.02668351870577,-0.014835616080501324
2015-09-11,52.51,52.77668351870577,-0.0050530556474099875
2015-09-14,52.26,51.83668351870576,0.008166349630401859
2015-09-15,51.32,52.77668351870577,-0.02760089156018053
2015-09-16,52.26,52.676683518705765,-0.007910207911206113
2015-09-17,52.16,49.68668351870576,0.04977825658987878
2015-09-18,49.17,49.826683518705764,-0.013179354360585371
2015-09-21,49.31,49.106683518705765,0.0041403016193668485
2015-09-22,48.59,48.44668351870576,0.002958231005408374
2015-09-23,47.93,48.106683518705765,-0.003672743697600067
2015-09-24,47.59,47.896683518705764,-0.0064030220085277145
2015-09-25,47.38,45.746683518705765,0.03570349489108593
2015-09-28,45.23,45.456683518705766,-0.004986802845229343
2015-09-29,44.94,47.58668351870576,-0.05561815455505281
2015-09-30,47.07,48.814984833164814,-0.035746909256013426
2015-10-01,48.18,49.024984833164815,-0.01723579999137892
2015-10-02,48.39,49.804984833164816,-0.028410506255642676
2015-10-05,49.17,49.454984833164815,-0.005762509767745394
2015-10-06,48.82,50.314984833164814,-0.0297125168202258
2015-10-07,49.68,51.704984833164815,-0.039164209015799645
2015-10-08,51.07,52.36498483316481,-0.024729976286456345
2015-10-09,51.73,52.384984833164815,-0.012503293362607804
2015-10-12,51.75,51.93498483316481,-0.0035618539941632
2015-10-13,51.3,50.744984833164814,0.010937340284166375
2015-10-14,50.11,51.274984833164815,-0.0227203350123919
2015-10-15,50.64,50.33498483316481,0.006059705150327499
2015-10-16,49.7,50.234984833164816,-0.010649646554916847
2015-10-19,49.6,51.774984833164815,-0.04200841082181472
2015-10-20,51.14,51.01498483316481,0.002450557757569305
2015-10-21,50.38,52.384984833164815,-0.03827403672159624
2015-10-22,51.75,51.03498483316481,0.014010294490585107
2015-10-23,50.4,51.93498483316481,-0.02955589258561986
2015-10-26,51.3,52.57498483316481,-0.024250788416025237
2015-10-27,51.94,52.11498483316481,-0.0033576683121945283
2015-10-28,51.48,52.244984833164814,-0.014642263474813122
2015-10-29,51.61,51.914984833164816,-0.0058746975299120985
2015-10-30,51.28,52.53498483316481,-0.02388855421107028
2015-11-02,51.9,53.10498483316481,-0.02269061627548541
2015-11-03,52.47,52.774984833164815,-0.005778965813613257
2015-11-04,52.14,53.304984833164816,-0.021855082349446553
2015-11-05,52.67,53.244984833164814,-0.01079885429522498
2015-11-06,52.61,52.83498483316481,-0.004258254902035796
2015-11-09,52.2,53.37498483316481,-0.022013773621434862
2015-11-10,52.74,53.164984833164816,-0.007993698004399752
2015-11-11,52.53,52.18498483316481,0.006611387699703375
2015-11-12,51.55,50.744984833164814,0.01586393550972276
2015-11-13,50.11,49.554984833164816,0.011199986614943702
2015-11-16,48.92,48.134984833164815,0.016308619802333668
2015-11-17,47.5,48.674984833164814,-0.024139398033550807
2015-11-18,48.04,48.85498483316481,-0.01668171295002774
2015-11-19,48.22,48.89498483316481,-0.013804786635437938
2015-11-20,48.26,49.14498483316481,-0.01800763264388261
2015-11-23,48.51,48.75498483316481,-0.005024816108611829
2015-11-24,48.12,48.524984833164815,-0.008345903343549899
2015-11-25,47.89,48.44498483316481,-0.01145598115214752
2015-11-27,47.81,48.28498483316481,-0.009837112609768606
2015-11-30,47.65,49.04498483316481,-0.028442965940556397
2015-12-01,48.41,48.424984833164814,-0.00030944425107082285
2015-12-02,47.79,47.50498483316481,0.0059996896712239955
2015-12-03,46.87,47.93498483316481,-0.02221727694024389
2015-12-04,47.3,47.15498483316481,0.003075288166208834
2015-12-07,46.52,46.844984833164816,-0.006937451988131116
2015-12-08,46.21,45.244984833164814,0.02132866593708793
2015-12-09,44.61,45.96498483316481,-0.029478631138091016
2015-12-10,45.33,45.36498483316481,-0.0007711858230190494
2015-12-11,44.73,44.304984833164816,0.009592942384149872
2015-12-14,43.67,44.424984833164814,-0.01699459968304118
2015-12-15,43.79,46.704984833164815,-0.06241271340901733
2015-12-16,46.07,46.024984833164815,0.0009780593518577962
2015-12-17,45.39,44.674984833164814,0.01600482170291384
2015-12-18,44.04,44.484984833164816,-0.010003034390900112
2015-12-21,43.85,45.28498483316481,-0.03168787266798179
2015-12-22,44.65,45.86498483316481,-0.02649046625839635
2015-12-23,45.23,45.51498483316481,-0.006261340835538531
2015-12-24,44.88,45.32498483316481,-0.009817649907721715
2015-12-28,44.69,45.344984833164816,-0.014444482351789634
2015-12-29,44.71,44.954984833164815,-0.0054495587991852945
2015-12-30,44.32,44.54498483316481,-0.005050733185956835
2015-12-31,43.91,43.89577350859454,0.0003240970660347564
2016-01-04,43.28,43.91577350859454,-0.014477110564160123
2016-01-05,43.3,41.65577350859454,0.03947175512336165
2016-01-06,41.04,40.11577350859454,0.02303897969728652
2016-01-07,39.5,39.91577350859454,-0.010416270863572663
2016-01-08,39.3,40.09577350859454,-0.019846817730651
2016-01-11,39.48,40.75577350859454,-0.031302890333451905
