date,JNPR,dcf,Deviation
2006-07-11,15.12,1935.9853710957168,-0.9921900236304769
2006-07-12,14.45,1935.885371095717,-0.9925357150708664
2006-07-13,14.35,1935.625371095717,-0.992586375331567
2006-07-14,14.09,1935.815371095717,-0.9927214133070837
2006-07-17,14.28,1935.855371095717,-0.9926234158743391
2006-07-18,14.32,1935.6753710957169,-0.9926020652978118
2006-07-19,14.14,1935.595371095717,-0.9926947541768528
2006-07-20,14.06,1935.1653710957169,-0.9927344710638145
2006-07-21,13.63,1935.305371095717,-0.9929571838100759
2006-07-24,13.77,1935.2353710957168,-0.9928845864406646
2006-07-25,13.7,1934.9453710957168,-0.992919696749763
2006-07-26,13.41,1934.865371095717,-0.9930692852327985
2006-07-27,13.33,1935.2053710957168,-0.9931118421852806
2006-07-28,13.67,1934.9853710957168,-0.9929353471069091
2006-07-31,13.45,1934.825371095717,-0.9930484682489029
2006-08-01,13.29,1934.7653710957168,-0.9931309500373818
2006-08-02,13.23,1934.7353710957168,-0.9931618555190277
2006-08-03,13.2,1934.6653710957169,-0.9931771146590979
2006-08-04,13.13,1934.535371095717,-0.9932128405630737
2006-08-07,13.0,1934.4553710957168,-0.9932797622554422
2006-08-08,12.92,1934.9453710957168,-0.993322808905616
2006-08-09,13.41,1934.4353710957168,-0.993067744624415
2006-08-10,12.9,1933.7353710957168,-0.9933289734506483
2006-08-11,12.2,1933.9753710957168,-0.9936917500696568
2006-08-14,12.44,1935.025371095717,-0.9935711437246139
2006-08-15,13.49,1935.315371095717,-0.993029559832224
2006-08-16,13.78,1935.365371095717,-0.9928798974055227
2006-08-17,13.83,1935.525371095717,-0.9928546532086165
2006-08-18,13.99,1935.5153710957168,-0.9927719509703092
2006-08-21,13.98,1935.4953710957168,-0.992777042916881
2006-08-22,13.96,1935.035371095717,-0.9927856615912426
2006-08-23,13.5,1934.9753710957168,-0.9930231670120145
2006-08-24,13.44,1935.295371095717,-0.9930553236468547
2006-08-25,13.76,1935.305371095717,-0.9928900109483965
2006-08-28,13.77,1935.365371095717,-0.9928850643885376
2006-08-29,13.83,1935.795371095717,-0.9928556498240969
2006-08-30,14.26,1936.1953710957168,-0.9926350407542137
2006-08-31,14.66,1935.9553710957168,-0.9924275113884972
2006-09-01,14.42,1936.555371095717,-0.9925537889516471
2006-09-05,15.02,1936.305371095717,-0.9922429590785566
2006-09-06,14.77,1935.9153710957169,-0.9923705342596457
2006-09-07,14.38,1935.9153710957169,-0.9925719893468995
2006-09-08,14.38,1935.775371095717,-0.9925714521350375
2006-09-11,14.24,1936.065371095717,-0.99264487645273
2006-09-12,14.53,1936.7453710957168,-0.9924977231303361
2006-09-13,15.21,1936.9253710957169,-0.9921473484590706
2006-09-14,15.39,1936.855371095717,-0.9920541305098617
2006-09-15,15.32,1937.125371095717,-0.9920913740387726
2006-09-18,15.59,1937.4453710957168,-0.9919533215064623
2006-09-19,15.91,1937.785371095717,-0.9917895963932251
2006-09-20,16.25,1938.115371095717,-0.9916155662132677
2006-09-21,16.58,1937.7053710957168,-0.9914434876182314
2006-09-22,16.17,1938.3953710957169,-0.9916580485895096
2006-09-25,16.86,1938.6853710957168,-0.9913033851436807
2006-09-26,17.15,1938.825371095717,-0.9911544380140292
2006-09-27,17.29,1938.875371095717,-0.9910824593175224
2006-09-28,17.34,1938.815371095717,-0.9910563944053113
2006-09-29,17.28,2368.938605410135,-0.9927055939902637
2006-10-02,16.77,2369.2586054101353,-0.9929218364083574
2006-10-03,17.09,2369.918605410135,-0.9927887818758896
2006-10-04,17.75,2370.368605410135,-0.992511713174277
2006-10-05,18.2,2370.268605410135,-0.9923215453478739
2006-10-06,18.1,2370.0086054101353,-0.9923628969284406
2006-10-09,17.84,2369.498605410135,-0.9924709810086966
2006-10-10,17.33,2368.958605410135,-0.9926845492528141
2006-10-11,16.79,2369.648605410135,-0.9929145612722212
2006-10-12,17.48,2369.618605410135,-0.9926232854687708
2006-10-13,17.45,2369.938605410135,-0.9926369400624283
2006-10-16,17.77,2369.5286054101352,-0.9925006180725452
2006-10-17,17.36,2369.788605410135,-0.9926744520754435
2006-10-18,17.62,2370.728605410135,-0.9925676857486807
2006-10-19,18.56,2370.128605410135,-0.9921692013008769
2006-10-20,17.96,2369.7786054101352,-0.9924212329544212
2006-10-23,17.61,2369.1986054101353,-0.9925671068859373
2006-10-24,17.03,2369.108605410135,-0.9928116423362314
2006-10-25,16.94,2369.328605410135,-0.9928502952434208
2006-10-26,17.16,2369.098605410135,-0.9927567388031832
2006-10-27,16.93,2369.268605410135,-0.9928543348941775
2006-10-30,17.1,2369.388605410135,-0.9927829483264354
2006-10-31,17.22,2369.288605410135,-0.9927319956037947
2006-11-01,17.12,2369.118605410135,-0.9927736838666901
2006-11-02,16.95,2368.9886054101353,-0.9928450478987992
2006-11-03,16.82,2369.868605410135,-0.9929025600990696
2006-11-06,17.7,2370.2586054101353,-0.9925324603992157
2006-11-07,18.09,2370.858605410135,-0.9923698528631274
2006-11-08,18.69,2371.818605410135,-0.9921199707442349
2006-11-09,19.65,2371.648605410135,-0.9917146241837113
2006-11-10,19.48,2371.478605410135,-0.9917857154791279
2006-11-13,19.31,2371.818605410135,-0.9918585679545839
2006-11-14,19.65,2372.108605410135,-0.991716230886232
2006-11-15,19.94,2372.168605410135,-0.9915941894035173
2006-11-16,20.0,2372.478605410135,-0.9915699977422799
2006-11-17,20.31,2372.648605410135,-0.9914399460781134
2006-11-20,20.48,2373.588605410135,-0.9913717145619423
2006-11-21,21.42,2373.728605410135,-0.9909762219862961
2006-11-22,21.56,2373.438605410135,-0.9909161332629987
2006-11-24,21.27,2372.458605410135,-0.9910346170207159
2006-11-27,20.29,2372.848605410135,-0.991449096266092
2006-11-28,20.68,2373.058605410135,-0.9912855080979234
2006-11-29,20.89,2373.458605410135,-0.9911984982791009
2006-11-30,21.29,2372.9486054101353,-0.9910280399872713
2006-12-01,20.78,2372.878605410135,-0.9912427041347072
2006-12-04,20.71,2372.798605410135,-0.9912719099072379
2006-12-05,20.63,2372.368605410135,-0.9913040494833081
2006-12-06,20.2,2372.188605410135,-0.9914846568464536
2006-12-07,20.02,2372.188605410135,-0.9915605361418812
2006-12-08,20.02,2372.5086054101353,-0.9915616744426775
2006-12-11,20.34,2372.2586054101353,-0.991425892626709
2006-12-12,20.09,2371.848605410135,-0.9915298135158479
2006-12-13,19.68,2372.538605410135,-0.9917050875567953
2006-12-14,20.37,2371.9686054101353,-0.9914121966228647
2006-12-15,19.8,2371.7586054101353,-0.9916517642415906
2006-12-18,19.59,2371.418605410135,-0.9917391219098528
2006-12-19,19.25,2371.368605410135,-0.9918823248498432
2006-12-20,19.2,2371.5286054101352,-0.9919039559732911
2006-12-21,19.36,2370.938605410135,-0.9918344574778009
2006-12-22,18.77,2371.018605410135,-0.9920835711886988
2006-12-26,18.85,2370.9686054101353,-0.9920496627593518
2006-12-27,18.8,2371.188605410135,-0.9920714868664999
2006-12-28,19.02,2371.108605410135,-0.991978435759289
2006-12-29,18.94,2832.3796121271503,-0.9933130432379522
2007-01-03,19.23,2832.6496121271502,-0.9932113029731342
2007-01-04,19.5,2833.0796121271505,-0.9931170306981388
2007-01-05,19.93,2833.3796121271503,-0.9929659972441752
2007-01-08,20.23,2833.20961212715,-0.9928596882089457
2007-01-09,20.06,2833.4296121271504,-0.9929202405755404
2007-01-10,20.28,2833.8196121271503,-0.9928435811816627
2007-01-11,20.67,2833.72961212715,-0.9927057260821424
2007-01-12,20.58,2833.9196121271502,-0.9927379732608037
2007-01-16,20.77,2833.2496121271506,-0.9926691951492385
2007-01-17,20.1,2832.6796121271504,-0.9929042451839775
2007-01-18,19.53,2832.6596121271505,-0.9931054194028861
2007-01-19,19.51,2832.2796121271504,-0.9931115558236331
2007-01-22,19.13,2831.8296121271505,-0.9932446500601319
2007-01-23,18.68,2832.1396121271505,-0.9934042799585117
2007-01-24,18.99,2831.6096121271503,-0.9932935670515207
2007-01-25,18.46,2832.1096121271503,-0.9934818907005033
2007-01-26,18.96,2832.6296121271503,-0.9933065728329508
2007-01-29,19.48,2832.9696121271504,-0.9931238231724719
2007-01-30,19.82,2831.2696121271506,-0.9929996069907631
2007-01-31,18.12,2831.1296121271503,-0.9935997278533689
2007-02-01,17.98,2831.3496121271505,-0.9936496715478058
2007-02-02,18.2,2831.5996121271505,-0.9935725376137031
2007-02-05,18.45,2831.7796121271504,-0.9934846624642019
2007-02-06,18.63,2832.3596121271503,-0.9934224453984469
2007-02-07,19.21,2833.22961212715,-0.9932197517921686
2007-02-08,20.08,2832.3596121271503,-0.992910504755814
2007-02-09,19.21,2832.43961212715,-0.9932178607029248
2007-02-12,19.29,2832.2996121271503,-0.9931892798638232
2007-02-13,19.15,2832.8096121271506,-0.9932399269198963
2007-02-14,19.66,2833.0096121271504,-0.993060383587884
2007-02-15,19.86,2832.8396121271503,-0.9929893666005725
2007-02-16,19.69,2833.1196121271505,-0.9930500639945744
2007-02-20,19.97,2832.6996121271504,-0.9929501879004375
2007-02-21,19.55,2832.6496121271502,-0.9930983345358697
2007-02-22,19.5,2832.9296121271504,-0.9931166662537168
2007-02-23,19.78,2832.7596121271504,-0.9930174096258217
2007-02-26,19.61,2831.6796121271504,-0.9930747815127048
2007-02-27,18.53,2832.0596121271506,-0.9934570586294679
2007-02-28,18.91,2831.8396121271503,-0.9933223619307325
2007-03-01,18.69,2831.5496121271503,-0.9933993739965024
2007-03-02,18.4,2831.1196121271505,-0.9935008044445797
2007-03-05,17.97,2831.6596121271505,-0.9936538982570363
2007-03-06,18.51,2831.2496121271506,-0.9934622507599769
2007-03-07,18.1,2831.5596121271506,-0.9936077630425012
2007-03-08,18.41,2831.45961212715,-0.9934980531167918
2007-03-09,18.31,2831.5996121271505,-0.9935336903135662
2007-03-12,18.45,2830.8896121271505,-0.9934826141150249
2007-03-13,17.74,2831.2396121271504,-0.9937341933462595
2007-03-14,18.09,2831.4996121271506,-0.9936111592872832
2007-03-15,18.35,2831.1596121271505,-0.9935185568763419
2007-03-16,18.01,2831.1196121271505,-0.9936385591329826
2007-03-19,17.97,2831.8996121271502,-0.9936544360813334
2007-03-20,18.75,2832.3896121271505,-0.9933801480136348
2007-03-21,19.24,2832.4296121271504,-0.9932072451447255
2007-03-22,19.28,2832.0996121271505,-0.9931923298469297
2007-03-23,18.95,2832.7696121271506,-0.9933104337469328
2007-03-26,19.62,2832.5996121271505,-0.9930735004283693
2007-03-27,19.45,2832.7696121271506,-0.9931339280410472
2007-03-28,19.62,2833.0596121271506,-0.9930746250745961
2007-03-29,19.91,2832.8296121271505,-0.9929716916560154
2007-03-30,19.68,3388.9479198386525,-0.9941928880391478
2007-04-02,20.09,3389.3979198386523,-0.9940726935948092
2007-04-03,20.54,3389.5079198386525,-0.9939401233200311
2007-04-04,20.65,3389.4279198386525,-0.9939075264356166
2007-04-05,20.57,3389.6479198386523,-0.9939315231297005
2007-04-09,20.79,3389.8379198386524,-0.9938669634089793
2007-04-10,20.98,3389.367919838652,-0.9938100552975675
2007-04-11,20.51,3389.3379198386524,-0.9939486706592607
2007-04-12,20.48,3389.4479198386525,-0.9939577180460188
2007-04-13,20.59,3389.827919838652,-0.9939259453615628
2007-04-16,20.97,3389.7379198386525,-0.9938136810290638
2007-04-17,20.88,3389.7979198386524,-0.9938403407832069
2007-04-18,20.94,3389.4279198386525,-0.9938219662741797
2007-04-19,20.57,3389.3779198386524,-0.9939310397109747
2007-04-20,20.52,3389.9679198386525,-0.9939468453728091
2007-04-23,21.11,3389.7279198386523,-0.993772361528944
2007-04-24,20.87,3390.4279198386525,-0.9938444348343518
2007-04-25,21.57,3391.1679198386523,-0.9936393595039003
2007-04-26,22.31,3391.557919838652,-0.99342190210891
2007-04-27,22.7,3391.2179198386525,-0.9933062396647515
2007-04-30,22.36,3391.597919838652,-0.9934072373764565
2007-05-01,22.74,3391.8179198386524,-0.9932956306802336
2007-05-02,22.96,3392.1279198386524,-0.9932313873348585
2007-05-03,23.27,3391.807919838652,-0.9931393520653413
2007-05-04,22.95,3391.8779198386524,-0.9932338366703093
2007-05-07,23.02,3392.4879198386525,-0.993214419463255
2007-05-08,23.63,3392.5679198386524,-0.9930347746726546
2007-05-09,23.71,3392.0879198386524,-0.993010204758747
2007-05-10,23.23,3392.7679198386522,-0.9931530831023937
2007-05-11,23.91,3392.287919838652,-0.9929516595981814
2007-05-14,23.43,3392.3979198386523,-0.9930933809789878
2007-05-15,23.54,3392.8579198386524,-0.9930618963257031
2007-05-16,24.0,3392.5479198386524,-0.9929256710392638
2007-05-17,23.69,3392.1479198386523,-0.9930162243629025
2007-05-18,23.29,3392.6279198386524,-0.9931351151525312
2007-05-21,23.77,3392.7079198386523,-0.9929937971196972
2007-05-22,23.85,3392.5679198386524,-0.9929699270394756
2007-05-23,23.71,3392.3779198386524,-0.9930108022866958
2007-05-24,23.52,3392.0479198386524,-0.9930661356927061
2007-05-25,23.19,3392.9479198386525,-0.9931652354978963
2007-05-29,24.09,3393.2579198386525,-0.9929006280780609
2007-05-30,24.4,3393.2679198386522,-0.9928092916396769
2007-05-31,24.41,3393.5079198386525,-0.992806853386934
2007-06-01,24.65,3393.807919838652,-0.9927367722092028
2007-06-04,24.95,3393.4779198386523,-0.9926476610164046
2007-06-05,24.62,3393.327919838652,-0.9927445856747111
2007-06-06,24.47,3392.7779198386525,-0.9927876210650523
2007-06-07,23.92,3393.3579198386524,-0.992950935160669
2007-06-08,24.5,3393.787919838652,-0.9927809278073083
2007-06-11,24.93,3393.7179198386525,-0.9926540742074447
2007-06-12,24.86,3394.2479198386523,-0.9926758443734476
2007-06-13,25.39,3394.2679198386522,-0.9925197419297394
2007-06-14,25.41,3394.347919838652,-0.9925140260809776
2007-06-15,25.49,3394.137919838652,-0.9924899928635748
2007-06-18,25.28,3394.347919838652,-0.9925523250423894
2007-06-19,25.49,3393.6779198386525,-0.9924889749109687
2007-06-20,24.82,3394.1679198386523,-0.9926874566650257
2007-06-21,25.31,3393.9379198386523,-0.9925425860467114
2007-06-22,25.08,3393.807919838652,-0.992610070872487
2007-06-25,24.95,3393.847919838652,-0.9926484625742493
2007-06-26,24.99,3394.3579198386524,-0.9926377828767133
2007-06-27,25.5,3394.1879198386523,-0.9924871572811407
2007-06-28,25.33,3394.0279198386525,-0.9925368910927509
2007-06-29,25.17,1477.833415941126,-0.9829683104140862
2007-07-02,25.79,1478.5134159411261,-0.9825568035285065
2007-07-03,26.47,1479.0034159411261,-0.9821028134791991
2007-07-05,26.96,1479.083415941126,-0.9817724952430451
2007-07-06,27.04,1478.873415941126,-0.9817158117060396
2007-07-09,26.83,1478.583415941126,-0.9818542533950155
2007-07-10,26.54,1479.2634159411261,-0.9820586382966046
2007-07-11,27.22,1479.9434159411262,-0.9816074049137276
2007-07-12,27.9,1479.893415941126,-0.9811472909471273
2007-07-13,27.85,1479.0034159411261,-0.9811697527538986
2007-07-16,26.96,1479.143415941126,-0.9817732346238743
2007-07-17,27.1,1478.7734159411261,-0.9816740010958657
2007-07-18,26.73,1482.103415941126,-0.9819648212719174
2007-07-19,30.06,1482.4434159411262,-0.9797226661896458
2007-07-20,30.4,1483.043415941126,-0.9795016115689988
2007-07-23,31.0,1482.2734159411261,-0.9790861796031621
2007-07-24,30.23,1483.823415941126,-0.9796269558255849
2007-07-25,31.78,1482.7834159411261,-0.9785673351493285
2007-07-26,30.74,1482.0134159411261,-0.9792579475534106
2007-07-27,29.97,1482.6834159411262,-0.9797866492079318
2007-07-30,30.64,1482.0034159411261,-0.9793252838216014
2007-07-31,29.96,1483.4234159411262,-0.9798034737229812
2007-08-01,31.38,1484.593415941126,-0.9788628996578789
2007-08-02,32.55,1483.2734159411261,-0.9780552933463401
2007-08-03,31.23,1485.5034159411261,-0.9789768238397388
2007-08-06,33.46,1485.403415941126,-0.9774741328578402
2007-08-07,33.36,1486.4334159411262,-0.9775570169223635
2007-08-08,34.39,1485.643415941126,-0.9768517804265874
2007-08-09,33.6,1484.133415941126,-0.9773605259209844
2007-08-10,32.09,1485.2034159411262,-0.9783935320538799
2007-08-13,33.16,1483.653415941126,-0.9776497666882897
2007-08-14,31.61,1481.9734159411262,-0.9786703326389117
2007-08-15,29.93,1482.1934159411262,-0.9798069538846279
2007-08-16,30.15,1483.6834159411262,-0.9796789532887814
2007-08-17,31.64,1483.633415941126,-0.9786739772372075
2007-08-20,31.59,1484.063415941126,-0.978713847628966
2007-08-21,32.02,1484.7034159411262,-0.9784334031590389
2007-08-22,32.66,1484.2134159411262,-0.9779950783026101
2007-08-23,32.17,1484.633415941126,-0.9783313512584472
2007-08-24,32.59,1484.903415941126,-0.9780524445899098
2007-08-27,32.86,1484.323415941126,-0.9778619675152364
2007-08-28,32.28,1484.653415941126,-0.9782575517939737
2007-08-29,32.61,1484.823415941126,-0.9780377924742446
2007-08-30,32.78,1484.9634159411262,-0.9779253821016022
2007-08-31,32.92,1485.9534159411262,-0.977845873466262
2007-09-04,33.91,1486.643415941126,-0.9771902262261505
2007-09-05,34.6,1486.9934159411262,-0.976731571485741
2007-09-06,34.95,1486.623415941126,-0.9764903474375355
2007-09-07,34.58,1487.2034159411262,-0.9767483051549359
2007-09-10,35.16,1488.2234159411262,-0.9763745149932577
2007-09-11,36.18,1489.133415941126,-0.9757039902451357
2007-09-12,37.09,1488.113415941126,-0.9750758244615763
2007-09-13,36.07,1487.653415941126,-0.9757537611828887
2007-09-14,35.61,1487.063415941126,-0.9760534758516245
2007-09-17,35.02,1488.4834159411262,-0.9764726972266212
2007-09-18,36.44,1488.053415941126,-0.9755116317669595
2007-09-19,36.01,1488.0334159411261,-0.9758002746348106
2007-09-20,35.99,1487.9534159411262,-0.9758124148145885
2007-09-21,35.91,1487.583415941126,-0.9758601772410314
2007-09-24,35.54,1487.7634159411261,-0.9761117933004703
2007-09-25,35.72,1487.2134159411262,-0.9759819272626747
2007-09-26,35.17,1488.363415941126,-0.9763700184892268
2007-09-27,36.32,1488.653415941126,-0.9756021115384749
2007-09-28,36.61,2351.722458560692,-0.9844326868305684
2007-10-01,36.48,2351.8824585606917,-0.9844890207556014
2007-10-02,36.64,2351.022458560692,-0.984415291369683
2007-10-03,35.78,2351.182458560692,-0.9847821253217824
2007-10-04,35.94,2352.282458560692,-0.9847212226281742
2007-10-05,37.04,2352.2124585606916,-0.9842531231117343
2007-10-08,36.97,2352.892458560692,-0.9842874246693726
2007-10-09,37.65,2352.872458560692,-0.9839982826680578
2007-10-10,37.63,2351.582458560692,-0.9839980095688281
2007-10-11,36.34,2352.3624585606917,-0.9845517004117491
2007-10-12,37.12,2351.912458560692,-0.984217099635283
2007-10-15,36.67,2351.872458560692,-0.9844081681102548
2007-10-16,36.63,2352.142458560692,-0.9844269636532073
2007-10-17,36.9,2352.162458560692,-0.9843123080781676
2007-10-18,36.92,2350.8624585606917,-0.9842951254482986
2007-10-19,35.62,2351.1324585606917,-0.9848498540053308
2007-10-22,35.89,2352.3824585606917,-0.9847431271775596
2007-10-23,37.14,2349.262458560692,-0.9841907829988675
2007-10-24,34.02,2348.782458560692,-0.9855159000034226
2007-10-25,33.54,2349.1924585606916,-0.985722753417764
2007-10-26,33.95,2351.202458560692,-0.9855605799167194
2007-10-29,35.96,2351.082458560692,-0.9847049175714516
2007-10-30,35.84,2351.242458560692,-0.984756995234792
2007-10-31,36.0,2349.952458560692,-0.9846805411450539
2007-11-01,34.71,2350.622458560692,-0.9852336984726789
2007-11-02,35.38,2350.392458560692,-0.98494719472438
2007-11-05,35.15,2350.512458560692,-0.9850458142129892
2007-11-06,35.27,2349.3624585606917,-0.9849874165344381
2007-11-07,34.12,2348.042458560692,-0.9854687465826683
2007-11-08,32.8,2346.452458560692,-0.9860214512847537
2007-11-09,31.21,2344.932458560692,-0.9866904482105398
2007-11-12,29.69,2346.452458560692,-0.9873468563611079
2007-11-13,31.21,2345.972458560692,-0.9866963485073699
2007-11-14,30.73,2345.122458560692,-0.9868962066830146
2007-11-15,29.88,2345.802458560692,-0.9872623545554925
2007-11-16,30.56,2344.982458560692,-0.9869679195729434
2007-11-19,29.74,2343.9424585606916,-0.987311975218768
2007-11-20,28.7,2344.282458560692,-0.9877574479580329
2007-11-21,29.04,2344.732458560692,-0.9876147916603559
2007-11-23,29.49,2343.792458560692,-0.9874178279342576
2007-11-26,28.55,2344.3224585606918,-0.987821641218449
2007-11-27,29.08,2345.812458560692,-0.9876034420851177
2007-11-28,30.57,2345.062458560692,-0.986964099873586
2007-11-29,29.82,2344.9624585606916,-0.9872833785073458
2007-11-30,29.72,2345.6124585606917,-0.9873295352386401
2007-12-03,30.37,2345.6524585606917,-0.987052642905746
2007-12-04,30.41,2346.542458560692,-0.9870405072411719
2007-12-05,31.3,2346.492458560692,-0.9866609415743876
2007-12-06,31.25,2346.142458560692,-0.98668026321847
2007-12-07,30.9,2346.642458560692,-0.9868322505257352
2007-12-10,31.4,2347.852458560692,-0.9866260761465185
2007-12-11,32.61,2348.682458560692,-0.9861156198952565
2007-12-12,33.44,2348.392458560692,-0.9857604720718209
2007-12-13,33.15,2348.352458560692,-0.9858837203592864
2007-12-14,33.11,2347.1124585606917,-0.9858933048225973
2007-12-17,31.87,2347.4624585606916,-0.9864236380506206
2007-12-18,32.22,2349.002458560692,-0.9862835392604304
2007-12-19,33.76,2349.312458560692,-0.9856298382631133
2007-12-20,34.07,2349.9424585606916,-0.9855017726600559
2007-12-21,34.7,2349.6124585606917,-0.985231607079043
2007-12-24,34.37,2349.732458560692,-0.9853728028164308
2007-12-26,34.49,2348.782458560692,-0.9853157963291607
2007-12-27,33.54,2349.162458560692,-0.9857225710900601
2007-12-28,33.92,2348.4424585606916,-0.985556384455428
2007-12-31,33.2,2995.2784786193442,-0.9889158887105204
2008-01-02,32.1,2995.608478619344,-0.989284313945194
2008-01-03,32.43,2994.298478619344,-0.9891694163986774
2008-01-04,31.12,2993.878478619344,-0.9896054565266286
2008-01-07,30.7,2993.578478619344,-0.9897447151563706
2008-01-08,30.4,2993.998478619344,-0.9898463542259318
2008-01-09,30.82,2993.848478619344,-0.9897055578396495
2008-01-10,30.67,2989.7784786193442,-0.9897417149065294
2008-01-11,26.6,2991.368478619344,-0.9911077487811608
2008-01-14,28.19,2990.728478619344,-0.9905742028400338
2008-01-15,27.55,2990.568478619344,-0.9907877046799078
2008-01-16,27.39,2989.7784786193442,-0.9908387861522608
2008-01-17,26.6,2989.678478619344,-0.991102722185603
2008-01-18,26.5,2988.788478619344,-0.9911335311315702
2008-01-22,25.61,2987.548478619344,-0.9914277541659056
2008-01-23,24.37,2989.478478619344,-0.9918480764540393
2008-01-24,26.3,2989.128478619344,-0.991201448787458
2008-01-25,25.95,2990.378478619344,-0.9913221686868275
2008-01-28,27.2,2989.948478619344,-0.9909028532784083
2008-01-29,26.77,2990.078478619344,-0.9910470577306182
2008-01-30,26.9,2990.328478619344,-0.991004332737245
2008-01-31,27.15,2990.428478619344,-0.9909210334926536
2008-02-01,27.25,2989.578478619344,-0.9908850026199731
2008-02-04,26.4,2988.678478619344,-0.9911666644007168
2008-02-05,25.5,2988.288478619344,-0.9914666873086558
2008-02-06,25.11,2987.878478619344,-0.9915960437548976
2008-02-07,24.7,2988.638478619344,-0.9917353670654034
2008-02-08,25.46,2988.998478619344,-0.9914820967015814
2008-02-11,25.82,2989.108478619344,-0.991361972914437
2008-02-12,25.93,2990.658478619344,-0.9913296686380684
2008-02-13,27.48,2989.988478619344,-0.990809329134041
2008-02-14,26.81,2989.298478619344,-0.9910313405664386
2008-02-15,26.12,2989.318478619344,-0.9912622224139651
2008-02-19,26.14,2989.228478619344,-0.9912552686464189
2008-02-20,26.05,2988.838478619344,-0.9912842396180493
2008-02-21,25.66,2989.368478619344,-0.9914162472162511
2008-02-22,26.19,2990.768478619344,-0.9912430533532671
2008-02-25,27.59,2990.688478619344,-0.9907746994722978
2008-02-26,27.51,2992.468478619344,-0.9908069207089217
2008-02-27,29.29,2991.768478619344,-0.9902098039305779
2008-02-28,28.59,2989.998478619344,-0.990438122224998
2008-02-29,26.82,2989.048478619344,-0.9910272448935361
2008-03-03,25.87,2989.468478619344,-0.9913462877481325
2008-03-04,26.29,2990.398478619344,-0.9912085295026842
2008-03-05,27.22,2989.0084786193443,-0.9908933011750528
2008-03-06,25.83,2988.128478619344,-0.9913557933720659
2008-03-07,24.95,2987.7784786193442,-0.9916493139707167
2008-03-10,24.6,2988.948478619344,-0.9917696808171939
2008-03-11,25.77,2988.748478619344,-0.991377661859353
2008-03-12,25.57,2988.788478619344,-0.9914446940012924
2008-03-13,25.61,2987.858478619344,-0.9914286435641911
2008-03-14,24.68,2987.438478619344,-0.9917387420103774
2008-03-17,24.26,2988.658478619344,-0.9918826456172378
2008-03-18,25.48,2987.628478619344,-0.9914714964787807
2008-03-19,24.45,2988.338478619344,-0.99181819590554
2008-03-20,25.16,2988.678478619344,-0.9915815634970467
2008-03-24,25.5,2989.7584786193443,-0.9914708829551423
2008-03-25,26.58,2989.378478619344,-0.9911085196504539
2008-03-26,26.2,2988.078478619344,-0.9912318233314589
2008-03-27,24.9,2987.478478619344,-0.9916652119243023
2008-03-28,24.3,2988.178478619344,-0.991867955621169
2008-03-31,25.0,3661.3769857621337,-0.9931719677877431
2008-04-01,25.78,3660.1569857621334,-0.992956586261113
2008-04-02,24.56,3659.9769857621336,-0.9932895752908988
2008-04-03,24.38,3659.6269857621337,-0.9933381188588752
2008-04-04,24.03,3659.0569857621335,-0.9934327341461191
2008-04-07,23.46,3659.026985762134,-0.9935884594206912
2008-04-08,23.43,3658.5669857621338,-0.9935958532148841
2008-04-09,22.97,3658.9069857621334,-0.993722168918373
2008-04-10,23.31,3658.4269857621334,-0.9936284091248184
2008-04-11,22.83,3658.7069857621336,-0.9937600906306947
2008-04-14,23.11,3658.3269857621335,-0.993682904756753
2008-04-15,22.73,3659.2069857621336,-0.993788271587685
2008-04-16,23.61,3658.9569857621336,-0.9935473414713887
2008-04-17,23.36,3660.0769857621335,-0.9936176205880719
2008-04-18,24.48,3660.7469857621336,-0.9933128402221703
2008-04-21,25.15,3659.9369857621336,-0.9931282969904022
2008-04-22,24.34,3660.9669857621334,-0.9933514833390575
2008-04-23,25.37,3661.3269857621335,-0.9930708182856498
2008-04-24,25.73,3662.3069857621335,-0.9929743737758658
2008-04-25,26.71,3662.6369857621335,-0.9927074399936902
2008-04-28,27.04,3662.9569857621336,-0.9926179859318294
2008-04-29,27.36,3663.2169857621334,-0.9925311549639728
2008-04-30,27.62,3664.2169857621334,-0.9924622367869257
2008-05-01,28.62,3664.3869857621335,-0.9921896895411969
2008-05-02,28.79,3664.1369857621335,-0.992142761007061
2008-05-05,28.54,3664.3269857621335,-0.9922113937672885
2008-05-06,28.73,3663.6669857621337,-0.9921581300615882
2008-05-07,28.07,3663.2369857621334,-0.9923373780868944
2008-05-08,27.64,3662.9169857621337,-0.9924541014422555
2008-05-09,27.32,3663.3069857621335,-0.992542257554122
2008-05-12,27.71,3662.8869857621335,-0.9924349290306498
2008-05-13,27.29,3662.8169857621338,-0.992549450298478
2008-05-14,27.22,3663.7669857621336,-0.9925704882145124
2008-05-15,28.17,3664.4869857621334,-0.9923127029487482
2008-05-16,28.89,3664.6069857621337,-0.9921164806724856
2008-05-19,29.01,3663.6569857621334,-0.9920816822882874
2008-05-20,28.06,3663.1269857621337,-0.992339877894197
2008-05-21,27.53,3663.1569857621334,-0.992484624571919
2008-05-22,27.56,3662.8769857621337,-0.9924758597935099
2008-05-23,27.28,3663.6169857621335,-0.9925538067690979
2008-05-27,28.02,3663.5869857621337,-0.9923517579604648
2008-05-28,27.99,3663.2069857621336,-0.992359154121296
2008-05-29,27.61,3663.1169857621335,-0.9924627031822039
