date,GM,dcf,Deviation
2010-11-18,34.19,52.57066666666667,-0.34963731358425487
2010-11-19,34.26,52.39066666666667,-0.3460667294429034
2010-11-22,34.08,51.56066666666667,-0.33903104433612197
2010-11-23,33.25,51.79066666666667,-0.35799243106866097
2010-11-24,33.48,52.11066666666667,-0.3575211728884682
2010-11-26,33.8,52.11066666666667,-0.3513803955684057
2010-11-29,33.8,52.510666666666665,-0.3563212553639896
2010-11-30,34.2,53.090666666666664,-0.3558189763423576
2010-12-01,34.78,52.99066666666667,-0.3436580026671364
2010-12-02,34.68,52.86066666666667,-0.34393562951659085
2010-12-03,34.55,52.79066666666667,-0.3455282499431718
2010-12-06,34.48,52.99066666666667,-0.34931937699720716
2010-12-07,34.68,52.760666666666665,-0.34269215703617595
2010-12-08,34.45,52.050666666666665,-0.33814488447154045
2010-12-09,33.74,52.120666666666665,-0.352656016167611
2010-12-10,33.81,52.11066666666667,-0.35118849627715376
2010-12-13,33.8,52.20066666666666,-0.3524986909490301
2010-12-14,33.89,51.92066666666667,-0.34727340429629827
2010-12-15,33.61,51.92066666666667,-0.35266624722332796
2010-12-16,33.61,52.31066666666667,-0.3574924170978514
2010-12-17,34.0,52.07066666666667,-0.34704120041994213
2010-12-20,33.76,52.160666666666664,-0.3527690085760663
2010-12-21,33.85,53.230666666666664,-0.3640883701124664
2010-12-22,34.92,53.120666666666665,-0.3426287320691256
2010-12-23,34.81,52.910666666666664,-0.34209863165587273
2010-12-27,34.6,53.63066666666667,-0.35484672948313156
2010-12-28,35.32,54.330666666666666,-0.3499067438892707
2010-12-29,36.02,55.13066666666667,-0.3466431266324852
2010-12-30,36.82,55.17066666666667,-0.3326163661849292
2010-12-31,36.86,51.10066666666667,-0.2786786865142008
2011-01-03,37.06,51.940666666666665,-0.2864935631682304
2011-01-04,37.9,52.11066666666667,-0.2727016861551058
2011-01-05,38.07,52.940666666666665,-0.28089307526665064
2011-01-06,38.9,53.02066666666666,-0.266323823414769
2011-01-07,38.98,52.60066666666667,-0.2589447535519196
2011-01-10,38.56,52.79066666666667,-0.269567852903291
2011-01-11,38.75,52.660666666666664,-0.2641566760770214
2011-01-12,38.62,52.31066666666667,-0.2617184513037495
2011-01-13,38.27,52.24066666666667,-0.26742895062594907
2011-01-14,38.2,52.07066666666667,-0.266381584001229
2011-01-18,38.03,51.440666666666665,-0.26070164979717725
2011-01-19,37.4,51.220666666666666,-0.2698259817000951
2011-01-20,37.18,51.28066666666667,-0.27497042420145346
2011-01-21,37.24,51.68066666666667,-0.2794210600998439
2011-01-24,37.64,52.440666666666665,-0.2822364322853764
2011-01-25,38.4,51.93066666666667,-0.260552531580569
2011-01-26,37.89,52.71066666666667,-0.2811701616371133
2011-01-27,38.67,50.64066666666667,-0.23638446044680816
2011-01-28,36.6,50.53066666666667,-0.27568737136524357
2011-01-31,36.49,50.49066666666667,-0.27729217281081653
2011-02-01,36.45,49.720666666666666,-0.2669044394684973
2011-02-02,35.68,50.10066666666667,-0.28783382789317513
2011-02-03,36.06,50.63066666666667,-0.28778342506517784
2011-02-04,36.59,50.74066666666667,-0.2788821589520568
2011-02-07,36.7,50.93066666666667,-0.2794125346876799
2011-02-08,36.89,50.45066666666666,-0.2687906337544267
2011-02-09,36.41,49.92066666666667,-0.2706427531683606
2011-02-10,35.88,50.49066666666667,-0.2893736136051548
2011-02-11,36.45,50.330666666666666,-0.2757894457984529
2011-02-14,36.29,50.150666666666666,-0.27638050673969106
2011-02-15,36.11,50.79066666666667,-0.2890426062531174
2011-02-16,36.75,50.410666666666664,-0.2709876216673719
2011-02-17,36.37,50.550666666666665,-0.2805238308759529
2011-02-18,36.51,49.81066666666667,-0.26702446597783613
2011-02-22,35.77,48.63066666666667,-0.26445589888410603
2011-02-23,34.59,47.06066666666667,-0.26499128784122616
2011-02-24,33.02,47.29066666666667,-0.30176497124168256
2011-02-25,33.25,47.57066666666667,-0.30103985649419807
2011-02-28,33.53,46.99066666666667,-0.2864540476122919
2011-03-01,32.95,46.92066666666667,-0.29775081342976084
2011-03-02,32.88,47.07066666666667,-0.30147579525819335
2011-03-03,33.03,46.43066666666667,-0.28861671883525253
2011-03-04,32.39,45.74066666666667,-0.29187739575286764
2011-03-07,31.7,46.760666666666665,-0.3220798106670849
2011-03-08,32.72,46.29066666666667,-0.2931620485050982
2011-03-09,32.25,45.46066666666667,-0.2905955331348712
2011-03-10,31.42,45.970666666666666,-0.3165206798538198
2011-03-11,31.93,45.63066666666667,-0.30025129299009445
2011-03-14,31.59,46.39066666666667,-0.3190440605868997
2011-03-15,32.35,45.82066666666667,-0.2939867017794008
2011-03-16,31.78,45.480666666666664,-0.30124155318743484
2011-03-17,31.44,45.89066666666667,-0.31489336974838744
2011-03-18,31.85,45.32066666666667,-0.29723010841264474
2011-03-21,31.28,44.78066666666667,-0.3014842714862068
2011-03-22,30.74,45.20066666666666,-0.3199215350806035
2011-03-23,31.16,45.43066666666667,-0.31411968420743697
2011-03-24,31.39,45.510666666666665,-0.3102715846834442
2011-03-25,31.47,44.89066666666667,-0.2989634073898064
2011-03-28,30.85,45.14066666666667,-0.3165807623576671
2011-03-29,31.1,45.590666666666664,-0.317842833328459
2011-03-30,31.55,45.07066666666667,-0.29998816673076356
2011-03-31,31.03,46.356143617021274,-0.33061731242444736
2011-04-01,32.41,46.33614361702128,-0.30054602152747134
2011-04-04,32.39,46.816143617021275,-0.30814463777781687
2011-04-05,32.87,46.816143617021275,-0.2978917642407176
2011-04-06,32.87,46.25614361702128,-0.28939169092547234
2011-04-07,32.31,45.466143617021274,-0.2893613262615916
2011-04-08,31.52,44.716143617021274,-0.295109160799773
2011-04-11,30.77,45.096143617021276,-0.31768001580547467
2011-04-12,31.15,44.80614361702128,-0.3047828381247585
2011-04-13,30.86,44.526143617021276,-0.30692403399150514
2011-04-14,30.58,44.18614361702128,-0.30792783672073964
2011-04-15,30.24,43.91614361702128,-0.3114149488235255
2011-04-18,29.97,43.536143617021274,-0.3116064605161155
2011-04-19,29.59,43.87614361702128,-0.3256016240105277
2011-04-20,29.93,44.89614361702127,-0.3333503150000444
2011-04-21,30.95,45.08614361702128,-0.3135363214272442
2011-04-25,31.14,45.216143617021274,-0.31130791993774576
2011-04-26,31.27,45.72614361702128,-0.31614613596323626
2011-04-27,31.78,45.856143617021274,-0.3069630916760382
2011-04-28,31.91,46.036143617021274,-0.306848977936508
2011-04-29,32.09,46.12614361702128,-0.30429909193279525
2011-05-02,32.18,46.93614361702128,-0.3143876441453106
2011-05-03,32.99,46.98614361702128,-0.29787810915282287
2011-05-04,33.04,45.966143617021274,-0.28121009508038697
2011-05-05,32.02,45.856143617021274,-0.3017293327711372
2011-05-06,31.91,45.33614361702128,-0.29614657414267775
2011-05-09,31.39,45.55614361702128,-0.31096011409816393
2011-05-10,31.61,45.246143617021275,-0.3013769246820729
2011-05-11,31.3,45.36614361702128,-0.3100581732440597
2011-05-12,31.42,45.01614361702128,-0.3020281731081107
2011-05-13,31.07,45.04614361702128,-0.31026282151576257
