date,DISCK,dcf,Deviation
2010-10-13,19.32,21.357308584686773,-0.09539163498098846
2010-10-14,19.0,21.357308584686773,-0.11037479630635516
2010-10-15,19.0,21.407308584686774,-0.1124526502322103
2010-10-18,19.05,21.117308584686775,-0.0978964045724029
2010-10-19,18.76,21.437308584686775,-0.12489014533285414
2010-10-20,19.08,21.417308584686776,-0.10913176020435811
2010-10-21,19.06,21.667308584686776,-0.12033375416684078
2010-10-22,19.31,21.807308584686776,-0.11451704711696531
2010-10-25,19.45,21.907308584686774,-0.11216843799810428
2010-10-26,19.55,22.027308584686775,-0.11246533252859503
2010-10-27,19.67,21.897308584686776,-0.10171608880939709
2010-10-28,19.54,21.807308584686776,-0.10397012432239783
2010-10-29,19.45,21.737308584686776,-0.10522501328881673
2010-11-01,19.38,21.707308584686775,-0.10721313402844213
2010-11-02,19.35,20.927308584686774,-0.07537082842276921
2010-11-03,18.57,20.537308584686777,-0.09579193771055572
2010-11-04,18.18,20.177308584686774,-0.09898785937201737
2010-11-05,17.82,20.197308584686773,-0.11770422651705215
2010-11-08,17.84,20.037308584686777,-0.109660864651555
2010-11-09,17.68,20.367308584686775,-0.13194225312161456
2010-11-10,18.01,20.117308584686775,-0.10475101954199029
2010-11-11,17.76,19.937308584686775,-0.10920774865064264
2010-11-12,17.58,19.907308584686774,-0.11690724413027898
2010-11-15,17.55,19.847308584686775,-0.11574912411344618
2010-11-16,17.49,20.357308584686773,-0.14084909961249148
2010-11-17,18.0,20.807308584686776,-0.13491935169130076
2010-11-18,18.45,20.807308584686776,-0.1132923354835833
2010-11-19,18.45,20.617308584686775,-0.10512082970405334
2010-11-22,18.26,20.257308584686776,-0.09859693731459529
2010-11-23,17.9,20.677308584686774,-0.13431673533873734
2010-11-24,18.32,20.607308584686773,-0.11099501787372978
2010-11-26,18.25,20.387308584686775,-0.10483524962643376
2010-11-29,18.03,20.107308584686773,-0.10331112072695792
2010-11-30,17.75,20.337308584686774,-0.1272198124895897
2010-12-01,17.98,20.737308584686776,-0.13296366659282288
2010-12-02,18.38,21.067308584686774,-0.12755822956142115
2010-12-03,18.71,21.057308584686776,-0.11147239331401437
2010-12-06,18.7,21.047308584686775,-0.11152535609206526
2010-12-07,18.69,20.887308584686775,-0.10519826313561997
2010-12-08,18.53,20.747308584686774,-0.10687210708011208
2010-12-09,18.39,20.867308584686775,-0.11871720661210317
2010-12-10,18.51,20.637308584686775,-0.10308071791228002
2010-12-13,18.28,20.667308584686776,-0.11551134367131022
2010-12-14,18.31,20.577308584686776,-0.11018489494656569
2010-12-15,18.22,20.687308584686775,-0.11926677530750107
2010-12-16,18.33,20.897308584686776,-0.12285355189558056
2010-12-17,18.54,20.857308584686773,-0.11110295344568666
2010-12-20,18.5,20.917308584686776,-0.11556499130373055
2010-12-21,18.56,20.857308584686773,-0.1101440569553368
2010-12-22,18.5,20.757308584686776,-0.1087476526871144
2010-12-23,18.4,20.667308584686776,-0.10970507240438243
2010-12-27,18.31,20.637308584686775,-0.11277190410447602
2010-12-28,18.28,20.727308584686774,-0.11807170114188548
2010-12-29,18.37,20.667308584686776,-0.11115664022111427
2010-12-30,18.31,20.697308584686773,-0.1153439141576631
2010-12-31,18.34,19.466247086247087,-0.057856405564829294
2011-01-03,18.38,19.206247086247085,-0.04301970512702258
2011-01-04,18.12,18.756247086247086,-0.03392187591267182
2011-01-05,17.67,18.516247086247088,-0.04570294845955225
2011-01-06,17.43,18.506247086247086,-0.0581558800782952
2011-01-07,17.42,18.336247086247088,-0.04996917209597962
2011-01-10,17.25,18.466247086247087,-0.06586325204935106
2011-01-11,17.38,18.296247086247085,-0.050078416733659536
2011-01-12,17.21,17.916247086247086,-0.03941936516321076
2011-01-13,16.83,17.726247086247085,-0.05056045320176317
2011-01-14,16.64,18.076247086247086,-0.07945493770882472
2011-01-18,16.99,18.036247086247087,-0.05800802579627928
2011-01-19,16.95,18.246247086247088,-0.07104184658466672
2011-01-20,17.16,18.346247086247086,-0.06465884170590575
2011-01-21,17.26,18.416247086247086,-0.0627840776045272
2011-01-24,17.33,18.176247086247088,-0.046557855548046256
2011-01-25,17.09,18.206247086247085,-0.06131121262713679
2011-01-26,17.12,18.166247086247086,-0.057592912904897986
2011-01-27,17.08,17.876247086247087,-0.04454218396095422
2011-01-28,16.79,18.066247086247085,-0.07064262323848258
2011-01-31,16.98,18.136247086247085,-0.06375338187379898
2011-02-01,17.05,18.536247086247087,-0.08018058236555359
2011-02-02,17.45,19.186247086247086,-0.09049435663171712
2011-02-03,18.1,19.416247086247086,-0.067791014422113
2011-02-04,18.33,19.746247086247088,-0.07172234197522431
2011-02-07,18.66,20.006247086247086,-0.06729133557350386
2011-02-08,18.92,20.066247086247085,-0.05712314222586712
2011-02-09,18.98,20.216247086247087,-0.06115116623639272
2011-02-10,19.13,20.456247086247085,-0.06483335289485892
2011-02-11,19.37,20.466247086247087,-0.0535636593082931
2011-02-14,19.38,20.586247086247088,-0.05859480269489903
2011-02-15,19.5,20.796247086247085,-0.0623308177129861
2011-02-16,19.71,20.406247086247085,-0.03411931078283981
2011-02-17,19.32,20.616247086247085,-0.06287502671190826
2011-02-18,19.53,20.256247086247086,-0.03585299306208445
2011-02-22,19.17,20.046247086247085,-0.0437112783493645
2011-02-23,18.96,20.016247086247088,-0.05276948679219795
2011-02-24,18.93,20.156247086247085,-0.060837073538544395
2011-02-25,19.07,20.126247086247087,-0.0524810751711805
2011-02-28,19.04,19.746247086247088,-0.03576614245544296
2011-03-01,18.66,19.896247086247087,-0.06213468705370162
2011-03-02,18.81,19.976247086247085,-0.05838169107599822
2011-03-03,18.89,19.646247086247087,-0.03849320854650551
2011-03-04,18.56,19.326247086247086,-0.039648002161390306
2011-03-07,18.24,19.336247086247088,-0.056693891082245984
2011-03-08,18.25,19.226247086247085,-0.05077678872365132
2011-03-09,18.14,18.986247086247086,-0.04457158291488128
2011-03-10,17.9,19.046247086247085,-0.06018230683748549
2011-03-11,17.96,18.756247086247086,-0.04245236707459077
2011-03-14,17.67,18.506247086247086,-0.045187286344433475
2011-03-15,17.42,18.076247086247086,-0.03630438791392576
2011-03-16,16.99,18.046247086247085,-0.058530013536833625
2011-03-17,16.96,18.286247086247087,-0.07252702427085456
2011-03-18,17.2,18.456247086247085,-0.06806622605216395
2011-03-21,17.37,18.336247086247088,-0.052696011441283996
2011-03-22,17.25,18.476247086247085,-0.0663688399772403
2011-03-23,17.39,18.406247086247085,-0.05521207454649524
2011-03-24,17.32,18.376247086247087,-0.057478933608679506
2011-03-25,17.29,18.246247086247088,-0.052407877725598184
2011-03-28,17.16,18.086247086247088,-0.05121278515272598
2011-03-29,17.0,18.786247086247087,-0.09508269949003023
2011-03-30,17.7,18.696247086247087,-0.05328593923964153
2011-03-31,17.61,18.824202898550723,-0.06450222116147108
2011-04-01,17.73,18.984202898550723,-0.06606560756082469
2011-04-04,17.89,18.894202898550724,-0.0531487305361662
2011-04-05,17.8,18.904202898550725,-0.058410444728953737
2011-04-06,17.81,18.874202898550724,-0.05638399164567853
2011-04-07,17.78,18.824202898550723,-0.055471294278873096
2011-04-08,17.73,18.934202898550726,-0.06359934479432983
2011-04-11,17.84,18.924202898550725,-0.05729186610199344
2011-04-12,17.83,19.014202898550725,-0.06227991280354894
2011-04-13,17.92,18.914202898550723,-0.05256382750482713
2011-04-14,17.82,19.004202898550723,-0.06231268445576488
2011-04-15,17.91,18.924202898550725,-0.05359289920889587
2011-04-18,17.83,19.144202898550724,-0.06864756425299978
2011-04-19,18.05,19.594202898550726,-0.07880917159763323
2011-04-20,18.5,19.574202898550723,-0.05487850024433216
2011-04-21,18.48,19.924202898550725,-0.07248485201160915
2011-04-25,18.83,19.724202898550725,-0.045335312314011444
2011-04-26,18.63,19.984202898550723,-0.06776366840475445
2011-04-27,18.89,20.514202898550725,-0.07917455562777287
2011-04-28,19.42,20.824202898550723,-0.06743129162693895
2011-04-29,19.73,21.004202898550723,-0.060664187291708305
2011-05-02,19.91,20.974202898550725,-0.05073865756415752
2011-05-03,19.88,20.744202898550725,-0.0416599713557132
2011-05-04,19.65,20.714202898550724,-0.05137551774319937
2011-05-05,19.62,21.064202898550725,-0.0685619534480505
2011-05-06,19.97,20.964202898550724,-0.04742383497058478
2011-05-09,19.87,21.044202898550726,-0.05579697668813055
2011-05-10,19.95,20.694202898550724,-0.0359619020939842
2011-05-11,19.6,21.074202898550723,-0.0699529612411629
2011-05-12,19.98,20.874202898550724,-0.042837702732726024
2011-05-13,19.78,20.514202898550725,-0.035789979370955405
2011-05-16,19.42,20.464202898550724,-0.05102582806314304
2011-05-17,19.37,20.974202898550725,-0.07648457041776646
2011-05-18,19.88,21.204202898550726,-0.06245002016280621
2011-05-19,20.11,20.984202898550723,-0.041660047931155963
2011-05-20,19.89,20.714202898550724,-0.03978926452479559
2011-05-23,19.62,20.344202898550726,-0.03559750667853967
2011-05-24,19.25,20.344202898550726,-0.053784505788067705
2011-05-25,19.25,20.374202898550724,-0.055177761022036975
2011-05-26,19.28,20.344202898550726,-0.052309884238646465
2011-05-27,19.25,20.514202898550725,-0.06162573826546469
2011-05-31,19.42,20.204202898550726,-0.038813849894913544
2011-06-01,19.11,20.074202898550723,-0.048031939470948304
2011-06-02,18.98,19.804202898550724,-0.04161757495481111
2011-06-03,18.71,19.364202898550726,-0.03378413777102529
2011-06-06,18.27,19.514202898550725,-0.06375883785871306
2011-06-07,18.42,19.294202898550726,-0.04530909637196723
2011-06-08,18.2,19.464202898550724,-0.0649501500338786
2011-06-09,18.37,18.994202898550725,-0.032862810926293284
2011-06-10,17.9,19.024202898550726,-0.05909329839182753
2011-06-13,17.93,19.324202898550723,-0.07214801592956188
2011-06-14,18.23,18.914202898550723,-0.03617402764581468
2011-06-15,17.82,19.294202898550726,-0.07640651994291303
2011-06-16,18.2,19.384202898550726,-0.06109113202891947
2011-06-17,18.29,19.554202898550724,-0.06465121105214788
2011-06-20,18.46,19.924202898550725,-0.07348865628432388
2011-06-21,18.83,19.764202898550725,-0.0472674209704268
2011-06-22,18.67,19.334202898550725,-0.03435377719143062
2011-06-23,18.24,19.054202898550724,-0.042730882151604144
2011-06-24,17.96,19.094202898550726,-0.059400379506641454
2011-06-27,18.0,19.214202898550724,-0.0631929882785982
2011-06-28,18.12,19.264202898550725,-0.05939528900190327
2011-06-29,18.17,19.374202898550724,-0.06215496476713378
2011-06-30,18.28,21.33776699029126,-0.14330304533190152
2011-07-01,18.68,21.577766990291263,-0.13429410891289584
2011-07-05,18.92,21.397766990291263,-0.11579558705427018
2011-07-06,18.74,21.757766990291262,-0.138698377992459
2011-07-07,19.1,21.42776699029126,-0.10863320435330248
2011-07-08,18.77,21.33776699029126,-0.12033906788182669
2011-07-11,18.68,21.527766990291262,-0.1322834361583144
2011-07-12,18.87,21.487766990291263,-0.12182592037013606
2011-07-13,18.83,21.417766990291263,-0.12082337955512856
2011-07-14,18.76,21.367766990291262,-0.12204209225400742
2011-07-15,18.71,20.917766990291263,-0.10554506087174464
2011-07-18,18.26,20.99776699029126,-0.13038372087646843
2011-07-19,18.34,20.787766990291264,-0.11775035728630545
2011-07-20,18.13,21.107766990291264,-0.1410744675957869
2011-07-21,18.45,21.117766990291262,-0.126328081539954
2011-07-22,18.46,20.737766990291263,-0.10983665653865415
2011-07-25,18.08,20.79776699029126,-0.13067590340635904
2011-07-26,18.14,20.737766990291263,-0.12526744039063853
2011-07-27,18.08,20.90776699029126,-0.13524959368469935
2011-07-28,18.25,20.667766990291263,-0.11698249701707086
2011-07-29,18.01,20.437766990291262,-0.11878827033523498
2011-08-01,17.78,19.88776699029126,-0.10598308957059999
2011-08-02,17.23,19.76776699029126,-0.12837904208086115
2011-08-03,17.11,19.08776699029126,-0.10361437203719148
2011-08-04,16.43,19.577766990291263,-0.16078273849373426
2011-08-05,16.92,18.487766990291263,-0.08480023526446245
2011-08-08,15.83,19.67776699029126,-0.19553880235443866
2011-08-09,17.02,19.417766990291263,-0.1234831477527838
2011-08-10,16.76,20.207766990291262,-0.17061593158451038
2011-08-11,17.55,20.607766990291264,-0.14837934608499015
2011-08-12,17.95,20.947766990291264,-0.14310675651875693
2011-08-15,18.29,20.987766990291263,-0.128539972429617
2011-08-16,18.33,20.827766990291263,-0.11992485759301919
2011-08-17,18.17,19.537766990291264,-0.07000631090395004
2011-08-18,16.88,19.507766990291262,-0.13470362812919934
2011-08-19,16.85,19.217766990291263,-0.12320718590705404
2011-08-22,16.56,20.13776699029126,-0.1776645341072901
2011-08-23,17.48,20.58776699029126,-0.15095211597046032
2011-08-24,17.93,20.487766990291263,-0.12484361968306923
2011-08-25,17.83,21.06776699029126,-0.15368344408704238
2011-08-26,18.41,21.487766990291263,-0.14323344960329654
2011-08-29,18.83,21.987766990291263,-0.14361471957045857
2011-08-30,19.33,22.40776699029126,-0.1373526863084923
2011-08-31,19.75,22.287766990291264,-0.11386367200432135
2011-09-01,19.63,22.04776699029126,-0.10966040195163196
2011-09-02,19.39,21.647766990291263,-0.1042956066232531
2011-09-06,18.99,21.827766990291263,-0.13000720557230938
2011-09-07,19.17,21.38776699029126,-0.1036932462981287
2011-09-08,18.73,21.007766990291262,-0.10842499306775122
2011-09-09,18.35,20.697766990291264,-0.11343093152959605
2011-09-12,18.04,20.947766990291264,-0.13881035585506263
2011-09-13,18.29,21.40776699029126,-0.14563718820861682
2011-09-14,18.75,21.76776699029126,-0.13863466067223285
2011-09-15,19.11,21.457766990291262,-0.10941338823156799
2011-09-16,18.8,21.51776699029126,-0.12630339344772656
2011-09-19,18.86,21.63776699029126,-0.12837586205349327
2011-09-20,18.98,21.627766990291263,-0.12242442742608839
2011-09-21,18.97,21.117766990291262,-0.10170426595192017
2011-09-22,18.46,21.72776699029126,-0.1503958962626677
2011-09-23,19.07,22.057766990291263,-0.13545192455819888
2011-09-26,19.4,21.827766990291263,-0.11122379084269618
2011-09-27,19.17,20.99776699029126,-0.08704577925530677
2011-09-28,18.34,20.707766990291262,-0.11434197571381688
2011-09-29,18.05,20.237766990291263,-0.10810318111384554
2011-09-30,17.58,19.59941176470588,-0.10303430475104292
2011-10-03,17.07,19.999411764705883,-0.14647489632048005
2011-10-04,17.47,20.319411764705883,-0.14023101641432423
2011-10-05,17.79,20.73941176470588,-0.14221289389341119
2011-10-06,18.21,20.59941176470588,-0.1159941745909362
2011-10-07,18.07,21.199411764705882,-0.14761785843114406
2011-10-10,18.67,21.479411764705883,-0.13079556346706833
2011-10-11,18.95,21.699411764705882,-0.12670443763723604
2011-10-12,19.17,21.699411764705882,-0.11656591395809035
2011-10-13,19.17,22.119411764705884,-0.1333404249660931
2011-10-14,19.59,21.929411764705883,-0.10667918454935621
2011-10-17,19.4,22.00941176470588,-0.1185589052811632
2011-10-18,19.48,21.789411764705882,-0.1059877976351169
2011-10-19,19.26,21.889411764705883,-0.12012254111576903
2011-10-20,19.36,22.619411764705884,-0.14409798975372545
2011-10-21,20.09,22.749411764705883,-0.11690024305735125
2011-10-24,20.22,22.429411764705883,-0.09850511408339901
2011-10-25,19.9,22.16941176470588,-0.10236680110379959
2011-10-26,19.64,22.409411764705883,-0.12358252834943306
2011-10-27,19.88,22.129411764705882,-0.10164805954279643
2011-10-28,19.6,22.319411764705883,-0.12184065572042269
2011-10-31,19.79,21.769411764705882,-0.09092628620838739
2011-11-01,19.24,22.55941176470588,-0.1471408828974473
2011-11-02,20.03,22.75941176470588,-0.11992453025251337
2011-11-03,20.23,22.639411764705883,-0.1064255462883571
2011-11-04,20.11,22.929411764705883,-0.1229604925602874
2011-11-07,20.4,23.429411764705883,-0.1292995229726338
2011-11-08,20.9,21.999411764705883,-0.04997459825129025
2011-11-09,19.47,21.91941176470588,-0.11174623621286528
2011-11-10,19.39,22.199411764705882,-0.12655343278836217
2011-11-11,19.67,22.209411764705884,-0.11433944273757812
2011-11-14,19.68,21.869411764705884,-0.10011297003604291
2011-11-15,19.34,21.729411764705883,-0.10996210070384416
2011-11-16,19.2,21.279411764705884,-0.09771941948859719
2011-11-17,18.75,21.279411764705884,-0.11886662059433317
2011-11-18,18.75,21.019411764705882,-0.10796742506926371
2011-11-21,18.49,21.249411764705883,-0.12985826597276062
2011-11-22,18.72,20.619411764705884,-0.0921176504150858
2011-11-23,18.09,20.55941176470588,-0.12011101256044177
2011-11-25,18.03,20.659411764705883,-0.1272742803450927
2011-11-28,18.13,20.73941176470588,-0.12581898630059285
2011-11-29,18.21,21.449411764705882,-0.1510256691531373
2011-11-30,18.92,21.25941176470588,-0.11004122741484723
2011-12-01,18.73,21.609411764705882,-0.13324804006968638
2011-12-02,19.08,21.479411764705883,-0.11170751745857876
2011-12-05,18.95,21.549411764705884,-0.12062564830485345
2011-12-06,19.02,21.529411764705884,-0.11655737704918046
2011-12-07,19.0,21.21941176470588,-0.10459346325506613
2011-12-08,18.69,21.50941176470588,-0.13107805064814293
2011-12-09,18.98,21.41941176470588,-0.1138878971795787
2011-12-12,18.89,21.379411764705882,-0.11643967533360844
2011-12-13,18.85,20.979411764705883,-0.10150007009673345
2011-12-14,18.45,20.93941176470588,-0.1188864230131752
2011-12-15,18.41,20.75941176470588,-0.11317333031084409
2011-12-16,18.23,20.619411764705884,-0.11588166490742591
2011-12-19,18.09,21.069411764705883,-0.14140934725556986
2011-12-20,18.54,20.999411764705883,-0.117118126558167
2011-12-21,18.47,20.979411764705883,-0.1196130660311231
2011-12-22,18.45,21.119411764705884,-0.1263961228866669
2011-12-23,18.59,21.159411764705883,-0.12143115287314787
2011-12-27,18.63,21.319411764705883,-0.12614849764092384
2011-12-28,18.79,21.269411764705882,-0.11657171303722558
2011-12-29,18.74,21.379411764705882,-0.12345577108267991
2011-12-30,18.85,21.487654320987655,-0.12275208273484628
2012-01-03,18.9,21.337654320987653,-0.11424190702114734
2012-01-04,18.75,21.157654320987653,-0.11379590026666353
2012-01-05,18.57,21.247654320987653,-0.12602117299803606
2012-01-06,18.66,21.317654320987653,-0.12466917236626451
2012-01-09,18.73,21.657654320987653,-0.13517873531440427
2012-01-10,19.07,21.877654320987656,-0.12833433967800734
2012-01-11,19.29,22.277654320987654,-0.13410991471274436
2012-01-12,19.69,22.397654320987655,-0.12089008438934856
2012-01-13,19.81,22.507654320987655,-0.11985497389091238
2012-01-17,19.92,22.567654320987653,-0.11732075843280554
2012-01-18,19.98,22.917654320987655,-0.12818302780216884
2012-01-19,20.33,22.577654320987655,-0.09955216290552782
2012-01-20,19.99,22.477654320987654,-0.11067232752418044
2012-01-23,19.89,22.517654320987653,-0.11669307484388103
2012-01-24,19.93,22.597654320987655,-0.11805005435940585
2012-01-25,20.01,22.517654320987653,-0.11136392295756947
2012-01-26,19.93,22.177654320987653,-0.1013477028930243
2012-01-27,19.59,22.057654320987655,-0.11187292561021345
2012-01-30,19.47,22.007654320987655,-0.11530780536513674
2012-01-31,19.42,22.217654320987656,-0.12592032806743603
2012-02-01,19.63,22.067654320987653,-0.1104627744086647
2012-02-02,19.48,22.257654320987655,-0.12479546500856964
2012-02-03,19.67,22.477654320987654,-0.1249086884642634
2012-02-06,19.89,22.867654320987654,-0.1302124948711858
2012-02-07,20.28,23.007654320987655,-0.11855421169551728
2012-02-08,20.42,22.967654320987656,-0.11092357475354497
2012-02-09,20.38,23.107654320987653,-0.11804116000256448
2012-02-10,20.52,23.267654320987653,-0.11808901245834835
2012-02-13,20.68,23.317654320987653,-0.11311833877790889
2012-02-14,20.73,23.347654320987655,-0.11211637301973387
2012-02-15,20.76,23.207654320987654,-0.10546754476492426
2012-02-16,20.62,23.347654320987655,-0.11682776708475218
2012-02-17,20.76,23.097654320987655,-0.1012074338156298
2012-02-21,20.51,22.977654320987654,-0.10739365674649004
2012-02-22,20.39,23.007654320987655,-0.11377319410609454
2012-02-23,20.42,23.157654320987653,-0.11821811842603291
2012-02-24,20.57,23.237654320987655,-0.11479877805817507
2012-02-27,20.65,23.867654320987654,-0.134812339650749
2012-02-28,21.28,24.317654320987653,-0.12491559756920989
2012-02-29,21.73,24.287654320987656,-0.1053067656178519
2012-03-01,21.7,24.737654320987655,-0.12279475982532762
2012-03-02,22.15,24.857654320987653,-0.10892638082514261
2012-03-05,22.27,24.277654320987654,-0.082695564177799
2012-03-06,21.69,24.247654320987653,-0.10548048430292345
2012-03-07,21.66,24.727654320987654,-0.124057635276144
2012-03-08,22.14,24.627654320987656,-0.10101060736700695
2012-03-09,22.04,24.427654320987653,-0.09774390490437879
2012-03-12,21.84,25.207654320987654,-0.1335964972426561
2012-03-13,22.62,24.877654320987656,-0.09075028906897464
2012-03-14,22.29,24.917654320987655,-0.10545351850292084
2012-03-15,22.33,25.177654320987653,-0.1131024473004183
2012-03-16,22.59,25.317654320987653,-0.107737244786003
2012-03-19,22.73,24.937654320987654,-0.08852694373623105
2012-03-20,22.35,25.537654320987656,-0.12482173503178551
2012-03-21,22.95,25.507654320987655,-0.1002700714382514
2012-03-22,22.92,25.797654320987654,-0.11154713080431267
2012-03-23,23.21,25.787654320987656,-0.09995691306013021
2012-03-26,23.2,25.667654320987655,-0.09613867672239651
2012-03-27,23.08,25.547654320987654,-0.09659025012564271
2012-03-28,22.96,25.567654320987653,-0.10199036205081646
2012-03-29,22.98,26.027654320987654,-0.11709293059613701
2012-03-30,23.44,26.326923076923077,-0.10965668371073767
2012-04-02,23.65,26.40692307692308,-0.10440152640624556
2012-04-03,23.73,26.49692307692308,-0.10442431632119842
2012-04-04,23.82,26.65692307692308,-0.10642350089455765
2012-04-05,23.98,26.49692307692308,-0.09498925854961393
2012-04-09,23.82,26.056923076923077,-0.08584755269528255
2012-04-10,23.38,26.476923076923075,-0.11696687972109232
2012-04-11,23.8,26.766923076923078,-0.11084288875477777
2012-04-12,24.09,26.786923076923078,-0.10068058467105079
2012-04-13,24.11,26.56692307692308,-0.09248052812925278
2012-04-16,23.89,26.696923076923078,-0.10514032155823205
2012-04-17,24.02,26.736923076923077,-0.10161689395247142
2012-04-18,24.06,26.576923076923077,-0.09470332850940666
2012-04-19,23.9,26.766923076923078,-0.1071069345058483
2012-04-20,24.09,26.436923076923076,-0.08877444134078205
2012-04-23,23.76,26.626923076923077,-0.10767008522316912
2012-04-24,23.95,26.846923076923076,-0.10790521761554106
2012-04-25,24.17,27.206923076923076,-0.11162317283496836
2012-04-26,24.53,27.876923076923077,-0.12006070640176603
2012-04-27,25.2,27.516923076923078,-0.0841999329084201
2012-04-30,24.84,27.376923076923077,-0.09266647934813155
2012-05-01,24.7,27.606923076923078,-0.10529688762573497
2012-05-02,24.93,27.90692307692308,-0.10667328206400406
2012-05-03,25.23,27.306923076923077,-0.07605848052057806
2012-05-04,24.63,27.356923076923078,-0.09967945113035659
2012-05-07,24.68,26.256923076923076,-0.060057420753500845
2012-05-08,23.58,26.286923076923078,-0.10297603371082442
2012-05-09,23.61,26.15692307692308,-0.09737089754146577
2012-05-10,23.48,26.426923076923078,-0.11151215252510549
2012-05-11,23.75,26.086923076923078,-0.08958216613098224
2012-05-14,23.41,26.146923076923077,-0.1046747668500485
2012-05-15,23.47,26.306923076923077,-0.1078394105090793
2012-05-16,23.63,24.99692307692308,-0.05468365337272285
2012-05-17,22.32,24.706923076923076,-0.09660948348329645
2012-05-18,22.03,25.466923076923077,-0.13495635364122383
2012-05-21,22.79,25.626923076923077,-0.11070088548701795
2012-05-22,22.95,25.756923076923076,-0.10897742205232352
2012-05-23,23.08,25.866923076923076,-0.10774080352098014
2012-05-24,23.19,26.186923076923076,-0.11444349792908959
2012-05-25,23.51,26.376923076923077,-0.1086905803441236
2012-05-29,23.7,26.056923076923077,-0.09045285469681763
2012-05-30,23.38,25.976923076923075,-0.09997038791827062
2012-05-31,23.3,25.276923076923076,-0.0782105903834448
2012-06-01,22.6,25.166923076923077,-0.10199590426995131
2012-06-04,22.49,25.506923076923076,-0.11827859706263766
2012-06-05,22.83,25.976923076923075,-0.12114302635475271
2012-06-06,23.3,26.286923076923078,-0.11362771778889769
2012-06-07,23.61,26.476923076923075,-0.10828006972690296
2012-06-08,23.8,26.526923076923076,-0.10279831810932283
2012-06-11,23.85,26.876923076923077,-0.112621637092158
2012-06-12,24.2,26.086923076923078,-0.07233214401556931
2012-06-13,23.41,26.166923076923077,-0.10535908516330073
2012-06-14,23.49,26.466923076923077,-0.11247711221553758
2012-06-15,23.79,26.766923076923078,-0.11121648417967067
2012-06-18,24.09,27.096923076923076,-0.11096917049906319
2012-06-19,24.42,27.536923076923078,-0.11319068104363372
2012-06-20,24.86,27.436923076923076,-0.09392172255242792
2012-06-21,24.76,27.466923076923077,-0.09855210462934438
2012-06-22,24.79,27.306923076923077,-0.09217161046790057
2012-06-25,24.63,27.326923076923077,-0.09869106263194938
2012-06-26,24.65,27.466923076923077,-0.10255692161200891
2012-06-27,24.79,27.346923076923076,-0.09349947962082639
2012-06-28,24.67,27.726923076923075,-0.11025107504508247
2012-06-29,25.05,29.907596899224806,-0.16242016754447808
2012-07-02,25.52,29.887596899224807,-0.1461340941512126
2012-07-03,25.5,29.567596899224807,-0.13756941130820977
2012-07-05,25.18,29.167596899224804,-0.13671324768379478
2012-07-06,24.78,28.307596899224805,-0.12461661481838493
2012-07-09,23.92,27.637596899224807,-0.13451230628988142
2012-07-10,23.25,27.527596899224807,-0.15539303757187994
2012-07-11,23.14,27.447596899224806,-0.15693894496630645
2012-07-12,23.06,27.597596899224808,-0.16442000061796203
2012-07-13,23.21,27.027596899224807,-0.14124810701665824
2012-07-16,22.64,27.537596899224805,-0.1778512815460188
2012-07-17,23.15,27.527596899224807,-0.15902575568985045
2012-07-18,23.14,27.847596899224808,-0.16904858671506595
2012-07-19,23.46,27.557596899224805,-0.1486920980159946
2012-07-20,23.17,27.217596899224805,-0.1487125007476352
2012-07-23,22.83,27.137596899224807,-0.15873170034992512
2012-07-24,22.75,27.407596899224806,-0.16993817138913558
2012-07-25,23.02,27.877596899224805,-0.17424733260849612
2012-07-26,23.49,28.567596899224807,-0.1777397278859879
2012-07-27,24.18,27.937596899224808,-0.134499646221507
2012-07-30,23.55,27.697596899224806,-0.14974573116633405
2012-07-31,23.31,27.377596899224805,-0.14857392028224292
2012-08-01,22.99,27.897596899224805,-0.17591468243492958
2012-08-02,23.51,28.677596899224806,-0.18019630157241284
2012-08-03,24.29,29.147596899224805,-0.16665514196657483
2012-08-06,24.76,29.647596899224805,-0.1648564271781704
2012-08-07,25.26,29.697596899224806,-0.14942612745008466
2012-08-08,25.31,29.747596899224806,-0.14917497081387598
2012-08-09,25.36,30.087596899224806,-0.15712776646999715
2012-08-10,25.7,29.887596899224807,-0.14011152898456758
2012-08-13,25.5,29.357596899224806,-0.13140029521035712
2012-08-14,24.97,29.447596899224806,-0.15205304916893503
2012-08-15,25.06,29.427596899224806,-0.14841840175335075
2012-08-16,25.04,29.247596899224806,-0.14386128589375924
2012-08-17,24.86,29.017596899224806,-0.14327847042826192
2012-08-20,24.63,29.177596899224806,-0.15585919960891736
2012-08-21,24.79,29.067596899224807,-0.1471603213039907
2012-08-22,24.68,28.817596899224807,-0.14357883183993414
2012-08-23,24.43,29.437596899224808,-0.1701088888596295
2012-08-24,25.05,29.707596899224807,-0.1567813416556202
2012-08-27,25.32,29.577596899224805,-0.14394668078448225
2012-08-28,25.19,29.697596899224806,-0.15178322052524273
2012-08-29,25.31,29.907596899224806,-0.15372672417368227
2012-08-30,25.52,30.297596899224807,-0.15768897167375828
2012-08-31,25.91,30.427596899224806,-0.14847038082524022
2012-09-04,26.04,30.257596899224808,-0.13938968495323112
2012-09-05,25.87,30.517596899224806,-0.1522923615044821
2012-09-06,26.13,30.627596899224805,-0.14684785469860495
2012-09-07,26.24,30.487596899224805,-0.1393221287090951
2012-09-10,26.1,30.347596899224808,-0.13996485169253403
