date,DISCK,dcf,Deviation
2009-04-14,7.86,8.246492890995262,-0.04686754673823723
2009-04-15,7.91,8.69649289099526,-0.09043793870166106
2009-04-16,8.36,8.73649289099526,-0.04309428230443746
2009-04-17,8.4,8.596492890995261,-0.022857331877873754
2009-04-20,8.26,8.756492890995261,-0.056699970773210984
2009-04-21,8.42,8.94649289099526,-0.058849081691573435
2009-04-22,8.61,8.65649289099526,-0.005370869193876859
2009-04-23,8.32,8.746492890995262,-0.048761588937475286
2009-04-24,8.41,8.86649289099526,-0.05148516968404393
2009-04-27,8.53,8.846492890995261,-0.03577608605975546
2009-04-28,8.51,9.40649289099526,-0.09530575331146673
2009-04-29,9.07,9.096492890995261,-0.002912429143047679
2009-04-30,8.76,8.98649289099526,-0.025203702238746906
2009-05-01,8.65,9.73649289099526,-0.11158975856697806
2009-05-04,9.4,10.28649289099526,-0.08618028519431453
2009-05-05,9.95,10.20649289099526,-0.02513036492893206
2009-05-06,9.87,9.81649289099526,0.005450735776910909
2009-05-07,9.48,9.80649289099526,-0.03329354282151775
2009-05-08,9.47,9.836492890995261,-0.03725849192965547
2009-05-11,9.5,9.426492890995261,0.007797927591390641
2009-05-12,9.09,9.29649289099526,-0.02221191296723013
2009-05-13,8.96,9.37649289099526,-0.04441883504174993
2009-05-14,9.04,9.38649289099526,-0.036913988538537335
2009-05-15,9.05,9.72649289099526,-0.06955157409527879
2009-05-18,9.39,9.97649289099526,-0.05878748147303603
2009-05-19,9.64,10.54649289099526,-0.08595206959929169
2009-05-20,10.21,10.346492890995261,-0.013192189124689002
2009-05-21,10.01,10.436492890995261,-0.040865537441533095
2009-05-22,10.1,10.46649289099526,-0.03501582572234574
2009-05-26,10.13,10.37649289099526,-0.02375493276819629
2009-05-27,10.04,10.55649289099526,-0.04892656077434887
2009-05-28,10.22,10.756492890995261,-0.04987619072796323
2009-05-29,10.42,10.73649289099526,-0.02947823783879222
2009-06-01,10.4,10.77649289099526,-0.03493649509200292
2009-06-02,10.44,10.72649289099526,-0.02670890606152987
2009-06-03,10.39,10.606492890995261,-0.020411354933265402
2009-06-04,10.27,10.836492890995261,-0.05227640498578623
2009-06-05,10.5,11.016492890995261,-0.046883604074889895
2009-06-08,10.68,11.12649289099526,-0.0401288074660624
2009-06-09,10.79,10.86649289099526,-0.007039335668148183
2009-06-10,10.53,10.666492890995261,-0.012796417003239191
2009-06-11,10.33,10.426492890995261,-0.009254587520852398
2009-06-12,10.09,10.32649289099526,-0.022901569147593448
2009-06-15,9.99,9.97649289099526,0.001353893512712423
2009-06-16,9.64,9.95649289099526,-0.03178758770384893
2009-06-17,9.62,9.97649289099526,-0.03573328772849926
2009-06-18,9.64,9.77649289099526,-0.013961334858738406
2009-06-19,9.44,9.54649289099526,-0.011155184653802053
2009-06-22,9.21,9.47649289099526,-0.02812146793762549
2009-06-23,9.14,9.72649289099526,-0.06029849582661306
2009-06-24,9.39,9.936492890995261,-0.05499856911189538
2009-06-25,9.6,10.94649289099526,-0.12300678440150503
2009-06-26,10.61,10.506492890995261,0.009851727886614814
2009-06-29,10.17,10.606492890995261,-0.041153366667113556
2009-06-30,10.27,11.411418439716313,-0.100024238506908
2009-07-01,10.61,11.011418439716312,-0.03645474394728887
2009-07-02,10.21,10.861418439716312,-0.05997544826505419
2009-07-06,10.06,10.751418439716312,-0.06430950888881559
2009-07-07,9.95,10.731418439716313,-0.07281595104188021
2009-07-08,9.93,11.011418439716312,-0.09820882256329666
2009-07-09,10.21,11.031418439716312,-0.07446172441061305
2009-07-10,10.23,11.011418439716312,-0.07096437611505779
2009-07-13,10.21,11.291418439716312,-0.09577348014245413
2009-07-14,10.49,11.601418439716312,-0.09580022007580391
2009-07-15,10.8,11.631418439716311,-0.07148039974878495
2009-07-16,10.83,11.451418439716312,-0.05426563032236087
2009-07-17,10.65,11.791418439716312,-0.09680077469490367
2009-07-20,10.99,11.751418439716312,-0.0647937475482061
2009-07-21,10.95,11.741418439716313,-0.0674039890307695
2009-07-22,10.94,11.831418439716312,-0.07534332795837517
2009-07-23,11.03,11.891418439716311,-0.07244034377255182
2009-07-24,11.09,11.841418439716312,-0.06345679308114327
2009-07-27,11.04,12.021418439716312,-0.08163915470023964
2009-07-28,11.22,11.841418439716312,-0.05247837857262638
2009-07-29,11.04,11.981418439716313,-0.07857320437083437
2009-07-30,11.18,12.001418439716312,-0.06844344640113464
2009-07-31,11.2,12.361418439716312,-0.09395511084591734
2009-08-03,11.56,12.271418439716312,-0.05797361105492205
2009-08-04,11.47,12.281418439716312,-0.06606878869075106
2009-08-05,11.48,12.281418439716312,-0.06525455049431761
2009-08-06,11.48,12.541418439716312,-0.08463304568126029
2009-08-07,11.74,12.471418439716311,-0.0586475743117596
2009-08-10,11.67,12.271418439716312,-0.0490096921289741
2009-08-11,11.47,12.391418439716311,-0.074359399950778
2009-08-12,11.59,12.271418439716312,-0.05552890589329984
2009-08-13,11.47,12.221418439716311,-0.06148373393994955
2009-08-14,11.42,11.991418439716313,-0.04765228088644957
2009-08-17,11.19,12.141418439716311,-0.07836139117025132
2009-08-18,11.34,12.251418439716312,-0.07439289125589743
2009-08-19,11.45,12.361418439716312,-0.07373089457015658
2009-08-20,11.56,12.561418439716313,-0.07972176426748578
2009-08-21,11.76,12.631418439716311,-0.06898816976693256
2009-08-24,11.83,12.921418439716312,-0.0844658382365856
2009-08-25,12.12,12.901418439716313,-0.06056841295145965
2009-08-26,12.1,12.701418439716312,-0.04735049416494497
2009-08-27,11.9,12.511418439716312,-0.048868834709853703
2009-08-28,11.71,12.491418439716313,-0.0625564217136303
2009-08-31,11.69,12.421418439716312,-0.058883648696486324
2009-09-01,11.62,12.301418439716311,-0.055393485154223154
2009-09-02,11.5,12.391418439716311,-0.07193836961063182
2009-09-03,11.59,12.641418439716311,-0.08317250510536112
2009-09-04,11.84,12.851418439716312,-0.07870091884881769
2009-09-08,12.05,13.101418439716312,-0.08025226005521569
2009-09-09,12.3,13.631418439716311,-0.09767277305765254
2009-09-10,12.83,13.541418439716312,-0.05253647857374799
2009-09-11,12.74,13.511418439716312,-0.057093816105106776
2009-09-14,12.71,13.741418439716313,-0.07505909555415624
2009-09-15,12.94,14.031418439716312,-0.07778389935453867
2009-09-16,13.23,13.871418439716312,-0.04624029204394964
2009-09-17,13.07,14.011418439716312,-0.06718937442106487
2009-09-18,13.21,13.891418439716311,-0.0490531937162082
2009-09-21,13.09,13.981418439716313,-0.06375736793515208
2009-09-22,13.18,13.691418439716312,-0.03735321084284304
2009-09-23,12.89,13.571418439716313,-0.05020981725256979
2009-09-24,12.77,13.231418439716313,-0.03487293836398442
2009-09-25,12.43,13.531418439716312,-0.08139711624640322
2009-09-28,12.73,13.641418439716311,-0.06681258578380389
2009-09-29,12.84,13.821418439716313,-0.0710070709454953
2009-09-30,13.02,13.955754716981133,-0.06705153078124271
2009-10-01,13.01,13.995754716981132,-0.0704324087492838
2009-10-02,13.05,14.235754716981132,-0.08329412388418744
2009-10-05,13.29,14.525754716981131,-0.08507335701713936
2009-10-06,13.58,14.615754716981131,-0.07086563349190256
2009-10-07,13.67,14.935754716981132,-0.08474661916762993
2009-10-08,13.99,14.765754716981132,-0.052537424049783676
2009-10-09,13.82,14.725754716981132,-0.061508203442819376
2009-10-12,13.78,14.595754716981132,-0.05588986200433055
2009-10-13,13.65,14.675754716981132,-0.06989451219120224
2009-10-14,13.73,14.445754716981131,-0.04954775510204079
2009-10-15,13.5,14.425754716981132,-0.06417374585548641
2009-10-16,13.48,14.725754716981132,-0.08459700306868345
2009-10-19,13.78,14.675754716981132,-0.061036364688261346
2009-10-20,13.73,14.175754716981132,-0.03144486666711033
2009-10-21,13.23,14.245754716981132,-0.07130227475911388
2009-10-22,13.3,14.125754716981133,-0.05845738748305318
2009-10-23,13.18,14.095754716981132,-0.06496670347689326
2009-10-26,13.15,13.745754716981132,-0.04334099722041107
2009-10-27,12.8,13.205754716981133,-0.03072559847407863
2009-10-28,12.26,13.495754716981132,-0.09156618083953727
2009-10-29,12.55,12.955754716981133,-0.03131849327537117
2009-10-30,12.01,12.855754716981131,-0.06578802533187544
2009-11-02,11.91,13.135754716981133,-0.09331437312821844
2009-11-03,12.19,13.255754716981132,-0.0803993993352834
2009-11-04,12.31,13.785754716981131,-0.10704925100424956
2009-11-05,12.84,13.985754716981132,-0.08192298093073147
2009-11-06,13.04,14.435754716981132,-0.09668733948071806
2009-11-09,13.49,14.355754716981131,-0.06030715445124235
2009-11-10,13.41,14.335754716981132,-0.06457662922235596
2009-11-11,13.39,14.295754716981133,-0.06335830006269183
2009-11-12,13.35,14.445754716981131,-0.07585306122448976
2009-11-13,13.5,14.825754716981132,-0.08942241000808127
2009-11-16,13.88,15.025754716981131,-0.07625272331154676
2009-11-17,14.08,14.795754716981133,-0.04837568144865623
2009-11-18,13.85,14.705754716981133,-0.05819182581584681
2009-11-19,13.76,14.645754716981132,-0.06047859834455216
2009-11-20,13.7,14.805754716981133,-0.07468411696115107
2009-11-23,13.86,14.975754716981132,-0.07450407262052505
2009-11-24,14.03,14.925754716981132,-0.06001403171673636
2009-11-25,13.98,14.795754716981133,-0.055134376892912895
2009-11-27,13.85,14.965754716981133,-0.07455385565788564
2009-11-30,14.02,15.025754716981131,-0.06693538766771512
2009-12-01,14.08,14.965754716981133,-0.05918543593234871
2009-12-02,14.02,14.665754716981132,-0.04403146850897677
2009-12-03,13.72,14.675754716981132,-0.06512474045884942
2009-12-04,13.73,14.785754716981131,-0.07140350541380336
2009-12-07,13.84,14.665754716981132,-0.056304958927549054
2009-12-08,13.72,14.525754716981131,-0.05547076435478937
2009-12-09,13.58,14.855754716981131,-0.08587612957306423
2009-12-10,13.91,14.795754716981133,-0.059865463703892674
2009-12-11,13.85,14.585754716981132,-0.05044337651753783
2009-12-14,13.64,14.375754716981133,-0.051180249765393815
2009-12-15,13.43,14.375754716981133,-0.06578817847135188
2009-12-16,13.43,14.525754716981131,-0.0754353035921882
2009-12-17,13.58,14.495754716981132,-0.06317399368715626
2009-12-18,13.55,14.605754716981131,-0.0722834757558728
2009-12-21,13.66,14.615754716981131,-0.06539208788655293
2009-12-22,13.67,14.345754716981132,-0.047104856475849166
2009-12-23,13.4,14.385754716981133,-0.06852297542773578
2009-12-24,13.44,14.305754716981133,-0.060517933804182356
2009-12-28,13.36,14.245754716981132,-0.06217674911426774
2009-12-29,13.3,14.095754716981132,-0.056453501991098554
2009-12-30,13.15,14.205754716981133,-0.07431880516134182
2009-12-31,13.26,13.505882352941176,-0.018205574912891986
2010-01-04,13.4,14.095882352941176,-0.049367775320285356
2010-01-05,13.99,14.235882352941177,-0.017272013553158994
2010-01-06,14.13,14.365882352941176,-0.01641962165260824
2010-01-07,14.26,14.565882352941177,-0.02099991923107991
2010-01-08,14.46,14.475882352941177,-0.00109715957576495
2010-01-11,14.37,14.085882352941177,0.020170383362565714
2010-01-12,13.98,14.065882352941177,-0.006105720976915308
2010-01-13,13.96,14.005882352941176,-0.003275934481310361
2010-01-14,13.9,14.325882352941177,-0.02972817606963951
2010-01-15,14.22,14.375882352941176,-0.010843324194934278
2010-01-19,14.27,14.205882352941176,0.004513457556935885
2010-01-20,14.1,14.055882352941177,0.003138731952291307
2010-01-21,13.95,13.525882352941176,0.031356005914586316
2010-01-22,13.42,13.495882352941177,-0.005622629996077211
2010-01-25,13.39,13.545882352941176,-0.01150772972034031
2010-01-26,13.44,13.305882352941177,0.010079575596816825
2010-01-27,13.2,13.415882352941177,-0.016091550839654523
2010-01-28,13.31,13.235882352941177,0.0055997511221723695
2010-01-29,13.13,13.365882352941176,-0.017648094357890942
2010-02-01,13.26,13.355882352941176,-0.00717903545474563
2010-02-02,13.25,13.315882352941177,-0.0049476520740381336
2010-02-03,13.21,12.995882352941177,0.01647580681663885
2010-02-04,12.89,12.925882352941176,-0.002776008009465647
2010-02-05,12.82,12.975882352941177,-0.012013237227435525
2010-02-08,12.87,13.215882352941177,-0.026171718520496823
2010-02-09,13.11,12.775882352941176,0.026152216952898266
2010-02-10,12.67,12.805882352941177,-0.010610932475884294
2010-02-11,12.7,12.955882352941176,-0.0197502837684449
2010-02-12,12.85,13.025882352941176,-0.01350252890173409
2010-02-16,12.92,13.855882352941176,-0.06754404585013796
2010-02-17,13.75,13.865882352941176,-0.008357373154590175
2010-02-18,13.76,14.115882352941176,-0.025211484768929426
2010-02-19,14.01,14.225882352941177,-0.015175322527290813
2010-02-22,14.12,14.205882352941176,-0.006045548654244337
2010-02-23,14.1,14.175882352941176,-0.0053529192082659716
2010-02-24,14.07,13.765882352941176,0.022092128877873707
2010-02-25,13.66,13.385882352941177,0.020478115661803464
2010-02-26,13.28,13.565882352941177,-0.02107362761252285
2010-03-01,13.46,13.525882352941176,-0.004870835870226964
2010-03-02,13.42,13.485882352941177,-0.00488528308470737
2010-03-03,13.38,13.725882352941177,-0.025199280020570813
2010-03-04,13.62,13.965882352941177,-0.02476623704826897
2010-03-05,13.86,14.085882352941177,-0.016036081182660977
2010-03-08,13.98,14.205882352941176,-0.01590062111801238
2010-03-09,14.1,14.195882352941176,-0.0067542369369743005
2010-03-10,14.09,14.315882352941177,-0.015778444344002995
2010-03-11,14.21,14.475882352941177,-0.01836726400910238
2010-03-12,14.37,14.435882352941176,-0.00456379120655237
2010-03-15,14.33,14.495882352941177,-0.011443411922249735
2010-03-16,14.39,14.535882352941176,-0.010036016348994314
2010-03-17,14.43,14.485882352941177,-0.0038577113619752135
2010-03-18,14.38,14.455882352941176,-0.005249237029501419
2010-03-19,14.35,14.765882352941176,-0.028165086447295096
2010-03-22,14.66,14.795882352941176,-0.009183795173537845
2010-03-23,14.69,14.915882352941177,-0.015143747288717146
2010-03-24,14.81,14.835882352941177,-0.0017445779310891751
2010-03-25,14.73,14.875882352941176,-0.009806635295978361
2010-03-26,14.77,14.825882352941177,-0.003769242977305187
2010-03-29,14.72,15.005882352941176,-0.019051352410819233
2010-03-30,14.9,14.815882352941177,0.005677532060189838
2010-03-31,14.71,16.27072261072261,-0.09592214482804062
2010-04-01,14.66,16.40072261072261,-0.1061369460382523
2010-04-05,14.79,16.58072261072261,-0.10800027554677061
2010-04-06,14.97,16.410722610722612,-0.08779154001306788
2010-04-07,14.8,16.43072261072261,-0.09924838057082219
2010-04-08,14.82,16.660722610722612,-0.11048275958558651
2010-04-09,15.05,16.570722610722612,-0.09177165332177972
2010-04-12,14.96,16.63072261072261,-0.10046001306313757
2010-04-13,15.02,16.70072261072261,-0.10063771789392584
2010-04-14,15.09,16.70072261072261,-0.09644628249130105
2010-04-15,15.09,16.62072261072261,-0.09209723587680152
2010-04-16,15.01,16.61072261072261,-0.0963668257086725
2010-04-19,15.0,16.84072261072261,-0.10930187814806769
2010-04-20,15.23,16.99072261072261,-0.10362847131713171
2010-04-21,15.38,17.00072261072261,-0.09533257190493749
2010-04-22,15.39,17.300722610722612,-0.11044178059582244
2010-04-23,15.69,17.18072261072261,-0.08676716599756062
2010-04-26,15.57,16.910722610722612,-0.07928239623967914
2010-04-27,15.3,17.11072261072261,-0.10582385396090188
2010-04-28,15.5,17.70072261072261,-0.12432953496426602
2010-04-29,16.09,18.300722610722612,-0.1207997442367289
2010-04-30,16.69,18.40072261072261,-0.09297040376695442
2010-05-03,16.79,18.20072261072261,-0.0775091539437841
2010-05-04,16.59,17.480722610722612,-0.050954564668639346
2010-05-05,15.87,16.99072261072261,-0.06596085619191605
2010-05-06,15.38,16.550722610722612,-0.07073543785720526
2010-05-07,14.94,17.47072261072261,-0.14485506221530797
2010-05-10,15.86,17.84072261072261,-0.11102255519247639
2010-05-11,16.23,18.06072261072261,-0.10136485954530494
2010-05-12,16.45,17.84072261072261,-0.07795214583330623
2010-05-13,16.23,17.49072261072261,-0.07207950401944685
2010-05-14,15.88,17.35072261072261,-0.08476434346392658
2010-05-17,15.74,17.20072261072261,-0.08492216541019171
2010-05-18,15.59,17.13072261072261,-0.08993914884584198
2010-05-19,15.52,16.72072261072261,-0.07181044974411666
2010-05-20,15.11,16.96072261072261,-0.10911814627241045
2010-05-21,15.35,17.070722610722612,-0.1007996351391579
2010-05-24,15.46,17.08072261072261,-0.09488606821032164
2010-05-25,15.47,17.320722610722612,-0.10685019628320236
2010-05-26,15.71,17.97072261072261,-0.12580031753279086
2010-05-27,16.36,17.480722610722612,-0.0641119154899904
2010-05-28,15.87,17.230722610722612,-0.07897072232338298
2010-06-01,15.62,17.95072261072261,-0.12984004383925962
2010-06-02,16.34,18.03072261072261,-0.09376898792271149
2010-06-03,16.42,17.160722610722612,-0.043163835668538875
2010-06-04,15.55,16.67072261072261,-0.06722699650714359
2010-06-07,15.06,16.56072261072261,-0.09061939179821377
2010-06-08,14.95,16.46072261072261,-0.0917774174590924
2010-06-09,14.85,17.25072261072261,-0.13916649550844806
2010-06-10,15.64,17.65072261072261,-0.11391729704602116
2010-06-11,16.04,17.59072261072261,-0.08815570826961672
2010-06-14,15.98,18.00072261072261,-0.11225786066604426
2010-06-15,16.39,17.90072261072261,-0.0843945042653016
2010-06-16,16.29,18.10072261072261,-0.10003592948548723
2010-06-17,16.49,18.13072261072261,-0.09049405508814523
2010-06-18,16.52,18.43072261072261,-0.10367052074295735
2010-06-21,16.82,18.230722610722612,-0.07738160690859719
2010-06-22,16.62,18.140722610722612,-0.08382921911962549
2010-06-23,16.53,17.71072261072261,-0.06666710538438236
2010-06-24,16.1,17.78072261072261,-0.0945249890861608
2010-06-25,16.17,17.980722610722612,-0.10070355068170644
2010-06-28,16.37,16.910722610722612,-0.03197513336182067
2010-06-29,15.3,17.08072261072261,-0.10425335340348785
2010-06-30,15.47,17.358139534883723,-0.10877545551982859
2010-07-01,15.7,17.07813953488372,-0.08069611634620633
2010-07-02,15.42,17.22813953488372,-0.10495268692377258
2010-07-06,15.57,17.40813953488372,-0.10559080889720118
2010-07-07,15.75,17.41813953488372,-0.09577024753664987
2010-07-08,15.76,17.398139534883722,-0.094156017751163
2010-07-09,15.74,17.23813953488372,-0.08690842372241114
2010-07-12,15.58,17.59813953488372,-0.11467914155830428
2010-07-13,15.94,17.70813953488372,-0.0998489723553746
2010-07-14,16.05,17.608139534883723,-0.08848973122895076
2010-07-15,15.95,16.97813953488372,-0.06055666657534997
2010-07-16,15.32,17.07813953488372,-0.10294678359387766
2010-07-19,15.42,17.198139534883722,-0.10339138900908706
2010-07-20,15.54,16.82813953488372,-0.07654675861306515
2010-07-21,15.17,17.308139534883722,-0.12353375881760165
2010-07-22,15.65,17.77813953488372,-0.1197054129712477
2010-07-23,16.12,18.49813953488372,-0.128561011792512
2010-07-26,16.84,18.31813953488372,-0.080692667072923
2010-07-27,16.66,18.27813953488372,-0.08852867830423938
2010-07-28,16.62,18.41813953488372,-0.09762872799818179
2010-07-29,16.76,18.84813953488372,-0.11078756770762632
2010-07-30,17.19,19.08813953488372,-0.0994407826606073
2010-08-02,17.43,18.67813953488372,-0.06682354698939186
2010-08-03,17.02,18.66813953488372,-0.08828622326311464
2010-08-04,17.01,18.57813953488372,-0.08440778108805047
2010-08-05,16.92,18.398139534883722,-0.0803417939124279
2010-08-06,16.74,18.33813953488372,-0.08714840084206255
2010-08-09,16.68,18.48813953488372,-0.09779997232669602
2010-08-10,16.83,18.218139534883722,-0.07619546069595873
2010-08-11,16.56,18.00813953488372,-0.08041583263382202
2010-08-12,16.35,18.06813953488372,-0.09509222195049738
2010-08-13,16.41,18.01813953488372,-0.08925114225973818
2010-08-16,16.36,18.45813953488372,-0.11367015245054812
2010-08-17,16.8,18.65813953488372,-0.09958868253770403
2010-08-18,17.0,18.29813953488372,-0.07094379909000781
2010-08-19,16.64,18.448139534883722,-0.09801202617015647
2010-08-20,16.79,18.43813953488372,-0.08938751828868374
2010-08-23,16.78,18.038139534883722,-0.06974885256046626
2010-08-24,16.38,18.02813953488372,-0.09142038931386343
2010-08-25,16.37,18.218139534883722,-0.10144502029666314
2010-08-26,16.56,18.628139534883722,-0.11102233430294262
2010-08-27,16.97,18.52813953488372,-0.08409584415910432
2010-08-30,16.87,18.558139534883722,-0.0909649122807018
2010-08-31,16.9,19.108139534883723,-0.11556015334996672
2010-09-01,17.45,19.33813953488372,-0.0976381172282752
2010-09-02,17.68,19.72813953488372,-0.10381817967488294
2010-09-03,18.07,19.15813953488372,-0.05679776644816692
2010-09-07,17.5,18.98813953488372,-0.0783720559957869
2010-09-08,17.33,19.038139534883722,-0.08972197791459025
2010-09-09,17.38,19.15813953488372,-0.09281378975479482
2010-09-10,17.5,19.26813953488372,-0.09176493307423983
2010-09-13,17.61,19.538139534883722,-0.09868593329683162
2010-09-14,17.88,19.98813953488372,-0.10546952262388165
2010-09-15,18.33,20.198139534883722,-0.09249067378989562
2010-09-16,18.54,20.358139534883723,-0.08930774503084316
2010-09-17,18.7,20.91813953488372,-0.10603904478142934
2010-09-20,19.26,20.76813953488372,-0.07261794116659004
2010-09-21,19.11,20.41813953488372,-0.0640675186222921
2010-09-22,18.76,20.32813953488372,-0.07714132088638725
2010-09-23,18.67,20.70813953488372,-0.09842214610590139
2010-09-24,19.05,20.77813953488372,-0.08317104291182587
2010-09-27,19.12,20.75813953488372,-0.07891552767196952
2010-09-28,19.1,20.788139534883722,-0.08120685990446253
2010-09-29,19.13,20.74813953488372,-0.07798962081217709
2010-09-30,19.09,21.237308584686776,-0.10111020311844499
2010-10-01,18.88,21.047308584686775,-0.10297319374428837
2010-10-04,18.69,21.557308584686776,-0.13300865334940593
2010-10-05,19.2,21.287308584686777,-0.09805413288311615
2010-10-06,18.93,21.527308584686775,-0.12065180254508656
2010-10-07,19.17,21.357308584686773,-0.10241499185225411
2010-10-08,19.0,21.337308584686774,-0.10954092806082394
2010-10-11,18.98,21.437308584686775,-0.11462766302865524
2010-10-12,19.08,21.677308584686774,-0.11981693089526613
