date,DLTR,dcf,Deviation
2005-02-09,9.15,10.019727496844503,-0.08680151202898523
2005-02-10,9.08,10.169727496844502,-0.1071540508025044
2005-02-11,9.23,10.1097274968445,-0.08701792378865636
2005-02-14,9.17,10.009727496844503,-0.08389114460001246
2005-02-15,9.07,9.8197274968445,-0.07634911427892677
2005-02-16,8.88,9.619727496844499,-0.07689692843036833
2005-02-17,8.68,9.479727496844498,-0.08436186558218084
2005-02-18,8.54,9.4997274968445,-0.10102684494510927
2005-02-22,8.56,9.5897274968445,-0.10737818120309794
2005-02-23,8.65,9.8297274968445,-0.12001629721914575
2005-02-24,8.89,9.8897274968445,-0.1010874664811019
2005-02-25,8.95,9.919727496844502,-0.0977574733935963
2005-02-28,8.98,10.1997274968445,-0.11958432195584134
2005-03-01,9.26,10.2497274968445,-0.09656134732842403
2005-03-02,9.31,10.3197274968445,-0.09784439532470679
2005-03-03,9.38,10.3497274968445,-0.09369594485846666
2005-03-04,9.41,10.399727496844502,-0.09516859909500575
2005-03-07,9.46,10.269727496844503,-0.07884605478512463
2005-03-08,9.33,10.239727496844502,-0.08884294011972926
2005-03-09,9.3,10.189727496844501,-0.08731612274420741
2005-03-10,9.25,10.179727496844501,-0.09133127553097042
2005-03-11,9.24,10.2897274968445,-0.10201703564709708
2005-03-14,9.35,10.3297274968445,-0.09484543490075459
2005-03-15,9.39,10.189727496844501,-0.07848369812560307
2005-03-16,9.25,10.1297274968445,-0.08684611675077569
2005-03-17,9.19,10.1397274968445,-0.09366400597452518
2005-03-18,9.2,10.189727496844501,-0.09712992787599029
2005-03-21,9.25,10.259727496844503,-0.09841659996866936
2005-03-22,9.32,10.3597274968445,-0.1003624368653705
2005-03-23,9.42,10.429727496844501,-0.09681245240108072
2005-03-24,9.49,10.539727496844499,-0.09959721417453893
2005-03-28,9.6,10.429727496844501,-0.07955409161893578
2005-03-29,9.49,10.539727496844499,-0.09959721417453893
2005-03-30,9.6,10.5197274968445,-0.08742883284005043
2005-03-31,9.58,10.3797274968445,-0.07704706092598501
2005-04-01,9.44,10.3597274968445,-0.08877912060183457
2005-04-04,9.42,10.3797274968445,-0.09246172379152184
2005-04-05,9.44,10.4997274968445,-0.10092904765033017
2005-04-06,9.56,10.3297274968445,-0.07451576017660033
2005-04-07,9.39,9.3297274968445,0.00646026405121547
2005-04-08,8.39,9.219727496844499,-0.08999479617249828
2005-04-11,8.28,9.1097274968445,-0.09108148373613889
2005-04-12,8.17,9.2097274968445,-0.11289449087399595
2005-04-13,8.27,9.239727496844502,-0.10495195850480199
2005-04-14,8.3,9.009727496844503,-0.07877346979618105
2005-04-15,8.07,9.169727496844502,-0.11993022663137387
2005-04-18,8.23,9.159727496844502,-0.10150165462507366
2005-04-19,8.22,9.0397274968445,-0.0906805539360166
2005-04-20,8.1,9.019727496844503,-0.10196843498501085
2005-04-21,8.08,9.0697274968445,-0.10912428153865061
2005-04-22,8.13,9.2997274968445,-0.12578083575474674
2005-04-25,8.36,9.3097274968445,-0.1020145323444116
2005-04-26,8.37,9.3497274968445,-0.10478674348264749
2005-04-27,8.41,9.219727496844499,-0.08782553466158649
2005-04-28,8.28,9.0997274968445,-0.09008264226909612
2005-04-29,8.16,8.757312148722294,-0.06820724653619237
2005-05-02,8.17,8.947312148722295,-0.08687661007035474
2005-05-03,8.36,8.967312148722295,-0.06772510409474575
2005-05-04,8.38,8.387312148722295,-0.0008718107294251043
2005-05-05,7.8,8.387312148722295,-0.07002388110853419
2005-05-06,7.8,8.567312148722294,-0.0895627631399808
2005-05-09,7.98,8.677312148722294,-0.08036038542476198
2005-05-10,8.09,8.777312148722293,-0.07830553785447236
2005-05-11,8.19,8.727312148722294,-0.06156673894160636
2005-05-12,8.14,8.567312148722294,-0.049877037430697824
2005-05-13,7.98,8.767312148722294,-0.08980085747683031
2005-05-16,8.18,8.957312148722295,-0.08677962047277477
2005-05-17,8.37,9.207312148722295,-0.090939911148607
2005-05-18,8.62,9.127312148722293,-0.05558176826387062
2005-05-19,8.54,8.987312148722294,-0.04977151581253225
2005-05-20,8.4,8.977312148722294,-0.0643079063263341
2005-05-23,8.39,8.917312148722296,-0.059133530365184095
2005-05-24,8.33,8.987312148722294,-0.07313779001386334
2005-05-25,8.4,8.827312148722294,-0.04840795720406743
2005-05-26,8.24,8.787312148722295,-0.0622843640306866
2005-05-27,8.2,8.857312148722293,-0.07421124351105934
2005-05-31,8.27,8.807312148722296,-0.0610075059960542
2005-06-01,8.22,8.907312148722296,-0.07716268805297077
2005-06-02,8.32,8.777312148722293,-0.05210161618655251
2005-06-03,8.19,8.817312148722294,-0.07114550762651606
2005-06-06,8.23,8.917312148722296,-0.07707615672293988
2005-06-07,8.33,8.827312148722294,-0.056337890894033626
2005-06-08,8.24,8.817312148722294,-0.06547484527991354
2005-06-09,8.23,8.817312148722294,-0.06660897774923402
2005-06-10,8.23,8.757312148722294,-0.06021392634716449
2005-06-13,8.17,8.707312148722295,-0.061708152819712536
2005-06-14,8.12,8.677312148722294,-0.0642263570988808
2005-06-15,8.09,8.677312148722294,-0.06768364888299816
2005-06-16,8.09,8.527312148722293,-0.051283703597952535
2005-06-17,7.94,8.597312148722295,-0.07645554067965099
2005-06-20,8.01,8.497312148722296,-0.0573489757929595
2005-06-21,7.91,8.527312148722293,-0.07239234801728112
2005-06-22,7.94,8.477312148722294,-0.06338237159325055
2005-06-23,7.89,8.417312148722296,-0.06264614397154555
2005-06-24,7.83,8.587312148722294,-0.0881896611659766
2005-06-27,8.0,8.707312148722295,-0.08123197338527544
2005-06-28,8.12,8.687312148722295,-0.06530352990777877
2005-06-29,8.1,8.587312148722294,-0.05674792534411377
2005-06-30,8.0,8.17159742210674,-0.02099925060460195
2005-07-01,8.04,8.35159742210674,-0.03730991885240309
2005-07-05,8.22,8.26159742210674,-0.00503503378117065
2005-07-06,8.13,8.09159742210674,0.004745982269006799
2005-07-07,7.96,8.42159742210674,-0.05481114792961295
2005-07-08,8.29,8.481597422106741,-0.022589780270324544
2005-07-11,8.35,8.38159742210674,-0.0037698568083693873
2005-07-12,8.25,8.27159742210674,-0.002611034000399859
2005-07-13,8.14,8.341597422106743,-0.024167723747069436
2005-07-14,8.21,8.341597422106743,-0.015776045695754193
2005-07-15,8.21,8.331597422106741,-0.014594730871669181
2005-07-18,8.2,8.37159742210674,-0.020497572142397336
2005-07-19,8.24,8.35159742210674,-0.01336240439599512
2005-07-20,8.22,8.231597422106741,-0.0014088908278719892
2005-07-21,8.1,8.28159742210674,-0.021927825376054644
2005-07-22,8.15,8.27159742210674,-0.014700597224637346
2005-07-25,8.14,8.27159742210674,-0.01590955354706114
2005-07-26,8.14,8.341597422106743,-0.024167723747069436
2005-07-27,8.21,8.46159742210674,-0.029734033605689714
2005-07-28,8.33,8.46159742210674,-0.015552314243044596
2005-07-29,8.33,8.43159742210674,-0.01204960543305389
2005-08-01,8.3,8.551597422106742,-0.029421102244165054
2005-08-02,8.42,8.641597422106742,-0.02564310870810249
2005-08-03,8.51,8.501597422106741,0.0009883528325405067
2005-08-04,8.37,8.41159742210674,-0.004945246428153638
2005-08-05,8.28,8.231597422106741,0.005880095370464522
2005-08-08,8.1,8.21159742210674,-0.013590220802386699
2005-08-09,8.08,8.13159742210674,-0.00634529962913144
2005-08-10,8.0,8.18159742210674,-0.022195839362135206
2005-08-11,8.05,8.24159742210674,-0.023247607507837054
2005-08-12,8.11,8.151597422106741,-0.005102977975081524
2005-08-15,8.02,7.911597422106742,0.013701730776942256
2005-08-16,7.78,8.03159742210674,-0.03132595035381447
2005-08-17,7.9,7.96159742210674,-0.0077368169779225004
2005-08-18,7.83,7.881597422106741,-0.006546569095500554
2005-08-19,7.75,7.971597422106741,-0.027798370937826
2005-08-22,7.84,7.821597422106742,0.0023527902166435855
2005-08-23,7.69,7.8115974221067415,-0.015566268400189376
2005-08-24,7.68,7.901597422106741,-0.02804463582095007
2005-08-25,7.77,7.8915974221067415,-0.015408467462634468
2005-08-26,7.76,7.901597422106741,-0.017920100777418346
2005-08-29,7.77,7.79159742210674,-0.002771886294518189
2005-08-30,7.66,7.721597422106741,-0.007977290026852324
2005-08-31,7.59,7.591597422106741,-0.0002104197598900015
2005-09-01,7.46,7.571597422106742,-0.01473895347115417
2005-09-02,7.44,7.661597422106742,-0.028923135724587268
2005-09-06,7.53,7.731597422106741,-0.02607448514201205
2005-09-07,7.6,7.631597422106741,-0.004140341839208084
2005-09-08,7.5,7.71159742210674,-0.02743885741495744
2005-09-09,7.58,7.881597422106741,-0.038266027298070826
2005-09-12,7.75,7.901597422106741,-0.019185667657859784
2005-09-13,7.77,7.971597422106741,-0.02528946350798822
2005-09-14,7.84,8.01159742210674,-0.021418627655109712
2005-09-15,7.88,8.071597422106741,-0.02373723713994813
2005-09-16,7.94,7.921597422106741,0.002323089259989919
2005-09-19,7.79,7.79159742210674,-0.00020501856297239218
2005-09-20,7.66,7.5615974221067415,0.013013464272188413
2005-09-21,7.43,7.471597422106741,-0.005567406774843575
2005-09-22,7.34,7.44159742210674,-0.013652636167192367
2005-09-23,7.31,7.481597422106741,-0.022935933654984253
2005-09-26,7.35,7.431597422106739,-0.010979795792491642
2005-09-27,7.3,7.331597422106741,-0.004309759563647986
2005-09-28,7.2,7.341597422106741,-0.019287004444069278
2005-09-29,7.21,7.35159742210674,-0.019260769323541482
2005-09-30,7.22,7.54159742210674,-0.042643143634800706
2005-10-03,7.41,7.481597422106741,-0.009569804156420392
2005-10-04,7.35,7.381597422106741,-0.004280566969435573
2005-10-05,7.25,7.431597422106739,-0.024435852992593765
2005-10-06,7.3,7.371597422106741,-0.009712606102447618
2005-10-07,7.24,7.35159742210674,-0.015180023564832168
2005-10-10,7.22,7.36159742210674,-0.019234605478632427
2005-10-11,7.23,7.32159742210674,-0.012510578884079582
2005-10-12,7.19,7.331597422106741,-0.01931331113186685
2005-10-13,7.2,7.2315974221067405,-0.004369355795463381
2005-10-14,7.1,7.1915974221067405,-0.012736728258060381
2005-10-17,7.06,7.091597422106741,-0.004455614190427948
2005-10-18,6.96,7.2315974221067405,-0.037557043935614653
2005-10-19,7.1,7.311597422106741,-0.02893997164928319
2005-10-20,7.18,7.421597422106741,-0.03255329120750927
2005-10-21,7.29,7.301597422106741,-0.0015883403913269367
2005-10-24,7.17,7.311597422106741,-0.019366140383853536
2005-10-25,7.18,7.2715974221067405,-0.012596602478056718
2005-10-26,7.14,7.061597422106741,0.011102668873166799
2005-10-27,6.93,7.051597422106741,-0.017243954075644385
2005-10-28,6.92,8.061179034306043,-0.14156477972384884
2005-10-31,7.19,8.011179034306043,-0.10250414212309211
2005-11-01,7.14,8.301179034306044,-0.1398812180182204
2005-11-02,7.43,8.451179034306044,-0.12083272998486383
2005-11-03,7.58,8.651179034306043,-0.12381884943755161
2005-11-04,7.78,8.771179034306043,-0.11300408194033207
2005-11-07,7.9,8.761179034306043,-0.09829487914057389
2005-11-08,7.89,8.801179034306044,-0.10352920111661934
2005-11-09,7.93,9.031179034306044,-0.12193081657700289
2005-11-10,8.16,9.031179034306044,-0.09646348843232577
2005-11-11,8.16,8.981179034306043,-0.09143332196912313
2005-11-14,8.11,8.761179034306043,-0.07432550251013359
2005-11-15,7.89,8.611179034306044,-0.0837491627375232
2005-11-16,7.74,8.641179034306044,-0.10428889746738312
2005-11-17,7.77,8.651179034306043,-0.10185652508308396
2005-11-18,7.78,8.701179034306044,-0.10586830022392613
2005-11-21,7.83,8.661179034306043,-0.09596603776620116
2005-11-22,7.79,8.681179034306043,-0.10265645147788172
2005-11-23,7.81,8.661179034306043,-0.09827519220357994
2005-11-25,7.79,8.641179034306044,-0.0985026500350018
2005-11-28,7.77,8.581179034306043,-0.0945300209986405
2005-11-29,7.71,8.521179034306043,-0.09519563326157765
2005-11-30,7.65,8.641179034306044,-0.11470414284566932
2005-12-01,7.77,8.681179034306043,-0.10496028600553808
2005-12-02,7.81,8.621179034306044,-0.09409142659932468
2005-12-05,7.75,8.621179034306044,-0.10105103151661543
2005-12-06,7.75,8.661179034306043,-0.10520265551571628
2005-12-07,7.79,8.671179034306043,-0.10162159388242453
2005-12-08,7.8,8.711179034306044,-0.10459881845128793
2005-12-09,7.84,8.721179034306044,-0.10103898003237821
2005-12-12,7.85,8.791179034306044,-0.10705947753233747
2005-12-13,7.92,8.881179034306044,-0.10822651256023785
2005-12-14,8.01,8.821179034306043,-0.09195811933431164
2005-12-15,7.95,8.731179034306043,-0.08947005109352124
2005-12-16,7.86,8.641179034306044,-0.09040190362966805
2005-12-19,7.77,8.681179034306043,-0.10496028600553808
2005-12-20,7.81,8.821179034306043,-0.1146308254682864
2005-12-21,7.95,8.811179034306043,-0.09773709408843811
2005-12-22,7.94,8.891179034306044,-0.10698007886647876
2005-12-23,8.02,8.731179034306043,-0.08145280626038254
2005-12-27,7.86,8.941179034306042,-0.12092130469121698
2005-12-28,8.07,8.931179034306043,-0.09642389106725102
2005-12-29,8.06,8.851179034306043,-0.08938685244525424
2005-12-30,7.98,8.941179034306042,-0.10750025590787682
2006-01-03,8.07,9.001179034306043,-0.10345078469798852
2006-01-04,8.13,8.981179034306043,-0.09477364063835425
2006-01-05,8.11,8.951179034306044,-0.09397410453775579
2006-01-06,8.08,9.191179034306042,-0.12089624521060582
2006-01-09,8.32,9.121179034306044,-0.08783722272007777
2006-01-10,8.25,9.081179034306043,-0.09152765639418525
2006-01-11,8.21,9.061179034306043,-0.09393689619015799
2006-01-12,8.19,9.151179034306043,-0.10503335479535092
2006-01-13,8.28,9.031179034306044,-0.08317618679162475
2006-01-17,8.16,9.061179034306043,-0.09945494188936532
2006-01-18,8.19,9.091179034306043,-0.09912675032637641
2006-01-19,8.22,8.971179034306044,-0.08373247612532453
2006-01-20,8.1,8.961179034306044,-0.09610108569521891
2006-01-23,8.09,9.061179034306043,-0.1071802058682556
2006-01-24,8.19,9.051179034306044,-0.09514550878310746
2006-01-25,8.18,9.151179034306043,-0.10612611016190121
2006-01-26,8.28,9.211179034306044,-0.10109227394646969
2006-01-27,8.34,8.822468570905638,-0.05468634623383106
2006-01-30,8.22,8.872468570905639,-0.07353856096432909
2006-01-31,8.27,8.802468570905639,-0.060490823297635
2006-02-01,8.2,9.462468570905639,-0.13341852196871395
2006-02-02,8.86,9.672468570905638,-0.0839980574710274
2006-02-03,9.07,9.60246857090564,-0.05545121725458768
2006-02-06,9.0,9.632468570905639,-0.06566007106589233
2006-02-07,9.03,9.672468570905638,-0.0664223994315325
2006-02-08,9.07,9.60246857090564,-0.05545121725458768
2006-02-09,9.0,9.642468570905638,-0.06662905522390483
2006-02-10,9.04,9.632468570905639,-0.06150744915951856
2006-02-13,9.03,9.952468570905639,-0.09268741361337429
2006-02-14,9.35,10.052468570905639,-0.06988020563812147
2006-02-15,9.45,10.062468570905638,-0.060866631939255456
2006-02-16,9.46,10.122468570905639,-0.0654453571542547
2006-02-17,9.52,10.122468570905639,-0.05951794927151233
2006-02-21,9.52,9.812468570905638,-0.029805809699387953
2006-02-22,9.21,9.792468570905639,-0.059481280607446396
2006-02-23,9.19,9.752468570905638,-0.057674481780299214
2006-02-24,9.15,9.77246857090564,-0.06369614457076256
2006-02-27,9.17,9.742468570905638,-0.05876011472238418
2006-02-28,9.14,9.882468570905639,-0.07512986917980125
2006-03-01,9.28,9.642468570905638,-0.037590848053092984
2006-03-02,9.04,9.712468570905639,-0.06923765734697618
2006-03-03,9.11,9.752468570905638,-0.06587753308145006
2006-03-06,9.15,9.402468570905638,-0.02685130707980876
2006-03-07,8.8,9.402468570905638,-0.06407557402211106
2006-03-08,8.8,9.302468570905639,-0.05401454109473225
2006-03-09,8.7,9.422468570905638,-0.07667508418509894
2006-03-10,8.82,9.502468570905638,-0.07182013450643743
2006-03-13,8.9,9.482468570905638,-0.06142583722268091
2006-03-14,8.88,9.542468570905639,-0.06942318604280884
2006-03-15,8.94,9.652468570905638,-0.0738120580939422
2006-03-16,9.05,9.722468570905638,-0.06916644327532118
2006-03-17,9.12,9.732468570905638,-0.06293044425918415
2006-03-20,9.13,9.572468570905638,-0.046223037205937345
2006-03-21,8.97,9.492468570905638,-0.05504032665507064
2006-03-22,8.89,9.782468570905639,-0.09123142736793022
2006-03-23,9.18,9.802468570905639,-0.063501205477278
2006-03-24,9.2,9.862468570905639,-0.06717066484347811
2006-03-27,9.26,9.832468570905638,-0.058222262982825845
2006-03-28,9.23,9.922468570905638,-0.06978793290775165
2006-03-29,9.32,9.932468570905638,-0.06166327801929228
2006-03-30,9.33,9.822468570905638,-0.050136945448147396
2006-03-31,9.22,9.842468570905638,-0.06324313523800884
2006-04-03,9.24,9.992468570905638,-0.07530357144145017
2006-04-04,9.39,9.902468570905638,-0.0517515978198928
2006-04-05,9.3,9.902468570905638,-0.06084024065228999
2006-04-06,9.3,9.822468570905638,-0.05319116748850694
2006-04-07,9.22,9.612468570905639,-0.04082911356334995
2006-04-10,9.01,9.27246857090564,-0.028306223838729494
2006-04-11,8.67,9.282468570905639,-0.06598121676655289
2006-04-12,8.68,9.322468570905638,-0.06891614233066012
2006-04-13,8.72,9.27246857090564,-0.05958160620130082
2006-04-17,8.67,9.292468570905639,-0.06698635202862713
2006-04-18,8.69,9.282468570905639,-0.06382661749727159
2006-04-19,8.68,9.452468570905639,-0.08172135830033544
2006-04-20,8.85,9.252468570905638,-0.04349850721689552
2006-04-21,8.65,9.222468570905638,-0.062073247146823496
2006-04-24,8.62,9.192468570905639,-0.062275825746907154
2006-04-25,8.59,9.27246857090564,-0.07360160519141912
2006-04-26,8.67,9.412468570905638,-0.07888138646227638
2006-04-27,8.81,9.292468570905639,-0.05192038770152296
2006-04-28,8.69,9.260000002712502,-0.06155507586884823
2006-05-01,8.64,9.3900000027125,-0.07987220473864165
2006-05-02,8.77,9.3800000027125,-0.0650319832128039
2006-05-03,8.76,9.5300000027125,-0.08079748189856628
2006-05-04,8.91,9.4700000027125,-0.05913410797804619
2006-05-05,8.85,9.7900000027125,-0.09601634345781973
2006-05-08,9.17,9.760000002712502,-0.060450819933250965
2006-05-09,9.14,9.7800000027125,-0.06543967306083787
2006-05-10,9.16,9.660000002712497,-0.051759834634792834
2006-05-11,9.04,9.5600000027125,-0.05439330570763157
2006-05-12,8.94,9.570000002712499,-0.06583072126791367
2006-05-15,8.95,9.4600000027125,-0.053911205345271274
2006-05-16,8.84,9.400000002712499,-0.05957446835647906
2006-05-17,8.78,9.3900000027125,-0.0649627265746846
2006-05-18,8.77,9.4400000027125,-0.07097457653813366
2006-05-19,8.82,9.400000002712499,-0.06170212793033314
2006-05-22,8.78,9.420000002712502,-0.06794055228537299
2006-05-23,8.8,9.090000002712502,-0.0319031906079168
2006-05-24,8.47,9.230000002712499,-0.08234019528593184
2006-05-25,8.61,9.350000002712502,-0.07914438529388479
2006-05-26,8.73,9.2800000027125,-0.05926724165428199
2006-05-30,8.66,9.430000002712502,-0.08165429506797606
2006-05-31,8.81,9.3600000027125,-0.058760684033452026
2006-06-01,8.74,9.270000002712502,-0.05717367880878299
2006-06-02,8.65,9.1400000027125,-0.0536105035631379
2006-06-05,8.52,8.770000002712502,-0.02850627168018005
2006-06-06,8.15,8.8000000027125,-0.07386363664910722
2006-06-07,8.18,9.1100000027125,-0.10208562046493885
2006-06-08,8.49,9.070000002712499,-0.0639470785599826
2006-06-09,8.45,9.160000002712497,-0.07751091730373905
2006-06-12,8.54,9.070000002712499,-0.058434399399558634
2006-06-13,8.45,9.180000002712502,-0.07952069743973889
2006-06-14,8.56,9.250000002712502,-0.07459459486596365
2006-06-15,8.63,9.2900000027125,-0.07104413374809382
2006-06-16,8.67,9.170000002712502,-0.05452562732438404
2006-06-19,8.55,9.1200000027125,-0.06250000027883418
2006-06-20,8.5,9.270000002712502,-0.08306364643874775
2006-06-21,8.65,9.3100000027125,-0.07089151477123579
2006-06-22,8.69,9.250000002712502,-0.060540540816031
2006-06-23,8.63,9.3900000027125,-0.08093716746463864
2006-06-26,8.77,9.260000002712502,-0.052915767016087245
2006-06-27,8.64,9.270000002712502,-0.06796116532126828
2006-06-28,8.65,9.2900000027125,-0.06889128121912069
2006-06-29,8.67,9.4500000027125,-0.08253968280302759
2006-06-30,8.83,9.6100000027125,-0.08116545291283439
2006-07-03,8.99,9.4500000027125,-0.048677248950313445
2006-07-05,8.83,9.5400000027125,-0.07442348034702573
2006-07-06,8.92,9.420000002712502,-0.05307855653593696
2006-07-07,8.8,9.5500000027125,-0.07853403167533768
2006-07-10,8.93,9.500000002712502,-0.060000000268395026
2006-07-11,8.88,9.430000002712502,-0.05832449655931027
2006-07-12,8.81,9.070000002712499,-0.028665931933268163
2006-07-13,8.45,9.2000000027125,-0.08152173940123619
2006-07-14,8.58,9.160000002712497,-0.0633187775699503
2006-07-17,8.54,8.980000002712499,-0.048997773115767695
2006-07-18,8.36,9.100000002712502,-0.08131868159251932
2006-07-19,8.48,9.100000002712502,-0.0681318684096367
2006-07-20,8.48,8.990000002712497,-0.056729699950902934
2006-07-21,8.37,9.3100000027125,-0.10096670273239827
2006-07-24,8.69,9.350000002712502,-0.07058823556374672
2006-07-25,8.73,9.2800000027125,-0.05926724165428199
2006-07-26,8.66,9.2100000027125,-0.05971769843110919
2006-07-27,8.59,9.420000002712502,-0.08811040365960754
2006-07-28,8.8,9.343934428560333,-0.05821256909699213
2006-07-31,8.87,9.193934428560333,-0.035233493459998266
2006-08-01,8.72,9.123934428560334,-0.0442719565471571
2006-08-02,8.65,10.023934428560333,-0.13706538469023688
2006-08-03,9.55,10.143934428560332,-0.0585506967482069
2006-08-04,9.67,9.963934428560334,-0.02949983569922021
2006-08-07,9.49,9.943934428560333,-0.045649378706336896
2006-08-08,9.47,9.793934428560332,-0.03307500483316472
2006-08-09,9.32,10.093934428560333,-0.07667321737007926
2006-08-10,9.62,9.973934428560334,-0.035485938983802034
2006-08-11,9.5,10.193934428560333,-0.0680732678264182
2006-08-14,9.72,10.253934428560335,-0.05207117641333492
2006-08-15,9.78,10.343934428560333,-0.054518368465607314
2006-08-16,9.87,10.273934428560333,-0.03931643046479283
2006-08-17,9.8,10.263934428560331,-0.045200447429729396
2006-08-18,9.79,10.053934428560334,-0.026251854976353628
2006-08-21,9.58,10.003934428560335,-0.042376770018607846
2006-08-22,9.53,9.903934428560333,-0.037756149463389566
2006-08-23,9.43,9.893934428560332,-0.04689079272863539
2006-08-24,9.42,9.863934428560334,-0.045005817077914956
2006-08-25,9.39,10.013934428560331,-0.062306622138530554
2006-08-28,9.54,10.073934428560333,-0.05300157871254274
2006-08-29,9.6,10.053934428560334,-0.04514992929244066
2006-08-30,9.58,10.063934428560332,-0.04808600771354188
2006-08-31,9.59,10.133934428560336,-0.05367455576063063
2006-09-01,9.66,10.103934428560335,-0.04393678835696768
2006-09-05,9.63,9.933934428560335,-0.03059557426577264
2006-09-06,9.46,9.933934428560335,-0.047708632663988504
2006-09-07,9.46,10.143934428560332,-0.06742299384691486
2006-09-08,9.67,10.393934428560332,-0.0696497013268732
2006-09-11,9.92,10.803934428560334,-0.08181597494924098
2006-09-12,10.33,10.703934428560334,-0.03493429738906084
2006-09-13,10.23,10.773934428560333,-0.05048614618615377
2006-09-14,10.3,10.673934428560333,-0.03503248320130137
2006-09-15,10.2,10.583934428560333,-0.03627520853911392
2006-09-18,10.11,10.553934428560334,-0.04206340598052127
2006-09-19,10.08,10.853934428560335,-0.07130450562920798
2006-09-20,10.38,10.593934428560333,-0.020194048774134665
2006-09-21,10.12,10.553934428560334,-0.04111589203984922
2006-09-22,10.08,10.733934428560334,-0.060922156075443934
2006-09-25,10.26,10.893934428560332,-0.05819150397108719
2006-09-26,10.42,10.733934428560334,-0.029246911339893433
2006-09-27,10.26,10.773934428560333,-0.04770164808112787
2006-09-28,10.3,10.793934428560332,-0.04576036956954266
2006-09-29,10.32,10.913934428560333,-0.05441982746442786
2006-10-02,10.44,11.083934428560333,-0.05809619613962047
2006-10-03,10.61,11.103934428560335,-0.04448283009397913
2006-10-04,10.63,11.043934428560334,-0.03748070320753372
2006-10-05,10.57,10.763934428560331,-0.018017057781934964
2006-10-06,10.29,10.893934428560332,-0.055437677959306764
2006-10-09,10.42,10.973934428560334,-0.05047728616991598
2006-10-10,10.5,10.923934428560333,-0.038807851816829664
2006-10-11,10.45,10.963934428560334,-0.04687500020262514
2006-10-12,10.49,10.983934428560334,-0.04496880710394713
2006-10-13,10.51,10.943934428560334,-0.0396506787748927
2006-10-16,10.47,10.903934428560332,-0.03979613335015486
2006-10-17,10.43,10.853934428560335,-0.03905813429688887
2006-10-18,10.38,10.893934428560332,-0.04717619992396527
2006-10-19,10.42,10.823934428560333,-0.03731863226134302
2006-10-20,10.35,10.883934428560332,-0.04905711551874525
2006-10-23,10.41,10.853934428560335,-0.04090078408730702
2006-10-24,10.38,10.733934428560334,-0.03297341072054638
2006-10-25,10.26,10.823934428560333,-0.05210068781203259
2006-10-26,10.35,10.733934428560334,-0.03576828525603615
2006-10-27,10.26,10.985319151299231,-0.06602622475592335
2006-10-30,10.43,10.91531915129923,-0.04446220440942972
2006-10-31,10.36,10.735319151299231,-0.03496115448545467
2006-11-01,10.18,10.66531915129923,-0.045504418987790785
2006-11-02,10.11,10.71531915129923,-0.05649100533098317
2006-11-03,10.16,10.91531915129923,-0.06919808214763234
2006-11-06,10.36,10.925319151299231,-0.05174394848062669
2006-11-07,10.37,10.91531915129923,-0.04995906612903045
2006-11-08,10.36,10.80531915129923,-0.041212956791348954
2006-11-09,10.25,11.02531915129923,-0.07032169687422307
2006-11-10,10.47,10.985319151299231,-0.04690980245560583
2006-11-13,10.43,11.02531915129923,-0.05399563886811187
2006-11-14,10.47,11.07531915129923,-0.05465478177468319
2006-11-15,10.52,11.22531915129923,-0.06283288179094626
2006-11-16,10.67,11.065319151299231,-0.03572596017285368
2006-11-17,10.51,11.13531915129923,-0.05615637439778909
2006-11-20,10.58,10.99531915129923,-0.03777235981823723
2006-11-21,10.44,10.895319151299232,-0.04179034546637739
2006-11-22,10.34,10.87531915129923,-0.049223304976321325
2006-11-24,10.32,10.62531915129923,-0.028735056985266794
2006-11-27,10.07,10.675319151299231,-0.05670267490087744
2006-11-28,10.12,10.675319151299231,-0.052018974180425004
2006-11-29,10.12,10.55531915129923,-0.04124168535876516
2006-11-30,10.0,10.43531915129923,-0.041715940354831615
2006-12-01,9.88,10.645319151299232,-0.07189255112241755
2006-12-04,10.09,10.63531915129923,-0.05127435703070682
2006-12-05,10.08,10.74531915129923,-0.061917114041120436
2006-12-06,10.19,10.62531915129923,-0.04096998359301063
2006-12-07,10.07,10.615319151299232,-0.051370961487529954
2006-12-08,10.06,10.655319151299231,-0.055870607238136305
2006-12-11,10.1,10.565319151299231,-0.0440421292187857
2006-12-12,10.01,10.575319151299231,-0.05345646246806457
2006-12-13,10.02,10.69531915129923,-0.06314156143879035
2006-12-14,10.14,10.655319151299231,-0.0483626200193541
2006-12-15,10.1,10.63531915129923,-0.050334093757199105
2006-12-18,10.08,10.50531915129923,-0.0404860761651995
2006-12-19,9.95,10.54531915129923,-0.0564534029513829
2006-12-20,9.99,10.49531915129923,-0.04814709719777077
2006-12-21,9.94,10.575319151299231,-0.06007564804521093
2006-12-22,10.02,10.575319151299231,-0.0525108645284722
2006-12-26,10.02,10.735319151299231,-0.0666323135081327
2006-12-27,10.18,10.60531915129923,-0.04010432361643035
2006-12-28,10.05,10.58531915129923,-0.05057184801400383
2006-12-29,10.03,10.785319151299229,-0.07003215581323263
2007-01-03,10.23,10.77531915129923,-0.050608167019672745
2007-01-04,10.22,11.235319151299231,-0.09036851892024989
2007-01-05,10.68,11.22531915129923,-0.04857938949879337
2007-01-08,10.67,11.205319151299232,-0.04777366392434823
2007-01-09,10.65,11.22531915129923,-0.05125191930357198
