date,PG,dcf,Deviation
2011-08-24,63.31,63.45208268096872,-0.002239212252229783
2011-08-25,62.53,63.49208268096872,-0.015152797645699212
2011-08-26,62.57,64.01208268096872,-0.022528288731924917
2011-08-29,63.09,64.42208268096871,-0.02067742341652401
2011-08-30,63.5,64.60208268096872,-0.017059553426648
2011-08-31,63.68,64.18208268096872,-0.00782278573701689
2011-09-01,63.26,63.47208268096872,-0.0033413537418445216
2011-09-02,62.55,63.30208268096872,-0.011880852084426352
2011-09-06,62.38,63.64208268096872,-0.019830945622810736
2011-09-07,62.72,63.83208268096872,-0.01742200213843692
2011-09-08,62.91,62.76208268096872,0.002356794304981369
2011-09-09,61.84,62.75208268096872,-0.014534699758185554
2011-09-12,61.83,62.86208268096872,-0.016418206921438472
2011-09-13,61.94,63.26208268096872,-0.020898500728090075
2011-09-14,62.34,63.70208268096872,-0.02138207455147534
2011-09-15,62.78,65.25208268096873,-0.03788511537716366
2011-09-16,64.33,64.73208268096872,-0.006211489949278781
2011-09-19,63.81,65.00208268096873,-0.01833914594428432
2011-09-20,64.08,63.94208268096872,0.002156910023081382
2011-09-21,63.02,62.09208268096872,0.014944213158365915
2011-09-22,61.17,62.17208268096872,-0.01611788825075766
2011-09-23,61.25,63.46208268096872,-0.03485676151047734
2011-09-26,62.54,64.18208268096872,-0.025584752198383076
2011-09-27,63.26,63.65208268096872,-0.00615977772375309
2011-09-28,62.73,64.62208268096872,-0.029279196870049873
2011-09-29,63.7,64.10208268096872,-0.006272536930973849
2011-09-30,63.18,64.05596849752189,-0.013675048837264558
2011-10-03,62.84,64.58596849752189,-0.027033247904130753
2011-10-04,63.37,64.55596849752189,-0.0183711673006256
2011-10-05,63.34,64.8259684975219,-0.022922426489913494
2011-10-06,63.61,65.1259684975219,-0.02327748104935412
2011-10-07,63.91,66.0159684975219,-0.031900895275072005
2011-10-10,64.8,65.78596849752188,-0.014987519679960704
2011-10-11,64.57,66.1059684975219,-0.023234944323968
2011-10-12,64.89,65.8659684975219,-0.014817492550172173
2011-10-13,64.65,66.1059684975219,-0.022024766153701747
2011-10-14,64.89,65.47596849752189,-0.008949367393382923
2011-10-17,64.26,66.1359684975219,-0.02836532888442067
2011-10-18,64.92,65.9659684975219,-0.015856183443455296
2011-10-19,64.75,66.30596849752189,-0.023466492274825
2011-10-20,65.09,67.47596849752189,-0.035360270488144385
2011-10-21,66.26,66.58596849752189,-0.004895453274574191
2011-10-24,65.37,65.72596849752189,-0.005415949063349412
2011-10-25,64.51,66.1659684975219,-0.02502749578257768
2011-10-26,64.95,66.47596849752189,-0.022955190153848948
2011-10-27,65.26,65.94596849752189,-0.010401977757710235
2011-10-28,64.73,65.2059684975219,-0.007299462127304812
2011-10-31,63.99,63.92596849752189,0.0010016508780870126
2011-11-01,62.71,64.0759684975219,-0.021317953197612982
2011-11-02,62.86,64.4259684975219,-0.024306479732347785
2011-11-03,63.21,64.2459684975219,-0.016125035107251273
2011-11-04,63.03,64.6759684975219,-0.02544946037545548
2011-11-07,63.46,65.42596849752188,-0.030048748878609866
2011-11-08,64.21,63.9359684975219,0.004286030366283056
2011-11-09,62.72,64.4559684975219,-0.026932626069975818
2011-11-10,63.24,65.1059684975219,-0.028660482910916607
2011-11-11,63.89,64.2659684975219,-0.005850195777200362
2011-11-14,63.05,64.7759684975219,-0.026645197865130088
2011-11-15,63.56,64.4959684975219,-0.014512046556179103
2011-11-16,63.28,64.1559684975219,-0.013653733519052524
2011-11-17,62.94,64.4559684975219,-0.023519443317032485
2011-11-18,63.24,62.875968497521896,0.005789676265463006
2011-11-21,61.66,62.9059684975219,-0.019806840706553697
2011-11-22,61.69,62.275968497521895,-0.009409223359492458
2011-11-23,61.06,62.21596849752189,-0.01857993253882939
2011-11-25,61.0,63.455968497521894,-0.038703506631024065
2011-11-28,62.24,63.74596849752189,-0.023624529252864623
2011-11-29,62.53,65.78596849752188,-0.04949335811092492
2011-11-30,64.57,65.2959684975219,-0.011118121290282335
2011-12-01,64.08,65.8759684975219,-0.027262878079575503
2011-12-02,64.66,66.05596849752189,-0.021133116798889406
2011-12-05,64.84,66.05596849752189,-0.01840815485988223
2011-12-06,64.84,66.44596849752189,-0.02416954006143779
2011-12-07,65.23,65.6859684975219,-0.006941642301264039
2011-12-08,64.47,66.1859684975219,-0.02592646955957356
2011-12-09,64.97,65.5259684975219,-0.008484704770795215
2011-12-12,64.31,65.94596849752189,-0.02480771053629094
2011-12-13,64.73,65.6659684975219,-0.014253478916666285
2011-12-14,64.45,66.2059684975219,-0.026522812631124326
2011-12-15,64.99,66.3559684975219,-0.020585465459266428
2011-12-16,65.14,66.1659684975219,-0.015505984735345146
2011-12-19,64.95,67.0059684975219,-0.030683363640926054
2011-12-20,65.79,67.2159684975219,-0.021214728127802895
2011-12-21,66.0,67.4059684975219,-0.02085821966304935
2011-12-22,66.19,67.8859684975219,-0.024982607379075872
2011-12-23,66.67,68.0059684975219,-0.019644871281710885
2011-12-27,66.79,67.7559684975219,-0.014256581655344935
2011-12-28,66.54,68.1859684975219,-0.024139401900285518
2011-12-29,66.97,67.92596849752188,-0.01407368225536243
2011-12-30,66.71,68.3280485321568,-0.02368059042978976
2012-01-03,66.83,68.2980485321568,-0.021494736141188575
2012-01-04,66.8,68.0180485321568,-0.01790772535293994
2012-01-05,66.52,67.8580485321568,-0.01971834677094675
2012-01-06,66.36,68.1380485321568,-0.02609479681998339
2012-01-09,66.64,67.8280485321568,-0.01751559359095456
2012-01-10,66.33,67.17804853215681,-0.012623893529012942
2012-01-11,65.68,67.30804853215679,-0.024188021606048715
2012-01-12,65.81,67.30804853215679,-0.02225660325660883
2012-01-13,65.81,67.75804853215679,-0.02875006843256822
2012-01-17,66.26,67.5280485321568,-0.018778101244151246
2012-01-18,66.03,67.5780485321568,-0.02290756489394874
2012-01-19,66.08,67.72804853215679,-0.02433332375395858
2012-01-20,66.23,66.4980485321568,-0.004030923283819043
2012-01-23,65.0,65.9980485321568,-0.015122394591266075
2012-01-24,64.5,66.47804853215679,-0.0297549127243103
2012-01-25,64.98,66.2980485321568,-0.019880653523572378
2012-01-26,64.8,65.7980485321568,-0.015168360679709725
2012-01-27,64.3,64.7080485321568,-0.00630599348014671
2012-01-30,63.21,64.5380485321568,-0.020577760907894205
2012-01-31,63.04,64.7080485321568,-0.02577806888006917
2012-02-01,63.21,64.8180485321568,-0.02480865389458653
2012-02-02,63.32,64.2680485321568,-0.014751475325759045
2012-02-03,62.77,65.00804853215679,-0.03442725297391014
2012-02-06,63.51,65.19804853215679,-0.025891089843344317
2012-02-07,63.7,65.1380485321568,-0.022076936054460927
2012-02-08,63.64,65.53804853215681,-0.02896101691562436
2012-02-09,64.04,65.3780485321568,-0.02046632718776642
2012-02-10,63.88,65.72804853215679,-0.02811658908833492
2012-02-13,64.23,65.97804853215679,-0.026494395803549953
2012-02-14,64.48,66.0480485321568,-0.023741027433889395
2012-02-15,64.55,66.69804853215679,-0.032205567920344236
2012-02-16,65.2,66.4080485321568,-0.018191296971658777
2012-02-17,64.91,65.9180485321568,-0.01529245107529309
2012-02-21,64.42,65.9380485321568,-0.02302234545835058
2012-02-22,64.44,67.9180485321568,-0.051209488601694275
2012-02-23,66.42,68.20804853215678,-0.026214626728600865
2012-02-24,66.71,68.19804853215679,-0.021819517774840036
2012-02-27,66.7,68.8880485321568,-0.03176238228225359
2012-02-28,67.39,69.11804853215679,-0.025001408009267312
2012-02-29,67.62,68.1580485321568,-0.007894130535485377
2012-03-01,66.66,68.1680485321568,-0.02212251288733047
2012-03-02,66.67,68.44804853215679,-0.025976613947166993
2012-03-05,66.95,68.33804853215679,-0.0203115037957754
2012-03-06,66.84,68.0780485321568,-0.018185722987814512
2012-03-07,66.58,68.3980485321568,-0.02658041524828103
2012-03-08,66.9,68.42804853215681,-0.022330733740546727
2012-03-09,66.93,69.20804853215678,-0.03291594807933795
2012-03-12,67.71,69.3980485321568,-0.02432414985523157
2012-03-13,67.9,69.34804853215678,-0.02088088364138052
2012-03-14,67.85,69.17804853215681,-0.019197542577967908
2012-03-15,67.68,68.7480485321568,-0.01553569235724872
2012-03-16,67.25,68.70804853215678,-0.021220927726893324
2012-03-19,67.21,68.70804853215678,-0.021803101152780835
2012-03-20,67.21,68.69804853215679,-0.021660710368799685
2012-03-21,67.2,69.0180485321568,-0.02634163919180843
2012-03-22,67.52,68.92804853215681,-0.020427802065220546
2012-03-23,67.43,68.95804853215678,-0.02215910346482919
2012-03-26,67.46,68.6480485321568,-0.01730637006528013
2012-03-27,67.15,68.6880485321568,-0.022391792531953336
2012-03-28,67.19,68.50804853215679,-0.019239323851680257
2012-03-29,67.01,68.70804853215678,-0.02471396828221739
2012-03-30,67.21,68.91522428605386,-0.024743796508240434
2012-04-02,67.56,68.44522428605386,-0.012933324352247366
2012-04-03,67.09,68.61522428605386,-0.022228657006137076
2012-04-04,67.26,68.66522428605386,-0.020464861225819364
2012-04-05,67.31,68.16522428605386,-0.012546343021845319
2012-04-09,66.81,67.70522428605385,-0.013222381219380241
2012-04-10,66.35,67.79522428605385,-0.021317493986831693
2012-04-11,66.44,67.44522428605386,-0.014904306371499754
2012-04-12,66.09,67.16522428605386,-0.01600864580567052
2012-04-13,65.81,68.13522428605386,-0.03412661087445468
2012-04-16,66.78,68.37522428605385,-0.0233304431935768
2012-04-17,67.02,68.10522428605385,-0.015934523341347928
2012-04-18,66.75,67.92522428605385,-0.01730173581915051
2012-04-19,66.57,68.86522428605386,-0.033329221095976025
2012-04-20,67.51,68.00522428605386,-0.007282150617881511
2012-04-23,66.65,68.35522428605385,-0.024946509997799238
2012-04-24,67.0,68.24522428605385,-0.018246321249299813
2012-04-25,66.89,68.22522428605386,-0.019570830290796093
2012-04-26,66.87,65.79522428605385,0.016335163009300047
2012-04-27,64.44,64.99522428605385,-0.008542539735077015
2012-04-30,63.64,64.92522428605386,-0.019795453926986784
2012-05-01,63.57,65.33522428605386,-0.02701795708736332
2012-05-02,63.98,65.86522428605386,-0.02862245299380295
2012-05-03,64.51,65.63522428605386,-0.017143603884856917
2012-05-04,64.28,65.60522428605385,-0.020199981030101677
2012-05-07,64.25,65.51522428605385,-0.019311912610259885
2012-05-08,64.16,65.02522428605386,-0.013305979265025414
2012-05-09,63.67,65.49522428605385,-0.02786805154040073
2012-05-10,64.14,65.03522428605386,-0.013765221783756276
2012-05-11,63.68,64.93522428605385,-0.019330406568310532
2012-05-14,63.58,65.07522428605385,-0.02297685951079076
2012-05-15,63.72,65.64522428605386,-0.029327712822863616
2012-05-16,64.29,65.31522428605386,-0.015696559221228368
2012-05-17,63.96,64.87522428605385,-0.0141074546735801
2012-05-18,63.52,64.74522428605385,-0.018923778542192293
2012-05-21,63.39,64.50522428605386,-0.01728889866514227
2012-05-22,63.15,63.745224286053855,-0.009337551051398219
2012-05-23,62.39,63.925224286053854,-0.02401593898496157
2012-05-24,62.57,63.845224286053856,-0.019973683236514383
2012-05-25,62.49,64.30522428605386,-0.028228255265529523
2012-05-29,62.95,63.675224286053854,-0.011389426487072307
2012-05-30,62.32,63.64522428605385,-0.020822053829170684
2012-05-31,62.29,62.90522428605386,-0.00978017792697472
2012-06-01,61.55,62.75522428605385,-0.01920516259427496
2012-06-04,61.4,62.525224286053856,-0.017996325465478358
2012-06-05,61.17,63.15522428605386,-0.031434046961214546
2012-06-06,61.8,64.11522428605386,-0.03611036710601456
2012-06-07,62.76,64.10522428605385,-0.020984628024248386
2012-06-08,62.75,63.89522428605385,-0.017923472354158698
2012-06-11,62.54,64.11522428605386,-0.024568646582688425
2012-06-12,62.76,63.925224286053854,-0.018227926441676368
2012-06-13,62.57,64.53522428605386,-0.030451963370313195
2012-06-14,63.18,64.23522428605385,-0.016427502165396013
2012-06-15,62.88,63.64522428605385,-0.012023278959856332
2012-06-18,62.29,63.565224286053855,-0.020061665798820072
2012-06-19,62.21,61.745224286053855,0.00752731436836207
2012-06-20,60.39,61.105224286053854,-0.011704797656999832
2012-06-21,59.75,61.18522428605385,-0.023457040532267603
2012-06-22,59.83,60.665224286053856,-0.0137677606220582
2012-06-25,59.31,60.62522428605386,-0.021694340953661517
2012-06-26,59.27,61.33522428605386,-0.033671096993500904
2012-06-27,59.98,61.64522428605385,-0.027013029887387185
2012-06-28,60.29,62.605224286053854,-0.036981327236768724
2012-06-29,61.25,62.69822793417653,-0.023098387018161692
2012-07-02,61.19,62.868227934176524,-0.026694373124905635
2012-07-03,61.36,62.858227934176526,-0.02383503295297207
2012-07-05,61.35,62.788227934176525,-0.02290601250419544
2012-07-06,61.28,63.05822793417653,-0.028199776499154616
2012-07-09,61.55,63.23822793417653,-0.026696319446740002
2012-07-10,61.73,62.90822793417653,-0.018729313682295468
2012-07-11,61.4,65.20822793417652,-0.05840103396185958
2012-07-12,63.7,66.59822793417652,-0.04351809386041072
2012-07-13,65.09,66.31822793417652,-0.018520216423689395
2012-07-16,64.81,66.85822793417651,-0.030635390698554477
2012-07-17,65.35,66.32822793417651,-0.01474828990075383
2012-07-18,64.82,66.42822793417653,-0.024210008067204858
2012-07-19,64.92,66.23822793417652,-0.019901316434468797
2012-07-20,64.73,65.89822793417653,-0.017727759467878745
2012-07-23,64.39,65.52822793417653,-0.01737003990585373
2012-07-24,64.02,65.52822793417653,-0.023016461481173534
2012-07-25,64.02,66.06822793417652,-0.031001708358473934
2012-07-26,64.56,66.59822793417652,-0.030604837356799308
2012-07-27,65.09,66.60822793417651,-0.022793399273087545
2012-07-30,65.1,66.04822793417654,-0.014356599167528628
2012-07-31,64.54,65.51822793417652,-0.014930622591919018
2012-08-01,64.01,65.01822793417652,-0.015506850405046957
2012-08-02,63.51,67.00822793417653,-0.052205946075949194
2012-08-03,65.5,67.31822793417652,-0.027009444395273974
2012-08-06,65.81,67.72822793417653,-0.0283224291065286
2012-08-07,66.22,68.22822793417653,-0.029433974690270093
2012-08-08,66.72,68.23822793417652,-0.02224893553274898
2012-08-09,66.73,68.27822793417653,-0.02267527996873453
2012-08-10,66.77,67.98822793417652,-0.01791821865626453
2012-08-13,66.48,68.23822793417652,-0.025766025692703032
2012-08-14,66.73,68.14822793417653,-0.020810929017059387
2012-08-15,66.64,68.50822793417653,-0.027270124925308892
2012-08-16,67.0,68.50822793417653,-0.022015281662600472
2012-08-17,67.0,68.25822793417653,-0.018433351879422966
2012-08-20,66.75,68.27822793417653,-0.02238236082591094
2012-08-21,66.77,68.35822793417651,-0.023233895643196778
2012-08-22,66.85,68.18822793417654,-0.019625498047380896
2012-08-23,66.68,68.52822793417653,-0.026970315589537774
2012-08-24,67.02,68.61822793417653,-0.023291594410011163
2012-08-27,67.11,68.49822793417653,-0.02026662551782432
2012-08-28,66.99,68.37822793417652,-0.020302192322282586
2012-08-29,66.87,68.38822793417653,-0.022200135608687055
2012-08-30,66.88,68.69822793417653,-0.02646688260894703
2012-08-31,67.19,68.90822793417654,-0.02493501843956647
2012-09-04,67.4,68.79822793417654,-0.020323603909017884
2012-09-05,67.29,69.74822793417653,-0.03524430665817668
2012-09-06,68.24,70.02822793417653,-0.02553581586924336
2012-09-07,68.52,70.01822793417652,-0.021397684265660022
2012-09-10,68.51,69.76822793417652,-0.018034397195290763
2012-09-11,68.26,69.60822793417651,-0.01936880127808205
2012-09-12,68.1,70.41822793417653,-0.03292085021428681
2012-09-13,68.91,70.66822793417653,-0.02488003428944363
2012-09-14,69.16,70.75822793417653,-0.022587167327922653
2012-09-17,69.25,70.72822793417653,-0.020900112689833605
2012-09-18,69.22,70.76822793417652,-0.021877443866710533
2012-09-19,69.26,71.06822793417652,-0.025443548921063486
2012-09-20,69.56,70.92822793417653,-0.019290316056483015
2012-09-21,69.42,71.26822793417652,-0.02593340662101984
2012-09-24,69.76,71.09822793417652,-0.01882224034353519
2012-09-25,69.59,70.80822793417653,-0.017204609827391693
2012-09-26,69.3,70.80822793417653,-0.021300179063633462
2012-09-27,69.3,70.86822793417653,-0.022128787185607735
2012-09-28,69.36,71.25850700958489,-0.026642531386877444
2012-10-01,69.45,70.59850700958489,-0.016268148693696305
2012-10-02,68.79,70.97850700958489,-0.030833376211891084
2012-10-03,69.17,71.18850700958488,-0.028354394471471478
2012-10-04,69.38,71.43850700958488,-0.028815090008931676
2012-10-05,69.63,70.90850700958487,-0.01803037552901876
2012-10-08,69.1,70.50850700958489,-0.0199764123411863
2012-10-09,68.7,69.94850700958489,-0.017848944358652363
2012-10-10,68.14,69.80850700958489,-0.023901198880471597
2012-10-11,68.0,69.74850700958488,-0.02506873744759297
2012-10-12,67.94,70.51850700958487,-0.0365649688135683
2012-10-15,68.71,70.80850700958489,-0.029636368541153257
2012-10-16,69.0,71.27850700958489,-0.03196625610127457
2012-10-17,69.47,71.27850700958489,-0.025372403063123827
2012-10-18,69.47,70.37850700958487,-0.012908870167722353
2012-10-19,68.57,70.30850700958489,-0.02472683724243907
2012-10-22,68.5,69.24850700958488,-0.01080899851719952
2012-10-23,67.44,69.88850700958488,-0.03503447296776685
2012-10-24,68.08,71.87850700958487,-0.0528462146421369
2012-10-25,70.07,71.24850700958488,-0.016540795857327262
2012-10-26,69.44,71.04850700958488,-0.022639561016642995
2012-10-31,69.24,71.05850700958489,-0.02559168614870555
2012-11-01,69.25,70.99850700958488,-0.024627377155252428
2012-11-02,69.19,70.47850700958489,-0.0182822687973464
2012-11-05,68.67,70.7385070095849,-0.02924159834621065
2012-11-06,68.93,69.86850700958489,-0.013432475513697972
2012-11-07,68.06,68.71850700958488,-0.009582673405477693
2012-11-08,66.91,68.81850700958488,-0.027732467507890934
2012-11-09,67.01,68.88850700958488,-0.027268801301260748
2012-11-12,67.08,68.65850700958487,-0.022990698142686172
2012-11-13,66.85,68.33850700958489,-0.021781380289389696
2012-11-14,66.53,68.12850700958487,-0.023463115217833508
2012-11-15,66.32,68.62850700958487,-0.033637727384371874
2012-11-16,66.82,69.72850700958489,-0.041711878460054974
2012-11-19,67.92,70.10850700958488,-0.031215997928549233
2012-11-20,68.3,70.27850700958489,-0.02815237679017646
2012-11-21,68.47,71.39850700958488,-0.04101636199748182
2012-11-23,69.59,71.28850700958488,-0.02382581822560126
2012-11-26,69.48,70.79850700958488,-0.018623373080542183
2012-11-27,68.99,71.24850700958488,-0.03169900822316263
2012-11-28,69.44,71.30850700958489,-0.026203143046224953
2012-11-29,69.5,71.63850700958488,-0.029851362051679264
2012-11-30,69.83,71.38850700958488,-0.02183134337542081
2012-12-03,69.58,71.11850700958489,-0.02163300488545883
2012-12-04,69.31,71.21850700958488,-0.02679790815227323
2012-12-05,69.41,71.75850700958489,-0.03272792463855467
2012-12-06,69.95,72.09850700958489,-0.0297996047171859
2012-12-07,70.29,72.02850700958489,-0.024136374357357382
2012-12-10,70.22,72.46850700958488,-0.031027367643816528
2012-12-11,70.66,72.56850700958488,-0.026299383689026512
2012-12-12,70.76,71.93850700958488,-0.016382144397684706
2012-12-13,70.13,71.7385070095849,-0.022421807710188202
2012-12-14,69.93,71.7385070095849,-0.025209710725416334
2012-12-17,69.93,71.77850700958489,-0.025752931993111017
2012-12-18,69.97,71.14850700958488,-0.016564044125706112
2012-12-19,69.34,71.62850700958487,-0.03194966787844156
2012-12-20,69.82,70.52850700958489,-0.010045682797292232
2012-12-21,68.72,70.32850700958488,-0.022871337356353494
2012-12-24,68.52,69.80850700958489,-0.01845773623847846
2012-12-26,68.0,69.77850700958489,-0.025487891412474428
2012-12-27,67.97,68.95850700958489,-0.01433480874879578
2012-12-28,67.15,69.69850700958489,-0.03656472884325068
2012-12-31,67.89,71.66025733912034,-0.052612947247429154
2013-01-02,69.39,71.22025733912034,-0.025698549928083514
2013-01-03,68.95,71.36025733912034,-0.033775905931311856
2013-01-04,69.09,70.89025733912032,-0.025394989476598462
2013-01-07,68.62,70.78025733912033,-0.030520620019367284
2013-01-08,68.51,71.15025733912033,-0.03710819100113982
2013-01-09,68.88,71.54025733912033,-0.037185459461097414
2013-01-10,69.27,71.49025733912033,-0.031056782025393304
2013-01-11,69.22,71.90025733912033,-0.03727743735990807
2013-01-14,69.63,72.15025733912033,-0.03493067706293318
2013-01-15,69.88,71.61025733912034,-0.024162143852192397
2013-01-16,69.34,71.94025733912034,-0.03614467664277232
2013-01-17,69.67,72.21025733912033,-0.035178621884568884
2013-01-18,69.94,72.22025733912034,-0.03157365292141057
2013-01-22,69.95,72.96025733912033,-0.04125886405702506
2013-01-23,70.69,72.69025733912034,-0.027517543785662735
2013-01-24,70.42,75.52025733912033,-0.06753495709393387
2013-01-25,73.25,76.04025733912033,-0.03669447522614877
2013-01-28,73.77,77.27025733912033,-0.04529889584498936
2013-01-29,75.0,77.35025733912033,-0.03038460917869079
2013-01-30,75.08,77.43025733912033,-0.03035321617009412
2013-01-31,75.16,78.19025733912034,-0.03875492218906196
2013-02-01,75.92,77.52025733912033,-0.02064308600163489
2013-02-04,75.25,77.97025733912034,-0.03488839760126705
2013-02-05,75.7,78.42025733912034,-0.03468819704782222
2013-02-06,76.15,78.42025733912034,-0.028949883820233335
2013-02-07,76.15,78.02025733912033,-0.023971432585656927
2013-02-08,75.75,78.08025733912034,-0.02984438600143824
2013-02-11,75.81,78.25025733912032,-0.031185294746632675
2013-02-12,75.98,78.83025733912034,-0.03615689502139763
2013-02-13,76.56,79.05025733912034,-0.03150220407806259
2013-02-14,76.78,78.81025733912034,-0.02576133371046041
2013-02-15,76.54,79.65025733912033,-0.039048930198405274
2013-02-19,77.38,79.35025733912033,-0.024829879639835628
2013-02-20,77.08,79.31025733912034,-0.028120667035337554
2013-02-21,77.04,79.26025733912033,-0.028012239849547815
2013-02-22,76.99,78.19025733912034,-0.015350471784671083
2013-02-25,75.92,78.35025733912033,-0.031017860331990277
2013-02-26,76.08,79.02025733912033,-0.03720890614797723
2013-02-27,76.75,78.45025733912034,-0.02167306261049684
2013-02-28,76.18,78.76025733912033,-0.03276090538925536
2013-03-01,76.49,78.95025733912034,-0.031162119314603887
2013-03-04,76.68,79.32025733912033,-0.03328604101512622
2013-03-05,77.05,79.47025733912034,-0.030454882369292835
2013-03-06,77.2,79.17025733912034,-0.024886332384658982
2013-03-07,76.9,79.45025733912034,-0.032098792685277044
2013-03-08,77.18,79.62025733912031,-0.030648699472631824
2013-03-11,77.35,79.44025733912034,-0.026312318327435635
2013-03-12,77.17,79.07025733912033,-0.024032517448000945
2013-03-13,76.8,79.66025733912034,-0.03590570046672059
2013-03-14,77.39,78.61025733912034,-0.015522876790190598
2013-03-15,76.34,78.43025733912033,-0.02665116002466217
2013-03-18,76.16,79.38025733912033,-0.040567484246908925
2013-03-19,77.11,79.85025733912033,-0.03431745157041366
2013-03-20,77.58,79.48025733912031,-0.02390854537640008
2013-03-21,77.21,79.54025733912033,-0.029296577822036318
2013-03-22,77.27,78.95025733912034,-0.021282480839840967
2013-03-25,76.68,79.67025733912034,-0.03753291929750091
2013-03-26,77.4,79.33025733912034,-0.024331918285212195
2013-03-27,77.06,79.33025733912034,-0.028617798747525236
2013-03-28,77.06,79.70710479573712,-0.03321039953114313
2013-04-01,77.7,80.96710479573711,-0.040351014204834446
2013-04-02,78.96,80.12710479573713,-0.01456566786872382
2013-04-03,78.12,80.54710479573713,-0.030132737879184135
2013-04-04,78.54,80.23710479573712,-0.021151122040825254
2013-04-05,78.23,80.79710479573713,-0.03177223741156332
2013-04-08,78.79,80.26710479573713,-0.01840236793760086
2013-04-09,78.26,81.24710479573712,-0.03676567679853915
2013-04-10,79.24,81.67710479573712,-0.029838285794189012
2013-04-11,79.67,82.08710479573712,-0.029445609048482813
2013-04-12,80.08,81.65710479573713,-0.01931374862826951
2013-04-15,79.65,82.10710479573711,-0.02992560512089426
2013-04-16,80.1,81.06710479573712,-0.01192968218334578
2013-04-17,79.06,81.87710479573713,-0.03440650231545306
2013-04-18,79.87,83.43710479573713,-0.04275202027287228
2013-04-19,81.43,83.40710479573713,-0.023704273162088785
2013-04-22,81.4,84.54710479573713,-0.03722309360374221
2013-04-23,82.54,79.12710479573713,0.04313180942324513
2013-04-24,77.12,78.58710479573712,-0.01866851819456128
2013-04-25,76.58,79.10710479573711,-0.03194535816046318
2013-04-26,77.1,79.68710479573713,-0.032465789820933844
2013-04-29,77.68,78.77710479573712,-0.013926696069648914
2013-04-30,76.77,78.99710479573712,-0.0281922331393758
2013-05-01,76.99,79.76710479573713,-0.03481516350441172
2013-05-02,77.76,80.19710479573712,-0.030388937380525727
2013-05-03,78.19,79.75710479573712,-0.019648466425036037
2013-05-06,77.75,79.94710479573712,-0.027481980759036406
2013-05-07,77.94,80.44710479573712,-0.031164636715055205
2013-05-08,78.44,80.21710479573711,-0.022153689045027125
2013-05-09,78.21,80.76710479573713,-0.03166022605619134
2013-05-10,78.76,80.59710479573712,-0.02279368223452971
2013-05-13,78.59,81.47710479573712,-0.03543455309286059
2013-05-14,79.47,82.68710479573713,-0.03890697108919683
2013-05-15,80.68,82.20710479573712,-0.018576311616028462
2013-05-16,80.2,82.02710479573712,-0.02227440308038353
2013-05-17,80.02,81.09710479573712,-0.01328166768037009
2013-05-20,79.09,80.80710479573712,-0.02124942850109013
2013-05-21,78.8,80.82710479573711,-0.025079517580889887
2013-05-22,78.82,80.70710479573712,-0.02338213965812841
2013-05-23,78.7,83.88710479573712,-0.06183435235209955
2013-05-24,81.88,82.86710479573712,-0.011911901570234473
2013-05-28,80.86,80.90710479573713,-0.0005822083963583635
2013-05-29,78.9,81.09710479573712,-0.02709227168184447
2013-05-30,79.09,78.76710479573713,0.004099366164342699
2013-05-31,76.76,79.66710479573712,-0.03649065449523736
2013-06-03,77.66,79.37710479573713,-0.02163224269965236
2013-06-04,77.37,78.66710479573712,-0.016488528452967777
2013-06-05,76.66,78.82710479573711,-0.02749187352945015
2013-06-06,76.82,79.75710479573712,-0.03682561952642638
2013-06-07,77.75,80.07710479573711,-0.029060800857787727
2013-06-10,78.07,80.12710479573713,-0.025673020396545954
2013-06-11,78.12,79.60710479573711,-0.018680553696216573
2013-06-12,77.6,80.43710479573713,-0.03527109538491857
2013-06-13,78.43,80.03710479573712,-0.0200794968763377
2013-06-14,78.03,80.96710479573711,-0.036275284921534534
2013-06-17,78.96,81.04710479573713,-0.025751750182776534
2013-06-18,79.04,79.61710479573712,-0.007248502658037004
2013-06-19,77.61,77.25710479573712,0.004567802601403548
2013-06-20,75.25,79.43710479573713,-0.05270968531020559
2013-06-21,77.43,78.58710479573712,-0.014723850671743755
2013-06-24,76.58,78.69710479573712,-0.026901940055256035
2013-06-25,76.69,79.40710479573713,-0.03421740161319908
2013-06-26,77.4,79.67710479573712,-0.028579160871554987
2013-06-27,77.67,78.99710479573712,-0.01679941055015388
2013-06-28,76.99,80.04927728110285,-0.03821742537861805
2013-07-01,78.02,80.46927728110285,-0.030437421135855458
2013-07-02,78.44,80.59927728110283,-0.02679028092984015
2013-07-03,78.57,80.36927728110284,-0.022387625495369545
2013-07-05,78.34,80.78927728110284,-0.030316860894555098
2013-07-08,78.76,81.59927728110283,-0.03479537289676904
2013-07-09,79.57,81.82927728110285,-0.027609644813820222
2013-07-10,79.8,82.79927728110285,-0.03622347174505314
2013-07-11,80.77,83.57927728110285,-0.03361212698279725
2013-07-12,81.55,83.53927728110284,-0.023812478942199733
2013-07-15,81.51,82.99927728110285,-0.017943256012446285
2013-07-16,80.97,82.11927728110284,-0.013995219139213089
2013-07-17,80.09,82.32927728110285,-0.027199039698321603
2013-07-18,80.3,83.39927728110284,-0.03716192012859443
2013-07-19,81.37,83.24927728110285,-0.022574097247201386
2013-07-22,81.22,82.97927728110285,-0.021201405203169932
2013-07-23,80.95,82.29927728110285,-0.01639476464045031
2013-07-24,80.27,82.43927728110285,-0.026313637778579868
2013-07-25,80.41,82.41927728110285,-0.02437872967813004
