date,FTNT,dcf,Deviation
2010-04-28,8.41,11.227185555169743,-0.2509253580361931
2010-04-29,8.9,11.217185555169742,-0.20657459429311165
2010-04-30,8.89,11.647185555169743,-0.23672547690681656
2010-05-03,9.32,11.287185555169744,-0.17428486007911292
2010-05-04,8.96,11.147185555169743,-0.19620966604932744
2010-05-05,8.82,10.927185555169743,-0.192838818791067
2010-05-06,8.6,10.557185555169744,-0.18538895096064034
2010-05-07,8.23,10.777185555169742,-0.23634979115190924
2010-05-10,8.45,10.707185555169742,-0.21081035193976883
2010-05-11,8.38,10.917185555169743,-0.23240289746364884
2010-05-12,8.59,10.707185555169742,-0.19773502049261704
2010-05-13,8.38,10.397185555169743,-0.1940126531806241
2010-05-14,8.07,10.707185555169742,-0.2463005372963235
2010-05-17,8.38,10.61718555516974,-0.21071361553819745
2010-05-18,8.29,10.597185555169743,-0.21771682142946003
2010-05-19,8.27,10.437185555169743,-0.20764079968821614
2010-05-20,8.11,10.457185555169742,-0.22445671856796678
2010-05-21,8.13,10.347185555169743,-0.21427909486575059
2010-05-24,8.02,10.187185555169743,-0.21273643671582587
2010-05-25,7.86,10.427185555169743,-0.24620119605495516
2010-05-26,8.1,10.427185555169743,-0.22318443868258742
2010-05-27,8.1,10.487185555169743,-0.22762880876013114
2010-05-28,8.16,10.197185555169742,-0.19977919830407864
2010-06-01,7.87,10.327185555169743,-0.23793370827346927
2010-06-02,8.0,10.217185555169742,-0.21700550931541807
2010-06-03,7.89,9.927185555169743,-0.20521280113564977
2010-06-04,7.6,9.847185555169743,-0.22820587086327193
2010-06-07,7.52,9.827185555169743,-0.23477582083061543
2010-06-08,7.5,9.877185555169742,-0.24067438461004897
2010-06-09,7.55,10.057185555169744,-0.24929295988587608
2010-06-10,7.73,10.227185555169743,-0.2441713354763022
2010-06-11,7.9,10.427185555169743,-0.2423650698262272
2010-06-14,8.1,10.537185555169744,-0.23129378735994777
2010-06-15,8.21,10.457185555169742,-0.21489391608421782
2010-06-16,8.13,10.577185555169743,-0.2313645290994869
2010-06-17,8.25,10.897185555169743,-0.24292378447331198
2010-06-18,8.57,10.857185555169742,-0.21066099898059487
2010-06-21,8.53,10.817185555169743,-0.2114399853367268
2010-06-22,8.49,10.717185555169742,-0.20781440646937333
2010-06-23,8.39,10.877185555169742,-0.22866076362810828
2010-06-24,8.55,11.107185555169742,-0.23022803953964033
2010-06-25,8.78,11.067185555169743,-0.2066637035918627
2010-06-28,8.74,10.86718555516974,-0.1957439250825891
2010-06-29,8.54,10.547185555169742,-0.1903053231282077
2010-06-30,8.22,9.673555207932868,-0.15026070319429907
2010-07-01,8.13,9.643555207932868,-0.15694991891453103
2010-07-02,8.1,9.683555207932868,-0.16353035366965252
2010-07-06,8.14,9.893555207932868,-0.1772421714013208
2010-07-07,8.35,10.053555207932867,-0.16944803830078525
2010-07-08,8.51,10.033555207932867,-0.15184599838831736
2010-07-09,8.49,9.873555207932867,-0.140127358261111
2010-07-12,8.33,9.973555207932868,-0.16479130798068886
2010-07-13,8.43,9.973555207932868,-0.15476479307049307
2010-07-14,8.43,9.843555207932868,-0.14360210087445757
2010-07-15,8.3,9.683555207932868,-0.14287678215532285
2010-07-16,8.14,9.613555207932867,-0.15327890422025403
2010-07-19,8.07,9.603555207932867,-0.15968619690613095
2010-07-20,8.06,9.543555207932867,-0.15545100076538498
2010-07-21,8.0,10.203555207932867,-0.2159595516491829
2010-07-22,8.66,10.453555207932867,-0.17157370600308264
2010-07-23,8.91,10.583555207932866,-0.15812788567290303
2010-07-26,9.04,10.513555207932868,-0.14015765160209714
2010-07-27,8.97,10.403555207932868,-0.1377947422088711
2010-07-28,8.86,10.443555207932867,-0.15162989771241964
2010-07-29,8.9,10.553555207932867,-0.15668229097716058
2010-07-30,9.01,10.623555207932867,-0.15188467291326224
2010-08-02,9.08,10.643555207932868,-0.1469015923145226
2010-08-03,9.1,10.75355520793287,-0.15376823533793238
2010-08-04,9.21,10.533555207932867,-0.1256513287115153
2010-08-05,8.99,10.643555207932868,-0.15535741353607468
2010-08-06,9.1,10.633555207932867,-0.14421848365340706
2010-08-09,9.09,10.483555207932868,-0.13292773112678136
2010-08-10,8.94,10.153555207932868,-0.11952022548562402
2010-08-11,8.61,10.223555207932868,-0.1578272112895568
2010-08-12,8.68,10.323555207932868,-0.15920438016061766
2010-08-13,8.78,10.393555207932868,-0.15524574369906896
2010-08-16,8.85,10.583555207932866,-0.16379705815995427
2010-08-17,9.04,10.653555207932868,-0.15145697154048454
2010-08-18,9.11,10.443555207932867,-0.127691689408594
2010-08-19,8.9,10.733555207932868,-0.1708245937541495
2010-08-20,9.19,10.75355520793287,-0.14539891019292295
2010-08-23,9.21,10.763555207932868,-0.14433476466845063
2010-08-24,9.22,10.843555207932868,-0.14972536006872683
2010-08-25,9.3,10.963555207932867,-0.1517350144530829
2010-08-26,9.42,11.543555207932867,-0.18396024185629878
2010-08-27,10.0,11.563555207932868,-0.13521405656110264
2010-08-30,10.02,11.733555207932868,-0.14603887547862404
2010-08-31,10.19,12.033555207932867,-0.1532012091254248
2010-09-01,10.49,12.463555207932867,-0.158346087854349
2010-09-02,10.92,12.133555207932867,-0.10001645743033749
2010-09-03,10.59,11.783555207932867,-0.10128990672775462
2010-09-07,10.24,11.983555207932868,-0.1454956544764504
2010-09-08,10.44,12.553555207932867,-0.1683630790580556
2010-09-09,11.01,12.303555207932867,-0.10513670122753072
2010-09-10,10.76,12.493555207932868,-0.13875595689785203
2010-09-13,10.95,13.00355520793287,-0.15792259694334143
2010-09-14,11.46,12.743555207932868,-0.10072190899552536
2010-09-15,11.2,12.943555207932867,-0.134704505827292
2010-09-16,11.4,14.043555207932867,-0.1882397419166043
2010-09-17,12.5,14.103555207932867,-0.11369865145994618
2010-09-20,12.56,13.883555207932867,-0.09533258506989661
2010-09-21,12.34,13.453555207932867,-0.08277033027494929
2010-09-22,11.91,13.383555207932867,-0.11010192621011816
2010-09-23,11.84,13.543555207932867,-0.12578345801957846
2010-09-24,12.0,13.883555207932867,-0.13566807490754462
2010-09-27,12.34,13.723555207932868,-0.10081609225669952
2010-09-28,12.18,14.153555207932868,-0.13943883207709673
2010-09-29,12.61,14.043555207932867,-0.10207922329547192
2010-09-30,12.5,13.506445299758628,-0.07451592757545278
2010-10-01,12.5,13.776445299758628,-0.09265418415162519
2010-10-04,12.77,13.776445299758628,-0.07305551452930037
2010-10-05,12.77,13.106445299758628,-0.02567021736739128
2010-10-06,12.1,13.046445299758625,-0.07254430444560522
2010-10-07,12.04,13.106445299758628,-0.08136800447168302
2010-10-08,12.1,13.506445299758628,-0.10413141789303826
2010-10-11,12.5,13.506445299758628,-0.07451592757545278
2010-10-12,12.5,13.516445299758628,-0.07520063723979109
2010-10-13,12.51,13.646445299758627,-0.08327775290893724
2010-10-14,12.64,14.026445299758628,-0.0988450936875992
2010-10-15,13.02,14.066445299758627,-0.07439301667611675
2010-10-18,13.06,13.596445299758628,-0.039454819839429
2010-10-19,12.59,13.586445299758628,-0.07334113359116312
2010-10-20,12.58,13.356445299758628,-0.058132630526526285
2010-10-21,12.35,15.826445299758628,-0.21966052603180886
2010-10-22,14.82,16.136445299758627,-0.08158211274563165
2010-10-25,15.13,16.696445299758626,-0.09381908973051112
2010-10-26,15.69,16.676445299758626,-0.059152012435941925
2010-10-27,15.67,16.006445299758628,-0.02101936397856563
2010-10-28,15.0,16.006445299758628,-0.06287750221304944
2010-10-29,15.0,16.946445299758626,-0.11485861874444836
2010-11-01,15.94,16.506445299758628,-0.03431661326663171
2010-11-02,15.5,16.506445299758628,-0.06097286735462937
2010-11-03,15.5,16.28644529975863,-0.04828833335229288
2010-11-04,15.28,16.656445299758627,-0.08263739801544412
2010-11-05,15.65,16.496445299758626,-0.05131076934319967
2010-11-08,15.49,16.606445299758626,-0.06722963762599166
2010-11-09,15.6,16.496445299758626,-0.05434172535168791
2010-11-10,15.49,16.226445299758627,-0.045385497942028064
2010-11-11,15.22,16.166445299758628,-0.05854380986108043
2010-11-12,15.16,16.506445299758628,-0.08157088187717298
2010-11-15,15.5,16.696445299758626,-0.07165868412577148
2010-11-16,15.69,16.64644529975863,-0.057456428837242335
2010-11-17,15.64,17.28644529975863,-0.09524487372667756
2010-11-18,16.28,16.976445299758627,-0.04102421251688815
2010-11-19,15.97,16.836445299758626,-0.05146248417241894
2010-11-22,15.83,16.726445299758627,-0.053594489665509726
2010-11-23,15.72,16.946445299758626,-0.07237183244418188
2010-11-24,15.94,16.856445299758626,-0.054367648899958154
2010-11-26,15.85,16.766445299758626,-0.0546594870513083
2010-11-29,15.76,16.946445299758626,-0.07001145542750042
2010-11-30,15.94,17.106445299758626,-0.06818747433022132
2010-12-01,16.1,17.226445299758627,-0.06539046681757432
2010-12-02,16.22,17.636445299758627,-0.08031353686550502
2010-12-03,16.63,17.46644529975863,-0.04788869660675543
2010-12-06,16.46,17.366445299758627,-0.05219521232541613
2010-12-07,16.36,17.346445299758628,-0.05686728794932727
2010-12-08,16.34,17.73644529975863,-0.07873309877812062
2010-12-09,16.73,17.67644529975863,-0.05354273914855223
2010-12-10,16.67,16.96644529975863,-0.017472446026324917
2010-12-13,15.96,16.546445299758627,-0.03544237382316684
2010-12-14,15.54,16.71644529975863,-0.07037652315804344
2010-12-15,15.71,16.89644529975863,-0.07021863348828628
2010-12-16,15.89,17.05644529975863,-0.06838736203581264
2010-12-17,16.05,17.01644529975863,-0.05679478191443055
2010-12-20,16.01,16.996445299758626,-0.05803832991905866
2010-12-21,15.99,16.846445299758628,-0.05083833915816638
2010-12-22,15.84,16.686445299758628,-0.050726519911995394
2010-12-23,15.68,17.256445299758628,-0.09135399975919023
2010-12-27,16.25,16.836445299758626,-0.034831895291284165
2010-12-28,15.83,17.096445299758628,-0.07407652746249582
2010-12-29,16.09,17.096445299758628,-0.05886868773667453
2010-12-30,16.09,17.17644529975863,-0.06325204550757058
2010-12-31,16.17,17.404941626280323,-0.07095350577996995
2011-01-03,16.55,18.34494162628032,-0.0978439540908077
2011-01-04,17.49,19.104941626280322,-0.08453004766362893
2011-01-05,18.25,19.044941626280323,-0.04174030258950101
2011-01-06,18.19,18.474941626280323,-0.01542314081658569
2011-01-07,17.62,18.854941626280322,-0.0654969742552286
2011-01-10,18.0,18.884941626280323,-0.046859643190468536
2011-01-11,18.03,19.14494162628032,-0.05823687781580045
2011-01-12,18.29,19.25494162628032,-0.05011397307812715
2011-01-13,18.4,19.53494162628032,-0.05809803008336034
2011-01-14,18.68,19.18494162628032,-0.026319685309265206
2011-01-18,18.33,18.654941626280323,-0.01741852817285472
2011-01-19,17.8,18.334941626280322,-0.029176074687555342
2011-01-20,17.48,18.404941626280323,-0.05025506981014283
2011-01-21,17.55,18.104941626280322,-0.0306513899760269
2011-01-24,17.25,17.814941626280323,-0.03171167428620314
2011-01-25,16.96,20.68494162628032,-0.18007987131797187
2011-01-26,19.83,19.75494162628032,0.0037994733236683675
2011-01-27,18.9,19.334941626280322,-0.022495109356272636
2011-01-28,18.48,20.084941626280322,-0.07990770678568071
2011-01-31,19.23,20.584941626280322,-0.06582198049813748
2011-02-01,19.73,20.354941626280322,-0.030702206754229078
2011-02-02,19.5,20.294941626280323,-0.03916944630434105
2011-02-03,19.44,21.28494162628032,-0.0866782563313393
2011-02-04,20.43,20.73494162628032,-0.014706654678681375
2011-02-07,19.88,21.09494162628032,-0.057593979059261
2011-02-08,20.24,20.93494162628032,-0.033195298018311115
2011-02-09,20.08,21.18494162628032,-0.05215693513687203
2011-02-10,20.33,21.174941626280322,-0.03990290226971216
2011-02-11,20.32,21.354941626280322,-0.048463800294667014
2011-02-14,20.5,21.084941626280322,-0.027742150613841332
2011-02-15,20.23,21.48494162628032,-0.05841028791743519
2011-02-16,20.63,21.514941626280322,-0.04113149092625812
2011-02-17,20.66,21.704941626280323,-0.048143028637087415
2011-02-18,20.85,20.66494162628032,0.008955184924613446
2011-02-22,19.81,20.794941626280323,-0.047364481419633786
2011-02-23,19.94,21.244941626280323,-0.061423639058913126
2011-02-24,20.39,21.604941626280322,-0.05623443225611224
2011-02-25,20.75,21.274941626280324,-0.024674174693474993
2011-02-28,20.42,20.68494162628032,-0.012808429971284507
2011-03-01,19.83,21.03494162628032,-0.05728286047511111
2011-03-02,20.18,21.974941626280323,-0.08168129211927977
2011-03-03,21.12,22.48494162628032,-0.06070469957035518
2011-03-04,21.63,22.41494162628032,-0.03501867813744475
2011-03-07,21.56,22.494941626280323,-0.041562305064532956
2011-03-08,21.64,22.46494162628032,-0.03672128955435494
2011-03-09,21.61,21.93494162628032,-0.014813881514551541
2011-03-10,21.08,22.354941626280322,-0.057031758239149744
2011-03-11,21.5,22.66494162628032,-0.05139839517299061
2011-03-14,21.81,21.974941626280323,-0.0075058959921452395
2011-03-15,21.12,21.364941626280324,-0.011464652259055463
2011-03-16,20.51,21.584941626280322,-0.0498005343211837
2011-03-17,20.73,22.00494162628032,-0.057938877909026965
2011-03-18,21.15,22.744941626280323,-0.07012291578877794
2011-03-21,21.89,22.00494162628032,-0.005223446089175132
2011-03-22,21.15,21.364941626280324,-0.010060482731014453
2011-03-23,20.51,21.71494162628032,-0.055489056660509295
2011-03-24,20.86,22.384941626280323,-0.06812354714787439
2011-03-25,21.53,22.014941626280322,-0.022027840659882614
2011-03-28,21.16,22.55494162628032,-0.061846386011257914
2011-03-29,21.7,22.354941626280322,-0.02929739818735999
2011-03-30,21.5,22.93494162628032,-0.06256574137673288
2011-03-31,22.08,21.237099420375284,0.039690004879669116
2011-04-01,20.39,22.597099420375283,-0.09767180200062275
2011-04-04,21.75,23.097099420375283,-0.05832331566217919
2011-04-05,22.25,21.847099420375283,0.018441833941990504
2011-04-06,21.0,20.757099420375283,0.011702048282636435
2011-04-07,19.91,20.627099420375284,-0.03476491802172332
2011-04-08,19.78,20.377099420375284,-0.02930247372588446
2011-04-11,19.53,19.78709942037528,-0.01299328491322671
2011-04-12,18.94,20.99709942037528,-0.09797064723992788
2011-04-13,20.15,20.927099420375278,-0.03713364211471515
2011-04-14,20.08,21.147099420375284,-0.05046079366076717
2011-04-15,20.3,20.467099420375284,-0.008164294165148411
2011-04-18,19.62,20.237099420375284,-0.030493471794380222
2011-04-19,19.39,20.99709942037528,-0.07653911562736015
2011-04-20,20.15,21.057099420375284,-0.04307808033130889
2011-04-21,20.21,21.277099420375283,-0.05015248551000384
2011-04-25,20.43,21.427099420375278,-0.046534502912098485
2011-04-26,20.58,21.717099420375284,-0.05235963598842497
2011-04-27,20.87,24.737099420375284,-0.15632792489769665
2011-04-28,23.89,25.19709942037528,-0.05187499555279418
2011-04-29,24.35,23.977099420375282,0.01555236407402294
2011-05-02,23.13,23.467099420375284,-0.014364767214588015
2011-05-03,22.62,22.927099420375278,-0.01339460412084914
2011-05-04,22.08,23.937099420375283,-0.07758247512622685
2011-05-05,23.09,24.097099420375283,-0.041793387776942637
2011-05-06,23.25,24.567099420375282,-0.05361232914956637
2011-05-09,23.72,24.457099420375283,-0.03013846440682999
2011-05-10,23.61,23.887099420375282,-0.011600379581412135
2011-05-11,23.04,24.347099420375283,-0.053686042752239094
2011-05-12,23.5,24.327099420375284,-0.03399909730637851
2011-05-13,23.48,24.24709942037528,-0.0316367499087612
2011-05-16,23.4,24.177099420375278,-0.03214196239439615
2011-05-17,23.33,24.507099420375283,-0.048030956262275604
2011-05-18,23.66,25.167099420375283,-0.059883715449351116
2011-05-19,24.32,25.107099420375285,-0.03134967553187473
2011-05-20,24.26,24.267099420375285,-0.00029255331476996105
2011-05-23,23.42,24.087099420375278,-0.02769529899523626
2011-05-24,23.24,24.807099420375284,-0.06317140887048445
2011-05-25,23.96,24.507099420375283,-0.02232411967613035
2011-05-26,23.66,24.777099420375283,-0.0450859643181899
2011-05-27,23.93,25.097099420375283,-0.046503358847427734
2011-05-31,24.25,25.69709942037528,-0.056313726179845536
2011-06-01,24.85,24.357099420375285,0.02023642352144739
2011-06-02,23.51,24.28709942037528,-0.03199638651470027
2011-06-03,23.44,24.547099420375282,-0.04510102808547456
2011-06-06,23.7,25.047099420375282,-0.05378265154644801
2011-06-07,24.2,24.797099420375282,-0.024079405831016643
2011-06-08,23.95,24.637099420375282,-0.027888811448601003
2011-06-09,23.79,23.507099420375283,0.012034686822292695
2011-06-10,22.66,23.597099420375283,-0.039712483457442604
2011-06-13,22.75,23.737099420375284,-0.04158466891401158
2011-06-14,22.89,23.157099420375282,-0.01153423472977222
2011-06-15,22.31,24.017099420375285,-0.07107850080043565
2011-06-16,23.17,23.507099420375283,-0.01434032393137763
2011-06-17,22.66,23.567099420375282,-0.03849007483674616
2011-06-20,22.72,25.487099420375284,-0.10856862818070101
2011-06-21,24.64,25.507099420375283,-0.03399443449389772
2011-06-22,24.66,25.967099420375284,-0.050336751102422306
2011-06-23,25.12,26.69709942037528,-0.0590738115606535
2011-06-24,25.85,26.85709942037528,-0.0374984433207719
2011-06-27,26.01,27.557099420375284,-0.05614159156501719
2011-06-28,26.71,27.757099420375283,-0.03772366141422734
2011-06-29,26.91,28.137099420375282,-0.043611439901537485
2011-06-30,27.29,28.05749291585319,-0.027354294204224416
2011-07-01,27.58,28.37749291585319,-0.02810300819096212
2011-07-05,27.9,28.64749291585319,-0.026092786480437002
2011-07-06,28.17,28.067492915853187,0.003652163891307847
2011-07-07,27.59,28.527492915853188,-0.03286278673763887
2011-07-08,28.05,27.82749291585319,0.007995944328137883
2011-07-11,27.35,27.33749291585319,0.0004575066259846494
2011-07-12,26.86,27.957492915853187,-0.039255770149220326
2011-07-13,27.48,27.457492915853187,0.0008197064537460719
2011-07-14,26.98,27.32749291585319,-0.012715872506972703
2011-07-15,26.85,27.007492915853188,-0.005831452639602053
2011-07-18,26.53,27.257492915853188,-0.026689648901277785
2011-07-19,26.78,22.08749291585319,0.2124508699119394
2011-07-20,21.61,21.17749291585319,0.020422959689578857
2011-07-21,20.7,21.567492915853187,-0.04022224183579248
2011-07-22,21.09,21.067492915853187,0.0010683323467444161
2011-07-25,20.59,21.167492915853188,-0.02728206491665719
2011-07-26,20.69,20.28749291585319,0.019840158949964826
2011-07-27,19.81,20.277492915853188,-0.023054769038419853
2011-07-28,19.8,20.797492915853187,-0.04796217120443558
2011-07-29,20.32,20.717492915853185,-0.019186342549634472
2011-08-01,20.24,20.60749291585319,-0.017832975479054047
2011-08-02,20.13,21.557492915853185,-0.0662179466520163
2011-08-03,21.08,21.277492915853188,-0.009281775660047065
2011-08-04,20.8,20.097492915853188,0.034954961153023545
2011-08-05,19.62,18.477492915853187,0.06183236488574573
2011-08-08,18.0,19.667492915853188,-0.08478421337114539
2011-08-09,19.19,18.647492915853192,0.029092762581805154
2011-08-10,18.17,19.937492915853188,-0.08865171379937009
2011-08-11,19.46,20.187492915853188,-0.03603681343124532
2011-08-12,19.71,21.07749291585319,-0.06487929666552728
2011-08-15,20.6,20.797492915853187,-0.009495996303604648
2011-08-16,20.32,21.317492915853187,-0.04679222457305854
2011-08-17,20.84,19.17749291585319,0.08669053308696517
2011-08-18,18.7,18.01749291585319,0.03788024712063498
2011-08-19,17.54,17.737492915853192,-0.011134206891024623
2011-08-22,17.26,18.957492915853187,-0.08954205724289943
2011-08-23,18.48,18.317492915853187,0.008871688112196185
2011-08-24,17.84,17.967492915853185,-0.00709575434092391
2011-08-25,17.49,19.08749291585319,-0.08369317662071729
2011-08-26,18.61,19.53749291585319,-0.04747246332207755
2011-08-29,19.06,19.297492915853187,-0.012306931106998098
2011-08-30,18.82,19.60749291585319,-0.04016285606899184
2011-08-31,19.13,19.53749291585319,-0.02085697062607972
2011-09-01,19.06,18.87749291585319,0.009667972593624619
2011-09-02,18.4,18.67749291585319,-0.014857075149398602
2011-09-06,18.2,19.32749291585319,-0.05833622191776222
2011-09-07,18.85,18.937492915853188,-0.0046200896941296365
2011-09-08,18.46,18.10749291585319,0.01946747049881159
2011-09-09,17.63,17.92749291585319,-0.01659422861018789
2011-09-12,17.45,17.967492915853185,-0.028801620697820773
2011-09-13,17.49,19.097492915853188,-0.08417298139269258
2011-09-14,18.62,19.387492915853187,-0.039587012058975746
2011-09-15,18.91,18.62749291585319,0.015166135637414646
2011-09-16,18.15,18.85749291585319,-0.037517867248324066
2011-09-19,18.38,17.867492915853187,0.02868377150395185
2011-09-20,17.39,17.99749291585319,-0.033754307819067186
2011-09-21,17.52,17.07749291585319,0.025911712353048566
2011-09-22,16.6,16.727492915853187,-0.007621758771295339
2011-09-23,16.25,18.007492915853188,-0.09759786795784053
2011-09-26,17.53,17.82749291585319,-0.016687310843839454
2011-09-27,17.35,17.437492915853188,-0.005017516926050902
2011-09-28,16.96,17.277492915853188,-0.01837609874299917
2011-09-29,16.8,17.277492915853188,-0.027636701585046386
2011-09-30,16.8,16.937388385487363,-0.008111544847438368
2011-10-03,16.53,17.03738838548736,-0.02978087803172691
2011-10-04,16.63,17.437388385487363,-0.04630213926755977
2011-10-05,17.03,18.277388385487363,-0.06824762702300591
2011-10-06,17.87,18.347388385487363,-0.02601941897436333
2011-10-07,17.94,18.96738838548736,-0.05416604355892518
2011-10-10,18.56,18.67738838548736,-0.006285053513079841
2011-10-11,18.27,18.12738838548736,0.007867190324382989
2011-10-12,17.72,18.977388385487362,-0.06625718776188039
2011-10-13,18.57,20.21738838548736,-0.08148373835811085
2011-10-14,19.81,19.67738838548736,0.0067392893769602225
2011-10-17,19.27,20.05738838548736,-0.03925677512716863
2011-10-18,19.65,18.907388385487362,0.03927626594282252
2011-10-19,18.5,18.62738838548736,-0.006838767885819608
2011-10-20,18.22,18.047388385487363,0.009564354178327461
2011-10-21,17.64,19.527388385487363,-0.0966533951304035
2011-10-24,19.12,21.867388385487363,-0.12563861477444238
2011-10-25,21.46,21.187388385487363,0.012866692654738277
2011-10-26,20.78,22.137388385487363,-0.061316554683443436
2011-10-27,21.73,23.46738838548736,-0.07403415995628182
2011-10-28,23.06,23.46738838548736,-0.01735976661720473
2011-10-31,23.06,22.977388385487362,0.0035953439584464064
2011-11-01,22.57,23.367388385487363,-0.03412398391865612
2011-11-02,22.96,25.407388385487362,-0.09632585405296135
2011-11-03,25.0,25.097388385487363,-0.0038804191094113927
2011-11-04,24.69,24.367388385487363,0.0132394825989961
2011-11-07,23.96,24.617388385487363,-0.026704229351758202
2011-11-08,24.21,23.67738838548736,0.022494525402940724
2011-11-09,23.27,25.37738838548736,-0.08304197238406608
2011-11-10,24.97,24.96738838548736,0.00010460102884279898
2011-11-11,24.56,24.92738838548736,-0.01473834241300842
2011-11-14,24.52,26.167388385487364,-0.06295578149484027
2011-11-15,25.76,25.94738838548736,-0.007221859198445091
2011-11-16,25.54,24.887388385487363,0.026222583278090905
2011-11-17,24.48,24.687388385487363,-0.008400580176770589
2011-11-18,24.28,24.097388385487363,0.007578066618315171
2011-11-21,23.69,24.007388385487364,-0.013220446155618681
2011-11-22,23.6,23.227388385487362,0.016041907438265834
2011-11-23,22.82,23.19738838548736,-0.016268572100274103
2011-11-25,22.79,23.937388385487363,-0.047932897566344224
2011-11-28,23.53,23.53738838548736,-0.00031389996911956874
2011-11-29,23.13,24.39738838548736,-0.051947707084962436
2011-11-30,23.99,24.42738838548736,-0.0179056548569565
2011-12-01,24.02,24.797388385487363,-0.03134960720066504
2011-12-02,24.39,26.007388385487364,-0.06218957326718344
2011-12-05,25.6,24.977388385487362,0.024927010178309672
2011-12-06,24.57,24.077388385487364,0.020459511913242023
2011-12-07,23.67,23.85738838548736,-0.007854522148842968
2011-12-08,23.45,24.94738838548736,-0.060021849275350925
2011-12-09,24.54,24.35738838548736,0.0074971754616124375
2011-12-12,23.95,23.71738838548736,0.009807640315700805
2011-12-13,23.31,22.567388385487362,0.032906404667994105
2011-12-14,22.16,22.257388385487364,-0.004375553133217691
2011-12-15,21.85,22.577388385487364,-0.03221756090952155
2011-12-16,22.17,21.98738838548736,0.008305288982532133
2011-12-19,21.58,21.76738838548736,-0.00860867560999179
2011-12-20,21.36,20.457388385487363,0.04412154657790812
2011-12-21,20.05,21.027388385487363,-0.04648168225027571
2011-12-22,20.62,21.23738838548736,-0.029070824259599393
2011-12-23,20.83,21.547388385487363,-0.033293519040597075
2011-12-27,21.14,21.747388385487362,-0.02792925636499366
2011-12-28,21.34,22.067388385487362,-0.03296214181673307
