date,HBI,dcf,Deviation
2006-09-06,5.28,,
2006-09-07,5.53,,
2006-09-08,5.52,,
2006-09-11,5.44,,
2006-09-12,5.48,,
2006-09-13,5.64,,
2006-09-14,5.45,,
2006-09-15,5.32,,
2006-09-18,5.42,,
2006-09-19,5.35,,
2006-09-20,5.55,,
2006-09-21,5.44,,
2006-09-22,5.54,,
2006-09-25,5.57,,
2006-09-26,5.59,,
2006-09-27,5.65,,
2006-09-28,5.61,,
2006-09-29,5.63,,
2006-10-02,5.62,7.800703599497503,-0.27955216752985934
2006-10-03,5.63,7.850703599497503,-0.28286682478238556
2006-10-04,5.68,7.960703599497503,-0.28649522884402656
2006-10-05,5.79,7.900703599497503,-0.26715387723591444
2006-10-06,5.73,7.920703599497503,-0.27657941898450566
2006-10-09,5.75,7.840703599497503,-0.2666474472560718
2006-10-10,5.67,7.830703599497503,-0.2759271337554081
2006-10-11,5.66,7.920703599497503,-0.2854170177054629
2006-10-12,5.75,8.010703599497504,-0.2822103665949285
2006-10-13,5.84,7.920703599497503,-0.2626917638515731
2006-10-16,5.75,7.870703599497503,-0.2694426962835822
2006-10-17,5.7,7.920703599497503,-0.28036696129348737
2006-10-18,5.75,7.920703599497503,-0.274054390778518
2006-10-19,5.75,7.980703599497503,-0.2795121472294695
2006-10-20,5.81,8.060703599497502,-0.2792192482598925
2006-10-23,5.89,8.120703599497503,-0.27469338982345515
2006-10-24,5.95,8.120703599497503,-0.2673048674787025
2006-10-25,5.95,8.240703599497504,-0.2779742739002511
2006-10-26,6.07,8.280703599497503,-0.2669705023171769
2006-10-27,6.11,8.230703599497502,-0.2576576320433862
2006-10-30,6.06,8.070703599497502,-0.24913609757923616
2006-10-31,5.9,7.9307035994975035,-0.2560559191275501
2006-11-01,5.76,8.060703599497502,-0.28542218071892966
2006-11-02,5.89,7.910703599497503,-0.2554391747942447
2006-11-03,5.74,7.870703599497503,-0.2707132307248281
2006-11-06,5.7,7.750703599497503,-0.2645828953684224
2006-11-07,5.58,7.700703599497503,-0.2753908876113458
2006-11-08,5.53,7.710703599497503,-0.2828151246326751
2006-11-09,5.54,7.800703599497503,-0.28980765268957664
2006-11-10,5.63,7.810703599497503,-0.27919425845807255
2006-11-13,5.64,8.040703599497503,-0.29856884659291916
2006-11-14,5.87,8.120703599497503,-0.27715623060503936
2006-11-15,5.95,8.180703599497503,-0.2726786971764291
2006-11-16,6.01,8.170703599497504,-0.26444523084038773
2006-11-17,6.0,8.240703599497504,-0.27190683082378253
2006-11-20,6.07,8.210703599497503,-0.2607210908975589
2006-11-21,6.04,8.290703599497503,-0.27147317142466865
2006-11-22,6.12,8.280703599497503,-0.2609323680693777
2006-11-24,6.11,8.180703599497503,-0.25312047726856834
2006-11-27,6.01,8.180703599497503,-0.26534436471098133
2006-11-28,6.01,8.170703599497504,-0.26444523084038773
2006-11-29,6.0,8.270703599497503,-0.27454781472708834
2006-11-30,6.1,8.350703599497503,-0.26952263036050494
2006-12-01,6.18,8.140703599497503,-0.24085185949019572
2006-12-04,5.97,8.190703599497503,-0.27112488842029914
2006-12-05,6.02,8.150703599497502,-0.26141345633386326
2006-12-06,5.98,8.130703599497503,-0.2645162959366052
2006-12-07,5.96,8.100703599497503,-0.264261440158148
2006-12-08,5.93,8.160703599497504,-0.27334696969448324
2006-12-11,5.99,8.120703599497503,-0.2623791859155341
2006-12-12,5.95,8.180703599497503,-0.2726786971764291
2006-12-13,6.01,8.150703599497502,-0.2626403442801526
2006-12-14,5.98,8.100703599497503,-0.26179251881639676
2006-12-15,5.93,8.060703599497502,-0.26433221035820365
2006-12-18,5.89,7.960703599497503,-0.2601156510372036
2006-12-19,5.79,8.030703599497503,-0.27901709629000726
2006-12-20,5.86,7.910703599497503,-0.25923150497356084
2006-12-21,5.74,8.010703599497504,-0.2834586963921547
2006-12-22,5.84,8.070703599497502,-0.2763951831456666
2006-12-26,5.9,8.130703599497503,-0.27435554281370744
2006-12-27,5.96,8.170703599497504,-0.27056465487665726
2006-12-28,6.0,8.080703599497504,-0.25749039967595044
2006-12-29,5.91,7.624293107017181,-0.22484617038652333
2007-01-03,6.01,7.6342931070171804,-0.21276273837641713
2007-01-04,6.02,7.6742931070171805,-0.21556292989442072
2007-01-05,6.06,7.814293107017181,-0.2244979914359545
2007-01-08,6.2,7.784293107017181,-0.2035243387211375
2007-01-09,6.17,7.794293107017181,-0.20839517897458004
2007-01-10,6.18,7.84429310701718,-0.212166103983082
2007-01-11,6.23,7.9242931070171805,-0.21380999972310932
2007-01-12,6.31,8.04429310701718,-0.21559297802119193
2007-01-16,6.43,8.014293107017181,-0.1976834495396732
2007-01-17,6.4,8.024293107017181,-0.2024219560968865
2007-01-18,6.41,7.984293107017181,-0.19717376177404822
2007-01-19,6.37,7.984293107017181,-0.20218359789402296
2007-01-22,6.37,8.004293107017181,-0.2041770691261211
2007-01-23,6.39,8.104293107017181,-0.21152901115247724
2007-01-24,6.49,8.07429310701718,-0.1962144655908401
2007-01-25,6.46,8.084293107017182,-0.20091962098792437
2007-01-26,6.47,8.05429310701718,-0.1967016951043027
2007-01-29,6.44,8.05429310701718,-0.20042641676533368
2007-01-30,6.44,8.014293107017181,-0.19643567885466484
2007-01-31,6.4,7.904293107017181,-0.19031342672271567
2007-02-01,6.29,7.944293107017181,-0.20823666558273723
2007-02-02,6.33,7.894293107017181,-0.19815493113964722
2007-02-05,6.28,7.864293107017181,-0.20145397500552742
2007-02-06,6.25,7.894293107017181,-0.20828883406363274
2007-02-07,6.28,7.8842931070171804,-0.20347963796390656
2007-02-08,6.27,7.914293107017181,-0.20776247288077743
2007-02-09,6.3,8.104293107017181,-0.22263423634751267
2007-02-12,6.49,8.194293107017181,-0.20798537283926422
2007-02-13,6.58,8.274293107017181,-0.2047659038788826
2007-02-14,6.66,8.30429310701718,-0.19800518669406575
2007-02-15,6.69,8.31429310701718,-0.19536154019471508
2007-02-16,6.7,8.29429310701718,-0.1922156700332146
2007-02-20,6.68,8.39429310701718,-0.20422125903420307
2007-02-21,6.78,8.37429310701718,-0.1903794250623081
2007-02-22,6.76,8.38429310701718,-0.19373047748745076
2007-02-23,6.77,8.47429310701718,-0.20111330650174608
2007-02-26,6.86,8.49429310701718,-0.1923989537948816
2007-02-27,6.88,8.764293107017181,-0.21499658717581127
2007-02-28,7.15,8.70429310701718,-0.17856626470495907
2007-03-01,7.09,8.61429310701718,-0.1769492967189027
2007-03-02,7.0,8.40429310701718,-0.16709235257926247
2007-03-05,6.79,8.55429310701718,-0.20624651095599134
2007-03-06,6.94,8.55429310701718,-0.1887114559697467
2007-03-07,6.94,8.64429310701718,-0.19715818123215711
2007-03-08,7.03,8.70429310701718,-0.19235256515746324
2007-03-09,7.09,8.72429310701718,-0.1873267079601756
2007-03-12,7.11,8.764293107017181,-0.18875374052616534
2007-03-13,7.15,8.57429310701718,-0.16611201521108976
2007-03-14,6.96,8.39429310701718,-0.1708652639039001
2007-03-15,6.78,8.36429310701718,-0.18941147646871026
2007-03-16,6.75,8.504293107017181,-0.20628323658901815
2007-03-19,6.89,8.61429310701718,-0.2001665238918532
2007-03-20,7.0,8.72429310701718,-0.19764273000299426
2007-03-21,7.11,8.79429310701718,-0.19152114746701376
2007-03-22,7.18,8.90429310701718,-0.19364738854545582
2007-03-23,7.29,8.86429310701718,-0.17759939659158308
2007-03-26,7.25,8.88429310701718,-0.1839530829668765
2007-03-27,7.27,8.924293107017181,-0.1853696519353908
2007-03-28,7.31,8.98429310701718,-0.18635780100601063
2007-03-29,7.37,8.96429310701718,-0.17784928359484142
2007-03-30,7.35,8.897407960455178,-0.17391671454570634
2007-04-02,7.36,8.907407960455178,-0.17372146502382757
