date,FDX,dcf,Deviation
2000-06-19,35.44,,
2000-06-20,35.13,,
2000-06-21,34.44,,
2000-06-22,34.69,,
2000-06-23,33.94,,
2000-06-26,34.06,,
2000-06-27,37.0,,
2000-06-28,39.0,,
2000-06-29,38.94,,
2000-06-30,38.0,,
2000-07-03,39.81,,
2000-07-05,40.88,,
2000-07-06,39.94,,
2000-07-07,39.31,,
2000-07-10,40.25,,
2000-07-11,40.0,,
2000-07-12,41.0,,
2000-07-13,41.81,,
2000-07-14,42.44,,
2000-07-17,40.94,,
2000-07-18,40.94,,
2000-07-19,40.0,,
2000-07-20,39.75,,
2000-07-21,40.06,,
2000-07-24,39.69,,
2000-07-25,39.56,,
2000-07-26,38.88,,
2000-07-27,38.88,,
2000-07-28,39.13,,
2000-07-31,39.63,,
2000-08-01,39.88,,
2000-08-02,40.38,,
2000-08-03,39.56,,
2000-08-04,39.31,,
2000-08-07,39.38,,
2000-08-08,39.25,,
2000-08-09,38.5,,
2000-08-10,40.81,,
2000-08-11,41.56,,
2000-08-14,41.13,,
2000-08-15,41.06,,
2000-08-16,40.75,,
2000-08-17,40.44,,
2000-08-18,40.0,,
2000-08-21,39.88,,
2000-08-22,40.69,,
2000-08-23,39.44,,
2000-08-24,39.81,,
2000-08-25,41.25,,
2000-08-28,40.71,,
2000-08-29,40.54,,
2000-08-30,39.63,,
2000-08-31,40.35,,
2000-09-01,39.55,,
2000-09-05,39.45,,
2000-09-06,40.27,,
2000-09-07,39.82,,
2000-09-08,39.26,,
2000-09-11,38.71,,
2000-09-12,39.36,,
2000-09-13,40.72,,
2000-09-14,40.37,,
2000-09-15,39.2,,
2000-09-18,38.61,,
2000-09-19,39.32,,
2000-09-20,39.05,,
2000-09-21,40.26,,
2000-09-22,40.55,,
2000-09-25,40.75,,
2000-09-26,42.25,,
2000-09-27,42.8,,
2000-09-28,45.0,,
2000-09-29,44.34,,
2000-10-02,43.45,,
2000-10-03,44.05,,
2000-10-04,45.0,,
2000-10-05,44.15,,
2000-10-06,42.75,,
2000-10-09,41.8,,
2000-10-10,43.35,,
2000-10-11,42.62,,
2000-10-12,40.45,,
2000-10-13,40.64,,
2000-10-16,41.1,,
2000-10-17,40.22,,
2000-10-18,39.38,,
2000-10-19,42.3,,
2000-10-20,42.67,,
2000-10-23,41.38,,
2000-10-24,42.53,,
2000-10-25,41.85,,
2000-10-26,42.3,,
2000-10-27,43.06,,
2000-10-30,46.99,,
2000-10-31,46.86,,
2000-11-01,46.0,,
2000-11-02,47.0,,
2000-11-03,46.75,,
2000-11-06,46.7,,
2000-11-07,46.03,,
2000-11-08,46.31,,
2000-11-09,46.2,,
2000-11-10,45.17,,
2000-11-13,45.27,,
2000-11-14,45.75,,
2000-11-15,47.51,,
2000-11-16,47.75,,
2000-11-17,46.98,,
2000-11-20,46.5,,
2000-11-21,49.4,,
2000-11-22,49.74,,
2000-11-24,49.85,,
2000-11-27,49.1,,
2000-11-28,48.96,,
2000-11-29,48.87,,
2000-11-30,47.92,,
2000-12-01,47.48,,
2000-12-04,46.4,,
2000-12-05,47.65,,
2000-12-06,47.28,,
2000-12-07,46.94,,
2000-12-08,46.99,,
2000-12-11,47.53,,
2000-12-12,47.13,,
2000-12-13,46.28,,
2000-12-14,41.97,,
2000-12-15,39.2,,
2000-12-18,37.52,,
2000-12-19,37.75,,
2000-12-20,37.25,,
2000-12-21,37.64,,
2000-12-22,38.53,,
2000-12-26,38.15,,
2000-12-27,38.79,,
2000-12-28,38.82,,
2000-12-29,39.96,,
2001-01-02,38.2,,
2001-01-03,41.06,,
2001-01-04,44.26,,
2001-01-05,43.81,,
2001-01-08,43.13,,
2001-01-09,42.27,,
2001-01-10,41.91,,
2001-01-11,41.2,,
2001-01-12,41.5,,
2001-01-16,42.35,,
2001-01-17,43.75,,
2001-01-18,41.5,,
2001-01-19,39.91,,
2001-01-22,41.23,,
2001-01-23,42.84,,
2001-01-24,42.04,,
2001-01-25,43.4,,
2001-01-26,43.71,,
2001-01-29,44.03,,
2001-01-30,44.44,,
2001-01-31,45.38,,
2001-02-01,45.27,,
2001-02-02,44.29,,
2001-02-05,44.18,,
2001-02-06,43.8,,
2001-02-07,43.09,,
2001-02-08,44.86,,
2001-02-09,43.33,,
2001-02-12,43.68,,
2001-02-13,44.7,,
2001-02-14,43.65,,
2001-02-15,45.12,,
2001-02-16,44.59,,
2001-02-20,43.28,,
2001-02-21,42.01,,
2001-02-22,42.0,,
2001-02-23,41.68,,
2001-02-26,41.45,,
2001-02-27,41.7,,
2001-02-28,40.93,,
2001-03-01,41.02,,
2001-03-02,41.95,,
2001-03-05,42.48,,
2001-03-06,43.12,,
2001-03-07,43.2,,
2001-03-08,43.85,,
2001-03-09,43.92,,
2001-03-12,41.9,,
2001-03-13,42.0,,
2001-03-14,41.18,,
2001-03-15,41.32,,
2001-03-16,40.8,,
2001-03-19,41.93,,
2001-03-20,40.25,,
2001-03-21,42.6,,
2001-03-22,41.03,,
2001-03-23,40.17,,
2001-03-26,40.28,,
2001-03-27,41.98,,
2001-03-28,41.98,,
2001-03-29,41.22,,
2001-03-30,41.68,,
2001-04-02,40.92,,
2001-04-03,39.0,,
2001-04-04,39.6,,
2001-04-05,38.97,,
2001-04-06,37.49,,
2001-04-09,38.37,,
2001-04-10,38.9,,
2001-04-11,39.89,,
2001-04-12,39.8,,
2001-04-16,39.54,,
2001-04-17,40.01,,
2001-04-18,41.49,,
2001-04-19,43.35,,
2001-04-20,43.5,,
2001-04-23,42.37,,
2001-04-24,41.81,,
2001-04-25,41.04,,
2001-04-26,41.3,,
2001-04-27,42.48,,
2001-04-30,42.07,,
2001-05-01,41.83,,
2001-05-02,42.75,,
2001-05-03,41.35,,
2001-05-04,41.28,,
2001-05-07,40.28,,
2001-05-08,38.45,,
2001-05-09,39.09,,
2001-05-10,39.2,,
2001-05-11,38.41,,
2001-05-14,38.2,,
2001-05-15,38.25,,
2001-05-16,39.26,,
2001-05-17,40.25,,
2001-05-18,40.51,,
2001-05-21,40.61,,
2001-05-22,40.52,,
2001-05-23,40.01,,
2001-05-24,40.36,,
2001-05-25,39.72,,
2001-05-29,39.64,,
2001-05-30,39.8,,
2001-05-31,40.0,,
2001-06-01,40.85,,
2001-06-04,40.07,,
2001-06-05,39.89,,
2001-06-06,39.55,,
2001-06-07,39.7,,
2001-06-08,39.6,,
2001-06-11,38.8,,
2001-06-12,38.11,,
2001-06-13,37.52,,
2001-06-14,37.44,,
2001-06-15,37.96,,
2001-06-18,37.55,,
2001-06-19,37.04,,
2001-06-20,37.0,,
2001-06-21,38.65,,
2001-06-22,37.48,,
2001-06-25,36.63,,
2001-06-26,36.35,,
2001-06-27,36.8,,
2001-06-28,38.71,,
2001-06-29,40.2,,
2001-07-02,40.48,,
2001-07-03,41.22,,
2001-07-05,40.6,,
2001-07-06,39.99,,
2001-07-09,40.14,,
2001-07-10,39.82,,
2001-07-11,39.95,,
2001-07-12,41.14,,
2001-07-13,42.08,,
2001-07-16,41.85,,
2001-07-17,42.13,,
2001-07-18,41.4,,
2001-07-19,41.37,,
2001-07-20,41.25,,
2001-07-23,40.5,,
2001-07-24,40.13,,
2001-07-25,40.62,,
2001-07-26,40.88,,
2001-07-27,40.89,,
2001-07-30,41.01,,
2001-07-31,41.37,,
2001-08-01,41.7,,
2001-08-02,41.74,,
2001-08-03,41.0,,
2001-08-06,41.0,,
2001-08-07,41.05,,
2001-08-08,40.76,,
2001-08-09,40.0,,
2001-08-10,39.97,,
2001-08-13,40.15,,
2001-08-14,40.2,,
2001-08-15,39.95,,
2001-08-16,40.42,,
2001-08-17,40.14,,
2001-08-20,40.17,,
2001-08-21,40.06,,
2001-08-22,40.33,,
2001-08-23,40.5,,
2001-08-24,41.35,,
2001-08-27,41.31,,
2001-08-28,42.35,,
2001-08-29,42.99,,
2001-08-30,42.05,,
2001-08-31,42.1,,
2001-09-04,42.53,,
2001-09-05,42.18,,
2001-09-06,41.25,,
2001-09-07,40.21,,
2001-09-10,39.98,,
2001-09-17,38.3,,
2001-09-18,35.9,,
2001-09-19,34.83,,
2001-09-20,34.95,,
2001-09-21,34.45,,
2001-09-24,35.73,,
2001-09-25,35.75,,
2001-09-26,34.9,,
2001-09-27,34.75,,
2001-09-28,36.75,,
2001-10-01,35.64,,
2001-10-02,36.5,,
2001-10-03,37.9,,
2001-10-04,37.97,,
2001-10-05,38.7,,
2001-10-08,38.13,,
2001-10-09,37.27,,
2001-10-10,38.71,,
2001-10-11,39.7,,
2001-10-12,38.09,,
2001-10-15,38.25,,
2001-10-16,38.5,,
2001-10-17,39.01,,
2001-10-18,38.29,,
2001-10-19,38.14,,
2001-10-22,38.41,,
2001-10-23,39.5,,
2001-10-24,38.78,,
2001-10-25,39.18,,
2001-10-26,39.48,,
2001-10-29,40.86,,
2001-10-30,40.1,,
2001-10-31,41.08,,
2001-11-01,42.11,,
2001-11-02,42.25,,
2001-11-05,43.4,,
2001-11-06,44.35,,
2001-11-07,44.1,,
2001-11-08,44.67,,
2001-11-09,44.96,,
2001-11-12,44.9,,
2001-11-13,46.71,,
2001-11-14,46.61,,
2001-11-15,46.6,,
2001-11-16,45.6,,
2001-11-19,46.26,,
2001-11-20,45.37,,
2001-11-21,45.38,,
2001-11-23,46.4,,
2001-11-26,45.95,,
2001-11-27,45.27,,
2001-11-28,44.61,,
2001-11-29,45.25,,
2001-11-30,45.86,,
2001-12-03,45.45,,
2001-12-04,48.3,,
2001-12-05,49.45,,
2001-12-06,49.44,,
2001-12-07,48.32,,
2001-12-10,47.6,,
2001-12-11,47.9,,
2001-12-12,47.13,,
2001-12-13,46.83,,
2001-12-14,48.05,,
2001-12-17,48.96,,
2001-12-18,50.8,,
2001-12-19,49.99,,
2001-12-20,52.1,,
2001-12-21,51.83,,
2001-12-24,51.88,,
2001-12-26,53.2,,
2001-12-27,53.16,,
2001-12-28,52.19,,
2001-12-31,51.88,,
2002-01-02,50.9,,
2002-01-03,52.28,,
2002-01-04,54.08,,
2002-01-07,55.27,,
2002-01-08,54.99,,
2002-01-09,53.75,,
2002-01-10,53.0,,
2002-01-11,50.41,,
2002-01-14,50.71,,
2002-01-15,49.99,,
2002-01-16,48.7,,
2002-01-17,50.2,,
2002-01-18,50.82,,
2002-01-22,50.99,,
2002-01-23,52.25,,
2002-01-24,52.5,,
2002-01-25,53.14,,
2002-01-28,53.65,,
2002-01-29,52.48,,
2002-01-30,53.16,,
2002-01-31,53.55,,
2002-02-01,53.55,,
2002-02-04,53.13,,
2002-02-05,54.5,,
2002-02-06,53.26,,
2002-02-07,51.78,,
2002-02-08,53.4,,
2002-02-11,55.13,,
2002-02-12,55.33,,
2002-02-13,55.0,,
2002-02-14,54.7,,
2002-02-15,54.96,,
2002-02-19,54.0,,
2002-02-20,55.22,,
2002-02-21,54.7,,
2002-02-22,55.14,,
2002-02-25,56.4,,
2002-02-26,57.19,,
2002-02-27,58.12,,
2002-02-28,57.86,59.18333333333333,-0.02235989862010701
2002-03-01,58.45,61.95333333333333,-0.05654793930915736
2002-03-04,61.22,61.623333333333335,-0.006545139827987323
2002-03-05,60.89,60.733333333333334,0.0025795828759604955
2002-03-06,60.0,60.333333333333336,-0.0055248618784530246
2002-03-07,59.6,61.03333333333333,-0.02348443473511741
2002-03-08,60.3,59.74333333333333,0.009317636556380071
2002-03-11,59.01,58.82333333333333,0.00317334391114632
2002-03-12,58.09,58.513333333333335,-0.007234818275037025
2002-03-13,57.78,58.68333333333333,-0.015393354160749717
2002-03-14,57.95,58.18333333333333,-0.004010312231452207
2002-03-15,57.45,58.43333333333333,-0.01682829435253841
2002-03-18,57.7,58.46333333333333,-0.013056616682821098
2002-03-19,57.73,57.53333333333333,0.0034183082271146414
2002-03-20,56.8,57.733333333333334,-0.01616628175519641
2002-03-21,57.0,58.29333333333334,-0.02218664226898448
2002-03-22,57.56,57.27333333333333,0.005005238039809123
2002-03-25,56.54,58.233333333333334,-0.029078420148826556
2002-03-26,57.5,58.79333333333334,-0.021997958952262198
2002-03-27,58.06,58.833333333333336,-0.01314447592067991
2002-03-28,58.1,58.153333333333336,-0.0009171156712141082
2002-04-01,57.42,56.653333333333336,0.013532595904918843
2002-04-02,55.92,55.733333333333334,0.0033492822966507685
2002-04-03,55.0,56.11333333333334,-0.01984079838422248
2002-04-04,55.38,55.13333333333333,0.004474002418379808
2002-04-05,54.4,53.85333333333333,0.01015102748204999
2002-04-08,53.12,54.24333333333333,-0.020709150125975517
2002-04-09,53.51,55.443333333333335,-0.034870438285336425
2002-04-10,54.71,54.68333333333333,0.0004876562023774511
2002-04-11,53.95,55.733333333333334,-0.0319976076555023
2002-04-12,55.0,54.88333333333333,0.0021257212268448455
2002-04-15,54.15,56.43333333333333,-0.04046072061429418
2002-04-16,55.7,55.153333333333336,0.009911761150731335
2002-04-17,54.42,54.093333333333334,0.006038945033275844
2002-04-18,53.36,54.833333333333336,-0.026869300911854133
2002-04-19,54.1,54.57333333333333,-0.008673344734913213
2002-04-22,53.84,54.653333333333336,-0.014881678458160463
2002-04-23,53.92,53.723333333333336,0.003660730905255205
2002-04-24,52.99,54.443333333333335,-0.026694422335149737
2002-04-25,53.71,55.07333333333333,-0.024754872291490093
2002-04-26,54.34,54.54333333333334,-0.0037279227525515157
2002-04-29,53.81,52.403333333333336,0.026843076140194544
2002-04-30,51.67,52.04333333333334,-0.007173509255107957
2002-05-01,51.31,52.373333333333335,-0.020302953156822845
2002-05-02,51.64,52.223333333333336,-0.011169975106912644
2002-05-03,51.49,51.373333333333335,0.002270957695302389
2002-05-06,50.64,50.643333333333324,-6.581978542730127e-05
2002-05-07,49.91,53.49333333333333,-0.06698654037886342
2002-05-08,52.76,53.03333333333333,-0.005153991200502861
2002-05-09,52.3,52.31333333333333,-0.000254874474321487
2002-05-10,51.58,53.67333333333333,-0.03900136628990192
2002-05-13,52.94,54.43333333333333,-0.027434170238824218
2002-05-14,53.7,55.153333333333336,-0.026350779644627065
2002-05-15,54.42,55.21333333333333,-0.014368510021733782
2002-05-16,54.48,55.06333333333333,-0.010593861613899191
2002-05-17,54.33,54.86333333333334,-0.009721125220244375
2002-05-20,54.13,53.93333333333333,0.0036464771322621825
2002-05-21,53.2,54.14333333333333,-0.017422889860247426
2002-05-22,53.41,54.733333333333334,-0.02417783191230216
2002-05-23,54.0,53.693333333333335,0.005711447727837049
2002-05-24,52.96,52.833333333333336,0.0023974763406939825
2002-05-28,52.1,53.88333333333333,-0.0330961954840705
2002-05-29,53.15,54.52333333333333,-0.025187992908235035
2002-05-30,53.79,54.68333333333333,-0.016336482779640282
2002-05-31,53.95,54.53285915864726,-0.010688219316570269
2002-06-03,53.4,53.78285915864726,-0.007118609249053054
2002-06-04,52.65,54.33285915864728,-0.03097313825752257
2002-06-05,53.2,55.10285915864727,-0.0345328570549982
2002-06-06,53.97,55.47285915864727,-0.027091791940077048
2002-06-07,54.34,56.58285915864728,-0.03963849109071593
2002-06-10,55.45,57.13285915864727,-0.029455188895312956
2002-06-11,56.0,57.03285915864726,-0.018109896187637697
2002-06-12,55.9,57.87285915864727,-0.03408954019774735
2002-06-13,56.74,57.20285915864728,-0.008091538875068749
2002-06-14,56.07,57.75285915864727,-0.029138975682995172
2002-06-17,56.62,57.092859158647265,-0.008282281980891981
2002-06-18,55.96,56.53285915864726,-0.010133206902549485
2002-06-19,55.4,56.42285915864728,-0.018128453146467605
2002-06-20,55.29,57.52285915864727,-0.03881690151195505
2002-06-21,56.39,57.152859158647274,-0.013347698958151799
2002-06-24,56.02,49.13285915864727,0.14017382581206062
2002-06-25,48.0,51.38285915864727,-0.06583633558036384
2002-06-26,50.25,52.71285915864726,-0.04672216984540567
2002-06-27,51.58,54.53285915864726,-0.054148254909151095
2002-06-28,53.4,53.53285915864727,-0.0024818244482989194
2002-07-01,52.4,52.95285915864727,-0.0104405912623321
2002-07-02,51.82,53.942859158647266,-0.03935384945769904
2002-07-03,52.81,54.28285915864726,-0.02713304312771514
2002-07-05,53.15,53.85285915864727,-0.01305147339673629
2002-07-08,52.72,54.22285915864727,-0.027716339233424536
2002-07-09,53.09,53.38285915864727,-0.005486014860630162
2002-07-10,52.25,51.57285915864727,0.013129790599154534
2002-07-11,50.44,51.03285915864727,-0.011617204452610275
2002-07-12,49.9,51.91285915864727,-0.03877380655332263
2002-07-15,50.78,52.28285915864727,-0.0287447775969365
2002-07-16,51.15,51.80285915864727,-0.012602763037613096
2002-07-17,50.67,51.64285915864726,-0.018838212571821944
2002-07-18,50.51,50.34285915864727,0.0033200506317292433
2002-07-19,49.21,47.13285915864727,0.04406990957966617
2002-07-22,46.0,47.12285915864727,-0.023828332548052167
2002-07-23,45.99,47.082859158647274,-0.02321140173252534
2002-07-24,45.95,47.87285915864727,-0.04016595608536877
2002-07-25,46.74,48.16285915864727,-0.029542663859726592
2002-07-26,47.03,50.75285915864727,-0.07335269816051271
2002-07-29,49.62,50.20285915864727,-0.011610078955968772
2002-07-30,49.07,52.082859158647274,-0.057847422497869005
2002-07-31,50.95,49.832859158647274,0.022417755276618045
2002-08-01,48.7,47.85285915864727,0.01770303501707593
2002-08-02,46.72,46.03285915864727,0.01492718145063665
2002-08-05,44.9,48.152859158647274,-0.06755277288790296
2002-08-06,47.02,48.402859158647274,-0.0285697825022021
2002-08-07,47.27,49.42285915864727,-0.04355998813699935
2002-08-08,48.29,49.982859158647265,-0.033868793965428745
2002-08-09,48.85,48.67285915864727,0.0036394172114555534
2002-08-12,47.54,48.05285915864727,-0.010672812557397715
2002-08-13,46.92,49.52285915864727,-0.05255874161685559
2002-08-14,48.39,49.13285915864727,-0.015119396089867676
2002-08-15,48.0,50.082859158647274,-0.041588263801980774
2002-08-16,48.95,50.74285915864727,-0.03533224552920644
2002-08-19,49.61,49.96285915864726,-0.007062429264242609
2002-08-20,48.83,50.28285915864727,-0.02889372607200713
2002-08-21,49.15,51.11285915864727,-0.03840245274784615
2002-08-22,49.98,49.75285915864727,0.0045653826773741635
2002-08-23,48.62,49.18285915864727,-0.01144421386385197
2002-08-26,48.05,49.34285915864727,-0.026201545283188188
2002-08-27,48.21,48.55285915864727,-0.007061564747957938
2002-08-28,47.42,48.25285915864727,-0.01726030691588587
2002-08-29,47.12,48.482859158647265,-0.02811012350133213
2002-08-30,47.35,46.81158227991556,0.01150180561863734
2002-09-03,46.03,48.28158227991556,-0.04663439294225835
2002-09-04,47.5,46.61158227991556,0.0190600206349838
2002-09-05,45.83,47.29158227991556,-0.03090575974524512
2002-09-06,46.51,47.18158227991556,-0.014233992322072786
2002-09-09,46.4,46.78158227991556,-0.008156677506809928
2002-09-10,46.0,46.78158227991556,-0.016707050976578763
2002-09-11,46.0,45.93158227991556,0.0014895572215973818
2002-09-12,45.15,45.28158227991556,-0.002905867535771267
2002-09-13,44.5,44.75158227991556,-0.005621751614098169
2002-09-16,43.97,45.18158227991556,-0.02681584439450102
2002-09-17,44.4,43.58158227991556,0.01877898133270861
2002-09-18,42.8,48.54158227991556,-0.11828172898869804
2002-09-19,47.76,48.53158227991556,-0.015898560147190488
2002-09-20,47.75,49.58158227991556,-0.03694077912994509
2002-09-23,48.8,48.38158227991556,0.008648285160738345
2002-09-24,47.6,50.18158227991556,-0.051444816257792625
2002-09-25,49.4,52.731582279915564,-0.0631800172850967
2002-09-26,51.95,51.231582279915564,0.014022946161592165
2002-09-27,50.45,50.85158227991556,-0.007897144236437392
2002-09-30,50.07,53.21158227991557,-0.05903944489734414
2002-10-01,52.43,51.93158227991556,0.009597583940306853
2002-10-02,51.15,52.80158227991556,-0.031279030070729186
2002-10-03,52.02,51.84158227991556,0.003441594801661063
2002-10-04,51.06,49.83158227991556,0.02465138901638997
2002-10-07,49.05,49.84158227991556,-0.015881965292954714
2002-10-08,49.06,48.551582279915564,0.010471702387643056
2002-10-09,47.77,50.70158227991556,-0.05782033120250074
2002-10-10,49.92,52.24158227991557,-0.04443935613351635
2002-10-11,51.46,52.161582279915564,-0.013450172507242009
2002-10-14,51.38,54.50158227991557,-0.057275076233262
2002-10-15,53.72,53.231582279915564,0.009175337255919125
2002-10-16,52.45,54.53158227991556,-0.03817204990001222
2002-10-17,53.75,54.121582279915565,-0.006865695056618049
2002-10-18,53.34,54.28158227991556,-0.017346257061190085
2002-10-21,53.5,54.03158227991556,-0.009838362259347644
2002-10-22,53.25,54.13158227991556,-0.016285913745452407
2002-10-23,53.35,53.56158227991556,-0.003950261939795197
2002-10-24,52.78,54.83158227991556,-0.03741606925443475
2002-10-25,54.05,54.511582279915565,-0.008467600106438988
2002-10-28,53.73,53.38158227991556,0.006526927550731809
2002-10-29,52.6,54.56158227991556,-0.03595171177133605
2002-10-30,53.78,53.971582279915566,-0.003549688036232679
2002-10-31,53.19,54.601582279915554,-0.02585240612037698
2002-11-01,53.82,54.04158227991556,-0.004100218212854001
2002-11-04,53.26,55.011582279915565,-0.03184024540510377
2002-11-05,54.23,55.38158227991556,-0.020793596580450102
2002-11-06,54.6,54.75158227991557,-0.002768546105948233
2002-11-07,53.97,55.38158227991556,-0.025488298127362863
2002-11-08,54.6,54.851582279915554,-0.004586600230266691
2002-11-11,54.07,54.38158227991556,-0.005729555243754625
2002-11-12,53.6,55.481582279915564,-0.03391363769011868
2002-11-13,54.7,56.901582279915566,-0.03869105553313679
2002-11-14,56.12,54.231582279915564,0.034821364981338476
2002-11-15,53.45,54.011582279915565,-0.01039744173768431
2002-11-18,53.23,53.151582279915566,0.001475360031079731
2002-11-19,52.37,53.58158227991556,-0.022611916788610964
2002-11-20,52.8,53.94158227991556,-0.02116330726065141
2002-11-21,53.16,53.52158227991556,-0.00675582194159563
2002-11-22,52.74,53.091582279915556,-0.006622185002170489
2002-11-25,52.31,51.551582279915564,0.014711822344586345
2002-11-26,50.77,53.371582279915565,-0.04874470961477506
2002-11-27,52.59,53.351582279915554,-0.014274783377928979
2002-11-29,52.57,54.61706122916923,-0.03748025219775031
2002-12-02,52.88,54.26706122916923,-0.025559910519415863
2002-12-03,52.53,55.00706122916923,-0.04503169545541341
2002-12-04,53.27,54.62706122916923,-0.024842288760073328
2002-12-05,52.89,55.37706122916923,-0.044911397859791036
2002-12-06,53.64,54.48706122916923,-0.015546098652789109
2002-12-09,52.75,55.11706122916923,-0.042946071078196923
2002-12-10,53.38,53.69706122916923,-0.005904629078602008
2002-12-11,51.96,53.77706122916923,-0.03378877885174647
2002-12-12,52.04,53.83706122916923,-0.03337963083682538
2002-12-13,52.1,55.21706122916922,-0.05645105262361527
2002-12-16,53.48,55.33706122916923,-0.03355908658536311
2002-12-17,53.6,54.64706122916922,-0.01916043069138218
2002-12-18,52.91,55.68706122916923,-0.04986905697430832
2002-12-19,53.95,56.08706122916923,-0.038102570937658675
2002-12-20,54.35,56.06706122916923,-0.030625133394291626
2002-12-23,54.33,55.83706122916923,-0.026990339319325485
2002-12-24,54.1,56.01706122916923,-0.034222809749451355
2002-12-26,54.28,55.68706122916923,-0.02526729186477883
2002-12-27,53.95,55.90706122916923,-0.035005618004978256
2002-12-30,54.17,55.95706122916923,-0.0319362952577229
2002-12-31,54.22,57.29706122916923,-0.05370364837494912
2003-01-02,55.56,57.23706122916923,-0.029300267923513812
2003-01-03,55.5,59.91706122916923,-0.07371959069012024
2003-01-06,58.18,59.68706122916923,-0.02524937897985713
2003-01-07,57.95,59.28706122916922,-0.022552327631840563
2003-01-08,57.55,59.39706122916922,-0.031096845381672678
2003-01-09,57.66,59.08706122916923,-0.024151839666460506
2003-01-10,57.35,59.30706122916923,-0.03299878949669954
2003-01-13,57.57,58.99706122916922,-0.02418868329095103
2003-01-14,57.26,58.36706122916923,-0.018967225792344222
2003-01-15,56.63,57.84706122916923,-0.021039292287427847
2003-01-16,56.11,57.28706122916922,-0.020546720392246032
2003-01-17,55.55,56.21706122916922,-0.011865814658114981
2003-01-21,54.48,54.28706122916922,0.003554047068716759
2003-01-22,52.55,54.25706122916923,-0.031462471252525104
2003-01-23,52.52,52.53706122916922,-0.0003247465459629284
2003-01-24,50.8,53.38706122916923,-0.048458580967100096
2003-01-27,51.65,54.38706122916923,-0.05032559523001534
2003-01-28,52.65,54.03706122916922,-0.02566870213919925
2003-01-29,52.3,53.62706122916923,-0.02474611136154159
2003-01-30,51.89,54.33706122916923,-0.04503484682118941
2003-01-31,52.6,54.70706122916923,-0.03851534302569637
2003-02-03,52.97,53.76706122916923,-0.014824340608313058
2003-02-04,52.03,54.08706122916923,-0.0380324089055859
2003-02-05,52.35,54.41706122916923,-0.03798553583156783
2003-02-06,52.68,53.85706122916922,-0.021855281411673366
2003-02-07,52.12,53.66706122916923,-0.028827015933720834
2003-02-10,51.93,53.27706122916923,-0.02528407532417931
2003-02-11,51.54,52.60706122916922,-0.020283612204088697
2003-02-12,50.87,52.18706122916923,-0.025237313582108345
2003-02-13,50.45,53.43706122916923,-0.055898680811786616
2003-02-14,51.7,53.89706122916922,-0.040764026443433576
2003-02-18,52.16,53.43706122916923,-0.02389841806031312
2003-02-19,51.7,52.68706122916923,-0.018734414221280526
2003-02-20,50.95,53.03706122916922,-0.039350996846359565
2003-02-21,51.3,51.17706122916922,0.002402224119127494
2003-02-24,49.44,51.58706122916923,-0.04162015005334718
2003-02-25,49.85,51.93706122916923,-0.04018443053526255
2003-02-26,50.2,52.07706122916923,-0.036043916167025514
2003-02-27,50.34,53.13706122916923,-0.05263861351131316
2003-02-28,51.4,52.97,-0.029639418538795592
2003-03-03,52.35,52.38,-0.000572737686139746
2003-03-04,51.76,52.06,-0.005762581636573283
2003-03-05,51.44,51.65,-0.004065827686350443
2003-03-06,51.03,51.46000000000001,-0.008356004663816696
2003-03-07,50.84,50.23,0.012144136969938435
2003-03-10,49.61,50.29,-0.01352157486577843
2003-03-11,49.67,49.62,0.0010076582023379466
2003-03-12,49.0,50.64,-0.03238546603475512
2003-03-13,50.02,50.42,-0.007933359777865912
2003-03-14,49.8,52.03,-0.04285988852585054
2003-03-17,51.41,52.3,-0.017017208413001916
2003-03-18,51.68,55.8,-0.07383512544802862
2003-03-19,55.18,57.42,-0.03901079763148729
2003-03-20,56.8,57.88,-0.018659295093296557
2003-03-21,57.26,56.08,0.021041369472182492
2003-03-24,55.46,56.5,-0.018407079646017732
2003-03-25,55.88,56.82,-0.016543470608940458
2003-03-26,56.2,57.27,-0.018683429369652504
2003-03-27,56.65,57.12,-0.008228291316526581
2003-03-28,56.5,55.69,0.014544801580176125
2003-03-31,55.07,55.87,-0.01431895471630562
2003-04-01,55.25,57.55,-0.03996524761077325
2003-04-02,56.93,56.7,0.004056437389770684
2003-04-03,56.08,56.47,-0.00690632194085361
2003-04-04,55.85,56.74,-0.01568558336270709
2003-04-07,56.12,56.23,-0.001956251111506324
2003-04-08,55.61,56.6,-0.017491166077738596
2003-04-09,55.98,56.83,-0.014956888967094906
2003-04-10,56.21,58.08,-0.03219696969696961
2003-04-11,57.46,58.9,-0.024448217317487253
2003-04-14,58.28,60.07,-0.029798568336940168
2003-04-15,59.45,58.8,0.011054421768707634
2003-04-16,58.18,59.52,-0.022513440860215117
2003-04-17,58.9,58.15,0.012897678417884695
2003-04-21,57.53,59.17,-0.0277167483522055
2003-04-22,58.55,59.26,-0.0119811002362471
2003-04-23,58.64,59.9,-0.021035058430717846
2003-04-24,59.28,59.41,-0.002188183807439792
2003-04-25,58.79,60.55,-0.02906688687035508
2003-04-28,59.93,60.23,-0.004980906524987505
2003-04-29,59.61,60.5,-0.014710743801652937
2003-04-30,59.88,59.87,0.00016702856188421933
2003-05-01,59.25,61.36,-0.03438722294654495
2003-05-02,60.74,62.35,-0.025821972734562992
2003-05-05,61.73,62.28,-0.008831085420680895
2003-05-06,61.66,61.81,-0.0024267917812652584
2003-05-07,61.19,61.4,-0.003420195439739482
