date,DUK,dcf,Deviation
2004-12-23,44.87,,
2004-12-27,44.45,,
2004-12-28,44.59,,
2004-12-29,44.79,,
2004-12-30,44.61,,
2004-12-31,44.16,,
2005-01-03,43.67,,
2005-01-04,43.23,,
2005-01-05,42.9,,
2005-01-06,42.9,,
2005-01-07,43.01,,
2005-01-10,43.48,,
2005-01-11,43.16,,
2005-01-12,43.58,,
2005-01-13,43.63,,
2005-01-14,43.81,,
2005-01-18,44.28,,
2005-01-19,44.16,,
2005-01-20,44.21,,
2005-01-21,43.67,,
2005-01-24,44.38,,
2005-01-25,43.84,,
2005-01-26,45.15,,
2005-01-27,45.48,,
2005-01-28,45.57,,
2005-01-31,46.7,,
2005-02-01,47.21,,
2005-02-02,46.89,,
2005-02-03,47.37,,
2005-02-04,48.29,,
2005-02-07,47.73,,
2005-02-08,47.38,,
2005-02-09,46.63,,
2005-02-10,46.79,,
2005-02-11,46.7,,
2005-02-14,47.77,,
2005-02-15,47.85,,
2005-02-16,47.68,,
2005-02-17,47.09,,
2005-02-18,46.42,,
2005-02-22,45.47,,
2005-02-23,45.94,,
2005-02-24,46.96,,
2005-02-25,47.78,,
2005-02-28,47.05,,
2005-03-01,47.52,,
2005-03-02,47.47,,
2005-03-03,47.35,,
2005-03-04,48.27,,
2005-03-07,49.02,,
2005-03-08,48.81,,
2005-03-09,47.7,,
2005-03-10,48.39,,
2005-03-11,47.89,,
2005-03-14,48.53,,
2005-03-15,48.2,,
2005-03-16,47.47,,
2005-03-17,48.01,,
2005-03-18,47.87,,
2005-03-21,48.03,,
2005-03-22,47.68,,
2005-03-23,47.3,,
2005-03-24,48.2,,
2005-03-28,48.59,,
2005-03-29,47.84,,
2005-03-30,48.73,,
2005-03-31,48.83,,
2005-04-01,49.37,,
2005-04-04,49.51,,
2005-04-05,49.7,,
2005-04-06,50.07,,
2005-04-07,50.24,,
2005-04-08,49.42,,
2005-04-11,49.96,,
2005-04-12,50.29,,
2005-04-13,49.65,,
2005-04-14,49.27,,
2005-04-15,48.62,,
2005-04-18,48.6,,
2005-04-19,49.6,,
2005-04-20,49.39,,
2005-04-21,50.29,,
2005-04-22,50.47,,
2005-04-25,50.43,,
2005-04-26,49.96,,
2005-04-27,50.14,,
2005-04-28,50.15,,
2005-04-29,50.89,,
2005-05-02,50.68,,
2005-05-03,50.89,,
2005-05-04,51.17,,
2005-05-05,51.34,,
2005-05-06,51.18,,
2005-05-09,50.24,,
2005-05-10,48.85,,
2005-05-11,48.15,,
2005-05-12,48.2,,
2005-05-13,48.06,,
2005-05-16,48.29,,
2005-05-17,49.16,,
2005-05-18,48.83,,
2005-05-19,48.76,,
2005-05-20,48.73,,
2005-05-23,48.34,,
2005-05-24,48.36,,
2005-05-25,48.32,,
2005-05-26,48.13,,
2005-05-27,48.2,,
2005-05-31,47.91,,
2005-06-01,48.31,,
2005-06-02,48.64,,
2005-06-03,48.62,,
2005-06-06,48.74,,
2005-06-07,48.57,,
2005-06-08,48.52,,
2005-06-09,49.2,,
2005-06-10,49.07,,
2005-06-13,49.51,,
2005-06-14,50.07,,
2005-06-15,49.6,,
2005-06-16,49.91,,
2005-06-17,50.56,,
2005-06-20,50.87,,
2005-06-21,50.76,,
2005-06-22,51.13,,
2005-06-23,51.48,,
2005-06-24,50.89,,
2005-06-27,51.53,,
2005-06-28,51.88,,
2005-06-29,51.57,,
2005-06-30,51.83,,
2005-07-01,52.28,,
2005-07-05,52.46,,
2005-07-06,51.36,,
2005-07-07,51.83,,
2005-07-08,52.12,,
2005-07-11,52.3,,
2005-07-12,52.39,,
2005-07-13,52.77,,
2005-07-14,52.23,,
2005-07-15,52.21,,
2005-07-18,51.95,,
2005-07-19,52.28,,
2005-07-20,52.11,,
2005-07-21,51.29,,
2005-07-22,51.86,,
2005-07-25,51.51,,
2005-07-26,51.67,,
2005-07-27,51.9,,
2005-07-28,51.24,,
2005-07-29,51.5,,
2005-08-01,51.11,,
2005-08-02,51.88,,
2005-08-03,51.71,,
2005-08-04,51.04,,
2005-08-05,50.7,,
2005-08-08,49.58,,
2005-08-09,49.68,,
2005-08-10,49.16,,
2005-08-11,49.23,,
2005-08-12,49.07,,
2005-08-15,49.54,,
2005-08-16,49.06,,
2005-08-17,48.67,,
2005-08-18,49.06,,
2005-08-19,49.67,,
2005-08-22,49.7,,
2005-08-23,50.28,,
2005-08-24,49.91,,
2005-08-25,50.43,,
2005-08-26,50.28,,
2005-08-29,50.09,,
2005-08-30,50.26,,
2005-08-31,50.54,,
2005-09-01,50.56,,
2005-09-02,50.56,,
2005-09-06,50.82,,
2005-09-07,50.68,,
2005-09-08,50.63,,
2005-09-09,50.54,,
2005-09-12,50.63,,
2005-09-13,50.52,,
2005-09-14,50.54,,
2005-09-15,50.82,,
2005-09-16,51.18,,
2005-09-19,50.7,,
2005-09-20,50.33,,
2005-09-21,49.72,,
2005-09-22,49.27,,
2005-09-23,49.06,,
2005-09-26,49.09,,
2005-09-27,49.42,,
2005-09-28,50.02,,
2005-09-29,50.73,,
2005-09-30,50.85,,
2005-10-03,50.7,,
2005-10-04,49.37,,
2005-10-05,48.03,,
2005-10-06,47.68,,
2005-10-07,48.12,,
2005-10-10,47.07,,
2005-10-11,46.95,,
2005-10-12,46.04,,
2005-10-13,45.13,,
2005-10-14,45.27,,
2005-10-17,45.4,,
2005-10-18,44.3,,
2005-10-19,44.89,,
2005-10-20,43.86,,
2005-10-21,44.14,,
2005-10-24,45.22,,
2005-10-25,45.92,,
2005-10-26,45.53,,
2005-10-27,45.05,,
2005-10-28,46.02,,
2005-10-31,46.16,,
2005-11-01,45.66,,
2005-11-02,46.48,,
2005-11-03,46.09,,
2005-11-04,46.3,,
2005-11-07,45.67,,
2005-11-08,45.67,,
2005-11-09,45.71,,
2005-11-10,45.8,,
2005-11-11,45.1,,
2005-11-14,44.7,,
2005-11-15,45.41,,
2005-11-16,46.09,,
2005-11-17,46.81,,
2005-11-18,46.98,,
2005-11-21,47.12,,
2005-11-22,47.1,,
2005-11-23,47.5,,
2005-11-25,47.5,,
2005-11-28,47.73,,
2005-11-29,47.54,,
2005-11-30,46.83,,
2005-12-01,47.21,,
2005-12-02,47.14,,
2005-12-05,46.63,,
2005-12-06,46.37,,
2005-12-07,45.76,,
2005-12-08,45.97,,
2005-12-09,46.34,,
2005-12-12,46.11,,
2005-12-13,46.88,,
2005-12-14,47.8,,
2005-12-15,47.77,,
2005-12-16,47.56,,
2005-12-19,47.14,,
2005-12-20,47.77,,
2005-12-21,47.47,,
2005-12-22,48.27,,
2005-12-23,48.52,,
2005-12-27,48.27,,
2005-12-28,48.12,,
2005-12-29,47.96,,
2005-12-30,47.85,,
2006-01-03,48.53,,
2006-01-04,48.48,,
2006-01-05,48.13,,
2006-01-06,48.45,,
2006-01-09,48.55,,
2006-01-10,48.71,,
2006-01-11,48.99,,
2006-01-12,48.59,,
2006-01-13,49.37,,
2006-01-17,49.53,,
2006-01-18,49.44,,
2006-01-19,50.09,,
2006-01-20,49.51,,
2006-01-23,49.61,,
2006-01-24,50.21,,
2006-01-25,49.67,,
2006-01-26,49.41,,
2006-01-27,49.91,,
2006-01-30,49.46,,
2006-01-31,49.42,,
2006-02-01,49.6,,
2006-02-02,48.92,,
2006-02-03,48.92,,
2006-02-06,49.0,,
2006-02-07,48.64,,
2006-02-08,48.6,,
2006-02-09,48.46,,
2006-02-10,49.27,,
2006-02-13,49.39,,
2006-02-14,49.34,,
2006-02-15,48.64,,
2006-02-16,49.34,,
2006-02-17,49.86,,
2006-02-21,49.56,,
2006-02-22,50.03,,
2006-02-23,49.37,,
2006-02-24,49.81,,
2006-02-27,49.82,,
2006-02-28,49.51,,
2006-03-01,49.3,,
2006-03-02,49.41,,
2006-03-03,49.41,,
2006-03-06,48.46,,
2006-03-07,48.36,,
2006-03-08,48.81,,
2006-03-09,48.97,,
2006-03-10,49.0,,
2006-03-13,50.33,,
2006-03-14,50.68,,
2006-03-15,50.92,,
2006-03-16,51.2,,
2006-03-17,51.32,,
2006-03-20,50.28,,
2006-03-21,49.91,,
2006-03-22,50.7,,
2006-03-23,50.8,,
2006-03-24,50.73,,
2006-03-27,50.73,,
2006-03-28,50.43,,
2006-03-29,51.36,,
2006-03-30,51.55,,
2006-03-31,50.82,,
2006-04-03,50.33,,
2006-04-04,50.8,,
2006-04-05,51.6,,
2006-04-06,51.01,,
2006-04-07,50.05,,
2006-04-10,50.02,,
2006-04-11,49.79,,
2006-04-12,49.79,,
2006-04-13,49.63,,
2006-04-17,49.44,,
2006-04-18,49.93,,
2006-04-19,50.12,,
2006-04-20,50.83,,
2006-04-21,50.78,,
2006-04-24,51.08,,
2006-04-25,49.86,,
2006-04-26,49.61,,
2006-04-27,50.33,,
2006-04-28,50.76,,
2006-05-01,50.49,,
2006-05-02,50.28,,
2006-05-03,49.67,,
2006-05-04,49.74,,
2006-05-05,50.89,,
2006-05-08,50.9,,
2006-05-09,50.38,,
2006-05-10,50.0,,
2006-05-11,49.34,,
2006-05-12,48.67,,
2006-05-15,48.86,,
2006-05-16,48.43,,
2006-05-17,47.49,,
2006-05-18,47.64,,
2006-05-19,48.01,,
2006-05-22,48.78,,
2006-05-23,47.57,,
2006-05-24,47.66,,
2006-05-25,48.03,,
2006-05-26,48.81,,
2006-05-30,48.88,,
2006-05-31,49.2,,
2006-06-01,49.0,,
2006-06-02,50.21,,
2006-06-05,49.79,,
2006-06-06,50.02,,
2006-06-07,49.44,,
2006-06-08,50.09,,
2006-06-09,50.43,,
2006-06-12,50.73,,
2006-06-13,49.96,,
2006-06-14,49.6,,
2006-06-15,50.9,,
2006-06-16,50.71,,
2006-06-19,50.21,,
2006-06-20,50.21,,
2006-06-21,49.79,,
2006-06-22,49.7,,
2006-06-23,49.65,,
2006-06-26,49.72,,
2006-06-27,49.72,,
2006-06-28,49.47,,
2006-06-29,51.76,,
2006-06-30,51.2,,
2006-07-03,51.55,,
2006-07-05,51.13,,
2006-07-06,50.66,,
2006-07-07,50.97,,
2006-07-10,51.08,,
2006-07-11,51.31,,
2006-07-12,50.94,,
2006-07-13,51.32,,
2006-07-14,51.31,,
2006-07-17,51.06,,
2006-07-18,51.27,,
2006-07-19,51.85,,
2006-07-20,52.18,,
2006-07-21,52.35,,
2006-07-24,52.42,,
2006-07-25,52.93,,
2006-07-26,53.36,,
2006-07-27,52.87,,
2006-07-28,53.14,,
2006-07-31,52.86,,
2006-08-01,53.73,,
2006-08-02,53.34,,
2006-08-03,53.48,,
2006-08-04,53.05,,
2006-08-07,52.14,,
2006-08-08,52.84,,
2006-08-09,51.78,,
2006-08-10,51.81,,
2006-08-11,51.74,,
2006-08-14,51.69,,
2006-08-15,52.05,,
2006-08-16,51.71,,
2006-08-17,51.85,,
2006-08-18,52.32,,
2006-08-21,52.23,,
2006-08-22,52.47,,
2006-08-23,51.69,,
2006-08-24,51.43,,
2006-08-25,51.34,,
2006-08-28,51.46,,
2006-08-29,51.79,,
2006-08-30,51.46,,
2006-08-31,52.3,,
2006-09-01,52.54,,
2006-09-05,51.69,,
2006-09-06,51.88,,
2006-09-07,52.09,,
2006-09-08,52.73,,
2006-09-11,52.6,,
2006-09-12,52.73,,
2006-09-13,52.65,,
2006-09-14,52.63,,
2006-09-15,52.94,,
2006-09-18,52.68,,
2006-09-19,52.84,,
2006-09-20,52.44,,
2006-09-21,52.51,,
2006-09-22,52.42,,
2006-09-25,52.98,,
2006-09-26,52.89,,
2006-09-27,53.4,,
2006-09-28,53.45,,
2006-09-29,52.65,54.08567986230637,-0.02654454683682239
2006-10-02,53.38,55.185679862306365,-0.03272008004271598
2006-10-03,54.48,55.23567986230637,-0.013681009524824539
2006-10-04,54.53,54.575679862306366,-0.0008370003346108712
2006-10-05,53.87,54.31567986230637,-0.008205362860893906
2006-10-06,53.61,54.31567986230637,-0.012992194226332243
2006-10-09,53.61,54.17567986230637,-0.010441583082004824
2006-10-10,53.47,54.38567986230637,-0.016836782488049873
2006-10-11,53.68,54.71567986230637,-0.018928392462867816
2006-10-12,54.01,54.13567986230637,-0.002321571699589575
2006-10-13,53.43,54.01567986230637,-0.010842774983104042
2006-10-16,53.31,54.69567986230637,-0.025334356676701808
2006-10-17,53.99,55.075679862306366,-0.019712509496399355
2006-10-18,54.37,55.70567986230637,-0.02397744477058561
2006-10-19,55.0,56.295679862306365,-0.023015617991921755
2006-10-20,55.59,56.21567986230637,-0.011129988356253784
2006-10-23,55.51,55.74567986230637,-0.004227769091497469
2006-10-24,55.04,56.49567986230637,-0.025766215502746603
2006-10-25,55.79,56.08567986230637,-0.005271931498954552
2006-10-26,55.38,56.10567986230637,-0.012934160393160088
2006-10-27,55.4,56.145679862306366,-0.013281161865616342
2006-10-30,55.44,55.865679862306365,-0.007619702532136952
2006-10-31,55.16,56.145679862306366,-0.01755575611024185
2006-11-01,55.44,55.60567986230637,-0.002979549260374692
2006-11-02,54.9,54.90567986230637,-0.000103447627287645
2006-11-03,54.2,54.22567986230637,-0.000473573819112616
2006-11-06,53.52,54.15567986230637,-0.011738009086445178
2006-11-07,53.45,54.865679862306365,-0.025802648684190577
2006-11-08,54.16,54.935679862306365,-0.014119782703164385
2006-11-09,54.23,55.67567986230637,-0.02596609266167449
2006-11-10,54.97,56.005679862306366,-0.018492407642450748
2006-11-13,55.3,56.15567986230637,-0.015237636947936561
2006-11-14,55.45,55.46567986230637,-0.0002826948546432728
2006-11-15,54.76,55.615679862306365,-0.015385586662338135
2006-11-16,54.91,55.96567986230637,-0.018862986474991184
2006-11-17,55.26,55.70567986230637,-0.008000617951490874
2006-11-20,55.0,55.255679862306366,-0.004627214124294565
2006-11-21,54.55,55.35567986230637,-0.014554601520755384
2006-11-22,54.65,55.325679862306366,-0.0122127710673956
2006-11-24,54.62,54.31567986230637,0.005602804539409201
2006-11-27,53.61,55.13567986230637,-0.027671371172288795
2006-11-28,54.43,55.81567986230637,-0.024825996310082532
2006-11-29,55.11,56.005679862306366,-0.01599266118201681
2006-11-30,55.3,55.95567986230637,-0.01171784283418309
2006-12-01,55.25,57.74567986230637,-0.043218468779955055
2006-12-04,57.04,57.69567986230637,-0.011364453350254045
2006-12-05,56.99,57.34567986230637,-0.0062023828675568105
2006-12-06,56.64,57.20567986230637,-0.00988852616851954
2006-12-07,56.5,57.71567986230637,-0.021063251185928
2006-12-08,57.01,58.46567986230637,-0.024898023348649434
2006-12-11,57.76,58.65567986230637,-0.01527013009497069
2006-12-12,57.95,59.71567986230637,-0.029568111195881985
2006-12-13,59.01,59.34567986230637,-0.00565634875335852
2006-12-14,58.64,59.12567986230637,-0.0082143641043525
2006-12-15,58.42,58.53567986230637,-0.0019762282180454394
2006-12-18,57.83,58.59567986230637,-0.01306717259882706
2006-12-19,57.89,57.97567986230637,-0.0014778586902277624
2006-12-20,57.27,58.40567986230637,-0.019444681835461552
2006-12-21,57.7,58.26567986230637,-0.009708628881413328
2006-12-22,57.56,58.56567986230637,-0.01717182938319539
2006-12-26,57.86,58.53567986230637,-0.01154304287394925
2006-12-27,57.83,58.26567986230637,-0.007477469813035209
2006-12-28,57.56,58.59567986230637,-0.01767502083327821
2006-12-29,57.89,57.52016835016835,0.0064295995724528154
2007-01-03,57.42,57.64016835016835,-0.0038197034545564
2007-01-04,57.54,56.32016835016835,0.021658877904046525
2007-01-05,56.22,56.41016835016835,-0.0033711714701483153
2007-01-08,56.31,56.14016835016835,0.003025136098138148
2007-01-09,56.04,55.90016835016835,0.0025014531075420177
2007-01-10,55.8,56.05016835016835,-0.004463293466050788
2007-01-11,55.95,55.78016835016835,0.003044660044148717
2007-01-12,55.68,55.96016835016835,-0.005006567321513611
2007-01-16,55.86,55.87016835016835,-0.00018199963359011306
2007-01-17,55.77,56.14016835016835,-0.0065936451750457925
2007-01-18,56.04,56.32016835016835,-0.004974565211283033
2007-01-19,56.22,56.02016835016835,0.0035671376169839064
2007-01-22,55.92,56.11016835016835,-0.003389195858076177
2007-01-23,56.01,56.35016835016835,-0.00603668738049723
2007-01-24,56.25,56.86016835016835,-0.010731033126927803
2007-01-25,56.76,57.34016835016835,-0.010118009187300325
2007-01-26,57.24,57.67016835016835,-0.0074591138273848445
2007-01-29,57.57,58.51016835016835,-0.016068460862079248
2007-01-30,58.41,59.17016835016835,-0.012847155439370872
2007-01-31,59.07,59.65016835016835,-0.00972618127014413
2007-02-01,59.55,60.07016835016835,-0.008659345636192084
2007-02-02,59.97,60.97016835016835,-0.016404224840320447
2007-02-05,60.87,60.28016835016835,0.009784837467694318
2007-02-06,60.18,60.07016835016835,0.001828389246246287
2007-02-07,59.97,60.58016835016835,-0.010072080794517269
2007-02-08,60.48,60.58016835016835,-0.0016534841829648483
2007-02-09,60.48,60.70016835016835,-0.0036271456266520063
2007-02-12,60.6,61.27016835016835,-0.010937922454174354
2007-02-13,61.17,60.28016835016835,0.014761598618348248
2007-02-14,60.18,60.10016835016835,0.0013283099203069693
2007-02-15,60.0,59.98016835016835,0.00033063678174216626
2007-02-16,59.88,59.95016835016835,-0.001170444589220998
2007-02-20,59.85,59.95016835016835,-0.0016708601981443305
2007-02-21,59.85,59.56016835016835,0.0048661993050063135
2007-02-22,59.46,59.83016835016835,-0.006186984933785666
2007-02-23,59.73,60.13016835016835,-0.006655034588261333
2007-02-26,60.03,58.96016835016835,0.018144989740833894
2007-02-27,58.86,59.14016835016835,-0.004737361390476202
2007-02-28,59.04,59.53016835016835,-0.00823394866423166
2007-03-01,59.43,58.57016835016835,0.014680368420507905
2007-03-02,58.47,57.46016835016835,0.01757446382122696
2007-03-05,57.36,58.75016835016835,-0.023662372197515102
2007-03-06,58.65,58.72016835016835,-0.0011949616654692852
2007-03-07,58.62,58.42016835016835,0.003420593529170679
2007-03-08,58.32,57.85016835016835,0.008121526060006268
2007-03-09,57.75,58.87016835016835,-0.01902777555357793
2007-03-12,58.77,58.12016835016835,0.011180828760104067
2007-03-13,58.02,58.27016835016835,-0.004293249140194466
2007-03-14,58.17,59.11016835016835,-0.015905357342222315
2007-03-15,59.01,58.78016835016835,0.003910020271845394
2007-03-16,58.68,59.17016835016835,-0.008284045217981206
2007-03-19,59.07,60.73016835016835,-0.02733679809013312
2007-03-20,60.63,61.36016835016835,-0.01189971230198461
2007-03-21,61.26,61.12016835016835,0.002287815194331966
2007-03-22,61.02,60.97016835016835,0.0008173119933909678
2007-03-23,60.87,61.39016835016835,-0.008473153994322469
2007-03-26,61.29,61.03016835016835,0.004257429675448954
2007-03-27,60.93,61.06016835016835,-0.002131804639349477
2007-03-28,60.96,61.51016835016835,-0.008944347982211998
2007-03-29,61.41,60.97016835016835,0.0072138828173407
2007-03-30,60.87,62.57952681388013,-0.02731766922694212
2007-04-02,62.13,62.75952681388013,-0.010030776932832053
2007-04-03,62.31,62.00952681388013,0.0048455971454473
2007-04-04,61.56,62.459526813880125,-0.014401755180768139
2007-04-05,62.01,62.879526813880126,-0.013828456700284653
2007-04-09,62.43,62.93952681388013,-0.008095498006949753
2007-04-10,62.49,61.82952681388013,0.010682164657478843
2007-04-11,61.38,61.379526813880126,7.70918487713601e-06
2007-04-12,60.93,61.559526813880126,-0.010226310149904938
2007-04-13,61.11,62.309526813880126,-0.01925109810997505
2007-04-16,61.86,62.39952681388013,-0.008646328609019482
2007-04-17,61.95,63.26952681388013,-0.02085564536876927
2007-04-18,62.82,62.459526813880125,0.005771308309683976
2007-04-19,62.01,63.239526813880126,-0.01944237845894614
2007-04-20,62.79,63.11952681388013,-0.005220679408003193
2007-04-23,62.67,63.26952681388013,-0.009475759406953554
2007-04-24,62.82,63.44952681388013,-0.00992169438436874
2007-04-25,63.0,62.489526813880126,0.008168939855158097
2007-04-26,62.04,62.54952681388013,-0.008145973915937965
2007-04-27,62.1,62.00952681388013,0.00145902074678661
2007-04-30,61.56,62.51952681388013,-0.015347633975807629
2007-05-01,62.07,62.849526813880125,-0.012403065757178755
2007-05-02,62.4,62.639526813880124,-0.003823892453591271
2007-05-03,62.19,62.33952681388013,-0.0023985875659042755
2007-05-04,61.89,63.08952681388013,-0.01901308940577162
2007-05-07,62.64,62.42952681388012,0.0033713724396366995
2007-05-08,61.98,61.46952681388013,0.00830449187717841
2007-05-09,61.02,60.89952681388013,0.001978228607392385
2007-05-10,60.45,61.28952681388012,-0.013697720597999341
2007-05-11,60.84,62.069526813880124,-0.019808863978727387
2007-05-14,61.62,61.82952681388013,-0.003388782426086645
2007-05-15,61.38,61.82952681388013,-0.007270423000863224
2007-05-16,61.38,61.919526813880125,-0.008713354924398065
2007-05-17,61.47,61.64952681388013,-0.0029120550174233095
2007-05-18,61.2,61.61952681388013,-0.00680834202358116
2007-05-21,61.17,61.319526813880124,-0.0024384861014008496
2007-05-22,60.87,60.26952681388013,0.00996313091977985
2007-05-23,59.82,58.709526813880125,0.01891470169126519
2007-05-24,58.26,58.01952681388013,0.0041446940250182696
2007-05-25,57.57,58.61952681388013,-0.017904047864671924
2007-05-29,58.17,59.21952681388013,-0.01772264775398602
2007-05-30,58.77,59.069526813880124,-0.005070750182643025
2007-05-31,58.62,58.67952681388012,-0.0010144392279940462
2007-06-01,58.23,58.46952681388013,-0.004096609412328478
2007-06-04,58.02,58.10952681388012,-0.0015406563912809812
2007-06-05,57.66,57.68952681388013,-0.0005118227780822604
2007-06-06,57.24,55.58952681388013,0.029690362208799614
2007-06-07,55.14,55.58952681388013,-0.008086537872236121
2007-06-08,55.14,56.18952681388013,-0.018678335152323644
2007-06-11,55.74,55.19952681388013,0.009791264840769864
2007-06-12,54.75,56.489526813880126,-0.030793793327592578
2007-06-13,56.04,56.36952681388013,-0.005845832535869122
2007-06-14,55.92,57.389526813880124,-0.025606184533389587
2007-06-15,56.94,56.489526813880126,0.00797445493930371
2007-06-18,56.04,57.11952681388013,-0.018899435518744623
2007-06-19,56.67,55.67952681388012,0.017788821902720686
2007-06-20,55.23,56.51952681388013,-0.022815598193639652
2007-06-21,56.07,55.169526813880125,0.01632193056789677
2007-06-22,54.72,55.139526813880124,-0.007608458725012479
2007-06-25,54.69,55.07952681388013,-0.007072079889073546
2007-06-26,54.63,55.499526813880124,-0.015667283376957664
2007-06-27,55.05,55.169526813880125,-0.0021665368688653652
2007-06-28,54.72,55.349526813880125,-0.011373662072974744
2007-06-29,54.9,55.98224151539068,-0.019331871788183963
2007-07-02,55.5,56.042241515390685,-0.009675585785443142
2007-07-03,55.56,55.74224151539069,-0.003269361088401257
2007-07-05,55.26,54.84224151539069,0.007617458241419017
2007-07-06,54.36,55.112241515390686,-0.013649263660971078
2007-07-09,54.63,54.30224151539068,0.006035818696663364
2007-07-10,53.82,54.60224151539069,-0.014326179542834327
2007-07-11,54.12,55.20224151539069,-0.019605028449595774
2007-07-12,54.72,55.38224151539069,-0.01195765099552093
2007-07-13,54.9,54.542241515390685,0.006559291929877142
2007-07-16,54.06,54.30224151539068,-0.004460985562115716
2007-07-17,53.82,54.60224151539069,-0.014326179542834327
2007-07-18,54.12,54.63224151539069,-0.009376176067137698
2007-07-19,54.15,54.362241515390686,-0.0039042083158141727
2007-07-20,53.88,54.512241515390684,-0.011598156630785006
2007-07-23,54.03,53.252241515390686,0.014605178345113101
2007-07-24,52.77,53.49224151539069,-0.013501799418573324
2007-07-25,53.01,53.16224151539069,-0.0028637151303452235
2007-07-26,52.68,52.112241515390686,0.010894915822065254
2007-07-27,51.63,52.05224151539068,-0.008111879586700121
2007-07-30,51.57,51.57224151539069,-4.3463602217408415e-05
2007-07-31,51.09,53.34224151539069,-0.042222476060381764
2007-08-01,52.86,54.42224151539069,-0.028705938452551316
2007-08-02,53.94,51.81224151539069,0.04106671362552938
2007-08-03,51.33,54.182241515390686,-0.052641630091669334
2007-08-06,53.7,57.06224151539069,-0.058922352611819995
2007-08-07,56.58,59.10224151539069,-0.042675902820604183
2007-08-08,58.62,58.682241515390686,-0.0010606533387850225
2007-08-09,58.2,59.012241515390684,-0.013763949555768762
2007-08-10,58.53,57.48224151539068,0.01822751613346152
2007-08-13,57.0,56.13224151539069,0.015459181054998217
2007-08-14,55.65,54.60224151539069,0.01918892806468353
2007-08-15,54.12,55.17224151539069,-0.019071937019219387
2007-08-16,54.69,55.56224151539069,-0.015698458010357297
2007-08-17,55.08,55.38224151539069,-0.005457372383649295
2007-08-20,54.9,55.622241515390684,-0.012984761054457672
2007-08-21,55.14,55.95224151539069,-0.01451669304736014
2007-08-22,55.47,55.92224151539069,-0.008086970463553889
2007-08-23,55.44,56.10224151539069,-0.011804189948613986
2007-08-24,55.62,53.942241515390684,0.03110286924451633
2007-08-27,53.46,53.612241515390686,-0.002839678235557086
2007-08-28,53.13,55.502241515390686,-0.042741364143516036
2007-08-29,55.02,54.692241515390684,0.005992778418435929
2007-08-30,54.21,55.502241515390686,-0.0232826905744401
2007-08-31,55.02,56.612241515390686,-0.028125392543551064
2007-09-04,56.13,55.652241515390685,0.008584712342218914
2007-09-05,55.17,56.73224151539068,-0.02753710189587466
2007-09-06,56.25,56.82224151539069,-0.010070731110382036
2007-09-07,56.34,56.612241515390686,-0.004808880696177131
2007-09-10,56.13,56.28224151539069,-0.0027049653903541415
2007-09-11,55.8,56.46224151539069,-0.011728927113355492
2007-09-12,55.98,56.52224151539069,-0.009593418464181824
2007-09-13,56.04,56.46224151539069,-0.007478298842875208
2007-09-14,55.98,56.13224151539069,-0.002712193763880766
2007-09-17,55.65,57.24224151539069,-0.02781584845804097
2007-09-18,56.76,57.752241515390686,-0.017181004396621735
2007-09-19,57.27,56.55224151539068,0.012691954648941461
2007-09-20,56.07,56.762241515390684,-0.012195457700573509
2007-09-21,56.28,56.55224151539068,-0.004813982754628632
2007-09-24,56.07,57.03224151539069,-0.01687188667012185
2007-09-25,56.55,57.48224151539068,-0.01621790470959772
2007-09-26,57.0,57.24224151539069,-0.00423186634516326
2007-09-27,56.76,56.55224151539068,0.003673744471344609
2007-09-28,56.07,57.623175355450236,-0.026954004979236723
2007-10-01,57.09,57.83317535545024,-0.012850329432589236
2007-10-02,57.3,58.163175355450235,-0.014840581694089972
2007-10-03,57.63,58.43317535545024,-0.013745194413353423
2007-10-04,57.9,58.82317535545024,-0.015694075504625093
2007-10-05,58.29,58.25317535545024,0.000632148279043454
2007-10-08,57.72,58.493175355450234,-0.013218214787482752
2007-10-09,57.96,58.01317535545024,-0.0009166082553562216
2007-10-10,57.48,57.233175355450236,0.004312614895414013
2007-10-11,56.7,57.773175355450235,-0.01857566853210868
2007-10-12,57.24,57.203175355450234,0.0006437517554043204
2007-10-15,56.67,57.413175355450235,-0.012944334655750511
2007-10-16,56.88,56.843175355450235,0.0006478287731024324
2007-10-17,56.31,56.96317535545024,-0.01146662473386395
2007-10-18,56.43,55.76317535545024,0.01195815410975487
2007-10-19,55.23,56.21317535545024,-0.01749012307583364
2007-10-22,55.68,56.15317535545024,-0.008426511100307899
2007-10-23,55.62,56.483175355450236,-0.015281990610801377
2007-10-24,55.95,56.663175355450235,-0.012586222903613442
2007-10-25,56.13,56.93317535545024,-0.01410733461528857
2007-10-26,56.4,57.65317535545024,-0.02173644986115708
2007-10-29,57.12,57.44317535545024,-0.005626000886101323
2007-10-30,56.91,58.04317535545024,-0.01952297317489604
2007-10-31,57.51,56.993175355450234,0.009068184766447551
2007-11-01,56.46,57.623175355450236,-0.020185894794501613
2007-11-02,57.09,58.61317535545024,-0.025986910728060364
2007-11-05,58.08,58.82317535545024,-0.01263405708650478
2007-11-06,58.29,57.623175355450236,0.011572160687717048
2007-11-07,57.09,59.03317535545024,-0.032916666666666705
2007-11-08,58.5,58.883175355450234,-0.00650738267997919
2007-11-09,58.35,58.64317535545024,-0.004999309018879572
2007-11-12,58.11,59.39317535545024,-0.0216047609472102
2007-11-13,58.86,58.07317535545024,0.013548848323409635
