date,PH,dcf,Deviation
1998-07-23,21.71,,
1998-07-24,22.08,,
1998-07-27,21.96,,
1998-07-28,22.38,,
1998-07-29,22.17,,
1998-07-30,23.25,,
1998-07-31,22.88,,
1998-08-03,23.0,,
1998-08-04,22.33,,
1998-08-05,22.33,,
1998-08-06,22.63,,
1998-08-07,22.21,,
1998-08-10,21.63,,
1998-08-11,21.21,,
1998-08-12,20.92,,
1998-08-13,20.79,,
1998-08-14,20.29,,
1998-08-17,20.67,,
1998-08-18,21.13,,
1998-08-19,20.54,,
1998-08-20,19.96,,
1998-08-21,19.67,,
1998-08-24,19.38,,
1998-08-25,19.63,,
1998-08-26,19.33,,
1998-08-27,19.5,,
1998-08-28,19.88,,
1998-08-31,19.33,,
1998-09-01,19.75,,
1998-09-02,19.58,,
1998-09-03,19.88,,
1998-09-04,19.33,,
1998-09-08,19.83,,
1998-09-09,19.96,,
1998-09-10,19.46,,
1998-09-11,19.92,,
1998-09-14,19.33,,
1998-09-15,19.13,,
1998-09-16,18.33,,
1998-09-17,18.21,,
1998-09-18,18.13,,
1998-09-21,18.29,,
1998-09-22,19.0,,
1998-09-23,19.96,,
1998-09-24,19.33,,
1998-09-25,19.5,,
1998-09-28,20.17,,
1998-09-29,19.96,,
1998-09-30,19.79,,
1998-10-01,19.04,,
1998-10-02,19.08,,
1998-10-05,19.42,,
1998-10-06,19.04,,
1998-10-07,19.04,,
1998-10-08,19.29,,
1998-10-09,19.58,,
1998-10-12,20.25,,
1998-10-13,20.21,,
1998-10-14,20.21,,
1998-10-15,21.96,,
1998-10-16,21.96,,
1998-10-19,22.96,,
1998-10-20,23.54,,
1998-10-21,23.29,,
1998-10-22,23.25,,
1998-10-23,22.71,,
1998-10-26,23.33,,
1998-10-27,23.29,,
1998-10-28,23.38,,
1998-10-29,23.5,,
1998-10-30,23.83,,
1998-11-02,24.08,,
1998-11-03,24.5,,
1998-11-04,24.83,,
1998-11-05,24.54,,
1998-11-06,24.67,,
1998-11-09,23.88,,
1998-11-10,23.25,,
1998-11-11,22.79,,
1998-11-12,23.17,,
1998-11-13,23.33,,
1998-11-16,23.38,,
1998-11-17,23.0,,
1998-11-18,22.83,,
1998-11-19,23.38,,
1998-11-20,23.54,,
1998-11-23,24.13,,
1998-11-24,24.04,,
1998-11-25,24.08,,
1998-11-27,24.04,,
1998-11-30,23.17,,
1998-12-01,22.79,,
1998-12-02,21.67,,
1998-12-03,21.88,,
1998-12-04,21.96,,
1998-12-07,21.17,,
1998-12-08,20.71,,
1998-12-09,21.21,,
1998-12-10,20.54,,
1998-12-11,20.92,,
1998-12-14,20.71,,
1998-12-15,20.54,,
1998-12-16,20.08,,
1998-12-17,20.75,,
1998-12-18,20.58,,
1998-12-21,20.63,,
1998-12-22,20.79,,
1998-12-23,21.13,,
1998-12-24,21.21,,
1998-12-28,21.08,,
1998-12-29,21.71,,
1998-12-30,21.33,,
1998-12-31,21.83,,
1999-01-04,22.21,,
1999-01-05,21.92,,
1999-01-06,23.17,,
1999-01-07,22.63,,
1999-01-08,22.92,,
1999-01-11,22.0,,
1999-01-12,21.54,,
1999-01-13,21.42,,
1999-01-14,20.63,,
1999-01-15,20.96,,
1999-01-19,21.17,,
1999-01-20,21.13,,
1999-01-21,20.33,,
1999-01-22,19.75,,
1999-01-25,20.58,,
1999-01-26,20.0,,
1999-01-27,20.33,,
1999-01-28,20.5,,
1999-01-29,20.5,,
1999-02-01,21.96,,
1999-02-02,22.0,,
1999-02-03,21.75,,
1999-02-04,21.83,,
1999-02-05,22.08,,
1999-02-08,22.79,,
1999-02-09,24.0,,
1999-02-10,24.0,,
1999-02-11,23.96,,
1999-02-12,24.33,,
1999-02-16,24.08,,
1999-02-17,23.88,,
1999-02-18,23.83,,
1999-02-19,23.96,,
1999-02-22,25.38,,
1999-02-23,25.42,,
1999-02-24,25.33,,
1999-02-25,25.08,,
1999-02-26,24.75,,
1999-03-01,24.46,,
1999-03-02,24.38,,
1999-03-03,24.25,,
1999-03-04,24.54,,
1999-03-05,25.04,,
1999-03-08,25.38,,
1999-03-09,24.79,,
1999-03-10,24.58,,
1999-03-11,24.83,,
1999-03-12,24.29,,
1999-03-15,24.67,,
1999-03-16,24.58,,
1999-03-17,24.83,,
1999-03-18,24.96,,
1999-03-19,25.83,,
1999-03-22,24.67,,
1999-03-23,24.0,,
1999-03-24,23.83,,
1999-03-25,24.08,,
1999-03-26,23.21,,
1999-03-29,23.92,,
1999-03-30,23.17,,
1999-03-31,22.83,,
1999-04-01,22.83,,
1999-04-05,23.5,,
1999-04-06,23.04,,
1999-04-07,23.58,,
1999-04-08,24.88,,
1999-04-09,24.88,,
1999-04-12,25.17,,
1999-04-13,26.54,,
1999-04-14,27.75,,
1999-04-15,29.88,,
1999-04-16,30.96,,
1999-04-19,31.54,,
1999-04-20,29.96,,
1999-04-21,29.33,,
1999-04-22,31.08,,
1999-04-23,29.96,,
1999-04-26,30.63,,
1999-04-27,31.92,,
1999-04-28,32.38,,
1999-04-29,31.33,,
1999-04-30,31.29,,
1999-05-03,32.96,,
1999-05-04,33.63,,
1999-05-05,33.33,,
1999-05-06,33.33,,
1999-05-07,33.21,,
1999-05-10,32.63,,
1999-05-11,32.71,,
1999-05-12,32.67,,
1999-05-13,32.33,,
1999-05-14,31.92,,
1999-05-17,30.67,,
1999-05-18,29.63,,
1999-05-19,30.13,,
1999-05-20,30.0,,
1999-05-21,29.75,,
1999-05-24,30.04,,
1999-05-25,30.04,,
1999-05-26,29.42,,
1999-05-27,27.92,,
1999-05-28,29.13,,
1999-06-01,29.25,,
1999-06-02,30.54,,
1999-06-03,30.67,,
1999-06-04,30.96,,
1999-06-07,31.71,,
1999-06-08,31.46,,
1999-06-09,31.71,,
1999-06-10,32.0,,
1999-06-11,31.79,,
1999-06-14,31.83,,
1999-06-15,31.92,,
1999-06-16,31.75,,
1999-06-17,32.04,,
1999-06-18,31.75,,
1999-06-21,31.38,,
1999-06-22,31.33,,
1999-06-23,31.5,,
1999-06-24,31.21,,
1999-06-25,31.25,,
1999-06-28,30.04,,
1999-06-29,30.04,,
1999-06-30,30.5,,
1999-07-01,30.5,,
1999-07-02,30.5,,
1999-07-06,30.38,,
1999-07-07,30.5,,
1999-07-08,31.58,,
1999-07-09,30.46,,
1999-07-12,29.67,,
1999-07-13,29.79,,
1999-07-14,29.92,,
1999-07-15,29.96,,
1999-07-16,29.71,,
1999-07-19,29.5,,
1999-07-20,29.42,,
1999-07-21,29.71,,
1999-07-22,29.67,,
1999-07-23,29.38,,
1999-07-26,29.75,,
1999-07-27,30.17,,
1999-07-28,30.33,,
1999-07-29,31.29,,
1999-07-30,31.46,,
1999-08-02,31.33,,
1999-08-03,30.79,,
1999-08-04,31.08,,
1999-08-05,30.63,,
1999-08-06,30.46,,
1999-08-09,30.33,,
1999-08-10,30.0,,
1999-08-11,30.0,,
1999-08-12,30.63,,
1999-08-13,30.38,,
1999-08-16,30.5,,
1999-08-17,30.88,,
1999-08-18,29.88,,
1999-08-19,29.25,,
1999-08-20,29.42,,
1999-08-23,29.92,,
1999-08-24,29.75,,
1999-08-25,30.17,,
1999-08-26,29.63,,
1999-08-27,29.33,,
1999-08-30,28.92,,
1999-08-31,29.17,,
1999-09-01,29.29,,
1999-09-02,29.33,,
1999-09-03,29.83,,
1999-09-07,29.5,,
1999-09-08,29.33,,
1999-09-09,29.63,,
1999-09-10,29.88,,
1999-09-13,30.13,,
1999-09-14,30.21,,
1999-09-15,30.29,,
1999-09-16,30.92,,
1999-09-17,30.92,,
1999-09-20,31.25,,
1999-09-21,31.38,,
1999-09-22,30.88,,
1999-09-23,30.63,,
1999-09-24,30.25,,
1999-09-27,29.92,,
1999-09-28,29.71,,
1999-09-29,30.33,,
1999-09-30,29.88,,
1999-10-01,29.25,,
1999-10-04,29.21,,
1999-10-05,29.13,,
1999-10-06,29.67,,
1999-10-07,32.0,,
1999-10-08,32.17,,
1999-10-11,32.0,,
1999-10-12,31.71,,
1999-10-13,31.38,,
1999-10-14,30.67,,
1999-10-15,30.71,,
1999-10-18,31.08,,
1999-10-19,31.63,,
1999-10-20,31.08,,
1999-10-21,30.38,,
1999-10-22,30.67,,
1999-10-25,29.96,,
1999-10-26,29.92,,
1999-10-27,29.67,,
1999-10-28,30.17,,
1999-10-29,30.54,,
1999-11-01,29.5,,
1999-11-02,29.83,,
1999-11-03,29.17,,
1999-11-04,28.58,,
1999-11-05,30.17,,
1999-11-08,30.17,,
1999-11-09,29.63,,
1999-11-10,30.21,,
1999-11-11,30.67,,
1999-11-12,29.79,,
1999-11-15,31.46,,
1999-11-16,32.21,,
1999-11-17,31.92,,
1999-11-18,32.54,,
1999-11-19,31.29,,
1999-11-22,30.0,,
1999-11-23,30.17,,
1999-11-24,30.25,,
1999-11-26,30.25,,
1999-11-29,30.67,,
1999-11-30,31.38,,
1999-12-01,31.58,,
1999-12-02,31.33,,
1999-12-03,31.46,,
1999-12-06,31.58,,
1999-12-07,32.0,,
1999-12-08,33.33,,
1999-12-09,32.46,,
1999-12-10,32.0,,
1999-12-13,31.67,,
1999-12-14,31.67,,
1999-12-15,31.83,,
1999-12-16,32.17,,
1999-12-17,30.0,,
1999-12-20,30.25,,
1999-12-21,30.67,,
1999-12-22,30.21,,
1999-12-23,30.42,,
1999-12-27,31.08,,
1999-12-28,32.29,,
1999-12-29,33.46,,
1999-12-30,33.42,,
1999-12-31,34.21,,
2000-01-03,32.54,,
2000-01-04,31.25,,
2000-01-05,31.25,,
2000-01-06,31.83,,
2000-01-07,34.75,,
2000-01-10,34.33,,
2000-01-11,33.46,,
2000-01-12,33.92,,
2000-01-13,33.5,,
2000-01-14,33.08,,
2000-01-18,31.13,,
2000-01-19,31.92,,
2000-01-20,31.71,,
2000-01-21,31.17,,
2000-01-24,29.54,,
2000-01-25,28.75,,
2000-01-26,29.38,,
2000-01-27,29.25,,
2000-01-28,28.13,,
2000-01-31,28.83,,
2000-02-01,29.42,,
2000-02-02,28.71,,
2000-02-03,28.38,,
2000-02-04,27.96,,
2000-02-07,27.29,,
2000-02-08,27.29,,
2000-02-09,25.79,,
2000-02-10,25.21,,
2000-02-11,23.67,,
2000-02-14,25.46,,
2000-02-15,27.79,,
2000-02-16,27.96,,
2000-02-17,27.0,,
2000-02-18,27.46,,
2000-02-22,27.54,,
2000-02-23,27.5,,
2000-02-24,24.96,,
2000-02-25,22.88,,
2000-02-28,23.29,,
2000-02-29,24.17,,
2000-03-01,24.71,,
2000-03-02,23.79,,
2000-03-03,23.96,,
2000-03-06,23.63,,
2000-03-07,22.71,,
2000-03-08,23.5,,
2000-03-09,24.0,,
2000-03-10,23.67,,
2000-03-13,23.33,,
2000-03-14,22.63,,
2000-03-15,24.33,,
2000-03-16,26.83,,
2000-03-17,25.33,,
2000-03-20,26.17,,
2000-03-21,25.71,,
2000-03-22,24.92,,
2000-03-23,25.71,,
2000-03-24,26.08,,
2000-03-27,25.33,,
2000-03-28,27.0,,
2000-03-29,27.5,,
2000-03-30,27.71,,
2000-03-31,27.54,,
2000-04-03,27.88,,
2000-04-04,28.67,,
2000-04-05,28.42,,
2000-04-06,29.13,,
2000-04-07,29.29,,
2000-04-10,29.75,,
2000-04-11,30.5,,
2000-04-12,31.38,,
2000-04-13,29.83,,
2000-04-14,27.42,,
2000-04-17,28.08,,
2000-04-18,28.29,,
2000-04-19,28.54,,
2000-04-20,29.5,,
2000-04-24,29.58,,
2000-04-25,31.38,,
2000-04-26,30.75,,
2000-04-27,30.92,,
2000-04-28,31.0,,
2000-05-01,31.04,,
2000-05-02,30.92,,
2000-05-03,30.21,,
2000-05-04,30.17,,
2000-05-05,32.17,,
2000-05-08,30.92,,
2000-05-09,29.88,,
2000-05-10,29.75,,
2000-05-11,30.46,,
2000-05-12,30.29,,
2000-05-15,30.33,,
2000-05-16,31.17,,
2000-05-17,30.46,,
2000-05-18,30.29,,
2000-05-19,30.96,,
2000-05-22,30.38,,
2000-05-23,30.04,,
2000-05-24,29.42,,
2000-05-25,29.25,,
2000-05-26,28.46,,
2000-05-30,28.54,,
2000-05-31,27.79,,
2000-06-01,29.42,,
2000-06-02,29.29,,
2000-06-05,28.88,,
2000-06-06,29.13,,
2000-06-07,28.79,,
2000-06-08,28.21,,
2000-06-09,27.96,,
2000-06-12,27.52,,
2000-06-13,27.0,,
2000-06-14,25.29,,
2000-06-15,27.54,,
2000-06-16,26.13,,
2000-06-19,25.79,,
2000-06-20,25.21,,
2000-06-21,24.67,,
2000-06-22,24.17,,
2000-06-23,24.29,,
2000-06-26,23.96,,
2000-06-27,24.92,,
2000-06-28,25.02,,
2000-06-29,23.83,,
2000-06-30,22.83,,
2000-07-03,23.79,,
2000-07-05,23.33,,
2000-07-06,23.67,,
2000-07-07,23.83,,
2000-07-10,24.04,,
2000-07-11,24.67,,
2000-07-12,24.88,,
2000-07-13,25.13,,
2000-07-14,25.25,,
2000-07-17,25.13,,
2000-07-18,25.08,,
2000-07-19,25.08,,
2000-07-20,25.79,,
2000-07-21,25.54,,
2000-07-24,25.13,,
2000-07-25,25.42,,
2000-07-26,24.65,,
2000-07-27,24.29,,
2000-07-28,23.92,,
2000-07-31,23.71,,
2000-08-01,23.38,,
2000-08-02,22.04,,
2000-08-03,21.29,,
2000-08-04,22.13,,
2000-08-07,22.58,,
2000-08-08,24.0,,
2000-08-09,23.96,,
2000-08-10,24.13,,
2000-08-11,25.29,,
2000-08-14,25.83,,
2000-08-15,25.33,,
2000-08-16,25.13,,
2000-08-17,25.17,,
2000-08-18,24.0,,
2000-08-21,23.88,,
2000-08-22,23.83,,
2000-08-23,23.54,,
2000-08-24,23.29,,
2000-08-25,23.58,,
2000-08-28,23.5,,
2000-08-29,23.25,,
2000-08-30,23.04,,
2000-08-31,23.21,,
2000-09-01,23.38,,
2000-09-05,24.17,,
2000-09-06,24.42,,
2000-09-07,24.54,,
2000-09-08,24.17,,
2000-09-11,24.38,,
2000-09-12,24.92,,
2000-09-13,24.83,,
2000-09-14,24.79,,
2000-09-15,24.13,,
2000-09-18,22.96,,
2000-09-19,22.29,,
2000-09-20,22.08,,
2000-09-21,22.33,,
2000-09-22,22.25,,
2000-09-25,22.54,,
2000-09-26,22.29,,
2000-09-27,22.21,,
2000-09-28,22.88,,
2000-09-29,22.5,,
2000-10-02,21.88,,
2000-10-03,22.63,,
2000-10-04,22.88,,
2000-10-05,22.92,,
2000-10-06,22.63,,
2000-10-09,22.38,,
2000-10-10,22.13,,
2000-10-11,22.0,,
2000-10-12,21.33,,
2000-10-13,21.29,,
2000-10-16,21.83,,
2000-10-17,21.42,,
2000-10-18,21.75,,
2000-10-19,22.0,,
2000-10-20,22.25,,
2000-10-23,24.0,,
2000-10-24,24.13,,
2000-10-25,23.92,,
2000-10-26,24.42,,
2000-10-27,24.63,,
2000-10-30,25.58,,
2000-10-31,27.58,,
2000-11-01,26.67,,
2000-11-02,26.63,,
2000-11-03,26.5,,
2000-11-06,24.88,,
2000-11-07,25.54,,
2000-11-08,25.92,,
2000-11-09,25.88,,
2000-11-10,24.88,,
2000-11-13,24.67,,
2000-11-14,24.83,,
2000-11-15,25.25,,
2000-11-16,25.17,,
2000-11-17,25.83,,
2000-11-20,25.5,,
2000-11-21,25.54,,
2000-11-22,25.29,,
2000-11-24,25.79,,
2000-11-27,26.04,,
2000-11-28,25.79,,
2000-11-29,26.29,,
2000-11-30,25.79,,
2000-12-01,25.79,,
2000-12-04,27.75,,
2000-12-05,27.08,,
2000-12-06,26.92,,
2000-12-07,26.63,,
2000-12-08,27.21,,
2000-12-11,27.42,,
2000-12-12,27.88,,
2000-12-13,27.21,,
2000-12-14,25.88,,
2000-12-15,25.71,,
2000-12-18,26.75,,
2000-12-19,27.33,,
2000-12-20,27.42,,
2000-12-21,28.92,,
2000-12-22,29.67,,
2000-12-26,29.17,,
2000-12-27,29.88,,
2000-12-28,31.38,,
2000-12-29,29.42,,
2001-01-02,29.33,,
2001-01-03,30.0,,
2001-01-04,30.58,,
2001-01-05,29.92,,
2001-01-08,29.58,,
2001-01-09,29.33,,
2001-01-10,29.42,,
2001-01-11,29.5,,
2001-01-12,29.0,,
2001-01-16,29.25,,
2001-01-17,29.38,,
2001-01-18,28.96,,
2001-01-19,28.63,,
2001-01-22,28.21,,
2001-01-23,28.71,,
2001-01-24,29.04,,
2001-01-25,29.75,,
2001-01-26,28.63,,
2001-01-29,28.67,,
2001-01-30,29.43,,
2001-01-31,29.2,,
2001-02-01,29.18,,
2001-02-02,28.85,,
2001-02-05,28.44,,
2001-02-06,28.71,,
2001-02-07,28.66,,
2001-02-08,28.42,,
2001-02-09,28.29,,
2001-02-12,28.42,,
2001-02-13,28.54,,
2001-02-14,28.16,,
2001-02-15,28.67,,
2001-02-16,28.25,,
2001-02-20,28.54,,
2001-02-21,27.89,,
2001-02-22,27.78,,
2001-02-23,27.67,,
2001-02-26,28.79,,
2001-02-27,28.87,,
2001-02-28,28.69,,
2001-03-01,28.55,,
2001-03-02,28.73,,
2001-03-05,29.8,,
2001-03-06,29.44,,
2001-03-07,30.02,,
2001-03-08,30.7,,
2001-03-09,30.0,,
2001-03-12,29.84,,
2001-03-13,29.4,,
2001-03-14,28.74,,
2001-03-15,29.4,,
2001-03-16,28.45,,
2001-03-19,28.87,,
2001-03-20,27.86,,
2001-03-21,26.87,,
2001-03-22,26.28,,
2001-03-23,26.91,,
2001-03-26,27.17,,
2001-03-27,26.78,,
2001-03-28,26.5,,
2001-03-29,26.53,,
2001-03-30,26.48,,
2001-04-02,26.79,,
2001-04-03,26.03,,
2001-04-04,26.55,,
2001-04-05,27.33,,
2001-04-06,27.13,,
2001-04-09,27.73,,
2001-04-10,28.11,,
2001-04-11,27.43,,
2001-04-12,28.01,,
2001-04-16,27.87,,
2001-04-17,28.67,,
2001-04-18,30.87,,
2001-04-19,30.2,,
2001-04-20,30.07,,
2001-04-23,30.04,,
2001-04-24,30.34,,
2001-04-25,30.57,,
2001-04-26,30.89,,
2001-04-27,31.1,,
2001-04-30,31.08,,
2001-05-01,31.24,,
2001-05-02,31.05,,
2001-05-03,30.92,,
2001-05-04,31.33,,
2001-05-07,31.03,,
2001-05-08,31.0,,
2001-05-09,30.88,,
2001-05-10,31.53,,
2001-05-11,31.41,,
2001-05-14,31.43,,
2001-05-15,31.22,,
2001-05-16,32.47,,
2001-05-17,32.71,,
2001-05-18,33.21,,
2001-05-21,33.35,,
2001-05-22,33.35,,
2001-05-23,32.7,,
2001-05-24,32.62,,
2001-05-25,32.49,,
2001-05-29,32.22,,
2001-05-30,31.33,,
2001-05-31,32.21,,
2001-06-01,31.99,,
2001-06-04,31.95,,
2001-06-05,32.47,,
2001-06-06,31.73,,
2001-06-07,31.95,,
2001-06-08,31.52,,
2001-06-11,31.1,,
2001-06-12,31.13,,
2001-06-13,30.95,,
2001-06-14,30.0,,
2001-06-15,29.79,,
2001-06-18,29.81,,
2001-06-19,29.63,,
2001-06-20,29.29,,
2001-06-21,29.43,,
2001-06-22,29.0,,
2001-06-25,28.91,,
2001-06-26,28.87,,
2001-06-27,28.58,,
2001-06-28,28.66,,
2001-06-29,28.29,,
2001-07-02,28.49,,
2001-07-03,29.33,,
2001-07-05,29.75,,
2001-07-06,29.05,,
2001-07-09,29.31,,
2001-07-10,29.18,,
2001-07-11,29.17,,
2001-07-12,30.22,,
2001-07-13,30.37,,
2001-07-16,29.13,,
2001-07-17,30.03,,
2001-07-18,29.87,,
2001-07-19,29.91,,
2001-07-20,29.92,,
2001-07-23,29.47,,
2001-07-24,28.83,,
2001-07-25,29.1,,
2001-07-26,29.03,,
2001-07-27,28.95,,
2001-07-30,29.66,,
2001-07-31,29.8,,
2001-08-01,29.7,,
2001-08-02,29.74,,
2001-08-03,30.13,,
2001-08-06,29.73,,
2001-08-07,29.91,,
2001-08-08,29.61,,
2001-08-09,29.7,,
2001-08-10,30.23,,
2001-08-13,30.35,,
2001-08-14,30.55,,
2001-08-15,30.7,,
2001-08-16,30.58,,
2001-08-17,30.57,,
2001-08-20,30.54,,
2001-08-21,30.09,,
2001-08-22,29.63,,
2001-08-23,29.53,,
2001-08-24,29.85,,
2001-08-27,29.74,,
2001-08-28,29.73,,
2001-08-29,29.37,,
2001-08-30,28.87,,
2001-08-31,29.33,,
2001-09-04,29.69,,
2001-09-05,29.81,,
2001-09-06,28.97,,
2001-09-07,27.6,,
2001-09-10,27.51,,
2001-09-17,24.43,,
2001-09-18,24.67,,
2001-09-19,23.7,,
2001-09-20,22.13,,
2001-09-21,21.1,,
2001-09-24,22.67,,
2001-09-25,23.42,,
2001-09-26,22.25,,
2001-09-27,22.27,,
2001-09-28,22.87,,
2001-10-01,22.7,,
2001-10-02,24.01,,
2001-10-03,24.95,,
2001-10-04,24.77,,
2001-10-05,25.1,,
2001-10-08,24.63,,
2001-10-09,24.17,,
2001-10-10,24.93,,
2001-10-11,25.59,,
2001-10-12,25.09,,
2001-10-15,25.69,,
2001-10-16,25.98,,
2001-10-17,25.62,,
2001-10-18,25.24,,
2001-10-19,24.59,,
2001-10-22,25.13,,
2001-10-23,25.27,,
2001-10-24,25.33,,
2001-10-25,25.12,,
2001-10-26,25.99,,
2001-10-29,24.99,,
2001-10-30,24.11,,
2001-10-31,23.93,,
2001-11-01,24.78,,
2001-11-02,25.49,,
2001-11-05,26.05,,
2001-11-06,26.05,,
2001-11-07,25.95,,
2001-11-08,26.12,,
2001-11-09,26.08,,
2001-11-12,25.24,,
2001-11-13,26.17,,
2001-11-14,26.44,,
2001-11-15,26.53,,
2001-11-16,26.39,,
2001-11-19,27.05,,
2001-11-20,26.59,,
2001-11-21,26.18,,
2001-11-23,26.4,,
2001-11-26,26.95,,
2001-11-27,26.74,,
2001-11-28,26.91,,
2001-11-29,27.19,,
2001-11-30,27.37,,
2001-12-03,27.08,,
2001-12-04,27.87,,
2001-12-05,28.89,,
2001-12-06,29.3,,
2001-12-07,29.09,,
2001-12-10,28.95,,
2001-12-11,29.33,,
2001-12-12,29.36,,
2001-12-13,29.28,,
2001-12-14,29.27,,
2001-12-17,30.2,,
2001-12-18,30.67,,
2001-12-19,31.01,,
2001-12-20,31.23,,
2001-12-21,30.66,,
2001-12-24,30.93,,
2001-12-26,30.93,,
2001-12-27,31.33,,
2001-12-28,30.91,,
2001-12-31,30.61,,
2002-01-02,30.86,,
2002-01-03,31.37,,
2002-01-04,31.73,,
2002-01-07,31.76,,
2002-01-08,31.1,,
2002-01-09,31.29,,
2002-01-10,31.17,,
2002-01-11,30.67,,
2002-01-14,30.1,,
2002-01-15,30.34,,
2002-01-16,29.1,,
2002-01-17,30.17,,
2002-01-18,30.15,,
2002-01-22,30.34,,
2002-01-23,30.1,,
2002-01-24,31.11,,
2002-01-25,31.79,,
2002-01-28,32.27,,
2002-01-29,31.39,,
2002-01-30,32.21,,
2002-01-31,32.69,,
2002-02-01,32.56,,
2002-02-04,32.1,,
2002-02-05,31.85,,
2002-02-06,32.14,,
2002-02-07,30.93,,
2002-02-08,31.23,,
2002-02-11,31.67,,
2002-02-12,31.73,,
2002-02-13,32.29,,
2002-02-14,32.3,,
2002-02-15,32.21,,
2002-02-19,31.86,,
2002-02-20,32.55,,
2002-02-21,32.73,,
2002-02-22,33.41,,
2002-02-25,34.09,,
2002-02-26,34.07,,
2002-02-27,33.41,,
2002-02-28,33.21,,
2002-03-01,33.47,,
2002-03-04,35.9,,
2002-03-05,35.0,,
2002-03-06,36.28,,
2002-03-07,36.0,,
2002-03-08,36.05,,
2002-03-11,36.17,,
2002-03-12,36.42,,
2002-03-13,35.99,,
2002-03-14,35.91,,
2002-03-15,34.0,,
2002-03-18,33.8,,
2002-03-19,34.12,,
2002-03-20,33.69,,
2002-03-21,32.51,,
2002-03-22,32.71,,
2002-03-25,32.3,,
2002-03-26,32.97,,
2002-03-27,32.99,,
2002-03-28,33.27,,
2002-04-01,32.99,,
2002-04-02,32.52,,
2002-04-03,31.13,,
2002-04-04,32.14,,
2002-04-05,33.25,,
2002-04-08,32.98,,
2002-04-09,32.73,,
2002-04-10,32.88,,
2002-04-11,32.61,,
2002-04-12,32.98,,
2002-04-15,32.84,,
2002-04-16,33.61,,
2002-04-17,33.56,,
2002-04-18,33.53,,
2002-04-19,33.97,,
2002-04-22,33.48,,
2002-04-23,33.22,,
2002-04-24,33.15,,
2002-04-25,33.23,,
2002-04-26,33.09,,
2002-04-29,32.53,,
2002-04-30,33.3,,
2002-05-01,33.32,,
2002-05-02,33.57,,
2002-05-03,33.53,,
2002-05-06,31.66,,
2002-05-07,31.78,,
2002-05-08,33.01,,
2002-05-09,32.28,,
2002-05-10,31.8,,
2002-05-13,31.97,,
2002-05-14,32.97,,
2002-05-15,33.39,,
2002-05-16,33.29,,
2002-05-17,33.69,,
2002-05-20,33.25,,
2002-05-21,32.69,,
2002-05-22,32.33,,
2002-05-23,33.27,,
2002-05-24,33.13,,
2002-05-28,33.0,,
2002-05-29,32.64,,
2002-05-30,32.51,,
2002-05-31,32.67,,
2002-06-03,31.88,,
2002-06-04,32.21,,
2002-06-05,32.7,,
2002-06-06,31.53,,
2002-06-07,30.94,,
2002-06-10,31.46,,
2002-06-11,31.07,,
2002-06-12,30.97,,
2002-06-13,30.17,,
2002-06-14,30.17,,
2002-06-17,31.45,,
2002-06-18,31.22,,
2002-06-19,31.51,,
2002-06-20,31.5,,
2002-06-21,31.47,,
2002-06-24,31.53,,
2002-06-25,31.83,,
2002-06-26,31.43,,
2002-06-27,32.09,,
2002-06-28,31.86,,
2002-07-01,30.67,,
2002-07-02,30.28,,
2002-07-03,30.07,,
2002-07-05,31.53,,
2002-07-08,30.9,,
2002-07-09,30.84,,
2002-07-10,30.23,,
2002-07-11,30.19,,
2002-07-12,30.27,,
2002-07-15,29.77,,
2002-07-16,28.4,,
2002-07-17,28.4,,
2002-07-18,27.87,,
2002-07-19,26.85,,
2002-07-22,26.17,,
2002-07-23,25.63,,
2002-07-24,27.36,,
2002-07-25,26.7,,
2002-07-26,26.21,,
2002-07-29,27.2,,
2002-07-30,26.81,,
2002-07-31,26.84,,
2002-08-01,26.34,,
2002-08-02,25.44,,
2002-08-05,24.56,,
2002-08-06,25.91,,
2002-08-07,26.56,,
2002-08-08,27.47,,
2002-08-09,27.49,,
2002-08-12,27.52,,
2002-08-13,27.01,,
2002-08-14,27.09,,
2002-08-15,26.79,,
2002-08-16,26.63,,
2002-08-19,27.97,,
2002-08-20,27.41,,
2002-08-21,27.93,,
2002-08-22,28.59,,
2002-08-23,27.87,,
2002-08-26,28.13,,
2002-08-27,27.93,,
2002-08-28,27.26,,
2002-08-29,26.84,,
2002-08-30,27.04,,
2002-09-03,26.17,,
2002-09-04,26.66,,
2002-09-05,25.81,,
2002-09-06,26.49,,
2002-09-09,26.49,,
2002-09-10,26.64,,
2002-09-11,26.67,,
2002-09-12,26.17,,
2002-09-13,25.26,,
2002-09-16,25.37,,
2002-09-17,24.97,,
2002-09-18,24.57,,
2002-09-19,25.12,,
2002-09-20,25.37,,
2002-09-23,25.45,,
2002-09-24,24.8,,
2002-09-25,25.31,,
2002-09-26,26.23,,
2002-09-27,25.35,,
2002-09-30,25.47,,
2002-10-01,26.89,,
2002-10-02,26.46,,
2002-10-03,26.03,,
2002-10-04,25.05,,
2002-10-07,24.83,,
2002-10-08,24.55,,
2002-10-09,23.1,,
2002-10-10,23.77,,
2002-10-11,24.78,,
2002-10-14,24.29,,
2002-10-15,27.01,,
2002-10-16,26.3,,
2002-10-17,28.14,,
2002-10-18,27.73,,
2002-10-21,29.67,,
2002-10-22,29.1,,
2002-10-23,29.61,,
2002-10-24,28.67,,
2002-10-25,29.35,,
2002-10-28,28.61,,
2002-10-29,29.11,,
2002-10-30,29.27,,
