date,APTV,dcf,Deviation
2013-06-11,41.83,44.541912734652456,-0.060884514565147096
2013-06-12,41.91,45.431912734652464,-0.07752067924637884
2013-06-13,42.8,45.56191273465246,-0.060618893476609204
2013-06-14,42.93,45.56191273465246,-0.057765633106327874
2013-06-17,42.93,46.16191273465246,-0.07001253941165986
2013-06-18,43.53,46.291912734652456,-0.059662964252176764
2013-06-19,43.66,44.751912734652464,-0.02439924168441121
2013-06-20,42.12,44.28191273465246,-0.04882157524692188
2013-06-21,41.65,43.01191273465246,-0.03166361707869925
2013-06-24,40.38,43.71191273465246,-0.07622436370786156
2013-06-25,41.08,45.041912734652456,-0.08796057924965539
2013-06-26,42.41,45.38191273465246,-0.06548672269565203
2013-06-27,42.75,45.12191273465246,-0.052566759494459436
2013-06-28,42.49,46.73769505127062,-0.09088370846296456
2013-07-01,43.55,46.71769505127062,-0.06780503720901077
2013-07-02,43.53,46.457695051270626,-0.06301851712702544
2013-07-03,43.27,47.12769505127062,-0.08185622163515105
2013-07-05,43.94,48.13769505127062,-0.08720182897830342
2013-07-08,44.95,48.26769505127062,-0.068735311428203
2013-07-09,45.08,48.26769505127062,-0.06604199864701654
2013-07-10,45.08,49.09769505127061,-0.08183062457565693
2013-07-11,45.91,49.22769505127062,-0.06739488915366132
2013-07-12,46.04,49.28769505127062,-0.06589261372219302
2013-07-15,46.1,48.44769505127062,-0.04845834355558365
2013-07-16,45.26,48.81769505127062,-0.0728771616016316
2013-07-17,45.63,49.36769505127062,-0.07571135430545928
2013-07-18,46.18,49.24769505127062,-0.06229113967825117
2013-07-19,46.06,49.37769505127062,-0.06719015636160697
2013-07-22,46.19,48.97769505127062,-0.05691764482490291
2013-07-23,45.79,49.69769505127062,-0.07862930156497694
2013-07-24,46.51,49.73769505127062,-0.06489434317258669
2013-07-25,46.55,49.89769505127062,-0.06709117621226424
2013-07-26,46.71,49.457695051270626,-0.05555647201961611
2013-07-29,46.27,49.55769505127062,-0.06634075793616478
2013-07-30,46.37,48.21769505127062,-0.03831985434612617
2013-07-31,45.03,49.64769505127062,-0.09300925343063704
2013-08-01,46.46,49.99769505127062,-0.07075716285806488
2013-08-02,46.81,50.05769505127062,-0.06487903703804643
2013-08-05,46.87,49.81769505127062,-0.05916963938690778
2013-08-06,46.63,49.21769505127062,-0.05257651843661071
2013-08-07,46.03,49.74769505127062,-0.07473100105319674
2013-08-08,46.56,49.757695051270616,-0.06426533721016803
2013-08-09,46.57,49.85769505127062,-0.06594157728089423
2013-08-12,46.67,50.79769505127062,-0.08125752649021767
2013-08-13,47.61,49.74769505127062,-0.04297073561031284
2013-08-14,46.56,48.61769505127062,-0.042323994362559625
2013-08-15,45.43,49.257695051270616,-0.07770755507919125
2013-08-16,46.07,49.04769505127062,-0.060710193377241706
2013-08-19,45.86,49.06769505127062,-0.0653728496502416
2013-08-20,45.88,48.80769505127062,-0.05998429239887659
2013-08-21,45.62,49.05769505127062,-0.0700745326024359
2013-08-22,45.87,49.757695051270616,-0.07813253904274942
2013-08-23,46.57,49.82769505127062,-0.06537920423408272
2013-08-26,46.64,48.39769505127062,-0.03631774301252533
2013-08-27,45.21,49.54769505127062,-0.08754584944429988
2013-08-28,46.36,49.71769505127062,-0.06753521151388953
2013-08-29,46.53,49.30769505127062,-0.056333905861597144
2013-08-30,46.12,50.10769505127062,-0.07958248822242531
2013-09-03,46.92,50.69769505127062,-0.07451413811713203
2013-09-04,47.51,51.35769505127062,-0.07491954316542926
2013-09-05,48.17,50.54769505127062,-0.04703864437060723
2013-09-06,47.36,50.57769505127062,-0.06361885507057685
2013-09-09,47.39,51.29769505127062,-0.07617681549560829
2013-09-10,48.11,51.507695051270616,-0.06596480482942524
2013-09-11,48.32,50.59769505127062,-0.04501578676583251
2013-09-12,47.41,50.87769505127062,-0.0681574715162735
2013-09-13,47.69,50.98769505127062,-0.06467629195543412
2013-09-16,47.8,51.03769505127062,-0.06343732897847654
2013-09-17,47.85,51.26769505127062,-0.06666371577369978
2013-09-18,48.08,51.89769505127062,-0.07356193849262582
2013-09-19,48.71,51.80769505127062,-0.059792180451283095
2013-09-20,48.62,51.22769505127062,-0.05090400902599157
2013-09-23,48.04,51.78769505127062,-0.07236651578256847
2013-09-24,48.6,51.52769505127062,-0.05681789275374205
2013-09-25,48.34,52.11769505127062,-0.07248392407903537
2013-09-26,48.93,52.17769505127062,-0.062242976583756326
2013-09-27,48.99,52.15769505127062,-0.06073303370014338
2013-09-30,48.97,52.675615111707735,-0.07034782800066675
2013-10-01,49.31,52.15561511170774,-0.05456009109686377
2013-10-02,48.79,51.59561511170774,-0.054377006759845914
2013-10-03,48.23,51.995615111707735,-0.07242178217562512
2013-10-04,48.63,51.785615111707735,-0.06093613264804709
2013-10-07,48.42,50.20561511170774,-0.035566043912314216
2013-10-08,46.84,50.23561511170774,-0.06759377991405069
2013-10-09,46.87,51.745615111707735,-0.09422276846419408
2013-10-10,48.38,51.40561511170774,-0.05885767741778558
2013-10-11,48.04,51.46561511170774,-0.06656123907724287
2013-10-14,48.1,51.05561511170774,-0.05789010876161149
2013-10-15,47.69,52.87561511170774,-0.0980719581370797
2013-10-16,49.51,53.69561511170774,-0.07795078058050053
2013-10-17,50.33,53.65561511170774,-0.0619807471181536
2013-10-18,50.29,53.23561511170774,-0.05533166293893221
2013-10-21,49.87,53.16561511170774,-0.06198771715108031
2013-10-22,49.8,51.89561511170774,-0.0403813522047447
2013-10-23,48.53,52.18561511170774,-0.0700502447634771
2013-10-24,48.82,52.00561511170774,-0.06125521455452565
2013-10-25,48.64,51.16561511170774,-0.04936157038655098
2013-10-28,47.8,50.80561511170774,-0.05915911272994545
2013-10-29,47.44,50.785615111707735,-0.0658772194517826
2013-10-30,47.42,51.315615111707736,-0.07591480883991086
2013-10-31,47.95,51.57561511170774,-0.07029707942125385
2013-11-01,48.21,51.98561511170774,-0.07262807420080764
2013-11-04,48.62,49.47561511170774,-0.01729367305036844
2013-11-05,46.11,50.18561511170774,-0.0812108231140709
2013-11-06,46.82,48.64561511170774,-0.03752887300356822
2013-11-07,45.28,49.815615111707736,-0.09104805996145915
2013-11-08,46.45,49.29561511170774,-0.057725521940629965
2013-11-11,45.93,49.605615111707735,-0.07409675504336666
2013-11-12,46.24,50.19561511170774,-0.07880399717992737
2013-11-13,46.83,51.105615111707735,-0.08366233538843049
2013-11-14,47.74,52.04561511170774,-0.08272772072087942
2013-11-15,48.68,51.705615111707736,-0.05851618059607311
2013-11-18,48.34,50.46561511170774,-0.04212006743606711
2013-11-19,47.1,51.05561511170774,-0.07747659298694176
2013-11-20,47.69,51.86561511170774,-0.08050835033411508
2013-11-21,48.5,51.885615111707736,-0.06525151729277257
2013-11-22,48.52,51.69561511170774,-0.061429100028031924
2013-11-25,48.33,51.73561511170774,-0.06582728560111484
2013-11-26,48.37,52.00561511170774,-0.06990812634171262
2013-11-27,48.64,52.44561511170774,-0.07256307517038141
2013-11-29,49.08,51.80561511170774,-0.052612349179341544
2013-12-02,48.44,51.32561511170774,-0.05622173461394164
2013-12-03,47.96,51.535615111707735,-0.06938143852474232
2013-12-04,48.17,51.54561511170774,-0.06548791986267366
2013-12-05,48.18,52.355615111707735,-0.07975486684281141
2013-12-06,48.99,52.18561511170774,-0.06123555514038215
2013-12-09,48.82,52.925615111707735,-0.07757330931425543
2013-12-10,49.56,51.68561511170774,-0.041125854981384324
2013-12-11,48.32,51.87561511170774,-0.0685411653250021
2013-12-12,48.51,52.48561511170774,-0.07574675657789742
2013-12-13,49.12,53.34561511170774,-0.07921204213053201
2013-12-16,49.98,53.495615111707735,-0.06571781826167533
2013-12-17,50.13,53.76561511170774,-0.06761970646395643
2013-12-18,50.4,52.79561511170774,-0.04537526661331581
2013-12-19,49.43,52.27561511170774,-0.054434847024314226
2013-12-20,48.91,53.18561511170774,-0.08039044209092083
2013-12-23,49.82,53.64561511170774,-0.07131272712115533
2013-12-24,50.28,53.705615111707736,-0.06378504565272092
2013-12-26,50.34,53.51561511170774,-0.05933997217595277
2013-12-27,50.15,53.52561511170774,-0.06306541465544757
2013-12-30,50.16,53.76561511170774,-0.0670617290291653
2013-12-31,50.4,54.264778704297626,-0.07122075859477428
