date,LB,dcf,Deviation
2008-08-08,18.53,21.686470588235295,-0.145550221064909
2008-08-11,18.81,21.626470588235293,-0.13023255813953494
2008-08-12,18.75,21.076470588235296,-0.11038236114987443
2008-08-13,18.2,21.436470588235295,-0.15097963887821753
2008-08-14,18.56,21.576470588235296,-0.13980370774263917
2008-08-15,18.7,21.286470588235293,-0.12150772376820407
2008-08-18,18.41,21.006470588235295,-0.12360337151017897
2008-08-19,18.13,20.846470588235295,-0.13030841728039744
2008-08-20,17.97,23.156470588235294,-0.2239750038103948
2008-08-21,20.28,23.746470588235294,-0.14597834972379786
2008-08-22,20.87,23.366470588235295,-0.10683986607255236
2008-08-25,20.49,23.226470588235294,-0.11781689249081939
2008-08-26,20.35,23.106470588235293,-0.11929431531783807
2008-08-27,20.23,23.656470588235294,-0.14484284861746566
2008-08-28,20.78,23.676470588235293,-0.12233540372670804
2008-08-29,20.8,23.976470588235294,-0.1324828263002944
2008-09-02,21.1,24.936470588235295,-0.1538497829779203
2008-09-03,22.06,23.576470588235296,-0.0643213572854292
2008-09-04,20.7,23.566470588235294,-0.12163342735192073
2008-09-05,20.69,24.546470588235294,-0.15710896498837734
2008-09-08,21.67,24.016470588235293,-0.09770255706867825
2008-09-09,21.14,23.936470588235295,-0.11682886070972187
2008-09-10,21.06,24.036470588235293,-0.12383143262689056
2008-09-11,21.16,23.586470588235294,-0.1028755268473951
2008-09-12,20.71,22.916470588235295,-0.09628317675445353
2008-09-15,20.04,23.226470588235294,-0.13719133848296827
2008-09-16,20.35,21.746470588235294,-0.06421596472720381
2008-09-17,18.87,22.206470588235295,-0.15024767555826335
2008-09-18,19.33,22.326470588235296,-0.13421156632854714
2008-09-19,19.45,21.316470588235294,-0.08756001986864625
2008-09-22,18.44,21.156470588235294,-0.12839904354112208
2008-09-23,18.28,21.116470588235295,-0.13432503203521085
2008-09-24,18.24,21.546470588235294,-0.15345764285129282
2008-09-25,18.67,21.656470588235294,-0.13790199913081258
2008-09-26,18.78,20.066470588235294,-0.06411045642423707
2008-09-29,17.19,20.196470588235293,-0.14886118716141428
2008-09-30,17.32,20.196470588235293,-0.14242441894332147
2008-10-01,17.32,18.966470588235293,-0.08680954005520569
2008-10-02,16.09,18.756470588235295,-0.14216270463526315
2008-10-03,15.88,18.816470588235294,-0.15605852194572956
2008-10-06,15.94,17.646470588235292,-0.0967032234407813
2008-10-07,14.77,16.986470588235296,-0.13048446860823504
2008-10-08,14.11,15.816470588235294,-0.1078919964296341
2008-10-09,12.94,15.636470588235294,-0.17244752087879023
2008-10-10,12.76,15.926470588235293,-0.19881809787626958
2008-10-13,13.05,15.796470588235294,-0.17386609071274295
2008-10-14,12.92,15.166470588235294,-0.1481208548268239
2008-10-15,12.29,15.726470588235294,-0.21851505517112402
2008-10-16,12.85,15.286470588235295,-0.1593873860006927
2008-10-17,12.41,15.516470588235293,-0.20020471605125478
2008-10-20,12.64,15.036470588235295,-0.15937720053203974
2008-10-21,12.16,14.636470588235294,-0.1691986174744795
2008-10-22,11.76,13.766470588235293,-0.1457505448019485
2008-10-23,10.89,13.386470588235294,-0.186492068374566
2008-10-24,10.51,13.056470588235294,-0.19503514146693102
2008-10-27,10.18,15.286470588235295,-0.334051641205218
2008-10-28,12.41,14.896470588235294,-0.16691675880587586
2008-10-29,12.02,14.536470588235295,-0.17311427646487543
2008-10-30,11.66,14.856470588235295,-0.21515679442508717
2008-10-31,11.98,12.7325,-0.05910072648733555
2008-11-03,11.79,13.1425,-0.1029104051740537
2008-11-04,12.2,12.4525,-0.020277052800642514
2008-11-05,11.51,11.3525,0.013873596124201804
2008-11-06,10.41,11.2525,-0.07487225061097524
2008-11-07,10.31,10.8125,-0.04647398843930628
2008-11-10,9.87,10.3225,-0.04383627997093731
2008-11-11,9.38,9.6125,-0.024187256176853023
2008-11-12,8.67,10.5325,-0.17683361025397581
2008-11-13,9.59,9.9525,-0.036423009294147324
2008-11-14,9.01,9.7925,-0.07990809292826151
2008-11-17,8.85,9.2725,-0.045564842275546136
2008-11-18,8.33,8.5225,-0.022587268993839893
2008-11-19,7.58,8.0725,-0.06100960049550941
2008-11-20,7.13,8.5925,-0.1702065755018911
2008-11-21,7.65,9.1925,-0.16779983682349742
2008-11-24,8.25,9.5025,-0.13180741910023674
2008-11-25,8.56,9.8325,-0.1294177472667174
2008-11-26,8.89,10.2525,-0.13289441599609841
2008-11-28,9.31,8.5125,0.09368575624082243
2008-12-01,7.57,9.0125,-0.16005547850208035
2008-12-02,8.07,9.6825,-0.16653756777691697
2008-12-03,8.74,9.6425,-0.09359605911330049
2008-12-04,8.7,10.2825,-0.15390226112326777
2008-12-05,9.34,10.5025,-0.11068793144489408
2008-12-08,9.56,10.3825,-0.07921984107873825
2008-12-09,9.44,10.0825,-0.0637242747334491
2008-12-10,9.14,9.6725,-0.0550529852675109
2008-12-11,8.73,9.5825,-0.08896425776154437
2008-12-12,8.64,9.3825,-0.07913669064748197
2008-12-15,8.44,9.4425,-0.10616891712999743
2008-12-16,8.5,10.2825,-0.17335278385606623
2008-12-17,9.34,10.2425,-0.08811325360019528
2008-12-18,9.3,10.3325,-0.09992741350108869
2008-12-19,9.39,10.2525,-0.08412582297000726
2008-12-22,9.31,10.1525,-0.08298448657966007
2008-12-23,9.21,10.2025,-0.0972800784121538
2008-12-24,9.26,10.4425,-0.11323916686617197
2008-12-26,9.5,10.4425,-0.09025616471151554
2008-12-29,9.5,10.8425,-0.12381830758588885
2008-12-30,9.9,10.9825,-0.09856590029592527
2008-12-31,10.04,11.6725,-0.13985864210751775
2009-01-02,10.73,11.9025,-0.09850871665616467
2009-01-05,10.96,11.9125,-0.07995802728226642
2009-01-06,10.97,11.6425,-0.057762508052394246
2009-01-07,10.7,10.9425,-0.02216129769248354
2009-01-08,10.0,10.5125,-0.04875148632580251
2009-01-09,9.57,9.9825,-0.04132231404958675
2009-01-12,9.04,9.6925,-0.0673200928553006
2009-01-13,8.75,9.3525,-0.06442127773322637
2009-01-14,8.41,9.5725,-0.12144162966832073
2009-01-15,8.63,9.7125,-0.1114543114543114
2009-01-16,8.77,9.1625,-0.04283765347885404
2009-01-20,8.22,9.5325,-0.13768686073957515
2009-01-21,8.59,9.4925,-0.09507505925730841
2009-01-22,8.55,9.4925,-0.09928891229918346
2009-01-23,8.55,9.5625,-0.10588235294117643
2009-01-26,8.62,9.7325,-0.11430773182635512
2009-01-27,8.79,10.0925,-0.1290562298736686
2009-01-28,9.15,9.3825,-0.02478017585931258
2009-01-29,8.44,8.8625,-0.0476727785613541
2009-01-30,7.92,11.459000003519002,-0.3088402131453174
2009-02-02,7.94,11.499000003519,-0.30950517457429794
2009-02-03,7.98,11.379000003519,-0.2987081468026932
2009-02-04,7.86,11.919000003519002,-0.340548703945013
2009-02-05,8.4,12.369000003518998,-0.3208828524852302
2009-02-06,8.85,12.269000003519,-0.27866981844798777
2009-02-09,8.75,11.759000003519,-0.2558891064391978
2009-02-10,8.24,11.839000003518999,-0.30399527007764504
2009-02-11,8.32,11.969000003519001,-0.3048709167387551
2009-02-12,8.45,11.659000003519003,-0.2752380137705155
2009-02-13,8.14,11.219000003519001,-0.2744451379403894
2009-02-17,7.7,11.149000003519,-0.3093550993300187
2009-02-18,7.63,11.159000003519,-0.3162469757510643
2009-02-19,7.64,11.359000003518998,-0.3274055816856113
2009-02-20,7.84,11.669000003519002,-0.32813437332798845
2009-02-23,8.15,12.239000003519001,-0.3340959230609786
2009-02-24,8.72,12.439000003519002,-0.2989790178042362
2009-02-25,8.92,11.259000003519,-0.20774491542658724
2009-02-26,7.74,11.209000003519002,-0.3094834510152492
2009-02-27,7.69,10.619000003518998,-0.2758263492370624
2009-03-02,7.1,10.219000003519001,-0.305215774776881
2009-03-03,6.7,10.539000003519,-0.36426605961069813
2009-03-04,7.02,9.919000003518999,-0.2922673659129459
2009-03-05,6.4,9.779000003519,-0.34553635364587965
2009-03-06,6.26,9.899000003519,-0.36761289041573597
2009-03-09,6.38,10.679000003519002,-0.4025657835099141
2009-03-10,7.16,11.109000003518998,-0.35547754093690465
2009-03-11,7.59,11.349000003518999,-0.331218609776495
2009-03-12,7.83,11.749000003519,-0.33356030320411967
2009-03-13,8.23,11.499000003519,-0.2842855902703365
2009-03-16,7.98,11.829000003518999,-0.3253867615499165
2009-03-17,8.31,12.069000003519,-0.31145911031758844
2009-03-18,8.55,11.919000003519002,-0.2826579413142317
2009-03-19,8.4,11.569000003519,-0.27392168748855295
2009-03-20,8.05,12.279000003519,-0.34440915402777295
2009-03-23,8.76,12.579000003518999,-0.303601240356994
2009-03-24,9.06,12.409000003519003,-0.2698847612675701
2009-03-25,8.89,13.119000003518998,-0.3223568871396162
2009-03-26,9.6,12.639000003518998,-0.24044623804674958
2009-03-27,9.12,12.219000003519001,-0.2536214094955813
2009-03-30,8.7,12.219000003519001,-0.28799410774249534
2009-03-31,8.7,12.689000003519002,-0.3143667745616475
2009-04-01,9.17,13.379000003518998,-0.31459750373061734
2009-04-02,9.86,13.709000003519002,-0.2807644614874164
2009-04-03,10.19,13.269000003519,-0.23204461547233668
2009-04-06,9.75,13.039000003519,-0.2522432703912383
2009-04-07,9.52,13.109000003518998,-0.27378137177172646
2009-04-08,9.59,14.189000003519002,-0.3241243218252454
2009-04-09,10.67,13.809000003519,-0.22731551906141478
2009-04-13,10.29,13.559000003519,-0.24109447619076552
2009-04-14,10.04,13.899000003519003,-0.2776458739867592
2009-04-15,10.38,14.249000003519,-0.2715278266940483
2009-04-16,10.73,14.339000003518999,-0.2516911920380289
2009-04-17,10.82,13.559000003519,-0.20200604785073684
2009-04-20,10.04,14.179000003519002,-0.2919105721483721
2009-04-21,10.66,14.249000003519,-0.25187732490930204
2009-04-22,10.73,14.199000003519002,-0.24431297997459422
2009-04-23,10.68,14.569000003519,-0.26693664648086
2009-04-24,11.05,14.309000003519,-0.22775875342214802
2009-04-27,10.79,14.419000003519002,-0.2516818089072289
2009-04-28,10.9,14.729000003519001,-0.25996333781004755
2009-04-29,11.21,14.939000003519002,-0.24961510158916966
2009-04-30,11.42,14.619000003518998,-0.21882481720698777
2009-05-01,11.1,15.33,-0.2759295499021527
2009-05-04,12.21,15.82,-0.2281921618204804
2009-05-05,12.7,16.33,-0.22229026331904467
2009-05-06,13.21,15.12,-0.12632275132275117
2009-05-07,12.0,15.5,-0.22580645161290325
2009-05-08,12.38,14.65,-0.15494880546075085
2009-05-11,11.53,14.62,-0.21135430916552667
2009-05-12,11.5,14.19,-0.1895701198026779
2009-05-13,11.07,14.25,-0.2231578947368421
2009-05-14,11.13,14.13,-0.2123142250530785
2009-05-15,11.01,14.95,-0.26354515050167227
2009-05-18,11.83,15.07,-0.2149966821499668
2009-05-19,11.95,14.78,-0.19147496617050064
2009-05-20,11.66,14.88,-0.21639784946236562
2009-05-21,11.76,15.14,-0.22324966974900928
2009-05-22,12.02,15.6,-0.22948717948717945
2009-05-26,12.48,15.75,-0.2076190476190476
2009-05-27,12.63,15.5,-0.18516129032258055
2009-05-28,12.38,15.63,-0.20793346129238643
2009-05-29,12.51,16.67,-0.24955008998200368
2009-06-01,13.55,16.56,-0.1817632850241545
2009-06-02,13.44,16.4,-0.18048780487804872
2009-06-03,13.28,15.94,-0.16687578419071525
2009-06-04,12.82,16.04,-0.20074812967581046
2009-06-05,12.92,15.93,-0.1889516635279347
2009-06-08,12.81,15.92,-0.19535175879396982
2009-06-09,12.8,15.71,-0.18523233609166134
2009-06-10,12.59,15.4,-0.18246753246753245
2009-06-11,12.28,15.93,-0.22912743251726309
2009-06-12,12.81,15.63,-0.18042226487523993
2009-06-15,12.51,14.95,-0.1632107023411371
2009-06-16,11.83,14.98,-0.21028037383177567
2009-06-17,11.86,14.92,-0.20509383378016088
2009-06-18,11.8,14.96,-0.21122994652406413
2009-06-19,11.84,14.62,-0.19015047879616964
2009-06-22,11.5,14.42,-0.20249653259362
2009-06-23,11.3,14.57,-0.2244337680164722
2009-06-24,11.45,15.0,-0.2366666666666667
2009-06-25,11.88,14.82,-0.19838056680161942
2009-06-26,11.7,15.19,-0.22975641869651087
2009-06-29,12.07,15.09,-0.2001325381047051
2009-06-30,11.97,15.41,-0.22323166774821546
2009-07-01,12.29,14.69,-0.16337644656228734
2009-07-02,11.57,14.62,-0.20861833105335148
2009-07-06,11.5,14.58,-0.2112482853223594
2009-07-07,11.46,14.46,-0.20746887966804983
2009-07-08,11.34,14.01,-0.1905781584582441
2009-07-09,10.89,13.7,-0.20510948905109483
2009-07-10,10.58,14.05,-0.2469750889679716
2009-07-13,10.93,14.24,-0.2324438202247191
2009-07-14,11.12,14.7,-0.24353741496598647
2009-07-15,11.58,14.63,-0.20847573479152426
2009-07-16,11.51,14.79,-0.22177146720757268
2009-07-17,11.67,14.96,-0.21991978609625673
2009-07-20,11.84,14.89,-0.20483546004029551
2009-07-21,11.77,15.15,-0.22310231023102312
2009-07-22,12.03,15.64,-0.2308184143222507
2009-07-23,12.52,15.71,-0.2030553787396563
2009-07-24,12.59,15.46,-0.18564036222509706
2009-07-27,12.34,15.59,-0.20846696600384862
2009-07-28,12.47,15.48,-0.19444444444444442
2009-07-29,12.36,15.86,-0.22068095838587642
2009-07-30,12.74,16.06,-0.20672478206724776
2009-07-31,12.94,17.834654654654656,-0.2744462816596902
2009-08-03,13.18,17.524654654654654,-0.24791670593638138
2009-08-04,12.87,17.394654654654655,-0.26011753291370454
2009-08-05,12.74,19.044654654654654,-0.3310458902500366
2009-08-06,14.39,19.614654654654654,-0.26636485559611
2009-08-07,14.96,19.214654654654655,-0.2214275890523999
2009-08-10,14.56,19.034654654654656,-0.23507937159030312
2009-08-11,14.38,19.354654654654656,-0.2570262680175638
2009-08-12,14.7,19.144654654654655,-0.23216165215986406
2009-08-13,14.49,18.834654654654656,-0.23067344394238476
2009-08-14,14.18,18.574654654654655,-0.23659415135093187
2009-08-17,13.92,18.624654654654655,-0.25260359141633115
2009-08-18,13.97,19.234654654654655,-0.2737067417730136
2009-08-19,14.58,19.004654654654654,-0.23281952421960794
2009-08-20,14.35,20.004654654654654,-0.2826669468817318
2009-08-21,15.35,19.734654654654655,-0.22218046028084315
2009-08-24,15.08,20.104654654654656,-0.24992494230639972
2009-08-25,15.45,19.934654654654654,-0.22496776253946826
2009-08-26,15.28,19.904654654654653,-0.23234036133217661
2009-08-27,15.25,19.734654654654655,-0.22724768855262922
2009-08-28,15.08,19.574654654654655,-0.22961603839002453
2009-08-31,14.92,19.404654654654653,-0.23111231477540906
2009-09-01,14.75,19.374654654654655,-0.23869610772874383
2009-09-02,14.72,20.184654654654654,-0.27073312613721057
2009-09-03,15.53,20.014654654654656,-0.22406855037149964
2009-09-04,15.36,20.124654654654655,-0.23675708907395498
2009-09-08,15.47,20.384654654654653,-0.2410958016172442
2009-09-09,15.73,20.364654654654654,-0.22758326783583993
2009-09-10,15.71,20.084654654654656,-0.21781079783917623
2009-09-11,15.43,20.504654654654654,-0.24748793579426043
2009-09-14,15.85,20.764654654654656,-0.23668366926357598
2009-09-15,16.11,21.224654654654653,-0.24097704946793985
2009-09-16,16.57,21.154654654654653,-0.21672084605011
2009-09-17,16.5,21.514654654654656,-0.23308088069030397
2009-09-18,16.86,21.754654654654654,-0.2249934431207984
2009-09-21,17.1,21.934654654654654,-0.22041170607756577
2009-09-22,17.28,22.044654654654654,-0.21613650698078013
2009-09-23,17.39,22.104654654654656,-0.21328786756964213
2009-09-24,17.45,21.714654654654655,-0.1963952327347055
2009-09-25,17.06,21.854654654654656,-0.21938825986588995
2009-09-28,17.2,21.804654654654655,-0.21117760072717762
2009-09-29,17.15,21.644654654654655,-0.20765656585276526
2009-09-30,16.99,21.304654654654655,-0.20252168948967164
2009-10-01,16.65,20.784654654654656,-0.19892823447652108
2009-10-02,16.13,22.034654654654656,-0.2679712819282758
2009-10-05,17.38,22.574654654654655,-0.2301100386305831
2009-10-06,17.92,22.484654654654655,-0.20301199750513854
2009-10-07,17.83,23.184654654654654,-0.23095684341278866
2009-10-08,18.53,22.914654654654655,-0.19134718461768296
2009-10-09,18.26,23.284654654654656,-0.2157925350054618
2009-10-12,18.63,23.114654654654654,-0.19401780911970357
2009-10-13,18.46,23.994654654654656,-0.2306619842757771
2009-10-14,19.34,23.704654654654654,-0.1841264814122744
2009-10-15,19.05,23.484654654654655,-0.1888320147716418
2009-10-16,18.83,24.084654654654656,-0.21817438240241205
2009-10-19,19.43,23.724654654654653,-0.1810207447555855
2009-10-20,19.07,23.444654654654656,-0.1865949709686221
2009-10-21,18.79,24.074654654654655,-0.2195111302929077
2009-10-22,19.42,23.874654654654655,-0.18658509281457458
2009-10-23,19.22,24.144654654654655,-0.20396459278846102
2009-10-26,19.49,22.564654654654653,-0.13625977005681378
2009-10-27,17.91,21.714654654654655,-0.17521138213630794
2009-10-28,17.06,22.894654654654655,-0.2548478997680984
2009-10-29,18.24,22.254654654654654,-0.18039617855022405
2009-10-30,17.6,20.79690690690691,-0.15372030664065606
2009-11-02,17.89,20.856906906906907,-0.14225057052560341
2009-11-03,17.95,20.686906906906906,-0.1323014078046203
2009-11-04,17.78,20.79690690690691,-0.1450651734131173
2009-11-05,17.89,21.086906906906908,-0.1516062512638957
2009-11-06,18.18,21.63690690690691,-0.15976899663987554
2009-11-09,18.73,21.63690690690691,-0.13434946683525129
2009-11-10,18.73,21.286906906906907,-0.12011641325294065
2009-11-11,18.38,20.646906906906906,-0.10979401985624149
2009-11-12,17.74,20.996906906906908,-0.15511365180342607
2009-11-13,18.09,21.276906906906905,-0.14978243411275027
2009-11-16,18.37,20.936906906906906,-0.12260201176421648
2009-11-17,18.03,21.176906906906908,-0.14860087550748657
2009-11-18,18.27,20.586906906906908,-0.11254273978037888
2009-11-19,17.68,20.156906906906908,-0.12288129911728563
2009-11-20,17.25,20.13690690690691,-0.14336396946428287
2009-11-23,17.23,19.54690690690691,-0.11853061550562904
2009-11-24,16.64,20.406906906906908,-0.1845898020749025
2009-11-25,17.5,19.82690690690691,-0.11736106483136344
2009-11-27,16.92,19.496906906906908,-0.13217003698130292
2009-11-30,16.59,20.456906906906905,-0.18902695918322399
2009-12-01,17.55,20.676906906906908,-0.1512270148037662
2009-12-02,17.77,21.056906906906907,-0.15609637832557277
2009-12-03,18.15,21.22690690690691,-0.14495314462917497
2009-12-04,18.32,21.126906906906907,-0.13285933995332078
2009-12-07,18.22,20.956906906906905,-0.13059689194901591
2009-12-08,18.05,20.746906906906908,-0.12999079424263826
2009-12-09,17.84,21.266906906906907,-0.16113800290318392
2009-12-10,18.36,21.566906906906908,-0.14869572724310698
2009-12-11,18.66,21.916906906906906,-0.14860248851449576
2009-12-14,19.01,21.816906906906908,-0.1286574177945583
2009-12-15,18.91,21.88690690690691,-0.13601313879429344
2009-12-16,18.98,21.696906906906907,-0.12522093211553653
2009-12-17,18.79,21.806906906906907,-0.13834639271795868
2009-12-18,18.9,22.176906906906908,-0.14776212574019187
2009-12-21,19.27,22.72690690690691,-0.15210635222236613
2009-12-22,19.82,22.406906906906908,-0.11545131675936482
2009-12-23,19.5,22.436906906906906,-0.13089624693334256
2009-12-24,19.53,22.446906906906907,-0.12994694186615863
2009-12-28,19.54,22.47690690690691,-0.13066330341050747
2009-12-29,19.57,22.436906906906906,-0.1277763873069494
2009-12-30,19.53,22.146906906906906,-0.11816128174949692
2009-12-31,19.24,22.216906906906907,-0.13399286045446013
2010-01-04,19.31,21.586906906906908,-0.10547629249183421
2010-01-05,18.68,21.97690690690691,-0.15001687548081466
2010-01-06,19.07,21.666906906906906,-0.11985591289355069
2010-01-07,18.76,22.496906906906908,-0.1661075863615552
2010-01-08,19.59,23.366906906906905,-0.16163486771929192
2010-01-11,20.46,23.336906906906908,-0.12327713001483687
2010-01-12,20.43,23.13690690690691,-0.11699519377410095
2010-01-13,20.23,22.826906906906906,-0.1137651683382973
2010-01-14,19.92,22.29690690690691,-0.10660253984244838
2010-01-15,19.39,22.246906906906908,-0.12841816252757077
2010-01-19,19.34,21.806906906906907,-0.11312502582040018
2010-01-20,18.9,21.586906906906908,-0.12446928679936131
2010-01-21,18.68,21.286906906906907,-0.12246527493672887
2010-01-22,18.38,21.506906906906906,-0.14539082353598254
2010-01-25,18.6,22.306906906906907,-0.16617753964621296
2010-01-26,19.4,22.616906906906905,-0.14223460883258554
2010-01-27,19.71,22.116906906906905,-0.10882656046968531
2010-01-28,19.21,21.926906906906908,-0.12390744022592126
2010-01-29,19.02,25.067417417417417,-0.24124612905737686
2010-02-01,19.65,25.73741741741742,-0.23652013404024952
2010-02-02,20.32,25.677417417417416,-0.20864315637067887
2010-02-03,20.26,25.447417417417416,-0.20384848223800112
2010-02-04,20.03,25.887417417417417,-0.22626503536333697
2010-02-05,20.47,25.427417417417416,-0.19496346546077692
2010-02-08,20.01,25.757417417417418,-0.22313640083850006
2010-02-09,20.34,25.507417417417418,-0.20258489257673384
2010-02-10,20.09,25.757417417417418,-0.22003049939257713
2010-02-11,20.34,25.89741741741742,-0.21459349895174307
2010-02-12,20.48,26.247417417417417,-0.21973275792041314
2010-02-16,20.83,26.46741741741742,-0.21299461630539007
2010-02-17,21.05,26.757417417417418,-0.21330225291855864
2010-02-18,21.34,26.817417417417417,-0.20424850507267478
2010-02-19,21.4,26.91741741741742,-0.20497573492497356
2010-02-22,21.5,26.447417417417416,-0.18706618265718478
2010-02-23,21.03,26.957417417417417,-0.2198807595562794
2010-02-24,21.54,27.567417417417417,-0.2186428030653762
2010-02-25,22.15,27.527417417417418,-0.1953476904816711
2010-02-26,22.11,27.947417417417416,-0.20887144347654163
2010-03-01,22.53,27.847417417417418,-0.1909483144419558
2010-03-02,22.43,28.067417417417417,-0.20085273018097782
2010-03-03,22.65,28.39741741741742,-0.20239225746959189
2010-03-04,22.98,28.697417417417416,-0.19923107833206355
2010-03-05,23.28,28.887417417417417,-0.1941127978452124
2010-03-08,23.47,29.007417417417418,-0.1908966019874797
2010-03-09,23.59,28.907417417417417,-0.1839464709224956
2010-03-10,23.49,29.027417417417418,-0.19076507350925354
2010-03-11,23.61,29.157417417417417,-0.19025750250787377
2010-03-12,23.74,29.12741741741742,-0.184960353340351
2010-03-15,23.71,30.12741741741742,-0.21300921112831095
2010-03-16,24.71,30.097417417417418,-0.17899932551354758
2010-03-17,24.68,30.16741741741742,-0.18189881293084142
2010-03-18,24.75,30.087417417417416,-0.17739699434380896
2010-03-19,24.67,30.707417417417417,-0.19661104466548074
2010-03-22,25.29,30.87741741741742,-0.18095481697461047
2010-03-23,25.46,30.39741741741742,-0.16242884550410286
2010-03-24,24.98,30.757417417417418,-0.18783818351880743
2010-03-25,25.34,30.957417417417417,-0.18145626754565514
2010-03-26,25.54,31.197417417417416,-0.1813424919672646
2010-03-29,25.78,31.297417417417417,-0.1762898626372572
2010-03-30,25.88,30.037417417417416,-0.13840795164389563
2010-03-31,24.62,30.21741741741742,-0.18523811416759417
2010-04-01,24.8,31.14741741741742,-0.20378631500497968
2010-04-05,25.73,31.137417417417417,-0.17366300309776672
2010-04-06,25.72,31.097417417417418,-0.17292167208732812
2010-04-07,25.68,31.697417417417416,-0.18983935940821806
2010-04-08,26.28,32.037417417417416,-0.17970916139724002
2010-04-09,26.62,32.30741741741742,-0.17604060838212476
2010-04-12,26.89,32.607417417417416,-0.1753410073612094
2010-04-13,27.19,32.44741741741742,-0.16202884037838072
2010-04-14,27.03,32.97741741741742,-0.18034818621897963
2010-04-15,27.56,32.48741741741742,-0.15167156422768446
2010-04-16,27.07,32.677417417417416,-0.17159916115122986
2010-04-19,27.26,33.007417417417415,-0.17412502604292224
2010-04-20,27.59,33.44741741741742,-0.17512315956469715
2010-04-21,28.03,34.007417417417415,-0.17576804918905686
2010-04-22,28.59,33.897417417417415,-0.1565729138612878
2010-04-23,28.48,33.98741741741742,-0.16204283337500813
2010-04-26,28.57,33.16741741741742,-0.1386124629348786
2010-04-27,27.75,32.56741741741742,-0.14792138276340605
2010-04-28,27.15,32.967417417417415,-0.17645960384946457
2010-04-29,27.55,32.217417417417415,-0.14487248797583974
2010-04-30,26.8,31.36756756756757,-0.14561433741168361
2010-05-03,27.8,30.437567567567566,-0.0866550049281204
2010-05-04,26.87,30.06756756756757,-0.10634606741573038
2010-05-05,26.5,28.697567567567567,-0.0765767886910087
2010-05-06,25.13,28.497567567567568,-0.11817035119166175
2010-05-07,24.93,30.487567567567567,-0.18228963511932195
2010-05-10,26.92,30.72756756756757,-0.12391373183689258
2010-05-11,27.16,30.837567567567568,-0.11925608462826143
2010-05-12,27.27,29.557567567567567,-0.0773936340444209
2010-05-13,25.99,29.017567567567568,-0.10433567736226901
2010-05-14,25.45,28.937567567567566,-0.12052041207072073
2010-05-17,25.37,28.037567567567567,-0.09514261753053332
2010-05-18,24.47,28.057567567567567,-0.12786452563744422
2010-05-19,24.49,27.447567567567567,-0.10775335775335781
2010-05-20,23.88,28.38756756756757,-0.15878667859931073
2010-05-21,24.82,28.31756756756757,-0.12351228823669769
2010-05-24,24.75,28.237567567567567,-0.12350807339273917
2010-05-25,24.67,27.897567567567567,-0.11569351197915145
2010-05-26,24.33,28.997567567567568,-0.16096410696144137
2010-05-27,25.43,28.427567567567568,-0.10544579871080606
2010-05-28,24.86,28.79756756756757,-0.13673264446133782
2010-06-01,25.23,29.517567567567568,-0.14525477269605824
2010-06-02,25.95,29.827567567567566,-0.12999945633460797
2010-06-03,26.26,28.267567567567568,-0.07102017401281191
2010-06-04,24.7,27.45756756756757,-0.10043014774639991
2010-06-07,23.89,27.417567567567566,-0.12866085070727973
2010-06-08,23.85,27.767567567567568,-0.14108429044189208
2010-06-09,24.2,28.507567567567566,-0.15110259959422812
2010-06-10,24.94,28.647567567567567,-0.12941997811238148
2010-06-11,25.08,29.097567567567566,-0.13807228244211
2010-06-14,25.53,29.537567567567567,-0.13567696657486106
2010-06-15,25.97,28.937567567567566,-0.10255069161008323
2010-06-16,25.37,28.597567567567566,-0.1128616117416903
2010-06-17,25.03,28.22756756756757,-0.11327818310641313
2010-06-18,24.66,27.70756756756757,-0.10999044070309605
2010-06-21,24.14,26.757567567567566,-0.09782531842469411
2010-06-22,23.19,26.987567567567567,-0.1407154445490415
2010-06-23,23.42,26.507567567567566,-0.11647872101796519
2010-06-24,22.94,26.65756756756757,-0.13945636855819044
2010-06-25,23.09,26.517567567567568,-0.12925648473729812
2010-06-28,22.95,25.537567567567567,-0.10132396363597884
2010-06-29,21.97,25.63756756756757,-0.14305442815125613
2010-06-30,22.07,26.27756756756757,-0.16012013123926483
2010-07-01,22.71,26.147567567567567,-0.1314679676679139
2010-07-02,22.58,26.177567567567568,-0.13742940623806232
2010-07-06,22.61,27.247567567567568,-0.1702011585462625
2010-07-07,23.68,27.77756756756757,-0.14751354875117983
2010-07-08,24.21,27.987567567567567,-0.13497305753519895
2010-07-09,24.42,27.497567567567568,-0.11192144759733047
2010-07-12,23.93,28.15756756756757,-0.15013965810160967
2010-07-13,24.59,28.397567567567567,-0.1340807644354769
2010-07-14,24.83,28.61756756756757,-0.13235113566605294
2010-07-15,25.05,27.06756756756757,-0.07453819271093365
2010-07-16,23.5,27.267567567567568,-0.13817028446823276
2010-07-19,23.7,27.987567567567567,-0.15319543426618
2010-07-20,24.42,27.837567567567568,-0.12276818221536123
2010-07-21,24.27,28.787567567567567,-0.15692772781042863
2010-07-22,25.22,29.187567567567566,-0.1359334777858029
2010-07-23,25.62,29.81756756756757,-0.14077498300475866
2010-07-26,26.25,28.997567567567568,-0.09475165670932328
2010-07-27,25.43,28.927567567567568,-0.12090776590178642
2010-07-28,25.36,29.04756756756757,-0.12694927239569775
2010-07-29,25.48,29.20756756756757,-0.12762334826220534
2010-07-30,25.64,30.133903903903903,-0.1491311553337007
