date,WRK,dcf,Deviation
2019-03-14,39.16,38.55462427745665,0.01570176687981162
2019-03-15,37.55,39.28462427745665,-0.04415529763516313
2019-03-18,38.28,39.46462427745665,-0.030017371231716994
2019-03-19,38.46,38.65462427745665,-0.005034954577741169
2019-03-20,37.65,39.10462427745665,-0.03719826757919331
2019-03-21,38.1,37.75462427745665,0.009147905167992354
2019-03-22,36.75,37.61462427745665,-0.022986386121496838
2019-03-25,36.61,38.664624277456646,-0.05313964161949947
2019-03-26,37.66,38.564624277456645,-0.023457360065230914
2019-03-27,37.56,38.984624277456646,-0.03654323477167509
2019-03-28,37.98,39.35462427745665,-0.0349291678600544
2019-03-29,38.35,40.36444872783346,-0.04990650910201555
2019-04-01,39.77,39.54444872783346,0.00570374045972688
2019-04-02,38.95,40.41444872783346,-0.036235771461232136
2019-04-03,39.82,39.77444872783346,0.0011452395601567744
2019-04-04,39.18,40.48444872783346,-0.032220982842150914
2019-04-05,39.89,40.15444872783346,-0.006585789027409916
2019-04-08,39.56,39.51444872783346,0.0011527750894435584
2019-04-09,38.92,39.58444872783346,-0.016785600133070844
2019-04-10,38.99,39.59444872783346,-0.015265996806480442
2019-04-11,39.0,40.13444872783346,-0.02826620929881396
2019-04-12,39.54,39.32444872783346,0.00548135521640436
2019-04-15,38.73,37.47444872783346,0.03350419591987208
2019-04-16,36.88,36.09444872783346,0.021763769772186192
2019-04-17,35.5,36.08444872783346,-0.01619669271496038
2019-04-18,35.49,36.39444872783346,-0.02485128252929858
2019-04-22,35.8,37.09444872783346,-0.03489602278041637
2019-04-23,36.5,37.424448727833465,-0.024701732670972643
2019-04-24,36.83,37.20444872783346,-0.01006462239429251
2019-04-25,36.61,37.70444872783346,-0.029027044944580638
2019-04-26,37.11,37.64444872783346,-0.014197278639872968
2019-04-29,37.05,38.97444872783346,-0.04937718917520251
2019-04-30,38.38,38.58444872783346,-0.005298733934896882
2019-05-01,37.99,39.11444872783346,-0.028747656285727285
2019-05-02,38.52,39.88444872783346,-0.03421004354715507
2019-05-03,39.29,38.98444872783346,0.007837773320836794
2019-05-06,38.39,38.89444872783346,-0.012969684475113041
2019-05-07,38.3,38.714448727833464,-0.010705272616616135
2019-05-08,38.12,37.744448727833465,0.009949841230283862
2019-05-09,37.15,37.82444872783346,-0.017831025977046555
2019-05-10,37.23,36.714448727833464,0.014042190201148053
2019-05-13,36.12,37.784448727833464,-0.04405115818475258
2019-05-14,37.19,38.034448727833464,-0.02220220763224845
2019-05-15,37.44,38.01444872783346,-0.015111326010440407
2019-05-16,37.42,37.25444872783346,0.004443798735984217
2019-05-17,36.66,35.744448727833465,0.025613803114932665
2019-05-20,35.15,36.534448727833464,-0.03789433742786252
2019-05-21,35.94,35.814448727833465,0.003505603928756207
2019-05-22,35.22,35.27444872783346,-0.0015435741676239623
2019-05-23,34.68,35.43444872783346,-0.021291391708342045
2019-05-24,34.84,34.61444872783346,0.006516101814592057
2019-05-28,34.02,34.22444872783346,-0.005973762483636125
2019-05-29,33.63,33.75444872783346,-0.0036868837301093915
2019-05-30,33.16,33.19444872783346,-0.00103778580918501
2019-05-31,32.6,33.83444872783346,-0.03648496648381794
2019-06-03,33.24,36.19444872783346,-0.08162712326549382
2019-06-04,35.6,36.47444872783346,-0.023974282225852295
2019-06-05,35.88,37.244448727833465,-0.036634955662903534
2019-06-06,36.65,37.01444872783346,-0.00984612064637913
2019-06-07,36.42,37.02444872783346,-0.01632566448934203
2019-06-10,36.43,37.104448727833464,-0.01817703135224147
2019-06-11,36.51,36.89444872783346,-0.010420232340900504
2019-06-12,36.3,37.75444872783346,-0.038523903191340025
2019-06-13,37.16,36.64444872783346,0.014069014272684255
2019-06-14,36.05,35.95444872783346,0.002657564656041389
2019-06-17,35.36,36.57444872783346,-0.033204840266239155
2019-06-18,35.98,36.44444872783346,-0.01274401847320994
2019-06-19,35.85,37.09444872783346,-0.03354811219770726
2019-06-20,36.5,37.314448727833465,-0.021826631656116424
2019-06-21,36.72,35.77444872783346,0.026430911049395878
2019-06-24,35.18,35.244448727833465,-0.0018286206809802197
2019-06-25,34.65,35.33444872783346,-0.01937057892442262
2019-06-26,34.74,36.34444872783346,-0.04414563389992299
2019-06-27,35.75,37.064448727833465,-0.03546386828752113
2019-06-28,36.47,38.141238903898106,-0.043817111135509124
2019-07-01,37.45,37.92123890389811,-0.012426780282478123
2019-07-02,37.23,38.81123890389811,-0.04074177863307771
2019-07-03,38.12,38.76123890389811,-0.016543302588649333
2019-07-05,38.07,38.47123890389811,-0.010429581041058067
2019-07-08,37.78,38.11123890389811,-0.008691370667150644
2019-07-09,37.42,38.09123890389811,-0.017621871149730794
2019-07-10,37.4,36.88123890389811,0.014065717733984906
2019-07-11,36.19,37.641238903898106,-0.03855449358623042
2019-07-12,36.95,36.54123890389811,0.011186295494165277
2019-07-15,35.85,36.501238903898106,-0.017841556162318528
2019-07-16,35.81,36.03123890389811,-0.006140196968752232
2019-07-17,35.34,35.93123890389811,-0.016454731925037103
2019-07-18,35.24,36.92123890389811,-0.04553582040608617
2019-07-19,36.23,36.38123890389811,-0.0041570575509429775
2019-07-22,35.69,37.461238903898106,-0.047281909400860744
2019-07-23,36.77,37.48123890389811,-0.018975864317658298
2019-07-24,36.79,37.80123890389811,-0.026751475169080496
2019-07-25,37.11,37.33123890389811,-0.005926374542983837
2019-07-26,36.64,37.44123890389811,-0.021399903618432137
2019-07-29,36.75,37.84123890389811,-0.02883729326805151
2019-07-30,37.15,36.74123890389811,0.011125403179001792
2019-07-31,36.05,37.95123890389811,-0.05009688639447363
2019-08-01,37.26,37.54123890389811,-0.007491465708365563
2019-08-02,36.85,35.86123890389811,0.027571861048961477
2019-08-05,35.17,35.51123890389811,-0.0096093212861873
2019-08-06,34.82,35.48123890389811,-0.01863629693678659
2019-08-07,34.79,35.51123890389811,-0.02031015887251797
2019-08-08,34.82,35.01123890389811,-0.005462214702628532
2019-08-09,34.32,33.91123890389811,0.012053853215457266
2019-08-12,33.22,35.34123890389811,-0.06002163392365223
2019-08-13,34.65,33.93123890389811,0.021182872165015798
2019-08-14,33.24,33.29123890389811,-0.00153911075661739
2019-08-15,32.6,34.04123890389811,-0.042338027354611674
2019-08-16,33.35,34.67123890389811,-0.038107634617854935
2019-08-19,33.98,33.94123890389811,0.0011420059300615293
2019-08-20,33.25,34.26123890389811,-0.029515538148944587
2019-08-21,33.57,34.321238903898106,-0.021888455309018062
2019-08-22,33.63,33.03123890389811,0.018127115905157032
2019-08-23,32.34,33.571238903898106,-0.03667540859670626
2019-08-26,32.88,33.001238903898106,-0.0036737682561299723
2019-08-27,32.31,34.17123890389811,-0.05446799599899155
2019-08-28,33.48,34.80123890389811,-0.03796528357931883
2019-08-29,34.11,34.87123890389811,-0.021829993078135712
2019-08-30,34.18,33.70123890389811,0.0142060384624767
2019-09-03,33.01,34.68123890389811,-0.0481885583306042
2019-09-04,33.99,35.62123890389811,-0.04579399689884445
2019-09-05,34.93,35.81123890389811,-0.02460788654262902
2019-09-06,35.12,36.641238903898106,-0.04151712522297579
2019-09-09,35.95,38.55123890389811,-0.06747484588971486
2019-09-10,37.86,39.77123890389811,-0.04805580506346219
2019-09-11,39.08,39.13123890389811,-0.0013094117470685562
2019-09-12,38.44,39.78123890389811,-0.03371536284071541
2019-09-13,39.09,38.61123890389811,0.012399526917370007
2019-09-16,37.92,37.93123890389811,-0.00029629677866793713
2019-09-17,37.24,37.49123890389811,-0.006701269716429259
2019-09-18,36.8,36.58123890389811,0.005980144540117749
2019-09-19,35.89,36.60123890389811,-0.01943209916378974
2019-09-20,35.91,36.85123890389811,-0.025541581013129644
2019-09-23,36.16,36.58123890389811,-0.011515162321449668
2019-09-24,35.89,37.09123890389811,-0.03238605501990566
2019-09-25,36.4,37.02123890389811,-0.01678060816686222
2019-09-26,36.33,37.17123890389811,-0.02263144648132487
2019-09-27,36.48,37.141238903898106,-0.017803361530536077
2019-09-30,36.45,35.44510227711309,0.02835082023548785
2019-10-01,34.86,34.51510227711309,0.009992661186914997
2019-10-02,33.93,34.055102277113086,-0.003673525220834861
2019-10-03,33.47,34.65510227711308,-0.034197050340138424
2019-10-04,34.07,34.595102277113085,-0.015178514950090927
2019-10-07,34.01,34.15510227711308,-0.004248333848799857
2019-10-08,33.57,34.58510227711309,-0.029350853699363966
2019-10-09,34.0,35.995102277113084,-0.055427048428797976
2019-10-10,35.41,37.15510227711308,-0.04696803857778742
2019-10-11,36.57,36.61510227711308,-0.001231794377405615
2019-10-14,36.03,36.83510227711309,-0.02185693068139849
2019-10-15,36.25,36.89510227711308,-0.017484767280703695
2019-10-16,36.31,36.78510227711308,-0.012915616586682166
2019-10-17,36.2,37.28510227711308,-0.029102837617241972
2019-10-18,36.7,37.705102277113085,-0.026656930134444368
2019-10-21,37.12,38.235102277113086,-0.029164359729738965
2019-10-22,37.65,38.83510227711309,-0.030516265121606545
2019-10-23,38.25,38.18510227711308,0.0016995560838346524
2019-10-24,37.6,38.595102277113085,-0.02578312320481091
2019-10-25,38.01,39.025102277113085,-0.026011521248681224
2019-10-28,38.44,38.555102277113086,-0.002985396752051006
2019-10-29,37.97,38.245102277113084,-0.007193137440704711
2019-10-30,37.66,37.955102277113085,-0.007775035750359094
2019-10-31,37.37,39.385102277113084,-0.05116407373871601
2019-11-01,38.8,39.75510227711308,-0.024024646458095877
2019-11-04,39.17,40.205102277113085,-0.025745545179282403
2019-11-05,39.62,39.82510227711308,-0.00515007533906453
2019-11-06,39.24,39.625102277113086,-0.009718644368913454
2019-11-07,39.04,40.33510227711309,-0.03210856559171171
2019-11-08,39.75,39.97510227711308,-0.005631061943322635
2019-11-11,39.39,41.22510227711308,-0.04451419586002758
2019-11-12,40.64,40.955102277113085,-0.007693846666064208
2019-11-13,40.37,41.08510227711309,-0.017405391187536257
2019-11-14,40.5,40.54510227711308,-0.0011123976653165668
2019-11-15,39.96,40.60510227711308,-0.01588722207151516
2019-11-18,40.02,40.525102277113085,-0.012463935899758138
2019-11-19,39.94,39.32510227711308,0.015636265064332244
2019-11-20,38.74,38.90510227711308,-0.004243717853177453
2019-11-21,38.32,39.39510227711308,-0.027290252213348687
2019-11-22,38.81,40.32510227711308,-0.037572186840378885
2019-11-25,39.74,41.07510227711308,-0.03250393068058155
2019-11-26,40.49,41.245102277113084,-0.018307683468446356
2019-11-27,40.66,40.915102277113085,-0.0062349172534217345
2019-11-29,40.33,40.985102277113086,-0.015983912219706964
2019-12-02,40.4,40.08510227711309,0.007855729560323654
2019-12-03,39.5,39.96510227711308,-0.011637710167438642
2019-12-04,39.38,40.565102277113084,-0.029214822854809364
2019-12-05,39.98,41.815102277113084,-0.04388611236561546
2019-12-06,41.23,41.47510227711308,-0.0059096244169682954
2019-12-09,40.89,40.65510227711308,0.005777816552663184
2019-12-10,40.07,40.995102277113084,-0.022566165852196285
2019-12-11,40.41,41.82510227711308,-0.03383380314858042
2019-12-12,41.24,41.47510227711308,-0.0056685159096717674
2019-12-13,40.89,41.485102277113086,-0.01434496347961034
2019-12-16,40.9,42.595102277113085,-0.03979570857900927
2019-12-17,42.01,42.72510227711308,-0.016737286489683756
2019-12-18,42.14,42.82510227711308,-0.015997679881297522
2019-12-19,42.24,43.065102277113084,-0.019159417567471637
2019-12-20,42.48,43.76510227711309,-0.02936363015847754
2019-12-23,43.18,43.345102277113085,-0.00380901805370204
2019-12-24,42.76,43.555102277113086,-0.01825508919837593
2019-12-26,42.97,43.22510227711308,-0.005901715986179501
2019-12-27,42.64,43.18510227711308,-0.012622461181525768
2019-12-30,42.6,43.495102277113084,-0.020579380901561417
2019-12-31,42.91,44.05176991150442,-0.025918820374257967
2020-01-02,43.45,43.281769911504426,0.003886857881263861
2020-01-03,42.68,42.63176991150443,0.0011313179958440944
2020-01-06,42.03,42.16176991150442,-0.0031253410798692816
2020-01-07,41.56,42.34176991150442,-0.018463326241164313
2020-01-08,41.74,43.17176991150443,-0.03316449416920675
2020-01-09,42.57,42.76176991150442,-0.004484611181933995
2020-01-10,42.16,43.13176991150443,-0.022530258171604367
2020-01-13,42.53,43.16176991150442,-0.014637256831676604
2020-01-14,42.56,43.251769911504425,-0.015994025514327492
2020-01-15,42.65,44.041769911504424,-0.031601134884020055
2020-01-16,43.44,44.281769911504426,-0.019009400780200858
2020-01-17,43.68,42.20176991150443,0.03502767991947642
2020-01-21,41.6,42.26176991150442,-0.015658830969222493
2020-01-22,41.66,42.651769911504424,-0.02325272582033966
2020-01-23,42.05,41.541769911504424,0.012234194392252595
2020-01-24,40.94,40.67176991150443,0.006594994244882857
2020-01-27,40.07,41.10176991150443,-0.025102809775002677
2020-01-28,40.5,41.211769911504426,-0.01727103478042402
2020-01-29,40.61,40.62176991150442,-0.0002897439360732834
2020-01-30,40.02,39.60176991150443,0.010560893854748565
2020-01-31,39.0,40.071769911504425,-0.026746258372698506
2020-02-03,39.47,40.30176991150442,-0.020638545486484694
2020-02-04,39.7,42.34176991150442,-0.062391579686578935
2020-02-05,41.74,42.27176991150443,-0.012579788180567819
2020-02-06,41.67,41.821769911504425,-0.0036289691188481354
2020-02-07,41.22,41.55176991150442,-0.007984495298540062
2020-02-10,40.95,42.58176991150442,-0.03832085690415521
2020-02-11,41.98,42.541769911504424,-0.013205137272685685
2020-02-12,41.94,41.35176991150443,0.014225028088384661
2020-02-13,40.75,41.13176991150443,-0.009281631019667058
2020-02-14,40.53,41.52176991150443,-0.023885540371188174
2020-02-18,40.92,41.071769911504425,-0.0036952366998411756
2020-02-19,40.47,41.151769911504424,-0.01656720750943519
2020-02-20,40.55,41.45176991150443,-0.02175467810975562
2020-02-21,40.85,38.17176991150443,0.07016258598185665
2020-02-24,37.57,35.55176991150442,0.05676876547973175
2020-02-25,34.95,35.461769911504426,-0.014431595286460763
2020-02-26,34.86,33.321769911504425,0.046162916693224476
2020-02-27,32.72,33.85176991150443,-0.0334331089471277
2020-02-28,33.25,34.791769911504424,-0.04431421325865392
2020-03-02,34.19,33.181769911504425,0.030385060567429623
2020-03-03,32.58,34.19176991150442,-0.04713911902414025
2020-03-04,33.59,31.861769911504425,0.05424149673090084
2020-03-05,31.26,30.681769911504425,0.018846047348747064
2020-03-06,30.08,27.211769911504426,0.10540402545748995
2020-03-09,26.61,29.561769911504424,-0.09985091962831694
2020-03-10,28.96,26.831769911504423,0.07931754392329804
2020-03-11,26.23,22.681769911504425,0.15643532679942562
2020-03-12,22.08,26.471769911504424,-0.16590390163506963
2020-03-13,25.87,23.111769911504425,0.11934309224507311
2020-03-16,22.51,26.701769911504424,-0.15698472143969766
2020-03-17,26.1,24.051769911504426,0.08515922512279928
2020-03-18,23.45,25.761769911504423,-0.08973645519875784
2020-03-19,25.16,26.121769911504426,-0.03681871154836436
2020-03-20,25.52,25.411769911504425,0.004259053535919932
2020-03-23,24.81,26.841769911504425,-0.07569433454660557
2020-03-24,26.24,26.951769911504424,-0.026409023000771636
2020-03-25,26.35,28.991769911504424,-0.09112137408541321
2020-03-26,28.39,28.491769911504424,-0.0035719055650288434
2020-03-27,27.89,29.601769911504423,-0.057826606875934106
2020-03-30,29.0,30.721361014994233,-0.056031404798572715
2020-03-31,28.26,29.171361014994233,-0.031241635058638084
2020-04-01,26.71,29.251361014994234,-0.08688009469684277
2020-04-02,26.79,28.14136101499423,-0.04802045694500001
2020-04-03,25.68,31.431361014994234,-0.18298160910851313
2020-04-06,28.97,31.401361014994233,-0.07742852336346995
2020-04-07,28.94,33.15136101499423,-0.12703433240914141
2020-04-08,30.69,34.621361014994235,-0.11355304643545339
2020-04-09,32.16,34.90136101499423,-0.07854596311635231
2020-04-13,32.44,34.371361014994235,-0.05619099616543255
2020-04-14,31.91,32.771361014994234,-0.026283956122546304
2020-04-15,30.31,31.281361014994232,-0.031052389777050493
2020-04-16,28.82,33.15136101499423,-0.1306540932975624
2020-04-17,30.69,32.121361014994235,-0.04456103258906352
2020-04-20,29.66,31.531361014994232,-0.0593491988533047
2020-04-21,29.07,30.931361014994234,-0.06017714558670484
2020-04-22,28.47,31.341361014994234,-0.09161570914615125
2020-04-23,28.88,31.341361014994234,-0.07853395434284682
2020-04-24,28.88,32.951361014994234,-0.12355668748072646
2020-04-27,30.49,35.36136101499423,-0.13775943219291353
2020-04-28,32.9,36.61136101499423,-0.10137183956297713
2020-04-29,34.15,34.65136101499423,-0.01446872504595953
2020-04-30,32.19,33.301361014994235,-0.03337284066239321
2020-05-01,30.84,32.771361014994234,-0.058934415757421754
2020-05-04,30.31,27.521361014994234,0.10132634732295598
2020-05-05,25.06,27.161361014994235,-0.0773658217581289
2020-05-06,24.7,27.55136101499423,-0.1034925647935302
2020-05-07,25.09,29.46136101499423,-0.14837607172219391
2020-05-08,27.0,28.431361014994234,-0.05034444233040258
2020-05-11,25.97,27.661361014994235,-0.0611452565214492
2020-05-12,25.2,26.621361014994232,-0.05339174861096185
2020-05-13,24.16,27.691361014994232,-0.12752572952561203
2020-05-14,25.23,26.671361014994233,-0.05404152469699319
2020-05-15,24.21,28.341361014994234,-0.14577144029210531
2020-05-18,25.88,27.431361014994234,-0.05655428522654227
2020-05-19,24.97,27.89136101499423,-0.1047407121303161
2020-05-20,25.43,27.611361014994234,-0.07900229959000049
2020-05-21,25.15,27.811361014994233,-0.09569330366677797
2020-05-22,25.35,29.46136101499423,-0.13955095329444456
2020-05-26,27.0,31.621361014994232,-0.14614680920289524
2020-05-27,29.16,31.331361014994233,-0.06930311817463297
2020-05-28,28.87,30.521361014994234,-0.054105090994565064
2020-05-29,28.06,31.041361014994234,-0.0960447904830628
2020-06-01,28.58,30.821361014994235,-0.07272102662513313
2020-06-02,28.36,32.331361014994236,-0.12283309116348207
2020-06-03,29.87,33.15136101499423,-0.0989811855238788
2020-06-04,30.69,34.511361014994236,-0.11072762425492166
2020-06-05,32.05,32.841361014994234,-0.024096474401073986
2020-06-08,33.0,,
2020-06-09,31.91,,
2020-06-10,30.38,30.721361014994233,-0.01111151992347037
2020-06-11,27.64,,
2020-06-12,28.21,,
2020-06-15,28.26,31.39136101499423,-0.09975231763600567
2020-06-16,28.93,31.23136101499423,-0.0736875032083727
2020-06-17,28.77,30.811361014994233,-0.06625351648701316
2020-06-18,28.35,30.781361014994232,-0.0789880932753384
2020-06-19,28.32,29.841361014994234,-0.05098162293032826
2020-06-22,27.379999,29.931361014994234,-0.08524042771446705
2020-06-23,27.469999,28.661361014994235,-0.04156683328370103
2020-06-24,26.200001,29.071361014994235,-0.09876937008601916
2020-06-25,26.610001,29.181361014994234,-0.08811652114762547
2020-06-26,26.719999,30.21136101499423,-0.11556453922289134
2020-06-29,27.75,30.721361014994233,-0.09671970631587568
2020-06-30,28.26,30.121361014994232,-0.061795382156458856
2020-07-01,27.66,30.661361014994235,-0.09788740341717017
2020-07-02,28.200001,31.241361014994233,-0.09735043276554234
2020-07-06,28.780001,30.521361014994234,-0.057053812709687346
2020-07-07,28.059999,29.931361014994234,-0.06252178155402843
2020-07-08,27.469999,28.681361014994234,-0.04223516500353486
2020-07-09,26.219999,30.21136101499423,-0.1321146046023307
2020-07-10,27.75,30.311361014994233,-0.08450168284186232
2020-07-13,27.85,31.611361014994234,-0.11898763274412971
2020-07-14,29.15,32.61136101499423,-0.10613972883262213
2020-07-15,30.15,33.18136001499424,-0.09135731668697145
2020-07-16,30.719999,32.43136001499424,-0.05276870948991996
2020-07-17,29.969999,31.831362014994227,-0.05847575777993497
2020-07-20,29.370001,32.18136001499424,-0.08735985718702832
2020-07-21,29.719999,32.32136201499423,-0.0804843253136247
2020-07-22,29.860001,32.61136101499423,-0.08436814439388762
2020-07-23,30.15,32.67136001499424,-0.07717340244902837
2020-07-24,30.209999,32.67136001499424,-0.07533696221597819
2020-07-27,30.209999,31.93136001499424,-0.05390816470660598
2020-07-28,29.469999,32.72136101499423,-0.0993651215639938
2020-07-29,30.26,30.721361014994233,-0.0150175968691314
2020-07-30,28.26,29.32136201499423,-0.036197568668586144
2020-07-31,26.860001,,
2020-08-03,27.82,,
2020-08-04,29.27,,
2020-08-05,29.84,,
2020-08-06,29.49,,
