date,MAR,dcf,Deviation
2005-05-10,28.74,29.779600310207005,-0.034909814080032575
2005-05-11,28.88,29.479600310207005,-0.020339499311305076
2005-05-12,28.58,29.239600310207003,-0.022558458501799383
2005-05-13,28.34,29.739600310207003,-0.0470618399577698
2005-05-16,28.84,30.039600310207003,-0.03993396376180802
2005-05-17,29.14,30.939600310207002,-0.05816495016625378
2005-05-18,30.04,31.289600310207003,-0.03993660186830095
2005-05-19,30.39,31.199600310207003,-0.025949060313511185
2005-05-20,30.3,31.579600310207002,-0.040519838681853604
2005-05-23,30.68,32.129600310207,-0.045117284255369094
2005-05-24,31.23,31.929600310207004,-0.021910713050277697
2005-05-25,31.03,32.259600310207006,-0.03811579493804074
2005-05-26,31.36,32.329600310207006,-0.029991101062294523
2005-05-27,31.43,32.379600310207,-0.029327116490306393
2005-05-31,31.48,32.499600310207,-0.03137270306326745
2005-06-01,31.6,33.439600310207005,-0.05501262853448308
2005-06-02,32.54,33.309600310206996,-0.023104459466334992
2005-06-03,32.41,33.209600310207,-0.02407738433278428
2005-06-06,32.31,33.159600310207004,-0.02562154857896415
2005-06-07,32.26,32.96960031020701,-0.02152286662654279
2005-06-08,32.07,33.359600310207,-0.03865754679957667
2005-06-09,32.46,32.879600310207,-0.012761721743823728
2005-06-10,31.98,32.689600310207005,-0.021707218915902105
2005-06-13,31.79,33.03960031020701,-0.03782129016315505
2005-06-14,32.14,32.939600310207005,-0.024274742336786392
2005-06-15,32.04,33.059600310206996,-0.030841277590769933
2005-06-16,32.16,33.189600310207005,-0.031021774910931055
2005-06-17,32.29,33.463370393746665,-0.035064321971762125
2005-06-20,32.32,33.213370393746665,-0.02689791439880085
2005-06-21,32.07,33.323370393746664,-0.037612353700628876
2005-06-22,32.18,32.933370393746664,-0.022875593501043956
2005-06-23,31.79,32.783370393746665,-0.030301045371959323
2005-06-24,31.64,32.713370393746665,-0.03281136675393881
2005-06-27,31.57,33.05337039374666,-0.04487803743086061
2005-06-28,31.91,32.99337039374666,-0.032836002530738484
2005-06-29,31.85,32.94337039374666,-0.03318939078419869
2005-06-30,31.8,33.16337039374667,-0.04111073083222405
2005-07-01,32.02,33.353370393746665,-0.039977081116715385
2005-07-05,32.21,33.22337039374666,-0.030501733621143945
2005-07-06,32.08,33.11337039374666,-0.031207043603806994
2005-07-07,31.97,33.533370393746665,-0.046621331986307135
2005-07-08,32.39,34.013370393746655,-0.04772741939284886
2005-07-11,32.87,33.90337039374666,-0.030479872111395356
2005-07-12,32.76,33.95337039374666,-0.03514733235338696
2005-07-13,32.81,32.79337039374666,0.0005071026873317841
2005-07-14,31.65,32.77337039374666,-0.03427692606070831
2005-07-15,31.63,32.44337039374666,-0.0250704653639634
2005-07-18,31.3,32.65337039374666,-0.04144657587952516
2005-07-19,31.51,33.04337039374666,-0.04640478182082919
2005-07-20,31.9,32.88337039374666,-0.029904793273066277
2005-07-21,31.74,33.11337039374666,-0.04147479937608589
2005-07-22,31.97,32.98337039374666,-0.03072367625410377
2005-07-25,31.84,33.36337039374666,-0.04565996707671327
2005-07-26,32.22,33.02337039374666,-0.02432732892396683
2005-07-27,31.88,33.58337039374666,-0.05072065054149055
2005-07-28,32.44,33.05337039374666,-0.01855696972623122
2005-07-29,31.91,33.09337039374666,-0.03575853349679581
2005-08-01,31.95,33.31337039374666,-0.04092562168379643
2005-08-02,32.17,33.393370393746665,-0.03663512785087886
2005-08-03,32.25,33.213370393746665,-0.029005499361427267
2005-08-04,32.07,33.02337039374666,-0.02886956668502838
2005-08-05,31.88,32.933370393746664,-0.03198489499109014
2005-08-08,31.79,33.02337039374666,-0.03734841050567672
2005-08-09,31.88,33.27337039374667,-0.04187644285078307
2005-08-10,32.13,33.12337039374666,-0.029990015567201933
2005-08-11,31.98,32.74337039374666,-0.02331373907349643
2005-08-12,31.6,32.74337039374666,-0.034919141798701925
2005-08-15,31.6,32.69337039374666,-0.033443183758007144
2005-08-16,31.55,32.67337039374666,-0.034381833897419334
2005-08-17,31.53,32.603370393746665,-0.032922068509596114
2005-08-18,31.46,32.62337039374666,-0.03566064387907808
2005-08-19,31.48,32.27337039374666,-0.02458281809638274
2005-08-22,31.13,32.353370393746665,-0.037812765064598075
2005-08-23,31.21,32.22337039374666,-0.03144830541821031
2005-08-24,31.08,32.17337039374666,-0.03398370703366449
2005-08-25,31.03,31.80337039374666,-0.024317246385267555
2005-08-26,30.66,31.48337039374666,-0.026152549217227428
2005-08-29,30.34,30.32337039374666,0.0005484089016953853
2005-08-30,29.18,30.603370393746662,-0.04651024953896932
2005-08-31,29.46,29.75337039374666,-0.00986007265275457
2005-09-01,28.61,29.723370393746663,-0.03745774382237954
2005-09-02,28.58,30.30337039374666,-0.05687058473542905
2005-09-06,29.16,30.96337039374666,-0.05824205733465204
2005-09-07,29.82,30.23337039374666,-0.01367265337483381
2005-09-08,29.09,30.50337039374666,-0.04633489268570823
2005-09-09,29.36,29.420264522641048,-0.002048401794438992
2005-09-12,29.02,29.760264522641048,-0.024874258831868556
2005-09-13,29.36,29.59026452264105,-0.007781766278732061
2005-09-14,29.19,29.31026452264105,-0.004103153779050572
2005-09-15,28.91,29.07026452264105,-0.005513005308783181
2005-09-16,28.67,28.79026452264105,-0.004177263551936816
2005-09-19,28.39,28.53026452264105,-0.004916341470642127
2005-09-20,28.13,28.36026452264105,-0.008119265687991817
2005-09-21,27.96,28.86026452264105,-0.03119391098909663
2005-09-22,28.46,29.23026452264105,-0.026351609717538582
2005-09-23,28.83,29.10026452264105,-0.009287356217355991
2005-09-26,28.7,29.010264522641048,-0.010694991160763223
2005-09-27,28.61,28.75026452264105,-0.004878721116829743
2005-09-28,28.35,28.62026452264105,-0.009443117565431591
2005-09-29,28.22,29.760264522641048,-0.05175574032513197
2005-09-30,29.36,29.79026452264105,-0.014443125280544034
2005-10-03,29.39,29.99026452264105,-0.020015312708825284
2005-10-04,29.59,29.84026452264105,-0.008386806439036887
2005-10-05,29.44,30.10026452264105,-0.021935505654590126
2005-10-06,29.7,29.99026452264105,-0.009678624955839044
2005-10-07,29.59,29.27026452264105,0.01092355954322266
2005-10-10,28.87,29.06026452264105,-0.006547239874324262
2005-10-11,28.66,28.57026452264105,0.003140869671956814
2005-10-12,28.17,28.670264522641048,-0.01744889804717309
2005-10-13,28.27,29.00026452264105,-0.025181305572951507
2005-10-14,28.6,28.58026452264105,0.0006905281560050103
2005-10-17,28.18,27.95026452264105,0.008219438394683198
2005-10-18,27.55,29.19026452264105,-0.05619217740794369
2005-10-19,28.79,28.83026452264105,-0.0013966060772501177
2005-10-20,28.43,28.98026452264105,-0.018987560386522828
2005-10-21,28.58,29.28026452264105,-0.023915922006086054
2005-10-24,28.88,28.84026452264105,0.0013777778399970408
2005-10-25,28.44,28.28026452264105,0.005648302095302871
2005-10-26,27.88,27.48026452264105,0.014546274728527653
2005-10-27,27.08,28.09026452264105,-0.035964934464279175
2005-10-28,27.69,28.19026452264105,-0.01774600313662411
2005-10-31,27.79,27.89026452264105,-0.00359496492260436
2005-11-01,27.49,28.57026452264105,-0.037810798768943
2005-11-02,28.17,29.05026452264105,-0.03030142882020892
2005-11-03,28.65,29.32026452264105,-0.022860111719779197
2005-11-04,28.92,29.11026452264105,-0.0065359942879621435
2005-11-07,28.71,28.89026452264105,-0.006239628664520436
2005-11-08,28.49,28.94026452264105,-0.0155584107494523
2005-11-09,28.54,30.04026452264105,-0.04994178801289573
2005-11-10,29.64,29.85026452264105,-0.0070439751876090195
2005-11-11,29.45,30.11026452264105,-0.02192822059549071
2005-11-14,29.71,29.80026452264105,-0.003028983939805996
2005-11-15,29.4,29.65026452264105,-0.008440549407238707
2005-11-16,29.25,29.82026452264105,-0.019123389137211566
2005-11-17,29.42,30.06026452264105,-0.021299364220790817
2005-11-18,29.66,30.45026452264105,-0.025952632432912126
2005-11-21,30.05,30.49026452264105,-0.014439511415656026
2005-11-22,30.09,30.59026452264105,-0.01635371679348452
2005-11-23,30.19,30.55026452264105,-0.011792517291431492
2005-11-25,30.15,30.11026452264105,0.0013196655024092507
2005-11-28,29.71,30.62026452264105,-0.029727519890234366
2005-11-29,30.22,30.52026452264105,-0.009838201841871452
2005-11-30,30.12,31.760264522641048,-0.051645178253214685
2005-12-01,31.36,31.78026452264105,-0.013224072516502927
2005-12-02,31.38,31.71026452264105,-0.010415066780828819
2005-12-05,31.31,31.65026452264105,-0.010750763943778163
2005-12-06,31.25,31.66026452264105,-0.012958341594008438
2005-12-07,31.26,31.93026452264105,-0.020991511741651148
2005-12-08,31.53,31.95026452264105,-0.013153710271889385
2005-12-09,31.55,32.07026452264105,-0.016222645194390206
2005-12-12,31.67,31.96026452264105,-0.009082043812103646
2005-12-13,31.56,31.94026452264105,-0.011905490712874278
2005-12-14,31.54,31.98026452264105,-0.013766756754915455
2005-12-15,31.58,31.96026452264105,-0.011898040530035958
2005-12-16,31.56,31.61026452264105,-0.001590132933087185
2005-12-19,31.21,31.61026452264105,-0.012662485704741822
2005-12-20,31.21,31.72026452264105,-0.01608638926314232
2005-12-21,31.32,32.12026452264105,-0.02491463051547904
2005-12-22,31.72,31.84026452264105,-0.0037771207131628293
2005-12-23,31.44,31.70026452264105,-0.008210168797019413
2005-12-27,31.3,31.64026452264105,-0.010754161754797154
2005-12-28,31.24,31.98026452264105,-0.02314754220112747
2005-12-29,31.58,31.62026452264105,-0.001273377160150635
2005-12-30,31.22,33.330417560385776,-0.0633180654446428
2006-01-03,31.47,33.67041756038577,-0.06535165643370666
2006-01-04,31.81,33.590417560385774,-0.053003734091280785
2006-01-05,31.73,33.800417560385775,-0.06125420068219256
2006-01-06,31.94,34.160417560385774,-0.06499971952803896
2006-01-09,32.3,34.06041756038578,-0.0516851432389146
2006-01-10,32.2,34.480417560385774,-0.06613659931443872
2006-01-11,32.62,34.17041756038578,-0.04537309377756038
2006-01-12,32.31,34.28041756038578,-0.05747939204400987
2006-01-13,32.42,34.03041756038578,-0.04732288569566179
2006-01-17,32.17,33.63041756038577,-0.043425495914925505
2006-01-18,31.77,33.830417560385776,-0.06090428995468422
2006-01-19,31.97,32.89041756038578,-0.027984368355796096
2006-01-20,31.03,32.900417560385776,-0.056850876039879705
2006-01-23,31.04,33.080417560385776,-0.061680526149984316
2006-01-24,31.22,33.17041756038577,-0.058799909794174154
2006-01-25,31.31,33.620417560385775,-0.06872066821407041
2006-01-26,31.76,34.04041756038578,-0.06699146849008075
2006-01-27,32.18,33.20041756038577,-0.030735082127500757
2006-01-30,31.34,32.92041756038577,-0.048007214898985406
2006-01-31,31.06,33.54041756038578,-0.07395309124938776
2006-02-01,31.68,32.93041756038578,-0.037971506376827446
2006-02-02,31.07,32.650417560385776,-0.048404206698516195
2006-02-03,30.79,33.00041756038578,-0.06698150277465575
2006-02-06,31.14,32.89041756038578,-0.05321968190802273
2006-02-07,31.03,32.67041756038577,-0.050211098690542744
2006-02-08,30.81,33.39041756038578,-0.07728018242716361
2006-02-09,31.53,34.230417560385774,-0.07888941335938937
2006-02-10,32.37,33.970417560385776,-0.04711209562087004
2006-02-13,32.11,33.900417560385776,-0.05281402676520308
2006-02-14,32.04,34.36041756038578,-0.06753170436033917
2006-02-15,32.5,34.25041756038578,-0.05110645898841015
2006-02-16,32.39,34.150417560385776,-0.05154893222822099
2006-02-17,32.29,33.480417560385774,-0.03555563661172145
2006-02-21,31.62,33.70041756038577,-0.061732693865231614
2006-02-22,31.84,33.900417560385776,-0.06077853043301362
2006-02-23,32.04,33.81041756038577,-0.05236307884171465
2006-02-24,31.95,34.14041756038578,-0.06415907352367567
2006-02-27,32.28,33.74041756038577,-0.04328392076867571
2006-02-28,31.88,33.93041756038578,-0.060430071534977814
2006-03-01,32.07,33.730417560385774,-0.049226119345045616
2006-03-02,31.87,33.580417560385776,-0.050934969980942824
2006-03-03,31.72,33.75041756038578,-0.060159776001377896
2006-03-06,31.89,33.50041756038578,-0.04807156679414337
2006-03-07,31.64,33.78041756038578,-0.0633626732576521
2006-03-08,31.92,33.720417560385776,-0.05339250491669112
2006-03-09,31.86,33.52041756038577,-0.04953451302909917
2006-03-10,31.66,33.410417560385774,-0.05239137036291397
2006-03-13,31.55,33.36041756038578,-0.054268432255343724
2006-03-14,31.5,33.36041756038578,-0.05576721445462218
2006-03-15,31.5,33.580417560385776,-0.06195329634137747
2006-03-16,31.72,34.14041756038578,-0.07089595656247238
2006-03-17,32.28,34.04041756038578,-0.051715510165611045
2006-03-20,32.18,34.24041756038578,-0.06017501266601277
2006-03-21,32.38,34.27041756038577,-0.05516178952458872
2006-03-22,32.41,34.160417560385774,-0.05124110550731831
2006-03-23,32.3,33.93041756038578,-0.04805179769698187
2006-03-24,32.07,32.909724222994285,-0.025515990875656258
2006-03-27,32.1,32.77972422299428,-0.020736117801670506
2006-03-28,31.97,33.06972422299428,-0.0332547140574464
2006-03-29,32.26,33.119724222994286,-0.025958073116967628
2006-03-30,32.31,32.77972422299428,-0.014329718572335559
2006-03-31,31.97,33.439724222994286,-0.043951445687571034
2006-04-03,32.63,33.759724222994286,-0.03346366858722172
2006-04-04,32.95,34.299724222994286,-0.03935087682394356
2006-04-05,33.49,34.509724222994286,-0.029548895157928468
2006-04-06,33.7,34.549724222994286,-0.024594240391324296
2006-04-07,33.74,34.119724222994286,-0.011129170344770123
2006-04-10,33.31,33.53972422299429,-0.006849317587316106
2006-04-11,32.73,33.519724222994284,-0.023559985689039276
2006-04-12,32.71,33.46972422299429,-0.022698849202717475
2006-04-13,32.66,34.17972422299429,-0.04446274092439584
2006-04-17,33.37,34.70972422299428,-0.03859795066037297
2006-04-18,33.9,34.869724222994286,-0.027809919481807
2006-04-19,34.06,34.95972422299428,-0.02573602175049472
2006-04-20,34.15,35.009724222994286,-0.02455672651170504
2006-04-21,34.2,34.799724222994286,-0.01723359125351942
2006-04-24,33.99,34.52972422299428,-0.01563071339662958
2006-04-25,33.72,34.66972422299428,-0.027393474977928767
2006-04-26,33.86,35.159724222994285,-0.03696628035962446
2006-04-27,34.35,34.869724222994286,-0.014904741421830958
2006-04-28,34.06,35.019724222994284,-0.027405247879254246
2006-05-01,34.21,34.84972422299428,-0.018356650942224162
2006-05-02,34.04,35.229724222994285,-0.03377046653739513
2006-05-03,34.42,35.66972422299428,-0.035035993415072575
2006-05-04,34.86,35.909724222994285,-0.029232310904858227
2006-05-05,35.1,36.409724222994285,-0.03597182486120387
2006-05-08,35.6,36.53972422299429,-0.025717879457965998
2006-05-09,35.73,36.39972422299429,-0.01839915651259838
2006-05-10,35.59,36.02972422299428,-0.012204484837928464
2006-05-11,35.22,35.729724222994285,-0.014266111314294672
2006-05-12,34.92,35.809724222994284,-0.024845883130900193
2006-05-15,35.0,35.769724222994284,-0.0215188749624039
2006-05-16,34.96,34.77972422299428,0.005183358437515384
2006-05-17,33.97,34.49972422299428,-0.015354448040521329
2006-05-18,33.69,35.03972422299429,-0.038519830076418016
2006-05-19,34.23,34.56972422299428,-0.009827218198296017
2006-05-22,33.76,34.21972422299429,-0.01343448065210806
2006-05-23,33.41,34.369724222994286,-0.027923535748134
2006-05-24,33.56,34.66972422299428,-0.03200845255810458
2006-05-25,33.86,34.89972422299429,-0.02979176042626852
2006-05-26,34.09,34.229724222994285,-0.004081955848783014
2006-05-30,33.42,34.519724222994284,-0.031857850772218366
2006-05-31,33.71,35.589724222994285,-0.052816487456225025
2006-06-01,34.78,35.339724222994285,-0.015838386838063934
2006-06-02,34.53,34.879724222994284,-0.010026576493507022
2006-06-05,34.07,34.45972422299428,-0.011309557223160405
2006-06-06,33.65,34.839724222994285,-0.034148497140200296
2006-06-07,34.03,34.39972422299429,-0.010747883343411924
2006-06-08,33.59,34.769724222994284,-0.03392963991972342
2006-06-09,33.96,34.439724222994286,-0.013929386306583358
2006-06-12,33.63,33.89972422299429,-0.007956531481495888
2006-06-13,33.09,33.509724222994286,-0.012525445455808026
2006-06-14,32.7,34.38972422299428,-0.04913456740849542
2006-06-15,33.58,34.339724222994285,-0.02212377181775871
2006-06-16,33.53,34.20776405728085,-0.019813164524460913
2006-06-19,33.56,34.38776405728085,-0.024071470767974668
2006-06-20,33.74,34.69776405728085,-0.02760304830304694
2006-06-21,34.05,34.20776405728085,-0.004611937132654287
2006-06-22,33.56,34.46776405728085,-0.026336609934205946
2006-06-23,33.82,34.487764057280856,-0.019362347068130115
2006-06-26,33.84,34.34776405728085,-0.014783030896394322
2006-06-27,33.7,34.737764057280856,-0.029874232998117867
2006-06-28,34.09,35.80776405728084,-0.04797183243647862
2006-06-29,35.16,36.18776405728085,-0.0284008720642156
2006-06-30,35.54,36.13776405728085,-0.01654125740412027
2006-07-03,35.49,35.64776405728085,-0.004425636823317869
2006-07-05,35.0,35.70776405728085,-0.01982101304762418
2006-07-06,35.06,35.487764057280856,-0.012053846407184099
2006-07-07,34.84,35.62776405728085,-0.02211095975639421
2006-07-10,34.98,35.60776405728085,-0.017629976885687015
2006-07-11,34.96,35.487764057280856,-0.01487171906432283
2006-07-12,34.84,34.34776405728085,0.014330945731962919
2006-07-13,33.7,33.50776405728085,0.005737056712901811
2006-07-14,32.86,34.79776405728085,-0.055686453132192226
2006-07-17,34.15,34.427764057280854,-0.008068024888828407
2006-07-18,33.78,35.06776405728085,-0.03672216041996201
2006-07-19,34.42,34.63776405728085,-0.006286897067626196
2006-07-20,33.99,33.72776405728085,0.007775076411047799
2006-07-21,33.08,34.93776405728085,-0.05317352462038005
2006-07-24,34.29,35.64776405728085,-0.038088337184321586
2006-07-25,35.0,34.677764057280854,0.009292292957149062
2006-07-26,34.03,33.10776405728085,0.027855579166371935
2006-07-27,32.46,33.58776405728085,-0.033576633900296304
2006-07-28,32.94,33.44776405728085,-0.015180807195700252
2006-07-31,32.8,33.427764057280854,-0.01877972024108876
2006-08-01,32.78,34.13776405728085,-0.03977308106654587
2006-08-02,33.49,34.57776405728085,-0.03145848457635614
2006-08-03,33.93,34.20776405728085,-0.008119912684609654
2006-08-04,33.56,34.19776405728085,-0.018649291111915933
2006-08-07,33.55,33.41776405728085,0.003957055370086504
2006-08-08,32.77,33.237764057280856,-0.014073270887738576
2006-08-09,32.59,33.60776405728085,-0.03028359921672208
2006-08-10,32.96,33.72776405728085,-0.022763562268074855
2006-08-11,33.08,34.21776405728085,-0.03325068392476571
2006-08-14,33.57,34.45776405728085,-0.02576383237766311
2006-08-15,33.81,35.11776405728085,-0.03723938845160368
2006-08-16,34.47,35.35776405728085,-0.025108037257181914
2006-08-17,34.71,35.32776405728085,-0.0174866446763855
2006-08-18,34.68,34.85776405728085,-0.0050996976452287734
2006-08-21,34.21,34.927764057280854,-0.020549957223248927
2006-08-22,34.28,34.57776405728085,-0.008611431808823178
2006-08-23,33.93,34.56776405728085,-0.01844967630026728
2006-08-24,33.92,34.20776405728085,-0.008412243980605805
2006-08-25,33.56,34.71776405728085,-0.033347886556595485
2006-08-28,34.07,35.19776405728085,-0.03204078689332446
2006-08-29,34.55,35.22776405728085,-0.01923948554267596
2006-08-30,34.58,35.75776405728085,-0.032937295950445256
2006-08-31,35.11,35.50776405728085,-0.011202171351572088
2006-09-01,34.86,35.69776405728085,-0.023468250166497007
2006-09-05,35.05,35.26776405728085,-0.006174592098528442
2006-09-06,34.62,35.24776405728085,-0.017810039134983913
2006-09-07,34.6,35.62776405728085,-0.028847279206981713
2006-09-08,34.98,35.65463276654387,-0.018921321415962145
2006-09-11,35.29,36.73463276654387,-0.039326179622505175
2006-09-12,36.37,36.75463276654387,-0.01046487850897504
2006-09-13,36.39,36.384632766543874,0.00014751374544763607
2006-09-14,36.02,36.41463276654387,-0.01083720297480073
2006-09-15,36.05,36.42463276654387,-0.010285148760318497
2006-09-18,36.06,36.54463276654387,-0.013261393804114063
2006-09-19,36.18,36.90463276654387,-0.01963527915662633
2006-09-20,36.54,36.86463276654387,-0.008806076235716276
2006-09-21,36.5,36.24463276654387,0.007045656527987942
2006-09-22,35.88,36.60463276654387,-0.01979620369818802
2006-09-25,36.24,36.42463276654387,-0.005068898504131392
2006-09-26,36.06,36.39463276654387,-0.009194563623993623
2006-09-27,36.03,36.23463276654387,-0.005647435917518373
2006-09-28,35.87,36.384632766543874,-0.01414423418386368
2006-09-29,36.02,36.81463276654387,-0.02158469898594262
2006-10-02,36.45,35.75463276654387,0.019448311439707933
2006-10-03,35.39,36.09463276654387,-0.019521815642268847
2006-10-04,35.73,38.44463276654387,-0.07061148907387294
2006-10-05,38.08,37.97463276654387,0.002774674191160509
2006-10-06,37.61,37.82463276654387,-0.005674417723196434
2006-10-09,37.46,38.16463276654387,-0.018462977774584166
2006-10-10,37.8,37.37463276654387,0.011381174929881777
2006-10-11,37.01,37.74463276654387,-0.01946323788835591
2006-10-12,37.38,38.44463276654387,-0.027692624169643576
2006-10-13,38.08,38.62463276654387,-0.014100658764466534
2006-10-16,38.26,38.81463276654387,-0.014289269974027352
2006-10-17,38.45,38.65463276654387,-0.0052938742887496115
2006-10-18,38.29,38.67463276654387,-0.009945350195454394
2006-10-19,38.31,39.14463276654387,-0.021321767699841954
2006-10-20,38.78,39.40463276654387,-0.01585175962036134
2006-10-23,39.04,39.44463276654387,-0.010258246513251135
2006-10-24,39.08,39.35463276654387,-0.006978410094004128
2006-10-25,38.99,39.17463276654387,-0.004713069491784738
2006-10-26,38.81,39.05463276654387,-0.006263860372371255
2006-10-27,38.69,39.49463276654387,-0.020373218085103506
2006-10-30,39.13,39.30463276654387,-0.004443058088880347
2006-10-31,38.94,39.52463276654387,-0.014791605275552122
2006-11-01,39.16,39.71463276654387,-0.013965451218048375
2006-11-02,39.35,39.47463276654387,-0.003157287549220733
2006-11-03,39.11,40.17463276654387,-0.026500124412598636
2006-11-06,39.81,40.384632766543874,-0.014228995713931991
2006-11-07,40.02,40.704632766543874,-0.01681952937569764
2006-11-08,40.34,40.81463276654387,-0.011628985350884524
2006-11-09,40.45,41.14463276654387,-0.016882706682187165
2006-11-10,40.78,41.89463276654387,-0.026605622079446722
2006-11-13,41.53,42.094632766543874,-0.013413414714301353
2006-11-14,41.73,42.19463276654387,-0.011011655655699393
2006-11-15,41.83,42.39463276654387,-0.01331849646282246
2006-11-16,42.03,42.55463276654387,-0.012328452448926552
2006-11-17,42.19,42.94463276654387,-0.017572225396505603
2006-11-20,42.58,42.56463276654387,0.00036103291529410164
2006-11-21,42.2,43.94463276654387,-0.0397007019221719
2006-11-22,43.58,43.664632766543875,-0.0019382452383459592
2006-11-24,43.3,42.23463276654387,0.025224967370855333
2006-11-27,41.87,42.164632766543875,-0.00698767538603251
2006-11-28,41.8,42.50463276654387,-0.016577787424115864
2006-11-29,42.14,42.454632766543874,-0.007411034934020622
2006-11-30,42.09,42.51463276654387,-0.009987920367926173
2006-12-01,42.15,43.69463276654387,-0.035350629327786987
2006-12-04,43.33,43.73463276654387,-0.009251998723844412
2006-12-05,43.37,43.61463276654387,-0.005608960824072917
2006-12-06,43.25,43.51463276654387,-0.006081466157915716
2006-12-07,43.15,43.61463276654387,-0.010653139487174279
2006-12-08,43.25,43.17463276654387,0.0017456369313817444
2006-12-11,42.81,43.24463276654387,-0.01005055977444036
2006-12-12,42.88,43.48463276654387,-0.013904515873227163
2006-12-13,43.12,43.87463276654387,-0.017199751176477318
2006-12-14,43.51,43.18463276654387,0.007534329056705591
2006-12-15,42.82,43.12463276654387,-0.007064008363688701
2006-12-18,42.76,43.57463276654387,-0.01869511490569209
2006-12-19,43.21,43.99463276654387,-0.01783473840337524
2006-12-20,43.63,43.81463276654387,-0.0042139521635989885
2006-12-21,43.45,43.86463276654387,-0.009452553011229381
2006-12-22,43.5,44.46463276654387,-0.021694382850490634
2006-12-26,44.1,44.87463276654387,-0.017262152775128436
2006-12-27,44.51,45.204632766543874,-0.015366406583397274
2006-12-28,44.84,44.85463276654387,-0.00032622642615376396
2006-12-29,44.49,46.645938600723134,-0.046219213620662614
2007-01-03,44.13,45.55593860072314,-0.03130082804836565
2007-01-04,43.04,44.55593860072314,-0.03402326711839343
2007-01-05,42.04,45.05593860072314,-0.06693764894012733
2007-01-08,42.54,45.61593860072314,-0.06743122459118667
2007-01-09,43.1,45.815938600723136,-0.059279339977993284
2007-01-10,43.3,46.19593860072314,-0.0626881645538816
2007-01-11,43.68,46.495938600723136,-0.060563109068613175
2007-01-12,43.98,46.70593860072314,-0.05836385441317171
2007-01-16,44.19,46.565938600723136,-0.05102310126497145
2007-01-17,44.05,46.26593860072314,-0.04789568022918067
2007-01-18,43.75,46.40593860072314,-0.05723273099968618
2007-01-19,43.89,46.175938600723136,-0.04950497315256164
2007-01-22,43.66,46.51593860072314,-0.0613969896477321
2007-01-23,44.0,46.95593860072314,-0.06295132604755582
2007-01-24,44.44,46.285938600723135,-0.039881196245079464
2007-01-25,43.77,46.38593860072314,-0.056395077466048105
2007-01-26,43.87,46.15593860072314,-0.04952642433507626
2007-01-29,43.64,46.07593860072314,-0.052867910555920994
2007-01-30,43.56,47.395938600723134,-0.08093390940177747
2007-01-31,44.88,48.215938600723135,-0.06918746575376422
2007-02-01,45.7,47.995938600723136,-0.047836101713167434
2007-02-02,45.48,48.52593860072314,-0.06276928769550372
2007-02-05,46.01,48.745938600723136,-0.0561264933912371
2007-02-06,46.23,49.245938600723136,-0.061242382344984914
2007-02-07,46.73,50.25593860072314,-0.07015964080854731
2007-02-08,47.74,48.27593860072314,-0.011101567701370496
2007-02-09,45.76,48.105938600723135,-0.04876609144235411
2007-02-12,45.59,48.23593860072314,-0.05485409173075506
2007-02-13,45.72,48.27593860072314,-0.052944358510822465
2007-02-14,45.76,48.54593860072314,-0.05738767610688744
2007-02-15,46.03,48.51593860072314,-0.05123962706734242
2007-02-16,46.0,48.79593860072314,-0.0572985924833036
2007-02-20,46.28,48.87593860072314,-0.053112813278735294
2007-02-21,46.36,48.62593860072314,-0.0465993802058855
2007-02-22,46.11,48.65593860072314,-0.05232534144732959
2007-02-23,46.14,48.25593860072314,-0.04384825292138095
2007-02-26,45.74,46.79593860072314,-0.022564748828583614
2007-02-27,44.28,47.175938600723136,-0.061385924405937375
2007-02-28,44.66,46.965938600723135,-0.049098105338144626
2007-03-01,44.45,46.84593860072314,-0.05114506555507781
2007-03-02,44.33,45.82593860072314,-0.03264392713823294
2007-03-05,43.31,46.605938600723135,-0.0707192838440549
2007-03-06,44.09,46.84593860072314,-0.05882982992853503
2007-03-07,44.33,47.68593860072314,-0.07037585290755399
2007-03-08,45.17,47.76593860072314,-0.054347065644886894
2007-03-09,45.25,47.66593860072314,-0.05068480075385495
2007-03-12,45.15,47.13593860072314,-0.04213215350489852
2007-03-13,44.62,47.01593860072314,-0.05096013547810552
2007-03-14,44.5,47.09593860072314,-0.05512022220708601
2007-03-15,44.58,46.72593860072314,-0.04592606729766002
2007-03-16,44.21,47.535938600723135,-0.06996682296860213
2007-03-19,45.02,48.38593860072314,-0.06956439614613219
2007-03-20,45.87,49.035938600723135,-0.06456363824300182
2007-03-21,46.52,49.01593860072314,-0.05092095901814098
2007-03-22,46.5,48.76593860072314,-0.046465600083611225
2007-03-23,46.25,46.65140706859358,-0.008604393603892202
2007-03-26,46.4,46.28140706859358,0.0025624314150745064
2007-03-27,46.03,45.71140706859358,0.006969659256569116
2007-03-28,45.46,45.68140706859358,-0.004846765517995566
2007-03-29,45.43,45.89140706859358,-0.010054323849864044
2007-03-30,45.64,46.53140706859358,-0.0191571053778693
2007-04-02,46.28,46.81140706859358,-0.01135208492696882
2007-04-03,46.56,47.22140706859358,-0.014006509116359478
2007-04-04,46.97,46.88140706859358,0.0018897242413564719
2007-04-05,46.63,46.72140706859358,-0.001956427991549492
2007-04-09,46.47,46.72140706859358,-0.005380982388318856
2007-04-10,46.47,46.371407068593584,0.002126157855433908
