date,MCK,dcf,Deviation
2002-11-08,28.98,29.54,-0.018957345971563955
2002-11-11,28.54,29.5,-0.032542372881355974
2002-11-12,28.5,28.85,-0.012131715771230511
2002-11-13,27.85,28.9,-0.03633217993079574
2002-11-14,27.9,29.01,-0.0382626680455016
2002-11-15,28.01,29.27,-0.04304748889648102
2002-11-18,28.27,27.87,0.014352350197344821
2002-11-19,26.87,28.2,-0.047163120567375816
2002-11-20,27.2,28.25,-0.03716814159292037
2002-11-21,27.25,28.4,-0.040492957746478875
2002-11-22,27.4,27.94,-0.019327129563350143
2002-11-25,26.94,26.96,-0.0007418397626112183
2002-11-26,25.96,27.14,-0.04347826086956519
2002-11-27,26.14,26.92,-0.028974739970282326
2002-11-29,25.92,27.38,-0.05332359386413432
2002-12-02,26.38,27.31,-0.03405346027096301
2002-12-03,26.31,28.13,-0.06469960895840743
2002-12-04,27.13,27.3,-0.006227106227106316
2002-12-05,26.3,27.94,-0.05869720830350755
2002-12-06,26.94,27.36,-0.015350877192982337
2002-12-09,26.36,27.55,-0.043194192377495555
2002-12-10,26.55,27.85,-0.04667863554757634
2002-12-11,26.85,28.01,-0.04141378079257407
2002-12-12,27.01,27.88,-0.03120516499282633
2002-12-13,26.88,28.05,-0.0417112299465241
2002-12-16,27.05,27.82,-0.027677929547088365
2002-12-17,26.82,27.5,-0.02472727272727271
2002-12-18,26.5,27.08,-0.021418020679468186
2002-12-19,26.08,26.95,-0.03228200371057521
2002-12-20,25.95,27.47,-0.05533309064433922
2002-12-23,26.47,27.66,-0.04302241503976867
2002-12-24,26.66,27.59,-0.0337078651685393
2002-12-26,26.59,27.4,-0.02956204379562044
2002-12-27,26.4,27.66,-0.045553145336225676
2002-12-30,26.66,28.03,-0.04887620406707105
2002-12-31,27.03,29.03685618729097,-0.06911410017484398
2003-01-02,27.98,29.12685618729097,-0.039374527065896725
2003-01-03,28.07,29.41685618729097,-0.04578518447776403
2003-01-06,28.36,29.18685618729097,-0.028329744799681977
2003-01-07,28.13,28.90685618729097,-0.026874461278584838
2003-01-08,27.85,29.40685618729097,-0.05294194582975553
2003-01-09,28.35,29.23685618729097,-0.030333500346609754
2003-01-10,28.18,29.12685618729097,-0.03250801189124264
2003-01-13,28.07,29.34685618729097,-0.04350913021626923
2003-01-14,28.29,28.92685618729097,-0.022016087167148646
2003-01-15,27.87,29.25685618729097,-0.04740277555499672
2003-01-16,28.2,29.55685618729097,-0.04590664780763787
2003-01-17,28.5,29.80685618729097,-0.043844147100900344
2003-01-21,28.75,30.16685618729097,-0.046967313348610706
2003-01-22,29.11,29.49685618729097,-0.013115166743012163
2003-01-23,28.44,28.90685618729097,-0.016150361847243166
2003-01-24,27.85,28.57685618729097,-0.0254351347302586
2003-01-27,27.52,29.33685618729097,-0.06193084138572591
2003-01-28,28.28,29.65685618729097,-0.04642623542413782
2003-01-29,28.6,28.99685618729097,-0.013686179795756814
2003-01-30,27.94,29.48685618729097,-0.05245917630098784
2003-01-31,28.43,28.896856187290968,-0.016155950815725628
2003-02-03,27.84,28.23685618729097,-0.014054545756038928
2003-02-04,27.18,28.02685618729097,-0.030215882282044415
2003-02-05,26.97,27.59685618729097,-0.022714768053168855
2003-02-06,26.54,28.10685618729097,-0.05574640496433225
2003-02-07,27.05,28.45685618729097,-0.04943821545260085
2003-02-10,27.4,28.10685618729097,-0.02514888832037321
2003-02-11,27.05,27.48685618729097,-0.01589327583752409
2003-02-12,26.43,26.30685618729097,0.00468105393636975
2003-02-13,25.25,27.10685618729097,-0.06850134794168994
2003-02-14,26.05,28.18685618729097,-0.07581037676186275
2003-02-18,27.13,28.11685618729097,-0.035098383002614586
2003-02-19,27.06,27.95685618729097,-0.03208000861336757
2003-02-20,26.9,28.54685618729097,-0.05768958152471271
2003-02-21,27.49,27.71685618729097,-0.008184773401356815
2003-02-24,26.66,28.07685618729097,-0.05046349127692984
2003-02-25,27.02,28.00685618729097,-0.03523623575211521
2003-02-26,26.95,28.36685618729097,-0.0499475929914911
2003-02-27,27.31,27.69685618729097,-0.013967512582474417
2003-02-28,26.64,27.27685618729097,-0.02334785881914425
2003-03-03,26.22,26.77685618729097,-0.020796175002622985
2003-03-04,25.72,26.96685618729097,-0.04623661648325894
2003-03-05,25.91,26.80685618729097,-0.033456224072861085
2003-03-06,25.75,26.75685618729097,-0.03762983888104199
2003-03-07,25.7,25.85685618729097,-0.0060663286423841
2003-03-10,24.8,25.50685618729097,-0.027712399446669922
2003-03-11,24.45,25.63685618729097,-0.04629491926078422
2003-03-12,24.58,24.75685618729097,-0.007143725598800499
2003-03-13,23.7,24.04685618729097,-0.01442418021671743
2003-03-14,22.99,25.396856187290968,-0.09476984747802775
2003-03-17,24.34,25.85685618729097,-0.058663596854304556
2003-03-18,24.8,26.16685618729097,-0.05223616385199692
2003-03-19,25.11,25.82685618729097,-0.027756231036889734
2003-03-20,24.77,26.46685618729097,-0.06411249508756456
2003-03-21,25.41,25.67685618729097,-0.010392868400417865
2003-03-24,24.62,26.42685618729097,-0.06837196882162278
2003-03-25,25.37,26.36685618729097,-0.037807168977978534
2003-03-26,25.31,26.07685618729097,-0.02940753984234934
2003-03-27,25.02,26.40685618729097,-0.05251879199305953
2003-03-28,25.35,25.98685618729097,-0.024506857724576503
2003-03-31,24.93,27.061677852348993,-0.07877108965599333
2003-04-01,25.31,27.151677852348993,-0.06782924658888667
2003-04-02,25.4,27.311677852348993,-0.06999488873161908
2003-04-03,25.56,26.981677852348994,-0.05269049093717593
2003-04-04,25.23,26.641677852348995,-0.05298757308652491
2003-04-07,24.89,26.401677852348993,-0.05725688574805843
2003-04-08,24.65,25.921677852348996,-0.049058469887347966
2003-04-09,24.17,26.151677852348993,-0.0757763178155314
2003-04-10,24.4,26.251677852348994,-0.07053560015339388
2003-04-11,24.5,26.731677852348994,-0.0834843912408173
2003-04-14,24.98,26.671677852348992,-0.06342600048313063
2003-04-15,24.92,26.351677852348992,-0.05432966585167065
2003-04-16,24.6,25.801677852348995,-0.04657363211902876
2003-04-17,24.05,25.451677852348993,-0.05507211982174398
2003-04-21,23.7,26.071677852348994,-0.09096759578652558
2003-04-22,24.32,25.351677852348992,-0.040694657701064174
2003-04-23,23.6,25.751677852348994,-0.0835548605681522
2003-04-24,24.0,25.69167785234899,-0.06584536292534593
2003-04-25,23.94,26.101677852348992,-0.08281758224804892
2003-04-28,24.35,26.611677852348993,-0.08498817191826769
2003-04-29,24.86,29.501677852348994,-0.15733606324290517
2003-04-30,27.75,29.78167785234899,-0.06821905274852558
2003-05-01,28.03,30.871677852348995,-0.09204805342748068
2003-05-02,29.12,30.78167785234899,-0.05398269257184707
2003-05-05,29.03,30.821677852348994,-0.058130445102048345
2003-05-06,29.07,30.251677852348994,-0.039061564059900133
2003-05-07,28.5,30.041677852348993,-0.05131796765567298
2003-05-08,28.29,30.251677852348994,-0.06484525790349427
2003-05-09,28.5,30.551677852348995,-0.06715434295505474
2003-05-12,28.8,30.78167785234899,-0.06437848715896966
2003-05-13,29.03,30.601677852348992,-0.051359205202153646
2003-05-14,28.85,31.051677852348995,-0.07090366784100977
2003-05-15,29.3,31.171677852348992,-0.060044180528702196
2003-05-16,29.42,29.901677852348993,-0.016108723220397914
2003-05-19,28.15,29.961677852348995,-0.06046650195215819
2003-05-20,28.21,30.221677852348993,-0.06656406908237333
2003-05-21,28.47,31.051677852348995,-0.08314133183478511
2003-05-22,29.3,31.131677852348993,-0.058836464293259616
2003-05-23,29.38,31.861677852348993,-0.07788911380779762
2003-05-27,30.11,31.881677852348993,-0.05557040819978232
2003-05-28,30.13,31.911677852348994,-0.05583153166037136
2003-05-29,30.16,32.07167785234899,-0.059606418508876824
2003-05-30,30.32,32.49167785234899,-0.06683797193292651
2003-06-02,30.74,32.731677852348994,-0.06084863297669485
2003-06-03,30.98,33.551677852348995,-0.07664826372219558
2003-06-04,31.8,34.07167785234899,-0.0666734952764404
2003-06-05,32.32,34.75167785234899,-0.0699729625337967
2003-06-06,33.0,34.021677852348994,-0.03003020182552385
2003-06-09,32.27,33.99167785234899,-0.05064998144038402
2003-06-10,32.24,35.06167785234899,-0.08047754771553095
2003-06-11,33.31,35.78167785234899,-0.06907663364888095
2003-06-12,34.03,36.301677852348995,-0.0625777646308433
2003-06-13,34.55,37.841677852349,-0.08698551542012756
2003-06-16,36.09,38.691677852348995,-0.06724127762763954
2003-06-17,36.94,37.651677852348996,-0.01890162385697236
2003-06-18,35.9,37.551677852348995,-0.04398412925364603
2003-06-19,35.8,37.731677852348994,-0.051195122037986485
2003-06-20,35.98,36.70167785234899,-0.01966334768814415
2003-06-23,34.95,37.10167785234899,-0.05799408482041901
2003-06-24,35.35,36.56167785234899,-0.03314065227646945
2003-06-25,34.81,37.63167785234899,-0.07498145215369023
2003-06-26,35.88,37.61167785234899,-0.046040962574096844
2003-06-27,35.86,37.49167785234899,-0.04352106776268916
2003-06-30,35.74,36.89328859060403,-0.03126011897182157
2003-07-01,35.4,36.75328859060403,-0.036820884402436804
2003-07-02,35.26,36.50328859060403,-0.03405963239498522
2003-07-03,35.01,37.15328859060402,-0.05768772218850249
2003-07-07,35.66,37.493288590604024,-0.04889644679137206
2003-07-08,36.0,37.96328859060403,-0.051715450992039336
2003-07-09,36.47,37.343288590604026,-0.023385422751004192
2003-07-10,35.85,37.61328859060403,-0.04687940503677479
2003-07-11,36.12,37.60328859060402,-0.03944571462227531
2003-07-14,36.11,37.493288590604024,-0.03689429875592942
2003-07-15,36.0,37.62328859060403,-0.04314584533711985
2003-07-16,36.13,37.523288590604025,-0.0371313027971889
2003-07-17,36.03,37.39328859060403,-0.036458108981262116
2003-07-18,35.9,36.843288590604026,-0.025602725128195836
2003-07-21,35.35,36.78328859060403,-0.03896575443692518
2003-07-22,35.29,36.44328859060403,-0.03164611743906598
2003-07-23,34.95,36.093288590604026,-0.03167593298499405
2003-07-24,34.6,36.43328859060403,-0.050319053303270134
2003-07-25,34.94,36.10328859060402,-0.032221125443591125
2003-07-28,34.61,35.993288590604024,-0.03843184784635456
2003-07-29,34.5,35.85328859060402,-0.03774517328261695
2003-07-30,34.36,33.75328859060403,0.017974882884889132
2003-07-31,32.26,34.423288590604024,-0.06284375140132614
2003-08-01,32.93,34.50328859060403,-0.045598221354252844
2003-08-04,33.01,34.04328859060403,-0.030352196670248244
2003-08-05,32.55,33.69328859060403,-0.03393223512539101
2003-08-06,32.2,34.35328859060402,-0.06268071206414183
2003-08-07,32.86,34.47328859060403,-0.04679822136388068
2003-08-08,32.98,34.663288590604026,-0.04856113366751669
2003-08-11,33.17,34.983288590604026,-0.051832994085383
2003-08-12,33.49,34.94328859060403,-0.0415899203887411
2003-08-13,33.45,35.21328859060403,-0.05007452189723982
2003-08-14,33.72,35.19328859060403,-0.041862771272741184
2003-08-15,33.7,35.493288590604024,-0.050524723456556564
2003-08-18,34.0,35.53328859060403,-0.04315076513940996
2003-08-19,34.04,34.78328859060403,-0.021369129277926113
2003-08-20,33.29,35.383288590604025,-0.0591603741196598
2003-08-21,33.89,35.28328859060403,-0.03948862609635162
2003-08-22,33.79,35.053288590604026,-0.03603908909541376
2003-08-25,33.56,34.90328859060402,-0.03848601793258044
2003-08-26,33.41,34.333288590604035,-0.026891935742407003
2003-08-27,32.84,34.233288590604026,-0.040699817282130346
2003-08-28,32.74,34.233288590604026,-0.0436209506034394
2003-08-29,32.74,35.12328859060403,-0.06785493859597158
2003-09-02,33.63,36.133288590604025,-0.06927929032329949
2003-09-03,34.64,36.22328859060403,-0.04370913443277802
2003-09-04,34.73,35.79328859060403,-0.029706367659191657
2003-09-05,34.3,36.453288590604025,-0.05906980340750512
2003-09-08,34.96,35.703288590604025,-0.020818490955469948
2003-09-09,34.21,35.913288590604026,-0.047427808965666673
2003-09-10,34.42,35.90328859060402,-0.041313446451036184
2003-09-11,34.41,35.93328859060403,-0.0423921285902662
2003-09-12,34.44,36.00328859060403,-0.0434207166012055
2003-09-15,34.51,36.523288590604025,-0.055123420379017185
2003-09-16,35.03,36.94328859060403,-0.05178988291504294
2003-09-17,35.45,37.68328859060403,-0.05926469462012074
2003-09-18,36.19,36.86328859060403,-0.018264474395690344
2003-09-19,35.37,36.21328859060403,-0.02328671665635007
2003-09-22,34.72,36.18328859060403,-0.04044100598926803
2003-09-23,34.69,35.083288590604035,-0.011210140394574242
2003-09-24,33.59,35.053288590604026,-0.0417446878577965
2003-09-25,33.56,35.093288590604026,-0.04369178986019995
2003-09-26,33.6,35.29328859060403,-0.047977637058588596
2003-09-29,33.8,34.78328859060403,-0.028268994406401515
2003-09-30,33.29,35.312909698996656,-0.057285273749450694
2003-10-01,34.44,35.09290969899666,-0.018605174224562093
2003-10-02,34.22,35.01290969899666,-0.022646209806989614
2003-10-03,34.14,34.29290969899665,-0.004458930441855302
2003-10-06,33.42,33.87290969899666,-0.013370853080568734
2003-10-07,33.0,33.822909698996654,-0.024329949916197302
2003-10-08,32.95,33.97290969899665,-0.030109569891414334
2003-10-09,33.1,34.022909698996656,-0.02712612493057498
2003-10-10,33.15,34.15290969899666,-0.02936527832725544
2003-10-13,33.28,34.34290969899666,-0.030949902274230112
2003-10-14,33.47,34.48290969899666,-0.029374252574345006
2003-10-15,33.61,34.93290969899665,-0.03787001169944482
2003-10-16,34.06,34.50290969899665,-0.01283687963886504
2003-10-17,33.63,34.172909698996655,-0.015887137026923792
2003-10-20,33.3,34.51290969899666,-0.03514365231952388
2003-10-21,33.64,33.59290969899666,0.001401792861210449
2003-10-22,32.72,34.68290969899665,-0.056595877221150226
2003-10-23,33.81,32.94290969899666,0.026320999235527553
2003-10-24,32.07,32.272909698996656,-0.006287307245896212
2003-10-27,31.4,31.722909698996656,-0.010179069387410866
2003-10-28,30.85,30.922909698996655,-0.002357789086032236
2003-10-29,30.05,30.892909698996654,-0.027284891815290258
2003-10-30,30.02,31.142909698996654,-0.036056672605412676
2003-10-31,30.27,30.912909698996657,-0.020797450167478915
2003-11-03,30.04,29.992909698996655,0.001570047770487637
2003-11-04,29.12,30.172909698996655,-0.03489586219892038
2003-11-05,29.3,29.972909698996656,-0.022450596413706947
2003-11-06,29.1,29.412909698996657,-0.010638515610964183
2003-11-07,28.54,29.622909698996654,-0.03655649326822663
2003-11-10,28.75,29.622909698996654,-0.02946738547517569
2003-11-11,28.75,29.782909698996654,-0.03468128901560785
2003-11-12,28.91,30.672909698996655,-0.057474485345429094
2003-11-13,29.8,30.822909698996657,-0.033186668909131356
2003-11-14,29.95,30.672909698996655,-0.023568344382414508
2003-11-17,29.8,29.922909698996655,-0.0041075450293116544
2003-11-18,29.05,30.262909698996655,-0.040079083969803087
2003-11-19,29.39,29.642909698996654,-0.008531878333293719
2003-11-20,28.77,29.132909698996656,-0.012457035797188376
2003-11-21,28.26,29.722909698996656,-0.04921825332080587
2003-11-24,28.85,29.622909698996654,-0.026091619859437087
2003-11-25,28.75,29.822909698996657,-0.035976023460673745
2003-11-26,28.95,30.072909698996657,-0.037339576058186386
2003-11-28,29.2,30.702909698996656,-0.048950073909306724
2003-12-01,29.83,31.472909698996656,-0.052200756609708465
2003-12-02,30.6,31.032909698996654,-0.013950019614520692
2003-12-03,30.16,31.232909698996657,-0.03435189706424069
2003-12-04,30.36,31.222909698996656,-0.02763706865617288
2003-12-05,30.35,31.512909698996655,-0.03690264434812507
2003-12-08,30.64,31.682909698996657,-0.03291710606458864
2003-12-09,30.81,31.562909698996656,-0.023854255079042708
2003-12-10,30.69,31.492909698996655,-0.025494935421042864
2003-12-11,30.62,31.842909698996657,-0.0384044583411669
2003-12-12,30.97,31.762909698996655,-0.02496338359774708
2003-12-15,30.89,32.12290969899666,-0.03838100939639244
2003-12-16,31.25,32.15290969899666,-0.028081741511090552
2003-12-17,31.28,32.422909698996655,-0.035250065759274585
2003-12-18,31.55,32.26290969899666,-0.02209688170248414
2003-12-19,31.39,32.54290969899665,-0.03542736988365236
2003-12-22,31.67,32.12290969899666,-0.0140992737968193
2003-12-23,31.25,31.962909698996654,-0.022304280358400375
2003-12-24,31.09,31.882909698996656,-0.024869427115731813
2003-12-26,31.01,32.022909698996656,-0.03163078272766673
2003-12-29,31.15,31.972909698996656,-0.025737716921725218
2003-12-30,31.1,33.03290969899665,-0.05851466663426741
2003-12-31,32.16,31.528896321070235,0.02001667525888018
2004-01-02,30.86,30.888896321070234,-0.0009354921836596253
2004-01-05,30.22,30.658896321070234,-0.014315463820809615
2004-01-06,29.99,30.828896321070236,-0.027211364050580222
2004-01-07,30.16,30.588896321070234,-0.014021307489110013
2004-01-08,29.92,30.388896321070234,-0.015429856883124815
2004-01-09,29.72,30.148896321070236,-0.014225937709384517
2004-01-12,29.48,29.598896321070235,-0.004016917380314511
2004-01-13,28.93,30.358896321070233,-0.047066807236945674
2004-01-14,29.69,30.838896321070234,-0.03725478075184119
2004-01-15,30.17,30.788896321070233,-0.02010128309297965
2004-01-16,30.12,30.898896321070236,-0.025207901051763404
2004-01-20,30.23,31.568896321070234,-0.04241188248879657
2004-01-21,30.9,32.14889632107023,-0.03884725337372508
2004-01-22,31.48,29.968896321070233,0.050422400035711634
2004-01-23,29.3,30.068896321070234,-0.02557115209218519
2004-01-26,29.4,29.678896321070233,-0.00939712575741014
2004-01-27,29.01,29.668896321070235,-0.02220831924247546
2004-01-28,29.0,30.018896321070233,-0.03394183151080976
2004-01-29,29.35,30.048896321070234,-0.023258635312344844
2004-01-30,29.38,29.978896321070234,-0.019977263827731684
2004-02-02,29.31,30.308896321070232,-0.03295719878707093
2004-02-03,29.64,29.768896321070233,-0.004329899223673994
2004-02-04,29.1,29.658896321070234,-0.01884413752352554
2004-02-05,28.99,30.098896321070235,-0.036841760217432684
2004-02-06,29.43,29.468896321070233,-0.0013199110223351962
2004-02-09,28.8,29.128896321070233,-0.011291067036835356
2004-02-10,28.46,29.168896321070235,-0.024303158860287777
2004-02-11,28.5,29.288896321070233,-0.02693499654006104
2004-02-12,28.62,29.278896321070235,-0.022504137923944456
2004-02-13,28.61,29.268896321070233,-0.022511826679159852
2004-02-17,28.6,29.398896321070236,-0.027174364382436478
2004-02-18,28.73,29.098896321070235,-0.01267733033582863
2004-02-19,28.43,28.868896321070235,-0.015203086262425058
2004-02-20,28.2,28.368896321070235,-0.005953573912735988
2004-02-23,27.7,28.518896321070233,-0.028714165928827362
2004-02-24,27.85,28.398896321070236,-0.01932808637577188
2004-02-25,27.73,28.548896321070234,-0.028683992258777935
2004-02-26,27.88,27.978896321070234,-0.0035346755617289283
2004-02-27,27.31,28.488896321070236,-0.041380905310759
2004-03-01,27.82,28.378896321070233,-0.019694082347214925
2004-03-02,27.71,28.418896321070235,-0.024944540880873278
2004-03-03,27.75,28.068896321070234,-0.011361199151633583
2004-03-04,27.4,29.098896321070235,-0.05838353119393336
2004-03-05,28.43,29.098896321070235,-0.022986999702318434
2004-03-08,28.43,28.578896321070236,-0.005210009490830503
2004-03-09,27.91,28.888896321070234,-0.033884863934946274
2004-03-10,28.22,28.628896321070233,-0.014282643539048845
2004-03-11,27.96,28.718896321070233,-0.026424982094923055
2004-03-12,28.05,28.468896321070233,-0.014714174948896819
2004-03-15,27.8,28.718896321070233,-0.0319962268325773
2004-03-16,28.05,28.918896321070235,-0.030045971029577623
2004-03-17,28.25,28.938896321070235,-0.023805203675603015
2004-03-18,28.27,28.428896321070233,-0.005589253950476714
2004-03-19,27.76,28.378896321070233,-0.021808329473712695
2004-03-22,27.71,28.398896321070236,-0.024257855420920627
2004-03-23,27.73,28.238896321070236,-0.018021112273092887
2004-03-24,27.57,28.928896321070233,-0.04697366626048871
2004-03-25,28.26,30.068896321070234,-0.060158387649322576
2004-03-26,29.4,30.588896321070234,-0.03886692440914585
2004-03-29,29.92,30.418896321070235,-0.016400868585250583
2004-03-30,29.75,30.758896321070235,-0.03280014700589662
2004-03-31,30.09,32.1758389261745,-0.0648262483834634
2004-04-01,29.8,32.7558389261745,-0.09023853526806025
2004-04-02,30.38,33.1758389261745,-0.08427334520148899
2004-04-05,30.8,33.015838926174496,-0.06711442138814805
2004-04-06,30.64,33.275838926174494,-0.07921179484076557
2004-04-07,30.9,33.515838926174496,-0.07804784275089816
2004-04-08,31.14,33.7158389261745,-0.07639848238137137
2004-04-12,31.34,33.155838926174496,-0.05476679176231014
2004-04-13,30.78,33.025838926174494,-0.06800247924647151
2004-04-14,30.65,33.7258389261745,-0.0912012576739003
2004-04-15,31.35,34.2558389261745,-0.08482755107638529
2004-04-16,31.88,34.2958389261745,-0.07044116726156935
2004-04-19,31.92,33.3158389261745,-0.04189715676281114
2004-04-20,30.94,34.875838926174495,-0.11285288174732988
2004-04-21,32.5,34.2558389261745,-0.051256631897369176
2004-04-22,31.88,34.2958389261745,-0.07044116726156935
2004-04-23,31.92,33.695838926174495,-0.05270202442696992
2004-04-26,31.32,33.1758389261745,-0.05593947240653829
2004-04-27,30.8,32.6158389261745,-0.055673531203186966
2004-04-28,30.24,32.4658389261745,-0.06855941505888496
2004-04-29,30.09,35.235838926174495,-0.14603991512607284
2004-04-30,32.86,35.8258389261745,-0.08278491209336747
2004-05-03,33.45,36.2958389261745,-0.07840675433795352
2004-05-04,33.92,36.13583892617449,-0.061319703430753325
2004-05-05,33.76,36.3258389261745,-0.0706339895243463
2004-05-06,33.95,35.5758389261745,-0.04570064895864767
2004-05-07,33.2,34.835838926174496,-0.04695850528076062
2004-05-10,32.46,34.775838926174494,-0.06659333024548397
2004-05-11,32.4,35.235838926174495,-0.08048166334612028
2004-05-12,32.86,35.875838926174495,-0.08406323075484046
2004-05-13,33.5,36.3258389261745,-0.07779142917848336
2004-05-14,33.95,36.1158389261745,-0.05996922653802261
2004-05-17,33.74,35.985838926174495,-0.062408964003364376
2004-05-18,33.61,36.275838926174494,-0.07348800207211703
2004-05-19,33.9,35.735838926174495,-0.051372487154061064
2004-05-20,33.36,35.985838926174495,-0.07296867335958024
2004-05-21,33.61,35.835838926174496,-0.06211209205287349
2004-05-24,33.46,37.3158389261745,-0.1033298201817967
2004-05-25,34.94,37.2258389261745,-0.061404631624494166
2004-05-26,34.85,36.6458389261745,-0.04900526168311592
2004-05-27,34.27,36.775838926174494,-0.06813818526899762
2004-05-28,34.4,36.78583892617449,-0.06485753746061451
2004-06-01,34.41,36.6758389261745,-0.061780152615880324
2004-06-02,34.3,36.2458389261745,-0.053684477551693255
2004-06-03,33.87,36.3658389261745,-0.06863141343284418
2004-06-04,33.99,37.1158389261745,-0.08421846350804474
2004-06-07,34.74,37.095838926174494,-0.06350682433312571
2004-06-08,34.72,37.215838926174506,-0.06706388995087631
2004-06-09,34.84,37.3258389261745,-0.06659834039071832
2004-06-10,34.95,37.155838926174496,-0.059367221678329196
2004-06-14,34.78,37.5058389261745,-0.07267772176860154
2004-06-15,35.13,37.6458389261745,-0.06682913697601989
2004-06-16,35.27,38.1758389261745,-0.07611722513273089
2004-06-17,35.8,37.53583892617449,-0.04624484161892706
2004-06-18,35.16,37.375838926174495,-0.05928532950260379
2004-06-21,35.0,36.835838926174496,-0.049838390537374266
2004-06-22,34.46,36.8658389261745,-0.0652593022768937
2004-06-23,34.49,36.595838926174494,-0.057543124791390676
2004-06-24,34.22,36.2958389261745,-0.05719220129879743
2004-06-25,33.92,35.875838926174495,-0.05451688335983529
2004-06-28,33.5,36.625838926174495,-0.08534518301342242
2004-06-29,34.25,36.70583892617449,-0.06690594733753008
2004-06-30,34.33,33.74666666666667,0.017285657842749824
2004-07-01,30.96,33.276666666666664,-0.06961835119703486
2004-07-02,30.49,33.056666666666665,-0.07764444892608646
2004-07-06,30.27,33.42666666666667,-0.09443558037495026
2004-07-07,30.64,32.89666666666667,-0.06859864221299017
2004-07-08,30.11,32.43666666666667,-0.07172952420100709
2004-07-09,29.65,32.36666666666667,-0.08393408856848616
2004-07-12,29.58,32.54666666666667,-0.0911511675542811
2004-07-13,29.76,32.57666666666667,-0.0864627033664177
2004-07-14,29.79,32.82666666666667,-0.09250609260763609
2004-07-15,30.04,33.196666666666665,-0.09508986846068879
2004-07-16,30.41,33.236666666666665,-0.08504663524220235
2004-07-19,30.45,34.776666666666664,-0.12441292054059228
2004-07-20,31.99,34.68666666666667,-0.07774360945608305
2004-07-21,31.9,35.03666666666667,-0.08952525925221211
2004-07-22,32.25,34.88666666666666,-0.07557806229696151
2004-07-23,32.1,34.56666666666667,-0.07135969141755072
2004-07-26,31.78,34.166666666666664,-0.06985365853658532
2004-07-27,31.38,34.166666666666664,-0.08156097560975606
2004-07-28,31.38,34.666666666666664,-0.09480769230769226
2004-07-29,31.88,34.95666666666666,-0.08801373128635448
2004-07-30,32.17,34.86666666666667,-0.07734225621414914
2004-08-02,32.08,34.126666666666665,-0.059972650908380554
2004-08-03,31.34,34.156666666666666,-0.08246315994925346
2004-08-04,31.37,33.38666666666666,-0.060403354632587725
2004-08-05,30.6,32.96666666666667,-0.07178968655207285
2004-08-06,30.18,32.736666666666665,-0.07809795336523773
2004-08-09,29.95,32.78666666666667,-0.0865189101260676
2004-08-10,30.0,33.236666666666665,-0.09738240898605954
2004-08-11,30.45,32.82666666666667,-0.07240048740861094
2004-08-12,30.04,32.00666666666667,-0.06144553218079574
2004-08-13,29.22,32.75666666666667,-0.10796784369593981
2004-08-16,29.97,32.88666666666666,-0.08868842489357387
2004-08-17,30.1,33.526666666666664,-0.10220719825014901
2004-08-18,30.74,33.276666666666664,-0.07622959030351595
2004-08-19,30.49,33.516666666666666,-0.0903033316757832
2004-08-20,30.73,33.45666666666666,-0.08149845571385861
2004-08-23,30.67,33.64666666666667,-0.08846839706756493
2004-08-24,30.86,34.42666666666667,-0.10360185902401253
2004-08-25,31.64,34.18666666666667,-0.07449297971918878
2004-08-26,31.4,34.31666666666667,-0.0849927149101507
2004-08-27,31.53,33.78666666666667,-0.06679163378058406
2004-08-30,31.0,33.736666666666665,-0.08111846655468824
2004-08-31,30.95,33.526666666666664,-0.0768542453768144
2004-09-01,30.74,34.21666666666667,-0.10160740379931821
2004-09-02,31.43,34.236666666666665,-0.08197838574627592
2004-09-03,31.45,34.61666666666667,-0.09147809340394808
2004-09-07,31.83,29.766666666666666,0.06931690929451295
2004-09-08,26.98,30.166666666666668,-0.10563535911602207
2004-09-09,27.38,30.076666666666668,-0.08965975839521234
2004-09-10,27.29,30.466666666666665,-0.10426695842450762
2004-09-13,27.68,31.096666666666668,-0.10987244077607461
2004-09-14,28.31,30.386666666666667,-0.06834137779727956
2004-09-15,27.6,30.606666666666666,-0.09823567850141568
2004-09-16,27.82,30.386666666666667,-0.08446687143483989
2004-09-17,27.6,30.236666666666668,-0.08720097012457284
2004-09-20,27.45,30.516666666666666,-0.10049153468050243
2004-09-21,27.73,29.686666666666667,-0.06591062205254883
2004-09-22,26.9,30.026666666666667,-0.10412966252220257
2004-09-23,27.24,30.176666666666666,-0.09731580691483488
2004-09-24,27.39,29.676666666666666,-0.07705267887229017
2004-09-27,26.89,29.676666666666666,-0.09390093227002128
2004-09-28,26.89,29.166666666666668,-0.07805714285714282
2004-09-29,26.38,28.436666666666667,-0.07232446372054868
2004-09-30,25.65,29.32,-0.12517053206002737
2004-10-01,26.0,28.8,-0.09722222222222221
2004-10-04,25.48,28.77,-0.11435523114355228
2004-10-05,25.45,28.9,-0.11937716262975773
2004-10-06,25.58,27.98,-0.08577555396711944
2004-10-07,24.66,27.76,-0.11167146974063402
2004-10-08,24.44,28.14,-0.1314854299928927
2004-10-11,24.82,28.22,-0.12048192771084332
2004-10-12,24.9,28.12,-0.11450924608819357
2004-10-13,24.8,27.72,-0.10533910533910529
2004-10-14,24.4,27.66,-0.11785972523499644
2004-10-15,24.34,27.9,-0.12759856630824373
2004-10-18,24.58,27.34,-0.10095098756400889
2004-10-19,24.02,26.98,-0.10971089696071168
