date,ALL,dcf,Deviation
2004-03-25,44.94,45.48017045454545,-0.011877054310632351
2004-03-26,44.76,46.08017045454545,-0.02864942645660784
2004-03-29,45.36,46.08017045454545,-0.01562864128846586
2004-03-30,45.36,46.180170454545454,-0.017760230126320997
2004-03-31,45.46,46.63886363636364,-0.02527642280384579
2004-04-01,46.19,46.55886363636364,-0.007922522320230163
2004-04-02,46.11,46.94886363636363,-0.017867602565654117
2004-04-05,46.5,46.60886363636364,-0.0023356852725047172
2004-04-06,46.16,46.298863636363635,-0.0029992882212895866
2004-04-07,45.85,48.298863636363635,-0.05070230336682113
2004-04-08,47.85,47.92886363636364,-0.0016454309653984867
2004-04-12,47.48,47.398863636363636,0.001711778667497832
2004-04-13,46.95,47.48886363636364,-0.011347157946121289
2004-04-14,47.04,47.118863636363635,-0.0016737168572710237
2004-04-15,46.67,47.648863636363636,-0.02054327347308671
2004-04-16,47.2,47.48886363636364,-0.0060827658159089415
2004-04-19,47.04,46.688863636363635,0.00752077339836732
2004-04-20,46.24,46.44886363636363,-0.004496636085626782
2004-04-21,46.0,47.13886363636364,-0.024159760089869864
2004-04-22,46.69,46.94886363636363,-0.005513735931259811
2004-04-23,46.5,46.85886363636364,-0.007658393919846351
2004-04-26,46.41,47.26886363636363,-0.01816975425876155
2004-04-27,46.82,46.66886363636364,0.003238483902543443
2004-04-28,46.22,46.41886363636364,-0.004284112552205066
2004-04-29,45.97,46.34886363636364,-0.008174173143403629
2004-04-30,45.9,46.74886363636364,-0.01815795230802897
2004-05-03,46.3,46.658863636363634,-0.007691221097034129
2004-05-04,46.21,46.48886363636364,-0.005998504040557129
2004-05-05,46.04,46.05886363636364,-0.0004095549667175735
2004-05-06,45.61,45.228863636363634,0.008426839256910679
2004-05-07,44.78,44.648863636363636,0.0029370593774655784
2004-05-10,44.2,44.648863636363636,-0.010053192843144654
2004-05-11,44.2,44.258863636363635,-0.0013299852623254171
2004-05-12,43.81,44.52886363636364,-0.016143767831896527
2004-05-13,44.08,44.148863636363636,-0.0015598054104142278
2004-05-14,43.7,43.80886363636364,-0.00248496827644884
2004-05-17,43.36,43.70886363636364,-0.007981530685995719
2004-05-18,43.26,43.66886363636364,-0.009362818317607324
2004-05-19,43.22,44.228863636363634,-0.022810073635583517
2004-05-20,43.78,44.118863636363635,-0.007680697289862537
2004-05-21,43.67,44.148863636363636,-0.010846567655916184
2004-05-24,43.7,44.618863636363635,-0.020593613585774384
2004-05-25,44.17,44.438863636363635,-0.006050191529731741
2004-05-26,43.99,44.548863636363635,-0.012544958294008035
2004-05-27,44.1,44.42886363636364,-0.007402026733235423
2004-05-28,43.98,44.41886363636364,-0.009880118500023127
2004-06-01,43.97,44.66886363636364,-0.01564543127966922
2004-06-02,44.22,43.908863636363634,0.0070859580018529655
2004-06-03,43.46,44.218863636363636,-0.01716153636611273
2004-06-04,43.77,45.048863636363635,-0.02838836616804974
2004-06-07,44.6,45.368863636363635,-0.016946944991308555
2004-06-08,44.92,45.228863636363634,-0.00682890551588633
2004-06-09,44.78,45.60886363636364,-0.018173301640929007
2004-06-10,45.16,45.218863636363636,-0.0013017495715283989
2004-06-14,44.77,45.758863636363635,-0.021610318914864868
2004-06-15,45.31,45.51886363636363,-0.004588507262223818
2004-06-16,45.07,45.908863636363634,-0.018272367684988522
2004-06-17,45.46,46.148863636363636,-0.014926990224323422
2004-06-18,45.7,46.118863636363635,-0.009082262730198076
2004-06-21,45.67,46.368863636363635,-0.015071830136798248
2004-06-22,45.92,46.60886363636364,-0.014779670273406764
2004-06-23,46.16,46.81886363636364,-0.014072610593049761
2004-06-24,46.37,46.34886363636364,0.0004560276558707166
2004-06-25,45.9,46.27886363636364,-0.008186537148806461
2004-06-28,45.83,46.398863636363636,-0.012260292424873254
2004-06-29,45.95,46.99886363636364,-0.02231678715636254
2004-06-30,46.55,46.96903409090909,-0.008921496875963997
2004-07-01,46.55,46.71903409090909,-0.003618099008215303
2004-07-02,46.3,46.83903409090909,-0.011508223885720814
2004-07-06,46.42,47.01903409090909,-0.012740246636093855
2004-07-07,46.6,46.58903409090909,0.0002353753260802005
2004-07-08,46.17,47.01903409090909,-0.01805724229186667
2004-07-09,46.6,47.45903409090909,-0.018100538861865356
2004-07-12,47.04,47.29903409090909,-0.005476519677150793
2004-07-13,46.88,47.47903409090909,-0.012616812923407439
2004-07-14,47.06,47.15903409090909,-0.002100002530123435
2004-07-15,46.74,46.61903409090909,0.0025947751052719514
2004-07-16,46.2,48.03903409090909,-0.03828207884923118
2004-07-19,47.62,47.059034090909094,0.011920472230841472
2004-07-20,46.64,46.51903409090909,0.00260035298356609
2004-07-21,46.1,46.239034090909094,-0.0030068554337822073
2004-07-22,45.82,46.43903409090909,-0.013330038038630754
2004-07-23,46.02,46.81903409090909,-0.017066436897386517
2004-07-26,46.4,47.26903409090909,-0.018384849777927315
2004-07-27,46.85,47.43903409090909,-0.012416654390144277
2004-07-28,47.02,47.379034090909094,-0.007577910731995763
2004-07-29,46.96,47.49903409090909,-0.01134831689161142
2004-07-30,47.08,47.44903409090909,-0.007777483735539215
2004-08-02,47.03,47.39903409090909,-0.007785687999491753
2004-08-03,46.98,47.53903409090909,-0.01175947516813347
2004-08-04,47.12,47.13903409090909,-0.00040378618858394333
2004-08-05,46.72,46.63903409090909,0.0017360117049827206
2004-08-06,46.22,46.92903409090909,-0.01510864445953819
2004-08-09,46.51,47.64903409090909,-0.0239046627626478
2004-08-10,47.23,47.89903409090909,-0.013967590445337796
2004-08-11,47.48,46.99903409090909,0.010233527526556818
2004-08-12,46.58,46.34903409090909,0.004983187106723408
2004-08-13,45.93,46.96903409090909,-0.022121683168915718
2004-08-16,46.55,46.53903409090909,0.00023562820555067532
2004-08-17,46.12,47.28903409090909,-0.0247210397374944
2004-08-18,46.87,47.49903409090909,-0.013243092263838019
2004-08-19,47.08,47.93903409090909,-0.017919303281748733
2004-08-20,47.52,48.07903409090909,-0.01162739854240935
2004-08-23,47.66,48.35903409090909,-0.014455087948923806
2004-08-24,47.94,49.02903409090909,-0.02221202418325885
2004-08-25,48.61,48.57903409090909,0.0006374336104122413
2004-08-26,48.16,48.10903409090909,0.001059383337329134
2004-08-27,47.69,47.85903409090909,-0.00353191605555625
2004-08-30,47.44,47.629034090909094,-0.003968883571064841
2004-08-31,47.21,46.58903409090909,0.013328585174769314
2004-09-01,46.17,47.08903409090909,-0.019516945052107437
2004-09-02,46.67,47.43903409090909,-0.0162109980872579
2004-09-03,47.02,48.32903409090909,-0.027085873234021896
2004-09-07,47.91,47.95903409090909,-0.0010224161482516037
2004-09-08,47.54,46.91903409090909,0.013234839998788939
2004-09-09,46.5,47.33903409090909,-0.01772393769796443
2004-09-10,46.92,48.04903409090909,-0.023497539800133027
2004-09-13,47.63,48.14903409090909,-0.010779740460195142
2004-09-14,47.73,48.129034090909094,-0.008290922484656127
2004-09-15,47.71,48.49903409090909,-0.01626906815154472
2004-09-16,48.08,49.25903409090909,-0.02393538794798833
2004-09-17,48.84,48.809034090909094,0.0006344298687253058
2004-09-20,48.39,49.49903409090909,-0.022405166308341662
2004-09-21,49.08,48.92903409090909,0.003085405463153279
2004-09-22,48.51,48.81903409090909,-0.00633019674935853
2004-09-23,48.4,48.66903409090909,-0.0055278288532820685
2004-09-24,48.25,47.82903409090909,0.00880147209936899
2004-09-27,47.41,48.21903409090909,-0.016778313920262078
2004-09-28,47.8,48.33903409090909,-0.011151114229865478
2004-09-29,47.92,48.40903409090909,-0.01010212453300996
2004-09-30,47.99,,
2004-10-01,48.47,,
2004-10-04,48.61,,
2004-10-05,48.3,,
2004-10-06,48.5,,
2004-10-07,48.11,,
2004-10-08,47.9,,
2004-10-11,47.85,,
2004-10-12,47.85,,
2004-10-13,47.64,,
2004-10-14,47.39,,
2004-10-15,47.39,,
2004-10-18,48.06,,
2004-10-19,46.48,,
2004-10-20,46.34,,
2004-10-21,47.09,,
2004-10-22,46.83,,
2004-10-25,46.7,,
2004-10-26,47.61,,
2004-10-27,47.83,,
2004-10-28,47.7,,
2004-10-29,48.09,,
2004-11-01,48.0,,
2004-11-02,48.12,,
2004-11-03,48.11,,
2004-11-04,48.56,,
2004-11-05,48.34,,
2004-11-08,48.25,,
2004-11-09,48.25,,
2004-11-10,49.58,,
2004-11-11,50.52,,
2004-11-12,50.74,,
2004-11-15,50.41,,
2004-11-16,50.34,,
2004-11-17,50.48,,
2004-11-18,50.65,,
2004-11-19,50.28,,
2004-11-22,51.11,,
2004-11-23,50.9,,
2004-11-24,50.94,,
2004-11-26,51.0,,
2004-11-29,50.46,,
2004-11-30,50.5,,
2004-12-01,51.43,,
2004-12-02,51.2,,
2004-12-03,51.35,,
2004-12-06,50.97,,
2004-12-07,50.8,,
2004-12-08,51.24,,
2004-12-09,50.87,,
2004-12-10,50.76,,
2004-12-13,50.67,,
2004-12-14,50.53,,
2004-12-15,51.35,,
2004-12-16,50.55,,
2004-12-17,50.05,,
2004-12-20,50.24,,
2004-12-21,50.55,,
2004-12-22,51.25,,
2004-12-23,51.03,,
2004-12-27,50.85,,
2004-12-28,51.32,,
2004-12-29,51.46,,
2004-12-30,51.76,,
2004-12-31,51.72,,
2005-01-03,51.22,,
2005-01-04,51.05,,
2005-01-05,50.65,,
2005-01-06,51.09,,
2005-01-07,51.03,,
2005-01-10,51.34,,
2005-01-11,51.1,,
2005-01-12,51.3,,
2005-01-13,51.52,,
2005-01-14,51.49,,
2005-01-18,51.58,,
2005-01-19,50.67,,
2005-01-20,50.16,,
2005-01-21,50.22,,
2005-01-24,50.18,,
2005-01-25,49.95,,
2005-01-26,50.69,,
2005-01-27,50.26,,
2005-01-28,49.67,,
2005-01-31,50.44,,
2005-02-01,50.93,,
2005-02-02,51.1,,
2005-02-03,50.93,,
2005-02-04,52.35,,
2005-02-07,52.2,,
2005-02-08,52.44,,
2005-02-09,52.15,,
2005-02-10,52.27,,
2005-02-11,52.93,,
2005-02-14,53.13,,
2005-02-15,53.19,,
2005-02-16,53.55,,
2005-02-17,53.49,,
2005-02-18,53.1,,
2005-02-22,52.14,,
2005-02-23,52.32,,
2005-02-24,53.37,,
2005-02-25,53.7,,
2005-02-28,53.68,,
2005-03-01,53.83,,
2005-03-02,53.88,,
2005-03-03,53.52,,
2005-03-04,53.94,,
2005-03-07,54.39,,
2005-03-08,54.53,,
2005-03-09,54.0,,
2005-03-10,54.54,,
2005-03-11,54.41,,
2005-03-14,54.6,,
2005-03-15,54.75,,
2005-03-16,54.2,,
2005-03-17,53.75,,
2005-03-18,53.02,,
2005-03-21,53.12,,
2005-03-22,52.8,,
2005-03-23,52.95,,
2005-03-24,52.76,,
2005-03-28,53.12,,
2005-03-29,53.39,,
2005-03-30,53.81,54.56073855243722,-0.013759684570906261
2005-03-31,54.06,53.900738552437225,0.002954717353415015
2005-04-01,53.4,55.17073855243722,-0.03209561080561241
2005-04-04,54.67,55.13073855243722,-0.008357198987983705
2005-04-05,54.63,55.220738552437226,-0.010697766236434147
2005-04-06,54.72,55.27073855243722,-0.00996437838287112
2005-04-07,54.77,54.70073855243722,0.0012661885268037132
2005-04-08,54.2,54.52073855243722,-0.005882872480326706
2005-04-11,54.02,55.300738552437224,-0.023159519853840682
2005-04-12,54.8,55.00073855243722,-0.003649742852922633
2005-04-13,54.5,54.610738552437226,-0.002027779798855822
2005-04-14,54.11,53.81073855243722,0.005561370380953834
2005-04-15,53.31,53.220738552437226,0.001677192951293316
2005-04-18,52.72,53.690738552437224,-0.018080186240856944
2005-04-19,53.19,54.050738552437224,-0.01592463998622673
2005-04-20,53.55,54.290738552437226,-0.013643921084657507
2005-04-21,53.79,55.07073855243722,-0.023256244352302002
2005-04-22,54.57,55.190738552437224,-0.01124715067633053
2005-04-25,54.69,55.13073855243722,-0.00799442496163949
2005-04-26,54.63,55.440738552437224,-0.014623516453887153
2005-04-27,54.94,55.25073855243722,-0.0056241520127791045
2005-04-28,54.75,56.66073855243722,-0.03372244346354425
2005-04-29,56.16,56.38073855243722,-0.003915141200783068
2005-05-02,55.88,56.68073855243723,-0.014127172173249547
2005-05-03,56.18,57.82073855243722,-0.028376298772960995
2005-05-04,57.32,57.970738552437226,-0.011225293461607389
2005-05-05,57.47,58.00073855243722,-0.009150548177199402
2005-05-06,57.5,57.860738552437226,-0.006234599859286316
2005-05-09,57.36,57.13073855243722,0.0040129263750432465
2005-05-10,56.63,57.040738552437226,-0.007200793027243746
2005-05-11,56.54,57.290738552437226,-0.013104012470533721
2005-05-12,56.79,56.82073855243722,-0.0005409741798561019
2005-05-13,56.32,57.07073855243722,-0.013154526671271927
2005-05-16,56.57,57.84073855243722,-0.021969611457938076
2005-05-17,57.34,57.89073855243722,-0.009513413824188133
2005-05-18,57.39,57.650738552437225,-0.004522727010688121
2005-05-19,57.15,57.60073855243722,-0.007825221755219158
2005-05-20,57.1,58.25073855243722,-0.019754917809348016
2005-05-23,57.75,58.760738552437225,-0.01720091641692445
2005-05-24,58.26,58.53073855243722,-0.00462557895446114
2005-05-25,58.03,58.93073855243723,-0.015284698182354117
2005-05-26,58.43,58.78073855243722,-0.005966895977741693
2005-05-27,58.28,58.70073855243722,-0.007167517186540628
2005-05-31,58.2,58.99073855243722,-0.013404452492730257
2005-06-01,58.49,59.52073855243722,-0.01731730112066987
2005-06-02,59.02,59.110738552437226,-0.0015350603741268731
2005-06-03,58.61,59.74073855243722,-0.018927428415447478
2005-06-06,59.24,59.45073855243722,-0.003544759200112213
2005-06-07,58.95,59.50073855243722,-0.009255995233602987
2005-06-08,59.0,59.93073855243723,-0.01553023665181208
2005-06-09,59.43,59.690738552437224,-0.004368157586258858
2005-06-10,59.19,59.050738552437224,0.002358335407424361
2005-06-13,58.55,59.82073855243722,-0.021242441721499805
2005-06-14,59.32,60.03073855243722,-0.011839577016304559
2005-06-15,59.53,60.360738552437226,-0.013762895755749183
2005-06-16,59.86,60.690738552437224,-0.013688061345957458
2005-06-17,60.19,60.68073855243723,-0.008087221153598168
2005-06-20,60.18,60.860738552437226,-0.011185183890772277
2005-06-21,60.36,60.84073855243722,-0.007901589689331079
2005-06-22,60.34,60.03073855243722,0.005151718186719334
2005-06-23,59.53,60.31073855243722,-0.012945265987058141
2005-06-24,59.81,60.75073855243722,-0.015485220013008005
2005-06-27,60.25,60.230738552437224,0.00031979431143791537
2005-06-28,59.73,60.690738552437224,-0.015830068563214894
2005-06-29,60.19,60.25073855243722,-0.0010080963967663559
2005-06-30,59.75,60.39315476190476,-0.010649464569955747
2005-07-01,59.85,61.59315476190476,-0.028301111846651184
2005-07-05,61.05,60.92315476190476,0.0020820530156548944
2005-07-06,60.38,60.943154761904765,-0.009240656544691861
2005-07-07,60.4,60.71315476190476,-0.005157939216514862
2005-07-08,60.17,61.17315476190476,-0.01639861089082606
2005-07-11,60.63,61.90315476190476,-0.02056688010169483
2005-07-12,61.36,61.56315476190476,-0.0032999407306280037
2005-07-13,61.02,62.193154761904765,-0.01886308495518474
2005-07-14,61.65,62.803154761904764,-0.01836141458620244
2005-07-15,62.26,62.483154761904764,-0.003571438778261271
2005-07-18,61.94,62.873154761904765,-0.014841863199620664
2005-07-19,62.33,62.54315476190476,-0.003408122962716198
2005-07-20,62.0,61.74315476190476,0.004159898195770673
2005-07-21,61.2,61.61315476190476,-0.006705625827817641
2005-07-22,61.07,61.803154761904764,-0.011862740093596003
2005-07-25,61.26,62.47315476190476,-0.01941881703474535
2005-07-26,61.93,62.443154761904765,-0.008217950612223524
2005-07-27,61.9,62.40315476190476,-0.008062969954395927
2005-07-28,61.86,61.803154761904764,0.0009197789063395412
2005-07-29,61.26,61.34315476190476,-0.0013555670918380391
2005-08-01,60.8,61.89315476190476,-0.017661965464678464
2005-08-02,61.35,61.35315476190476,-5.141971781241761e-05
2005-08-03,60.81,60.79315476190476,0.0002770910337062116
2005-08-04,60.25,59.623154761904765,0.010513453046864685
2005-08-05,59.08,59.483154761904764,-0.006777629120689466
2005-08-08,58.94,59.32315476190476,-0.006458772522172307
2005-08-09,58.78,58.583154761904765,0.0033600996548455164
2005-08-10,58.04,58.763154761904765,-0.0123062617185008
2005-08-11,58.22,58.623154761904765,-0.006877056745618004
2005-08-12,58.08,59.15315476190476,-0.018141970047485634
2005-08-15,58.61,58.32315476190476,0.004918205115382435
2005-08-16,57.78,58.88315476190476,-0.01873464094044197
2005-08-17,58.34,58.913154761904764,-0.009728807839626707
2005-08-18,58.37,59.02315476190476,-0.011066076771727107
2005-08-19,58.48,59.40315476190476,-0.015540500594705464
2005-08-22,58.86,59.45315476190476,-0.009976842512061879
2005-08-23,58.91,58.68315476190476,0.0038655937809686236
2005-08-24,58.14,59.25315476190476,-0.0187864218601983
2005-08-25,58.71,58.81315476190476,-0.0017539402931600057
2005-08-26,58.27,57.72315476190476,0.009473585432931753
2005-08-29,57.18,57.18315476190476,-5.51694273933645e-05
2005-08-30,56.64,56.75315476190476,-0.001993805672644511
2005-08-31,56.21,56.333154761904765,-0.0021861861354167678
2005-09-01,55.79,56.07315476190476,-0.005049738383850144
2005-09-02,55.53,56.443154761904765,-0.016178308348580805
2005-09-06,55.9,56.733154761904764,-0.01468550031108462
2005-09-07,56.19,55.123154761904765,0.019353849443183968
2005-09-08,54.58,54.803154761904764,-0.004071932772379161
2005-09-09,54.26,54.623154761904765,-0.00664836667687374
2005-09-12,54.08,53.96315476190476,0.0021652781163514767
2005-09-13,53.42,54.07315476190476,-0.012079094788915778
2005-09-14,53.53,54.78315476190476,-0.022874819227756138
2005-09-15,54.24,55.67315476190476,-0.025742294792416187
2005-09-16,55.13,53.96315476190476,0.021622998937767424
2005-09-19,53.42,53.65315476190476,-0.0043455927790159166
2005-09-20,53.11,52.373154761904765,0.014069139837862066
2005-09-21,51.83,52.483154761904764,-0.012445036219104422
2005-09-22,51.94,55.07315476190476,-0.056890780552706466
2005-09-23,54.53,54.61315476190476,-0.001522614144289669
2005-09-26,54.07,55.09315476190476,-0.018571359115783337
2005-09-27,54.55,55.64315476190476,-0.01964580848412234
2005-09-28,55.1,56.303154761904764,-0.02136922463745905
2005-09-29,55.76,55.833154761904765,-0.0013102387321068942
2005-09-30,55.29,55.49261261261261,-0.003651163696815396
2005-10-03,54.88,55.24261261261261,-0.006564001872167435
2005-10-04,54.63,54.512612612612614,0.0021533986679667105
2005-10-05,53.9,54.44261261261261,-0.009966689447356014
2005-10-06,53.83,54.71261261261261,-0.01613179430603806
2005-10-07,54.1,54.46261261261261,-0.006658009875358695
2005-10-10,53.85,54.39261261261261,-0.00997585125166034
2005-10-11,53.78,54.112612612612615,-0.006146674436027677
2005-10-12,53.5,54.432612612612616,-0.017133342822433617
2005-10-13,53.82,54.752612612612616,-0.017033207514882687
2005-10-14,54.14,54.722612612612615,-0.010646651992604839
2005-10-17,54.11,53.99261261261261,0.002174137936788112
2005-10-18,53.38,55.012612612612614,-0.02967706013363025
2005-10-19,54.4,53.63261261261261,0.014308223112869944
2005-10-20,53.02,53.81261261261261,-0.01472912341793331
2005-10-21,53.2,53.362612612612615,-0.0030473135525260764
2005-10-24,52.75,52.52261261261261,0.004329323620371195
2005-10-25,51.91,52.862612612612615,-0.01802053598057185
2005-10-26,52.25,52.682612612612616,-0.008211677271849016
2005-10-27,52.07,53.30261261261261,-0.023124806687635946
2005-10-28,52.69,53.402612612612614,-0.013344152612569271
2005-10-31,52.79,54.252612612612616,-0.026959302827613274
2005-11-01,53.64,55.752612612612616,-0.03789262087665268
2005-11-02,55.14,55.752612612612616,-0.010988052109221269
2005-11-03,55.14,55.762612612612614,-0.0111654132301503
2005-11-04,55.15,56.332612612612614,-0.02099339188731031
2005-11-07,55.72,56.21261261261261,-0.008763382268094033
2005-11-08,55.6,56.45261261261261,-0.015103155959554693
2005-11-09,55.84,57.612612612612615,-0.030767787333854546
2005-11-10,57.0,57.48261261261261,-0.008395801629008104
2005-11-11,56.87,57.972612612612615,-0.019019543245024084
2005-11-14,57.36,56.972612612612615,0.006799536998968847
2005-11-15,56.36,57.072612612612616,-0.012486069587344106
2005-11-16,56.46,57.37261261261261,-0.01590676406484559
2005-11-17,56.76,57.96261261261261,-0.020748074636492864
2005-11-18,57.35,57.42261261261261,-0.0012645299353143402
2005-11-21,56.81,57.73261261261261,-0.015980787476280844
2005-11-22,57.12,58.02261261261261,-0.015556221479354981
2005-11-23,57.41,58.09261261261261,-0.01175042026711004
2005-11-25,57.48,57.402612612612614,0.001348150961518746
2005-11-28,56.79,57.67261261261261,-0.015303843065704759
2005-11-29,57.06,56.71261261261261,0.006125399119950581
2005-11-30,56.1,56.88261261261261,-0.013758380226703615
2005-12-01,56.27,56.45261261261261,-0.0032347947094270024
2005-12-02,55.84,55.80261261261261,0.0006699934937981489
2005-12-05,55.19,55.78261261261261,-0.010623608053786704
2005-12-06,55.17,55.74261261261261,-0.010272439445779491
2005-12-07,55.13,55.832612612612614,-0.012584268937719245
2005-12-08,55.22,55.89261261261261,-0.012034016324741104
2005-12-09,55.28,55.402612612612614,-0.0022131196857076985
2005-12-12,54.79,55.62261261261261,-0.014968959088840328
2005-12-13,55.01,55.92261261261261,-0.01631920559460387
2005-12-14,55.31,55.37261261261261,-0.0011307505580538946
2005-12-15,54.76,54.902612612612614,-0.0025975560328772573
2005-12-16,54.29,54.77261261261261,-0.008811203073805562
2005-12-19,54.16,55.06261261261261,-0.016392477032698305
2005-12-20,54.45,55.252612612612616,-0.014526238211392761
2005-12-21,54.64,55.542612612612615,-0.016250813027251287
2005-12-22,54.93,55.37261261261261,-0.007993348908947762
2005-12-23,54.76,55.16261261261261,-0.007298650182507083
2005-12-27,54.55,55.10261261261261,-0.010028791493021272
2005-12-28,54.49,54.91261261261261,-0.007696093711548224
2005-12-29,54.3,54.682612612612616,-0.006996970231162081
2005-12-30,54.07,55.19996996996997,-0.020470481606868596
2006-01-03,54.73,55.13996996996997,-0.007435077860819428
2006-01-04,54.67,55.28996996996997,-0.011213063966334147
2006-01-05,54.82,55.30996996996997,-0.008858619345409102
2006-01-06,54.84,55.11996996996997,-0.005079283789931277
2006-01-09,54.65,56.20996996996997,-0.027752549428568973
2006-01-10,55.74,56.01996996996997,-0.004997681543207677
2006-01-11,55.55,55.26996996996997,0.00506658552885364
2006-01-12,54.8,55.14996996996997,-0.0063457871357054385
2006-01-13,54.68,54.84996996996997,-0.0030988160989519065
2006-01-17,54.38,53.94996996996997,0.007970903973985477
2006-01-18,53.48,53.32996996996997,0.00281324047462439
2006-01-19,52.86,52.67996996996997,0.003417428486247376
2006-01-20,52.21,52.81996996996997,-0.011548093842475793
2006-01-23,52.35,51.74996996996997,0.011594789917331871
2006-01-24,51.28,51.02996996996997,0.004899670334455708
2006-01-25,50.56,52.969969969969966,-0.045496910255683365
2006-01-26,52.5,52.49996996996997,5.720008993126413e-07
2006-01-27,52.03,52.65996996996997,-0.011962976247977708
2006-01-30,52.19,52.51996996996997,-0.006282752449375817
2006-01-31,52.05,52.56996996996997,-0.009891007551782849
2006-02-01,52.1,52.56996996996997,-0.00893989420649155
2006-02-02,52.1,52.47996996996997,-0.0072402855830023816
2006-02-03,52.01,53.10996996996997,-0.020711176650860974
2006-02-06,52.64,52.53996996996997,0.0019038844157543977
2006-02-07,52.07,52.60996996996997,-0.010263643379347709
2006-02-08,52.14,53.05996996996997,-0.017338305515262054
2006-02-09,52.59,53.38996996996997,-0.014983525377892493
2006-02-10,52.92,53.10996996996997,-0.0035769172921276127
2006-02-13,52.64,54.11996996996997,-0.027346097397895397
2006-02-14,53.65,54.37996996996997,-0.013423508147817675
2006-02-15,53.91,54.62996996996997,-0.013179029209895998
2006-02-16,54.16,54.76996996996997,-0.011136941837003311
2006-02-17,54.3,54.27996996996997,0.00036901328503158304
2006-02-21,53.81,55.16996996996997,-0.02465054758431484
2006-02-22,54.7,54.95996996996997,-0.004730169432625497
2006-02-23,54.49,55.36996996996997,-0.015892549164235104
2006-02-24,54.9,55.41996996996997,-0.009382357483263215
2006-02-27,54.95,55.24996996996997,-0.00542932367443838
2006-02-28,54.78,55.219969969969966,-0.007967587997770198
2006-03-01,54.75,55.11996996996997,-0.006712085840604343
2006-03-02,54.65,55.00996996996997,-0.006543722350084602
2006-03-03,54.54,54.719969969969966,-0.0032889266947465634
2006-03-06,54.25,54.719969969969966,-0.008588637205537264
2006-03-07,54.25,54.81996996996997,-0.010397122987885532
2006-03-08,54.35,54.85996996996997,-0.009295848507556936
2006-03-09,54.39,55.02996996996997,-0.011629480632448175
2006-03-10,54.56,55.01996996996997,-0.008360054907718406
2006-03-13,54.55,55.24996996996997,-0.012669146614023963
2006-03-14,54.78,55.31996996996997,-0.009760850742744132
2006-03-15,54.85,54.92996996996997,-0.0014558531529087482
2006-03-16,54.46,55.28996996996997,-0.01501122121102172
2006-03-17,54.82,55.01996996996997,-0.003634497984624785
2006-03-20,54.55,54.06996996996997,0.008877941495004205
2006-03-21,53.6,54.04996996996997,-0.008325073449994003
2006-03-22,53.58,53.87996996996997,-0.005567374483266385
2006-03-23,53.41,53.69996996996997,-0.0053998162407191685
2006-03-24,53.23,52.99996996996997,0.004340191705020979
2006-03-27,52.53,52.51996996996997,0.00019097554769675895
2006-03-28,52.05,52.86996996996997,-0.015509181685476991
2006-03-29,52.4,52.60996996996997,-0.003991068044513657
2006-03-30,52.14,52.57996996996997,-0.008367634485551334
2006-03-31,52.11,52.90343701399689,-0.014997834900348117
2006-04-03,52.37,52.80343701399689,-0.008208500024004084
2006-04-04,52.27,52.52343701399689,-0.004825217624835676
2006-04-05,51.99,52.33343701399689,-0.006562477712003467
2006-04-06,51.8,51.75343701399689,0.000899708090701612
2006-04-07,51.22,51.62343701399689,-0.007814997166645576
2006-04-10,51.09,51.03343701399689,0.0011083514909568937
2006-04-11,50.5,51.09343701399689,-0.01161474053574274
2006-04-12,50.56,51.13343701399689,-0.011214521211236339
2006-04-13,50.6,50.95343701399689,-0.006936470525036431
2006-04-17,50.42,52.48343701399689,-0.03931596578643637
2006-04-18,51.95,55.35343701399689,-0.06148555893893781
2006-04-19,54.82,55.96343701399689,-0.020431858281165005
2006-04-20,55.43,56.18343701399689,-0.013410304780912319
2006-04-21,55.65,56.18343701399689,-0.009494560004650321
2006-04-24,55.65,56.16343701399689,-0.009141837488844118
2006-04-25,55.63,56.35343701399689,-0.012837495853486258
2006-04-26,55.82,56.48343701399689,-0.011745691287031401
2006-04-27,55.95,57.02343701399689,-0.01882448814394344
2006-04-28,56.49,56.96343701399689,-0.008311243822604175
2006-05-01,56.43,57.32343701399689,-0.01558589401711441
2006-05-02,56.79,57.25343701399689,-0.008094483723022461
2006-05-03,56.72,57.41343701399689,-0.012077956834875447
2006-05-04,56.88,57.40343701399689,-0.00911856573795844
2006-05-05,56.87,58.14343701399689,-0.02190164667579486
2006-05-08,57.61,57.87343701399689,-0.004551950386723735
2006-05-09,57.34,57.86343701399689,-0.009046075397668885
2006-05-10,57.33,57.84343701399689,-0.008876322717003338
2006-05-11,57.31,56.91343701399689,0.006967827051203912
2006-05-12,56.38,57.63343701399689,-0.02174843422391204
2006-05-15,57.1,57.87343701399689,-0.013364283407080735
2006-05-16,57.34,56.71343701399689,0.011047875406466456
2006-05-17,56.18,57.14343701399689,-0.01685997665420269
2006-05-18,56.61,56.92343701399689,-0.0055062910892014205
2006-05-19,56.39,56.71343701399689,-0.00570300498481624
2006-05-22,56.18,56.05343701399689,0.0022578987613464108
2006-05-23,55.52,55.89343701399689,-0.00668123189317138
2006-05-24,55.36,56.16343701399689,-0.014305339144337959
2006-05-25,55.63,55.543437013996886,0.0015584737037663832
2006-05-26,55.01,55.17343701399689,-0.0029622409413324613
2006-05-30,54.64,55.543437013996886,-0.01626541428772621
2006-05-31,55.01,55.78343701399689,-0.013864993901376521
