date,TDG,dcf,Deviation
2006-03-15,24.1,,
2006-03-16,24.27,,
2006-03-17,25.01,,
2006-03-20,24.9,,
2006-03-21,24.2,,
2006-03-22,24.16,,
2006-03-23,24.1,,
2006-03-24,24.5,,
2006-03-27,24.75,,
2006-03-28,24.7,,
2006-03-29,24.9,,
2006-03-30,25.45,,
2006-03-31,25.75,,
2006-04-03,24.9,,
2006-04-04,24.8,,
2006-04-05,24.68,,
2006-04-06,24.25,,
2006-04-07,24.11,,
2006-04-10,24.31,,
2006-04-11,24.1,,
2006-04-12,24.1,,
2006-04-13,24.38,,
2006-04-17,24.6,,
2006-04-18,24.25,,
2006-04-19,24.75,,
2006-04-20,25.6,,
2006-04-21,25.45,,
2006-04-24,25.51,,
2006-04-25,25.8,,
2006-04-26,25.75,,
2006-04-27,25.39,,
2006-04-28,24.73,,
2006-05-01,25.14,,
2006-05-02,24.75,,
2006-05-03,24.62,,
2006-05-04,24.58,,
2006-05-05,24.55,,
2006-05-08,24.86,,
2006-05-09,24.92,,
2006-05-10,24.99,,
2006-05-11,25.8,,
2006-05-12,25.47,,
2006-05-15,25.28,,
2006-05-16,25.54,,
2006-05-17,25.4,,
2006-05-18,25.41,,
2006-05-19,25.4,,
2006-05-22,25.51,,
2006-05-23,25.25,,
2006-05-24,25.3,,
2006-05-25,25.08,,
2006-05-26,25.0,,
2006-05-30,24.98,,
2006-05-31,25.19,,
2006-06-01,26.0,,
2006-06-02,26.5,,
2006-06-05,26.48,,
2006-06-06,26.05,,
2006-06-07,25.87,,
2006-06-08,25.82,,
2006-06-09,24.8,,
2006-06-12,24.01,,
2006-06-13,23.04,,
2006-06-14,22.23,,
2006-06-15,22.45,,
2006-06-16,23.45,,
2006-06-19,22.9,,
2006-06-20,23.67,,
2006-06-21,24.44,,
2006-06-22,24.63,,
2006-06-23,25.38,,
2006-06-26,26.06,,
2006-06-27,26.11,,
2006-06-28,25.47,,
2006-06-29,25.88,,
2006-06-30,23.95,,
2006-07-03,23.53,23.947188326107646,-0.01742118199541698
2006-07-05,23.48,23.507188326107645,-0.0011565962602787527
2006-07-06,23.04,23.467188326107646,-0.018203643324087193
2006-07-07,23.0,23.627188326107646,-0.026545195198474536
2006-07-10,23.16,23.937188326107645,-0.03246782017669081
2006-07-11,23.47,24.017188326107647,-0.022783196712199305
2006-07-12,23.55,23.947188326107646,-0.016586010879390933
2006-07-13,23.48,23.577188326107645,-0.004122133850881005
2006-07-14,23.11,23.657188326107644,-0.02312989686537592
2006-07-17,23.19,24.117188326107645,-0.0384451252596445
2006-07-18,23.65,25.447188326107646,-0.07062423962429731
2006-07-19,24.98,25.477188326107644,-0.019515039090799213
2006-07-20,25.01,25.487188326107646,-0.018722674310011622
2006-07-21,25.02,26.047188326107644,-0.03943567010947102
2006-07-24,25.58,26.607188326107647,-0.038605669773072004
2006-07-25,26.14,25.577188326107645,0.02200443874895619
2006-07-26,25.11,25.467188326107646,-0.014025432314468511
2006-07-27,25.0,25.967188326107646,-0.03724655569025259
2006-07-28,25.5,26.067188326107644,-0.021758707498943264
2006-07-31,25.6,25.567188326107644,0.0012833508899705581
2006-08-01,25.1,25.657188326107644,-0.021716655738956092
2006-08-02,25.19,25.997188326107644,-0.031049062536390726
2006-08-03,25.53,25.457188326107644,0.002860161654917981
2006-08-04,24.99,25.237188326107646,-0.00979460639250107
2006-08-07,24.77,24.787188326107646,-0.0006934358944431507
2006-08-08,24.32,23.647188326107646,0.028452079148434617
2006-08-09,23.18,24.167188326107645,-0.04084829036736526
2006-08-10,23.7,24.027188326107645,-0.01361742046830039
2006-08-11,23.56,24.417188326107645,-0.035105939089273175
2006-08-14,23.95,24.467188326107646,-0.021138036754136613
2006-08-15,24.0,24.327188326107645,-0.013449492054801504
2006-08-16,23.86,24.287188326107646,-0.01758903996509298
2006-08-17,23.82,24.287188326107646,-0.019235998825168243
2006-08-18,23.82,23.927188326107647,-0.004479771072420147
2006-08-21,23.46,23.737188326107646,-0.011677386651677502
2006-08-22,23.27,23.067188326107644,0.00879221476953096
2006-08-23,22.6,22.827188326107645,-0.009952532167433303
2006-08-24,22.36,23.077188326107645,-0.03107780358564205
2006-08-25,22.61,23.267188326107647,-0.028245283310413094
2006-08-28,22.8,22.947188326107646,-0.006414220514335711
2006-08-29,22.48,23.197188326107646,-0.030917036841938028
2006-08-30,22.73,23.097188326107645,-0.01589753354059109
2006-08-31,22.63,22.637188326107644,-0.0003175450062123941
2006-09-01,22.17,23.527188326107645,-0.05768595495967521
2006-09-05,23.06,23.557188326107646,-0.02110558863073786
2006-09-06,23.09,24.527188326107645,-0.05859572271387703
2006-09-07,24.06,24.417188326107645,-0.014628560886583708
2006-09-08,23.95,24.527188326107645,-0.02353259242084693
2006-09-11,24.06,24.327188326107645,-0.010983115784938602
2006-09-12,23.86,24.277188326107645,-0.017184375740044056
2006-09-13,23.81,23.967188326107646,-0.006558480033989622
2006-09-14,23.5,24.027188326107645,-0.021941324093040393
2006-09-15,23.56,23.867188326107645,-0.01287073793152338
2006-09-18,23.4,23.857188326107647,-0.019163546007948118
2006-09-19,23.39,24.917188326107645,-0.06129055598570454
2006-09-20,24.45,24.787188326107646,-0.013603330949500836
2006-09-21,24.32,24.627188326107646,-0.012473544362430977
2006-09-22,24.16,24.297188326107644,-0.005646263438647936
2006-09-25,23.83,24.257188326107645,-0.017610793153956417
2006-09-26,23.79,24.697188326107646,-0.03673245367565381
2006-09-27,24.23,25.267188326107647,-0.04104882239849217
2006-09-28,24.8,24.887188326107644,-0.003503341758224199
2006-09-29,24.42,25.06829562084881,-0.025861176629401017
2006-10-02,23.69,24.99829562084881,-0.05233539280804722
2006-10-03,23.62,25.378295620848814,-0.069283439956635
2006-10-04,24.0,26.298295620848812,-0.08739332974212843
2006-10-05,24.92,25.958295620848812,-0.0399986053019169
2006-10-06,24.58,26.258295620848813,-0.06391487265899565
2006-10-09,24.88,26.17829562084881,-0.04959435249920663
2006-10-10,24.8,26.168295620848813,-0.05228829728439266
2006-10-11,24.79,26.348295620848813,-0.059142179185805444
2006-10-12,24.97,26.17829562084881,-0.04615638994795779
2006-10-13,24.8,25.92829562084881,-0.043515996475354646
2006-10-16,24.55,25.788295620848814,-0.04801773793254105
2006-10-17,24.41,25.798295620848812,-0.053813462767163034
2006-10-18,24.42,25.85829562084881,-0.055622212768313806
2006-10-19,24.48,26.17829562084881,-0.06487418606031248
2006-10-20,24.8,25.628295620848814,-0.03231957493790527
2006-10-23,24.25,24.76829562084881,-0.020925768522099375
2006-10-24,23.39,24.878295620848814,-0.05982305393949794
2006-10-25,23.5,25.458295620848812,-0.07692170952893973
2006-10-26,24.08,25.198295620848814,-0.044379811939484926
2006-10-27,23.82,25.90829562084881,-0.08060335775883021
2006-10-30,24.53,25.398295620848813,-0.03418716097374863
2006-10-31,24.02,25.22829562084881,-0.047894461005533406
2006-11-01,23.85,25.38829562084881,-0.06059074007258547
2006-11-02,24.01,24.968295620848814,-0.0383804980284127
2006-11-03,23.59,25.368295620848812,-0.07009913663207745
2006-11-06,23.99,25.38829562084881,-0.05507638802269721
2006-11-07,24.01,25.488295620848813,-0.057998998553657755
2006-11-08,24.11,24.97829562084881,-0.03476200434284493
2006-11-09,23.6,25.548295620848812,-0.07625931881181514
2006-11-10,24.17,25.868295620848812,-0.06565162412478587
2006-11-13,24.49,26.378295620848814,-0.07158520201571894
2006-11-14,25.0,26.798295620848812,-0.06710485048346715
2006-11-15,25.42,26.47829562084881,-0.039968419266968036
2006-11-16,25.1,25.76829562084881,-0.02593480107035484
2006-11-17,24.39,25.628295620848814,-0.04831751744901247
2006-11-20,24.25,25.83829562084881,-0.061470603330632256
2006-11-21,24.46,25.38829562084881,-0.03656392042664325
2006-11-22,24.01,25.488295620848813,-0.057998998553657755
2006-11-24,24.11,25.548295620848812,-0.05629712612512139
2006-11-27,24.17,25.538295620848814,-0.053578188660787895
2006-11-28,24.16,26.06829562084881,-0.07320369726521747
2006-11-29,24.69,25.798295620848812,-0.04296003259816683
2006-11-30,24.42,26.97829562084881,-0.09482791859066741
2006-12-01,25.6,26.60829562084881,-0.03789403256850332
2006-12-04,25.23,27.15829562084881,-0.07100208524751828
2006-12-05,25.78,27.17829562084881,-0.05144898121485442
2006-12-06,25.8,27.238295620848813,-0.05280417104174129
2006-12-07,25.86,27.528295620848812,-0.06060293902050784
2006-12-08,26.15,27.528295620848812,-0.05006832387417948
2006-12-11,26.15,27.938295620848812,-0.06400875862714783
