date,AIG,dcf,Deviation
1997-01-09,536.89,,
1997-01-10,532.74,,
1997-01-13,533.93,,
1997-01-14,542.81,,
1997-01-15,538.67,,
1997-01-16,540.44,,
1997-01-17,542.22,,
1997-01-20,546.37,,
1997-01-21,546.96,,
1997-01-22,560.59,,
1997-01-23,555.26,,
1997-01-24,557.63,,
1997-01-27,546.96,,
1997-01-28,541.63,,
1997-01-29,552.89,,
1997-01-30,561.19,,
1997-01-31,574.22,,
1997-02-03,569.48,,
1997-02-04,577.78,,
1997-02-05,575.41,,
1997-02-06,578.37,,
1997-02-07,593.78,,
1997-02-10,593.78,,
1997-02-11,584.89,,
1997-02-12,587.85,,
1997-02-13,606.81,,
1997-02-14,603.85,,
1997-02-18,599.7,,
1997-02-19,595.56,,
1997-02-20,583.7,,
1997-02-21,592.59,,
1997-02-24,594.37,,
1997-02-25,589.04,,
1997-02-26,581.33,,
1997-02-27,578.96,,
1997-02-28,573.63,,
1997-03-03,576.59,,
1997-03-04,576.59,,
1997-03-05,583.7,,
1997-03-06,579.56,,
1997-03-07,593.78,,
1997-03-10,593.19,,
1997-03-11,596.74,,
1997-03-12,601.48,,
1997-03-13,583.11,,
1997-03-14,592.0,,
1997-03-17,597.33,,
1997-03-18,594.37,,
1997-03-19,588.44,,
1997-03-20,587.26,,
1997-03-21,602.07,,
1997-03-24,603.85,,
1997-03-25,604.44,,
1997-03-26,593.78,,
1997-03-27,576.59,,
1997-03-31,556.44,,
1997-04-01,558.22,,
1997-04-02,541.63,,
1997-04-03,546.96,,
1997-04-04,547.56,,
1997-04-07,546.96,,
1997-04-08,554.07,,
1997-04-09,548.74,,
1997-04-10,546.96,,
1997-04-11,540.44,,
1997-04-14,542.22,,
1997-04-15,550.52,,
1997-04-16,554.67,,
1997-04-17,562.96,,
1997-04-18,564.15,,
1997-04-21,562.37,,
1997-04-22,564.15,,
1997-04-23,559.41,,
1997-04-24,561.78,,
1997-04-25,564.74,,
1997-04-28,573.63,,
1997-04-29,601.48,,
1997-04-30,609.19,,
1997-05-01,602.07,,
1997-05-02,627.56,,
1997-05-05,632.89,,
1997-05-06,632.3,,
1997-05-07,618.67,,
1997-05-08,613.93,,
1997-05-09,611.56,,
1997-05-12,632.89,,
1997-05-13,625.19,,
1997-05-14,632.89,,
1997-05-15,628.15,,
1997-05-16,618.07,,
1997-05-19,620.44,,
1997-05-20,627.56,,
1997-05-21,620.44,,
1997-05-22,618.07,,
1997-05-23,634.07,,
1997-05-27,629.33,,
1997-05-28,632.3,,
1997-05-29,628.74,,
1997-05-30,641.78,,
1997-06-02,646.52,,
1997-06-03,652.44,,
1997-06-04,649.48,,
1997-06-05,648.89,,
1997-06-06,659.56,,
1997-06-09,667.85,,
1997-06-10,672.0,,
1997-06-11,680.3,,
1997-06-12,696.89,,
1997-06-13,684.44,,
1997-06-16,689.19,,
1997-06-17,682.07,,
1997-06-18,687.41,,
1997-06-19,703.41,,
1997-06-20,712.3,,
1997-06-23,695.7,,
1997-06-24,710.52,,
1997-06-25,697.48,,
1997-06-26,690.07,,
1997-06-27,711.41,,
1997-06-30,708.15,,
1997-07-01,708.15,,
1997-07-02,720.3,,
1997-07-03,733.04,,
1997-07-07,730.67,,
1997-07-08,733.04,,
1997-07-09,713.48,,
1997-07-10,722.37,,
1997-07-11,733.93,,
1997-07-14,731.85,,
1997-07-15,724.15,,
1997-07-16,722.37,,
1997-07-17,717.33,,
1997-07-18,708.15,,
1997-07-21,702.81,,
1997-07-22,714.07,,
1997-07-23,724.74,,
1997-07-24,741.93,,
1997-07-25,730.67,,
1997-07-28,728.0,,
1997-07-29,736.44,,
1997-07-30,753.78,,
1997-07-31,757.33,,
1997-08-01,735.11,,
1997-08-04,724.44,,
1997-08-05,718.22,,
1997-08-06,727.11,,
1997-08-07,713.78,,
1997-08-08,705.78,,
1997-08-11,709.33,,
1997-08-12,708.0,,
1997-08-13,705.78,,
1997-08-14,704.0,,
1997-08-15,680.0,,
1997-08-18,695.11,,
1997-08-19,703.11,,
1997-08-20,717.78,,
1997-08-21,705.33,,
1997-08-22,701.33,,
1997-08-25,703.11,,
1997-08-26,694.22,,
1997-08-27,683.56,,
1997-08-28,680.89,,
1997-08-29,671.11,,
1997-09-02,697.78,,
1997-09-03,700.89,,
1997-09-04,708.89,,
1997-09-05,719.11,,
1997-09-08,731.56,,
1997-09-09,730.22,,
1997-09-10,720.0,,
1997-09-11,704.44,,
1997-09-12,708.89,,
1997-09-15,712.44,,
1997-09-16,744.0,,
1997-09-17,753.33,,
1997-09-18,744.0,,
1997-09-19,744.0,,
1997-09-22,751.11,,
1997-09-23,741.33,,
1997-09-24,734.22,,
1997-09-25,721.33,,
1997-09-26,736.44,,
1997-09-29,747.11,,
1997-09-30,733.78,,
1997-10-01,754.22,,
1997-10-02,752.89,,
1997-10-03,764.89,,
1997-10-06,771.56,,
1997-10-07,784.44,,
1997-10-08,775.56,,
1997-10-09,768.0,,
1997-10-10,757.78,,
1997-10-13,776.89,,
1997-10-14,788.0,,
1997-10-15,784.44,,
1997-10-16,773.78,,
1997-10-17,766.22,,
1997-10-20,786.22,,
1997-10-21,792.89,,
1997-10-22,796.0,,
1997-10-23,758.67,,
1997-10-24,741.33,,
1997-10-27,707.56,,
1997-10-28,729.33,,
1997-10-29,739.56,,
1997-10-30,720.0,,
1997-10-31,725.78,,
1997-11-03,740.44,,
1997-11-04,732.89,,
1997-11-05,740.89,,
1997-11-06,727.56,,
1997-11-07,715.56,,
1997-11-10,711.11,,
1997-11-11,709.33,,
1997-11-12,697.33,,
1997-11-13,696.89,,
1997-11-14,703.56,,
1997-11-17,729.78,,
1997-11-18,725.33,,
1997-11-19,736.89,,
1997-11-20,744.44,,
1997-11-21,752.44,,
1997-11-24,725.33,,
1997-11-25,713.78,,
1997-11-26,718.67,,
1997-11-28,716.89,,
1997-12-01,755.56,,
1997-12-02,753.33,,
1997-12-03,753.78,,
1997-12-04,761.78,,
1997-12-05,764.44,,
1997-12-08,757.33,,
1997-12-09,749.78,,
1997-12-10,739.56,,
1997-12-11,725.78,,
1997-12-12,724.0,,
1997-12-15,734.22,,
1997-12-16,743.56,,
1997-12-17,751.11,,
1997-12-18,752.44,,
1997-12-19,745.78,,
1997-12-22,756.44,,
1997-12-23,740.0,,
1997-12-24,729.33,,
1997-12-26,729.78,,
1997-12-29,753.33,,
1997-12-30,778.67,,
1997-12-31,773.33,,
1998-01-02,783.11,,
1998-01-05,777.78,,
1998-01-06,774.67,,
1998-01-07,767.11,,
1998-01-08,763.11,,
1998-01-09,733.78,,
1998-01-12,719.56,,
1998-01-13,718.22,,
1998-01-14,715.56,,
1998-01-15,714.67,,
1998-01-16,721.78,,
1998-01-20,739.11,,
1998-01-21,741.78,,
1998-01-22,745.78,,
1998-01-23,758.22,,
1998-01-26,768.0,,
1998-01-27,790.22,,
1998-01-28,791.11,,
1998-01-29,786.67,,
1998-01-30,784.44,,
1998-02-02,797.78,,
1998-02-03,808.0,,
1998-02-04,804.0,,
1998-02-05,804.89,,
1998-02-06,809.78,,
1998-02-09,806.67,,
1998-02-10,817.33,,
1998-02-11,826.22,,
1998-02-12,844.89,,
1998-02-13,835.56,,
1998-02-17,831.56,,
1998-02-18,837.78,,
1998-02-19,830.22,,
1998-02-20,840.44,,
1998-02-23,841.78,,
1998-02-24,840.44,,
1998-02-25,853.78,,
1998-02-26,857.33,,
1998-02-27,854.67,,
1998-03-02,855.11,,
1998-03-03,867.11,,
1998-03-04,858.67,,
1998-03-05,850.67,,
1998-03-06,862.22,,
1998-03-09,873.33,,
1998-03-10,867.56,,
1998-03-11,872.0,,
1998-03-12,869.33,,
1998-03-13,883.11,,
1998-03-16,904.0,,
1998-03-17,911.11,,
1998-03-18,894.22,,
1998-03-19,899.56,,
1998-03-20,920.0,,
1998-03-23,905.33,,
1998-03-24,907.11,,
1998-03-25,900.0,,
1998-03-26,885.78,,
1998-03-27,880.0,,
1998-03-30,869.33,,
1998-03-31,895.56,,
1998-04-01,897.78,,
1998-04-02,904.89,,
1998-04-03,907.56,,
1998-04-06,904.89,,
1998-04-07,889.33,,
1998-04-08,888.0,,
1998-04-09,906.67,,
1998-04-13,916.0,,
1998-04-14,919.11,,
1998-04-15,949.33,,
1998-04-16,953.78,,
1998-04-17,991.56,,
1998-04-20,973.78,,
1998-04-21,984.44,,
1998-04-22,996.89,,
1998-04-23,982.67,,
1998-04-24,935.11,,
1998-04-27,918.67,,
1998-04-28,906.67,,
1998-04-29,914.22,,
1998-04-30,935.56,,
1998-05-01,941.33,,
1998-05-04,935.56,,
1998-05-05,922.22,,
1998-05-06,906.22,,
1998-05-07,893.78,,
1998-05-08,915.11,,
1998-05-11,912.0,,
1998-05-12,905.33,,
1998-05-13,923.56,,
1998-05-14,913.33,,
1998-05-15,920.0,,
1998-05-18,919.56,,
1998-05-19,912.89,,
1998-05-20,914.67,,
1998-05-21,912.89,,
1998-05-22,904.44,,
1998-05-26,893.78,,
1998-05-27,883.56,,
1998-05-28,890.22,,
1998-05-29,880.44,,
1998-06-01,872.44,,
1998-06-02,877.78,,
1998-06-03,893.78,,
1998-06-04,920.89,,
1998-06-05,926.67,,
1998-06-08,952.44,,
1998-06-09,976.44,,
1998-06-10,975.56,,
1998-06-11,951.11,,
1998-06-12,967.56,,
1998-06-15,938.67,,
1998-06-16,929.33,,
1998-06-17,945.33,,
1998-06-18,928.89,,
1998-06-19,959.11,,
1998-06-22,946.22,,
1998-06-23,958.67,,
1998-06-24,992.44,,
1998-06-25,1000.44,,
1998-06-26,1007.56,,
1998-06-29,1019.11,,
1998-06-30,1038.22,,
1998-07-01,1039.56,,
1998-07-02,1044.89,,
1998-07-06,1058.67,,
1998-07-07,1057.78,,
1998-07-08,1057.78,,
1998-07-09,1044.44,,
1998-07-10,1059.56,,
1998-07-13,1061.78,,
1998-07-14,1077.33,,
1998-07-15,1061.78,,
1998-07-16,1050.22,,
1998-07-17,1078.67,,
1998-07-20,1082.22,,
1998-07-21,1056.0,,
1998-07-22,1031.11,,
1998-07-23,1034.67,,
1998-07-24,1037.33,,
1998-07-27,1087.56,,
1998-07-28,1063.11,,
1998-07-29,1063.11,,
1998-07-30,1074.22,,
1998-07-31,1072.44,,
1998-08-03,1053.33,,
1998-08-04,987.33,,
1998-08-05,993.33,,
1998-08-06,1021.33,,
1998-08-07,1002.67,,
1998-08-10,982.0,,
1998-08-11,953.33,,
1998-08-12,982.0,,
1998-08-13,974.0,,
1998-08-14,942.0,,
1998-08-17,980.0,,
1998-08-18,1008.67,,
1998-08-19,1009.33,,
1998-08-20,933.33,,
1998-08-21,934.67,,
1998-08-24,956.67,,
1998-08-25,976.67,,
1998-08-26,957.33,,
1998-08-27,912.0,,
1998-08-28,873.33,,
1998-08-31,824.67,,
1998-09-01,858.67,,
1998-09-02,862.0,,
1998-09-03,851.33,,
1998-09-04,813.33,,
1998-09-08,866.0,,
1998-09-09,870.0,,
1998-09-10,817.33,,
1998-09-11,842.67,,
1998-09-14,867.33,,
1998-09-15,874.0,,
1998-09-16,884.67,,
1998-09-17,862.67,,
1998-09-18,844.67,,
1998-09-21,860.67,,
1998-09-22,878.67,,
1998-09-23,889.33,,
1998-09-24,866.67,,
1998-09-25,842.67,,
1998-09-28,851.33,,
1998-09-29,851.33,,
1998-09-30,836.0,,
1998-10-01,804.0,,
1998-10-02,789.33,,
1998-10-05,760.0,,
1998-10-06,758.0,,
1998-10-07,748.67,,
1998-10-08,710.0,,
1998-10-09,743.33,,
1998-10-12,791.33,,
1998-10-13,790.67,,
1998-10-14,792.0,,
1998-10-15,879.33,,
1998-10-16,935.33,,
1998-10-19,928.67,,
1998-10-20,963.33,,
1998-10-21,947.33,,
1998-10-22,919.33,,
1998-10-23,913.33,,
1998-10-26,876.67,,
1998-10-27,874.67,,
1998-10-28,847.33,,
1998-10-29,872.67,,
1998-10-30,910.0,,
1998-11-02,921.33,,
1998-11-03,917.33,,
1998-11-04,933.33,,
1998-11-05,943.33,,
1998-11-06,954.0,,
1998-11-09,932.67,,
1998-11-10,915.33,,
1998-11-11,899.33,,
1998-11-12,893.33,,
1998-11-13,928.0,,
1998-11-16,938.67,,
1998-11-17,949.33,,
1998-11-18,969.33,,
1998-11-19,975.33,,
1998-11-20,988.0,,
1998-11-23,1034.0,,
1998-11-24,1050.0,,
1998-11-25,1059.33,,
1998-11-27,1046.67,,
1998-11-30,1002.67,,
1998-12-01,1003.33,,
1998-12-02,983.33,,
1998-12-03,968.67,,
1998-12-04,1005.33,,
1998-12-07,1005.33,,
1998-12-08,990.67,,
1998-12-09,990.67,,
1998-12-10,976.0,,
1998-12-11,966.0,,
1998-12-14,930.67,,
1998-12-15,980.67,,
1998-12-16,1004.0,,
1998-12-17,1031.33,,
1998-12-18,1060.67,,
1998-12-21,1076.0,,
1998-12-22,1042.0,,
1998-12-23,1055.33,,
1998-12-24,1055.33,,
1998-12-28,1050.0,,
1998-12-29,1059.33,,
1998-12-30,1038.67,,
1998-12-31,1030.67,,
1999-01-04,1062.67,,
1999-01-05,1070.67,,
1999-01-06,1069.33,,
1999-01-07,1116.0,,
1999-01-08,1143.33,,
1999-01-11,1100.0,,
1999-01-12,1070.67,,
1999-01-13,1082.67,,
1999-01-14,1058.0,,
1999-01-15,1094.67,,
1999-01-19,1078.0,,
1999-01-20,1074.67,,
1999-01-21,1063.33,,
1999-01-22,1047.33,,
1999-01-25,1052.0,,
1999-01-26,1048.67,,
1999-01-27,1040.0,,
1999-01-28,1050.67,,
1999-01-29,1098.0,,
1999-02-01,1086.0,,
1999-02-02,1083.33,,
1999-02-03,1101.33,,
1999-02-04,1110.0,,
1999-02-05,1088.67,,
1999-02-08,1082.0,,
1999-02-09,1052.0,,
1999-02-10,1053.33,,
1999-02-11,1136.0,,
1999-02-12,1141.33,,
1999-02-16,1207.33,,
1999-02-17,1190.67,,
1999-02-18,1215.33,,
1999-02-19,1233.33,,
1999-02-22,1269.33,,
1999-02-23,1279.33,,
1999-02-24,1216.0,,
1999-02-25,1194.67,,
1999-02-26,1215.33,,
1999-03-01,1204.0,,
1999-03-02,1213.33,,
1999-03-03,1188.67,,
1999-03-04,1231.33,,
1999-03-05,1262.0,,
1999-03-08,1280.0,,
1999-03-09,1288.67,,
1999-03-10,1290.0,,
1999-03-11,1279.33,,
1999-03-12,1273.33,,
1999-03-15,1308.0,,
1999-03-16,1288.67,,
1999-03-17,1268.0,,
1999-03-18,1258.67,,
1999-03-19,1266.67,,
1999-03-22,1301.33,,
1999-03-23,1248.0,,
1999-03-24,1240.0,,
1999-03-25,1256.0,,
1999-03-26,1243.33,,
1999-03-29,1266.0,,
1999-03-30,1274.0,,
1999-03-31,1286.67,,
1999-04-01,1289.33,,
1999-04-05,1350.67,,
1999-04-06,1350.67,,
1999-04-07,1342.67,,
1999-04-08,1343.33,,
1999-04-09,1344.0,,
1999-04-12,1365.33,,
1999-04-13,1342.0,,
1999-04-14,1321.33,,
1999-04-15,1280.0,,
1999-04-16,1279.33,,
1999-04-19,1330.67,,
1999-04-20,1305.33,,
1999-04-21,1368.67,,
1999-04-22,1418.0,,
1999-04-23,1382.0,,
1999-04-26,1348.0,,
1999-04-27,1336.67,,
1999-04-28,1312.67,,
1999-04-29,1270.67,,
1999-04-30,1248.0,,
1999-05-03,1284.0,,
1999-05-04,1236.0,,
1999-05-05,1258.67,,
1999-05-06,1247.33,,
1999-05-07,1266.0,,
1999-05-10,1256.0,,
1999-05-11,1273.33,,
1999-05-12,1266.67,,
1999-05-13,1288.67,,
1999-05-14,1250.0,,
1999-05-17,1247.33,,
1999-05-18,1229.33,,
1999-05-19,1238.67,,
1999-05-20,1245.33,,
1999-05-21,1233.33,,
1999-05-24,1215.33,,
1999-05-25,1196.0,,
1999-05-26,1204.0,,
1999-05-27,1189.33,,
1999-05-28,1219.33,,
1999-06-01,1199.33,,
1999-06-02,1237.33,,
1999-06-03,1253.33,,
1999-06-04,1256.0,,
1999-06-07,1286.0,,
1999-06-08,1266.0,,
1999-06-09,1236.67,,
1999-06-10,1226.67,,
1999-06-11,1218.67,,
1999-06-14,1226.67,,
1999-06-15,1221.33,,
1999-06-16,1258.0,,
1999-06-17,1292.67,,
1999-06-18,1300.0,,
1999-06-21,1294.67,,
1999-06-22,1290.67,,
1999-06-23,1280.67,,
1999-06-24,1276.0,,
1999-06-25,1286.0,,
1999-06-28,1290.67,,
1999-06-29,1298.0,,
1999-06-30,1250.67,,
1999-07-01,1274.67,,
1999-07-02,1300.67,,
1999-07-06,1290.0,,
1999-07-07,1298.67,,
1999-07-08,1276.67,,
1999-07-09,1280.67,,
1999-07-12,1268.0,,
1999-07-13,1268.0,,
1999-07-14,1258.67,,
1999-07-15,1259.33,,
1999-07-16,1298.67,,
1999-07-19,1284.0,,
1999-07-20,1279.33,,
1999-07-21,1268.67,,
1999-07-22,1272.67,,
1999-07-23,1265.33,,
1999-07-26,1276.67,,
1999-07-27,1270.67,,
1999-07-28,1258.67,,
1999-07-29,1258.67,,
1999-07-30,1238.67,,
1999-08-02,1235.83,,
1999-08-03,1231.67,,
1999-08-04,1206.67,,
1999-08-05,1201.67,,
1999-08-06,1148.33,,
1999-08-09,1145.0,,
1999-08-10,1126.67,,
1999-08-11,1136.67,,
1999-08-12,1133.33,,
1999-08-13,1174.17,,
1999-08-16,1185.83,,
1999-08-17,1240.0,,
1999-08-18,1260.83,,
1999-08-19,1240.83,,
1999-08-20,1264.17,,
1999-08-23,1297.5,,
1999-08-24,1327.5,,
1999-08-25,1330.0,,
1999-08-26,1315.83,,
1999-08-27,1293.33,,
1999-08-30,1236.67,,
1999-08-31,1235.83,,
1999-09-01,1238.33,,
1999-09-02,1232.5,,
1999-09-03,1278.33,,
1999-09-07,1270.83,,
1999-09-08,1260.0,,
1999-09-09,1234.17,,
1999-09-10,1247.5,,
1999-09-13,1241.67,,
1999-09-14,1220.0,,
1999-09-15,1202.5,,
1999-09-16,1205.83,,
1999-09-17,1255.83,,
1999-09-20,1255.0,,
1999-09-21,1226.67,,
1999-09-22,1212.5,,
1999-09-23,1205.0,,
1999-09-24,1185.0,,
1999-09-27,1169.17,,
1999-09-28,1158.33,,
1999-09-29,1141.67,,
1999-09-30,1159.17,,
1999-10-01,1133.33,,
1999-10-04,1143.33,,
1999-10-05,1170.0,,
1999-10-06,1195.0,,
1999-10-07,1214.17,,
1999-10-08,1255.83,,
1999-10-11,1226.67,,
1999-10-12,1190.83,,
1999-10-13,1140.83,,
1999-10-14,1133.33,,
1999-10-15,1093.33,,
1999-10-18,1115.0,,
1999-10-19,1153.33,,
1999-10-20,1149.17,,
1999-10-21,1145.0,,
1999-10-22,1224.17,,
1999-10-25,1224.17,,
1999-10-26,1190.83,,
1999-10-27,1240.0,,
1999-10-28,1320.0,,
1999-10-29,1372.5,,
1999-11-01,1336.67,,
1999-11-02,1323.33,,
1999-11-03,1354.17,,
1999-11-04,1361.67,,
1999-11-05,1405.83,,
1999-11-08,1435.0,,
1999-11-09,1430.0,,
1999-11-10,1420.83,,
1999-11-11,1411.67,,
1999-11-12,1410.0,,
1999-11-15,1389.17,,
1999-11-16,1463.33,,
1999-11-17,1470.83,,
1999-11-18,1487.5,,
1999-11-19,1460.83,,
1999-11-22,1452.5,,
1999-11-23,1405.83,,
1999-11-24,1414.58,,
1999-11-26,1408.75,,
1999-11-29,1368.33,,
1999-11-30,1383.33,,
1999-12-01,1378.96,,
1999-12-02,1373.96,,
1999-12-03,1386.67,,
1999-12-06,1378.33,,
1999-12-07,1414.17,,
1999-12-08,1424.79,,
1999-12-09,1469.17,,
1999-12-10,1489.17,,
1999-12-13,1478.96,,
1999-12-14,1460.0,,
1999-12-15,1450.0,,
1999-12-16,1420.0,,
1999-12-17,1380.0,,
1999-12-20,1366.46,,
1999-12-21,1405.0,,
1999-12-22,1437.5,,
1999-12-23,1460.0,,
1999-12-27,1430.0,,
1999-12-28,1422.5,,
1999-12-29,1444.17,,
1999-12-30,1444.17,,
1999-12-31,1441.67,,
2000-01-03,1385.83,,
2000-01-04,1315.0,,
2000-01-05,1318.13,,
2000-01-06,1358.33,,
2000-01-07,1460.0,,
2000-01-10,1434.17,,
2000-01-11,1410.83,,
2000-01-12,1453.33,,
2000-01-13,1493.33,,
2000-01-14,1520.83,,
2000-01-18,1445.0,,
2000-01-19,1416.67,,
2000-01-20,1404.58,,
2000-01-21,1385.83,,
2000-01-24,1354.17,,
2000-01-25,1372.5,,
2000-01-26,1406.67,,
2000-01-27,1403.33,,
2000-01-28,1360.0,,
2000-01-31,1391.67,,
2000-02-01,1365.0,,
2000-02-02,1364.17,,
2000-02-03,1350.83,,
2000-02-04,1343.33,,
2000-02-07,1301.67,,
2000-02-08,1279.17,,
2000-02-09,1297.5,,
2000-02-10,1257.5,,
2000-02-11,1264.17,,
2000-02-14,1249.17,,
2000-02-15,1285.83,,
2000-02-16,1253.33,,
2000-02-17,1235.0,,
2000-02-18,1192.5,,
2000-02-22,1156.67,,
2000-02-23,1140.0,,
2000-02-24,1108.33,,
2000-02-25,1115.0,,
2000-02-28,1162.5,,
2000-02-29,1179.17,,
2000-03-01,1194.17,,
2000-03-02,1160.0,,
2000-03-03,1165.0,,
2000-03-06,1130.0,,
2000-03-07,1085.83,,
2000-03-08,1106.67,,
2000-03-09,1105.83,,
2000-03-10,1106.67,,
2000-03-13,1150.0,,
2000-03-14,1143.33,,
2000-03-15,1219.17,,
2000-03-16,1332.5,,
2000-03-17,1298.33,,
2000-03-20,1320.0,,
2000-03-21,1340.0,,
2000-03-22,1326.67,,
2000-03-23,1390.83,,
2000-03-24,1435.0,,
2000-03-27,1388.33,,
2000-03-28,1390.83,,
2000-03-29,1419.17,,
2000-03-30,1449.17,,
2000-03-31,1460.0,,
2000-04-03,1568.33,,
2000-04-04,1531.67,,
2000-04-05,1465.0,,
2000-04-06,1482.5,,
2000-04-07,1450.0,,
2000-04-10,1508.33,,
2000-04-11,1545.83,,
2000-04-12,1541.67,,
2000-04-13,1511.67,,
2000-04-14,1438.33,,
2000-04-17,1355.0,,
2000-04-18,1402.5,,
2000-04-19,1400.0,,
2000-04-20,1445.0,,
2000-04-24,1491.67,,
2000-04-25,1533.33,,
2000-04-26,1520.0,,
2000-04-27,1474.17,,
2000-04-28,1462.5,,
2000-05-01,1467.5,,
2000-05-02,1493.33,,
2000-05-03,1460.83,,
2000-05-04,1466.67,,
2000-05-05,1487.5,,
2000-05-08,1540.83,,
2000-05-09,1520.0,,
2000-05-10,1524.17,,
2000-05-11,1539.17,,
2000-05-12,1532.08,,
2000-05-15,1605.83,,
2000-05-16,1635.83,,
2000-05-17,1575.0,,
2000-05-18,1581.67,,
2000-05-19,1551.67,,
2000-05-22,1595.0,,
2000-05-23,1514.17,,
2000-05-24,1533.33,,
2000-05-25,1528.33,,
2000-05-26,1514.17,,
2000-05-30,1517.5,,
2000-05-31,1500.83,,
2000-06-01,1563.33,,
2000-06-02,1581.67,,
2000-06-05,1543.33,,
2000-06-06,1555.0,,
2000-06-07,1593.33,,
2000-06-08,1595.0,,
2000-06-09,1567.5,,
2000-06-12,1593.75,,
2000-06-13,1630.83,,
2000-06-14,1620.0,,
2000-06-15,1643.33,,
2000-06-16,1573.33,,
2000-06-19,1568.33,,
2000-06-20,1534.17,,
2000-06-21,1544.17,,
2000-06-22,1537.5,,
2000-06-23,1569.17,,
2000-06-26,1568.33,,
2000-06-27,1591.67,,
2000-06-28,1608.13,,
2000-06-29,1631.67,,
2000-06-30,1566.67,,
2000-07-03,1580.0,,
2000-07-05,1608.33,,
2000-07-06,1595.83,,
2000-07-07,1623.33,,
2000-07-10,1620.83,,
2000-07-11,1619.17,,
2000-07-12,1618.33,,
2000-07-13,1603.33,,
2000-07-14,1598.33,,
2000-07-17,1591.67,,
2000-07-18,1589.17,,
2000-07-19,1590.0,,
2000-07-20,1625.0,,
2000-07-21,1575.83,,
2000-07-24,1590.0,,
2000-07-25,1650.0,,
2000-07-26,1665.0,,
2000-07-27,1730.0,,
2000-07-28,1710.83,,
2000-07-31,1753.75,,
2000-08-01,1760.0,,
2000-08-02,1715.0,,
2000-08-03,1730.0,,
2000-08-04,1772.5,,
2000-08-07,1780.0,,
2000-08-08,1780.0,,
2000-08-09,1755.0,,
2000-08-10,1726.25,,
2000-08-11,1732.5,,
2000-08-14,1753.75,,
2000-08-15,1735.0,,
2000-08-16,1723.75,,
2000-08-17,1750.0,,
2000-08-18,1738.75,,
2000-08-21,1758.75,,
2000-08-22,1747.5,,
2000-08-23,1723.75,,
2000-08-24,1693.75,,
2000-08-25,1691.25,,
2000-08-28,1732.5,,
2000-08-29,1723.75,,
2000-08-30,1750.0,,
2000-08-31,1782.81,,
2000-09-01,1770.0,,
2000-09-05,1772.5,,
2000-09-06,1755.0,,
2000-09-07,1736.25,,
2000-09-08,1776.25,,
2000-09-11,1831.25,,
2000-09-12,1854.69,,
2000-09-13,1835.0,,
2000-09-14,1840.0,,
2000-09-15,1805.0,,
2000-09-18,1767.5,,
2000-09-19,1802.5,,
2000-09-20,1771.25,,
2000-09-21,1773.75,,
2000-09-22,1828.75,,
2000-09-25,1848.75,,
2000-09-26,1845.0,,
2000-09-27,1862.5,,
2000-09-28,1895.0,,
2000-09-29,1913.75,,
2000-10-02,1931.25,,
2000-10-03,1921.25,,
2000-10-04,1915.0,,
2000-10-05,1920.0,,
2000-10-06,1872.5,,
2000-10-09,1866.25,,
2000-10-10,1857.5,,
2000-10-11,1882.5,,
2000-10-12,1802.5,,
2000-10-13,1853.75,,
2000-10-16,1850.0,,
2000-10-17,1835.0,,
2000-10-18,1861.25,,
2000-10-19,1892.5,,
2000-10-20,1901.25,,
2000-10-23,1908.75,,
2000-10-24,1950.0,,
2000-10-25,1987.5,,
2000-10-26,1866.25,,
2000-10-27,1893.75,,
2000-10-30,1980.0,,
2000-10-31,1960.0,,
2000-11-01,1941.25,,
2000-11-02,1925.0,,
2000-11-03,1898.75,,
2000-11-06,1956.25,,
2000-11-07,1987.5,,
2000-11-08,1977.5,,
2000-11-09,2010.0,,
2000-11-10,2003.75,,
2000-11-13,1955.0,,
2000-11-14,1971.25,,
2000-11-15,1960.0,,
2000-11-16,1962.5,,
2000-11-17,1946.25,,
2000-11-20,1937.5,,
2000-11-21,1908.75,,
2000-11-22,1850.0,,
2000-11-24,1857.5,,
2000-11-27,1853.75,,
2000-11-28,1873.75,,
2000-11-29,1920.0,,
2000-11-30,1938.75,,
2000-12-01,1948.75,,
2000-12-04,1972.5,,
2000-12-05,2001.25,,
2000-12-06,2025.0,,
2000-12-07,2036.25,,
2000-12-08,2073.75,,
2000-12-11,2001.25,,
2000-12-12,1990.0,,
2000-12-13,1955.0,,
2000-12-14,1931.25,,
2000-12-15,1915.0,,
2000-12-18,1967.5,,
2000-12-19,1880.0,,
2000-12-20,1866.25,,
2000-12-21,1937.5,,
2000-12-22,1936.25,,
2000-12-26,1951.25,,
2000-12-27,1990.0,,
2000-12-28,1981.25,,
2000-12-29,1971.25,,
2001-01-02,1937.5,,
2001-01-03,1918.75,,
2001-01-04,1780.0,,
2001-01-05,1757.5,,
2001-01-08,1768.75,,
2001-01-09,1740.0,,
2001-01-10,1730.0,,
2001-01-11,1686.25,,
2001-01-12,1643.75,,
2001-01-16,1696.25,,
2001-01-17,1700.0,,
2001-01-18,1730.0,,
2001-01-19,1682.5,,
2001-01-22,1692.5,,
2001-01-23,1720.0,,
2001-01-24,1757.5,,
2001-01-25,1772.5,,
2001-01-26,1755.0,,
2001-01-29,1747.6,,
2001-01-30,1746.0,,
2001-01-31,1700.4,,
2001-02-01,1710.8,,
2001-02-02,1727.8,,
2001-02-05,1763.8,,
2001-02-06,1731.0,,
2001-02-07,1738.0,,
2001-02-08,1714.0,,
