date,CFG,dcf,Deviation
2014-09-24,23.08,,
2014-09-25,23.05,,
2014-09-26,23.25,,
2014-09-29,23.23,,
2014-09-30,23.42,25.212957741895032,-0.07111255094501534
2014-10-01,23.44,25.112957741895027,-0.06661731203027876
2014-10-02,23.34,25.00295774189503,-0.06651044084710722
2014-10-03,23.23,24.41295774189503,-0.04845614179165847
2014-10-06,22.64,24.292957741895027,-0.06804267143824883
2014-10-07,22.52,24.52295774189503,-0.08167684187919866
2014-10-08,22.75,24.25295774189503,-0.06197008042853236
2014-10-09,22.48,24.05295774189503,-0.06539560576183445
2014-10-10,22.28,24.222957741895026,-0.08021141607057203
2014-10-13,22.45,24.222957741895026,-0.07319328055585028
2014-10-14,22.45,23.62295774189503,-0.04965329721666489
2014-10-15,21.85,23.57295774189503,-0.07309043526739556
2014-10-16,21.8,23.69295774189503,-0.07989537492601906
2014-10-17,21.92,24.152957741895026,-0.09245069551137419
2014-10-20,22.38,24.59295774189503,-0.08998339138871347
2014-10-21,22.82,24.37295774189503,-0.0637164253243514
2014-10-22,22.6,24.80295774189503,-0.08881834839294112
2014-10-23,23.03,24.95295774189503,-0.07706331897747176
2014-10-24,23.18,24.62295774189503,-0.05860212883523297
2014-10-27,22.85,25.05295774189503,-0.0879320423796155
2014-10-28,23.28,25.25295774189503,-0.07812778851729762
2014-10-29,23.48,25.212957741895032,-0.0687328222113135
2014-10-30,23.44,25.39295774189503,-0.07690942353961816
2014-10-31,23.62,25.77295774189503,-0.08353553222163967
2014-11-03,24.0,25.37295774189503,-0.05411106406518951
2014-11-04,23.6,25.67295774189503,-0.0807447962457486
2014-11-05,23.9,26.07295774189503,-0.0833414361119238
2014-11-06,24.3,25.74295774189503,-0.05605252342650224
2014-11-07,23.97,25.722957741895026,-0.0681475963800221
2014-11-10,23.95,25.712957741895032,-0.06856300856523334
2014-11-11,23.94,25.63295774189503,-0.06604613322199737
2014-11-12,23.86,25.59295774189503,-0.06771228864486512
2014-11-13,23.82,25.73295774189503,-0.07433882109791845
2014-11-14,23.96,25.77295774189503,-0.07034341033151936
2014-11-17,24.0,25.50295774189503,-0.05893268369519522
2014-11-18,23.73,25.49295774189503,-0.06915469596522306
2014-11-19,23.72,25.48295774189503,-0.06918183359055918
2014-11-20,23.71,25.542957741895027,-0.07175980794458459
2014-11-21,23.77,26.02295774189503,-0.08657577529198135
2014-11-24,24.25,25.80295774189503,-0.060185260830527554
2014-11-25,24.03,26.00295774189503,-0.07587435865867953
2014-11-26,24.23,26.402957741895026,-0.08229978486262823
2014-11-28,24.63,25.75295774189503,-0.04360500075951268
2014-12-01,23.98,25.972957741895026,-0.07673202881627672
2014-12-02,24.2,26.00295774189503,-0.06933664084644386
2014-12-03,24.23,26.17295774189503,-0.07423531421460017
2014-12-04,24.4,26.92295774189503,-0.09371027381471675
2014-12-05,25.15,26.81295774189503,-0.06202067514904086
2014-12-08,25.04,26.93295774189503,-0.07028406460351289
2014-12-09,25.16,26.42295774189503,-0.04779774294126582
2014-12-10,24.65,26.462957741895032,-0.06850926338535601
2014-12-11,24.69,26.23295774189503,-0.05881752858660183
2014-12-12,24.46,26.262957741895026,-0.06865021676590988
2014-12-15,24.49,26.02295774189503,-0.05890789806060681
2014-12-16,24.25,26.332957741895026,-0.07910078929649045
2014-12-17,24.56,26.85295774189503,-0.08538939225743614
2014-12-18,25.08,26.77295774189503,-0.06323387046795537
2014-12-19,25.0,26.87295774189503,-0.06969674718667385
2014-12-22,25.1,27.212957741895032,-0.07764528067605381
2014-12-23,25.44,27.282957741895032,-0.06754977811899887
2014-12-24,25.51,27.082957741895026,-0.05807924514322127
2014-12-26,25.31,27.14295774189503,-0.0675297717855512
