date,IP,dcf,Deviation
2006-06-12,31.13,31.748611111877008,-0.01948466689447048
2006-06-13,30.37,32.158611111877,-0.05561841914299648
2006-06-14,30.78,32.87861111187701,-0.06382906822724355
2006-06-15,31.5,32.708611111877005,-0.036950853943111595
2006-06-16,31.33,32.11861111187701,-0.0245530888346972
2006-06-19,30.74,32.44861111187701,-0.05265590893816763
2006-06-20,31.07,33.168611111877,-0.0632709975343384
2006-06-21,31.79,33.158611111877,-0.04127468147743929
2006-06-22,31.78,32.69861111187701,-0.02809327615579804
2006-06-23,31.32,32.96861111187701,-0.05000547661175492
2006-06-26,31.59,32.11861111187701,-0.016458093721292144
2006-06-27,30.74,32.22861111187701,-0.04618911769761069
2006-06-28,30.85,32.898611111877,-0.0622704437251278
2006-06-29,31.52,33.22861111187701,-0.05141987747018095
2006-06-30,31.85,32.779316889007006,-0.028350709447476752
2006-07-03,32.21,32.75931688900701,-0.016768264456434423
2006-07-05,32.19,33.069316889007005,-0.026590113486720135
2006-07-06,32.5,32.869316889007,-0.011235916166256521
2006-07-07,32.3,32.829316889007,-0.016123298903738426
2006-07-10,32.26,32.729316889007,-0.014339342632740282
2006-07-11,32.16,32.249316889007005,-0.002769574602600522
2006-07-12,31.68,31.829316889007007,-0.004691174791080055
2006-07-13,31.26,32.47931688900701,-0.037541334171954155
2006-07-14,31.91,32.559316889007,-0.019942583292533067
2006-07-17,31.99,32.58931688900701,-0.01838998009833004
2006-07-18,32.02,33.26931688900701,-0.03755162431422843
2006-07-19,32.7,32.629316889007,0.0021662455034974215
2006-07-20,32.06,31.799316889007002,0.0081977582066588
2006-07-21,31.23,32.58931688900701,-0.04171050573525614
2006-07-24,32.02,33.559316889007015,-0.04586854059330525
2006-07-25,32.99,33.249316889007005,-0.007799164412088722
2006-07-26,32.68,32.999316889007005,-0.009676469669994248
2006-07-27,32.43,33.979316889007,-0.04559588099042211
2006-07-28,33.41,34.429316889007005,-0.029606073576570635
2006-07-31,33.86,33.39931688900701,0.013793189618935386
2006-08-01,32.83,33.669316889007014,-0.02492824228581403
2006-08-02,33.1,34.309316889007015,-0.03524747790576055
2006-08-03,33.74,33.749316889007005,-0.00027606155815373956
2006-08-04,33.18,34.33931688900701,-0.033760627584823566
2006-08-07,33.77,34.65931688900701,-0.025658811795251313
2006-08-08,34.09,35.059316889007015,-0.027647911454628082
2006-08-09,34.49,34.709316889007006,-0.006318674888023068
2006-08-10,34.14,34.19931688900701,-0.0017344466031155026
2006-08-11,33.63,34.09931688900701,-0.013763234335005259
2006-08-14,33.53,34.59931688900701,-0.030905722573579264
2006-08-15,34.03,35.08931688900701,-0.030189156784037552
2006-08-16,34.52,34.999316889007005,-0.013695035549609602
2006-08-17,34.43,34.929316889007005,-0.01429506596403407
2006-08-18,34.36,34.889316889007006,-0.015171317073673807
2006-08-21,34.32,35.079316889007,-0.021645714807090655
2006-08-22,34.51,35.479316889007,-0.02732061871538849
2006-08-23,34.91,35.169316889007014,-0.007373384300451757
2006-08-24,34.6,35.15931688900701,-0.015908070420500242
2006-08-25,34.59,34.83931688900701,-0.007156193383506704
2006-08-28,34.27,35.029316889007006,-0.021676611377063226
2006-08-29,34.46,34.969316889007,-0.014564679390895008
2006-08-30,34.4,34.859316889007005,-0.013176302062070877
2006-08-31,34.29,35.09931688900701,-0.02305790997489421
2006-09-01,34.53,35.289316889007004,-0.021516905283126553
2006-09-05,34.72,35.09931688900701,-0.010806959297997243
2006-09-06,34.53,35.01931688900701,-0.013972770815544044
2006-09-07,34.45,35.169316889007014,-0.020452967320268023
2006-09-08,34.6,35.00931688900701,-0.011691655975599291
2006-09-11,34.44,35.579316889007,-0.032021887675955374
2006-09-12,35.01,35.729316889007,-0.02013239971090297
2006-09-13,35.16,34.83931688900701,0.009204632571144788
2006-09-14,34.27,34.09931688900701,0.005005470096323794
2006-09-15,33.53,34.279316889007006,-0.021859154645152867
2006-09-18,33.71,33.94931688900701,-0.007049240189115569
2006-09-19,33.38,34.129316889007,-0.021955226688066265
2006-09-20,33.56,33.75931688900701,-0.005904055750367121
2006-09-21,33.19,34.15931688900701,-0.028376354602071996
2006-09-22,33.59,34.289316889007004,-0.02039459961452883
2006-09-25,33.72,34.559316889007015,-0.02428626965349523
2006-09-26,33.99,34.809316889007015,-0.023537287204442592
2006-09-27,34.24,34.869316889007,-0.01804786973631256
2006-09-28,34.3,34.719316889007,-0.012077336957622142
2006-09-29,34.15,35.99046511878681,-0.05113757526368001
2006-10-02,34.45,35.790465118786805,-0.03745313491562252
2006-10-03,34.25,35.860465118786806,-0.044909208886504515
2006-10-04,34.32,36.24046511878681,-0.05299228672954459
2006-10-05,34.7,36.39046511878681,-0.046453517790133736
2006-10-06,34.85,36.260465118786804,-0.03889815296539123
2006-10-09,34.72,36.050465118786796,-0.03690562977212353
2006-10-10,34.51,35.9304651187868,-0.03953372476784578
2006-10-11,34.39,36.050465118786796,-0.04605946451219256
2006-10-12,34.51,36.650465118786805,-0.05840212700846781
2006-10-13,35.11,35.92046511878681,-0.02256276794041079
2006-10-16,34.38,35.580465118786805,-0.0337394442365776
2006-10-17,34.04,35.5904651187868,-0.04356405890206738
2006-10-18,34.05,34.99046511878681,-0.026877754142280996
2006-10-19,33.45,34.8804651187868,-0.041010494381748974
2006-10-20,33.34,34.720465118786805,-0.039759407429131755
2006-10-23,33.18,34.6804651187868,-0.043265426621224345
2006-10-24,33.14,34.4504651187868,-0.038039112513234774
2006-10-25,32.91,35.10046511878681,-0.06240558668877605
2006-10-26,33.56,34.830465118786805,-0.03647568628365916
2006-10-27,33.29,35.010465118786804,-0.0491414527898858
2006-10-30,33.47,34.4304651187868,-0.027895792736843616
2006-10-31,32.89,34.120465118786804,-0.03606237823848735
2006-11-01,32.58,33.5904651187868,-0.030081903159526746
2006-11-02,32.05,33.0204651187868,-0.02938980766308663
2006-11-03,31.48,33.260465118786804,-0.05353097476021551
2006-11-06,31.72,33.330465118786805,-0.04831811116488327
2006-11-07,31.79,33.580465118786805,-0.05331865155688742
2006-11-08,32.04,33.2704651187868,-0.036983706551550366
2006-11-09,31.73,33.330465118786805,-0.04801808534873098
2006-11-10,31.79,33.5904651187868,-0.05360048193497091
2006-11-13,32.05,34.21046511878681,-0.06315217028722542
2006-11-14,32.67,33.8804651187868,-0.03572752364947884
2006-11-15,32.34,34.0904651187868,-0.05134764552749216
2006-11-16,32.55,33.9304651187868,-0.040685122174245025
2006-11-17,32.39,33.8404651187868,-0.04286185528760844
2006-11-20,32.3,33.7504651187868,-0.04297615199321858
2006-11-21,32.21,33.74046511878681,-0.045359929491150974
2006-11-22,32.2,33.9504651187868,-0.05155938549478556
2006-11-24,32.41,33.32046511878681,-0.027324502090262492
2006-11-27,31.78,33.690465118786804,-0.056706403786674686
2006-11-28,32.15,33.64046511878681,-0.04430572269211719
2006-11-29,32.1,34.1804651187868,-0.060867080408548935
2006-11-30,32.64,34.2504651187868,-0.04702024084056711
2006-12-01,32.71,34.39046511878681,-0.04886427423945494
2006-12-04,32.85,34.580465118786805,-0.050041695877788506
2006-12-05,33.04,34.830465118786805,-0.0514051452566181
2006-12-06,33.29,34.7704651187868,-0.04257823741296152
2006-12-07,33.23,35.050465118786796,-0.05193840117719417
2006-12-08,33.51,34.7504651187868,-0.035696360165152985
2006-12-11,33.21,34.720465118786805,-0.043503596902263575
2006-12-12,33.18,35.3804651187868,-0.062194352487988325
2006-12-13,33.84,35.760465118786804,-0.053703583340080296
2006-12-14,34.22,35.8404651187868,-0.04521328373993094
2006-12-15,34.3,35.32046511878681,-0.02889161044043076
2006-12-18,33.78,35.480465118786796,-0.04792679896088525
2006-12-19,33.94,35.6304651187868,-0.04744437416550806
2006-12-20,34.09,35.3404651187868,-0.035383380342723814
2006-12-21,33.8,34.870465118786804,-0.030698332102547243
2006-12-22,33.33,35.03046511878681,-0.048542464766613946
2006-12-26,33.49,35.330465118786805,-0.05209286412162584
2006-12-27,33.79,35.1804651187868,-0.03952378440966875
2006-12-28,33.64,35.17046511878681,-0.043515634883352416
2006-12-29,33.63,37.56906977297523,-0.10484874384110365
2007-01-03,34.17,37.08906977297522,-0.07870431344983975
2007-01-04,33.69,36.39906977297523,-0.07442689579354589
2007-01-05,33.0,36.80906977297523,-0.1034818265299331
2007-01-08,33.41,36.67906977297523,-0.0891262999091611
2007-01-09,33.28,36.83906977297522,-0.09661128239416406
2007-01-10,33.44,37.23906977297523,-0.10201838542519803
2007-01-11,33.84,37.21906977297523,-0.09078866810982933
2007-01-12,33.82,37.599069772975234,-0.1005096614302805
2007-01-16,34.2,37.15906977297522,-0.07963250401729027
2007-01-17,33.76,37.42906977297523,-0.09802727653211407
2007-01-18,34.03,37.58906977297522,-0.0946836352820315
2007-01-19,34.19,36.93906977297523,-0.07442173800993934
2007-01-22,33.54,36.83906977297522,-0.08955355803786846
2007-01-23,33.44,36.92906977297523,-0.09448030493117221
2007-01-24,33.53,35.95906977297523,-0.06755096247792214
2007-01-25,32.56,35.789069772975225,-0.09022502662009768
2007-01-26,32.39,36.07906977297523,-0.10224958116127769
2007-01-29,32.68,36.20906977297523,-0.09746369611541827
2007-01-30,32.81,36.62906977297523,-0.10426335685414867
2007-01-31,33.23,37.12906977297523,-0.10501393643352763
2007-02-01,33.73,37.79906977297523,-0.10764999766963712
2007-02-02,34.4,37.83906977297522,-0.09088674202639668
2007-02-05,34.44,38.21906977297523,-0.09887916674642405
2007-02-06,34.82,38.919069772975234,-0.10532291231229685
2007-02-07,35.52,39.43906977297522,-0.09937023858662808
2007-02-08,36.04,38.75906977297523,-0.07015312258270712
2007-02-09,35.36,39.169069772975234,-0.0972468785971351
2007-02-12,35.77,40.12906977297523,-0.10862623523635284
2007-02-13,36.73,40.20906977297523,-0.08652450287008484
2007-02-14,36.81,40.22906977297523,-0.08499002816296941
2007-02-15,36.83,40.65906977297523,-0.09417504616695116
2007-02-16,37.26,40.55906977297523,-0.08133987765107531
2007-02-20,37.16,40.419069772975234,-0.08063198364734014
2007-02-21,37.02,40.01906977297523,-0.07494101662004371
2007-02-22,36.62,40.06906977297523,-0.08607810943745631
2007-02-23,36.67,40.33906977297522,-0.0909557358071077
2007-02-26,36.94,39.24906977297523,-0.058831197435541105
2007-02-27,35.85,38.87906977297523,-0.07791003721700995
2007-02-28,35.48,38.68906977297523,-0.08294512615076644
2007-03-01,35.29,37.96906977297523,-0.0705592680830458
2007-03-02,34.57,37.54906977297523,-0.079338044617002
2007-03-05,34.15,37.89906977297523,-0.09892247475816918
2007-03-06,34.5,37.81906977297523,-0.08776180357949936
2007-03-07,34.42,38.05906977297523,-0.09561636147920871
2007-03-08,34.66,38.15906977297522,-0.091696935847564
2007-03-09,34.76,38.25906977297523,-0.09145726212734118
2007-03-12,34.86,37.25906977297523,-0.06438888001211795
2007-03-13,33.86,37.79906977297523,-0.10421075959365278
2007-03-14,34.4,38.29906977297523,-0.10180586098011479
2007-03-15,34.9,38.20906977297523,-0.08660430082795934
2007-03-16,34.81,38.609069772975225,-0.09839837621869918
2007-03-19,35.21,39.01906977297523,-0.09762072225549068
2007-03-20,35.62,39.23906977297523,-0.09223128361385768
2007-03-21,35.84,39.349069772975234,-0.0891779600692173
2007-03-22,35.95,39.31906977297523,-0.08568538860222119
2007-03-23,35.92,39.35906977297523,-0.08737680521445068
2007-03-26,35.96,39.29906977297523,-0.0849656185824379
2007-03-27,35.9,38.89906977297523,-0.07709875301590907
2007-03-28,35.5,38.789069772975225,-0.08479372648597916
2007-03-29,35.39,39.29906977297523,-0.09946977868833362
2007-03-30,35.9,41.446846653531004,-0.13383036591176833
2007-04-02,36.13,42.316846653531,-0.1462029225425462
2007-04-03,37.0,41.386846653531,-0.10599615598297174
2007-04-04,36.07,41.596846653530996,-0.13286696223791383
2007-04-05,36.28,41.866846653531006,-0.13344321581620278
2007-04-09,36.55,42.246846653531,-0.13484667152204743
2007-04-10,36.93,41.956846653531,-0.11980992506518484
2007-04-11,36.64,41.696846653531004,-0.12127647674534103
2007-04-12,36.38,41.726846653531,-0.12813924564986356
2007-04-13,36.41,41.856846653531,-0.13013036310683268
2007-04-16,36.54,41.946846653531004,-0.12889757120934542
2007-04-17,36.63,41.616846653531006,-0.11982759518152708
2007-04-18,36.3,41.446846653531004,-0.12417945076872405
2007-04-19,36.13,42.00684665353101,-0.13990211410065478
2007-04-20,36.69,41.96684665353099,-0.12573845962493857
2007-04-23,36.65,41.706846653531,-0.1212473984317124
2007-04-24,36.39,42.606846653531,-0.1459119165538102
2007-04-25,37.29,42.996846653531,-0.13272709739662603
2007-04-26,37.68,42.476846653531,-0.11292850179433567
2007-04-27,37.16,42.516846653531,-0.12599350787192298
2007-04-30,37.2,42.646846653531,-0.12771979831901636
2007-05-01,37.33,43.196846653531004,-0.135816549309426
2007-05-02,37.88,42.996846653531,-0.11900516088453184
2007-05-03,37.68,42.886846653531,-0.121408941431284
2007-05-04,37.57,43.226846653531,-0.13086419878996458
2007-05-07,37.91,43.00684665353101,-0.11851244743870426
2007-05-08,37.69,43.676846653531,-0.1370714030942296
2007-05-09,38.36,43.296846653531,-0.11402323806711645
2007-05-10,37.98,43.666846653530996,-0.13023259267271015
2007-05-11,38.35,43.596846653530996,-0.12034922376905532
2007-05-14,38.28,43.806846653531004,-0.12616399206368156
2007-05-15,38.49,43.336846653531005,-0.11184123967949322
2007-05-16,38.02,43.57684665353099,-0.1275183286599909
2007-05-17,38.26,43.896846653531,-0.12841119768856069
2007-05-18,38.58,43.596846653530996,-0.11507361285554518
2007-05-21,38.28,43.586846653531005,-0.12175339720523448
2007-05-22,38.27,43.736846653530996,-0.12499407414616703
2007-05-23,38.42,43.276846653531,-0.11222736934634603
2007-05-24,37.96,43.726846653531,-0.13188343305943184
2007-05-25,38.41,43.43684665353099,-0.11572770679296907
2007-05-29,38.12,43.646846653531,-0.12662648226120787
2007-05-30,38.33,43.946846653531004,-0.12781000415827803
2007-05-31,38.63,44.346846653530996,-0.12891213434396032
2007-06-01,39.03,44.646846653531,-0.1258061223700505
2007-06-04,39.33,44.106846653531,-0.10830170406545236
2007-06-05,38.79,43.646846653531,-0.11127600332928256
2007-06-06,38.33,42.876846653531,-0.10604433414313497
2007-06-07,37.56,43.16684665353101,-0.12988779788649152
2007-06-08,37.85,42.71684665353099,-0.11393272291386936
2007-06-11,37.4,41.896846653531,-0.10733138679189869
2007-06-12,36.58,42.57684665353099,-0.1408475996902806
2007-06-13,37.26,42.446846653531004,-0.12219627752017082
2007-06-14,37.13,43.116846653531006,-0.1388516813773235
2007-06-15,37.8,43.406846653531005,-0.12916963764459288
2007-06-18,38.09,43.706846653531,-0.12851182557406537
2007-06-19,38.39,43.16684665353101,-0.11066007883020257
2007-06-20,37.85,43.68684665353099,-0.13360649945329084
2007-06-21,38.37,43.566846653531,-0.11928443421345969
2007-06-22,38.25,43.296846653531,-0.11656383879215859
2007-06-25,37.98,42.806846653531004,-0.11275875311719219
2007-06-26,37.49,42.68684665353099,-0.12174351260263716
2007-06-27,37.37,43.066846653531,-0.13227916822797903
2007-06-28,37.75,43.82684665353099,-0.13865580386311915
2007-06-29,38.51,41.96470060162776,-0.08232396638363626
2007-07-02,38.19,42.23470060162777,-0.09576723746141313
2007-07-03,38.46,43.23470060162777,-0.1104367680401609
2007-07-05,39.46,42.56470060162777,-0.07294073628486974
2007-07-06,38.79,42.84470060162777,-0.09463715569700404
2007-07-09,39.07,42.04470060162778,-0.07075090461014277
2007-07-10,38.27,42.22470060162777,-0.09365846400993327
2007-07-11,38.45,43.06470060162777,-0.10715738266280528
2007-07-12,39.29,44.00470060162777,-0.10714084034589177
2007-07-13,40.23,43.23470060162777,-0.06949743053186885
2007-07-16,39.46,43.40470060162777,-0.09088187562523675
2007-07-17,39.63,44.13470060162777,-0.10206709324457564
2007-07-18,40.36,44.664700601627764,-0.0963781362831051
2007-07-19,40.89,43.51470060162777,-0.06031756085504558
2007-07-20,39.74,43.98470060162777,-0.09650402398034474
2007-07-23,40.21,43.45470060162776,-0.07466857570539143
2007-07-24,39.68,42.21470060162776,-0.06004307896311423
2007-07-25,38.44,40.75470060162776,-0.05679591721832722
2007-07-26,36.98,39.98470060162777,-0.07514625735388036
2007-07-27,36.21,40.65470060162777,-0.1093280859495448
2007-07-30,36.88,40.33470060162778,-0.08565083042883326
2007-07-31,36.56,40.15470060162777,-0.08952129010475174
2007-08-01,36.38,38.87470060162778,-0.06417285697432018
2007-08-02,35.1,38.15470060162777,-0.08006092443292434
2007-08-03,34.38,37.79470060162778,-0.09034866124804575
2007-08-06,34.02,38.02470060162777,-0.1053183993105874
2007-08-07,34.25,38.68470060162777,-0.11463706666095186
2007-08-08,34.91,36.96470060162776,-0.05558547934072233
2007-08-09,33.19,37.034700601627776,-0.10381346518726264
2007-08-10,33.26,36.66470060162778,-0.0928604501266983
2007-08-13,32.89,36.12470060162778,-0.0895426272815123
2007-08-14,32.35,35.21470060162777,-0.08134956574060292
2007-08-15,31.44,35.64470060162777,-0.11796145094947863
2007-08-16,31.87,36.38470060162776,-0.1240823897675768
2007-08-17,32.61,36.06470060162777,-0.09579174494718645
2007-08-20,32.29,36.13470060162776,-0.1063991270887843
2007-08-21,32.36,37.12470060162778,-0.12834313878396275
2007-08-22,33.35,37.24470060162778,-0.1045705976612833
2007-08-23,33.47,37.70470060162778,-0.1123122723177109
2007-08-24,33.93,37.65470060162777,-0.09891728103308195
2007-08-27,33.88,37.10470060162777,-0.08690814234696453
2007-08-28,33.33,37.70470060162778,-0.11602533720792674
2007-08-29,33.93,38.054700601627765,-0.10838872823640966
2007-08-30,34.28,38.40470060162777,-0.10740093105824
2007-08-31,34.63,38.74470060162778,-0.10620034579528803
2007-09-04,34.97,38.77470060162777,-0.09812327477953631
2007-09-05,35.0,38.88470060162776,-0.09990306062598675
2007-09-06,35.11,38.35470060162777,-0.0845972084446428
2007-09-07,34.58,37.72470060162777,-0.08335919308772666
2007-09-10,33.95,37.92470060162776,-0.10480506209868834
2007-09-11,34.15,37.95470060162778,-0.10024319890076028
2007-09-12,34.18,38.15470060162777,-0.10417328766716105
2007-09-13,34.38,38.21470060162776,-0.10034621601783322
2007-09-14,34.44,37.98470060162777,-0.09331916654559258
2007-09-17,34.21,38.92470060162776,-0.12112361890410017
2007-09-18,35.15,39.29470060162778,-0.10547734269938902
2007-09-19,35.52,39.054700601627765,-0.09050640632693618
2007-09-20,35.28,39.13470060162776,-0.09849827754827467
2007-09-21,35.36,38.87470060162778,-0.09041100117130185
2007-09-24,35.1,39.06470060162777,-0.10149061788694635
2007-09-25,35.29,39.18470060162777,-0.09939339951128734
2007-09-26,35.41,39.19470060162777,-0.09656153876758011
2007-09-27,35.42,39.14470060162777,-0.09515210346181269
2007-09-28,35.37,39.36472036382105,-0.10147970890941427
2007-10-01,35.5,39.39472036382105,-0.09886401852462057
2007-10-02,35.53,39.174720363821045,-0.09303755917009804
2007-10-03,35.31,38.99472036382106,-0.094492801318809
2007-10-04,35.13,39.79472036382105,-0.11721957890830992
2007-10-05,35.93,39.78472036382105,-0.09688946732742176
2007-10-08,35.92,40.414720363821054,-0.1112149316723886
2007-10-09,36.55,39.54472036382105,-0.07572996688986278
2007-10-10,35.68,39.48472036382105,-0.09635930883550659
2007-10-11,35.62,39.054720363821055,-0.08794635659465289
2007-10-12,35.19,38.664720363821054,-0.08986798122746509
2007-10-15,34.8,38.304720363821055,-0.09149578251800206
2007-10-16,34.44,38.64472036382105,-0.10880452295257093
2007-10-17,34.78,39.36472036382105,-0.1164677488229976
2007-10-18,35.5,38.48472036382105,-0.07755598418293153
2007-10-19,34.62,38.59472036382105,-0.10298611640018462
2007-10-22,34.73,38.914720363821054,-0.10753566580197205
2007-10-23,35.05,38.86472036382105,-0.09815380962761677
2007-10-24,35.0,39.27472036382105,-0.10884152259321545
2007-10-25,35.41,39.79472036382105,-0.11018346965964299
2007-10-26,35.93,40.26472036382104,-0.10765554372795061
2007-10-29,36.4,39.54472036382105,-0.07952314076035583
2007-10-30,35.68,40.314720363821046,-0.11496347542522711
2007-10-31,36.45,39.43472036382105,-0.07568762593684697
2007-11-01,35.57,38.82472036382105,-0.08383113473378612
2007-11-02,34.96,38.78472036382105,-0.0986141018407034
2007-11-05,34.92,38.79472036382105,-0.099877517545777
2007-11-06,34.93,37.64472036382105,-0.07211423906418679
2007-11-07,33.78,37.944720363821055,-0.10975757164340494
2007-11-08,34.08,37.564720363821046,-0.09276577411121145
2007-11-09,33.7,37.164720363821054,-0.09322605766714909
2007-11-12,33.3,37.914720363821054,-0.12171315836011043
2007-11-13,34.05,37.87472036382105,-0.10098346145083426
2007-11-14,34.01,36.95472036382105,-0.07968455273995145
2007-11-15,33.09,37.50472036382105,-0.11771105932787351
2007-11-16,33.64,36.584720363821056,-0.08049044340197042
2007-11-19,32.72,36.944720363821055,-0.1143524791152083
2007-11-20,33.08,35.78472036382105,-0.0755831074358645
2007-11-21,31.92,36.304720363821055,-0.12077548924438442
2007-11-23,32.44,35.89472036382105,-0.0962459194222649
2007-11-26,32.03,35.93472036382105,-0.10866149295966998
2007-11-27,32.07,36.924720363821045,-0.13147615786896294
2007-11-28,33.06,36.75472036382105,-0.10052369674557204
2007-11-29,32.89,37.14472036382105,-0.11454441767625068
2007-11-30,33.28,37.18472036382105,-0.10500873277025247
2007-12-03,33.32,36.11472036382105,-0.07738452175918664
2007-12-04,32.25,35.99472036382106,-0.1040352675606544
2007-12-05,32.13,37.54472036382105,-0.1442205538182353
2007-12-06,33.68,37.90472036382105,-0.11145631265106026
2007-12-07,34.04,37.74472036382106,-0.09815201511923499
2007-12-10,33.88,36.13472036382105,-0.062397614845762894
2007-12-11,32.27,36.57472036382105,-0.11769660358303624
2007-12-12,32.71,36.95472036382105,-0.1148627380218703
2007-12-13,33.09,35.774720363821054,-0.07504518096907631
2007-12-14,31.91,35.084720363821056,-0.09048726428199749
2007-12-17,31.22,35.57472036382105,-0.1224105297043947
2007-12-18,31.71,35.25472036382105,-0.10054597872966531
2007-12-19,31.39,35.34472036382105,-0.11188998874833678
2007-12-20,31.48,36.49472036382106,-0.1374094749549688
2007-12-21,32.63,36.57472036382105,-0.10785373953871924
2007-12-24,32.71,36.36472036382105,-0.10050181404549174
2007-12-26,32.5,35.96472036382106,-0.09633664126320907
2007-12-27,32.1,35.96472036382106,-0.10745865183227721
2007-12-28,32.1,35.79472036382105,-0.10321970185176887
2007-12-31,31.93,33.42497763176149,-0.044726361472293585
2008-01-02,31.37,34.284977631761485,-0.08502200768715273
2008-01-03,32.23,32.92497763176149,-0.021107915076943762
2008-01-04,30.87,32.644977631761485,-0.05437215034371912
2008-01-07,30.59,32.16497763176149,-0.048965606312322385
2008-01-08,30.11,32.62497763176149,-0.0770874898413133
2008-01-09,30.57,32.47497763176148,-0.058659859703747985
2008-01-10,30.42,32.644977631761485,-0.06815681287515174
2008-01-11,30.59,33.284977631761485,-0.08096678512380495
2008-01-14,31.23,32.434977631761484,-0.03715056151546492
2008-01-15,30.38,32.9049776317615,-0.07673543073082856
2008-01-16,30.85,31.714977631761492,-0.027273474438627487
2008-01-17,29.66,32.31497763176149,-0.08215935229835913
2008-01-18,30.26,32.55497763176149,-0.07049544489695625
2008-01-22,30.5,32.57497763176149,-0.06369851286523465
2008-01-23,30.52,33.114977631761484,-0.0783626569408451
2008-01-24,31.06,33.26497763176149,-0.06628525821271469
2008-01-25,31.21,32.83497763176148,-0.04948922609253226
2008-01-28,30.78,33.60497763176149,-0.08406426163163061
2008-01-29,31.55,33.32497763176149,-0.05326268036470605
2008-01-30,31.27,33.81497763176149,-0.07526184578549178
2008-01-31,31.76,34.284977631761485,-0.07364676328160569
2008-02-01,32.23,33.864977631761484,-0.04827930641324463
2008-02-04,31.81,32.91497763176149,-0.03357066330481828
2008-02-05,30.86,32.54497763176148,-0.05177381440622253
2008-02-06,30.49,33.33497763176148,-0.08534511896749541
2008-02-07,31.28,33.45497763176148,-0.065012078492517
2008-02-08,31.4,34.23497763176149,-0.08280939050859315
2008-02-11,32.18,34.93497763176149,-0.07886015158792536
2008-02-12,32.88,35.09497763176149,-0.06311380662505106
2008-02-13,33.04,34.04497763176148,-0.029519115642593685
2008-02-14,31.99,34.114977631761484,-0.06228870071962478
2008-02-15,32.06,34.22497763176148,-0.06325724022540591
2008-02-19,32.17,34.39497763176149,-0.06468902685684175
2008-02-20,32.34,34.12497763176149,-0.05230707111438915
2008-02-21,32.07,34.004977631761484,-0.05690277619692263
2008-02-22,31.95,34.79497763176149,-0.08176403105845209
2008-02-25,32.74,34.614977631761484,-0.05416665732700254
2008-02-26,32.56,34.80497763176149,-0.06450162547189275
2008-02-27,32.75,34.19497763176149,-0.042257013510058394
2008-02-28,32.14,33.31497763176149,-0.035268750432577156
2008-02-29,31.26,33.41497763176149,-0.06449136837707004
2008-03-03,31.36,33.46497763176149,-0.06290091255772023
2008-03-04,31.41,34.04497763176148,-0.07739695588177564
2008-03-05,31.99,33.644977631761485,-0.04918944069081965
2008-03-06,31.59,32.934977631761484,-0.04083736284260986
2008-03-07,30.88,32.34497763176149,-0.045292275309009256
2008-03-10,30.29,33.54497763176148,-0.09703323303693501
2008-03-11,31.49,33.77497763176149,-0.06765297246600488
2008-03-12,31.72,33.42497763176149,-0.0510090881898263
2008-03-13,31.37,33.864977631761484,-0.07367427372582935
2008-03-14,31.81,31.114977631761484,0.022337228599806247
2008-03-17,29.06,30.42497763176149,-0.044863718497414884
2008-03-18,28.37,29.114977631761484,-0.025587436170611655
2008-03-19,27.06,28.364977631761484,-0.0460066511845314
2008-03-20,26.31,28.654977631761493,-0.08183491405564025
2008-03-24,26.6,28.63497763176149,-0.07106615056350951
2008-03-25,26.58,29.164977631761488,-0.08863293723038468
2008-03-26,27.11,28.73497763176149,-0.05655050971626163
2008-03-27,26.68,28.63497763176149,-0.06827236455016672
2008-03-28,26.58,28.874977631761485,-0.0794798063925456
2008-03-31,26.82,30.09913669130335,-0.10894454299251721
2008-04-01,27.82,30.579136691303358,-0.09022938479777454
2008-04-02,28.3,30.629136691303344,-0.07604317140171513
2008-04-03,28.35,30.619136691303343,-0.07410844773908454
2008-04-04,28.34,30.569136691303356,-0.07292115292014534
2008-04-07,28.29,30.979136691303342,-0.08680476535223314
2008-04-08,28.7,30.059136691303355,-0.04521542668577627
2008-04-09,27.78,29.559136691303355,-0.06018906133435209
2008-04-10,27.28,29.07913669130335,-0.06187036122848222
2008-04-11,26.8,29.28913669130335,-0.0849849798421145
2008-04-14,27.01,29.18913669130335,-0.0746557431399677
2008-04-15,26.91,30.309136691303355,-0.11214891159465701
2008-04-16,28.03,29.91913669130335,-0.06314141717372712
2008-04-17,27.64,30.52913669130335,-0.09463538784332415
2008-04-18,28.25,30.40913669130335,-0.07100289341396648
2008-04-21,28.13,29.209136691303346,-0.03694517584371626
2008-04-22,26.93,29.309136691303355,-0.08117389182634283
2008-04-23,27.03,29.52913669130335,-0.08463290740360085
2008-04-24,27.25,30.059136691303355,-0.09345367167900365
2008-04-25,27.78,29.149136691303347,-0.046970059724335766
2008-04-28,26.87,29.209136691303346,-0.08008236313262196
2008-04-29,26.93,28.08913669130335,-0.04126636941683681
2008-04-30,25.81,28.11913669130335,-0.08211975768151936
2008-05-01,25.84,27.649136691303347,-0.06543194138399211
2008-05-02,25.37,27.61913669130335,-0.08143399688562869
2008-05-05,25.34,28.17913669130335,-0.1007531466419822
2008-05-06,25.9,27.76913669130335,-0.06730985957833968
2008-05-07,25.49,27.979136691303346,-0.08896402768842526
2008-05-08,25.7,27.739136691303347,-0.0735111807550467
2008-05-09,25.46,28.02913669130335,-0.09165950131102252
2008-05-12,25.75,28.01913669130335,-0.08098524648718564
2008-05-13,25.74,28.86913669130335,-0.10839037982891897
