date,SYY,dcf,Deviation
2002-09-24,28.89,,
2002-09-25,29.09,,
2002-09-26,30.03,,
2002-09-27,29.54,,
2002-09-30,28.39,,
2002-10-01,29.49,,
2002-10-02,28.51,,
2002-10-03,28.81,,
2002-10-04,29.03,,
2002-10-07,29.36,,
2002-10-08,29.94,,
2002-10-09,28.87,,
2002-10-10,28.4,,
2002-10-11,29.45,,
2002-10-14,29.61,,
2002-10-15,30.29,,
2002-10-16,29.9,,
2002-10-17,30.8,,
2002-10-18,30.9,,
2002-10-21,32.18,,
2002-10-22,31.54,,
2002-10-23,31.44,,
2002-10-24,30.78,,
2002-10-25,32.34,,
2002-10-28,31.0,,
2002-10-29,31.06,,
2002-10-30,32.12,,
2002-10-31,31.68,,
2002-11-01,31.85,,
2002-11-04,32.14,,
2002-11-05,32.09,,
2002-11-06,31.9,,
2002-11-07,31.76,,
2002-11-08,31.47,,
2002-11-11,31.07,,
2002-11-12,30.99,,
2002-11-13,31.89,,
2002-11-14,32.3,,
2002-11-15,32.13,,
2002-11-18,31.73,,
2002-11-19,31.72,,
2002-11-20,31.25,,
2002-11-21,31.3,,
2002-11-22,30.77,,
2002-11-25,29.75,,
2002-11-26,29.29,,
2002-11-27,29.45,,
2002-11-29,29.42,,
2002-12-02,29.0,,
2002-12-03,29.0,,
2002-12-04,29.54,,
2002-12-05,29.26,,
2002-12-06,29.69,,
2002-12-09,29.75,,
2002-12-10,30.08,,
2002-12-11,29.83,,
2002-12-12,29.87,,
2002-12-13,29.92,,
2002-12-16,30.27,,
2002-12-17,29.57,,
2002-12-18,29.52,,
2002-12-19,29.23,,
2002-12-20,29.86,,
2002-12-23,29.85,,
2002-12-24,29.76,,
2002-12-26,29.86,,
2002-12-27,29.4,,
2002-12-30,29.75,,
2002-12-31,29.79,,
2003-01-02,30.56,,
2003-01-03,30.31,,
2003-01-06,30.84,,
2003-01-07,30.63,,
2003-01-08,30.42,,
2003-01-09,30.54,,
2003-01-10,30.5,,
2003-01-13,30.53,,
2003-01-14,30.55,,
2003-01-15,29.95,,
2003-01-16,30.15,,
2003-01-17,30.17,,
2003-01-21,29.99,,
2003-01-22,29.8,,
2003-01-23,29.78,,
2003-01-24,29.08,,
2003-01-27,28.17,,
2003-01-28,28.24,,
2003-01-29,28.11,,
2003-01-30,28.55,,
2003-01-31,29.37,,
2003-02-03,29.27,,
2003-02-04,28.98,,
2003-02-05,29.19,,
2003-02-06,29.33,,
2003-02-07,29.02,,
2003-02-10,29.19,,
2003-02-11,28.6,,
2003-02-12,28.35,,
2003-02-13,28.4,,
2003-02-14,29.2,,
2003-02-18,29.21,,
2003-02-19,28.87,,
2003-02-20,28.02,,
2003-02-21,28.17,,
2003-02-24,27.58,,
2003-02-25,28.23,,
2003-02-26,27.96,,
2003-02-27,27.86,,
2003-02-28,27.12,,
2003-03-03,26.8,,
2003-03-04,26.3,,
2003-03-05,24.32,,
2003-03-06,24.6,,
2003-03-07,24.45,,
2003-03-10,23.62,,
2003-03-11,23.59,,
2003-03-12,24.12,,
2003-03-13,25.24,,
2003-03-14,25.8,,
2003-03-17,26.79,,
2003-03-18,26.87,,
2003-03-19,26.96,,
2003-03-20,26.36,,
2003-03-21,27.55,,
2003-03-24,26.16,,
2003-03-25,26.71,,
2003-03-26,26.39,,
2003-03-27,26.42,,
2003-03-28,25.76,,
2003-03-31,25.44,,
2003-04-01,26.0,,
2003-04-02,26.84,,
2003-04-03,26.65,,
2003-04-04,27.2,,
2003-04-07,27.28,,
2003-04-08,27.28,,
2003-04-09,26.77,,
2003-04-10,26.97,,
2003-04-11,26.66,,
2003-04-14,27.13,,
2003-04-15,26.77,,
2003-04-16,26.6,,
2003-04-17,27.29,,
2003-04-21,27.27,,
2003-04-22,27.8,,
2003-04-23,27.7,,
2003-04-24,27.04,,
2003-04-25,27.63,,
2003-04-28,28.36,,
2003-04-29,28.73,,
2003-04-30,28.73,,
2003-05-01,28.5,,
2003-05-02,28.89,,
2003-05-05,28.93,,
2003-05-06,28.85,,
2003-05-07,28.49,,
2003-05-08,27.93,,
2003-05-09,28.88,,
2003-05-12,29.0,,
2003-05-13,29.03,,
2003-05-14,28.9,,
2003-05-15,29.62,,
2003-05-16,29.66,,
2003-05-19,29.5,,
2003-05-20,29.7,,
2003-05-21,29.77,,
2003-05-22,29.99,,
2003-05-23,30.0,,
2003-05-27,30.17,,
2003-05-28,30.25,,
2003-05-29,30.5,,
2003-05-30,30.94,,
2003-06-02,31.21,,
2003-06-03,30.72,,
2003-06-04,30.99,,
2003-06-05,30.99,,
2003-06-06,31.06,,
2003-06-09,30.88,,
2003-06-10,30.56,,
2003-06-11,30.63,,
2003-06-12,30.74,,
2003-06-13,30.7,,
2003-06-16,31.21,,
2003-06-17,30.8,,
2003-06-18,30.85,,
2003-06-19,30.41,,
2003-06-20,30.03,,
2003-06-23,29.87,,
2003-06-24,29.97,,
2003-06-25,29.52,,
2003-06-26,29.7,,
2003-06-27,29.55,,
2003-06-30,30.04,,
2003-07-01,30.14,,
2003-07-02,30.3,,
2003-07-03,30.2,,
2003-07-07,30.56,,
2003-07-08,30.25,,
2003-07-09,29.89,,
2003-07-10,29.65,,
2003-07-11,29.75,,
2003-07-14,29.66,,
2003-07-15,29.68,,
2003-07-16,29.48,,
2003-07-17,28.98,,
2003-07-18,28.88,,
2003-07-21,28.8,,
2003-07-22,28.75,,
2003-07-23,29.77,,
2003-07-24,29.62,,
2003-07-25,30.32,,
2003-07-28,30.48,,
2003-07-29,30.4,,
2003-07-30,30.26,,
2003-07-31,30.13,,
2003-08-01,29.61,,
2003-08-04,29.83,,
2003-08-05,29.38,,
2003-08-06,29.38,,
2003-08-07,29.87,,
2003-08-08,29.57,,
2003-08-11,30.48,,
2003-08-12,30.38,,
2003-08-13,30.62,,
2003-08-14,31.07,,
2003-08-15,31.21,,
2003-08-18,31.24,,
2003-08-19,31.2,,
2003-08-20,30.97,,
2003-08-21,30.8,,
2003-08-22,30.55,,
2003-08-25,30.74,,
2003-08-26,30.88,,
2003-08-27,30.88,,
2003-08-28,31.14,,
2003-08-29,31.46,,
2003-09-02,31.8,,
2003-09-03,32.04,,
2003-09-04,31.68,,
2003-09-05,31.67,,
2003-09-08,31.86,,
2003-09-09,31.65,,
2003-09-10,31.75,,
2003-09-11,32.3,,
2003-09-12,32.82,,
2003-09-15,32.6,,
2003-09-16,32.91,,
2003-09-17,33.06,,
2003-09-18,33.95,,
2003-09-19,33.55,,
2003-09-22,33.3,,
2003-09-23,33.99,,
2003-09-24,33.68,,
2003-09-25,33.61,,
2003-09-26,33.57,,
2003-09-29,33.0,,
2003-09-30,32.71,,
2003-10-01,32.88,,
2003-10-02,32.78,,
2003-10-03,33.13,,
2003-10-06,33.56,,
2003-10-07,33.59,,
2003-10-08,33.16,,
2003-10-09,33.46,,
2003-10-10,33.23,,
2003-10-13,33.94,,
2003-10-14,33.71,,
2003-10-15,33.55,,
2003-10-16,33.21,,
2003-10-17,32.87,,
2003-10-20,33.13,,
2003-10-21,32.65,,
2003-10-22,31.76,,
2003-10-23,32.37,,
2003-10-24,31.99,,
2003-10-27,33.24,,
2003-10-28,33.27,,
2003-10-29,33.36,,
2003-10-30,33.56,,
2003-10-31,33.66,,
2003-11-03,34.1,,
2003-11-04,33.86,,
2003-11-05,33.77,,
2003-11-06,33.94,,
2003-11-07,34.12,,
2003-11-10,34.02,,
2003-11-11,34.14,,
2003-11-12,34.86,,
2003-11-13,35.06,,
2003-11-14,34.75,,
2003-11-17,35.17,,
2003-11-18,34.73,,
2003-11-19,35.19,,
2003-11-20,34.68,,
2003-11-21,35.14,,
2003-11-24,35.72,,
2003-11-25,35.87,,
2003-11-26,36.13,,
2003-11-28,36.32,,
2003-12-01,36.04,,
2003-12-02,36.02,,
2003-12-03,36.4,,
2003-12-04,36.25,,
2003-12-05,35.98,,
2003-12-08,36.14,,
2003-12-09,35.71,,
2003-12-10,35.48,,
2003-12-11,36.03,,
2003-12-12,35.98,,
2003-12-15,36.15,,
2003-12-16,36.19,,
2003-12-17,36.35,,
2003-12-18,36.84,,
2003-12-19,36.0,,
2003-12-22,35.95,,
2003-12-23,36.51,,
2003-12-24,36.59,,
2003-12-26,36.73,,
2003-12-29,37.15,,
2003-12-30,37.33,,
2003-12-31,37.23,,
2004-01-02,36.92,,
2004-01-05,36.58,,
2004-01-06,37.0,,
2004-01-07,36.9,,
2004-01-08,36.7,,
2004-01-09,36.24,,
2004-01-12,36.77,,
2004-01-13,36.02,,
2004-01-14,36.11,,
2004-01-15,35.45,,
2004-01-16,35.83,,
2004-01-20,35.96,,
2004-01-21,36.54,,
2004-01-22,35.6,,
2004-01-23,36.34,,
2004-01-26,37.55,,
2004-01-27,37.7,,
2004-01-28,37.72,,
2004-01-29,38.19,,
2004-01-30,37.93,,
2004-02-02,37.75,,
2004-02-03,37.71,,
2004-02-04,37.52,,
2004-02-05,37.58,,
2004-02-06,37.56,,
2004-02-09,37.5,,
2004-02-10,37.68,,
2004-02-11,38.35,,
2004-02-12,37.79,,
2004-02-13,37.66,,
2004-02-17,37.83,,
2004-02-18,38.05,,
2004-02-19,38.37,,
2004-02-20,38.41,,
2004-02-23,38.4,,
2004-02-24,38.3,,
2004-02-25,38.09,,
2004-02-26,38.82,,
2004-02-27,39.65,,
2004-03-01,40.5,,
2004-03-02,39.85,,
2004-03-03,39.94,,
2004-03-04,39.52,,
2004-03-05,39.59,,
2004-03-08,39.46,,
2004-03-09,40.21,,
2004-03-10,40.9,,
2004-03-11,39.82,,
2004-03-12,40.03,,
2004-03-15,39.3,,
2004-03-16,39.23,,
2004-03-17,40.15,,
2004-03-18,39.6,,
2004-03-19,39.15,,
2004-03-22,38.69,,
2004-03-23,38.75,,
2004-03-24,38.8,,
2004-03-25,39.02,,
2004-03-26,38.83,,
2004-03-29,39.67,,
2004-03-30,39.38,,
2004-03-31,39.05,,
2004-04-01,38.87,,
2004-04-02,38.15,,
2004-04-05,38.5,,
2004-04-06,38.52,,
2004-04-07,38.21,,
2004-04-08,37.94,,
2004-04-12,37.83,,
2004-04-13,37.75,,
2004-04-14,37.7,,
2004-04-15,37.78,,
2004-04-16,38.33,,
2004-04-19,38.37,,
2004-04-20,38.28,,
2004-04-21,38.4,,
2004-04-22,38.9,,
2004-04-23,39.2,,
2004-04-26,39.05,,
2004-04-27,39.37,,
2004-04-28,38.79,,
2004-04-29,38.59,,
2004-04-30,38.25,,
2004-05-03,39.09,,
2004-05-04,38.6,,
2004-05-05,38.42,,
2004-05-06,38.35,,
2004-05-07,38.06,,
2004-05-10,37.89,,
2004-05-11,38.14,,
2004-05-12,37.84,,
2004-05-13,38.0,,
2004-05-14,38.03,,
2004-05-17,37.9,,
2004-05-18,38.14,,
2004-05-19,38.01,,
2004-05-20,37.85,,
2004-05-21,36.99,,
2004-05-24,36.48,,
2004-05-25,36.94,,
2004-05-26,36.87,,
2004-05-27,37.25,,
2004-05-28,37.5,,
2004-06-01,37.52,,
2004-06-02,37.52,,
2004-06-03,37.26,,
2004-06-04,37.16,,
2004-06-07,37.39,,
2004-06-08,37.84,,
2004-06-09,37.73,,
2004-06-10,37.87,,
2004-06-14,37.64,,
2004-06-15,37.67,,
2004-06-16,37.91,,
2004-06-17,37.64,,
2004-06-18,37.63,,
2004-06-21,37.22,,
2004-06-22,37.38,,
2004-06-23,37.1,,
2004-06-24,37.1,,
2004-06-25,36.58,,
2004-06-28,36.19,,
2004-06-29,35.8,,
2004-06-30,35.87,,
2004-07-01,35.32,,
2004-07-02,34.8,,
2004-07-06,34.87,,
2004-07-07,34.87,,
2004-07-08,35.28,,
2004-07-09,35.84,,
2004-07-12,35.75,,
2004-07-13,35.32,,
2004-07-14,35.55,,
2004-07-15,35.81,,
2004-07-16,35.84,,
2004-07-19,35.57,,
2004-07-20,35.56,,
2004-07-21,35.4,,
2004-07-22,35.33,,
2004-07-23,34.86,,
2004-07-26,35.01,,
2004-07-27,34.71,,
2004-07-28,34.54,,
2004-07-29,33.96,,
2004-07-30,34.45,,
2004-08-02,34.55,,
2004-08-03,34.31,,
2004-08-04,34.25,,
2004-08-05,33.76,,
2004-08-06,33.25,,
2004-08-09,33.4,,
2004-08-10,33.96,,
2004-08-11,33.82,,
2004-08-12,33.2,,
2004-08-13,33.44,,
2004-08-16,31.0,,
2004-08-17,32.02,,
2004-08-18,31.71,,
2004-08-19,31.8,,
2004-08-20,31.85,,
2004-08-23,32.18,,
2004-08-24,31.86,,
2004-08-25,31.75,,
2004-08-26,31.94,,
2004-08-27,32.57,,
2004-08-30,32.24,,
2004-08-31,32.14,,
2004-09-01,32.19,,
2004-09-02,32.88,,
2004-09-03,32.88,,
2004-09-07,33.29,,
2004-09-08,32.73,,
2004-09-09,32.71,,
2004-09-10,32.7,,
2004-09-13,32.28,,
2004-09-14,32.06,,
2004-09-15,31.13,,
2004-09-16,31.2,,
2004-09-17,31.32,,
2004-09-20,31.29,,
2004-09-21,31.1,,
2004-09-22,30.7,,
2004-09-23,30.57,,
2004-09-24,30.0,,
2004-09-27,29.95,,
2004-09-28,29.99,,
2004-09-29,30.0,,
2004-09-30,29.92,,
2004-10-01,30.67,,
2004-10-04,30.84,,
2004-10-05,30.6,,
2004-10-06,30.21,,
2004-10-07,29.98,,
2004-10-08,29.89,,
2004-10-11,30.2,,
2004-10-12,30.34,,
2004-10-13,30.22,,
2004-10-14,30.09,,
2004-10-15,29.96,,
2004-10-18,30.08,,
2004-10-19,30.26,,
2004-10-20,30.55,,
2004-10-21,31.0,,
2004-10-22,30.85,,
2004-10-25,30.55,,
2004-10-26,31.07,,
2004-10-27,31.97,,
2004-10-28,32.05,,
2004-10-29,32.27,,
2004-11-01,32.99,,
2004-11-02,34.0,,
2004-11-03,34.59,,
2004-11-04,34.98,,
2004-11-05,34.88,,
2004-11-08,35.0,,
2004-11-09,34.8,,
2004-11-10,34.97,,
2004-11-11,35.06,,
2004-11-12,35.25,,
2004-11-15,35.41,,
2004-11-16,34.92,,
2004-11-17,35.28,,
2004-11-18,35.72,,
2004-11-19,35.4,,
2004-11-22,35.49,,
2004-11-23,35.63,,
2004-11-24,35.7,,
2004-11-26,35.46,,
2004-11-29,35.02,,
2004-11-30,34.75,,
2004-12-01,35.24,,
2004-12-02,35.64,,
2004-12-03,35.79,,
2004-12-06,35.57,,
2004-12-07,34.92,,
2004-12-08,34.86,,
2004-12-09,35.52,,
2004-12-10,36.18,,
2004-12-13,36.56,,
2004-12-14,37.25,,
2004-12-15,37.09,,
2004-12-16,37.11,,
2004-12-17,36.28,,
2004-12-20,36.44,,
2004-12-21,37.53,,
2004-12-22,38.2,,
2004-12-23,37.97,,
2004-12-27,37.61,,
2004-12-28,37.96,,
2004-12-29,37.86,,
2004-12-30,37.89,,
2004-12-31,38.17,,
2005-01-03,37.26,,
2005-01-04,36.65,,
2005-01-05,36.55,,
2005-01-06,36.48,,
2005-01-07,36.32,,
2005-01-10,36.75,,
2005-01-11,36.37,,
2005-01-12,36.32,,
2005-01-13,36.42,,
2005-01-14,36.15,,
2005-01-18,36.44,,
2005-01-19,36.02,,
2005-01-20,35.75,,
2005-01-21,35.71,,
2005-01-24,35.52,,
2005-01-25,35.26,,
2005-01-26,35.2,,
2005-01-27,35.64,,
2005-01-28,35.89,,
2005-01-31,34.97,,
2005-02-01,34.8,,
2005-02-02,34.75,,
2005-02-03,34.68,,
2005-02-04,34.96,,
2005-02-07,34.77,,
2005-02-08,35.21,,
2005-02-09,35.05,,
2005-02-10,34.91,,
2005-02-11,34.84,,
2005-02-14,35.35,,
2005-02-15,34.99,,
2005-02-16,34.95,,
2005-02-17,34.62,,
2005-02-18,34.78,,
2005-02-22,34.25,,
2005-02-23,34.39,,
2005-02-24,34.57,,
2005-02-25,34.6,,
2005-02-28,34.42,,
2005-03-01,34.62,,
2005-03-02,34.81,,
2005-03-03,34.73,,
2005-03-04,34.66,,
2005-03-07,34.55,,
2005-03-08,34.55,,
2005-03-09,33.84,,
2005-03-10,34.06,,
2005-03-11,33.72,,
2005-03-14,34.22,,
2005-03-15,33.7,,
2005-03-16,33.2,,
2005-03-17,32.84,,
2005-03-18,32.77,,
2005-03-21,32.64,,
2005-03-22,33.88,,
2005-03-23,33.87,,
2005-03-24,34.56,,
2005-03-28,35.95,,
2005-03-29,36.18,,
2005-03-30,36.32,,
2005-03-31,35.8,,
2005-04-01,35.48,,
2005-04-04,35.49,,
2005-04-05,36.52,,
2005-04-06,36.3,,
2005-04-07,36.48,,
2005-04-08,35.99,,
2005-04-11,35.95,,
2005-04-12,35.9,,
2005-04-13,35.86,,
2005-04-14,35.85,,
2005-04-15,35.0,,
2005-04-18,35.16,,
2005-04-19,34.97,,
2005-04-20,34.44,,
2005-04-21,35.07,,
2005-04-22,34.7,,
2005-04-25,35.07,,
2005-04-26,34.91,,
2005-04-27,34.86,,
2005-04-28,34.61,,
2005-04-29,34.6,,
2005-05-02,35.41,,
2005-05-03,35.5,,
2005-05-04,35.75,,
2005-05-05,35.66,,
2005-05-06,35.79,,
2005-05-09,35.94,,
2005-05-10,36.05,,
2005-05-11,36.3,,
2005-05-12,35.89,,
2005-05-13,35.49,,
2005-05-16,36.3,,
2005-05-17,36.56,,
2005-05-18,37.05,,
2005-05-19,37.03,,
2005-05-20,37.18,,
2005-05-23,37.34,,
2005-05-24,37.65,,
2005-05-25,37.34,,
2005-05-26,37.49,,
2005-05-27,37.34,,
2005-05-31,37.16,,
2005-06-01,37.76,,
2005-06-02,37.74,,
2005-06-03,37.43,,
2005-06-06,37.36,,
2005-06-07,37.54,,
2005-06-08,37.28,,
2005-06-09,37.21,,
2005-06-10,37.0,,
2005-06-13,37.5,,
2005-06-14,37.79,,
2005-06-15,36.95,,
2005-06-16,36.86,,
2005-06-17,37.05,,
2005-06-20,37.05,,
2005-06-21,36.53,,
2005-06-22,36.57,,
2005-06-23,35.98,,
2005-06-24,35.95,,
2005-06-27,35.75,,
2005-06-28,36.26,,
2005-06-29,35.85,,
2005-06-30,36.19,,
2005-07-01,36.25,,
2005-07-05,36.88,,
2005-07-06,36.38,,
2005-07-07,36.19,,
2005-07-08,36.51,,
2005-07-11,36.66,,
2005-07-12,36.76,,
2005-07-13,36.55,,
2005-07-14,36.65,,
2005-07-15,36.82,,
2005-07-18,36.73,,
2005-07-19,37.2,,
2005-07-20,36.93,,
2005-07-21,36.51,,
2005-07-22,36.65,,
2005-07-25,36.29,,
2005-07-26,35.95,,
2005-07-27,35.89,,
2005-07-28,36.25,,
2005-07-29,36.06,,
2005-08-01,35.76,,
2005-08-02,35.83,,
2005-08-03,35.39,,
2005-08-04,34.75,,
2005-08-05,34.19,,
2005-08-08,34.0,,
2005-08-09,33.92,,
2005-08-10,34.0,,
2005-08-11,34.04,,
2005-08-12,34.05,,
2005-08-15,34.8,,
2005-08-16,34.11,,
2005-08-17,34.1,,
2005-08-18,34.15,,
2005-08-19,34.16,,
2005-08-22,33.99,,
2005-08-23,33.89,,
2005-08-24,33.51,,
2005-08-25,33.47,,
2005-08-26,33.55,,
2005-08-29,33.72,,
2005-08-30,33.04,,
2005-08-31,33.38,,
2005-09-01,32.26,,
2005-09-02,32.44,,
2005-09-06,32.97,,
2005-09-07,33.01,,
2005-09-08,32.59,,
2005-09-09,32.37,,
2005-09-12,32.49,,
2005-09-13,32.42,,
2005-09-14,32.38,,
2005-09-15,32.17,,
2005-09-16,32.67,,
2005-09-19,32.5,,
2005-09-20,31.92,,
2005-09-21,31.47,,
2005-09-22,31.43,,
2005-09-23,31.65,,
2005-09-26,32.01,,
2005-09-27,32.13,,
2005-09-28,31.94,,
2005-09-29,31.63,,
2005-09-30,31.37,31.94050936796205,-0.01786162397692692
2005-10-03,31.77,31.98050936796205,-0.006582426988262391
2005-10-04,31.81,31.62050936796205,0.00599264957540302
2005-10-05,31.45,31.400509367962048,0.0015761092107775543
2005-10-06,31.23,31.46050936796205,-0.007326943288362364
2005-10-07,31.29,31.68050936796205,-0.012326486402928993
2005-10-10,31.51,31.77050936796205,-0.008199722734843817
2005-10-11,31.6,32.180509367962046,-0.018039160329139547
2005-10-12,32.01,31.98050936796205,0.0009221439126760878
2005-10-13,31.81,32.22050936796205,-0.01274062316253255
2005-10-14,32.05,32.62050936796205,-0.017489284472129496
2005-10-17,32.45,32.79050936796205,-0.010384387877022228
2005-10-18,32.62,33.29050936796205,-0.020141156764856727
2005-10-19,33.12,32.67050936796205,0.013758298867502239
2005-10-20,32.5,32.33050936796205,0.0052424361802942965
2005-10-21,32.16,33.02050936796205,-0.02605984536377126
2005-10-24,32.85,32.42050936796205,0.013247497969984812
2005-10-25,32.25,32.29050936796205,-0.0012545286139785672
2005-10-26,32.12,31.850509367962047,0.008461109017899204
2005-10-27,31.68,32.430509367962046,-0.023142077709808362
2005-10-28,32.26,32.08050936796205,0.0055950056770981416
2005-10-31,31.91,30.77050936796205,0.03703190670039347
2005-11-01,30.6,30.75050936796205,-0.004894532515251848
2005-11-02,30.58,30.560509367962048,0.0006377718317216452
2005-11-03,30.39,30.21050936796205,0.005941330874357886
2005-11-04,30.04,30.48050936796205,-0.01445216556732054
2005-11-07,30.31,30.84050936796205,-0.017201705770565456
2005-11-08,30.67,30.650509367962048,0.0006358991233708089
2005-11-09,30.48,30.87050936796205,-0.012649916569479336
2005-11-10,30.7,31.580509367962048,-0.02788141754468698
2005-11-11,31.41,31.36050936796205,0.001578119521505883
2005-11-14,31.19,31.16050936796205,0.0009464104610650281
2005-11-15,30.99,30.94050936796205,0.0015995416057756895
2005-11-16,30.77,31.48050936796205,-0.022569818031125677
2005-11-17,31.31,32.070509367962046,-0.023713666634861297
2005-11-18,31.9,32.81050936796205,-0.027750540467107787
2005-11-21,32.64,32.92050936796205,-0.008520808861938067
2005-11-22,32.75,33.03050936796205,-0.008492432400516559
2005-11-23,32.86,33.21050936796205,-0.010554170189879142
2005-11-25,33.04,33.10050936796205,-0.001828049450520397
2005-11-28,32.93,32.54050936796205,0.011969407965734646
2005-11-29,32.37,32.49050936796205,-0.003709063671401891
2005-11-30,32.32,32.77050936796205,-0.013747402059074765
2005-12-01,32.6,32.78050936796205,-0.005506606561106908
2005-12-02,32.61,32.61050936796205,-1.5619748722883742e-05
2005-12-05,32.44,32.48050936796205,-0.0012471900456711982
2005-12-06,32.31,32.680509367962046,-0.011337319250148137
2005-12-07,32.51,32.67050936796205,-0.004912974149079319
2005-12-08,32.5,32.69050936796205,-0.005827665938688553
2005-12-09,32.52,32.94050936796205,-0.012765721478825598
2005-12-12,32.77,32.83050936796205,-0.0018430834344926872
2005-12-13,32.66,32.79050936796205,-0.00398009578007863
2005-12-14,32.62,32.94050936796205,-0.009729945714615496
2005-12-15,32.77,32.820509367962046,-0.001538957466983959
2005-12-16,32.65,32.640509367962046,0.00029076237539560346
2005-12-19,32.47,32.320509367962046,0.004625256066853156
2005-12-20,32.15,32.30050936796205,-0.004659659271854633
2005-12-21,32.13,32.11050936796205,0.0006069860747022204
2005-12-22,31.94,32.070509367962046,-0.0040694510481464885
2005-12-23,31.9,31.78050936796205,0.0037598715191899945
2005-12-27,31.61,31.77050936796205,-0.005052149655614624
2005-12-28,31.6,31.510509367962047,0.002840024926062945
2005-12-29,31.34,31.22050936796205,0.0038273120604679356
2005-12-30,31.05,31.33572108685555,-0.00911806325003961
2006-01-03,31.09,31.35572108685555,-0.008474405232764437
2006-01-04,31.11,31.235721086855552,-0.004024913864033031
2006-01-05,30.99,31.49572108685555,-0.016056818812337337
2006-01-06,31.25,31.63572108685555,-0.012192580842287692
2006-01-09,31.39,31.38572108685555,0.00013633311570604434
2006-01-10,31.14,31.145721086855552,-0.00018368773160193363
2006-01-11,30.9,31.02572108685555,-0.00405215680575477
2006-01-12,30.78,30.50572108685555,0.00899106473712008
2006-01-13,30.26,31.05572108685555,-0.0256223671197362
2006-01-17,30.81,31.13572108685555,-0.010461331084863135
2006-01-18,30.89,31.09572108685555,-0.00661573617414879
2006-01-19,30.85,30.645721086855552,0.006665821716691944
2006-01-20,30.4,30.645721086855552,-0.008018120577392707
2006-01-23,30.4,30.575721086855552,-0.005747079074811978
2006-01-24,30.33,30.62572108685555,-0.00965597139792651
2006-01-25,30.38,30.65572108685555,-0.00899411519547566
2006-01-26,30.41,30.81572108685555,-0.01316604228445628
2006-01-27,30.57,32.71572108685555,-0.06558684985603613
2006-01-30,32.47,30.92572108685555,0.04993509799843654
2006-01-31,30.68,31.04572108685555,-0.011780080283282368
2006-02-01,30.8,31.22572108685555,-0.0136336671192121
2006-02-02,30.98,30.35572108685555,0.02056544502297375
2006-02-03,30.11,30.325721086855552,-0.0071134693298045
2006-02-06,30.08,30.84572108685555,-0.02482422390773198
2006-02-07,30.6,30.99572108685555,-0.012766958566528208
2006-02-08,30.75,30.72572108685555,0.0007901820457139053
2006-02-09,30.48,30.76572108685555,-0.009286994640851143
2006-02-10,30.52,30.74572108685555,-0.007341544737815564
2006-02-13,30.5,30.67572108685555,-0.005728344131113006
2006-02-14,30.43,30.44572108685555,-0.000516364411626169
2006-02-15,30.2,30.54572108685555,-0.011318151104454444
2006-02-16,30.3,30.26572108685555,0.0011325985938375194
2006-02-17,30.02,30.03572108685555,-0.0005234129991448233
2006-02-21,29.79,29.87572108685555,-0.0028692558283811564
2006-02-22,29.63,30.22572108685555,-0.01970907774685371
2006-02-23,29.98,30.58572108685555,-0.019804047945623293
2006-02-24,30.34,30.63572108685555,-0.009652819531068002
2006-02-27,30.39,30.33572108685555,0.0017892738725096002
2006-02-28,30.09,30.20572108685555,-0.0038310983049468783
2006-03-01,29.96,29.85572108685555,0.0034927614992479317
2006-03-02,29.61,30.05572108685555,-0.014829825096110527
2006-03-03,29.81,29.69572108685555,0.0038483292865729712
2006-03-06,29.45,29.99572108685555,-0.01819329781322343
2006-03-07,29.75,30.22572108685555,-0.015738949138336067
2006-03-08,29.98,30.24572108685555,-0.008785410871590349
2006-03-09,30.0,30.575721086855552,-0.018829354350143324
2006-03-10,30.33,30.67572108685555,-0.011270186147431471
2006-03-13,30.43,31.15572108685555,-0.023293349071664693
2006-03-14,30.91,31.29572108685555,-0.012325042320803337
2006-03-15,31.05,31.50572108685555,-0.014464708984098795
2006-03-16,31.26,31.78572108685555,-0.016539536272246136
2006-03-17,31.54,31.645721086855552,-0.0033407703545571543
2006-03-20,31.4,31.53572108685555,-0.0043037254953437465
2006-03-21,31.29,31.72572108685555,-0.013734001054307887
2006-03-22,31.48,32.60572108685555,-0.0345252627248096
2006-03-23,32.36,32.69572108685555,-0.010268043514431557
2006-03-24,32.45,32.46572108685555,-0.0004842364909588559
2006-03-27,32.22,32.41572108685555,-0.006037844610370602
2006-03-28,32.17,32.41572108685555,-0.007580306055730013
2006-03-29,32.17,32.44572108685555,-0.008497918296143103
2006-03-30,32.2,32.29572108685555,-0.0029638937801734766
2006-03-31,32.05,32.218186966296074,-0.005220249248414244
2006-04-03,32.02,31.938186966296065,0.0025616054471180316
2006-04-04,31.74,31.96818696629607,-0.007137938930870447
2006-04-05,31.77,31.62818696629607,0.004483754755056024
2006-04-06,31.43,31.88818696629607,-0.014368548666010672
2006-04-07,31.69,31.71818696629607,-0.0008886688992034708
2006-04-10,31.52,31.69818696629607,-0.005621361451540796
2006-04-11,31.5,31.798186966296072,-0.009377483270103681
2006-04-12,31.6,31.88818696629607,-0.009037420866876755
2006-04-13,31.69,31.828186966296066,-0.00434165371852302
2006-04-17,31.63,31.988186966296066,-0.011197476326916145
2006-04-18,31.79,31.69818696629607,0.0028964758710505745
2006-04-19,31.5,31.46818696629607,0.0010109585829651824
2006-04-20,31.27,31.148186966296066,0.0039107583961706105
2006-04-21,30.95,30.958186966296072,-0.000264452382337077
2006-04-24,30.76,30.63818696629607,0.003975856464285332
