date,AMCR,dcf,Deviation
2016-08-22,11.71,,
2016-08-23,11.71,,
2016-08-24,11.71,,
2016-08-25,11.71,,
2016-08-26,11.71,,
2016-08-29,11.71,,
2016-08-30,11.71,,
2016-08-31,11.71,,
2016-09-01,11.71,,
2016-09-02,11.71,,
2016-09-06,11.71,,
2016-09-07,11.71,,
2016-09-08,11.71,,
2016-09-09,11.71,,
2016-09-12,11.71,,
2016-09-13,11.71,,
2016-09-14,11.71,,
2016-09-15,11.71,,
2016-09-16,11.71,,
2016-09-19,11.71,,
2016-09-20,11.71,,
2016-09-21,11.71,,
2016-09-22,11.71,,
2016-09-23,11.71,,
2016-09-26,11.71,,
2016-09-27,11.71,,
2016-09-28,11.71,,
2016-09-29,11.71,,
2016-09-30,11.71,,
2016-10-03,11.71,,
2016-10-04,11.71,,
2016-10-05,11.71,,
2016-10-06,11.71,,
2016-10-07,11.71,,
2016-10-10,11.71,,
2016-10-11,11.71,,
2016-10-12,11.71,,
2016-10-13,11.71,,
2016-10-14,11.71,,
2016-10-17,11.71,,
2016-10-18,11.71,,
2016-10-19,11.71,,
2016-10-20,11.71,,
2016-10-21,11.71,,
2016-10-24,11.71,,
2016-10-25,11.71,,
2016-10-26,11.71,,
2016-10-27,11.71,,
2016-10-28,11.71,,
2016-10-31,11.71,,
2016-11-01,11.71,,
2016-11-02,11.71,,
2016-11-03,11.71,,
2016-11-04,11.71,,
2016-11-07,11.71,,
2016-11-08,11.71,,
2016-11-09,11.71,,
2016-11-10,11.71,,
2016-11-11,11.71,,
2016-11-14,11.71,,
2016-11-15,11.71,,
2016-11-16,11.71,,
2016-11-17,11.71,,
2016-11-18,11.71,,
2016-11-21,11.71,,
2016-11-22,11.71,,
2016-11-23,11.71,,
2016-11-25,11.71,,
2016-11-28,11.71,,
2016-11-29,11.71,,
2016-11-30,11.71,,
2016-12-01,11.71,,
2016-12-02,11.71,,
2016-12-05,11.71,,
2016-12-06,11.71,,
2016-12-07,11.71,,
2016-12-08,11.71,,
2016-12-09,10.84,,
2016-12-12,10.84,,
2016-12-13,10.63,,
2016-12-14,10.63,,
2016-12-15,10.63,,
2016-12-16,10.63,,
2016-12-19,10.63,,
2016-12-20,10.63,,
2016-12-21,10.63,,
2016-12-22,10.63,,
2016-12-23,10.63,,
2016-12-27,10.63,,
2016-12-28,10.63,,
2016-12-29,10.63,,
2016-12-30,10.63,,
2017-01-03,10.63,,
2017-01-04,10.63,,
2017-01-05,10.63,,
2017-01-06,10.63,,
2017-01-09,10.63,,
2017-01-10,10.63,,
2017-01-11,10.63,,
2017-01-12,10.63,,
2017-01-13,10.63,,
2017-01-17,10.63,,
2017-01-18,10.63,,
2017-01-19,10.63,,
2017-01-20,10.63,,
2017-01-23,10.63,,
2017-01-24,10.63,,
2017-01-25,10.63,,
2017-01-26,10.63,,
2017-01-27,10.63,,
2017-01-30,10.63,,
2017-01-31,10.63,,
2017-02-01,10.63,,
2017-02-02,10.63,,
2017-02-03,10.63,,
2017-02-06,10.63,,
2017-02-07,10.63,,
2017-02-08,10.63,,
2017-02-09,10.63,,
2017-02-10,10.63,,
2017-02-13,10.63,,
2017-02-14,10.63,,
2017-02-15,10.63,,
2017-02-16,10.63,,
2017-02-17,10.63,,
2017-02-21,10.63,,
2017-02-22,10.63,,
2017-02-23,10.63,,
2017-02-24,10.63,,
2017-02-27,10.63,,
2017-02-28,10.63,,
2017-03-01,10.63,,
2017-03-02,10.63,,
2017-03-03,10.63,,
2017-03-06,10.63,,
2017-03-07,10.73,,
2017-03-08,10.73,,
2017-03-09,10.57,,
2017-03-10,10.57,,
2017-03-13,10.57,,
2017-03-14,10.57,,
2017-03-15,10.57,,
2017-03-16,10.9,,
2017-03-17,10.9,,
2017-03-20,10.9,,
2017-03-21,11.19,,
2017-03-22,11.19,,
2017-03-23,11.19,,
2017-03-24,11.19,,
2017-03-27,11.5,,
2017-03-28,11.5,,
2017-03-29,11.5,,
2017-03-30,11.55,,
2017-03-31,11.55,,
2017-04-03,11.55,,
2017-04-04,11.55,,
2017-04-05,11.55,,
2017-04-06,11.25,,
2017-04-07,11.25,,
2017-04-10,11.25,,
2017-04-11,11.25,,
2017-04-12,11.25,,
2017-04-13,11.25,,
2017-04-17,11.25,,
2017-04-18,11.25,,
2017-04-19,11.25,,
2017-04-20,11.25,,
2017-04-21,11.25,,
2017-04-24,11.25,,
2017-04-25,11.25,,
2017-04-26,11.71,,
2017-04-27,11.71,,
2017-04-28,11.6,,
2017-05-01,11.6,,
2017-05-02,11.6,,
2017-05-03,11.6,,
2017-05-04,11.6,,
2017-05-05,11.6,,
2017-05-08,11.6,,
2017-05-09,11.6,,
2017-05-10,11.31,,
2017-05-11,11.31,,
2017-05-12,11.31,,
2017-05-15,11.31,,
2017-05-16,11.31,,
2017-05-17,11.31,,
2017-05-18,11.0,,
2017-05-19,11.0,,
2017-05-22,11.0,,
2017-05-23,11.0,,
2017-05-24,11.0,,
2017-05-25,11.0,,
2017-05-26,11.0,,
2017-05-30,11.0,,
2017-05-31,11.0,,
2017-06-01,11.5,,
2017-06-02,11.75,,
2017-06-05,11.75,,
2017-06-06,11.75,,
2017-06-07,11.8,,
2017-06-08,11.8,,
2017-06-09,11.8,,
2017-06-12,11.8,,
2017-06-13,11.8,,
2017-06-14,11.8,,
2017-06-15,12.05,,
2017-06-16,12.05,,
2017-06-19,12.05,,
2017-06-20,12.05,,
2017-06-21,12.05,,
2017-06-22,12.05,,
2017-06-23,12.05,,
2017-06-26,12.05,,
2017-06-27,12.05,,
2017-06-28,12.05,,
2017-06-29,12.43,,
2017-06-30,12.43,,
2017-07-03,12.43,,
2017-07-05,12.43,,
2017-07-06,12.43,,
2017-07-07,12.43,,
2017-07-10,12.43,,
2017-07-11,12.43,,
2017-07-12,12.43,,
2017-07-13,12.15,,
2017-07-14,12.15,,
2017-07-17,12.15,,
2017-07-18,12.15,,
2017-07-19,12.15,,
2017-07-20,12.15,,
2017-07-21,12.15,,
2017-07-24,12.15,,
2017-07-25,12.15,,
2017-07-26,12.15,,
2017-07-27,12.3,,
2017-07-28,12.3,,
2017-07-31,12.3,,
2017-08-01,12.3,,
2017-08-02,12.3,,
2017-08-03,12.3,,
2017-08-04,12.3,,
2017-08-07,12.3,,
2017-08-08,12.3,,
2017-08-09,12.3,,
2017-08-10,12.3,,
2017-08-11,12.3,,
2017-08-14,12.3,,
2017-08-15,12.3,,
2017-08-16,12.3,,
2017-08-17,12.3,,
2017-08-18,12.6,,
2017-08-21,12.5,,
2017-08-22,12.77,,
2017-08-23,12.77,,
2017-08-24,12.77,,
2017-08-25,12.77,,
2017-08-28,12.77,,
2017-08-29,12.77,,
2017-08-30,12.77,,
2017-08-31,12.77,,
2017-09-01,12.77,,
2017-09-05,12.77,,
2017-09-06,12.77,,
2017-09-07,12.77,,
2017-09-08,12.77,,
2017-09-11,12.77,,
2017-09-12,12.77,,
2017-09-13,12.77,,
2017-09-14,12.77,,
2017-09-15,12.77,,
2017-09-18,12.77,,
2017-09-19,12.77,,
2017-09-20,12.77,,
2017-09-21,12.77,,
2017-09-22,12.77,,
2017-09-25,12.77,,
2017-09-26,12.77,,
2017-09-27,12.05,,
2017-09-28,12.05,,
2017-09-29,12.05,,
2017-10-02,12.05,,
2017-10-03,12.05,,
2017-10-04,12.05,,
2017-10-05,12.05,,
2017-10-06,12.05,,
2017-10-09,12.05,,
2017-10-10,12.05,,
2017-10-11,12.05,,
2017-10-12,12.05,,
2017-10-13,12.05,,
2017-10-16,12.05,,
2017-10-17,12.05,,
2017-10-18,12.05,,
2017-10-19,12.05,,
2017-10-20,12.05,,
2017-10-23,12.05,,
2017-10-24,12.05,,
2017-10-25,12.05,,
2017-10-26,12.05,,
2017-10-27,12.05,,
2017-10-30,12.05,,
2017-10-31,12.05,,
2017-11-01,12.05,,
2017-11-02,12.05,,
2017-11-03,12.05,,
2017-11-06,12.05,,
2017-11-07,12.05,,
2017-11-08,12.05,,
2017-11-09,12.05,,
2017-11-10,12.05,,
2017-11-13,12.05,,
2017-11-14,12.05,,
2017-11-15,12.05,,
2017-11-16,11.37,,
2017-11-17,11.37,,
2017-11-20,11.37,,
2017-11-21,11.37,,
2017-11-22,11.37,,
2017-11-24,11.37,,
2017-11-27,11.37,,
2017-11-28,11.37,,
2017-11-29,11.3,,
2017-11-30,11.3,,
2017-12-01,11.3,,
2017-12-04,11.3,,
2017-12-05,11.3,,
2017-12-06,11.3,,
2017-12-07,11.3,,
2017-12-08,11.3,,
2017-12-11,11.3,,
2017-12-12,11.3,,
2017-12-13,11.3,,
2017-12-14,11.3,,
2017-12-15,11.3,,
2017-12-18,11.3,,
2017-12-19,11.3,,
2017-12-20,11.3,,
2017-12-21,11.3,,
2017-12-22,11.3,,
2017-12-26,11.8,,
2017-12-27,11.8,,
2017-12-28,11.8,,
2017-12-29,11.8,,
2018-01-02,11.8,,
2018-01-03,11.8,,
2018-01-04,11.8,,
2018-01-05,11.8,,
2018-01-08,11.8,,
2018-01-09,11.8,,
2018-01-10,11.8,,
2018-01-11,11.8,,
2018-01-12,11.8,,
2018-01-16,11.8,,
2018-01-17,11.6,,
2018-01-18,11.6,,
2018-01-19,11.6,,
2018-01-22,11.6,,
2018-01-23,11.59,,
2018-01-24,11.75,,
2018-01-25,11.75,,
2018-01-26,11.75,,
2018-01-29,11.75,,
2018-01-30,11.75,,
2018-01-31,11.75,,
2018-02-01,11.75,,
2018-02-02,11.75,,
2018-02-05,11.75,,
2018-02-06,11.75,,
2018-02-07,11.75,,
2018-02-08,11.75,,
2018-02-09,11.75,,
2018-02-12,11.75,,
2018-02-13,11.44,,
2018-02-14,11.44,,
2018-02-15,11.05,,
2018-02-16,10.9,,
2018-02-20,10.9,,
2018-02-21,10.9,,
2018-02-22,10.9,,
2018-02-23,11.11,,
2018-02-26,11.11,,
2018-02-27,11.11,,
2018-02-28,11.11,,
2018-03-01,11.11,,
2018-03-02,10.74,,
2018-03-05,10.74,,
2018-03-06,10.74,,
2018-03-07,10.74,,
2018-03-08,10.74,,
2018-03-09,10.74,,
2018-03-12,10.74,,
2018-03-13,10.74,,
2018-03-14,10.74,,
2018-03-15,10.74,,
2018-03-16,11.02,,
2018-03-19,11.02,,
2018-03-20,11.02,,
2018-03-21,11.02,,
2018-03-22,11.02,,
2018-03-23,11.02,,
2018-03-26,11.02,,
2018-03-27,11.02,,
2018-03-28,10.75,,
2018-03-29,10.75,,
2018-04-02,10.75,,
2018-04-03,10.75,,
2018-04-04,10.75,,
2018-04-05,10.75,,
2018-04-06,10.55,,
2018-04-09,10.55,,
2018-04-10,10.75,,
2018-04-11,10.75,,
2018-04-12,10.75,,
2018-04-13,10.75,,
2018-04-16,10.75,,
2018-04-17,10.92,,
2018-04-18,10.85,,
2018-04-19,10.85,,
2018-04-20,10.85,,
2018-04-23,10.85,,
2018-04-24,10.85,,
2018-04-25,10.85,,
2018-04-26,10.85,,
2018-04-27,10.85,,
2018-04-30,10.85,,
2018-05-01,10.2,,
2018-05-02,10.2,,
2018-05-03,10.2,,
2018-05-04,10.2,,
2018-05-07,10.2,,
2018-05-08,10.2,,
2018-05-09,10.43,,
2018-05-10,10.43,,
2018-05-11,10.42,,
2018-05-14,10.42,,
2018-05-15,10.42,,
2018-05-16,10.42,,
2018-05-17,10.42,,
2018-05-18,10.42,,
2018-05-21,10.42,,
2018-05-22,10.42,,
2018-05-23,10.42,,
2018-05-24,10.42,,
2018-05-25,10.42,,
2018-05-29,10.42,,
2018-05-30,10.42,,
2018-05-31,10.42,,
2018-06-01,10.42,,
2018-06-04,10.42,,
2018-06-05,10.42,,
2018-06-06,10.42,,
2018-06-07,10.5,,
2018-06-08,10.5,,
2018-06-11,10.5,,
2018-06-12,10.5,,
2018-06-13,10.58,,
2018-06-14,10.58,,
2018-06-15,10.15,,
2018-06-18,10.15,,
2018-06-19,10.0,,
2018-06-20,10.0,,
2018-06-21,10.0,,
2018-06-22,10.0,,
2018-06-25,10.0,,
2018-06-26,10.0,,
2018-06-27,10.7,,
2018-06-28,10.5,,
2018-06-29,10.5,,
2018-07-02,10.5,,
2018-07-03,10.15,,
2018-07-05,10.38,,
2018-07-06,10.45,,
2018-07-09,10.45,,
2018-07-10,10.45,,
2018-07-11,10.45,,
2018-07-12,10.54,,
2018-07-13,10.54,,
2018-07-16,10.54,,
2018-07-17,10.54,,
2018-07-18,10.54,,
2018-07-19,10.54,,
2018-07-20,10.54,,
2018-07-23,10.54,,
2018-07-24,10.54,,
2018-07-25,10.54,,
2018-07-26,10.54,,
2018-07-27,10.54,,
2018-07-30,10.54,,
2018-07-31,11.1,,
2018-08-01,11.1,,
2018-08-02,11.1,,
2018-08-03,11.1,,
2018-08-06,11.1,,
2018-08-07,11.1,,
2018-08-08,10.6,,
2018-08-09,10.6,,
2018-08-10,10.3,,
2018-08-13,10.3,,
2018-08-14,10.3,,
2018-08-15,10.3,,
2018-08-16,10.3,,
2018-08-17,10.3,,
2018-08-20,10.3,,
2018-08-21,10.4,,
2018-08-22,10.4,,
2018-08-23,10.4,,
2018-08-24,10.4,,
2018-08-27,10.4,,
2018-08-28,10.33,,
2018-08-29,10.33,,
2018-08-30,10.33,,
2018-08-31,10.33,,
2018-09-04,10.33,,
2018-09-05,10.33,,
2018-09-06,10.33,,
2018-09-07,10.33,,
2018-09-10,10.33,,
2018-09-11,9.85,,
2018-09-12,10.03,,
2018-09-13,10.03,,
2018-09-14,10.03,,
2018-09-17,10.03,,
2018-09-18,10.03,,
2018-09-19,9.75,,
2018-09-20,9.75,,
2018-09-21,9.75,,
2018-09-24,9.75,,
2018-09-25,9.75,,
2018-09-26,9.9,,
2018-09-27,9.95,,
2018-09-28,9.95,,
2018-10-01,9.9,,
2018-10-02,9.9,,
2018-10-03,9.55,,
2018-10-04,9.55,,
2018-10-05,9.4,,
2018-10-08,9.4,,
2018-10-09,9.4,,
2018-10-10,9.21,,
2018-10-11,9.21,,
2018-10-12,9.21,,
2018-10-15,9.3,,
2018-10-16,9.3,,
2018-10-17,9.3,,
2018-10-18,9.3,,
2018-10-19,9.0,,
2018-10-22,9.0,,
2018-10-23,9.0,,
2018-10-24,9.0,,
2018-10-25,9.0,,
2018-10-26,9.0,,
2018-10-29,9.0,,
2018-10-30,9.0,,
2018-10-31,9.0,,
2018-11-01,9.0,,
2018-11-02,9.0,,
2018-11-05,9.0,,
2018-11-06,9.59,,
2018-11-07,9.59,,
2018-11-08,9.75,,
2018-11-09,9.7,,
2018-11-12,9.6,,
2018-11-13,9.75,,
2018-11-14,9.76,,
2018-11-15,9.95,,
2018-11-16,9.95,,
2018-11-19,9.95,,
2018-11-20,9.7,,
2018-11-21,9.7,,
2018-11-23,9.7,,
2018-11-26,9.7,,
2018-11-27,9.7,,
2018-11-28,9.57,,
2018-11-29,9.86,,
2018-11-30,9.86,,
2018-12-03,9.86,,
2018-12-04,9.86,,
2018-12-06,9.86,,
2018-12-07,9.86,,
2018-12-10,9.86,,
2018-12-11,9.56,,
2018-12-12,9.6,,
2018-12-13,9.6,,
2018-12-14,9.6,,
2018-12-17,9.5,,
2018-12-18,9.5,,
2018-12-19,9.5,,
2018-12-20,9.25,,
2018-12-21,9.0,,
2018-12-24,9.0,,
2018-12-26,8.75,,
2018-12-27,8.75,,
2018-12-28,9.3,,
2018-12-31,9.3,,
2019-01-02,9.3,,
2019-01-03,9.3,,
2019-01-04,9.3,,
2019-01-07,9.5,,
2019-01-08,9.44,,
2019-01-09,9.45,,
2019-01-10,9.51,,
2019-01-11,9.51,,
2019-01-14,9.51,,
2019-01-15,9.35,,
2019-01-16,9.35,,
2019-01-17,9.57,,
2019-01-18,9.55,,
2019-01-22,9.55,,
2019-01-23,9.69,,
2019-01-24,9.69,,
2019-01-25,9.69,,
2019-01-28,9.69,,
2019-01-29,9.69,,
2019-01-30,9.69,,
2019-01-31,9.69,,
2019-02-01,9.69,,
2019-02-04,9.69,,
2019-02-05,10.09,,
2019-02-06,10.09,,
2019-02-07,10.3,,
2019-02-08,10.3,,
2019-02-11,10.27,,
2019-02-12,10.27,,
2019-02-13,10.27,,
2019-02-14,10.27,,
2019-02-15,10.27,,
2019-02-19,10.27,,
2019-02-20,10.27,,
2019-02-21,10.27,,
2019-02-22,10.27,,
2019-02-25,10.7,,
2019-02-26,10.7,,
2019-02-27,10.7,,
2019-02-28,10.7,,
2019-03-01,10.7,,
2019-03-04,10.7,,
2019-03-05,10.3,,
2019-03-06,10.34,,
2019-03-07,10.34,,
2019-03-08,10.34,,
2019-03-11,10.34,,
2019-03-12,10.49,,
2019-03-13,10.47,,
2019-03-14,10.47,,
2019-03-15,10.47,,
2019-03-18,10.47,,
2019-03-19,10.47,,
2019-03-20,10.47,,
2019-03-21,10.69,,
2019-03-22,10.8,,
2019-03-25,10.78,,
2019-03-26,10.78,,
2019-03-27,10.8,,
2019-03-28,10.75,,
2019-03-29,10.75,,
2019-04-01,11.08,11.089999230828397,-0.0009016439604974114
2019-04-02,11.08,11.089999230828397,-0.0009016439604974114
2019-04-03,11.08,11.089999230828397,-0.0009016439604974114
2019-04-04,11.08,10.839999230828397,0.02214029393000816
2019-04-05,10.83,11.029999230828397,-0.018132297803739372
2019-04-08,11.02,11.259999230828397,-0.021314320357261773
2019-04-09,11.25,11.259999230828397,-0.0008880312177127481
2019-04-10,11.25,11.259999230828397,-0.0008880312177127481
2019-04-11,11.25,11.259999230828397,-0.0008880312177127481
2019-04-12,11.25,11.259999230828397,-0.0008880312177127481
2019-04-15,11.25,11.159999230828397,0.008064585607047814
2019-04-16,11.15,11.019999230828398,0.01179680383351811
2019-04-17,11.01,11.019999230828398,-0.0009073712818804536
2019-04-18,11.01,10.939999230828397,0.006398608235212988
2019-04-22,10.93,11.109999230828398,-0.016201552051320678
2019-04-23,11.1,11.109999230828398,-0.0009000208389441378
2019-04-24,11.1,11.009999230828397,0.008174457353239184
2019-04-25,11.0,11.009999230828397,-0.0009081954157088568
2019-04-26,11.0,11.009999230828397,-0.0009081954157088568
2019-04-29,11.0,11.009999230828397,-0.0009081954157088568
2019-04-30,11.0,11.009999230828397,-0.0009081954157088568
2019-05-01,11.0,11.009999230828397,-0.0009081954157088568
2019-05-02,11.0,11.699999230828398,-0.05982899802112518
2019-05-03,11.69,11.699999230828398,-0.0008546351697230614
2019-05-06,11.69,11.699999230828398,-0.0008546351697230614
2019-05-07,11.69,11.699999230828398,-0.0008546351697230614
2019-05-08,11.69,11.699999230828398,-0.0008546351697230614
2019-05-09,11.69,11.699999230828398,-0.0008546351697230614
2019-05-10,11.69,11.699999230828398,-0.0008546351697230614
2019-05-13,11.69,11.699999230828398,-0.0008546351697230614
2019-05-14,11.69,11.699999230828398,-0.0008546351697230614
2019-05-15,11.69,11.699999230828398,-0.0008546351697230614
2019-05-16,11.69,11.699999230828398,-0.0008546351697230614
2019-05-17,11.69,11.699999230828398,-0.0008546351697230614
2019-05-20,11.69,11.699999230828398,-0.0008546351697230614
2019-05-21,11.69,11.699999230828398,-0.0008546351697230614
2019-05-22,11.69,11.699999230828398,-0.0008546351697230614
2019-05-23,11.69,11.699999230828398,-0.0008546351697230614
2019-05-24,11.69,11.699999230828398,-0.0008546351697230614
2019-05-28,11.69,11.699999230828398,-0.0008546351697230614
2019-05-29,11.69,11.699999230828398,-0.0008546351697230614
2019-05-30,11.69,11.159999230828397,0.04749111162190123
2019-05-31,11.15,11.159999230828397,-0.0008959884872370427
2019-06-03,11.15,11.159999230828397,-0.0008959884872370427
2019-06-04,11.15,11.159999230828397,-0.0008959884872370427
2019-06-05,11.15,11.159999230828397,-0.0008959884872370427
2019-06-06,11.15,11.159999230828397,-0.0008959884872370427
2019-06-07,11.15,11.159999230828397,-0.0008959884872370427
2019-06-10,11.15,11.189999230828397,-0.0035745517049008413
2019-06-11,11.18,11.229999230828398,-0.004452291563043054
2019-06-12,11.22,10.9899992308284,0.020928187922563124
2019-06-13,10.98,10.939999230828397,0.0036563776950626625
2019-06-14,10.93,10.659999230828397,0.025328404188882825
2019-06-17,10.65,10.8099992308284,-0.014801039982695552
2019-06-18,10.8,10.599999230828397,0.018867998460786017
2019-06-19,10.59,10.879999230828398,-0.026654342953139842
2019-06-20,10.87,11.029999230828397,-0.014505824296089376
2019-06-21,11.02,11.1499992308284,-0.011659124645405083
2019-06-24,11.14,11.4699992308284,-0.028770641059978952
2019-06-25,11.46,11.519999230828398,-0.005208266912712589
2019-06-26,11.51,11.499999230828397,0.000869632160043432
2019-06-27,11.49,11.499999230828397,-0.0008694983910599863
2019-06-28,11.49,11.938193951681027,-0.03754286062825407
2019-07-01,11.43,12.088193951681028,-0.054449320908645515
2019-07-02,11.58,12.188193951681027,-0.04990025216961236
2019-07-03,11.68,12.118193951681027,-0.036160004818229674
2019-07-05,11.61,11.948193951681027,-0.02830502693952719
2019-07-08,11.44,11.528193951681027,-0.007650283474643249
2019-07-09,11.02,11.468193951681027,-0.039081476435557705
2019-07-10,10.96,11.588193951681028,-0.05420982374823802
2019-07-11,11.08,11.658193951681028,-0.0495954994467781
2019-07-12,11.15,11.588193951681028,-0.03781382616723128
2019-07-15,11.08,11.408193951681028,-0.02876826543018829
2019-07-16,10.9,11.688193951681027,-0.06743505069640521
2019-07-17,11.18,11.788193951681027,-0.05159348023742838
2019-07-18,11.28,11.778193951681027,-0.04229799184194316
2019-07-19,11.27,11.248193951681028,0.0019386266286520737
2019-07-22,10.74,11.368193951681027,-0.055258905183275364
2019-07-23,10.86,11.298193951681027,-0.03878442462176268
2019-07-24,10.79,11.488193951681028,-0.06077490984375877
2019-07-25,10.98,11.468193951681027,-0.0425693839621073
2019-07-26,10.96,11.378193951681027,-0.03675398340518199
2019-07-29,10.87,11.118193951681027,-0.022323225584988227
2019-07-30,10.61,11.108193951681027,-0.0448492305633208
2019-07-31,10.6,11.018193951681027,-0.037954854807872085
2019-08-01,10.51,11.048193951681027,-0.04871329685510628
2019-08-02,10.54,10.808193951681027,-0.024813946981337653
2019-08-05,10.3,10.748193951681028,-0.0416994663192628
2019-08-06,10.24,10.938193951681027,-0.06383082570717502
2019-08-07,10.43,11.118193951681027,-0.06189799842239441
2019-08-08,10.61,10.978193951681027,-0.03353866339960665
2019-08-09,10.47,10.778193951681027,-0.02859421096546133
2019-08-12,10.27,10.938193951681027,-0.06108814257936401
2019-08-13,10.43,10.458193951681027,-0.002695871946082562
2019-08-14,9.95,10.208193951681027,-0.025292814076921966
2019-08-15,9.7,10.428193951681028,-0.06982934485636827
2019-08-16,9.92,10.618193951681027,-0.06575449222892482
2019-08-19,10.11,10.478193951681027,-0.03513906627219454
2019-08-20,9.97,10.158193951681028,-0.01852631999115195
2019-08-21,9.65,10.048193951681025,-0.03962841019946761
2019-08-22,9.54,9.948193951681027,-0.04103196556718236
2019-08-23,9.44,10.228193951681027,-0.07706091177039964
2019-08-26,9.72,10.288193951681027,-0.05522776440156307
2019-08-27,9.78,10.218193951681029,-0.04288369879776455
2019-08-28,9.71,10.248193951681028,-0.052515980300387066
2019-08-29,9.74,10.328193951681028,-0.056950320107543306
2019-08-30,9.82,10.218193951681029,-0.0389691126987779
2019-09-03,9.71,10.218193951681029,-0.04973422447099107
2019-09-04,9.71,10.278193951681027,-0.05528149734789711
2019-09-05,9.77,10.378193951681027,-0.05860306277880978
2019-09-06,9.87,10.318193951681026,-0.043437248202531364
2019-09-09,9.81,10.568193951681026,-0.0717430012306336
2019-09-10,10.06,10.648193951681026,-0.05523884654525546
2019-09-11,10.14,10.608193951681027,-0.04413512364249661
2019-09-12,10.1,10.728193951681027,-0.05855542456730045
2019-09-13,10.22,10.178193951681028,0.004107413212740774
2019-09-16,9.67,10.268193951681027,-0.05825697824719178
2019-09-17,9.76,10.328193951681028,-0.05501387312624473
2019-09-18,9.82,10.298193951681025,-0.04643473932659492
2019-09-19,9.79,10.168193951681028,-0.037193817651216654
2019-09-20,9.66,10.158193951681028,-0.04904355577878927
2019-09-23,9.65,10.108193951681027,-0.04532896320265278
2019-09-24,9.6,10.158193951681028,-0.054950117544138366
2019-09-25,9.65,10.118193951681027,-0.046272482413053706
2019-09-26,9.61,10.238193951681028,-0.061357887401408795
2019-09-27,9.73,10.258193951681028,-0.05148995565583658
2019-09-30,9.75,9.84530779164873,-0.009680529412150585
2019-10-01,9.55,9.71530779164873,-0.01701518831866833
2019-10-02,9.42,9.84530779164873,-0.043199034570508554
2019-10-03,9.55,9.78530779164873,-0.02404705060473955
2019-10-04,9.49,9.68530779164873,-0.020165367570159853
2019-10-07,9.39,9.52530779164873,-0.014205083406056418
2019-10-08,9.23,9.61530779164873,-0.04007233049610581
2019-10-09,9.32,9.61530779164873,-0.030712255712210923
2019-10-10,9.32,9.89530779164873,-0.058139453947482767
2019-10-11,9.6,9.88530779164873,-0.028861801540439935
2019-10-14,9.59,9.88530779164873,-0.029873403830501966
2019-10-15,9.59,9.68530779164873,-0.009840450473955098
2019-10-16,9.39,9.88530779164873,-0.05010544963174268
2019-10-17,9.59,9.88530779164873,-0.029873403830501966
2019-10-18,9.59,9.97530779164873,-0.038626155673242235
2019-10-21,9.68,9.95530779164873,-0.02765437266336246
2019-10-22,9.66,10.00530779164873,-0.034512460669821055
2019-10-23,9.71,9.76530779164873,-0.005663701833958479
2019-10-24,9.47,10.01530779164873,-0.05444743217012615
2019-10-25,9.72,9.87530779164873,-0.015726881118588443
2019-10-28,9.58,9.77530779164873,-0.019979707627783005
2019-10-29,9.48,9.85530779164873,-0.03808179303813941
2019-10-30,9.56,9.81530779164873,-0.02601118549394399
2019-10-31,9.52,10.02530779164873,-0.050403219746496086
2019-11-01,9.73,10.18530779164873,-0.0447024087010951
2019-11-04,9.89,10.29530779164873,-0.039368205385515886
2019-11-05,10.0,10.26530779164873,-0.02584508882087
2019-11-06,9.97,10.07530779164873,-0.010452066956804673
2019-11-07,9.78,10.06530779164873,-0.028345659919655097
2019-11-08,9.77,10.10530779164873,-0.033181353657118384
2019-11-11,9.81,10.12530779164873,-0.031140563638844876
2019-11-12,9.83,10.15530779164873,-0.03203327740752948
2019-11-13,9.86,10.245307791648731,-0.03760822021987542
2019-11-14,9.95,10.31530779164873,-0.035414143622983674
2019-11-15,10.02,10.31530779164873,-0.02862811247259256
2019-11-18,10.02,10.43530779164873,-0.039798326981892895
2019-11-19,10.14,10.12530779164873,0.0014510381959340624
2019-11-20,9.83,10.19530779164873,-0.03583097235651522
2019-11-21,9.9,10.35530779164873,-0.04396854258797822
2019-11-22,10.06,10.40530779164873,-0.03318573544992798
2019-11-25,10.11,10.44530779164873,-0.0321012839771766
2019-11-26,10.15,10.59530779164873,-0.0420287735293281
2019-11-27,10.3,10.55530779164873,-0.02418762168647759
2019-11-29,10.26,10.46530779164873,-0.01961794108077397
2019-12-02,10.17,10.36530779164873,-0.01884244979257521
2019-12-03,10.07,10.47530779164873,-0.0386917310412449
2019-12-04,10.18,10.62530779164873,-0.04191010748871982
2019-12-05,10.33,10.76530779164873,-0.04043616774119774
2019-12-06,10.47,10.72530779164873,-0.023804239151768214
2019-12-09,10.43,10.64530779164873,-0.020225605108162292
2019-12-10,10.35,10.77530779164873,-0.039470593311344726
2019-12-11,10.48,10.97530779164873,-0.045129284850272344
2019-12-12,10.68,10.85530779164873,-0.016149499858824745
2019-12-13,10.56,11.05530779164873,-0.04480271386228507
2019-12-16,10.76,11.10530779164873,-0.031093941575253248
2019-12-17,10.81,11.06530779164873,-0.023072814281896115
2019-12-18,10.77,11.09530779164873,-0.029319402197529376
2019-12-19,10.8,11.06530779164873,-0.023976539708092326
2019-12-20,10.77,11.20530779164873,-0.03884835648808893
2019-12-23,10.91,11.08530779164873,-0.01581442707263403
2019-12-24,10.79,11.14530779164873,-0.03187958540857572
