CMS,dcf,Deviation
14.36,173651000.0,-0.9999999173053999
14.44,173651000.0,-0.9999999168447058
14.25,173651000.0,-0.9999999179388543
14.25,173651000.0,-0.9999999179388543
14.2,173651000.0,-0.9999999182267882
14.23,173651000.0,-0.9999999180540279
14.22,173651000.0,-0.9999999181116147
14.32,173651000.0,-0.999999917535747
14.22,173651000.0,-0.9999999181116147
14.47,173651000.0,-0.9999999166719454
14.49,173651000.0,-0.9999999165567719
14.44,173651000.0,-0.9999999168447058
14.55,173651000.0,-0.9999999162112513
14.81,173651000.0,-0.9999999147139953
14.87,173651000.0,-0.9999999143684747
14.8,173651000.0,-0.9999999147715821
14.72,173651000.0,-0.9999999152322763
14.7,173651000.0,-0.9999999153474498
14.77,173651000.0,-0.9999999149443424
14.9,173651000.0,-0.9999999141957144
14.93,173651000.0,-0.9999999140229541
14.84,173651000.0,-0.999999914541235
14.99,173651000.0,-0.9999999136774335
15.13,173651000.0,-0.9999999128712187
15.09,173651000.0,-0.9999999131015658
15.16,173651000.0,-0.9999999126984584
15.25,173651000.0,-0.9999999121801775
15.23,173651000.0,-0.999999912295351
15.2,173651000.0,-0.9999999124681114
15.31,173651000.0,-0.9999999118346569
15.2,173651000.0,-0.9999999124681114
15.12,173651000.0,-0.9999999129288055
15.06,173651000.0,-0.9999999132743261
14.89,173651000.0,-0.9999999142533011
14.84,173651000.0,-0.999999914541235
15.02,173651000.0,-0.9999999135046732
14.98,173651000.0,-0.9999999137350203
14.97,173651000.0,-0.999999913792607
14.92,173651000.0,-0.9999999140805409
15.08,173651000.0,-0.9999999131591526
15.24,173651000.0,-0.9999999122377643
15.25,173651000.0,-0.9999999121801775
15.19,173651000.0,-0.9999999125256981
15.24,173651000.0,-0.9999999122377643
15.13,173651000.0,-0.9999999128712187
15.2,173651000.0,-0.9999999124681114
15.25,173651000.0,-0.9999999121801775
15.19,173651000.0,-0.9999999125256981
15.25,173651000.0,-0.9999999121801775
15.23,173651000.0,-0.999999912295351
15.26,173651000.0,-0.9999999121225908
14.99,173651000.0,-0.9999999136774335
15.65,173651000.0,-0.9999999098767067
16.02,173651000.0,-0.9999999077459962
16.21,173651000.0,-0.9999999066518477
16.16,173651000.0,-0.9999999069397815
16.36,173651000.0,-0.9999999057880461
16.41,173651000.0,-0.9999999055001123
16.35,173651000.0,-0.9999999058456329
16.01,173651000.0,-0.999999907803583
16.12,173651000.0,-0.9999999071701285
16.18,173651000.0,-0.9999999068246079
16.27,173651000.0,-0.9999999063063271
16.24,173651000.0,-0.9999999064790873
16.42,173651000.0,-0.9999999054425255
16.68,173651000.0,-0.9999999039452695
16.54,173651000.0,-0.9999999047514843
16.62,173651000.0,-0.9999999042907901
16.65,173651000.0,-0.9999999041180299
16.71,173651000.0,-0.9999999037725092
16.71,173651000.0,-0.9999999037725092
16.79,173651000.0,-0.9999999033118151
16.95,173651000.0,-0.9999999023904268
16.8,173651000.0,-0.9999999032542283
16.7,173651000.0,-0.999999903830096
16.81,173651000.0,-0.9999999031966416
16.74,173651000.0,-0.9999999035997489
16.47,173651000.0,-0.9999999051545917
16.4,173651000.0,-0.999999905557699
16.3,173651000.0,-0.9999999061335667
16.15,173651000.0,-0.9999999069973683
16.12,173651000.0,-0.9999999071701285
16.0,173651000.0,-0.9999999078611698
16.12,173651000.0,-0.9999999071701285
16.18,173651000.0,-0.9999999068246079
16.17,173651000.0,-0.9999999068821948
16.23,173651000.0,-0.9999999065366741
16.21,173651000.0,-0.9999999066518477
16.25,173651000.0,-0.9999999064215006
16.49,173651000.0,-0.9999999050394182
16.53,173651000.0,-0.9999999048090711
16.71,173651000.0,-0.9999999037725092
16.73,173651000.0,-0.9999999036573357
16.71,173651000.0,-0.9999999037725092
16.69,173651000.0,-0.9999999038876828
16.9,173651000.0,-0.9999999026783606
16.9,173651000.0,-0.9999999026783606
17.04,173651000.0,-0.9999999018721458
17.63,173651000.0,-0.9999998984745265
17.62,173651000.0,-0.9999998985321132
17.67,173651000.0,-0.9999998982441795
17.52,173651000.0,-0.9999998991079809
17.55,173651000.0,-0.9999998989352207
17.67,173651000.0,-0.9999998982441795
17.63,173651000.0,-0.9999998984745265
17.51,173651000.0,-0.9999998991655678
17.52,173651000.0,-0.9999998991079809
17.6,173651000.0,-0.9999998986472868
17.63,173651000.0,-0.9999998984745265
17.77,173651000.0,-0.9999998976683118
17.9,173651000.0,-0.9999998969196837
18.21,173651000.0,-0.9999998951344939
17.48,173651000.0,-0.999999899338328
17.45,173651000.0,-0.9999998995110884
17.41,173651000.0,-0.9999998997414354
17.07,173651000.0,-0.9999999016993856
16.86,173651000.0,-0.9999999029087077
17.2,173651000.0,-0.9999999009507575
17.18,173651000.0,-0.9999999010659311
17.2,173651000.0,-0.9999999009507575
17.29,173651000.0,-0.9999999004324767
17.21,173651000.0,-0.9999999008931708
16.91,173651000.0,-0.9999999026207739
16.99,173651000.0,-0.9999999021600797
17.16,173651000.0,-0.9999999011811046
17.03,173651000.0,-0.9999999019297326
17.19,173651000.0,-0.9999999010083443
17.4,173651000.0,-0.9999998997990222
17.64,173651000.0,-0.9999998984169397
17.52,173651000.0,-0.9999998991079809
17.69,173651000.0,-0.9999998981290059
17.77,173651000.0,-0.9999998976683118
17.86,173651000.0,-0.9999998971500308
17.82,173651000.0,-0.9999998973803779
17.86,173651000.0,-0.9999998971500308
17.8,173651000.0,-0.9999998974955514
18.21,173651000.0,-0.9999998951344939
18.26,173651000.0,-0.99999989484656
18.06,173651000.0,-0.9999998959982954
18.14,173651000.0,-0.9999998955376013
18.16,173651000.0,-0.9999998954224277
18.26,173651000.0,-0.99999989484656
18.34,173651000.0,-0.9999998943858659
18.28,173651000.0,-0.9999998947313865
18.31,173651000.0,-0.9999998945586263
18.41,173651000.0,-0.9999998939827586
18.51,173651000.0,-0.9999998934068909
18.61,173651000.0,-0.9999998928310232
18.69,173651000.0,-0.999999892370329
18.73,173651000.0,-0.999999892139982
18.73,173651000.0,-0.999999892139982
18.67,173651000.0,-0.9999998924855026
18.93,173651000.0,-0.9999998909882465
18.7,173651000.0,-0.9999998923127422
18.53,173651000.0,-0.9999998932917173
18.52,173651000.0,-0.9999998933493041
18.6,173651000.0,-0.9999998928886099
18.75,173651000.0,-0.9999998920248084
18.87,173651000.0,-0.9999998913337671
18.81,173651000.0,-0.9999998916792878
18.89,173651000.0,-0.9999998912185936
18.63,173651000.0,-0.9999998927158497
18.59,173651000.0,-0.9999998929461967
18.33,173651000.0,-0.9999998944434527
18.35,173651000.0,-0.9999998943282792
18.53,173651000.0,-0.9999998932917173
18.51,173651000.0,-0.9999998934068909
18.28,173651000.0,-0.9999998947313865
18.53,173651000.0,-0.9999998932917173
18.74,173651000.0,-0.9999998920823951
18.87,173651000.0,-0.9999998913337671
18.84,173651000.0,-0.9999998915065275
18.42,173651000.0,-0.9999998939251717
18.0,173651000.0,-0.999999896343816
17.89,173651000.0,-0.9999998969772705
17.98,173651000.0,-0.9999998964589896
18.18,173651000.0,-0.9999998953072542
18.25,173651000.0,-0.9999998949041469
18.25,173651000.0,-0.9999998949041469
18.16,173651000.0,-0.9999998954224277
17.9,173651000.0,-0.9999998969196837
17.81,173651000.0,-0.9999998974379647
17.22,173651000.0,-0.999999900835584
17.35,173651000.0,-0.999999900086956
17.41,173651000.0,-0.9999998997414354
17.14,173651000.0,-0.9999999012962781
17.49,173651000.0,-0.9999998992807413
17.52,173651000.0,-0.9999998991079809
17.65,173651000.0,-0.999999898359353
17.32,173651000.0,-0.9999999002597163
17.36,173651000.0,-0.9999999000293692
16.88,173651000.0,-0.9999999027935341
16.99,173651000.0,-0.9999999021600797
16.78,173651000.0,-0.9999999033694018
16.86,173651000.0,-0.9999999029087077
16.94,173651000.0,-0.9999999024480135
17.17,173651000.0,-0.9999999011235179
17.09,173651000.0,-0.999999901584212
17.2,1891000000.0,-0.9999999909042835
17.49,1891000000.0,-0.9999999907509254
17.6,1891000000.0,-0.9999999906927551
17.58,1891000000.0,-0.9999999907033316
17.5,1891000000.0,-0.9999999907456373
17.58,1891000000.0,-0.9999999907033316
17.2,1891000000.0,-0.9999999909042835
17.23,1891000000.0,-0.9999999908884188
17.43,1891000000.0,-0.9999999907826547
17.65,1891000000.0,-0.9999999906663141
17.32,1891000000.0,-0.9999999908408249
17.43,1891000000.0,-0.9999999907826547
17.64,1891000000.0,-0.9999999906716023
17.9,1891000000.0,-0.9999999905341089
17.55,1891000000.0,-0.9999999907191962
17.54,1891000000.0,-0.9999999907244844
17.15,1891000000.0,-0.9999999909307244
16.98,1891000000.0,-0.999999991020624
16.43,1891000000.0,-0.9999999913114754
16.0,1891000000.0,-0.9999999915388683
16.24,1891000000.0,-0.9999999914119514
16.16,1891000000.0,-0.999999991454257
16.32,1891000000.0,-0.9999999913696457
16.36,1891000000.0,-0.9999999913484928
15.8,1891000000.0,-0.9999999916446325
16.08,1891000000.0,-0.9999999914965627
16.39,1891000000.0,-0.9999999913326283
16.55,1891000000.0,-0.999999991248017
15.72,1891000000.0,-0.9999999916869381
15.51,1891000000.0,-0.9999999917979905
15.92,1891000000.0,-0.999999991581174
15.67,1891000000.0,-0.9999999917133792
15.48,1891000000.0,-0.9999999918138551
15.51,1891000000.0,-0.9999999917979905
15.95,1891000000.0,-0.9999999915653094
15.75,1891000000.0,-0.9999999916710735
15.77,1891000000.0,-0.9999999916604971
16.11,1891000000.0,-0.9999999914806981
16.33,1891000000.0,-0.9999999913643575
16.53,1891000000.0,-0.9999999912585933
15.9,1891000000.0,-0.9999999915917503
15.75,1891000000.0,-0.9999999916710735
16.24,1891000000.0,-0.9999999914119514
16.09,1891000000.0,-0.9999999914912745
16.32,1891000000.0,-0.9999999913696457
16.48,1891000000.0,-0.9999999912850344
16.31,1891000000.0,-0.9999999913749339
16.16,1891000000.0,-0.999999991454257
15.85,1891000000.0,-0.9999999916181914
15.89,1891000000.0,-0.9999999915970386
15.95,1891000000.0,-0.9999999915653094
16.04,1891000000.0,-0.9999999915177155
16.15,1891000000.0,-0.9999999914595452
16.27,1891000000.0,-0.9999999913960868
16.11,1891000000.0,-0.9999999914806981
16.4,1891000000.0,-0.9999999913273401
16.72,1891000000.0,-0.9999999911581174
16.51,1891000000.0,-0.9999999912691697
16.61,1891000000.0,-0.9999999912162877
16.59,1891000000.0,-0.9999999912268641
16.83,1891000000.0,-0.9999999910999471
16.84,1891000000.0,-0.9999999910946589
16.92,1891000000.0,-0.9999999910523533
16.82,1245000000.0,-0.9999999864899598
16.98,1245000000.0,-0.9999999863614458
16.86,1245000000.0,-0.9999999864578313
16.89,1245000000.0,-0.9999999864337349
16.89,1245000000.0,-0.9999999864337349
16.88,1245000000.0,-0.999999986441767
16.73,1245000000.0,-0.999999986562249
16.8,1245000000.0,-0.9999999865060241
16.66,1245000000.0,-0.9999999866184739
16.54,1245000000.0,-0.9999999867148595
16.58,1245000000.0,-0.9999999866827309
16.27,1245000000.0,-0.9999999869317269
16.19,1245000000.0,-0.9999999869959839
16.15,1245000000.0,-0.9999999870281124
16.3,1245000000.0,-0.9999999869076305
16.06,1245000000.0,-0.9999999871004016
16.17,1245000000.0,-0.9999999870120482
16.21,1245000000.0,-0.9999999869799197
16.4,1245000000.0,-0.9999999868273093
16.6,1245000000.0,-0.9999999866666667
16.73,1245000000.0,-0.999999986562249
16.67,1245000000.0,-0.9999999866104418
16.63,1245000000.0,-0.9999999866425703
16.97,1245000000.0,-0.999999986369478
16.71,1245000000.0,-0.9999999865783132
16.67,1245000000.0,-0.9999999866104418
16.56,1245000000.0,-0.9999999866987952
16.67,1245000000.0,-0.9999999866104418
16.17,1245000000.0,-0.9999999870120482
16.45,1245000000.0,-0.9999999867871486
16.39,1245000000.0,-0.9999999868353414
16.31,1245000000.0,-0.9999999868995983
16.53,1245000000.0,-0.9999999867228916
16.49,1245000000.0,-0.9999999867550201
16.39,1245000000.0,-0.9999999868353414
16.63,1245000000.0,-0.9999999866425703
16.96,1245000000.0,-0.9999999863775101
17.16,1245000000.0,-0.9999999862168675
17.11,1245000000.0,-0.9999999862570281
17.17,1245000000.0,-0.9999999862088353
17.09,1245000000.0,-0.9999999862730924
17.14,1245000000.0,-0.9999999862329317
17.43,1245000000.0,-0.999999986
17.34,1245000000.0,-0.9999999860722891
17.43,1245000000.0,-0.999999986
17.37,1245000000.0,-0.9999999860481927
17.53,1245000000.0,-0.9999999859196788
17.81,1245000000.0,-0.9999999856947791
17.86,1245000000.0,-0.9999999856546185
17.88,1245000000.0,-0.9999999856385542
17.91,1245000000.0,-0.9999999856144578
17.71,1245000000.0,-0.9999999857751004
17.58,1245000000.0,-0.9999999858795181
17.78,1245000000.0,-0.9999999857188755
17.54,1245000000.0,-0.9999999859116466
17.31,1245000000.0,-0.9999999860963855
17.38,1245000000.0,-0.9999999860401606
17.48,1245000000.0,-0.9999999859598394
17.56,1245000000.0,-0.9999999858955824
17.76,1245000000.0,-0.9999999857349398
17.79,1245000000.0,-0.9999999857108434
17.82,1245000000.0,-0.999999985686747
17.59,1245000000.0,-0.999999985871486
17.64,1245000000.0,-0.9999999858313253
17.38,348000000.0,-0.9999999500574712
17.16,348000000.0,-0.9999999506896552
17.06,348000000.0,-0.9999999509770114
16.97,348000000.0,-0.9999999512356322
17.1,348000000.0,-0.9999999508620689
16.98,348000000.0,-0.9999999512068966
16.9,348000000.0,-0.9999999514367817
17.02,348000000.0,-0.999999951091954
16.91,348000000.0,-0.999999951408046
17.0,348000000.0,-0.9999999511494253
16.82,348000000.0,-0.9999999516666667
16.75,348000000.0,-0.9999999518678161
16.08,348000000.0,-0.9999999537931035
15.77,348000000.0,-0.999999954683908
15.32,348000000.0,-0.9999999559770115
15.88,348000000.0,-0.9999999543678161
15.44,348000000.0,-0.9999999556321839
15.22,348000000.0,-0.9999999562643678
15.44,348000000.0,-0.9999999556321839
15.42,348000000.0,-0.9999999556896552
15.42,348000000.0,-0.9999999556896552
15.67,348000000.0,-0.9999999549712644
16.07,348000000.0,-0.999999953821839
16.26,348000000.0,-0.9999999532758621
15.71,348000000.0,-0.9999999548563219
15.64,348000000.0,-0.9999999550574713
15.74,348000000.0,-0.9999999547701149
15.7,348000000.0,-0.9999999548850574
15.72,348000000.0,-0.9999999548275862
16.08,348000000.0,-0.9999999537931035
15.81,348000000.0,-0.9999999545689655
15.66,348000000.0,-0.999999955
15.7,348000000.0,-0.9999999548850574
15.55,348000000.0,-0.999999955316092
15.54,348000000.0,-0.9999999553448276
15.48,348000000.0,-0.9999999555172414
15.44,348000000.0,-0.9999999556321839
15.32,348000000.0,-0.9999999559770115
15.34,348000000.0,-0.9999999559195403
14.98,348000000.0,-0.999999956954023
14.93,348000000.0,-0.9999999570977012
14.39,348000000.0,-0.9999999586494253
14.28,348000000.0,-0.9999999589655172
14.25,348000000.0,-0.9999999590517241
14.03,348000000.0,-0.9999999596839081
13.83,348000000.0,-0.9999999602586207
13.76,348000000.0,-0.9999999604597701
13.61,348000000.0,-0.9999999608908046
13.88,348000000.0,-0.9999999601149425
13.56,348000000.0,-0.9999999610344827
13.57,348000000.0,-0.9999999610057472
13.45,348000000.0,-0.9999999613505747
13.35,348000000.0,-0.999999961637931
13.75,348000000.0,-0.9999999604885057
13.63,348000000.0,-0.9999999608333333
13.83,348000000.0,-0.9999999602586207
13.75,348000000.0,-0.9999999604885057
13.91,348000000.0,-0.9999999600287356
13.75,348000000.0,-0.9999999604885057
13.7,348000000.0,-0.9999999606321839
13.46,348000000.0,-0.9999999613218391
13.54,841000000.0,-0.9999999839001189
13.78,841000000.0,-0.9999999836147444
14.11,841000000.0,-0.9999999832223544
14.17,841000000.0,-0.9999999831510107
14.29,841000000.0,-0.9999999830083234
14.28,841000000.0,-0.999999983020214
14.16,841000000.0,-0.9999999831629013
14.16,841000000.0,-0.9999999831629013
14.33,841000000.0,-0.999999982960761
14.15,841000000.0,-0.9999999831747919
14.03,841000000.0,-0.9999999833174792
14.13,841000000.0,-0.9999999831985731
14.49,841000000.0,-0.9999999827705113
14.51,841000000.0,-0.9999999827467301
14.57,841000000.0,-0.9999999826753865
14.38,841000000.0,-0.999999982901308
14.17,841000000.0,-0.9999999831510107
14.28,841000000.0,-0.999999983020214
14.29,841000000.0,-0.9999999830083234
14.4,841000000.0,-0.9999999828775268
14.48,841000000.0,-0.9999999827824019
14.36,841000000.0,-0.9999999829250892
14.58,841000000.0,-0.9999999826634959
14.82,841000000.0,-0.9999999823781213
15.11,841000000.0,-0.9999999820332937
14.6,841000000.0,-0.9999999826397147
14.98,841000000.0,-0.9999999821878716
14.66,841000000.0,-0.999999982568371
14.66,841000000.0,-0.999999982568371
15.02,841000000.0,-0.9999999821403092
15.33,841000000.0,-0.9999999817717004
15.23,841000000.0,-0.9999999818906065
15.23,841000000.0,-0.9999999818906065
15.17,841000000.0,-0.9999999819619501
15.23,841000000.0,-0.9999999818906065
15.48,841000000.0,-0.9999999815933412
15.43,841000000.0,-0.9999999816527942
15.22,841000000.0,-0.9999999819024971
15.35,841000000.0,-0.9999999817479192
15.07,841000000.0,-0.9999999820808562
15.16,841000000.0,-0.9999999819738407
15.3,841000000.0,-0.9999999818073722
15.5,841000000.0,-0.99999998156956
15.59,841000000.0,-0.9999999814625445
15.48,841000000.0,-0.9999999815933412
15.52,841000000.0,-0.9999999815457788
15.71,841000000.0,-0.9999999813198573
15.83,841000000.0,-0.99999998117717
15.37,841000000.0,-0.999999981724138
15.57,841000000.0,-0.9999999814863259
15.66,841000000.0,-0.9999999813793103
15.58,841000000.0,-0.9999999814744353
15.48,841000000.0,-0.9999999815933412
15.71,841000000.0,-0.9999999813198573
15.73,841000000.0,-0.9999999812960761
15.76,841000000.0,-0.9999999812604042
15.65,841000000.0,-0.9999999813912009
15.65,841000000.0,-0.9999999813912009
15.32,841000000.0,-0.999999981783591
15.34,841000000.0,-0.9999999817598098
15.07,841000000.0,-0.9999999820808562
15.28,841000000.0,-0.9999999818311534
14.9,841000000.0,-0.9999999822829965
14.58,841000000.0,-0.9999999826634959
14.9,527000000.0,-0.9999999717267553
14.91,527000000.0,-0.9999999717077799
14.57,527000000.0,-0.9999999723529411
14.26,527000000.0,-0.9999999729411765
13.85,527000000.0,-0.999999973719165
14.23,527000000.0,-0.9999999729981025
14.27,527000000.0,-0.9999999729222011
14.23,527000000.0,-0.9999999729981025
14.06,527000000.0,-0.9999999733206831
13.94,527000000.0,-0.9999999735483871
13.85,527000000.0,-0.999999973719165
13.77,527000000.0,-0.9999999738709677
13.6,527000000.0,-0.9999999741935484
13.63,527000000.0,-0.9999999741366223
13.67,527000000.0,-0.999999974060721
13.74,527000000.0,-0.9999999739278937
13.54,527000000.0,-0.9999999743074004
13.42,527000000.0,-0.9999999745351044
13.52,527000000.0,-0.999999974345351
13.41,527000000.0,-0.9999999745540797
13.5,527000000.0,-0.9999999743833017
13.63,527000000.0,-0.9999999741366223
13.5,527000000.0,-0.9999999743833017
13.22,527000000.0,-0.999999974914611
13.1,527000000.0,-0.999999975142315
13.49,527000000.0,-0.9999999744022771
13.32,527000000.0,-0.9999999747248577
13.3,527000000.0,-0.9999999747628083
13.65,527000000.0,-0.9999999740986717
13.7,527000000.0,-0.999999974003795
13.47,527000000.0,-0.9999999744402277
13.56,527000000.0,-0.9999999742694498
13.41,527000000.0,-0.9999999745540797
13.25,527000000.0,-0.999999974857685
13.2,527000000.0,-0.9999999749525617
13.26,527000000.0,-0.9999999748387097
13.11,527000000.0,-0.9999999751233397
13.14,527000000.0,-0.9999999750664137
13.16,527000000.0,-0.999999975028463
13.17,527000000.0,-0.9999999750094877
13.23,527000000.0,-0.9999999748956356
13.42,527000000.0,-0.9999999745351044
13.63,527000000.0,-0.9999999741366223
13.57,527000000.0,-0.9999999742504744
13.61,527000000.0,-0.9999999741745731
13.45,527000000.0,-0.9999999744781783
13.47,527000000.0,-0.9999999744402277
13.34,527000000.0,-0.999999974686907
13.75,527000000.0,-0.9999999739089184
13.42,527000000.0,-0.9999999745351044
13.55,527000000.0,-0.999999974288425
13.59,527000000.0,-0.9999999742125237
13.79,527000000.0,-0.9999999738330171
13.24,527000000.0,-0.9999999748766604
12.69,527000000.0,-0.9999999759203037
12.09,527000000.0,-0.9999999770588235
12.42,527000000.0,-0.9999999764326376
12.9,527000000.0,-0.9999999755218216
12.74,527000000.0,-0.999999975825427
12.63,527000000.0,-0.9999999760341556
12.6,527000000.0,-0.9999999760910816
12.74,527000000.0,-0.999999975825427
12.92,527000000.0,-0.999999975483871
12.11,527000000.0,-0.9999999770208728
12.47,162000000.0,-0.9999999230246913
12.58,162000000.0,-0.999999922345679
12.2,162000000.0,-0.999999924691358
11.95,162000000.0,-0.9999999262345679
10.96,162000000.0,-0.999999932345679
10.15,162000000.0,-0.999999937345679
9.71,162000000.0,-0.9999999400617284
9.16,162000000.0,-0.9999999434567901
9.09,162000000.0,-0.9999999438888889
10.01,162000000.0,-0.9999999382098765
10.0,162000000.0,-0.9999999382716049
9.17,162000000.0,-0.9999999433950617
10.15,162000000.0,-0.999999937345679
10.14,162000000.0,-0.9999999374074074
11.13,162000000.0,-0.9999999312962963
10.63,162000000.0,-0.9999999343827161
10.12,162000000.0,-0.9999999375308642
10.21,162000000.0,-0.9999999369753086
10.05,162000000.0,-0.9999999379629629
9.67,162000000.0,-0.9999999403086419
10.27,162000000.0,-0.9999999366049382
10.17,162000000.0,-0.9999999372222222
10.54,162000000.0,-0.9999999349382716
10.25,162000000.0,-0.999999936728395
10.33,162000000.0,-0.999999936234568
10.46,162000000.0,-0.9999999354320988
10.46,162000000.0,-0.9999999354320988
9.85,162000000.0,-0.9999999391975308
10.26,162000000.0,-0.9999999366666666
10.01,162000000.0,-0.9999999382098765
9.93,162000000.0,-0.9999999387037037
9.62,162000000.0,-0.9999999406172839
10.52,162000000.0,-0.9999999350617284
10.76,162000000.0,-0.9999999335802469
10.49,162000000.0,-0.9999999352469136
10.31,162000000.0,-0.9999999363580246
9.8,162000000.0,-0.9999999395061728
8.81,162000000.0,-0.999999945617284
9.57,162000000.0,-0.9999999409259259
9.89,162000000.0,-0.9999999389506172
9.8,162000000.0,-0.9999999395061728
9.96,162000000.0,-0.9999999385185185
10.16,162000000.0,-0.9999999372839506
9.53,162000000.0,-0.9999999411728395
9.84,162000000.0,-0.9999999392592592
10.19,162000000.0,-0.9999999370987654
9.58,162000000.0,-0.9999999408641975
9.84,162000000.0,-0.9999999392592592
9.91,162000000.0,-0.9999999388271605
9.72,162000000.0,-0.99999994
10.09,162000000.0,-0.9999999377160493
9.82,162000000.0,-0.999999939382716
9.9,162000000.0,-0.9999999388888889
9.51,162000000.0,-0.9999999412962963
9.8,162000000.0,-0.9999999395061728
9.65,162000000.0,-0.9999999404320987
9.57,162000000.0,-0.9999999409259259
9.72,162000000.0,-0.99999994
9.64,162000000.0,-0.9999999404938271
9.32,162000000.0,-0.9999999424691358
9.15,162000000.0,-0.9999999435185185
9.45,162000000.0,-0.9999999416666666
9.44,162000000.0,-0.999999941728395
9.65,162000000.0,-0.9999999404320987
10.11,213000000.0,-0.9999999525352112
10.45,213000000.0,-0.9999999509389671
10.71,213000000.0,-0.9999999497183099
11.05,213000000.0,-0.9999999481220657
10.87,213000000.0,-0.9999999489671362
11.18,213000000.0,-0.999999947511737
11.18,213000000.0,-0.999999947511737
10.99,213000000.0,-0.9999999484037558
10.75,213000000.0,-0.9999999495305164
10.85,213000000.0,-0.9999999490610328
11.15,213000000.0,-0.9999999476525822
11.26,213000000.0,-0.9999999471361503
11.32,213000000.0,-0.9999999468544601
11.63,213000000.0,-0.999999945399061
11.66,213000000.0,-0.999999945258216
12.02,213000000.0,-0.9999999435680751
12.12,213000000.0,-0.9999999430985915
11.88,213000000.0,-0.9999999442253521
11.96,213000000.0,-0.9999999438497652
11.81,213000000.0,-0.9999999445539907
11.75,213000000.0,-0.9999999448356808
11.96,213000000.0,-0.9999999438497652
11.81,213000000.0,-0.9999999445539907
11.58,213000000.0,-0.9999999456338028
11.87,213000000.0,-0.9999999442723004
12.09,213000000.0,-0.9999999432394366
11.97,213000000.0,-0.9999999438028169
11.55,213000000.0,-0.9999999457746479
11.42,213000000.0,-0.9999999463849766
11.57,213000000.0,-0.9999999456807511
11.46,213000000.0,-0.9999999461971831
10.81,213000000.0,-0.9999999492488263
10.69,213000000.0,-0.9999999498122065
10.53,213000000.0,-0.9999999505633803
10.41,213000000.0,-0.9999999511267605
10.09,213000000.0,-0.999999952629108
10.63,213000000.0,-0.9999999500938968
10.75,213000000.0,-0.9999999495305164
11.0,213000000.0,-0.9999999483568075
11.06,213000000.0,-0.9999999480751174
10.99,213000000.0,-0.9999999484037558
10.73,213000000.0,-0.9999999496244132
10.88,213000000.0,-0.9999999489201878
10.57,213000000.0,-0.9999999503755869
10.87,213000000.0,-0.9999999489671362
10.67,213000000.0,-0.9999999499061033
10.69,213000000.0,-0.9999999498122065
10.79,213000000.0,-0.999999949342723
11.08,213000000.0,-0.9999999479812206
11.28,213000000.0,-0.9999999470422535
11.45,213000000.0,-0.9999999462441315
11.83,213000000.0,-0.9999999444600939
11.89,213000000.0,-0.9999999441784038
11.94,213000000.0,-0.999999943943662
11.82,213000000.0,-0.9999999445070422
12.2,213000000.0,-0.9999999427230047
12.03,213000000.0,-0.9999999435211268
11.92,213000000.0,-0.9999999440375587
12.05,213000000.0,-0.9999999434272301
11.9,213000000.0,-0.9999999441314554
11.77,213000000.0,-0.999999944741784
11.84,826000000.0,-0.9999999856658596
11.95,826000000.0,-0.9999999855326877
12.1,826000000.0,-0.9999999853510896
12.2,826000000.0,-0.9999999852300242
12.0,826000000.0,-0.999999985472155
11.92,826000000.0,-0.9999999855690073
12.11,826000000.0,-0.999999985338983
12.22,826000000.0,-0.9999999852058111
12.07,826000000.0,-0.9999999853874092
11.8,826000000.0,-0.9999999857142857
11.82,826000000.0,-0.9999999856900726
11.99,826000000.0,-0.9999999854842615
11.94,826000000.0,-0.9999999855447942
11.75,826000000.0,-0.9999999857748184
11.82,826000000.0,-0.9999999856900726
11.9,826000000.0,-0.9999999855932203
11.61,826000000.0,-0.9999999859443099
11.59,826000000.0,-0.999999985968523
11.75,826000000.0,-0.9999999857748184
11.87,826000000.0,-0.99999998562954
12.06,826000000.0,-0.9999999853995157
12.02,826000000.0,-0.9999999854479419
12.0,826000000.0,-0.999999985472155
12.2,826000000.0,-0.9999999852300242
12.2,826000000.0,-0.9999999852300242
12.05,826000000.0,-0.9999999854116223
11.87,826000000.0,-0.99999998562954
11.91,826000000.0,-0.9999999855811138
11.93,826000000.0,-0.9999999855569007
11.99,826000000.0,-0.9999999854842615
11.67,826000000.0,-0.9999999858716707
11.55,826000000.0,-0.9999999860169492
11.24,826000000.0,-0.9999999863922518
11.2,826000000.0,-0.999999986440678
11.39,826000000.0,-0.9999999862106538
11.17,826000000.0,-0.9999999864769976
10.99,826000000.0,-0.9999999866949153
11.0,826000000.0,-0.9999999866828088
11.31,826000000.0,-0.9999999863075061
10.98,826000000.0,-0.9999999867070218
11.13,826000000.0,-0.9999999865254238
11.34,826000000.0,-0.9999999862711865
11.87,826000000.0,-0.99999998562954
11.85,826000000.0,-0.999999985653753
11.7,826000000.0,-0.9999999858353511
11.73,826000000.0,-0.9999999857990315
11.78,826000000.0,-0.9999999857384988
11.71,826000000.0,-0.9999999858232446
11.57,826000000.0,-0.9999999859927361
11.71,826000000.0,-0.9999999858232446
12.05,826000000.0,-0.9999999854116223
12.3,826000000.0,-0.9999999851089588
12.11,826000000.0,-0.999999985338983
11.97,826000000.0,-0.9999999855084746
12.06,826000000.0,-0.9999999853995157
12.22,826000000.0,-0.9999999852058111
12.05,826000000.0,-0.9999999854116223
11.97,826000000.0,-0.9999999855084746
11.75,826000000.0,-0.9999999857748184
