CMS,dcf,Deviation
39.5,11168736000.0,-0.9999999964633419
39.56,11135664000.0,-0.9999999964474503
39.44,11138420000.0,-0.9999999964591029
39.45,11204564000.0,-0.9999999964791133
39.69,11397484000.0,-0.9999999965176525
40.39,11444336000.0,-0.9999999964707432
40.56,11532528000.0,-0.9999999964829914
40.88,11538040000.0,-0.9999999964569373
40.9,11568356000.0,-0.9999999964644933
41.01,11562844000.0,-0.9999999964532947
40.99,11554576000.0,-0.9999999964524877
40.96,11584892000.0,-0.9999999964643607
41.07,11673084000.0,-0.9999999964816496
41.39,11780568000.0,-0.9999999964865871
41.78,11651036000.0,-0.9999999964140528
41.31,11653792000.0,-0.9999999964552311
41.32,11590404000.0,-0.9999999964349819
41.09,11728204000.0,-0.9999999964964797
41.59,11753008000.0,-0.9999999964613314
41.68,11747496000.0,-0.9999999964520099
41.66,11904588000.0,-0.9999999965005089
42.23,11901832000.0,-0.9999999964518067
42.22,11962464000.0,-0.9999999964706268
42.44,12046109000.0,-0.9999999964768707
42.71,12040551000.0,-0.9999999964528201
42.69,11784883000.0,-0.9999999963775626
41.77,11807115000.0,-0.9999999964623026
41.85,11729303000.0,-0.9999999964320131
41.57,11768209000.0,-0.9999999964676018
41.71,11740419000.0,-0.9999999964473159
41.61,11770988000.0,-0.9999999964650376
41.72,11662607000.0,-0.9999999964227552
41.33,11651491000.0,-0.9999999964528145
41.29,11723745000.0,-0.9999999964780878
41.55,11751535000.0,-0.9999999964642917
41.65,11790441000.0,-0.9999999964674774
41.79,11384707000.0,-0.9999999963292863
40.33,11120702000.0,-0.9999999963734304
39.38,11195735000.0,-0.9999999964825891
39.65,11179061000.0,-0.9999999964531905
39.59,11145713000.0,-0.9999999964479617
39.47,11306895000.0,-0.9999999965092097
40.05,11395823000.0,-0.9999999964855544
40.37,11481972000.0,-0.9999999964840535
40.68,11598690000.0,-0.9999999964927073
41.1,11565342000.0,-0.9999999964462789
40.98,11668165000.0,-0.9999999964878796
41.35,11629259000.0,-0.9999999964443135
41.21,11601469000.0,-0.9999999964478636
41.11,11679281000.0,-0.9999999964800915
41.39,11748756000.0,-0.9999999964770738
41.64,11751535000.0,-0.9999999964566331
41.65,11873811000.0,-0.9999999964922803
42.09,11829347000.0,-0.9999999964419
41.93,11801557000.0,-0.9999999964470789
41.83,11548668000.0,-0.9999999963779372
40.92,11381928000.0,-0.9999999964048271
40.32,11523657000.0,-0.9999999965011107
40.83,11529215000.0,-0.999999996458562
40.85,11459740000.0,-0.9999999964353466
40.6,11629259000.0,-0.9999999965088059
41.21,11551447000.0,-0.9999999964324816
40.93,11690397000.0,-0.9999999964988358
41.43,11734861000.0,-0.9999999964694938
41.59,11798778000.0,-0.9999999964750587
41.82,11854358000.0,-0.9999999964721835
42.02,11851579000.0,-0.9999999964544809
42.01,12076678000.0,-0.9999999965213944
42.82,12023877000.0,-0.9999999964387527
42.63,12009982000.0,-0.9999999964504527
42.58,12079457000.0,-0.9999999964750071
42.83,12235081000.0,-0.9999999964994102
43.39,12212849000.0,-0.9999999964471844
43.31,12212849000.0,-0.9999999964537349
43.31,12360136000.0,-0.9999999964959932
43.84,12243418000.0,-0.9999999964193006
43.42,12324009000.0,-0.9999999964767958
43.71,12354578000.0,-0.9999999964620402
43.82,12282324000.0,-0.9999999964322713
43.56,12324009000.0,-0.9999999964654359
43.71,12307335000.0,-0.9999999964484594
43.65,12290661000.0,-0.999999996448523
43.59,12504644000.0,-0.9999999965140951
44.36,12665826000.0,-0.9999999964976622
44.94,12676942000.0,-0.999999996454981
44.98,12638036000.0,-0.9999999964409026
44.84,12921494000.0,-0.9999999965298131
45.86,13042762000.0,-0.9999999964838736
45.63,13167592000.0,-0.9999999965346739
46.08,13192558000.0,-0.9999999965071217
46.17,12940124000.0,-0.999999996432028
45.26,13009474000.0,-0.9999999965209969
45.51,12973412000.0,-0.9999999964920562
45.38,12751492000.0,-0.9999999964412007
44.58,12876322000.0,-0.9999999965378312
45.03,12801424000.0,-0.9999999964824225
44.76,12818068000.0,-0.999999996508054
44.82,12848582000.0,-0.9999999965116774
44.93,12868000000.0,-0.9999999965083929
45.0,12823616000.0,-0.9999999964908494
44.84,12898514000.0,-0.9999999965236306
45.11,13017796000.0,-0.9999999965347437
45.54,13026118000.0,-0.9999999965039469
45.57,12868000000.0,-0.9999999964586571
45.0,12779232000.0,-0.9999999964786617
44.68,12865226000.0,-0.9999999965270723
44.99,12917932000.0,-0.9999999965172444
45.18,12909610000.0,-0.9999999965002816
45.15,12876322000.0,-0.999999996493564
45.03,12626662000.0,-0.9999999964337368
44.13,12679368000.0,-0.9999999965195426
44.32,12504606000.0,-0.999999996455706
43.69,12465770000.0,-0.9999999964952024
43.55,12493510000.0,-0.9999999965141901
43.65,12521250000.0,-0.9999999965139263
43.75,12512928000.0,-0.9999999965036162
43.72,12551764000.0,-0.9999999965168243
43.86,12315974000.0,-0.9999999964387714
43.01,12119020000.0,-0.9999999964510332
42.3,12321522000.0,-0.9999999965669826
43.03,12471318000.0,-0.9999999965496831
43.57,12329844000.0,-0.9999999964662976
43.06,12363132000.0,-0.9999999965170638
43.18,12263268000.0,-0.9999999964789157
42.82,12274364000.0,-0.9999999965114282
42.86,12302104000.0,-0.9999999965160431
42.96,12021930000.0,-0.9999999964265305
41.95,12127342000.0,-0.9999999965408743
42.33,11977546000.0,-0.9999999964658871
41.79,12027478000.0,-0.9999999965254561
41.97,11994190000.0,-0.9999999965008058
41.85,12121794000.0,-0.9999999965475407
42.31,12257720000.0,-0.9999999965482977
42.8,12268816000.0,-0.9999999965114809
42.84,12293782000.0,-0.9999999965153116
42.93,11844394000.0,-0.9999999963755005
41.31,11996964000.0,-0.9999999965566289
41.86,11869360000.0,-0.9999999964732723
41.4,11947032000.0,-0.9999999965347042
41.68,12002512000.0,-0.9999999965273936
41.88,12127342000.0,-0.9999999965466464
42.33,12260494000.0,-0.9999999965474474
42.81,12229980000.0,-0.9999999964995855
42.7,12479640000.0,-0.999999996578427
43.6,12524024000.0,-0.9999999965186908
43.76,12554538000.0,-0.9999999965144077
43.87,12596148000.0,-0.9999999965171892
44.02,12385324000.0,-0.9999999964457934
43.26,12313200000.0,-0.9999999964866972
43.0,12121794000.0,-0.9999999964526702
42.31,12038574000.0,-0.9999999964854641
42.01,11835780000.0,-0.999999996450593
41.4,11574742000.0,-0.9999999964232464
40.46,11552526000.0,-0.9999999964977356
40.38,11571965000.0,-0.9999999965105322
40.45,11519202000.0,-0.999999996488472
40.26,11616397000.0,-0.9999999965342093
40.61,11477547000.0,-0.9999999964617875
40.11,11560857000.0,-0.9999999965305341
40.41,11683045000.0,-0.9999999965411415
40.85,11641390000.0,-0.9999999964909688
40.7,11735808000.0,-0.9999999965319815
41.04,11841334000.0,-0.9999999965341743
41.42,11824672000.0,-0.9999999964971544
41.36,11821895000.0,-0.9999999965014069
41.35,11769132000.0,-0.9999999964865718
41.16,11830226000.0,-0.9999999965207765
41.38,11894097000.0,-0.9999999965209633
41.61,11905205000.0,-0.9999999965048901
41.65,11824672000.0,-0.9999999964777035
41.36,11808010000.0,-0.999999996497293
41.3,12044055000.0,-0.9999999965709223
42.15,11871881000.0,-0.9999999964495938
41.53,11688599000.0,-0.9999999964469651
40.87,11769132000.0,-0.9999999965273565
41.16,11663606000.0,-0.9999999964710742
40.78,11921867000.0,-0.9999999965793949
41.71,11996846000.0,-0.9999999965232529
41.98,11541418000.0,-0.9999999963626653
40.34,11305373000.0,-0.9999999964317852
39.49,11377575000.0,-0.9999999965291374
39.75,11305373000.0,-0.9999999964839728
39.49,11444223000.0,-0.9999999965493507
39.99,11424784000.0,-0.999999996499715
39.92,11383129000.0,-0.9999999964930556
39.77,11369244000.0,-0.9999999965019661
39.72,11496986000.0,-0.9999999965451815
40.18,11594181000.0,-0.9999999965344685
40.53,11369244000.0,-0.9999999964351192
39.72,11613620000.0,-0.9999999965798778
40.6,11869104000.0,-0.9999999965793542
41.52,11957968000.0,-0.9999999965278382
41.84,11508094000.0,-0.999999996364298
40.22,11360913000.0,-0.9999999964597915
39.69,11430338000.0,-0.9999999965276617
39.94,11424784000.0,-0.9999999965040914
39.92,11424784000.0,-0.999999996505842
39.92,11605289000.0,-0.9999999965601891
40.57,11616397000.0,-0.9999999965075229
40.61,11758024000.0,-0.9999999965461883
41.12,11924644000.0,-0.999999996551679
41.72,11871881000.0,-0.9999999964858138
41.53,11674714000.0,-0.9999999964427394
40.82,11696930000.0,-0.9999999965101954
40.9,11863550000.0,-0.9999999965524653
41.5,11971853000.0,-0.9999999965335358
41.89,11921867000.0,-0.9999999964862886
41.71,11880212000.0,-0.9999999964891199
41.56,11888543000.0,-0.9999999965041974
41.59,11919090000.0,-0.9999999965106396
41.7,11916313000.0,-0.9999999965005955
41.69,11808010000.0,-0.9999999964693458
41.3,11938529000.0,-0.9999999965406123
41.77,11896874000.0,-0.9999999964889936
41.62,11776187000.0,-0.9999999964657491
41.53,11840104000.0,-0.9999999964924294
41.76,11904021000.0,-0.9999999964919417
41.99,11948485000.0,-0.9999999964857469
42.15,11790082000.0,-0.9999999964249613
41.58,11770629000.0,-0.9999999964674785
41.51,11892905000.0,-0.9999999965096837
41.95,11879010000.0,-0.999999996468561
41.9,11890126000.0,-0.9999999964760676
41.94,11962380000.0,-0.9999999964940087
42.2,11959601000.0,-0.9999999964714542
42.19,11942927000.0,-0.9999999964673651
42.13,11998507000.0,-0.9999999964887298
42.33,11987391000.0,-0.9999999964687896
42.29,11898463000.0,-0.9999999964457594
41.97,11853999000.0,-0.9999999964594227
41.81,11895684000.0,-0.9999999964852798
41.96,11845662000.0,-0.999999996457775
41.78,11917916000.0,-0.9999999964943536
42.04,12073540000.0,-0.9999999965180055
42.6,11940148000.0,-0.999999996432205
42.12,12118004000.0,-0.99999999652418
42.76,12079098000.0,-0.9999999964600006
42.62,12031855000.0,-0.9999999964577365
42.45,12048529000.0,-0.9999999964767483
42.51,12156910000.0,-0.9999999965032232
42.9,12112446000.0,-0.9999999964581885
42.74,12165247000.0,-0.9999999964867133
42.93,12220827000.0,-0.9999999964871444
43.13,12123562000.0,-0.9999999964424647
42.78,12120783000.0,-0.9999999964705251
42.77,12209711000.0,-0.9999999964970506
43.09,12245838000.0,-0.9999999964812535
43.22,12334766000.0,-0.9999999964960827
43.54,12395904000.0,-0.9999999964875494
43.76,12515401000.0,-0.9999999965035079
44.19,12651572000.0,-0.9999999965071534
44.68,12545970000.0,-0.9999999964386971
44.3,12607108000.0,-0.9999999964861093
44.52,12498727000.0,-0.9999999964380373
44.13,12607108000.0,-0.9999999964995937
44.52,12545970000.0,-0.9999999964514501
44.3,12559865000.0,-0.9999999964728921
44.35,12584876000.0,-0.9999999964759287
44.44,12370893000.0,-0.9999999964076967
43.67,12384788000.0,-0.9999999964739
43.72,12501506000.0,-0.9999999965028213
44.14,12515401000.0,-0.9999999964731454
44.19,12526517000.0,-0.9999999964722835
44.23,12740500000.0,-0.9999999965283937
45.0,12570981000.0,-0.9999999964203271
44.39,12659909000.0,-0.9999999964936557
44.71,12532075000.0,-0.9999999964323546
44.25,12743279000.0,-0.9999999965275813
45.01,12793301000.0,-0.9999999964817524
45.19,12768290000.0,-0.9999999964607633
45.1,12818312000.0,-0.999999996481596
45.28,12768290000.0,-0.9999999964537146
45.1,12784964000.0,-0.9999999964724187
45.16,12690478000.0,-0.9999999964414265
44.82,12637677000.0,-0.9999999964534622
44.63,12668246000.0,-0.9999999964770182
44.74,12936087000.0,-0.999999996541458
44.83,12958399000.0,-0.9999999965404677
44.91,13056014000.0,-0.9999999965602059
45.26,13011390000.0,-0.9999999965215093
45.1,12969555000.0,-0.9999999965226255
44.95,13050436000.0,-0.9999999965556706
45.24,13067170000.0,-0.9999999965378885
45.3,13136895000.0,-0.9999999965516966
45.55,13042069000.0,-0.999999996507456
45.21,13136895000.0,-0.9999999965585475
45.55,13175941000.0,-0.9999999965429414
45.69,13022546000.0,-0.9999999964914695
45.14,12933298000.0,-0.9999999965097843
44.82,13036491000.0,-0.9999999965619583
45.19,13114583000.0,-0.9999999965542176
45.47,13125739000.0,-0.9999999965358141
45.51,13083904000.0,-0.9999999965216804
45.36,13120161000.0,-0.9999999965427253
45.49,13095060000.0,-0.9999999965261709
45.4,13025335000.0,-0.999999996514485
45.15,13072748000.0,-0.9999999965462503
45.32,12977922000.0,-0.9999999965079155
44.98,13019757000.0,-0.9999999965452504
45.13,13106216000.0,-0.9999999965565958
45.44,13117372000.0,-0.9999999965358914
45.48,12955610000.0,-0.9999999964895516
44.9,13033702000.0,-0.9999999965550846
45.18,13039280000.0,-0.9999999965350848
45.2,13134106000.0,-0.9999999965585781
45.54,13181519000.0,-0.9999999965451629
45.71,13069959000.0,-0.9999999965026669
45.31,13139684000.0,-0.9999999965516675
45.56,13192675000.0,-0.9999999965465685
45.75,13276345000.0,-0.9999999965540215
46.05,13393483000.0,-0.9999999965617606
46.47,13449263000.0,-0.9999999965447921
46.67,13491098000.0,-0.9999999965406818
46.82,13655649000.0,-0.9999999965713823
47.41,13655649000.0,-0.9999999965281767
47.41,13675172000.0,-0.9999999965331332
47.48,13655649000.0,-0.9999999965230506
47.41,13730952000.0,-0.9999999965472168
47.68,13761631000.0,-0.9999999965352944
47.79,13630548000.0,-0.9999999964939047
47.32,13630548000.0,-0.9999999965283861
47.32,13686328000.0,-0.999999996542535
47.52,13518988000.0,-0.999999996484944
46.92,13535722000.0,-0.9999999965336167
46.98,13546878000.0,-0.9999999965320423
47.02,13616603000.0,-0.9999999965468627
47.27,13747686000.0,-0.9999999965616032
47.74,13842512000.0,-0.999999996551204
48.08,13889925000.0,-0.9999999965384982
48.25,13809044000.0,-0.9999999965059131
47.96,13825778000.0,-0.9999999965311175
48.02,13739319000.0,-0.9999999965049214
47.71,13714218000.0,-0.9999999965211287
47.62,13627759000.0,-0.9999999965056617
47.31,13697484000.0,-0.9999999965460811
47.56,13546878000.0,-0.999999996489228
47.02,13429740000.0,-0.9999999964988153
46.6,13354437000.0,-0.9999999965105231
46.33,13332125000.0,-0.9999999965249351
46.25,13261200000.0,-0.999999996512382
46.0,13208152000.0,-0.9999999965173023
45.81,13177440000.0,-0.9999999965236039
45.7,13191400000.0,-0.9999999965356217
45.75,13146728000.0,-0.9999999965200467
45.59,13141144000.0,-0.9999999965307435
45.57,13272368000.0,-0.9999999965665509
46.04,13177440000.0,-0.9999999965061499
45.7,13233280000.0,-0.9999999965465856
45.9,13261200000.0,-0.9999999965387748
46.0,13289120000.0,-0.9999999965385218
46.1,13328208000.0,-0.9999999965411704
46.24,13425928000.0,-0.9999999965559178
46.59,13470600000.0,-0.9999999965413567
46.75,13370088000.0,-0.9999999965033888
46.39,13305872000.0,-0.9999999965135693
46.16,13409176000.0,-0.9999999965575812
46.53,13509688000.0,-0.999999996555805
46.89,13344960000.0,-0.9999999964863139
46.3,13328208000.0,-0.9999999965261647
46.24,13439888000.0,-0.9999999965594951
46.64,13439888000.0,-0.999999996529733
46.64,13545984000.0,-0.9999999965569131
47.02,13548776000.0,-0.9999999965295758
47.03,13593448000.0,-0.999999996540245
47.19,13657664000.0,-0.9999999965447971
47.42,13646496000.0,-0.9999999965251153
47.38,13674416000.0,-0.9999999965351354
47.48,13626952000.0,-0.9999999965157286
47.31,13668832000.0,-0.9999999965388411
47.46,13752592000.0,-0.9999999965490142
47.76,13822392000.0,-0.9999999965447369
48.01,13774928000.0,-0.9999999965146823
47.84,13878232000.0,-0.9999999965528751
48.21,13897776000.0,-0.9999999965310996
48.28,13892192000.0,-0.9999999965246665
48.26,13981536000.0,-0.9999999965483048
48.58,13914528000.0,-0.999999996508685
48.34,13959200000.0,-0.9999999965370509
48.5,13995496000.0,-0.9999999965345994
48.63,14026208000.0,-0.9999999965329189
48.74,13978744000.0,-0.9999999965132775
48.57,13970368000.0,-0.9999999965233557
48.54,13936864000.0,-0.9999999965171504
48.42,13939656000.0,-0.9999999965264567
48.43,13869856000.0,-0.999999996508255
48.18,13948032000.0,-0.9999999965457492
48.46,14003872000.0,-0.9999999965395285
48.66,14126720000.0,-0.9999999965554637
49.1,13841936000.0,-0.9999999964528083
48.08,13680000000.0,-0.9999999964853801
47.5,13788888000.0,-0.9999999965551972
47.89,13783304000.0,-0.9999999965255065
47.87,13716296000.0,-0.9999999965099907
47.63,13649288000.0,-0.9999999965104407
47.39,13559944000.0,-0.9999999965051478
47.07,13557152000.0,-0.9999999965280318
47.06,13392424000.0,-0.9999999964860731
46.47,13568320000.0,-0.9999999965751103
47.1,13523648000.0,-0.9999999965172119
46.94,13325416000.0,-0.9999999964774083
46.23,13358920000.0,-0.9999999965393909
46.35,13350544000.0,-0.9999999965282313
46.32,13130316000.0,-0.999999996472286
46.42,13004406000.0,-0.9999999964304406
45.97,13149902000.0,-0.9999999965041565
46.49,13161094000.0,-0.9999999964676188
46.53,13096740000.0,-0.9999999964472075
46.3,13147104000.0,-0.9999999964783118
46.48,13292600000.0,-0.9999999965033176
47.0,13390530000.0,-0.9999999964900568
47.35,13494056000.0,-0.9999999964910476
47.72,13443692000.0,-0.9999999964503798
47.54,13407318000.0,-0.9999999964541753
47.41,13519238000.0,-0.9999999964931455
47.81,13519238000.0,-0.9999999964635581
47.81,13625562000.0,-0.9999999964911539
48.19,13622764000.0,-0.9999999964625388
48.18,13631158000.0,-0.9999999964654507
48.21,13689916000.0,-0.9999999964784299
48.42,13564006000.0,-0.9999999964302582
47.97,13555612000.0,-0.9999999964612443
47.94,13628360000.0,-0.9999999964823354
48.2,13516440000.0,-0.9999999964339723
47.8,13675926000.0,-0.9999999965048071
48.37,13591986000.0,-0.9999999964412853
48.07,13605976000.0,-0.9999999964669937
48.12,13608774000.0,-0.9999999964640459
48.13,13586390000.0,-0.9999999964574843
48.05,13827018000.0,-0.9999999965249196
48.91,13888574000.0,-0.9999999964784002
49.13,13930544000.0,-0.9999999964732175
49.28,13927746000.0,-0.999999996461739
49.27,14028474000.0,-0.9999999964878575
49.63,14285890000.0,-0.9999999965259427
50.55,14193556000.0,-0.9999999964385247
50.22,14179566000.0,-0.9999999964582837
50.17,14017282000.0,-0.9999999964208468
49.59,13966918000.0,-0.9999999964494672
49.41,13986504000.0,-0.9999999964673087
49.48,13964120000.0,-0.9999999964566332
49.4,13975312000.0,-0.9999999964651952
49.44,14062050000.0,-0.9999999964841542
49.75,14048060000.0,-0.9999999964585857
49.7,14022878000.0,-0.9999999964557917
49.61,14104020000.0,-0.9999999964825631
49.9,14059252000.0,-0.9999999964507358
49.74,14064848000.0,-0.9999999964635238
49.76,13938938000.0,-0.9999999964301441
49.31,13966918000.0,-0.9999999964695147
49.41,14014484000.0,-0.9999999964743618
49.58,14095626000.0,-0.9999999964825969
49.87,14157182000.0,-0.9999999964774063
50.09,13899766000.0,-0.9999999963963422
49.17,13922150000.0,-0.9999999964682179
49.25,13871786000.0,-0.999999996449628
49.07,13922150000.0,-0.9999999964754007
49.25,13754270000.0,-0.9999999964192938
48.65,13494056000.0,-0.9999999963947089
47.72,13337368000.0,-0.9999999964220827
47.16,13365348000.0,-0.9999999964714723
47.26,13390530000.0,-0.9999999964706401
47.35,13239438000.0,-0.9999999964235642
46.81,13351358000.0,-0.9999999964939896
47.21,13401722000.0,-0.9999999964773184
47.39,13376540000.0,-0.9999999964572304
47.3,13328000000.0,-0.9999999964510804
46.95,13246800000.0,-0.9999999964557478
46.66,13101200000.0,-0.9999999964384941
46.14,13008800000.0,-0.9999999964531702
45.81,13157200000.0,-0.9999999965182562
46.34,12980800000.0,-0.9999999964301122
45.71,12776400000.0,-0.9999999964223099
44.98,12611200000.0,-0.9999999964333292
44.39,12504800000.0,-0.9999999964501631
44.01,12574800000.0,-0.9999999965001432
44.26,12656000000.0,-0.9999999965028445
44.55,12530000000.0,-0.9999999964445331
44.1,12516000000.0,-0.9999999964765101
44.05,12546800000.0,-0.9999999964891446
44.16,12630800000.0,-0.9999999965037843
44.46,12574800000.0,-0.9999999964643573
44.26,12782000000.0,-0.9999999965373181
45.0,12723200000.0,-0.999999996463154
44.79,12530000000.0,-0.9999999964253791
44.1,12591600000.0,-0.9999999964976651
44.32,12712000000.0,-0.9999999965135306
44.75,12546800000.0,-0.9999999964333536
44.16,12356400000.0,-0.9999999964261436
43.48,12146400000.0,-0.9999999964203385
42.73,11986800000.0,-0.9999999964352454
42.16,11986800000.0,-0.9999999964827977
42.16,11877600000.0,-0.9999999964504613
41.77,12163200000.0,-0.9999999965658708
42.79,12188400000.0,-0.999999996489285
42.88,12236000000.0,-0.9999999964955868
43.05,12194000000.0,-0.9999999964695752
42.9,12429200000.0,-0.9999999965484504
43.74,12558000000.0,-0.9999999965169613
44.2,12322800000.0,-0.9999999964131528
43.36,12227600000.0,-0.9999999964539239
43.02,12224800000.0,-0.999999996480924
43.01,12462800000.0,-0.9999999965489296
43.86,12437600000.0,-0.9999999964735962
43.77,12152000000.0,-0.9999999963981238
42.75,12068000000.0,-0.9999999964575738
42.45,12042800000.0,-0.9999999964750722
42.36,12107200000.0,-0.9999999965012555
42.59,12303200000.0,-0.999999996538299
43.29,12135200000.0,-0.9999999964326917
42.69,12079200000.0,-0.9999999964658256
42.49,12098800000.0,-0.9999999964880815
42.56,12182800000.0,-0.9999999965065502
42.86,12247200000.0,-0.9999999965004246
43.09,12210800000.0,-0.9999999964711567
42.96,12311600000.0,-0.9999999965106079
43.32,12420800000.0,-0.999999996512302
43.71,12580400000.0,-0.9999999965255477
44.28,12496400000.0,-0.9999999964565794
43.98,12499200000.0,-0.9999999964813748
43.99,12448800000.0,-0.9999999964663261
43.81,12488000000.0,-0.9999999964918321
43.95,12292000000.0,-0.9999999964245038
43.25,12451600000.0,-0.9999999965265508
43.82,12712000000.0,-0.9999999965528634
44.75,12801600000.0,-0.9999999965043432
45.07,12863200000.0,-0.9999999964962062
45.29,12865315000.0,-0.999999996479682
45.01,12941320000.0,-0.9999999965219931
45.28,12949765000.0,-0.9999999965034114
45.31,13020140000.0,-0.9999999965200067
45.56,12952580000.0,-0.9999999964825541
45.32,12890650000.0,-0.9999999964842735
45.1,12758345000.0,-0.9999999964650588
44.63,12735825000.0,-0.9999999964957119
44.55,12569740000.0,-0.999999996455774
43.96,12640115000.0,-0.9999999965221835
44.21,12862500000.0,-0.9999999965628765
45.0,12935690000.0,-0.9999999965212525
45.26,12882205000.0,-0.9999999964866263
45.07,12966655000.0,-0.9999999965241614
45.37,12915985000.0,-0.9999999964872985
45.19,12966655000.0,-0.9999999965149069
45.37,13073625000.0,-0.9999999965296542
45.75,13104590000.0,-0.9999999965088568
45.86,13267860000.0,-0.999999996543527
46.44,13476170000.0,-0.999999996553917
47.18,13478985000.0,-0.9999999964997365
47.19,13439575000.0,-0.9999999964887283
47.05,13386090000.0,-0.9999999964851574
46.86,13276305000.0,-0.9999999964704035
46.47,13270675000.0,-0.9999999964982942
46.45,13149630000.0,-0.9999999964675812
46.02,12859685000.0,-0.9999999964213743
44.99,12786495000.0,-0.9999999964814439
44.73,12921615000.0,-0.9999999965383584
45.21,12969470000.0,-0.9999999965141212
45.38,12932875000.0,-0.9999999964911128
45.25,12758345000.0,-0.9999999964533017
44.63,12693600000.0,-0.9999999964840549
44.4,12603520000.0,-0.9999999964771746
44.08,12611965000.0,-0.9999999965049062
44.11,12572555000.0,-0.9999999964915643
43.97,12614780000.0,-0.9999999965144061
44.12,12794940000.0,-0.9999999965517619
44.76,12932875000.0,-0.9999999965390526
45.25,13037030000.0,-0.9999999965291174
45.62,13096145000.0,-0.9999999965165322
45.83,13186225000.0,-0.9999999965244033
46.15,13180595000.0,-0.9999999964986406
46.13,12910355000.0,-0.9999999964268992
45.17,12772420000.0,-0.9999999964634736
44.68,12628855000.0,-0.9999999964620704
44.17,12383950000.0,-0.9999999964332866
43.3,12406470000.0,-0.9999999965098856
43.38,12398025000.0,-0.9999999965010556
43.35,12195345000.0,-0.999999996445365
42.63,12383950000.0,-0.9999999965576412
43.3,12324835000.0,-0.9999999964867684
43.09,12474030000.0,-0.9999999965456232
43.62,12603520000.0,-0.9999999965390621
44.08,12716120000.0,-0.9999999965335338
44.48,12921615000.0,-0.9999999965577059
45.21,12896280000.0,-0.9999999964943379
45.12,12955395000.0,-0.999999996517281
45.33,12986360000.0,-0.9999999965094145
45.44,13287565000.0,-0.9999999965802613
46.51,13287565000.0,-0.9999999964997349
46.51,13459280000.0,-0.9999999965443916
47.12,13436760000.0,-0.9999999964932023
47.04,13504320000.0,-0.9999999965166703
47.28,13958312000.0,-0.999999996612771
47.84,13992128000.0,-0.9999999965809346
47.96,14054124000.0,-0.9999999965874785
48.18,14169662000.0,-0.9999999965997778
48.59,13659604000.0,-0.9999999964427958
46.78,13780778000.0,-0.9999999966054166
47.21,13972402000.0,-0.9999999966211965
47.89,13980856000.0,-0.9999999965746017
47.92,13961130000.0,-0.9999999965676131
47.85,13921678000.0,-0.9999999965629143
47.71,13890680000.0,-0.9999999965653229
47.6,13828684000.0,-0.9999999965578793
47.38,13963948000.0,-0.9999999966069768
47.86,13839956000.0,-0.9999999965418965
47.42,13746962000.0,-0.9999999965505105
47.09,13837138000.0,-0.9999999965968396
47.41,13969584000.0,-0.9999999966061982
47.88,14042852000.0,-0.9999999965904361
48.14,14037216000.0,-0.9999999965705451
48.12,13901952000.0,-0.9999999965386156
47.64,14099212000.0,-0.9999999966210877
48.34,13963948000.0,-0.9999999965382284
47.86,13955494000.0,-0.9999999965705263
47.83,14104848000.0,-0.9999999966089673
48.36,14096394000.0,-0.9999999965693354
48.33,14048488000.0,-0.9999999965597721
48.16,14062578000.0,-0.9999999965753079
48.21,14130210000.0,-0.9999999965881611
48.45,14107666000.0,-0.9999999965656969
48.37,14189388000.0,-0.9999999965911144
48.66,14228840000.0,-0.999999996580185
48.8,14412010000.0,-0.9999999966139352
49.45,14533184000.0,-0.9999999965974421
49.88,14536002000.0,-0.99999999656852
49.89,14502186000.0,-0.999999996559829
49.77,14420464000.0,-0.9999999965486548
49.48,14316198000.0,-0.9999999965437751
49.11,14310562000.0,-0.999999996568269
49.09,14386648000.0,-0.9999999965878084
49.36,14262656000.0,-0.999999996539214
48.92,14234476000.0,-0.9999999965632735
48.82,14352832000.0,-0.9999999965985806
49.24,14428918000.0,-0.9999999965874087
49.51,14352832000.0,-0.9999999965505065
49.24,14431736000.0,-0.999999996588075
49.52,14617724000.0,-0.9999999966123317
50.18,14741716000.0,-0.9999999965960543
50.62,14592362000.0,-0.999999996531062
50.09,14724808000.0,-0.9999999965982579
50.56,14690992000.0,-0.9999999965584353
50.44,14654358000.0,-0.9999999965580205
50.31,14761442000.0,-0.9999999965917964
50.69,14674084000.0,-0.9999999965456107
50.38,14651540000.0,-0.9999999965614537
50.3,14640268000.0,-0.9999999965642705
50.26,14276746000.0,-0.9999999964795899
48.97,14316198000.0,-0.9999999965793991
49.11,14378194000.0,-0.9999999965844111
49.33,14265474000.0,-0.9999999965420007
48.93,14104848000.0,-0.99999999653098
48.36,13932950000.0,-0.9999999965290911
47.75,14093576000.0,-0.9999999966119316
48.32,14285200000.0,-0.9999999966174782
49.0,14103585000.0,-0.999999996525706
48.85,14241814000.0,-0.9999999965699594
49.34,14078196000.0,-0.9999999964952896
48.76,14120511000.0,-0.9999999965468672
48.91,14396969000.0,-0.9999999966027572
49.89,14498525000.0,-0.9999999965589603
50.25,14611365000.0,-0.9999999965608962
50.65,14506988000.0,-0.9999999965085792
50.28,14205141000.0,-0.9999999964604364
49.21,14103585000.0,-0.9999999965108162
48.85,14148721000.0,-0.9999999965473911
49.01,14340549000.0,-0.9999999965824181
49.69,14391327000.0,-0.9999999965472259
49.87,14371580000.0,-0.9999999965299571
49.8,14619828000.0,-0.9999999965936672
