date,JNJ,dcf,Deviation
2004-10-04,57.25,,
2004-10-05,57.46,,
2004-10-06,57.75,,
2004-10-07,55.92,,
2004-10-08,55.32,,
2004-10-11,55.36,,
2004-10-12,56.82,,
2004-10-13,56.51,,
2004-10-14,56.52,,
2004-10-15,56.58,,
2004-10-18,57.32,,
2004-10-19,56.61,,
2004-10-20,57.5,,
2004-10-21,57.78,,
2004-10-22,57.29,,
2004-10-25,57.08,,
2004-10-26,57.23,,
2004-10-27,57.77,,
2004-10-28,58.01,,
2004-10-29,58.38,,
2004-11-01,58.44,,
2004-11-02,58.04,,
2004-11-03,59.45,,
2004-11-04,59.22,,
2004-11-05,59.18,,
2004-11-08,59.84,,
2004-11-09,59.83,,
2004-11-10,60.12,,
2004-11-11,60.6,,
2004-11-12,61.0,,
2004-11-15,61.16,,
2004-11-16,61.03,,
2004-11-17,60.9,,
2004-11-18,61.12,,
2004-11-19,60.54,,
2004-11-22,60.87,,
2004-11-23,60.57,,
2004-11-24,60.51,,
2004-11-26,60.45,,
2004-11-29,60.2,,
2004-11-30,60.32,,
2004-12-01,61.19,,
2004-12-02,61.75,,
2004-12-03,61.91,,
2004-12-06,61.83,,
2004-12-07,60.41,,
2004-12-08,61.15,,
2004-12-09,61.31,,
2004-12-10,60.25,,
2004-12-13,60.64,,
2004-12-14,61.43,,
2004-12-15,60.9,,
2004-12-16,63.45,,
2004-12-17,63.58,,
2004-12-20,63.07,,
2004-12-21,62.95,,
2004-12-22,63.3,,
2004-12-23,63.6,,
2004-12-27,63.53,,
2004-12-28,63.76,,
2004-12-29,63.53,,
2004-12-30,63.55,,
2004-12-31,63.42,,
2005-01-03,62.9,,
2005-01-04,62.7,,
2005-01-05,62.66,,
2005-01-06,62.84,,
2005-01-07,62.61,,
2005-01-10,63.1,,
2005-01-11,62.88,,
2005-01-12,63.32,,
2005-01-13,61.97,,
2005-01-14,62.7,,
2005-01-18,63.03,,
2005-01-19,62.82,,
2005-01-20,62.49,,
2005-01-21,61.85,,
2005-01-24,61.49,,
2005-01-25,63.72,,
2005-01-26,64.65,,
2005-01-27,64.22,,
2005-01-28,64.62,,
2005-01-31,64.7,,
2005-02-01,65.42,,
2005-02-02,66.0,,
2005-02-03,65.65,,
2005-02-04,66.24,,
2005-02-07,66.45,,
2005-02-08,66.33,,
2005-02-09,66.19,,
2005-02-10,66.13,,
2005-02-11,66.6,,
2005-02-14,66.0,,
2005-02-15,65.91,,
2005-02-16,65.74,,
2005-02-17,65.35,,
2005-02-18,65.43,,
2005-02-22,65.07,,
2005-02-23,65.41,,
2005-02-24,65.89,,
2005-02-25,66.22,,
2005-02-28,65.6,,
2005-03-01,66.65,,
2005-03-02,66.96,,
2005-03-03,66.75,,
2005-03-04,67.74,,
2005-03-07,68.44,,
2005-03-08,68.19,,
2005-03-09,67.76,,
2005-03-10,68.0,,
2005-03-11,67.6,,
2005-03-14,67.82,,
2005-03-15,67.26,,
2005-03-16,67.05,,
2005-03-17,66.99,,
2005-03-18,67.25,,
2005-03-21,66.85,,
2005-03-22,66.79,,
2005-03-23,68.2,,
2005-03-24,68.09,,
2005-03-28,68.35,,
2005-03-29,67.92,,
2005-03-30,68.05,,
2005-03-31,67.16,,
2005-04-01,66.85,,
2005-04-04,67.98,,
2005-04-05,69.01,,
2005-04-06,68.81,,
2005-04-07,69.24,,
2005-04-08,68.64,,
2005-04-11,68.89,,
2005-04-12,68.64,,
2005-04-13,68.59,,
2005-04-14,69.25,,
2005-04-15,69.4,,
2005-04-18,69.04,,
2005-04-19,69.05,,
2005-04-20,68.1,,
2005-04-21,68.29,,
2005-04-22,68.49,,
2005-04-25,68.54,,
2005-04-26,68.02,,
2005-04-27,68.33,,
2005-04-28,67.66,,
2005-04-29,68.63,,
2005-05-02,68.78,,
2005-05-03,68.73,,
2005-05-04,68.22,,
2005-05-05,68.51,,
2005-05-06,68.21,,
2005-05-09,68.17,,
2005-05-10,67.73,,
2005-05-11,67.95,,
2005-05-12,67.65,,
2005-05-13,67.1,,
2005-05-16,67.64,,
2005-05-17,67.91,,
2005-05-18,67.6,,
2005-05-19,67.41,,
2005-05-20,67.2,,
2005-05-23,67.26,,
2005-05-24,67.6,,
2005-05-25,67.47,,
2005-05-26,67.42,,
2005-05-27,67.43,,
2005-05-31,67.1,,
2005-06-01,67.31,,
2005-06-02,67.0,,
2005-06-03,66.44,,
2005-06-06,66.38,,
2005-06-07,66.54,,
2005-06-08,66.36,,
2005-06-09,66.73,,
2005-06-10,66.48,,
2005-06-13,66.47,,
2005-06-14,66.58,,
2005-06-15,66.35,,
2005-06-16,66.3,,
2005-06-17,66.56,,
2005-06-20,66.55,,
2005-06-21,66.53,,
2005-06-22,66.0,,
2005-06-23,65.35,,
2005-06-24,65.58,,
2005-06-27,65.65,,
2005-06-28,66.07,,
2005-06-29,65.7,,
2005-06-30,65.0,,
2005-07-01,64.95,,
2005-07-05,64.85,,
2005-07-06,64.15,,
2005-07-07,63.92,,
2005-07-08,64.28,,
2005-07-11,64.79,,
2005-07-12,64.78,,
2005-07-13,64.42,,
2005-07-14,64.6,,
2005-07-15,65.03,,
2005-07-18,64.6,,
2005-07-19,65.02,,
2005-07-20,64.96,,
2005-07-21,63.98,,
2005-07-22,64.32,,
2005-07-25,63.34,,
2005-07-26,62.67,,
2005-07-27,64.54,,
2005-07-28,64.73,,
2005-07-29,63.96,,
2005-08-01,64.5,,
2005-08-02,64.63,,
2005-08-03,64.87,,
2005-08-04,64.15,,
2005-08-05,63.54,,
2005-08-08,63.44,,
2005-08-09,64.02,,
2005-08-10,63.85,,
2005-08-11,64.31,,
2005-08-12,63.56,,
2005-08-15,63.35,,
2005-08-16,63.01,,
2005-08-17,63.5,,
2005-08-18,64.25,,
2005-08-19,63.57,,
2005-08-22,63.5,,
2005-08-23,62.76,,
2005-08-24,62.25,,
2005-08-25,62.53,,
2005-08-26,61.94,,
2005-08-29,63.01,,
2005-08-30,63.0,,
2005-08-31,63.39,,
2005-09-01,63.13,,
2005-09-02,62.9,,
2005-09-06,63.79,,
2005-09-07,64.8,,
2005-09-08,64.1,,
2005-09-09,64.73,,
2005-09-12,64.68,,
2005-09-13,64.05,,
2005-09-14,64.3,,
2005-09-15,64.37,,
2005-09-16,65.18,,
2005-09-19,64.65,,
2005-09-20,64.4,,
2005-09-21,64.7,,
2005-09-22,64.68,,
2005-09-23,63.99,,
2005-09-26,63.87,,
2005-09-27,63.45,,
2005-09-28,63.21,,
2005-09-29,63.75,,
2005-09-30,63.28,,
2005-10-03,62.58,,
2005-10-04,63.05,,
2005-10-05,62.25,,
2005-10-06,61.57,,
2005-10-07,61.34,,
2005-10-10,61.47,,
2005-10-11,61.29,,
2005-10-12,61.8,,
2005-10-13,64.02,,
2005-10-14,63.7,,
2005-10-17,63.0,,
2005-10-18,62.97,,
2005-10-19,64.32,,
2005-10-20,64.17,,
2005-10-21,64.07,,
2005-10-24,64.1,,
2005-10-25,63.58,,
2005-10-26,62.81,,
2005-10-27,61.44,,
2005-10-28,62.95,,
2005-10-31,62.62,,
2005-11-01,61.9,,
2005-11-02,61.3,,
2005-11-03,61.2,,
2005-11-04,60.88,,
2005-11-07,61.43,,
2005-11-08,60.77,,
2005-11-09,61.02,,
2005-11-10,61.41,,
2005-11-11,60.92,,
2005-11-14,60.51,,
2005-11-15,62.83,,
2005-11-16,63.25,,
2005-11-17,63.34,,
2005-11-18,62.55,,
2005-11-21,61.99,,
2005-11-22,61.61,,
2005-11-23,61.67,,
2005-11-25,62.15,,
2005-11-28,62.4,,
2005-11-29,62.0,,
2005-11-30,61.75,,
2005-12-01,61.69,,
2005-12-02,61.21,,
2005-12-05,61.05,,
2005-12-06,60.47,,
2005-12-07,60.04,,
2005-12-08,60.08,,
2005-12-09,60.1,,
2005-12-12,60.15,,
2005-12-13,60.25,,
2005-12-14,60.11,,
2005-12-15,60.16,,
2005-12-16,60.86,,
2005-12-19,61.19,,
2005-12-20,60.78,,
2005-12-21,60.88,,
2005-12-22,61.32,,
2005-12-23,61.11,,
2005-12-27,60.3,,
2005-12-28,60.42,,
2005-12-29,60.25,,
2005-12-30,60.1,,
2006-01-03,61.63,,
2006-01-04,62.58,,
2006-01-05,62.32,,
2006-01-06,62.6,,
2006-01-09,62.99,,
2006-01-10,63.1,,
2006-01-11,62.5,,
2006-01-12,62.21,,
2006-01-13,61.82,,
2006-01-17,61.28,,
2006-01-18,62.19,,
2006-01-19,62.17,,
2006-01-20,60.8,,
2006-01-23,61.19,,
2006-01-24,59.36,,
2006-01-25,58.5,,
2006-01-26,58.64,,
2006-01-27,58.71,,
2006-01-30,58.4,,
2006-01-31,57.54,,
2006-02-01,57.86,,
2006-02-02,57.65,,
2006-02-03,57.38,,
2006-02-06,56.85,,
2006-02-07,56.8,,
2006-02-08,58.6,,
2006-02-09,58.55,,
2006-02-10,58.39,,
2006-02-13,58.5,,
2006-02-14,59.05,,
2006-02-15,59.1,,
2006-02-16,58.98,,
2006-02-17,59.07,,
2006-02-21,59.14,,
2006-02-22,59.03,,
2006-02-23,58.59,,
2006-02-24,57.76,,
2006-02-27,57.91,,
2006-02-28,57.65,,
2006-03-01,57.66,,
2006-03-02,57.69,,
2006-03-03,57.47,,
2006-03-06,57.85,,
2006-03-07,58.22,,
2006-03-08,58.74,,
2006-03-09,58.31,,
2006-03-10,59.04,,
2006-03-13,59.08,,
2006-03-14,59.29,,
2006-03-15,59.8,,
2006-03-16,60.02,,
2006-03-17,60.34,,
2006-03-20,60.48,,
2006-03-21,60.57,,
2006-03-22,61.0,,
2006-03-23,60.81,,
2006-03-24,60.39,,
2006-03-27,59.94,,
2006-03-28,59.6,,
2006-03-29,59.51,,
2006-03-30,59.35,,
2006-03-31,59.22,,
2006-04-03,59.17,,
2006-04-04,58.82,,
2006-04-05,58.4,,
2006-04-06,58.5,,
2006-04-07,57.83,,
2006-04-10,57.71,,
2006-04-11,57.75,,
2006-04-12,57.87,,
2006-04-13,57.91,,
2006-04-17,57.65,,
2006-04-18,58.13,,
2006-04-19,58.02,,
2006-04-20,58.22,,
2006-04-21,58.37,,
2006-04-24,58.33,,
2006-04-25,58.21,,
2006-04-26,58.54,,
2006-04-27,58.65,,
2006-04-28,58.61,,
2006-05-01,58.59,,
2006-05-02,58.67,,
2006-05-03,58.35,,
2006-05-04,58.26,,
2006-05-05,58.7,,
2006-05-08,58.71,,
2006-05-09,58.36,,
2006-05-10,58.32,,
2006-05-11,58.84,,
2006-05-12,58.83,,
2006-05-15,59.97,,
2006-05-16,60.25,,
2006-05-17,60.13,,
2006-05-18,60.14,,
2006-05-19,59.9,,
2006-05-22,59.86,,
2006-05-23,60.0,,
2006-05-24,60.79,,
2006-05-25,60.45,,
2006-05-26,60.69,,
2006-05-30,59.85,,
2006-05-31,60.22,,
2006-06-01,60.65,,
2006-06-02,60.74,,
2006-06-05,60.13,,
2006-06-06,60.94,,
2006-06-07,61.17,,
2006-06-08,61.56,,
2006-06-09,61.38,,
2006-06-12,61.38,,
2006-06-13,61.05,,
2006-06-14,61.25,,
2006-06-15,61.47,,
2006-06-16,61.68,,
2006-06-19,61.35,,
2006-06-20,61.53,,
2006-06-21,61.79,,
2006-06-22,61.18,,
2006-06-23,61.32,,
2006-06-26,60.21,,
2006-06-27,59.55,,
2006-06-28,59.23,,
2006-06-29,59.89,,
2006-06-30,59.92,,
2006-07-03,60.15,,
2006-07-05,60.04,,
2006-07-06,60.52,,
2006-07-07,60.62,,
2006-07-10,60.95,,
2006-07-11,60.77,,
2006-07-12,60.62,,
2006-07-13,60.27,,
2006-07-14,60.46,,
2006-07-17,60.91,,
2006-07-18,60.6,,
2006-07-19,61.31,,
2006-07-20,61.37,,
2006-07-21,61.73,,
2006-07-24,61.98,,
2006-07-25,62.0,,
2006-07-26,62.05,,
2006-07-27,62.56,,
2006-07-28,62.92,,
2006-07-31,62.55,,
2006-08-01,62.68,,
2006-08-02,63.15,,
2006-08-03,63.08,,
2006-08-04,63.53,,
2006-08-07,63.27,,
2006-08-08,63.56,,
2006-08-09,63.32,,
2006-08-10,63.55,,
2006-08-11,63.47,,
2006-08-14,63.91,,
2006-08-15,64.41,,
2006-08-16,64.61,,
2006-08-17,64.23,,
2006-08-18,64.42,,
2006-08-21,64.27,,
2006-08-22,64.16,,
2006-08-23,63.91,,
2006-08-24,65.0,,
2006-08-25,64.67,,
2006-08-28,64.58,,
2006-08-29,64.6,,
2006-08-30,64.6,,
2006-08-31,64.66,,
2006-09-01,64.72,,
2006-09-05,64.31,,
2006-09-06,63.92,,
2006-09-07,63.46,,
2006-09-08,63.59,,
2006-09-11,64.04,,
2006-09-12,63.83,,
2006-09-13,63.81,,
2006-09-14,63.73,,
2006-09-15,63.79,,
2006-09-18,64.16,,
2006-09-19,64.18,,
2006-09-20,64.19,,
2006-09-21,64.23,,
2006-09-22,63.96,,
2006-09-25,64.19,,
2006-09-26,64.67,,
2006-09-27,64.82,,
2006-09-28,64.9,,
2006-09-29,64.94,,
2006-10-02,65.09,,
2006-10-03,65.5,,
2006-10-04,65.83,,
2006-10-05,65.11,,
2006-10-06,65.06,,
2006-10-09,64.87,,
2006-10-10,64.96,,
2006-10-11,65.1,,
2006-10-12,64.84,,
2006-10-13,64.58,,
2006-10-16,64.93,,
2006-10-17,66.08,,
2006-10-18,68.15,,
2006-10-19,68.04,,
2006-10-20,68.62,,
2006-10-23,69.1,,
2006-10-24,68.75,,
2006-10-25,68.83,,
2006-10-26,68.82,,
2006-10-27,68.17,,
2006-10-30,67.7,,
2006-10-31,67.4,,
2006-11-01,67.18,,
2006-11-02,67.9,,
2006-11-03,67.81,,
2006-11-06,68.42,,
2006-11-07,68.71,,
2006-11-08,67.99,,
2006-11-09,66.15,,
2006-11-10,66.29,,
2006-11-13,65.94,,
2006-11-14,66.56,,
2006-11-15,66.54,,
2006-11-16,66.53,,
2006-11-17,67.24,,
2006-11-20,67.01,,
2006-11-21,66.6,,
2006-11-22,66.77,,
2006-11-24,65.85,,
2006-11-27,65.65,,
2006-11-28,65.97,,
2006-11-29,66.2,,
2006-11-30,65.91,,
2006-12-01,65.97,,
2006-12-04,66.28,,
2006-12-05,66.17,,
2006-12-06,66.03,,
2006-12-07,66.06,,
2006-12-08,65.95,,
2006-12-11,65.7,,
2006-12-12,65.58,,
2006-12-13,65.47,,
2006-12-14,66.25,,
2006-12-15,66.29,,
2006-12-18,66.6,,
2006-12-19,66.88,,
2006-12-20,66.43,,
2006-12-21,66.0,,
2006-12-22,65.65,,
2006-12-26,65.64,,
2006-12-27,66.01,,
2006-12-28,66.42,,
2006-12-29,66.02,,
2007-01-03,66.4,,
2007-01-04,67.23,,
2007-01-05,66.62,,
2007-01-08,66.51,,
2007-01-09,66.26,,
2007-01-10,66.15,,
2007-01-11,66.73,,
2007-01-12,66.64,,
2007-01-16,66.54,,
2007-01-17,66.87,,
2007-01-18,67.71,,
2007-01-19,67.76,,
2007-01-22,67.18,,
2007-01-23,66.5,,
2007-01-24,67.01,,
2007-01-25,66.68,,
2007-01-26,66.07,,
2007-01-29,66.15,,
2007-01-30,66.39,,
2007-01-31,66.8,,
2007-02-01,67.01,,
2007-02-02,66.58,,
2007-02-05,66.3,,
2007-02-06,66.0,,
2007-02-07,65.8,,
2007-02-08,65.76,,
2007-02-09,65.6,,
2007-02-12,65.46,,
2007-02-13,65.38,,
2007-02-14,65.85,,
2007-02-15,65.79,,
2007-02-16,65.51,,
2007-02-20,65.46,,
2007-02-21,65.0,,
2007-02-22,64.78,,
2007-02-23,64.15,,
2007-02-26,64.3,,
2007-02-27,63.05,,
2007-02-28,62.93,,
2007-03-01,62.45,,
2007-03-02,61.95,,
2007-03-05,61.83,,
2007-03-06,61.7,,
2007-03-07,61.86,,
2007-03-08,61.72,,
2007-03-09,62.14,,
2007-03-12,61.79,,
2007-03-13,60.77,,
2007-03-14,60.71,,
2007-03-15,60.53,,
2007-03-16,60.51,,
2007-03-19,60.73,,
2007-03-20,61.07,,
2007-03-21,61.22,,
2007-03-22,60.86,,
2007-03-23,60.51,,
2007-03-26,60.25,,
2007-03-27,60.03,,
2007-03-28,60.0,,
2007-03-29,60.34,,
2007-03-30,60.26,,
2007-04-02,60.1,,
2007-04-03,60.64,,
2007-04-04,61.29,,
2007-04-05,61.55,,
2007-04-09,61.63,,
2007-04-10,61.67,,
2007-04-11,61.89,,
2007-04-12,61.92,,
2007-04-13,62.35,,
2007-04-16,63.02,,
2007-04-17,64.55,,
2007-04-18,64.43,,
2007-04-19,64.94,,
2007-04-20,65.12,,
2007-04-23,64.75,,
2007-04-24,64.49,,
2007-04-25,64.68,,
2007-04-26,64.24,,
2007-04-27,64.17,,
2007-04-30,64.22,,
2007-05-01,64.56,,
2007-05-02,64.48,,
2007-05-03,64.32,,
2007-05-04,64.48,,
2007-05-07,64.26,,
2007-05-08,63.7,,
2007-05-09,64.11,,
2007-05-10,62.5,,
2007-05-11,62.27,,
2007-05-14,62.61,,
2007-05-15,61.82,,
2007-05-16,63.05,,
2007-05-17,62.74,,
2007-05-18,63.42,,
2007-05-21,63.52,,
2007-05-22,63.58,,
2007-05-23,63.81,,
2007-05-24,63.48,,
2007-05-25,63.19,,
2007-05-29,63.05,,
2007-05-30,63.22,,
2007-05-31,63.27,,
2007-06-01,63.41,,
2007-06-04,63.6,,
2007-06-05,63.31,,
2007-06-06,62.9,,
2007-06-07,62.0,,
2007-06-08,62.13,,
2007-06-11,62.27,,
2007-06-12,61.83,,
2007-06-13,62.18,,
2007-06-14,62.45,,
2007-06-15,62.77,,
2007-06-18,62.33,,
2007-06-19,62.42,,
2007-06-20,62.04,,
2007-06-21,62.11,,
2007-06-22,60.73,,
2007-06-25,61.11,,
2007-06-26,61.65,,
2007-06-27,61.45,,
2007-06-28,61.5,,
2007-06-29,61.62,,
2007-07-02,61.85,,
2007-07-03,61.95,,
2007-07-05,62.28,,
2007-07-06,62.13,,
2007-07-09,62.72,,
2007-07-10,62.2,,
2007-07-11,62.86,,
2007-07-12,63.36,,
2007-07-13,63.43,,
2007-07-16,63.8,,
2007-07-17,62.74,,
2007-07-18,62.2,,
2007-07-19,62.39,,
2007-07-20,61.79,,
2007-07-23,62.0,,
2007-07-24,61.47,,
2007-07-25,61.53,,
2007-07-26,60.96,,
2007-07-27,59.77,,
2007-07-30,60.07,,
2007-07-31,60.5,,
2007-08-01,60.96,,
2007-08-02,61.03,,
2007-08-03,60.55,,
2007-08-06,62.3,,
2007-08-07,62.08,,
2007-08-08,62.49,,
2007-08-09,60.83,,
2007-08-10,61.15,,
2007-08-13,61.45,,
2007-08-14,61.13,,
2007-08-15,61.3,,
2007-08-16,61.63,,
2007-08-17,62.02,,
2007-08-20,61.83,,
2007-08-21,61.67,,
2007-08-22,62.01,,
2007-08-23,62.11,,
2007-08-24,61.88,,
2007-08-27,61.6,,
2007-08-28,61.25,,
2007-08-29,61.86,,
2007-08-30,61.6,,
2007-08-31,61.79,,
2007-09-04,61.98,,
2007-09-05,61.65,,
2007-09-06,61.66,,
2007-09-07,61.68,,
2007-09-10,61.84,,
2007-09-11,62.05,,
2007-09-12,62.51,,
2007-09-13,63.11,,
2007-09-14,63.2,,
2007-09-17,62.94,,
2007-09-18,63.83,,
2007-09-19,64.49,,
2007-09-20,64.79,,
2007-09-21,65.12,,
2007-09-24,65.2,,
2007-09-25,64.97,,
2007-09-26,65.39,,
2007-09-27,65.54,,
2007-09-28,65.7,,
2007-10-01,66.14,,
2007-10-02,66.05,,
2007-10-03,66.1,,
2007-10-04,66.11,,
2007-10-05,66.25,,
2007-10-08,66.02,,
2007-10-09,66.25,,
2007-10-10,65.83,,
2007-10-11,65.95,,
2007-10-12,65.94,,
2007-10-15,65.65,,
2007-10-16,65.07,,
2007-10-17,64.85,,
2007-10-18,64.9,,
2007-10-19,64.23,,
2007-10-22,64.34,,
2007-10-23,64.55,,
2007-10-24,64.44,,
2007-10-25,63.95,,
2007-10-26,64.3,,
2007-10-29,64.98,,
2007-10-30,64.82,,
2007-10-31,65.17,,
2007-11-01,64.66,,
2007-11-02,64.78,,
2007-11-05,64.49,,
2007-11-06,64.61,,
2007-11-07,63.91,,
2007-11-08,64.59,,
2007-11-09,65.16,,
2007-11-12,66.31,,
2007-11-13,67.31,,
2007-11-14,66.89,,
2007-11-15,66.88,,
2007-11-16,67.75,,
2007-11-19,67.59,,
2007-11-20,67.64,,
2007-11-21,67.14,,
2007-11-23,66.88,,
2007-11-26,67.37,,
2007-11-27,67.73,,
2007-11-28,68.35,,
2007-11-29,68.4,,
2007-11-30,67.74,,
2007-12-03,67.71,,
2007-12-04,67.94,,
2007-12-05,68.21,,
2007-12-06,68.3,,
2007-12-07,67.68,,
2007-12-10,67.79,,
2007-12-11,67.55,,
2007-12-12,67.7,,
2007-12-13,67.87,,
2007-12-14,67.59,,
2007-12-17,67.55,,
2007-12-18,67.71,,
2007-12-19,67.32,,
2007-12-20,67.33,,
2007-12-21,68.03,,
2007-12-24,67.87,,
2007-12-26,67.56,,
2007-12-27,67.33,,
2007-12-28,67.38,,
2007-12-31,66.7,68.60628403953064,-0.027785851780461446
2008-01-02,65.91,68.62628403953066,-0.03958081189367635
2008-01-03,65.93,68.53628403953066,-0.0380277990856257
2008-01-04,65.84,69.55628403953065,-0.05342844418512338
2008-01-07,66.86,69.63628403953064,-0.039868354232609815
2008-01-08,66.94,70.49628403953064,-0.05044640420389335
2008-01-09,67.8,70.60628403953064,-0.0397455280037039
2008-01-10,67.91,70.57628403953065,-0.03777875352628701
2008-01-11,67.88,70.64628403953066,-0.03915682299698542
2008-01-14,67.95,70.45628403953064,-0.03557218598307643
2008-01-15,67.76,71.00628403953066,-0.04571826400214629
2008-01-16,68.31,70.52628403953065,-0.0314249370956281
2008-01-17,67.83,68.98628403953064,-0.016761071503258118
2008-01-18,66.29,67.96628403953063,-0.024663464587171835
2008-01-22,65.27,66.89628403953066,-0.024310528796631647
2008-01-23,64.2,66.20628403953064,-0.030303528866424845
2008-01-24,63.51,65.15628403953065,-0.02526669627954592
2008-01-25,62.46,65.76628403953065,-0.05027323784240734
2008-01-28,63.07,65.66628403953065,-0.03953755077670762
2008-01-29,62.97,64.87628403953066,-0.029383372795660057
2008-01-30,62.18,65.83628403953065,-0.055536002568663756
2008-01-31,63.14,66.05628403953065,-0.04414847250241072
2008-02-01,63.36,66.16628403953065,-0.04241259850491308
2008-02-04,63.47,65.56628403953064,-0.03197198179275751
2008-02-05,62.87,65.74628403953064,-0.043748237357433606
2008-02-06,63.05,65.50628403953066,-0.03749692225021317
2008-02-07,62.81,64.72628403953065,-0.029605964068017743
2008-02-08,62.03,64.57628403953065,-0.03943063738340735
2008-02-11,61.88,65.66628403953065,-0.05765948378092067
2008-02-12,62.97,66.10628403953064,-0.0474430545461485
2008-02-13,63.41,65.48628403953064,-0.031705632255409455
2008-02-14,62.79,65.59628403953064,-0.04278114348427842
2008-02-15,62.9,66.35628403953064,-0.05208676298798787
2008-02-19,63.66,65.92628403953064,-0.03437603184447258
2008-02-20,63.23,65.67628403953064,-0.037247601250677054
2008-02-21,62.98,65.87628403953066,-0.04396550415309819
2008-02-22,63.18,66.54628403953065,-0.05058560501336129
2008-02-25,63.85,66.41628403953065,-0.038639380035221604
2008-02-26,63.72,65.73628403953064,-0.030672315434169484
2008-02-27,63.04,65.40628403953065,-0.036178236912228434
2008-02-28,62.71,64.65628403953065,-0.030102008929877466
2008-02-29,61.96,64.92628403953064,-0.045686952263040426
2008-03-03,62.23,65.33628403953065,-0.04754301664372662
2008-03-04,62.64,65.82628403953065,-0.04840443427760843
2008-03-05,63.13,65.32628403953065,-0.03362021997457587
2008-03-06,62.63,64.20628403953064,-0.02455030785709622
2008-03-07,61.51,64.02628403953065,-0.03930079774701689
2008-03-10,61.33,65.13628403953064,-0.05843569518366498
2008-03-11,62.44,65.24628403953064,-0.04301063395166538
2008-03-12,62.55,65.50628403953066,-0.04512977774386728
2008-03-13,62.81,65.34628403953064,-0.03881298036773351
2008-03-14,62.65,66.73628403953064,-0.061230320182498854
2008-03-17,64.04,68.00628403953066,-0.05832231676156763
2008-03-18,65.31,67.57628403953065,-0.03353667742672739
2008-03-19,64.88,68.07628403953065,-0.046951505720768005
2008-03-20,65.38,67.58628403953065,-0.03264396128421887
2008-03-24,64.89,67.24628403953064,-0.0350396170314109
2008-03-25,64.55,67.39628403953066,-0.04223206190212503
2008-03-26,64.7,67.31628403953064,-0.03886554459830638
2008-03-27,64.62,66.87628403953066,-0.03373817896635767
2008-03-28,64.18,68.5607003898231,-0.0638952105931716
2008-03-31,64.87,69.5607003898231,-0.0674331966690398
2008-04-01,65.87,69.0007003898231,-0.04537200886564963
2008-04-02,65.31,68.96070038982309,-0.05293885313209257
2008-04-03,65.27,69.4207003898231,-0.059790528855447556
2008-04-04,65.73,69.8307003898231,-0.058723460697534535
2008-04-07,66.14,70.01070038982309,-0.055287268492827946
2008-04-08,66.32,69.9807003898231,-0.052310142216802635
2008-04-09,66.29,70.02070038982309,-0.053279963911433637
2008-04-10,66.33,69.69070038982309,-0.048223082434594944
2008-04-11,66.0,69.43070038982309,-0.049411864932388694
2008-04-14,65.74,69.3407003898231,-0.05192766109341995
2008-04-15,65.65,69.3907003898231,-0.05390780563978437
2008-04-16,65.7,69.4507003898231,-0.054005220520032426
2008-04-17,65.76,70.2007003898231,-0.06325720918970856
2008-04-18,66.51,70.01070038982309,-0.050002362072240514
2008-04-21,66.32,70.68070038982309,-0.06169577219485178
2008-04-22,66.99,70.9507003898231,-0.05582327402072007
2008-04-23,67.26,71.0607003898231,-0.05348526497731232
2008-04-24,67.37,71.0007003898231,-0.051136120769077587
2008-04-25,67.31,71.01070038982309,-0.05211468651213935
2008-04-28,67.32,70.88070038982309,-0.05023511858997287
2008-04-29,67.19,70.7807003898231,-0.05072993584476271
2008-04-30,67.09,71.5007003898231,-0.06168751307016396
2008-05-01,67.81,71.9507003898231,-0.05754913249473759
2008-05-02,68.26,71.5907003898231,-0.04652420456409678
2008-05-05,67.9,71.27070038982309,-0.04729433513893733
2008-05-06,67.58,70.60070038982309,-0.04278570004467719
2008-05-07,66.91,70.5907003898231,-0.052141434629450756
2008-05-08,66.9,70.24070038982309,-0.04756074998231519
2008-05-09,66.55,70.40070038982309,-0.05469690455494014
2008-05-12,66.71,70.10070038982309,-0.04836899447463072
2008-05-13,66.41,70.5007003898231,-0.058023542563466535
2008-05-14,66.81,70.3707003898231,-0.050599189294669
2008-05-15,66.68,70.3707003898231,-0.052446549052065916
2008-05-16,66.68,70.32070038982309,-0.05177281184119109
2008-05-19,66.63,69.8407003898231,-0.04597176677642467
2008-05-20,66.15,69.4207003898231,-0.04711419463440858
2008-05-21,65.73,69.10070038982309,-0.048779540161064894
2008-05-22,65.41,68.6107003898231,-0.04665016348233997
2008-05-23,64.92,68.8407003898231,-0.056953232137694876
2008-05-27,65.15,68.57070038982309,-0.04988574377068433
2008-05-28,64.88,70.1107003898231,-0.07460630632328358
2008-05-29,66.42,70.43070038982309,-0.05694534297720277
2008-05-30,66.74,70.2007003898231,-0.049297234509141696
2008-06-02,66.51,70.4507003898231,-0.05593557435225083
2008-06-03,66.76,70.24070038982309,-0.04955389639490826
2008-06-04,66.55,70.65070038982309,-0.05804189296350948
2008-06-05,66.96,69.4507003898231,-0.03586285488617014
2008-06-06,65.76,69.32070038982309,-0.05136561474133383
2008-06-09,65.63,69.3107003898231,-0.053104360064489264
2008-06-10,65.62,68.8907003898231,-0.04747666043915355
2008-06-11,65.2,69.38070038982309,-0.060257396744820446
2008-06-12,65.69,69.96070038982309,-0.06104427723031103
2008-06-13,66.27,69.5307003898231,-0.04689583696902255
2008-06-16,65.84,69.2807003898231,-0.04966318715693163
