date,PHM,dcf,Deviation
2001-11-15,8.97,,
2001-11-16,9.23,,
2001-11-19,9.16,,
2001-11-20,8.9,,
2001-11-21,9.04,,
2001-11-23,9.22,,
2001-11-26,9.21,,
2001-11-27,9.06,,
2001-11-28,9.03,,
2001-11-29,9.35,,
2001-11-30,9.81,,
2001-12-03,9.79,,
2001-12-04,10.19,,
2001-12-05,10.73,,
2001-12-06,10.62,,
2001-12-07,10.63,,
2001-12-10,10.37,,
2001-12-11,10.43,,
2001-12-12,10.87,,
2001-12-13,10.96,,
2001-12-14,10.67,,
2001-12-17,10.83,,
2001-12-18,11.05,,
2001-12-19,11.21,,
2001-12-20,10.98,,
2001-12-21,10.81,,
2001-12-24,11.17,,
2001-12-26,11.45,,
2001-12-27,11.37,,
2001-12-28,11.49,,
2001-12-31,11.17,,
2002-01-02,11.06,,
2002-01-03,11.06,,
2002-01-04,11.06,,
2002-01-07,11.03,,
2002-01-08,10.74,,
2002-01-09,10.87,,
2002-01-10,10.73,,
2002-01-11,10.5,,
2002-01-14,10.6,,
2002-01-15,10.74,,
2002-01-16,10.56,,
2002-01-17,10.8,,
2002-01-18,10.69,,
2002-01-22,10.8,,
2002-01-23,10.86,,
2002-01-24,11.45,,
2002-01-25,11.56,,
2002-01-28,11.82,,
2002-01-29,11.66,,
2002-01-30,11.96,,
2002-01-31,11.79,,
2002-02-01,11.69,,
2002-02-04,11.92,,
2002-02-05,11.93,,
2002-02-06,11.71,,
2002-02-07,11.52,,
2002-02-08,11.43,,
2002-02-11,11.74,,
2002-02-12,11.93,,
2002-02-13,12.06,,
2002-02-14,12.19,,
2002-02-15,12.16,,
2002-02-19,12.14,,
2002-02-20,11.85,,
2002-02-21,11.86,,
2002-02-22,11.7,,
2002-02-25,12.23,,
2002-02-26,12.76,,
2002-02-27,12.85,,
2002-02-28,12.99,,
2002-03-01,13.3,,
2002-03-04,13.61,,
2002-03-05,13.1,,
2002-03-06,13.56,,
2002-03-07,13.26,,
2002-03-08,13.06,,
2002-03-11,13.29,,
2002-03-12,13.52,,
2002-03-13,13.39,,
2002-03-14,13.0,,
2002-03-15,12.83,,
2002-03-18,12.53,,
2002-03-19,12.67,,
2002-03-20,11.84,,
2002-03-21,11.73,,
2002-03-22,12.38,,
2002-03-25,11.82,,
2002-03-26,12.45,,
2002-03-27,12.09,,
2002-03-28,11.96,,
2002-04-01,11.68,,
2002-04-02,11.5,,
2002-04-03,11.81,,
2002-04-04,11.61,,
2002-04-05,11.65,,
2002-04-08,12.19,,
2002-04-09,12.37,,
2002-04-10,12.21,,
2002-04-11,12.04,,
2002-04-12,12.39,,
2002-04-15,12.46,,
2002-04-16,12.37,,
2002-04-17,12.36,,
2002-04-18,12.3,,
2002-04-19,12.53,,
2002-04-22,13.02,,
2002-04-23,13.59,,
2002-04-24,13.56,,
2002-04-25,13.39,,
2002-04-26,13.09,,
2002-04-29,13.28,,
2002-04-30,13.3,,
2002-05-01,13.67,,
2002-05-02,13.81,,
2002-05-03,13.82,,
2002-05-06,13.31,,
2002-05-07,13.47,,
2002-05-08,13.35,,
2002-05-09,13.23,,
2002-05-10,12.82,,
2002-05-13,12.86,,
2002-05-14,13.66,,
2002-05-15,13.16,,
2002-05-16,12.95,,
2002-05-17,13.2,,
2002-05-20,13.19,,
2002-05-21,12.9,,
2002-05-22,12.98,,
2002-05-23,13.34,,
2002-05-24,13.87,,
2002-05-28,13.69,,
2002-05-29,13.63,,
2002-05-30,13.33,,
2002-05-31,13.56,,
2002-06-03,13.2,,
2002-06-04,12.89,,
2002-06-05,13.18,,
2002-06-06,13.39,,
2002-06-07,13.57,,
2002-06-10,13.36,,
2002-06-11,13.26,,
2002-06-12,13.3,,
2002-06-13,12.66,,
2002-06-14,12.84,,
2002-06-17,13.14,,
2002-06-18,13.57,,
2002-06-19,14.05,,
2002-06-20,14.65,,
2002-06-21,14.66,,
2002-06-24,14.73,,
2002-06-25,14.15,,
2002-06-26,14.4,,
2002-06-27,14.56,,
2002-06-28,14.37,,
2002-07-01,14.49,,
2002-07-02,13.74,,
2002-07-03,13.28,,
2002-07-05,13.77,,
2002-07-08,13.63,,
2002-07-09,13.39,,
2002-07-10,12.98,,
2002-07-11,12.56,,
2002-07-12,12.25,,
2002-07-15,12.19,,
2002-07-16,11.64,,
2002-07-17,11.59,,
2002-07-18,11.36,,
2002-07-19,10.7,,
2002-07-22,10.21,,
2002-07-23,10.95,,
2002-07-24,11.57,,
2002-07-25,11.54,,
2002-07-26,11.57,,
2002-07-29,12.54,,
2002-07-30,12.35,,
2002-07-31,11.98,,
2002-08-01,11.86,,
2002-08-02,10.86,,
2002-08-05,10.88,,
2002-08-06,11.42,,
2002-08-07,11.3,,
2002-08-08,11.78,,
2002-08-09,11.49,,
2002-08-12,11.24,,
2002-08-13,11.09,,
2002-08-14,11.42,,
2002-08-15,12.2,,
2002-08-16,12.36,,
2002-08-19,12.74,,
2002-08-20,12.52,,
2002-08-21,12.28,,
2002-08-22,12.87,,
2002-08-23,12.67,,
2002-08-26,12.87,,
2002-08-27,12.5,,
2002-08-28,12.22,,
2002-08-29,11.94,,
2002-08-30,11.94,,
2002-09-03,11.29,,
2002-09-04,11.78,,
2002-09-05,11.76,,
2002-09-06,11.81,,
2002-09-09,12.12,,
2002-09-10,12.09,,
2002-09-11,12.12,,
2002-09-12,11.74,,
2002-09-13,11.83,,
2002-09-16,12.05,,
2002-09-17,11.9,,
2002-09-18,11.73,,
2002-09-19,10.86,,
2002-09-20,11.11,,
2002-09-23,10.8,,
2002-09-24,10.41,,
2002-09-25,10.7,,
2002-09-26,11.08,,
2002-09-27,10.87,,
2002-09-30,10.66,,
2002-10-01,10.86,,
2002-10-02,10.72,,
2002-10-03,10.28,,
2002-10-04,9.79,,
2002-10-07,9.28,,
2002-10-08,9.66,,
2002-10-09,9.15,,
2002-10-10,9.63,,
2002-10-11,10.15,,
2002-10-14,10.09,,
2002-10-15,10.75,,
2002-10-16,10.49,,
2002-10-17,11.5,,
2002-10-18,11.36,,
2002-10-21,12.07,,
2002-10-22,11.69,,
2002-10-23,11.97,,
2002-10-24,11.54,,
2002-10-25,11.6,,
2002-10-28,11.14,,
2002-10-29,11.34,,
2002-10-30,11.23,,
2002-10-31,11.48,,
2002-11-01,11.67,,
2002-11-04,11.77,,
2002-11-05,11.63,,
2002-11-06,11.92,,
2002-11-07,11.09,,
2002-11-08,10.88,,
2002-11-11,10.88,,
2002-11-12,10.83,,
2002-11-13,10.73,,
2002-11-14,11.2,,
2002-11-15,11.32,,
2002-11-18,11.1,,
2002-11-19,10.86,,
2002-11-20,11.2,,
2002-11-21,11.49,,
2002-11-22,11.44,,
2002-11-25,11.64,,
2002-11-26,11.41,,
2002-11-27,11.92,,
2002-11-29,11.74,,
2002-12-02,11.6,,
2002-12-03,11.01,,
2002-12-04,11.25,,
2002-12-05,11.12,,
2002-12-06,11.19,,
2002-12-09,11.06,,
2002-12-10,11.12,,
2002-12-11,11.25,,
2002-12-12,11.59,,
2002-12-13,11.33,,
2002-12-16,11.87,,
2002-12-17,11.87,,
2002-12-18,12.03,,
2002-12-19,12.36,,
2002-12-20,12.42,,
2002-12-23,12.29,,
2002-12-24,12.2,,
2002-12-26,12.25,,
2002-12-27,12.03,,
2002-12-30,11.95,,
2002-12-31,11.97,,
2003-01-02,12.69,,
2003-01-03,12.53,,
2003-01-06,12.35,,
2003-01-07,12.5,,
2003-01-08,12.76,,
2003-01-09,12.98,,
2003-01-10,12.99,,
2003-01-13,12.91,,
2003-01-14,12.89,,
2003-01-15,12.84,,
2003-01-16,13.15,,
2003-01-17,13.06,,
2003-01-21,12.91,,
2003-01-22,12.72,,
2003-01-23,13.0,,
2003-01-24,12.84,,
2003-01-27,12.44,,
2003-01-28,12.66,,
2003-01-29,12.91,,
2003-01-30,12.38,,
2003-01-31,12.5,,
2003-02-03,12.63,,
2003-02-04,12.51,,
2003-02-05,12.62,,
2003-02-06,12.25,,
2003-02-07,12.09,,
2003-02-10,12.55,,
2003-02-11,12.53,,
2003-02-12,12.37,,
2003-02-13,12.19,,
2003-02-14,12.52,,
2003-02-18,13.24,,
2003-02-19,13.09,,
2003-02-20,12.91,,
2003-02-21,13.11,,
2003-02-24,12.86,,
2003-02-25,13.19,,
2003-02-26,12.93,,
2003-02-27,12.78,,
2003-02-28,12.71,,
2003-03-03,12.68,,
2003-03-04,11.7,,
2003-03-05,11.5,,
2003-03-06,11.58,,
2003-03-07,11.74,,
2003-03-10,11.44,,
2003-03-11,11.38,,
2003-03-12,11.61,,
2003-03-13,12.0,,
2003-03-14,12.2,,
2003-03-17,12.51,,
2003-03-18,12.41,,
2003-03-19,12.55,,
2003-03-20,12.81,,
2003-03-21,13.21,,
2003-03-24,12.79,,
2003-03-25,12.93,,
2003-03-26,12.83,,
2003-03-27,12.72,,
2003-03-28,12.69,,
2003-03-31,12.54,,
2003-04-01,12.72,,
2003-04-02,13.23,,
2003-04-03,13.24,,
2003-04-04,13.06,,
2003-04-07,13.18,,
2003-04-08,13.28,,
2003-04-09,13.35,,
2003-04-10,13.49,,
2003-04-11,13.51,,
2003-04-14,13.77,,
2003-04-15,13.91,,
2003-04-16,13.85,,
2003-04-17,14.01,,
2003-04-21,13.94,,
2003-04-22,14.25,,
2003-04-23,14.45,,
2003-04-24,14.49,,
2003-04-25,14.06,,
2003-04-28,14.5,,
2003-04-29,14.56,,
2003-04-30,14.5,,
2003-05-01,14.31,,
2003-05-02,14.53,,
2003-05-05,14.39,,
2003-05-06,14.44,,
2003-05-07,14.72,,
2003-05-08,14.6,,
2003-05-09,14.82,,
2003-05-12,15.19,,
2003-05-13,15.26,,
2003-05-14,15.13,,
2003-05-15,15.24,,
2003-05-16,15.08,,
2003-05-19,14.76,,
2003-05-20,14.85,,
2003-05-21,15.05,,
2003-05-22,15.75,,
2003-05-23,15.93,,
2003-05-27,16.13,,
2003-05-28,16.43,,
2003-05-29,16.31,,
2003-05-30,16.4,,
2003-06-02,16.4,,
2003-06-03,16.36,,
2003-06-04,16.82,,
2003-06-05,17.17,,
2003-06-06,16.54,,
2003-06-09,16.14,,
2003-06-10,16.59,,
2003-06-11,17.59,,
2003-06-12,17.26,,
2003-06-13,17.26,,
2003-06-16,17.85,,
2003-06-17,17.78,,
2003-06-18,17.31,,
2003-06-19,17.19,,
2003-06-20,16.38,,
2003-06-23,16.22,,
2003-06-24,16.34,,
2003-06-25,15.99,,
2003-06-26,16.12,,
2003-06-27,15.79,,
2003-06-30,15.42,,
2003-07-01,15.88,,
2003-07-02,16.05,,
2003-07-03,15.86,,
2003-07-07,16.12,,
2003-07-08,16.24,,
2003-07-09,16.0,,
2003-07-10,15.57,,
2003-07-11,15.45,,
2003-07-14,15.67,,
2003-07-15,15.17,,
2003-07-16,15.21,,
2003-07-17,14.9,,
2003-07-18,14.92,,
2003-07-21,14.57,,
2003-07-22,15.03,,
2003-07-23,15.0,,
2003-07-24,15.3,,
2003-07-25,15.58,,
2003-07-28,15.58,,
2003-07-29,15.51,,
2003-07-30,15.71,,
2003-07-31,15.28,,
2003-08-01,15.11,,
2003-08-04,15.34,,
2003-08-05,15.14,,
2003-08-06,15.96,,
2003-08-07,15.87,,
2003-08-08,16.38,,
2003-08-11,16.13,,
2003-08-12,16.38,,
2003-08-13,15.83,,
2003-08-14,16.06,,
2003-08-15,16.13,,
2003-08-18,16.24,,
2003-08-19,16.93,,
2003-08-20,16.76,,
2003-08-21,16.92,,
2003-08-22,16.61,,
2003-08-25,16.67,,
2003-08-26,16.62,,
2003-08-27,16.42,,
2003-08-28,16.68,,
2003-08-29,16.64,,
2003-09-02,16.67,,
2003-09-03,17.2,,
2003-09-04,17.41,,
2003-09-05,16.93,,
2003-09-08,17.12,,
2003-09-09,16.72,,
2003-09-10,15.94,,
2003-09-11,16.21,,
2003-09-12,16.47,,
2003-09-15,16.82,,
2003-09-16,17.16,,
2003-09-17,17.21,,
2003-09-18,17.28,,
2003-09-19,17.14,,
2003-09-22,16.79,,
2003-09-23,16.83,,
2003-09-24,16.81,,
2003-09-25,16.77,,
2003-09-26,16.59,,
2003-09-29,16.84,,
2003-09-30,17.0,,
2003-10-01,17.72,,
2003-10-02,17.9,,
2003-10-03,17.86,,
2003-10-06,18.41,,
2003-10-07,18.42,,
2003-10-08,18.69,,
2003-10-09,18.59,,
2003-10-10,18.65,,
2003-10-13,19.18,,
2003-10-14,19.28,,
2003-10-15,18.83,,
2003-10-16,18.97,,
2003-10-17,18.85,,
2003-10-20,19.26,,
2003-10-21,19.51,,
2003-10-22,19.5,,
2003-10-23,21.22,,
2003-10-24,20.87,,
2003-10-27,21.32,,
2003-10-28,21.89,,
2003-10-29,22.12,,
2003-10-30,21.69,,
2003-10-31,21.63,,
2003-11-03,22.13,,
2003-11-04,22.31,,
2003-11-05,23.0,,
2003-11-06,22.93,,
2003-11-07,22.01,,
2003-11-10,21.56,,
2003-11-11,21.7,,
2003-11-12,22.25,,
2003-11-13,22.49,,
2003-11-14,22.15,,
2003-11-17,21.93,,
2003-11-18,22.14,,
2003-11-19,22.25,,
2003-11-20,22.35,,
2003-11-21,22.7,,
2003-11-24,23.83,,
2003-11-25,23.89,,
2003-11-26,23.77,,
2003-11-28,23.89,,
2003-12-01,24.49,,
2003-12-02,24.28,,
2003-12-03,23.79,,
2003-12-04,23.4,,
2003-12-05,23.47,,
2003-12-08,23.69,,
2003-12-09,22.59,,
2003-12-10,21.23,,
2003-12-11,21.83,,
2003-12-12,21.97,,
2003-12-15,21.56,,
2003-12-16,22.06,,
2003-12-17,22.63,,
2003-12-18,22.75,,
2003-12-19,22.88,,
2003-12-22,23.24,,
2003-12-23,23.64,,
2003-12-24,23.64,,
2003-12-26,23.9,,
2003-12-29,23.94,,
2003-12-30,23.53,,
2003-12-31,23.41,,
2004-01-02,22.74,,
2004-01-05,22.23,,
2004-01-06,22.86,,
2004-01-07,22.36,,
2004-01-08,21.46,,
2004-01-09,22.46,,
2004-01-12,22.2,,
2004-01-13,21.51,,
2004-01-14,22.0,,
2004-01-15,22.0,,
2004-01-16,22.15,,
2004-01-20,21.9,,
2004-01-21,22.8,,
2004-01-22,22.83,,
2004-01-23,22.75,,
2004-01-26,22.73,,
2004-01-27,22.58,,
2004-01-28,21.86,,
2004-01-29,21.42,,
2004-01-30,21.57,,
2004-02-02,21.78,,
2004-02-03,22.12,,
2004-02-04,21.59,,
2004-02-05,21.66,,
2004-02-06,22.48,,
2004-02-09,22.47,,
2004-02-10,22.38,,
2004-02-11,23.28,,
2004-02-12,23.51,,
2004-02-13,23.0,,
2004-02-17,23.67,,
2004-02-18,23.32,,
2004-02-19,23.4,,
2004-02-20,22.93,,
2004-02-23,22.9,,
2004-02-24,23.23,,
2004-02-25,23.53,,
2004-02-26,25.11,,
2004-02-27,26.38,,
2004-03-01,27.58,,
2004-03-02,27.03,,
2004-03-03,26.85,,
2004-03-04,27.49,,
2004-03-05,28.86,,
2004-03-08,28.36,,
2004-03-09,28.17,,
2004-03-10,27.62,,
2004-03-11,27.25,,
2004-03-12,28.12,,
2004-03-15,27.76,,
2004-03-16,27.8,,
2004-03-17,27.48,,
2004-03-18,27.51,,
2004-03-19,27.39,,
2004-03-22,27.08,,
2004-03-23,27.0,,
2004-03-24,26.9,,
2004-03-25,27.3,,
2004-03-26,27.22,,
2004-03-29,27.15,,
2004-03-30,27.86,,
2004-03-31,27.8,,
2004-04-01,27.75,,
2004-04-02,26.43,,
2004-04-05,25.74,,
2004-04-06,26.2,,
2004-04-07,25.78,,
2004-04-08,25.3,,
2004-04-12,24.84,,
2004-04-13,24.31,,
2004-04-14,24.23,,
2004-04-15,24.25,,
2004-04-16,24.28,,
2004-04-19,23.98,,
2004-04-20,23.28,,
2004-04-21,23.66,,
2004-04-22,24.72,,
2004-04-23,24.16,,
2004-04-26,24.51,,
2004-04-27,26.06,,
2004-04-28,24.96,,
2004-04-29,24.55,,
2004-04-30,24.58,,
2004-05-03,24.79,,
2004-05-04,24.53,,
2004-05-05,24.65,,
2004-05-06,24.19,,
2004-05-07,23.42,,
2004-05-10,22.8,,
2004-05-11,23.09,,
2004-05-12,23.4,,
2004-05-13,23.55,,
2004-05-14,24.12,,
2004-05-17,23.83,,
2004-05-18,24.1,,
2004-05-19,23.13,,
2004-05-20,23.41,,
2004-05-21,23.88,,
2004-05-24,24.88,,
2004-05-25,26.17,,
2004-05-26,25.79,,
2004-05-27,26.22,,
2004-05-28,26.38,,
2004-06-01,26.31,,
2004-06-02,26.07,,
2004-06-03,25.86,,
2004-06-04,25.82,,
2004-06-07,27.34,,
2004-06-08,26.96,,
2004-06-09,26.15,,
2004-06-10,26.09,,
2004-06-14,25.33,,
2004-06-15,25.5,,
2004-06-16,25.35,,
2004-06-17,25.56,,
2004-06-18,25.64,,
2004-06-21,25.32,,
2004-06-22,25.68,,
2004-06-23,26.62,,
2004-06-24,26.84,,
2004-06-25,26.45,,
2004-06-28,25.49,,
2004-06-29,25.14,,
2004-06-30,26.01,,
2004-07-01,25.87,,
2004-07-02,26.43,,
2004-07-06,25.72,,
2004-07-07,25.95,,
2004-07-08,24.45,,
2004-07-09,25.03,,
2004-07-12,25.17,,
2004-07-13,25.84,,
2004-07-14,25.78,,
2004-07-15,26.03,,
2004-07-16,26.46,,
2004-07-19,26.03,,
2004-07-20,25.7,,
2004-07-21,25.33,,
2004-07-22,25.49,,
2004-07-23,25.32,,
2004-07-26,25.15,,
2004-07-27,26.69,,
2004-07-28,26.56,,
2004-07-29,27.35,,
2004-07-30,27.32,,
2004-08-02,28.2,,
2004-08-03,27.67,,
2004-08-04,27.97,,
2004-08-05,27.88,,
2004-08-06,28.32,,
2004-08-09,27.8,,
2004-08-10,28.1,,
2004-08-11,27.9,,
2004-08-12,27.65,,
2004-08-13,28.29,,
2004-08-16,29.46,,
2004-08-17,29.55,,
2004-08-18,29.76,,
2004-08-19,29.22,,
2004-08-20,29.38,,
2004-08-23,30.53,,
2004-08-24,29.88,,
2004-08-25,29.59,,
2004-08-26,29.7,,
2004-08-27,29.65,,
2004-08-30,29.1,,
2004-08-31,29.48,,
2004-09-01,30.0,,
2004-09-02,29.9,,
2004-09-03,29.93,,
2004-09-07,31.38,,
2004-09-08,30.67,,
2004-09-09,30.93,,
2004-09-10,30.89,,
2004-09-13,30.87,,
2004-09-14,30.8,,
2004-09-15,30.64,,
2004-09-16,31.07,,
2004-09-17,31.36,,
2004-09-20,30.9,,
2004-09-21,31.85,,
2004-09-22,31.67,,
2004-09-23,31.1,,
2004-09-24,31.0,,
2004-09-27,31.17,,
2004-09-28,30.46,,
2004-09-29,30.26,,
2004-09-30,30.68,,
2004-10-01,30.82,,
2004-10-04,28.17,,
2004-10-05,26.23,,
2004-10-06,26.74,,
2004-10-07,25.28,,
2004-10-08,25.34,,
2004-10-11,25.16,,
2004-10-12,25.17,,
2004-10-13,24.59,,
2004-10-14,24.46,,
2004-10-15,24.4,,
2004-10-18,24.59,,
2004-10-19,24.19,,
2004-10-20,24.07,,
2004-10-21,24.2,,
2004-10-22,23.73,,
2004-10-25,25.75,,
2004-10-26,27.26,,
2004-10-27,27.55,,
2004-10-28,27.5,,
2004-10-29,27.44,,
2004-11-01,27.8,,
2004-11-02,28.09,,
2004-11-03,28.22,,
2004-11-04,27.88,,
2004-11-05,27.55,,
2004-11-08,27.98,,
2004-11-09,28.28,,
2004-11-10,28.35,,
2004-11-11,28.12,,
2004-11-12,29.03,,
2004-11-15,29.58,,
2004-11-16,28.8,,
2004-11-17,28.87,,
2004-11-18,29.0,,
2004-11-19,28.18,,
2004-11-22,28.45,,
2004-11-23,28.65,,
2004-11-24,28.81,,
2004-11-26,28.8,,
2004-11-29,27.73,,
2004-11-30,27.63,,
2004-12-01,28.18,,
2004-12-02,27.42,,
2004-12-03,27.92,,
2004-12-06,27.97,,
2004-12-07,27.75,,
2004-12-08,27.71,,
2004-12-09,28.67,,
2004-12-10,29.83,,
2004-12-13,30.13,,
2004-12-14,29.99,,
2004-12-15,32.49,,
2004-12-16,32.4,,
2004-12-17,31.83,,
2004-12-20,31.67,,
2004-12-21,31.66,,
2004-12-22,31.76,,
2004-12-23,31.44,,
2004-12-27,30.63,,
2004-12-28,31.62,,
2004-12-29,31.33,,
2004-12-30,31.73,,
2004-12-31,31.9,,
2005-01-03,31.62,,
2005-01-04,30.42,,
2005-01-05,30.17,,
2005-01-06,30.91,,
2005-01-07,30.7,,
2005-01-10,31.79,,
2005-01-11,31.53,,
2005-01-12,31.35,,
2005-01-13,32.03,,
2005-01-14,32.99,,
2005-01-18,33.01,,
2005-01-19,33.26,,
2005-01-20,32.29,,
2005-01-21,32.2,,
2005-01-24,31.77,,
2005-01-25,32.04,,
2005-01-26,32.76,,
2005-01-27,32.2,,
2005-01-28,32.49,,
2005-01-31,33.04,,
2005-02-01,33.89,,
2005-02-02,34.13,,
2005-02-03,33.17,,
2005-02-04,35.36,,
2005-02-07,35.01,,
2005-02-08,35.92,,
2005-02-09,35.36,,
2005-02-10,35.58,,
2005-02-11,34.95,,
2005-02-14,34.31,,
2005-02-15,34.25,,
2005-02-16,35.03,,
2005-02-17,35.14,,
2005-02-18,34.76,,
2005-02-22,33.42,,
2005-02-23,33.72,,
2005-02-24,36.72,,
2005-02-25,39.31,,
2005-02-28,39.01,,
2005-03-01,38.85,,
2005-03-02,38.5,,
2005-03-03,38.1,,
2005-03-04,39.82,,
2005-03-07,39.53,,
2005-03-08,38.99,,
2005-03-09,37.72,,
2005-03-10,36.74,,
2005-03-11,36.88,,
2005-03-14,36.57,,
2005-03-15,36.44,,
2005-03-16,36.81,,
2005-03-17,36.13,,
2005-03-18,36.04,,
2005-03-21,36.19,,
2005-03-22,36.36,,
2005-03-23,35.74,,
2005-03-24,36.03,,
2005-03-28,36.35,,
2005-03-29,36.12,,
2005-03-30,36.3,,
2005-03-31,36.81,,
2005-04-01,37.13,,
2005-04-04,37.27,,
2005-04-05,37.1,,
2005-04-06,36.39,,
2005-04-07,36.67,,
2005-04-08,36.47,,
2005-04-11,36.9,,
2005-04-12,38.09,,
2005-04-13,37.25,,
2005-04-14,35.27,,
2005-04-15,33.95,,
2005-04-18,35.0,,
2005-04-19,35.2,,
2005-04-20,33.83,,
2005-04-21,35.15,,
2005-04-22,34.51,,
2005-04-25,35.63,,
2005-04-26,35.9,,
2005-04-27,35.59,,
2005-04-28,34.55,,
2005-04-29,35.72,,
2005-05-02,35.96,,
2005-05-03,35.94,,
2005-05-04,36.26,,
2005-05-05,36.36,,
2005-05-06,36.66,,
2005-05-09,36.85,,
2005-05-10,36.35,,
2005-05-11,36.74,,
2005-05-12,35.38,,
2005-05-13,34.53,,
2005-05-16,35.56,,
2005-05-17,35.72,,
2005-05-18,37.2,,
2005-05-19,37.22,,
2005-05-20,36.78,,
2005-05-23,37.09,,
2005-05-24,36.99,,
2005-05-25,36.6,,
2005-05-26,38.16,,
2005-05-27,38.01,,
2005-05-31,38.22,,
2005-06-01,39.22,,
2005-06-02,39.06,,
2005-06-03,38.04,,
2005-06-06,38.56,,
2005-06-07,39.53,,
2005-06-08,38.7,,
2005-06-09,38.99,,
2005-06-10,38.61,,
2005-06-13,38.85,,
2005-06-14,39.67,,
2005-06-15,40.58,,
2005-06-16,41.13,,
2005-06-17,43.0,,
2005-06-20,41.71,,
2005-06-21,41.98,,
2005-06-22,41.94,,
2005-06-23,41.24,,
2005-06-24,40.67,,
2005-06-27,41.55,,
2005-06-28,42.24,,
2005-06-29,41.62,,
2005-06-30,42.13,,
2005-07-01,42.25,,
2005-07-05,42.67,,
2005-07-06,42.21,,
2005-07-07,44.22,,
2005-07-08,44.77,,
2005-07-11,45.76,,
2005-07-12,45.97,,
2005-07-13,46.17,,
2005-07-14,45.38,,
2005-07-15,46.58,,
2005-07-18,46.57,,
2005-07-19,47.0,,
2005-07-20,47.55,,
2005-07-21,45.85,,
2005-07-22,46.74,,
2005-07-25,45.1,,
2005-07-26,45.86,,
2005-07-27,46.33,,
2005-07-28,47.92,,
2005-07-29,46.81,,
2005-08-01,47.12,,
2005-08-02,47.44,,
2005-08-03,47.02,,
2005-08-04,46.34,,
2005-08-05,44.97,,
2005-08-08,43.38,,
2005-08-09,43.82,,
2005-08-10,43.79,,
2005-08-11,44.04,,
2005-08-12,44.03,,
2005-08-15,44.01,,
2005-08-16,43.24,,
2005-08-17,42.63,,
2005-08-18,42.31,,
2005-08-19,42.24,,
2005-08-22,42.08,,
2005-08-23,41.74,,
2005-08-24,42.42,,
2005-08-25,41.9,,
2005-08-26,41.51,,
2005-08-29,41.44,,
2005-08-30,41.59,,
2005-08-31,43.1,,
2005-09-01,43.01,,
2005-09-02,42.75,,
2005-09-06,44.1,,
2005-09-07,44.39,,
2005-09-08,43.83,,
2005-09-09,45.71,,
2005-09-12,45.61,,
2005-09-13,45.57,,
2005-09-14,45.56,,
2005-09-15,46.0,,
2005-09-16,43.94,,
2005-09-19,43.9,,
2005-09-20,41.97,,
2005-09-21,42.01,,
2005-09-22,43.1,,
2005-09-23,43.36,,
2005-09-26,42.66,,
2005-09-27,42.66,,
2005-09-28,41.82,,
2005-09-29,42.55,,
2005-09-30,42.92,,
2005-10-03,43.18,,
2005-10-04,41.19,,
2005-10-05,39.0,,
2005-10-06,37.9,,
2005-10-07,37.77,,
2005-10-10,36.4,,
2005-10-11,36.85,,
2005-10-12,36.24,,
2005-10-13,36.41,,
2005-10-14,36.91,,
2005-10-17,37.01,,
2005-10-18,35.18,,
2005-10-19,37.32,,
2005-10-20,37.04,,
2005-10-21,36.55,,
2005-10-24,37.23,,
2005-10-25,37.43,,
2005-10-26,36.4,,
2005-10-27,35.93,,
2005-10-28,36.28,,
2005-10-31,37.79,,
2005-11-01,39.01,,
2005-11-02,40.94,,
2005-11-03,40.61,,
2005-11-04,40.29,,
2005-11-07,41.47,,
2005-11-08,37.77,,
2005-11-09,37.07,,
2005-11-10,38.5,,
2005-11-11,38.5,,
2005-11-14,38.69,,
2005-11-15,38.57,,
2005-11-16,39.15,,
2005-11-17,41.06,,
2005-11-18,40.75,,
2005-11-21,41.81,,
2005-11-22,42.82,,
2005-11-23,43.0,,
2005-11-25,43.2,,
2005-11-28,41.55,,
2005-11-29,41.85,,
2005-11-30,41.63,,
2005-12-01,42.16,,
2005-12-02,42.51,,
2005-12-05,42.47,,
2005-12-06,42.34,,
2005-12-07,40.53,,
2005-12-08,40.85,,
2005-12-09,40.71,,
2005-12-12,40.52,,
2005-12-13,41.5,,
2005-12-14,42.8,,
2005-12-15,42.13,,
2005-12-16,42.42,,
2005-12-19,41.56,,
2005-12-20,41.58,,
2005-12-21,41.53,,
2005-12-22,41.5,,
2005-12-23,40.75,,
2005-12-27,41.0,,
2005-12-28,39.92,,
2005-12-29,39.92,,
2005-12-30,39.36,,
2006-01-03,41.24,,
2006-01-04,40.89,,
2006-01-05,41.82,,
2006-01-06,41.62,,
2006-01-09,44.08,,
2006-01-10,43.81,,
2006-01-11,44.65,,
2006-01-12,42.85,,
2006-01-13,42.48,,
2006-01-17,41.74,,
2006-01-18,41.48,,
2006-01-19,40.78,,
2006-01-20,40.29,,
2006-01-23,40.01,,
2006-01-24,39.98,,
2006-01-25,39.28,,
2006-01-26,38.81,,
2006-01-27,39.74,,
2006-01-30,39.79,,
2006-01-31,39.9,,
2006-02-01,38.86,,
2006-02-02,37.51,,
2006-02-03,38.36,,
2006-02-06,37.94,,
2006-02-07,37.07,,
2006-02-08,38.25,,
2006-02-09,38.06,,
2006-02-10,37.61,,
2006-02-13,37.5,,
2006-02-14,38.5,,
2006-02-15,38.59,,
2006-02-16,38.37,,
2006-02-17,37.84,,
2006-02-21,38.73,,
2006-02-22,40.72,,
2006-02-23,40.09,,
