date,TMO,dcf,Deviation
2005-12-05,31.05,,
2005-12-06,31.25,,
2005-12-07,30.79,,
2005-12-08,30.68,,
2005-12-09,30.7,,
2005-12-12,30.61,,
2005-12-13,30.76,,
2005-12-14,30.82,,
2005-12-15,30.8,,
2005-12-16,31.35,,
2005-12-19,31.68,,
2005-12-20,31.78,,
2005-12-21,31.65,,
2005-12-22,31.18,,
2005-12-23,30.53,,
2005-12-27,30.47,,
2005-12-28,30.25,,
2005-12-29,30.69,,
2005-12-30,30.13,,
2006-01-03,30.28,,
2006-01-04,30.51,,
2006-01-05,30.43,,
2006-01-06,30.44,,
2006-01-09,31.12,,
2006-01-10,31.16,,
2006-01-11,31.49,,
2006-01-12,31.44,,
2006-01-13,32.05,,
2006-01-17,31.97,,
2006-01-18,32.05,,
2006-01-19,32.5,,
2006-01-20,32.01,,
2006-01-23,32.27,,
2006-01-24,33.08,,
2006-01-25,33.17,,
2006-01-26,33.13,,
2006-01-27,33.28,,
2006-01-30,33.34,,
2006-01-31,33.64,,
2006-02-01,33.6,,
2006-02-02,34.67,,
2006-02-03,34.88,,
2006-02-06,34.15,,
2006-02-07,33.22,,
2006-02-08,33.99,,
2006-02-09,34.08,,
2006-02-10,34.09,,
2006-02-13,33.84,,
2006-02-14,34.43,,
2006-02-15,33.97,,
2006-02-16,34.1,,
2006-02-17,34.16,,
2006-02-21,33.86,,
2006-02-22,34.62,,
2006-02-23,34.73,,
2006-02-24,34.55,,
2006-02-27,35.17,,
2006-02-28,34.62,,
2006-03-01,34.97,,
2006-03-02,34.78,,
2006-03-03,34.91,,
2006-03-06,34.83,,
2006-03-07,34.88,,
2006-03-08,35.0,,
2006-03-09,35.16,,
2006-03-10,35.28,,
2006-03-13,35.5,,
2006-03-14,35.51,,
2006-03-15,35.96,,
2006-03-16,36.11,,
2006-03-17,35.9,,
2006-03-20,36.0,,
2006-03-21,35.58,,
2006-03-22,35.79,,
2006-03-23,35.75,,
2006-03-24,36.11,,
2006-03-27,36.0,,
2006-03-28,36.12,,
2006-03-29,37.12,,
2006-03-30,37.1,,
2006-03-31,37.09,,
2006-04-03,36.9,38.34213699680205,-0.037612327057365946
2006-04-04,36.96,38.25213699680205,-0.03377947216151811
2006-04-05,36.87,37.93213699680205,-0.02800097966775772
2006-04-06,36.55,37.55213699680205,-0.026686550405570664
2006-04-07,36.17,37.55213699680205,-0.036805814724199304
2006-04-10,36.17,37.24213699680205,-0.028788278097309883
2006-04-11,35.86,37.48213699680205,-0.04327760172640227
2006-04-12,36.1,37.67213699680205,-0.041732089606053124
2006-04-13,36.29,37.60213699680205,-0.03489527727941755
2006-04-17,36.22,38.23213699680205,-0.05262946711480854
2006-04-18,36.85,38.51213699680205,-0.04315878386442351
2006-04-19,37.13,38.81213699680205,-0.04334048900581411
2006-04-20,37.43,39.08213699680205,-0.042273455950917915
2006-04-21,37.7,38.98213699680205,-0.032890372246837773
2006-04-24,37.6,39.272136996802054,-0.04257820237636201
2006-04-25,37.89,39.91213699680205,-0.05066471376774617
2006-04-26,38.53,40.37213699680205,-0.045628919691518055
2006-04-27,38.99,39.92213699680205,-0.023348875258774826
2006-04-28,38.54,39.58213699680205,-0.026328467229706387
2006-05-01,38.2,39.98213699680205,-0.044573330258574906
2006-05-02,38.6,39.98213699680205,-0.0345688625125915
2006-05-03,38.6,40.64213699680205,-0.05024679182009395
2006-05-04,39.26,40.83213699680205,-0.038502442253394165
2006-05-05,39.45,39.92213699680205,-0.011826445985090195
2006-05-08,38.54,39.83213699680205,-0.0324395599690217
2006-05-09,38.45,39.98213699680205,-0.03832053791733525
2006-05-10,38.6,39.03213699680205,-0.011071312770742137
2006-05-11,37.65,38.93213699680205,-0.03293261289272076
2006-05-12,37.55,38.18213699680205,-0.016555830724063414
2006-05-15,36.8,38.07213699680205,-0.03341385845792977
2006-05-16,36.69,37.34213699680205,-0.017463837081897582
2006-05-17,35.96,37.88213699680205,-0.050739930457574633
2006-05-18,36.5,38.08213699680205,-0.04154538378281947
2006-05-19,36.7,37.94213699680205,-0.03273766569623471
2006-05-22,36.56,38.51213699680205,-0.05068887755992735
2006-05-23,37.13,37.83213699680205,-0.018559274007212356
2006-05-24,36.45,38.34213699680205,-0.049348762093251564
2006-05-25,36.96,38.30213699680205,-0.03504078628600038
2006-05-26,36.92,37.952136996802054,-0.027195754402157157
2006-05-30,36.57,38.12213699680205,-0.04071484756828436
2006-05-31,36.74,38.23213699680205,-0.03902834405847777
2006-06-01,36.85,38.30213699680205,-0.037912688707768205
2006-06-02,36.92,37.65213699680206,-0.01944476609293755
2006-06-05,36.27,38.19213699680205,-0.05032808185001514
2006-06-06,36.81,38.00213699680205,-0.031370262069798094
2006-06-07,36.62,37.81213699680205,-0.031527892668506974
2006-06-08,36.43,37.522136996802054,-0.029106471118506283
2006-06-09,36.14,36.97213699680206,-0.022507138196367515
2006-06-12,35.59,36.98213699680205,-0.03764349791150323
2006-06-13,35.6,36.66213699680205,-0.02897095160859542
2006-06-14,35.28,36.73213699680205,-0.039533147688316395
2006-06-15,35.35,36.62213699680205,-0.03473683135730543
2006-06-16,35.24,35.91213699680205,-0.01871615150225947
2006-06-19,34.53,36.202136996802054,-0.04618890307358825
2006-06-20,34.82,36.202136996802054,-0.03817832623870088
2006-06-21,34.82,35.85213699680205,-0.02878871618989176
2006-06-22,34.47,35.38213699680205,-0.025779590330694213
2006-06-23,34.0,36.06213699680205,-0.0571828840033779
2006-06-26,34.68,35.41213699680205,-0.020674747668240512
2006-06-27,34.03,36.05213699680205,-0.05608924089524614
2006-06-28,34.67,37.21213699680205,-0.06831472745089906
2006-06-29,35.83,37.62213699680205,-0.04763517279612228
2006-06-30,36.24,37.561128280391934,-0.03517275281322152
2006-07-03,36.42,37.30112828039193,-0.023622027563576675
2006-07-05,36.16,37.67112828039193,-0.040113698457460045
2006-07-06,36.53,37.05112828039193,-0.014065112307732774
2006-07-07,35.91,37.04112828039193,-0.030537090334548656
2006-07-10,35.9,36.691128280391936,-0.021561841171690688
2006-07-11,35.55,36.74112828039193,-0.03241948018857166
2006-07-12,35.6,36.14112828039193,-0.014972644910079214
2006-07-13,35.0,35.731128280391935,-0.020461942165793667
2006-07-14,34.59,36.25112828039193,-0.045822802190971346
2006-07-17,35.11,36.411128280391935,-0.0357343576494612
2006-07-18,35.27,37.33112828039193,-0.055212054265033506
2006-07-19,36.19,36.65112828039193,-0.012581557568000723
2006-07-20,35.51,36.091128280391935,-0.01610169335458711
2006-07-21,34.95,36.36112828039193,-0.038808704435964736
2006-07-24,35.22,37.771128280391935,-0.06754175468240642
2006-07-25,36.63,37.49112828039193,-0.022968854763496305
2006-07-26,36.35,37.79112828039193,-0.038134036901450896
2006-07-27,36.65,38.341128280391935,-0.044107420836042466
2006-07-28,37.2,38.15112828039193,-0.024930541330301037
2006-07-31,37.01,38.28112828039193,-0.03320508923042953
2006-08-01,37.14,38.39112828039193,-0.032588994812922434
2006-08-02,37.25,38.86112828039193,-0.04145860791192868
2006-08-03,37.72,38.841128280391935,-0.028864462234427735
2006-08-04,37.7,38.79112828039193,-0.028128294503448892
2006-08-07,37.65,38.631128280391934,-0.025397349859178964
2006-08-08,37.49,38.43112828039193,-0.024488697639202694
2006-08-09,37.29,39.26112828039193,-0.0502055943556865
2006-08-10,38.12,39.15112828039193,-0.026337128090082484
2006-08-11,38.01,39.51112828039193,-0.03799254401795693
2006-08-14,38.37,40.37112828039193,-0.04956830204232543
2006-08-15,39.23,40.53112828039193,-0.032101950663470546
2006-08-16,39.39,40.561128280391934,-0.028873168228855217
2006-08-17,39.42,40.54112828039193,-0.027654096665439165
2006-08-18,39.4,40.39112828039193,-0.024538266757779148
2006-08-21,39.25,40.46112828039193,-0.029933131671438407
2006-08-22,39.32,40.35112828039193,-0.025553889676314112
2006-08-23,39.21,40.441128280391936,-0.0304424810271392
2006-08-24,39.3,40.37112828039193,-0.02653203727556397
2006-08-25,39.23,40.441128280391936,-0.02994793498328685
2006-08-28,39.3,40.40112828039193,-0.02725488933749276
2006-08-29,39.26,40.36112828039193,-0.027281900365676348
2006-08-30,39.22,40.341128280391935,-0.02779119792087892
2006-08-31,39.2,40.381128280391934,-0.029249511608259282
2006-09-01,39.24,40.32112828039193,-0.026812947119777886
2006-09-05,39.18,40.381128280391934,-0.029744792469683756
2006-09-06,39.24,40.32112828039193,-0.026812947119777886
2006-09-07,39.18,40.43112828039193,-0.030944678855244767
2006-09-08,39.29,40.131128280391934,-0.020959497438373997
2006-09-11,38.99,40.441128280391936,-0.03588248750951695
2006-09-12,39.3,40.591128280391935,-0.031808139736180574
2006-09-13,39.45,40.71112828039193,-0.030977482906051956
2006-09-14,39.57,41.35112828039193,-0.04307326920597032
2006-09-15,40.21,41.17112828039193,-0.023344715594050824
2006-09-18,40.03,41.14112828039193,-0.02700772503902138
2006-09-19,40.0,41.22112828039193,-0.029623844162771196
2006-09-20,40.08,41.21112828039193,-0.027447156328649247
2006-09-21,40.07,40.55112828039193,-0.011864732272432787
2006-09-22,39.41,41.01112828039193,-0.03904131262727184
2006-09-25,39.87,40.86112828039193,-0.024256018423934433
2006-09-26,39.72,40.71112828039193,-0.02434538963316568
2006-09-27,39.57,40.58112828039193,-0.024916219021945962
2006-09-28,39.44,40.47112828039193,-0.02547812043311648
2006-09-29,39.33,39.93800204986384,-0.015223647119471106
2006-10-02,38.98,39.88800204986385,-0.022763788688357045
2006-10-03,38.93,40.36800204986384,-0.03562232403990606
2006-10-04,39.41,40.61800204986384,-0.02974055809985099
2006-10-05,39.66,40.948002049863845,-0.03145457617920899
2006-10-06,39.99,40.808002049863845,-0.020045138423202324
2006-10-09,39.85,40.74800204986385,-0.022037940627492647
2006-10-10,39.79,40.628002049863845,-0.020626218558208786
2006-10-11,39.67,41.50800204986385,-0.04428066780125528
2006-10-12,40.55,41.89800204986385,-0.03217342078172514
2006-10-13,40.94,41.97800204986385,-0.024727285701469537
2006-10-16,41.02,42.628002049863845,-0.03772173155061054
2006-10-17,41.67,43.378002049863845,-0.03937484367999389
2006-10-18,42.42,43.99800204986385,-0.035865311521997456
2006-10-19,43.04,42.988002049863844,0.0012095921572683466
2006-10-20,42.03,43.24800204986385,-0.02816319811628576
2006-10-23,42.29,45.20800204986385,-0.0645461404519787
2006-10-24,44.25,44.158002049863846,0.0020833811736380436
2006-10-25,43.2,44.66800204986385,-0.032864734989155875
2006-10-26,43.71,44.11800204986384,-0.009247972050110076
2006-10-27,43.16,44.00800204986385,-0.01926926945929086
2006-10-30,43.05,43.82800204986385,-0.0177512552130189
2006-10-31,42.87,43.72800204986385,-0.019621341237714418
2006-11-01,42.77,43.838002049863846,-0.024362470913912415
2006-11-02,42.88,43.92800204986385,-0.02385726645783326
2006-11-03,42.97,44.298002049863854,-0.029978824967523243
2006-11-06,43.34,45.31800204986385,-0.04364715919486983
2006-11-07,44.36,44.78800204986385,-0.009556176437326758
2006-11-08,43.83,44.32800204986385,-0.011234479941226616
2006-11-09,43.37,45.988002049863844,-0.056927936269664414
2006-11-10,45.03,44.57800204986385,0.010139484260208942
2006-11-13,43.62,44.66800204986385,-0.023462031023772867
2006-11-14,43.71,44.89800204986385,-0.026460020393434203
2006-11-15,43.94,44.70800204986385,-0.017178178729778226
2006-11-16,43.75,45.09800204986385,-0.02989050486922673
2006-11-17,44.14,44.798002049863854,-0.01468820080706823
2006-11-20,43.84,45.06800204986385,-0.02724775880912511
2006-11-21,44.11,45.408002049863846,-0.028585315170627235
2006-11-22,44.45,45.42800204986385,-0.021528616838362047
2006-11-24,44.47,44.25800204986385,0.00479004790811155
2006-11-27,43.3,44.64800204986385,-0.030191766439142675
2006-11-28,43.69,45.11800204986384,-0.03165038310618529
2006-11-29,44.16,44.78800204986385,-0.014021658058438913
2006-11-30,43.83,44.85800204986385,-0.02291680420187081
2006-12-01,43.9,45.13800204986385,-0.02742704580712796
2006-12-04,44.18,45.488002049863844,-0.028754880208412215
2006-12-05,44.53,45.93800204986384,-0.03065004978526298
2006-12-06,44.98,46.13800204986385,-0.025098660505765702
2006-12-07,45.18,46.018002049863846,-0.018210309281915582
2006-12-08,45.06,45.57800204986385,-0.011365176764377094
2006-12-11,44.62,45.45800204986385,-0.018434643232771886
2006-12-12,44.5,45.128002049863845,-0.01391601713654278
2006-12-13,44.17,46.35800204986385,-0.047197936777136684
2006-12-14,45.4,46.61800204986384,-0.026127289808796084
2006-12-15,45.66,46.36800204986384,-0.01526919467227561
2006-12-18,45.41,47.088002049863846,-0.03563544802956242
2006-12-19,46.13,47.11800204986384,-0.020968674537987786
2006-12-20,46.16,46.408002049863846,-0.005343950157504773
2006-12-21,45.45,46.28800204986385,-0.01810408772798411
2006-12-22,45.33,46.49800204986385,-0.025119402950072978
2006-12-26,45.54,47.11800204986384,-0.03349042788770795
2006-12-27,46.16,46.63800204986385,-0.010249196553334117
2006-12-28,45.68,46.24800204986385,-0.012281655956757676
2006-12-29,45.29,48.447004202835934,-0.06516407474068608
2007-01-03,45.17,48.91700420283593,-0.0765992166506938
2007-01-04,45.64,48.28700420283593,-0.05481814924191275
2007-01-05,45.01,48.20700420283593,-0.06631825096171107
2007-01-08,44.93,49.477004202835936,-0.09190136460556575
2007-01-09,46.2,50.46700420283593,-0.0845503764337997
2007-01-10,47.19,51.987004202835934,-0.09227314165131784
2007-01-11,48.71,51.657004202835935,-0.05704946015189449
2007-01-12,48.38,51.31700420283593,-0.05723257326610698
2007-01-16,48.04,52.09700420283593,-0.07787404026228228
2007-01-17,48.82,51.96700420283593,-0.06055773757041383
2007-01-18,48.69,52.32700420283593,-0.06950530148329837
2007-01-19,49.05,51.36700420283593,-0.04510685874704001
2007-01-22,48.09,51.29700420283593,-0.06251835273176887
2007-01-23,48.02,51.697004202835934,-0.07112605961477014
2007-01-24,48.42,50.96700420283593,-0.04997359061363482
2007-01-25,47.69,51.09700420283593,-0.0666771810987471
2007-01-26,47.82,50.60700420283593,-0.05507151128064114
2007-01-29,47.33,50.66700420283593,-0.06586148629346344
2007-01-30,47.39,51.127004202835934,-0.07309257135446723
2007-01-31,47.85,52.157004202835935,-0.08257767616572098
2007-02-01,48.88,52.66700420283593,-0.07190468226085311
2007-02-02,49.39,52.32700420283593,-0.05612788745656405
2007-02-05,49.05,52.57700420283593,-0.06708263919391766
2007-02-06,49.3,52.987004202835934,-0.06958317908900769
2007-02-07,49.71,52.20700420283593,-0.04782891186658611
2007-02-08,48.93,51.96700420283593,-0.05844100981811451
2007-02-09,48.69,50.77700420283593,-0.041101365383808375
2007-02-12,47.5,50.197004202835934,-0.053728389685127165
2007-02-13,46.92,50.877004202835934,-0.07777588843596583
2007-02-14,47.6,51.29700420283593,-0.07207056747831564
2007-02-15,48.02,50.907004202835935,-0.05671133566086184
2007-02-16,47.63,51.227004202835936,-0.07021695410087636
2007-02-20,47.95,50.977004202835936,-0.05937979781612068
2007-02-21,47.7,50.517004202835935,-0.05576348493519312
2007-02-22,47.24,50.71700420283593,-0.06855697132524052
2007-02-23,47.44,50.11700420283593,-0.05341508826029251
2007-02-26,46.84,48.77700420283593,-0.039711422103354765
2007-02-27,45.5,48.53700420283593,-0.06257090343162308
2007-02-28,45.26,48.837004202835935,-0.07324372698987591
2007-03-01,45.56,47.54700420283593,-0.041790313315205885
2007-03-02,44.27,47.43700420283593,-0.06676231469622596
2007-03-05,44.16,48.10700420283593,-0.08204635204873678
2007-03-06,44.83,48.60700420283593,-0.07770493707192028
2007-03-07,45.33,49.16700420283593,-0.07804022769023256
2007-03-08,45.89,49.20700420283593,-0.06740918811401175
2007-03-09,45.93,49.45700420283593,-0.07131455411999443
2007-03-12,46.18,48.21700420283593,-0.04224659404941056
2007-03-13,44.94,48.35700420283593,-0.07066203250522163
2007-03-14,45.08,48.27700420283593,-0.06622209177279759
2007-03-15,45.0,48.68700420283593,-0.07572871371332324
2007-03-16,45.41,49.767004202835935,-0.08754805061357618
2007-03-19,46.49,49.657004202835935,-0.06377759298365138
2007-03-20,46.38,49.737004202835934,-0.06749510262309932
2007-03-21,46.46,49.697004202835934,-0.06513479544208045
2007-03-22,46.42,49.52700420283593,-0.06273353805352966
2007-03-23,46.25,49.227004202835936,-0.06047502282628103
2007-03-26,45.95,49.43700420283593,-0.07053429428144631
2007-03-27,46.16,49.31700420283593,-0.06401451697778504
2007-03-28,46.04,49.197004202835934,-0.06417065945356792
2007-03-29,45.92,50.02700420283593,-0.08209574545347476
2007-03-30,46.75,47.81927437641723,-0.022360740315720107
2007-04-02,46.3,48.239274376417235,-0.04020115147845782
2007-04-03,46.72,48.96927437641723,-0.045932360751917645
2007-04-04,47.45,50.14927437641723,-0.05382479427631692
2007-04-05,48.63,49.96927437641723,-0.0268019576655949
2007-04-09,48.45,49.75927437641723,-0.026312167788317686
2007-04-10,48.24,49.879274376417236,-0.032864840094632086
2007-04-11,48.36,50.139274376417234,-0.035486639935381814
2007-04-12,48.62,50.489274376417235,-0.037023197491036774
2007-04-13,48.97,50.989274376417235,-0.0396019437639058
2007-04-16,49.47,51.03927437641723,-0.03074640843919052
2007-04-17,49.52,50.779274376417234,-0.02479898328366148
2007-04-18,49.26,50.199274376417236,-0.01871091540834091
2007-04-19,48.68,50.74927437641723,-0.04077446233159954
2007-04-20,49.23,51.21927437641723,-0.03883839434736602
2007-04-23,49.7,51.39927437641723,-0.033060279489021016
2007-04-24,49.88,51.83927437641724,-0.03779517363978668
2007-04-25,50.32,55.11927437641723,-0.08707071039510272
2007-04-26,53.6,54.82927437641723,-0.02242003729573261
2007-04-27,53.31,53.57927437641723,-0.005025718984648098
2007-04-30,52.06,53.85927437641723,-0.03340695538974914
2007-05-01,52.34,54.46927437641723,-0.039091293225288704
2007-05-02,52.95,54.419274376417235,-0.02699915412789755
2007-05-03,52.9,54.059274376417235,-0.02144450493998784
2007-05-04,52.54,54.06927437641723,-0.028283611978418555
2007-05-07,52.55,53.86927437641723,-0.024490294173978744
2007-05-08,52.35,53.889274376417234,-0.028563650081190217
2007-05-09,52.37,53.56927437641723,-0.022387355258730035
2007-05-10,52.05,55.14927437641723,-0.05619791758751658
2007-05-11,53.63,54.89927437641723,-0.02312005742943779
2007-05-14,53.38,54.96927437641723,-0.028912049402985307
2007-05-15,53.45,55.419274376417235,-0.03553410611336383
2007-05-16,53.9,54.889274376417234,-0.018023090807013253
2007-05-17,53.37,55.14927437641723,-0.03226287918627779
2007-05-18,53.63,55.08927437641724,-0.026489264796740963
2007-05-21,53.57,55.209274376417234,-0.029692010897311327
2007-05-22,53.69,54.959274376417234,-0.02309481685882442
2007-05-23,53.44,55.35927437641723,-0.03466942798720707
2007-05-24,53.84,55.519274376417236,-0.030246691717039642
2007-05-25,54.0,55.57927437641723,-0.028414807392435737
2007-05-29,54.06,55.629274376417236,-0.028209506487513858
2007-05-30,54.11,56.11927437641723,-0.03580364141810033
2007-05-31,54.6,55.54927437641723,-0.01708887086417521
2007-06-01,54.03,54.529274376417234,-0.00915607959443454
2007-06-04,53.01,54.68927437641723,-0.030705735184180072
2007-06-05,53.17,54.72927437641723,-0.02849068243976427
2007-06-06,53.21,54.379274376417236,-0.021502206306090677
2007-06-07,52.86,54.419274376417235,-0.02865297992824678
2007-06-08,52.9,53.81927437641723,-0.017080764968842588
2007-06-11,52.3,52.959274376417234,-0.012448704861991344
2007-06-12,51.44,54.61927437641723,-0.05820792042213463
2007-06-13,53.1,54.61927437641723,-0.027815718787234545
2007-06-14,53.1,55.349274376417235,-0.040637829524565294
2007-06-15,53.83,55.04927437641723,-0.022148781981757848
2007-06-18,53.53,54.919274376417235,-0.025296663005689668
2007-06-19,53.4,54.04927437641723,-0.01201263816967213
2007-06-20,52.53,53.53927437641723,-0.018851103011246484
2007-06-21,52.02,52.81927437641723,-0.015132248328918574
2007-06-22,51.3,52.79927437641723,-0.028395738277170013
2007-06-25,51.28,52.60927437641723,-0.025266920940713367
2007-06-26,51.09,53.29927437641723,-0.04145036498648358
2007-06-27,51.78,53.14927437641723,-0.02576280471337511
2007-06-28,51.63,53.239274376417235,-0.03022720341827334
2007-06-29,51.72,54.616726862302485,-0.05303735739429427
2007-07-02,52.47,55.366726862302485,-0.0523189111306267
2007-07-03,53.22,54.77672686230248,-0.028419494034679693
2007-07-05,52.63,54.616726862302485,-0.036375795043729675
2007-07-06,52.47,54.406726862302484,-0.03559719494253222
2007-07-09,52.26,53.91672686230248,-0.03072751182640565
2007-07-10,51.77,53.85672686230248,-0.038745890882631806
2007-07-11,51.71,55.23672686230248,-0.06384749898548703
2007-07-12,53.09,55.70672686230248,-0.04697326534317081
2007-07-13,53.56,56.076726862302486,-0.04488005993078659
2007-07-16,53.93,55.87672686230248,-0.034839672465064364
2007-07-17,53.73,55.62672686230248,-0.03409740190174437
2007-07-18,53.48,55.80672686230248,-0.041692587849551765
2007-07-19,53.66,54.48672686230248,-0.015172995514885157
2007-07-20,52.34,54.46672686230248,-0.03904634966736775
2007-07-23,52.32,53.78672686230248,-0.02726930876566247
2007-07-24,51.64,55.23672686230248,-0.06511477175808456
2007-07-25,53.09,54.686726862302486,-0.029197703975279654
2007-07-26,52.54,54.38672686230248,-0.033955469814869854
2007-07-27,52.24,55.67672686230248,-0.061726452972030055
2007-07-30,53.53,54.35672686230248,-0.01520928337713856
2007-07-31,52.21,55.146726862302486,-0.053252967662709816
2007-08-01,53.0,55.30672686230248,-0.041707889675799414
2007-08-02,53.16,54.436726862302486,-0.023453409782185575
2007-08-03,52.29,54.92672686230248,-0.04800444178865004
2007-08-06,52.78,54.24672686230248,-0.0270380711821665
2007-08-07,52.1,55.66672686230248,-0.06407286836039694
2007-08-08,53.52,54.196726862302484,-0.012486489525868172
2007-08-09,52.05,55.35672686230248,-0.0597348696307104
2007-08-10,53.21,55.896726862302486,-0.04806590677341527
2007-08-13,53.75,55.046726862302485,-0.023556838639038458
2007-08-14,52.9,52.796726862302485,0.001956051896301325
2007-08-15,50.65,52.006726862302486,-0.026087526444313114
2007-08-16,49.86,52.406726862302484,-0.04859541922917554
2007-08-17,50.26,52.016726862302484,-0.033772345325626785
2007-08-20,49.87,52.476726862302485,-0.04967396059480744
2007-08-21,50.33,53.576726862302486,-0.06059957471173816
2007-08-22,51.43,53.96672686230248,-0.04700538664823983
2007-08-23,51.82,54.84672686230248,-0.05518518670952499
2007-08-24,52.7,54.80672686230248,-0.03843920231900477
2007-08-27,52.66,53.62672686230248,-0.018026960041487405
2007-08-28,51.48,55.766726862302484,-0.0768688984183552
2007-08-29,53.62,56.476726862302485,-0.05058237297050794
2007-08-30,54.33,56.37672686230248,-0.036304464203846365
2007-08-31,54.23,56.686726862302486,-0.04333866141663312
2007-09-04,54.54,56.98672686230248,-0.042935030611856884
2007-09-05,54.84,56.87672686230248,-0.035809494931615116
2007-09-06,54.73,56.296726862302485,-0.02782980378476685
2007-09-07,54.15,55.906726862302484,-0.031422459530304425
2007-09-10,53.76,56.646726862302486,-0.050960170555301
2007-09-11,54.5,57.60672686230248,-0.05392993199784635
2007-09-12,55.46,58.23672686230248,-0.04767999528661526
2007-09-13,56.09,57.836726862302484,-0.030200997827229847
2007-09-14,55.69,57.41672686230248,-0.03007358581138808
2007-09-17,55.27,59.656726862302484,-0.07353281168824044
2007-09-18,57.51,60.20672686230248,-0.04479112223572812
2007-09-19,58.06,59.616726862302485,-0.026112249770069984
2007-09-20,57.47,59.56672686230248,-0.035199631954755284
2007-09-21,57.42,59.13672686230248,-0.029029791694420437
2007-09-24,56.99,59.34672686230248,-0.039711151514229326
2007-09-25,57.2,60.076726862302486,-0.047884214279782955
2007-09-26,57.93,59.96672686230248,-0.03396428267594587
2007-09-27,57.82,59.866726862302485,-0.03418805352445764
2007-09-28,57.72,60.00936936936937,-0.038150198767759935
2007-10-01,58.14,59.189369369369366,-0.01772901756767853
2007-10-02,57.32,58.38936936936937,-0.01831445314308111
2007-10-03,56.52,58.869369369369366,-0.03990817966179494
2007-10-04,57.0,59.72936936936937,-0.04569559997345385
2007-10-05,57.86,59.92936936936937,-0.03453013757937273
2007-10-08,58.06,61.26936936936937,-0.05238130247467243
2007-10-09,59.4,60.119369369369366,-0.011965683887161349
2007-10-10,58.25,59.939369369369366,-0.028184637028107917
2007-10-11,58.07,60.56936936936937,-0.04126457639219416
2007-10-12,58.7,60.54936936936937,-0.03054316483608044
2007-10-15,58.68,60.32936936936937,-0.02733941008517804
2007-10-16,58.46,60.32936936936937,-0.030986058513624903
2007-10-17,58.46,60.30936936936937,-0.030664710785529237
2007-10-18,58.44,59.62936936936937,-0.019946033002662178
2007-10-19,57.76,59.80936936936937,-0.03426502220267402
2007-10-22,57.94,61.37936936936937,-0.056034615616069705
2007-10-23,59.51,60.94936936936937,-0.023615820545187516
2007-10-24,59.08,59.76936936936937,-0.01153382370674072
2007-10-25,57.9,59.71936936936937,-0.030465314496481266
2007-10-26,57.85,59.72936936936937,-0.03146474488533868
2007-10-29,57.86,59.99936936936937,-0.035656530924499164
2007-10-30,58.13,60.67936936936937,-0.04201377495950498
2007-10-31,58.81,59.439369369369366,-0.01058842608942101
2007-11-01,57.57,58.619369369369366,-0.01790141007415369
2007-11-02,56.75,59.22936936936937,-0.04186047219087197
2007-11-05,57.36,59.44936936936937,-0.03514535800014551
2007-11-06,57.58,58.49936936936937,-0.01571588513312694
2007-11-07,56.63,59.12936936936937,-0.04226950830062648
2007-11-08,57.26,58.88936936936937,-0.027668310712406274
2007-11-09,57.02,58.619369369369366,-0.02728397433434504
2007-11-12,56.75,59.75936936936937,-0.05035811791735323
2007-11-13,57.89,59.80936936936937,-0.03209144971109412
2007-11-14,57.94,59.29936936936937,-0.022923841919835763
2007-11-15,57.43,59.42936936936937,-0.033642782862842724
2007-11-16,57.56,58.50936936936937,-0.01622593747979062
2007-11-19,56.64,59.34936936936937,-0.04565119053763178
2007-11-20,57.48,58.57936936936937,-0.018767176588012635
2007-11-21,56.71,59.07936936936937,-0.04010485207714154
2007-11-23,57.21,58.369369369369366,-0.019862633122395335
2007-11-26,56.5,59.12936936936937,-0.04446807732624758
2007-11-27,57.26,59.97936936936937,-0.04533841215673262
2007-11-28,58.11,59.119369369369366,-0.017073412320469328
2007-11-29,57.25,59.50936936936937,-0.037966615901197986
2007-11-30,57.64,59.17936936936937,-0.026011925875069064
2007-12-03,57.31,59.13936936936937,-0.030933190341337458
2007-12-04,57.27,59.75936936936937,-0.04165655353527431
2007-12-05,57.89,59.94936936936937,-0.03435181038654245
2007-12-06,58.08,59.73936936936937,-0.02777681429995471
2007-12-07,57.87,60.57936936936937,-0.044724291414286355
2007-12-10,58.71,59.29936936936937,-0.009938880895988156
2007-12-11,57.43,59.25936936936937,-0.030870550747287395
2007-12-12,57.39,59.17936936936937,-0.030236371026547748
2007-12-13,57.31,59.14936936936937,-0.03109702417760496
2007-12-14,57.28,58.40936936936937,-0.019335414533025674
2007-12-17,56.54,58.56936936936937,-0.03464898787916082
2007-12-18,56.7,58.73936936936937,-0.03471895240388523
2007-12-19,56.87,58.91936936936937,-0.034782608695652195
2007-12-20,57.05,60.32936936936937,-0.05435775980503421
2007-12-21,58.46,60.04936936936937,-0.026467711252603054
2007-12-24,58.18,60.99936936936937,-0.04621964781795118
2007-12-26,59.13,59.65936936936937,-0.008873197537370592
2007-12-27,57.79,60.05936936936937,-0.037785434532497164
2007-12-28,58.19,59.54936936936937,-0.022827603109237926
2007-12-31,57.68,57.21083521444695,0.00820062814665179
2008-01-02,55.8,58.42083521444695,-0.044861310264164955
2008-01-03,57.01,57.35083521444695,-0.0059429860641523335
2008-01-04,55.94,58.33083521444695,-0.04098750181884603
2008-01-07,56.92,58.29083521444695,-0.02351716542409732
2008-01-08,56.88,56.880835214446954,-1.4683582683083785e-05
