date,SRE,dcf,Deviation
2006-12-01,55.05,61.50708568837606,-0.10498116787861977
2006-12-04,55.64,61.947085688376056,-0.10181408242679502
2006-12-05,56.08,61.96708568837606,-0.09500343001414335
2006-12-06,56.1,61.71708568837606,-0.09101346289645029
2006-12-07,55.85,61.50708568837606,-0.09197453634915376
2006-12-08,55.64,61.697085688376056,-0.09817458346362751
2006-12-11,55.83,62.22708568837606,-0.10280227038771683
2006-12-12,56.36,62.22708568837606,-0.09428507897280525
2006-12-13,56.36,62.64708568837606,-0.10035719330424664
2006-12-14,56.78,62.61708568837606,-0.0932187377327851
2006-12-15,56.75,62.277085688376054,-0.08874990901200241
2006-12-18,56.41,62.00708568837606,-0.0902652596270187
2006-12-19,56.14,61.39708568837606,-0.085624352189266
2006-12-20,55.53,61.04708568837606,-0.0903742680942845
2006-12-21,55.18,61.07708568837606,-0.09655152373287468
2006-12-22,55.21,61.15708568837606,-0.09724279078109177
2006-12-26,55.29,62.017085688376056,-0.10847148997259193
2006-12-27,56.15,62.197085688376056,-0.09722458249368093
2006-12-28,56.33,61.90708568837606,-0.09008800246953375
2006-12-29,56.04,56.77,-0.012858904350889655
2007-01-03,56.77,56.27,0.008885729518393504
2007-01-04,56.27,55.19,0.019568762456966926
2007-01-05,55.19,54.99,0.0036370249136206123
2007-01-08,54.99,55.63,-0.011504583857630757
2007-01-09,55.63,55.63,0.0
2007-01-10,55.63,55.79,-0.0028678974726652484
2007-01-11,55.79,55.48,0.005587599134823318
2007-01-12,55.48,56.23,-0.013338075760270351
2007-01-16,56.23,55.9,0.005903398926654813
2007-01-17,55.9,55.73,0.003050421675937498
2007-01-18,55.73,55.95,-0.003932082216264621
2007-01-19,55.95,56.38,-0.007626818020574633
2007-01-22,56.38,57.35,-0.016913687881429773
2007-01-23,57.35,58.0,-0.011206896551724133
2007-01-24,58.0,57.35,0.011333914559720881
2007-01-25,57.35,57.3,0.0008726003490402423
2007-01-26,57.3,56.85,0.0079155672823219
2007-01-29,56.85,57.03,-0.0031562335612835835
2007-01-30,57.03,57.38,-0.006099686301847318
2007-01-31,57.38,57.71,-0.005718246404435967
2007-02-01,57.71,57.79,-0.0013843225471534826
2007-02-02,57.79,58.21,-0.007215255110805785
2007-02-05,58.21,59.29,-0.018215550683083115
2007-02-06,59.29,60.13,-0.01396973224679865
2007-02-07,60.13,60.64,-0.008410290237466977
2007-02-08,60.64,60.37,0.004472420076196748
2007-02-09,60.37,60.25,0.001991701244813182
2007-02-12,60.25,60.7,-0.007413509060955614
2007-02-13,60.7,60.9,-0.003284072249589376
2007-02-14,60.9,60.45,0.007444168734491274
2007-02-15,60.45,60.45,0.0
2007-02-16,60.45,60.62,-0.0028043549983503002
2007-02-20,60.62,60.36,0.004307488402915727
2007-02-21,60.36,60.45,-0.0014888337468983437
2007-02-22,60.45,60.6,-0.0024752475247524774
2007-02-23,60.6,61.55,-0.015434606011372809
2007-02-26,61.55,60.4,0.01903973509933765
2007-02-27,60.4,60.05,0.005828476269775118
2007-02-28,60.05,60.15,-0.0016625103906899863
2007-03-01,60.15,59.33,0.013821001179841641
2007-03-02,59.33,58.14,0.020467836257309857
2007-03-05,58.14,59.39,-0.021047314362687364
2007-03-06,59.39,59.58,-0.0031889895938234103
2007-03-07,59.58,59.88,-0.005010020040080221
2007-03-08,59.88,59.85,0.0005012531328321135
2007-03-09,59.85,60.64,-0.013027704485488067
2007-03-12,60.64,59.61,0.017278980036906644
2007-03-13,59.61,60.14,-0.008812770202859976
2007-03-14,60.14,60.56,-0.006935270805812466
2007-03-15,60.56,60.16,0.0066489361702128935
2007-03-16,60.16,60.84,-0.011176857330703616
2007-03-19,60.84,61.11,-0.004418262150220897
2007-03-20,61.11,61.8,-0.011165048543689271
2007-03-21,61.8,61.86,-0.0009699321047527132
2007-03-22,61.86,61.99,-0.0020971124374900008
2007-03-23,61.99,62.2,-0.0033762057877814167
2007-03-26,62.2,62.26,-0.0009637006103436763
2007-03-27,62.26,61.91,0.005653367791956132
2007-03-28,61.91,61.43,0.007813771772749334
2007-03-29,61.43,61.01,0.006884117357810249
2007-03-30,61.01,68.3302196493473,-0.10713004709940555
2007-04-02,61.94,68.2102196493473,-0.09192492974778588
2007-04-03,61.82,67.98021964934729,-0.09061782502502458
2007-04-04,61.59,67.79021964934729,-0.09146186103863707
2007-04-05,61.4,68.6402196493473,-0.10548071795711611
2007-04-09,62.25,69.3002196493473,-0.10173444882311711
2007-04-10,62.91,70.04021964934729,-0.10180178881568858
2007-04-11,63.65,70.7102196493473,-0.09984723119739969
2007-04-12,64.32,70.2402196493473,-0.08428532369206954
2007-04-13,63.85,70.51021964934729,-0.09445750818064491
2007-04-16,64.12,70.84021964934729,-0.09486446657861547
2007-04-17,64.45,70.1902196493473,-0.08178090449102438
2007-04-18,63.8,70.01021964934729,-0.08870447315337326
2007-04-19,63.62,70.65021964934729,-0.09950739975388379
2007-04-20,64.26,71.2102196493473,-0.0976014353497503
2007-04-23,64.82,71.90021964934729,-0.09847285145827189
2007-04-24,65.51,72.6802196493473,-0.09865434755069125
2007-04-25,66.29,71.20021964934729,-0.06896354637007496
2007-04-26,64.81,70.5202196493473,-0.08097280010953778
2007-04-27,64.13,69.87021964934729,-0.08215545447195283
2007-04-30,63.48,70.1302196493473,-0.09482673350516435
2007-05-01,63.74,69.6302196493473,-0.08459286325693083
2007-05-02,63.24,69.90021964934729,-0.09528181288639892
2007-05-03,63.51,69.4202196493473,-0.08513686184228131
2007-05-04,63.03,69.12021964934729,-0.08811053668873581
2007-05-07,62.73,68.84021964934729,-0.08875944441303407
2007-05-08,62.45,68.70021964934729,-0.090978161077927
2007-05-09,62.31,68.29021964934729,-0.0875706606312614
2007-05-10,61.9,68.5202196493473,-0.09661702316814391
2007-05-11,62.13,68.4102196493473,-0.09180236054697732
2007-05-14,62.02,68.8902196493473,-0.09972706843318058
2007-05-15,62.5,69.54021964934729,-0.10123953713185274
2007-05-16,63.15,69.6302196493473,-0.09306619571187924
2007-05-17,63.24,70.4402196493473,-0.10221745027471696
2007-05-18,64.05,70.7102196493473,-0.09419034027012496
2007-05-21,64.32,70.8902196493473,-0.09268160942153048
2007-05-22,64.5,70.9102196493473,-0.090399094531733
2007-05-23,64.52,68.6002196493473,-0.05947823010193698
2007-05-24,62.21,68.2702196493473,-0.08876812877524165
2007-05-25,61.88,68.0802196493473,-0.09107226271128432
2007-05-29,61.69,68.2702196493473,-0.0963849198544392
2007-05-30,61.88,67.7102196493473,-0.08610546058690116
2007-05-31,61.32,67.7502196493473,-0.0949106834284521
2007-06-01,61.36,67.95021964934729,-0.09698599479671577
2007-06-04,61.56,66.6302196493473,-0.07609489622021626
2007-06-05,60.24,65.8202196493473,-0.08477971782949878
2007-06-06,59.43,63.54021964934729,-0.0646868970870722
2007-06-07,57.15,65.4902196493473,-0.12735061348096155
2007-06-08,59.1,65.6802196493473,-0.10018571320981695
2007-06-11,59.29,64.73021964934729,-0.08404451087633757
2007-06-12,58.34,65.62021964934729,-0.11094476196895364
2007-06-13,59.23,65.59021964934729,-0.09696902500631566
2007-06-14,59.2,66.1902196493473,-0.10560804430592674
2007-06-15,59.8,65.34021964934729,-0.08479034320789336
2007-06-18,58.95,68.4202196493473,-0.13841258765145814
2007-06-19,62.03,66.70021964934729,-0.07001805502139735
2007-06-20,60.31,66.87021964934729,-0.09810375506088709
2007-06-21,60.48,65.2402196493473,-0.07296449452396847
2007-06-22,58.85,65.4202196493473,-0.10043102399477888
2007-06-25,59.03,64.8202196493473,-0.08932736853824585
2007-06-26,58.43,65.4602196493473,-0.10739682339910073
2007-06-27,59.07,65.3202196493473,-0.09568583331317304
2007-06-28,58.93,65.62021964934729,-0.10195363083356945
2007-06-29,59.23,65.64340222453143,-0.09770063718809952
2007-07-02,60.44,65.46340222453142,-0.07673603958593189
2007-07-03,60.26,64.82340222453142,-0.07039745011724285
2007-07-05,59.62,64.50340222453143,-0.07570766899291104
2007-07-06,59.3,65.94340222453143,-0.10074400168058106
2007-07-09,60.74,64.51340222453142,-0.058490206599219885
2007-07-10,59.31,63.45340222453142,-0.06529834617645702
2007-07-11,58.25,63.82340222453143,-0.08732537016632458
2007-07-12,58.62,64.01340222453142,-0.08425426609280495
2007-07-13,58.81,63.60340222453142,-0.07536392797998215
2007-07-16,58.4,63.24340222453142,-0.07658351787173023
2007-07-17,58.04,63.093402224531424,-0.08009398837849646
2007-07-18,57.89,64.88340222453142,-0.10778414794480862
2007-07-19,59.68,63.913402224531424,-0.06623653376578575
2007-07-20,58.71,63.723402224531426,-0.07867442806751823
2007-07-23,58.52,61.873402224531425,-0.05419779911830791
2007-07-24,56.67,62.10340222453142,-0.08748960652569815
2007-07-25,56.9,59.74340222453142,-0.04759357717602308
2007-07-26,54.54,58.303402224531425,-0.06454858689100573
2007-07-27,53.1,58.35340222453142,-0.0900273510071864
2007-07-30,53.15,57.92340222453142,-0.08240887173767941
2007-07-31,52.72,60.053402224531425,-0.12211468381279789
2007-08-01,54.85,61.553402224531425,-0.10890384580334145
2007-08-02,56.35,59.13340222453142,-0.047069881316193385
2007-08-03,53.93,60.89340222453142,-0.1143539689054548
2007-08-06,55.69,61.32340222453143,-0.09186382392655112
2007-08-07,56.12,61.343402224531424,-0.08515018787860074
2007-08-08,56.14,58.803402224531425,-0.04529333548357706
2007-08-09,53.6,58.68340222453143,-0.08662419068822169
2007-08-10,53.48,59.903402224531426,-0.10722933900240039
2007-08-13,54.7,58.483402224531424,-0.06469189685658261
2007-08-14,53.28,57.413402224531424,-0.07199368203902246
2007-08-15,52.21,57.833402224531426,-0.09723450477112217
2007-08-16,52.63,58.88340222453142,-0.10619974370173524
2007-08-17,53.68,59.20340222453142,-0.09329535156752788
2007-08-20,54.0,59.06340222453142,-0.0857282519094098
2007-08-21,53.86,59.333402224531426,-0.09224824499055007
2007-08-22,54.13,59.733402224531424,-0.09380684869528844
2007-08-23,54.53,61.17340222453142,-0.10859952173572784
2007-08-24,55.97,59.14340222453142,-0.053656064838541906
2007-08-27,53.94,58.803402224531425,-0.08270613672932225
2007-08-28,53.6,60.07340222453143,-0.10775820887147891
2007-08-29,54.87,59.763402224531426,-0.08187957918036337
2007-08-30,54.56,60.233402224531424,-0.09419029998310136
2007-08-31,55.03,60.553402224531425,-0.09121539040945548
2007-09-04,55.35,59.693402224531425,-0.07276184741814684
2007-09-05,54.49,60.06340222453142,-0.092791983439378
2007-09-06,54.86,59.71340222453142,-0.08127827328079373
2007-09-07,54.51,60.233402224531424,-0.09502040418033109
2007-09-10,55.03,61.43340222453143,-0.10423323457046685
2007-09-11,56.23,61.28340222453142,-0.08245955741844524
2007-09-12,56.08,61.053402224531425,-0.08145987026637969
2007-09-13,55.85,61.49340222453142,-0.09177248323203224
2007-09-14,56.29,61.71340222453142,-0.08788046079196055
2007-09-17,56.51,63.46340222453142,-0.10956554456268375
2007-09-18,58.26,64.65340222453142,-0.09888732850172544
2007-09-19,59.45,64.33340222453143,-0.07590772531332557
2007-09-20,59.13,65.04340222453142,-0.09091471267321172
2007-09-21,59.84,64.45340222453143,-0.07157732664693273
2007-09-24,59.25,63.903402224531426,-0.07281931888667215
2007-09-25,58.7,64.20340222453143,-0.0857182335179838
2007-09-26,59.0,64.10340222453142,-0.07961203379901771
2007-09-27,58.9,63.32340222453143,-0.06985414663676748
2007-09-28,58.12,63.107172347945266,-0.07902702913780046
2007-10-01,58.98,62.37717234794527,-0.054461788184234305
2007-10-02,58.25,62.44717234794527,-0.06721156763607039
2007-10-03,58.32,62.76717234794527,-0.07085188294436284
2007-10-04,58.64,62.72717234794527,-0.06515792430868517
2007-10-05,58.6,62.26717234794527,-0.05889415256330133
2007-10-08,58.14,63.06717234794527,-0.07812578500843148
2007-10-09,58.94,62.497172347945266,-0.05691733264572596
2007-10-10,58.37,63.46717234794527,-0.08031194961705734
2007-10-11,59.34,63.39717234794527,-0.06399610893807894
2007-10-12,59.27,63.90717234794527,-0.07256106282872266
2007-10-15,59.78,64.00717234794527,-0.06604216672728813
2007-10-16,59.88,63.73717234794527,-0.06051684136360358
2007-10-17,59.61,63.63717234794527,-0.06328333267113329
2007-10-18,59.51,62.287172347945265,-0.044586585700689296
2007-10-19,58.16,62.65717234794527,-0.07177426269688258
2007-10-22,58.53,62.84717234794527,-0.06869318358579124
2007-10-23,58.72,62.68717234794527,-0.06328523363480931
2007-10-24,58.56,63.677172347945266,-0.08036117433079426
2007-10-25,59.55,64.17717234794527,-0.07209997229012255
2007-10-26,60.05,64.72717234794527,-0.07225979721163811
2007-10-29,60.6,64.46717234794527,-0.05998669101032039
2007-10-30,60.34,65.63717234794527,-0.08070384750678683
2007-10-31,61.51,64.32717234794526,-0.04379443779538761
2007-11-01,60.2,65.33717234794527,-0.07862556892710126
2007-11-02,61.21,66.14717234794527,-0.0746392048623774
2007-11-05,62.02,66.45717234794527,-0.06676739607147097
2007-11-06,62.33,64.28717234794527,-0.030444212686044914
2007-11-07,60.16,65.66717234794527,-0.0838649229292967
2007-11-08,61.54,64.12717234794526,-0.04034440087125035
2007-11-09,60.0,63.38717234794527,-0.053436243051707355
2007-11-12,59.26,63.63717234794527,-0.06878326277623492
2007-11-13,59.51,63.08717234794527,-0.05670205550212426
2007-11-14,58.96,63.07717234794527,-0.065271986594995
2007-11-15,58.95,64.23717234794528,-0.0823070529833867
2007-11-16,60.11,65.02717234794527,-0.07561719463418493
2007-11-19,60.9,65.28717234794527,-0.0671980756734879
2007-11-20,61.16,64.68717234794526,-0.05452661199925379
2007-11-21,60.56,64.70717234794527,-0.06409138581492912
2007-11-23,60.58,65.05717234794527,-0.0688190431025808
2007-11-26,60.93,65.52717234794527,-0.07015673320274773
2007-11-27,61.4,66.60717234794527,-0.07817735184348962
2007-11-28,62.48,66.38717234794527,-0.05885432696948123
2007-11-29,62.26,66.74717234794527,-0.0672264036078436
2007-11-30,62.62,66.42717234794527,-0.057313479008308854
2007-12-03,62.3,66.95717234794527,-0.06955449557732396
2007-12-04,62.83,68.01717234794526,-0.0762626873315172
2007-12-05,63.89,67.94717234794527,-0.05971068710805527
2007-12-06,63.82,67.71717234794527,-0.057550724769202755
2007-12-07,63.59,67.98717234794528,-0.06467649993503755
2007-12-10,63.86,66.27717234794527,-0.036470661953643346
2007-12-11,62.15,66.28717234794527,-0.06241286513518807
2007-12-12,62.16,66.75717234794527,-0.06886409633985602
2007-12-13,62.63,65.30717234794527,-0.04099354254203136
2007-12-14,61.18,65.14717234794527,-0.06089554166306643
2007-12-17,61.02,65.90717234794526,-0.07415235965737232
2007-12-18,61.78,65.46717234794527,-0.05632093483965772
2007-12-19,61.34,65.52717234794527,-0.06389978688095432
2007-12-20,61.4,66.84717234794527,-0.08148695235143644
2007-12-21,62.72,67.19717234794527,-0.06662739206885948
2007-12-24,63.07,66.44717234794527,-0.05082492194341959
2007-12-26,62.32,65.90717234794526,-0.05442764755567753
2007-12-27,61.78,66.38717234794527,-0.0693985326532417
2007-12-28,62.26,66.00717234794527,-0.05676916938954313
2007-12-31,61.88,61.41,0.007653476632470291
2008-01-02,61.41,60.85,0.009202958093672997
2008-01-03,60.85,60.25,0.009958506224066355
2008-01-04,60.25,60.6,-0.005775577557755818
2008-01-07,60.6,60.98,-0.00623155132830433
2008-01-08,60.98,61.95,-0.015657788539144568
2008-01-09,61.95,61.78,0.0027516995791518895
2008-01-10,61.78,62.57,-0.012625859037877607
2008-01-11,62.57,62.45,0.0019215372297838318
2008-01-14,62.45,61.65,0.012976480129764933
2008-01-15,61.65,60.44,0.020019854401059023
2008-01-16,60.44,58.56,0.03210382513661192
2008-01-17,58.56,57.3,0.02198952879581162
2008-01-18,57.3,55.09,0.04011617353421659
2008-01-22,55.09,56.11,-0.018178577793619644
2008-01-23,56.11,54.98,0.02055292833757738
2008-01-24,54.98,54.09,0.01645405805139566
2008-01-25,54.09,54.79,-0.012776054024456918
2008-01-28,54.79,54.99,-0.0036370249136207233
2008-01-29,54.99,54.85,0.0025524156791247865
2008-01-30,54.85,55.9,-0.01878354203935595
2008-01-31,55.9,56.98,-0.018954018954018936
2008-02-01,56.98,58.11,-0.01944587850628121
2008-02-04,58.11,56.15,0.03490650044523602
2008-02-05,56.15,56.17,-0.00035606195478021796
2008-02-06,56.17,55.86,0.005549588256355209
2008-02-07,55.86,55.61,0.004495594317568852
2008-02-08,55.61,55.12,0.008889695210450022
2008-02-11,55.12,56.55,-0.025287356321839094
2008-02-12,56.55,56.38,0.0030152536360410487
2008-02-13,56.38,55.73,0.011663376996231989
2008-02-14,55.73,55.54,0.0034209578682029562
2008-02-15,55.54,55.32,0.003976861894432471
2008-02-19,55.32,55.21,0.001992392682484967
2008-02-20,55.21,54.42,0.01451672179345831
2008-02-21,54.42,54.45,-0.000550964187327807
2008-02-22,54.45,54.87,-0.007654455986877973
2008-02-25,54.87,55.77,-0.016137708445400856
2008-02-26,55.77,54.95,0.014922656960873582
2008-02-27,54.95,54.86,0.0016405395552314683
2008-02-28,54.86,53.13,0.03256164125729333
2008-02-29,53.13,52.76,0.007012888551933383
2008-03-03,52.76,52.57,0.003614228647517592
2008-03-04,52.57,52.75,-0.0034123222748815296
2008-03-05,52.75,52.19,0.010730024908986335
2008-03-06,52.19,52.1,0.0017274472168904431
2008-03-07,52.1,51.67,0.008322043739113605
2008-03-10,51.67,52.8,-0.021401515151515116
2008-03-11,52.8,52.65,0.002849002849002913
2008-03-12,52.65,52.7,-0.0009487666034156961
2008-03-13,52.7,52.78,-0.0015157256536566521
2008-03-14,52.78,51.0,0.034901960784313735
2008-03-17,51.0,51.27,-0.0052662375658280025
2008-03-18,51.27,50.11,0.023149072041508845
2008-03-19,50.11,49.52,0.011914378029079131
2008-03-20,49.52,50.25,-0.014527363184079545
2008-03-24,50.25,50.75,-0.009852216748768461
2008-03-25,50.75,51.02,-0.0052920423363387314
2008-03-26,51.02,53.0,-0.03735849056603768
2008-03-27,53.0,52.98,0.0003775009437523291
2008-03-28,52.98,53.28,-0.00563063063063074
2008-03-31,53.28,57.42649344221727,-0.07220523479096774
2008-04-01,54.31,58.406493442217275,-0.07013763711512688
2008-04-02,55.29,57.766493442217275,-0.04287075940821061
2008-04-03,54.65,57.41649344221727,-0.04818290488257371
2008-04-04,54.3,58.28649344221727,-0.06839480652870822
2008-04-07,55.17,58.27649344221727,-0.053306114673791094
2008-04-08,55.16,57.57649344221727,-0.04197013916178172
2008-04-09,54.46,57.75649344221727,-0.05707571990178484
2008-04-10,54.64,58.13649344221727,-0.060142833445785415
2008-04-11,55.02,58.18649344221727,-0.05441973308396364
2008-04-14,55.07,58.60649344221727,-0.06034303085722159
2008-04-15,55.49,59.976493442217276,-0.07480419719001519
2008-04-16,56.86,59.89649344221727,-0.05069567962516208
2008-04-17,56.78,60.35649344221727,-0.059256150220874826
2008-04-18,57.24,59.88649344221727,-0.044191825069383905
2008-04-21,56.77,59.63649344221727,-0.048066096391040536
2008-04-22,56.52,60.616493442217276,-0.06758050836646068
2008-04-23,57.5,60.35649344221727,-0.04732702778619757
2008-04-24,57.24,60.156493442217275,-0.04848177271201293
2008-04-25,57.04,60.09649344221727,-0.05085976347615173
2008-04-28,56.98,59.78649344221727,-0.046941930871555626
2008-04-29,56.67,59.78649344221727,-0.052127048481766414
2008-04-30,56.67,59.99649344221727,-0.055444797710069826
2008-05-01,56.88,61.91649344221727,-0.0813433248915737
2008-05-02,58.8,60.84649344221727,-0.03363371209157229
2008-05-05,57.73,61.00649344221727,-0.05370729011528297
2008-05-06,57.89,60.38649344221727,-0.041341917702277575
2008-05-07,57.27,60.27649344221727,-0.04987837331810585
2008-05-08,57.16,60.27649344221727,-0.051703296994289105
2008-05-09,57.16,61.00649344221727,-0.06305055782070978
2008-05-12,57.89,61.42649344221727,-0.05757277103150915
2008-05-13,58.31,62.086493442217275,-0.06082632844665292
2008-05-14,58.97,61.906493442217275,-0.04743433651201967
2008-05-15,58.79,62.306493442217274,-0.05643863501126822
2008-05-16,59.19,62.46649344221727,-0.05245201485894346
2008-05-19,59.35,62.38649344221727,-0.04867228905932486
2008-05-20,59.27,62.41649344221727,-0.05041124979457823
2008-05-21,59.3,62.266493442217275,-0.04764189017597653
2008-05-22,59.15,60.656493442217275,-0.024836474328216784
2008-05-23,57.54,61.696493442217275,-0.06737001100573237
2008-05-27,58.58,61.336493442217275,-0.04494051236910146
2008-05-28,58.22,61.116493442217276,-0.04739299130366137
2008-05-29,58.0,60.92649344221727,-0.04803318354424513
2008-05-30,57.81,60.35649344221727,-0.04219087784904496
2008-06-02,57.24,59.866493442217276,-0.043872511837566464
2008-06-03,56.75,60.446493442217275,-0.06115314936756211
2008-06-04,57.33,61.126493442217274,-0.06210880468394764
2008-06-05,58.01,59.376493442217274,-0.023014047529551274
2008-06-06,56.26,59.59649344221727,-0.05598472744797012
2008-06-09,56.48,59.52649344221727,-0.051178782186700245
2008-06-10,56.41,59.03649344221727,-0.04448931989478655
2008-06-11,55.92,59.07649344221727,-0.05343061610968214
2008-06-12,55.96,59.516493442217275,-0.05975643450281831
2008-06-13,56.4,59.96649344221727,-0.0594747706175931
2008-06-16,56.85,59.68649344221727,-0.04752320464198967
2008-06-17,56.57,59.31649344221727,-0.04630235677860406
2008-06-18,56.2,59.34649344221727,-0.05301902875324649
2008-06-19,56.23,58.486493442217274,-0.038581445209168175
2008-06-20,55.37,58.71649344221727,-0.05699409562852298
2008-06-23,55.6,58.53649344221727,-0.05016517508203577
2008-06-24,55.42,59.09649344221727,-0.06221170204983539
2008-06-25,55.98,58.306493442217274,-0.03990110371708211
2008-06-26,55.19,58.336493442217275,-0.053936965637708445
2008-06-27,55.22,59.56649344221727,-0.07296876467025215
2008-06-30,56.45,58.67233637445458,-0.03787707311110533
2008-07-01,57.76,57.722336374454585,0.0006524965535192884
2008-07-02,56.81,57.17233637445458,-0.00633761706153535
2008-07-03,56.26,56.68233637445458,-0.007450934479209637
2008-07-07,55.77,55.81233637445458,-0.0007585486866297231
2008-07-08,54.9,56.48233637445458,-0.028014711784660418
2008-07-09,55.57,57.09233637445458,-0.026664460961449366
2008-07-10,56.18,56.81233637445458,-0.011130265269972406
2008-07-11,55.9,56.75233637445458,-0.015018524855625714
2008-07-14,55.84,56.89233637445458,-0.018496979409112324
2008-07-15,55.98,55.85233637445458,0.002285734739716494
2008-07-16,54.94,54.722336374454585,0.003977601103432038
2008-07-17,53.81,55.52233637445458,-0.030840495668377765
2008-07-18,54.61,55.64233637445458,-0.01855307382327187
2008-07-21,54.73,55.80233637445458,-0.0192166931373412
2008-07-22,54.89,55.36233637445458,-0.008531727621822749
2008-07-23,54.45,55.93233637445458,-0.026502314591878684
2008-07-24,55.02,55.39233637445458,-0.006721803029530404
2008-07-25,54.48,55.14233637445458,-0.012011394837477707
2008-07-28,54.23,55.56233637445458,-0.023979127973947856
2008-07-29,54.65,56.38233637445458,-0.030724806488144463
2008-07-30,55.47,57.07233637445458,-0.028075534948167724
2008-07-31,56.16,56.03233637445458,0.0022783919751669934
2008-08-01,55.12,55.74233637445458,-0.011164519016102603
2008-08-04,54.83,56.61233637445458,-0.03148317996744665
2008-08-05,55.7,56.89233637445458,-0.0209577677845193
2008-08-06,55.98,56.722336374454585,-0.013087196718309158
2008-08-07,55.81,58.082336374454584,-0.03912267509014988
2008-08-08,57.17,58.67233637445458,-0.02560553179383329
2008-08-11,57.76,57.57233637445458,0.0032596145538517085
2008-08-12,56.66,57.95233637445458,-0.022299987460458026
2008-08-13,57.04,57.50233637445458,-0.008040305900682942
2008-08-14,56.59,58.04233637445458,-0.025022017809292918
2008-08-15,57.13,58.262336374454584,-0.01943513502749028
2008-08-18,57.35,57.68233637445458,-0.005761492951623204
2008-08-19,56.77,58.04233637445458,-0.02192083320433935
2008-08-20,57.13,57.93233637445458,-0.01384954284026374
2008-08-21,57.02,58.32233637445458,-0.022329976050565192
2008-08-22,57.41,58.262336374454584,-0.014629285873065334
2008-08-25,57.35,58.24233637445458,-0.015321095100263915
2008-08-26,57.33,58.99233637445458,-0.028178852993766546
2008-08-27,58.08,59.49233637445458,-0.023739803486033995
2008-08-28,58.58,58.832336374454584,-0.004289076212246945
2008-08-29,57.92,58.64233637445458,-0.01231766022830627
2008-09-02,57.73,57.96233637445458,-0.004008402507338915
2008-09-03,57.05,57.16233637445458,-0.001965216637030087
2008-09-04,56.25,56.99233637445458,-0.013025196397937422
2008-09-05,56.08,58.27233637445458,-0.0376222494386832
2008-09-08,57.36,58.11233637445458,-0.012946242078563097
2008-09-09,57.2,57.85233637445458,-0.011275886426302173
2008-09-10,56.94,58.61233637445458,-0.028532156844432666
2008-09-11,57.7,59.082336374454584,-0.02339677912690441
2008-09-12,58.17,57.332336374454584,0.014610666135675743
2008-09-15,56.42,53.95233637445458,0.04573784550160487
2008-09-16,53.04,51.48233637445458,0.03025627302956524
2008-09-17,50.57,52.652336374454585,-0.03954879342191686
2008-09-18,51.74,54.402336374454585,-0.04893790509528051
2008-09-19,53.49,53.60233637445458,-0.0020957365303970743
2008-09-22,52.69,53.082336374454584,-0.0073910909212239195
2008-09-23,52.17,53.00233637445458,-0.01570376763345349
2008-09-24,52.09,54.36233637445458,-0.04179982918324987
2008-09-25,53.45,54.07233637445458,-0.011509330208054225
2008-09-26,53.16,51.75233637445458,0.027200001471629376
2008-09-29,50.84,51.38233637445458,-0.010554918532747148
2008-09-30,50.47,51.6241887842895,-0.022357519052013664
2008-10-01,50.83,50.5441887842895,0.005654680045025007
2008-10-02,49.75,50.1641887842895,-0.008256662657708858
2008-10-03,49.37,46.3341887842895,0.06551989568316019
2008-10-06,45.54,38.9541887842895,0.16906554651104955
2008-10-07,38.16,40.324188784289504,-0.053669741401783266
2008-10-08,39.53,38.8841887842895,0.016608581428640523
2008-10-09,38.09,38.7941887842895,-0.018151914148922144
2008-10-10,38.0,42.784188784289505,-0.11182142095554404
2008-10-13,41.99,40.9141887842895,0.026294330834285118
2008-10-14,40.12,38.644188784289504,0.03818973206937848
2008-10-15,37.85,40.6641887842895,-0.06920558035026514
2008-10-16,39.87,39.6941887842895,0.004429142428527877
2008-10-17,38.9,43.2941887842895,-0.10149604156306669
2008-10-20,42.5,41.784188784289505,0.017131150239767967
2008-10-21,40.99,38.4841887842895,0.06511274616586049
2008-10-22,37.69,39.9041887842895,-0.05548762803471008
2008-10-23,39.11,38.9041887842895,0.005290207099591493
2008-10-24,38.11,37.784188784289505,0.00862295119184786
2008-10-27,36.99,43.3341887842895,-0.14640146642342455
2008-10-28,42.54,41.3741887842895,0.028177258575113884
2008-10-29,40.58,42.5941887842895,-0.04728787756682007
2008-10-30,41.8,43.4041887842895,-0.036959308058077456
2008-10-31,42.61,43.9941887842895,-0.0314629914208987
2008-11-03,43.2,45.1341887842895,-0.04285418296833898
2008-11-04,44.34,44.2641887842895,0.0017126986350060047
2008-11-05,43.47,41.824188784289504,0.03935070263284368
2008-11-06,41.03,43.4941887842895,-0.056655586715519735
2008-11-07,42.7,41.7441887842895,0.022896868846813634
2008-11-10,40.95,42.5641887842895,-0.03792363558178036
2008-11-11,41.77,41.7441887842895,0.0006183187759112307
2008-11-12,40.95,45.2641887842895,-0.09531130238187069
2008-11-13,44.47,42.8841887842895,0.03697892534908953
2008-11-14,42.09,41.5941887842895,0.01192020400450211
2008-11-17,40.8,42.2941887842895,-0.03532846538114787
2008-11-18,41.5,40.824188784289504,0.01655418603126213
2008-11-19,40.03,39.8341887842895,0.00491565717004705
2008-11-20,39.04,44.394188784289504,-0.1206056227382688
2008-11-21,43.6,45.1941887842895,-0.03527419845720681
2008-11-24,44.4,45.924188784289505,-0.03318923697158316
2008-11-25,45.13,45.8341887842895,-0.015363832173481695
2008-11-26,45.04,47.464188784289504,-0.051074059125011395
