date,FIS,dcf,Deviation
2005-09-13,33.86,34.677894402035626,-0.02358546896052649
2005-09-14,33.6,39.877894402035615,-0.15742793084168338
2005-09-15,38.8,41.007894402035625,-0.05384071614089081
2005-09-16,39.93,40.55789440203562,-0.015481434904177527
2005-09-19,39.48,41.05789440203562,-0.03843096254729994
2005-09-20,39.98,39.877894402035615,0.0025604560996874692
2005-09-21,38.8,40.48789440203562,-0.04168886594287213
2005-09-22,39.41,41.197894402035615,-0.04339771311097096
2005-09-23,40.12,41.077894402035625,-0.0233189752293671
2005-09-26,40.0,41.02789440203563,-0.025053549957090415
2005-09-27,39.95,41.107894402035626,-0.02816720289079766
2005-09-28,40.03,41.127894402035615,-0.02669464162943569
2005-09-29,40.05,41.09789440203563,-0.025497520427317233
2005-09-30,40.02,41.254053550198904,-0.029913510164456314
2005-10-03,40.0,41.154053550198896,-0.028042281394983437
2005-10-04,39.9,40.854053550198905,-0.02335272677475264
2005-10-05,39.6,40.254053550198904,-0.016248141305403307
2005-10-06,39.0,40.354053550198905,-0.03355433794313911
2005-10-07,39.1,39.5840535501989,-0.012228498771229779
2005-10-10,38.33,39.254053550198904,-0.02354033447825221
2005-10-11,38.0,39.154053550198896,-0.029474688967243146
2005-10-12,37.9,39.014053550198895,-0.028555185857974452
2005-10-13,37.76,39.2240535501989,-0.03732540157597963
2005-10-14,37.97,39.154053550198896,-0.030240893160163762
2005-10-17,37.9,38.6240535501989,-0.018746182330600436
2005-10-18,37.37,39.2040535501989,-0.046782242755853964
2005-10-19,37.95,38.464053550198905,-0.013364518368507827
2005-10-20,37.21,38.644053550198905,-0.03710929414627939
2005-10-21,37.39,38.654053550198896,-0.03270170743043299
2005-10-24,37.4,38.854053550198905,-0.03742347110116295
2005-10-25,37.6,38.604053550198905,-0.02600901868746197
2005-10-26,37.35,37.964053550198905,-0.016174604468591758
2005-10-27,36.71,38.154053550198896,-0.03784797199330259
2005-10-28,36.9,38.714053550198905,-0.04685775277566062
2005-10-31,37.46,38.77405355019891,-0.03389002257650631
2005-11-01,37.52,39.27405355019891,-0.04466189230905149
2005-11-02,38.02,39.514053550198895,-0.03781068799486331
2005-11-03,38.26,39.6240535501989,-0.03442488660254839
2005-11-04,38.37,40.294053550198896,-0.04775031005013897
2005-11-07,39.04,39.744053550198906,-0.01771468904925988
2005-11-08,38.49,39.744053550198906,-0.03155323723119907
2005-11-09,38.49,39.7240535501989,-0.0310656501517258
2005-11-10,38.47,40.254053550198904,-0.0443198483843148
2005-11-11,39.0,40.564053550198906,-0.0385576246284991
2005-11-14,39.31,41.104053550198905,-0.043646633245256194
2005-11-15,39.85,40.9440535501989,-0.02672069459018145
2005-11-16,39.69,42.13405355019891,-0.05800660853309636
2005-11-17,40.88,42.544053550198896,-0.03911365775796216
2005-11-18,41.29,42.424053550198906,-0.026731381263627285
2005-11-21,41.17,42.27405355019891,-0.026116576421702287
2005-11-22,41.02,42.2340535501989,-0.028745844837173573
2005-11-23,40.98,41.7240535501989,-0.017832724457218063
2005-11-25,40.47,41.52405355019891,-0.025384167972056226
2005-11-28,40.27,42.02405355019891,-0.04173927553427559
2005-11-29,40.77,41.464053550198905,-0.016738680634748815
2005-11-30,40.21,41.7340535501989,-0.0365182248200675
2005-12-01,40.48,42.02405355019891,-0.036742137413148246
2005-12-02,40.77,42.014053550198895,-0.029610414732120116
2005-12-05,40.76,42.2240535501989,-0.03467344859390009
2005-12-06,40.97,41.424053550198906,-0.010961108614072956
2005-12-07,40.17,41.044053550198896,-0.02129549775413586
2005-12-08,39.79,41.27405355019891,-0.035956089178252215
2005-12-09,40.02,41.284053550198905,-0.030618445658730953
2005-12-12,40.03,41.314053550198906,-0.031080308995550587
2005-12-13,40.06,41.6940535501989,-0.03919152519511038
2005-12-14,40.44,41.654053550198896,-0.029146108162937723
2005-12-15,40.4,41.1940535501989,-0.01927592654195276
2005-12-16,39.94,40.8040535501989,-0.021175679252942503
2005-12-19,39.55,41.494053550198906,-0.04685137709785381
2005-12-20,40.24,41.38405355019891,-0.027644791944103964
2005-12-21,40.13,41.784053550198905,-0.03958576082647747
2005-12-22,40.53,41.9340535501989,-0.03348241897287885
2005-12-23,40.68,41.314053550198906,-0.015347163875568337
2005-12-27,40.06,41.564053550198906,-0.03618640199234624
2005-12-28,40.31,41.6140535501989,-0.03133685471485792
2005-12-29,40.36,41.814053550198906,-0.034774278663351255
2005-12-30,40.56,42.83992403947208,-0.05321960975867723
2006-01-03,41.04,42.84992403947208,-0.042238675564624795
2006-01-04,41.05,44.619924039472075,-0.08000739840601301
2006-01-05,42.82,44.26992403947208,-0.032751898064683704
2006-01-06,42.47,44.64992403947208,-0.04882256994535883
2006-01-09,42.85,45.19992403947208,-0.05198955727049326
2006-01-10,43.4,45.24992403947208,-0.04088236784349886
2006-01-11,43.45,44.84992403947208,-0.031213520857694466
2006-01-12,43.05,45.069924039472085,-0.04481756032477546
2006-01-13,43.27,44.89992403947208,-0.03630126496515218
2006-01-17,43.1,44.79992403947208,-0.03794479736113654
2006-01-18,43.0,45.51992403947208,-0.055358704845090645
2006-01-19,43.72,44.94992403947208,-0.02736209383562127
2006-01-20,43.15,45.29992403947208,-0.04745977140267932
2006-01-23,43.5,45.62992403947208,-0.04667822891025619
2006-01-24,43.83,45.72992403947208,-0.04154662574624335
2006-01-25,43.93,45.95992403947208,-0.04416726271628968
2006-01-26,44.16,45.569924039472085,-0.03093979349736964
2006-01-27,43.77,45.15992403947208,-0.030777820579530046
2006-01-30,43.36,45.24992403947208,-0.0417663472279749
2006-01-31,43.45,41.27992403947208,0.052569766321587386
2006-02-01,39.48,40.96992403947208,-0.03636628757321181
2006-02-02,39.17,40.74992403947208,-0.038771214344883065
2006-02-03,38.95,40.46992403947208,-0.0375568789797982
2006-02-06,38.67,39.68992403947208,-0.025697303891480172
2006-02-07,37.89,39.369924039472075,-0.03759021830949716
2006-02-08,37.57,38.89992403947208,-0.034188345409687626
2006-02-09,37.1,39.01992403947208,-0.04920368470040859
2006-02-10,37.22,39.04992403947208,-0.04686114210164338
2006-02-13,37.25,39.069924039472085,-0.0465812024009421
2006-02-14,37.27,38.369924039472075,-0.028666307453216522
2006-02-15,36.57,41.22992403947208,-0.1130228625939459
2006-02-16,39.43,41.02992403947208,-0.038994077540404404
2006-02-17,39.23,40.53992403947208,-0.03231195100900208
2006-02-21,38.74,40.69992403947208,-0.048155471680273454
2006-02-22,38.9,40.54992403947208,-0.04068870851314088
2006-02-23,38.75,40.39992403947208,-0.04083978073473726
2006-02-24,38.6,40.89992403947208,-0.05623296603808969
2006-02-27,39.1,41.44992403947208,-0.056693084340378674
2006-02-28,39.65,41.79992403947208,-0.05143368292827255
2006-03-01,40.0,42.12992403947208,-0.05055608544360357
2006-03-02,40.33,41.95992403947208,-0.03884478050862994
2006-03-03,40.16,42.14992403947208,-0.047210619824808786
2006-03-06,40.35,41.78992403947208,-0.03445624926506263
2006-03-07,39.99,41.48992403947207,-0.03615152532082477
2006-03-08,39.69,41.51992403947208,-0.04407339564813306
2006-03-09,39.72,41.59992403947208,-0.045190564234884545
2006-03-10,39.8,41.74992403947208,-0.04670485238795985
2006-03-13,39.95,41.59992403947208,-0.03966170798548929
2006-03-14,39.8,41.74992403947208,-0.04670485238795985
2006-03-15,39.95,41.54992403947208,-0.0385060641254642
2006-03-16,39.75,41.90992403947208,-0.05153729311076294
2006-03-17,40.11,41.98992403947207,-0.0447708368727906
2006-03-20,40.19,41.80992403947208,-0.03874496490217816
2006-03-21,40.01,41.889924039472085,-0.044877714213582
2006-03-22,40.09,41.74992403947208,-0.03975873196566093
2006-03-23,39.95,41.859924039472084,-0.045626552921383845
2006-03-24,40.06,41.79992403947208,-0.04162505266347016
2006-03-27,40.0,42.39992403947208,-0.056602083466892106
2006-03-28,40.6,42.05992403947208,-0.0347105724228598
2006-03-29,40.26,41.96992403947208,-0.04074165199498403
2006-03-30,40.17,42.34992403947208,-0.05147409561916305
2006-03-31,40.55,41.17334515762785,-0.015139531540161233
2006-04-03,39.93,41.28334515762785,-0.032781867662625586
2006-04-04,40.04,41.40334515762785,-0.032928381811600405
2006-04-05,40.16,40.86334515762785,-0.017212128740678012
2006-04-06,39.62,40.343345157627844,-0.01792972681867655
2006-04-07,39.1,39.81334515762784,-0.017917237418850096
2006-04-10,38.57,39.61334515762785,-0.02633822398679564
2006-04-11,38.37,39.38334515762784,-0.025730296742748404
2006-04-12,38.14,39.413345157627845,-0.03230746216884883
2006-04-13,38.17,39.61334515762785,-0.03643583120497762
2006-04-17,38.37,40.11334515762785,-0.04346047807225417
2006-04-18,38.87,40.023345157627844,-0.028816810616042132
2006-04-19,38.78,40.29334515762785,-0.03755819110345959
2006-04-20,39.05,40.31334515762784,-0.031338137599052684
2006-04-21,39.07,40.343345157627844,-0.03156270638075953
2006-04-24,39.1,39.953345157627844,-0.021358540924699576
2006-04-25,38.71,40.03334515762785,-0.03305607244204278
2006-04-26,38.79,39.22334515762785,-0.01104814380023822
2006-04-27,37.98,39.24334515762785,-0.03219259603261149
2006-04-28,38.0,39.193345157627846,-0.0304476474980242
2006-05-01,37.95,39.50334515762785,-0.03932186379228453
2006-05-02,38.26,39.843345157627844,-0.03973926263881289
2006-05-03,38.6,39.74334515762785,-0.028768216492426002
2006-05-04,38.5,40.04334515762785,-0.03854186386158742
2006-05-05,38.8,39.60334515762785,-0.020284780349498432
2006-05-08,38.36,38.72334515762785,-0.009383103555460126
2006-05-09,37.48,38.71334515762785,-0.03185839799185741
2006-05-10,37.47,38.54334515762785,-0.027847742670966125
2006-05-11,37.3,38.413345157627845,-0.02898329091255325
2006-05-12,37.17,38.553345157627845,-0.03588132630182794
2006-05-15,37.31,38.89334515762785,-0.0407099248267494
2006-05-16,37.65,38.593345157627844,-0.02444320785811427
2006-05-17,37.35,38.333345157627846,-0.02565247446014174
2006-05-18,37.09,38.38334515762784,-0.033695477877618396
2006-05-19,37.14,37.71334515762785,-0.015202712865471812
2006-05-22,36.47,37.89334515762785,-0.037561876675364814
2006-05-23,36.65,38.013345157627846,-0.0358649088096441
2006-05-24,36.77,38.233345157627845,-0.038274055058347245
2006-05-25,36.99,38.703345157627844,-0.04426865819091008
2006-05-26,37.46,37.373345157627845,0.0023186268718167202
2006-05-30,36.13,37.983345157627845,-0.04879362652069241
2006-05-31,36.74,38.483345157627845,-0.04530128944059042
2006-06-01,37.24,38.943345157627846,-0.04373905607577755
2006-06-02,37.7,38.25334515762785,-0.014465275006609657
2006-06-05,37.01,38.10334515762785,-0.028694203963060105
2006-06-06,36.86,37.833345157627846,-0.025727176742435187
2006-06-07,36.59,37.85334515762785,-0.03337472956133891
2006-06-08,36.61,37.74334515762785,-0.030027681777930693
2006-06-09,36.5,36.733345157627845,-0.006352406965021262
2006-06-12,35.49,36.39334515762785,-0.024821712698166465
2006-06-13,35.15,36.47334515762785,-0.03628252774481511
2006-06-14,35.23,37.82334515762785,-0.06856466943418538
2006-06-15,36.58,38.593345157627844,-0.052168195045147914
2006-06-16,37.35,37.693345157627846,-0.0091089065242691
2006-06-19,36.45,36.873345157627845,-0.011481061884082044
2006-06-20,35.63,37.203345157627844,-0.04229042176077702
2006-06-21,35.96,36.78334515762785,-0.02238364004414395
2006-06-22,35.54,37.193345157627846,-0.04445271460851019
2006-06-23,35.95,37.36334515762785,-0.037827050861352185
2006-06-26,36.12,36.71334515762785,-0.016161566184730303
2006-06-27,35.47,36.42334515762785,-0.026174014316974414
2006-06-28,35.18,37.443345157627846,-0.06044719423704492
2006-06-29,36.2,36.64334515762785,-0.012098926987170966
2006-06-30,35.4,36.583153316258944,-0.03234147986180036
2006-07-03,35.79,35.933153316258945,-0.00398387848121784
2006-07-05,35.14,36.13315331625894,-0.027485929820911803
2006-07-06,35.34,36.043153316258945,-0.019508651479218653
2006-07-07,35.25,35.48315331625894,-0.006570817260260431
2006-07-10,34.69,35.91315331625894,-0.03405864434926098
2006-07-11,35.12,35.34315331625894,-0.006313905108073281
2006-07-12,34.55,34.793153316258945,-0.0069885392119753975
2006-07-13,34.0,34.53315331625894,-0.015438883074947007
2006-07-14,33.74,35.14315331625894,-0.03992679039446834
2006-07-17,34.35,35.39315331625894,-0.02947330821127292
2006-07-18,34.6,36.153153316258944,-0.04296038308670713
2006-07-19,35.36,35.793153316258945,-0.012101569046787164
2006-07-20,35.0,35.34315331625894,-0.009709187892442017
2006-07-21,34.55,35.77315331625894,-0.034191934533851054
2006-07-24,34.98,35.74315331625894,-0.021351034966235027
2006-07-25,34.95,37.31315331625894,-0.06333298331098725
2006-07-26,36.52,36.503153316258945,0.00046151310806230583
2006-07-27,35.71,36.973153316258944,-0.0341640677887074
2006-07-28,36.18,36.53315331625894,-0.009666653004239079
2006-07-31,35.74,35.99315331625894,-0.007033374209660659
2006-08-01,35.2,36.96315331625894,-0.04770029497140815
2006-08-02,36.17,37.10315331625894,-0.02515024284607159
2006-08-03,36.31,36.63315331625894,-0.008821334965874006
2006-08-04,35.84,36.28315331625894,-0.012213748689267168
2006-08-07,35.49,36.12315331625894,-0.017527631397947774
2006-08-08,35.33,36.01315331625894,-0.01896955010464252
2006-08-09,35.22,36.42315331625894,-0.033032651121995715
2006-08-10,35.63,36.12315331625894,-0.013652000752574778
2006-08-11,35.33,36.24315331625894,-0.02519519502871992
2006-08-14,35.45,36.60315331625894,-0.03150420692707678
2006-08-15,35.81,36.95315331625894,-0.030935203458157035
2006-08-16,36.16,37.44315331625894,-0.034269371102934376
2006-08-17,36.65,37.53315331625894,-0.02352995254135415
2006-08-18,36.74,36.89315331625894,-0.0041512666305876245
2006-08-21,36.1,36.723153316258944,-0.016968949014055545
2006-08-22,35.93,36.60315331625894,-0.01839058264851534
2006-08-23,35.81,36.26315331625894,-0.012496246873703765
2006-08-24,35.47,36.14315331625894,-0.01862464269148656
2006-08-25,35.35,36.76315331625894,-0.038439393490056206
2006-08-28,35.97,36.76315331625894,-0.021574681296671172
2006-08-29,35.97,36.723153316258944,-0.020508950028686468
2006-08-30,35.93,37.433153316258945,-0.04015566905516499
2006-08-31,36.64,37.933153316258945,-0.03409031950171859
2006-09-01,37.14,37.82315331625894,-0.018061775826746618
2006-09-05,37.03,37.87315331625894,-0.022262559159471285
2006-09-06,37.08,37.51315331625894,-0.011546705034556681
2006-09-07,36.72,38.293153316258945,-0.04108184309781038
2006-09-08,37.5,37.613153316258945,-0.0030083443232618023
2006-09-11,36.82,37.48315331625894,-0.01769203649073159
2006-09-12,36.69,37.933153316258945,-0.0327722113132658
2006-09-13,37.14,37.56315331625894,-0.011265116980362255
2006-09-14,36.77,37.39315331625894,-0.016664904160088145
2006-09-15,36.6,37.26315331625894,-0.017796489487366896
2006-09-18,36.47,37.363153316258945,-0.02390465570983491
2006-09-19,36.57,37.933153316258945,-0.035935670965552724
2006-09-20,37.14,37.84315331625894,-0.018580727414087783
2006-09-21,37.05,37.49315331625894,-0.011819579764894561
2006-09-22,36.7,37.62315331625894,-0.024536840612453314
2006-09-25,36.83,38.20315331625894,-0.03594345484760131
2006-09-26,37.41,38.37315331625894,-0.025099665600086363
2006-09-27,37.58,38.20315331625894,-0.016311567558318085
2006-09-28,37.41,37.793153316258945,-0.010138167436113621
2006-09-29,37.0,37.60748146420571,-0.01615320783402907
2006-10-02,36.66,37.74748146420571,-0.028809378057101043
2006-10-03,36.8,38.99748146420571,-0.05634931748663563
2006-10-04,38.05,39.28748146420571,-0.03149811130889535
2006-10-05,38.34,38.807481464205715,-0.012046168588314532
2006-10-06,37.86,39.947481464205715,-0.0522556463559829
2006-10-09,39.0,39.49748146420571,-0.012595270527731017
2006-10-10,38.55,39.28748146420571,-0.01877141106328295
2006-10-11,38.34,40.22748146420572,-0.0469201997118609
2006-10-12,39.28,40.157481464205716,-0.021851008385270765
2006-10-13,39.21,40.29748146420572,-0.026986338219962325
2006-10-16,39.35,40.17748146420571,-0.020595652939145004
2006-10-17,39.23,40.14748146420571,-0.02285277757768478
2006-10-18,39.2,40.197481464205715,-0.024814526380065205
2006-10-19,39.25,40.347481464205714,-0.027200742757124585
2006-10-20,39.4,40.837481464205716,-0.035200051831445034
2006-10-23,39.89,40.31748146420571,-0.010602881149340493
2006-10-24,39.37,40.63748146420571,-0.031189961054110538
2006-10-25,39.69,42.35748146420571,-0.06297545019195427
2006-10-26,41.41,41.777481464205714,-0.00879616126502425
2006-10-27,40.83,42.78748146420571,-0.04574892929473462
2006-10-30,41.84,42.517481464205716,-0.015934186148256813
2006-10-31,41.57,42.38748146420571,-0.01928591735029217
2006-11-01,41.44,42.197481464205715,-0.017950869054786045
2006-11-02,41.25,42.53748146420571,-0.03026698854489296
2006-11-03,41.59,42.527481464205714,-0.022044133156457035
2006-11-06,41.58,42.56748146420571,-0.02319802417805883
2006-11-07,41.62,43.407481464205716,-0.04117911023425069
2006-11-08,42.46,42.29748146420572,0.003842274531920209
2006-11-09,41.35,42.267481464205716,-0.021706556256082754
2006-11-10,41.32,42.597481464205714,-0.029989600800206184
2006-11-13,41.65,42.72748146420572,-0.02521752809391209
2006-11-14,41.78,42.697481464205715,-0.021487952749036476
2006-11-15,41.75,42.68748146420571,-0.021961507965556737
2006-11-16,41.74,42.82748146420571,-0.025392141378068223
2006-11-17,41.88,42.00748146420571,-0.0030347323800959947
2006-11-20,41.06,41.987481464205715,-0.02208947600242206
2006-11-21,41.04,42.277481464205714,-0.029270463172065497
2006-11-22,41.33,42.167481464205714,-0.01986083671884986
2006-11-24,41.22,40.947481464205715,0.006655318619107398
2006-11-27,40.0,40.86748146420571,-0.021226692546872594
2006-11-28,39.92,40.947481464205715,-0.025092665713858042
2006-11-29,40.0,40.847481464205714,-0.02074745942288647
2006-11-30,39.9,40.68748146420571,-0.019354391962021267
2006-12-01,39.74,40.737481464205715,-0.024485594797561516
2006-12-04,39.79,40.50748146420571,-0.017712319756035932
2006-12-05,39.56,40.85748146420571,-0.03175627615085386
2006-12-06,39.91,40.877481464205715,-0.023667834454353387
2006-12-07,39.93,41.29748146420572,-0.033112950613973235
2006-12-08,40.35,41.517481464205716,-0.028120238102888218
2006-12-11,40.57,41.877481464205715,-0.031221587795896233
2006-12-12,40.93,41.987481464205715,-0.025185636940553757
2006-12-13,41.04,41.85748146420571,-0.019530115898272027
2006-12-14,40.91,41.79748146420572,-0.021232893301615263
2006-12-15,40.85,41.21748146420571,-0.008915670030077871
2006-12-18,40.27,41.47748146420572,-0.029111735370136893
2006-12-19,40.53,41.407481464205716,-0.02119137492011547
2006-12-20,40.46,41.64748146420571,-0.02851268365954618
2006-12-21,40.7,41.197481464205715,-0.012075530991814354
2006-12-22,40.25,41.267481464205716,-0.024655768370266284
2006-12-26,40.32,41.167481464205714,-0.02058618681695601
2006-12-27,40.22,40.97748146420572,-0.018485310398282717
2006-12-28,40.03,41.03748146420571,-0.024550275218143458
2006-12-29,40.09,41.74891010401988,-0.039735411053524516
2007-01-03,40.61,41.61891010401988,-0.024241627219412365
2007-01-04,40.48,41.47891010401988,-0.024082361410047715
2007-01-05,40.34,41.81891010401988,-0.035364625724134124
2007-01-08,40.68,42.11891010401988,-0.0341630422170528
2007-01-09,40.98,42.45891010401988,-0.03483156068765558
2007-01-10,41.32,42.55891010401988,-0.029110475362076005
2007-01-11,41.42,42.42891010401988,-0.023778836212064003
2007-01-12,41.29,42.44891010401988,-0.027301292334243832
2007-01-16,41.31,42.68891010401988,-0.032301365873710464
2007-01-17,41.55,42.648910104019876,-0.02576642876311863
2007-01-18,41.51,42.73891010401988,-0.02875389430916475
2007-01-19,41.6,42.648910104019876,-0.024594065861509806
2007-01-22,41.51,42.68891010401988,-0.02761630833739348
2007-01-23,41.55,43.70891010401988,-0.049392906363531774
2007-01-24,42.57,43.13891010401988,-0.013187864567001717
2007-01-25,42.0,43.13891010401988,-0.026400993935026373
2007-01-26,42.0,42.83891010401988,-0.019582900264802916
2007-01-29,41.7,43.29891010401988,-0.03692725983584133
2007-01-30,42.16,43.65891010401988,-0.03433228407325439
2007-01-31,42.52,43.67891010401988,-0.026532486759856644
2007-02-01,42.54,44.16891010401988,-0.03687911021991985
2007-02-02,43.03,44.28891010401988,-0.02842495110092158
2007-02-05,43.15,44.36891010401988,-0.027472166910618934
2007-02-06,43.23,46.33891010401988,-0.06709070405499651
2007-02-07,45.2,46.15891010401988,-0.02077410627458398
2007-02-08,45.02,46.53891010401988,-0.03263742319330065
2007-02-09,45.4,46.27891010401988,-0.018991590381976953
2007-02-12,45.14,46.35891010401988,-0.026292898199825943
2007-02-13,45.22,47.88891010401988,-0.055731276786686545
2007-02-14,46.75,48.13891010401988,-0.028852130241808216
2007-02-15,47.0,48.68891010401988,-0.034687777985000334
2007-02-16,47.55,48.68891010401988,-0.02339157113163337
2007-02-20,47.55,48.10891010401988,-0.011617600623489932
2007-02-21,46.97,48.13891010401988,-0.0242820226194167
2007-02-22,47.0,48.17891010401988,-0.024469422439705846
2007-02-23,47.04,47.92891010401988,-0.01854642849358934
2007-02-26,46.79,46.42891010401988,0.007777264104867676
2007-02-27,45.29,47.05891010401988,-0.03758927055704964
2007-02-28,45.92,47.42891010401988,-0.0318141424863142
2007-03-01,46.29,46.49891010401988,-0.00449279571397565
2007-03-02,45.36,45.648910104019876,-0.006328959516482158
2007-03-05,44.51,47.078910104019876,-0.05456604875397342
2007-03-06,45.94,46.63891010401988,-0.0149855582487044
2007-03-07,45.5,46.68891010401988,-0.025464507553743854
2007-03-08,45.55,46.43891010401988,-0.01914149367478235
2007-03-09,45.3,46.67891010401988,-0.02954032347685709
2007-03-12,45.54,45.45891010401988,0.0017838064263875353
2007-03-13,44.32,45.26891010401988,-0.020961629114539138
2007-03-14,44.13,45.218910104019876,-0.02408085691395445
2007-03-15,44.08,44.718910104019876,-0.014287246771750972
2007-03-16,43.58,44.94891010401988,-0.030454800813901284
2007-03-19,43.81,44.93891010401988,-0.025120994287729626
2007-03-20,43.8,45.31891010401988,-0.03351603338503828
2007-03-21,44.18,45.17891010401988,-0.022110097426431663
2007-03-22,44.04,45.02891010401988,-0.02196167088511425
2007-03-23,43.89,45.68891010401988,-0.03937301414991745
2007-03-26,44.55,46.94891010401988,-0.05109618303608887
2007-03-27,45.81,46.76891010401988,-0.020503152668880698
2007-03-28,45.63,46.63891010401988,-0.02163236880471009
2007-03-29,45.5,46.59891010401988,-0.023582313439667324
2007-03-30,45.46,47.35,-0.039915522703273476
2007-04-02,47.35,47.46,-0.0023177412557943144
2007-04-03,47.46,47.65,-0.003987408184679908
2007-04-04,47.65,47.88,-0.004803675856307477
2007-04-05,47.88,47.71,0.003563194298889183
2007-04-09,47.71,48.0,-0.006041666666666612
2007-04-10,48.0,47.84,0.0033444816053511683
2007-04-11,47.84,47.65,0.003987408184680019
2007-04-12,47.65,47.81,-0.003346580213344552
2007-04-13,47.81,48.04,-0.004787676935886664
2007-04-16,48.04,48.51,-0.009688723974438207
2007-04-17,48.51,48.9,-0.007975460122699451
2007-04-18,48.9,48.7,0.004106776180698102
2007-04-19,48.7,48.85,-0.0030706243602866
2007-04-20,48.85,48.94,-0.0018389865140988615
2007-04-23,48.94,48.53,0.008448382443849045
2007-04-24,48.53,48.57,-0.000823553633930385
2007-04-25,48.57,50.79,-0.043709391612522075
2007-04-26,50.79,51.13,-0.006649716409153239
2007-04-27,51.13,50.53,0.011874134177716211
2007-04-30,50.53,50.61,-0.0015807152736613261
2007-05-01,50.61,50.27,0.00676347722299564
2007-05-02,50.27,50.83,-0.011017115876450823
2007-05-03,50.83,50.89,-0.0011790135586560169
2007-05-04,50.89,50.64,0.004936808846761398
2007-05-07,50.64,50.22,0.008363201911589124
2007-05-08,50.22,50.48,-0.005150554675118824
2007-05-09,50.48,50.24,0.004777070063694211
2007-05-10,50.24,50.6,-0.007114624505928813
2007-05-11,50.6,50.18,0.008369868473495412
2007-05-14,50.18,50.29,-0.0021873135812288114
2007-05-15,50.29,50.12,0.003391859537110964
2007-05-16,50.12,50.26,-0.0027855153203342198
2007-05-17,50.26,50.88,-0.01218553459119509
2007-05-18,50.88,51.02,-0.0027440219521756015
2007-05-21,51.02,50.8,0.004330708661417493
2007-05-22,50.8,50.22,0.011549183592194368
2007-05-23,50.22,50.1,0.0023952095808381646
2007-05-24,50.1,50.13,-0.0005984440454818163
2007-05-25,50.13,50.27,-0.002784961209468917
2007-05-29,50.27,52.14,-0.03586497890295348
2007-05-30,52.14,53.92,-0.033011869436201824
2007-05-31,53.92,53.91,0.00018549434242265406
2007-06-01,53.91,53.49,0.007851934941110361
2007-06-04,53.49,53.37,0.0022484541877461073
2007-06-05,53.37,53.17,0.003761519653940004
2007-06-06,53.17,52.68,0.009301442672741134
2007-06-07,52.68,52.24,0.008422664624808451
2007-06-08,52.24,52.54,-0.0057099352874000475
2007-06-11,52.54,52.92,-0.007180650037792891
2007-06-12,52.92,54.49,-0.028812626169939404
2007-06-13,54.49,54.28,0.0038688282977155097
2007-06-14,54.28,54.01,0.00499907424551016
2007-06-15,54.01,54.18,-0.003137689184200876
2007-06-18,54.18,55.09,-0.016518424396442244
2007-06-19,55.09,54.93,0.0029127981066812136
2007-06-20,54.93,54.83,0.0018238190771475704
2007-06-21,54.83,53.8,0.019144981412639428
2007-06-22,53.8,53.56,0.004480955937266495
2007-06-25,53.56,53.1,0.00866290018832383
2007-06-26,53.1,54.41,-0.024076456533725366
2007-06-27,54.41,54.63,-0.004027091341753719
2007-06-28,54.63,54.28,0.006448047162859183
2007-06-29,54.28,55.92853657648851,-0.029475768139113567
2007-07-02,54.78,55.84853657648851,-0.019132758743375056
2007-07-03,54.7,57.518536576488515,-0.04900223031127371
2007-07-05,56.37,57.448536576488515,-0.0187739608484635
2007-07-06,56.3,56.91853657648851,-0.01086704988729481
2007-07-09,55.77,56.31853657648851,-0.009739893999971327
2007-07-10,55.17,57.06853657648851,-0.03326765833470979
2007-07-11,55.92,57.768536576488515,-0.03199902033247726
2007-07-12,56.62,58.08853657648851,-0.025281004877008795
2007-07-13,56.94,58.81853657648851,-0.03193783262604022
2007-07-16,57.67,57.84853657648851,-0.003086276456664483
2007-07-17,56.7,57.84853657648851,-0.01985420279335659
2007-07-18,56.7,58.53853657648851,-0.03140728627689915
2007-07-19,57.39,57.38853657648851,2.5500275818046703e-05
2007-07-20,56.24,57.42853657648851,-0.020695923095750635
2007-07-23,56.28,56.988536576488514,-0.01243296668159799
2007-07-24,55.84,55.948536576488515,-0.0019399359327322285
2007-07-25,54.8,53.57853657648851,0.022797625720286874
2007-07-26,52.43,51.65853657648851,0.014933900079984186
2007-07-27,50.51,51.97853657648851,-0.028252749561879287
2007-07-30,50.83,50.77853657648851,0.0010134877249556862
2007-07-31,49.63,50.85853657648851,-0.024155956092854813
2007-08-01,49.71,51.67853657648851,-0.03809195667866705
2007-08-02,50.53,50.52853657648851,2.8962317348613098e-05
2007-08-03,49.38,51.03853657648851,-0.0324957706027279
2007-08-06,49.89,50.95853657648851,-0.02096874534229698
2007-08-07,49.81,51.948536576488515,-0.04116644505162825
2007-08-08,50.8,50.85853657648851,-0.0011509685576673867
2007-08-09,49.71,50.698536576488515,-0.019498325656739923
2007-08-10,49.55,50.59853657648851,-0.020722666057811145
2007-08-13,49.45,49.378536576488514,0.0014472568137127162
2007-08-14,48.23,48.128536576488514,0.0021081759539942624
2007-08-15,46.98,48.198536576488515,-0.02528160942303226
2007-08-16,47.05,49.20853657648851,-0.04386508371638609
2007-08-17,48.06,49.21853657648851,-0.02353862298786702
2007-08-20,48.07,49.49853657648851,-0.02886017800306151
2007-08-21,48.35,49.20853657648851,-0.017446903245212808
2007-08-22,48.06,48.89853657648851,-0.017148500450046122
2007-08-23,47.75,49.35853657648851,-0.03258882227992799
2007-08-24,48.21,48.88853657648851,-0.013879257265696832
