date,LHX,dcf,Deviation
2004-09-07,23.09,,
2004-09-08,22.58,,
2004-09-09,23.14,,
2004-09-10,23.31,,
2004-09-13,23.68,,
2004-09-14,23.6,,
2004-09-15,23.69,,
2004-09-16,23.96,,
2004-09-17,24.42,,
2004-09-20,25.33,,
2004-09-21,26.06,,
2004-09-22,25.37,,
2004-09-23,25.14,,
2004-09-24,25.29,,
2004-09-27,25.26,,
2004-09-28,25.23,,
2004-09-29,25.24,,
2004-09-30,25.95,,
2004-10-01,26.51,,
2004-10-04,26.61,,
2004-10-05,26.84,,
2004-10-06,27.16,,
2004-10-07,27.28,,
2004-10-08,27.2,,
2004-10-11,27.32,,
2004-10-12,27.44,,
2004-10-13,27.24,,
2004-10-14,27.17,,
2004-10-15,27.41,,
2004-10-18,27.63,,
2004-10-19,27.69,,
2004-10-20,27.16,,
2004-10-21,27.82,,
2004-10-22,27.26,,
2004-10-25,27.3,,
2004-10-26,27.42,,
2004-10-27,28.63,,
2004-10-28,28.76,,
2004-10-29,29.07,,
2004-11-01,29.02,,
2004-11-02,29.06,,
2004-11-03,29.0,,
2004-11-04,29.62,,
2004-11-05,29.97,,
2004-11-08,29.87,,
2004-11-09,29.66,,
2004-11-10,29.42,,
2004-11-11,30.17,,
2004-11-12,30.98,,
2004-11-15,31.12,,
2004-11-16,31.71,,
2004-11-17,32.18,,
2004-11-18,32.23,,
2004-11-19,31.83,,
2004-11-22,31.93,,
2004-11-23,31.9,,
2004-11-24,31.96,,
2004-11-26,31.83,,
2004-11-29,31.72,,
2004-11-30,31.27,,
2004-12-01,31.72,,
2004-12-02,31.6,,
2004-12-03,31.51,,
2004-12-06,31.35,,
2004-12-07,30.9,,
2004-12-08,30.75,,
2004-12-09,30.31,,
2004-12-10,30.17,,
2004-12-13,29.99,,
2004-12-14,30.3,,
2004-12-15,29.72,,
2004-12-16,29.93,,
2004-12-17,29.19,,
2004-12-20,29.1,,
2004-12-21,29.22,,
2004-12-22,29.12,,
2004-12-23,29.14,,
2004-12-27,28.9,,
2004-12-28,29.25,,
2004-12-29,29.13,,
2004-12-30,29.24,,
2004-12-31,29.19,,
2005-01-03,28.41,,
2005-01-04,27.15,,
2005-01-05,26.86,,
2005-01-06,27.24,,
2005-01-07,26.91,,
2005-01-10,27.31,,
2005-01-11,26.94,,
2005-01-12,27.25,,
2005-01-13,27.13,,
2005-01-14,27.54,,
2005-01-18,27.29,,
2005-01-19,26.67,,
2005-01-20,25.95,,
2005-01-21,25.56,,
2005-01-24,25.79,,
2005-01-25,25.64,,
2005-01-26,26.18,,
2005-01-27,30.23,,
2005-01-28,29.8,,
2005-01-31,30.6,,
2005-02-01,30.94,,
2005-02-02,30.72,,
2005-02-03,30.23,,
2005-02-04,30.35,,
2005-02-07,30.47,,
2005-02-08,30.68,,
2005-02-09,30.29,,
2005-02-10,30.35,,
2005-02-11,30.87,,
2005-02-14,30.84,,
2005-02-15,31.04,,
2005-02-16,31.03,,
2005-02-17,30.66,,
2005-02-18,30.67,,
2005-02-22,30.5,,
2005-02-23,30.47,,
2005-02-24,31.37,,
2005-02-25,31.68,,
2005-02-28,31.51,,
2005-03-01,32.35,,
2005-03-02,32.53,,
2005-03-03,32.47,,
2005-03-04,32.51,,
2005-03-07,32.78,,
2005-03-08,31.98,,
2005-03-09,32.06,,
2005-03-10,31.82,,
2005-03-11,32.15,,
2005-03-14,32.86,,
2005-03-15,32.7,,
2005-03-16,32.09,,
2005-03-17,32.55,,
2005-03-18,31.21,,
2005-03-21,31.27,,
2005-03-22,31.67,,
2005-03-23,31.75,,
2005-03-24,31.84,,
2005-03-28,31.59,,
2005-03-29,30.54,,
2005-03-30,30.62,,
2005-03-31,30.85,,
2005-04-01,30.76,,
2005-04-04,30.49,,
2005-04-05,30.6,,
2005-04-06,30.98,,
2005-04-07,31.31,,
2005-04-08,31.3,,
2005-04-11,31.1,,
2005-04-12,30.95,,
2005-04-13,30.38,,
2005-04-14,30.22,,
2005-04-15,29.36,,
2005-04-18,29.01,,
2005-04-19,29.67,,
2005-04-20,28.17,,
2005-04-21,28.67,,
2005-04-22,28.17,,
2005-04-25,28.72,,
2005-04-26,29.01,,
2005-04-27,26.31,,
2005-04-28,26.58,,
2005-04-29,26.64,,
2005-05-02,26.74,,
2005-05-03,26.93,,
2005-05-04,27.05,,
2005-05-05,27.3,,
2005-05-06,27.59,,
2005-05-09,27.76,,
2005-05-10,27.33,,
2005-05-11,27.54,,
2005-05-12,27.75,,
2005-05-13,27.63,,
2005-05-16,27.65,,
2005-05-17,27.59,,
2005-05-18,27.78,,
2005-05-19,28.32,,
2005-05-20,28.32,,
2005-05-23,28.98,,
2005-05-24,28.58,,
2005-05-25,27.36,,
2005-05-26,27.5,,
2005-05-27,27.5,,
2005-05-31,27.15,,
2005-06-01,27.8,,
2005-06-02,28.06,,
2005-06-03,27.24,,
2005-06-06,27.49,,
2005-06-07,26.96,,
2005-06-08,26.65,,
2005-06-09,26.69,,
2005-06-10,29.86,,
2005-06-13,30.21,,
2005-06-14,30.52,,
2005-06-15,30.77,,
2005-06-16,30.55,,
2005-06-17,30.67,,
2005-06-20,30.09,,
2005-06-21,30.16,,
2005-06-22,30.75,,
2005-06-23,30.36,,
2005-06-24,29.37,,
2005-06-27,29.18,,
2005-06-28,29.55,,
2005-06-29,29.57,,
2005-06-30,29.49,,
2005-07-01,29.96,,
2005-07-05,29.85,,
2005-07-06,29.48,,
2005-07-07,30.04,,
2005-07-08,30.39,,
2005-07-11,31.2,,
2005-07-12,31.15,,
2005-07-13,30.53,,
2005-07-14,30.83,,
2005-07-15,30.78,,
2005-07-18,30.46,,
2005-07-19,30.52,,
2005-07-20,30.14,,
2005-07-21,29.95,,
2005-07-22,29.84,,
2005-07-25,29.39,,
2005-07-26,29.92,,
2005-07-27,30.68,,
2005-07-28,34.31,,
2005-07-29,35.02,,
2005-08-01,34.04,,
2005-08-02,34.12,,
2005-08-03,34.17,,
2005-08-04,33.73,,
2005-08-05,33.8,,
2005-08-08,33.92,,
2005-08-09,34.01,,
2005-08-10,34.11,,
2005-08-11,34.42,,
2005-08-12,34.58,,
2005-08-15,35.26,,
2005-08-16,35.01,,
2005-08-17,35.15,,
2005-08-18,34.85,,
2005-08-19,34.96,,
2005-08-22,35.24,,
2005-08-23,35.43,,
2005-08-24,35.21,,
2005-08-25,35.81,,
2005-08-26,35.14,,
2005-08-29,35.23,,
2005-08-30,35.42,,
2005-08-31,36.48,,
2005-09-01,36.08,,
2005-09-02,35.71,,
2005-09-06,37.41,,
2005-09-07,39.26,,
2005-09-08,38.38,,
2005-09-09,38.6,,
2005-09-12,37.69,,
2005-09-13,38.09,,
2005-09-14,37.15,,
2005-09-15,37.73,,
2005-09-16,37.84,,
2005-09-19,37.27,,
2005-09-20,37.19,,
2005-09-21,35.88,,
2005-09-22,36.35,,
2005-09-23,37.52,,
2005-09-26,37.26,,
2005-09-27,37.51,,
2005-09-28,37.98,,
2005-09-29,38.78,,
2005-09-30,39.49,,
2005-10-03,39.63,,
2005-10-04,38.87,,
2005-10-05,37.92,,
2005-10-06,37.49,,
2005-10-07,37.99,,
2005-10-10,37.55,,
2005-10-11,36.99,,
2005-10-12,36.41,,
2005-10-13,36.13,,
2005-10-14,35.88,,
2005-10-17,35.67,,
2005-10-18,35.45,,
2005-10-19,35.76,,
2005-10-20,35.92,,
2005-10-21,35.93,,
2005-10-24,36.23,,
2005-10-25,36.13,,
2005-10-26,35.89,,
2005-10-27,37.32,,
2005-10-28,37.95,,
2005-10-31,38.83,,
2005-11-01,38.75,,
2005-11-02,39.45,,
2005-11-03,39.97,,
2005-11-04,39.68,,
2005-11-07,40.57,,
2005-11-08,40.35,,
2005-11-09,40.16,,
2005-11-10,40.27,,
2005-11-11,40.44,,
2005-11-14,42.33,,
2005-11-15,41.9,,
2005-11-16,41.17,,
2005-11-17,41.33,,
2005-11-18,41.33,,
2005-11-21,41.33,,
2005-11-22,42.28,,
2005-11-23,42.44,,
2005-11-25,42.38,,
2005-11-28,41.85,,
2005-11-29,42.21,,
2005-11-30,42.12,,
2005-12-01,42.49,,
2005-12-02,42.23,,
2005-12-05,42.11,,
2005-12-06,41.45,,
2005-12-07,41.55,,
2005-12-08,41.26,,
2005-12-09,41.14,,
2005-12-12,40.67,,
2005-12-13,40.4,,
2005-12-14,40.68,,
2005-12-15,40.65,,
2005-12-16,40.12,,
2005-12-19,39.51,,
2005-12-20,39.53,,
2005-12-21,39.74,,
2005-12-22,41.57,,
2005-12-23,41.64,,
2005-12-27,41.42,,
2005-12-28,41.21,,
2005-12-29,41.02,,
2005-12-30,40.64,,
2006-01-03,41.46,,
2006-01-04,41.47,,
2006-01-05,43.02,,
2006-01-06,44.01,,
2006-01-09,43.83,,
2006-01-10,44.07,,
2006-01-11,43.85,,
2006-01-12,43.62,,
2006-01-13,44.49,,
2006-01-17,44.66,,
2006-01-18,44.88,,
2006-01-19,44.92,,
2006-01-20,42.99,,
2006-01-23,43.52,,
2006-01-24,43.5,,
2006-01-25,42.73,,
2006-01-26,44.4,,
2006-01-27,43.73,,
2006-01-30,43.43,,
2006-01-31,43.87,,
2006-02-01,44.23,,
2006-02-02,44.07,,
2006-02-03,44.18,,
2006-02-06,45.28,,
2006-02-07,44.59,,
2006-02-08,44.34,,
2006-02-09,44.93,,
2006-02-10,45.17,,
2006-02-13,45.07,,
2006-02-14,45.1,,
2006-02-15,44.28,,
2006-02-16,45.19,,
2006-02-17,45.7,,
2006-02-21,45.93,,
2006-02-22,46.92,,
2006-02-23,45.51,,
2006-02-24,45.29,,
2006-02-27,44.64,,
2006-02-28,43.16,,
2006-03-01,43.47,,
2006-03-02,44.3,,
2006-03-03,44.67,,
2006-03-06,44.34,,
2006-03-07,43.28,,
2006-03-08,42.05,,
2006-03-09,41.6,,
2006-03-10,41.47,,
2006-03-13,40.85,,
2006-03-14,44.21,,
2006-03-15,44.33,,
2006-03-16,43.14,,
2006-03-17,43.3,,
2006-03-20,43.69,,
2006-03-21,42.75,,
2006-03-22,42.91,,
2006-03-23,42.39,,
2006-03-24,43.01,,
2006-03-27,42.99,,
2006-03-28,43.01,,
2006-03-29,44.38,,
2006-03-30,44.72,,
2006-03-31,44.68,,
2006-04-03,44.73,,
2006-04-04,44.09,,
2006-04-05,44.7,,
2006-04-06,44.69,,
2006-04-07,44.25,,
2006-04-10,43.05,,
2006-04-11,42.42,,
2006-04-12,42.77,,
2006-04-13,43.36,,
2006-04-17,43.16,,
2006-04-18,43.71,,
2006-04-19,43.55,,
2006-04-20,44.16,,
2006-04-21,43.33,,
2006-04-24,42.86,,
2006-04-25,42.98,,
2006-04-26,43.32,,
2006-04-27,44.31,,
2006-04-28,44.0,,
2006-05-01,43.9,,
2006-05-02,45.06,,
2006-05-03,44.61,,
2006-05-04,44.43,,
2006-05-05,44.77,,
2006-05-08,44.42,,
2006-05-09,43.87,,
2006-05-10,44.41,,
2006-05-11,42.41,,
2006-05-12,42.24,,
2006-05-15,42.4,,
2006-05-16,41.35,,
2006-05-17,40.56,,
2006-05-18,39.73,,
2006-05-19,39.19,,
2006-05-22,39.47,,
2006-05-23,39.61,,
2006-05-24,39.82,,
2006-05-25,39.98,,
2006-05-26,39.42,,
2006-05-30,38.47,,
2006-05-31,38.47,,
2006-06-01,40.61,,
2006-06-02,40.07,,
2006-06-05,38.83,,
2006-06-06,38.87,,
2006-06-07,38.02,,
2006-06-08,37.5,,
2006-06-09,37.55,,
2006-06-12,36.11,,
2006-06-13,36.34,,
2006-06-14,36.69,,
2006-06-15,38.25,,
2006-06-16,37.63,,
2006-06-19,37.21,,
2006-06-20,36.86,,
2006-06-21,37.25,,
2006-06-22,36.38,,
2006-06-23,36.58,,
2006-06-26,36.44,,
2006-06-27,36.15,,
2006-06-28,36.17,,
2006-06-29,39.21,,
2006-06-30,39.22,,
2006-07-03,39.62,,
2006-07-05,39.55,,
2006-07-06,39.62,,
2006-07-07,38.91,,
2006-07-10,38.6,,
2006-07-11,38.43,,
2006-07-12,38.12,,
2006-07-13,37.93,,
2006-07-14,37.36,,
2006-07-17,36.57,,
2006-07-18,36.17,,
2006-07-19,37.13,,
2006-07-20,37.06,,
2006-07-21,36.06,,
2006-07-24,37.13,,
2006-07-25,37.71,,
2006-07-26,36.55,,
2006-07-27,40.76,,
2006-07-28,42.48,,
2006-07-31,43.04,,
2006-08-01,41.56,,
2006-08-02,42.55,,
2006-08-03,42.8,,
2006-08-04,41.97,,
2006-08-07,41.56,,
2006-08-08,41.16,,
2006-08-09,40.98,,
2006-08-10,40.99,,
2006-08-11,40.31,,
2006-08-14,40.72,,
2006-08-15,42.83,,
2006-08-16,43.36,,
2006-08-17,43.32,,
2006-08-18,42.94,,
2006-08-21,42.82,,
2006-08-22,42.35,,
2006-08-23,41.56,,
2006-08-24,41.81,,
2006-08-25,41.4,,
2006-08-28,42.24,,
2006-08-29,42.77,,
2006-08-30,41.43,,
2006-08-31,41.5,,
2006-09-01,41.0,,
2006-09-05,41.84,,
2006-09-06,41.37,,
2006-09-07,40.5,,
2006-09-08,40.34,,
2006-09-11,40.2,,
2006-09-12,40.39,,
2006-09-13,41.1,,
2006-09-14,40.9,,
2006-09-15,41.86,,
2006-09-18,40.34,,
2006-09-19,40.13,,
2006-09-20,40.82,,
2006-09-21,41.31,,
2006-09-22,40.6,,
2006-09-25,42.25,,
2006-09-26,42.82,,
2006-09-27,43.19,,
2006-09-28,42.33,,
2006-09-29,42.03,,
2006-10-02,40.89,,
2006-10-03,40.48,,
2006-10-04,40.94,,
2006-10-05,40.91,,
2006-10-06,40.62,,
2006-10-09,40.86,,
2006-10-10,41.12,,
2006-10-11,40.73,,
2006-10-12,41.59,,
2006-10-13,41.01,,
2006-10-16,41.18,,
2006-10-17,40.45,,
2006-10-18,40.9,,
2006-10-19,41.01,,
2006-10-20,40.99,,
2006-10-23,41.76,,
2006-10-24,42.14,,
2006-10-25,42.68,,
2006-10-26,41.56,,
2006-10-27,40.63,,
2006-10-30,39.51,,
2006-10-31,40.25,,
2006-11-01,39.44,,
2006-11-02,38.21,,
2006-11-03,38.17,,
2006-11-06,37.89,,
2006-11-07,37.85,,
2006-11-08,39.32,,
2006-11-09,39.73,,
2006-11-10,39.75,,
2006-11-13,39.6,,
2006-11-14,39.5,,
2006-11-15,39.25,,
2006-11-16,40.3,,
2006-11-17,40.23,,
2006-11-20,40.68,,
2006-11-21,41.15,,
2006-11-22,42.11,,
2006-11-24,41.59,,
2006-11-27,40.12,,
2006-11-28,39.6,,
2006-11-29,40.06,,
2006-11-30,39.79,,
2006-12-01,40.23,,
2006-12-04,41.05,,
2006-12-05,41.37,,
2006-12-06,41.63,,
2006-12-07,41.17,,
2006-12-08,41.25,,
2006-12-11,41.29,,
2006-12-12,41.83,,
2006-12-13,42.45,,
2006-12-14,42.61,,
2006-12-15,42.55,,
2006-12-18,42.16,,
2006-12-19,42.45,,
2006-12-20,42.37,,
2006-12-21,43.2,,
2006-12-22,42.99,,
2006-12-26,43.46,,
2006-12-27,43.84,,
2006-12-28,44.1,,
2006-12-29,43.33,,
2007-01-03,44.78,,
2007-01-04,46.13,,
2007-01-05,46.0,,
2007-01-08,45.75,,
2007-01-09,46.16,,
2007-01-10,46.3,,
2007-01-11,47.41,,
2007-01-12,48.37,,
2007-01-16,47.73,,
2007-01-17,47.16,,
2007-01-18,46.13,,
2007-01-19,46.53,,
2007-01-22,45.92,,
2007-01-23,44.93,,
2007-01-24,45.31,,
2007-01-25,44.92,,
2007-01-26,45.04,,
2007-01-29,44.87,,
2007-01-30,45.11,,
2007-01-31,48.01,,
2007-02-01,48.15,,
2007-02-02,48.15,,
2007-02-05,48.76,,
2007-02-06,49.82,,
2007-02-07,49.3,,
2007-02-08,49.62,,
2007-02-09,49.85,,
2007-02-12,48.8,,
2007-02-13,48.93,,
2007-02-14,47.83,,
2007-02-15,48.11,,
2007-02-16,47.9,,
2007-02-20,48.01,,
2007-02-21,47.67,,
2007-02-22,47.02,,
2007-02-23,47.59,,
2007-02-26,47.26,,
2007-02-27,45.95,,
2007-02-28,46.39,,
2007-03-01,45.54,,
2007-03-02,44.63,,
2007-03-05,44.13,,
2007-03-06,45.65,,
2007-03-07,45.22,,
2007-03-08,45.28,,
2007-03-09,45.28,,
2007-03-12,45.4,,
2007-03-13,44.93,,
2007-03-14,45.1,,
2007-03-15,45.46,,
2007-03-16,45.02,,
2007-03-19,45.82,,
2007-03-20,46.46,,
2007-03-21,47.22,,
2007-03-22,47.34,,
2007-03-23,47.49,,
2007-03-26,47.98,,
2007-03-27,47.44,,
2007-03-28,47.47,,
2007-03-29,47.59,,
2007-03-30,48.14,,
2007-04-02,48.33,,
2007-04-03,48.63,,
2007-04-04,48.29,,
2007-04-05,48.29,,
2007-04-09,47.95,,
2007-04-10,47.72,,
2007-04-11,47.29,,
2007-04-12,47.4,,
2007-04-13,47.81,,
2007-04-16,48.3,,
2007-04-17,47.85,,
2007-04-18,47.54,,
2007-04-19,48.02,,
2007-04-20,48.35,,
2007-04-23,48.18,,
2007-04-24,48.57,,
2007-04-25,49.13,,
2007-04-26,49.57,,
2007-04-27,49.68,,
2007-04-30,48.52,,
2007-05-01,49.5,,
2007-05-02,45.21,,
2007-05-03,46.13,,
2007-05-04,46.25,,
2007-05-07,46.34,,
2007-05-08,46.68,,
2007-05-09,47.55,,
2007-05-10,46.82,,
2007-05-11,46.99,,
2007-05-14,46.95,,
2007-05-15,46.33,,
2007-05-16,46.34,,
2007-05-17,46.27,,
2007-05-18,46.39,,
2007-05-21,46.76,,
2007-05-22,46.8,,
2007-05-23,47.22,,
2007-05-24,46.49,,
2007-05-25,46.37,,
2007-05-29,46.73,,
2007-05-30,46.91,,
2007-05-31,47.16,,
2007-06-01,45.98,,
2007-06-04,46.99,,
2007-06-05,47.34,,
2007-06-06,47.78,,
2007-06-07,47.99,,
2007-06-08,49.07,,
2007-06-11,49.04,,
2007-06-12,48.61,,
2007-06-13,49.28,,
2007-06-14,49.7,,
2007-06-15,49.88,,
2007-06-18,50.21,,
2007-06-19,52.5,,
2007-06-20,51.95,,
2007-06-21,52.0,,
2007-06-22,51.38,,
2007-06-25,50.67,,
2007-06-26,50.48,,
2007-06-27,50.52,,
2007-06-28,51.6,,
2007-06-29,51.54,,
2007-07-02,52.36,,
2007-07-03,53.12,,
2007-07-05,52.46,,
2007-07-06,52.82,,
2007-07-09,53.29,,
2007-07-10,52.67,,
2007-07-11,53.1,,
2007-07-12,54.44,,
2007-07-13,54.23,,
2007-07-16,53.92,,
2007-07-17,54.35,,
2007-07-18,54.09,,
2007-07-19,55.05,,
2007-07-20,55.54,,
2007-07-23,54.93,,
2007-07-24,53.48,,
2007-07-25,53.76,,
2007-07-26,52.43,,
2007-07-27,51.57,,
2007-07-30,52.55,,
2007-07-31,51.85,,
2007-08-01,52.01,,
2007-08-02,52.6,,
2007-08-03,51.68,,
2007-08-06,52.09,,
2007-08-07,52.87,,
2007-08-08,52.6,,
2007-08-09,51.71,,
2007-08-10,55.06,,
2007-08-13,55.15,,
2007-08-14,53.93,,
2007-08-15,52.47,,
2007-08-16,53.55,,
2007-08-17,54.42,,
2007-08-20,54.86,,
2007-08-21,54.26,,
2007-08-22,55.95,,
2007-08-23,55.23,,
2007-08-24,55.7,,
2007-08-27,55.25,,
2007-08-28,53.55,,
2007-08-29,55.5,,
2007-08-30,55.95,,
2007-08-31,57.47,,
2007-09-04,58.19,,
2007-09-05,56.72,,
2007-09-06,57.08,,
2007-09-07,55.54,,
2007-09-10,55.38,,
2007-09-11,56.86,,
2007-09-12,55.86,,
2007-09-13,55.09,,
2007-09-14,54.83,,
2007-09-17,54.26,,
2007-09-18,55.63,,
2007-09-19,55.53,,
2007-09-20,54.75,,
2007-09-21,54.85,,
2007-09-24,53.7,,
2007-09-25,54.5,,
2007-09-26,54.35,,
2007-09-27,54.63,,
2007-09-28,54.6,,
2007-10-01,56.4,,
2007-10-02,56.02,,
2007-10-03,55.44,,
2007-10-04,55.54,,
2007-10-05,57.64,,
2007-10-08,57.44,,
2007-10-09,57.04,,
2007-10-10,57.12,,
2007-10-11,56.23,,
2007-10-12,57.45,,
2007-10-15,57.52,,
2007-10-16,56.44,,
2007-10-17,56.48,,
2007-10-18,56.4,,
2007-10-19,54.5,,
2007-10-22,55.92,,
2007-10-23,56.57,,
2007-10-24,57.45,,
2007-10-25,56.69,,
2007-10-26,57.16,,
2007-10-29,58.01,,
2007-10-30,57.35,,
2007-10-31,57.22,,
2007-11-01,56.85,,
2007-11-02,58.82,,
2007-11-05,59.24,,
2007-11-06,62.19,,
2007-11-07,61.34,,
2007-11-08,60.5,,
2007-11-09,58.96,,
2007-11-12,56.62,,
2007-11-13,57.84,,
2007-11-14,57.82,,
2007-11-15,59.43,,
2007-11-16,59.02,,
2007-11-19,58.48,,
2007-11-20,57.42,,
2007-11-21,57.02,,
2007-11-23,57.31,,
2007-11-26,56.71,,
2007-11-27,57.45,,
2007-11-28,59.51,,
2007-11-29,59.55,,
2007-11-30,59.31,,
2007-12-03,58.32,,
2007-12-04,57.92,,
2007-12-05,58.37,,
2007-12-06,59.46,,
2007-12-07,60.06,,
2007-12-10,59.62,,
2007-12-11,57.12,,
2007-12-12,58.61,,
2007-12-13,57.97,,
2007-12-14,57.32,,
2007-12-17,56.98,,
2007-12-18,57.74,,
2007-12-19,57.18,,
2007-12-20,57.93,,
2007-12-21,58.68,,
2007-12-24,59.67,,
2007-12-26,59.88,,
2007-12-27,58.95,,
2007-12-28,59.23,,
2007-12-31,59.22,,
2008-01-02,58.45,,
2008-01-03,58.73,,
2008-01-04,57.23,,
2008-01-07,54.85,,
2008-01-08,53.69,,
2008-01-09,52.73,,
2008-01-10,47.07,,
2008-01-11,48.31,,
2008-01-14,48.37,,
2008-01-15,47.94,,
2008-01-16,47.22,,
2008-01-17,46.27,,
2008-01-18,46.42,,
2008-01-22,44.68,,
2008-01-23,44.19,,
2008-01-24,45.29,,
2008-01-25,45.31,,
2008-01-28,45.85,,
2008-01-29,46.64,,
2008-01-30,46.53,,
2008-01-31,51.59,,
2008-02-01,51.25,,
2008-02-04,51.43,,
2008-02-05,51.05,,
2008-02-06,50.6,,
2008-02-07,50.51,,
2008-02-08,51.79,,
2008-02-11,52.33,,
2008-02-12,52.0,,
2008-02-13,52.95,,
2008-02-14,51.59,,
2008-02-15,50.85,,
2008-02-19,51.05,,
2008-02-20,51.07,,
2008-02-21,50.53,,
2008-02-22,50.54,,
2008-02-25,51.34,,
2008-02-26,50.75,,
2008-02-27,51.6,,
2008-02-28,50.95,,
2008-02-29,46.13,,
2008-03-03,45.62,,
2008-03-04,44.97,,
2008-03-05,44.85,,
2008-03-06,45.21,,
2008-03-07,44.88,,
2008-03-10,43.34,,
2008-03-11,45.31,,
2008-03-12,45.7,,
2008-03-13,45.7,,
2008-03-14,44.26,,
2008-03-17,43.51,,
2008-03-18,44.79,,
2008-03-19,43.43,,
2008-03-20,44.11,,
2008-03-24,46.17,,
2008-03-25,46.35,,
2008-03-26,46.39,,
2008-03-27,45.93,,
2008-03-28,45.61,,
2008-03-31,45.85,,
2008-04-01,47.45,,
2008-04-02,47.91,,
2008-04-03,46.64,,
2008-04-04,48.07,,
2008-04-07,47.83,,
2008-04-08,47.83,,
2008-04-09,47.37,,
2008-04-10,47.41,,
2008-04-11,46.0,,
2008-04-14,46.0,,
2008-04-15,46.3,,
2008-04-16,47.24,,
2008-04-17,47.36,,
2008-04-18,48.01,,
2008-04-21,49.49,,
2008-04-22,49.0,,
2008-04-23,48.78,,
2008-04-24,49.08,,
2008-04-25,49.61,,
2008-04-28,48.81,,
2008-04-29,49.79,,
2008-04-30,51.05,,
2008-05-01,50.84,,
2008-05-02,49.91,,
2008-05-05,50.15,,
2008-05-06,50.76,,
2008-05-07,50.42,,
2008-05-08,51.41,,
2008-05-09,53.79,,
2008-05-12,54.17,,
2008-05-13,55.63,,
2008-05-14,56.82,,
2008-05-15,56.82,,
2008-05-16,60.33,,
2008-05-19,58.26,,
2008-05-20,59.1,,
2008-05-21,58.76,,
2008-05-22,60.14,,
2008-05-23,59.45,,
2008-05-27,59.99,,
2008-05-28,60.08,,
2008-05-29,58.54,,
2008-05-30,62.15,,
2008-06-02,52.53,,
2008-06-03,51.94,,
2008-06-04,52.6,,
2008-06-05,54.02,,
2008-06-06,54.03,,
2008-06-09,53.37,,
2008-06-10,52.58,,
2008-06-11,51.2,,
2008-06-12,51.71,,
2008-06-13,52.73,,
2008-06-16,53.98,,
2008-06-17,53.36,,
2008-06-18,52.87,,
2008-06-19,53.13,,
2008-06-20,51.52,,
2008-06-23,50.31,,
2008-06-24,48.9,,
2008-06-25,50.42,,
2008-06-26,48.68,,
2008-06-27,48.35,,
2008-06-30,47.7,,
2008-07-01,45.97,,
2008-07-02,45.47,,
2008-07-03,46.83,,
2008-07-07,46.08,,
2008-07-08,47.73,,
2008-07-09,46.65,,
2008-07-10,46.13,,
2008-07-11,45.48,,
2008-07-14,45.33,,
2008-07-15,45.0,,
2008-07-16,46.38,,
2008-07-17,47.52,,
2008-07-18,47.47,,
2008-07-21,47.32,,
2008-07-22,47.79,,
2008-07-23,48.4,,
2008-07-24,48.04,,
2008-07-25,48.32,,
2008-07-28,47.35,,
2008-07-29,48.33,,
2008-07-30,48.52,,
2008-07-31,45.49,,
2008-08-01,45.89,,
2008-08-04,44.86,,
2008-08-05,45.97,,
2008-08-06,46.13,,
2008-08-07,45.98,,
2008-08-08,46.48,,
2008-08-11,48.01,,
2008-08-12,48.44,,
2008-08-13,49.38,,
2008-08-14,49.79,,
2008-08-15,50.93,,
2008-08-18,49.73,,
2008-08-19,49.64,,
2008-08-20,49.62,,
2008-08-21,49.1,,
2008-08-22,48.89,,
2008-08-25,48.27,,
2008-08-26,49.04,,
2008-08-27,49.27,,
2008-08-28,50.24,,
2008-08-29,49.47,,
2008-09-02,49.39,,
2008-09-03,48.28,,
2008-09-04,46.29,,
2008-09-05,46.68,,
2008-09-08,46.97,,
2008-09-09,44.42,,
2008-09-10,45.1,,
2008-09-11,45.82,,
2008-09-12,46.76,,
2008-09-15,43.08,,
2008-09-16,44.78,,
2008-09-17,43.24,,
2008-09-18,44.56,,
2008-09-19,45.36,,
2008-09-22,44.54,,
2008-09-23,45.13,,
2008-09-24,44.67,,
2008-09-25,45.24,,
2008-09-26,45.07,,
2008-09-29,41.98,,
2008-09-30,43.65,,
2008-10-01,42.87,,
2008-10-02,41.13,,
2008-10-03,40.58,,
2008-10-06,37.87,,
2008-10-07,34.84,,
2008-10-08,34.49,,
2008-10-09,33.63,,
2008-10-10,33.16,,
2008-10-13,36.43,,
2008-10-14,35.94,,
2008-10-15,31.98,,
2008-10-16,33.67,,
2008-10-17,33.65,,
2008-10-20,35.89,,
2008-10-21,33.44,,
2008-10-22,31.16,,
2008-10-23,31.6,,
2008-10-24,29.76,,
2008-10-27,29.52,,
2008-10-28,32.89,,
2008-10-29,32.57,,
2008-10-30,33.98,,
2008-10-31,33.97,,
2008-11-03,34.49,,
2008-11-04,35.64,,
2008-11-05,34.79,,
2008-11-06,32.6,,
2008-11-07,34.5,,
2008-11-10,34.26,,
2008-11-11,32.74,,
2008-11-12,31.75,,
2008-11-13,33.23,,
2008-11-14,31.22,,
2008-11-17,29.96,,
2008-11-18,29.82,,
2008-11-19,28.39,,
2008-11-20,27.03,,
2008-11-21,28.4,,
2008-11-24,30.71,,
2008-11-25,30.87,,
2008-11-26,32.5,,
2008-11-28,32.95,,
2008-12-01,30.24,,
2008-12-02,31.28,,
2008-12-03,31.95,,
2008-12-04,31.43,,
2008-12-05,31.17,,
2008-12-08,33.18,,
2008-12-09,33.94,,
2008-12-10,34.33,,
