BWA,dcf,Deviation
42.99,44.784470218264474,-0.04006902860564898
41.99,44.784470218264474,-0.0623981975145661
41.99,44.96447021826447,-0.06615156820098034
42.17,45.91518875192604,-0.08156753470318545
42.73,45.72518875192604,-0.06550413095451424
42.54,45.25518875192604,-0.059997291510810125
42.07,45.35518875192604,-0.07243247889220905
42.17,44.08518875192604,-0.04344290692965147
40.9,42.97518875192604,-0.04828806602584235
39.79,43.89518875192604,-0.09352252191297195
40.71,45.02518875192604,-0.09583943724703314
41.84,44.08518875192604,-0.050928414179194026
40.9,44.48518875192604,-0.0805928636589367
41.3,44.97518875192604,-0.08171591612872675
41.79,45.10518875192604,-0.07349905506790466
41.92,43.90518875192604,-0.04521535627924966
40.72,43.47518875192604,-0.06337381920633944
40.29,43.21518875192604,-0.06768890374904757
40.03,42.97518875192604,-0.06853230520817766
39.79,44.44518875192604,-0.10473999284622926
41.26,43.17518875192604,-0.044358549604270325
39.99,43.04518875192604,-0.0709763121154704
39.86,42.70518875192604,-0.06662395917399422
39.52,43.31518875192604,-0.08761796638268782
40.13,44.06518875192604,-0.08930379883494843
40.88,43.04518875192604,-0.05030036607352917
39.86,42.17518875192604,-0.05489456764601475
38.99,42.60518875192604,-0.08485325045679115
39.42,42.05518875192604,-0.06266025263779973
38.87,41.81518875192604,-0.07043346783387128
38.63,41.83518875192604,-0.07661465975287307
38.65,41.97518875192604,-0.07921795829383771
38.79,41.34518875192604,-0.061801356555833964
38.16,40.74518875192604,-0.0634477058792331
37.56,40.79518875192604,-0.07930319360940075
37.61,40.03518875192604,-0.06057642857520862
36.85,39.83518875192604,-0.07493848643510459
36.65,41.33518875192604,-0.11334625275438548
38.15,41.39518875192604,-0.07839531234834751
38.21,41.65518875192604,-0.08270731342603133
38.47,41.07518875192604,-0.06342487596734137
37.89,40.35518875192604,-0.061087280921425124
37.17,41.33518875192604,-0.10076617230233309
38.15,39.55518875192604,-0.035524764165298484
36.37,39.06518875192604,-0.06899208318283523
35.88,36.47518875192604,-0.016317633226630268
33.29,35.57518875192604,-0.06423546387515155
32.39,36.10518875192604,-0.10289902588385869
32.92,36.87518875192604,-0.10725880695917667
33.69,36.81518875192604,-0.08488857066534916
33.63,37.24518875192604,-0.09706458399245144
34.06,36.01518875192604,-0.0542878940714
32.83,36.19518875192604,-0.09297337209622847
33.01,35.46518875192604,-0.0692281315376535
32.28,34.76518875192604,-0.07148497796630993
31.58,35.78518875192604,-0.11751199025601655
32.6,36.15518875192604,-0.09833135642907265
32.97,37.47518875192604,-0.12021790688631284
34.29,37.15518875192604,-0.07711409491298893
33.97,35.90518875192604,-0.053897189213974905
32.72,35.93518875192604,-0.08947187599658057
32.75,35.23518875192604,-0.07053144427359404
32.05,35.24518875192604,-0.09065602611509449
32.06,35.28518875192604,-0.09140347171162555
32.1,35.44518875192604,-0.09437638420656647
32.26,35.97518875192604,-0.10327086196947721
32.79,36.48732794042116,-0.10133183625993092
32.62,36.99732794042116,-0.11831470498275476
33.13,37.44732794042116,-0.11529068101441153
33.58,36.49732794042116,-0.07993264452629123
32.63,35.99732794042116,-0.09354383041970193
32.13,35.66732794042116,-0.09917558013681105
31.8,35.57732794042116,-0.10617233387360592
31.71,35.45732794042116,-0.10568557074345197
31.59,36.217327940421164,-0.1277655808300736
32.35,35.63732794042116,-0.09224395122768314
31.77,35.85732794042116,-0.1139886370566281
31.99,36.11732794042116,-0.11427556178102571
32.25,36.51732794042116,-0.11685761749554624
32.65,35.86732794042116,-0.08970079805681186
32.0,35.25732794042116,-0.0923872604845577
31.39,34.13732794042116,-0.08047870487157005
30.27,34.93732794042116,-0.13359143974548904
31.07,35.36732794042116,-0.12150558695472624
31.5,37.52732794042116,-0.16061170009200276
33.66,37.44732794042116,-0.10113746824464531
33.58,37.41732794042116,-0.10255483626546658
33.55,36.83732794042116,-0.08923904431227814
32.97,35.73732794042116,-0.07743522249438073
31.87,36.83732794042116,-0.13484495803971086
32.97,37.76732794042116,-0.12702322886038053
33.9,38.88732794042116,-0.12825072342492105
35.02,38.53732794042116,-0.09127067517132881
34.67,38.85732794042116,-0.10776160282666547
34.99,39.52732794042116,-0.114789644958045
35.66,39.76732794042116,-0.10328398092460989
35.9,39.06732794042116,-0.08107357496400647
35.2,39.23732794042116,-0.1028950785474364
35.37,39.54732794042116,-0.10562857613830179
35.68,39.49732794042116,-0.09664775161953532
35.63,39.08732794042116,-0.08845137599814934
35.22,38.80732794042116,-0.09243944715618135
34.94,38.77732794042116,-0.09895802893683048
34.91,38.38732794042116,-0.09058530840745493
34.52,38.08732794042116,-0.09366180652004308
34.22,38.17732794042116,-0.10365649336687188
34.31,37.99732794042116,-0.09704176952134091
34.13,38.42732794042116,-0.11182999627462664
34.56,37.67732794042116,-0.08273750052951101
33.81,38.25732794042116,-0.11624774075562894
34.39,37.51732794042116,-0.0833568943232702
33.65,37.33732794042116,-0.09875714583285122
33.47,38.69732794042116,-0.1350824002233233
34.83,40.05732794042116,-0.13049617159177396
36.19,39.67732794042116,-0.0878922075009102
35.81,40.54732794042116,-0.11683452846466291
36.68,40.85732794042116,-0.10224182909153057
36.99,41.84732794042116,-0.1160725948222221
37.98,42.90732794042116,-0.11483651341008672
39.04,41.88732794042116,-0.06797587911243907
38.02,41.68732794042116,-0.0879722477214765
37.82,41.90732794042116,-0.09753253527001382
38.04,40.92732794042116,-0.0705476776940901
37.06,40.01732794042116,-0.07390118462742201
36.15,40.10732794042116,-0.09866845146851244
36.24,38.79732794042116,-0.06591505333429926
34.93,38.35732794042116,-0.08935262502499353
34.49,38.55732794042116,-0.10548780627915921
34.69,38.42732794042116,-0.09725703401016128
34.56,40.640530549640616,-0.14961740084110153
35.57,40.900530549640614,-0.13032912967158206
35.83,40.540530549640614,-0.11619311552602196
35.47,41.650530549640614,-0.14839019979047885
36.58,41.92053054964062,-0.12739654006326506
36.85,41.360530549640615,-0.10905398189288473
36.29,39.790530549640614,-0.08797396016807402
34.72,38.470530549640614,-0.09749100145112644
33.4,38.500530549640615,-0.13247948734275894
33.43,38.360530549640615,-0.12853134404020405
33.29,38.49053054964062,-0.1351119476758985
33.42,38.69053054964062,-0.13622275204725964
33.62,38.58053054964061,-0.1285760065755971
33.51,38.530530549640616,-0.1303000627819657
33.46,37.970530549640614,-0.11879029564108379
32.9,37.99053054964062,-0.13399472121056688
32.92,37.31053054964062,-0.11767537167018138
32.24,37.070530549640615,-0.13030648544865364
32.0,37.400530549640614,-0.14439716416516202
32.33,36.930530549640615,-0.12457255504241294
31.86,37.98053054964062,-0.1611491588207562
32.91,38.49053054964062,-0.14498450579795208
33.42,38.24053054964062,-0.1260581503539291
33.17,38.720530549640614,-0.14334851487958578
33.65,39.12053054964062,-0.1398378414806769
34.05,37.63053054964062,-0.0951496164774327
32.56,36.13053054964062,-0.09882308660635297
31.06,36.69053054964062,-0.15346004719181616
31.62,36.320530549640615,-0.12941800349574262
31.25,36.150530549640614,-0.13555902154496402
31.08,35.790530549640614,-0.13161387879140884
30.72,36.040530549640614,-0.14762631039274954
30.97,35.95053054964062,-0.13853844361944767
30.88,36.820530549640615,-0.16133745117093645
31.75,36.83053054964061,-0.1379434527230884
31.76,36.930530549640615,-0.1400069393178791
31.86,37.720530549640614,-0.15536712936548158
32.65,37.460530549640616,-0.1284159748689616
32.39,37.540530549640614,-0.13719919442347683
32.47,37.67053054964062,-0.13805302112184437
32.6,38.24053054964062,-0.1475013674906669
33.17,38.220530549640614,-0.13214182213093595
33.15,38.220530549640614,-0.13266510110462848
33.15,38.38053054964062,-0.13628082975235467
33.31,38.30053054964062,-0.13029925377071427
33.23,38.280530549640616,-0.1319347061580377
33.21,38.70053054964062,-0.1418722294413507
33.63,38.85053054964062,-0.13437475565411305
33.78,38.60053054964062,-0.12488249464450685
33.53,38.570530549640615,-0.13068346423582133
33.5,38.31053054964062,-0.12556679535950055
33.24,38.31053054964062,-0.13235344112685965
33.24,38.30053054964062,-0.13212690469344168
33.23,38.820530549640615,-0.14400963795412047
33.75,39.05053054964062,-0.13573517376166355
33.98,39.35053054964062,-0.13647924118496202
34.28,39.390530549640616,-0.12974007910861307
34.32,39.530530549640616,-0.13181028630762925
34.46,39.780530549640616,-0.13374709879752178
34.71,40.31053054964062,-0.13893467719914565
35.24,40.10053054964062,-0.12120863447489161
35.03,40.88053054964062,-0.14311288212212425
35.81,43.15073712482596,-0.1701184641085216
37.26,43.09073712482596,-0.13531300492575427
37.2,42.79073712482595,-0.1306529753978546
36.9,42.630737124825956,-0.13442735245337034
36.74,42.130737124825956,-0.12795259453576968
36.24,42.200737124825956,-0.14124722767743692
36.31,42.130737124825956,-0.13815891964054972
36.24,41.740737124825955,-0.13178342079527638
35.85,41.880737124825956,-0.14399787441303347
35.99,42.700737124825956,-0.1571574070304368
36.81,43.670737124825955,-0.15710147289741438
37.78,43.890737124825954,-0.13922612207325025
38.0,43.700737124825956,-0.13044945005258102
37.81,43.670737124825955,-0.1342028440709383
37.78,43.450737124825956,-0.13050957245063466
37.56,44.15073712482596,-0.1492780767440457
38.26,44.54073712482595,-0.14101107278992964
38.65,44.020737124825956,-0.12200470677255137
38.13,43.850737124825955,-0.1304593149378822
37.96,43.48073712482596,-0.12696972245380378
37.59,42.98073712482596,-0.1254221654963713
37.09,43.15073712482596,-0.14045500792474352
37.26,42.54073712482595,-0.12413365356906847
36.65,43.020737124825956,-0.14808526191313442
37.13,42.950737124825956,-0.13552123931911542
37.06,42.59073712482596,-0.1298577460309348
36.7,43.36073712482595,-0.15361217466509303
37.47,43.36073712482595,-0.13585417397005561
37.47,43.600737124825955,-0.14061085956583874
37.71,43.47073712482595,-0.132519885924272
37.58,43.460737124825954,-0.13531149064351045
37.57,43.950737124825956,-0.14517929714588884
38.06,44.29073712482595,-0.14067810854593976
38.4,43.72073712482595,-0.12169824835374699
37.83,43.08073712482596,-0.12188132040573052
37.19,43.11073712482595,-0.1373378772829289
37.22,42.280737124825954,-0.1196936824891458
36.39,42.560737124825955,-0.14498661305437122
36.67,43.310737124825955,-0.15332773269793754
37.42,43.100737124825955,-0.13180139143267355
37.21,43.43073712482595,-0.14323351470979395
37.54,43.22073712482595,-0.13143545211687158
37.33,43.65073712482596,-0.1448025289183742
37.76,44.48073712482596,-0.15109320481730337
38.59,44.65073712482596,-0.1357365525205667
38.76,45.640737124825954,-0.15075867653073527
39.75,45.630737124825956,-0.12887666286737387
39.74,45.530737124825954,-0.12718303042075096
39.64,45.450737124825956,-0.12784692817780574
39.56,45.86073712482595,-0.1373884834793715
39.97,45.770737124825956,-0.12673462323768536
39.88,45.18073712482595,-0.11732294473596128
39.29,44.880737124825956,-0.12456874559070952
38.99,45.11073712482595,-0.13568248968952235
39.22,44.450737124825956,-0.11767492426811899
38.56,44.100737124825955,-0.1256381975916422
38.21,43.90073712482596,-0.12962737068958763
38.01,44.58073712482596,-0.14738960251886168
38.69,44.79073712482595,-0.13620532986148437
38.9,44.560737124825955,-0.1270341895146122
38.67,44.31577017114915,-0.12739866980411196
38.35,43.62577017114914,-0.1209324248133995
37.66,43.19577017114914,-0.12815537607537641
37.23,42.95577017114915,-0.1332945527070264
36.99,42.575770171149145,-0.1311959865598452
36.61,42.255770171149145,-0.13360944903576488
36.29,42.23577017114914,-0.14077570142690665
36.27,43.325770171149145,-0.1628538891121113
37.36,43.66577017114914,-0.1444099152822339
37.7,43.365770171149144,-0.1306507447876143
37.4,41.87577017114914,-0.10688209799739479
35.91,43.005770171149145,-0.16499577017014844
37.04,41.77577017114914,-0.1133616484327492
35.81,41.38577017114915,-0.1347267466109916
35.42,42.31577017114915,-0.16295981718538288
36.35,42.34577017114914,-0.14159076920589708
36.38,42.645770171149145,-0.14692594707524076
36.68,43.545770171149144,-0.15766790078954662
37.58,44.74577017114915,-0.16014407940103892
38.78,44.935770171149144,-0.1369904231685214
38.97,45.55577017114914,-0.14456500562732155
39.59,45.045770171149144,-0.12111614809604132
39.08,44.77577017114914,-0.12720652597102977
38.81,44.84577017114914,-0.13458950862287034
38.88,45.63577017114915,-0.14803672964897463
39.67,45.645770171149145,-0.13091618672974403
39.68,46.27577017114914,-0.14253182922196517
40.31,47.02577017114914,-0.14281042387412812
41.06,46.84577017114914,-0.12350677873394034
40.88,47.075770171149145,-0.13161272027252524
41.11,46.925770171149146,-0.12393552945295705
40.96,47.63577017114915,-0.14014195943854735
41.67,47.90577017114914,-0.13016741300413504
41.94,47.575770171149145,-0.11845883210876085
41.61,48.63577017114915,-0.144456850306379
42.67,48.365770171149144,-0.11776448821126695
42.4,47.935770171149144,-0.11548307561105864
41.97,47.30577017114914,-0.11279322061229913
41.34,47.045770171149144,-0.12128125760067177
41.08,46.94577017114914,-0.12494778868819145
40.98,47.31577017114915,-0.13390398482855925
41.35,47.395770171149145,-0.12755927689997404
41.43,47.365770171149144,-0.12531771677523929
41.4,46.505770171149145,-0.10978788551096008
40.54,46.22577017114914,-0.12300000952061585
40.26,46.15577017114914,-0.12773636209052897
40.19,45.685770171149144,-0.12029500981510788
39.72,46.06577017114915,-0.13775456586468804
40.1,47.27577017114914,-0.15178536796272601
41.31,47.88577017114915,-0.13732200918240633
41.92,47.77577017114914,-0.12256778174735372
41.81,47.605770171149146,-0.12174511934819188
41.64,48.81577017114915,-0.14699696729132283
42.85,48.23577017114914,-0.11165510889614627
42.27,49.115770171149144,-0.13938028757961696
43.15,49.325770171149145,-0.12520372514652356
43.36,48.855770171149146,-0.1124896844711819
42.89,47.52577017114914,-0.0975422419132792
41.56,47.59577017114914,-0.12681316321692404
41.63,46.90577017114914,-0.11247593104001874
40.94,47.47577017114914,-0.1376653848392102
41.51,48.23577017114914,-0.13943532252693192
42.27,49.185770171149144,-0.14060510076562183
43.22,49.045770171149144,-0.1187823160044108
43.08,50.142942759148305,-0.14085616779760524
43.12,49.502942759148304,-0.12894067308692914
42.48,49.26294275914831,-0.13768854191904112
42.24,50.172942759148306,-0.15811196878026146
43.15,50.19294275914831,-0.1403173906926316
43.17,50.392942759148305,-0.14333242640085853
43.37,50.65294275914831,-0.1437812368331346
43.63,51.44294275914831,-0.15187589084333442
44.42,51.672942759148306,-0.14036248705545662
44.65,51.422942759148306,-0.1317105244418043
44.4,50.63294275914831,-0.12310054323323216
43.61,51.70294275914831,-0.15652770088635515
44.68,52.432942759148304,-0.1478639639732141
45.41,52.602942759148306,-0.136740311128266
45.58,52.852942759148306,-0.13760714880704417
45.83,52.822942759148305,-0.13238457370755274
45.8,53.102942759148306,-0.13752425722000494
46.08,53.642942759148305,-0.14098672388472788
46.62,53.282942759148305,-0.12504832530114574
46.26,53.782942759148305,-0.1398759973554753
46.76,54.242942759148306,-0.13795237460427567
47.22,54.742942759148306,-0.13742306094589918
47.72,56.37294275914831,-0.15349460815124993
49.35,55.752942759148304,-0.11484492911538136
48.73,55.422942759148306,-0.12076123038493025
48.4,54.95294275914831,-0.11924643941033364
47.93,54.172942759148306,-0.11524097531316124
47.15,55.242942759148306,-0.14649731449739078
48.22,54.90294275914831,-0.12172285169604602
47.88,55.81294275914831,-0.14213446500002036
48.79,56.94294275914831,-0.14317740468090712
49.92,56.26294275914831,-0.11273748666686922
49.24,55.182942759148304,-0.10769528520954186
48.16,55.102942759148306,-0.12599949134287614
48.08,54.742942759148306,-0.12171327340700622
47.72,55.37294275914831,-0.13820726112454895
48.35,55.032942759148305,-0.12143531536004182
48.01,56.40294275914831,-0.14880327778264746
49.38,56.23294275914831,-0.1218670484399188
49.21,55.852942759148306,-0.11893630722009252
48.83,54.40294275914831,-0.10243825933866735
47.38,55.37294275914831,-0.1443474440922281
48.35,55.94294275914831,-0.1357265525311795
48.92,55.31294275914831,-0.11557770099098486
48.29,55.422942759148306,-0.12870018090064184
48.4,56.782942759148305,-0.14763135462537702
49.76,56.66294275914831,-0.12182464275620097
49.64,55.90294275914831,-0.11203243425183373
48.88,56.26294275914831,-0.13122212236130937
49.24,56.76294275914831,-0.1325326417812589
49.74,56.79294275914831,-0.12418695733128227
49.77,56.172942759148306,-0.11398624399298574
49.15,56.56294275914831,-0.13105652566051051
49.54,57.252942759148304,-0.1347169662805826
50.23,57.26294275914831,-0.12281839563728558
50.24,57.602942759148306,-0.12782233695827883
50.58,57.602942759148306,-0.12191986073546468
50.58,57.45294275914831,-0.1196273407257964
50.43,57.62294275914831,-0.12482775808957358
50.6,58.182942759148304,-0.13032930958027233
51.16,58.112942759148304,-0.11964533938618616
51.09,58.02294275914831,-0.11948623129865654
51.0,57.782942759148305,-0.11738659256973227
50.76,57.72294275914831,-0.12062695396874545
50.7,58.70667218543046,-0.13638436462793602
50.77,59.086672185430466,-0.14075377539168943
51.15,58.846672185430464,-0.13079197003999898
50.91,59.67667218543046,-0.14690283262093107
51.74,58.74667218543046,-0.11926926113047398
50.81,57.096672185430464,-0.11010575476296591
49.16,56.92667218543046,-0.13643292128743523
48.99,58.67667218543046,-0.1650855753171987
50.74,59.38667218543046,-0.14559954055738078
51.45,59.43667218543046,-0.13437280203901136
51.5,58.85667218543046,-0.12499300270074654
50.92,59.986672185430464,-0.15114477691650596
52.05,60.266672185430465,-0.13633857466277788
52.33,60.766672185430465,-0.13883715994329637
52.83,60.766672185430465,-0.13060896540807088
52.83,61.21667218543046,-0.13699980554360303
53.28,60.836672185430466,-0.12421245137139802
52.9,61.266672185430465,-0.13656155764601996
53.33,61.06667218543046,-0.12669221866123415
53.13,60.99667218543046,-0.12896887491690856
53.06,60.38667218543046,-0.12132929204862153
52.45,58.336672185430466,-0.10090860456899109
50.4,59.49667218543046,-0.15289379811158677
51.56,59.25667218543046,-0.12988701358971777
51.32,59.43667218543046,-0.13656000389974854
51.5,59.406672185430466,-0.13309400938586124
51.47,59.976672185430466,-0.1418330139946795
52.04,58.476672185430466,-0.11007247753462568
50.54,58.56667218543046,-0.137051874144682
50.63,58.476672185430466,-0.1341846567559204
50.54,58.14667218543046,-0.13081870207761315
50.21,58.376672185430465,-0.1398961585115619
50.44,58.986672185430464,-0.14489158090768628
51.05,60.096672185430464,-0.1505353267734465
52.16,59.85667218543046,-0.1285850332872981
51.92,59.016672185430465,-0.12024859963524726
51.08,59.196672185430465,-0.1371136566597091
51.26,61.016672185430465,-0.15990174219563813
53.08,61.016672185430465,-0.1300738290234973
53.08,60.81667218543046,-0.12721301425111353
52.88,60.75667218543046,-0.12964291660660265
52.82,61.306672185430465,-0.13842982962378636
53.37,61.516672185430465,-0.1324303135396182
53.58,60.946672185430465,-0.12087078623451897
53.01,60.226672185430466,-0.11982518581154922
52.29,60.086672185430466,-0.12975709757014908
52.15,60.696672185430465,-0.14080956793347887
52.76,61.476672185430466,-0.1417882893715945
53.54,61.89667218543046,-0.13501003996459593
53.96,62.416672185430464,-0.13548739286046796
54.48,61.03667218543046,-0.10742184904037988
53.1,61.31667218543046,-0.13400388332527347
53.38,61.726672185430466,-0.1352198634709576
53.79,62.63667218543046,-0.14123790228255828
54.7,63.32667218543046,-0.13622494105122407
55.39,63.79667218543047,-0.13177289500298317
55.86,62.52667218543046,-0.10662125381724519
54.59,62.95667218543046,-0.13289571851554582
55.02,63.766672185430465,-0.1371668284648061
55.83,63.78667218543046,-0.12473878810137784
55.85,63.68667218543046,-0.12305042666718657
55.75,63.766672185430465,-0.12571884200132577
55.83,63.89667218543046,-0.12624557601404796
55.96,63.846672185430464,-0.12352518800862677
55.91,58.999013473849836,-0.0523570360243224
54.94,58.94901347384984,-0.06800815208940292
54.89,59.05901347384984,-0.07059063856012082
55.0,60.43901347384984,-0.08999176461083602
56.38,60.33901347384984,-0.06561283066992174
56.28,60.359013473849835,-0.0675791938782605
56.3,60.80901347384984,-0.0741504131749956
56.75,59.62901347384984,-0.04828209131973016
55.57,60.83901347384984,-0.08660583354321805
56.78,60.01901347384984,-0.053966456400704854
55.96,60.98901347384984,-0.0824576950405358
56.93,59.86901347384984,-0.04909072829692729
55.81,60.16901347384984,-0.07244615163491608
56.11,60.80901347384984,-0.07727494996889883
56.75,59.69901347384984,-0.04939802690611639
55.64,57.76901347384984,-0.036853900487907265
53.71,57.73901347384984,-0.06977974217856331
53.68,58.05901347384984,-0.07542349089038813
54.0,58.00901347384984,-0.0691101819143517
53.95,58.27901347384984,-0.07428082968137906
54.22,57.75901347384984,-0.06127205540745806
53.7,55.37901347384984,-0.030318587647695683
51.32,56.23901347384984,-0.087466211976444
52.18,56.499013473849836,-0.07644405111336783
52.44,57.499013473849836,-0.08798435256894699
53.44,57.96901347384984,-0.07812817921928084
53.91,57.959013473849836,-0.06985994466031908
53.9,58.72901347384984,-0.08222534635287293
54.67,59.499013473849836,-0.08116123599212643
55.44,60.98901347384984,-0.09098382081928713
56.93,62.01901347384984,-0.08205569854792372
57.96,62.15901347384984,-0.06755276892572237
58.1,63.32901347384984,-0.08256900253166
59.27,64.47901347384983,-0.080786184422043
60.42,65.21901347384984,-0.07358304301511776
61.16,65.35901347384984,-0.06424536189686936
61.3,65.06901347384984,-0.057923322832680424
61.01,64.92901347384984,-0.06035843245066741
60.87,65.44901347384983,-0.06996306331919544
61.39,65.50901347384983,-0.06287704936197946
61.45,64.85901347384984,-0.05256036580365664
60.8,66.07901347384984,-0.07988941112050596
62.02,65.50901347384983,-0.0532600521490465
61.45,65.90901347384984,-0.06765407701966286
61.85,65.36901347384983,-0.053833051576609336
61.31,65.61901347384983,-0.0656671480677935
61.56,65.20901347384984,-0.05595872839439853
61.15,65.43901347384984,-0.06554214750752285
61.38,64.75901347384983,-0.05217827283941412
60.7,65.18901347384984,-0.06886150341346364
61.13,65.41901347384984,-0.06556218515224632
61.36,66.22901347384983,-0.0735178318150902
62.17,65.45901347384984,-0.050245387140821496
61.4,66.47901347384983,-0.07640025337992884
62.42,65.79901347384984,-0.05135355828993915
61.74,64.78901347384983,-0.047060655971872145
60.73,63.93901347384984,-0.05018866103028452
59.88,64.10901347384984,-0.06596597334281018
60.05,63.69901347384984,-0.05728524312778971
59.64,64.07901347384984,-0.06927406077594134
60.02,65.52901347384984,-0.08406983688299041
61.47,66.59378917441035,-0.07694094656471717
63.07,67.12378917441033,-0.06039273444288462
63.6,66.72378917441034,-0.046816723286578044
63.2,65.62378917441033,-0.03693461174527046
62.1,63.78378917441034,-0.026398387367771226
60.26,64.02378917441034,-0.058787354246672585
60.5,65.64378917441034,-0.07835911423004094
62.12,63.92378917441034,-0.028217807450194532
60.4,62.79378917441034,-0.03812143216523489
59.27,63.88378917441034,-0.07222159540058182
60.36,64.46378917441034,-0.06366037781780576
60.94,65.58378917441034,-0.07080696667374431
62.06,66.11378917441034,-0.061315335651331515
62.59,66.65378917441033,-0.06096861445906365
63.13,66.91378917441034,-0.05654722623087327
63.39,67.01378917441033,-0.05407527643272114
63.49,67.27378917441034,-0.05624462693190502
63.75,65.16378917441034,-0.02169593254662261
61.64,64.84378917441035,-0.04940780320214033
61.32,64.67378917441035,-0.05185700756400624
61.15,65.66378917441034,-0.06874091841427565
62.14,64.18378917441034,-0.031842762801937874
60.66,64.17378917441035,-0.054754273039116286
60.65,64.02378917441034,-0.052695868487565356
60.5,63.68378917441034,-0.04999371450230328
60.16,63.45378917441034,-0.051908470987555466
59.93,63.34378917441034,-0.05389303701126624
59.82,62.64378917441034,-0.04507692161705701
59.12,64.63378917441034,-0.08530815297756589
61.11,64.36378917441034,-0.05055310161422222
60.84,63.87378917441034,-0.04749662128430232
60.35,62.58378917441034,-0.03569277609869792
59.06,63.24378917441034,-0.06615336033823827
59.72,63.49378917441034,-0.05943556406822981
59.97,62.91378917441034,-0.04679084208788531
59.39,64.00378917441034,-0.07208618792612054
60.48,64.58378917441034,-0.06354209356357132
61.06,65.69378917441034,-0.0705361835973276
62.17,65.88378917441034,-0.05636878541668333
62.36,66.15378917441033,-0.05734802528708138
62.63,66.36378917441034,-0.05626244704921213
62.84,66.41378917441034,-0.053810951292436404
62.89,66.83378917441034,-0.05900891185622559
63.31,67.32378917441034,-0.0596191810299348
63.8,67.91378917441034,-0.060573695333736466
64.39,68.67378917441035,-0.06237880894457182
65.15,69.68378917441034,-0.06506232264526812
66.16,69.43378917441034,-0.047149798582746594
65.91,69.59378917441033,-0.05293272888444578
66.07,69.60378917441034,-0.05077006893339553
66.08,67.99378917441034,-0.028146529229328476
64.47,68.64378917441034,-0.06080359526490542
65.12,68.66378917441034,-0.05161074296976076
65.14,68.59378917441033,-0.05035133961805982
65.07,68.47378917441034,-0.04970937369539341
64.95,68.61378917441034,-0.05339727215905976
65.09,68.18378917441034,-0.045374262883756566
64.66,68.12378917441033,-0.05084551544163751
64.6,67.21378917441034,-0.038887692637412985
63.69,68.05378917441034,-0.06412264808983215
64.53,68.58378917441034,-0.05910710421819143
65.06,68.88378917441034,-0.05551072640224086
65.36,68.71378917441034,-0.048808095357653736
65.19,69.44123468947578,-0.06122060917387573
66.08,69.98123468947578,-0.055746868525348825
66.62,70.37123468947578,-0.05330636453983928
67.01,70.09123468947577,-0.043960342589576484
66.73,69.92123468947577,-0.04564042245032174
66.56,70.74123468947576,-0.05910604625194371
67.38,69.51123468947578,-0.030660291088146385
66.15,69.55123468947578,-0.04890257814489141
66.19,69.26123468947578,-0.04434276552021188
65.9,68.73123468947578,-0.04119283906752369
65.37,68.54123468947579,-0.04626754542492517
65.18,67.52123468947578,-0.0346740503227303
64.16,68.54123468947579,-0.06392115212579486
65.18,68.19123468947578,-0.044158676744718184
64.83,69.06123468947577,-0.0612678691381775
65.7,68.83123468947578,-0.04549147932042741
65.47,68.92123468947577,-0.05007505604078755
65.56,69.20123468947577,-0.052618059573863785
65.84,68.85123468947576,-0.04373537675913364
65.49,67.89123468947577,-0.03536884695732312
64.53,67.86123468947576,-0.0490889195388069
64.5,65.61123468947576,-0.01693665261345878
62.25,64.27123468947578,-0.03144851190803011
60.91,65.38123468947578,-0.06838712530761526
62.02,64.75123468947577,-0.042180426405362126
61.39,64.14123468947577,-0.042893385242663284
60.78,64.12123468947577,-0.05210808409502077
60.76,65.28123468947577,-0.06925779990194725
61.92,65.20123468947577,-0.05032473242420665
61.84,65.02123468947578,-0.048926088602723516
61.66,65.59123468947577,-0.05993536648741493
62.23,65.78123468947577,-0.05398552803454637
62.42,65.52123468947578,-0.047331749839169324
62.16,65.78123468947577,-0.05504966129884947
62.42,66.25123468947577,-0.05782887983043683
62.89,67.08123468947578,-0.06247998727031978
63.72,66.07123468947577,-0.03558635918529751
62.71,65.59123468947577,-0.04392712994527703
62.23,65.77123468947578,-0.05384169395929583
62.41,65.18123468947577,-0.04251583607886489
61.82,65.33123468947578,-0.0537451145101564
61.97,65.31123468947577,-0.05115865142286424
61.95,65.55123468947578,-0.05493770951127408
62.19,66.05123468947578,-0.05845817580289692
62.69,66.13123468947578,-0.052036450032036385
62.77,66.41123468947578,-0.05482859498850423
63.05,66.55123468947578,-0.052609612816536644
63.19,65.89123468947577,-0.040995357003185906
62.53,65.18123468947577,-0.04067481541437945
61.82,64.70123468947577,-0.04453137105194105
61.34,64.55123468947578,-0.04974706843212906
61.19,63.56123468947577,-0.037306303143107344
60.2,62.05123468947577,-0.029833970246360697
58.69,61.71123468947577,-0.04895761208924598
58.35,61.15123468947577,-0.045808309573802664
57.79,61.70123468947577,-0.06338989339775558
58.34,61.16123468947577,-0.04612782432858942
57.8,60.21123468947577,-0.040046258840415905
56.85,59.68123468947577,-0.047439278094811854
56.32,60.19123468947577,-0.06431558863092468
56.83,59.68123468947577,-0.047774391805244676
56.32,59.68123468947577,-0.05631979142128063
56.32,57.671234689475774,-0.02342995943734072
54.31,55.97123468947577,-0.029680150861280397
52.61,56.755029970945195,-0.07303370244130214
53.34,57.4450299709452,-0.07146014151305091
54.03,57.6750299709452,-0.063199446498449
54.26,57.475029970945194,-0.05593785636250137
54.06,55.935029970945195,-0.033521569076107705
