BWA,dcf,Deviation
20.67,21.32806630022293,-0.030854475551590377
19.32,21.388066300222928,-0.09669253270462197
19.38,22.64806630022293,-0.14429780701369466
20.64,22.48806630022293,-0.0821798671148799
20.48,23.05806630022293,-0.11180756732397823
21.05,22.60806630022293,-0.06891638937769595
20.6,22.71806630022293,-0.09323268416564767
20.71,22.55806630022293,-0.0819248545343918
20.55,22.14806630022293,-0.07215376180298161
20.14,22.91806630022293,-0.1212173079452129
20.91,22.80806630022293,-0.08321908026917557
20.8,23.138066300222928,-0.1010484744008362
21.13,23.09806630022293,-0.08520480782427808
21.09,23.10806630022293,-0.08733168210632414
21.1,22.67806630022293,-0.06958557574229407
20.67,22.58806630022293,-0.08491502879128698
20.58,22.59806630022293,-0.08930260994070194
20.59,22.83806630022293,-0.0984350544687308
20.83,22.80806630022293,-0.08672661128679715
20.8,23.06806630022293,-0.0983206078353005
21.06,23.21806630022293,-0.09294771891499898
21.21,23.138066300222928,-0.0833287568289296
21.13,23.60806630022293,-0.10496693243357802
21.6,23.87806630022293,-0.09540413664910796
21.87,23.35806630022293,-0.06370674186367586
21.35,23.39806630022293,-0.08753143417682407
21.39,23.50806630022293,-0.0900995544751736
21.5,23.55806630022293,-0.08736142746161868
21.55,24.55806630022293,-0.12248791348020849
22.55,24.98806630022293,-0.09756922648317035
22.98,24.888066300222928,-0.0766659119758869
22.88,26.077912864692188,-0.12262917209996338
23.75,26.35791286469219,-0.0989423130002689
24.03,26.12791286469219,-0.08029393222323511
23.8,25.987912864692188,-0.0841896336994703
23.66,26.53791286469219,-0.10844533552301905
24.21,26.53791286469219,-0.08772026935808497
24.21,26.827912864692188,-0.09758168210459572
24.5,26.717912864692188,-0.08301220517951335
24.39,26.38791286469219,-0.07571318258237303
24.06,25.88791286469219,-0.07060873830370584
23.56,25.827912864692188,-0.08780859981111822
23.5,25.74791286469219,-0.08730466335291687
23.42,25.937912864692187,-0.09707461343659907
23.61,26.13791286469219,-0.09671441165858974
23.81,26.007912864692187,-0.08450939051230177
23.68,25.737912864692188,-0.07995647803731887
23.41,26.24791286469219,-0.10811956285140123
23.92,26.19791286469219,-0.0869501657043148
23.87,25.987912864692188,-0.08149607379858637
23.66,26.81791286469219,-0.1177538640171294
24.49,28.057912864692188,-0.12716244725323167
25.73,27.78791286469219,-0.07405784215290989
25.46,28.757912864692187,-0.11467844972648311
26.43,28.507912864692187,-0.0728889861055293
26.18,28.24791286469219,-0.07320586390214079
25.92,28.20791286469219,-0.08110890286944861
25.88,28.27791286469219,-0.08479808521109866
25.95,27.52791286469219,-0.05732046858939499
25.2,27.717912864692188,-0.0908406371354018
25.39,26.90791286469219,-0.056411393641903396
24.58,27.10791286469219,-0.09325368859307404
24.78,27.327912864692188,-0.0932348136979061
25.0,27.217912864692188,-0.08148724980192457
24.89,27.327912864692188,-0.08920962521956755
25.0,27.11791286469219,-0.07810014270861287
24.79,26.12791286469219,-0.05120626632600911
23.8,26.35791286469219,-0.09704534944869048
24.03,25.88791286469219,-0.07176758027589569
23.56,25.94791286469219,-0.09202716523460608
23.62,25.687912864692187,-0.08050139673023082
23.36,26.15791286469219,-0.10696238951345383
23.83,27.057912864692188,-0.11929644687799579
24.73,26.74791286469219,-0.0754418812002291
24.42,26.47791286469219,-0.07772186860832131
24.15,26.61791286469219,-0.09271624252575417
24.29,26.36791286469219,-0.07880460146220403
24.04,26.72791286469219,-0.10056575978451898
24.4,27.327912864692188,-0.10714001025943942
25.0,27.077912864692188,-0.07673829497404316
24.75,27.60791286469219,-0.10351788918992055
25.28,26.65791286469219,-0.051688700150160805
24.33,26.687912864692187,-0.08835134004846368
24.36,26.507912864692187,-0.0810291204613528
24.18,26.62791286469219,-0.09193033179622756
24.3,26.577912864692188,-0.08570698821570422
24.25,26.29791286469219,-0.0778735892551281
23.97,26.08791286469219,-0.08118368363452366
23.76,26.29791286469219,-0.09650624662688012
23.97,27.217912864692188,-0.11932997511008525
24.89,27.757912864692187,-0.10331875017664405
25.43,27.467912864692188,-0.07419249051542476
25.14,26.827912864692188,-0.06291629442831626
24.5,26.967912864692188,-0.09151293528255611
24.64,26.53791286469219,-0.0715170358109547
24.21,24.754242424242424,-0.021985824284787348
23.33,24.194242424242425,-0.035720995478513706
22.77,23.194242424242425,-0.018290850655204416
21.77,23.214242424242425,-0.062213635829623914
21.79,23.424242424242426,-0.06976714100905568
22.0,23.824242424242424,-0.07657084711269402
22.4,23.754242424242424,-0.0570105499496103
22.33,22.554242424242425,-0.00994236117642322
21.13,22.894242424242425,-0.07706052864952162
21.47,22.524242424242424,-0.04680478945244182
21.1,22.244242424242426,-0.051439936789908214
20.82,23.634242424242423,-0.11907478876309407
22.21,23.804242424242425,-0.06697303765562546
22.38,24.574242424242424,-0.08929033849189227
23.15,25.314242424242423,-0.08549505009756153
23.89,25.464242424242425,-0.0618216869763899
24.04,25.804242424242425,-0.0683702468468892
24.38,26.424242424242426,-0.07736238532110096
25.0,26.304242424242425,-0.049582968526796
24.88,25.884242424242423,-0.038797443161862843
24.46,26.734242424242424,-0.08506851954705685
25.31,26.894242424242425,-0.058906378519678726
25.47,26.044242424242423,-0.022048728271240048
24.62,24.904242424242423,-0.011413413803173289
23.48,24.104242424242425,-0.025897616413557256
22.68,24.324242424242424,-0.0675968605954902
22.9,24.094242424242424,-0.049565468928827516
22.67,24.694242424242425,-0.0819722423335092
23.27,24.834242424242426,-0.06298732200163515
23.41,24.934242424242424,-0.06113048867931403
23.51,24.694242424242425,-0.04795621602385536
23.27,24.464242424242425,-0.04881583510875498
23.04,24.294242424242423,-0.05162714697334447
22.87,24.404242424242423,-0.06286785705416331
22.98,24.304242424242425,-0.05448606054560867
22.88,24.724242424242423,-0.0745924745679617
23.3,24.224242424242423,-0.038153615211408476
22.8,24.174242424242426,-0.05684738326543404
22.75,24.474242424242423,-0.07045130935429944
23.05,24.204242424242423,-0.04768760798257243
22.78,22.984242424242424,-0.008886193439510581
21.56,22.824242424242424,-0.05539033457249076
21.4,22.554242424242425,-0.051176288812156634
21.13,22.504242424242424,-0.06106592696326618
21.08,22.424242424242426,-0.059945945945946044
21.0,22.074242424242424,-0.04866497357402699
20.65,21.634242424242423,-0.04549465633885674
20.21,22.194242424242425,-0.08940347619502742
20.77,22.164242424242424,-0.06290503404336767
20.74,22.684242424242424,-0.08570894226401993
21.26,22.254242424242424,-0.04467653426653406
20.83,21.974242424242423,-0.05207198510652966
20.55,22.974242424242423,-0.1055200158280023
21.55,22.214242424242425,-0.029901646500334222
20.79,22.884242424242423,-0.09151460578934822
21.46,23.274242424242424,-0.07795065425428027
21.85,23.254242424242424,-0.060386504906240535
21.83,22.834242424242426,-0.04397966902445838
21.41,22.424242424242426,-0.04522972972972983
21.0,22.344242424242424,-0.06016057285450793
20.92,22.934242424242424,-0.08782685675779223
21.51,24.263571826515626,-0.11348583985093563
22.55,24.123571826515626,-0.06522963671515758
22.41,24.113571826515624,-0.07064784258308643
22.4,24.313571826515624,-0.0787038547922746
22.6,24.303571826515626,-0.07009553322763029
22.59,24.363571826515624,-0.07279605138132461
22.65,23.723571826515624,-0.04525338066149476
22.01,24.133571826515624,-0.0879924381596282
22.42,23.433571826515625,-0.04325298055368332
21.72,23.133571826515624,-0.06110478040815959
21.42,23.743571826515623,-0.09786109029816537
22.03,24.623571826515626,-0.1053288225115564
22.91,24.633571826515624,-0.06996840891179112
22.92,25.463571826515626,-0.09989061408372257
23.75,25.543571826515624,-0.07021617175143058
23.83,25.163571826515625,-0.052996126134621346
23.45,25.343571826515625,-0.07471605973608197
23.63,25.983571826515625,-0.09057922606752089
24.27,25.893571826515625,-0.06270173297810733
24.18,26.263571826515626,-0.07933314783985546
24.55,26.373571826515626,-0.06914390809523308
24.66,26.293571826515624,-0.06212818240495788
24.58,27.153571826515623,-0.09477839022277423
25.44,27.453571826515624,-0.07334462121139529
25.74,27.303571826515626,-0.05726620079051992
25.59,27.653571826515623,-0.07462225275857381
25.94,28.053571826515626,-0.07534056053845961
26.34,28.173571826515623,-0.06508126970219485
26.46,27.843571826515625,-0.04969088862363691
26.13,28.133571826515624,-0.07121640433253762
26.42,28.503571826515625,-0.07309862213750229
26.79,28.753571826515625,-0.0682896663538991
27.04,29.213571826515626,-0.0744028097427919
27.5,29.353571826515626,-0.06314638087216562
27.64,29.263571826515626,-0.055480986263081955
27.55,28.673571826515623,-0.03918492726729672
26.96,28.243571826515623,-0.04544651202050087
26.53,27.843571826515625,-0.047176843355445475
26.13,27.823571826515625,-0.06086823924244211
26.11,27.273571826515624,-0.04266297916228157
25.56,27.213571826515626,-0.06076276341294029
25.5,27.293571826515624,-0.06571407501795623
25.58,27.573571826515625,-0.07230009369328583
25.86,27.113571826515624,-0.04623410867946576
25.4,27.163571826515625,-0.06492415054172374
25.45,26.803571826515626,-0.05049968098567359
25.09,27.023571826515624,-0.07155130487297012
25.31,25.893571826515625,-0.022537324337696618
24.18,25.583571826515623,-0.05486223096733178
23.87,25.383571826515624,-0.05962800810146618
23.67,24.873571826515626,-0.048387575170551034
23.16,25.333571826515623,-0.08579808016809665
23.62,26.453571826515624,-0.10711490475079832
24.74,26.353571826515626,-0.06122782282180561
24.64,26.293571826515624,-0.06288882459278833
24.58,25.963571826515626,-0.05328896331215249
24.25,27.093571826515625,-0.10495374492235499
25.38,26.013571826515626,-0.024355433799745585
24.3,25.723571826515624,-0.055341141429209206
24.01,25.263571826515626,-0.04961973845677381
23.55,25.073571826515625,-0.06076405216844405
23.36,23.603571826515626,-0.010319278298465129
21.89,23.963571826515626,-0.08653016509922884
22.25,23.903571826515623,-0.06917676732651967
22.19,24.44992062553831,-0.0924305914996627
22.55,23.30992062553831,-0.03260073844720612
21.41,21.89992062553831,-0.02237088590024372
20.0,21.04992062553831,-0.04987765247269005
19.15,22.11992062553831,-0.13426452453493087
20.22,21.77992062553831,-0.07162196099600138
19.88,21.79992062553831,-0.0880700741308732
19.9,21.229920625538313,-0.06264369278604365
19.33,20.78992062553831,-0.070222520414289
18.89,20.479920625538313,-0.07763314392711529
18.58,21.70992062553831,-0.14417006305663094
19.81,23.26992062553831,-0.1486863956785961
21.37,22.71992062553831,-0.05941572806468931
20.82,22.999920625538312,-0.09477948472212572
21.1,23.18992062553831,-0.09012193958252479
21.29,23.819920625538312,-0.10621028782211317
21.92,22.429920625538312,-0.022733946947530614
20.53,22.569920625538312,-0.09038226847949571
20.67,21.229920625538313,-0.02637412713002607
19.33,22.319920625538312,-0.1339574936533271
20.42,22.10992062553831,-0.07643268622078847
20.21,22.05992062553831,-0.08385889763341647
20.16,21.98992062553831,-0.08321633609778045
20.09,21.929920625538312,-0.0839000129984806
20.03,23.069920625538312,-0.13176987796711925
21.17,22.57992062553831,-0.06244134551755964
20.68,21.999920625538312,-0.05999660853349176
20.1,23.55992062553831,-0.14685620892066376
21.66,23.57992062553831,-0.08142184428979515
21.68,23.089920625538312,-0.06106216857146263
21.19,22.71992062553831,-0.0673382909541772
20.82,23.44992062553831,-0.11215051289658429
21.55,23.14992062553831,-0.06911127910189574
21.25,22.44992062553831,-0.053448769176195676
20.55,21.999920625538312,-0.06590572076224632
20.1,21.75992062553831,-0.07628339524318672
19.86,22.00992062553831,-0.09767961739233799
20.11,22.70992062553831,-0.11448391513154754
20.81,22.01992062553831,-0.05494663882371442
20.12,21.999920625538312,-0.08545124582658858
20.1,21.87992062553831,-0.08134950103341698
19.98,22.659920625538312,-0.11826699086129955
20.76,22.569920625538312,-0.08019171425398586
20.67,22.36992062553831,-0.07599135705459847
20.47,21.839920625538312,-0.06272553133441383
19.94,21.64992062553831,-0.07898045702399858
19.75,21.39992062553831,-0.07709938061963295
19.5,21.53992062553831,-0.09470418489470789
19.64,20.82992062553831,-0.0571255477603414
18.93,21.26992062553831,-0.11001078314927148
19.37,21.70992062553831,-0.10778116907464685
19.81,22.52992062553831,-0.12072482059502698
20.63,20.34992062553831,0.013763167906915674
18.45,20.819920625538312,-0.11382947457692516
18.92,19.85992062553831,-0.04732751168852334
17.96,20.29992062553831,-0.11526747659271985
18.4,20.999920625538312,-0.12380621202808317
19.1,19.95992062553831,-0.04308236699288559
18.06,19.43992062553831,-0.0709838611030903
17.54,18.319920625538312,-0.04257227099833005
16.42,18.05992062553831,-0.09080442043689374
16.16,18.12992062553831,-0.10865577771826673
16.23,17.679920625538312,-0.08200945333679432
15.78,18.28992062553831,-0.13722971667978134
16.39,16.63368010843782,-0.014649801297681897
15.49,15.393680108437819,0.006257106220453723
14.25,15.063680108437818,-0.05401602414419571
13.92,15.023680108437818,-0.07346270024865298
13.88,14.393680108437819,-0.03568789250336957
13.25,14.233680108437818,-0.06910933089290705
13.09,13.273680108437818,-0.013837918869316068
12.13,12.973680108437817,-0.06503013033974092
11.83,14.053680108437817,-0.15822760239879952
12.91,13.513680108437818,-0.044671777309637895
12.37,11.823680108437818,0.046205571070237816
10.68,11.753680108437818,-0.0913484201145679
10.61,12.113680108437817,-0.12413074267913227
10.97,12.503680108437818,-0.12265829700832231
11.36,12.823680108437818,-0.11413885063108642
11.68,12.053680108437817,-0.031001329475819905
10.91,11.653680108437818,-0.06381504396189475
10.51,12.043680108437817,-0.12734314550278691
10.9,10.873680108437817,0.002420513689910697
9.73,13.093680108437818,-0.2568934081618657
11.95,12.273680108437818,-0.026371887288743734
11.13,11.543680108437817,-0.03583606826868302
10.4,12.383680108437817,-0.1601850250545639
11.24,12.403680108437818,-0.09381732665341835
11.26,13.383680108437817,-0.15867684308286256
12.24,12.673680108437818,-0.03421895650885842
11.53,11.523680108437818,0.0005484265011448386
10.38,11.543680108437817,-0.1008066836144591
10.4,10.913680108437818,-0.047067543059162054
9.77,10.023680108437818,-0.025308081033459273
8.88,9.563680108437818,-0.07148713682242702
8.42,10.363680108437817,-0.18754728900357776
9.22,9.853680108437818,-0.06430897912904532
8.71,9.483680108437818,-0.08158015660497231
8.34,9.603680108437818,-0.13158290302980258
8.46,9.203680108437817,-0.08080247245403716
8.06,9.643680108437819,-0.1642194774847585
8.5,10.513680108437818,-0.19152952036477944
9.37,11.463680108437817,-0.18263595011664435
10.32,11.233680108437818,-0.08133399737380242
10.09,12.883680108437817,-0.216838673804713
11.74,12.973680108437817,-0.0950909917715218
11.83,11.443680108437817,0.03375836163729673
10.3,11.803680108437817,-0.12739078784106628
10.66,12.273680108437818,-0.13147483836803409
11.13,11.713680108437817,-0.04982892677915707
10.57,12.413680108437818,-0.14852002728704383
11.27,13.993680108437818,-0.19463644211757503
12.85,13.313680108437818,-0.03482734335369464
12.17,13.473680108437817,-0.09675753750613347
12.33,12.333680108437818,-0.0002983787811474681
11.19,11.713680108437817,-0.0447067107510124
10.57,11.423680108437818,-0.07472899278817058
10.28,11.443680108437817,-0.10168757754595015
10.3,12.043680108437817,-0.14477967637285483
10.9,11.583680108437818,-0.05902097623878699
10.44,12.043680108437817,-0.13315532245947626
10.9,11.763680108437818,-0.07341921069566648
10.62,11.423680108437818,-0.0703521195279444
10.28,11.453680108437817,-0.10247187780049649
10.31,11.683680108437818,-0.1175725538262351
10.54,11.223680108437817,-0.060914076473351675
10.08,11.743680108437818,-0.14166599337480812
10.6,12.033680108437817,-0.11913895795123763
10.89,12.29541666972448,-0.11430411083059067
11.48,12.81541666972448,-0.10420392127236155
12.0,13.335416669724477,-0.10014060323711416
12.52,12.64541666972448,-0.009917954702493237
11.83,12.505416669724479,-0.05400992926206594
11.69,12.255416669724479,-0.04613606252337976
11.44,11.86541666972448,-0.03585349605209931
11.05,11.38541666972448,-0.029460201541538833
10.57,10.435416669724479,0.012896785488784479
9.62,10.415416669724477,-0.07636916457088028
9.6,10.265416669724479,-0.06482120415890913
9.45,9.44541666972448,0.00048524384214942984
8.63,9.755416669724479,-0.11536326000478903
8.94,9.335416669724479,-0.04235661714027694
8.52,9.62541666972448,-0.11484351354902145
8.81,9.495416669724479,-0.07218394869494094
8.68,9.585416669724479,-0.09445772687005205
8.77,10.235416669724478,-0.1431711787619805
9.42,9.825416669724477,-0.041262033291036615
9.01,9.255416669724479,-0.026516004463339238
8.44,9.56541666972448,-0.11765474611122151
8.75,9.65541666972448,-0.09377292567430084
8.84,9.995416669724479,-0.11559464781735085
9.18,10.27541666972448,-0.1066055718160821
9.46,11.345416669724479,-0.1661831138168559
10.53,11.165416669724477,-0.05690935578315126
10.35,10.65541666972448,-0.02866304333196734
9.84,10.265416669724479,-0.04144173426288178
9.45,11.81541666972448,-0.2001974823101722
11.0,11.505416669724479,-0.043928584616534594
10.69,10.88541666972448,-0.01795215338591405
10.07,10.845416669724479,-0.07149717648830334
10.03,10.02541666972448,0.00045717105099085664
9.21,9.70541666972448,-0.05104537873885462
8.89,9.29541666972448,-0.043614684971028383
8.48,9.925416669724479,-0.1456278076600488
9.11,9.665416669724477,-0.05746432758188691
8.85,9.495416669724479,-0.0679713900057013
8.68,9.44541666972448,-0.08103577602647016
8.63,8.925416669724479,-0.03309836175229197
8.11,8.84541666972448,-0.08314098670350012
8.03,9.29541666972448,-0.13613339936078284
8.48,8.785416669724478,-0.03476405060866128
7.97,8.40541666972448,-0.05180191379361465
7.59,8.45541666972448,-0.10235056455859792
7.64,8.75541666972448,-0.12739732576994323
7.94,9.02541666972448,-0.12026222272545939
8.21,9.585416669724479,-0.14349054580681186
8.77,9.96541666972448,-0.11995651655552209
9.15,10.03541666972448,-0.08822918856928619
9.22,10.165416669724477,-0.09300323837587476
9.35,10.96541666972448,-0.1473192235535058
10.15,10.745416669724479,-0.0554112221075691
9.93,10.12541666972448,-0.01929961759586507
9.31,11.105416669724478,-0.16167035628830861
10.29,11.265416669724479,-0.08658505036443853
10.45,11.36541666972448,-0.08054404834650664
10.55,11.665416669724477,-0.09561738781430262
10.85,11.69541666972448,-0.07228615222516876
10.88,11.245416669724479,-0.03249472033422052
10.43,10.96541666972448,-0.04882775418856322
10.15,11.255668151927535,-0.09823212065275655
10.48,12.905668151927536,-0.1879537055634929
12.13,13.095668151927535,-0.07373950994515688
12.32,13.645668151927536,-0.09714937642978494
12.87,12.655668151927536,0.016935640655196815
11.88,12.565668151927536,-0.05456678814348248
11.79,13.715668151927535,-0.14039915012502768
12.94,13.655668151927536,-0.05240813880106754
12.88,13.355668151927535,-0.03561545154585799
12.58,13.415668151927536,-0.06229046085993628
12.64,13.695668151927535,-0.07708044180224671
12.92,13.905668151927536,-0.07088247333091346
13.13,12.855668151927535,0.02133936912733181
12.08,13.105668151927535,-0.07826141636103334
12.33,13.865668151927535,-0.11075327457004325
13.09,13.905668151927536,-0.05865724271684647
13.13,14.945668151927535,-0.12148457556200776
14.17,14.865668151927535,-0.046796964981175915
14.09,14.105668151927535,-0.0011107699230393786
13.33,14.725668151927536,-0.09477791686789083
13.95,15.255668151927535,-0.0855857730336489
14.48,15.125668151927535,-0.04268691772437527
14.35,16.495668151927536,-0.13007464336488928
15.72,15.765668151927535,-0.0028966835713810646
14.99,16.095668151927537,-0.06869352309522658
15.32,15.715668151927535,-0.025176667520750984
14.94,16.325668151927534,-0.0848766579739606
15.55,15.625668151927535,-0.004842554647379926
14.85,15.255668151927535,-0.02659130677775523
14.48,14.255668151927535,0.015736326469000472
13.48,14.545668151927535,-0.07326360953630828
13.77,14.605668151927535,-0.057215331968038075
13.83,15.295668151927535,-0.09582243399696366
14.52,15.685668151927535,-0.07431421732483179
14.91,15.845668151927535,-0.059048829178826145
15.07,15.605668151927535,-0.03432523021203493
14.83,15.395668151927536,-0.036742033300887544
14.62,16.295668151927536,-0.1028290547098144
15.52,16.265668151927535,-0.04584306927712478
15.49,16.335668151927536,-0.05176820097363144
15.56,16.905668151927536,-0.07959863755956353
16.13,18.075668151927534,-0.1076401788068927
17.3,18.325668151927534,-0.055968936216912346
17.55,17.675668151927535,-0.007109669113912975
16.9,18.445668151927535,-0.0837957258688955
17.67,18.275668151927537,-0.0331406844823704
17.5,17.935668151927537,-0.024290600619788827
17.16,18.255668151927534,-0.06001797046315427
17.48,18.305668151927534,-0.04510450779916453
17.53,18.345668151927537,-0.044461076324540216
17.57,17.815668151927536,-0.013789443642109878
17.04,17.185668151927537,-0.008476141319602948
16.41,16.915668151927534,-0.029893477891969278
16.14,16.695668151927535,-0.033282175164902394
15.92,16.435668151927537,-0.03137494303005017
15.66,17.065668151927536,-0.08236818736972618
16.29,16.195668151927535,0.00582451104749504
15.42,16.075668151927534,-0.04078637016707243
15.3,16.395668151927534,-0.06682668505941447
15.62,17.385668151927536,-0.10155883205051164
16.61,17.055668151927534,-0.02613020773842667
16.28,17.615668151927537,-0.07582273578316612
16.84,17.855668151927535,-0.0568821140315543
17.08,19.175689754968165,-0.10928888513255186
17.2,18.405689754968165,-0.06550636086010952
16.43,18.145689754968163,-0.09455081499442142
16.17,17.375689754968164,-0.0693894614815751
15.4,17.025689754968166,-0.0954845165373569
15.05,17.065689754968165,-0.1181135825102737
15.09,17.045689754968166,-0.11473221577309045
15.07,17.235689754968167,-0.12565147004597876
15.26,17.595689754968166,-0.1327421537600526
15.62,17.975689754968165,-0.13104864331100807
16.0,18.235689754968167,-0.12259968144934419
16.26,18.475689754968165,-0.1199246027809251
16.5,18.825689754968167,-0.12353808998442717
16.85,19.345689754968166,-0.12900495079671415
17.37,19.175689754968165,-0.09416556995037606
17.2,19.455689754968166,-0.11593985016091024
17.48,19.895689754968163,-0.12141774347707346
17.92,19.885689754968165,-0.09884946306562303
17.91,19.765689754968164,-0.0938843914871087
17.79,18.215689754968164,-0.023369400812948138
16.24,17.775689754968166,-0.08639269564990881
15.8,18.565689754968165,-0.14896778904904773
16.59,18.925689754968165,-0.12341371887674657
16.95,18.845689754968166,-0.10059009670730779
16.87,18.645689754968163,-0.09523325649538006
16.67,18.105689754968164,-0.07929494951023408
16.13,18.175689754968165,-0.11255087331191893
16.2,17.685689754968166,-0.08400519151653751
15.71,17.505689754968166,-0.10257749223840462
15.53,17.235689754968167,-0.09896266289409772
15.26,17.275689754968166,-0.1166778162584502
15.3,17.105689754968164,-0.10556076842465356
15.13,16.625689754968164,-0.08996256859185137
14.65,17.045689754968166,-0.14054519291423295
15.07,17.135689754968165,-0.120548970278203
15.16,17.505689754968166,-0.13399584865271885
15.53,17.165689754968167,-0.09528832096564943
15.19,16.755689754968166,-0.09344227410894446
14.78,17.145689754968163,-0.13797577051589183
15.17,16.925689754968165,-0.10372928845944496
14.95,16.975689754968165,-0.11932886287435363
15.0,16.595689754968166,-0.09615085474169416
14.62,16.815689754968165,-0.13057387398096199
14.84,16.885689754968165,-0.12114931546496499
14.91,16.645689754968163,-0.10427262435611118
14.67,17.335689754968165,-0.15376888907487607
15.36,17.775689754968166,-0.13589851017134236
15.8,18.385689754968165,-0.14063599404909255
16.41,18.645689754968163,-0.11990383752751554
16.67,18.895689754968163,-0.11778822492483876
16.92,18.725689754968165,-0.09642847759394768
16.75,18.535689754968164,-0.09633791774538858
16.56,18.535689754968164,-0.10658841300678423
16.56,18.405689754968165,-0.10027821720019847
16.43,17.555689754968164,-0.06412107816211554
15.58,17.405689754968165,-0.10489039967215619
15.43,17.245689754968165,-0.10528368425769108
15.27,17.495689754968165,-0.12721360438711182
15.52,17.215689754968164,-0.09849676539848284
15.24,16.965689754968164,-0.10171645125496998
14.99,16.955689754968166,-0.11593098148025505
14.98,17.255689754968166,-0.1318805441731451
15.28,17.315689754968165,-0.1175633072534169
15.34,17.105689754968164,-0.10322236520484884
15.13,16.371124831178854,-0.07581182380425855
14.38,15.921124831178854,-0.09679748431849611
13.93,16.251124831178853,-0.14282856450192438
14.26,16.511124831178854,-0.136339883211829
14.52,16.591124831178853,-0.12483329805865206
14.6,17.191124831178854,-0.15072456611329088
15.2,17.201124831178856,-0.11633685882865097
15.21,18.141124831178853,-0.16157348887987233
16.15,17.711124831178854,-0.08814374276390591
15.72,18.131124831178855,-0.1329826391704395
16.14,18.121124831178854,-0.10932681329859661
16.13,17.771124831178852,-0.09234783092061538
15.78,18.161124831178853,-0.13111108773895763
16.17,17.841124831178853,-0.09366701074017603
15.85,18.321124831178853,-0.13487844518004144
16.33,18.581124831178855,-0.12115116020325645
16.59,18.531124831178854,-0.10474943366162459
16.54,18.641124831178853,-0.11271448746829626
16.65,18.211124831178854,-0.08572369063695007
16.22,17.101124831178854,-0.05152437865212145
15.11,17.711124831178854,-0.14686389802864508
15.72,17.151124831178855,-0.08344203924032012
15.16,17.401124831178855,-0.1287919518376921
15.41,17.481124831178853,-0.11847777824255634
15.49,17.401124831178855,-0.10982766055183713
15.41,17.621124831178854,-0.12548148045954965
15.63,17.911124831178853,-0.1273579885506675
15.92,18.511124831178854,-0.13997662782839337
16.52,18.321124831178853,-0.09830863813086976
16.33,18.341124831178853,-0.10965111734914201
16.35,18.041124831178855,-0.09373721688662306
16.05,18.001124831178853,-0.10838905065529048
16.01,18.181124831178852,-0.119416419574634
16.19,18.191124831178854,-0.11000555764143871
16.2,17.891124831178853,-0.09452311395378177
15.9,17.451124831178856,-0.08888394565876667
15.46,17.451124831178856,-0.11409722011852408
15.46,17.361124831178852,-0.1095047037369733
15.37,17.391124831178853,-0.11621587739715233
15.4,17.501124831178853,-0.12005655930386983
15.51,17.201124831178856,-0.09831478160739315
15.21,17.101124831178854,-0.110584821165152
15.11,17.361124831178852,-0.12966468780502383
15.37,17.531124831178854,-0.1232735977862256
15.54,17.311124831178855,-0.10231136615622483
15.32,17.491124831178855,-0.1241272275016132
15.5,17.491124831178855,-0.11383629414327712
15.5,17.161124831178853,-0.09679580141278799
15.17,17.261124831178854,-0.1211464983673396
15.27,17.251124831178853,-0.11484032783753695
15.26,17.621124831178854,-0.1339939903836942
15.63,17.971124831178855,-0.13027146899103048
15.98,18.081124831178855,-0.1162054269740842
16.09,18.321124831178853,-0.12177881280421876
16.33,18.531124831178854,-0.11877988256144256
16.54,18.521124831178852,-0.10696568643842763
16.53,18.601124831178854,-0.11134406386581919
16.61,18.821124831178853,-0.11748101407392664
16.83,18.911124831178853,-0.11004764918836007
16.92,19.051124831178853,-0.1118634647593657
17.06,19.031124831178854,-0.103573742942905
17.04,18.931124831178852,-0.09989500613636237
16.94,18.921124831178854,-0.10470438987402542
16.93,18.601124831178854,-0.08983998797630488
16.61,19.64516110360795,-0.15449917094599575
16.89,20.45516110360795,-0.17429151916965901
17.7,21.09516110360795,-0.16094501895163382
18.34,21.34516110360795,-0.1407888696187911
18.59,21.00516110360795,-0.11497941347343965
18.25,20.98516110360795,-0.1303378654137517
18.23,20.50516110360795,-0.11095553417561921
17.75,20.63516110360795,-0.13981771642691432
17.88,21.695161103607948,-0.17585308933121868
18.94,21.425161103607948,-0.11599264489028516
18.67,21.59516110360795,-0.13545447008122735
18.84,21.33516110360795,-0.11695065678158845
18.58,21.175161103607948,-0.12255685285746287
18.42,20.99516110360795,-0.12265498182652257
18.24,21.265161103607948,-0.14225902587188421
18.51,20.875161103607947,-0.11330025631271246
18.12,20.38516110360795,-0.11111813598603537
17.63,19.95516110360795,-0.11651928498775965
17.2,20.30516110360795,-0.15292472134368862
17.55,20.70516110360795,-0.1523852477080292
17.95,20.86516110360795,-0.13971428685033582
18.11,21.285161103607948,-0.14917251920962638
18.53,20.41516110360795,-0.09234123081569934
17.66,20.11516110360795,-0.12205525429113173
17.36,20.43516110360795,-0.15048381992276105
17.68,20.74516110360795,-0.14775306339148475
17.99,20.875161103607947,-0.13821024370965418
18.12,20.58516110360795,-0.1197542779092402
17.83,21.07516110360795,-0.15398036995562503
18.32,21.265161103607948,-0.13849700405553278
18.51,21.34516110360795,-0.13282453525865978
18.59,21.29516110360795,-0.12703172755756353
18.54,21.425161103607948,-0.13466228280178927
18.67,21.88516110360795,-0.14691055224070992
19.13,21.49516110360795,-0.11003225759545288
18.74,21.82516110360795,-0.14135799909847813
