date,TSCO,dcf,Deviation
2005-05-10,10.4,11.193674033149172,-0.07090380073591296
2005-05-11,10.34,11.103674033149172,-0.06877669777312279
2005-05-12,10.25,10.93367403314917,-0.06252921306016435
2005-05-13,10.08,11.073674033149171,-0.08973300371444892
2005-05-16,10.22,11.233674033149171,-0.09023530771481747
2005-05-17,10.38,11.453674033149172,-0.0937405787908534
2005-05-18,10.6,11.703674033149172,-0.0943015013937637
2005-05-19,10.85,11.523674033149172,-0.05846000426697873
2005-05-20,10.67,11.64367403314917,-0.08362257740788259
2005-05-23,10.79,11.58367403314917,-0.06851660629243395
2005-05-24,10.73,11.39367403314917,-0.05824934355838618
2005-05-25,10.54,11.713674033149172,-0.1001969177072648
2005-05-26,10.86,11.783674033149172,-0.07838591177511733
2005-05-27,10.93,11.963674033149172,-0.08640105291109135
2005-05-31,11.11,11.93367403314917,-0.06902099310415066
2005-06-01,11.08,12.08367403314917,-0.08306033664891899
2005-06-02,11.23,12.25367403314917,-0.08354017173787087
2005-06-03,11.4,12.353674033149172,-0.07719760377278329
2005-06-06,11.5,12.623674033149172,-0.08901323261345762
2005-06-07,11.77,12.533674033149172,-0.06092978253059722
2005-06-08,11.68,12.703674033149172,-0.08058094299948038
2005-06-09,11.85,12.66367403314917,-0.0642526040246496
2005-06-10,11.81,12.743674033149171,-0.07326568701619907
2005-06-13,11.89,13.09367403314917,-0.09192790580411858
2005-06-14,12.24,13.17367403314917,-0.07087423226047251
2005-06-15,12.32,13.313674033149173,-0.07463559875922032
2005-06-16,12.46,13.103674033149172,-0.04912164569424038
2005-06-17,12.25,13.073674033149171,-0.06300249119418844
2005-06-20,12.22,13.073674033149171,-0.06529717897085574
2005-06-21,12.22,13.17367403314917,-0.07239241161952403
2005-06-22,12.32,13.073674033149171,-0.0576482197152981
2005-06-23,12.22,12.883674033149171,-0.05151279296895939
2005-06-24,12.03,12.84367403314917,-0.06335212424802283
2005-06-27,11.99,13.043674033149172,-0.0807804634239836
2005-06-28,12.19,13.043674033149172,-0.06544736022838704
2005-06-29,12.19,13.133674033149171,-0.07185148883452985
2005-06-30,12.28,13.113674033149172,-0.06357288057044763
2005-07-01,12.26,13.243674033149171,-0.07427501089856303
2005-07-05,12.39,13.16367403314917,-0.05877341167829597
2005-07-06,12.31,13.043674033149172,-0.05624749831102904
2005-07-07,12.19,13.243674033149171,-0.079560553250692
2005-07-08,12.39,13.34367403314917,-0.07147012365409966
2005-07-11,12.49,13.303674033149171,-0.06116160326250586
2005-07-12,12.45,13.18367403314917,-0.0556501951811319
2005-07-13,12.33,13.18367403314917,-0.06475236197456669
2005-07-14,12.33,13.14367403314917,-0.06190613302620196
2005-07-15,12.29,13.023674033149172,-0.05633387562386405
2005-07-18,12.17,13.453674033149172,-0.09541438494691223
2005-07-19,12.6,13.51367403314917,-0.06761107533805533
2005-07-20,12.66,13.483674033149171,-0.061086765456076386
2005-07-21,12.63,14.42367403314917,-0.12435625132867423
2005-07-22,13.57,14.41367403314917,-0.058532892530305136
2005-07-25,13.56,14.743674033149171,-0.08028351891718699
2005-07-26,13.89,14.953674033149172,-0.07113128390997614
2005-07-27,14.1,15.403674033149171,-0.08463396656821132
2005-07-28,14.55,14.91367403314917,-0.02438527436906679
2005-07-29,14.06,14.93367403314917,-0.05850362283319055
2005-08-01,14.08,14.613674033149172,-0.03651881326616446
2005-08-02,13.76,14.523674033149172,-0.05258132559338258
2005-08-03,13.67,14.17367403314917,-0.03553588377799477
2005-08-04,13.32,14.203674033149172,-0.062214468671050405
2005-08-05,13.35,13.863674033149172,-0.03705179679794379
2005-08-08,13.01,14.08367403314917,-0.07623536519107388
2005-08-09,13.23,14.41367403314917,-0.08212160413971537
2005-08-10,13.56,14.383674033149171,-0.05726450914077308
2005-08-11,13.53,14.39367403314917,-0.060003723243981844
2005-08-12,13.54,14.373674033149172,-0.05800006534352442
2005-08-15,13.52,13.553674033149171,-0.002484494836367812
2005-08-16,12.7,13.51367403314917,-0.0602111632375637
2005-08-17,12.66,13.403674033149171,-0.055482849799984746
2005-08-18,12.55,13.293674033149172,-0.05594194887694259
2005-08-19,12.44,13.363674033149172,-0.06911827023451478
2005-08-22,12.51,13.273674033149172,-0.05753298078904168
2005-08-23,12.42,13.41367403314917,-0.07407918447201767
2005-08-24,12.56,13.41367403314917,-0.06364207382999532
2005-08-25,12.56,13.363674033149172,-0.06013870370944574
2005-08-26,12.51,13.39367403314917,-0.0659769702444668
2005-08-29,12.54,13.493674033149171,-0.07067563888132566
2005-08-30,12.64,13.723674033149171,-0.07896384237424936
2005-08-31,12.87,13.353674033149172,-0.03622029652277714
2005-09-01,12.5,12.823674033149171,-0.025240350956556967
2005-09-02,11.97,13.283674033149172,-0.09889387754253232
2005-09-06,12.43,13.813674033149173,-0.10016698163202065
2005-09-07,12.96,13.633674033149171,-0.049412508433983926
2005-09-08,12.78,13.803674033149171,-0.07415953395384767
2005-09-09,12.95,13.963674033149172,-0.07259364768489673
2005-09-12,13.11,13.963674033149172,-0.061135345262470775
2005-09-13,13.11,13.76367403314917,-0.0474926993748056
2005-09-14,12.91,13.64367403314917,-0.05377393445245082
2005-09-15,12.79,13.58367403314917,-0.058428524654840386
2005-09-16,12.73,13.473674033149171,-0.05519459883915223
2005-09-19,12.62,13.053674033149171,-0.03322237341363654
2005-09-20,12.2,12.823674033149171,-0.048634582533599646
2005-09-21,11.97,12.713674033149172,-0.05849403022369004
2005-09-22,11.86,13.103674033149172,-0.0949103304922706
2005-09-23,12.25,13.053674033149171,-0.06156688386030473
2005-09-26,12.2,13.023674033149172,-0.06324436799114241
2005-09-27,12.17,12.93367403314917,-0.05904540590646279
2005-09-28,12.08,12.373674033149172,-0.023733778048655285
2005-09-29,11.52,12.26367403314917,-0.06064039464348059
2005-09-30,11.41,12.353674033149172,-0.07638812798661909
2005-10-03,11.5,12.213674033149172,-0.05843237925068134
2005-10-04,11.36,12.08367403314917,-0.05988857620322385
2005-10-05,11.23,11.84367403314917,-0.051814498730002434
2005-10-06,10.99,11.743674033149171,-0.06417702254181745
2005-10-07,10.89,11.613674033149172,-0.06231223909708261
2005-10-10,10.76,11.453674033149172,-0.06056345161749355
2005-10-11,10.6,11.243674033149171,-0.05724766044012475
2005-10-12,10.39,11.133674033149171,-0.06679502479908894
2005-10-13,10.28,11.493674033149171,-0.10559495855274703
2005-10-14,10.64,11.623674033149172,-0.08462677380179995
2005-10-17,10.77,11.39367403314917,-0.05473862349709413
2005-10-18,10.54,11.793674033149172,-0.10630054973754555
2005-10-19,10.94,12.64367403314917,-0.13474517206647996
2005-10-20,11.79,12.723674033149171,-0.0733808513733264
2005-10-21,11.87,12.983674033149171,-0.08577495324557616
2005-10-24,12.13,12.803674033149171,-0.05261568135872596
2005-10-25,11.95,12.653674033149171,-0.05561025448464518
2005-10-26,11.8,12.543674033149172,-0.059286779231018216
2005-10-27,11.69,12.863674033149172,-0.09123941030569194
2005-10-28,12.01,12.983674033149171,-0.0749921810007893
2005-10-31,12.13,13.293674033149172,-0.08753592349620032
2005-11-01,12.44,13.823674033149171,-0.10009452116934481
2005-11-02,12.97,13.693674033149172,-0.05284732434825934
2005-11-03,12.84,13.873674033149172,-0.07450614960963875
2005-11-04,13.02,13.813674033149173,-0.05745567987521383
2005-11-07,12.96,13.64367403314917,-0.0501092324170227
2005-11-08,12.79,13.533674033149172,-0.05494989988140908
2005-11-09,12.68,13.853674033149172,-0.08471933368294915
2005-11-10,13.0,13.563674033149173,-0.04155762161281462
2005-11-11,12.71,13.613674033149172,-0.06637987885920682
2005-11-14,12.76,13.363674033149172,-0.04517275950099742
2005-11-15,12.51,13.453674033149172,-0.07014247787065508
2005-11-16,12.6,13.623674033149172,-0.07513935159182206
2005-11-17,12.77,13.373674033149172,-0.04513898212659084
2005-11-18,12.52,13.823674033149171,-0.09430734767204152
2005-11-21,12.97,13.863674033149172,-0.06446155838721568
2005-11-22,13.01,13.603674033149172,-0.04364071292082705
2005-11-23,12.75,13.743674033149171,-0.07230046570898507
2005-11-25,12.89,13.543674033149172,-0.048264158717143846
2005-11-28,12.69,13.883674033149171,-0.08597681206711649
2005-11-29,13.03,14.323674033149171,-0.09031719307177977
2005-11-30,13.47,14.42367403314917,-0.06611866234340791
2005-12-01,13.57,14.64367403314917,-0.07331998996417655
2005-12-02,13.79,14.733674033149171,-0.0640487926518537
2005-12-05,13.88,15.033674033149172,-0.07673932736637268
2005-12-06,14.18,14.493674033149171,-0.021642133832439736
2005-12-07,13.64,14.59367403314917,-0.06534845378777976
2005-12-08,13.74,14.42367403314917,-0.04739943731242946
2005-12-09,13.57,14.283674033149172,-0.04996431810841495
2005-12-12,13.43,14.613674033149172,-0.08099770327873501
2005-12-13,13.76,14.563674033149173,-0.05518346753160552
2005-12-14,13.71,14.533674033149172,-0.056673490217992506
2005-12-15,13.68,14.42367403314917,-0.0515592650970913
2005-12-16,13.57,14.14367403314917,-0.040560467655336496
2005-12-19,13.29,14.483674033149171,-0.08241514068993672
2005-12-20,13.63,14.533674033149172,-0.06217794833488244
2005-12-21,13.68,14.383674033149171,-0.0489217171862667
2005-12-22,13.53,14.353674033149172,-0.057384195241367064
2005-12-23,13.5,14.14367403314917,-0.045509676738912486
2005-12-27,13.29,14.323674033149171,-0.07216542562731798
2005-12-28,13.47,14.223674033149171,-0.05298729648842382
2005-12-29,13.37,14.09367403314917,-0.05134743654827312
2005-12-30,13.24,14.233674033149171,-0.06981149286087185
2006-01-03,13.38,14.023674033149172,-0.04589910116476281
2006-01-04,13.17,14.01367403314917,-0.06020362905212939
2006-01-05,13.16,14.023674033149172,-0.0615868588436681
2006-01-06,13.17,14.39367403314917,-0.08501471065212418
2006-01-09,13.54,14.603674033149172,-0.07283605692202644
2006-01-10,13.75,14.33367403314917,-0.04072047625747044
2006-01-11,13.48,14.14367403314917,-0.04692373647707704
2006-01-12,13.29,14.00367403314917,-0.05096334229572752
2006-01-13,13.15,13.633674033149171,-0.03547642638170434
2006-01-17,12.78,13.41367403314917,-0.0472408999639603
2006-01-18,12.56,13.41367403314917,-0.06364207382999532
2006-01-19,12.56,13.16367403314917,-0.045859083993494476
2006-01-20,12.31,13.053674033149171,-0.05697047676084499
2006-01-23,12.2,13.33367403314917,-0.08502337992744657
2006-01-24,12.48,13.50367403314917,-0.07580707521791685
2006-01-25,12.65,13.66367403314917,-0.07418751579479399
2006-01-26,12.81,13.783674033149172,-0.07063965897681024
2006-01-27,12.93,13.823674033149171,-0.06464808349836237
2006-01-30,12.97,13.623674033149172,-0.047980745249677104
2006-01-31,12.77,13.523674033149172,-0.055729976284681904
2006-02-01,12.67,16.333674033149173,-0.22430189470622164
2006-02-02,15.48,16.68367403314917,-0.0721468203441018
2006-02-03,15.83,16.68367403314917,-0.05116822778082253
2006-02-06,15.83,16.353674033149172,-0.03202179718683862
2006-02-07,15.5,16.193674033149172,-0.04283611191192249
2006-02-08,15.34,15.743674033149171,-0.025640395774151115
2006-02-09,14.89,15.75367403314917,-0.05482365772782982
2006-02-10,14.9,15.733674033149171,-0.05298660893779217
2006-02-13,14.88,16.07367403314917,-0.07426267514741336
2006-02-14,15.22,16.14367403314917,-0.057215850075547414
2006-02-15,15.29,16.13367403314917,-0.052292740724506404
2006-02-16,15.28,16.173674033149172,-0.055254856213716175
2006-02-17,15.32,16.12367403314917,-0.0498443488436241
2006-02-21,15.27,16.37367403314917,-0.06740539911291377
2006-02-22,15.52,16.32367403314917,-0.049233648718855605
2006-02-23,15.47,16.443674033149172,-0.059212681496015995
2006-02-24,15.59,16.603674033149172,-0.061051188497520226
2006-02-27,15.75,16.653674033149173,-0.05426274294491462
2006-02-28,15.8,16.96367403314917,-0.06859799539151745
2006-03-01,16.11,16.513674033149172,-0.024444834767771706
2006-03-02,15.66,16.47367403314917,-0.049392383964369624
2006-03-03,15.62,16.45367403314917,-0.05066795607288499
2006-03-06,15.6,16.29367403314917,-0.04257321164876038
2006-03-07,15.44,16.23367403314917,-0.048890598118977224
2006-03-08,15.38,16.37367403314917,-0.060687297862253575
2006-03-09,15.52,16.50367403314917,-0.059603336273690966
2006-03-10,15.65,16.27367403314917,-0.03832410750508808
2006-03-13,15.42,16.34367403314917,-0.056515691103219634
2006-03-14,15.49,16.52367403314917,-0.06255715472693613
2006-03-15,15.67,16.73367403314917,-0.06356488306405683
2006-03-16,15.88,16.903674033149173,-0.0605592625095398
2006-03-17,16.05,17.21367403314917,-0.0676017235430525
2006-03-20,16.36,17.173674033149172,-0.04737914738445559
2006-03-21,16.32,17.443674033149172,-0.0644172799270264
2006-03-22,16.59,17.603674033149172,-0.05758309494031422
2006-03-23,16.75,17.603674033149172,-0.0484940831977253
2006-03-24,16.75,17.523674033149174,-0.04415021825249832
2006-03-27,16.67,17.37367403314917,-0.04050231584905717
2006-03-28,16.52,17.46367403314917,-0.0540363975734951
2006-03-29,16.61,17.22367403314917,-0.03562968225989849
2006-03-30,16.37,17.433674033149167,-0.061012614502637175
2006-03-31,16.58,16.853674033149172,-0.016238241739509718
2006-04-03,16.0,16.86367403314917,-0.051215057374296546
2006-04-04,16.01,16.86367403314917,-0.05062206678515546
2006-04-05,16.01,16.86367403314917,-0.05062206678515546
2006-04-06,16.01,16.583674033149173,-0.034592698337078454
2006-04-07,15.73,16.353674033149172,-0.0381366310643696
2006-04-10,15.5,16.14367403314917,-0.03987159501780457
2006-04-11,15.29,16.38367403314917,-0.06675389359775674
2006-04-12,15.53,16.38367403314917,-0.05210516465488313
2006-04-13,15.53,16.283674033149172,-0.0462840285070123
2006-04-17,15.43,16.97367403314917,-0.09094519136719681
2006-04-18,16.12,17.173674033149172,-0.06135402541793544
2006-04-19,16.32,17.12367403314917,-0.04693350455009626
2006-04-20,16.27,16.95367403314917,-0.04032601026847615
2006-04-21,16.1,16.66367403314917,-0.033826515810849944
2006-04-24,15.81,16.80367403314917,-0.05913433164609816
2006-04-25,15.95,17.033674033149172,-0.06361951221094397
2006-04-26,16.18,16.66367403314917,-0.029025653777612015
2006-04-27,15.81,17.05367403314917,-0.07292704379899018
2006-04-28,16.2,16.603674033149172,-0.024312331857590075
2006-05-01,15.75,17.103674033149172,-0.0791452193561204
2006-05-02,16.25,16.89367403314917,-0.038101482950726906
2006-05-03,16.04,16.77367403314917,-0.04373961433250939
2006-05-04,15.92,17.083674033149173,-0.06811614591165682
2006-05-05,16.23,16.933674033149167,-0.04155471705500313
2006-05-08,16.08,16.923674033149172,-0.04985170663867855
2006-05-09,16.07,16.96367403314917,-0.05268163202162568
2006-05-10,16.11,16.62367403314917,-0.030900150720283515
2006-05-11,15.77,16.21367403314917,-0.02736418853876499
2006-05-12,15.36,16.29367403314917,-0.05730285454647177
2006-05-15,15.44,16.033674033149172,-0.0370266996773021
2006-05-16,15.18,15.703674033149172,-0.03334723021146124
2006-05-17,14.85,15.75367403314917,-0.05736274796899077
2006-05-18,14.9,15.973674033149171,-0.06721522117710943
2006-05-19,15.12,15.553674033149171,-0.027882417506300605
2006-05-22,14.7,15.363674033149172,-0.04319761221939544
2006-05-23,14.51,15.103674033149172,-0.03930659731176611
2006-05-24,14.25,15.313674033149171,-0.06945910111751497
2006-05-25,14.46,15.273674033149172,-0.053272973574217675
2006-05-26,14.42,14.883674033149171,-0.031153197262750343
2006-05-30,14.03,14.75367403314917,-0.04905042849145169
2006-05-31,13.9,15.523674033149172,-0.10459341195144822
2006-06-01,14.67,15.66367403314917,-0.06343812001234517
2006-06-02,14.81,14.953674033149172,-0.009607942023523885
2006-06-05,14.1,14.51367403314917,-0.028502364887370457
2006-06-06,13.66,14.00367403314917,-0.0245417047223202
2006-06-07,13.15,13.953674033149172,-0.05759587268843436
2006-06-08,13.1,13.653674033149171,-0.04055128544924469
2006-06-09,12.8,12.903674033149171,-0.008034458471504635
2006-06-12,12.05,12.533674033149172,-0.03858996427304118
2006-06-13,11.68,12.66367403314917,-0.07767682827070943
2006-06-14,11.81,13.553674033149171,-0.1286495476344307
2006-06-15,12.7,13.01367403314917,-0.02410341863106169
2006-06-16,12.16,13.09367403314917,-0.07130726110833319
2006-06-19,12.24,13.26367403314917,-0.07717876891355724
2006-06-20,12.41,13.75367403314917,-0.09769564335396064
2006-06-21,12.9,14.063674033149173,-0.082743245499455
2006-06-22,13.21,14.473674033149171,-0.08730844913703095
2006-06-23,13.62,14.543674033149172,-0.06351036409671007
2006-06-26,13.69,14.363674033149172,-0.04690123373688626
2006-06-27,13.51,14.113674033149172,-0.04277228110351039
2006-06-28,13.26,14.353674033149172,-0.07619471019220447
2006-06-29,13.5,14.67367403314917,-0.07998501469350716
2006-06-30,13.82,14.33367403314917,-0.035836871409326565
2006-07-03,13.48,14.213674033149172,-0.051617479860456505
2006-07-05,13.36,14.58367403314917,-0.08390711629783554
2006-07-06,13.73,14.18367403314917,-0.03198564998665876
2006-07-07,13.33,13.903674033149171,-0.04126060721658287
2006-07-10,13.05,13.453674033149172,-0.0300047431024818
2006-07-11,12.6,13.353674033149172,-0.05643945114118043
2006-07-12,12.5,12.953674033149172,-0.03502280758248155
2006-07-13,12.1,12.873674033149172,-0.060097376332272634
2006-07-14,12.02,12.83367403314917,-0.06340148822912783
2006-07-17,11.98,12.453674033149172,-0.038034882869773745
2006-07-18,11.6,12.373674033149172,-0.06252581335798024
2006-07-19,11.52,12.073674033149171,-0.045857957704425245
2006-07-20,11.22,11.873674033149172,-0.05505238153954961
2006-07-21,11.02,12.08367403314917,-0.08802571388728231
2006-07-24,11.23,12.193674033149172,-0.07903065397101572
2006-07-25,11.34,12.403674033149171,-0.08575475543024369
2006-07-26,11.55,12.00367403314917,-0.03779459787864203
2006-07-27,11.15,12.123674033149172,-0.08031179578788594
2006-07-28,11.27,12.293674033149172,-0.0832683565863952
2006-07-31,11.44,11.973674033149171,-0.044570616476754976
2006-08-01,11.12,12.193674033149172,-0.0880517250363041
2006-08-02,11.34,12.553674033149171,-0.09667879139958147
2006-08-03,11.7,12.463674033149172,-0.06127198377605647
2006-08-04,11.61,12.42367403314917,-0.06549383306243428
2006-08-07,11.57,12.233674033149171,-0.054249772500953974
2006-08-08,11.38,11.983674033149171,-0.050374704074834686
2006-08-09,11.13,12.073674033149171,-0.07815964142797316
2006-08-10,11.22,11.83367403314917,-0.05185828436968187
2006-08-11,10.98,11.623674033149172,-0.055376125596218406
2006-08-14,10.77,12.08367403314917,-0.10871478571379589
2006-08-15,11.23,12.403674033149171,-0.09462309554511783
2006-08-16,11.55,12.773674033149172,-0.09579656017318072
2006-08-17,11.92,12.633674033149171,-0.05648982483453191
2006-08-18,11.78,12.313674033149173,-0.04333995131854962
2006-08-21,11.46,12.25367403314917,-0.06477029101656273
2006-08-22,11.4,12.043674033149172,-0.0534449895752338
2006-08-23,11.19,11.733674033149171,-0.04633450968666941
2006-08-24,10.88,11.543674033149172,-0.05749244402114473
2006-08-25,10.69,11.623674033149172,-0.0803252078892146
2006-08-28,10.77,11.543674033149172,-0.06702147262019575
2006-08-29,10.69,11.533674033149172,-0.0731487668824653
2006-08-30,10.68,11.50367403314917,-0.07160095381489939
2006-08-31,10.65,11.563674033149173,-0.07901243415630499
2006-09-01,10.71,11.08367403314917,-0.03371391399923718
2006-09-05,10.23,11.133674033149171,-0.0811658425115187
2006-09-06,10.28,11.223674033149171,-0.08407888810402253
2006-09-07,10.37,11.283674033149172,-0.08097309710161615
2006-09-08,10.43,11.453674033149172,-0.08937516732067452
2006-09-11,10.6,12.09367403314917,-0.12350870620912713
2006-09-12,11.24,12.303674033149171,-0.08645174037310865
2006-09-13,11.45,12.43367403314917,-0.07911370609577006
2006-09-14,11.58,12.623674033149172,-0.0826759333620729
2006-09-15,11.77,12.453674033149172,-0.05489737657572935
2006-09-18,11.6,12.553674033149171,-0.07596772312479239
2006-09-19,11.7,12.793674033149172,-0.08548553217124322
2006-09-20,11.94,12.703674033149172,-0.060114422895016784
2006-09-21,11.85,12.543674033149172,-0.05530070626165817
2006-09-22,11.69,13.01367403314917,-0.10171409163756773
2006-09-25,12.16,13.103674033149172,-0.07201598809325549
2006-09-26,12.25,12.853674033149172,-0.04696509586226616
2006-09-27,12.0,13.203674033149172,-0.09116205308668068
2006-09-28,12.35,12.92367403314917,-0.044389392031840114
2006-09-29,12.07,12.89367403314917,-0.06388202703368595
2006-10-02,12.04,13.213674033149172,-0.08882268702896512
2006-10-03,12.36,13.453674033149172,-0.08129184863959205
2006-10-04,12.6,13.353674033149172,-0.05643945114118043
2006-10-05,12.5,13.293674033149172,-0.05970313633161628
2006-10-06,12.44,13.223674033149171,-0.059262957570237584
2006-10-09,12.37,13.233674033149171,-0.06526336004542244
2006-10-10,12.38,13.303674033149171,-0.06942999586788012
2006-10-11,12.45,13.39367403314917,-0.0704566970058842
2006-10-12,12.54,13.50367403314917,-0.07136384000261853
2006-10-13,12.65,13.493674033149171,-0.06252367080133714
2006-10-16,12.64,13.223674033149171,-0.04413856782056291
2006-10-17,12.37,13.953674033149172,-0.11349512890919644
2006-10-18,13.1,13.973674033149171,-0.06252285770203247
2006-10-19,13.12,14.043674033149172,-0.06577153748861586
2006-10-20,13.19,14.193674033149172,-0.07071277181687441
2006-10-23,13.34,14.213674033149172,-0.061467149950926614
2006-10-24,13.36,14.153674033149171,-0.056075477737463464
2006-10-25,13.3,13.363674033149172,-0.004764710138186912
2006-10-26,12.51,13.00367403314917,-0.03796419626412417
2006-10-27,12.15,13.103674033149172,-0.07277913283988935
2006-10-30,12.25,12.963674033149172,-0.05505183417326365
2006-10-31,12.11,12.92367403314917,-0.0629599625510594
2006-11-01,12.07,12.91367403314917,-0.06533183592705483
2006-11-02,12.06,12.773674033149172,-0.05587069399900957
2006-11-03,11.92,12.91367403314917,-0.07694743034386864
2006-11-06,12.06,12.75367403314917,-0.05439013348986199
2006-11-07,11.9,12.84367403314917,-0.07347383861608237
2006-11-08,11.99,12.733674033149171,-0.05840215724175035
2006-11-09,11.88,12.963674033149172,-0.08359312571252009
2006-11-10,12.11,12.883674033149171,-0.06005073018445983
2006-11-13,12.03,12.903674033149171,-0.0677073855790783
2006-11-14,12.05,13.273674033149172,-0.0921880430461991
2006-11-15,12.42,13.34367403314917,-0.06922186729490865
2006-11-16,12.49,13.293674033149172,-0.06045537382255095
2006-11-17,12.44,13.26367403314917,-0.062099990627831114
2006-11-20,12.41,13.103674033149172,-0.052937369427409564
2006-11-21,12.25,13.133674033149171,-0.06728307942764478
2006-11-22,12.28,13.09367403314917,-0.06214253013242865
2006-11-24,12.24,12.703674033149172,-0.03649920738986634
2006-11-27,11.85,12.543674033149172,-0.05530070626165817
2006-11-28,11.69,12.84367403314917,-0.08982430028756339
2006-11-29,11.99,12.75367403314917,-0.05987874797209336
2006-11-30,11.9,12.553674033149171,-0.05207033665388172
2006-12-01,11.7,12.613674033149172,-0.07243520252291324
2006-12-04,11.76,12.823674033149171,-0.0829461221799288
2006-12-05,11.97,12.89367403314917,-0.0716377683175824
2006-12-06,12.04,12.84367403314917,-0.0625735308350952
2006-12-07,11.99,13.133674033149171,-0.08707952019081311
2006-12-08,12.28,12.823674033149171,-0.04239612077972155
2006-12-11,11.97,12.58367403314917,-0.048767476933411436
2006-12-12,11.73,12.51367403314917,-0.0626254152915594
2006-12-13,11.66,12.50367403314917,-0.06747409048832054
2006-12-14,11.65,12.293674033149172,-0.052358150331100584
2006-12-15,11.44,12.133674033149171,-0.05716933150289483
2006-12-18,11.28,12.133674033149171,-0.07035577441893826
2006-12-19,11.28,12.17367403314917,-0.07341037970260067
2006-12-20,11.32,12.053674033149171,-0.06086725351386413
2006-12-21,11.2,11.903674033149171,-0.059114020695592906
2006-12-22,11.05,11.943674033149172,-0.07482404749734595
2006-12-26,11.09,12.09367403314917,-0.0829916558357755
2006-12-27,11.24,12.103674033149172,-0.07135635268958562
2006-12-28,11.25,12.033674033149172,-0.06512342207295829
2006-12-29,11.18,12.293674033149172,-0.0905891949100176
2007-01-03,11.44,12.403674033149171,-0.0776926280530853
2007-01-04,11.55,12.853674033149172,-0.10142423324156513
2007-01-05,12.0,12.523674033149172,-0.04181472878989412
2007-01-08,11.67,12.823674033149171,-0.0899643916530416
2007-01-09,11.97,12.84367403314917,-0.06802368472558873
2007-01-10,11.99,13.133674033149171,-0.08707952019081311
2007-01-11,12.28,13.17367403314917,-0.06783787354236959
2007-01-12,12.32,13.09367403314917,-0.05908761980712707
2007-01-16,12.24,13.41367403314917,-0.0874983267260464
2007-01-17,12.56,13.18367403314917,-0.04730654228714981
2007-01-18,12.33,13.203674033149172,-0.06616900954656435
2007-01-19,12.35,13.123674033149172,-0.05895254874472988
2007-01-22,12.27,13.213674033149172,-0.07141647590078093
2007-01-23,12.36,13.17367403314917,-0.06176515610616351
2007-01-24,12.32,12.953674033149172,-0.04891847915329384
2007-01-25,12.1,12.953674033149172,-0.06590207773984225
2007-01-26,12.1,12.953674033149172,-0.06590207773984225
2007-01-29,12.1,13.18367403314917,-0.08219818166198356
2007-01-30,12.33,13.43367403314917,-0.08215727361150238
2007-01-31,12.58,12.713674033149172,-0.010514193835757801
2007-02-01,11.86,12.863674033149172,-0.07802390130243853
2007-02-02,12.01,12.463674033149172,-0.036399703004310946
2007-02-05,11.61,12.33367403314917,-0.05867465211129752
2007-02-06,11.48,12.743674033149171,-0.09916088797171596
2007-02-07,11.89,12.773674033149172,-0.06917931605706662
2007-02-08,11.92,12.743674033149171,-0.06463395336436017
2007-02-09,11.89,12.723674033149171,-0.0655214862450254
2007-02-12,11.87,12.703674033149172,-0.06562463984621847
2007-02-13,11.85,13.053674033149171,-0.09220959785670302
2007-02-14,12.2,13.033674033149172,-0.06396308753992541
2007-02-15,12.18,13.09367403314917,-0.06977980594568245
2007-02-16,12.24,13.213674033149172,-0.07368685126532659
2007-02-20,12.36,13.613674033149172,-0.09208932357984245
2007-02-21,12.76,13.66367403314917,-0.06613697245387917
2007-02-22,12.81,13.543674033149172,-0.054170975420218204
2007-02-23,12.69,13.613674033149172,-0.06784898998610034
2007-02-26,12.76,13.483674033149171,-0.05367038919585587
2007-02-27,12.63,13.64367403314917,-0.07429626585084848
2007-02-28,12.79,13.403674033149171,-0.04578401650409203
2007-03-01,12.55,13.603674033149172,-0.07745510739095918
2007-03-02,12.75,13.50367403314917,-0.055812516749073726
2007-03-05,12.65,13.633674033149171,-0.0721503265192821
2007-03-06,12.78,13.92367403314917,-0.08213881123806388
2007-03-07,13.07,14.153674033149171,-0.07656485733747365
2007-03-08,13.3,14.18367403314917,-0.06230219554425065
2007-03-09,13.33,14.25367403314917,-0.06480252256372787
2007-03-12,13.4,13.873674033149172,-0.03414193183560421
2007-03-13,13.02,13.733674033149171,-0.05196526664507739
2007-03-14,12.88,13.573674033149171,-0.05110436801820217
2007-03-15,12.72,13.533674033149172,-0.060122183462980594
2007-03-16,12.68,13.633674033149171,-0.06994989251102757
2007-03-19,12.78,13.633674033149171,-0.06261511248351204
2007-03-20,12.78,13.793674033149172,-0.07348832738203726
2007-03-21,12.94,14.203674033149172,-0.08896810995520965
2007-03-22,13.35,14.293674033149172,-0.06602039692248829
2007-03-23,13.44,14.073674033149171,-0.04502548742116763
2007-03-26,13.22,13.823674033149171,-0.043669579570637995
2007-03-27,12.97,13.703674033149172,-0.05353849131075461
2007-03-28,12.85,13.623674033149172,-0.056788941901183554
2007-03-29,12.77,13.733674033149171,-0.07016869854513352
2007-03-30,12.88,13.819035814035095,-0.06795233956057745
2007-04-02,12.96,13.829035814035093,-0.06284138863485389
2007-04-03,12.97,13.859035814035094,-0.06414846068402269
2007-04-04,13.0,13.819035814035095,-0.05926866570555189
2007-04-05,12.96,13.729035814035095,-0.0560152820964247
2007-04-09,12.87,13.639035814035093,-0.05638491052598649
2007-04-10,12.78,14.939035814035094,-0.1445231031581502
