date,FE,dcf,Deviation
2011-02-04,39.63,43.260983606557375,-0.0839320631167294
2011-02-07,39.92,43.27098360655738,-0.0774418172932303
2011-02-08,39.93,43.27098360655738,-0.07721071554405523
2011-02-09,39.93,43.64098360655738,-0.0850343713609556
2011-02-10,40.3,43.080983606557375,-0.06455246314603835
2011-02-11,39.74,42.330983606557375,-0.061207734519922896
2011-02-14,38.99,42.540983606557376,-0.08347206165703269
2011-02-15,39.2,41.760983606557375,-0.06132479135753022
2011-02-16,38.42,41.610983606557376,-0.07668608934431709
2011-02-17,38.27,41.24098360655738,-0.07203959136622007
2011-02-18,37.9,41.550983606557374,-0.0878675614788863
2011-02-22,38.21,41.41098360655738,-0.07729793711179822
2011-02-23,38.07,41.50098360655738,-0.08267234432523818
2011-02-24,38.16,41.09098360655738,-0.07132911771159578
2011-02-25,37.75,41.64098360655738,-0.09344120310224002
2011-02-28,38.3,40.91098360655738,-0.06382109097320465
2011-03-01,37.57,40.66098360655738,-0.07601841697845446
2011-03-02,37.32,40.45098360655738,-0.0774019152911235
2011-03-03,37.11,40.35098360655738,-0.08031981669043353
2011-03-04,37.01,40.610983606557376,-0.08867018936167637
2011-03-07,37.27,40.830983606557375,-0.08721278039418778
2011-03-08,37.49,42.010983606557375,-0.1076143241228874
2011-03-09,38.67,41.66098360655738,-0.07179339870618417
2011-03-10,38.32,41.790983606557376,-0.08305580072570362
2011-03-11,38.45,41.66098360655738,-0.07707411896179939
2011-03-14,38.32,40.57098360655738,-0.05548259880476636
2011-03-15,37.23,39.930983606557376,-0.06764129912677208
2011-03-16,36.59,39.900983606557375,-0.08297999967131742
2011-03-17,36.56,39.860983606557376,-0.08281239718365463
2011-03-18,36.52,40.13098360655738,-0.08997994272852416
2011-03-21,36.79,40.150983606557375,-0.0837086244135864
2011-03-22,36.81,40.050983606557374,-0.08092144848164828
2011-03-23,36.71,39.92098360655738,-0.08043347924999389
2011-03-24,36.58,39.88098360655738,-0.0827708674169867
2011-03-25,36.54,39.59098360655738,-0.07706258669592769
2011-03-28,36.25,39.790983606557376,-0.08898959728087341
2011-03-29,36.45,40.46098360655738,-0.09913213295949952
2011-03-30,37.12,40.430983606557376,-0.08189223489532871
2011-03-31,37.09,40.45991253644315,-0.08329015870728318
2011-04-01,37.25,40.31991253644315,-0.07613886894393451
2011-04-04,37.11,39.97991253644315,-0.07178386230402889
2011-04-05,36.77,40.48991253644315,-0.09187257525179937
2011-04-06,37.28,40.369912536443145,-0.0765399859029614
2011-04-07,37.16,40.33991253644315,-0.07882794821556482
2011-04-08,37.13,39.96991253644315,-0.07105125721388084
2011-04-11,36.76,40.20991253644315,-0.0857975638051045
2011-04-12,37.0,40.92991253644315,-0.09601565927960476
2011-04-13,37.72,41.31991253644315,-0.08712294667294163
2011-04-14,38.11,41.60991253644315,-0.08411247039699554
2011-04-15,38.4,41.329912536443146,-0.07089084773309551
2011-04-18,38.12,41.72991253644315,-0.08650659244230574
2011-04-19,38.52,42.09991253644315,-0.08503372859371738
2011-04-20,38.89,42.08991253644315,-0.07602563995999123
2011-04-21,38.88,41.91991253644315,-0.07251714883232152
2011-04-25,38.71,42.58991253644315,-0.09109933093013989
2011-04-26,39.38,42.81991253644315,-0.08033441295601684
2011-04-27,39.61,43.01991253644315,-0.07926358598601368
2011-04-28,39.81,43.16991253644315,-0.07782995931730874
2011-04-29,39.96,42.829912536443146,-0.06700720049337461
2011-05-02,39.62,45.22991253644315,-0.12403102773906693
2011-05-03,42.02,45.05991253644315,-0.06746379132415214
2011-05-04,41.85,44.44991253644315,-0.05849083582136538
2011-05-05,41.24,44.78991253644315,-0.07925696513818314
2011-05-06,41.58,44.78991253644315,-0.07166597018539422
2011-05-09,41.58,46.02991253644315,-0.09667436436947463
2011-05-10,42.82,45.81991253644315,-0.06547180844260991
2011-05-11,42.61,46.76991253644315,-0.0889442017493991
2011-05-12,43.56,45.73991253644315,-0.047658869804490966
2011-05-13,42.53,47.689912536443146,-0.1081971482438786
2011-05-16,44.48,48.74991253644315,-0.08758810660944605
2011-05-17,45.54,48.079912536443146,-0.05282689594158407
2011-05-18,44.87,48.009912536443146,-0.06540133840193352
2011-05-19,44.8,47.96991253644315,-0.06608126571077111
2011-05-20,44.76,47.189912536443146,-0.051492202588140246
2011-05-23,43.98,47.649912536443146,-0.07701824286951975
2011-05-24,44.44,47.77991253644315,-0.0699020228196463
2011-05-25,44.57,47.49991253644315,-0.06168248276657862
2011-05-26,44.29,47.55991253644315,-0.06875354394181354
2011-05-27,44.35,47.829912536443146,-0.07275598787247806
2011-05-31,44.62,47.20991253644315,-0.05485950719446675
2011-06-01,44.0,46.939912536443146,-0.06263140209647089
2011-06-02,43.73,46.87991253644315,-0.06719109243206245
2011-06-03,43.67,46.53991253644315,-0.06166561946578342
2011-06-06,43.33,46.56991253644315,-0.06957093883111254
2011-06-07,43.36,46.55991253644315,-0.06872677292807483
2011-06-08,43.35,46.95991253644315,-0.07687221592761018
2011-06-09,43.75,46.41991253644315,-0.05751653526591771
2011-06-10,43.21,46.15991253644315,-0.0639063718787205
2011-06-13,42.95,47.009912536443146,-0.08636290342586384
2011-06-14,43.8,46.22991253644315,-0.05256147812366396
2011-06-15,43.02,46.619912536443145,-0.07721834599387256
2011-06-16,43.41,46.94991253644315,-0.07539763857271142
2011-06-17,43.74,47.369912536443145,-0.07662907406997088
2011-06-20,44.16,47.41991253644315,-0.06874564633449809
2011-06-21,44.21,47.10991253644315,-0.06155631331728417
2011-06-22,43.9,46.509912536443146,-0.05611518908787738
2011-06-23,43.3,46.259912536443146,-0.06398439543333234
2011-06-24,43.05,46.45991253644315,-0.07339472569537053
2011-06-27,43.25,46.689912536443146,-0.07367571172377263
2011-06-28,43.48,47.15991253644315,-0.07803052080725292
2011-06-29,43.95,47.35991253644315,-0.07199997537620528
2011-06-30,44.15,45.87607329842932,-0.037624695714496004
2011-07-01,44.63,45.33607329842932,-0.015574204977601758
2011-07-05,44.09,45.42607329842932,-0.029412035895154398
2011-07-06,44.18,45.90607329842932,-0.03760010766349686
2011-07-07,44.66,45.88607329842932,-0.02671994377150788
2011-07-08,44.64,45.32607329842932,-0.01513639387890886
2011-07-11,44.08,45.14607329842932,-0.023613865404910284
2011-07-12,43.9,44.97607329842932,-0.023925461240007828
2011-07-13,43.73,44.62607329842932,-0.020079590969991568
2011-07-14,43.38,44.52607329842932,-0.02573937501175838
2011-07-15,43.28,44.12607329842932,-0.01917399929758612
2011-07-18,42.88,44.33607329842932,-0.032841728870041775
2011-07-19,43.09,44.67607329842932,-0.03550162718721028
2011-07-20,43.43,45.77607329842932,-0.051251082265936
2011-07-21,44.53,45.60607329842932,-0.023594956123231592
2011-07-22,44.36,46.58607329842932,-0.04778409384644089
2011-07-25,45.34,46.59607329842932,-0.026956634100574584
2011-07-26,45.35,46.37607329842932,-0.022125057717296448
2011-07-27,45.13,46.14607329842932,-0.022018629664507183
2011-07-28,44.9,45.89607329842932,-0.02170279997490354
2011-07-29,44.65,46.07607329842932,-0.030950408668568907
2011-08-01,44.83,45.36607329842932,-0.011816612271088545
2011-08-02,44.12,44.71607329842932,-0.013330179831560929
2011-08-03,43.47,42.54607329842932,0.02171591006977347
2011-08-04,41.3,42.60607329842932,-0.030654627317591165
2011-08-05,41.36,40.43607329842932,0.02284907079754861
2011-08-08,39.19,42.07607329842932,-0.06859179272646287
2011-08-09,40.83,40.93607329842932,-0.0025911937780654926
2011-08-10,39.69,43.05607329842932,-0.07817882683119903
2011-08-11,41.81,42.55607329842932,-0.017531535233464624
2011-08-12,41.31,44.01607329842932,-0.06147920738140633
2011-08-15,42.77,43.80607329842932,-0.023651362023960787
2011-08-16,42.56,44.30607329842932,-0.03940934432777221
2011-08-17,43.06,43.38607329842932,-0.007515621342047529
2011-08-18,42.14,42.996073298429316,-0.019910499558586148
2011-08-19,41.75,42.59607329842932,-0.01986270641666199
2011-08-22,41.35,43.77607329842932,-0.05542007575440444
2011-08-23,42.53,44.77607329842932,-0.05016235531551416
2011-08-24,43.53,43.97607329842932,-0.010143545454870173
2011-08-25,42.73,43.77607329842932,-0.023896005731214198
2011-08-26,42.53,44.82607329842932,-0.05122182536808939
2011-08-29,43.58,45.09607329842932,-0.03361874299778833
2011-08-30,43.85,45.496073298429316,-0.036180557553439296
2011-08-31,44.25,45.17607329842932,-0.0204991985981553
2011-09-01,43.93,44.26607329842932,-0.00759211905161794
2011-09-02,43.02,44.15607329842932,-0.025728585301305062
2011-09-06,42.91,44.746073298429316,-0.04103317147370267
2011-09-07,43.5,45.21607329842932,-0.03795272727693788
2011-09-08,43.97,43.95607329842932,0.00031683224923506614
2011-09-09,42.71,44.46607329842932,-0.03949243025449134
2011-09-12,43.22,44.78607329842932,-0.03496786351404124
2011-09-13,43.54,45.35607329842932,-0.04004035548845042
2011-09-14,44.11,46.04607329842932,-0.0420464365306773
2011-09-15,44.8,46.67607329842932,-0.040193468855754366
2011-09-16,45.43,46.17607329842932,-0.01615714037890481
2011-09-19,44.93,47.26607329842932,-0.04942389192518237
2011-09-20,46.02,46.566073298429316,-0.011726848749510799
2011-09-21,45.32,45.72607329842932,-0.00888056351961597
2011-09-22,44.48,46.36607329842932,-0.0406778742355397
2011-09-23,45.12,46.58607329842932,-0.03147020546328705
2011-09-26,45.34,46.34607329842932,-0.021707843336609245
2011-09-27,45.1,46.04607329842932,-0.020546231864283393
2011-09-28,44.8,46.65607329842932,-0.039782029802576835
2011-09-29,45.41,46.15607329842932,-0.016164141468566262
2011-09-30,44.91,44.34857868020305,0.012659285517250707
2011-10-03,43.61,44.358578680203046,-0.01687562366684059
2011-10-04,43.62,44.13857868020305,-0.01174887582947115
2011-10-05,43.4,44.428578680203046,-0.02315128484318074
2011-10-06,43.69,45.02857868020305,-0.029727313618085782
2011-10-07,44.29,46.068578680203046,-0.038607196730541915
2011-10-10,45.33,45.62857868020305,-0.006543676985770186
2011-10-11,44.89,45.77857868020305,-0.019410359732013993
2011-10-12,45.04,44.498578680203046,0.012167159847688014
2011-10-13,43.76,45.038578680203045,-0.028388521966503655
2011-10-14,44.3,44.818578680203046,-0.011570618602238514
2011-10-17,44.08,45.04857868020304,-0.02150076003682433
2011-10-18,44.31,45.79857868020304,-0.03250272657143605
2011-10-19,45.06,45.79857868020304,-0.01612667251881994
2011-10-20,45.06,46.59857868020305,-0.033017716929995
2011-10-21,45.86,46.318578680203046,-0.009900534370219094
2011-10-24,45.58,45.65857868020304,-0.0017210058322975064
2011-10-25,44.92,45.38857868020305,-0.010323713450128835
2011-10-26,44.65,46.358578680203046,-0.03685571751432226
2011-10-27,45.62,46.148578680203045,-0.011453845282342279
2011-10-28,45.41,45.69857868020305,-0.006314828349969326
2011-10-31,44.96,45.70857868020305,-0.01637720318193281
2011-11-01,44.97,46.508578680203044,-0.03308161040100677
2011-11-02,45.77,46.498578680203046,-0.015668837648003975
2011-11-03,45.76,46.248578680203046,-0.010564188006326525
2011-11-04,45.51,46.40857868020304,-0.019362340018966417
2011-11-07,45.67,46.73857868020305,-0.022862883518870447
2011-11-08,46.0,45.47857868020304,0.011465207025564528
2011-11-09,44.74,45.48857868020305,-0.01645640954107963
2011-11-10,44.75,46.188578680203044,-0.031145766362792093
2011-11-11,45.45,45.45857868020305,-0.0001887142196722591
2011-11-14,44.72,46.248578680203046,-0.033051365551637235
2011-11-15,45.51,45.498578680203046,0.0002510258590104897
2011-11-16,44.76,44.608578680203046,0.003394443945019754
2011-11-17,43.87,45.01857868020305,-0.02551343720471877
2011-11-18,44.28,44.27857868020305,3.209949007665358e-05
2011-11-21,43.54,43.428578680203046,0.002565622066921236
2011-11-22,42.69,42.59857868020305,0.0021461119743753088
2011-11-23,41.86,42.678578680203046,-0.019180082971759216
2011-11-25,41.94,43.48857868020305,-0.03560885931891811
2011-11-28,42.75,43.97857868020304,-0.027935843246250425
2011-11-29,43.24,45.20857868020305,-0.043544361217997984
2011-11-30,44.47,45.428578680203046,-0.02110078518967129
2011-12-01,44.69,45.02857868020305,-0.007519195367183706
2011-12-02,44.29,45.36857868020304,-0.023773693414682384
2011-12-05,44.63,45.77857868020305,-0.025089872016925363
2011-12-06,45.04,45.94857868020305,-0.019773814692433778
2011-12-07,45.21,45.148578680203045,0.0013604264318489712
2011-12-08,44.41,45.508578680203044,-0.02414003495742978
2011-12-09,44.77,44.898578680203045,-0.002863758363463198
2011-12-12,44.16,45.22857868020304,-0.023626183076824625
2011-12-13,44.49,44.65857868020304,-0.003774833082132334
2011-12-14,43.92,45.04857868020304,-0.025052481416000916
2011-12-15,44.31,44.16857868020305,0.003201853535312882
2011-12-16,43.43,43.218578680203045,0.004891908208304763
2011-12-19,42.48,44.108578680203046,-0.03692203940667882
2011-12-20,43.37,45.04857868020304,-0.037261523656920814
2011-12-21,44.31,45.02857868020305,-0.01595828030252644
2011-12-22,44.29,45.11857868020304,-0.018364467685827224
2011-12-23,44.38,45.568578680203046,-0.026083294994658557
2011-12-27,44.83,45.498578680203046,-0.014694495951231845
2011-12-28,44.76,45.86857868020304,-0.024168585818455046
2011-12-29,45.13,45.038578680203045,0.002029844690395244
2011-12-30,44.3,43.31374064837905,0.02277012645080445
2012-01-03,42.81,42.693740648379055,0.0027231006197945273
2012-01-04,42.19,42.56374064837905,-0.008780728448341546
2012-01-05,42.06,42.71374064837905,-0.015305160317394484
2012-01-06,42.21,42.90374064837905,-0.01616970077422042
2012-01-09,42.4,42.88374064837905,-0.011280281082413857
2012-01-10,42.38,42.50374064837905,-0.002911288429945924
2012-01-11,42.0,42.70374064837905,-0.0164796019668072
2012-01-12,42.2,42.67374064837905,-0.011101455864451992
2012-01-13,42.17,42.49374064837905,-0.00761854907191839
2012-01-17,41.99,42.47374064837905,-0.01138916989637706
2012-01-18,41.97,41.64374064837905,0.007834535191632686
2012-01-19,41.14,42.03374064837905,-0.021262458077556667
2012-01-20,41.53,42.513740648379056,-0.023139357614173184
2012-01-23,42.01,41.773740648379054,0.00565569058346016
2012-01-24,41.27,42.63374064837905,-0.03198735620283644
2012-01-25,42.13,43.22374064837905,-0.02530416460890139
2012-01-26,42.72,42.763740648379056,-0.0010228443002381349
2012-01-27,42.26,42.65374064837905,-0.009231093038823857
2012-01-30,42.15,42.72374064837905,-0.013429082745843757
2012-01-31,42.22,43.053740648379055,-0.01936511522165374
2012-02-01,42.55,44.45374064837905,-0.042825207071713
2012-02-02,43.95,44.03374064837905,-0.0019017382385870807
2012-02-03,43.53,43.75374064837905,-0.0051136347444464825
2012-02-06,43.25,43.74374064837905,-0.01128711539207039
2012-02-07,43.24,43.443740648379055,-0.004689758417169232
2012-02-08,42.94,43.17374064837905,-0.0054139540579241086
2012-02-09,42.67,43.15374064837905,-0.011209703750147959
2012-02-10,42.65,43.53374064837905,-0.02030013123652763
2012-02-13,43.03,43.663740648379054,-0.014514117182092168
2012-02-14,43.16,43.263740648379056,-0.0023978658993497604
2012-02-15,42.76,44.03374064837905,-0.02892646933064824
2012-02-16,43.53,43.88374064837905,-0.008060859059700887
2012-02-17,43.38,43.90374064837905,-0.011929294421029746
2012-02-21,43.4,44.25374064837905,-0.01929194314131555
2012-02-22,43.75,44.50374064837905,-0.016936568418693176
2012-02-23,44.0,44.57374064837905,-0.012871718640466323
2012-02-24,44.07,44.33374064837905,-0.005948982524863755
2012-02-27,43.83,44.31374064837905,-0.010916267534655688
2012-02-28,43.81,44.79374064837905,-0.021961565034302355
2012-02-29,44.29,44.843740648379054,-0.012348226092933401
2012-03-01,44.34,44.983740648379055,-0.01431051840288089
2012-03-02,44.48,45.21374064837905,-0.016228266846692763
2012-03-05,44.71,45.21374064837905,-0.011141317686952146
2012-03-06,44.71,45.15374064837905,-0.009827328633402521
2012-03-07,44.65,44.96374064837905,-0.006977636732507064
2012-03-08,44.46,45.21374064837905,-0.01667061025188754
2012-03-09,44.71,45.623740648379055,-0.020027745103612382
2012-03-12,45.12,45.483740648379055,-0.007997157735794569
2012-03-13,44.98,44.99374064837905,-0.00030539022052955556
2012-03-14,44.49,44.92374064837905,-0.009655043015539766
2012-03-15,44.42,45.00374064837905,-0.01297093619261347
2012-03-16,44.5,44.593740648379054,-0.0021021032776370463
2012-03-19,44.09,44.70374064837905,-0.013729066952282043
2012-03-20,44.2,44.63374064837905,-0.00971777498543136
2012-03-21,44.13,45.123740648379055,-0.022022568034034462
2012-03-22,44.62,45.22374064837905,-0.01335008205254895
2012-03-23,44.72,45.56374064837905,-0.018517809037899347
2012-03-26,45.06,45.803740648379055,-0.01623755260707893
2012-03-27,45.3,45.623740648379055,-0.00709588130605332
2012-03-28,45.12,45.983740648379055,-0.018783609949955316
2012-03-29,45.48,46.093740648379054,-0.013315054056057374
2012-03-30,45.59,45.976190476190474,-0.008399792853443722
2012-04-02,45.8,45.96619047619048,-0.0036154937894312678
2012-04-03,45.79,46.23619047619048,-0.009650243058416552
2012-04-04,46.06,46.13619047619048,-0.0016514253865367312
2012-04-05,45.96,45.77619047619048,0.0040153958181627925
2012-04-09,45.6,45.09619047619048,0.01117188654938639
2012-04-10,44.92,45.19619047619047,-0.006110923803101742
2012-04-11,45.02,45.37619047619047,-0.007849721901563522
2012-04-12,45.2,45.116190476190475,0.00185763742295042
2012-04-13,44.94,45.59619047619048,-0.01439134430612432
2012-04-16,45.42,45.976190476190474,-0.012097358881408504
2012-04-17,45.8,45.936190476190475,-0.0029647751539403355
2012-04-18,45.76,45.59619047619048,0.0035926142534881134
2012-04-19,45.42,45.92619047619048,-0.011021825911141092
2012-04-20,45.75,45.77619047619048,-0.0005721418911890375
2012-04-23,45.6,46.10619047619048,-0.010978796360368914
2012-04-24,45.93,46.63619047619048,-0.015142542068289577
2012-04-25,46.46,46.92619047619048,-0.00993454766857782
2012-04-26,46.75,47.186190476190475,-0.009244028216487843
2012-04-27,47.01,46.99619047619048,0.0002938434726218464
2012-04-30,46.82,47.56619047619048,-0.01568741302846166
2012-05-01,47.39,47.336190476190474,0.0011367523087137954
2012-05-02,47.16,46.976190476190474,0.0039128231120120205
2012-05-03,46.8,47.146190476190476,-0.00734291514741392
2012-05-04,46.97,47.156190476190474,-0.0039483782364583275
2012-05-07,46.98,47.21619047619048,-0.0050023196240193135
2012-05-08,47.04,47.28619047619048,-0.005206392684867223
2012-05-09,47.11,47.77619047619048,-0.01394398484999504
2012-05-10,47.6,47.98619047619048,-0.008047950303162632
2012-05-11,47.81,48.086190476190474,-0.005743654746932503
2012-05-14,47.91,48.046190476190475,-0.002834573872364965
2012-05-15,47.87,47.98619047619048,-0.002421331533873916
2012-05-16,47.81,47.88619047619048,-0.0015910740744423668
2012-05-17,47.71,47.976190476190474,-0.005548387096774188
2012-05-18,47.8,47.866190476190475,-0.001382823147862644
2012-05-21,47.69,47.87619047619047,-0.003888999403222626
2012-05-22,47.7,46.936190476190475,0.016273359982144076
2012-05-23,46.76,47.34619047619048,-0.012380942802256989
2012-05-24,47.17,47.02619047619048,0.003058073008961548
2012-05-25,46.85,46.98619047619048,-0.002898521348724592
2012-05-29,46.81,46.52619047619048,0.006099994882554638
2012-05-30,46.35,46.96619047619048,-0.013119873465207932
2012-05-31,46.79,46.686190476190475,0.002223559531216557
2012-06-01,46.51,46.976190476190474,-0.009923973644196615
2012-06-04,46.8,47.256190476190476,-0.009653560128176752
2012-06-05,47.08,47.95619047619048,-0.018270643841601597
2012-06-06,47.78,47.80619047619047,-0.0005478469614413894
2012-06-07,47.63,48.03619047619048,-0.008455926087473697
2012-06-08,47.86,47.95619047619048,-0.002005798943480186
2012-06-11,47.78,47.866190476190475,-0.0018006546026123615
2012-06-12,47.69,47.63619047619048,0.0011295933463952856
2012-06-13,47.46,48.21619047619048,-0.01568333102889763
2012-06-14,48.04,48.66619047619048,-0.01286705349367423
2012-06-15,48.49,48.98619047619048,-0.010129190928444443
2012-06-18,48.81,49.37619047619047,-0.011466872408139483
2012-06-19,49.2,48.69619047619047,0.010345974066613417
2012-06-20,48.52,48.31619047619048,0.004218244894740986
2012-06-21,48.14,48.296190476190475,-0.0032340123444617452
2012-06-22,48.12,48.03619047619048,0.001744716285340342
2012-06-25,47.86,47.94619047619047,-0.0017976501435139625
2012-06-26,47.77,48.59619047619048,-0.01700113667542036
2012-06-27,48.42,48.656190476190474,-0.00485427391414972
2012-06-28,48.48,49.366190476190475,-0.017951364438742567
2012-06-29,49.19,50.12434367541766,-0.018640516900690907
2012-07-02,49.9,50.06434367541766,-0.003282649154119577
2012-07-03,49.84,49.64434367541766,0.003941160464555171
2012-07-05,49.42,49.404343675417664,0.0003169017826691878
2012-07-06,49.18,49.17434367541766,0.00011502592936829537
2012-07-09,48.95,49.11434367541766,-0.0033461441835352934
2012-07-10,48.89,49.19434367541766,-0.006186558304867473
2012-07-11,48.97,49.30434367541766,-0.006781221500862689
2012-07-12,49.08,49.56434367541766,-0.009772018340230337
2012-07-13,49.34,49.85434367541766,-0.010316928024694305
2012-07-16,49.63,49.71434367541766,-0.0016965662056876996
2012-07-17,49.49,49.974343675417664,-0.009691846651623148
2012-07-18,49.75,50.48434367541766,-0.01454596855094381
2012-07-19,50.26,50.59434367541766,-0.006608321229792158
2012-07-20,50.37,50.12434367541766,0.004900938477580663
2012-07-23,49.9,49.62434367541766,0.005554860863961064
2012-07-24,49.4,49.06434367541766,0.006841145716792951
2012-07-25,48.84,49.92434367541766,-0.021719738219644902
2012-07-26,49.7,50.67434367541766,-0.01922755392074893
2012-07-27,50.45,51.09434367541766,-0.012610861184770727
2012-07-30,50.87,50.44434367541766,0.008438137828122194
2012-07-31,50.22,50.36434367541766,-0.0028659894060748536
2012-08-01,50.14,49.67434367541766,0.009374181722964225
2012-08-02,49.45,49.73434367541766,-0.005717249980684902
2012-08-03,49.51,49.544343675417664,-0.0006931906423599532
2012-08-06,49.32,46.36434367541766,0.06374847760757651
2012-08-07,46.14,46.11434367541766,0.0005563632166800669
2012-08-08,45.89,46.02434367541766,-0.002918969933935589
2012-08-09,45.8,46.07434367541766,-0.0059543696889171605
2012-08-10,45.85,46.07434367541766,-0.00486916703573903
2012-08-13,45.85,46.34434367541766,-0.010666753183083189
2012-08-14,46.12,46.32434367541766,-0.004411151010566772
2012-08-15,46.1,46.20434367541766,-0.0022583087891188125
2012-08-16,45.98,46.09434367541766,-0.002480644397994669
2012-08-17,45.87,46.21434367541766,-0.007451012997958584
2012-08-20,45.99,45.974343675417664,0.0003405448197992822
2012-08-21,45.75,45.88434367541766,-0.002927876148082209
2012-08-22,45.66,45.09434367541766,0.012543842053758247
2012-08-23,44.87,44.96434367541766,-0.002098188646957655
2012-08-24,44.74,44.88434367541766,-0.0032159025530479335
2012-08-27,44.66,44.584343675417664,0.0016969258341701376
2012-08-28,44.36,44.21434367541766,0.0032943228933040025
2012-08-29,43.99,43.96434367541766,0.0005835711951429623
2012-08-30,43.74,43.92434367541766,-0.004196845302456453
2012-08-31,43.7,43.71434367541766,-0.0003281228588071228
2012-09-04,43.49,43.00434367541766,0.011293192340009028
2012-09-05,42.78,43.57434367541766,-0.01822961881731755
2012-09-06,43.35,43.34434367541766,0.00013049740987414182
2012-09-07,43.12,43.06434367541766,0.0012923992294373576
2012-09-10,42.84,42.91434367541766,-0.0017323735853903566
2012-09-11,42.69,42.84434367541766,-0.003602428282877823
2012-09-12,42.62,43.95434367541766,-0.03035749288559897
2012-09-13,43.73,43.50434367541766,0.005186983770309128
2012-09-14,43.28,43.50434367541766,-0.0051568109403389295
2012-09-17,43.28,43.52434367541766,-0.005613954279008793
2012-09-18,43.3,43.76434367541766,-0.010610091147750689
2012-09-19,43.54,44.41434367541766,-0.019686065425336685
2012-09-20,44.19,44.41434367541766,-0.005051153678126585
2012-09-21,44.19,44.62434367541766,-0.009733334759541412
2012-09-24,44.4,44.52434367541766,-0.0027927121469577543
2012-09-25,44.3,44.64434367541766,-0.007713041497959483
2012-09-26,44.42,44.28434367541766,0.0030633021362276303
2012-09-27,44.06,44.32434367541766,-0.005963848609996769
2012-09-28,44.1,44.41799522673031,-0.007159153066389257
2012-10-01,44.06,44.65799522673031,-0.013390552435107339
2012-10-02,44.3,45.06799522673031,-0.017040811841455228
2012-10-03,44.71,45.22799522673031,-0.011452977832282163
2012-10-04,44.87,45.17799522673031,-0.006817372598863836
2012-10-05,44.82,45.07799522673031,-0.005723307468148531
2012-10-08,44.72,45.29799522673031,-0.012759841221168133
2012-10-09,44.94,44.98799522673031,-0.0010668451992231764
2012-10-10,44.63,45.55799522673031,-0.020369536063031712
2012-10-11,45.2,45.267995226730314,-0.0015020595983927798
2012-10-12,44.91,45.46799522673031,-0.012272263686749718
2012-10-15,45.11,45.81799522673031,-0.015452339702485829
2012-10-16,45.46,46.13799522673031,-0.014694943362808077
2012-10-17,45.78,46.63799522673031,-0.018396914845056567
2012-10-18,46.28,46.33799522673031,-0.0012515696125077191
2012-10-19,45.98,46.19799522673031,-0.004718716162042114
2012-10-22,45.84,45.88799522673031,-0.001045921193400745
2012-10-23,45.53,45.77799522673031,-0.005417345724775258
2012-10-24,45.42,46.24799522673031,-0.017903375544627842
2012-10-25,45.89,45.98799522673031,-0.0021308871205881763
2012-10-26,45.63,46.07799522673031,-0.009722541628078951
2012-10-31,45.72,45.267995226730314,0.009985084848705306
2012-11-01,44.91,44.81799522673031,0.002052853386329323
2012-11-02,44.46,42.90799522673031,0.036170526380194135
2012-11-05,42.55,43.55799522673031,-0.023141451333640317
2012-11-06,43.2,42.65799522673031,0.012705819164470888
2012-11-07,42.3,43.267995226730314,-0.022372084069481102
2012-11-08,42.91,42.83799522673031,0.0016808623486834762
2012-11-09,42.48,42.23799522673031,0.005729551603257166
2012-11-12,41.88,42.45799522673031,-0.013613342402149509
2012-11-13,42.1,41.66799522673031,0.010367783977102807
2012-11-14,41.31,41.517995226730314,-0.005009760842122679
2012-11-15,41.16,41.72799522673031,-0.013611850357154509
2012-11-16,41.37,41.91799522673031,-0.013073030419662568
2012-11-19,41.56,41.79799522673031,-0.005693938798722709
2012-11-20,41.44,41.55799522673031,-0.0028392906367730175
2012-11-21,41.2,41.42799522673031,-0.005503409602190978
2012-11-23,41.07,42.12799522673031,-0.025113828014749928
2012-11-26,41.77,42.32799522673031,-0.013182651900743192
2012-11-27,41.97,42.85799522673031,-0.020719476541834925
2012-11-28,42.5,42.83799522673031,-0.00789008040505601
2012-11-29,42.48,42.81799522673031,-0.00789376580899126
2012-11-30,42.46,42.63799522673031,-0.004174568381646648
2012-12-03,42.28,42.06799522673031,0.0050395739594213396
2012-12-04,41.71,42.37799522673031,-0.015762784982074063
2012-12-05,42.02,41.91799522673031,0.0024334363491851363
2012-12-06,41.56,41.80799522673031,-0.0059317655722403995
2012-12-07,41.45,41.90799522673031,-0.01092858830999821
2012-12-10,41.55,41.85799522673031,-0.007358097898908178
2012-12-11,41.5,41.55799522673031,-0.0013955251309382133
2012-12-12,41.2,41.07799522673031,0.002970076134346078
2012-12-13,40.72,41.11799522673031,-0.009679344154200797
2012-12-14,40.76,41.58799522673031,-0.019909476814552574
2012-12-17,41.23,41.86799522673031,-0.015238255934523215
2012-12-18,41.51,41.85799522673031,-0.008313709838355665
2012-12-19,41.5,41.89799522673031,-0.009499147264124819
2012-12-20,41.54,41.96799522673031,-0.010198133706842194
2012-12-21,41.61,42.10799522673031,-0.011826619245320469
2012-12-24,41.75,42.02799522673031,-0.006614525038146524
2012-12-26,41.67,42.00799522673031,-0.00804597374633187
2012-12-27,41.65,41.53799522673031,0.002696441478658773
2012-12-28,41.18,42.11799522673031,-0.022270652287243897
2012-12-31,41.76,42.39050119331742,-0.014873643282538374
2013-01-02,41.98,42.45050119331742,-0.011083525048969034
2013-01-03,42.04,42.42050119331742,-0.008969747707209152
2013-01-04,42.01,41.900501193317425,0.002613305415545719
