date,VIAC,dcf,Deviation
2005-12-05,26.7,26.273633481293594,0.016227923671462197
2005-12-06,25.76,26.063633481293596,-0.01164969886150058
2005-12-07,25.55,25.903633481293596,-0.013651887158956821
2005-12-08,25.39,26.143633481293595,-0.028826654176927535
2005-12-09,25.63,26.753633481293594,-0.04199928514679141
2005-12-12,26.24,26.513633481293596,-0.010320482158232114
2005-12-13,26.0,26.213633481293595,-0.008149708869853778
2005-12-14,25.7,25.833633481293596,-0.005172848851879963
2005-12-15,25.32,25.813633481293596,-0.01912297552575537
2005-12-16,25.3,25.803633481293595,-0.01951792880869685
2005-12-19,25.29,25.583633481293596,-0.011477395558699532
2005-12-20,25.07,25.763633481293596,-0.026922968058726182
2005-12-21,25.25,25.623633481293595,-0.014581596383134499
2005-12-22,25.11,26.013633481293596,-0.03473691908296472
2005-12-23,25.5,26.163633481293594,-0.02536472932049283
2005-12-27,25.65,25.563633481293596,0.003378491510981796
2005-12-28,25.05,25.513633481293596,-0.01817198956132715
2005-12-29,25.0,26.013633481293596,-0.03896547101051839
2005-12-30,25.5,28.297591888466414,-0.09886324954762893
2006-01-03,26.2,28.097591888466415,-0.06753574811673968
2006-01-04,26.0,28.457591888466414,-0.08635979804961824
2006-01-05,26.36,29.32759188846641,-0.10118771086805356
2006-01-06,27.23,29.127591888466412,-0.06514757195625898
2006-01-09,27.03,28.657591888466413,-0.05679444018886515
2006-01-10,26.56,28.277591888466414,-0.06074038748564614
2006-01-11,26.18,28.087591888466413,-0.06791582190603274
2006-01-12,25.99,27.57759188846641,-0.057568184157891666
2006-01-13,25.48,27.157591888466413,-0.0617724831920341
2006-01-17,25.06,27.767591888466413,-0.09750906377988955
2006-01-18,25.67,27.667591888466415,-0.07219970196608017
2006-01-19,25.57,27.07759188846641,-0.055676734278152895
2006-01-20,24.98,27.917591888466415,-0.1052236847720387
2006-01-23,25.82,28.997591888466413,-0.10958123352754257
2006-01-24,26.9,28.497591888466413,-0.05606059258336826
2006-01-25,26.4,28.907591888466413,-0.08674509790166562
2006-01-26,26.81,28.897591888466412,-0.07224103297339501
2006-01-27,26.8,29.367591888466414,-0.087429432355834
2006-01-30,27.27,28.227591888466414,-0.0339239667432516
2006-01-31,26.13,28.23759188846641,-0.07463780540461928
2006-02-01,26.14,27.747591888466413,-0.05793626686338227
2006-02-02,25.65,27.757591888466415,-0.07592848460828272
2006-02-03,25.66,27.937591888466415,-0.0815242737297871
2006-02-06,25.84,27.627591888466412,-0.06470313792396332
2006-02-07,25.53,28.117591888466414,-0.09202750714679164
2006-02-08,26.02,27.727591888466414,-0.06158457233989745
2006-02-09,25.63,27.557591888466412,-0.06994776235412503
2006-02-10,25.46,27.637591888466414,-0.0787909416006376
2006-02-13,25.54,27.697591888466413,-0.07789817602752891
2006-02-14,25.6,27.707591888466414,-0.07606550208153318
2006-02-15,25.61,27.247591888466413,-0.06010042631178669
2006-02-16,25.15,27.947591888466413,-0.1001013575563533
2006-02-17,25.85,27.397591888466412,-0.05648642022140282
2006-02-21,25.3,27.32759188846641,-0.07419577607649197
2006-02-22,25.23,27.297591888466414,-0.07574264780989703
2006-02-23,25.2,26.627591888466412,-0.053613255545078675
2006-02-24,24.53,26.927591888466413,-0.08903848136131864
2006-02-27,24.83,26.557591888466412,-0.06505077326746189
2006-02-28,24.46,26.747591888466413,-0.08552515299341112
2006-03-01,24.65,26.157591888466413,-0.05763496482759767
2006-03-02,24.06,26.07759188846641,-0.07736879605661562
2006-03-03,23.98,26.07759188846641,-0.08043656398327692
2006-03-06,23.98,26.457591888466414,-0.09364389241888882
2006-03-07,24.36,26.23759188846641,-0.07156113626768346
2006-03-08,24.14,26.057591888466412,-0.073590525811987
2006-03-09,23.96,26.047591888466414,-0.08014529317740027
2006-03-10,23.95,26.117591888466414,-0.08299355843076894
2006-03-13,24.02,26.057591888466412,-0.0781957096107676
2006-03-14,23.96,26.437591888466415,-0.09371473388797114
2006-03-15,24.34,26.317591888466414,-0.07514334506163867
2006-03-16,24.22,26.717591888466412,-0.09348117520818133
2006-03-17,24.62,26.497591888466413,-0.07085896319822449
2006-03-20,24.4,26.877591888466412,-0.09218057550496506
2006-03-21,24.78,27.177591888466413,-0.08821943821608047
2006-03-22,25.08,26.98759188846641,-0.07068403495762265
2006-03-23,24.89,27.127591888466412,-0.08248398522309486
2006-03-24,25.03,26.877591888466412,-0.06874097561021608
2006-03-27,24.78,26.517591888466413,-0.06552600612358628
2006-03-28,24.42,26.537591888466412,-0.0797959324028471
2006-03-29,24.44,26.337591888466413,-0.07204879992454405
2006-03-30,24.24,26.07759188846641,-0.07046631822162774
2006-03-31,23.98,26.378851174934727,-0.09093842483990067
2006-04-03,24.7,26.448851174934727,-0.0661220089813237
2006-04-04,24.77,26.578851174934726,-0.06805603308545438
2006-04-05,24.9,27.148851174934727,-0.08283411922088946
2006-04-06,25.47,26.818851174934725,-0.050294890192588926
2006-04-07,25.14,26.568851174934725,-0.05377918546522309
2006-04-10,24.89,26.278851174934726,-0.052850528574835076
2006-04-11,24.6,26.208851174934725,-0.061385795363414375
2006-04-12,24.53,26.528851174934726,-0.07534631491405486
2006-04-13,24.85,26.388851174934725,-0.05831444365400762
2006-04-17,24.71,26.478851174934725,-0.06680241386790775
2006-04-18,24.8,26.238851174934727,-0.05483666816591504
2006-04-19,24.56,26.208851174934725,-0.06291199732217312
2006-04-20,24.53,26.488851174934727,-0.07395002380429028
2006-04-21,24.81,26.488851174934727,-0.06337953895574577
2006-04-24,24.81,27.048851174934725,-0.082770656707572
2006-04-25,25.37,26.828851174934726,-0.05437620736804716
2006-04-26,25.15,27.178851174934724,-0.07464815793265767
2006-04-27,25.5,27.148851174934727,-0.06073373655151326
2006-04-28,25.47,27.458851174934725,-0.07243023978913621
2006-05-01,25.78,27.228851174934725,-0.05321014704683724
2006-05-02,25.55,27.428851174934724,-0.06849908379143754
2006-05-03,25.75,27.718851174934727,-0.07102932089462266
2006-05-04,26.04,28.058851174934727,-0.07195059991401886
2006-05-05,26.38,28.278851174934726,-0.0671473944676294
2006-05-08,26.6,28.348851174934726,-0.06169037200636229
2006-05-09,26.67,27.978851174934725,-0.04678001847721602
2006-05-10,26.3,27.598851174934726,-0.04706178408303974
2006-05-11,25.92,27.338851174934724,-0.051898712416839854
2006-05-12,25.66,27.338851174934724,-0.061408987678090776
2006-05-15,25.66,28.008851174934726,-0.08386103236668008
2006-05-16,26.33,27.478851174934725,-0.04180855915776671
2006-05-17,25.8,27.028851174934726,-0.04546442492066782
2006-05-18,25.35,26.888851174934725,-0.057230082643665026
2006-05-19,25.21,26.938851174934726,-0.06417687093291258
2006-05-22,25.26,26.528851174934726,-0.04782910373946281
2006-05-23,24.85,27.078851174934726,-0.08230966522678185
2006-05-24,25.4,27.978851174934725,-0.09217144616877726
2006-05-25,26.3,27.878851174934727,-0.056632576608975804
2006-05-26,26.2,27.188851174934726,-0.036369729951898244
2006-05-30,25.51,27.588851174934724,-0.07535113230171109
2006-05-31,25.91,28.318851174934725,-0.08506175480263911
2006-06-01,26.64,28.108851174934728,-0.05225582382550498
2006-06-02,26.43,28.238851174934727,-0.06405540946865051
2006-06-05,26.56,27.958851174934725,-0.050032498337728715
2006-06-06,26.28,28.358851174934728,-0.07330519710093686
2006-06-07,26.68,28.228851174934725,-0.05486766589743475
2006-06-08,26.55,27.428851174934724,-0.03204112229599476
2006-06-09,25.75,27.428851174934724,-0.06120749149234905
2006-06-12,25.75,27.468851174934727,-0.06257455632156816
2006-06-13,25.79,27.508851174934726,-0.062483568070661355
2006-06-14,25.83,27.948851174934727,-0.0758117448789799
2006-06-15,26.27,27.668851174934726,-0.05055689396319962
2006-06-16,25.99,27.638851174934725,-0.05965700833578946
2006-06-19,25.96,27.468851174934727,-0.054929533285744014
2006-06-20,25.79,27.718851174934727,-0.069586259645527
2006-06-21,26.04,27.628851174934727,-0.05750695766808267
2006-06-22,25.95,28.178851174934724,-0.07909659485753995
2006-06-23,26.5,28.178851174934724,-0.059578410933518566
2006-06-26,26.5,28.198851174934727,-0.06024540377179599
2006-06-27,26.52,28.308851174934727,-0.06319052524881741
2006-06-28,26.63,28.598851174934726,-0.06884371553568958
2006-06-29,26.92,28.728851174934725,-0.06296287881197649
2006-06-30,27.05,31.090494148244474,-0.1299591485737971
2006-07-03,27.11,30.720494148244473,-0.11752721589769077
2006-07-05,26.74,30.850494148244472,-0.1332391672072578
2006-07-06,26.87,31.37049414824447,-0.1434626476387948
2006-07-07,27.39,31.350494148244472,-0.12632956053313904
2006-07-10,27.37,31.410494148244474,-0.12863516661581387
2006-07-11,27.43,31.520494148244474,-0.12977252605896383
2006-07-12,27.54,30.930494148244474,-0.10961655290712224
2006-07-13,26.95,30.500494148244474,-0.11640775821492166
2006-07-14,26.52,30.610494148244474,-0.1336304513228208
2006-07-17,26.63,30.480494148244475,-0.12632650013865487
2006-07-18,26.5,30.530494148244472,-0.1320153590922546
2006-07-19,26.55,30.360494148244474,-0.125508304628988
2006-07-20,26.38,30.210494148244475,-0.1267934953148413
2006-07-21,26.23,30.500494148244474,-0.1400139331345972
2006-07-24,26.52,30.850494148244472,-0.14037033337084803
2006-07-25,26.87,30.630494148244473,-0.12276962069382735
2006-07-26,26.65,30.810494148244473,-0.13503496984586771
2006-07-27,26.83,31.230494148244475,-0.1409037630770833
2006-07-28,27.25,31.410494148244474,-0.13245554586338792
2006-07-31,27.43,30.810494148244473,-0.10971892018281981
2006-08-01,26.83,31.130494148244473,-0.1381441016568955
2006-08-02,27.15,30.340494148244474,-0.10515630143186316
2006-08-03,26.36,29.780494148244472,-0.11485686339580459
2006-08-04,25.8,30.130494148244473,-0.14372463083207632
2006-08-07,26.15,30.230494148244475,-0.13497940616632087
2006-08-08,26.25,30.230494148244475,-0.13167148802546547
2006-08-09,26.25,30.480494148244475,-0.13879348962221894
2006-08-10,26.5,30.350494148244472,-0.12686759330629194
2006-08-11,26.37,31.240494148244473,-0.15590323652156968
2006-08-14,27.26,31.62049414824447,-0.13790088566615777
2006-08-15,27.64,31.540494148244473,-0.12366623458439285
2006-08-16,27.56,31.430494148244474,-0.12314455286604709
2006-08-17,27.45,31.500494148244474,-0.12858509867122858
