date,WY,dcf,Deviation
2006-09-21,59.45,60.25761905881656,-0.01340277082684349
2006-09-22,59.02,60.249072164588306,-0.02039985215424933
2006-09-25,60.49,61.149072164588304,-0.010778122075415175
2006-09-26,61.39,61.6190721645883,-0.0037175529676337637
2006-09-27,61.86,62.039072164588305,-0.0028864416945699745
2006-09-28,62.28,61.289072164588305,0.016168099800085267
2006-09-29,61.53,61.5890721645883,-0.0009591338611245614
2006-10-02,61.83,61.21907216458831,0.009979371032759143
2006-10-03,61.46,60.7390721645883,0.011869259929722986
2006-10-04,60.98,60.9490721645883,0.0005074373458577863
2006-10-05,61.19,61.109072164588305,0.001324317855681434
2006-10-06,61.35,61.609072164588305,-0.004205097650167411
2006-10-09,61.85,61.8090721645883,0.0006621655038392404
2006-10-10,62.05,62.0590721645883,-0.00014618595270399215
2006-10-11,62.3,63.249072164588306,-0.015005313629243622
2006-10-12,63.49,64.8890721645883,-0.021560982734344147
2006-10-13,65.13,64.90907216458831,0.0034036511082993215
2006-10-16,65.15,64.40907216458831,0.011503470093752632
2006-10-17,64.65,64.18907216458831,0.007180783579950001
2006-10-18,64.43,64.6390721645883,-0.0032344549138320078
2006-10-19,64.88,63.95907216458831,0.014398705363358522
2006-10-20,64.2,63.90907216458831,0.0045522149760279795
2006-10-23,64.15,63.4890721645883,0.010410103863202291
2006-10-24,63.73,63.45907216458831,0.004269331809784616
2006-10-25,63.7,63.7790721645883,-0.0012397822969930639
2006-10-26,64.02,63.359072164588305,0.010431463290604848
2006-10-27,63.6,63.79907216458831,-0.0031202987415670513
2006-10-30,64.04,63.34907216458831,0.010906676480068933
2006-10-31,63.59,62.9190721645883,0.010663345982862671
2006-11-01,63.16,63.1290721645883,0.0004899143033665343
2006-11-02,63.37,62.7290721645883,0.010217397026533792
2006-11-03,62.97,63.1590721645883,-0.002993586797722325
2006-11-06,63.4,62.8090721645883,0.00940831977048151
2006-11-07,63.05,63.34907216458831,-0.004721018862143489
2006-11-08,63.59,63.259072164588304,0.00523131029412971
2006-11-09,63.5,63.149072164588304,0.005557133674063408
2006-11-10,63.39,64.2490721645883,-0.01337096608006405
2006-11-13,64.49,64.5990721645883,-0.0016884478512386725
2006-11-14,64.84,63.759072164588304,0.016953318150888075
2006-11-15,64.0,64.3990721645883,-0.006196862022613825
2006-11-16,64.64,63.6190721645883,0.016047512179531154
2006-11-17,63.86,63.5890721645883,0.004260603688483577
2006-11-20,63.83,63.57907216458831,0.0039467048962607
2006-11-21,63.82,63.499072164588306,0.005054055507769606
2006-11-22,63.74,64.0590721645883,-0.004980905183398554
2006-11-24,64.3,63.0190721645883,0.02032603450692294
2006-11-27,63.26,64.15907216458831,-0.014013172794673623
2006-11-28,64.4,64.0590721645883,0.0053220851300461725
2006-11-29,64.3,64.43907216458831,-0.0021581962606956884
2006-11-30,64.68,64.5690721645883,0.0017179716494755137
2006-12-01,64.81,65.8290721645883,-0.01548057918909096
2006-12-04,66.07,67.4490721645883,-0.020446125058964704
2006-12-05,67.69,67.5290721645883,0.0023830896864607265
2006-12-06,67.77,66.5090721645883,0.01895873441582996
2006-12-07,66.75,66.43907216458831,0.0046798943043850905
2006-12-08,66.68,66.0090721645883,0.010164176126257196
2006-12-11,66.25,65.4990721645883,0.011464709508017812
2006-12-12,65.74,65.73907216458831,1.4113910968616139e-05
2006-12-13,65.98,69.2490721645883,-0.04720745076292865
2006-12-14,69.49,71.68907216458831,-0.030675137760739157
2006-12-15,71.93,70.37907216458831,0.022036775815752474
2006-12-18,70.62,70.2590721645883,0.005137099370828402
2006-12-19,70.5,69.4690721645883,0.014840097949907705
2006-12-20,69.71,70.0090721645883,-0.004271905845076862
2006-12-21,70.25,70.01907216458831,0.003298070486693394
2006-12-22,70.26,70.4190721645883,-0.002258935820916519
2006-12-26,70.66,70.9590721645883,-0.004214713573123086
2006-12-27,71.2,70.5590721645883,0.009083563824601626
2006-12-28,70.8,70.40907216458831,0.0055522367131590755
2006-12-29,70.65,72.89146489132553,-0.030750718135070243
2007-01-03,72.5,72.16146489132551,0.0046913558252221765
2007-01-04,71.77,71.93146489132553,-0.002244704616671922
2007-01-05,71.54,72.56146489132551,-0.014077236352040945
2007-01-08,72.17,72.19146489132552,-0.00029733281292787517
2007-01-09,71.8,71.76146489132552,0.0005369888802135847
2007-01-10,71.37,72.84146489132551,-0.020200923931456338
2007-01-11,72.45,73.39146489132553,-0.012827988822945557
2007-01-12,73.0,73.29146489132552,-0.0039767917281732235
2007-01-16,72.9,72.52146489132552,0.005219628550550137
2007-01-17,72.13,72.40146489132552,-0.003749439210007588
2007-01-18,72.01,74.64146489132553,-0.03525473267649304
2007-01-19,74.25,73.77146489132552,0.00648672368617631
2007-01-22,73.38,75.06146489132551,-0.022401173408485353
2007-01-23,74.67,75.36146489132551,-0.009175311179561496
2007-01-24,74.97,75.17146489132553,-0.002680071375711246
2007-01-25,74.78,75.54146489132552,-0.010080091674432912
2007-01-26,75.15,75.7114648913255,-0.007415850322423645
2007-01-29,75.32,75.22146489132552,0.0013099333922415024
2007-01-30,74.83,75.39146489132553,-0.007447326990327907
2007-01-31,75.0,75.9614648913255,-0.012657271587653396
2007-02-01,75.57,76.91146489132551,-0.017441676520151828
2007-02-02,76.52,78.61146489132551,-0.02660508736501488
2007-02-05,78.22,79.36146489132551,-0.014383112671730425
2007-02-06,78.97,79.65146489132552,-0.008555585164130908
2007-02-07,79.26,79.38146489132552,-0.0015301417212670865
2007-02-08,78.99,78.53146489132553,0.005838871200339879
2007-02-09,78.14,78.83146489132552,-0.00877143273030323
2007-02-12,78.44,81.34146489132551,-0.03567018242420339
2007-02-13,80.95,81.95146489132551,-0.012220219524489706
2007-02-14,81.56,82.78146489132553,-0.01475529447236823
2007-02-15,82.39,83.42146489132553,-0.012364502261728805
2007-02-16,83.03,83.22146489132552,-0.0023006671605161344
2007-02-20,82.83,83.9614648913255,-0.01347600226830259
2007-02-21,83.57,83.4614648913255,0.0013004218032335313
2007-02-22,83.07,82.64146489132553,0.005185473287991682
2007-02-23,82.25,86.41146489132551,-0.04815871246436032
2007-02-26,86.02,85.14146489132553,0.010318534098465726
2007-02-27,84.75,86.30146489132551,-0.017977271802734562
2007-02-28,85.91,86.39146489132553,-0.005573060856546186
2007-03-01,86.0,86.57146489132553,-0.006601076833375741
2007-03-02,86.18,85.14146489132553,0.012197759458332902
2007-03-05,84.75,86.59146489132551,-0.021266124711443513
2007-03-06,86.2,84.54146489132552,0.019618007693697592
2007-03-07,84.15,82.89146489132553,0.01518292758276707
2007-03-08,82.5,82.56146489132551,-0.0007444743308081536
2007-03-09,82.17,81.27146489132552,0.011055972842079154
2007-03-12,80.88,79.49146489132552,0.017467725756127095
2007-03-13,79.1,79.22146489132552,-0.0015332320791108245
2007-03-14,78.83,79.97146489132552,-0.014273402305143179
2007-03-15,79.58,79.58146489132552,-1.840744358660995e-05
2007-03-16,79.19,79.20146489132551,-0.00014475605143471348
2007-03-19,78.81,78.49146489132552,0.004058213324410476
2007-03-20,78.1,78.87146489132553,-0.00978129279567097
2007-03-21,78.48,78.06146489132551,0.005361609716870719
2007-03-22,77.67,78.45146489132551,-0.009961125549510563
2007-03-23,78.06,77.83146489132552,0.0029362817337894587
2007-03-26,77.44,76.36146489132551,0.014124075673632053
2007-03-27,75.97,75.19146489132552,0.010354035658165284
2007-03-28,74.8,75.02146489132552,-0.0029520203537258816
2007-03-29,74.63,75.13146489132552,-0.006674499053770266
2007-03-30,74.74,81.26076925504142,-0.08024498555478399
2007-04-02,74.95,82.8307692550414,-0.09514301660987834
2007-04-03,76.52,83.02076925504142,-0.07830292724789056
2007-04-04,76.71,82.07076925504141,-0.06531886204675874
2007-04-05,75.76,82.52076925504142,-0.08192809296464931
2007-04-09,76.21,82.29076925504144,-0.07389369804279611
2007-04-10,75.98,81.00076925504143,-0.061984216955185745
2007-04-11,74.69,81.51076925504142,-0.08367936307532231
2007-04-12,75.2,82.3307692550414,-0.08661123076540134
2007-04-13,76.02,85.41076925504142,-0.1099483043759979
2007-04-16,79.1,84.04076925504144,-0.05879014791080173
2007-04-17,77.73,83.79076925504144,-0.07233218299492794
2007-04-18,77.48,82.75076925504143,-0.063694504625047
2007-04-19,76.44,83.81076925504142,-0.08794537170529615
2007-04-20,77.5,83.40076925504142,-0.07075197636363206
2007-04-23,77.09,82.84076925504144,-0.06941955400409872
2007-04-24,76.53,83.66076925504142,-0.08523432570053391
2007-04-25,77.35,87.56076925504142,-0.11661351701125588
2007-04-26,81.25,87.66076925504142,-0.07313156511768493
2007-04-27,81.35,85.5307692550414,-0.04888029526046833
2007-04-30,79.22,85.22076925504142,-0.07041439906606373
2007-05-01,78.91,85.64076925504142,-0.07859304994093341
2007-05-02,79.33,84.46076925504143,-0.060747365910773676
2007-05-03,78.15,88.93076925504143,-0.12122653773660308
2007-05-04,82.62,88.45076925504142,-0.06592106890816085
2007-05-07,82.14,88.1707692550414,-0.06839873697366639
2007-05-08,81.86,88.46076925504143,-0.07461804041078068
2007-05-09,82.15,87.12076925504141,-0.05705607626683995
2007-05-10,80.81,87.65076925504142,-0.07804574122032548
2007-05-11,81.34,87.31076925504142,-0.06838525540417983
2007-05-14,81.0,86.34076925504144,-0.06185686438888882
2007-05-15,80.03,85.75076925504143,-0.06671391177875763
2007-05-16,79.44,86.23076925504142,-0.07875111533513779
2007-05-17,79.92,86.45076925504142,-0.07554321738624181
2007-05-18,80.14,86.7807692550414,-0.07652351220262565
2007-05-21,80.47,86.66076925504142,-0.07143681400775559
2007-05-22,80.35,85.96076925504143,-0.06527127785925868
2007-05-23,79.65,85.3807692550414,-0.06712014081207185
2007-05-24,79.07,86.26076925504142,-0.08336082922911303
2007-05-25,79.95,86.50076925504143,-0.07573076299156312
2007-05-29,80.19,87.27076925504142,-0.08113563470889629
2007-05-30,80.96,88.27076925504142,-0.08282208614177089
2007-05-31,81.96,88.66076925504142,-0.0755776124135129
2007-06-01,82.35,88.74076925504144,-0.07201615794736171
2007-06-04,82.43,88.5807692550414,-0.06943684624517232
2007-06-05,82.27,87.71076925504143,-0.062030800792785334
2007-06-06,81.4,86.37076925504141,-0.05755152232537586
2007-06-07,80.06,87.9207692550414,-0.08940742126856072
2007-06-08,81.61,86.98076925504142,-0.06174662860584135
2007-06-11,80.67,86.5807692550414,-0.06826884660299126
2007-06-12,80.27,88.31076925504142,-0.09105083471552256
2007-06-13,82.0,88.11076925504142,-0.06935326188508772
2007-06-14,81.8,88.36076925504142,-0.07424979784982011
2007-06-15,82.05,87.84076925504144,-0.06592348068159803
2007-06-18,81.53,87.52076925504142,-0.0684496869261273
2007-06-19,81.21,86.99076925504144,-0.06645267428424806
2007-06-20,80.68,87.91076925504142,-0.08225123402189716
2007-06-21,81.6,86.8807692550414,-0.06078179671199191
2007-06-22,80.57,86.29076925504144,-0.0662964220209129
2007-06-25,79.98,84.64076925504142,-0.05506529886321665
2007-06-26,78.33,85.00076925504143,-0.0784789280556516
2007-06-27,78.69,85.46076925504143,-0.07922663596480573
2007-06-28,79.15,85.24076925504144,-0.07145371056915006
2007-06-29,78.93,80.46571428635102,-0.019085324724589015
2007-07-02,80.02,81.12571428635103,-0.013629640072544302
2007-07-03,80.68,81.37571428635103,-0.008549409273421404
2007-07-05,80.93,81.09571428635103,-0.0020434407392464493
2007-07-06,80.65,80.84571428635103,-0.002420836875258625
2007-07-09,80.4,79.28571428635102,0.014054054045910425
2007-07-10,78.84,79.13571428635102,-0.0037367993581378656
2007-07-11,78.69,80.075714286351,-0.017305050584946247
2007-07-12,79.63,82.12571428635103,-0.03038895074506287
2007-07-13,81.68,81.94571428635102,-0.0032425647718744566
2007-07-16,81.5,83.20571428635103,-0.020499965669194764
2007-07-17,82.76,83.42571428635102,-0.007979725340630739
2007-07-18,82.98,84.49571428635102,-0.017938356982394987
2007-07-19,84.05,81.84571428635103,0.026932206931897573
2007-07-20,81.4,83.075714286351,-0.020170928420489176
2007-07-23,82.63,80.19571428635102,0.030354311764803077
2007-07-24,79.75,79.67571428635102,0.0009323507710516932
2007-07-25,79.23,76.16571428635102,0.040231825334540394
2007-07-26,75.72,72.44571428635102,0.04519640320898688
2007-07-27,72.0,73.82571428635103,-0.024730059221229506
2007-07-30,73.38,71.68571428635101,0.023634914299397236
2007-07-31,71.24,70.44571428635102,0.01127514599994428
2007-08-01,70.0,69.17571428635102,0.011915825115109913
2007-08-02,68.73,67.04571428635101,0.02512145230425067
2007-08-03,66.6,68.29571428635101,-0.02482899994633936
2007-08-06,67.85,68.805714286351,-0.013890042364411492
2007-08-07,68.36,70.42571428635102,-0.029331818743816074
2007-08-08,69.98,66.71571428635102,0.048928288463469416
2007-08-09,66.27,66.86571428635102,-0.008909114225563952
2007-08-10,66.42,69.09571428635103,-0.03872475035516898
2007-08-13,68.65,65.91571428635103,0.04148154568682494
2007-08-14,65.47,63.725714286351014,0.027371771869218353
2007-08-15,63.28,63.41571428635103,-0.002140073448328894
2007-08-16,62.97,65.44571428635102,-0.03782851655524433
2007-08-17,65.0,65.69571428635102,-0.010589949343096872
2007-08-20,65.25,66.43571428635101,-0.017847543284329803
2007-08-21,65.99,67.44571428635102,-0.02158349573066376
2007-08-22,67.0,67.19571428635102,-0.002912600728031456
2007-08-23,66.75,67.49571428635103,-0.011048320537617173
2007-08-24,67.05,67.385714286351,-0.004981980081481541
2007-08-27,66.94,65.385714286351,0.0237710290483657
2007-08-28,64.94,68.07571428635103,-0.04606215769049571
2007-08-29,67.63,67.92571428635102,-0.004353495424492704
2007-08-30,67.48,68.61571428635102,-0.016551810298314318
2007-08-31,68.17,68.87571428635103,-0.010246199167053494
2007-09-04,68.43,67.67571428635102,0.01114558925019149
2007-09-05,67.23,69.26571428635101,-0.029389926998156346
2007-09-06,68.82,67.74571428635103,0.015857618817156638
2007-09-07,67.3,67.29571428635101,6.368479322094167e-05
2007-09-10,66.85,68.07571428635103,-0.018005162328451507
2007-09-11,67.63,68.75571428635104,-0.01637266513824165
2007-09-12,68.31,69.48571428635103,-0.01692023027216638
2007-09-13,69.04,69.83571428635103,-0.011394088175118
2007-09-14,69.39,69.61571428635102,-0.003242289311614188
2007-09-17,69.17,72.87571428635103,-0.0508497833968411
2007-09-18,72.43,73.14571428635101,-0.009784774040883959
2007-09-19,72.7,71.36571428635102,0.018696452869444213
2007-09-20,70.92,72.31571428635101,-0.019300290401949804
2007-09-21,71.87,71.57571428635103,0.0041115302387570996
2007-09-24,71.13,71.31571428635101,-0.0026041145098164575
2007-09-25,70.87,72.09571428635103,-0.0170012087193242
2007-09-26,71.65,73.54571428635101,-0.02577599938685793
2007-09-27,73.1,72.74571428635103,0.004870193620676755
2007-09-28,72.3,74.52719745226698,-0.029884358038465786
2007-10-01,74.33,73.397197452267,0.012708966828599122
2007-10-02,73.2,72.72719745226698,0.006501041760111015
2007-10-03,72.53,73.38719745226696,-0.011680476731987244
2007-10-04,73.19,75.95719745226698,-0.03643101042539054
2007-10-05,75.76,74.94719745226698,0.010845002553306893
2007-10-08,74.75,75.44719745226698,-0.009240866139634596
2007-10-09,75.25,73.87719745226698,0.018582222865451747
2007-10-10,73.68,73.62719745226698,0.0007171609073841623
2007-10-11,73.43,73.597197452267,-0.002271791019969549
2007-10-12,73.4,72.987197452267,0.005655821324047627
2007-10-15,72.79,70.83719745226698,0.027567473276295384
2007-10-16,70.64,70.61719745226698,0.0003229036064258395
2007-10-17,70.42,71.79719745226697,-0.019181771728382202
2007-10-18,71.6,69.88719745226697,0.024508101772185986
2007-10-19,69.69,67.94719745226698,0.0256493661708026
2007-10-22,67.75,68.14719745226698,-0.005828522186039908
2007-10-23,67.95,68.63719745226697,-0.010012026681958774
2007-10-24,68.44,68.00719745226698,0.006364069744776657
2007-10-25,67.81,68.53719745226698,-0.01061025952765926
2007-10-26,68.34,74.04719745226696,-0.07707513111412467
2007-10-29,73.85,74.507197452267,-0.008820590154233532
2007-10-30,74.31,76.10719745226697,-0.02361402748267194
2007-10-31,75.91,73.567197452267,0.031845749584970884
2007-11-01,73.37,73.46719745226699,-0.0013230047645431675
2007-11-02,73.27,73.237197452267,0.00044789463379424355
2007-11-05,73.04,73.63719745226696,-0.008109997024996374
2007-11-06,73.44,70.39719745226698,0.04322334777312964
2007-11-07,70.2,70.33719745226698,-0.0019505675124471544
2007-11-08,70.14,69.61719745226698,0.00750967529383062
2007-11-09,69.42,71.96719745226697,-0.03539386751799567
2007-11-12,71.77,74.18719745226697,-0.032582406874477665
2007-11-13,73.99,73.24719745226699,0.010141037112267215
2007-11-14,73.05,72.90719745226697,0.001958689302610006
2007-11-15,72.71,71.97719745226698,0.01018103751843058
2007-11-16,71.78,68.567197452267,0.04685626169816248
2007-11-19,68.37,68.487197452267,-0.001711231538546687
2007-11-20,68.29,67.987197452267,0.004453817175588126
2007-11-21,67.79,68.90719745226697,-0.0162130734317103
2007-11-23,68.71,68.21719745226697,0.007224022184110446
2007-11-26,68.02,69.737197452267,-0.02462383799467094
2007-11-27,69.54,72.24719745226699,-0.03747131442787932
2007-11-28,72.05,72.19719745226698,-0.0020388250162244326
2007-11-29,72.0,73.37719745226698,-0.018768738791950623
2007-11-30,73.18,72.68719745226697,0.006779770922612061
2007-12-03,72.49,71.317197452267,0.016444877107207656
2007-12-04,71.12,72.99719745226699,-0.025716020858122524
2007-12-05,72.8,76.097197452267,-0.04332876324828139
2007-12-06,75.9,75.72719745226696,0.002281908660913601
2007-12-07,75.53,77.87719745226698,-0.030139726762838936
2007-12-10,77.68,74.29719745226696,0.04553068842073582
2007-12-11,74.1,74.07719745226697,0.00030782141491947357
2007-12-12,73.88,74.70719745226698,-0.01107252688464877
2007-12-13,74.51,72.68719745226697,0.02507735353161822
2007-12-14,72.49,70.41719745226699,0.029436027316169122
2007-12-17,70.22,70.97719745226698,-0.01066817906942863
2007-12-18,70.78,70.96719745226697,-0.0026378025198596777
2007-12-19,70.77,71.67719745226698,-0.012656709309416425
2007-12-20,71.48,74.28719745226698,-0.03778844199999243
2007-12-21,74.09,74.32719745226697,-0.0031912605398487504
2007-12-24,74.13,73.737197452267,0.005327060985566678
2007-12-26,73.54,73.19719745226698,0.004683274219024147
2007-12-27,73.0,73.77719745226698,-0.010534385678851677
2007-12-28,73.58,74.10254237306569,-0.007051611946523706
2007-12-31,73.74,71.88254237306569,0.025840177122481656
2008-01-02,71.52,72.5625423730657,-0.014367500627330276
2008-01-03,72.2,68.9825423730657,0.04664162143421624
2008-01-04,68.62,68.4925423730657,0.0018608978805321197
2008-01-07,68.13,67.06254237306571,0.01591734505077458
2008-01-08,66.7,66.77254237306569,-0.0010864102292283961
2008-01-09,66.41,67.5925423730657,-0.017495160435582635
2008-01-10,67.23,66.3625423730657,0.013071494790808158
2008-01-11,66.0,68.02254237306569,-0.029733413402474373
2008-01-14,67.66,65.41254237306569,0.03435820632251896
2008-01-15,65.05,65.20254237306571,-0.0023395157230667873
2008-01-16,64.84,63.46254237306571,0.021705049552488642
2008-01-17,63.1,63.7925423730657,-0.01085616511434262
2008-01-18,63.43,63.0525423730657,0.005986398212160626
2008-01-22,62.69,65.4825423730657,-0.0426456009779842
2008-01-23,65.12,64.0925423730657,0.016030845226169266
2008-01-24,63.73,63.7925423730657,-0.0009804025790342008
2008-01-25,63.43,65.2525423730657,-0.02793059560263178
2008-01-28,64.89,66.91254237306569,-0.030226655591550577
2008-01-29,66.55,66.3625423730657,0.002824750532920861
2008-01-30,66.0,68.0025423730657,-0.029448051546067777
2008-01-31,67.64,69.87254237306571,-0.03195164076248502
2008-02-01,69.51,68.39254237306571,0.016338881231213964
2008-02-04,68.03,65.5025423730657,0.03858564164638567
2008-02-05,65.14,64.66254237306569,0.007383836289325707
2008-02-06,64.3,65.07254237306569,-0.0118720176727789
2008-02-07,64.71,62.70254237306571,0.032015569878975025
2008-02-08,62.34,64.2425423730657,-0.029614991916374733
2008-02-11,63.88,62.76254237306569,0.017804530930121576
2008-02-12,62.4,63.4225423730657,-0.016122696044741924
2008-02-13,63.06,63.2925423730657,-0.0036740880417636124
2008-02-14,62.93,64.2225423730657,-0.02012599198514109
2008-02-15,63.86,63.01254237306569,0.01344903085987137
2008-02-19,62.65,63.992542373065696,-0.02097966924393946
2008-02-20,63.63,62.832542373065706,0.012691793087082459
2008-02-21,62.47,63.742542373065696,-0.019963784400344298
2008-02-22,63.38,65.7425423730657,-0.03593627942860966
2008-02-25,65.38,65.7425423730657,-0.0055145779274614615
2008-02-26,65.38,65.01254237306571,0.005652103632952432
2008-02-27,64.65,63.65254237306569,0.0156703501501676
2008-02-28,63.29,61.56254237306571,0.028060206098474483
2008-02-29,61.2,62.6925423730657,-0.023807335235888072
2008-03-03,62.33,62.02254237306569,0.004957191614057832
2008-03-04,61.66,63.4825423730657,-0.028709347561337917
2008-03-05,63.12,61.4325423730657,0.027468464786737146
2008-03-06,61.07,60.45254237306571,0.010213923231281674
2008-03-07,60.09,59.3525423730657,0.012425038548457445
2008-03-10,58.99,62.16254237306569,-0.051036239058978916
2008-03-11,61.8,62.82254237306571,-0.016276679268938832
2008-03-12,62.46,63.5325423730657,-0.016881779525958374
2008-03-13,63.17,62.332542373065706,0.01343531957868871
2008-03-14,61.97,63.4225423730657,-0.02290261977392083
2008-03-17,63.06,64.7425423730657,-0.02598820360452314
2008-03-18,64.38,62.71254237306571,0.02658890173858497
2008-03-19,62.35,63.71254237306571,-0.021385779350750256
2008-03-20,63.35,65.28254237306571,-0.029602743747661364
2008-03-24,64.92,66.66254237306569,-0.026139752716208164
2008-03-25,66.3,65.68254237306569,0.009400635307739158
2008-03-26,65.32,64.88254237306569,0.006742300947749191
2008-03-27,64.52,64.06254237306571,0.0071407972582526735
2008-03-28,63.7,65.19639344303316,-0.022952089279917987
2008-03-31,65.04,67.00639344303316,-0.029346355504194177
2008-04-01,66.85,66.60639344303317,0.0036574050083522103
2008-04-02,66.45,66.64639344303316,-0.002946797761847808
2008-04-03,66.49,65.77639344303317,0.01084897665580975
2008-04-04,65.62,65.15639344303317,0.0071152888069561104
2008-04-07,65.0,65.22639344303315,-0.003470887030276648
2008-04-08,65.07,63.39639344303316,0.026399081494607568
2008-04-09,63.24,62.47639344303316,0.012222321342270082
2008-04-10,62.32,61.17639344303317,0.018693592292781114
2008-04-11,61.02,60.90639344303316,0.0018652648850912001
2008-04-14,60.75,61.24639344303317,-0.008104859978324774
2008-04-15,61.09,63.33639344303317,-0.03546765644389971
2008-04-16,63.18,63.21639344303317,-0.0005756962877986327
2008-04-17,63.06,64.36639344303316,-0.020296203859695328
2008-04-18,64.21,63.81639344303316,0.006167796952019744
2008-04-21,63.66,62.59639344303316,0.016991499006005606
2008-04-22,62.44,62.56639344303316,-0.0020201490940697786
2008-04-23,62.41,63.57639344303316,-0.01834632919337109
2008-04-24,63.42,66.12639344303317,-0.040927582801936424
2008-04-25,65.97,65.91639344303317,0.0008132507585256743
2008-04-28,65.76,64.87639344303317,0.01361984706721886
2008-04-29,64.72,64.03639344303318,0.010675281979691142
2008-04-30,63.88,64.79639344303317,-0.014142661255349465
2008-05-01,64.64,63.83639344303317,0.012588533180276862
2008-05-02,63.68,63.02639344303316,0.01037036265699709
2008-05-05,62.87,64.15639344303317,-0.020050900214261702
2008-05-06,64.0,63.196393443033166,0.01271601927238497
2008-05-07,63.04,63.79639344303316,-0.011856366829083864
2008-05-08,63.64,62.83639344303317,0.012788871431575366
2008-05-09,62.68,64.30639344303316,-0.025291317953850534
2008-05-12,64.15,64.49639344303317,-0.005370741285543601
2008-05-13,64.34,64.99639344303317,-0.010098921005647354
2008-05-14,64.84,67.15639344303317,-0.03449252296429661
2008-05-15,67.0,67.47639344303315,-0.0070601497608988595
2008-05-16,67.32,67.03639344303316,0.004230635665205318
2008-05-19,66.88,66.60639344303317,0.004107812220771834
2008-05-20,66.45,64.93639344303317,0.023309064096617593
2008-05-21,64.78,65.42639344303316,-0.00987970464237764
2008-05-22,65.27,64.20639344303315,0.016565430635977485
2008-05-23,64.05,65.48639344303317,-0.021934227364081238
2008-05-27,65.33,67.84639344303315,-0.03708956829291199
2008-05-28,67.69,67.59639344303315,0.0013847862614997375
2008-05-29,67.44,62.486393443033165,0.0792749634603711
2008-05-30,62.33,61.486393443033165,0.013720215314765971
2008-06-02,61.33,60.67639344303317,0.010772007363629488
2008-06-03,60.52,60.376393443033166,0.002378521617100837
2008-06-04,60.22,61.126393443033166,-0.014828184553009494
2008-06-05,60.97,58.38639344303316,0.04425014810150296
2008-06-06,58.23,56.556393443033166,0.029591818980688522
2008-06-09,56.4,56.626393443033166,-0.0039980198149282
2008-06-10,56.47,55.14639344303316,0.024001688493629825
2008-06-11,54.99,56.01639344303317,-0.018323090437390888
2008-06-12,55.86,56.78639344303317,-0.016313651684227937
2008-06-13,56.63,57.89639344303316,-0.021873442674442578
2008-06-16,57.74,56.11639344303316,0.02893283864749896
2008-06-17,55.96,55.54639344303316,0.007446146029103096
2008-06-18,55.39,55.07639344303316,0.005694028554923625
2008-06-19,54.92,52.90639344303316,0.03805979629163314
2008-06-20,52.75,53.22639344303316,-0.008950323555982242
2008-06-23,53.07,52.65639344303316,0.00785482122725134
2008-06-24,52.5,52.99639344303317,-0.009366551396874812
2008-06-25,52.84,50.346393443033165,0.04952900071756572
2008-06-26,50.19,50.53639344303317,-0.006854336438227304
2008-06-27,50.38,51.33283018897031,-0.018561808991685802
2008-06-30,51.14,50.62283018897031,0.010216137839372808
2008-07-01,50.43,49.792830188970306,0.012796416845789915
2008-07-02,49.6,49.62283018897031,-0.0004600743021583309
2008-07-03,49.43,49.69283018897031,-0.005289096796677328
2008-07-07,49.5,50.732830188970304,-0.02430044183181268
2008-07-08,50.54,48.91283018897031,0.03326672786553675
2008-07-09,48.72,49.5228301889703,-0.01621131477960458
2008-07-10,49.33,48.0228301889703,0.027219757891943752
2008-07-11,47.83,47.462830188970315,0.007735944307741827
2008-07-14,47.27,47.4928301889703,-0.004691870079834626
2008-07-15,47.3,49.212830188970315,-0.03886852639088878
2008-07-16,49.02,51.33283018897031,-0.04505557516420078
2008-07-17,51.14,51.33283018897031,-0.0037564690717509786
2008-07-18,51.14,50.75283018897031,0.007628536371038441
2008-07-21,50.56,52.302830188970304,-0.0333219097833416
2008-07-22,52.11,52.00283018897031,0.0020608457393618274
2008-07-23,51.81,50.37283018897031,0.028530654434905545
2008-07-24,50.18,50.2428301889703,-0.0012505304485035396
2008-07-25,50.05,49.57283018897031,0.009625631806994495
2008-07-28,49.38,50.9928301889703,-0.031628567839702915
2008-07-29,50.8,50.94283018897031,-0.0028037348620107982
2008-07-30,50.75,53.65283018897031,-0.054103952741100025
2008-07-31,53.46,55.97283018897031,-0.04489374899369436
2008-08-01,55.78,54.75283018897031,0.01876012267282956
2008-08-04,54.56,54.15283018897031,0.007518901775010578
2008-08-05,53.96,51.59283018897031,0.0458817591971481
2008-08-06,51.4,49.542830188970306,0.03748614691461749
2008-08-07,49.35,50.7428301889703,-0.02744880771890912
2008-08-08,50.55,52.22283018897031,-0.03203254559197799
2008-08-11,52.03,52.482830188970304,-0.008628158720477508
2008-08-12,52.29,51.90283018897031,0.007459512508664057
2008-08-13,51.71,52.292830188970306,-0.011145508607282029
2008-08-14,52.1,55.2028301889703,-0.05620780996823338
2008-08-15,55.01,53.16283018897031,0.034745513067378386
2008-08-18,52.97,50.94283018897031,0.0397930347314821
2008-08-19,50.75,51.37283018897031,-0.012123727399858786
2008-08-20,51.18,52.35283018897031,-0.022402421888881974
2008-08-21,52.16,53.42283018897031,-0.02363839924809963
2008-08-22,53.23,51.57283018897031,0.032132613334532545
2008-08-25,51.38,52.432830188970314,-0.020079598701345347
2008-08-26,52.24,53.47283018897031,-0.02305526347892095
