date,STX,dcf,Deviation
2003-08-21,22.07,23.533617021276594,-0.062192608129610805
2003-08-22,21.94,23.393617021276597,-0.06213733515234199
2003-08-25,21.8,23.603617021276595,-0.07641273876163945
2003-08-26,22.01,25.313617021276595,-0.13050750584161241
2003-08-27,23.72,25.353617021276595,-0.06443329249257312
2003-08-28,23.76,24.603617021276595,-0.03428833331892034
2003-08-29,23.01,26.143617021276597,-0.11986164801627675
2003-09-02,24.55,25.993617021276595,-0.055537365965457886
2003-09-03,24.4,26.193617021276594,-0.06847534725042648
2003-09-04,24.6,25.553617021276597,-0.037318279462456916
2003-09-05,23.96,26.843617021276597,-0.10742281932390119
2003-09-08,25.25,26.753617021276597,-0.05620238265655075
2003-09-09,25.16,26.373617021276594,-0.04601632837458447
2003-09-10,24.78,25.323617021276597,-0.021466799976474715
2003-09-11,23.73,25.043617021276596,-0.0524531668153434
2003-09-12,23.45,24.883617021276596,-0.05761288722820279
2003-09-15,23.29,26.543617021276596,-0.12257624944891987
2003-09-16,24.95,27.103617021276595,-0.07945865747682257
2003-09-17,25.51,27.873617021276594,-0.08479764285605229
2003-09-18,26.28,28.403617021276595,-0.07476572507247348
2003-09-19,26.81,28.083617021276595,-0.04535088981991475
2003-09-22,26.49,28.933617021276596,-0.08445598141012445
2003-09-23,27.34,28.073617021276597,-0.02613190244493968
2003-09-24,26.48,27.493617021276595,-0.036867357994118555
2003-09-25,25.9,27.543617021276596,-0.05967324552933462
2003-09-26,25.95,28.753617021276597,-0.09750484675378501
2003-09-29,27.16,28.793617021276596,-0.0567353875711224
2003-09-30,27.2,29.693617021276594,-0.0839782172542276
2003-10-01,28.1,29.513617021276595,-0.047897112043485124
2003-10-02,27.92,29.313617021276595,-0.047541626141361926
2003-10-03,27.72,29.671342685370742,-0.06576523031203574
2003-10-06,28.0,30.671342685370742,-0.08709572035282587
2003-10-07,29.0,30.311342685370743,-0.04326244135676771
2003-10-08,28.64,30.941342685370742,-0.07437759598127691
2003-10-09,29.27,31.45134268537074,-0.06935610689795346
2003-10-10,29.78,31.62134268537074,-0.05823100883766763
2003-10-13,29.95,32.27134268537074,-0.07193201435721652
2003-10-14,30.6,32.17134268537074,-0.048842931447970694
2003-10-15,30.5,32.02134268537074,-0.04751027151855758
2003-10-16,30.35,31.29134268537074,-0.03008316692689683
2003-10-17,29.62,30.971342685370743,-0.04363203426789264
2003-10-20,29.3,31.171342685370742,-0.06003407374071812
2003-10-21,29.5,23.95134268537074,0.2316637270618791
2003-10-22,22.28,23.87134268537074,-0.06666330865192494
2003-10-23,22.2,23.921342685370742,-0.07195844765116144
2003-10-24,22.25,22.671342685370742,-0.018584813930876076
2003-10-27,21.0,24.57134268537074,-0.14534584988296317
2003-10-28,22.9,26.471342685370743,-0.13491354510492692
2003-10-29,24.8,25.07134268537074,-0.010822822246734698
2003-10-30,23.4,24.651342685370743,-0.050761644156338326
2003-10-31,22.98,24.82134268537074,-0.07418384688979762
2003-11-03,23.15,24.151342685370743,-0.041461160086030735
2003-11-04,22.48,24.37134268537074,-0.07760519023459667
2003-11-05,22.7,25.061342685370743,-0.09422251293619432
2003-11-06,23.39,23.41134268537074,-0.0009116386726540915
2003-11-07,21.74,21.93134268537074,-0.008724622478238686
2003-11-10,20.26,21.151342685370743,-0.04214118690380997
2003-11-11,19.48,22.62134268537074,-0.13886632323563408
2003-11-12,20.95,22.93134268537074,-0.08640325656267644
2003-11-13,21.26,21.581342685370743,-0.014889837488589963
2003-11-14,19.91,21.671342685370742,-0.08127519881634926
2003-11-17,20.0,21.25134268537074,-0.058882994072283035
2003-11-18,19.58,21.11134268537074,-0.07253648942148516
2003-11-19,19.44,20.671342685370742,-0.059567619970916086
2003-11-20,19.0,20.671342685370742,-0.08085312651478438
2003-11-21,19.0,21.311342685370743,-0.10845598606780293
2003-11-24,19.64,20.991342685370743,-0.0643761909671704
2003-11-25,19.32,21.43134268537074,-0.0985165846287347
2003-11-26,19.76,21.421342685370742,-0.07755548799027057
2003-11-28,19.75,21.48134268537074,-0.0805975078340807
2003-12-01,19.81,21.37134268537074,-0.07305777219320542
2003-12-02,19.7,20.63134268537074,-0.045142126694019624
2003-12-03,18.96,20.471342685370743,-0.0738272378416478
2003-12-04,18.8,21.27134268537074,-0.1161817907747964
2003-12-05,19.6,21.27134268537074,-0.07857250527585158
2003-12-08,19.6,20.37134268537074,-0.037864106322489155
2003-12-09,18.7,19.55134268537074,-0.04354394984891541
2003-12-10,17.88,20.82134268537074,-0.14126575455853552
2003-12-11,19.15,20.421342685370742,-0.0622555874487869
2003-12-12,18.75,19.13134268537074,-0.019932876204363015
2003-12-15,17.46,19.281342685370742,-0.09446140318602614
2003-12-16,17.61,19.171342685370742,-0.08144148852767474
2003-12-17,17.5,19.421342685370742,-0.09892944666580683
2003-12-18,17.75,19.30134268537074,-0.08037485840539815
2003-12-19,17.63,19.441342685370742,-0.09316962900580661
2003-12-22,17.77,19.971342685370743,-0.11022507199694964
2003-12-23,18.3,20.221342685370743,-0.09501558404233712
2003-12-24,18.55,20.171342685370742,-0.08037852068948392
2003-12-26,18.5,20.651342685370743,-0.1041744703067049
2003-12-29,18.98,20.52134268537074,-0.07510925132932611
2003-12-30,18.85,20.57134268537074,-0.08367672989060015
2003-12-31,18.9,20.98134268537074,-0.09919968977113947
2004-01-02,19.31,21.336,-0.0949568803899512
2004-01-05,19.93,21.706,-0.08182069473878195
2004-01-06,20.3,22.036,-0.07878017789072433
2004-01-07,20.63,22.916,-0.0997556292546693
2004-01-08,21.51,21.836,-0.014929474262685316
2004-01-09,20.43,22.306,-0.08410293194656149
2004-01-12,20.9,22.356,-0.06512792986222948
2004-01-13,20.95,21.406,-0.02130243856862557
2004-01-14,20.0,20.676,-0.032694911975236884
2004-01-15,19.27,21.326,-0.09640814029822753
2004-01-16,19.92,21.726,-0.08312620822977068
2004-01-20,20.32,17.506,0.1607448874671542
2004-01-21,16.1,17.666,-0.08864485452281212
2004-01-22,16.26,17.486,-0.07011323344389797
2004-01-23,16.08,17.656,-0.08926144086995924
2004-01-26,16.25,17.916,-0.09298950658629157
2004-01-27,16.51,17.956,-0.08053018489641339
2004-01-28,16.55,17.836,-0.07210136801973521
2004-01-29,16.43,17.706,-0.07206596633909412
2004-01-30,16.3,17.506,-0.06889066605735172
2004-02-02,16.1,17.706,-0.0907037162543769
2004-02-03,16.3,17.506,-0.06889066605735172
2004-02-04,16.1,18.246,-0.11761481968650644
2004-02-05,16.84,18.726,-0.10071558261241054
2004-02-06,17.32,18.056,-0.04076207354895878
2004-02-09,16.65,18.006,-0.07530823058980352
2004-02-10,16.6,18.346,-0.09517060939714372
2004-02-11,16.94,18.306,-0.07462034305692122
2004-02-12,16.9,18.956,-0.10846170078075545
2004-02-13,17.55,18.656,-0.059283876500857535
2004-02-17,17.25,18.676,-0.07635467980295563
2004-02-18,17.27,19.216,-0.10126977518734392
2004-02-19,17.81,18.906,-0.05797101449275366
2004-02-20,17.5,18.016,-0.028641207815275238
2004-02-23,16.61,18.106,-0.08262454434993938
2004-02-24,16.7,18.306,-0.08773079864525302
2004-02-25,16.9,18.716,-0.09702927976063269
2004-02-26,17.31,18.706,-0.07462846145621727
2004-02-27,17.3,18.786,-0.07910145853295014
2004-03-01,17.38,18.136,-0.0416850463167181
2004-03-02,16.73,18.076,-0.07446337685328608
2004-03-03,16.67,17.996,-0.07368304067570552
2004-03-04,16.59,17.806,-0.06829158710547012
2004-03-05,16.4,17.356,-0.05508181608665608
2004-03-08,15.95,17.076,-0.06594050128835804
2004-03-09,15.67,17.046,-0.08072275020532671
2004-03-10,15.64,16.776,-0.06771578445398185
2004-03-11,15.37,17.206,-0.10670696268743463
2004-03-12,15.8,16.956,-0.06817645671148853
2004-03-15,15.55,17.206,-0.09624549575729391
2004-03-16,15.8,17.576,-0.10104688211197088
2004-03-17,16.17,17.506,-0.07631669142008446
2004-03-18,16.1,17.346,-0.07183212267958028
2004-03-19,15.94,16.826,-0.05265660287650076
2004-03-22,15.42,16.706,-0.07697833113851305
2004-03-23,15.3,17.136,-0.1071428571428571
2004-03-24,15.73,17.386,-0.09524905096054292
2004-03-25,15.98,17.406,-0.08192577272204982
2004-03-26,16.0,17.746,-0.09838836920996274
2004-03-29,16.34,17.826,-0.08336138225064516
2004-03-30,16.42,17.536,-0.0636405109489051
2004-03-31,16.13,17.646,-0.08591182137594933
2004-04-01,16.24,17.516,-0.07284768211920534
2004-04-02,16.11,17.1349498997996,-0.05981633478902604
2004-04-05,15.66,17.0649498997996,-0.0823295648712159
2004-04-06,15.59,16.454949899799598,-0.052564723992877815
2004-04-07,14.98,16.6749498997996,-0.10164647630035573
2004-04-08,15.2,16.6249498997996,-0.08571153046402724
2004-04-12,15.15,16.8949498997996,-0.10328233644660267
2004-04-13,15.42,16.774949899799598,-0.08077221737728024
2004-04-14,15.3,16.6049498997996,-0.07858800584609704
2004-04-15,15.13,16.4049498997996,-0.0777173906404417
2004-04-16,14.93,16.2649498997996,-0.08207525433669172
2004-04-19,14.79,15.994949899799598,-0.0753331462335306
2004-04-20,14.52,15.304949899799599,-0.051287322398218205
2004-04-21,13.83,14.1749498997996,-0.02433517594333623
2004-04-22,12.7,14.2049498997996,-0.10594545636664521
2004-04-23,12.73,14.0349498997996,-0.09297859337696901
2004-04-26,12.56,14.0149498997996,-0.10381413492033986
2004-04-27,12.54,14.314949899799599,-0.12399274270770921
2004-04-28,12.84,14.144949899799599,-0.09225553353271954
2004-04-29,12.67,13.984949899799599,-0.0940260715426976
2004-04-30,12.51,13.8749498997996,-0.09837512276850191
2004-05-03,12.4,13.7649498997996,-0.09916126900102062
2004-05-04,12.29,13.644949899799599,-0.099300467187461
2004-05-05,12.17,13.2049498997996,-0.0783759050699091
2004-05-06,11.73,13.5149498997996,-0.1320722542838333
2004-05-07,12.04,13.464949899799599,-0.10582660243101294
2004-05-10,11.99,13.8749498997996,-0.13585273557109012
2004-05-11,12.4,13.7849498997996,-0.10046825776419632
2004-05-12,12.31,13.804949899799599,-0.10829086020959044
2004-05-13,12.33,13.474949899799599,-0.08496876859012492
2004-05-14,12.0,13.2749498997996,-0.09604178617795356
2004-05-17,11.8,13.5149498997996,-0.12689280482090637
2004-05-18,12.04,13.554949899799599,-0.11176359270955305
2004-05-19,12.08,13.5349498997996,-0.10749577283778067
2004-05-20,12.06,13.6749498997996,-0.11809548931680292
2004-05-21,12.2,14.0049498997996,-0.1288794256825887
2004-05-24,12.53,14.484949899799599,-0.13496421550112825
2004-05-25,13.01,14.814949899799599,-0.1218330073343018
2004-05-26,13.34,14.314949899799599,-0.06810711225844024
2004-05-27,12.84,13.7749498997996,-0.0678731978410464
2004-05-28,12.3,14.154949899799599,-0.13104602368291385
2004-06-01,12.68,13.6849498997996,-0.07343467876446641
2004-06-02,12.21,14.074949899799599,-0.13250135262123752
2004-06-03,12.6,14.2849498997996,-0.11795280428832566
2004-06-04,12.81,14.5249498997996,-0.11806924716644018
2004-06-07,13.05,14.554949899799599,-0.1033978069426621
2004-06-08,13.08,14.5149498997996,-0.09886013453063391
2004-06-09,13.04,15.0449498997996,-0.13326397981732774
2004-06-10,13.57,15.084949899799598,-0.10042790396139956
2004-06-14,13.61,15.3749498997996,-0.11479386347936027
2004-06-15,13.9,15.324949899799599,-0.09298235290271528
2004-06-16,13.85,15.4249498997996,-0.10210405285141722
2004-06-17,13.95,15.494949899799598,-0.09970667280567203
2004-06-18,14.02,15.474949899799599,-0.09401968401968408
2004-06-21,14.0,15.414949899799598,-0.0917907556623323
2004-06-22,13.94,15.7849498997996,-0.11688031393897691
2004-06-23,14.31,15.5049498997996,-0.07706893008503335
2004-06-24,14.03,15.4549498997996,-0.09220022769650493
2004-06-25,13.98,15.2849498997996,-0.08537482349331793
2004-06-28,13.81,15.484949899799599,-0.10816631055559789
2004-06-29,14.01,15.904949899799599,-0.1191421483084002
2004-06-30,14.43,15.724949899799599,-0.08235001752317839
2004-07-01,14.25,15.6849498997996,-0.09148578152729281
2004-07-02,14.21,14.517389558232932,-0.021173886462157232
2004-07-06,13.67,14.627389558232931,-0.06545183981198277
2004-07-07,13.78,14.217389558232933,-0.030764406956806822
2004-07-08,13.37,14.387389558232933,-0.07071397866270679
2004-07-09,13.54,14.357389558232931,-0.056931627780777094
2004-07-12,13.51,14.167389558232932,-0.046401601052249664
2004-07-13,13.32,13.347389558232932,-0.002052053557996092
2004-07-14,12.5,13.497389558232932,-0.07389499680140443
2004-07-15,12.65,13.547389558232931,-0.06624077313016918
2004-07-16,12.7,14.697389558232931,-0.13590097413687108
2004-07-19,13.85,15.147389558232932,-0.08565103269082908
2004-07-20,14.3,12.757389558232932,0.12091897286083508
2004-07-21,11.91,12.777389558232931,-0.06788472357986775
2004-07-22,11.93,12.767389558232932,-0.06558815758018044
2004-07-23,11.92,12.387389558232933,-0.037731077725112416
2004-07-26,11.54,12.497389558232932,-0.07660716294165859
2004-07-27,11.65,12.257389558232932,-0.04955292930418165
2004-07-28,11.41,12.427389558232932,-0.08186671492557573
2004-07-29,11.58,12.317389558232932,-0.05986573329898959
2004-07-30,11.47,12.277389558232931,-0.06576231489628948
2004-08-02,11.43,11.837389558232932,-0.034415489684513356
2004-08-03,10.99,11.927389558232932,-0.0785913425277448
2004-08-04,11.08,11.937389558232931,-0.07182387355714726
2004-08-05,11.09,11.647389558232932,-0.04785532032273643
2004-08-06,10.8,11.377389558232931,-0.05074886073625895
2004-08-09,10.53,11.787389558232931,-0.10667243599790122
2004-08-10,10.94,11.577389558232932,-0.05505468698508731
2004-08-11,10.73,11.157389558232932,-0.03830551546150551
2004-08-12,10.31,11.127389558232931,-0.07345744066524218
2004-08-13,10.28,11.547389558232931,-0.10975550377351928
2004-08-16,10.7,11.567389558232932,-0.07498576527282075
2004-08-17,10.72,11.987389558232932,-0.10572690176423682
2004-08-18,11.14,12.077389558232932,-0.07761524572120226
2004-08-19,11.23,12.517389558232932,-0.10284808603613282
2004-08-20,11.67,12.227389558232932,-0.04558532756140343
2004-08-23,11.38,12.047389558232931,-0.05539702646843114
2004-08-24,11.2,12.127389558232931,-0.07647066615447795
2004-08-25,11.28,11.917389558232932,-0.053483991197770475
2004-08-26,11.07,11.897389558232932,-0.06954378976860376
2004-08-27,11.05,11.797389558232931,-0.06335211315552058
2004-08-30,10.95,11.777389558232931,-0.07025237249238725
2004-08-31,10.93,12.347389558232932,-0.11479264921125387
2004-09-01,11.5,12.787389558232931,-0.100676494789671
2004-09-02,11.94,12.717389558232933,-0.06112807621982996
2004-09-03,11.87,13.167389558232932,-0.09853050617931614
2004-09-07,12.32,13.307389558232932,-0.07419859123475203
2004-09-08,12.46,13.327389558232932,-0.06508322987355808
2004-09-09,12.48,14.127389558232931,-0.11660962214161441
2004-09-10,13.28,14.217389558232933,-0.06593260699465853
2004-09-13,13.37,14.407389558232932,-0.07200399170439098
2004-09-14,13.56,14.187389558232931,-0.044221634688874634
2004-09-15,13.34,14.457389558232931,-0.07728847270333261
2004-09-16,13.61,14.637389558232933,-0.07018939778473465
2004-09-17,13.79,14.877389558232931,-0.07309007766293152
2004-09-20,14.03,14.497389558232932,-0.03223956674100037
2004-09-21,13.65,14.047389558232931,-0.028289210360798123
2004-09-22,13.2,14.207389558232931,-0.0709060277473118
2004-09-23,13.36,13.867389558232931,-0.036588685714947666
2004-09-24,13.02,13.687389558232931,-0.04875944791324349
2004-09-27,12.84,13.947389558232931,-0.07939762158426678
2004-09-28,13.1,14.307389558232932,-0.08438922791042358
2004-09-29,13.46,14.367389558232931,-0.0631561881547904
2004-09-30,13.52,14.727389558232932,-0.08198259124326457
2004-10-01,13.88,15.147125506072875,-0.08365451950370717
2004-10-04,14.22,15.127125506072874,-0.05996681297505613
2004-10-05,14.2,15.227125506072875,-0.06745367046874595
2004-10-06,14.3,14.927125506072874,-0.042012476267968446
2004-10-07,14.0,14.877125506072874,-0.05895799599961893
2004-10-08,13.95,14.977125506072875,-0.06857961533782975
2004-10-11,14.05,14.587125506072875,-0.036821888304810924
2004-10-12,13.66,14.587125506072875,-0.06355779318460619
2004-10-13,13.66,14.157125506072875,-0.03511486183121193
2004-10-14,13.23,14.157125506072875,-0.06548825929918978
2004-10-15,13.23,14.927125506072874,-0.11369406021155404
2004-10-18,14.0,15.157125506072875,-0.07634201521978945
2004-10-19,14.23,14.637125506072875,-0.027814580527027677
2004-10-20,13.71,14.167125506072875,-0.032266637708328494
2004-10-21,13.24,13.827125506072875,-0.042461862793898075
2004-10-22,12.9,13.537125506072874,-0.04706505127599303
2004-10-25,12.61,13.537125506072874,-0.06848761989071883
2004-10-26,12.61,13.827125506072875,-0.08802447808391656
2004-10-27,12.9,13.487125506072875,-0.04353229350527721
2004-10-28,12.56,13.567125506072875,-0.07423278465449945
2004-10-29,12.64,13.627125506072874,-0.07243827802370828
2004-11-01,12.7,13.627125506072874,-0.06803529516622597
2004-11-02,12.7,13.567125506072875,-0.06391372333695411
2004-11-03,12.64,13.757125506072875,-0.08120341023128241
2004-11-04,12.83,14.227125506072875,-0.09820153097521422
2004-11-05,13.3,14.507125506072875,-0.08320914474528773
2004-11-08,13.58,14.597125506072874,-0.06967984934086624
2004-11-09,13.67,14.107125506072874,-0.030986149934279617
2004-11-10,13.18,14.587125506072875,-0.09646352226743127
2004-11-11,13.66,15.117125506072874,-0.09638905924856644
2004-11-12,14.19,15.317125506072875,-0.07358596791715244
2004-11-15,14.39,14.927125506072874,-0.03598318416056412
2004-11-16,14.0,15.117125506072874,-0.07389801094289394
2004-11-17,14.19,14.977125506072875,-0.052555178612459064
2004-11-18,14.05,14.817125506072875,-0.05177289655530448
2004-11-19,13.89,14.937125506072874,-0.07010220980249193
2004-11-22,14.01,15.007125506072875,-0.0664434708478564
2004-11-23,14.08,15.597125506072874,-0.09726955812993676
2004-11-24,14.67,15.707125506072874,-0.06602898192109619
2004-11-26,14.78,15.587125506072875,-0.05178154918675748
2004-11-29,14.66,15.907125506072875,-0.07840043165540866
2004-11-30,14.98,17.397125506072875,-0.13893821167348142
2004-12-01,16.47,17.807125506072875,-0.07508935148555385
2004-12-02,16.88,17.477125506072873,-0.03416611649698276
2004-12-03,16.55,17.927125506072876,-0.07681797651309852
2004-12-06,17.0,17.387125506072874,-0.02226506652509408
2004-12-07,16.46,17.927125506072876,-0.08183830171635054
2004-12-08,17.0,17.867125506072874,-0.04853189763390564
2004-12-09,16.94,17.627125506072876,-0.03898114334275016
2004-12-10,16.7,17.707125506072874,-0.05687684913779312
2004-12-13,16.78,17.737125506072875,-0.05396170341948425
2004-12-14,16.81,17.777125506072874,-0.054402805770960794
2004-12-15,16.85,17.687125506072874,-0.04732965262136268
2004-12-16,16.76,17.657125506072873,-0.05080812875030649
2004-12-17,16.73,17.217125506072875,-0.02829307981178708
2004-12-20,16.29,17.347125506072874,-0.060939520250937074
2004-12-21,16.42,17.447125506072876,-0.05887075814955067
2004-12-22,16.52,17.517125506072876,-0.05692289558165187
2004-12-23,16.59,17.547125506072874,-0.05454599989848041
2004-12-27,16.62,17.547125506072874,-0.05283631816231127
2004-12-28,16.62,17.867125506072874,-0.06980000815738308
2004-12-29,16.94,18.117125506072874,-0.06497308337784047
2004-12-30,17.19,18.197125506072876,-0.05534530746280608
2004-12-31,17.27,18.68979879275654,-0.07596651031400092
2005-01-03,17.39,18.36979879275654,-0.05333748092781987
2005-01-04,17.07,18.19979879275654,-0.06207754303339852
2005-01-05,16.9,18.10979879275654,-0.06680354688647505
2005-01-06,16.81,17.95979879275654,-0.06402069455367576
2005-01-07,16.66,18.489798792756538,-0.0989626124797729
2005-01-10,17.19,18.47979879275654,-0.06979506688471615
2005-01-11,17.18,18.77979879275654,-0.0851872168818758
2005-01-12,17.48,19.19979879275654,-0.08957379248189634
2005-01-13,17.9,19.11979879275654,-0.06379767935730885
2005-01-14,17.82,19.64979879275654,-0.09312048495026082
2005-01-18,18.35,18.51979879275654,-0.009168500946292624
2005-01-19,17.22,18.64979879275654,-0.07666564173935564
