date,TPR,dcf,Deviation
2004-11-24,24.9,26.024395982459204,-0.04320545933965436
2004-11-26,24.87,25.904395982459203,-0.03993129132057849
2004-11-29,24.75,26.074395982459205,-0.05079296883234241
2004-11-30,24.92,26.664395982459205,-0.06542041993400971
2004-12-01,25.51,27.484395982459205,-0.07183697919791587
2004-12-02,26.33,27.384395982459203,-0.03850353256411376
2004-12-03,26.23,27.514395982459202,-0.046680871470993646
2004-12-06,26.36,27.364395982459204,-0.0367044820979433
2004-12-07,26.21,27.574395982459205,-0.04948053924108187
2004-12-08,26.42,27.584395982459203,-0.04221212540595909
2004-12-09,26.43,27.9643959824592,-0.054869627201018734
2004-12-10,26.81,29.084395982459203,-0.07819986991756311
2004-12-13,27.93,29.134395982459203,-0.041339315329699255
2004-12-14,27.98,28.774395982459204,-0.02760773789807669
2004-12-15,27.62,28.774395982459204,-0.04011886064134651
2004-12-16,27.62,28.604395982459202,-0.034414150295739576
2004-12-17,27.45,28.654395982459203,-0.04203180493479863
2004-12-20,27.5,28.434395982459204,-0.03286146760548814
2004-12-21,27.28,28.724395982459203,-0.050284642480950104
2004-12-22,27.57,28.814395982459203,-0.0431866065565536
2004-12-23,27.66,29.014395982459202,-0.04668013710428465
2004-12-27,27.86,29.624395982459202,-0.05955888462684311
2004-12-28,28.47,29.684395982459204,-0.040910247362850316
2004-12-29,28.53,29.5543959824592,-0.034661374337245365
2004-12-30,28.4,29.354395982459202,-0.03251288096779459
2004-12-31,28.2,29.070902101486418,-0.029957862967103788
2005-01-03,27.55,28.44090210148642,-0.03132467803965533
2005-01-04,26.92,28.470902101486416,-0.05447323361789247
2005-01-05,26.95,29.020902101486417,-0.07135898443971345
2005-01-06,27.5,29.19090210148642,-0.05792565421951512
2005-01-07,27.67,29.570902101486418,-0.06428285802585865
2005-01-10,28.05,29.360902101486417,-0.044647882308086584
2005-01-11,27.84,28.970902101486416,-0.03903579175839311
2005-01-12,27.45,29.03090210148642,-0.05445583798808218
2005-01-13,27.51,29.410902101486418,-0.0646325670299771
2005-01-14,27.89,29.830902101486416,-0.06506347326954298
2005-01-18,28.31,29.270902101486417,-0.032827895025402065
2005-01-19,27.75,28.920902101486416,-0.04048636164174957
2005-01-20,27.4,28.390902101486418,-0.034902099903142525
2005-01-21,26.87,27.930902101486417,-0.037983094768355374
2005-01-24,26.41,28.840902101486417,-0.08428661811383253
2005-01-25,27.32,28.430902101486417,-0.039073754941751804
2005-01-26,26.91,28.550902101486418,-0.05747286357725945
2005-01-27,27.03,28.980902101486418,-0.06731681762888797
2005-01-28,27.46,29.570902101486418,-0.07138443373292658
2005-01-31,28.05,29.62090210148642,-0.053033567178481955
2005-02-01,28.1,29.680902101486417,-0.05326327670503128
2005-02-02,28.16,29.69090210148642,-0.05156131990377544
2005-02-03,28.17,29.320902101486418,-0.039251933569536046
2005-02-04,27.8,29.62090210148642,-0.06147355321075931
2005-02-07,28.1,29.140902101486418,-0.035719625214804984
2005-02-08,27.62,28.340902101486417,-0.02543680857105135
2005-02-09,26.82,28.520902101486417,-0.05963703726600467
2005-02-10,27.0,28.670902101486416,-0.058278672068703075
2005-02-11,27.15,28.270902101486417,-0.03964861458833624
2005-02-14,26.75,28.330902101486416,-0.05580133296932577
2005-02-15,26.81,28.720902101486416,-0.06653349866011071
2005-02-16,27.2,28.980902101486418,-0.0614508856642898
2005-02-17,27.46,29.270902101486417,-0.06186697270920316
2005-02-18,27.75,28.60090210148642,-0.029750883327634536
2005-02-22,27.08,29.050902101486418,-0.06784306024650355
2005-02-23,27.53,29.380902101486416,-0.06299677576587326
2005-02-24,27.86,29.85090210148642,-0.06669487222589776
2005-02-25,28.33,29.28090210148642,-0.032475164125430056
2005-02-28,27.76,29.570902101486418,-0.06123932557997236
2005-03-01,28.05,30.150902101486416,-0.06967957689673376
2005-03-02,28.63,31.200902101486417,-0.08239832595622099
2005-03-03,29.68,31.270902101486417,-0.05087483873421084
2005-03-04,29.75,31.230902101486418,-0.04741784584621189
2005-03-07,29.71,30.53090210148642,-0.026887580942013933
2005-03-08,29.01,30.28090210148642,-0.041970417434295415
2005-03-09,28.76,30.750902101486417,-0.06474288444989007
2005-03-10,29.23,31.090902101486417,-0.05985358981904387
2005-03-11,29.57,30.96090210148642,-0.044924469478544116
2005-03-14,29.44,30.750902101486417,-0.042629712037717815
2005-03-15,29.23,30.150902101486416,-0.030543102769751473
2005-03-16,28.63,30.150902101486416,-0.05044300486821707
2005-03-17,28.63,29.840902101486417,-0.04057860239506972
2005-03-18,28.32,29.420902101486416,-0.037419046421108715
2005-03-21,27.9,29.660902101486418,-0.05936778643688567
2005-03-22,28.14,29.360902101486417,-0.04158258139570603
2005-03-23,27.84,29.700902101486417,-0.06265473335213223
2005-03-24,28.18,30.050902101486418,-0.062257768341466124
2005-03-28,28.53,29.550902101486418,-0.034547239809476604
2005-03-29,28.03,29.94090210148642,-0.06382246249659762
2005-03-30,28.42,29.840902101486417,-0.04761592315989793
2005-03-31,28.32,29.310902101486416,-0.033806605407622925
2005-04-01,27.79,28.705578323467712,-0.031895484325400236
2005-04-04,28.15,29.325578323467713,-0.04008713180353418
2005-04-05,28.77,29.255578323467713,-0.016597802924928073
2005-04-06,28.7,28.90557832346771,-0.007112064016405073
2005-04-07,28.35,28.40557832346771,-0.001956598905849205
2005-04-08,27.85,28.135578323467712,-0.010150078316659705
2005-04-11,27.58,28.365578323467712,-0.027694775495473722
2005-04-12,27.81,28.125578323467714,-0.011220331892852098
2005-04-13,27.57,26.985578323467713,0.021656814967128346
2005-04-14,26.43,25.775578323467712,0.02538921409714634
2005-04-15,25.22,25.805578323467714,-0.022691927928434996
2005-04-18,25.25,26.615578323467712,-0.051307482665655324
2005-04-19,26.06,26.035578323467714,0.0009380116788215709
2005-04-20,25.48,26.685578323467713,-0.0451771480780504
2005-04-21,26.13,26.31557832346771,-0.007052032875227265
2005-04-22,25.76,26.875578323467714,-0.04150899787312079
2005-04-25,26.32,28.31557832346771,-0.07047633993806846
2005-04-26,27.76,28.44557832346771,-0.024101402181797238
2005-04-27,27.89,27.74557832346771,0.005205214137134595
2005-04-28,27.19,27.35557832346771,-0.006052817509826225
2005-04-29,26.8,27.90557832346771,-0.039618541879060554
2005-05-02,27.35,28.025578323467712,-0.024105776361517672
2005-05-03,27.47,28.505578323467713,-0.03632897083218112
2005-05-04,27.95,28.875578323467714,-0.03205401855849521
2005-05-05,28.32,28.90557832346771,-0.020258315433609453
2005-05-06,28.35,29.26557832346771,-0.031285160790194166
2005-05-09,28.71,28.08557832346771,0.022232822459295365
2005-05-10,27.53,29.235578323467713,-0.058339134071400456
2005-05-11,28.68,28.385578323467712,0.010372227515578869
2005-05-12,27.83,28.665578323467713,-0.029149187713532032
2005-05-13,28.11,29.33557832346771,-0.041777881790974636
2005-05-16,28.78,29.545578323467712,-0.025911773162335505
2005-05-17,28.99,30.305578323467714,-0.04341043452218074
2005-05-18,29.75,30.305578323467714,-0.018332543188508965
2005-05-19,29.75,29.90557832346771,-0.005202317834650416
2005-05-20,29.35,30.01557832346771,-0.022174429434442255
2005-05-23,29.46,29.99557832346771,-0.017855242452474718
2005-05-24,29.44,29.775578323467712,-0.011270253757026949
2005-05-25,29.22,29.725578323467712,-0.017008191328226174
2005-05-26,29.17,29.85557832346771,-0.02296315670190241
2005-05-27,29.3,29.595578323467713,-0.009987246075652267
2005-05-31,29.04,31.225578323467712,-0.06999320559661604
2005-06-01,30.67,32.625578323467714,-0.05994003551688942
2005-06-02,32.07,32.31557832346771,-0.007599378881898877
2005-06-03,31.76,33.10557832346771,-0.04064506320718353
2005-06-06,32.55,33.32557832346772,-0.023272764119491973
2005-06-07,32.77,32.545578323467716,0.00689561188010801
2005-06-08,31.99,32.555578323467714,-0.017372700857844037
2005-06-09,32.0,31.955578323467712,0.0013901071068918025
2005-06-10,31.4,32.14557832346771,-0.02319380650008107
2005-06-13,31.59,33.07557832346772,-0.04491465905567171
2005-06-14,32.52,33.96557832346771,-0.04256009745221734
2005-06-15,33.41,33.75557832346772,-0.010237665613551772
2005-06-16,33.2,33.49557832346771,-0.008824398271715217
2005-06-17,32.94,33.75557832346772,-0.02416129019187052
2005-06-20,33.2,34.475578323467715,-0.03699947573031481
2005-06-21,33.92,34.10557832346771,-0.0054412894485361685
2005-06-22,33.55,33.175578323467704,0.011286063286723103
2005-06-23,32.62,32.70557832346771,-0.0026166277391984627
2005-06-24,32.15,32.475578323467715,-0.010025327962595365
2005-06-27,31.92,33.765578323467714,-0.0546585728752349
2005-06-28,33.21,34.115578323467716,-0.026544422459483186
2005-06-29,33.56,34.125578323467714,-0.016573442891040235
2005-06-30,33.57,34.10557832346771,-0.015703540294438656
2005-07-01,33.55,35.18612907524776,-0.04649926315420494
2005-07-05,34.79,34.526129075247766,0.0076426443340098515
2005-07-06,34.13,35.09612907524777,-0.02752808075147939
2005-07-07,34.7,35.65612907524776,-0.026815279730168395
2005-07-08,35.26,35.50612907524776,-0.006932016574551003
2005-07-11,35.11,35.75612907524776,-0.018070442521560537
2005-07-12,35.36,35.82612907524776,-0.013010869085764876
2005-07-13,35.43,35.15612907524776,0.007790133099296881
2005-07-14,34.76,35.66612907524777,-0.02540587102502867
2005-07-15,35.27,35.636129075247766,-0.010274097797621562
2005-07-18,35.24,36.61612907524776,-0.03758259297206856
2005-07-19,36.22,36.55612907524776,-0.009194876037226685
2005-07-20,36.16,35.966129075247764,0.005390375048329954
2005-07-21,35.57,36.34612907524777,-0.021353830380146932
2005-07-22,35.95,35.33612907524776,0.017372330835814243
2005-07-25,34.94,35.396129075247764,-0.012886411230959571
2005-07-26,35.0,35.32612907524776,-0.009231950507599618
2005-07-27,34.93,36.00612907524776,-0.0298873859225135
2005-07-28,35.61,35.50612907524776,0.002925436465690323
2005-07-29,35.11,35.94612907524776,-0.023260615169367838
2005-08-01,35.55,35.146129075247764,0.011491192213160861
2005-08-02,34.75,35.83612907524776,-0.030308214175898796
2005-08-03,35.44,35.36612907524776,0.002088747812774905
2005-08-04,34.97,34.09612907524777,0.02562962273000724
2005-08-05,33.7,34.36612907524776,-0.019383302489180854
2005-08-08,33.97,34.84612907524777,-0.025142794866994556
2005-08-09,34.45,35.00612907524776,-0.015886620141642327
2005-08-10,34.61,35.29612907524776,-0.019439215948723554
2005-08-11,34.9,35.09612907524777,-0.005588339238987272
2005-08-12,34.7,35.11612907524776,-0.011850083884703433
2005-08-15,34.72,34.206129075247766,0.01502277336385549
2005-08-16,33.81,34.036129075247764,-0.006643795325485757
2005-08-17,33.64,33.84612907524777,-0.006090181680436624
2005-08-18,33.45,33.386129075247766,0.0019130976402887967
2005-08-19,32.99,32.68612907524776,0.009296632343728684
2005-08-22,32.29,33.036129075247764,-0.02258524518863203
2005-08-23,32.64,34.386129075247766,-0.050780041900810646
2005-08-24,33.99,34.66612907524777,-0.019504025782057455
2005-08-25,34.27,34.066129075247765,0.005984563855256697
2005-08-26,33.67,33.80612907524776,-0.004026757247029167
2005-08-29,33.41,32.86612907524776,0.01654806757154237
2005-08-30,32.47,33.58612907524776,-0.03323184618111663
2005-08-31,33.19,32.79612907524776,0.012009677235033767
2005-09-01,32.4,32.19612907524776,0.006332156399166955
2005-09-02,31.8,32.73612907524777,-0.02859620552863673
2005-09-06,32.34,33.676129075247765,-0.03967585087532599
2005-09-07,33.28,33.26612907524776,0.0004169684041346322
2005-09-08,32.87,33.61612907524776,-0.02219556789473287
2005-09-09,33.22,33.61612907524776,-0.011783899162245981
2005-09-12,33.22,33.396129075247764,-0.005273936834143678
2005-09-13,33.0,32.90612907524776,0.0028526881584149955
2005-09-14,32.51,32.646129075247764,-0.004169838173891716
2005-09-15,32.25,32.55612907524776,-0.009403116523472366
2005-09-16,32.16,32.036129075247764,0.0038666008761945037
2005-09-19,31.64,31.016129075247765,0.020114403162260208
2005-09-20,30.62,30.646129075247764,-0.0008526060561713233
2005-09-21,30.25,32.01612907524776,-0.055163729228377756
2005-09-22,31.62,32.816129075247765,-0.03644942621066083
2005-09-23,32.42,32.68612907524776,-0.00814195754520508
2005-09-26,32.29,33.11612907524776,-0.02494642635830413
2005-09-27,32.72,31.636129075247762,0.03426054186889327
2005-09-28,31.24,31.586129075247765,-0.010958261913740053
2005-09-29,31.19,31.756129075247763,-0.017827395584212757
2005-09-30,31.36,31.42768660314074,-0.0021537252803702778
2005-10-03,31.15,31.08768660314074,0.002004439817434589
2005-10-04,30.81,30.967686603140738,-0.00509197232462133
2005-10-05,30.69,31.49768660314074,-0.025642727776083785
2005-10-06,31.22,31.627686603140738,-0.012890180943561425
2005-10-07,31.35,31.147686603140738,0.006495294480035829
2005-10-10,30.87,30.81768660314074,0.0016975121310347507
2005-10-11,30.54,29.217686603140738,0.04525729277680468
2005-10-12,28.94,29.51768660314074,-0.019570863086515455
2005-10-13,29.24,30.737686603140737,-0.048724766521228924
2005-10-14,30.46,31.08768660314074,-0.02019084311913144
2005-10-17,30.81,30.79768660314074,0.0003998156425815136
2005-10-18,30.52,31.94768660314074,-0.044688262435890524
2005-10-19,31.67,31.987686603140737,-0.009931527937051321
2005-10-20,31.71,32.53768660314074,-0.025437782754378357
2005-10-21,32.26,31.527686603140737,0.023227628657863875
2005-10-24,31.25,32.497686603140735,-0.03839308989520973
2005-10-25,32.22,32.66768660314074,-0.01370426405087699
2005-10-26,32.39,31.757686603140737,0.01991056227618082
2005-10-27,31.48,31.937686603140737,-0.014330612258426023
2005-10-28,31.66,32.457686603140736,-0.02457620017390727
2005-10-31,32.18,32.71768660314074,-0.016434126583055098
2005-11-01,32.44,33.23768660314074,-0.02399946219678728
2005-11-02,32.96,34.247686603140735,-0.03759922876141497
2005-11-03,33.97,34.497686603140735,-0.015296289551563591
2005-11-04,34.22,35.03768660314074,-0.023337345653050234
2005-11-07,34.76,34.207686603140736,0.016145885667946613
2005-11-08,33.93,34.12768660314074,-0.0057925579732247545
2005-11-09,33.85,35.27768660314074,-0.04046996106070144
2005-11-10,35.0,34.887686603140736,0.003219284733231742
2005-11-11,34.61,34.677686603140735,-0.0019518776992063502
2005-11-14,34.4,33.54768660314074,0.02540602596363417
2005-11-15,33.27,34.177686603140735,-0.0265578713293404
2005-11-16,33.9,34.50768660314073,-0.017610180888956717
2005-11-17,34.23,34.707686603140736,-0.013763135774584101
2005-11-18,34.43,35.107686603140735,-0.019303083418777844
2005-11-21,34.83,35.08768660314074,-0.007344075032797215
2005-11-22,34.81,36.21768660314074,-0.03886738042011406
2005-11-23,35.94,36.91768660314074,-0.026482878346379524
2005-11-25,36.64,35.54768660314074,0.030728114857486943
2005-11-28,35.27,36.04768660314074,-0.021573828348612545
2005-11-29,35.77,34.707686603140736,0.03060743889404427
2005-11-30,34.43,35.47768660314075,-0.02953086019560247
2005-12-01,35.2,35.30768660314074,-0.003049947858412061
2005-12-02,35.03,35.27768660314074,-0.007021055715107027
2005-12-05,35.0,35.83768660314074,-0.023374460869003855
2005-12-06,35.56,35.22768660314075,0.009433301726649024
2005-12-07,34.95,35.27768660314074,-0.009288778111418483
2005-12-08,35.0,35.387686603140736,-0.01095540964540831
2005-12-09,35.11,34.97768660314075,0.0037827943957668975
2005-12-12,34.7,34.52768660314074,0.004990586216789605
2005-12-13,34.25,34.577686603140734,-0.009476822637144555
2005-12-14,34.3,34.577686603140734,-0.008030803400118525
2005-12-15,34.3,34.157686603140746,0.004166365202442179
2005-12-16,33.88,33.397686603140734,0.014441521132601887
2005-12-19,33.12,33.907686603140746,-0.023230325688682885
2005-12-20,33.63,34.247686603140735,-0.01803586356936837
2005-12-21,33.97,34.02768660314074,-0.0016952843081436964
2005-12-22,33.75,33.677686603140735,0.0021472198405849685
2005-12-23,33.4,32.857686603140735,0.016504917202765812
2005-12-27,32.58,33.93768660314073,-0.04000527846865931
2005-12-28,33.66,33.84768660314074,-0.005545034889425038
2005-12-29,33.57,33.61768660314074,-0.0014184974624721347
2005-12-30,33.34,33.774379047116305,-0.012861200098167047
2006-01-03,33.3,33.184379047116316,0.003484198174072084
2006-01-04,32.71,33.67437904711632,-0.0286383616982806
2006-01-05,33.2,33.78437904711631,-0.017297315019504156
2006-01-06,33.31,35.004379047116316,-0.048404773723757843
2006-01-09,34.53,34.754379047116316,-0.006456137421190222
2006-01-10,34.28,34.024379047116305,0.00751287635638298
2006-01-11,33.55,33.23437904711631,0.009496821121171894
2006-01-12,32.76,33.66437904711631,-0.026864569396944926
2006-01-13,33.19,33.03437904711631,0.004710878707958388
2006-01-17,32.56,33.274379047116305,-0.02146934270673384
2006-01-18,32.8,33.344379047116306,-0.01632596145656484
2006-01-19,32.87,32.224379047116315,0.020035171257751783
2006-01-20,31.75,32.544379047116315,-0.024409101367896646
2006-01-23,32.07,35.364379047116316,-0.0931552917337296
2006-01-24,34.89,35.80437904711631,-0.02553819034015492
2006-01-25,35.33,36.254379047116316,-0.025497031570034356
2006-01-26,35.78,36.38437904711631,-0.01661094851539624
2006-01-27,35.91,36.63437904711631,-0.019773203912769377
2006-01-30,36.16,36.42437904711632,-0.00725829935973199
2006-01-31,35.95,36.724379047116315,-0.021086239364940806
2006-02-01,36.25,36.974379047116315,-0.01959137829450064
2006-02-02,36.5,36.66437904711631,-0.004483344635540565
2006-02-03,36.19,37.16437904711631,-0.026218090335399236
2006-02-06,36.69,36.194379047116314,0.013693312772088406
2006-02-07,35.72,36.374379047116314,-0.017990109089386475
2006-02-08,35.9,36.094379047116306,-0.005385299657394649
2006-02-09,35.62,35.944379047116314,-0.009024472134881445
2006-02-10,35.47,35.80437904711631,-0.009339054495995924
2006-02-13,35.33,36.124379047116314,-0.021990109396211932
2006-02-14,35.65,35.92437904711632,-0.007637683778930704
2006-02-15,35.45,36.55437904711631,-0.03021194931783233
2006-02-16,36.08,36.67437904711632,-0.016206928721348213
2006-02-17,36.2,36.56437904711632,-0.009965410506405203
2006-02-21,36.09,37.07437904711632,-0.026551464175982753
2006-02-22,36.6,36.684379047116316,-0.002300135624701216
2006-02-23,36.21,36.614379047116316,-0.011044268881248764
2006-02-24,36.14,36.754379047116316,-0.016715805382774396
2006-02-27,36.28,36.194379047116314,0.0023655870093040043
2006-02-28,35.72,36.35437904711632,-0.01744986611638022
2006-03-01,35.88,36.71437904711631,-0.022726219774697354
2006-03-02,36.24,36.594379047116306,-0.009683974871114276
2006-03-03,36.12,36.07437904711632,0.0012646358465129293
2006-03-06,35.6,35.834379047116315,-0.006540619744188736
2006-03-07,35.36,35.694379047116314,-0.009367834825615984
2006-03-08,35.22,35.80437904711631,-0.01632144063571972
2006-03-09,35.33,36.974379047116315,-0.04447347296950921
2006-03-10,36.5,37.05437904711631,-0.014961228912010571
2006-03-13,36.58,37.444379047116314,-0.023084347213467415
2006-03-14,36.97,37.14437904711632,-0.004694628139970347
2006-03-15,36.67,36.74437904711632,-0.0020242292575128884
2006-03-16,36.27,36.024379047116305,0.006818186999488551
2006-03-17,35.55,36.07437904711632,-0.014536051928473515
2006-03-20,35.6,35.74437904711632,-0.00403920982725714
2006-03-21,35.27,36.06437904711632,-0.022026694153765902
2006-03-22,35.59,35.774379047116305,-0.005153941229097736
2006-03-23,35.3,35.934379047116316,-0.01765381965511459
2006-03-24,35.46,35.444379047116314,0.0004407173521907559
2006-03-27,34.97,34.82437904711632,0.004181580745105551
2006-03-28,34.35,35.39437904711632,-0.029506918195289056
2006-03-29,34.92,35.404379047116315,-0.013681331523190954
2006-03-30,34.93,35.05437904711631,-0.0035481743079555095
2006-03-31,34.58,34.90208021769571,-0.009228109490517333
2006-04-03,34.43,34.782080217695714,-0.010122460056790739
2006-04-04,34.31,34.962080217695714,-0.018651070349231302
2006-04-05,34.49,35.72208021769571,-0.03449071863080844
2006-04-06,35.25,35.822080217695714,-0.015970044570809527
2006-04-07,35.35,35.30208021769571,0.0013574209227553702
2006-04-10,34.83,34.712080217695714,0.0033970819831239396
2006-04-11,34.24,34.142080217695714,0.002868008676681022
2006-04-12,33.67,33.97208021769571,-0.008892014141022808
2006-04-13,33.5,34.40208021769571,-0.02622167647965956
2006-04-17,33.93,35.392080217695714,-0.04131094325912743
2006-04-18,34.92,35.062080217695716,-0.004052247237287587
2006-04-19,34.59,35.68208021769571,-0.03060584503574193
2006-04-20,35.21,35.54208021769571,-0.009343297175115173
2006-04-21,35.07,35.672080217695715,-0.01687819196473561
2006-04-24,35.2,33.33208021769571,0.056039700195868125
2006-04-25,32.86,33.20208021769571,-0.010302975459754227
2006-04-26,32.73,33.15208021769571,-0.012731635991590662
2006-04-27,32.68,33.492080217695715,-0.02424693277984713
2006-04-28,33.02,32.892080217695714,0.003889075469160286
2006-05-01,32.42,33.29208021769571,-0.026194825075309458
2006-05-02,32.82,33.68208021769571,-0.025594625157468687
2006-05-03,33.21,33.50208021769571,-0.008718271098325348
2006-05-04,33.03,32.33208021769571,0.02158598449605198
2006-05-05,31.86,32.392080217695714,-0.016426244134979617
2006-05-08,31.92,32.392080217695714,-0.014573939509998413
2006-05-09,31.92,32.12208021769571,-0.006291006570128155
2006-05-10,31.65,31.74208021769571,-0.002900887940053165
2006-05-11,31.27,31.12208021769571,0.004752888665205068
2006-05-12,30.65,31.112080217695713,-0.014852115784687925
2006-05-15,30.64,30.802080217695714,-0.00526198933806421
2006-05-16,30.33,30.42208021769571,-0.003026756127023522
2006-05-17,29.95,30.982080217695714,-0.03331216659578051
2006-05-18,30.51,30.502080217695713,0.00025964728463656606
2006-05-19,30.03,29.892080217695714,0.004613923865447234
2006-05-22,29.42,29.94208021769571,-0.01743633755236418
2006-05-23,29.47,28.902080217695712,0.019649789151044317
2006-05-24,28.43,30.01208021769571,-0.05271478038909427
2006-05-25,29.54,30.37208021769571,-0.027396220862439202
2006-05-26,29.9,29.472080217695712,0.014519497067850384
2006-05-30,29.0,29.552080217695714,-0.018681602568374478
2006-05-31,29.08,30.472080217695712,-0.04568379341845219
2006-06-01,30.0,30.37208021769571,-0.012250732087785154
2006-06-02,29.9,30.142080217695714,-0.00803130427453369
2006-06-05,29.67,29.842080217695713,-0.0057663613407777925
2006-06-06,29.37,29.482080217695714,-0.0038016387197956636
2006-06-07,29.01,29.072080217695714,-0.002135389598227788
2006-06-08,28.6,29.142080217695714,-0.01860128767906377
2006-06-09,28.67,28.382080217695712,0.010144421412944027
2006-06-12,27.91,28.222080217695712,-0.011058016109671165
2006-06-13,27.75,28.49208021769571,-0.026045139983665533
2006-06-14,28.02,30.142080217695714,-0.07040258012616829
2006-06-15,29.67,30.28208021769571,-0.02021262123656986
2006-06-16,29.81,29.96208021769571,-0.0050757563089992574
2006-06-19,29.49,29.382080217695712,0.003672979636046625
2006-06-20,28.91,29.42208021769571,-0.01740462312340929
2006-06-21,28.95,29.132080217695712,-0.006250161894896578
2006-06-22,28.66,28.972080217695712,-0.010771757338470245
2006-06-23,28.5,28.982080217695714,-0.016633734158301272
2006-06-26,28.51,28.292080217695712,0.0077025012168594476
2006-06-27,27.82,29.112080217695713,-0.04438295745387255
2006-06-28,28.64,30.062080217695712,-0.047304784213123785
2006-06-29,29.59,30.37208021769571,-0.02574997208258545
2006-06-30,29.9,29.85908583122048,0.0013702418423251483
2006-07-03,29.49,29.15908583122048,0.011348578302314616
2006-07-05,28.79,29.62908583122048,-0.028319666560090995
2006-07-06,29.26,28.849085831220478,0.014243576769938038
2006-07-07,28.48,28.689085831220478,-0.007287992111374431
2006-07-10,28.32,28.62908583122048,-0.010796217282055709
2006-07-11,28.26,27.97908583122048,0.010040148219069511
2006-07-12,27.61,27.74908583122048,-0.005012267145175442
2006-07-13,27.38,26.79908583122048,0.021676641227170723
2006-07-14,26.43,26.57908583122048,-0.0056091406667326815
2006-07-17,26.21,25.94908583122048,0.010054850119829872
2006-07-18,25.58,27.15908583122048,-0.05814208331729853
2006-07-19,26.79,26.939085831220478,-0.0055341830140240855
2006-07-20,26.57,26.67908583122048,-0.004088814433544918
2006-07-21,26.31,27.599085831220478,-0.04670755542787752
2006-07-24,27.23,28.29908583122048,-0.037778104833373405
2006-07-25,27.93,27.67908583122048,0.009065117623809016
2006-07-26,27.31,27.92908583122048,-0.02216634783400029
2006-07-27,27.56,28.509085831220478,-0.03329064414198546
2006-07-28,28.14,29.07908583122048,-0.032294200604210066
2006-07-31,28.71,29.869085831220477,-0.0388055341824004
2006-08-01,29.5,29.69908583122048,-0.006703432972714474
2006-08-02,29.33,30.529085831220478,-0.039276833831501046
2006-08-03,30.16,30.38908583122048,-0.007538424567715252
2006-08-04,30.02,30.209085831220477,-0.0062592371141884096
2006-08-07,29.84,30.17908583122048,-0.011235788688791049
2006-08-08,29.81,30.06908583122048,-0.008616352112423509
2006-08-09,29.7,30.509085831220478,-0.02651950424527394
2006-08-10,30.14,30.35908583122048,-0.0072164831457203205
2006-08-11,29.99,30.33908583122048,-0.011506142049318213
2006-08-14,29.97,31.15908583122048,-0.03816176885488254
2006-08-15,30.79,31.72908583122048,-0.029597002454336385
2006-08-16,31.36,31.54908583122048,-0.005993385425873909
2006-08-17,31.18,31.669085831220478,-0.015443635911281062
2006-08-18,31.3,31.119085831220477,0.005813608078358845
2006-08-21,30.75,31.79908583122048,-0.032991068887599395
2006-08-22,31.43,30.92908583122048,0.01619556981130965
2006-08-23,30.56,29.64908583122048,0.03072317891907228
2006-08-24,29.28,29.37908583122048,-0.0033726655686195928
2006-08-25,29.01,29.87908583122048,-0.02908676109201358
2006-08-28,29.51,30.30908583122048,-0.026364563935391327
2006-08-29,29.94,30.67908583122048,-0.024090868785547337
2006-08-30,30.31,30.55908583122048,-0.008150958199345193
2006-08-31,30.19,31.279085831220478,-0.03481833954793623
2006-09-01,30.91,31.369085831220477,-0.014634976412464251
2006-09-05,31.0,30.99908583122048,2.9490185113667522e-05
2006-09-06,30.63,31.17908583122048,-0.017610709762076016
2006-09-07,30.81,32.24908583122048,-0.04462408140038787
2006-09-08,31.88,31.78908583122048,0.002859917685655189
2006-09-11,31.42,33.79908583122048,-0.07038905854142652
2006-09-12,33.43,34.05908583122048,-0.018470426198104906
2006-09-13,33.69,34.209085831220484,-0.015173917063482256
2006-09-14,33.84,34.22908583122048,-0.011367111384131379
2006-09-15,33.86,34.07908583122048,-0.00642874730576759
2006-09-18,33.71,34.44908583122048,-0.02145443959940041
2006-09-19,34.08,34.98908583122047,-0.025981982941929327
2006-09-20,34.62,34.36908583122048,0.007300577327302271
2006-09-21,34.0,34.00908583122048,-0.00026715893704321036
2006-09-22,33.64,34.76908583122048,-0.03247384290462507
2006-09-25,34.4,35.01908583122048,-0.017678526338587353
2006-09-26,34.65,34.76908583122048,-0.0034250492462919446
2006-09-27,34.4,34.44908583122048,-0.0014248805167420553
2006-09-28,34.08,34.76908583122048,-0.01981892289505427
2006-09-29,34.4,34.455710890834744,-0.0016168840924877248
2006-10-02,34.2,34.83571089083474,-0.018248827842981985
2006-10-03,34.58,35.75571089083474,-0.03288176522134578
2006-10-04,35.5,36.35571089083474,-0.023537179438030686
2006-10-05,36.1,35.60571089083474,0.013882298563865803
2006-10-06,35.35,35.69571089083474,-0.009684942033848176
2006-10-09,35.44,36.04571089083474,-0.01680396573864651
2006-10-10,35.79,35.64571089083474,0.004047867346709477
2006-10-11,35.39,35.90571089083474,-0.014362921051825794
2006-10-12,35.65,36.745710890834744,-0.029818742494597927
2006-10-13,36.49,37.03571089083474,-0.014734721643206994
2006-10-16,36.78,36.565710890834744,0.005860384057758683
2006-10-17,36.31,36.37571089083474,-0.0018064496672501873
2006-10-18,36.12,35.61571089083474,0.01415917572755876
2006-10-19,35.36,35.525710890834745,-0.004664534126958109
2006-10-20,35.27,36.58571089083474,-0.03596242518727011
2006-10-23,36.33,39.46571089083474,-0.07945405822052376
2006-10-24,39.21,40.205710890834744,-0.024765409410077766
