date,DXC,dcf,Deviation
1993-12-16,7.86,,
1993-12-17,7.94,,
1993-12-20,7.98,,
1993-12-21,8.08,,
1993-12-22,8.1,,
1993-12-23,8.04,,
1993-12-27,8.0,,
1993-12-28,8.03,,
1993-12-29,8.04,,
1993-12-30,8.07,,
1993-12-31,8.24,,
1994-01-03,8.12,,
1994-01-04,8.18,,
1994-01-05,8.14,,
1994-01-06,8.15,,
1994-01-07,8.15,,
1994-01-10,8.24,,
1994-01-11,8.32,,
1994-01-12,8.45,,
1994-01-13,8.26,,
1994-01-14,8.26,,
1994-01-17,8.14,,
1994-01-18,8.14,,
1994-01-19,8.17,,
1994-01-20,8.14,,
1994-01-21,8.2,,
1994-01-24,8.2,,
1994-01-25,8.35,,
1994-01-26,8.38,,
1994-01-27,8.38,,
1994-01-28,8.51,,
1994-01-31,8.57,,
1994-02-01,8.54,,
1994-02-02,8.6,,
1994-02-03,8.69,,
1994-02-04,8.76,,
1994-02-07,8.66,,
1994-02-08,8.82,,
1994-02-09,9.32,,
1994-02-10,9.28,,
1994-02-11,9.38,,
1994-02-14,9.32,,
1994-02-15,9.35,,
1994-02-16,9.32,,
1994-02-17,9.32,,
1994-02-18,9.35,,
1994-02-22,9.53,,
1994-02-23,9.28,,
1994-02-24,9.25,,
1994-02-25,9.91,,
1994-02-28,9.69,,
1994-03-01,9.63,,
1994-03-02,9.69,,
1994-03-03,9.94,,
1994-03-04,10.0,,
1994-03-07,9.81,,
1994-03-08,9.84,,
1994-03-09,9.91,,
1994-03-10,10.0,,
1994-03-11,9.69,,
1994-03-14,9.87,,
1994-03-15,9.87,,
1994-03-16,9.91,,
1994-03-17,9.81,,
1994-03-18,9.78,,
1994-03-21,9.87,,
1994-03-22,9.84,,
1994-03-23,9.87,,
1994-03-24,9.75,,
1994-03-25,9.53,,
1994-03-28,9.47,,
1994-03-29,9.32,,
1994-03-30,9.04,,
1994-03-31,9.07,,
1994-04-04,8.94,,
1994-04-05,9.32,,
1994-04-06,9.5,,
1994-04-07,9.75,,
1994-04-08,9.47,,
1994-04-11,9.56,,
1994-04-12,9.41,,
1994-04-13,9.32,,
1994-04-14,9.16,,
1994-04-15,9.13,,
1994-04-18,9.04,,
1994-04-19,9.1,,
1994-04-20,9.13,,
1994-04-21,9.1,,
1994-04-22,9.22,,
1994-04-25,9.47,,
1994-04-26,9.44,,
1994-04-28,9.44,,
1994-04-29,9.44,,
1994-05-02,9.75,,
1994-05-03,9.78,,
1994-05-04,10.15,,
1994-05-05,10.0,,
1994-05-06,9.97,,
1994-05-09,9.91,,
1994-05-10,10.28,,
1994-05-11,10.37,,
1994-05-12,10.37,,
1994-05-13,10.43,,
1994-05-16,10.74,,
1994-05-17,10.59,,
1994-05-18,10.71,,
1994-05-19,10.68,,
1994-05-20,10.87,,
1994-05-23,10.81,,
1994-05-24,10.84,,
1994-05-25,10.74,,
1994-05-26,10.65,,
1994-05-27,10.74,,
1994-05-31,10.77,,
1994-06-01,10.74,,
1994-06-02,10.68,,
1994-06-03,10.71,,
1994-06-06,10.68,,
1994-06-07,10.56,,
1994-06-08,10.65,,
1994-06-09,10.5,,
1994-06-10,10.5,,
1994-06-13,10.5,,
1994-06-14,10.81,,
1994-06-15,10.56,,
1994-06-16,10.68,,
1994-06-17,10.62,,
1994-06-20,10.43,,
1994-06-21,10.4,,
1994-06-22,10.81,,
1994-06-23,10.5,,
1994-06-24,10.31,,
1994-06-27,10.5,,
1994-06-28,10.9,,
1994-06-29,10.71,,
1994-06-30,10.34,,
1994-07-01,10.56,,
1994-07-05,10.59,,
1994-07-06,10.62,,
1994-07-07,10.77,,
1994-07-08,10.71,,
1994-07-11,10.81,,
1994-07-12,10.74,,
1994-07-13,10.84,,
1994-07-14,11.09,,
1994-07-15,11.12,,
1994-07-18,11.12,,
1994-07-19,11.02,,
1994-07-20,11.05,,
1994-07-21,10.99,,
1994-07-22,10.9,,
1994-07-25,10.84,,
1994-07-26,10.65,,
1994-07-27,10.46,,
1994-07-28,10.43,,
1994-07-29,10.37,,
1994-08-01,9.97,,
1994-08-02,10.15,,
1994-08-03,10.62,,
1994-08-04,10.25,,
1994-08-05,10.18,,
1994-08-08,10.15,,
1994-08-09,9.94,,
1994-08-10,10.18,,
1994-08-11,10.4,,
1994-08-12,10.18,,
1994-08-15,10.09,,
1994-08-16,10.31,,
1994-08-17,10.46,,
1994-08-18,10.46,,
1994-08-19,10.43,,
1994-08-22,10.31,,
1994-08-23,10.5,,
1994-08-24,10.87,,
1994-08-25,10.59,,
1994-08-26,10.87,,
1994-08-29,11.21,,
1994-08-30,11.21,,
1994-08-31,11.15,,
1994-09-01,10.93,,
1994-09-02,10.96,,
1994-09-06,10.99,,
1994-09-07,10.96,,
1994-09-08,10.96,,
1994-09-09,10.81,,
1994-09-12,10.62,,
1994-09-13,10.46,,
1994-09-14,10.5,,
1994-09-15,10.81,,
1994-09-16,10.96,,
1994-09-19,10.96,,
1994-09-20,10.71,,
1994-09-21,10.59,,
1994-09-22,10.65,,
1994-09-23,10.77,,
1994-09-26,10.65,,
1994-09-27,10.4,,
1994-09-28,10.5,,
1994-09-29,10.71,,
1994-09-30,10.81,,
1994-10-03,10.62,,
1994-10-04,10.37,,
1994-10-05,10.28,,
1994-10-06,10.25,,
1994-10-07,10.37,,
1994-10-10,10.46,,
1994-10-11,10.68,,
1994-10-12,10.68,,
1994-10-13,10.71,,
1994-10-14,10.68,,
1994-10-17,10.5,,
1994-10-18,10.71,,
1994-10-19,10.9,,
1994-10-20,10.87,,
1994-10-21,10.93,,
1994-10-24,10.59,,
1994-10-25,10.5,,
1994-10-26,10.81,,
1994-10-27,10.9,,
1994-10-28,11.52,,
1994-10-31,11.55,,
1994-11-01,11.27,,
1994-11-02,11.61,,
1994-11-03,11.61,,
1994-11-04,11.58,,
1994-11-07,11.61,,
1994-11-08,11.64,,
1994-11-09,11.61,,
1994-11-10,11.58,,
1994-11-11,11.33,,
1994-11-14,11.89,,
1994-11-15,11.86,,
1994-11-16,11.86,,
1994-11-17,11.77,,
1994-11-18,11.89,,
1994-11-21,11.55,,
1994-11-22,11.27,,
1994-11-23,11.18,,
1994-11-25,11.4,,
1994-11-28,11.64,,
1994-11-29,11.55,,
1994-11-30,11.46,,
1994-12-01,11.4,,
1994-12-02,11.55,,
1994-12-05,11.86,,
1994-12-06,11.89,,
1994-12-07,11.68,,
1994-12-08,11.4,,
1994-12-09,11.27,,
1994-12-12,11.3,,
1994-12-13,11.58,,
1994-12-14,11.77,,
1994-12-15,12.02,,
1994-12-16,12.33,,
1994-12-19,12.14,,
1994-12-20,11.99,,
1994-12-21,12.36,,
1994-12-22,12.51,,
1994-12-23,12.73,,
1994-12-27,12.89,,
1994-12-28,12.48,,
1994-12-29,12.51,,
1994-12-30,12.67,,
1995-01-03,12.54,,
1995-01-04,12.27,,
1995-01-05,12.14,,
1995-01-06,12.3,,
1995-01-09,12.45,,
1995-01-10,12.39,,
1995-01-11,12.39,,
1995-01-12,12.61,,
1995-01-13,12.39,,
1995-01-16,12.39,,
1995-01-17,12.39,,
1995-01-18,12.33,,
1995-01-19,12.23,,
1995-01-20,11.92,,
1995-01-23,12.02,,
1995-01-24,12.02,,
1995-01-25,12.05,,
1995-01-26,12.08,,
1995-01-27,12.17,,
1995-01-30,11.95,,
1995-01-31,11.95,,
1995-02-01,12.36,,
1995-02-02,12.3,,
1995-02-03,12.48,,
1995-02-06,12.39,,
1995-02-07,12.61,,
1995-02-08,12.67,,
1995-02-09,12.54,,
1995-02-10,12.51,,
1995-02-13,12.58,,
1995-02-14,12.39,,
1995-02-15,12.3,,
1995-02-16,12.51,,
1995-02-17,12.42,,
1995-02-21,12.3,,
1995-02-22,12.11,,
1995-02-23,12.27,,
1995-02-24,12.02,,
1995-02-27,11.89,,
1995-02-28,12.2,,
1995-03-01,12.36,,
1995-03-02,12.2,,
1995-03-03,12.42,,
1995-03-06,12.42,,
1995-03-07,12.23,,
1995-03-08,12.36,,
1995-03-09,12.36,,
1995-03-10,12.36,,
1995-03-13,12.42,,
1995-03-14,12.42,,
1995-03-15,12.51,,
1995-03-16,12.45,,
1995-03-17,12.33,,
1995-03-20,12.54,,
1995-03-21,12.73,,
1995-03-22,12.86,,
1995-03-23,12.89,,
1995-03-24,12.95,,
1995-03-27,12.82,,
1995-03-28,12.39,,
1995-03-29,12.3,,
1995-03-30,12.33,,
1995-03-31,12.27,,
1995-04-03,12.2,,
1995-04-04,11.99,,
1995-04-05,12.02,,
1995-04-06,11.99,,
1995-04-07,11.92,,
1995-04-10,12.11,,
1995-04-11,12.39,,
1995-04-12,12.2,,
1995-04-13,12.2,,
1995-04-17,11.74,,
1995-04-18,11.92,,
1995-04-19,11.61,,
1995-04-20,11.61,,
1995-04-21,11.92,,
1995-04-24,12.23,,
1995-04-25,11.89,,
1995-04-26,11.92,,
1995-04-27,12.17,,
1995-04-28,12.27,,
1995-05-01,12.17,,
1995-05-02,11.92,,
1995-05-03,12.27,,
1995-05-04,12.3,,
1995-05-05,12.17,,
1995-05-08,12.33,,
1995-05-09,11.99,,
1995-05-10,11.89,,
1995-05-11,11.99,,
1995-05-12,12.14,,
1995-05-15,12.23,,
1995-05-16,12.23,,
1995-05-17,12.42,,
1995-05-18,12.64,,
1995-05-19,12.64,,
1995-05-22,12.7,,
1995-05-23,12.86,,
1995-05-24,12.92,,
1995-05-25,12.92,,
1995-05-26,13.04,,
1995-05-30,12.95,,
1995-05-31,13.17,,
1995-06-01,13.17,,
1995-06-02,13.23,,
1995-06-05,13.26,,
1995-06-06,13.23,,
1995-06-07,13.1,,
1995-06-08,13.01,,
1995-06-09,12.95,,
1995-06-12,12.98,,
1995-06-13,13.38,,
1995-06-14,13.38,,
1995-06-15,13.35,,
1995-06-16,13.45,,
1995-06-19,13.57,,
1995-06-20,13.51,,
1995-06-21,13.48,,
1995-06-22,13.66,,
1995-06-23,13.51,,
1995-06-26,13.35,,
1995-06-27,13.6,,
1995-06-28,13.57,,
1995-06-29,13.79,,
1995-06-30,14.13,,
1995-07-03,14.25,,
1995-07-05,14.07,,
1995-07-06,14.16,,
1995-07-07,14.0,,
1995-07-10,14.07,,
1995-07-11,13.85,,
1995-07-12,14.1,,
1995-07-13,14.0,,
1995-07-14,13.76,,
1995-07-17,13.97,,
1995-07-18,13.69,,
1995-07-19,13.38,,
1995-07-20,13.69,,
1995-07-21,13.76,,
1995-07-24,13.82,,
1995-07-25,14.47,,
1995-07-26,15.03,,
1995-07-27,15.15,,
1995-07-28,14.59,,
1995-07-31,14.66,,
1995-08-01,14.44,,
1995-08-02,14.28,,
1995-08-03,14.07,,
1995-08-04,14.41,,
1995-08-07,14.59,,
1995-08-08,14.38,,
1995-08-09,14.69,,
1995-08-10,14.62,,
1995-08-11,14.62,,
1995-08-14,14.75,,
1995-08-15,14.72,,
1995-08-16,14.97,,
1995-08-17,14.84,,
1995-08-18,14.87,,
1995-08-21,14.75,,
1995-08-22,14.81,,
1995-08-23,14.78,,
1995-08-24,14.9,,
1995-08-25,15.15,,
1995-08-28,14.87,,
1995-08-29,15.03,,
1995-08-30,14.87,,
1995-08-31,14.97,,
1995-09-01,14.97,,
1995-09-05,15.4,,
1995-09-06,15.28,,
1995-09-07,15.21,,
1995-09-08,15.28,,
1995-09-11,15.37,,
1995-09-12,15.49,,
1995-09-13,15.71,,
1995-09-14,15.77,,
1995-09-15,15.56,,
1995-09-18,15.46,,
1995-09-19,15.46,,
1995-09-20,15.46,,
1995-09-21,15.09,,
1995-09-22,15.12,,
1995-09-25,15.25,,
1995-09-26,15.46,,
1995-09-27,15.8,,
1995-09-28,16.24,,
1995-09-29,15.99,,
1995-10-02,15.9,,
1995-10-03,15.77,,
1995-10-04,15.62,,
1995-10-05,16.12,,
1995-10-06,16.12,,
1995-10-09,16.12,,
1995-10-10,15.8,,
1995-10-11,16.15,,
1995-10-12,16.55,,
1995-10-13,16.64,,
1995-10-16,16.64,,
1995-10-17,17.17,,
1995-10-18,17.36,,
1995-10-19,17.17,,
1995-10-20,16.83,,
1995-10-23,16.83,,
1995-10-24,16.83,,
1995-10-25,16.64,,
1995-10-26,16.49,,
1995-10-27,16.46,,
1995-10-30,16.95,,
1995-10-31,16.61,,
1995-11-01,16.43,,
1995-11-02,16.77,,
1995-11-03,16.98,,
1995-11-06,17.14,,
1995-11-07,16.86,,
1995-11-08,16.67,,
1995-11-09,16.93,,
1995-11-10,17.76,,
1995-11-13,17.64,,
1995-11-14,17.54,,
1995-11-15,18.04,,
1995-11-16,18.38,,
1995-11-17,18.1,,
1995-11-20,17.42,,
1995-11-21,17.26,,
1995-11-22,17.23,,
1995-11-24,17.36,,
1995-11-27,17.48,,
1995-11-28,17.11,,
1995-11-29,17.45,,
1995-11-30,18.07,,
1995-12-01,17.82,,
1995-12-04,17.76,,
1995-12-05,18.54,,
1995-12-06,18.13,,
1995-12-07,17.89,,
1995-12-08,18.54,,
1995-12-11,18.35,,
1995-12-12,18.35,,
1995-12-13,18.29,,
1995-12-14,18.04,,
1995-12-15,17.45,,
1995-12-18,17.23,,
1995-12-19,17.39,,
1995-12-20,17.2,,
1995-12-21,17.33,,
1995-12-22,17.45,,
1995-12-26,17.39,,
1995-12-27,17.48,,
1995-12-28,17.73,,
1995-12-29,17.45,,
1996-01-02,17.42,,
1996-01-03,17.39,,
1996-01-04,16.98,,
1996-01-05,16.89,,
1996-01-08,17.11,,
1996-01-09,16.39,,
1996-01-10,16.49,,
1996-01-11,17.14,,
1996-01-12,16.95,,
1996-01-15,16.92,,
1996-01-16,17.57,,
1996-01-17,17.26,,
1996-01-18,17.64,,
1996-01-19,18.54,,
1996-01-22,18.91,,
1996-01-23,19.22,,
1996-01-24,19.25,,
1996-01-25,18.6,,
1996-01-26,18.51,,
1996-01-29,19.03,,
1996-01-30,18.97,,
1996-01-31,18.94,,
1996-02-01,19.38,,
1996-02-02,19.16,,
1996-02-05,18.97,,
1996-02-06,19.28,,
1996-02-07,19.16,,
1996-02-08,19.38,,
1996-02-09,19.47,,
1996-02-12,19.34,,
1996-02-13,19.38,,
1996-02-14,19.84,,
1996-02-15,19.5,,
1996-02-16,19.34,,
1996-02-20,19.07,,
1996-02-21,19.41,,
1996-02-22,19.38,,
1996-02-23,19.41,,
1996-02-26,19.13,,
1996-02-27,18.72,,
1996-02-28,18.72,,
1996-02-29,18.13,,
1996-03-01,17.92,,
1996-03-04,17.76,,
1996-03-05,18.57,,
1996-03-06,18.29,,
1996-03-07,18.1,,
1996-03-08,17.82,,
1996-03-11,17.57,,
1996-03-12,17.33,,
1996-03-13,17.57,,
1996-03-14,17.76,,
1996-03-15,17.67,,
1996-03-18,18.13,,
1996-03-19,18.51,,
1996-03-20,18.1,,
1996-03-21,17.61,,
1996-03-22,17.73,,
1996-03-25,17.92,,
1996-03-26,17.85,,
1996-03-27,17.85,,
1996-03-28,17.73,,
1996-03-29,17.48,,
1996-04-01,17.48,,
1996-04-02,17.36,,
1996-04-03,16.92,,
1996-04-04,17.61,,
1996-04-08,17.92,,
1996-04-09,17.73,,
1996-04-10,17.67,,
1996-04-11,17.64,,
1996-04-12,17.82,,
1996-04-15,18.13,,
1996-04-16,17.89,,
1996-04-17,18.04,,
1996-04-18,18.32,,
1996-04-19,18.75,,
1996-04-22,19.03,,
1996-04-23,19.56,,
1996-04-24,19.31,,
1996-04-25,19.13,,
1996-04-26,19.41,,
1996-04-29,18.72,,
1996-04-30,18.38,,
1996-05-01,18.63,,
1996-05-02,17.98,,
1996-05-03,18.07,,
1996-05-06,18.1,,
1996-05-07,17.76,,
1996-05-08,17.76,,
1996-05-09,17.61,,
1996-05-10,17.85,,
1996-05-13,18.63,,
1996-05-14,18.72,,
1996-05-15,19.13,,
1996-05-16,19.31,,
1996-05-17,19.1,,
1996-05-20,19.22,,
1996-05-21,19.25,,
1996-05-22,19.28,,
1996-05-23,19.07,,
1996-05-24,19.0,,
1996-05-28,18.94,,
1996-05-29,19.0,,
1996-05-30,18.97,,
1996-05-31,19.59,,
1996-06-03,19.28,,
1996-06-04,19.41,,
1996-06-05,19.56,,
1996-06-06,19.13,,
1996-06-07,19.13,,
1996-06-10,19.1,,
1996-06-11,19.13,,
1996-06-12,19.13,,
1996-06-13,19.1,,
1996-06-14,18.82,,
1996-06-17,18.6,,
1996-06-18,18.16,,
1996-06-19,18.57,,
1996-06-20,18.51,,
1996-06-21,18.32,,
1996-06-24,18.41,,
1996-06-25,18.16,,
1996-06-26,17.92,,
1996-06-27,18.44,,
1996-06-28,18.6,,
1996-07-01,18.66,,
1996-07-02,18.48,,
1996-07-03,18.51,,
1996-07-05,18.26,,
1996-07-08,17.89,,
1996-07-09,17.82,,
1996-07-10,17.89,,
1996-07-11,17.64,,
1996-07-12,17.26,,
1996-07-15,16.83,,
1996-07-16,16.64,,
1996-07-17,16.8,,
1996-07-18,17.36,,
1996-07-19,16.92,,
1996-07-22,16.61,,
1996-07-23,16.3,,
1996-07-24,16.24,,
1996-07-25,16.49,,
1996-07-26,16.46,,
1996-07-29,16.39,,
1996-07-30,16.8,,
1996-07-31,16.89,,
1996-08-01,16.92,,
1996-08-02,17.89,,
1996-08-05,17.7,,
1996-08-06,17.73,,
1996-08-07,17.95,,
1996-08-08,18.2,,
1996-08-09,18.16,,
1996-08-12,18.04,,
1996-08-13,18.13,,
1996-08-14,18.16,,
1996-08-15,17.67,,
1996-08-16,18.2,,
1996-08-19,17.76,,
1996-08-20,17.7,,
1996-08-21,17.54,,
1996-08-22,17.64,,
1996-08-23,17.79,,
1996-08-26,17.7,,
1996-08-27,17.79,,
1996-08-28,17.79,,
1996-08-29,17.57,,
1996-08-30,17.39,,
1996-09-03,17.39,,
1996-09-04,17.26,,
1996-09-05,16.89,,
1996-09-06,17.45,,
1996-09-09,17.61,,
1996-09-10,17.42,,
1996-09-11,17.51,,
1996-09-12,17.54,,
1996-09-13,18.16,,
1996-09-16,18.38,,
1996-09-17,18.6,,
1996-09-18,18.38,,
1996-09-19,18.38,,
1996-09-20,18.51,,
1996-09-23,18.75,,
1996-09-24,18.69,,
1996-09-25,18.69,,
1996-09-26,19.13,,
1996-09-27,19.03,,
1996-09-30,19.1,,
1996-10-01,18.91,,
1996-10-02,19.19,,
1996-10-03,19.22,,
1996-10-04,19.47,,
1996-10-07,20.34,,
1996-10-08,20.06,,
1996-10-09,19.81,,
1996-10-10,19.93,,
1996-10-11,20.31,,
1996-10-14,20.34,,
1996-10-15,20.12,,
1996-10-16,20.09,,
1996-10-17,19.66,,
1996-10-18,20.28,,
1996-10-21,20.06,,
1996-10-22,19.84,,
1996-10-23,19.22,,
1996-10-24,18.94,,
1996-10-25,18.57,,
1996-10-28,17.89,,
1996-10-29,17.92,,
1996-10-30,18.07,,
1996-10-31,18.44,,
1996-11-01,18.13,,
1996-11-04,17.76,,
1996-11-05,17.95,,
1996-11-06,18.44,,
1996-11-07,18.29,,
1996-11-08,18.54,,
1996-11-11,18.91,,
1996-11-12,18.88,,
1996-11-13,18.51,,
1996-11-14,18.69,,
1996-11-15,19.13,,
1996-11-18,19.03,,
1996-11-19,19.38,,
1996-11-20,19.9,,
1996-11-21,19.84,,
1996-11-22,19.62,,
1996-11-25,19.84,,
1996-11-26,19.84,,
1996-11-27,19.62,,
1996-11-29,19.53,,
1996-12-02,19.16,,
1996-12-03,19.1,,
1996-12-04,19.81,,
1996-12-05,19.62,,
1996-12-06,19.75,,
1996-12-09,20.31,,
1996-12-10,20.99,,
1996-12-11,20.87,,
1996-12-12,20.93,,
1996-12-13,20.52,,
1996-12-16,20.18,,
1996-12-17,19.9,,
1996-12-18,20.77,,
1996-12-19,20.84,,
1996-12-20,20.46,,
1996-12-23,20.74,,
1996-12-24,20.68,,
1996-12-26,21.02,,
1996-12-27,20.62,,
1996-12-30,20.46,,
1996-12-31,20.4,,
1997-01-02,19.62,,
1997-01-03,19.62,,
1997-01-06,20.0,,
1997-01-07,20.12,,
1997-01-08,19.93,,
1997-01-09,19.9,,
1997-01-10,20.28,,
1997-01-13,19.97,,
1997-01-14,20.18,,
1997-01-15,19.69,,
1997-01-16,19.28,,
1997-01-17,19.25,,
1997-01-20,19.19,,
1997-01-21,18.91,,
1997-01-22,18.16,,
1997-01-23,17.7,,
1997-01-24,17.89,,
1997-01-27,17.33,,
1997-01-28,17.26,,
1997-01-29,17.45,,
1997-01-30,17.57,,
1997-01-31,17.64,,
1997-02-03,17.92,,
1997-02-04,17.89,,
1997-02-05,17.33,,
1997-02-06,17.33,,
1997-02-07,16.61,,
1997-02-10,16.64,,
1997-02-11,16.74,,
1997-02-12,17.33,,
1997-02-13,18.44,,
1997-02-14,17.85,,
1997-02-18,18.6,,
1997-02-19,18.32,,
1997-02-20,18.04,,
1997-02-21,17.76,,
1997-02-24,18.23,,
1997-02-25,17.85,,
1997-02-26,17.45,,
1997-02-27,16.83,,
1997-02-28,16.77,,
1997-03-03,16.67,,
1997-03-04,16.67,,
1997-03-05,16.77,,
1997-03-06,16.74,,
1997-03-07,16.64,,
1997-03-10,16.92,,
1997-03-11,16.92,,
1997-03-12,16.67,,
1997-03-13,16.52,,
1997-03-14,16.46,,
1997-03-17,15.96,,
1997-03-18,15.65,,
1997-03-19,15.46,,
1997-03-20,16.27,,
1997-03-21,16.08,,
1997-03-24,16.12,,
1997-03-25,15.65,,
1997-03-26,15.31,,
1997-03-27,15.49,,
1997-03-31,15.43,,
1997-04-01,15.46,,
1997-04-02,15.15,,
1997-04-03,15.34,,
1997-04-04,15.9,,
1997-04-07,16.12,,
1997-04-08,16.64,,
1997-04-09,16.18,,
1997-04-10,15.59,,
1997-04-11,15.21,,
1997-04-14,15.46,,
1997-04-15,15.34,,
1997-04-16,15.34,,
1997-04-17,15.21,,
1997-04-18,15.28,,
1997-04-21,14.87,,
1997-04-22,15.06,,
1997-04-23,15.74,,
1997-04-24,16.08,,
1997-04-25,14.9,,
1997-04-28,14.59,,
1997-04-29,14.9,,
1997-04-30,15.53,,
1997-05-01,15.84,,
1997-05-02,16.61,,
1997-05-05,16.86,,
1997-05-06,17.98,,
1997-05-07,17.82,,
1997-05-08,18.07,,
1997-05-09,17.79,,
1997-05-12,18.13,,
1997-05-13,18.04,,
1997-05-14,18.16,,
1997-05-15,18.07,,
1997-05-16,17.73,,
1997-05-19,17.64,,
1997-05-20,17.82,,
1997-05-21,17.73,,
1997-05-22,17.3,,
1997-05-23,17.89,,
1997-05-27,18.1,,
1997-05-28,18.75,,
1997-05-29,18.75,,
1997-05-30,19.22,,
1997-06-02,19.69,,
1997-06-03,19.38,,
1997-06-04,19.34,,
1997-06-05,19.56,,
1997-06-06,19.38,,
1997-06-09,19.31,,
1997-06-10,19.07,,
1997-06-11,18.82,,
1997-06-12,18.6,,
1997-06-13,18.44,,
1997-06-16,18.41,,
1997-06-17,18.48,,
1997-06-18,18.38,,
1997-06-19,18.6,,
1997-06-20,18.63,,
1997-06-23,18.13,,
1997-06-24,18.85,,
1997-06-25,18.27,,
1997-06-26,18.1,,
1997-06-27,18.23,,
1997-06-30,17.92,,
1997-07-01,17.7,,
1997-07-02,17.96,,
1997-07-03,18.35,,
1997-07-07,18.07,,
1997-07-08,18.38,,
1997-07-09,18.23,,
1997-07-10,18.06,,
1997-07-11,18.41,,
1997-07-14,18.26,,
1997-07-15,18.75,,
1997-07-16,19.0,,
1997-07-17,19.1,,
1997-07-18,18.63,,
1997-07-21,18.38,,
1997-07-22,18.38,,
1997-07-23,18.85,,
1997-07-24,19.84,,
1997-07-25,19.73,,
1997-07-28,19.5,,
1997-07-29,19.53,,
1997-07-30,20.37,,
1997-07-31,20.23,,
1997-08-01,20.0,,
1997-08-04,20.35,,
1997-08-05,20.37,,
1997-08-06,20.37,,
1997-08-07,20.14,,
1997-08-08,19.75,,
1997-08-11,19.75,,
1997-08-12,19.69,,
1997-08-13,19.5,,
1997-08-14,19.34,,
1997-08-15,18.82,,
1997-08-18,18.91,,
1997-08-19,19.03,,
1997-08-20,18.74,,
1997-08-21,18.79,,
1997-08-22,18.75,,
1997-08-25,18.86,,
1997-08-26,18.54,,
1997-08-27,18.48,,
1997-08-28,18.55,,
1997-08-29,18.48,,
1997-09-02,18.6,,
1997-09-03,18.79,,
1997-09-04,18.96,,
1997-09-05,18.72,,
1997-09-08,18.41,,
1997-09-09,18.63,,
1997-09-10,17.95,,
1997-09-11,17.84,,
1997-09-12,18.04,,
1997-09-15,17.56,,
1997-09-16,17.7,,
1997-09-17,17.36,,
1997-09-18,18.15,,
1997-09-19,18.44,,
1997-09-22,18.34,,
1997-09-23,18.52,,
1997-09-24,17.92,,
1997-09-25,17.59,,
1997-09-26,17.59,,
1997-09-29,17.64,,
1997-09-30,17.57,,
1997-10-01,17.39,,
1997-10-02,17.57,,
1997-10-03,17.89,,
1997-10-06,18.16,,
1997-10-07,18.52,,
1997-10-08,18.29,,
1997-10-09,18.1,,
1997-10-10,17.9,,
1997-10-13,18.23,,
1997-10-14,18.38,,
1997-10-15,18.29,,
1997-10-16,18.2,,
1997-10-17,18.24,,
1997-10-20,18.16,,
1997-10-21,18.75,,
1997-10-22,19.17,,
1997-10-23,18.72,,
1997-10-24,18.26,,
1997-10-27,17.14,,
1997-10-28,17.73,,
1997-10-29,18.09,,
1997-10-30,17.59,,
1997-10-31,17.61,,
1997-11-03,17.68,,
1997-11-04,17.5,,
1997-11-05,17.9,,
1997-11-06,18.44,,
1997-11-07,17.82,,
1997-11-10,17.65,,
1997-11-11,17.87,,
1997-11-12,17.54,,
1997-11-13,17.65,,
1997-11-14,18.38,,
1997-11-17,18.94,,
1997-11-18,19.39,,
1997-11-19,19.25,,
1997-11-20,19.56,,
1997-11-21,19.66,,
1997-11-24,18.93,,
1997-11-25,19.2,,
1997-11-26,19.73,,
1997-11-28,19.67,,
1997-12-01,20.71,,
1997-12-02,20.68,,
1997-12-03,21.44,,
1997-12-04,21.61,,
1997-12-05,21.13,,
1997-12-08,20.74,,
1997-12-09,19.7,,
1997-12-10,19.62,,
1997-12-11,18.94,,
1997-12-12,18.75,,
1997-12-15,19.27,,
1997-12-16,20.09,,
1997-12-17,20.28,,
1997-12-18,19.9,,
1997-12-19,20.43,,
1997-12-22,20.43,,
1997-12-23,19.87,,
1997-12-24,19.52,,
1997-12-26,19.52,,
1997-12-29,19.56,,
1997-12-30,19.86,,
1997-12-31,20.74,,
1998-01-02,20.57,,
1998-01-05,21.24,,
1998-01-06,21.18,,
1998-01-07,21.27,,
1998-01-08,21.86,,
1998-01-09,20.79,,
1998-01-12,20.87,,
1998-01-13,21.13,,
1998-01-14,21.25,,
1998-01-15,21.27,,
1998-01-16,21.58,,
1998-01-20,21.78,,
1998-01-21,21.61,,
1998-01-22,21.43,,
1998-01-23,20.8,,
1998-01-26,19.87,,
1998-01-27,20.37,,
1998-01-28,20.29,,
1998-01-29,20.56,,
1998-01-30,21.08,,
1998-02-02,21.61,,
1998-02-03,21.63,,
1998-02-04,21.84,,
1998-02-05,22.11,,
1998-02-06,22.17,,
1998-02-09,21.98,,
1998-02-10,22.9,,
1998-02-11,25.8,,
1998-02-12,25.99,,
1998-02-13,26.67,,
1998-02-17,26.47,,
1998-02-18,27.14,,
1998-02-19,25.71,,
1998-02-20,25.83,,
1998-02-23,25.49,,
1998-02-24,25.26,,
1998-02-25,25.71,,
1998-02-26,25.46,,
1998-02-27,26.01,,
1998-03-02,26.81,,
1998-03-03,26.58,,
1998-03-04,26.08,,
1998-03-05,23.35,,
1998-03-06,23.8,,
1998-03-09,23.49,,
1998-03-10,24.08,,
1998-03-11,25.24,,
1998-03-12,24.96,,
1998-03-13,24.9,,
1998-03-16,25.48,,
1998-03-17,25.65,,
1998-03-18,26.08,,
1998-03-19,26.56,,
