date,RCL,dcf,Deviation
2004-01-22,40.55,,
2004-01-23,40.39,,
2004-01-26,40.1,,
2004-01-27,39.8,,
2004-01-28,38.89,,
2004-01-29,41.21,,
2004-01-30,42.37,,
2004-02-02,42.31,,
2004-02-03,41.11,,
2004-02-04,40.62,,
2004-02-05,40.52,,
2004-02-06,41.05,,
2004-02-09,41.05,,
2004-02-10,41.09,,
2004-02-11,41.88,,
2004-02-12,41.62,,
2004-02-13,41.56,,
2004-02-17,42.0,,
2004-02-18,41.95,,
2004-02-19,42.1,,
2004-02-20,42.0,,
2004-02-23,42.05,,
2004-02-24,42.68,,
2004-02-25,43.28,,
2004-02-26,44.39,,
2004-02-27,44.25,,
2004-03-01,44.99,,
2004-03-02,45.38,,
2004-03-03,45.3,,
2004-03-04,45.9,,
2004-03-05,45.82,,
2004-03-08,45.02,,
2004-03-09,44.56,,
2004-03-10,44.16,,
2004-03-11,42.07,,
2004-03-12,42.2,,
2004-03-15,40.46,,
2004-03-16,39.09,,
2004-03-17,40.06,,
2004-03-18,40.43,,
2004-03-19,40.61,,
2004-03-22,39.42,,
2004-03-23,40.08,,
2004-03-24,39.4,,
2004-03-25,40.78,,
2004-03-26,42.05,,
2004-03-29,43.06,,
2004-03-30,43.5,,
2004-03-31,44.1,,
2004-04-01,44.83,,
2004-04-02,45.8,,
2004-04-05,45.44,,
2004-04-06,45.74,,
2004-04-07,45.54,,
2004-04-08,45.28,,
2004-04-12,45.69,,
2004-04-13,44.55,,
2004-04-14,44.8,,
2004-04-15,44.25,,
2004-04-16,45.17,,
2004-04-19,45.29,,
2004-04-20,44.04,,
2004-04-21,43.86,,
2004-04-22,44.18,,
2004-04-23,44.17,,
2004-04-26,43.71,,
2004-04-27,42.0,,
2004-04-28,41.36,,
2004-04-29,40.76,,
2004-04-30,40.53,,
2004-05-03,40.8,,
2004-05-04,41.65,,
2004-05-05,42.6,,
2004-05-06,41.93,,
2004-05-07,40.8,,
2004-05-10,39.7,,
2004-05-11,39.4,,
2004-05-12,38.94,,
2004-05-13,38.87,,
2004-05-14,39.28,,
2004-05-17,38.37,,
2004-05-18,38.4,,
2004-05-19,38.55,,
2004-05-20,38.96,,
2004-05-21,39.48,,
2004-05-24,39.64,,
2004-05-25,40.08,,
2004-05-26,39.36,,
2004-05-27,39.69,,
2004-05-28,39.12,,
2004-06-01,39.04,,
2004-06-02,38.72,,
2004-06-03,38.17,,
2004-06-04,39.1,,
2004-06-07,40.93,,
2004-06-08,41.64,,
2004-06-09,41.41,,
2004-06-10,41.31,,
2004-06-14,40.34,,
2004-06-15,40.95,,
2004-06-16,40.66,,
2004-06-17,43.26,,
2004-06-18,43.25,,
2004-06-21,43.0,,
2004-06-22,43.25,,
2004-06-23,44.28,,
2004-06-24,44.86,,
2004-06-25,45.28,,
2004-06-28,44.36,,
2004-06-29,43.9,,
2004-06-30,43.41,,
2004-07-01,43.88,,
2004-07-02,42.9,,
2004-07-06,43.13,,
2004-07-07,43.37,,
2004-07-08,42.43,,
2004-07-09,42.37,,
2004-07-12,42.67,,
2004-07-13,42.91,,
2004-07-14,43.1,,
2004-07-15,43.28,,
2004-07-16,43.02,,
2004-07-19,42.82,,
2004-07-20,42.1,,
2004-07-21,41.55,,
2004-07-22,41.38,,
2004-07-23,40.67,,
2004-07-26,39.98,,
2004-07-27,41.19,,
2004-07-28,42.76,,
2004-07-29,43.43,,
2004-07-30,42.75,,
2004-08-02,42.42,,
2004-08-03,42.0,,
2004-08-04,41.71,,
2004-08-05,40.99,,
2004-08-06,40.03,,
2004-08-09,39.59,,
2004-08-10,40.49,,
2004-08-11,40.1,,
2004-08-12,39.42,,
2004-08-13,39.7,,
2004-08-16,40.62,,
2004-08-17,40.93,,
2004-08-18,40.52,,
2004-08-19,40.1,,
2004-08-20,39.3,,
2004-08-23,39.57,,
2004-08-24,39.89,,
2004-08-25,40.71,,
2004-08-26,40.92,,
2004-08-27,40.65,,
2004-08-30,40.78,,
2004-08-31,41.3,,
2004-09-01,41.54,,
2004-09-02,41.97,,
2004-09-03,41.93,,
2004-09-07,42.1,,
2004-09-08,42.23,,
2004-09-09,41.94,,
2004-09-10,42.15,,
2004-09-13,42.4,,
2004-09-14,42.48,,
2004-09-15,43.59,,
2004-09-16,44.17,,
2004-09-17,44.58,,
2004-09-20,43.67,,
2004-09-21,43.99,,
2004-09-22,43.68,,
2004-09-23,43.99,,
2004-09-24,44.3,,
2004-09-27,43.49,,
2004-09-28,43.88,,
2004-09-29,43.65,,
2004-09-30,43.6,,
2004-10-01,44.34,,
2004-10-04,45.75,,
2004-10-05,46.45,,
2004-10-06,47.11,,
2004-10-07,46.69,,
2004-10-08,46.74,,
2004-10-11,47.08,,
2004-10-12,46.65,,
2004-10-13,46.56,,
2004-10-14,46.77,,
2004-10-15,48.32,,
2004-10-18,48.54,,
2004-10-19,48.15,,
2004-10-20,48.25,,
2004-10-21,46.83,,
2004-10-22,46.81,,
2004-10-25,46.95,,
2004-10-26,46.55,,
2004-10-27,46.5,,
2004-10-28,46.28,,
2004-10-29,46.6,,
2004-11-01,46.75,,
2004-11-02,47.5,,
2004-11-03,47.99,,
2004-11-04,48.7,,
2004-11-05,48.45,,
2004-11-08,48.45,,
2004-11-09,48.28,,
2004-11-10,48.52,,
2004-11-11,49.0,,
2004-11-12,49.5,,
2004-11-15,48.91,,
2004-11-16,48.43,,
2004-11-17,48.17,,
2004-11-18,48.4,,
2004-11-19,48.1,,
2004-11-22,47.75,,
2004-11-23,48.33,,
2004-11-24,49.3,,
2004-11-26,49.52,,
2004-11-29,49.37,,
2004-11-30,49.7,,
2004-12-01,50.0,,
2004-12-02,50.34,,
2004-12-03,50.7,,
2004-12-06,51.26,,
2004-12-07,50.59,,
2004-12-08,50.49,,
2004-12-09,50.49,,
2004-12-10,50.5,,
2004-12-13,50.6,,
2004-12-14,51.78,,
2004-12-15,51.68,,
2004-12-16,51.91,,
2004-12-17,52.53,,
2004-12-20,52.83,,
2004-12-21,53.65,,
2004-12-22,53.95,,
2004-12-23,53.9,,
2004-12-27,54.3,,
2004-12-28,55.42,,
2004-12-29,55.25,,
2004-12-30,55.01,,
2004-12-31,54.44,,
2005-01-03,54.15,,
2005-01-04,53.61,,
2005-01-05,52.85,,
2005-01-06,53.25,,
2005-01-07,53.06,,
2005-01-10,52.85,,
2005-01-11,52.35,,
2005-01-12,53.02,,
2005-01-13,53.02,,
2005-01-14,53.86,,
2005-01-18,54.85,,
2005-01-19,54.62,,
2005-01-20,53.48,,
2005-01-21,52.87,,
2005-01-24,52.36,,
2005-01-25,52.55,,
2005-01-26,52.75,,
2005-01-27,52.89,,
2005-01-28,52.4,,
2005-01-31,53.0,,
2005-02-01,49.35,,
2005-02-02,49.02,,
2005-02-03,47.8,,
2005-02-04,48.27,,
2005-02-07,48.5,,
2005-02-08,47.98,,
2005-02-09,47.59,,
2005-02-10,47.92,,
2005-02-11,48.76,,
2005-02-14,49.15,,
2005-02-15,48.75,,
2005-02-16,48.28,,
2005-02-17,47.8,,
2005-02-18,47.95,,
2005-02-22,46.7,,
2005-02-23,45.82,,
2005-02-24,46.77,,
2005-02-25,47.79,,
2005-02-28,47.25,,
2005-03-01,47.0,,
2005-03-02,47.15,,
2005-03-03,46.95,,
2005-03-04,46.57,,
2005-03-07,46.58,,
2005-03-08,46.3,,
2005-03-09,45.93,,
2005-03-10,45.52,,
2005-03-11,45.65,,
2005-03-14,45.35,,
2005-03-15,47.17,,
2005-03-16,47.51,,
2005-03-17,47.87,,
2005-03-18,48.1,,
2005-03-21,45.77,,
2005-03-22,44.36,,
2005-03-23,43.8,,
2005-03-24,43.17,,
2005-03-28,43.41,,
2005-03-29,43.51,,
2005-03-30,44.13,,
2005-03-31,44.69,,
2005-04-01,44.27,,
2005-04-04,43.49,,
2005-04-05,44.0,,
2005-04-06,44.56,,
2005-04-07,44.71,,
2005-04-08,44.25,,
2005-04-11,44.21,,
2005-04-12,44.31,,
2005-04-13,43.85,,
2005-04-14,43.36,,
2005-04-15,42.6,,
2005-04-18,41.97,,
2005-04-19,42.0,,
2005-04-20,42.05,,
2005-04-21,43.21,,
2005-04-22,42.61,,
2005-04-25,42.5,,
2005-04-26,41.85,,
2005-04-27,41.3,,
2005-04-28,41.15,,
2005-04-29,42.02,,
2005-05-02,42.08,,
2005-05-03,42.16,,
2005-05-04,43.03,,
2005-05-05,42.91,,
2005-05-06,42.58,,
2005-05-09,42.76,,
2005-05-10,42.33,,
2005-05-11,42.49,,
2005-05-12,42.7,,
2005-05-13,42.88,,
2005-05-16,43.95,,
2005-05-17,44.69,,
2005-05-18,45.28,,
2005-05-19,45.25,,
2005-05-20,45.07,,
2005-05-23,45.44,,
2005-05-24,45.38,,
2005-05-25,44.9,,
2005-05-26,44.81,,
2005-05-27,44.86,,
2005-05-31,46.11,,
2005-06-01,46.16,,
2005-06-02,46.28,,
2005-06-03,46.44,,
2005-06-06,46.52,,
2005-06-07,46.4,,
2005-06-08,45.91,,
2005-06-09,45.93,,
2005-06-10,45.44,,
2005-06-13,45.6,,
2005-06-14,45.98,,
2005-06-15,46.41,,
2005-06-16,47.74,,
2005-06-17,47.68,,
2005-06-20,47.27,,
2005-06-21,47.41,,
2005-06-22,47.59,,
2005-06-23,47.68,,
2005-06-24,47.2,,
2005-06-27,47.18,,
2005-06-28,47.85,,
2005-06-29,48.72,49.622343757280035,-0.018184222851175824
2005-06-30,48.36,49.982343757280034,-0.03245833699112477
2005-07-01,48.72,50.20234375728003,-0.029527381519215856
2005-07-05,48.94,49.412343757280034,-0.009559225921365933
2005-07-06,48.15,49.21234375728003,-0.021586936857135086
2005-07-07,47.95,50.24234375728003,-0.04562573291473637
2005-07-08,48.98,50.45234375728003,-0.029182861441745866
2005-07-11,49.19,50.03234375728003,-0.016835984365762724
2005-07-12,48.77,49.842343757280034,-0.02151471372417957
2005-07-13,48.58,49.49234375728003,-0.018434038237395756
2005-07-14,48.23,49.63234375728003,-0.028254635004504314
2005-07-15,48.37,49.982343757280034,-0.032258266341205655
2005-07-18,48.72,50.302343757280035,-0.031456660646175805
2005-07-19,49.04,50.342343757280034,-0.02586974820956167
2005-07-20,49.08,50.04234375728003,-0.019230589237540063
2005-07-21,48.78,49.67234375728003,-0.017964599408483717
2005-07-22,48.41,49.43234375728003,-0.020681676804561233
2005-07-25,48.17,48.76234375728003,-0.012147565347319755
2005-07-26,47.5,46.76234375728003,0.015774578078224133
2005-07-27,45.5,46.662343757280034,-0.024909673704478053
2005-07-28,45.4,46.71234375728003,-0.028094153530361154
2005-07-29,45.45,46.342343757280034,-0.019255473179209948
2005-08-01,45.08,46.31234375728003,-0.026609401669210886
2005-08-02,45.05,46.46234375728003,-0.0303976003590809
2005-08-03,45.2,47.00234375728003,-0.03834582731847003
2005-08-04,45.74,46.99234375728003,-0.026649953101903323
2005-08-05,45.73,46.89234375728003,-0.02478749544480985
2005-08-08,45.63,47.442343757280035,-0.03820097435641401
2005-08-09,46.18,46.622343757280035,-0.00948780609535449
2005-08-10,45.36,46.51234375728003,-0.024775009474762633
2005-08-11,45.25,46.17234375728003,-0.019976108688106287
2005-08-12,44.91,46.04234375728003,-0.02459352988738739
2005-08-15,44.78,45.29234375728003,-0.01131192856844987
2005-08-16,44.03,45.232343757280034,-0.026581504680188495
2005-08-17,43.97,45.662343757280034,-0.03706213080685816
2005-08-18,44.4,45.872343757280035,-0.03209654525329053
2005-08-19,44.61,46.10234375728003,-0.03237023621048285
2005-08-22,44.84,46.29234375728003,-0.03137330364811408
2005-08-23,45.03,45.74234375728003,-0.015572961478753644
2005-08-24,44.48,45.28234375728003,-0.01771868880243288
2005-08-25,44.02,44.95234375728003,-0.020740715151899902
2005-08-26,43.69,45.22234375728003,-0.03388466032420867
2005-08-29,43.96,44.67234375728003,-0.015945967848708276
2005-08-30,43.41,43.982343757280034,-0.013013034513089217
2005-08-31,42.72,43.18234375728003,-0.010706777748766494
2005-09-01,41.92,43.17234375728003,-0.029008009486833797
2005-09-02,41.91,43.56234375728003,-0.03793055227897146
2005-09-06,42.3,43.71234375728003,-0.032309952655989016
2005-09-07,42.45,43.33234375728003,-0.020362244013902187
2005-09-08,42.07,43.14234375728003,-0.02485594578062489
2005-09-09,41.88,44.58234375728003,-0.06061466332933085
2005-09-12,43.32,44.11234375728003,-0.01796195100491038
2005-09-13,42.85,44.022343757280034,-0.02663065291897726
2005-09-14,42.76,43.76234375728003,-0.02290425217715375
2005-09-15,42.5,43.912343757280034,-0.032162796071341315
2005-09-16,42.65,44.51234375728003,-0.04183881593463479
2005-09-19,43.25,44.442343757280035,-0.026829002623983356
2005-09-20,43.18,43.412343757280034,-0.005352020581498085
2005-09-21,42.15,43.482343757280034,-0.030641029028178113
2005-09-22,42.22,44.022343757280034,-0.0409415674734942
2005-09-23,42.76,45.53234375728003,-0.0608873501451761
2005-09-26,44.27,44.75234375728003,-0.010778066952114917
2005-09-27,43.49,44.08234375728003,-0.013437211064400434
2005-09-28,42.82,43.662343757280034,-0.019292224942450198
2005-09-29,42.4,44.46234375728003,-0.04638405407817381
2005-09-30,43.2,44.11146563592079,-0.02066278285658596
2005-10-03,43.31,44.28146563592079,-0.021938425523403193
2005-10-04,43.48,43.691465635920785,-0.004839975790304707
2005-10-05,42.89,42.72146563592079,0.0039449574486860595
2005-10-06,41.92,42.60146563592079,-0.01599629556749771
2005-10-07,41.8,41.86146563592079,-0.001468310652459448
2005-10-10,41.06,41.57146563592079,-0.012303286114570877
2005-10-11,40.77,41.121465635920785,-0.008547011408410632
2005-10-12,40.32,41.36146563592079,-0.025179611503329258
2005-10-13,40.56,41.78146563592079,-0.02923462873620819
2005-10-14,40.98,41.051465635920785,-0.0017408790359546567
2005-10-17,40.25,40.16146563592079,0.0022044604866218176
2005-10-18,39.36,40.831465635920786,-0.03603754146474447
2005-10-19,40.03,40.621465635920785,-0.014560420867674506
2005-10-20,39.82,40.43146563592079,-0.015123509036920502
2005-10-21,39.63,41.59146563592079,-0.04716029132252442
2005-10-24,40.79,41.78146563592079,-0.023729795516517216
2005-10-25,40.98,42.06146563592079,-0.02571155378373724
2005-10-26,41.26,41.43146563592079,-0.00413853657574037
2005-10-27,40.63,41.75146563592079,-0.02686050941780438
2005-10-28,40.95,42.24146563592079,-0.030573409716697086
2005-10-31,41.44,42.02146563592079,-0.013837347820247037
2005-11-01,41.22,42.59146563592079,-0.03220047996573583
2005-11-02,41.79,43.301465635920785,-0.034905646118983724
2005-11-03,42.5,43.82146563592079,-0.030155669527346274
2005-11-04,43.02,43.95146563592079,-0.02119305061716792
2005-11-07,43.15,43.45146563592079,-0.006937985439818495
2005-11-08,42.65,43.981465635920785,-0.03027333483933159
2005-11-09,43.18,44.801465635920785,-0.036192245340758045
2005-11-10,44.0,45.57146563592079,-0.03448354390169339
2005-11-11,44.77,44.54146563592079,0.005130822724767059
2005-11-14,43.74,44.511465635920786,-0.017331840794256204
2005-11-15,43.71,44.511465635920786,-0.018005824442545504
2005-11-16,43.71,45.551465635920785,-0.04042604579705655
2005-11-17,44.75,46.11146563592079,-0.02952553377223832
2005-11-18,45.31,45.88146563592079,-0.012455261138680451
2005-11-21,45.08,45.79146563592079,-0.015537079367092477
2005-11-22,44.99,46.97146563592079,-0.04218445409558358
2005-11-23,46.17,46.551465635920785,-0.008194492497921035
2005-11-25,45.75,46.61146563592079,-0.01848183969690287
2005-11-28,45.81,46.81146563592079,-0.021393597109514828
2005-11-29,46.01,46.66146563592079,-0.013961533934743864
2005-11-30,45.86,47.761465635920786,-0.03981171035276432
2005-12-01,46.96,47.86146563592079,-0.018834894083231357
2005-12-02,47.06,47.53146563592079,-0.0099190216336289
2005-12-05,46.73,47.39146563592079,-0.013957484265256115
2005-12-06,46.59,47.22146563592079,-0.013372427717288748
2005-12-07,46.42,47.371465635920785,-0.020085205791042893
2005-12-08,46.57,47.82146563592079,-0.026169537450996816
2005-12-09,47.02,47.72146563592079,-0.014699163711199503
2005-12-12,46.92,47.941465635920785,-0.021306516652578877
2005-12-13,47.14,47.81146563592079,-0.014044029543748504
2005-12-14,47.01,47.07146563592079,-0.0013057939686051956
2005-12-15,46.27,44.91146563592079,0.030249165660553246
2005-12-16,44.11,44.901465635920786,-0.017626721638405063
2005-12-19,44.1,45.16146563592079,-0.02350379069798203
2005-12-20,44.36,45.46146563592079,-0.024228555338314473
2005-12-21,44.66,46.011465635920786,-0.029372366588246823
2005-12-22,45.21,45.77146563592079,-0.012266717443283226
2005-12-23,44.97,45.21146563592079,-0.005340805313972075
2005-12-27,44.41,45.74146563592079,-0.029108504010750158
2005-12-28,44.94,45.93146563592079,-0.021585760919969665
2005-12-29,45.13,45.86146563592079,-0.01594946052809676
2005-12-30,45.06,45.52391691884017,-0.010190619574041437
2006-01-03,44.96,45.36391691884017,-0.008903925107763722
2006-01-04,44.8,45.28391691884017,-0.010686286694401192
2006-01-05,44.72,45.66391691884017,-0.020670958221079117
2006-01-06,45.1,46.05391691884017,-0.020713046417338177
2006-01-09,45.49,45.77391691884017,-0.006202591736765073
2006-01-10,45.21,45.41391691884017,-0.004490185667195279
2006-01-11,44.85,45.87391691884017,-0.02232024181958736
2006-01-12,45.31,46.31391691884017,-0.021676355308047457
2006-01-13,45.75,45.02391691884017,0.016126608497182948
2006-01-17,44.46,43.33391691884017,0.02598618267692876
2006-01-18,42.77,43.46391691884016,-0.015965356277850118
2006-01-19,42.9,42.42391691884016,0.011222044444189727
2006-01-20,41.86,42.403916918840174,-0.012827044253511222
2006-01-23,41.84,42.46391691884016,-0.014692872540058688
2006-01-24,41.9,42.87391691884017,-0.022715837246309656
2006-01-25,42.31,42.53391691884017,-0.005264432129949981
2006-01-26,41.97,41.86391691884017,0.0025339979860339312
2006-01-27,41.3,41.83391691884017,-0.012762776191289849
2006-01-30,41.27,41.46391691884016,-0.004676763153363517
2006-01-31,40.9,42.12391691884017,-0.029055154609631484
2006-02-01,41.56,44.54391691884017,-0.0669882023234939
2006-02-02,43.98,44.86391691884017,-0.019702178934558834
2006-02-03,44.3,44.95391691884017,-0.014546383578115218
2006-02-06,44.39,44.05391691884017,0.007628903504289797
2006-02-07,43.49,44.16391691884017,-0.015259446304969337
2006-02-08,43.6,44.653916918840174,-0.023601891873353376
2006-02-09,44.09,44.903916918840174,-0.01812574436014691
2006-02-10,44.34,45.19391691884017,-0.0188945100813821
2006-02-13,44.63,46.22391691884016,-0.03448251522342327
2006-02-14,45.66,46.91391691884017,-0.02672803724765549
2006-02-15,46.35,47.17391691884016,-0.01746551850374567
2006-02-16,46.61,46.46391691884016,0.003144011328511276
2006-02-17,45.9,45.56391691884017,0.007376079667568369
2006-02-21,45.0,45.56391691884017,-0.01237639248277611
2006-02-22,45.0,45.43391691884017,-0.009550506499699019
2006-02-23,44.87,45.06391691884017,-0.004303152768309393
2006-02-24,44.5,44.97391691884016,-0.010537594928531346
2006-02-27,44.41,44.62391691884017,-0.004793772792945017
2006-02-28,44.06,45.31391691884017,-0.02767178394853853
2006-03-01,44.75,45.11391691884017,-0.008066622091246312
2006-03-02,44.55,45.25391691884016,-0.015554828548931865
2006-03-03,44.69,44.29391691884017,0.008942155237378735
2006-03-06,43.73,44.14391691884017,-0.009376533568626666
2006-03-07,43.58,43.763916918840174,-0.004202478475161309
2006-03-08,43.2,43.32391691884017,-0.0028602427401082098
2006-03-09,42.76,43.653916918840174,-0.020477358778643318
2006-03-10,43.09,44.33391691884017,-0.028057907022231765
2006-03-13,43.77,44.28391691884017,-0.0116050465856945
2006-03-14,43.72,44.093916918840165,-0.008480011415824107
2006-03-15,43.53,42.843916918840165,0.016013547091399127
2006-03-16,42.28,43.013916918840174,-0.017062313116588457
2006-03-17,42.45,42.58391691884017,-0.003144776914143277
2006-03-20,42.02,42.55391691884017,-0.01254683369943288
2006-03-21,41.99,43.30391691884017,-0.030341756873926706
2006-03-22,42.74,41.66391691884017,0.025827698419618184
2006-03-23,41.1,42.343916918840165,-0.02937651991959922
2006-03-24,41.78,42.68391691884017,-0.02117699086892344
2006-03-27,42.12,42.57391691884017,-0.010661854762047951
2006-03-28,42.01,42.83391691884017,-0.01923515237705886
2006-03-29,42.27,43.06391691884017,-0.018435780478037178
2006-03-30,42.5,42.58391691884017,-0.0019706247079174233
2006-03-31,42.02,43.848946227703244,-0.04171015235362108
2006-04-03,42.67,43.53894622770324,-0.019957906724677232
2006-04-04,42.36,43.21894622770324,-0.01987429825747722
2006-04-05,42.04,43.33894622770325,-0.029971799980520353
2006-04-06,42.16,43.21894622770324,-0.024501898360133167
2006-04-07,42.04,43.208946227703244,-0.027053338018083406
2006-04-10,42.03,42.988946227703245,-0.02230680935103435
2006-04-11,41.81,43.018946227703246,-0.028102646245776963
2006-04-12,41.84,43.31894622770324,-0.03414086344412104
2006-04-13,42.14,43.06894622770324,-0.021568817188884815
2006-04-17,41.89,42.848946227703244,-0.02237969220076763
2006-04-18,41.67,42.418946227703245,-0.01765593665818399
2006-04-19,41.24,42.72894622770325,-0.03484631284302275
2006-04-20,41.55,43.948946227703246,-0.05458484067568092
2006-04-21,42.77,43.628946227703246,-0.01968753091629416
2006-04-24,42.45,43.17894622770324,-0.016881982803822027
2006-04-25,42.0,43.32894622770324,-0.030671095039314644
2006-04-26,42.15,43.208946227703244,-0.024507568921556033
2006-04-27,42.03,42.96894622770324,-0.021851739689577876
2006-04-28,41.79,42.50894622770324,-0.01691282168821917
2006-05-01,41.33,43.06894622770324,-0.040375871248614414
2006-05-02,41.89,43.21894622770324,-0.03074915849871851
2006-05-03,42.04,43.83894622770325,-0.04103534374114215
2006-05-04,42.66,44.04894622770325,-0.03153188320381917
2006-05-05,42.87,44.18894622770325,-0.029847876908102533
2006-05-08,43.01,43.64894622770324,-0.014638296749938884
2006-05-09,42.47,43.33894622770325,-0.020050008210578008
2006-05-10,42.16,42.81894622770324,-0.015389127611854181
2006-05-11,41.64,42.028946227703244,-0.009254246480414285
2006-05-12,40.85,41.378946227703246,-0.01278297965328834
2006-05-15,40.2,38.71894622770324,0.038251396708649965
2006-05-16,37.54,38.04894622770325,-0.013376092590251187
2006-05-17,36.87,38.15894622770325,-0.03377834964340498
2006-05-18,36.98,38.31894622770324,-0.03494214636662518
2006-05-19,37.14,37.60894622770324,-0.012469007370321084
2006-05-22,36.43,37.17894622770324,-0.020144364047229968
2006-05-23,36.0,36.81894622770324,-0.022242522168846146
2006-05-24,35.64,37.10894622770324,-0.039584692561456136
2006-05-25,35.93,36.46894622770324,-0.014778223213201547
2006-05-26,35.29,36.86894622770325,-0.04282591148528225
2006-05-30,35.69,39.25894622770324,-0.09090784574306277
2006-05-31,38.08,39.15894622770325,-0.02755299444038517
2006-06-01,37.98,40.15894622770325,-0.05425805287191843
2006-06-02,38.98,39.92894622770324,-0.023765872064133164
2006-06-05,38.75,38.49894622770324,0.006521055688430755
2006-06-06,37.32,38.60894622770324,-0.033384651839536095
2006-06-07,37.43,37.35894622770324,0.001901921212222657
2006-06-08,36.18,37.93894622770325,-0.0463625483203024
2006-06-09,36.76,37.54894622770325,-0.0210111416421368
2006-06-12,36.37,36.848946227703244,-0.012997555608338485
2006-06-13,35.67,36.598946227703244,-0.025381775254504024
2006-06-14,35.42,38.68894622770325,-0.08449302827903116
2006-06-15,37.51,38.82894622770324,-0.03396811801094457
2006-06-16,37.65,38.72894622770325,-0.02785891000905849
2006-06-19,37.55,38.67894622770324,-0.029187615946337564
2006-06-20,37.5,39.54894622770325,-0.05180785894790796
2006-06-21,38.37,38.96894622770324,-0.015369833821101686
2006-06-22,37.79,38.97894622770325,-0.030502267063808874
2006-06-23,37.8,39.25894622770324,-0.03716213418570391
2006-06-26,38.08,38.918946227703245,-0.02155624211392626
2006-06-27,37.74,38.778946227703244,-0.02679150231681726
2006-06-28,37.6,39.768946227703246,-0.05453868994377187
2006-06-29,38.59,39.42894622770324,-0.021277419458747393
2006-06-30,38.25,39.898585325883246,-0.04131939296639087
2006-07-03,38.49,39.41858532588324,-0.023557043415089463
2006-07-05,38.01,39.408585325883244,-0.03548935629934091
2006-07-06,38.0,39.30858532588324,-0.03329006411791646
2006-07-07,37.9,38.74858532588325,-0.021899775662684973
2006-07-10,37.34,38.49858532588325,-0.03009423115358756
2006-07-11,37.09,37.66858532588324,-0.015359889968728835
2006-07-12,36.26,37.03858532588325,-0.021020925044325622
2006-07-13,35.63,37.19858532588324,-0.04216787579800241
2006-07-14,35.79,36.62858532588324,-0.022894286482057158
2006-07-17,35.22,35.868585325883245,-0.018082266696345495
2006-07-18,34.46,37.20858532588325,-0.07386965405457813
2006-07-19,35.8,36.048585325883245,-0.006895841366200917
2006-07-20,34.64,35.80858532588324,-0.032634222079657604
2006-07-21,34.4,36.35858532588325,-0.05386857899801056
2006-07-24,34.95,37.508585325883246,-0.06821332512686529
2006-07-25,36.1,37.45858532588325,-0.03626899718886312
2006-07-26,36.05,36.16858532588324,-0.0032786830011397594
2006-07-27,34.76,35.978585325883245,-0.033869739870138416
2006-07-28,34.57,35.30858532588324,-0.020918009573773988
2006-07-31,33.9,35.02858532588324,-0.03221898102317344
2006-08-01,33.62,36.10858532588325,-0.06891949112443874
2006-08-02,34.7,35.34858532588324,-0.018348268251864863
2006-08-03,33.94,36.23858532588324,-0.06342922344271229
2006-08-04,34.83,36.10858532588325,-0.035409454963242104
2006-08-07,34.7,35.96858532588325,-0.03526925828162497
2006-08-08,34.56,35.27858532588324,-0.020368881553649687
2006-08-09,33.87,35.28858532588325,-0.04019955214364335
2006-08-10,33.88,34.92858532588325,-0.03002083583116688
2006-08-11,33.52,34.20858532588325,-0.020129020809353415
2006-08-14,32.8,34.03858532588325,-0.036387685152749816
2006-08-15,32.63,34.99858532588325,-0.0676766018920072
2006-08-16,33.59,35.258585325883246,-0.04732422785716073
2006-08-17,33.85,35.728585325883245,-0.05257933693003847
2006-08-18,34.32,35.338585325883244,-0.02882360220393987
2006-08-21,33.93,35.27858532588324,-0.03822674048366137
2006-08-22,33.87,35.03858532588325,-0.03335138433856821
2006-08-23,33.63,34.05858532588324,-0.012583767698581716
2006-08-24,32.65,34.008585325883246,-0.03994830460793253
2006-08-25,32.6,34.66858532588324,-0.05966742820448612
2006-08-28,33.26,34.99858532588325,-0.049675874315910584
2006-08-29,33.59,35.228585325883245,-0.04651294710603482
2006-08-30,33.82,37.88858532588325,-0.10738287774243793
2006-08-31,36.48,38.37858532588324,-0.049469914270206417
2006-09-01,36.97,38.408585325883244,-0.037454785529780876
2006-09-05,37.0,37.908585325883244,-0.023967798272410912
2006-09-06,36.5,37.368585325883245,-0.023243730484001524
2006-09-07,35.96,37.73858532588324,-0.04712909375178376
2006-09-08,36.33,37.49858532588325,-0.03116345098695328
2006-09-11,36.09,39.13858532588325,-0.07789206739332877
2006-09-12,37.73,39.408585325883244,-0.042594407081666175
2006-09-13,38.0,39.188585325883246,-0.030329886011430163
2006-09-14,37.78,39.088585325883244,-0.033477428639934415
2006-09-15,37.68,38.298585325883245,-0.01615164948312564
2006-09-18,36.89,38.548585325883245,-0.04302584159345524
2006-09-19,37.14,38.55858532588324,-0.03679038828561454
2006-09-20,37.15,39.88858532588325,-0.06865586491748088
2006-09-21,38.48,39.908585325883244,-0.03579644114713132
2006-09-22,38.5,40.34858532588324,-0.04581536901362915
2006-09-25,38.94,40.30858532588324,-0.033952700518230294
2006-09-26,38.9,39.85858532588325,-0.02404965750906285
2006-09-27,38.45,40.398585325883246,-0.048233999041416675
2006-09-28,38.99,40.21858532588325,-0.030547701166718344
2006-09-29,38.81,39.424201929685196,-0.015579311682216157
2006-10-02,38.44,39.9542019296852,-0.03789844012777488
2006-10-03,38.97,40.3642019296852,-0.03454055482414631
2006-10-04,39.38,40.9842019296852,-0.03914195846578772
