date,FCX,dcf,Deviation
2005-03-08,21.5,22.360647404331694,-0.03848937773442862
2005-03-09,21.2,21.6206474043317,-0.019455819081875547
2005-03-10,20.46,21.580647404331696,-0.051928349661408135
2005-03-11,20.42,21.650647404331693,-0.05684113649578315
2005-03-14,20.49,21.8506474043317,-0.062270347379362545
2005-03-15,20.69,21.580647404331696,-0.04127065271234276
2005-03-16,20.42,21.900647404331693,-0.06760747191605099
2005-03-17,20.74,21.750647404331698,-0.04646516425669367
2005-03-18,20.59,21.32064740433169,-0.03426947552180082
2005-03-21,20.16,21.20064740433169,-0.049085642739337576
2005-03-22,20.04,20.6206474043317,-0.02815854385879879
2005-03-23,19.46,20.520647404331694,-0.05168683928109408
2005-03-24,19.36,20.48064740433169,-0.0547173818389487
2005-03-28,19.32,20.090647404331694,-0.03835851522462819
2005-03-29,18.93,20.580647404331696,-0.0802038620021388
2005-03-30,19.42,20.97064740433169,-0.07394370686006513
2005-03-31,19.81,20.382912453760788,-0.02810748734070545
2005-04-01,20.0,19.96291245376079,0.001857822415697763
2005-04-04,19.58,19.85291245376079,-0.013746721263010131
2005-04-05,19.47,19.86291245376079,-0.019781210568966534
2005-04-06,19.48,19.85291245376079,-0.018783765587509493
2005-04-07,19.47,19.60291245376079,-0.006780240133924198
2005-04-08,19.22,19.46291245376079,-0.012480786436145808
2005-04-11,19.08,19.632912453760788,-0.028162528359610528
2005-04-12,19.25,18.632912453760788,0.03311814767393817
2005-04-13,18.25,17.79291245376079,0.025689304515326805
2005-04-14,17.41,17.472912453760788,-0.0036005705360955265
2005-04-15,17.09,17.982912453760793,-0.04965338379179274
2005-04-18,17.6,18.472912453760788,-0.047253645354827345
2005-04-19,18.09,18.382912453760788,-0.015933952495153392
2005-04-20,18.0,18.43291245376079,-0.023485841146739905
2005-04-21,18.05,18.50291245376079,-0.024477900703071875
2005-04-22,18.12,18.972912453760788,-0.04495421859134352
2005-04-25,18.59,18.43291245376079,0.008522122949005784
2005-04-26,18.05,17.812912453760788,0.013309869840468336
2005-04-27,17.43,17.372912453760787,0.0032860089746700183
2005-04-28,16.99,17.712912453760786,-0.04081273791918394
2005-04-29,17.33,17.77291245376079,-0.024920645668688346
2005-05-02,17.39,18.082912453760787,-0.03831863122340551
2005-05-03,17.7,18.39291245376079,-0.03767279681794555
2005-05-04,18.01,18.532912453760787,-0.02821534149397409
2005-05-05,18.15,18.51291245376079,-0.019603206932849115
2005-05-06,18.13,18.52291245376079,-0.02121223942193906
2005-05-09,18.14,18.152912453760788,-0.0007113158174303358
2005-05-10,17.77,18.01291245376079,-0.013485462408388882
2005-05-11,17.63,16.92291245376079,0.04178285198669052
2005-05-12,16.54,16.41291245376079,0.007743144100551769
2005-05-13,16.03,16.42291245376079,-0.023924651298425137
2005-05-16,16.04,17.132912453760788,-0.06379023162059572
2005-05-17,16.75,17.60291245376079,-0.04845291686822939
2005-05-18,17.22,17.54291245376079,-0.01840700366098924
2005-05-19,17.16,17.26291245376079,-0.005961476896580775
2005-05-20,16.88,17.34291245376079,-0.026691736753846507
2005-05-23,16.96,17.68291245376079,-0.040881978896357585
2005-05-24,17.3,17.692912453760787,-0.022207336117648024
2005-05-25,17.31,17.85291245376079,-0.030410301689818953
2005-05-26,17.47,18.152912453760788,-0.03761999378889247
2005-05-27,17.77,18.032912453760787,-0.014579589094936063
2005-05-31,17.65,18.42291245376079,-0.04195386889563235
2005-06-01,18.04,18.51291245376079,-0.025545005678710653
2005-06-02,18.13,18.79291245376079,-0.035274599154966446
2005-06-03,18.41,18.472912453760788,-0.003405659714907583
2005-06-06,18.09,18.192912453760787,-0.005656733303276762
2005-06-07,17.81,17.86291245376079,-0.0029621403507270605
2005-06-08,17.48,17.872912453760787,-0.021983683676473742
2005-06-09,17.49,18.25291245376079,-0.04179675192621668
2005-06-10,17.87,18.382912453760788,-0.0279015882304251
2005-06-13,18.0,18.082912453760787,-0.004585127200764871
2005-06-14,17.7,18.722912453760788,-0.05463425929523702
2005-06-15,18.34,19.382912453760788,-0.05380576609674759
2005-06-16,19.0,19.652912453760788,-0.033222172810109196
2005-06-17,19.27,19.14291245376079,0.0066388824869876295
2005-06-20,18.76,19.032912453760787,-0.014338974890144018
2005-06-21,18.65,18.84291245376079,-0.010237931860808902
2005-06-22,18.46,18.52291245376079,-0.003396466614947191
2005-06-23,18.14,18.722912453760788,-0.031133642012180718
2005-06-24,18.34,18.75291245376079,-0.02201857736919055
2005-06-27,18.37,18.962912453760786,-0.03126695096054177
2005-06-28,18.58,19.332912453760787,-0.038944595417868655
2005-06-29,18.95,19.10291245376079,-0.008004667043882474
2005-06-30,18.72,19.35439527248851,-0.03277784004909101
2005-07-01,18.97,19.374395272488506,-0.02087266553618561
2005-07-05,18.99,19.56439527248851,-0.029359214250604948
2005-07-06,19.18,19.49439527248851,-0.016127469875005684
2005-07-07,19.11,19.794395272488508,-0.034575204903568024
2005-07-08,19.41,20.10439527248851,-0.03453947572542715
2005-07-11,19.72,19.984395272488513,-0.013230086218945725
2005-07-12,19.6,20.054395272488513,-0.02265813884260426
2005-07-13,19.67,19.75439527248851,-0.004272227589069422
2005-07-14,19.37,19.68439527248851,-0.015971802442309002
2005-07-15,19.3,19.714395272488506,-0.02101993323968676
2005-07-18,19.33,19.76439527248851,-0.021978677642274125
2005-07-19,19.38,20.204395272488508,-0.04080276897032664
2005-07-20,19.82,20.42439527248851,-0.02959183194533188
2005-07-21,20.04,20.534395272488506,-0.024076446660734496
2005-07-22,20.15,20.554395272488513,-0.019674394071315104
2005-07-25,20.17,20.124395272488506,0.0022661415110365457
2005-07-26,19.74,20.214395272488506,-0.023468190173076886
2005-07-27,19.83,20.384395272488508,-0.027197042888818967
2005-07-28,20.0,20.52439527248851,-0.0255498525304384
2005-07-29,20.14,20.66439527248851,-0.025376753859652545
2005-08-01,20.28,20.964395272488506,-0.0326456004856307
2005-08-02,20.58,21.27439527248851,-0.032639953502531904
2005-08-03,20.89,21.27439527248851,-0.018068446485320244
2005-08-04,20.89,20.894395272488513,-0.00021035653012169142
2005-08-05,20.51,20.884395272488508,-0.01792703440073773
2005-08-08,20.5,20.85439527248851,-0.016993792812397435
2005-08-09,20.47,21.34439527248851,-0.04096603634470486
2005-08-10,20.96,21.96439527248851,-0.04572833715784397
2005-08-11,21.58,22.05439527248851,-0.021510237148977263
2005-08-12,21.67,22.03439527248851,-0.016537566290438677
2005-08-15,21.65,21.65439527248851,-0.00020297368886101896
2005-08-16,21.27,20.76439527248851,0.024349600403792193
2005-08-17,20.38,20.794395272488508,-0.01992821945809431
2005-08-18,20.41,20.944395272488507,-0.0255149535489555
2005-08-19,20.56,21.10439527248851,-0.02579535046892245
2005-08-22,20.72,20.784395272488506,-0.003098250954346793
2005-08-23,20.4,20.31439527248851,0.004213993395482563
2005-08-24,19.93,20.50439527248851,-0.0280132754394955
2005-08-25,20.12,20.304395272488513,-0.009081544661335372
2005-08-26,19.92,20.784395272488506,-0.04158866597541433
2005-08-29,20.4,20.964395272488506,-0.026921609955960046
2005-08-30,20.58,21.464395272488506,-0.04120289722869863
2005-08-31,21.08,22.044395272488508,-0.043747867000555885
2005-09-01,21.66,21.87439527248851,-0.009801197693366848
2005-09-02,21.49,21.87439527248851,-0.017572841109439352
2005-09-06,21.49,21.72439527248851,-0.010789495843198327
2005-09-07,21.34,21.83439527248851,-0.022642956963935368
2005-09-08,21.45,22.25439527248851,-0.03614545633072874
2005-09-09,21.87,22.53439527248851,-0.029483607811727985
2005-09-12,22.15,21.554395272488513,0.02763263455002618
2005-09-13,21.17,21.86439527248851,-0.03175918034020586
2005-09-14,21.48,21.87439527248851,-0.01802999660450233
2005-09-15,21.49,22.28439527248851,-0.03564805159730955
2005-09-16,21.9,22.61439527248851,-0.031590288569759206
2005-09-19,22.23,22.55439527248851,-0.014382796282913501
2005-09-20,22.17,23.02439527248851,-0.03710826114549082
2005-09-21,22.64,22.89439527248851,-0.011111683425602759
2005-09-22,22.51,23.26439527248851,-0.03242703124893276
2005-09-23,22.88,23.91439527248851,-0.0432540844417042
2005-09-26,23.53,23.89439527248851,-0.015250240415503047
2005-09-27,23.51,24.544395272488508,-0.04214384836150131
2005-09-28,24.16,24.87439527248851,-0.028720106143792057
2005-09-29,24.49,24.68439527248851,-0.007875229283221263
2005-09-30,24.3,24.277453111679453,0.0009287172017933276
2005-10-03,24.11,23.667453111679453,0.018698542941325558
2005-10-04,23.5,22.707453111679456,0.03490250026820063
2005-10-05,22.54,22.99745311167945,-0.019891468392520872
2005-10-06,22.83,23.677453111679455,-0.03579156540537842
2005-10-07,23.51,23.527453111679453,-0.0007418189974327527
2005-10-10,23.36,24.027453111679453,-0.027778770749323112
2005-10-11,23.86,23.157453111679455,0.03033783054347272
2005-10-12,22.99,23.097453111679453,-0.004652162780021785
2005-10-13,22.93,23.24745311167945,-0.013655393137236405
2005-10-14,23.08,24.137453111679456,-0.043809639185494076
2005-10-17,23.97,23.367453111679456,0.02578573220799063
2005-10-18,23.2,23.627453111679454,-0.01809137487900281
2005-10-19,23.46,22.677453111679455,0.034507706154952356
2005-10-20,22.51,23.267453111679455,-0.032554190956948226
2005-10-21,23.1,24.237453111679454,-0.04692956419300265
2005-10-24,24.07,24.417453111679453,-0.014229703240968172
2005-10-25,24.25,24.477453111679456,-0.009292352053201447
2005-10-26,24.31,24.077453111679453,0.00965828433937399
2005-10-27,23.91,24.847453111679453,-0.0377283380902651
2005-10-28,24.68,24.877453111679454,-0.007937030804280987
2005-10-31,24.71,25.167453111679453,-0.01817637683278972
2005-11-01,25.0,25.647453111679454,-0.025244343321739526
2005-11-02,25.48,25.757453111679453,-0.010771760331911295
2005-11-03,25.59,25.307453111679454,0.01116457223386691
2005-11-04,25.14,25.097453111679453,0.001695267170386705
2005-11-07,24.93,25.077453111679453,-0.005879907781016991
2005-11-08,24.91,25.257453111679453,-0.013756458742816946
2005-11-09,25.09,25.197453111679454,-0.004264443362716253
2005-11-10,25.03,25.657453111679455,-0.024455003735107006
2005-11-11,25.49,25.467453111679454,0.0008853216778950124
2005-11-14,25.3,25.08745311167946,0.008472238587726277
2005-11-15,24.92,26.067453111679455,-0.044018612281126135
2005-11-16,25.9,26.127453111679454,-0.008705521763151869
2005-11-17,25.96,25.847453111679453,0.0043542738170088136
2005-11-18,25.68,26.177453111679455,-0.01900311346398742
2005-11-21,26.01,26.437453111679453,-0.01616846788810422
2005-11-22,26.27,26.037453111679454,0.008931245591614179
2005-11-23,25.87,26.787453111679454,-0.03424935949881103
2005-11-25,26.62,26.387453111679456,0.008812782625755355
2005-11-28,26.22,26.197453111679454,0.0008606519200331508
2005-11-29,26.03,26.227453111679456,-0.007528489740832867
2005-11-30,26.06,27.33745311167946,-0.04672904628169949
2005-12-01,27.17,27.017453111679455,0.005646234961155683
2005-12-02,26.85,27.387453111679456,-0.01962406323391408
2005-12-05,27.22,27.657453111679455,-0.015816825573672366
2005-12-06,27.49,27.557453111679454,-0.0024477266243035922
2005-12-07,27.39,27.847453111679453,-0.016427107708733124
2005-12-08,27.68,27.697453111679454,-0.0006301341718706333
2005-12-09,27.53,27.467453111679454,0.0022771273356230193
2005-12-12,27.3,27.667453111679453,-0.013281060247802068
2005-12-13,27.5,26.74745311167945,0.02813527273712446
2005-12-14,26.58,26.897453111679454,-0.011802348362180415
2005-12-15,26.73,27.067453111679455,-0.012467117252854765
2005-12-16,26.9,26.667453111679453,0.008720251137094737
2005-12-19,26.5,26.427453111679455,0.0027451335553967393
2005-12-20,26.26,27.057453111679454,-0.029472585922554084
2005-12-21,26.89,27.74745311167945,-0.030902047414165468
2005-12-22,27.58,27.727453111679456,-0.005317946480174474
2005-12-23,27.56,26.917453111679453,0.02387101356337995
2005-12-27,26.75,27.607453111679455,-0.03105875461277896
2005-12-28,27.44,27.737453111679454,-0.010723879747784215
2005-12-29,27.57,27.067453111679455,0.018566463798682875
2005-12-30,26.9,28.3018989769821,-0.049533742528098945
2006-01-03,28.24,29.9418989769821,-0.05684004806410037
2006-01-04,29.88,28.9618989769821,0.031700304726136164
2006-01-05,28.9,29.581898976982096,-0.023051223909346996
2006-01-06,29.52,29.361898976982097,0.005384563959635047
2006-01-09,29.3,30.5318989769821,-0.04034793177819773
2006-01-10,30.47,30.221898976982096,0.008209312829973614
2006-01-11,30.16,29.641898976982098,0.017478671775388754
2006-01-12,29.58,30.4418989769821,-0.028312917588807607
2006-01-13,30.38,30.951898976982097,-0.018477023894637346
2006-01-17,30.89,29.391898976982098,0.050969861599998056
2006-01-18,29.33,29.5318989769821,-0.006836640513346759
2006-01-19,29.47,28.751898976982098,0.024975777203195992
2006-01-20,28.69,29.2118989769821,-0.0178659722667579
2006-01-23,29.15,30.171898976982096,-0.03386922970150785
2006-01-24,30.11,30.3018989769821,-0.006332902671475127
2006-01-25,30.24,30.9618989769821,-0.02331572031543605
2006-01-26,30.9,31.5518989769821,-0.02066116456120992
2006-01-27,31.49,31.7118989769821,-0.006997341191808282
2006-01-30,31.65,32.191898976982095,-0.01683339579841392
2006-01-31,32.13,32.2118989769821,-0.002542506948771339
2006-02-01,32.15,31.2818989769821,0.02775090552068682
2006-02-02,31.22,30.891898976982098,0.010620940566404613
2006-02-03,30.83,31.361898976982097,-0.016960037317015897
2006-02-06,31.3,29.071898976982098,0.0766410555011221
2006-02-07,29.01,28.6918989769821,0.011086788757798782
2006-02-08,28.63,28.4818989769821,0.005199829658043109
2006-02-09,28.42,26.0318989769821,0.0917374881152353
2006-02-10,25.97,25.541898976982097,0.016760735895310575
2006-02-13,25.48,26.3018989769821,-0.031248655380410995
2006-02-14,26.24,25.201898976982097,0.04119138101323405
2006-02-15,25.14,26.201898976982097,-0.04052755786574691
2006-02-16,26.14,26.541898976982097,-0.01514205812216507
2006-02-17,26.48,27.2818989769821,-0.0293930777200907
2006-02-21,27.22,27.581898976982096,-0.01312088690064861
2006-02-22,27.52,25.881898976982097,0.0632913768991501
2006-02-23,25.82,26.491898976982096,-0.025362431646213324
2006-02-24,26.43,25.791898976982097,0.02474036609663277
2006-02-27,25.73,25.381898976982097,0.013714538196436088
2006-02-28,25.32,26.071898976982098,-0.028839440412296802
2006-03-01,26.01,26.921898976982096,-0.03387201540878515
2006-03-02,26.86,26.841898976982097,0.0006743570204710281
2006-03-03,26.78,26.001898976982098,0.02992477679059946
2006-03-06,25.94,25.171898976982096,0.03051422634900436
2006-03-07,25.11,24.311898976982096,0.03282758881869019
2006-03-08,24.25,24.2318989769821,0.0007469915187039433
2006-03-09,24.17,25.1218989769821,-0.03789120312338934
2006-03-10,25.06,24.951898976982097,0.004332376590560294
2006-03-13,24.89,26.021898976982097,-0.04349793910057553
2006-03-14,25.96,26.7118989769821,-0.02814846588144171
2006-03-15,26.65,26.431898976982097,0.008251432226183741
2006-03-16,26.37,26.671898976982096,-0.011318990719132338
2006-03-17,26.61,26.381898976982097,0.008646118432070304
2006-03-20,26.32,25.561898976982096,0.02965746103998601
2006-03-21,25.5,25.901898976982096,-0.015516197377622665
2006-03-22,25.84,26.451898976982097,-0.023132516025203276
2006-03-23,26.39,26.901898976982096,-0.019028358459753703
2006-03-24,26.84,28.151898976982096,-0.04660072764735146
2006-03-27,28.09,28.411898976982098,-0.011329724114635398
2006-03-28,28.35,29.911898976982098,-0.05221664389091496
2006-03-29,29.85,30.641898976982098,-0.025843665158512663
2006-03-30,30.58,29.951898976982097,0.020970323901686294
2006-03-31,29.89,30.97593853820598,-0.0350574862119698
2006-04-03,30.74,31.325938538205982,-0.01870458047063317
2006-04-04,31.09,32.28593853820598,-0.03704208681407084
2006-04-05,32.05,32.38593853820598,-0.010372975228421177
2006-04-06,32.15,30.73593853820598,0.04600677672608855
2006-04-07,30.5,31.27593853820598,-0.02480944056269041
2006-04-10,31.04,31.04593853820598,-0.00019128228958753546
2006-04-11,30.81,31.56593853820598,-0.02394791896623094
2006-04-12,31.33,32.01593853820598,-0.021424908015344357
2006-04-13,31.78,32.83593853820598,-0.032158012994735974
2006-04-17,32.6,35.02593853820598,-0.06926120011201942
2006-04-18,34.79,36.27593853820598,-0.04096209769020809
2006-04-19,36.04,34.07593853820599,0.05763778038253897
2006-04-20,33.84,33.48593853820598,0.010573437008195352
2006-04-21,33.25,33.18593853820598,0.0019303796913945348
2006-04-24,32.95,33.61593853820598,-0.0198102021589881
2006-04-25,33.38,33.02593853820598,0.010720708554109004
2006-04-26,32.79,31.87593853820598,0.02867559368325545
2006-04-27,31.64,32.52593853820598,-0.02723790851308794
2006-04-28,32.29,32.92593853820598,-0.01931421142234313
2006-05-01,32.69,32.61593853820598,0.0022707138016972994
2006-05-02,32.38,31.80593853820598,0.018048876661961977
2006-05-03,31.57,33.33593853820598,-0.05297401590124895
2006-05-04,33.1,33.47593853820598,-0.011230111973617118
2006-05-05,33.24,33.54593853820598,-0.009119987442221644
2006-05-08,33.31,34.97593853820598,-0.047630988840690835
2006-05-09,34.74,35.145938538205975,-0.011550083881376239
2006-05-10,34.91,34.34593853820598,0.016422945064277883
2006-05-11,34.11,32.94593853820598,0.03533247233021175
2006-05-12,32.71,30.98593853820598,0.05564012397650098
2006-05-15,30.75,30.55593853820598,0.006351022782408622
2006-05-16,30.32,28.70593853820598,0.056227440870668444
2006-05-17,28.47,27.71593853820598,0.027206780703260547
2006-05-18,27.48,27.61593853820598,-0.004922466713123352
2006-05-19,27.38,27.37593853820598,0.00014835881474350998
2006-05-22,27.14,27.99593853820598,-0.03057366828541508
2006-05-23,27.76,26.77593853820598,0.03675170752240442
2006-05-24,26.54,28.23593853820598,-0.06006311906052664
2006-05-25,28.0,28.575938538205982,-0.020154667446388608
2006-05-26,28.34,27.48593853820598,0.031072668688640892
2006-05-30,27.25,28.23593853820598,-0.03491785962318583
2006-05-31,28.0,28.06593853820598,-0.002349415043299552
2006-06-01,27.83,28.60593853820598,-0.02712508583382578
2006-06-02,28.37,26.19593853820598,0.08299231037755028
2006-06-05,25.96,26.64593853820598,-0.025742705111416964
2006-06-06,26.41,25.86593853820598,0.02103389602470429
2006-06-07,25.63,25.20593853820598,0.01682387113462358
2006-06-08,24.97,24.74593853820598,0.009054474189697181
2006-06-09,24.51,23.96593853820598,0.022701446093032818
2006-06-12,23.73,22.11593853820598,0.07298182073556037
2006-06-13,21.88,23.08593853820598,-0.05223692925501888
2006-06-14,22.85,24.75593853820598,-0.07698914485768882
2006-06-15,24.52,24.38593853820598,0.005497490350186096
2006-06-16,24.15,23.72593853820598,0.017873327165167874
2006-06-19,23.49,23.95593853820598,-0.01944981355929276
2006-06-20,23.72,24.85593853820598,-0.045700891014834655
2006-06-21,24.62,24.825938538205982,-0.008295297190438533
2006-06-22,24.59,25.13593853820598,-0.02171944116493474
2006-06-23,24.9,25.63593853820598,-0.02870729843220643
2006-06-26,25.4,25.13593853820598,0.010505335274935135
2006-06-27,24.9,25.30593853820598,-0.01604123623366538
2006-06-28,25.07,27.86593853820598,-0.10033534432628455
2006-06-29,27.63,27.94593853820598,-0.011305347207217542
2006-06-30,27.71,29.382266233766234,-0.05691413386774291
2006-07-03,29.26,28.472266233766234,0.02766670414522765
2006-07-05,28.35,28.902266233766234,-0.01910805987666897
2006-07-06,28.78,28.192266233766233,0.020847340237225565
2006-07-07,28.07,28.452266233766235,-0.013435352763308983
2006-07-10,28.33,28.572266233766232,-0.008479069590914268
2006-07-11,28.45,28.202266233766235,0.00878417940531162
2006-07-12,28.08,26.712266233766233,0.051202460856909715
2006-07-13,26.59,27.322266233766232,-0.026801079657926108
2006-07-14,27.2,25.912266233766236,0.049695914460608615
2006-07-17,25.79,26.042266233766235,-0.009686800353770564
2006-07-18,25.92,27.292266233766235,-0.05028040625180674
2006-07-19,27.17,25.732266233766232,0.05587280005470929
2006-07-20,25.61,25.372266233766233,0.00936982782867779
2006-07-21,25.25,25.622266233766233,-0.014529012787933726
2006-07-24,25.5,26.172266233766234,-0.025686206450815763
2006-07-25,26.05,26.252266233766235,-0.007704715164974063
2006-07-26,26.13,25.852266233766233,0.010743111018677753
2006-07-27,25.73,26.572266233766232,-0.03169719234168811
2006-07-28,26.45,27.402266233766234,-0.034751367848284476
2006-07-31,27.28,27.692266233766233,-0.014887414063047721
2006-08-01,27.57,28.282266233766233,-0.02518419945131045
2006-08-02,28.16,28.012266233766233,0.005273895549931851
2006-08-03,27.89,27.692266233766233,0.007140396692873807
2006-08-04,27.57,28.122266233766233,-0.019638041585109844
2006-08-07,28.0,27.322266233766232,0.024805181255286524
2006-08-08,27.2,27.372266233766233,-0.006293458944722885
2006-08-09,27.25,27.242266233766234,0.0002838885049945006
2006-08-10,27.12,26.872266233766233,0.009218938368602547
2006-08-11,26.75,26.682266233766235,0.002538531234204111
2006-08-14,26.56,27.212266233766233,-0.0239695668182488
2006-08-15,27.09,27.482266233766232,-0.014273431107521661
2006-08-16,27.36,26.912266233766236,0.01663679165272236
2006-08-17,26.79,27.412266233766236,-0.022700284188825415
2006-08-18,27.29,28.702266233766235,-0.04920399742180648
2006-08-21,28.58,28.572266233766232,0.00027067388251578173
2006-08-22,28.45,28.452266233766235,-7.965037820245602e-05
2006-08-23,28.33,28.442266233766233,-0.003947162045510821
2006-08-24,28.32,28.822266233766232,-0.017426326913107526
2006-08-25,28.7,28.422266233766234,0.009771696737672864
2006-08-28,28.3,28.632266233766234,-0.011604608278418027
2006-08-29,28.51,28.662266233766236,-0.005312428281991632
2006-08-30,28.54,29.232266233766232,-0.0236815793968993
2006-08-31,29.11,29.802266233766233,-0.02322864403452274
2006-09-01,29.68,30.922266233766234,-0.04017384186446571
2006-09-05,30.8,30.292266233766235,0.016761168092065848
2006-09-06,30.17,29.782266233766233,0.013018947691568528
2006-09-07,29.66,29.282266233766233,0.012899744958885462
2006-09-08,29.16,27.102266233766233,0.07592478608560316
2006-09-11,26.98,26.822266233766232,0.0058807024305500555
2006-09-12,26.7,27.292266233766235,-0.021700881439939868
2006-09-13,27.17,26.122266233766233,0.04010883882958982
2006-09-14,26.0,26.172266233766234,-0.006582014420439597
2006-09-15,26.05,26.842266233766235,-0.029515623862250595
2006-09-18,26.72,25.752266233766235,0.03757858657755242
2006-09-19,25.63,25.492266233766234,0.005402962803335631
2006-09-20,25.37,25.932266233766235,-0.021682109411406247
2006-09-21,25.81,25.522266233766235,0.011273832958183405
2006-09-22,25.4,25.842266233766235,-0.017114065375131826
2006-09-25,25.72,26.872266233766233,-0.04287938440853789
2006-09-26,26.75,27.212266233766233,-0.0169874214001563
2006-09-27,27.09,26.872266233766233,0.00810254573766378
2006-09-28,26.75,26.752266233766235,-8.471184259428721e-05
2006-09-29,26.63,26.892496181540476,-0.009760945200790294
2006-10-02,26.74,24.902496181540474,0.07378793696278585
2006-10-03,24.75,24.672496181540474,0.003141304304568715
2006-10-04,24.52,25.972496181540475,-0.05592439676910277
2006-10-05,25.82,26.552496181540477,-0.027586716387505317
2006-10-06,26.4,27.032496181540477,-0.023397624003823503
2006-10-09,26.88,27.352496181540477,-0.01727433497858799
2006-10-10,27.2,26.932496181540476,0.009932381189489359
2006-10-11,26.78,27.652496181540474,-0.03155216714659237
2006-10-12,27.5,28.402496181540474,-0.03177524171720614
2006-10-13,28.25,29.152496181540474,-0.030957766906833162
2006-10-16,29.0,29.152496181540474,-0.0052309819574570815
2006-10-17,29.0,28.362496181540475,0.022476999710428824
2006-10-18,28.21,29.212496181540477,-0.034317374842275816
2006-10-19,29.06,28.402496181540474,0.02314950820719952
2006-10-20,28.25,29.432496181540476,-0.04017655092000372
2006-10-23,29.28,30.062496181540475,-0.026028982317874094
2006-10-24,29.91,30.042496181540475,-0.004410292032320795
2006-10-25,29.89,29.852496181540477,0.0012563042712225858
2006-10-26,29.7,29.682496181540476,0.0005897017000344729
2006-10-27,29.53,29.752496181540476,-0.007478235781726461
2006-10-30,29.6,30.392496181540476,-0.026075389688518413
2006-10-31,30.24,29.992496181540474,0.008252191380184515
2006-11-01,29.84,30.282496181540477,-0.014612275648868467
2006-11-02,30.13,30.732496181540476,-0.019604531242156886
2006-11-03,30.58,30.822496181540476,-0.007867506256216461
2006-11-06,30.67,30.522496181540475,0.004832626321982669
2006-11-07,30.37,29.682496181540476,0.023161927293941176
2006-11-08,29.53,30.572496181540476,-0.03409915158219656
2006-11-09,30.42,29.562496181540475,0.02900647540700474
2006-11-10,29.41,29.122496181540477,0.009872224436645594
2006-11-13,28.97,28.652496181540474,0.011081192244048799
2006-11-14,28.5,28.932496181540476,-0.014948457223556755
2006-11-15,28.78,28.232496181540473,0.019392681927201005
2006-11-16,28.08,28.852496181540477,-0.02677398089509886
2006-11-17,28.7,27.972496181540475,0.026007826178187754
2006-11-20,27.82,29.362496181540475,-0.052532869549088534
2006-11-21,29.21,31.052496181540477,-0.05933488151061328
2006-11-22,30.9,31.082496181540474,-0.005871348957129707
2006-11-24,30.93,30.882496181540475,0.0015382117488260683
2006-11-27,30.73,30.552496181540477,0.005809797582652765
2006-11-28,30.4,30.972496181540475,-0.018484018149033887
2006-11-29,30.82,31.582496181540474,-0.024142999247353414
2006-11-30,31.43,30.902496181540474,0.01706994203188761
2006-12-01,30.75,30.622496181540477,0.004163730406026911
2006-12-04,30.47,31.022496181540475,-0.01780953338852309
2006-12-05,30.87,31.152496181540474,-0.00906817161277329
2006-12-06,31.0,31.112496181540475,-0.0036157877170659436
2006-12-07,30.96,31.062496181540475,-0.0032996762701055227
2006-12-08,30.91,30.822496181540476,0.0028389595036086845
2006-12-11,30.67,29.872496181540477,0.02669692594863693
2006-12-12,29.72,29.57249618154048,0.0049878717560403185
2006-12-13,29.42,30.022496181540475,-0.02006815748754831
2006-12-14,29.87,30.192496181540477,-0.010681335508047507
2006-12-15,30.04,29.532496181540477,0.01718458931950151
2006-12-18,29.38,30.212496181540477,-0.02755469712062797
2006-12-19,30.06,29.342496181540476,0.024452719155874325
2006-12-20,29.19,27.57249618154048,0.05866367005038975
2006-12-21,27.42,27.07249618154048,0.01283604644836811
2006-12-22,26.92,27.422496181540474,-0.018324231981431738
2006-12-26,27.27,28.222496181540475,-0.033749537086073755
2006-12-27,28.07,28.132496181540475,-0.0022214943578836577
2006-12-28,27.98,28.022496181540475,-0.0015165023581471537
2006-12-29,27.87,25.335156229543966,0.10005242310288542
2007-01-03,25.25,25.565156229543966,-0.012327569083257162
2007-01-04,25.48,25.825156229543968,-0.013365116806112853
2007-01-05,25.74,26.215156229543968,-0.01812524882108002
2007-01-08,26.13,26.03515622954397,0.0036429115162521786
2007-01-09,25.95,26.675156229543965,-0.027184704123337844
2007-01-10,26.59,26.985156229543968,-0.014643466436979224
2007-01-11,26.9,27.585156229543966,-0.02483785931254423
2007-01-12,27.5,26.78515622954397,0.02668805678525632
2007-01-16,26.7,26.835156229543966,-0.005036535967514411
2007-01-17,26.75,26.37515622954397,0.014212001900339555
2007-01-18,26.29,27.065156229543966,-0.02864037521046403
2007-01-19,26.98,26.465156229543968,0.019453645615788773
2007-01-22,26.38,27.575156229543968,-0.043341775458863196
2007-01-23,27.49,28.25515622954397,-0.02708023354491007
2007-01-24,28.17,29.275156229543967,-0.03775065181133552
2007-01-25,29.19,29.335156229543966,-0.004948200323466323
2007-01-26,29.25,27.635156229543966,0.05843439990144339
2007-01-29,27.55,28.335156229543966,-0.027709613569213865
2007-01-30,28.25,28.835156229543966,-0.020293152736395648
2007-01-31,28.75,28.475156229543966,0.009652054873394267
2007-02-01,28.39,27.705156229543967,0.02471900049153075
2007-02-02,27.62,27.365156229543967,0.009312710233347676
2007-02-05,27.28,27.295156229543966,-0.0005552717638436233
2007-02-06,27.21,27.065156229543966,0.005351669475970988
2007-02-07,26.98,26.805156229543968,0.006522766327447194
2007-02-08,26.72,26.915156229543964,-0.007250793117438703
2007-02-09,26.83,26.715156229543968,0.004298824587408712
