date,BR,dcf,Deviation
2008-07-14,19.73,21.014255319148937,-0.06111352982271412
2008-07-15,19.61,21.57425531914894,-0.0910462627836568
2008-07-16,20.17,22.234255319148932,-0.09284121683046076
2008-07-17,20.83,22.374255319148936,-0.06901929459199885
2008-07-18,20.97,22.194255319148937,-0.05516090995369716
2008-07-21,20.79,22.844255319148935,-0.08992437225244021
2008-07-22,21.44,22.584255319148937,-0.050666063723550536
2008-07-23,21.18,22.094255319148935,-0.041379775237618266
2008-07-24,20.69,22.114255319148935,-0.0644043988185149
2008-07-25,20.71,21.964255319148936,-0.05710438623682579
2008-07-28,20.56,22.57425531914894,-0.08922798518364938
2008-07-29,21.17,22.684255319148935,-0.06675358295190204
2008-07-30,21.28,22.104255319148937,-0.037289440754644354
2008-07-31,20.7,21.984255319148932,-0.05841704895186095
2008-08-01,20.58,21.804255319148936,-0.056147540983606636
2008-08-04,20.4,21.784255319148937,-0.06354384388490619
2008-08-05,20.38,21.364255319148935,-0.04607019081384689
2008-08-06,19.96,21.374255319148936,-0.06616629669815544
2008-08-07,19.97,21.604255319148937,-0.07564506598384879
2008-08-08,20.2,21.944255319148937,-0.07948573755550825
2008-08-11,20.54,21.644255319148936,-0.05101840201321173
2008-08-12,20.24,21.414255319148936,-0.05483521615149989
2008-08-13,20.01,21.384255319148934,-0.06426482001074552
2008-08-14,19.98,21.164255319148936,-0.055955444748270855
2008-08-15,19.76,20.804255319148936,-0.05019431376559613
2008-08-18,19.4,20.484255319148932,-0.0529311562590884
2008-08-19,19.08,20.854255319148937,-0.08507881446717347
2008-08-20,19.45,21.07425531914894,-0.07707296388656137
2008-08-21,19.67,21.07425531914894,-0.06663368635725753
2008-08-22,19.67,20.554255319148936,-0.04302054759070428
2008-08-25,19.15,21.254255319148935,-0.09900395415185947
2008-08-26,19.85,21.464255319148936,-0.07520667710790818
2008-08-27,20.06,22.07425531914894,-0.09124907228021495
2008-08-28,20.67,21.374255319148936,-0.03294876516787937
2008-08-29,19.97,20.944255319148937,-0.046516589122087115
2008-09-02,19.54,21.284255319148937,-0.08195049782078456
2008-09-03,19.88,20.524255319148935,-0.0313899485818544
2008-09-04,19.12,20.57425531914894,-0.07068325422186383
2008-09-05,19.17,20.914255319148936,-0.08340030723216363
2008-09-08,19.51,20.054255319148936,-0.027139143811999333
2008-09-09,18.65,19.894255319148936,-0.06254344780381382
2008-09-10,18.49,19.204255319148935,-0.0371925548415688
2008-09-11,17.8,19.424255319148937,-0.08361995311849635
2008-09-12,18.02,18.454255319148935,-0.023531446359601027
2008-09-15,17.05,18.264255319148937,-0.06648260758137048
2008-09-16,16.86,17.194255319148937,-0.019439941593555554
2008-09-17,15.79,17.454255319148935,-0.09534954592551959
2008-09-18,16.05,18.814255319148938,-0.14692345098216608
2008-09-19,17.41,18.264255319148937,-0.0467719764217982
2008-09-22,16.86,17.874255319148936,-0.056743920294254235
2008-09-23,16.47,18.044255319148935,-0.08724412791246106
2008-09-24,16.64,17.854255319148937,-0.06800929512006193
2008-09-25,16.45,17.784255319148937,-0.0750245256382649
2008-09-26,16.38,16.504255319148935,-0.0075286837694985564
2008-09-29,15.1,16.794255319148935,-0.10088302737764931
2008-09-30,15.39,15.30887323943662,0.00529932930363497
2008-10-01,14.83,15.07887323943662,-0.016504763683915513
2008-10-02,14.6,14.67887323943662,-0.005373248896564986
2008-10-03,14.2,13.97887323943662,0.01581863979848852
2008-10-06,13.5,13.438873239436619,0.004548503395656933
2008-10-07,12.96,13.13887323943662,-0.013614047123898465
2008-10-08,12.66,12.32887323943662,0.026857828297252473
2008-10-09,11.85,11.83887323943662,0.0009398496240602405
2008-10-10,11.36,13.31887323943662,-0.14707499682754543
2008-10-13,12.84,12.96887323943662,-0.009937119212849899
2008-10-14,12.49,12.12887323943662,0.02977413923242178
2008-10-15,11.65,12.198873239436619,-0.044993765298111055
2008-10-16,11.72,12.24887323943662,-0.04317729713569507
2008-10-17,11.77,12.698873239436619,-0.0731461147711896
2008-10-20,12.22,12.14887323943662,0.005854597308044607
2008-10-21,11.67,11.88887323943662,-0.018409922877350104
2008-10-22,11.41,11.42887323943662,-0.001651364840717151
2008-10-23,10.95,10.858873239436619,0.008391916781239406
2008-10-24,10.38,10.46887323943662,-0.008489284128671115
2008-10-27,9.99,11.48887323943662,-0.13046303220507283
2008-10-28,11.01,11.778873239436619,-0.06527561879708232
2008-10-29,11.3,12.37887323943662,-0.08715439754238252
2008-10-30,11.9,12.57887323943662,-0.05396932034486612
2008-10-31,12.1,12.82887323943662,-0.056815062853378784
2008-11-03,12.35,13.07887323943662,-0.055729054490631036
2008-11-04,12.6,12.46887323943662,0.010516327982920792
2008-11-05,11.99,13.268873239436617,-0.09638144975533103
2008-11-06,12.79,13.29887323943662,-0.038264387536802946
2008-11-07,12.82,13.448873239436619,-0.04676029197691822
2008-11-10,12.97,12.84887323943662,0.009427033663279571
2008-11-11,12.37,12.08887323943662,0.023255001106826212
2008-11-12,11.61,12.64887323943662,-0.08213168238556023
2008-11-13,12.17,11.57887323943662,0.05105218343267248
2008-11-14,11.1,11.528873239436619,-0.037199926699651775
2008-11-17,11.05,11.39887323943662,-0.030605940789798836
2008-11-18,10.92,11.198873239436619,-0.02490190159975847
2008-11-19,10.72,10.198873239436619,0.051096503341987676
2008-11-20,9.72,10.608873239436619,-0.08378582902964549
2008-11-21,10.13,10.68887323943662,-0.05228551475141985
2008-11-24,10.21,11.40887323943662,-0.10508252780761196
2008-11-25,10.93,11.65887323943662,-0.06251661069366254
2008-11-26,11.18,11.87887323943662,-0.058833293810766074
2008-11-28,11.4,10.54887323943662,0.08068413955165088
2008-12-01,10.07,11.57887323943662,-0.13031261403722172
2008-12-02,11.1,11.89887323943662,-0.06713856206055735
2008-12-03,11.42,11.48887323943662,-0.0059947775557489535
2008-12-04,11.01,12.72887323943662,-0.13503734439834025
2008-12-05,12.25,12.88887323943662,-0.04956781151992662
2008-12-08,12.41,13.03887323943662,-0.04823064293121326
2008-12-09,12.56,12.67887323943662,-0.009375694290157721
2008-12-10,12.2,12.528873239436619,-0.02624922713731659
2008-12-11,12.05,12.55887323943662,-0.04051902027633225
2008-12-12,12.08,12.38887323943662,-0.024931503734609728
2008-12-15,11.91,13.11887323943662,-0.09214764236021644
2008-12-16,12.64,13.17887323943662,-0.04088917388051716
2008-12-17,12.7,12.948873239436619,-0.019219683043823488
2008-12-18,12.47,13.49887323943662,-0.07621919409027356
2008-12-19,13.02,12.70887323943662,0.024481065685503012
2008-12-22,12.23,12.45887323943662,-0.01837030002939255
2008-12-23,11.98,12.82887323943662,-0.06616896305648567
2008-12-24,12.35,13.108873239436619,-0.05789004329934566
2008-12-26,12.63,13.00887323943662,-0.02912421640700269
2008-12-29,12.53,13.05887323943662,-0.040499147954011105
2008-12-30,12.58,13.018873239436617,-0.033710539411904494
2008-12-31,12.54,16.330567375886524,-0.23211486096212564
2009-01-02,14.21,16.070567375886526,-0.11577484057459342
2009-01-05,13.95,16.380567375886525,-0.14838114700865068
2009-01-06,14.26,15.830567375886524,-0.09921106038680882
2009-01-07,13.71,15.890567375886524,-0.13722400996175077
2009-01-08,13.77,15.700567375886525,-0.12296163123706971
2009-01-09,13.58,15.370567375886525,-0.11649325181681858
2009-01-12,13.25,15.830567375886524,-0.16301167953192264
2009-01-13,13.71,15.360567375886525,-0.10745484430982899
2009-01-14,13.24,15.430567375886525,-0.14196285350529259
2009-01-15,13.31,15.730567375886524,-0.15387667323411525
2009-01-16,13.61,14.960567375886525,-0.09027514411407767
2009-01-20,12.84,15.360567375886525,-0.1640933771654416
2009-01-21,13.24,15.310567375886524,-0.1352377952464111
2009-01-22,13.19,15.260567375886525,-0.13568089081394596
2009-01-23,13.14,15.450567375886525,-0.14954579464134066
2009-01-26,13.33,15.610567375886525,-0.14609125478740081
2009-01-27,13.49,16.180567375886525,-0.16628387085462815
2009-01-28,14.06,15.840567375886526,-0.11240553028403599
2009-01-29,13.72,15.610567375886525,-0.12110817822079056
2009-01-30,13.49,15.910567375886524,-0.15213583014990706
2009-02-02,13.79,16.970567375886525,-0.18741667885575786
2009-02-03,14.85,16.820567375886526,-0.11715225365771398
2009-02-04,14.7,17.230567375886526,-0.14686500570073813
2009-02-05,15.11,17.880567375886525,-0.1549485157625855
2009-02-06,15.76,18.170567375886524,-0.13266329696922385
2009-02-09,16.05,18.010567375886524,-0.10885650268360958
2009-02-10,15.89,18.230567375886526,-0.12838697379119324
2009-02-11,16.11,18.630567375886525,-0.13529203512872545
2009-02-12,16.51,19.010567375886524,-0.13153565206361506
2009-02-13,16.89,18.660567375886526,-0.09488282645545276
2009-02-17,16.54,18.390567375886526,-0.1006258990308786
2009-02-18,16.27,18.410567375886526,-0.11626840890792756
2009-02-19,16.29,18.070567375886526,-0.09853411566161041
2009-02-20,15.95,17.800567375886526,-0.10396114555277558
2009-02-23,15.68,18.020567375886525,-0.12988311228304938
2009-02-24,15.9,17.880567375886525,-0.11076647257611572
2009-02-25,15.76,17.870567375886523,-0.1181029864073816
2009-02-26,15.75,18.100567375886524,-0.12986153014285817
2009-02-27,15.98,17.290567375886525,-0.07579666689910047
2009-03-02,15.17,17.940567375886523,-0.15443030969078353
2009-03-03,15.82,18.510567375886524,-0.14535304732968324
2009-03-04,16.39,18.160567375886526,-0.09749515746063486
2009-03-05,16.04,18.150567375886524,-0.11628106891525969
2009-03-06,16.03,17.940567375886523,-0.10649425605426888
2009-03-09,15.82,18.54056737588653,-0.14673592888127263
2009-03-10,16.42,18.990567375886524,-0.13536021989266778
2009-03-11,16.87,19.710567375886527,-0.14411393247672888
2009-03-12,17.59,20.020567375886525,-0.12140352120160125
2009-03-13,17.9,19.610567375886525,-0.0872268172102898
2009-03-16,17.49,20.120567375886523,-0.13074021854071205
2009-03-17,18.0,20.360567375886525,-0.1159381923060846
2009-03-18,18.24,20.210567375886527,-0.09750183353277042
2009-03-19,18.09,19.900567375886524,-0.09098069123799879
2009-03-20,17.78,21.080567375886524,-0.1565691908113418
2009-03-23,18.96,20.800567375886526,-0.08848640244401407
2009-03-24,18.68,21.390567375886526,-0.1267178812162848
2009-03-25,19.27,21.190567375886523,-0.09063312660858736
2009-03-26,19.07,20.70056737588652,-0.07876921179396856
2009-03-27,18.58,20.410567375886526,-0.08968723613480722
2009-03-30,18.29,20.730567375886526,-0.1177279585085238
2009-03-31,18.61,20.69858156028369,-0.10090457426760324
2009-04-01,18.5,21.418581560283688,-0.13626399825166724
2009-04-02,19.22,21.56858156028369,-0.10888901311008603
2009-04-03,19.37,21.548581560283687,-0.10110092648970648
2009-04-06,19.35,21.398581560283688,-0.09573445578682216
2009-04-07,19.2,21.638581560283686,-0.11269599874141278
2009-04-08,19.44,22.01858156028369,-0.11710934027352782
2009-04-09,19.82,21.69858156028369,-0.08657623794737701
2009-04-13,19.5,21.348581560283687,-0.08659036925070174
2009-04-14,19.15,21.36858156028369,-0.10382446556056002
2009-04-15,19.17,21.86858156028369,-0.12339993578663
2009-04-16,19.67,21.808581560283688,-0.09806146971879759
2009-04-17,19.61,21.08858156028369,-0.07011289763880157
2009-04-20,18.89,21.558581560283688,-0.12378279864199804
