date,GL,dcf,Deviation
1999-10-01,11.36,,
1999-10-04,11.64,,
1999-10-05,11.69,,
1999-10-06,12.11,,
1999-10-07,11.86,,
1999-10-08,12.25,,
1999-10-11,12.31,,
1999-10-12,12.28,,
1999-10-13,11.72,,
1999-10-14,12.28,,
1999-10-15,11.72,,
1999-10-18,11.94,,
1999-10-19,11.97,,
1999-10-20,11.72,,
1999-10-21,11.61,,
1999-10-22,13.64,,
1999-10-25,12.97,,
1999-10-26,12.83,,
1999-10-27,13.19,,
1999-10-28,13.86,,
1999-10-29,13.86,,
1999-11-01,14.03,,
1999-11-02,14.25,,
1999-11-03,14.0,,
1999-11-04,14.33,,
1999-11-05,15.22,,
1999-11-08,15.28,,
1999-11-09,15.03,,
1999-11-10,14.89,,
1999-11-11,15.14,,
1999-11-12,15.28,,
1999-11-15,15.33,,
1999-11-16,15.97,,
1999-11-17,15.69,,
1999-11-18,15.25,,
1999-11-19,15.19,,
1999-11-22,15.06,,
1999-11-23,14.94,,
1999-11-24,14.58,,
1999-11-26,14.33,,
1999-11-29,14.14,,
1999-11-30,14.11,,
1999-12-01,13.81,,
1999-12-02,13.86,,
1999-12-03,14.17,,
1999-12-06,14.0,,
1999-12-07,13.67,,
1999-12-08,13.36,,
1999-12-09,13.42,,
1999-12-10,13.39,,
1999-12-13,13.28,,
1999-12-14,13.08,,
1999-12-15,12.83,,
1999-12-16,12.64,,
1999-12-17,12.44,,
1999-12-20,12.42,,
1999-12-21,12.36,,
1999-12-22,12.39,,
1999-12-23,12.92,,
1999-12-27,12.83,,
1999-12-28,12.81,,
1999-12-29,12.81,,
1999-12-30,12.86,,
1999-12-31,12.92,,
2000-01-03,12.58,,
2000-01-04,12.33,,
2000-01-05,12.33,,
2000-01-06,12.31,,
2000-01-07,12.56,,
2000-01-10,12.39,,
2000-01-11,12.36,,
2000-01-12,12.31,,
2000-01-13,12.42,,
2000-01-14,12.17,,
2000-01-18,11.44,,
2000-01-19,10.83,,
2000-01-20,10.5,,
2000-01-21,10.36,,
2000-01-24,10.44,,
2000-01-25,10.36,,
2000-01-26,10.53,,
2000-01-27,10.61,,
2000-01-28,10.22,,
2000-01-31,11.19,,
2000-02-01,10.0,,
2000-02-02,10.31,,
2000-02-03,10.33,,
2000-02-04,10.25,,
2000-02-07,10.25,,
2000-02-08,9.89,,
2000-02-09,9.53,,
2000-02-10,9.31,,
2000-02-11,9.33,,
2000-02-14,9.11,,
2000-02-15,9.28,,
2000-02-16,9.22,,
2000-02-17,9.0,,
2000-02-18,8.83,,
2000-02-22,8.94,,
2000-02-23,8.72,,
2000-02-24,8.64,,
2000-02-25,8.61,,
2000-02-28,8.58,,
2000-02-29,8.81,,
2000-03-01,9.0,,
2000-03-02,8.75,,
2000-03-03,8.92,,
2000-03-06,8.72,,
2000-03-07,8.44,,
2000-03-08,8.53,,
2000-03-09,8.61,,
2000-03-10,8.5,,
2000-03-13,8.47,,
2000-03-14,8.47,,
2000-03-15,8.89,,
2000-03-16,10.06,,
2000-03-17,9.97,,
2000-03-20,10.03,,
2000-03-21,10.44,,
2000-03-22,10.31,,
2000-03-23,10.56,,
2000-03-24,10.61,,
2000-03-27,10.22,,
2000-03-28,10.06,,
2000-03-29,10.11,,
2000-03-30,10.42,,
2000-03-31,10.28,,
2000-04-03,10.53,,
2000-04-04,10.36,,
2000-04-05,10.47,,
2000-04-06,10.53,,
2000-04-07,10.47,,
2000-04-10,10.61,,
2000-04-11,10.61,,
2000-04-12,10.67,,
2000-04-13,10.61,,
2000-04-14,9.94,,
2000-04-17,9.94,,
2000-04-18,10.19,,
2000-04-19,9.86,,
2000-04-20,10.06,,
2000-04-24,10.61,,
2000-04-25,11.11,,
2000-04-26,10.72,,
2000-04-27,10.42,,
2000-04-28,11.14,,
2000-05-01,11.39,,
2000-05-02,11.0,,
2000-05-03,10.75,,
2000-05-04,10.64,,
2000-05-05,10.53,,
2000-05-08,10.81,,
2000-05-09,10.75,,
2000-05-10,10.42,,
2000-05-11,10.36,,
2000-05-12,10.75,,
2000-05-15,11.06,,
2000-05-16,11.17,,
2000-05-17,11.17,,
2000-05-18,11.39,,
2000-05-19,11.11,,
2000-05-22,11.53,,
2000-05-23,11.61,,
2000-05-24,12.08,,
2000-05-25,11.69,,
2000-05-26,11.67,,
2000-05-30,11.72,,
2000-05-31,12.08,,
2000-06-01,12.58,,
2000-06-02,12.31,,
2000-06-05,12.14,,
2000-06-06,12.19,,
2000-06-07,12.44,,
2000-06-08,11.97,,
2000-06-09,12.08,,
2000-06-12,11.94,,
2000-06-13,12.17,,
2000-06-14,12.06,,
2000-06-15,11.67,,
2000-06-16,11.5,,
2000-06-19,11.44,,
2000-06-20,10.92,,
2000-06-21,11.0,,
2000-06-22,10.86,,
2000-06-23,11.11,,
2000-06-26,11.14,,
2000-06-27,11.33,,
2000-06-28,11.37,,
2000-06-29,11.44,,
2000-06-30,10.97,,
2000-07-03,11.36,,
2000-07-05,11.14,,
2000-07-06,11.42,,
2000-07-07,11.58,,
2000-07-10,11.33,,
2000-07-11,11.47,,
2000-07-12,11.69,,
2000-07-13,11.56,,
2000-07-14,11.83,,
2000-07-17,11.28,,
2000-07-18,11.14,,
2000-07-19,10.86,,
2000-07-20,10.89,,
2000-07-21,11.0,,
2000-07-24,10.89,,
2000-07-25,11.17,,
2000-07-26,11.36,,
2000-07-27,11.47,,
2000-07-28,11.14,,
2000-07-31,11.06,,
2000-08-01,11.5,,
2000-08-02,11.33,,
2000-08-03,11.06,,
2000-08-04,11.83,,
2000-08-07,11.72,,
2000-08-08,11.97,,
2000-08-09,11.58,,
2000-08-10,11.44,,
2000-08-11,12.06,,
2000-08-14,12.58,,
2000-08-15,12.47,,
2000-08-16,12.03,,
2000-08-17,11.97,,
2000-08-18,12.0,,
2000-08-21,12.19,,
2000-08-22,12.31,,
2000-08-23,12.22,,
2000-08-24,12.03,,
2000-08-25,11.97,,
2000-08-28,11.92,,
2000-08-29,11.94,,
2000-08-30,12.31,,
2000-08-31,12.48,,
2000-09-01,12.22,,
2000-09-05,12.22,,
2000-09-06,12.47,,
2000-09-07,12.31,,
2000-09-08,12.75,,
2000-09-11,12.67,,
2000-09-12,12.69,,
2000-09-13,13.06,,
2000-09-14,12.78,,
2000-09-15,12.47,,
2000-09-18,12.03,,
2000-09-19,12.25,,
2000-09-20,12.22,,
2000-09-21,12.14,,
2000-09-22,12.44,,
2000-09-25,12.28,,
2000-09-26,12.33,,
2000-09-27,12.61,,
2000-09-28,12.75,,
2000-09-29,12.36,,
2000-10-02,13.17,,
2000-10-03,12.72,,
2000-10-04,12.69,,
2000-10-05,12.83,,
2000-10-06,12.69,,
2000-10-09,12.53,,
2000-10-10,12.58,,
2000-10-11,12.61,,
2000-10-12,12.06,,
2000-10-13,12.5,,
2000-10-16,12.69,,
2000-10-17,12.47,,
2000-10-18,12.31,,
2000-10-19,12.78,,
2000-10-20,12.92,,
2000-10-23,12.64,,
2000-10-24,13.42,,
2000-10-25,14.0,,
2000-10-26,14.0,,
2000-10-27,14.0,,
2000-10-30,15.03,,
2000-10-31,14.81,,
2000-11-01,15.03,,
2000-11-02,15.08,,
2000-11-03,14.58,,
2000-11-06,14.53,,
2000-11-07,14.58,,
2000-11-08,14.67,,
2000-11-09,15.22,,
2000-11-10,15.08,,
2000-11-13,14.92,,
2000-11-14,15.22,,
2000-11-15,15.19,,
2000-11-16,16.14,,
2000-11-17,17.11,,
2000-11-20,16.64,,
2000-11-21,16.72,,
2000-11-22,16.25,,
2000-11-24,16.47,,
2000-11-27,16.56,,
2000-11-28,16.5,,
2000-11-29,16.69,,
2000-11-30,16.89,,
2000-12-01,16.89,,
2000-12-04,17.0,,
2000-12-05,17.25,,
2000-12-06,17.44,,
2000-12-07,17.86,,
2000-12-08,18.11,,
2000-12-11,18.17,,
2000-12-12,17.89,,
2000-12-13,17.69,,
2000-12-14,17.08,,
2000-12-15,16.92,,
2000-12-18,17.39,,
2000-12-19,16.83,,
2000-12-20,16.61,,
2000-12-21,17.08,,
2000-12-22,16.89,,
2000-12-26,16.56,,
2000-12-27,16.56,,
2000-12-28,17.11,,
2000-12-29,17.08,,
2001-01-02,16.33,,
2001-01-03,16.72,,
2001-01-04,15.53,,
2001-01-05,15.11,,
2001-01-08,15.33,,
2001-01-09,15.5,,
2001-01-10,15.64,,
2001-01-11,15.06,,
2001-01-12,14.83,,
2001-01-16,15.17,,
2001-01-17,15.11,,
2001-01-18,15.06,,
2001-01-19,14.78,,
2001-01-22,15.22,,
2001-01-23,15.5,,
2001-01-24,15.78,,
2001-01-25,15.81,,
2001-01-26,15.89,,
2001-01-29,15.71,,
2001-01-30,15.8,,
2001-01-31,15.42,,
2001-02-01,15.29,,
2001-02-02,15.42,,
2001-02-05,15.59,,
2001-02-06,15.01,,
2001-02-07,15.21,,
2001-02-08,15.21,,
2001-02-09,15.11,,
2001-02-12,15.76,,
2001-02-13,15.76,,
2001-02-14,15.63,,
2001-02-15,15.33,,
2001-02-16,15.56,,
2001-02-20,15.15,,
2001-02-21,14.98,,
2001-02-22,15.05,,
2001-02-23,14.96,,
2001-02-26,15.26,,
2001-02-27,15.81,,
2001-02-28,15.46,,
2001-03-01,15.76,,
2001-03-02,16.12,,
2001-03-05,16.08,,
2001-03-06,16.19,,
2001-03-07,16.14,,
2001-03-08,16.13,,
2001-03-09,16.09,,
2001-03-12,15.99,,
2001-03-13,15.99,,
2001-03-14,15.73,,
2001-03-15,15.98,,
2001-03-16,15.82,,
2001-03-19,15.94,,
2001-03-20,15.88,,
2001-03-21,15.92,,
2001-03-22,15.84,,
2001-03-23,16.04,,
2001-03-26,16.34,,
2001-03-27,16.6,,
2001-03-28,16.66,,
2001-03-29,16.82,,
2001-03-30,17.26,,
2001-04-02,17.23,,
2001-04-03,16.72,,
2001-04-04,16.89,,
2001-04-05,17.3,,
2001-04-06,16.87,,
2001-04-09,16.98,,
2001-04-10,17.25,,
2001-04-11,17.01,,
2001-04-12,17.12,,
2001-04-16,17.19,,
2001-04-17,17.76,,
2001-04-18,17.72,,
2001-04-19,16.71,,
2001-04-20,16.6,,
2001-04-23,16.37,,
2001-04-24,16.38,,
2001-04-25,16.8,,
2001-04-26,16.88,,
2001-04-27,16.98,,
2001-04-30,16.84,,
2001-05-01,16.91,,
2001-05-02,16.57,,
2001-05-03,16.44,,
2001-05-04,16.54,,
2001-05-07,16.39,,
2001-05-08,16.5,,
2001-05-09,16.36,,
2001-05-10,16.42,,
2001-05-11,16.39,,
2001-05-14,16.25,,
2001-05-15,16.51,,
2001-05-16,16.49,,
2001-05-17,16.4,,
2001-05-18,16.34,,
2001-05-21,16.58,,
2001-05-22,16.64,,
2001-05-23,16.57,,
2001-05-24,16.68,,
2001-05-25,16.67,,
2001-05-29,16.89,,
2001-05-30,16.78,,
2001-05-31,16.85,,
2001-06-01,16.84,,
2001-06-04,17.01,,
2001-06-05,17.2,,
2001-06-06,17.12,,
2001-06-07,17.13,,
2001-06-08,17.16,,
2001-06-11,17.13,,
2001-06-12,17.16,,
2001-06-13,17.16,,
2001-06-14,17.11,,
2001-06-15,17.13,,
2001-06-18,17.3,,
2001-06-19,17.43,,
2001-06-20,17.57,,
2001-06-21,17.76,,
2001-06-22,17.49,,
2001-06-25,17.44,,
2001-06-26,17.62,,
2001-06-27,17.73,,
2001-06-28,17.79,,
2001-06-29,17.87,,
2001-07-02,18.08,,
2001-07-03,18.01,,
2001-07-05,18.07,,
2001-07-06,17.78,,
2001-07-09,17.88,,
2001-07-10,17.78,,
2001-07-11,17.77,,
2001-07-12,17.97,,
2001-07-13,18.18,,
2001-07-16,18.24,,
2001-07-17,18.18,,
2001-07-18,18.21,,
2001-07-19,18.17,,
2001-07-20,17.82,,
2001-07-23,17.61,,
2001-07-24,17.68,,
2001-07-25,17.88,,
2001-07-26,17.94,,
2001-07-27,18.02,,
2001-07-30,18.01,,
2001-07-31,18.45,,
2001-08-01,18.49,,
2001-08-02,18.41,,
2001-08-03,18.35,,
2001-08-06,18.13,,
2001-08-07,18.26,,
2001-08-08,18.43,,
2001-08-09,18.34,,
2001-08-10,18.54,,
2001-08-13,18.67,,
2001-08-14,18.71,,
2001-08-15,18.84,,
2001-08-16,18.95,,
2001-08-17,18.89,,
2001-08-20,18.95,,
2001-08-21,19.0,,
2001-08-22,18.84,,
2001-08-23,18.95,,
2001-08-24,19.13,,
2001-08-27,18.84,,
2001-08-28,18.72,,
2001-08-29,18.62,,
2001-08-30,18.83,,
2001-08-31,18.77,,
2001-09-04,18.61,,
2001-09-05,18.41,,
2001-09-06,18.08,,
2001-09-07,17.54,,
2001-09-10,17.75,,
2001-09-17,16.98,,
2001-09-18,16.72,,
2001-09-19,16.25,,
2001-09-20,15.87,,
2001-09-21,15.82,,
2001-09-24,16.56,,
2001-09-25,16.61,,
2001-09-26,16.62,,
2001-09-27,16.94,,
2001-09-28,17.33,,
2001-10-01,17.19,,
2001-10-02,17.5,,
2001-10-03,17.76,,
2001-10-04,17.72,,
2001-10-05,17.42,,
2001-10-08,16.93,,
2001-10-09,17.13,,
2001-10-10,17.46,,
2001-10-11,17.35,,
2001-10-12,17.3,,
2001-10-15,17.32,,
2001-10-16,17.39,,
2001-10-17,17.24,,
2001-10-18,17.0,,
2001-10-19,16.95,,
2001-10-22,17.38,,
2001-10-23,17.11,,
2001-10-24,16.47,,
2001-10-25,16.78,,
2001-10-26,17.02,,
2001-10-29,16.8,,
2001-10-30,16.64,,
2001-10-31,16.46,,
2001-11-01,16.75,,
2001-11-02,17.14,,
2001-11-05,17.54,,
2001-11-06,17.6,,
2001-11-07,17.48,,
2001-11-08,17.56,,
2001-11-09,17.35,,
2001-11-12,17.33,,
2001-11-13,17.56,,
2001-11-14,17.54,,
2001-11-15,17.54,,
2001-11-16,17.52,,
2001-11-19,17.58,,
2001-11-20,17.6,,
2001-11-21,17.47,,
2001-11-23,17.57,,
2001-11-26,17.52,,
2001-11-27,17.52,,
2001-11-28,17.49,,
2001-11-29,17.65,,
2001-11-30,17.53,,
2001-12-03,17.42,,
2001-12-04,17.52,,
2001-12-05,17.41,,
2001-12-06,17.24,,
2001-12-07,17.38,,
2001-12-10,17.03,,
2001-12-11,17.01,,
2001-12-12,17.06,,
2001-12-13,16.98,,
2001-12-14,17.04,,
2001-12-17,17.1,,
2001-12-18,17.24,,
2001-12-19,17.27,,
2001-12-20,17.39,,
2001-12-21,17.28,,
2001-12-24,17.26,,
2001-12-26,17.23,,
2001-12-27,17.19,,
2001-12-28,17.29,,
2001-12-31,17.48,,
2002-01-02,17.24,,
2002-01-03,17.16,,
2002-01-04,17.3,,
2002-01-07,17.08,,
2002-01-08,17.01,,
2002-01-09,17.05,,
2002-01-10,17.15,,
2002-01-11,16.96,,
2002-01-14,16.82,,
2002-01-15,16.99,,
2002-01-16,16.86,,
2002-01-17,16.93,,
2002-01-18,16.86,,
2002-01-22,16.78,,
2002-01-23,16.94,,
2002-01-24,17.01,,
2002-01-25,17.09,,
2002-01-28,16.72,,
2002-01-29,16.39,,
2002-01-30,16.54,,
2002-01-31,16.88,,
2002-02-01,16.82,,
2002-02-04,16.55,,
2002-02-05,16.48,,
2002-02-06,16.44,,
2002-02-07,16.44,,
2002-02-08,16.66,,
2002-02-11,16.64,,
2002-02-12,16.64,,
2002-02-13,17.06,,
2002-02-14,17.12,,
2002-02-15,17.02,,
2002-02-19,16.98,,
2002-02-20,17.09,,
2002-02-21,16.85,,
2002-02-22,16.98,,
2002-02-25,17.52,,
2002-02-26,17.68,,
2002-02-27,17.81,,
2002-02-28,17.86,,
2002-03-01,18.06,,
2002-03-04,18.6,,
2002-03-05,18.49,,
2002-03-06,18.57,,
2002-03-07,18.27,,
2002-03-08,18.31,,
2002-03-11,18.18,,
2002-03-12,18.12,,
2002-03-13,17.96,,
2002-03-14,18.08,,
2002-03-15,18.22,,
2002-03-18,18.13,,
2002-03-19,18.07,,
2002-03-20,17.95,,
2002-03-21,17.95,,
2002-03-22,17.84,,
2002-03-25,17.66,,
2002-03-26,17.53,,
2002-03-27,17.86,,
2002-03-28,17.91,,
2002-04-01,17.67,,
2002-04-02,17.79,,
2002-04-03,17.77,,
2002-04-04,17.79,,
2002-04-05,18.03,,
2002-04-08,18.04,,
2002-04-09,18.27,,
2002-04-10,18.56,,
2002-04-11,18.28,,
2002-04-12,18.45,,
2002-04-15,18.23,,
2002-04-16,18.39,,
2002-04-17,18.51,,
2002-04-18,18.2,,
2002-04-19,18.36,,
2002-04-22,18.3,,
2002-04-23,18.03,,
2002-04-24,18.2,,
2002-04-25,18.0,,
2002-04-26,18.05,,
2002-04-29,18.06,,
2002-04-30,18.17,,
2002-05-01,18.34,,
2002-05-02,18.27,,
2002-05-03,18.27,,
2002-05-06,18.06,,
2002-05-07,17.9,,
2002-05-08,18.04,,
2002-05-09,17.91,,
2002-05-10,17.79,,
2002-05-13,18.07,,
2002-05-14,18.04,,
2002-05-15,18.01,,
2002-05-16,18.14,,
2002-05-17,18.31,,
2002-05-20,17.97,,
2002-05-21,17.96,,
2002-05-22,18.05,,
2002-05-23,18.13,,
2002-05-24,18.12,,
2002-05-28,18.04,,
2002-05-29,18.06,,
2002-05-30,17.88,,
2002-05-31,17.94,,
2002-06-03,17.86,,
2002-06-04,17.67,,
2002-06-05,18.01,,
2002-06-06,17.82,,
2002-06-07,17.91,,
2002-06-10,18.01,,
2002-06-11,17.56,,
2002-06-12,17.53,,
2002-06-13,17.24,,
2002-06-14,17.3,,
2002-06-17,17.58,,
2002-06-18,17.5,,
2002-06-19,17.34,,
2002-06-20,17.16,,
2002-06-21,17.12,,
2002-06-24,16.8,,
2002-06-25,16.73,,
2002-06-26,16.64,,
2002-06-27,16.76,,
2002-06-28,16.98,,
2002-07-01,16.66,,
2002-07-02,16.33,,
2002-07-03,16.16,,
2002-07-05,16.59,,
2002-07-08,16.49,,
2002-07-09,15.96,,
2002-07-10,15.5,,
2002-07-11,15.72,,
2002-07-12,15.67,,
2002-07-15,15.68,,
2002-07-16,15.45,,
2002-07-17,15.25,,
2002-07-18,14.76,,
2002-07-19,14.61,,
2002-07-22,13.78,,
2002-07-23,13.9,,
2002-07-24,14.41,,
2002-07-25,14.37,,
2002-07-26,14.78,,
2002-07-29,15.83,,
2002-07-30,15.77,,
2002-07-31,16.11,,
2002-08-01,15.76,,
2002-08-02,15.4,,
2002-08-05,14.99,,
2002-08-06,15.21,,
2002-08-07,15.4,,
2002-08-08,15.85,,
2002-08-09,16.14,,
2002-08-12,16.1,,
2002-08-13,15.69,,
2002-08-14,16.31,,
2002-08-15,16.32,,
2002-08-16,16.33,,
2002-08-19,16.56,,
2002-08-20,16.44,,
2002-08-21,16.54,,
2002-08-22,16.82,,
2002-08-23,16.44,,
2002-08-26,16.62,,
2002-08-27,16.57,,
2002-08-28,16.36,,
2002-08-29,16.54,,
2002-08-30,16.6,,
2002-09-03,16.1,,
2002-09-04,16.15,,
2002-09-05,16.13,,
2002-09-06,16.2,,
2002-09-09,16.4,,
2002-09-10,16.35,,
2002-09-11,16.32,,
2002-09-12,15.93,,
2002-09-13,16.12,,
2002-09-16,16.02,,
2002-09-17,15.56,,
2002-09-18,15.56,,
2002-09-19,15.29,,
2002-09-20,15.28,,
2002-09-23,15.38,,
2002-09-24,14.96,,
2002-09-25,15.42,,
2002-09-26,15.84,,
2002-09-27,15.33,,
2002-09-30,15.23,4622000.0,-0.9999967048896582
2002-10-01,16.08,4622000.0,-0.9999965209865859
2002-10-02,15.5,4622000.0,-0.9999966464733882
2002-10-03,15.17,4622000.0,-0.9999967178710515
2002-10-04,14.6,4622000.0,-0.9999968411942882
2002-10-07,14.37,4622000.0,-0.999996890956296
2002-10-08,15.18,4622000.0,-0.9999967157074859
2002-10-09,14.43,4622000.0,-0.9999968779749027
2002-10-10,15.2,4622000.0,-0.9999967113803548
2002-10-11,15.44,4622000.0,-0.9999966594547814
2002-10-14,15.45,4622000.0,-0.9999966572912159
2002-10-15,16.07,4622000.0,-0.9999965231501514
2002-10-16,15.91,4622000.0,-0.9999965577672003
2002-10-17,16.28,4622000.0,-0.9999964777152748
2002-10-18,16.11,4622000.0,-0.9999965144958892
2002-10-21,15.6,4622000.0,-0.9999966248377326
2002-10-22,15.77,4622000.0,-0.9999965880571181
2002-10-23,15.89,4622000.0,-0.9999965620943314
2002-10-24,16.04,4622000.0,-0.9999965296408481
2002-10-25,16.31,4622000.0,-0.9999964712245781
2002-10-28,16.16,4622000.0,-0.9999965036780615
2002-10-29,15.89,4622000.0,-0.9999965620943314
2002-10-30,15.9,4622000.0,-0.9999965599307659
2002-10-31,15.91,4622000.0,-0.9999965577672003
2002-11-01,16.0,4622000.0,-0.9999965382951104
2002-11-04,16.3,4622000.0,-0.9999964733881437
2002-11-05,16.25,4622000.0,-0.9999964842059714
2002-11-06,16.45,4622000.0,-0.9999964409346603
2002-11-07,16.07,4622000.0,-0.9999965231501514
2002-11-08,16.02,4622000.0,-0.9999965339679793
2002-11-11,15.84,4622000.0,-0.9999965729121593
2002-11-12,15.86,4622000.0,-0.9999965685850282
2002-11-13,15.99,4622000.0,-0.9999965404586759
2002-11-14,16.35,4622000.0,-0.9999964625703159
2002-11-15,16.48,4622000.0,-0.9999964344439637
2002-11-18,16.18,4622000.0,-0.9999964993509304
2002-11-19,16.32,4622000.0,-0.9999964690610126
2002-11-20,16.6,4622000.0,-0.999996408481177
2002-11-21,16.87,4622000.0,-0.999996350064907
2002-11-22,16.76,4622000.0,-0.9999963738641281
2002-11-25,16.6,4622000.0,-0.999996408481177
2002-11-26,16.23,4622000.0,-0.9999964885331025
2002-11-27,16.68,4622000.0,-0.9999963911726525
2002-11-29,16.51,4622000.0,-0.9999964279532669
2002-12-02,16.59,4622000.0,-0.9999964106447425
2002-12-03,16.71,4622000.0,-0.9999963846819558
2002-12-04,16.77,4622000.0,-0.9999963717005625
2002-12-05,16.52,4622000.0,-0.9999964257897014
2002-12-06,16.59,4622000.0,-0.9999964106447425
2002-12-09,16.25,4622000.0,-0.9999964842059714
2002-12-10,16.57,4622000.0,-0.9999964149718736
2002-12-11,16.8,4622000.0,-0.9999963652098659
2002-12-12,16.61,4622000.0,-0.9999964063176114
2002-12-13,16.63,4622000.0,-0.9999964019904803
2002-12-16,16.64,4622000.0,-0.9999963998269148
2002-12-17,16.66,4622000.0,-0.9999963954997837
2002-12-18,16.4,4622000.0,-0.9999964517524881
2002-12-19,16.24,4622000.0,-0.999996486369537
2002-12-20,16.34,4622000.0,-0.9999964647338815
2002-12-23,16.34,4622000.0,-0.9999964647338815
2002-12-24,16.35,4622000.0,-0.9999964625703159
2002-12-26,16.47,4622000.0,-0.9999964366075292
2002-12-27,16.2,4622000.0,-0.9999964950237992
2002-12-30,16.34,4622000.0,-0.9999964647338815
2002-12-31,16.24,7790932000.0,-0.9999999979155254
2003-01-02,16.63,7790932000.0,-0.9999999978654672
2003-01-03,16.64,7790932000.0,-0.9999999978641837
2003-01-06,16.86,7790932000.0,-0.9999999978359457
2003-01-07,16.67,7790932000.0,-0.999999997860333
2003-01-08,16.62,7790932000.0,-0.9999999978667508
2003-01-09,16.94,7790932000.0,-0.9999999978256774
2003-01-10,16.78,7790932000.0,-0.9999999978462141
2003-01-13,16.93,7790932000.0,-0.9999999978269609
2003-01-14,17.11,7790932000.0,-0.9999999978038571
2003-01-15,16.84,7790932000.0,-0.9999999978385128
2003-01-16,16.73,7790932000.0,-0.9999999978526317
2003-01-17,16.74,7790932000.0,-0.9999999978513482
2003-01-21,16.56,7790932000.0,-0.999999997874452
2003-01-22,16.37,7790932000.0,-0.9999999978988393
2003-01-23,16.39,7790932000.0,-0.9999999978962723
2003-01-24,16.01,7790932000.0,-0.9999999979450469
2003-01-27,15.87,7790932000.0,-0.9999999979630165
2003-01-28,16.01,7790932000.0,-0.9999999979450469
2003-01-29,16.11,7790932000.0,-0.9999999979322114
2003-01-30,15.65,7790932000.0,-0.9999999979912545
2003-01-31,15.96,7790932000.0,-0.9999999979514645
2003-02-03,15.96,7790932000.0,-0.9999999979514645
2003-02-04,15.61,7790932000.0,-0.9999999979963886
2003-02-05,15.67,7790932000.0,-0.9999999979886873
2003-02-06,15.42,7790932000.0,-0.999999998020776
2003-02-07,15.86,7790932000.0,-0.9999999979643001
2003-02-10,15.8,7790932000.0,-0.9999999979720013
2003-02-11,15.57,7790932000.0,-0.9999999980015228
2003-02-12,15.34,7790932000.0,-0.9999999980310443
2003-02-13,15.41,7790932000.0,-0.9999999980220595
2003-02-14,15.8,7790932000.0,-0.9999999979720013
2003-02-18,15.99,7790932000.0,-0.999999997947614
2003-02-19,15.97,7790932000.0,-0.999999997950181
2003-02-20,16.0,7790932000.0,-0.9999999979463304
2003-02-21,16.2,7790932000.0,-0.9999999979206595
2003-02-24,16.05,7790932000.0,-0.9999999979399127
2003-02-25,16.03,7790932000.0,-0.9999999979424798
2003-02-26,15.71,7790932000.0,-0.9999999979835532
2003-02-27,16.1,7790932000.0,-0.999999997933495
2003-02-28,16.14,7790932000.0,-0.9999999979283608
2003-03-03,16.16,7790932000.0,-0.9999999979257937
2003-03-04,15.85,7790932000.0,-0.9999999979655836
2003-03-05,15.91,7790932000.0,-0.9999999979578823
2003-03-06,15.7,7790932000.0,-0.9999999979848367
2003-03-07,15.84,7790932000.0,-0.9999999979668671
2003-03-10,15.37,7790932000.0,-0.9999999980271936
2003-03-11,14.81,7790932000.0,-0.9999999980990721
2003-03-12,14.96,7790932000.0,-0.999999998079819
2003-03-13,15.42,7790932000.0,-0.999999998020776
2003-03-14,15.63,7790932000.0,-0.9999999979938216
2003-03-17,16.25,7790932000.0,-0.9999999979142419
2003-03-18,16.21,7790932000.0,-0.999999997919376
2003-03-19,16.35,7790932000.0,-0.9999999979014064
2003-03-20,16.31,7790932000.0,-0.9999999979065406
2003-03-21,16.66,7790932000.0,-0.9999999978616165
2003-03-24,16.04,7790932000.0,-0.9999999979411962
2003-03-25,16.28,7790932000.0,-0.9999999979103912
2003-03-26,16.18,7790932000.0,-0.9999999979232267
2003-03-27,16.08,7790932000.0,-0.9999999979360621
2003-03-28,16.02,16.0142173047113,0.00036109759088875926
2003-03-31,15.91,16.2742173047113,-0.022380019750987357
2003-04-01,16.17,16.5242173047113,-0.021436253117435466
2003-04-02,16.42,16.4742173047113,-0.0032910397931799062
2003-04-03,16.37,16.684217304711296,-0.018833206195568275
2003-04-04,16.58,16.644217304711297,-0.003858235177758851
2003-04-07,16.54,16.584217304711302,-0.0026662280105761438
2003-04-08,16.48,16.5242173047113,-0.002675909175963942
2003-04-09,16.42,16.624217304711298,-0.012284325990699174
2003-04-10,16.52,16.7742173047113,-0.015155240932755776
2003-04-11,16.67,17.184217304711296,-0.029923812972867503
2003-04-14,17.08,17.3442173047113,-0.015233740449015931
2003-04-15,17.24,16.9742173047113,0.015658023608247973
2003-04-16,16.87,17.0642173047113,-0.01138155364780058
2003-04-17,16.96,16.8842173047113,0.004488374789369365
2003-04-21,16.78,17.484217304711297,-0.040277313673145576
2003-04-22,17.38,17.484217304711297,-0.005960650276476298
2003-04-23,17.38,17.204217304711303,0.010217418913940346
2003-04-24,17.1,16.9742173047113,0.007410220632311004
2003-04-25,16.87,17.3442173047113,-0.027341522328740986
2003-04-28,17.24,17.2642173047113,-0.001402745591292498
2003-04-29,17.16,17.3242173047113,-0.009479060544146045
2003-04-30,17.22,17.364217304711296,-0.008305430770678468
2003-05-01,17.26,17.5442173047113,-0.01620005610822972
2003-05-02,17.44,17.2942173047113,0.00842956305683673
2003-05-05,17.19,17.4742173047113,-0.016264951943493866
2003-05-06,17.37,17.334217304711302,0.0020642809917337246
2003-05-07,17.23,17.1742173047113,0.0032480487639690026
