date,CNP,dcf,Deviation
2000-08-01,28.4,,
2000-08-02,29.19,,
2000-08-03,29.73,,
2000-08-04,29.98,,
2000-08-07,31.1,,
2000-08-08,31.09,,
2000-08-09,30.91,,
2000-08-10,30.89,,
2000-08-11,31.15,,
2000-08-14,31.19,,
2000-08-15,31.35,,
2000-08-16,31.36,,
2000-08-17,31.14,,
2000-08-18,31.14,,
2000-08-21,31.09,,
2000-08-22,30.87,,
2000-08-23,31.56,,
2000-08-24,30.93,,
2000-08-25,30.61,,
2000-08-28,31.45,,
2000-08-29,30.98,,
2000-08-30,31.14,,
2000-08-31,31.2,,
2000-09-01,31.78,,
2000-09-05,31.93,,
2000-09-06,32.67,,
2000-09-07,32.72,,
2000-09-08,33.48,,
2000-09-11,34.26,,
2000-09-12,33.72,,
2000-09-13,33.19,,
2000-09-14,32.93,,
2000-09-15,33.61,,
2000-09-18,34.66,,
2000-09-19,33.67,,
2000-09-20,32.77,,
2000-09-21,32.24,,
2000-09-22,33.25,,
2000-09-25,33.25,,
2000-09-26,34.88,,
2000-09-27,37.37,,
2000-09-28,37.94,,
2000-09-29,39.2,,
2000-10-02,40.62,,
2000-10-03,39.46,,
2000-10-04,38.62,,
2000-10-05,37.51,,
2000-10-06,37.25,,
2000-10-09,37.57,,
2000-10-10,38.41,,
2000-10-11,38.62,,
2000-10-12,37.57,,
2000-10-13,37.67,,
2000-10-16,39.04,,
2000-10-17,39.36,,
2000-10-18,38.09,,
2000-10-19,37.94,,
2000-10-20,36.2,,
2000-10-23,36.72,,
2000-10-24,35.72,,
2000-10-25,34.25,,
2000-10-26,34.3,,
2000-10-27,34.62,,
2000-10-30,35.2,,
2000-10-31,34.83,,
2000-11-01,35.2,,
2000-11-02,35.14,,
2000-11-03,34.51,,
2000-11-06,33.61,,
2000-11-07,33.04,,
2000-11-08,32.77,,
2000-11-09,33.72,,
2000-11-10,34.46,,
2000-11-13,35.51,,
2000-11-14,32.98,,
2000-11-15,33.56,,
2000-11-16,34.3,,
2000-11-17,34.93,,
2000-11-20,35.04,,
2000-11-21,33.77,,
2000-11-22,34.04,,
2000-11-24,33.61,,
2000-11-27,33.25,,
2000-11-28,33.83,,
2000-11-29,33.67,,
2000-11-30,33.09,,
2000-12-01,34.04,,
2000-12-04,33.4,,
2000-12-05,32.88,,
2000-12-06,32.09,,
2000-12-07,32.67,,
2000-12-08,33.3,,
2000-12-11,33.61,,
2000-12-12,34.4,,
2000-12-13,34.77,,
2000-12-14,33.77,,
2000-12-15,33.51,,
2000-12-18,34.51,,
2000-12-19,34.83,,
2000-12-20,35.88,,
2000-12-21,36.3,,
2000-12-22,36.14,,
2000-12-26,37.2,,
2000-12-27,37.2,,
2000-12-28,36.78,,
2000-12-29,36.51,,
2001-01-02,35.99,,
2001-01-03,32.98,,
2001-01-04,31.61,,
2001-01-05,30.87,,
2001-01-08,31.4,,
2001-01-09,30.4,,
2001-01-10,29.93,,
2001-01-11,27.34,,
2001-01-12,28.66,,
2001-01-16,28.08,,
2001-01-17,27.92,,
2001-01-18,28.71,,
2001-01-19,28.45,,
2001-01-22,29.66,,
2001-01-23,29.61,,
2001-01-24,30.56,,
2001-01-25,31.19,,
2001-01-26,31.67,,
2001-01-29,31.91,,
2001-01-30,31.51,,
2001-01-31,31.78,,
2001-02-01,31.28,,
2001-02-02,31.73,,
2001-02-05,32.03,,
2001-02-06,32.33,,
2001-02-07,33.67,,
2001-02-08,34.66,,
2001-02-09,34.77,,
2001-02-12,34.62,,
2001-02-13,34.32,,
2001-02-14,34.09,,
2001-02-15,34.21,,
2001-02-16,34.61,,
2001-02-20,35.33,,
2001-02-21,35.32,,
2001-02-22,35.41,,
2001-02-23,34.81,,
2001-02-26,35.18,,
2001-02-27,35.73,,
2001-02-28,35.41,,
2001-03-01,35.07,,
2001-03-02,35.21,,
2001-03-05,35.0,,
2001-03-06,34.92,,
2001-03-07,34.87,,
2001-03-08,35.14,,
2001-03-09,35.34,,
2001-03-12,35.28,,
2001-03-13,35.7,,
2001-03-14,35.49,,
2001-03-15,35.89,,
2001-03-16,35.41,,
2001-03-19,35.65,,
2001-03-20,35.49,,
2001-03-21,34.79,,
2001-03-22,33.39,,
2001-03-23,33.13,,
2001-03-26,34.55,,
2001-03-27,35.71,,
2001-03-28,36.15,,
2001-03-29,36.9,,
2001-03-30,38.15,,
2001-04-02,38.48,,
2001-04-03,39.52,,
2001-04-04,38.93,,
2001-04-05,38.23,,
2001-04-06,36.71,,
2001-04-09,37.77,,
2001-04-10,38.63,,
2001-04-11,38.36,,
2001-04-12,38.39,,
2001-04-16,39.62,,
2001-04-17,41.24,,
2001-04-18,41.5,,
2001-04-19,41.38,,
2001-04-20,41.48,,
2001-04-23,41.23,,
2001-04-24,41.31,,
2001-04-25,41.31,,
2001-04-26,42.06,,
2001-04-27,40.82,,
2001-04-30,41.77,,
2001-05-01,42.17,,
2001-05-02,40.34,,
2001-05-03,39.57,,
2001-05-04,39.35,,
2001-05-07,39.38,,
2001-05-08,38.65,,
2001-05-09,38.87,,
2001-05-10,38.69,,
2001-05-11,38.9,,
2001-05-14,39.17,,
2001-05-15,38.49,,
2001-05-16,39.37,,
2001-05-17,39.01,,
2001-05-18,39.12,,
2001-05-21,39.88,,
2001-05-22,39.73,,
2001-05-23,40.02,,
2001-05-24,40.22,,
2001-05-25,38.94,,
2001-05-29,38.19,,
2001-05-30,38.23,,
2001-05-31,38.85,,
2001-06-01,38.4,,
2001-06-04,38.36,,
2001-06-05,36.04,,
2001-06-06,34.95,,
2001-06-07,35.1,,
2001-06-08,35.49,,
2001-06-11,36.29,,
2001-06-12,36.24,,
2001-06-13,31.61,,
2001-06-14,30.28,,
2001-06-15,29.4,,
2001-06-18,28.49,,
2001-06-19,28.11,,
2001-06-20,26.98,,
2001-06-21,26.17,,
2001-06-22,26.5,,
2001-06-25,25.75,,
2001-06-26,25.71,,
2001-06-27,26.47,,
2001-06-28,26.56,,
2001-06-29,27.15,,
2001-07-02,26.97,,
2001-07-03,26.6,,
2001-07-05,26.59,,
2001-07-06,27.31,,
2001-07-09,27.39,,
2001-07-10,27.57,,
2001-07-11,27.03,,
2001-07-12,26.25,,
2001-07-13,26.31,,
2001-07-16,26.06,,
2001-07-17,25.71,,
2001-07-18,25.33,,
2001-07-19,25.12,,
2001-07-20,24.78,,
2001-07-23,23.92,,
2001-07-24,23.6,,
2001-07-25,25.71,,
2001-07-26,27.23,,
2001-07-27,27.31,,
2001-07-30,26.8,,
2001-07-31,26.55,,
2001-08-01,26.72,,
2001-08-02,26.82,,
2001-08-03,26.64,,
2001-08-06,26.09,,
2001-08-07,26.3,,
2001-08-08,26.18,,
2001-08-09,26.39,,
2001-08-10,26.6,,
2001-08-13,26.16,,
2001-08-14,26.01,,
2001-08-15,25.63,,
2001-08-16,25.51,,
2001-08-17,25.24,,
2001-08-20,25.13,,
2001-08-21,25.08,,
2001-08-22,25.17,,
2001-08-23,25.46,,
2001-08-24,25.64,,
2001-08-27,26.05,,
2001-08-28,26.23,,
2001-08-29,25.6,,
2001-08-30,25.46,,
2001-08-31,25.34,,
2001-09-04,25.7,,
2001-09-05,25.21,,
2001-09-06,25.42,,
2001-09-07,25.36,,
2001-09-10,25.26,,
2001-09-17,24.78,,
2001-09-18,24.29,,
2001-09-19,23.89,,
2001-09-20,24.27,,
2001-09-21,23.56,,
2001-09-24,23.26,,
2001-09-25,23.3,,
2001-09-26,22.63,,
2001-09-27,21.98,,
2001-09-28,22.19,,
2001-10-01,21.92,,
2001-10-02,22.17,,
2001-10-03,23.15,,
2001-10-04,23.52,,
2001-10-05,23.9,,
2001-10-08,23.62,,
2001-10-09,23.65,,
2001-10-10,23.23,,
2001-10-11,24.02,,
2001-10-12,23.83,,
2001-10-15,24.03,,
2001-10-16,24.35,,
2001-10-17,24.22,,
2001-10-18,23.56,,
2001-10-19,23.88,,
2001-10-22,24.3,,
2001-10-23,23.65,,
2001-10-24,22.91,,
2001-10-25,23.86,,
2001-10-26,24.07,,
2001-10-29,23.56,,
2001-10-30,23.44,,
2001-10-31,23.56,,
2001-11-01,23.52,,
2001-11-02,23.21,,
2001-11-05,23.81,,
2001-11-06,23.62,,
2001-11-07,23.49,,
2001-11-08,23.49,,
2001-11-09,23.38,,
2001-11-12,23.15,,
2001-11-13,22.93,,
2001-11-14,22.74,,
2001-11-15,22.5,,
2001-11-16,22.79,,
2001-11-19,22.95,,
2001-11-20,23.0,,
2001-11-21,22.77,,
2001-11-23,23.0,,
2001-11-26,22.66,,
2001-11-27,22.98,,
2001-11-28,21.88,,
2001-11-29,21.75,,
2001-11-30,21.54,,
2001-12-03,21.26,,
2001-12-04,21.15,,
2001-12-05,21.62,,
2001-12-06,21.61,,
2001-12-07,21.81,,
2001-12-10,20.85,,
2001-12-11,20.65,,
2001-12-12,21.12,,
2001-12-13,21.44,,
2001-12-14,20.65,,
2001-12-17,19.93,,
2001-12-18,20.45,,
2001-12-19,21.34,,
2001-12-20,21.88,,
2001-12-21,21.83,,
2001-12-24,21.87,,
2001-12-26,22.14,,
2001-12-27,22.55,,
2001-12-28,22.6,,
2001-12-31,22.36,,
2002-01-02,22.59,,
2002-01-03,22.63,,
2002-01-04,22.21,,
2002-01-07,22.63,,
2002-01-08,22.32,,
2002-01-09,22.0,,
2002-01-10,22.12,,
2002-01-11,21.77,,
2002-01-14,22.03,,
2002-01-15,22.36,,
2002-01-16,22.17,,
2002-01-17,21.91,,
2002-01-18,22.07,,
2002-01-22,21.54,,
2002-01-23,21.58,,
2002-01-24,21.6,,
2002-01-25,21.44,,
2002-01-28,21.54,,
2002-01-29,21.03,,
2002-01-30,21.0,,
2002-01-31,21.14,,
2002-02-01,21.19,,
2002-02-04,21.01,,
2002-02-05,19.34,,
2002-02-06,17.84,,
2002-02-07,18.35,,
2002-02-08,18.65,,
2002-02-11,18.88,,
2002-02-12,19.11,,
2002-02-13,19.52,,
2002-02-14,18.61,,
2002-02-15,18.21,,
2002-02-19,18.0,,
2002-02-20,17.69,,
2002-02-21,17.69,,
2002-02-22,17.26,,
2002-02-25,17.16,,
2002-02-26,17.7,,
2002-02-27,17.7,,
2002-02-28,17.53,,
2002-03-01,17.79,,
2002-03-04,18.59,,
2002-03-05,19.39,,
2002-03-06,19.97,,
2002-03-07,20.68,,
2002-03-08,20.81,,
2002-03-11,21.45,,
2002-03-12,20.91,,
2002-03-13,21.03,,
2002-03-14,20.57,,
2002-03-15,20.87,,
2002-03-18,21.08,,
2002-03-19,21.51,,
2002-03-20,21.33,,
2002-03-21,21.83,,
2002-03-22,21.92,,
2002-03-25,21.61,,
2002-03-26,21.37,,
2002-03-27,21.79,,
2002-03-28,21.74,,
2002-04-01,21.57,,
2002-04-02,21.3,,
2002-04-03,21.19,,
2002-04-04,21.08,,
2002-04-05,20.99,,
2002-04-08,20.91,,
2002-04-09,20.74,,
2002-04-10,20.85,,
2002-04-11,20.54,,
2002-04-12,20.65,,
2002-04-15,20.37,,
2002-04-16,20.51,,
2002-04-17,21.01,,
2002-04-18,21.24,,
2002-04-19,21.29,,
2002-04-22,21.46,,
2002-04-23,21.86,,
2002-04-24,21.59,,
2002-04-25,21.08,,
2002-04-26,21.05,,
2002-04-29,21.33,,
2002-04-30,21.4,,
2002-05-01,21.67,,
2002-05-02,21.75,,
2002-05-03,21.8,,
2002-05-06,21.83,,
2002-05-07,21.52,,
2002-05-08,21.1,,
2002-05-09,20.74,,
2002-05-10,18.12,,
2002-05-13,14.83,,
2002-05-14,13.38,,
2002-05-15,13.42,,
2002-05-16,12.22,,
2002-05-17,12.05,,
2002-05-20,12.87,,
2002-05-21,13.05,,
2002-05-22,13.42,,
2002-05-23,14.63,,
2002-05-24,15.38,,
2002-05-28,14.67,,
2002-05-29,13.93,,
2002-05-30,14.25,,
2002-05-31,14.34,,
2002-06-03,14.04,,
2002-06-04,14.51,,
2002-06-05,14.42,,
2002-06-06,14.26,,
2002-06-07,14.29,,
2002-06-10,14.32,,
2002-06-11,14.58,,
2002-06-12,14.47,,
2002-06-13,14.67,,
2002-06-14,14.52,,
2002-06-17,15.04,,
2002-06-18,14.92,,
2002-06-19,14.45,,
2002-06-20,14.33,,
2002-06-21,13.36,,
2002-06-24,12.63,,
2002-06-25,13.38,,
2002-06-26,13.43,,
2002-06-27,13.73,,
2002-06-28,14.25,,
2002-07-01,13.59,,
2002-07-02,12.95,,
2002-07-03,13.33,,
2002-07-05,13.53,,
2002-07-08,14.33,,
2002-07-09,13.61,,
2002-07-10,12.9,,
2002-07-11,13.32,,
2002-07-12,12.6,,
2002-07-15,12.86,,
2002-07-16,12.39,,
2002-07-17,12.4,,
2002-07-18,12.31,,
2002-07-19,11.7,,
2002-07-22,11.52,,
2002-07-23,6.66,,
2002-07-24,4.55,,
2002-07-25,7.42,,
2002-07-26,7.5,,
2002-07-29,7.76,,
2002-07-30,8.89,,
2002-07-31,8.48,,
2002-08-01,8.46,,
2002-08-02,7.81,,
2002-08-05,8.08,,
2002-08-06,8.35,,
2002-08-07,8.48,,
2002-08-08,8.96,,
2002-08-09,9.21,,
2002-08-12,9.74,,
2002-08-13,8.94,,
2002-08-14,9.26,,
2002-08-15,9.02,,
2002-08-16,8.43,,
2002-08-19,8.81,,
2002-08-20,8.77,,
2002-08-21,9.5,,
2002-08-22,10.27,,
2002-08-23,9.6,,
2002-08-26,10.41,,
2002-08-27,10.28,,
2002-08-28,10.12,,
2002-08-29,10.16,,
2002-08-30,9.99,,
2002-09-03,9.57,,
2002-09-04,10.05,,
2002-09-05,10.03,,
2002-09-06,10.24,,
2002-09-09,10.23,,
2002-09-10,9.64,,
2002-09-11,10.04,,
2002-09-12,9.7,,
2002-09-13,9.61,,
2002-09-16,9.78,,
2002-09-17,9.09,,
2002-09-18,9.32,,
2002-09-19,8.68,,
2002-09-20,8.53,,
2002-09-23,8.07,,
2002-09-24,7.25,,
2002-09-25,7.38,,
2002-09-26,8.34,,
2002-09-27,7.86,,
2002-09-30,8.44,,
2002-10-01,8.95,,
2002-10-02,8.9,,
2002-10-03,9.0,,
2002-10-04,8.8,,
2002-10-07,8.7,,
2002-10-08,7.05,,
2002-10-09,7.12,,
2002-10-10,7.5,,
2002-10-11,7.25,,
2002-10-14,6.65,,
2002-10-15,7.15,,
2002-10-16,6.63,,
2002-10-17,6.13,,
2002-10-18,5.73,,
2002-10-21,5.8,,
2002-10-22,5.65,,
2002-10-23,5.75,,
2002-10-24,5.99,,
2002-10-25,6.18,,
2002-10-28,6.5,,
2002-10-29,6.64,,
2002-10-30,7.2,,
2002-10-31,7.08,,
2002-11-01,7.31,,
2002-11-04,7.65,,
2002-11-05,6.35,,
2002-11-06,6.2,,
2002-11-07,7.2,,
2002-11-08,6.36,,
2002-11-11,6.45,,
2002-11-12,6.6,,
2002-11-13,6.63,,
2002-11-14,6.78,,
2002-11-15,6.98,,
2002-11-18,7.1,,
2002-11-19,7.01,,
2002-11-20,7.13,,
2002-11-21,7.26,,
2002-11-22,7.52,,
2002-11-25,7.46,,
2002-11-26,7.65,,
2002-11-27,7.59,,
2002-11-29,7.65,,
2002-12-02,7.61,,
2002-12-03,7.48,,
2002-12-04,6.86,,
2002-12-05,6.97,,
2002-12-06,6.85,,
2002-12-09,6.82,,
2002-12-10,7.22,,
2002-12-11,7.5,,
2002-12-12,7.5,,
2002-12-13,7.47,,
2002-12-16,7.98,,
2002-12-17,7.99,,
2002-12-18,7.98,,
2002-12-19,8.0,,
2002-12-20,8.36,,
2002-12-23,8.45,,
2002-12-24,8.59,,
2002-12-26,8.5,,
2002-12-27,8.55,,
2002-12-30,8.5,,
2002-12-31,8.5,,
2003-01-02,8.5,,
2003-01-03,8.55,,
2003-01-06,8.55,,
2003-01-07,8.06,,
2003-01-08,8.14,,
2003-01-09,8.25,,
2003-01-10,8.4,,
2003-01-13,8.25,,
2003-01-14,8.2,,
2003-01-15,8.1,,
2003-01-16,8.3,,
2003-01-17,8.04,,
2003-01-21,7.88,,
2003-01-22,7.59,,
2003-01-23,7.5,,
2003-01-24,7.6,,
2003-01-27,6.8,,
2003-01-28,7.1,,
2003-01-29,6.95,,
2003-01-30,6.95,,
2003-01-31,6.97,,
2003-02-03,7.44,,
2003-02-04,7.1,,
2003-02-05,6.75,,
2003-02-06,6.78,,
2003-02-07,6.12,,
2003-02-10,6.18,,
2003-02-11,5.95,,
2003-02-12,5.7,,
2003-02-13,5.2,,
2003-02-14,5.05,,
2003-02-18,5.04,,
2003-02-19,4.8,,
2003-02-20,4.65,,
2003-02-21,4.55,,
2003-02-24,4.54,,
2003-02-25,4.5,,
2003-02-26,4.65,,
2003-02-27,4.75,,
2003-02-28,4.65,,
2003-03-03,5.8,,
2003-03-04,5.7,,
2003-03-05,5.97,,
2003-03-06,6.0,,
2003-03-07,6.4,,
2003-03-10,6.05,,
2003-03-11,6.08,,
2003-03-12,6.09,,
2003-03-13,6.1,,
2003-03-14,6.22,,
2003-03-17,6.29,,
2003-03-18,6.3,,
2003-03-19,6.45,,
2003-03-20,6.75,,
2003-03-21,6.87,,
2003-03-24,6.72,,
2003-03-25,7.05,,
2003-03-26,6.85,,
2003-03-27,6.73,,
2003-03-28,6.88,,
2003-03-31,7.05,,
2003-04-01,7.43,,
2003-04-02,7.37,,
2003-04-03,7.49,,
2003-04-04,7.54,,
2003-04-07,7.51,,
2003-04-08,7.56,,
2003-04-09,7.58,,
2003-04-10,7.59,,
2003-04-11,7.5,,
2003-04-14,7.6,,
2003-04-15,7.6,,
2003-04-16,7.4,,
2003-04-17,7.59,,
2003-04-21,7.56,,
2003-04-22,7.78,,
2003-04-23,7.85,,
2003-04-24,8.1,,
2003-04-25,8.14,,
2003-04-28,8.13,,
2003-04-29,7.97,,
2003-04-30,7.9,,
2003-05-01,7.85,,
2003-05-02,8.2,,
2003-05-05,8.09,,
2003-05-06,8.02,,
2003-05-07,8.1,,
2003-05-08,8.02,,
2003-05-09,7.97,,
2003-05-12,8.0,,
2003-05-13,7.72,,
2003-05-14,8.28,,
2003-05-15,8.99,,
2003-05-16,9.12,,
2003-05-19,8.85,,
2003-05-20,8.7,,
2003-05-21,8.55,,
2003-05-22,8.45,,
2003-05-23,9.04,,
2003-05-27,9.5,,
2003-05-28,9.74,,
2003-05-29,9.38,,
2003-05-30,9.55,,
2003-06-02,9.7,,
2003-06-03,9.66,,
2003-06-04,9.66,,
2003-06-05,9.65,,
2003-06-06,9.27,,
2003-06-09,9.11,,
2003-06-10,9.17,,
2003-06-11,9.05,,
2003-06-12,9.32,,
2003-06-13,8.9,,
2003-06-16,9.29,,
2003-06-17,9.18,,
2003-06-18,9.0,,
2003-06-19,9.05,,
2003-06-20,8.7,,
2003-06-23,8.55,,
2003-06-24,8.34,,
2003-06-25,8.34,,
2003-06-26,8.33,,
2003-06-27,8.12,,
2003-06-30,8.15,,
2003-07-01,8.06,,
2003-07-02,8.16,,
2003-07-03,8.12,,
2003-07-07,8.1,,
2003-07-08,8.15,,
2003-07-09,8.25,,
2003-07-10,8.14,,
2003-07-11,8.28,,
2003-07-14,8.12,,
2003-07-15,8.0,,
2003-07-16,7.83,,
2003-07-17,7.71,,
2003-07-18,8.12,,
2003-07-21,7.82,,
2003-07-22,8.13,,
2003-07-23,7.97,,
2003-07-24,8.04,,
2003-07-25,8.15,,
2003-07-28,8.11,,
2003-07-29,8.25,,
2003-07-30,8.1,,
2003-07-31,8.07,,
2003-08-01,8.0,,
2003-08-04,8.17,,
2003-08-05,8.15,,
2003-08-06,8.13,,
2003-08-07,8.09,,
2003-08-08,8.2,,
2003-08-11,8.21,,
2003-08-12,8.37,,
2003-08-13,8.18,,
2003-08-14,8.36,,
2003-08-15,8.2,,
2003-08-18,8.27,,
2003-08-19,8.26,,
2003-08-20,8.37,,
2003-08-21,8.48,,
2003-08-22,8.23,,
2003-08-25,8.27,,
2003-08-26,8.25,,
2003-08-27,8.42,,
2003-08-28,8.51,,
2003-08-29,8.49,,
2003-09-02,8.78,,
2003-09-03,8.88,,
2003-09-04,9.04,,
2003-09-05,8.91,,
2003-09-08,9.12,,
2003-09-09,9.15,,
2003-09-10,8.97,,
2003-09-11,8.95,,
2003-09-12,9.08,,
2003-09-15,8.87,,
2003-09-16,8.9,,
2003-09-17,8.74,,
2003-09-18,8.98,,
2003-09-19,9.05,,
2003-09-22,8.88,,
2003-09-23,9.2,,
2003-09-24,9.1,,
2003-09-25,9.08,,
2003-09-26,9.13,,
2003-09-29,9.38,,
2003-09-30,9.17,,
2003-10-01,9.25,,
2003-10-02,9.2,,
2003-10-03,9.26,,
2003-10-06,9.31,,
2003-10-07,9.29,,
2003-10-08,9.24,,
2003-10-09,9.44,,
2003-10-10,9.7,,
2003-10-13,9.78,,
2003-10-14,9.83,,
2003-10-15,9.5,,
2003-10-16,9.43,,
2003-10-17,9.45,,
2003-10-20,9.47,,
2003-10-21,9.95,,
2003-10-22,9.98,,
2003-10-23,9.76,,
2003-10-24,9.92,,
2003-10-27,9.89,,
2003-10-28,9.7,,
2003-10-29,9.99,,
2003-10-30,9.98,,
2003-10-31,9.81,,
2003-11-03,10.11,,
2003-11-04,9.79,,
2003-11-05,10.0,,
2003-11-06,10.0,,
2003-11-07,9.98,,
2003-11-10,10.0,,
2003-11-11,9.85,,
2003-11-12,9.84,,
2003-11-13,9.75,,
2003-11-14,9.67,,
2003-11-17,9.68,,
2003-11-18,9.5,,
2003-11-19,9.54,,
2003-11-20,9.59,,
2003-11-21,9.48,,
2003-11-24,9.59,,
2003-11-25,9.76,,
2003-11-26,9.65,,
2003-11-28,9.7,,
2003-12-01,9.8,,
2003-12-02,9.86,,
2003-12-03,9.81,,
2003-12-04,9.92,,
2003-12-05,9.52,,
2003-12-08,9.5,,
2003-12-09,9.4,,
2003-12-10,9.24,,
2003-12-11,9.15,,
2003-12-12,9.35,,
2003-12-15,9.24,,
2003-12-16,9.43,,
2003-12-17,9.48,,
2003-12-18,9.49,,
2003-12-19,9.38,,
2003-12-22,9.39,,
2003-12-23,9.48,,
2003-12-24,9.57,,
2003-12-26,9.61,,
2003-12-29,9.71,,
2003-12-30,9.67,,
2003-12-31,9.69,,
2004-01-02,9.72,,
2004-01-05,9.85,,
2004-01-06,9.93,,
2004-01-07,9.98,,
2004-01-08,10.0,,
2004-01-09,10.24,,
2004-01-12,10.3,,
2004-01-13,10.26,,
2004-01-14,10.35,,
2004-01-15,10.23,,
2004-01-16,10.23,,
2004-01-20,10.25,,
2004-01-21,10.45,,
2004-01-22,10.38,,
2004-01-23,10.27,,
2004-01-26,10.17,,
2004-01-27,10.32,,
2004-01-28,10.3,,
2004-01-29,10.28,,
2004-01-30,10.5,,
2004-02-02,10.31,,
2004-02-03,10.35,,
2004-02-04,10.24,,
2004-02-05,10.09,,
2004-02-06,10.11,,
2004-02-09,10.18,,
2004-02-10,10.38,,
2004-02-11,10.25,,
2004-02-12,10.4,,
2004-02-13,10.32,,
2004-02-17,10.45,,
2004-02-18,10.5,,
2004-02-19,10.49,,
2004-02-20,10.3,,
2004-02-23,10.28,,
2004-02-24,10.3,,
2004-02-25,10.4,,
2004-02-26,10.41,,
2004-02-27,10.46,,
2004-03-01,10.66,,
2004-03-02,10.81,,
2004-03-03,10.94,,
2004-03-04,11.22,,
2004-03-05,11.42,,
2004-03-08,11.24,,
2004-03-09,11.25,,
2004-03-10,10.8,,
2004-03-11,10.7,,
2004-03-12,10.86,,
2004-03-15,10.7,,
2004-03-16,10.74,,
2004-03-17,11.05,,
2004-03-18,11.11,,
2004-03-19,10.87,,
2004-03-22,10.9,,
2004-03-23,10.9,,
2004-03-24,10.83,,
2004-03-25,10.85,,
2004-03-26,11.13,,
2004-03-29,11.3,,
2004-03-30,11.35,,
2004-03-31,11.43,,
2004-04-01,11.76,,
2004-04-02,11.88,,
2004-04-05,11.68,,
2004-04-06,11.85,,
2004-04-07,11.62,,
2004-04-08,11.57,,
2004-04-12,11.27,,
2004-04-13,11.05,,
2004-04-14,10.89,,
2004-04-15,10.97,,
2004-04-16,11.14,,
2004-04-19,11.21,,
2004-04-20,11.1,,
2004-04-21,11.14,,
2004-04-22,11.39,,
2004-04-23,11.32,,
2004-04-26,11.25,,
2004-04-27,11.35,,
2004-04-28,11.17,,
2004-04-29,10.88,,
2004-04-30,10.79,,
2004-05-03,11.25,,
2004-05-04,11.22,,
2004-05-05,11.31,,
2004-05-06,10.9,,
2004-05-07,10.59,,
2004-05-10,10.31,,
2004-05-11,10.25,,
2004-05-12,10.33,,
2004-05-13,10.52,,
2004-05-14,10.6,,
2004-05-17,10.45,,
2004-05-18,10.6,,
2004-05-19,10.52,,
2004-05-20,10.51,,
2004-05-21,10.46,,
2004-05-24,10.48,,
2004-05-25,10.67,,
2004-05-26,10.82,,
2004-05-27,10.74,,
2004-05-28,10.84,,
2004-06-01,10.62,,
2004-06-02,10.78,,
2004-06-03,10.57,,
2004-06-04,10.63,,
2004-06-07,10.89,,
2004-06-08,10.78,,
2004-06-09,10.67,,
2004-06-10,10.79,,
2004-06-14,10.67,,
2004-06-15,10.7,,
2004-06-16,10.58,,
2004-06-17,10.66,,
2004-06-18,11.2,,
2004-06-21,11.27,,
2004-06-22,11.25,,
2004-06-23,11.39,,
2004-06-24,11.53,,
2004-06-25,11.46,,
2004-06-28,11.42,,
2004-06-29,11.29,,
2004-06-30,11.5,,
2004-07-01,11.28,,
2004-07-02,11.41,,
2004-07-06,11.4,,
2004-07-07,11.42,,
2004-07-08,11.56,,
2004-07-09,11.64,,
2004-07-12,11.7,,
2004-07-13,11.68,,
2004-07-14,11.66,,
2004-07-15,11.79,,
2004-07-16,11.95,,
2004-07-19,12.03,,
2004-07-20,12.21,,
2004-07-21,12.0,,
2004-07-22,11.41,,
2004-07-23,11.35,,
2004-07-26,11.21,,
2004-07-27,11.43,,
2004-07-28,11.28,,
2004-07-29,11.41,,
2004-07-30,11.61,,
2004-08-02,11.52,,
2004-08-03,11.65,,
2004-08-04,11.6,,
2004-08-05,11.36,,
2004-08-06,11.17,,
2004-08-09,11.0,,
2004-08-10,11.28,,
2004-08-11,11.18,,
2004-08-12,11.03,,
2004-08-13,10.94,,
2004-08-16,11.17,,
2004-08-17,11.19,,
2004-08-18,11.29,,
2004-08-19,11.05,,
2004-08-20,11.16,,
2004-08-23,10.96,,
2004-08-24,10.75,,
2004-08-25,10.75,,
2004-08-26,10.61,,
2004-08-27,10.64,,
2004-08-30,11.07,,
2004-08-31,10.94,,
2004-09-01,10.93,,
2004-09-02,10.68,,
2004-09-03,10.75,,
2004-09-07,10.83,,
2004-09-08,10.56,,
2004-09-09,10.7,,
2004-09-10,10.53,,
2004-09-13,10.72,,
2004-09-14,10.65,,
2004-09-15,10.5,,
2004-09-16,10.76,,
2004-09-17,10.67,,
2004-09-20,10.68,,
2004-09-21,10.48,,
2004-09-22,10.4,,
2004-09-23,10.11,,
2004-09-24,10.02,,
2004-09-27,10.05,,
2004-09-28,10.14,,
2004-09-29,10.14,,
2004-09-30,10.36,,
2004-10-01,10.7,,
2004-10-04,10.83,,
2004-10-05,10.92,,
2004-10-06,10.87,,
2004-10-07,10.84,,
2004-10-08,10.95,,
2004-10-11,10.89,,
2004-10-12,10.8,,
2004-10-13,10.65,,
2004-10-14,10.58,,
2004-10-15,10.68,,
2004-10-18,10.53,,
2004-10-19,10.45,,
2004-10-20,10.47,,
2004-10-21,10.43,,
2004-10-22,10.41,,
2004-10-25,10.41,,
2004-10-26,10.54,,
2004-10-27,10.45,,
2004-10-28,10.48,,
2004-10-29,10.51,,
2004-11-01,10.59,,
2004-11-02,10.46,,
2004-11-03,10.65,,
2004-11-04,10.89,,
2004-11-05,10.75,,
2004-11-08,10.98,,
2004-11-09,10.89,,
2004-11-10,10.76,,
