date,ZBH,dcf,Deviation
2005-11-02,65.62,,
2005-11-03,65.55,,
2005-11-04,65.65,,
2005-11-07,66.9,,
2005-11-08,66.96,,
2005-11-09,66.69,,
2005-11-10,67.5,,
2005-11-11,67.13,,
2005-11-14,66.0,,
2005-11-15,66.04,,
2005-11-16,64.7,,
2005-11-17,62.98,,
2005-11-18,63.77,,
2005-11-21,63.32,,
2005-11-22,62.38,,
2005-11-23,62.12,,
2005-11-25,61.5,,
2005-11-28,61.89,,
2005-11-29,62.5,,
2005-11-30,62.67,,
2005-12-01,64.22,,
2005-12-02,69.66,,
2005-12-05,69.86,,
2005-12-06,67.65,,
2005-12-07,67.75,,
2005-12-08,67.11,,
2005-12-09,68.62,,
2005-12-12,69.25,,
2005-12-13,68.8,,
2005-12-14,69.51,,
2005-12-15,69.99,,
2005-12-16,71.55,,
2005-12-19,70.16,,
2005-12-20,68.25,,
2005-12-21,69.3,,
2005-12-22,69.57,,
2005-12-23,69.11,,
2005-12-27,68.31,,
2005-12-28,68.53,,
2005-12-29,68.0,,
2005-12-30,67.44,,
2006-01-03,68.48,,
2006-01-04,69.13,,
2006-01-05,68.4,,
2006-01-06,68.05,,
2006-01-09,70.46,,
2006-01-10,70.16,,
2006-01-11,71.99,,
2006-01-12,72.42,,
2006-01-13,70.6,,
2006-01-17,70.7,,
2006-01-18,71.41,,
2006-01-19,70.72,,
2006-01-20,69.09,,
2006-01-23,69.0,,
2006-01-24,66.7,,
2006-01-25,67.1,,
2006-01-26,66.61,,
2006-01-27,69.86,,
2006-01-30,70.0,,
2006-01-31,68.95,,
2006-02-01,68.29,,
2006-02-02,67.95,,
2006-02-03,67.12,,
2006-02-06,66.7,,
2006-02-07,67.26,,
2006-02-08,67.63,,
2006-02-09,68.45,,
2006-02-10,68.52,,
2006-02-13,68.63,,
2006-02-14,68.7,,
2006-02-15,68.42,,
2006-02-16,68.94,,
2006-02-17,69.8,,
2006-02-21,69.25,,
2006-02-22,69.6,,
2006-02-23,69.36,,
2006-02-24,69.39,,
2006-02-27,70.33,,
2006-02-28,69.18,,
2006-03-01,69.45,,
2006-03-02,68.62,,
2006-03-03,68.53,,
2006-03-06,68.33,,
2006-03-07,67.75,,
2006-03-08,68.27,,
2006-03-09,67.32,,
2006-03-10,67.85,,
2006-03-13,68.56,,
2006-03-14,68.57,,
2006-03-15,68.69,,
2006-03-16,68.75,,
2006-03-17,69.18,,
2006-03-20,69.66,,
2006-03-21,68.66,,
2006-03-22,69.44,,
2006-03-23,68.89,,
2006-03-24,68.55,,
2006-03-27,66.0,,
2006-03-28,65.14,,
2006-03-29,66.71,,
2006-03-30,67.25,,
2006-03-31,67.6,,
2006-04-03,67.59,,
2006-04-04,67.46,,
2006-04-05,67.17,,
2006-04-06,66.67,,
2006-04-07,65.95,,
2006-04-10,66.17,,
2006-04-11,65.92,,
2006-04-12,65.49,,
2006-04-13,66.16,,
2006-04-17,65.82,,
2006-04-18,67.31,,
2006-04-19,66.66,,
2006-04-20,66.35,,
2006-04-21,66.47,,
2006-04-24,67.01,,
2006-04-25,66.14,,
2006-04-26,65.74,,
2006-04-27,62.1,,
2006-04-28,62.9,,
2006-05-01,62.9,,
2006-05-02,62.03,,
2006-05-03,61.0,,
2006-05-04,60.71,,
2006-05-05,60.94,,
2006-05-08,61.9,,
2006-05-09,61.49,,
2006-05-10,62.25,,
2006-05-11,62.63,,
2006-05-12,62.23,,
2006-05-15,62.2,,
2006-05-16,62.74,,
2006-05-17,61.93,,
2006-05-18,62.0,,
2006-05-19,61.62,,
2006-05-22,61.83,,
2006-05-23,60.6,,
2006-05-24,60.88,,
2006-05-25,61.14,,
2006-05-26,60.82,,
2006-05-30,60.44,,
2006-05-31,60.55,,
2006-06-01,61.04,,
2006-06-02,61.21,,
2006-06-05,61.1,,
2006-06-06,62.29,,
2006-06-07,63.24,,
2006-06-08,63.77,,
2006-06-09,63.8,,
2006-06-12,63.86,,
2006-06-13,65.25,,
2006-06-14,65.37,,
2006-06-15,65.98,,
2006-06-16,65.94,,
2006-06-19,65.1,,
2006-06-20,63.94,,
2006-06-21,63.61,,
2006-06-22,63.1,,
2006-06-23,63.03,,
2006-06-26,58.7,,
2006-06-27,55.8,,
2006-06-28,56.74,,
2006-06-29,57.98,,
2006-06-30,56.72,,
2006-07-03,57.08,,
2006-07-05,56.64,,
2006-07-06,57.32,,
2006-07-07,57.09,,
2006-07-10,57.13,,
2006-07-11,57.0,,
2006-07-12,56.5,,
2006-07-13,55.48,,
2006-07-14,54.85,,
2006-07-17,55.11,,
2006-07-18,53.98,,
2006-07-19,54.47,,
2006-07-20,53.05,,
2006-07-21,54.5,,
2006-07-24,55.49,,
2006-07-25,57.02,,
2006-07-26,59.85,,
2006-07-27,60.6,,
2006-07-28,62.86,,
2006-07-31,63.24,,
2006-08-01,64.2,,
2006-08-02,65.57,,
2006-08-03,65.08,,
2006-08-04,65.77,,
2006-08-07,65.8,,
2006-08-08,66.28,,
2006-08-09,66.96,,
2006-08-10,67.53,,
2006-08-11,68.19,,
2006-08-14,67.02,,
2006-08-15,67.17,,
2006-08-16,66.59,,
2006-08-17,67.32,,
2006-08-18,67.83,,
2006-08-21,67.45,,
2006-08-22,67.37,,
2006-08-23,67.3,,
2006-08-24,68.26,,
2006-08-25,68.48,,
2006-08-28,68.34,,
2006-08-29,68.9,,
2006-08-30,68.14,,
2006-08-31,68.0,,
2006-09-01,68.39,,
2006-09-05,67.18,,
2006-09-06,67.75,,
2006-09-07,66.99,,
2006-09-08,67.37,,
2006-09-11,67.18,,
2006-09-12,66.85,,
2006-09-13,66.91,,
2006-09-14,67.32,,
2006-09-15,68.31,,
2006-09-18,68.51,,
2006-09-19,68.98,,
2006-09-20,68.64,,
2006-09-21,68.4,,
2006-09-22,67.83,,
2006-09-25,67.98,,
2006-09-26,67.95,,
2006-09-27,67.5,,
2006-09-28,67.49,,
2006-09-29,67.5,,
2006-10-02,67.11,,
2006-10-03,68.54,,
2006-10-04,70.31,,
2006-10-05,70.94,,
2006-10-06,70.52,,
2006-10-09,70.75,,
2006-10-10,71.1,,
2006-10-11,71.11,,
2006-10-12,72.52,,
2006-10-13,71.34,,
2006-10-16,70.54,,
2006-10-17,69.56,,
2006-10-18,71.17,,
2006-10-19,70.09,,
2006-10-20,70.59,,
2006-10-23,71.76,,
2006-10-24,71.92,,
2006-10-25,71.09,,
2006-10-26,72.13,,
2006-10-27,71.24,,
2006-10-30,71.36,,
2006-10-31,72.01,,
2006-11-01,71.8,,
2006-11-02,72.28,,
2006-11-03,72.82,,
2006-11-06,74.78,,
2006-11-07,74.71,,
2006-11-08,74.17,,
2006-11-09,73.17,,
2006-11-10,74.09,,
2006-11-13,74.13,,
2006-11-14,74.38,,
2006-11-15,74.39,,
2006-11-16,75.15,,
2006-11-17,75.01,,
2006-11-20,73.71,,
2006-11-21,74.07,,
2006-11-22,73.5,,
2006-11-24,72.7,,
2006-11-27,72.83,,
2006-11-28,72.55,,
2006-11-29,73.49,,
2006-11-30,72.96,,
2006-12-01,73.84,,
2006-12-04,74.99,,
2006-12-05,74.54,,
2006-12-06,74.93,,
2006-12-07,74.71,,
2006-12-08,74.88,,
2006-12-11,76.19,,
2006-12-12,77.49,,
2006-12-13,77.5,,
2006-12-14,76.99,,
2006-12-15,76.96,,
2006-12-18,76.46,,
2006-12-19,76.88,,
2006-12-20,77.35,,
2006-12-21,77.59,,
2006-12-22,77.39,,
2006-12-26,78.55,,
2006-12-27,78.66,,
2006-12-28,78.03,,
2006-12-29,78.38,,
2007-01-03,77.1,,
2007-01-04,78.82,,
2007-01-05,78.77,,
2007-01-08,78.26,,
2007-01-09,78.31,,
2007-01-10,78.05,,
2007-01-11,78.5,,
2007-01-12,78.68,,
2007-01-16,78.7,,
2007-01-17,79.31,,
2007-01-18,79.32,,
2007-01-19,78.67,,
2007-01-22,78.77,,
2007-01-23,78.77,,
2007-01-24,79.11,,
2007-01-25,78.54,,
2007-01-26,78.73,,
2007-01-29,80.13,,
2007-01-30,84.87,,
2007-01-31,84.22,,
2007-02-01,83.1,,
2007-02-02,82.75,,
2007-02-05,83.77,,
2007-02-06,83.99,,
2007-02-07,85.11,,
2007-02-08,85.09,,
2007-02-09,83.76,,
2007-02-12,83.25,,
2007-02-13,84.18,,
2007-02-14,84.62,,
2007-02-15,84.84,,
2007-02-16,84.92,,
2007-02-20,86.79,,
2007-02-21,86.1,,
2007-02-22,85.97,,
2007-02-23,85.51,,
2007-02-26,85.37,,
2007-02-27,83.74,,
2007-02-28,84.27,,
2007-03-01,83.92,,
2007-03-02,83.91,,
2007-03-05,83.15,,
2007-03-06,83.77,,
2007-03-07,83.55,,
2007-03-08,84.83,,
2007-03-09,84.6,,
2007-03-12,85.33,,
2007-03-13,84.93,,
2007-03-14,85.48,,
2007-03-15,85.67,,
2007-03-16,85.47,,
2007-03-19,86.15,,
2007-03-20,87.81,,
2007-03-21,87.02,,
2007-03-22,86.98,,
2007-03-23,86.86,,
2007-03-26,86.23,,
2007-03-27,85.77,,
2007-03-28,85.52,,
2007-03-29,85.73,,
2007-03-30,85.41,,
2007-04-02,85.7,,
2007-04-03,87.2,,
2007-04-04,88.16,,
2007-04-05,88.05,,
2007-04-09,88.31,,
2007-04-10,88.49,,
2007-04-11,88.2,,
2007-04-12,89.0,,
2007-04-13,87.96,,
2007-04-16,88.65,,
2007-04-17,89.49,,
2007-04-18,88.85,,
2007-04-19,86.99,,
2007-04-20,87.05,,
2007-04-23,87.83,,
2007-04-24,88.93,,
2007-04-25,88.77,,
2007-04-26,91.87,,
2007-04-27,91.0,,
2007-04-30,90.48,,
2007-05-01,88.66,,
2007-05-02,89.0,,
2007-05-03,90.87,,
2007-05-04,90.41,,
2007-05-07,90.75,,
2007-05-08,90.94,,
2007-05-09,90.99,,
2007-05-10,90.35,,
2007-05-11,89.97,,
2007-05-14,89.3,,
2007-05-15,89.43,,
2007-05-16,90.59,,
2007-05-17,89.9,,
2007-05-18,90.05,,
2007-05-21,90.08,,
2007-05-22,90.24,,
2007-05-23,89.92,,
2007-05-24,89.57,,
2007-05-25,89.72,,
2007-05-29,89.61,,
2007-05-30,89.0,,
2007-05-31,88.06,,
2007-06-01,88.11,,
2007-06-04,88.36,,
2007-06-05,87.34,,
2007-06-06,86.78,,
2007-06-07,84.53,,
2007-06-08,85.14,,
2007-06-11,85.0,,
2007-06-12,84.37,,
2007-06-13,85.41,,
2007-06-14,85.85,,
2007-06-15,86.12,,
2007-06-18,86.9,,
2007-06-19,87.14,,
2007-06-20,86.12,,
2007-06-21,85.93,,
2007-06-22,85.13,,
2007-06-25,84.04,,
2007-06-26,84.4,,
2007-06-27,84.57,,
2007-06-28,84.93,,
2007-06-29,84.89,,
2007-07-02,85.44,,
2007-07-03,85.05,,
2007-07-05,84.87,,
2007-07-06,85.51,,
2007-07-09,85.46,,
2007-07-10,84.92,,
2007-07-11,85.26,,
2007-07-12,85.17,,
2007-07-13,85.03,,
2007-07-16,85.97,,
2007-07-17,88.32,,
2007-07-18,88.23,,
2007-07-19,87.55,,
2007-07-20,88.08,,
2007-07-23,89.39,,
2007-07-24,88.93,,
2007-07-25,87.5,,
2007-07-26,80.28,,
2007-07-27,77.89,,
2007-07-30,79.34,,
2007-07-31,77.76,,
2007-08-01,79.57,,
2007-08-02,78.83,,
2007-08-03,77.1,,
2007-08-06,78.15,,
2007-08-07,78.89,,
2007-08-08,79.83,,
2007-08-09,79.54,,
2007-08-10,78.3,,
2007-08-13,78.7,,
2007-08-14,78.07,,
2007-08-15,76.99,,
2007-08-16,76.58,,
2007-08-17,77.93,,
2007-08-20,76.64,,
2007-08-21,75.41,,
2007-08-22,76.14,,
2007-08-23,77.09,,
2007-08-24,78.06,,
2007-08-27,76.88,,
2007-08-28,76.08,,
2007-08-29,77.72,,
2007-08-30,78.06,,
2007-08-31,78.33,,
2007-09-04,78.17,,
2007-09-05,76.97,,
2007-09-06,79.25,,
2007-09-07,79.5,,
2007-09-10,80.29,,
2007-09-11,80.71,,
2007-09-12,81.02,,
2007-09-13,82.49,,
2007-09-14,83.23,,
2007-09-17,81.88,,
2007-09-18,82.35,,
2007-09-19,84.02,,
2007-09-20,83.3,,
2007-09-21,83.7,,
2007-09-24,81.49,,
2007-09-25,81.92,,
2007-09-26,81.14,,
2007-09-27,82.21,,
2007-09-28,80.99,,
2007-10-01,81.49,,
2007-10-02,81.42,,
2007-10-03,80.66,,
2007-10-04,80.99,,
2007-10-05,82.86,,
2007-10-08,82.0,,
2007-10-09,82.41,,
2007-10-10,83.93,,
2007-10-11,84.6,,
2007-10-12,82.87,,
2007-10-15,81.46,,
2007-10-16,81.57,,
2007-10-17,82.05,,
2007-10-18,82.59,,
2007-10-19,79.82,,
2007-10-22,77.71,,
2007-10-23,79.46,,
2007-10-24,79.37,,
2007-10-25,67.39,,
2007-10-26,68.3,,
2007-10-29,69.77,,
2007-10-30,68.52,,
2007-10-31,69.49,,
2007-11-01,68.9,,
2007-11-02,68.87,,
2007-11-05,68.37,,
2007-11-06,67.73,,
2007-11-07,66.04,,
2007-11-08,66.76,,
2007-11-09,66.82,,
2007-11-12,66.26,,
2007-11-13,67.94,,
2007-11-14,68.09,,
2007-11-15,66.14,,
2007-11-16,65.38,,
2007-11-19,65.79,,
2007-11-20,64.24,,
2007-11-21,63.48,,
2007-11-23,64.55,,
2007-11-26,63.73,,
2007-11-27,64.59,,
2007-11-28,65.39,,
2007-11-29,64.4,,
2007-11-30,64.73,,
2007-12-03,64.79,,
2007-12-04,65.36,,
2007-12-05,67.17,,
2007-12-06,69.57,,
2007-12-07,69.03,,
2007-12-10,69.46,,
2007-12-11,67.73,,
2007-12-12,67.98,,
2007-12-13,68.09,,
2007-12-14,67.48,,
2007-12-17,67.66,,
2007-12-18,66.89,,
2007-12-19,66.77,,
2007-12-20,67.05,,
2007-12-21,67.76,,
2007-12-24,67.42,,
2007-12-26,67.13,,
2007-12-27,66.41,,
2007-12-28,66.45,,
2007-12-31,66.15,,
2008-01-02,66.29,,
2008-01-03,66.36,,
2008-01-04,66.5,,
2008-01-07,68.66,,
2008-01-08,67.25,,
2008-01-09,67.61,,
2008-01-10,68.51,,
2008-01-11,69.95,,
2008-01-14,68.79,,
2008-01-15,67.68,,
2008-01-16,67.62,,
2008-01-17,67.7,,
2008-01-18,67.34,,
2008-01-22,67.11,,
2008-01-23,65.93,,
2008-01-24,67.07,,
2008-01-25,66.36,,
2008-01-28,68.08,,
2008-01-29,77.03,,
2008-01-30,77.4,,
2008-01-31,78.14,,
2008-02-01,79.18,,
2008-02-04,77.51,,
2008-02-05,76.92,,
2008-02-06,76.9,,
2008-02-07,78.53,,
2008-02-08,77.86,,
2008-02-11,77.82,,
2008-02-12,78.38,,
2008-02-13,78.51,,
2008-02-14,76.38,,
2008-02-15,75.84,,
2008-02-19,76.51,,
2008-02-20,76.94,,
2008-02-21,76.37,,
2008-02-22,75.97,,
2008-02-25,77.91,,
2008-02-26,77.22,,
2008-02-27,77.13,,
2008-02-28,77.23,,
2008-02-29,75.29,,
2008-03-03,75.56,,
2008-03-04,76.46,,
2008-03-05,76.85,,
2008-03-06,75.77,,
2008-03-07,75.16,,
2008-03-10,73.8,,
2008-03-11,75.09,,
2008-03-12,76.1,,
2008-03-13,76.46,,
2008-03-14,76.59,,
2008-03-17,75.63,,
2008-03-18,76.76,,
2008-03-19,75.53,,
2008-03-20,78.55,,
2008-03-24,78.95,,
2008-03-25,78.84,,
2008-03-26,78.06,,
2008-03-27,77.16,,
2008-03-28,76.97,,
2008-03-31,77.86,,
2008-04-01,79.38,,
2008-04-02,79.63,,
2008-04-03,79.56,,
2008-04-04,78.45,,
2008-04-07,78.41,,
2008-04-08,78.37,,
2008-04-09,78.44,,
2008-04-10,78.69,,
2008-04-11,78.48,,
2008-04-14,78.2,,
2008-04-15,77.18,,
2008-04-16,78.45,,
2008-04-17,77.89,,
2008-04-18,77.25,,
2008-04-21,77.29,,
2008-04-22,76.72,,
2008-04-23,75.95,,
2008-04-24,72.87,,
2008-04-25,74.6,,
2008-04-28,74.81,,
2008-04-29,75.74,,
2008-04-30,74.16,,
2008-05-01,75.32,,
2008-05-02,73.85,,
2008-05-05,72.63,,
2008-05-06,73.03,,
2008-05-07,72.11,,
2008-05-08,71.2,,
2008-05-09,69.3,,
2008-05-12,69.56,,
2008-05-13,66.85,,
2008-05-14,68.5,,
2008-05-15,70.19,,
2008-05-16,70.11,,
2008-05-19,70.75,,
2008-05-20,70.09,,
2008-05-21,70.23,,
2008-05-22,70.86,,
2008-05-23,69.96,,
2008-05-27,71.53,,
2008-05-28,71.51,,
2008-05-29,72.87,,
2008-05-30,72.8,,
2008-06-02,72.42,,
2008-06-03,72.47,,
2008-06-04,72.67,,
2008-06-05,72.15,,
2008-06-06,70.97,,
2008-06-09,71.02,,
2008-06-10,70.61,,
2008-06-11,69.06,,
2008-06-12,69.55,,
2008-06-13,70.08,,
2008-06-16,70.96,,
2008-06-17,71.29,,
2008-06-18,70.17,,
2008-06-19,70.41,,
2008-06-20,68.47,,
2008-06-23,67.79,,
2008-06-24,68.25,,
2008-06-25,68.72,,
2008-06-26,67.88,,
2008-06-27,67.21,,
2008-06-30,68.05,,
2008-07-01,67.68,,
2008-07-02,67.81,,
2008-07-03,68.02,,
2008-07-07,67.02,,
2008-07-08,67.85,,
2008-07-09,67.19,,
2008-07-10,67.1,,
2008-07-11,68.29,,
2008-07-14,68.69,,
2008-07-15,70.37,,
2008-07-16,70.69,,
2008-07-17,71.98,,
2008-07-18,72.28,,
2008-07-21,70.36,,
2008-07-22,70.88,,
2008-07-23,66.01,,
2008-07-24,67.9,,
2008-07-25,68.62,,
2008-07-28,68.36,,
2008-07-29,67.67,,
2008-07-30,68.62,,
2008-07-31,68.91,,
2008-08-01,69.06,,
2008-08-04,69.74,,
2008-08-05,71.02,,
2008-08-06,70.89,,
2008-08-07,69.93,,
2008-08-08,71.26,,
2008-08-11,71.93,,
2008-08-12,71.9,,
2008-08-13,71.81,,
2008-08-14,71.47,,
2008-08-15,72.57,,
2008-08-18,73.64,,
2008-08-19,72.84,,
2008-08-20,72.23,,
2008-08-21,73.61,,
2008-08-22,74.08,,
2008-08-25,71.95,,
2008-08-26,72.13,,
2008-08-27,71.77,,
2008-08-28,72.69,,
2008-08-29,72.39,,
2008-09-02,72.36,,
2008-09-03,71.39,,
2008-09-04,68.41,,
2008-09-05,69.78,,
2008-09-08,71.53,,
2008-09-09,71.52,,
2008-09-10,71.1,,
2008-09-11,71.15,,
2008-09-12,71.89,,
2008-09-15,69.45,,
2008-09-16,68.26,,
2008-09-17,66.07,,
2008-09-18,68.5,,
2008-09-19,68.09,,
2008-09-22,67.46,,
2008-09-23,67.4,,
2008-09-24,67.55,,
2008-09-25,66.44,,
2008-09-26,65.4,,
2008-09-29,61.73,,
2008-09-30,64.56,,
2008-10-01,63.44,,
2008-10-02,61.24,,
2008-10-03,59.67,,
2008-10-06,56.75,,
2008-10-07,56.17,,
2008-10-08,58.25,,
2008-10-09,52.9,,
2008-10-10,51.0,,
2008-10-13,57.32,,
2008-10-14,57.97,,
2008-10-15,53.57,,
2008-10-16,55.26,,
2008-10-17,56.82,,
2008-10-20,57.32,,
2008-10-21,54.89,,
2008-10-22,51.66,,
2008-10-23,44.69,,
2008-10-24,43.04,,
2008-10-27,39.34,,
2008-10-28,41.11,,
2008-10-29,41.53,,
2008-10-30,44.48,,
2008-10-31,46.43,,
2008-11-03,45.16,,
2008-11-04,46.35,,
2008-11-05,45.54,,
2008-11-06,44.99,,
2008-11-07,44.35,,
2008-11-10,42.6,,
2008-11-11,40.73,,
2008-11-12,40.36,,
2008-11-13,43.79,,
2008-11-14,42.0,,
2008-11-17,39.77,,
2008-11-18,39.81,,
2008-11-19,37.47,,
2008-11-20,34.93,,
2008-11-21,37.29,,
2008-11-24,38.69,,
2008-11-25,37.91,,
2008-11-26,37.0,,
2008-11-28,37.32,,
2008-12-01,35.41,,
2008-12-02,36.42,,
2008-12-03,36.77,,
2008-12-04,37.11,,
2008-12-05,37.54,,
2008-12-08,39.74,,
2008-12-09,38.66,,
2008-12-10,38.91,,
2008-12-11,39.4,,
2008-12-12,38.91,,
2008-12-15,38.79,,
2008-12-16,40.86,,
2008-12-17,39.94,,
2008-12-18,40.2,,
2008-12-19,39.78,,
2008-12-22,39.56,,
2008-12-23,39.35,,
2008-12-24,39.12,,
2008-12-26,39.75,,
2008-12-29,39.1,,
2008-12-30,39.88,,
2008-12-31,40.42,,
2009-01-02,41.76,,
2009-01-05,40.9,,
2009-01-06,41.66,,
2009-01-07,40.31,,
2009-01-08,41.39,,
2009-01-09,41.89,,
2009-01-12,41.07,,
2009-01-13,40.98,,
2009-01-14,40.53,,
2009-01-15,40.7,,
2009-01-16,40.54,,
2009-01-20,38.5,,
2009-01-21,39.47,,
2009-01-22,39.94,,
2009-01-23,39.32,,
2009-01-26,39.66,,
2009-01-27,42.01,,
2009-01-28,43.05,,
2009-01-29,37.82,,
2009-01-30,36.4,,
2009-02-02,36.49,,
2009-02-03,37.17,,
2009-02-04,38.36,,
2009-02-05,38.74,,
2009-02-06,40.17,,
2009-02-09,40.18,,
2009-02-10,39.34,,
2009-02-11,40.26,,
2009-02-12,40.84,,
2009-02-13,41.06,,
2009-02-17,39.74,,
2009-02-18,39.99,,
2009-02-19,40.46,,
2009-02-20,39.89,,
2009-02-23,39.68,,
2009-02-24,39.73,,
2009-02-25,38.61,,
2009-02-26,37.17,,
2009-02-27,35.02,,
2009-03-02,33.74,,
2009-03-03,34.16,,
2009-03-04,35.13,,
2009-03-05,33.05,,
2009-03-06,32.66,,
2009-03-09,32.13,,
2009-03-10,33.44,,
2009-03-11,33.52,,
2009-03-12,35.27,,
2009-03-13,36.48,,
2009-03-16,36.83,,
2009-03-17,36.6,,
2009-03-18,36.91,,
2009-03-19,35.16,,
2009-03-20,34.98,,
2009-03-23,36.3,,
2009-03-24,36.26,,
2009-03-25,36.44,,
2009-03-26,37.53,,
2009-03-27,37.84,,
2009-03-30,36.65,,
2009-03-31,36.5,,
2009-04-01,36.88,,
2009-04-02,38.13,,
2009-04-03,36.85,,
2009-04-06,37.03,,
2009-04-07,37.03,,
2009-04-08,37.74,,
2009-04-09,38.78,,
2009-04-13,39.24,,
2009-04-14,41.35,,
2009-04-15,41.21,,
2009-04-16,41.4,,
2009-04-17,42.96,,
2009-04-20,41.93,,
2009-04-21,42.21,,
2009-04-22,42.29,,
2009-04-23,42.74,,
2009-04-24,44.62,,
2009-04-27,43.79,,
2009-04-28,43.36,,
2009-04-29,44.23,,
2009-04-30,43.99,,
2009-05-01,43.1,,
2009-05-04,44.26,,
2009-05-05,43.77,,
2009-05-06,44.6,,
2009-05-07,46.29,,
2009-05-08,46.66,,
2009-05-11,45.24,,
2009-05-12,44.32,,
2009-05-13,42.89,,
2009-05-14,43.81,,
2009-05-15,43.71,,
2009-05-18,44.49,,
2009-05-19,45.34,,
2009-05-20,45.35,,
2009-05-21,44.32,,
2009-05-22,44.26,,
2009-05-26,45.29,,
2009-05-27,44.97,,
2009-05-28,44.12,,
2009-05-29,44.55,,
2009-06-01,45.71,,
2009-06-02,46.02,,
2009-06-03,45.09,,
2009-06-04,44.15,,
2009-06-05,43.48,,
2009-06-08,42.71,,
2009-06-09,42.4,,
2009-06-10,42.02,,
2009-06-11,42.56,,
2009-06-12,42.47,,
2009-06-15,40.56,,
2009-06-16,40.66,,
2009-06-17,40.91,,
2009-06-18,41.33,,
2009-06-19,42.47,,
2009-06-22,41.98,,
2009-06-23,42.07,,
2009-06-24,41.69,,
2009-06-25,42.92,,
2009-06-26,43.1,,
2009-06-29,42.99,,
2009-06-30,42.6,,
2009-07-01,41.87,,
2009-07-02,40.22,,
2009-07-06,40.27,,
2009-07-07,39.75,,
2009-07-08,40.04,,
2009-07-09,39.76,,
2009-07-10,39.24,,
2009-07-13,40.59,,
2009-07-14,40.7,,
2009-07-15,41.31,,
2009-07-16,42.59,,
2009-07-17,41.57,,
2009-07-20,41.73,,
2009-07-21,42.07,,
2009-07-22,42.62,,
2009-07-23,43.17,,
2009-07-24,44.62,,
2009-07-27,45.3,,
2009-07-28,46.37,,
2009-07-29,46.65,,
2009-07-30,45.65,,
2009-07-31,46.6,,
2009-08-03,46.5,,
2009-08-04,46.59,,
2009-08-05,46.41,,
2009-08-06,46.08,,
2009-08-07,45.3,,
2009-08-10,46.1,,
2009-08-11,45.37,,
2009-08-12,45.49,,
2009-08-13,45.41,,
2009-08-14,45.33,,
2009-08-17,44.94,,
2009-08-18,44.89,,
2009-08-19,45.69,,
2009-08-20,46.7,,
2009-08-21,47.24,,
2009-08-24,47.96,,
2009-08-25,48.14,,
2009-08-26,48.55,,
2009-08-27,48.56,,
2009-08-28,47.96,,
2009-08-31,47.35,,
2009-09-01,46.6,,
2009-09-02,46.24,,
2009-09-03,47.44,,
2009-09-04,49.11,,
2009-09-08,48.95,,
2009-09-09,49.55,,
2009-09-10,49.96,,
2009-09-11,50.59,,
2009-09-14,50.62,,
2009-09-15,50.89,,
2009-09-16,51.26,,
2009-09-17,50.7,,
2009-09-18,51.12,,
2009-09-21,52.68,,
2009-09-22,52.43,,
2009-09-23,52.83,,
2009-09-24,52.11,,
2009-09-25,52.92,,
2009-09-28,53.91,,
2009-09-29,53.6,,
2009-09-30,53.45,,
2009-10-01,52.75,,
2009-10-02,51.5,,
2009-10-05,52.45,,
2009-10-06,51.45,,
2009-10-07,51.6,,
2009-10-08,52.0,,
2009-10-09,52.38,,
2009-10-12,52.49,,
2009-10-13,52.23,,
2009-10-14,52.04,,
2009-10-15,52.14,,
2009-10-16,51.92,,
2009-10-19,51.91,,
2009-10-20,50.95,,
2009-10-21,52.23,,
2009-10-22,55.04,,
2009-10-23,54.71,,
2009-10-26,54.26,,
2009-10-27,54.3,,
2009-10-28,53.1,,
2009-10-29,53.57,,
2009-10-30,52.57,,
2009-11-02,52.77,,
2009-11-03,52.43,,
2009-11-04,53.15,,
2009-11-05,54.5,,
2009-11-06,53.77,,
2009-11-09,54.94,,
2009-11-10,55.71,,
2009-11-11,55.32,,
2009-11-12,55.16,,
2009-11-13,55.59,,
2009-11-16,55.79,,
2009-11-17,56.75,,
2009-11-18,58.03,,
2009-11-19,56.86,,
2009-11-20,56.92,,
2009-11-23,57.96,,
2009-11-24,58.34,,
2009-11-25,59.11,,
2009-11-27,58.52,,
2009-11-30,59.17,,
2009-12-01,58.75,,
2009-12-02,58.97,,
2009-12-03,58.14,,
2009-12-04,58.91,,
2009-12-07,59.12,,
2009-12-08,58.43,,
2009-12-09,57.91,,
2009-12-10,59.21,,
2009-12-11,59.36,,
2009-12-14,59.88,,
2009-12-15,60.07,,
2009-12-16,59.36,,
2009-12-17,58.68,,
2009-12-18,58.47,,
2009-12-21,58.88,,
2009-12-22,59.44,,
2009-12-23,60.07,,
2009-12-24,60.27,,
2009-12-28,60.34,,
2009-12-29,60.18,,
2009-12-30,59.76,,
2009-12-31,59.11,,
2010-01-04,60.02,,
2010-01-05,61.92,,
2010-01-06,61.9,,
2010-01-07,63.32,,
2010-01-08,61.99,,
2010-01-11,63.36,,
2010-01-12,62.14,,
2010-01-13,62.55,,
2010-01-14,62.73,,
2010-01-15,61.75,,
2010-01-19,63.71,,
2010-01-20,62.53,,
2010-01-21,61.35,,
2010-01-22,60.59,,
2010-01-25,60.84,,
2010-01-26,60.66,,
2010-01-27,59.88,,
2010-01-28,56.85,,
2010-01-29,56.32,,
2010-02-01,57.03,,
2010-02-02,58.3,,
2010-02-03,57.13,,
2010-02-04,55.62,,
2010-02-05,55.43,,
2010-02-08,55.42,,
2010-02-09,56.08,,
2010-02-10,56.68,,
