date,DLR,dcf,Deviation
2005-12-28,23.51,,
2005-12-29,23.08,,
2005-12-30,22.63,,
2006-01-03,22.75,,
2006-01-04,23.01,,
2006-01-05,23.28,,
2006-01-06,23.54,,
2006-01-09,23.75,,
2006-01-10,24.06,,
2006-01-11,23.82,,
2006-01-12,23.82,,
2006-01-13,23.94,,
2006-01-17,23.52,,
2006-01-18,23.38,,
2006-01-19,23.47,,
2006-01-20,23.75,,
2006-01-23,23.9,,
2006-01-24,24.23,,
2006-01-25,24.72,,
2006-01-26,25.19,,
2006-01-27,26.21,,
2006-01-30,25.6,,
2006-01-31,25.89,,
2006-02-01,25.84,,
2006-02-02,25.65,,
2006-02-03,25.42,,
2006-02-06,25.55,,
2006-02-07,25.62,,
2006-02-08,25.03,,
2006-02-09,25.06,,
2006-02-10,25.03,,
2006-02-13,24.74,,
2006-02-14,25.3,,
2006-02-15,26.1,,
2006-02-16,26.66,,
2006-02-17,26.51,,
2006-02-21,27.39,,
2006-02-22,27.88,,
2006-02-23,28.18,,
2006-02-24,28.06,,
2006-02-27,28.0,,
2006-02-28,27.61,,
2006-03-01,27.83,,
2006-03-02,27.47,,
2006-03-03,27.27,,
2006-03-06,27.32,,
2006-03-07,27.0,,
2006-03-08,26.7,,
2006-03-09,26.41,,
2006-03-10,26.25,,
2006-03-13,26.31,,
2006-03-14,26.48,,
2006-03-15,26.42,,
2006-03-16,26.25,,
2006-03-17,25.83,,
2006-03-20,26.27,,
2006-03-21,26.5,,
2006-03-22,26.5,,
2006-03-23,26.6,,
2006-03-24,26.55,,
2006-03-27,26.6,,
2006-03-28,26.9,,
2006-03-29,28.04,,
2006-03-30,27.86,,
2006-03-31,28.17,,
2006-04-03,28.25,,
2006-04-04,28.23,,
2006-04-05,28.4,,
2006-04-06,28.51,,
2006-04-07,28.51,,
2006-04-10,28.21,,
2006-04-11,28.45,,
2006-04-12,28.27,,
2006-04-13,28.34,,
2006-04-17,28.19,,
2006-04-18,29.23,,
2006-04-19,29.29,,
2006-04-20,29.3,,
2006-04-21,29.19,,
2006-04-24,28.88,,
2006-04-25,28.7,,
2006-04-26,28.1,,
2006-04-27,28.15,,
2006-04-28,28.2,,
2006-05-01,27.77,,
2006-05-02,27.5,,
2006-05-03,27.76,,
2006-05-04,27.75,,
2006-05-05,27.55,,
2006-05-08,27.07,,
2006-05-09,26.97,,
2006-05-10,26.93,,
2006-05-11,26.69,,
2006-05-12,26.0,,
2006-05-15,26.17,,
2006-05-16,25.95,,
2006-05-17,25.57,,
2006-05-18,24.79,,
2006-05-19,24.72,,
2006-05-22,24.37,,
2006-05-23,24.4,,
2006-05-24,23.97,,
2006-05-25,24.31,,
2006-05-26,24.55,,
2006-05-30,25.02,,
2006-05-31,25.1,,
2006-06-01,25.0,,
2006-06-02,24.74,,
2006-06-05,24.81,,
2006-06-06,25.04,,
2006-06-07,24.1,,
2006-06-08,24.01,,
2006-06-09,23.93,,
2006-06-12,23.94,,
2006-06-13,23.04,,
2006-06-14,22.89,,
2006-06-15,23.35,,
2006-06-16,24.57,,
2006-06-19,24.57,,
2006-06-20,24.1,,
2006-06-21,24.54,,
2006-06-22,24.5,,
2006-06-23,24.35,,
2006-06-26,24.61,,
2006-06-27,24.58,,
2006-06-28,24.78,,
2006-06-29,24.79,,
2006-06-30,24.69,,
2006-07-03,24.86,,
2006-07-05,25.83,,
2006-07-06,25.76,,
2006-07-07,25.51,,
2006-07-10,25.52,,
2006-07-11,25.55,,
2006-07-12,25.75,,
2006-07-13,25.32,,
2006-07-14,25.37,,
2006-07-17,25.38,,
2006-07-18,26.23,,
2006-07-19,26.93,,
2006-07-20,26.08,,
2006-07-21,26.0,,
2006-07-24,25.88,,
2006-07-25,26.32,,
2006-07-26,26.4,,
2006-07-27,26.34,,
2006-07-28,27.2,,
2006-07-31,27.33,,
2006-08-01,27.53,,
2006-08-02,28.01,,
2006-08-03,28.1,,
2006-08-04,28.65,,
2006-08-07,28.35,,
2006-08-08,28.54,,
2006-08-09,27.62,,
2006-08-10,27.73,,
2006-08-11,27.94,,
2006-08-14,28.11,,
2006-08-15,28.25,,
2006-08-16,29.18,,
2006-08-17,29.02,,
2006-08-18,29.48,,
2006-08-21,29.48,,
2006-08-22,29.58,,
2006-08-23,28.92,,
2006-08-24,28.86,,
2006-08-25,29.11,,
2006-08-28,30.01,,
2006-08-29,29.97,,
2006-08-30,29.89,,
2006-08-31,29.91,,
2006-09-01,29.74,,
2006-09-05,30.2,,
2006-09-06,30.17,,
2006-09-07,30.3,,
2006-09-08,30.4,,
2006-09-11,30.82,,
2006-09-12,31.01,,
2006-09-13,30.89,,
2006-09-14,30.54,,
2006-09-15,30.94,,
2006-09-18,30.4,,
2006-09-19,30.97,,
2006-09-20,31.65,,
2006-09-21,31.04,,
2006-09-22,30.79,,
2006-09-25,30.29,,
2006-09-26,30.22,,
2006-09-27,30.34,,
2006-09-28,30.52,,
2006-09-29,31.32,,
2006-10-02,31.09,,
2006-10-03,31.21,,
2006-10-04,31.32,,
2006-10-05,31.55,,
2006-10-06,31.57,,
2006-10-09,31.7,,
2006-10-10,31.45,,
2006-10-11,31.51,,
2006-10-12,32.34,,
2006-10-13,33.34,,
2006-10-16,33.88,,
2006-10-17,33.53,,
2006-10-18,33.51,,
2006-10-19,33.71,,
2006-10-20,33.61,,
2006-10-23,33.74,,
2006-10-24,33.52,,
2006-10-25,33.54,,
2006-10-26,33.26,,
2006-10-27,33.26,,
2006-10-30,33.18,,
2006-10-31,33.39,,
2006-11-01,33.17,,
2006-11-02,33.07,,
2006-11-03,32.93,,
2006-11-06,33.83,,
2006-11-07,33.8,,
2006-11-08,33.61,,
2006-11-09,33.87,,
2006-11-10,34.05,,
2006-11-13,34.59,,
2006-11-14,35.05,,
2006-11-15,35.52,,
2006-11-16,35.1,,
2006-11-17,34.45,,
2006-11-20,35.27,,
2006-11-21,36.73,,
2006-11-22,36.8,,
2006-11-24,37.22,,
2006-11-27,36.55,,
2006-11-28,35.48,,
2006-11-29,35.77,,
2006-11-30,36.44,,
2006-12-01,36.42,,
2006-12-04,36.79,,
2006-12-05,37.12,,
2006-12-06,36.21,,
2006-12-07,35.67,,
2006-12-08,35.64,,
2006-12-11,35.25,,
2006-12-12,35.76,,
2006-12-13,35.59,,
2006-12-14,36.04,,
2006-12-15,35.73,,
2006-12-18,35.21,,
2006-12-19,34.64,,
2006-12-20,34.91,,
2006-12-21,34.7,,
2006-12-22,34.54,,
2006-12-26,34.82,,
2006-12-27,34.45,,
2006-12-28,34.2,,
2006-12-29,34.23,,
2007-01-03,34.57,,
2007-01-04,35.1,,
2007-01-05,34.48,,
2007-01-08,34.06,,
2007-01-09,34.04,,
2007-01-10,34.5,,
2007-01-11,34.42,,
2007-01-12,35.35,,
2007-01-16,35.75,,
2007-01-17,35.4,,
2007-01-18,35.46,,
2007-01-19,35.55,,
2007-01-22,35.25,,
2007-01-23,35.48,,
2007-01-24,35.55,,
2007-01-25,35.6,,
2007-01-26,35.57,,
2007-01-29,35.75,,
2007-01-30,35.85,,
2007-01-31,35.94,,
2007-02-01,36.59,,
2007-02-02,37.18,,
2007-02-05,37.35,,
2007-02-06,37.58,,
2007-02-07,38.0,,
2007-02-08,38.04,,
2007-02-09,37.38,,
2007-02-12,36.87,,
2007-02-13,37.3,,
2007-02-14,37.96,,
2007-02-15,38.0,,
2007-02-16,37.93,,
2007-02-20,39.13,,
2007-02-21,39.5,,
2007-02-22,39.13,,
2007-02-23,39.03,,
2007-02-26,38.65,,
2007-02-27,37.3,,
2007-02-28,39.64,,
2007-03-01,39.12,,
2007-03-02,38.5,,
2007-03-05,37.23,,
2007-03-06,38.21,,
2007-03-07,38.5,,
2007-03-08,38.6,,
2007-03-09,38.5,,
2007-03-12,38.66,,
2007-03-13,37.78,,
2007-03-14,37.74,,
2007-03-15,37.97,,
2007-03-16,37.99,,
2007-03-19,38.12,,
2007-03-20,38.87,,
2007-03-21,39.62,,
2007-03-22,39.54,,
2007-03-23,39.92,,
2007-03-26,39.74,,
2007-03-27,39.25,,
2007-03-28,38.99,,
2007-03-29,39.11,,
2007-03-30,39.9,,
2007-04-02,39.82,,
2007-04-03,40.34,,
2007-04-04,39.39,,
2007-04-05,39.25,,
2007-04-09,39.4,,
2007-04-10,40.12,,
2007-04-11,39.99,,
2007-04-12,39.79,,
2007-04-13,40.24,,
2007-04-16,40.18,,
2007-04-17,40.15,,
2007-04-18,39.42,,
2007-04-19,39.15,,
2007-04-20,40.05,,
2007-04-23,40.15,,
2007-04-24,40.01,,
2007-04-25,40.1,,
2007-04-26,40.55,,
2007-04-27,40.7,,
2007-04-30,40.45,,
2007-05-01,40.73,,
2007-05-02,41.73,,
2007-05-03,41.29,,
2007-05-04,41.49,,
2007-05-07,41.8,,
2007-05-08,42.0,,
2007-05-09,42.2,,
2007-05-10,42.1,,
2007-05-11,42.52,,
2007-05-14,41.43,,
2007-05-15,41.5,,
2007-05-16,41.32,,
2007-05-17,40.17,,
2007-05-18,39.74,,
2007-05-21,40.0,,
2007-05-22,39.28,,
2007-05-23,37.74,,
2007-05-24,38.49,,
2007-05-25,38.73,,
2007-05-29,39.12,,
2007-05-30,40.32,,
2007-05-31,40.6,,
2007-06-01,40.63,,
2007-06-04,41.37,,
2007-06-05,40.66,,
2007-06-06,40.62,,
2007-06-07,39.69,,
2007-06-08,40.25,,
2007-06-11,40.09,,
2007-06-12,39.35,,
2007-06-13,39.8,,
2007-06-14,39.52,,
2007-06-15,39.99,,
2007-06-18,38.98,,
2007-06-19,38.88,,
2007-06-20,37.74,,
2007-06-21,37.49,,
2007-06-22,37.9,,
2007-06-25,37.1,,
2007-06-26,37.6,,
2007-06-27,38.46,,
2007-06-28,38.49,,
2007-06-29,37.68,,
2007-07-02,39.16,,
2007-07-03,39.31,,
2007-07-05,39.77,,
2007-07-06,40.44,,
2007-07-09,40.15,,
2007-07-10,38.52,,
2007-07-11,38.78,,
2007-07-12,39.45,,
2007-07-13,39.48,,
2007-07-16,38.52,,
2007-07-17,38.17,,
2007-07-18,37.76,,
2007-07-19,37.86,,
2007-07-20,36.77,,
2007-07-23,35.42,,
2007-07-24,36.52,,
2007-07-25,36.14,,
2007-07-26,35.15,,
2007-07-27,34.14,,
2007-07-30,33.62,,
2007-07-31,33.15,,
2007-08-01,33.3,,
2007-08-02,34.6,,
2007-08-03,34.16,,
2007-08-06,35.31,,
2007-08-07,36.39,,
2007-08-08,38.94,,
2007-08-09,39.14,,
2007-08-10,37.51,,
2007-08-13,37.5,,
2007-08-14,36.41,,
2007-08-15,35.04,,
2007-08-16,35.01,,
2007-08-17,35.38,,
2007-08-20,36.74,,
2007-08-21,37.59,,
2007-08-22,38.12,,
2007-08-23,38.47,,
2007-08-24,38.98,,
2007-08-27,38.52,,
2007-08-28,37.19,,
2007-08-29,37.41,,
2007-08-30,37.39,,
2007-08-31,39.0,,
2007-09-04,40.05,,
2007-09-05,38.57,,
2007-09-06,37.84,,
2007-09-07,36.85,,
2007-09-10,36.45,,
2007-09-11,37.27,,
2007-09-12,36.46,,
2007-09-13,37.11,,
2007-09-14,36.96,,
2007-09-17,36.54,,
2007-09-18,37.44,,
2007-09-19,39.24,,
2007-09-20,38.3,,
2007-09-21,37.73,,
2007-09-24,38.01,,
2007-09-25,37.74,,
2007-09-26,38.7,,
2007-09-27,39.6,,
2007-09-28,39.39,,
2007-10-01,40.97,,
2007-10-02,40.93,,
2007-10-03,39.95,,
2007-10-04,40.51,,
2007-10-05,41.2,,
2007-10-08,41.0,,
2007-10-09,41.17,,
2007-10-10,40.74,,
2007-10-11,40.59,,
2007-10-12,39.5,,
2007-10-15,39.58,,
2007-10-16,39.38,,
2007-10-17,41.05,,
2007-10-18,42.5,,
2007-10-19,41.39,,
2007-10-22,40.84,,
2007-10-23,41.7,,
2007-10-24,41.06,,
2007-10-25,40.77,,
2007-10-26,41.69,,
2007-10-29,41.32,,
2007-10-30,42.55,,
2007-10-31,43.99,,
2007-11-01,41.61,,
2007-11-02,41.53,,
2007-11-05,41.5,,
2007-11-06,43.18,,
2007-11-07,41.16,,
2007-11-08,40.19,,
2007-11-09,39.66,,
2007-11-12,38.5,,
2007-11-13,39.83,,
2007-11-14,39.39,,
2007-11-15,39.66,,
2007-11-16,39.4,,
2007-11-19,38.9,,
2007-11-20,38.35,,
2007-11-21,37.0,,
2007-11-23,37.75,,
2007-11-26,35.7,,
2007-11-27,36.17,,
2007-11-28,38.14,,
2007-11-29,37.6,,
2007-11-30,38.16,,
2007-12-03,37.76,,
2007-12-04,36.39,,
2007-12-05,37.71,,
2007-12-06,38.25,,
2007-12-07,39.0,,
2007-12-10,40.5,,
2007-12-11,40.0,,
2007-12-12,40.74,,
2007-12-13,38.98,,
2007-12-14,37.99,,
2007-12-17,36.5,,
2007-12-18,37.44,,
2007-12-19,38.04,,
2007-12-20,38.1,,
2007-12-21,38.3,,
2007-12-24,40.09,,
2007-12-26,40.31,,
2007-12-27,39.0,,
2007-12-28,38.14,,
2007-12-31,38.37,,
2008-01-02,38.5,,
2008-01-03,37.24,,
2008-01-04,35.18,,
2008-01-07,35.07,,
2008-01-08,33.84,,
2008-01-09,34.83,,
2008-01-10,34.93,,
2008-01-11,34.67,,
2008-01-14,35.57,,
2008-01-15,34.17,,
2008-01-16,34.84,,
2008-01-17,34.02,,
2008-01-18,32.96,,
2008-01-22,34.42,,
2008-01-23,36.78,,
2008-01-24,36.95,,
2008-01-25,36.83,,
2008-01-28,38.19,,
2008-01-29,37.64,,
2008-01-30,36.89,,
2008-01-31,35.76,,
2008-02-01,36.5,,
2008-02-04,37.0,,
2008-02-05,35.94,,
2008-02-06,35.41,,
2008-02-07,36.09,,
2008-02-08,34.92,,
2008-02-11,34.37,,
2008-02-12,34.8,,
2008-02-13,35.27,,
2008-02-14,35.24,,
2008-02-15,35.3,,
2008-02-19,35.37,,
2008-02-20,36.22,,
2008-02-21,35.95,,
2008-02-22,36.0,,
2008-02-25,37.44,,
2008-02-26,37.49,,
2008-02-27,36.15,,
2008-02-28,36.98,,
2008-02-29,35.9,,
2008-03-03,36.62,,
2008-03-04,34.5,,
2008-03-05,34.46,,
2008-03-06,33.29,,
2008-03-07,33.5,,
2008-03-10,32.07,,
2008-03-11,34.71,,
2008-03-12,34.1,,
2008-03-13,33.74,,
2008-03-14,32.59,,
2008-03-17,32.44,,
2008-03-18,34.28,,
2008-03-19,34.4,,
2008-03-20,35.66,,
2008-03-24,37.25,,
2008-03-25,37.43,,
2008-03-26,36.27,,
2008-03-27,36.09,,
2008-03-28,35.31,,
2008-03-31,35.5,,
2008-04-01,37.09,,
2008-04-02,37.24,,
2008-04-03,37.69,,
2008-04-04,37.62,,
2008-04-07,37.15,,
2008-04-08,36.9,,
2008-04-09,36.24,,
2008-04-10,36.98,,
2008-04-11,36.52,,
2008-04-14,36.51,,
2008-04-15,36.77,,
2008-04-16,38.79,,
2008-04-17,38.88,,
2008-04-18,39.62,,
2008-04-21,39.66,,
2008-04-22,39.21,,
2008-04-23,40.56,,
2008-04-24,41.25,,
2008-04-25,41.21,,
2008-04-28,39.66,,
2008-04-29,39.5,,
2008-04-30,38.75,,
2008-05-01,39.2,,
2008-05-02,38.77,,
2008-05-05,38.07,,
2008-05-06,38.41,,
2008-05-07,37.65,,
2008-05-08,39.64,,
2008-05-09,39.45,,
2008-05-12,40.6,,
2008-05-13,40.92,,
2008-05-14,41.74,,
2008-05-15,42.08,,
2008-05-16,42.2,,
2008-05-19,42.47,,
2008-05-20,41.93,,
2008-05-21,41.11,,
2008-05-22,40.39,,
2008-05-23,41.09,,
2008-05-27,41.22,,
2008-05-28,42.4,,
2008-05-29,42.84,,
2008-05-30,42.3,,
2008-06-02,41.06,,
2008-06-03,41.58,,
2008-06-04,41.8,,
2008-06-05,42.87,,
2008-06-06,41.25,,
2008-06-09,41.05,,
2008-06-10,41.96,,
2008-06-11,40.62,,
2008-06-12,41.02,,
2008-06-13,41.74,,
2008-06-16,42.86,,
2008-06-17,41.85,,
2008-06-18,42.02,,
2008-06-19,43.23,,
2008-06-20,41.29,,
2008-06-23,40.92,,
2008-06-24,39.86,,
2008-06-25,40.11,,
2008-06-26,39.16,,
2008-06-27,40.61,,
2008-06-30,40.91,,
2008-07-01,41.76,,
2008-07-02,41.08,,
2008-07-03,40.91,,
2008-07-07,38.97,,
2008-07-08,42.17,,
2008-07-09,38.73,,
2008-07-10,38.71,,
2008-07-11,39.43,,
2008-07-14,38.65,,
2008-07-15,38.81,,
2008-07-16,39.66,,
2008-07-17,40.4,,
2008-07-18,40.09,,
2008-07-21,40.8,,
2008-07-22,41.9,,
2008-07-23,42.16,,
2008-07-24,40.12,,
2008-07-25,40.6,,
2008-07-28,39.76,,
2008-07-29,42.72,,
2008-07-30,42.98,,
2008-07-31,42.91,,
2008-08-01,42.94,,
2008-08-04,42.59,,
2008-08-05,43.92,,
2008-08-06,44.23,,
2008-08-07,43.94,,
2008-08-08,45.82,,
2008-08-11,46.66,,
2008-08-12,46.42,,
2008-08-13,45.6,,
2008-08-14,45.92,,
2008-08-15,45.76,,
2008-08-18,45.36,,
2008-08-19,45.1,,
2008-08-20,44.4,,
2008-08-21,43.37,,
2008-08-22,44.66,,
2008-08-25,43.5,,
2008-08-26,43.62,,
2008-08-27,44.69,,
2008-08-28,45.65,,
2008-08-29,45.87,,
2008-09-02,45.82,,
2008-09-03,46.92,,
2008-09-04,44.97,,
2008-09-05,45.12,,
2008-09-08,46.12,,
2008-09-09,44.34,,
2008-09-10,44.48,,
2008-09-11,45.42,,
2008-09-12,46.17,,
2008-09-15,42.82,,
2008-09-16,45.11,,
2008-09-17,43.03,,
2008-09-18,48.0,,
2008-09-19,49.28,,
2008-09-22,44.11,,
2008-09-23,44.38,,
2008-09-24,43.92,,
2008-09-25,45.56,,
2008-09-26,46.87,,
2008-09-29,44.4,,
2008-09-30,47.25,,
2008-10-01,46.0,,
2008-10-02,42.69,,
2008-10-03,40.58,,
2008-10-06,39.25,,
2008-10-07,37.06,,
2008-10-08,38.5,,
2008-10-09,37.0,,
2008-10-10,44.5,,
2008-10-13,41.35,,
2008-10-14,39.95,,
2008-10-15,33.39,,
2008-10-16,34.48,,
2008-10-17,35.18,,
2008-10-20,34.95,,
2008-10-21,34.31,,
2008-10-22,32.76,,
2008-10-23,30.55,,
2008-10-24,28.84,,
2008-10-27,27.33,,
2008-10-28,29.23,,
2008-10-29,30.03,,
2008-10-30,32.91,,
2008-10-31,33.48,,
2008-11-03,32.12,,
2008-11-04,34.05,,
2008-11-05,32.56,,
2008-11-06,30.58,,
2008-11-07,33.03,,
2008-11-10,29.63,,
2008-11-11,29.69,,
2008-11-12,29.47,,
2008-11-13,32.65,,
2008-11-14,28.99,,
2008-11-17,27.48,,
2008-11-18,27.49,,
2008-11-19,23.76,,
2008-11-20,21.29,,
2008-11-21,21.3,,
2008-11-24,25.37,,
2008-11-25,27.41,,
2008-11-26,28.02,,
2008-11-28,27.36,,
2008-12-01,23.48,,
2008-12-02,26.28,,
2008-12-03,28.24,,
2008-12-04,26.79,,
2008-12-05,30.07,,
2008-12-08,30.11,,
2008-12-09,28.0,,
2008-12-10,29.45,,
2008-12-11,26.16,,
2008-12-12,28.25,,
2008-12-15,28.12,,
2008-12-16,31.47,,
2008-12-17,31.6,,
2008-12-18,31.39,,
2008-12-19,32.57,,
2008-12-22,30.3,,
2008-12-23,30.47,,
2008-12-24,30.54,,
2008-12-26,30.68,,
2008-12-29,29.64,,
2008-12-30,31.7,,
2008-12-31,32.85,,
2009-01-02,31.38,,
2009-01-05,30.4,,
2009-01-06,31.95,,
2009-01-07,31.61,,
2009-01-08,31.89,,
2009-01-09,31.29,,
2009-01-12,29.66,,
2009-01-13,30.97,,
2009-01-14,30.11,,
2009-01-15,29.91,,
2009-01-16,32.36,,
2009-01-20,28.79,,
2009-01-21,31.46,,
2009-01-22,30.34,,
2009-01-23,31.45,,
2009-01-26,32.36,,
2009-01-27,32.55,,
2009-01-28,35.1,,
2009-01-29,33.62,,
2009-01-30,31.9,,
2009-02-02,33.01,,
2009-02-03,33.78,,
2009-02-04,33.16,,
