date,MYL,dcf,Deviation
1999-08-04,10.14,,
1999-08-05,10.28,,
1999-08-06,10.03,,
1999-08-09,9.83,,
1999-08-10,9.72,,
1999-08-11,9.81,,
1999-08-12,9.97,,
1999-08-13,10.0,,
1999-08-16,9.89,,
1999-08-17,9.75,,
1999-08-18,9.78,,
1999-08-19,9.75,,
1999-08-20,9.69,,
1999-08-23,9.61,,
1999-08-24,9.5,,
1999-08-25,9.31,,
1999-08-26,9.28,,
1999-08-27,9.28,,
1999-08-30,9.08,,
1999-08-31,8.81,,
1999-09-01,8.44,,
1999-09-02,8.39,,
1999-09-03,8.42,,
1999-09-07,8.33,,
1999-09-08,8.28,,
1999-09-09,8.81,,
1999-09-10,8.44,,
1999-09-13,8.36,,
1999-09-14,8.5,,
1999-09-15,8.67,,
1999-09-16,8.78,,
1999-09-17,8.64,,
1999-09-20,8.75,,
1999-09-21,8.58,,
1999-09-22,8.56,,
1999-09-23,8.22,,
1999-09-24,8.28,,
1999-09-27,7.97,,
1999-09-28,7.89,,
1999-09-29,7.69,,
1999-09-30,8.17,,
1999-10-01,8.36,,
1999-10-04,7.78,,
1999-10-05,7.69,,
1999-10-06,7.94,,
1999-10-07,7.78,,
1999-10-08,7.83,,
1999-10-11,8.22,,
1999-10-12,8.19,,
1999-10-13,8.14,,
1999-10-14,8.14,,
1999-10-15,7.94,,
1999-10-18,7.97,,
1999-10-19,8.28,,
1999-10-20,8.19,,
1999-10-21,8.03,,
1999-10-22,8.06,,
1999-10-25,8.36,,
1999-10-26,7.97,,
1999-10-27,7.81,,
1999-10-28,8.11,,
1999-10-29,7.97,,
1999-11-01,8.03,,
1999-11-02,7.97,,
1999-11-03,8.33,,
1999-11-04,8.83,,
1999-11-05,9.06,,
1999-11-08,8.81,,
1999-11-09,8.92,,
1999-11-10,9.25,,
1999-11-11,9.28,,
1999-11-12,9.22,,
1999-11-15,9.36,,
1999-11-16,9.33,,
1999-11-17,9.86,,
1999-11-18,9.92,,
1999-11-19,10.03,,
1999-11-22,9.92,,
1999-11-23,9.89,,
1999-11-24,10.19,,
1999-11-26,10.03,,
1999-11-29,10.11,,
1999-11-30,10.47,,
1999-12-01,10.67,,
1999-12-02,10.58,,
1999-12-03,10.56,,
1999-12-06,10.31,,
1999-12-07,10.75,,
1999-12-08,10.56,,
1999-12-09,10.31,,
1999-12-10,10.08,,
1999-12-13,10.08,,
1999-12-14,10.03,,
1999-12-15,9.97,,
1999-12-16,9.69,,
1999-12-17,9.08,,
1999-12-20,9.58,,
1999-12-21,9.69,,
1999-12-22,10.61,,
1999-12-23,10.94,,
1999-12-27,10.94,,
1999-12-28,10.86,,
1999-12-29,11.19,,
1999-12-30,10.92,,
1999-12-31,11.19,,
2000-01-03,10.83,,
2000-01-04,10.33,,
2000-01-05,10.5,,
2000-01-06,10.56,,
2000-01-07,11.11,,
2000-01-10,11.33,,
2000-01-11,12.0,,
2000-01-12,11.72,,
2000-01-13,12.0,,
2000-01-14,12.14,,
2000-01-18,12.31,,
2000-01-19,12.42,,
2000-01-20,12.31,,
2000-01-21,11.89,,
2000-01-24,11.28,,
2000-01-25,11.31,,
2000-01-26,11.11,,
2000-01-27,11.31,,
2000-01-28,11.67,,
2000-01-31,11.83,,
2000-02-01,11.42,,
2000-02-02,11.31,,
2000-02-03,11.31,,
2000-02-04,11.14,,
2000-02-07,11.33,,
2000-02-08,11.28,,
2000-02-09,11.08,,
2000-02-10,10.97,,
2000-02-11,10.83,,
2000-02-14,10.75,,
2000-02-15,10.58,,
2000-02-16,10.39,,
2000-02-17,10.81,,
2000-02-18,10.86,,
2000-02-22,10.28,,
2000-02-23,10.28,,
2000-02-24,10.53,,
2000-02-25,10.36,,
2000-02-28,10.08,,
2000-02-29,10.22,,
2000-03-01,10.14,,
2000-03-02,10.72,,
2000-03-03,13.11,,
2000-03-06,12.36,,
2000-03-07,12.11,,
2000-03-08,12.42,,
2000-03-09,12.67,,
2000-03-10,12.39,,
2000-03-13,12.17,,
2000-03-14,11.92,,
2000-03-15,12.31,,
2000-03-16,13.33,,
2000-03-17,13.03,,
2000-03-20,12.47,,
2000-03-21,12.94,,
2000-03-22,12.53,,
2000-03-23,12.44,,
2000-03-24,12.39,,
2000-03-27,12.0,,
2000-03-28,11.61,,
2000-03-29,11.61,,
2000-03-30,11.58,,
2000-03-31,12.22,,
2000-04-03,12.11,,
2000-04-04,12.58,,
2000-04-05,13.17,,
2000-04-06,13.17,,
2000-04-07,13.44,,
2000-04-10,13.44,,
2000-04-11,13.25,,
2000-04-12,13.08,,
2000-04-13,13.14,,
2000-04-14,12.83,,
2000-04-17,12.33,,
2000-04-18,12.72,,
2000-04-19,13.14,,
2000-04-20,12.83,,
2000-04-24,13.0,,
2000-04-25,12.44,,
2000-04-26,12.36,,
2000-04-27,12.33,,
2000-04-28,12.61,,
2000-05-01,12.78,,
2000-05-02,12.78,,
2000-05-03,12.69,,
2000-05-04,13.72,,
2000-05-05,14.33,,
2000-05-08,13.94,,
2000-05-09,14.19,,
2000-05-10,13.81,,
2000-05-11,10.61,,
2000-05-12,11.25,,
2000-05-15,11.67,,
2000-05-16,11.64,,
2000-05-17,11.53,,
2000-05-18,11.58,,
2000-05-19,11.61,,
2000-05-22,11.47,,
2000-05-23,11.72,,
2000-05-24,11.74,,
2000-05-25,12.04,,
2000-05-26,11.93,,
2000-05-30,11.89,,
2000-05-31,11.92,,
2000-06-01,11.86,,
2000-06-02,11.92,,
2000-06-05,12.08,,
2000-06-06,11.89,,
2000-06-07,11.19,,
2000-06-08,10.5,,
2000-06-09,7.69,,
2000-06-12,7.97,,
2000-06-13,7.97,,
2000-06-14,7.75,,
2000-06-15,8.08,,
2000-06-16,8.06,,
2000-06-19,7.83,,
2000-06-20,7.81,,
2000-06-21,7.72,,
2000-06-22,7.69,,
2000-06-23,7.56,,
2000-06-26,7.61,,
2000-06-27,7.69,,
2000-06-28,7.72,,
2000-06-29,7.94,,
2000-06-30,8.06,,
2000-07-03,8.03,,
2000-07-05,8.33,,
2000-07-06,8.31,,
2000-07-07,8.69,,
2000-07-10,8.75,,
2000-07-11,8.44,,
2000-07-12,8.67,,
2000-07-13,8.5,,
2000-07-14,8.33,,
2000-07-17,8.86,,
2000-07-18,8.86,,
2000-07-19,8.89,,
2000-07-20,8.75,,
2000-07-21,8.78,,
2000-07-24,9.53,,
2000-07-25,9.72,,
2000-07-26,9.28,,
2000-07-27,9.72,,
2000-07-28,9.5,,
2000-07-31,9.44,,
2000-08-01,9.5,,
2000-08-02,9.72,,
2000-08-03,10.08,,
2000-08-04,10.11,,
2000-08-07,10.17,,
2000-08-08,9.99,,
2000-08-09,10.08,,
2000-08-10,10.56,,
2000-08-11,12.22,,
2000-08-14,11.58,,
2000-08-15,11.25,,
2000-08-16,11.5,,
2000-08-17,11.89,,
2000-08-18,11.64,,
2000-08-21,11.67,,
2000-08-22,12.19,,
2000-08-23,11.81,,
2000-08-24,12.19,,
2000-08-25,12.14,,
2000-08-28,11.94,,
2000-08-29,11.64,,
2000-08-30,12.0,,
2000-08-31,11.81,,
2000-09-01,12.06,,
2000-09-05,12.22,,
2000-09-06,11.75,,
2000-09-07,12.42,,
2000-09-08,12.28,,
2000-09-11,12.28,,
2000-09-12,12.25,,
2000-09-13,12.08,,
2000-09-14,11.86,,
2000-09-15,11.75,,
2000-09-18,11.56,,
2000-09-19,11.0,,
2000-09-20,11.92,,
2000-09-21,11.86,,
2000-09-22,11.97,,
2000-09-25,11.81,,
2000-09-26,12.11,,
2000-09-27,12.39,,
2000-09-28,12.17,,
2000-09-29,11.97,,
2000-10-02,12.47,,
2000-10-03,12.36,,
2000-10-04,12.14,,
2000-10-05,12.44,,
2000-10-06,12.17,,
2000-10-09,12.0,,
2000-10-10,12.69,,
2000-10-11,12.53,,
2000-10-12,12.28,,
2000-10-13,12.06,,
2000-10-16,12.69,,
2000-10-17,13.11,,
2000-10-18,13.0,,
2000-10-19,12.83,,
2000-10-20,13.33,,
2000-10-23,13.14,,
2000-10-24,12.14,,
2000-10-25,11.94,,
2000-10-26,12.19,,
2000-10-27,12.14,,
2000-10-30,12.58,,
2000-10-31,12.44,,
2000-11-01,12.81,,
2000-11-02,13.06,,
2000-11-03,12.78,,
2000-11-06,13.33,,
2000-11-07,13.11,,
2000-11-08,13.28,,
2000-11-09,13.03,,
2000-11-10,12.61,,
2000-11-13,12.11,,
2000-11-14,12.39,,
2000-11-15,12.31,,
2000-11-16,12.17,,
2000-11-17,12.19,,
2000-11-20,11.67,,
2000-11-21,10.22,,
2000-11-22,10.0,,
2000-11-24,10.11,,
2000-11-27,10.28,,
2000-11-28,10.25,,
2000-11-29,10.28,,
2000-11-30,10.64,,
2000-12-01,11.36,,
2000-12-04,10.97,,
2000-12-05,11.36,,
2000-12-06,11.64,,
2000-12-07,11.67,,
2000-12-08,11.97,,
2000-12-11,11.86,,
2000-12-12,11.31,,
2000-12-13,11.39,,
2000-12-14,11.19,,
2000-12-15,11.17,,
2000-12-18,11.22,,
2000-12-19,11.44,,
2000-12-20,11.19,,
2000-12-21,11.25,,
2000-12-22,11.5,,
2000-12-26,11.39,,
2000-12-27,11.33,,
2000-12-28,11.33,,
2000-12-29,11.19,,
2001-01-02,10.97,,
2001-01-03,10.36,,
2001-01-04,9.81,,
2001-01-05,9.42,,
2001-01-08,9.72,,
2001-01-09,9.92,,
2001-01-10,9.5,,
2001-01-11,9.69,,
2001-01-12,9.72,,
2001-01-16,10.44,,
2001-01-17,10.17,,
2001-01-18,10.03,,
2001-01-19,9.86,,
2001-01-22,9.64,,
2001-01-23,9.83,,
2001-01-24,9.86,,
2001-01-25,9.89,,
2001-01-26,10.08,,
2001-01-29,10.37,,
2001-01-30,10.41,,
2001-01-31,10.38,,
2001-02-01,10.38,,
2001-02-02,10.34,,
2001-02-05,10.29,,
2001-02-06,10.16,,
2001-02-07,10.01,,
2001-02-08,10.22,,
2001-02-09,10.27,,
2001-02-12,10.55,,
2001-02-13,10.48,,
2001-02-14,10.38,,
2001-02-15,10.45,,
2001-02-16,10.32,,
2001-02-20,10.3,,
2001-02-21,10.24,,
2001-02-22,10.24,,
2001-02-23,9.88,,
2001-02-26,10.39,,
2001-02-27,10.09,,
2001-02-28,10.4,,
2001-03-01,10.07,,
2001-03-02,10.44,,
2001-03-05,10.14,,
2001-03-06,10.13,,
2001-03-07,9.92,,
2001-03-08,9.76,,
2001-03-09,9.8,,
2001-03-12,9.33,,
2001-03-13,10.11,,
2001-03-14,9.84,,
2001-03-15,9.78,,
2001-03-16,9.6,,
2001-03-19,10.02,,
2001-03-20,10.04,,
2001-03-21,9.72,,
2001-03-22,9.35,,
2001-03-23,9.77,,
2001-03-26,9.8,,
2001-03-27,10.29,,
2001-03-28,11.1,,
2001-03-29,11.12,,
2001-03-30,11.49,,
2001-04-02,10.81,,
2001-04-03,10.68,,
2001-04-04,10.88,,
2001-04-05,11.18,,
2001-04-06,10.96,,
2001-04-09,10.99,,
2001-04-10,10.93,,
2001-04-11,10.75,,
2001-04-12,11.22,,
2001-04-16,10.99,,
2001-04-17,11.04,,
2001-04-18,11.22,,
2001-04-19,11.48,,
2001-04-20,11.58,,
2001-04-23,11.46,,
2001-04-24,11.33,,
2001-04-25,11.54,,
2001-04-26,11.68,,
2001-04-27,11.6,,
2001-04-30,11.88,,
2001-05-01,11.85,,
2001-05-02,11.77,,
2001-05-03,11.6,,
2001-05-04,11.96,,
2001-05-07,11.79,,
2001-05-08,12.58,,
2001-05-09,12.61,,
2001-05-10,12.73,,
2001-05-11,12.37,,
2001-05-14,12.4,,
2001-05-15,12.4,,
2001-05-16,12.49,,
2001-05-17,12.88,,
2001-05-18,12.84,,
2001-05-21,13.0,,
2001-05-22,13.29,,
2001-05-23,13.56,,
2001-05-24,13.62,,
2001-05-25,13.49,,
2001-05-29,13.88,,
2001-05-30,13.72,,
2001-05-31,14.14,,
2001-06-01,13.96,,
2001-06-04,13.77,,
2001-06-05,13.73,,
2001-06-06,13.4,,
2001-06-07,13.47,,
2001-06-08,13.29,,
2001-06-11,11.5,,
2001-06-12,11.48,,
2001-06-13,11.27,,
2001-06-14,11.34,,
2001-06-15,11.2,,
2001-06-18,11.16,,
2001-06-19,11.6,,
2001-06-20,12.09,,
2001-06-21,12.66,,
2001-06-22,12.24,,
2001-06-25,12.23,,
2001-06-26,12.22,,
2001-06-27,12.58,,
2001-06-28,12.91,,
2001-06-29,12.5,,
2001-07-02,12.58,,
2001-07-03,12.67,,
2001-07-05,12.62,,
2001-07-06,12.59,,
2001-07-09,12.74,,
2001-07-10,12.71,,
2001-07-11,12.91,,
2001-07-12,12.89,,
2001-07-13,12.89,,
2001-07-16,12.76,,
2001-07-17,13.05,,
2001-07-18,12.94,,
2001-07-19,12.93,,
2001-07-20,13.1,,
2001-07-23,13.69,,
2001-07-24,13.33,,
2001-07-25,14.27,,
2001-07-26,14.27,,
2001-07-27,14.62,,
2001-07-30,14.93,,
2001-07-31,15.0,,
2001-08-01,14.92,,
2001-08-02,14.6,,
2001-08-03,14.62,,
2001-08-06,14.98,,
2001-08-07,15.17,,
2001-08-08,15.06,,
2001-08-09,14.67,,
2001-08-10,14.64,,
2001-08-13,14.63,,
2001-08-14,15.02,,
2001-08-15,15.17,,
2001-08-16,15.2,,
2001-08-17,15.38,,
2001-08-20,14.86,,
2001-08-21,15.11,,
2001-08-22,15.01,,
2001-08-23,15.53,,
2001-08-24,15.78,,
2001-08-27,15.84,,
2001-08-28,15.52,,
2001-08-29,15.31,,
2001-08-30,15.04,,
2001-08-31,14.66,,
2001-09-04,14.72,,
2001-09-05,14.86,,
2001-09-06,14.76,,
2001-09-07,14.71,,
2001-09-10,14.59,,
2001-09-17,14.1,,
2001-09-18,13.98,,
2001-09-19,13.27,,
2001-09-20,13.04,,
2001-09-21,13.13,,
2001-09-24,13.27,,
2001-09-25,14.0,,
2001-09-26,14.03,,
2001-09-27,14.08,,
2001-09-28,14.5,,
2001-10-01,14.99,,
2001-10-02,15.2,,
2001-10-03,15.6,,
2001-10-04,15.49,,
2001-10-05,15.66,,
2001-10-08,15.84,,
2001-10-09,15.71,,
2001-10-10,15.69,,
2001-10-11,15.96,,
2001-10-12,15.54,,
2001-10-15,14.16,,
2001-10-16,14.8,,
2001-10-17,14.68,,
2001-10-18,14.62,,
2001-10-19,15.04,,
2001-10-22,15.22,,
2001-10-23,14.91,,
2001-10-24,15.06,,
2001-10-25,15.55,,
2001-10-26,16.31,,
2001-10-29,16.45,,
2001-10-30,16.33,,
2001-10-31,16.39,,
2001-11-01,16.32,,
2001-11-02,16.4,,
2001-11-05,16.65,,
2001-11-06,15.84,,
2001-11-07,15.46,,
2001-11-08,15.08,,
2001-11-09,15.0,,
2001-11-12,15.16,,
2001-11-13,14.24,,
2001-11-14,13.93,,
2001-11-15,14.27,,
2001-11-16,14.22,,
2001-11-19,14.81,,
2001-11-20,15.06,,
2001-11-21,15.21,,
2001-11-23,15.26,,
2001-11-26,15.44,,
2001-11-27,15.4,,
2001-11-28,15.34,,
2001-11-29,15.27,,
2001-11-30,15.32,,
2001-12-03,15.33,,
2001-12-04,15.44,,
2001-12-05,15.44,,
2001-12-06,15.5,,
2001-12-07,15.46,,
2001-12-10,15.56,,
2001-12-11,15.43,,
2001-12-12,15.47,,
2001-12-13,15.64,,
2001-12-14,16.03,,
2001-12-17,16.39,,
2001-12-18,16.61,,
2001-12-19,16.56,,
2001-12-20,16.61,,
2001-12-21,16.63,,
2001-12-24,16.78,,
2001-12-26,16.75,,
2001-12-27,16.62,,
2001-12-28,16.85,,
2001-12-31,16.67,,
2002-01-02,16.09,,
2002-01-03,15.85,,
2002-01-04,15.68,,
2002-01-07,15.84,,
2002-01-08,15.9,,
2002-01-09,16.03,,
2002-01-10,16.0,,
2002-01-11,16.08,,
2002-01-14,15.99,,
2002-01-15,15.92,,
2002-01-16,15.84,,
2002-01-17,15.83,,
2002-01-18,15.78,,
2002-01-22,15.93,,
2002-01-23,16.04,,
2002-01-24,15.16,,
2002-01-25,14.88,,
2002-01-28,14.75,,
2002-01-29,14.61,,
2002-01-30,14.56,,
2002-01-31,14.97,,
2002-02-01,15.18,,
2002-02-04,14.6,,
2002-02-05,14.93,,
2002-02-06,14.71,,
2002-02-07,14.28,,
2002-02-08,14.77,,
2002-02-11,14.77,,
2002-02-12,14.98,,
2002-02-13,14.98,,
2002-02-14,14.8,,
2002-02-15,14.76,,
2002-02-19,14.39,,
2002-02-20,14.16,,
2002-02-21,14.04,,
2002-02-22,13.93,,
2002-02-25,13.94,,
2002-02-26,13.98,,
2002-02-27,14.02,,
2002-02-28,13.5,,
2002-03-01,13.6,,
2002-03-04,13.68,,
2002-03-05,13.59,,
2002-03-06,14.0,,
2002-03-07,13.75,,
2002-03-08,13.42,,
2002-03-11,13.45,,
2002-03-12,13.51,,
2002-03-13,13.78,,
2002-03-14,14.08,,
2002-03-15,14.13,,
2002-03-18,14.22,,
2002-03-19,14.24,,
2002-03-20,14.11,,
2002-03-21,13.94,,
2002-03-22,13.87,,
2002-03-25,13.51,,
2002-03-26,13.32,,
2002-03-27,13.33,,
2002-03-28,13.09,,
2002-04-01,12.85,,
2002-04-02,12.8,,
2002-04-03,12.49,,
2002-04-04,12.44,,
2002-04-05,12.18,,
2002-04-08,12.11,,
2002-04-09,12.31,,
2002-04-10,12.8,,
2002-04-11,12.62,,
2002-04-12,12.4,,
2002-04-15,12.4,,
2002-04-16,12.4,,
2002-04-17,12.04,,
2002-04-18,12.09,,
2002-04-19,12.16,,
2002-04-22,12.11,,
2002-04-23,12.24,,
2002-04-24,12.34,,
2002-04-25,12.2,,
2002-04-26,12.0,,
2002-04-29,11.84,,
2002-04-30,11.77,,
2002-05-01,11.87,,
2002-05-02,11.62,,
2002-05-03,11.75,,
2002-05-06,11.35,,
2002-05-07,11.18,,
2002-05-08,12.12,,
2002-05-09,12.0,,
2002-05-10,11.9,,
2002-05-13,11.88,,
2002-05-14,12.28,,
2002-05-15,12.56,,
2002-05-16,12.41,,
2002-05-17,12.94,,
2002-05-20,13.42,,
2002-05-21,13.39,,
2002-05-22,13.44,,
2002-05-23,13.84,,
2002-05-24,13.48,,
2002-05-28,13.67,,
2002-05-29,13.44,,
2002-05-30,13.56,,
2002-05-31,13.75,,
2002-06-03,13.27,,
2002-06-04,13.38,,
2002-06-05,13.4,,
2002-06-06,13.29,,
2002-06-07,13.53,,
2002-06-10,13.79,,
2002-06-11,13.22,,
2002-06-12,13.33,,
2002-06-13,13.3,,
2002-06-14,13.76,,
2002-06-17,14.04,,
2002-06-18,14.18,,
2002-06-19,14.11,,
2002-06-20,14.12,,
2002-06-21,13.64,,
2002-06-24,13.52,,
2002-06-25,13.19,,
2002-06-26,13.27,,
2002-06-27,13.71,,
2002-06-28,13.93,,
2002-07-01,13.42,,
2002-07-02,12.91,,
2002-07-03,13.04,,
2002-07-05,13.65,,
2002-07-08,13.33,,
2002-07-09,12.94,,
2002-07-10,12.36,,
2002-07-11,13.11,,
2002-07-12,12.94,,
2002-07-15,12.93,,
2002-07-16,12.96,,
2002-07-17,13.33,,
2002-07-18,12.96,,
2002-07-19,12.98,,
2002-07-22,12.38,,
2002-07-23,12.22,,
2002-07-24,12.44,,
2002-07-25,12.88,,
2002-07-26,13.19,,
2002-07-29,13.76,,
2002-07-30,14.2,,
2002-07-31,14.42,,
2002-08-01,13.96,,
2002-08-02,14.42,,
2002-08-05,13.83,,
2002-08-06,14.32,,
2002-08-07,14.62,,
2002-08-08,15.08,,
2002-08-09,14.78,,
2002-08-12,14.71,,
2002-08-13,14.31,,
2002-08-14,14.8,,
2002-08-15,14.9,,
2002-08-16,14.94,,
2002-08-19,15.0,,
2002-08-20,14.65,,
2002-08-21,14.79,,
2002-08-22,15.0,,
2002-08-23,14.89,,
2002-08-26,14.79,,
2002-08-27,14.44,,
2002-08-28,14.23,,
2002-08-29,14.59,,
2002-08-30,14.51,,
2002-09-03,14.22,,
2002-09-04,14.73,,
2002-09-05,14.36,,
2002-09-06,14.64,,
2002-09-09,14.87,,
2002-09-10,14.96,,
2002-09-11,14.88,,
2002-09-12,14.58,,
2002-09-13,14.58,,
2002-09-16,14.51,,
2002-09-17,14.28,,
2002-09-18,14.49,,
2002-09-19,14.11,,
2002-09-20,14.1,,
2002-09-23,13.74,,
2002-09-24,13.81,,
2002-09-25,14.4,,
2002-09-26,14.68,,
2002-09-27,14.29,,
2002-09-30,14.55,,
2002-10-01,14.67,,
2002-10-02,14.69,,
2002-10-03,14.86,,
2002-10-04,14.57,,
2002-10-07,14.22,,
2002-10-08,14.36,,
2002-10-09,13.98,,
2002-10-10,14.0,,
2002-10-11,14.36,,
2002-10-14,14.64,,
2002-10-15,14.58,,
2002-10-16,13.99,,
2002-10-17,13.69,,
2002-10-18,13.48,,
2002-10-21,13.8,,
2002-10-22,13.44,,
2002-10-23,13.33,,
2002-10-24,13.16,,
2002-10-25,13.38,,
2002-10-28,13.55,,
2002-10-29,13.73,,
2002-10-30,14.04,,
2002-10-31,13.99,,
2002-11-01,14.27,,
2002-11-04,14.27,,
2002-11-05,14.4,,
2002-11-06,14.53,,
2002-11-07,14.22,,
2002-11-08,14.44,,
2002-11-11,14.56,,
2002-11-12,14.59,,
2002-11-13,14.08,,
2002-11-14,14.77,,
2002-11-15,14.99,,
2002-11-18,14.93,,
2002-11-19,14.6,,
2002-11-20,14.68,,
2002-11-21,14.8,,
2002-11-22,15.25,,
2002-11-25,15.24,,
2002-11-26,15.1,,
2002-11-27,15.16,,
2002-11-29,14.99,,
2002-12-02,14.99,,
2002-12-03,14.76,,
2002-12-04,14.63,,
2002-12-05,14.72,,
2002-12-06,14.68,,
2002-12-09,14.59,,
2002-12-10,14.71,,
2002-12-11,14.77,,
2002-12-12,14.72,,
2002-12-13,14.62,,
2002-12-16,14.68,,
2002-12-17,14.79,,
2002-12-18,14.77,,
2002-12-19,14.84,,
2002-12-20,15.29,,
2002-12-23,15.31,,
2002-12-24,15.21,,
2002-12-26,15.24,,
2002-12-27,14.94,,
2002-12-30,15.29,,
2002-12-31,15.51,,
2003-01-02,15.77,,
2003-01-03,16.33,,
2003-01-06,16.88,,
2003-01-07,17.07,,
2003-01-08,17.18,,
2003-01-09,17.18,,
2003-01-10,17.0,,
2003-01-13,16.96,,
2003-01-14,17.21,,
2003-01-15,17.24,,
2003-01-16,17.38,,
2003-01-17,17.53,,
2003-01-21,17.15,,
2003-01-22,17.42,,
2003-01-23,17.51,,
2003-01-24,17.49,,
2003-01-27,17.14,,
2003-01-28,17.5,,
2003-01-29,17.84,,
2003-01-30,17.33,,
2003-01-31,17.81,,
2003-02-03,17.72,,
2003-02-04,17.31,,
2003-02-05,17.29,,
2003-02-06,17.4,,
2003-02-07,17.41,,
2003-02-10,18.07,,
2003-02-11,18.5,,
2003-02-12,18.3,,
2003-02-13,17.77,,
2003-02-14,17.75,,
2003-02-18,18.72,,
2003-02-19,18.41,,
2003-02-20,18.34,,
2003-02-21,18.43,,
2003-02-24,18.43,,
2003-02-25,18.27,,
2003-02-26,18.06,,
2003-02-27,18.62,,
2003-02-28,19.03,,
2003-03-03,18.79,,
2003-03-04,18.68,,
2003-03-05,18.63,,
2003-03-06,18.66,,
2003-03-07,18.6,,
2003-03-10,18.27,,
2003-03-11,17.85,,
2003-03-12,17.87,,
2003-03-13,18.37,,
2003-03-14,18.43,,
2003-03-17,19.03,,
2003-03-18,19.23,,
2003-03-19,19.23,,
2003-03-20,19.27,,
2003-03-21,19.24,,
2003-03-24,18.52,,
2003-03-25,19.35,,
2003-03-26,19.28,,
2003-03-27,19.2,,
2003-03-28,19.36,,
2003-03-31,19.17,,
2003-04-01,19.67,,
2003-04-02,19.87,,
2003-04-03,19.88,,
2003-04-04,19.91,,
2003-04-07,19.33,,
2003-04-08,19.4,,
2003-04-09,18.99,,
2003-04-10,18.99,,
2003-04-11,17.91,,
2003-04-14,18.0,,
2003-04-15,18.19,,
2003-04-16,17.53,,
2003-04-17,17.48,,
2003-04-21,17.45,,
2003-04-22,17.61,,
2003-04-23,17.69,,
2003-04-24,17.73,,
2003-04-25,17.91,,
2003-04-28,18.63,,
2003-04-29,18.55,,
2003-04-30,18.85,,
2003-05-01,18.97,,
2003-05-02,19.31,,
2003-05-05,19.18,,
2003-05-06,19.49,,
2003-05-07,19.51,,
2003-05-08,18.31,,
2003-05-09,18.39,,
2003-05-12,18.53,,
2003-05-13,18.68,,
2003-05-14,18.87,,
2003-05-15,18.95,,
2003-05-16,18.67,,
2003-05-19,18.75,,
2003-05-20,18.7,,
2003-05-21,18.99,,
2003-05-22,19.4,,
2003-05-23,19.31,,
2003-05-27,19.73,,
2003-05-28,19.4,,
2003-05-29,19.05,,
2003-05-30,19.25,,
2003-06-02,19.57,,
2003-06-03,19.13,,
2003-06-04,19.43,,
2003-06-05,20.65,,
2003-06-06,20.39,,
2003-06-09,19.92,,
2003-06-10,20.1,,
2003-06-11,21.2,,
2003-06-12,22.03,,
2003-06-13,22.63,,
2003-06-16,23.57,,
2003-06-17,23.56,,
2003-06-18,22.85,,
2003-06-19,22.07,,
2003-06-20,22.65,,
2003-06-23,22.5,,
2003-06-24,22.87,,
2003-06-25,22.77,,
2003-06-26,23.32,,
2003-06-27,23.53,,
2003-06-30,23.18,,
2003-07-01,23.01,,
2003-07-02,23.07,,
2003-07-03,23.53,,
2003-07-07,23.6,,
2003-07-08,23.27,,
2003-07-09,23.01,,
2003-07-10,22.57,,
2003-07-11,22.49,,
2003-07-14,22.21,,
2003-07-15,21.65,,
2003-07-16,21.94,,
2003-07-17,21.5,,
2003-07-18,21.65,,
2003-07-21,21.13,,
2003-07-22,20.73,,
2003-07-23,21.43,,
2003-07-24,21.57,,
2003-07-25,21.74,,
2003-07-28,22.1,,
2003-07-29,22.0,,
2003-07-30,21.8,,
2003-07-31,22.51,,
2003-08-01,22.37,,
2003-08-04,22.87,,
2003-08-05,22.47,,
2003-08-06,22.09,,
2003-08-07,22.77,,
2003-08-08,22.76,,
2003-08-11,22.87,,
2003-08-12,23.27,,
2003-08-13,23.0,,
2003-08-14,23.1,,
2003-08-15,23.27,,
2003-08-18,23.29,,
2003-08-19,23.91,,
2003-08-20,23.97,,
2003-08-21,24.97,,
2003-08-22,24.85,,
2003-08-25,24.31,,
2003-08-26,24.12,,
2003-08-27,23.93,,
2003-08-28,23.99,,
2003-08-29,24.27,,
2003-09-02,24.25,,
2003-09-03,24.13,,
2003-09-04,24.13,,
2003-09-05,24.36,,
2003-09-08,24.99,,
2003-09-09,25.67,,
2003-09-10,25.97,,
2003-09-11,25.81,,
2003-09-12,26.0,,
2003-09-15,26.34,,
2003-09-16,26.7,,
2003-09-17,26.63,,
2003-09-18,26.85,,
2003-09-19,26.85,,
2003-09-22,26.15,,
2003-09-23,26.11,,
2003-09-24,25.62,,
2003-09-25,24.9,,
2003-09-26,25.05,,
2003-09-29,25.37,,
2003-09-30,25.77,,
2003-10-01,26.0,,
2003-10-02,27.6,,
2003-10-03,27.95,,
2003-10-06,27.93,,
2003-10-07,28.1,,
2003-10-08,27.86,,
2003-10-09,27.95,,
2003-10-10,28.01,,
2003-10-13,28.16,,
2003-10-14,28.15,,
2003-10-15,27.98,,
2003-10-16,27.73,,
2003-10-17,27.01,,
2003-10-20,27.11,,
2003-10-21,28.04,,
2003-10-22,27.4,,
2003-10-23,27.61,,
2003-10-24,27.4,,
2003-10-27,26.19,,
2003-10-28,25.74,,
2003-10-29,24.7,,
2003-10-30,24.58,,
2003-10-31,24.15,,
2003-11-03,23.86,,
2003-11-04,23.65,,
2003-11-05,24.36,,
2003-11-06,24.46,,
2003-11-07,24.55,,
2003-11-10,24.0,,
2003-11-11,22.45,,
