date,DISH,dcf,Deviation
2005-11-29,26.06,28.073382889460426,-0.0717185704832285
2005-11-30,25.84,28.593382889460425,-0.09629440839878123
2005-12-01,26.36,28.673382889460427,-0.08068050074101185
2005-12-02,26.44,28.303382889460426,-0.0658360485295314
2005-12-05,26.07,28.543382889460425,-0.08665346006950403
2005-12-06,26.31,28.333382889460427,-0.07141338884080428
2005-12-07,26.1,28.213382889460426,-0.07490710694781355
2005-12-08,25.98,28.273382889460425,-0.08111455563795789
2005-12-09,26.04,28.403382889460428,-0.08320779601000994
2005-12-12,26.17,28.383382889460428,-0.07798164503789007
2005-12-13,26.15,28.423382889460427,-0.07998284012503709
2005-12-14,26.19,28.643382889460426,-0.08565269329144665
2005-12-15,26.41,29.483382889460426,-0.10424118904479862
2005-12-16,27.25,29.203382889460425,-0.06688892505550803
2005-12-19,26.97,28.943382889460427,-0.06818079617704342
2005-12-20,26.71,28.543382889460425,-0.06423145065042013
2005-12-21,26.31,29.233382889460426,-0.10000152567065379
2005-12-22,27.0,29.623382889460427,-0.08855784294621494
2005-12-23,27.39,29.233382889460426,-0.0630574605898595
2005-12-27,27.0,29.053382889460426,-0.0706762065289589
2005-12-28,26.82,29.393382889460426,-0.08754973522912068
2005-12-29,27.16,29.413382889460426,-0.07661080324996794
2005-12-30,27.18,29.47801949011598,-0.07795705172413325
2006-01-03,28.12,29.97801949011598,-0.06197939429349508
2006-01-04,28.62,29.85801949011598,-0.04146355020385073
2006-01-05,28.5,30.31801949011598,-0.05996498190485944
2006-01-06,28.96,30.168019490115977,-0.04004304924662894
2006-01-09,28.81,29.45801949011598,-0.021998067125096776
2006-01-10,28.1,28.92801949011598,-0.028623442071410765
2006-01-11,27.57,29.44801949011598,-0.06377405077262743
2006-01-12,28.09,29.26801949011598,-0.04024937493682501
2006-01-13,27.91,29.68801949011598,-0.05989013483058159
2006-01-17,28.33,29.25801949011598,-0.031718465784380534
2006-01-18,27.9,29.34801949011598,-0.049339598217305825
2006-01-19,27.99,29.28801949011598,-0.0443191281866645
2006-01-20,27.93,28.918019490115977,-0.034166222567685756
2006-01-23,27.56,28.59801949011598,-0.036296901275794324
2006-01-24,27.24,28.558019490115978,-0.046152342271919444
2006-01-25,27.2,28.75801949011598,-0.05417687023445639
2006-01-26,27.4,29.168019490115977,-0.06061499961336414
2006-01-27,27.81,28.97801949011598,-0.04030708484112855
2006-01-30,27.62,28.95801949011598,-0.04620549035035615
2006-01-31,27.6,29.078019490115977,-0.050829441483054794
2006-02-01,27.72,28.70801949011598,-0.034416149482417335
2006-02-02,27.35,28.77801949011598,-0.04962188209673157
2006-02-03,27.42,28.76801949011598,-0.04685826532407367
2006-02-06,27.41,28.72801949011598,-0.04587923266236471
2006-02-07,27.37,29.17801949011598,-0.061965120378661864
2006-02-08,27.82,29.558019490115978,-0.058800268762836505
2006-02-09,28.2,29.69801949011598,-0.050441730318567024
2006-02-10,28.34,29.56801949011598,-0.04153201706751053
2006-02-13,28.21,29.06801949011598,-0.02951764534242629
2006-02-14,27.71,29.35801949011598,-0.05613524068511566
2006-02-15,28.0,29.45801949011598,-0.04949482400217664
2006-02-16,28.1,29.808019490115978,-0.0573006700657297
2006-02-17,28.45,29.28801949011598,-0.028613047406595427
2006-02-21,27.93,29.86801949011598,-0.06488610638403114
2006-02-22,28.51,29.668019490115977,-0.03903258491864525
2006-02-23,28.31,29.75801949011598,-0.04865980716885199
2006-02-24,28.4,31.17801949011598,-0.0891018587949971
2006-02-27,29.82,30.72801949011598,-0.029550211994888054
2006-02-28,29.37,30.45801949011598,-0.03572193820642389
2006-03-01,29.1,30.418019490115977,-0.04333022044858159
2006-03-02,29.06,30.45801949011598,-0.045899881657428754
2006-03-03,29.1,30.488019490115978,-0.04552671880067394
2006-03-06,29.13,30.06801949011598,-0.031196583813055234
2006-03-07,28.71,30.10801949011598,-0.046433459051497095
2006-03-08,28.75,30.08801949011598,-0.044470174933100015
2006-03-09,28.73,30.418019490115977,-0.05549406300645188
2006-03-10,29.06,30.40801949011598,-0.04433105189748221
2006-03-13,29.05,30.70801949011598,-0.05399304538834382
2006-03-14,29.35,31.13801949011598,-0.05742238971504088
2006-03-15,29.78,30.45801949011598,-0.022260787190579
2006-03-16,29.1,30.45801949011598,-0.0445865986314925
2006-03-17,29.1,30.738019490115978,-0.053289688707585436
2006-03-20,29.38,30.328019490115977,-0.031258865763553745
2006-03-21,28.97,30.54801949011598,-0.05165701464301342
2006-03-22,29.19,30.36801949011598,-0.03879144935676149
2006-03-23,29.01,30.648019490115978,-0.0534461775138273
2006-03-24,29.29,30.69801949011598,-0.04586678598498273
2006-03-27,29.34,30.38801949011598,-0.03448791687318942
2006-03-28,29.03,30.61801949011598,-0.051865519604513244
2006-03-29,29.26,31.33801949011598,-0.0663098537790936
2006-03-30,29.98,31.22801949011598,-0.03996473393104516
2006-03-31,29.87,34.78433860598388,-0.14128020836188837
2006-04-03,30.55,34.77433860598388,-0.12147861829518636
2006-04-04,30.54,34.90433860598388,-0.12503713808333483
2006-04-05,30.67,34.89433860598388,-0.12106085900305519
2006-04-06,30.66,34.68433860598388,-0.11602754348873723
2006-04-07,30.45,34.40433860598388,-0.11493720752115
2006-04-10,30.17,34.38433860598388,-0.12256564403569647
2006-04-11,30.15,34.08433860598388,-0.11542951299319526
2006-04-12,29.85,34.20433860598388,-0.12730369255618668
2006-04-13,29.97,34.27433860598388,-0.1255848772303485
2006-04-17,30.04,34.89433860598388,-0.13911536369259148
2006-04-18,30.66,34.77433860598388,-0.1183153661843016
2006-04-19,30.54,34.88433860598388,-0.12453550159149851
2006-04-20,30.65,35.05433860598388,-0.12564318087667603
2006-04-21,30.82,34.97433860598388,-0.11878247799868613
2006-04-24,30.74,35.00433860598388,-0.12182314466741295
2006-04-25,30.77,34.84433860598388,-0.11692971567220922
2006-04-26,30.61,35.15433860598388,-0.12926821513889486
2006-04-27,30.92,35.13433860598388,-0.11994927962771196
2006-04-28,30.9,35.12433860598388,-0.12026813240162226
2006-05-01,30.89,35.89433860598388,-0.13941860472530387
2006-05-02,31.66,36.18433860598388,-0.12503582434516802
2006-05-03,31.95,35.57433860598388,-0.10188070243909586
2006-05-04,31.34,36.06433860598388,-0.13099751135322368
2006-05-05,31.83,36.27433860598388,-0.12252018304892631
2006-05-08,32.04,36.35433860598388,-0.1186746553896525
2006-05-09,32.12,36.48433860598388,-0.119622248140962
2006-05-10,32.25,35.18433860598388,-0.08339899859549538
2006-05-11,30.95,35.15433860598388,-0.11959657819499492
2006-05-12,30.92,35.09433860598388,-0.11894621103564884
2006-05-15,30.86,34.81433860598388,-0.11358361997732191
2006-05-16,30.58,34.74433860598388,-0.1198566089632419
2006-05-17,30.51,34.73433860598388,-0.12161851284699943
2006-05-18,30.5,34.65433860598388,-0.11987932169816506
2006-05-19,30.42,34.50433860598388,-0.11837174022154873
2006-05-22,30.27,34.58433860598388,-0.12474833349096925
2006-05-23,30.35,34.33433860598388,-0.11604529948013842
2006-05-24,30.1,34.34433860598388,-0.12358189961603683
2006-05-25,30.11,34.46433860598388,-0.1263433096965877
2006-05-26,30.23,34.13433860598388,-0.11438155140640205
2006-05-30,29.9,34.16433860598388,-0.1248184153413402
2006-05-31,29.93,35.00433860598388,-0.1449631333733139
2006-06-01,30.77,35.03433860598388,-0.121718827175334
2006-06-02,30.8,34.78433860598388,-0.11454403808323277
2006-06-05,30.55,34.88433860598388,-0.12424884000066405
2006-06-06,30.65,34.20433860598388,-0.10391484679554852
2006-06-07,29.97,34.47433860598388,-0.1306577236322104
2006-06-08,30.24,34.67433860598388,-0.12788531185476248
2006-06-09,30.44,34.40433860598388,-0.11522786853674238
2006-06-12,30.17,34.54433860598388,-0.12662968180916745
2006-06-13,30.31,34.36433860598388,-0.1179809875717468
2006-06-14,30.13,34.79433860598388,-0.13405452705405685
2006-06-15,30.56,34.73433860598388,-0.12017901516238294
2006-06-16,30.5,34.48433860598388,-0.11554052555592575
2006-06-19,30.25,34.61433860598388,-0.12608470309553754
2006-06-20,30.38,34.54433860598388,-0.12055053806305971
2006-06-21,30.31,34.31433860598388,-0.1166957828318913
2006-06-22,30.08,34.39433860598388,-0.12543746386311616
2006-06-23,30.16,34.48433860598388,-0.12540007379563023
2006-06-26,30.25,34.28433860598388,-0.1176729308489487
2006-06-27,30.05,34.66433860598388,-0.13311486073434953
2006-06-28,30.43,34.92433860598388,-0.12868786598048343
2006-06-29,30.69,35.04433860598388,-0.12425226953035917
2006-06-30,30.81,35.25477426659434,-0.12607581126412104
2006-07-03,31.06,34.994774266594334,-0.11243890978175086
2006-07-05,30.8,34.274774266594335,-0.10137993147867341
2006-07-06,30.08,34.21477426659434,-0.12084762665324189
2006-07-07,30.02,34.29477426659434,-0.12464797795034
2006-07-10,30.1,34.65477426659434,-0.13143280725348527
2006-07-11,30.46,34.68477426659434,-0.1218048655621008
2006-07-12,30.49,34.72477426659434,-0.12195253550339835
2006-07-13,30.53,34.82477426659434,-0.1233252578671874
2006-07-14,30.63,36.71477426659434,-0.16573094586967652
2006-07-17,32.52,36.204774266594335,-0.10177592158043713
2006-07-18,32.01,37.274774266594335,-0.14124228436475417
2006-07-19,33.08,37.17477426659433,-0.11014927050341083
2006-07-20,32.98,37.554774266594336,-0.12181605018096686
2006-07-21,33.36,37.76477426659434,-0.1166371136101475
2006-07-24,33.57,38.33477426659434,-0.12429378697937066
2006-07-25,34.14,38.29477426659434,-0.10849454909096223
2006-07-26,34.1,38.164774266594335,-0.1065059166392669
2006-07-27,33.97,39.414774266594335,-0.13814044017522153
2006-07-28,35.22,39.244774266594334,-0.10255567376317609
2006-07-31,35.05,38.68477426659434,-0.09395878185938122
2006-08-01,34.49,39.33477426659434,-0.12316771500348567
2006-08-02,35.14,39.634774266594334,-0.11340481558848425
2006-08-03,35.44,39.594774266594335,-0.10493238927490678
2006-08-04,35.4,39.57477426659434,-0.10549079164598874
2006-08-07,35.38,39.274774266594335,-0.09916732404766693
2006-08-08,35.08,35.67477426659434,-0.01667212417798769
2006-08-09,31.48,36.954774266594335,-0.14814795585271145
2006-08-10,32.76,37.43477426659434,-0.12487785376512794
2006-08-11,33.24,37.484774266594336,-0.11323995808018483
2006-08-14,33.29,37.15477426659434,-0.10401824107081536
2006-08-15,32.96,37.304774266594336,-0.11646697646646775
2006-08-16,33.11,36.94477426659434,-0.10379747454734789
2006-08-17,32.75,36.64477426659434,-0.10628457521008239
2006-08-18,32.45,36.134774266594334,-0.10197308109382075
2006-08-21,31.94,35.86477426659434,-0.10943256570974724
2006-08-22,31.67,35.54477426659434,-0.10901108099695889
2006-08-23,31.35,35.71477426659434,-0.12221200766980378
2006-08-24,31.52,35.89477426659434,-0.12187774839040422
2006-08-25,31.7,36.40477426659434,-0.12923508966546515
2006-08-28,32.21,36.04477426659434,-0.10638918802019903
2006-08-29,31.85,35.884774266594334,-0.11243694154571748
2006-08-30,31.69,35.94477426659434,-0.11836975898186552
2006-08-31,31.75,36.494774266594334,-0.13001242950384506
2006-09-01,32.3,37.244774266594334,-0.1327642431445588
2006-09-05,33.05,37.08477426659434,-0.10879867402156018
2006-09-06,32.89,37.524774266594335,-0.12351238234417172
2006-09-07,33.33,37.734774266594336,-0.11672984275657305
2006-09-08,33.54,37.814774266594334,-0.11304508223312815
2006-09-11,33.62,38.414774266594335,-0.12481589071223298
2006-09-12,34.22,38.624774266594336,-0.11404012968961019
2006-09-13,34.43,36.92477426659433,-0.06756369716933774
2006-09-14,32.73,36.54477426659434,-0.10438631358797135
2006-09-15,32.35,36.564774266594334,-0.11526870741398121
2006-09-18,32.37,35.984774266594336,-0.1004528815385688
2006-09-19,31.79,36.024774266594335,-0.1175517224689796
2006-09-20,31.83,35.804774266594336,-0.11101240960211223
2006-09-21,31.61,35.83477426659434,-0.1178959363651616
2006-09-22,31.64,35.984774266594336,-0.12073923916837548
2006-09-25,31.79,36.314774266594334,-0.12459871658232058
2006-09-26,32.12,36.494774266594334,-0.11987399167444113
2006-09-27,32.3,36.64477426659434,-0.11856463448200505
2006-09-28,32.45,36.93477426659434,-0.12142416883946117
2006-09-29,32.74,36.03909759313172,-0.09154218094962663
2006-10-02,32.09,36.01909759313172,-0.10908373212217659
2006-10-03,32.07,36.07909759313172,-0.11111967484172669
2006-10-04,32.13,37.109097593131715,-0.13417458025315232
2006-10-05,33.16,37.34909759313172,-0.1121606106462415
2006-10-06,33.4,37.47909759313172,-0.1088366010679841
2006-10-09,33.53,37.00909759313172,-0.09400655026447824
2006-10-10,33.06,37.11909759313172,-0.10935334790797246
2006-10-11,33.17,38.14909759313172,-0.13051678564549174
2006-10-12,34.2,38.86909759313172,-0.12012364274587017
2006-10-13,34.92,38.139097593131716,-0.08440413633990718
2006-10-16,34.19,37.73909759313172,-0.09404299041261743
2006-10-17,33.79,37.359097593131715,-0.09553489840685758
2006-10-18,33.41,37.929097593131715,-0.11914592963978254
2006-10-19,33.98,37.86909759313172,-0.10269844913962467
2006-10-20,33.92,38.67909759313172,-0.12304055392380187
2006-10-23,34.73,38.999097593131715,-0.10946657375691604
2006-10-24,35.05,39.04909759313172,-0.10241203611924488
2006-10-25,35.1,39.32909759313172,-0.10753101016663735
2006-10-26,35.38,39.32909759313172,-0.10041159942152789
2006-10-27,35.38,39.10909759313172,-0.09535115414646178
2006-10-30,35.16,39.46909759313172,-0.10917649137946284
2006-10-31,35.52,38.37909759313172,-0.07449621727539979
2006-11-01,34.43,38.709097593131716,-0.1105450103257114
2006-11-02,34.76,38.33909759313172,-0.09335372551316645
2006-11-03,34.39,39.25909759313172,-0.12402469469862587
2006-11-06,35.31,39.92909759313172,-0.1156824940097384
2006-11-07,35.98,40.62909759313172,-0.11442778374476237
2006-11-08,36.68,40.39909759313172,-0.09205892741930966
2006-11-09,36.45,40.25909759313172,-0.09461457958217023
2006-11-10,36.31,40.60909759313172,-0.10586538110757804
2006-11-13,36.66,40.22909759313172,-0.0887193053453198
2006-11-14,36.28,40.54909759313172,-0.10528218496913788
2006-11-15,36.6,40.29909759313172,-0.09179107756899663
2006-11-16,36.35,40.23909759313172,-0.09664972193102894
2006-11-17,36.29,39.999097593131715,-0.09272953182245314
2006-11-20,36.05,40.48909759313172,-0.10963686169890674
2006-11-21,36.54,40.40909759313172,-0.09574818106775407
2006-11-22,36.46,40.55909759313172,-0.10106481249291543
2006-11-24,36.61,39.40909759313172,-0.07102668581834137
2006-11-27,35.46,39.639097593131716,-0.10542867640498021
2006-11-28,35.69,40.029097593131716,-0.10839858637923006
2006-11-29,36.08,39.959097593131716,-0.09707670660206469
2006-11-30,36.01,40.53909759313172,-0.11172171710845036
2006-12-01,36.59,40.93909759313172,-0.10623335268292178
2006-12-04,36.99,41.43909759313172,-0.10736473165547722
2006-12-05,37.49,41.14909759313172,-0.08892291221818838
2006-12-06,37.2,41.07909759313172,-0.0944299612311904
2006-12-07,37.13,40.779097593131716,-0.08948451065641827
2006-12-08,36.83,41.47909759313172,-0.1120829010971911
2006-12-11,37.53,41.92909759313172,-0.1049175356889227
2006-12-12,37.98,42.22909759313172,-0.1006201371876535
2006-12-13,38.28,42.26909759313172,-0.09437385277370824
2006-12-14,38.32,42.39909759313172,-0.09620717950828506
2006-12-15,38.45,41.93909759313172,-0.08319438884882258
2006-12-18,37.99,41.67909759313172,-0.08851193538651958
2006-12-19,37.73,41.69909759313172,-0.09518425630835414
2006-12-20,37.75,41.58909759313172,-0.09231019222128378
2006-12-21,37.64,41.69909759313172,-0.09734257639667232
2006-12-22,37.75,41.86909759313172,-0.09838037669594824
2006-12-26,37.92,42.12909759313172,-0.09990951227538092
2006-12-27,38.18,41.959097593131716,-0.09006622663282249
2006-12-28,38.01,41.97909759313172,-0.09454937863602653
2006-12-29,38.03,42.69665958720117,-0.1092980020526021
2007-01-03,38.37,42.536659587201164,-0.09795455561477306
2007-01-04,38.21,42.69665958720117,-0.10508221557796282
2007-01-05,38.37,43.276659587201166,-0.11337888908256422
2007-01-08,38.95,43.75665958720116,-0.10984978361115827
2007-01-09,39.43,43.856659587201165,-0.10093471844109647
2007-01-10,39.53,44.18665958720116,-0.10538609686055522
2007-01-11,39.86,44.80665958720117,-0.11040009750278645
2007-01-12,40.48,45.23665958720117,-0.10515054892662712
2007-01-16,40.91,45.09665958720117,-0.09283746569090412
2007-01-17,40.77,44.73665958720117,-0.08866687016426222
2007-01-18,40.41,44.37665958720117,-0.08938616885767603
2007-01-19,40.05,44.18665958720116,-0.09361783909094967
2007-01-22,39.86,44.886659587201166,-0.11198560181195683
2007-01-23,40.56,45.316659587201165,-0.10496492085980214
2007-01-24,40.99,43.746659587201165,-0.06301417326976144
2007-01-25,39.42,43.73665958720117,-0.09869659978478029
2007-01-26,39.41,43.76665958720117,-0.09954288557299917
2007-01-29,39.44,43.41665958720117,-0.09159294208745283
2007-01-30,39.09,44.66665958720117,-0.12485060756141941
2007-01-31,40.34,44.05665958720117,-0.08436090302862831
2007-02-01,39.73,44.706659587201166,-0.11131808176126656
2007-02-02,40.38,45.32665958720116,-0.10913355698944871
2007-02-05,41.0,45.61665958720117,-0.10120556018302762
2007-02-06,41.29,46.396659587201164,-0.11006524246865979
2007-02-07,42.07,46.646659587201164,-0.09811334032709385
2007-02-08,42.32,45.90665958720117,-0.07812939602778535
2007-02-09,41.58,46.026659587201166,-0.09661052153429939
2007-02-12,41.7,46.44665958720117,-0.10219593032927499
2007-02-13,42.12,46.36665958720117,-0.09158864634650976
2007-02-14,42.04,46.32665958720116,-0.09253116079160295
2007-02-15,42.0,46.856659587201165,-0.10364929190402117
2007-02-16,42.53,47.496659587201165,-0.10456860820038638
2007-02-20,43.17,46.676659587201165,-0.07512661827588663
2007-02-21,42.35,46.76665958720117,-0.09444034759347864
2007-02-22,42.44,46.84665958720117,-0.09406560950196541
2007-02-23,42.52,46.79665958720117,-0.09138813806211987
2007-02-26,42.47,45.22665958720117,-0.0609520935740584
2007-02-27,40.9,44.926659587201165,-0.08962739772329509
2007-02-28,40.6,47.00665958720116,-0.13629259435710994
2007-03-01,42.68,46.146659587201164,-0.07512265499196924
2007-03-02,41.82,46.59665958720117,-0.1025107728647825
2007-03-05,42.27,47.37665958720117,-0.10778851087637109
2007-03-06,43.05,48.26665958720117,-0.10807997967575256
2007-03-07,43.94,48.75665958720116,-0.09878977821658563
2007-03-08,44.43,47.646659587201164,-0.06751070515896607
2007-03-09,43.32,48.606659587201165,-0.10876410006568771
2007-03-12,44.28,47.25665958720116,-0.0629892085729934
2007-03-13,42.93,46.82665958720116,-0.08321455387917986
2007-03-14,42.5,47.29665958720117,-0.10141645581454939
2007-03-15,42.97,47.026659587201166,-0.0862629755719505
2007-03-16,42.7,47.646659587201164,-0.10381965136817128
2007-03-19,43.32,47.66665958720117,-0.0911886762119214
2007-03-20,43.34,48.36665958720117,-0.10392819413419496
2007-03-21,44.04,48.496659587201165,-0.09189621770109158
2007-03-22,44.17,47.68665958720116,-0.07374514419007472
2007-03-23,43.36,47.41665958720117,-0.08555346628205229
2007-03-26,43.09,47.496659587201165,-0.09277830536926046
2007-03-27,43.17,47.09665958720117,-0.08337448179166107
2007-03-28,42.77,47.19665958720117,-0.0937917985280804
2007-03-29,42.87,47.75665958720116,-0.10232414975085058
2007-03-30,43.43,45.70277073931496,-0.049729386261473385
2007-04-02,43.54,46.20277073931496,-0.05763227392441095
2007-04-03,44.04,46.932770739314954,-0.06163647902619396
2007-04-04,44.77,46.87277073931496,-0.044861242596679674
2007-04-05,44.71,47.30277073931496,-0.05481223824294956
2007-04-09,45.14,48.062770739314956,-0.060811532384756006
2007-04-10,45.9,48.13277073931496,-0.04638774591655137
2007-04-11,45.97,48.392770739314955,-0.050064724592152055
2007-04-12,46.23,48.63277073931496,-0.04940641264702916
2007-04-13,46.47,49.072770739314954,-0.0530390010611268
2007-04-16,46.91,49.212770739314955,-0.04679213758381884
2007-04-17,47.05,49.16277073931496,-0.04297501356296418
2007-04-18,47.0,48.79277073931495,-0.036742548376545114
2007-04-19,46.63,49.032770739314955,-0.04900336454754717
2007-04-20,46.87,48.73277073931496,-0.03822419105368413
2007-04-23,46.57,49.002770739314954,-0.049645575191182845
2007-04-24,46.84,48.83277073931496,-0.04080806206866716
2007-04-25,46.67,48.812770739314956,-0.04389774861907436
2007-04-26,46.65,48.45277073931496,-0.03720676262280653
2007-04-27,46.29,48.69277073931496,-0.04934553328621616
2007-04-30,46.53,49.91277073931496,-0.06777365169692806
2007-05-01,47.75,50.782770739314955,-0.05972046611799087
2007-05-02,48.62,51.182770739314954,-0.05007096533260591
2007-05-03,49.02,51.062770739314956,-0.04000509000468622
2007-05-04,48.9,50.572770739314954,-0.033076509648591434
2007-05-07,48.41,50.672770739314956,-0.0446545690377923
2007-05-08,48.51,50.33277073931496,-0.03621439297978468
2007-05-09,48.17,50.48277073931496,-0.04581307058714623
2007-05-10,48.32,51.29277073931495,-0.05795691471656805
2007-05-11,49.13,50.29277073931495,-0.023120037377578506
2007-05-14,48.13,49.90277073931495,-0.03552449519437817
2007-05-15,47.74,51.142770739314955,-0.06653473580185087
2007-05-16,48.98,50.642770739314955,-0.032833328726702526
2007-05-17,48.48,51.40277073931495,-0.056860178882915724
2007-05-18,49.24,51.72277073931495,-0.0480015030870683
2007-05-21,49.56,50.59277073931496,-0.020413405398103657
2007-05-22,48.43,51.032770739314955,-0.05100194838744698
2007-05-23,48.87,49.37277073931496,-0.010183158283126548
2007-05-24,47.21,49.752770739314954,-0.051108123256854876
2007-05-25,47.59,49.22277073931495,-0.033171044920696224
2007-05-29,47.06,49.02277073931496,-0.040037939710756976
2007-05-30,46.86,48.22277073931495,-0.028259901254573006
2007-05-31,46.06,48.812770739314956,-0.056394478281434846
2007-06-01,46.65,49.252770739314954,-0.052845163840444576
2007-06-04,47.09,48.102770739314956,-0.021054311919026403
2007-06-05,45.94,47.48277073931496,-0.03249116922398909
2007-06-06,45.32,47.312770739314956,-0.042119087683424206
2007-06-07,45.15,47.55277073931496,-0.050528511839761925
2007-06-08,45.39,47.562770739314956,-0.04568217337933522
2007-06-11,45.4,47.392770739314955,-0.04204798977203161
2007-06-12,45.23,47.09277073931496,-0.039555343847284874
2007-06-13,44.93,47.09277073931496,-0.04592574837626595
2007-06-14,44.93,46.08277073931496,-0.02501522197604078
2007-06-15,43.92,45.572770739314954,-0.03626662835071237
2007-06-18,43.41,46.38277073931496,-0.06409213360760224
2007-06-19,44.22,45.892770739314955,-0.03644954776901155
2007-06-20,43.73,45.73277073931496,-0.0437929018281249
2007-06-21,43.57,45.45277073931496,-0.04142257355691692
2007-06-22,43.29,45.242770739314956,-0.043162050144246455
2007-06-25,43.08,45.05277073931496,-0.043788000314782805
2007-06-26,42.89,45.52277073931496,-0.05783414973555667
2007-06-27,43.36,45.562770739314956,-0.04834584691782673
2007-06-28,43.4,45.532770739314955,-0.04684034607789489
2007-06-29,43.37,46.35046670397314,-0.06430284128547203
2007-07-02,43.94,45.94046670397314,-0.04354476233042115
2007-07-03,43.53,46.28046670397314,-0.059430401200708194
2007-07-05,43.87,46.97046670397314,-0.06600885453222205
2007-07-06,44.56,46.47046670397314,-0.04111141633552373
2007-07-09,44.06,45.78046670397314,-0.03758080307695566
2007-07-10,43.37,46.21046670397314,-0.061468037580519
2007-07-11,43.8,46.52046670397314,-0.0584789211442025
2007-07-12,44.11,46.47046670397314,-0.050794985964092376
2007-07-13,44.06,46.33046670397314,-0.04900591048391978
2007-07-16,43.92,45.90046670397314,-0.043146984032772506
2007-07-17,43.49,46.97046670397314,-0.0740990445317149
2007-07-18,44.56,46.90046670397314,-0.04990284465068795
2007-07-19,44.49,46.50046670397314,-0.04323540915776136
2007-07-20,44.09,47.16046670397314,-0.06510679216231041
2007-07-23,44.75,46.65046670397314,-0.04073842853562015
2007-07-24,44.24,46.14046670397314,-0.04118871870469154
2007-07-25,43.73,44.67046670397314,-0.021053433585225934
2007-07-26,42.26,44.51046670397314,-0.050560393332659825
2007-07-27,42.1,45.34046670397314,-0.0714696371594512
2007-07-30,42.93,44.70046670397314,-0.03960734270847732
2007-07-31,42.29,44.64046670397314,-0.05265327353228455
2007-08-01,42.23,44.63046670397314,-0.05378538207756289
2007-08-02,42.22,43.71046670397314,-0.03409862251225204
2007-08-03,41.3,43.120466703973136,-0.042218158640787595
2007-08-06,40.71,42.04046670397314,-0.03164728672832262
2007-08-07,39.63,42.23046670397314,-0.06157797691893574
2007-08-08,39.82,40.71046670397314,-0.021873163735709134
2007-08-09,38.3,41.16046670397314,-0.06949548761304569
2007-08-10,38.75,42.43046670397314,-0.08674113178275511
2007-08-13,40.02,41.56046670397314,-0.03706567385168158
2007-08-14,39.15,41.20046670397314,-0.04976804555894532
2007-08-15,38.79,40.41046670397314,-0.04010017295380108
2007-08-16,38.0,42.25046670397314,-0.1006016509534422
2007-08-17,39.84,41.11046670397314,-0.030903728559480204
2007-08-20,38.7,40.79046670397314,-0.05124890379764924
2007-08-21,38.38,41.59046670397314,-0.07719237023292269
2007-08-22,39.18,42.61046670397314,-0.0805076069174635
2007-08-23,40.2,44.86046670397314,-0.10388805659840306
2007-08-24,42.45,43.870466703973136,-0.032378654951589314
2007-08-27,41.46,43.20046670397314,-0.04028814586424523
2007-08-28,40.79,44.09046670397314,-0.07485669693933461
2007-08-29,41.68,43.73046670397314,-0.04688874504480989
2007-08-30,41.32,44.73046670397314,-0.0762448271900148
2007-08-31,42.32,45.20046670397314,-0.06372648147281068
2007-09-04,42.79,44.96046670397314,-0.04827500386648209
2007-09-05,42.55,44.38046670397314,-0.04124487279916933
2007-09-06,41.97,44.14046670397314,-0.0491718114022065
2007-09-07,41.73,43.61046670397314,-0.043119618891898304
2007-09-10,41.2,43.81046670397314,-0.05958545754858158
2007-09-11,41.4,43.11046670397314,-0.03967636712723177
2007-09-12,40.7,43.58046670397314,-0.06609536156505935
2007-09-13,41.17,43.59046670397314,-0.05552743264738946
2007-09-14,41.18,43.370466703973136,-0.05050595187098761
2007-09-17,40.96,44.45046670397314,-0.07852486065486353
2007-09-18,42.04,44.45046670397314,-0.05422815287916172
2007-09-19,42.04,43.96046670397314,-0.04368622191628302
2007-09-20,41.55,44.14046670397314,-0.05868688977273484
2007-09-21,41.73,43.73046670397314,-0.04574537741650475
2007-09-24,41.32,46.550466703973136,-0.11236120869066835
2007-09-25,44.14,45.88046670397314,-0.03793480818760764
2007-09-26,43.47,48.39046670397314,-0.10168256351140215
2007-09-27,45.98,49.22046670397314,-0.06583575737837455
2007-09-28,46.81,50.492477421750735,-0.07293120895993954
2007-10-01,46.9,50.36247742175073,-0.06875113376085318
2007-10-02,46.77,52.532477421750734,-0.10969361630306085
2007-10-03,48.94,51.47247742175073,-0.0492006126108977
2007-10-04,47.88,52.07247742175073,-0.08051234796828632
2007-10-05,48.48,51.852477421750734,-0.0650398513135666
2007-10-08,48.26,51.772477421750736,-0.06784449183563834
2007-10-09,48.18,52.462477421750734,-0.08162934028683966
2007-10-10,48.87,51.94247742175074,-0.05915153789842431
2007-10-11,48.35,52.07247742175073,-0.07148646667223568
2007-10-12,48.48,52.632477421750735,-0.07889572418331003
2007-10-15,49.04,54.672477421750735,-0.10302217289882543
2007-10-16,51.08,53.04247742175073,-0.03699822325693247
2007-10-17,49.45,53.32247742175073,-0.07262373409850442
2007-10-18,49.73,52.312477421750735,-0.04936637584434078
2007-10-19,48.72,52.242477421750735,-0.0674255432665255
2007-10-22,48.65,51.94247742175074,-0.06338699240348566
2007-10-23,48.35,53.58247742175073,-0.09765277145671336
2007-10-24,49.99,53.172477421750735,-0.0598519680869507
2007-10-25,49.58,53.312477421750735,-0.07001132947214983
2007-10-26,49.72,53.37247742175074,-0.06843372461219599
2007-10-29,49.78,52.592477421750736,-0.053476800478457265
