date,ANET,dcf,Deviation
2014-10-06,84.68,92.8308422034345,-0.08780316982983194
2014-10-07,82.81,98.46084220343451,-0.15895499015839798
2014-10-08,88.44,95.8408422034345,-0.07722012905234354
2014-10-09,85.82,88.15084220343451,-0.026441519390766555
2014-10-10,78.13,83.71084220343451,-0.06666809288421593
2014-10-13,73.69,83.54084220343451,-0.11791648185023351
2014-10-14,73.52,85.07084220343451,-0.1357790977996005
2014-10-15,75.05,84.59084220343449,-0.11278812167976171
2014-10-16,74.57,86.7408422034345,-0.14031270499876014
2014-10-17,76.72,86.4108422034345,-0.11214845216552383
2014-10-20,76.39,87.5308422034345,-0.127279047281889
2014-10-21,77.51,82.20084220343452,-0.05706562217240296
2014-10-22,72.18,83.8608422034345,-0.13928839606807708
2014-10-23,73.84,84.95084220343452,-0.1307914308468776
2014-10-24,74.93,83.3808422034345,-0.10135232482799739
2014-10-27,73.36,83.8608422034345,-0.1252174665496556
2014-10-28,73.84,83.0508422034345,-0.1109060662006579
2014-10-29,73.03,83.9108422034345,-0.129671469356187
2014-10-30,73.89,91.2708422034345,-0.1904314870316871
2014-10-31,81.25,95.71084220343451,-0.1510888617268441
2014-11-03,85.69,96.4108422034345,-0.11119954932882625
2014-11-04,86.39,94.1408422034345,-0.08233240772039463
2014-11-05,84.12,97.2708422034345,-0.13519819408914457
2014-11-06,87.25,87.85084220343451,-0.0068393448299920445
2014-11-07,77.83,86.81084220343452,-0.1034530016698676
2014-11-10,76.79,88.7608422034345,-0.1348662530262844
2014-11-11,78.74,87.2608422034345,-0.0976479482465864
2014-11-12,77.24,86.9908422034345,-0.11209044488420328
2014-11-13,76.97,87.71084220343451,-0.12245740587603127
2014-11-14,77.69,86.7208422034345,-0.10413692918536765
2014-11-17,76.7,86.82084220343451,-0.11657157367489968
2014-11-18,76.8,87.0208422034345,-0.11745280721991347
2014-11-19,77.0,85.20084220343452,-0.09625306500906794
2014-11-20,75.18,84.17084220343452,-0.10681658835852359
2014-11-21,74.15,82.96084220343451,-0.10620483073000608
2014-11-24,72.94,83.76084220343449,-0.1291873615257274
2014-11-25,73.74,86.17084220343452,-0.1442581026896249
2014-11-26,76.15,85.8908422034345,-0.11340955512303719
2014-11-28,75.87,81.60084220343451,-0.07023018450161655
2014-12-01,71.58,79.4408422034345,-0.09895215087604714
2014-12-02,69.42,82.65084220343451,-0.16008115405368128
2014-12-03,72.63,83.5508422034345,-0.13070894218928153
2014-12-04,73.53,78.26084220343449,-0.06044967151180081
2014-12-05,68.24,74.84084220343449,-0.08819839554306319
2014-12-08,64.82,76.21084220343451,-0.14946485137939047
2014-12-09,66.19,75.1908422034345,-0.11970662835617729
2014-12-10,65.17,77.92084220343452,-0.1636384033189069
2014-12-11,67.9,77.9708422034345,-0.12916164451781298
2014-12-12,67.95,77.4108422034345,-0.12221598337054063
2014-12-15,67.39,78.3608422034345,-0.1400041384822387
2014-12-16,68.34,77.3008422034345,-0.11592166330933407
2014-12-17,67.28,76.79084220343451,-0.12385385979018637
2014-12-18,66.77,76.5508422034345,-0.12776923051273337
2014-12-19,66.53,75.29084220343451,-0.11635999740530023
2014-12-22,65.27,74.7208422034345,-0.12648200856333636
2014-12-23,64.7,75.0208422034345,-0.13757299838686698
2014-12-24,65.0,75.2708422034345,-0.13645180394920375
2014-12-26,65.25,71.5908422034345,-0.0885705770217955
2014-12-29,61.57,70.6608422034345,-0.12865459736896023
2014-12-30,60.64,70.7808422034345,-0.14327100226199962
2014-12-31,60.76,68.6357611284118,-0.11474719590676508
2015-01-02,62.68,69.75576112841179,-0.10143622568157751
2015-01-05,63.8,69.7657611284118,-0.08551130284999164
2015-01-06,63.81,71.0957611284118,-0.10247813670990025
2015-01-07,65.14,72.07576112841181,-0.09622876012443216
2015-01-08,66.12,72.3757611284118,-0.08643447793678583
2015-01-09,66.42,72.02576112841179,-0.07782994640511331
2015-01-12,66.07,71.22576112841179,-0.0723861850927301
2015-01-13,65.27,71.0157611284118,-0.0809082524374023
2015-01-14,65.06,69.1657611284118,-0.05936117902019644
2015-01-15,63.21,70.4957611284118,-0.10335034350704286
2015-01-16,64.54,71.42576112841179,-0.09640444875389309
2015-01-20,65.47,70.2357611284118,-0.0678537692458201
2015-01-21,64.28,69.4557611284118,-0.07451881664420457
2015-01-22,63.5,69.36576112841179,-0.08456277323264616
2015-01-23,63.41,70.30576112841179,-0.09808244755101714
2015-01-26,64.35,69.5757611284118,-0.07510893224390214
2015-01-27,63.62,71.3857611284118,-0.10878585596982593
2015-01-28,65.43,69.4157611284118,-0.05741867644494392
2015-01-29,63.46,69.0757611284118,-0.0812985776294538
2015-01-30,63.12,68.61576112841179,-0.08009473389250443
2015-02-02,62.66,68.6657611284118,-0.08746369412814681
2015-02-03,62.71,66.8157611284118,-0.06144899136179882
2015-02-04,60.86,66.4557611284118,-0.08420279947737208
2015-02-05,60.5,62.665761128411795,-0.03456051740876198
2015-02-06,56.71,65.9557611284118,-0.14018125134528991
2015-02-09,60.0,69.0257611284118,-0.130759313347096
2015-02-10,63.07,67.4657611284118,-0.06515543669692059
2015-02-11,61.51,66.9457611284118,-0.08119649454705902
2015-02-12,60.99,68.8857611284118,-0.1146210914864263
2015-02-13,62.93,69.9457611284118,-0.100302877761695
2015-02-17,63.99,71.1357611284118,-0.10045244494555305
2015-02-18,65.18,73.94576112841179,-0.11854311855941879
2015-02-19,67.99,74.4557611284118,-0.08684030665216735
2015-02-20,68.5,75.00576112841179,-0.08673681901945851
2015-02-23,69.05,72.30576112841179,-0.04502768628117615
2015-02-24,66.35,72.9857611284118,-0.09091857131881909
2015-02-25,67.03,74.72576112841179,-0.10298672120832708
2015-02-26,68.77,75.16576112841179,-0.085088756268767
2015-02-27,69.21,75.02576112841179,-0.07751685608970649
2015-03-02,69.07,75.3457611284118,-0.08329282277361327
2015-03-03,69.39,73.3757611284118,-0.0543198607703228
2015-03-04,67.42,75.2357611284118,-0.10388359220652943
2015-03-05,69.28,73.8457611284118,-0.06182834408697213
2015-03-06,67.89,74.44576112841179,-0.0880609054033813
2015-03-09,68.49,73.97576112841179,-0.07415619717503497
2015-03-10,68.02,74.7457611284118,-0.08998184013213906
2015-03-11,68.79,74.8857611284118,-0.08140080352470436
2015-03-12,68.93,75.00576112841179,-0.08100392605855866
2015-03-13,69.05,77.4857611284118,-0.10886853281897557
2015-03-16,71.53,79.6057611284118,-0.10144694321036407
2015-03-17,73.65,80.1857611284118,-0.08150775195542803
2015-03-18,74.23,79.2057611284118,-0.0628206970998596
2015-03-19,73.25,77.8557611284118,-0.05915761482076143
2015-03-20,71.9,78.6057611284118,-0.08530877421894234
2015-03-23,72.65,76.07576112841181,-0.04503091494055911
2015-03-24,70.12,74.67576112841179,-0.06100722723907348
2015-03-25,68.72,74.78576112841179,-0.08110850296751682
2015-03-26,68.83,73.83576112841179,-0.06779588984944573
2015-03-27,67.88,74.47576112841179,-0.08856252059028069
2015-03-30,68.52,76.4857611284118,-0.10414698122750066
2015-03-31,70.53,73.51109470886004,-0.04055299027536774
2015-04-01,69.62,69.90109470886004,-0.0040213205534306296
2015-04-02,66.01,69.68109470886004,-0.052684228400809774
2015-04-06,65.79,70.05109470886005,-0.060828381434574474
2015-04-07,66.16,70.00109470886004,-0.05487192342970426
2015-04-08,66.11,69.52109470886005,-0.04906560696641804
2015-04-09,65.63,69.14109470886004,-0.05078158978599623
2015-04-10,65.25,70.03109470886004,-0.06827102630247983
2015-04-13,66.14,70.21109470886003,-0.057983638137838245
2015-04-14,66.32,71.68109470886004,-0.07479091566102158
2015-04-15,67.79,69.56109470886004,-0.025460995349091964
2015-04-16,65.67,68.86109470886004,-0.04634103948465773
2015-04-17,64.97,68.96109470886003,-0.05787458458583983
2015-04-20,65.07,69.76109470886004,-0.06724514184357056
2015-04-21,65.87,70.16109470886005,-0.061160600852457336
2015-04-22,66.27,70.04109470886004,-0.053841173164630884
2015-04-23,66.15,70.28109470886004,-0.05877960105734159
2015-04-24,66.39,68.49109470886005,-0.030676903585660553
2015-04-27,64.6,69.60109470886005,-0.07185367887932692
2015-04-28,65.71,68.65109470886004,-0.04284119170033385
2015-04-29,64.76,67.90109470886004,-0.04625985372294994
2015-04-30,64.01,68.60109470886005,-0.06692451087470896
2015-05-01,64.71,68.54109470886004,-0.055894857313459556
2015-05-04,64.65,67.71109470886005,-0.04520817041907155
2015-05-05,63.82,67.42109470886004,-0.05341198810862391
2015-05-06,63.53,68.84109470886004,-0.0771500617664711
2015-05-07,64.95,69.69109470886005,-0.06803013682976766
2015-05-08,65.8,71.54109470886004,-0.08024890773930293
2015-05-11,67.65,69.74109470886005,-0.02998368060595391
2015-05-12,65.85,70.20109470886004,-0.061980439577260515
2015-05-13,66.31,72.80109470886005,-0.08916204810956041
2015-05-14,68.91,69.31109470886004,-0.005786875976275252
2015-05-15,65.42,71.62109470886004,-0.08658195932451895
2015-05-18,67.73,71.44109470886005,-0.05194621840529834
2015-05-19,67.55,71.37109470886004,-0.05353840689213485
2015-05-20,67.48,71.80109470886005,-0.06018145999557911
2015-05-21,67.91,72.76109470886004,-0.06667154649432916
2015-05-22,68.87,72.64109470886004,-0.0519140677047103
2015-05-26,68.75,72.06109470886004,-0.045948437533976816
2015-05-27,68.17,72.94109470886005,-0.06541024271576379
2015-05-28,69.05,73.80109470886005,-0.06437702215126717
2015-05-29,69.91,73.70109470886004,-0.05143878423836079
2015-06-01,69.81,75.50109470886004,-0.07537764493091759
2015-06-02,71.61,78.74109470886005,-0.09056382483919989
2015-06-03,74.85,77.88109470886005,-0.038919518532592234
2015-06-04,73.99,80.98109470886004,-0.08632996051725583
2015-06-05,77.09,82.62109470886004,-0.06694530892322947
2015-06-08,78.73,83.67109470886004,-0.059053783460739306
2015-06-09,79.78,84.90109470886004,-0.060318358984900344
2015-06-10,81.01,84.23109470886004,-0.03824115927726646
2015-06-11,80.34,85.05109470886005,-0.05539134710713223
2015-06-12,81.16,87.13109470886005,-0.06853000904914452
2015-06-15,83.24,88.86109470886004,-0.06325709498939569
2015-06-16,84.97,89.61109470886004,-0.051791518940133674
2015-06-17,85.72,90.96109470886003,-0.057619081274639994
2015-06-18,87.07,90.60109470886005,-0.03897408436627581
2015-06-19,86.71,91.57109470886006,-0.05308547117750817
2015-06-22,87.68,91.35109470886005,-0.04018665261275722
2015-06-23,87.46,91.10109470886005,-0.03996762849553259
2015-06-24,87.21,89.25109470886004,-0.02286912799801688
2015-06-25,85.36,86.13109470886005,-0.00895257063046162
2015-06-26,82.24,84.85109470886005,-0.03077266967290415
2015-06-29,80.96,85.63109470886005,-0.054549048155246194
2015-06-30,81.74,86.6759113918696,-0.05694674924794163
2015-07-01,81.84,86.6959113918696,-0.05601084657753519
2015-07-02,81.86,85.65591139186958,-0.04431581347028768
2015-07-06,80.82,84.6859113918696,-0.04564999453074026
2015-07-07,79.85,82.3259113918696,-0.03007450934960576
2015-07-08,77.49,83.1259113918696,-0.06779969443343559
2015-07-09,78.29,85.3659113918696,-0.08288919167497477
2015-07-10,80.53,84.3059113918696,-0.04478821626538687
2015-07-13,79.47,86.3859113918696,-0.0800583252574274
2015-07-14,81.55,86.7159113918696,-0.05957282013130005
2015-07-15,81.88,88.76591139186961,-0.07757382630220278
2015-07-16,83.93,89.5359113918696,-0.06261075924423598
2015-07-17,84.7,88.8959113918696,-0.047200274187788493
2015-07-20,84.06,88.4159113918696,-0.04926614817737607
2015-07-21,83.58,90.0359113918696,-0.07170373789821582
2015-07-22,85.2,89.0259113918696,-0.042975256664645634
2015-07-23,84.19,89.5559113918696,-0.059916886651848134
2015-07-24,84.72,87.5759113918696,-0.03261069564084185
2015-07-27,82.74,85.5859113918696,-0.033252101258104516
2015-07-28,80.75,85.2459113918696,-0.052740492986252496
2015-07-29,80.41,89.8059113918696,-0.10462464270164118
2015-07-30,84.97,89.3059113918696,-0.048551224933407244
2015-07-31,84.47,89.4659113918696,-0.05584150783405095
2015-08-03,84.63,87.7759113918696,-0.03584025892735987
2015-08-04,82.94,89.4259113918696,-0.07252832306564883
2015-08-05,84.59,86.4159113918696,-0.021129342530331607
2015-08-06,81.58,88.9159113918696,-0.08250392170574306
2015-08-07,84.08,88.3559113918696,-0.048394174475835494
2015-08-10,83.52,84.3559113918696,-0.009909339820732055
2015-08-11,79.52,85.1859113918696,-0.06651230584134327
2015-08-12,80.35,86.2259113918696,-0.06814554113745974
2015-08-13,81.39,85.6359113918696,-0.049580968110916945
2015-08-14,80.8,86.81591139186959,-0.06929503239003021
2015-08-17,81.98,84.7159113918696,-0.032295130240812875
2015-08-18,79.88,84.3759113918696,-0.05328430019545627
2015-08-19,79.54,78.9259113918696,0.007780570376709761
2015-08-20,74.09,78.8059113918696,-0.05984210205271656
2015-08-21,73.97,76.45591139186959,-0.032514312452940675
2015-08-24,71.62,76.8859113918696,-0.06848993913892065
2015-08-25,72.05,79.5059113918696,-0.09377807588571407
2015-08-26,74.67,80.0759113918696,-0.06750983283118117
2015-08-27,75.24,81.20591139186959,-0.07346646678319169
2015-08-28,76.37,79.6259113918696,-0.040890098900670635
2015-08-31,74.79,76.7459113918696,-0.025485545176245017
2015-09-01,71.91,78.0359113918696,-0.0785011833988506
2015-09-02,73.2,78.7959113918696,-0.07101778877891107
2015-09-03,73.96,79.70591139186959,-0.07208889894778503
2015-09-04,74.87,83.09591139186959,-0.0989929739512363
2015-09-08,78.26,78.8659113918696,-0.007682804663968645
2015-09-09,74.03,74.7159113918696,-0.009180258650291151
2015-09-10,69.88,69.2959113918696,0.008428904337910659
2015-09-11,64.46,68.0259113918696,-0.052419898813671706
2015-09-14,63.19,68.3359113918696,-0.07530317935412578
2015-09-15,63.5,68.34591139186959,-0.07090272546202459
2015-09-16,63.51,69.56591139186959,-0.08705285779634542
2015-09-17,64.73,71.7159113918696,-0.09741089886869347
2015-09-18,66.88,71.5059113918696,-0.0646927128376632
2015-09-21,66.67,71.1959113918696,-0.06356982168482284
2015-09-22,66.36,70.3559113918696,-0.05679567377946537
2015-09-23,65.52,69.8359113918696,-0.061800745574175586
2015-09-24,65.0,68.3359113918696,-0.0488163737619588
2015-09-25,63.5,67.0759113918696,-0.05331140967997405
2015-09-28,62.24,65.70591139186959,-0.0527488519442173
2015-09-29,60.87,66.0259113918696,-0.07808921199540608
2015-09-30,61.19,66.87516846361186,-0.08501165072511596
2015-10-01,61.0,68.67516846361185,-0.11176046066313783
2015-10-02,62.8,69.78516846361185,-0.10009531562933949
2015-10-05,63.91,73.25516846361187,-0.1275700904060293
2015-10-06,67.38,72.84516846361186,-0.07502444676673181
2015-10-07,66.97,72.62516846361186,-0.07786788772056796
2015-10-08,66.75,73.08516846361186,-0.08668199850652414
2015-10-09,67.21,72.47516846361187,-0.07264789548237327
2015-10-12,66.6,71.54516846361186,-0.06911953063786547
2015-10-13,65.67,70.80516846361188,-0.07252533360260183
2015-10-14,64.93,73.17516846361185,-0.11267713674908664
2015-10-15,67.3,73.47516846361187,-0.08404429132639668
2015-10-16,67.6,71.82516846361186,-0.05882573691076587
2015-10-19,65.95,70.53516846361185,-0.06500542301784218
2015-10-20,64.66,70.34516846361186,-0.08081817966720317
2015-10-21,64.47,73.00516846361187,-0.11691183847984776
2015-10-22,67.13,74.27516846361186,-0.09619861673033236
2015-10-23,68.4,73.84516846361186,-0.0737376402126434
2015-10-26,67.97,71.77516846361186,-0.053015110170601454
2015-10-27,65.9,71.88516846361186,-0.08326012989232312
2015-10-28,66.01,71.03516846361185,-0.0707419799558302
2015-10-29,65.16,70.38516846361186,-0.07423678280052992
2015-10-30,64.51,67.77516846361186,-0.04817647137778658
2015-11-02,61.9,68.10516846361186,-0.09111156471079351
2015-11-03,62.23,68.87516846361186,-0.09648133880242538
2015-11-04,63.0,67.83516846361186,-0.07127819644474742
2015-11-05,61.96,76.33516846361186,-0.18831645692200638
2015-11-06,70.46,74.77516846361186,-0.057708575617743674
2015-11-09,68.9,74.77516846361186,-0.07857111637897429
2015-11-10,68.9,73.12516846361186,-0.05777994844161427
2015-11-11,67.25,71.75516846361187,-0.06278528167481767
2015-11-12,65.88,71.06516846361185,-0.07296357098297557
2015-11-13,65.19,73.75516846361187,-0.11612973900042833
2015-11-16,67.88,75.02516846361186,-0.09523695327758397
2015-11-17,69.15,75.56516846361185,-0.08489584016081497
2015-11-18,69.69,77.30516846361188,-0.09850788265465582
2015-11-19,71.43,77.29516846361186,-0.07588014335427695
2015-11-20,71.42,79.84516846361186,-0.10551882632011089
2015-11-23,73.97,80.55516846361188,-0.08174731167729488
2015-11-24,74.68,79.63516846361186,-0.06222336888602231
2015-11-25,73.76,78.87516846361186,-0.06485144264346865
2015-11-27,73.0,79.39516846361185,-0.08054858484925143
2015-11-30,73.52,80.17516846361185,-0.08300785132284894
2015-12-01,74.3,81.19516846361185,-0.08492092071589175
2015-12-02,75.32,81.09516846361186,-0.07121470456286472
2015-12-03,75.22,80.07516846361186,-0.060632635019908454
2015-12-04,74.2,80.09516846361186,-0.07360204837187023
2015-12-07,74.22,79.07516846361186,-0.061399407145696694
2015-12-08,73.2,77.71516846361186,-0.05809893426051016
2015-12-09,71.84,76.37516846361186,-0.05938014350531462
2015-12-10,70.5,73.41516846361186,-0.03970798575578782
2015-12-11,67.54,76.25516846361187,-0.11428954442308581
2015-12-14,70.38,77.68516846361186,-0.09403556184645001
2015-12-15,71.81,77.47516846361187,-0.07312237683319978
2015-12-16,71.6,78.73516846361186,-0.09062238136836454
2015-12-17,72.86,76.14516846361185,-0.04314349196274703
2015-12-18,70.27,77.43516846361186,-0.09253119229641638
2015-12-21,71.56,78.62516846361186,-0.08985886582718927
2015-12-22,72.75,80.62516846361186,-0.0976763039839863
2015-12-23,74.75,80.88516846361186,-0.07585035155576036
2015-12-24,75.01,83.91516846361186,-0.10612108188132163
2015-12-28,78.04,84.57516846361186,-0.07727053439359788
2015-12-29,78.7,84.62516846361186,-0.07001662237351558
2015-12-30,78.75,83.71516846361186,-0.05931026067002476
2015-12-31,77.84,87.02493173320637,-0.10554368214116794
2016-01-04,77.4,87.90493173320637,-0.11950332621938764
2016-01-05,78.28,83.15493173320637,-0.058624685651201824
2016-01-06,73.53,78.37493173320637,-0.061817364635146976
2016-01-07,68.75,78.49493173320637,-0.12414727318100072
2016-01-08,68.87,77.63493173320637,-0.11289932943236414
2016-01-11,68.01,76.10493173320637,-0.10636540298838948
2016-01-12,66.48,74.33493173320637,-0.1056694551277495
2016-01-13,64.71,75.01493173320637,-0.13737174046703504
2016-01-14,65.39,74.47493173320638,-0.12198643921892505
2016-01-15,64.85,72.22493173320638,-0.1021106085700273
2016-01-19,62.6,72.98493173320637,-0.14228870927999338
2016-01-20,63.36,72.16493173320637,-0.1220112251440657
2016-01-21,62.54,73.95493173320637,-0.15434983801196545
2016-01-22,64.33,69.52493173320637,-0.0747204147303776
2016-01-25,59.9,69.63493173320637,-0.13979954443703635
2016-01-26,60.01,70.47493173320638,-0.14849154835400158
2016-01-27,60.85,69.07493173320637,-0.1190726002448208
2016-01-28,59.45,69.65493173320637,-0.1465069519024652
2016-01-29,60.03,68.88493173320637,-0.12854671566637843
2016-02-01,59.26,67.26493173320637,-0.11900601884138406
2016-02-02,57.64,71.57493173320637,-0.1946901156000882
2016-02-03,61.95,71.99493173320637,-0.13952276210817383
2016-02-04,62.37,68.84493173320637,-0.0940509572774153
2016-02-05,59.22,63.58493173320637,-0.06864726617181915
2016-02-08,53.96,62.62493173320637,-0.1383623341917649
2016-02-09,53.0,63.19493173320637,-0.16132514829269684
2016-02-10,53.57,63.99493173320637,-0.1629024588488931
2016-02-11,54.37,65.86493173320636,-0.17452279127484616
2016-02-12,56.24,68.77493173320637,-0.1822601843042495
2016-02-16,59.15,69.48493173320637,-0.14873630117229253
2016-02-17,59.86,67.77493173320637,-0.11678258510629302
2016-02-18,58.15,74.62493173320637,-0.22076980642483324
2016-02-19,65.0,75.02493173320637,-0.13362133762221462
2016-02-22,65.4,75.58493173320637,-0.13474817664923378
2016-02-23,65.96,77.05493173320639,-0.14398730209276267
2016-02-24,67.43,77.28493173320636,-0.127514271051262
2016-02-25,67.66,78.64493173320636,-0.13967755443505814
2016-02-26,69.02,78.16493173320637,-0.11699532680998159
2016-02-29,68.54,78.86493173320636,-0.13091917416646925
2016-03-01,69.24,76.32493173320637,-0.09282591641184479
2016-03-02,66.7,76.72493173320638,-0.1306606797392249
2016-03-03,67.1,73.87493173320637,-0.09170812851203058
2016-03-04,64.25,74.02493173320637,-0.1320491826785637
2016-03-07,64.4,71.50493173320636,-0.09936282101094407
2016-03-08,61.88,73.36493173320636,-0.15654525209635084
2016-03-09,63.74,70.73493173320637,-0.098889354408221
2016-03-10,61.11,72.43493173320637,-0.1563462746802684
2016-03-11,62.81,66.15493173320637,-0.050562091828557976
2016-03-14,56.53,65.72493173320638,-0.13990020971844985
2016-03-15,56.1,67.38493173320637,-0.16746966188058499
2016-03-16,57.76,68.13493173320637,-0.15227037687263179
2016-03-17,58.51,67.99493173320637,-0.139494687198491
2016-03-18,58.37,70.42493173320636,-0.17117420544864081
2016-03-21,60.8,69.13493173320637,-0.12056035240435481
2016-03-22,59.51,69.09493173320637,-0.13872119839724717
2016-03-23,59.47,68.63493173320637,-0.13353159246710922
2016-03-24,59.01,68.70493173320637,-0.14110969167182252
2016-03-28,59.08,71.51493173320637,-0.17387881707831487
2016-03-29,61.89,72.03493173320636,-0.14083350242879167
2016-03-30,62.41,72.72493173320638,-0.14183487680740658
2016-03-31,63.1,71.98106959869277,-0.1233806283819664
2016-04-01,62.14,73.21106959869277,-0.1512212519142112
2016-04-04,63.37,72.46106959869277,-0.12546143258775166
2016-04-05,62.62,74.78106959869278,-0.16262230085707907
2016-04-06,64.94,73.96106959869277,-0.12197051296905825
2016-04-07,64.12,74.85106959869277,-0.14336561462950936
2016-04-08,65.01,73.40106959869277,-0.11431808343624195
2016-04-11,63.56,71.71106959869277,-0.1136654305159236
2016-04-12,61.87,74.51106959869277,-0.16965357854579166
2016-04-13,64.67,74.33106959869278,-0.1299735043616631
2016-04-14,64.49,73.23106959869277,-0.11936285577411276
2016-04-15,63.39,73.72106959869278,-0.1401372722198807
2016-04-18,63.88,72.89106959869278,-0.12362378064012358
2016-04-19,63.05,73.79106959869277,-0.1455605625058327
2016-04-20,63.95,73.06106959869277,-0.12470484826923178
2016-04-21,63.22,75.49106959869277,-0.16254995013218443
2016-04-22,65.65,75.75106959869278,-0.1333455705933304
2016-04-25,65.91,75.84106959869277,-0.13094580088654173
2016-04-26,66.0,76.57106959869277,-0.13805566063129993
2016-04-27,66.73,75.60106959869277,-0.11734053030972147
2016-04-28,65.76,76.46106959869277,-0.1399544847444263
2016-04-29,66.62,76.91106959869276,-0.13380479107090293
2016-05-02,67.07,74.11106959869278,-0.09500698933128038
2016-05-03,64.27,72.39106959869278,-0.1121833071912427
2016-05-04,62.55,73.42106959869277,-0.14806471300557467
2016-05-05,63.58,76.67106959869277,-0.17074327601288575
2016-05-06,66.83,75.10106959869277,-0.11013251399600232
2016-05-09,65.26,77.37106959869277,-0.1565322757137816
2016-05-10,67.53,77.15106959869277,-0.12470429313213027
2016-05-11,67.31,76.41106959869276,-0.11910669025431964
2016-05-12,66.57,77.30106959869278,-0.13882174793185853
2016-05-13,67.46,77.85106959869277,-0.1334736908851315
2016-05-16,68.01,76.74106959869277,-0.11377310277731001
