date,XYL,dcf,Deviation
2011-10-13,24.25,26.338439554772442,-0.0792924558203002
2011-10-14,25.35,26.148439554772445,-0.030534883471725838
2011-10-17,25.16,26.228439554772443,-0.040735917687410916
2011-10-18,25.24,25.738439554772444,-0.01936557007318751
2011-10-19,24.75,25.738439554772444,-0.03840324323737676
2011-10-20,24.75,26.528439554772444,-0.06703898098116756
2011-10-21,25.54,26.758439554772444,-0.04553477613215795
2011-10-24,25.77,26.738439554772444,-0.03621900046891824
2011-10-25,25.75,26.008439554772444,-0.009936757421689313
2011-10-26,25.02,26.608439554772445,-0.05969683233406842
2011-10-27,25.62,26.808439554772445,-0.04433079934937423
2011-10-28,25.82,27.728439554772443,-0.06882607118956952
2011-10-31,26.74,28.298439554772443,-0.05507157211817426
2011-11-01,27.31,27.608439554772445,-0.01080972193956753
2011-11-02,26.62,27.378439554772445,-0.02770207386199397
2011-11-03,26.39,26.178439554772446,0.008081476544272714
2011-11-04,25.19,25.588439554772442,-0.01557107669342539
2011-11-07,24.6,25.928439554772446,-0.05123484396221323
2011-11-08,24.94,24.878439554772445,0.0024744496169875063
2011-11-09,23.89,24.638439554772443,-0.030376905692774292
2011-11-10,23.65,24.778439554772444,-0.04554118721956013
2011-11-11,23.79,24.918439554772444,-0.04528532183133127
2011-11-14,23.93,24.978439554772443,-0.04197378112725725
2011-11-15,23.99,25.108439554772445,-0.04454436733643452
2011-11-16,24.12,24.838439554772442,-0.028924504423402886
2011-11-17,23.85,24.918439554772444,-0.04287746640089318
2011-11-18,23.93,24.608439554772445,-0.027569385424151105
2011-11-21,23.62,24.618439554772444,-0.04055657356149889
2011-11-22,23.63,24.668439554772444,-0.04209587527685943
2011-11-23,23.68,23.988439554772444,-0.012857841547725068
2011-11-25,23.0,24.478439554772443,-0.060397622628857395
2011-11-28,23.49,24.258439554772444,-0.03167720467086965
2011-11-29,23.27,24.888439554772443,-0.06502776323966453
2011-11-30,23.9,25.258439554772444,-0.05378161037330498
2011-12-01,24.27,25.238439554772444,-0.0383716098085517
2011-12-02,24.25,26.078439554772444,-0.0701130737110317
2011-12-05,25.09,25.818439554772443,-0.028213926454660365
2011-12-06,24.83,25.558439554772445,-0.028500940098920347
2011-12-07,24.57,24.868439554772444,-0.012000735072867474
