date,CF,dcf,Deviation
2006-07-12,2.75,3.1063636363636364,-0.11472051507170034
2006-07-13,2.67,3.076363636363636,-0.1320921985815603
2006-07-14,2.64,3.0463636363636364,-0.13339301700984774
2006-07-17,2.61,3.096363636363636,-0.15707574867880214
2006-07-18,2.66,3.2663636363636366,-0.18563874199833008
2006-07-19,2.83,3.1763636363636363,-0.10904407555809958
2006-07-20,2.74,3.2063636363636365,-0.14544939041678473
2006-07-21,2.77,3.2963636363636364,-0.1596800882515168
2006-07-24,2.86,3.4063636363636363,-0.16039498265278895
2006-07-25,2.97,3.4063636363636363,-0.12810248198558838
2006-07-26,2.97,3.4563636363636365,-0.14071541294055756
2006-07-27,3.02,3.6063636363636364,-0.16259137887572472
2006-07-28,3.17,3.6763636363636363,-0.1377349159248269
2006-07-31,3.24,3.596363636363636,-0.09908998988877649
2006-08-01,3.16,3.4963636363636366,-0.09620384815392613
2006-08-02,3.06,3.4763636363636365,-0.1197698744769875
2006-08-03,3.04,3.5163636363636366,-0.1354705274043434
2006-08-04,3.08,3.5063636363636363,-0.1215970961887477
2006-08-07,3.07,3.4163636363636365,-0.10138371474188401
2006-08-08,2.98,3.4463636363636363,-0.13532049591136897
2006-08-09,3.01,3.4063636363636363,-0.11635975447024294
2006-08-10,2.97,3.346363636363636,-0.11246943765281159
2006-08-11,2.91,3.4263636363636363,-0.1507031042716901
2006-08-14,2.99,3.4963636363636366,-0.14482579303172127
2006-08-15,3.06,3.5263636363636364,-0.13225058004640367
2006-08-16,3.09,3.536363636363636,-0.12622107969151675
2006-08-17,3.1,3.4863636363636363,-0.11082138200782266
2006-08-18,3.05,3.5263636363636364,-0.13508636246455274
2006-08-21,3.09,3.536363636363636,-0.12622107969151675
2006-08-22,3.1,3.536363636363636,-0.12339331619537264
2006-08-23,3.1,3.536363636363636,-0.12339331619537264
2006-08-24,3.1,3.5463636363636364,-0.1258651627787747
2006-08-25,3.11,3.6363636363636362,-0.14475000000000005
2006-08-28,3.2,3.6363636363636362,-0.11999999999999988
2006-08-29,3.2,3.6263636363636365,-0.1175733266482828
2006-08-30,3.19,3.6063636363636364,-0.11545248298462318
2006-08-31,3.17,3.6163636363636362,-0.12342885872297638
2006-09-01,3.18,3.7463636363636366,-0.15117689881096819
2006-09-05,3.31,3.7563636363636363,-0.11882865440464663
2006-09-06,3.32,3.7363636363636363,-0.11143552311435523
2006-09-07,3.3,3.7463636363636366,-0.11914583838874071
2006-09-08,3.31,3.7163636363636363,-0.10934442270058709
2006-09-11,3.28,3.7763636363636364,-0.13143957631198855
2006-09-12,3.34,3.806363636363636,-0.12252209219011223
2006-09-13,3.37,3.806363636363636,-0.11464055409601137
2006-09-14,3.37,3.7763636363636364,-0.10760712566201247
2006-09-15,3.34,3.7963636363636364,-0.12021072796934873
2006-09-18,3.36,3.8363636363636364,-0.12417061611374414
2006-09-19,3.4,3.826363636363636,-0.11142789261107144
2006-09-20,3.39,3.8163636363636364,-0.11171986660314437
2006-09-21,3.38,3.7763636363636364,-0.104959075589793
2006-09-22,3.34,3.7563636363636363,-0.11084220716360116
2006-09-25,3.32,3.826363636363636,-0.13233547160845804
2006-09-26,3.39,3.8363636363636364,-0.11635071090047389
2006-09-27,3.4,3.8963636363636365,-0.1273915072328512
2006-09-28,3.46,3.846363636363636,-0.1004490664145592
2006-09-29,3.41,3.881818181818182,-0.12154566744730677
2006-10-02,3.5,3.881818181818182,-0.09836065573770492
2006-10-03,3.5,3.921818181818182,-0.10755679184051925
2006-10-04,3.54,4.031818181818182,-0.12198421645997748
2006-10-05,3.65,4.0218181818181815,-0.09245027124773952
2006-10-06,3.64,4.0618181818181816,-0.10384959713518349
2006-10-09,3.68,4.101818181818182,-0.10283687943262398
2006-10-10,3.72,4.0218181818181815,-0.07504520795660019
2006-10-11,3.64,4.191818181818181,-0.13164172630665794
2006-10-12,3.81,4.131818181818182,-0.07788778877887792
2006-10-13,3.75,4.171818181818182,-0.10111135323599918
2006-10-16,3.79,4.081818181818182,-0.07149220489977737
2006-10-17,3.7,4.151818181818181,-0.10882417341799855
2006-10-18,3.77,4.181818181818182,-0.09847826086956513
2006-10-19,3.8,4.101818181818182,-0.0735815602836879
2006-10-20,3.72,4.141818181818182,-0.10184372256365226
2006-10-23,3.76,4.141818181818182,-0.09218612818261629
2006-10-24,3.76,4.2318181818181815,-0.11149301825993552
2006-10-25,3.85,4.2718181818181815,-0.0987444137050435
2006-10-26,3.89,4.381818181818182,-0.11224066390041487
2006-10-27,4.0,4.391818181818182,-0.0892154833367832
2006-10-30,4.01,4.341818181818182,-0.07642378559463991
2006-10-31,3.96,4.371818181818182,-0.09419837804117281
2006-11-01,3.99,4.421818181818182,-0.09765625
2006-11-02,4.04,4.421818181818182,-0.08634868421052633
2006-11-03,4.04,4.511818181818182,-0.10457384646383239
2006-11-06,4.13,4.511818181818182,-0.08462623413258108
2006-11-07,4.13,4.581818181818182,-0.0986111111111112
2006-11-08,4.2,4.5218181818181815,-0.07117008443908313
2006-11-09,4.14,4.651818181818181,-0.11002540551104156
2006-11-10,4.27,4.621818181818182,-0.07612116443745098
2006-11-13,4.24,4.711818181818182,-0.10013505691684355
2006-11-14,4.33,4.681818181818182,-0.07514563106796113
2006-11-15,4.3,4.721818181818182,-0.08933384674624567
2006-11-16,4.34,4.721818181818182,-0.08086253369272234
2006-11-17,4.34,4.901818181818181,-0.11461424332344206
2006-11-20,4.52,4.9818181818181815,-0.09270072992700729
2006-11-21,4.6,4.941818181818181,-0.06916850625459892
2006-11-22,4.56,4.951818181818182,-0.0791261244721867
2006-11-24,4.57,4.8118181818181816,-0.050255053844700415
2006-11-27,4.43,4.8118181818181816,-0.07935008501794827
2006-11-28,4.43,4.891818181818182,-0.0944062441925293
2006-11-29,4.51,4.931818181818182,-0.08552995391705065
2006-11-30,4.55,4.891818181818182,-0.06987548782754138
2006-12-01,4.51,4.931818181818182,-0.08552995391705065
2006-12-04,4.55,5.011818181818182,-0.09214583711228008
2006-12-05,4.63,5.041818181818182,-0.08168049044356296
2006-12-06,4.66,5.0218181818181815,-0.07204923968139021
2006-12-07,4.64,5.051818181818182,-0.08151880511067133
2006-12-08,4.67,5.121818181818182,-0.08821441249556272
2006-12-11,4.74,5.081818181818182,-0.06726296958855094
2006-12-12,4.7,5.101818181818182,-0.07875980042765496
2006-12-13,4.72,5.131818181818182,-0.08024800708591684
2006-12-14,4.75,5.181818181818182,-0.08333333333333326
2006-12-15,4.8,5.101818181818182,-0.05915894511760511
2006-12-18,4.72,5.161818181818182,-0.08559351884466371
2006-12-19,4.78,5.291818181818182,-0.09671877684246688
2006-12-20,4.91,5.281818181818182,-0.0703958691910499
2006-12-21,4.9,5.371818181818182,-0.08783212049416145
2006-12-22,4.99,5.581818181818182,-0.10602605863192183
2006-12-26,5.2,5.661818181818182,-0.08156711624919721
2006-12-27,5.28,5.581818181818182,-0.05407166123778495
2006-12-28,5.2,5.511818181818182,-0.05657265380174825
2006-12-29,5.13,5.744545454545454,-0.10697895236588062
2007-01-03,5.29,5.804545454545455,-0.08864526233359438
2007-01-04,5.35,5.774545454545454,-0.0735201511335013
2007-01-05,5.32,5.734545454545454,-0.07228915662650592
2007-01-08,5.28,5.8545454545454545,-0.09813664596273286
2007-01-09,5.4,5.884545454545455,-0.08234203615016222
2007-01-10,5.43,5.994545454545454,-0.09417652411282984
2007-01-11,5.54,6.264545454545455,-0.11565810477434335
2007-01-12,5.81,6.334545454545455,-0.08280711825487952
2007-01-16,5.88,6.334545454545455,-0.07175660160734798
2007-01-17,5.88,6.224545454545455,-0.05535270921571489
2007-01-18,5.77,6.3145454545454545,-0.0862366829830119
2007-01-19,5.86,6.184545454545455,-0.05247684844921352
2007-01-22,5.73,6.244545454545454,-0.0823991847430483
2007-01-23,5.79,6.214545454545455,-0.06831480397893508
2007-01-24,5.76,6.114545454545454,-0.0579839429081177
2007-01-25,5.66,6.194545454545454,-0.08629292632814789
2007-01-26,5.74,6.754545454545455,-0.15020188425302827
2007-01-29,6.3,6.6045454545454545,-0.04611149346180321
2007-01-30,6.15,6.554545454545455,-0.06171983356449373
2007-01-31,6.1,6.8145454545454545,-0.10485592315901815
2007-02-01,6.36,6.764545454545455,-0.05980378981319712
2007-02-02,6.31,6.784545454545454,-0.06994506230738307
2007-02-05,6.33,6.754545454545455,-0.06285329744279944
2007-02-06,6.3,6.874545454545455,-0.08357577360486657
2007-02-07,6.42,6.934545454545455,-0.0742003146303094
2007-02-08,6.48,7.024545454545454,-0.07752038307234366
2007-02-09,6.57,7.124545454545455,-0.07783590659691209
2007-02-12,6.67,7.244545454545454,-0.07930731584891448
2007-02-13,6.79,7.3145454545454545,-0.07171265224956502
2007-02-14,6.86,7.374545454545455,-0.06977317554240636
2007-02-15,6.92,7.324545454545454,-0.05523147573538534
2007-02-16,6.87,7.8945454545454545,-0.12977890373099954
2007-02-20,7.44,8.144545454545455,-0.08650519031141868
2007-02-21,7.69,8.204545454545455,-0.06271468144044323
2007-02-22,7.75,8.374545454545455,-0.07457663916630486
2007-02-23,7.92,8.364545454545455,-0.05314639713074676
2007-02-26,7.91,7.904545454545454,0.0006900517538814821
2007-02-27,7.45,8.184545454545454,-0.08974786182383643
2007-02-28,7.73,8.054545454545455,-0.04029345372460491
2007-03-01,7.6,7.764545454545455,-0.02119189790422671
2007-03-02,7.31,7.8945454545454545,-0.07404421925380011
2007-03-05,7.44,8.194545454545455,-0.09207898824051475
2007-03-06,7.74,8.244545454545454,-0.06119748594111807
2007-03-07,7.79,8.564545454545454,-0.09043625942044364
2007-03-08,8.11,8.614545454545455,-0.058569016462642565
2007-03-09,8.16,8.694545454545455,-0.061480552070263594
2007-03-12,8.24,8.584545454545454,-0.040135550142962995
2007-03-13,8.13,8.594545454545454,-0.054051195261264895
2007-03-14,8.14,8.554545454545455,-0.04845908607863969
2007-03-15,8.1,8.504545454545454,-0.04756814537680387
2007-03-16,8.05,8.794545454545455,-0.08465991316931976
2007-03-19,8.34,8.914545454545454,-0.06445033652865595
2007-03-20,8.46,9.094545454545454,-0.06977209116353444
2007-03-21,8.64,9.044545454545455,-0.044728113378228906
2007-03-22,8.59,8.814545454545454,-0.025474422442244182
2007-03-23,8.36,8.654545454545454,-0.03403361344537814
2007-03-26,8.2,8.144545454545455,0.006808795624511532
2007-03-27,7.69,7.994545454545454,-0.03809415510575387
2007-03-28,7.54,8.214545454545455,-0.08211598052235503
2007-03-29,7.76,8.164545454545454,-0.049549047990201545
2007-03-30,7.71,8.290909090909091,-0.07006578947368425
2007-04-02,7.8,8.39090909090909,-0.07042253521126762
2007-04-03,7.9,8.520909090909091,-0.0728688786941214
2007-04-04,8.03,8.710909090909091,-0.07816739720308918
2007-04-05,8.22,8.75090909090909,-0.06066902140037378
2007-04-09,8.26,8.620909090909091,-0.04186438890646427
2007-04-10,8.13,8.83090909090909,-0.07936998147004304
2007-04-11,8.34,9.14090909090909,-0.08761810044753848
2007-04-12,8.65,9.350909090909092,-0.07495625121524407
2007-04-13,8.86,9.340909090909092,-0.05148418491484197
2007-04-16,8.85,9.290909090909091,-0.047455968688845496
2007-04-17,8.8,9.40090909090909,-0.06392031718402469
2007-04-18,8.91,9.190909090909091,-0.030563798219584548
2007-04-19,8.7,9.290909090909091,-0.06360078277886505
2007-04-20,8.8,9.33090909090909,-0.056897895557287415
2007-04-23,8.84,9.32090909090909,-0.05159465522286155
2007-04-24,8.83,9.370909090909091,-0.05772215754753596
2007-04-25,8.88,9.63090909090909,-0.07796866150651305
2007-04-26,9.14,9.110909090909091,0.0031929754540012123
2007-04-27,8.62,8.430909090909092,0.02242829415570391
2007-04-30,7.94,8.190909090909091,-0.030632630410654782
2007-05-01,7.7,8.49090909090909,-0.09314775160599564
2007-05-02,8.0,8.700909090909091,-0.08055584578413966
2007-05-03,8.21,8.540909090909091,-0.03874401277275141
2007-05-04,8.05,8.72090909090909,-0.07693109559053468
2007-05-07,8.23,8.610909090909091,-0.044235641891891886
2007-05-08,8.12,8.540909090909091,-0.04928153273017577
2007-05-09,8.05,8.48090909090909,-0.050809304319862636
2007-05-10,7.99,8.540909090909091,-0.06450239489089937
2007-05-11,8.05,8.65090909090909,-0.06946195880622097
2007-05-14,8.16,8.700909090909091,-0.06216696269982236
2007-05-15,8.21,8.870909090909091,-0.07450297192047539
2007-05-16,8.38,8.940909090909091,-0.06273512963904415
2007-05-17,8.45,8.91090909090909,-0.051724137931034475
2007-05-18,8.42,9.08090909090909,-0.07278005806387022
2007-05-21,8.59,9.08090909090909,-0.054059465411953056
2007-05-22,8.59,8.80090909090909,-0.02396446648073547
2007-05-23,8.31,8.670909090909092,-0.04162298175718182
2007-05-24,8.18,8.97090909090909,-0.08816376165383055
2007-05-25,8.48,8.97090909090909,-0.054722334819618856
2007-05-29,8.48,9.370909090909091,-0.09507178890182377
2007-05-30,8.88,9.440909090909091,-0.05941261434761669
2007-05-31,8.95,9.75090909090909,-0.08213686369569273
2007-06-01,9.26,10.190909090909091,-0.0913470115967886
2007-06-04,9.7,10.260909090909092,-0.05466465845663171
2007-06-05,9.77,9.99090909090909,-0.022111010009099208
2007-06-06,9.5,9.75090909090909,-0.025731866492634592
2007-06-07,9.26,10.06090909090909,-0.07960603596277216
2007-06-08,9.57,10.24090909090909,-0.06551264980026628
2007-06-11,9.75,10.41090909090909,-0.06348236115962269
2007-06-12,9.92,10.920909090909092,-0.09165071172896033
2007-06-13,10.43,11.06090909090909,-0.05703953316347499
2007-06-14,10.57,11.48090909090909,-0.07934119882809398
2007-06-15,10.99,11.64090909090909,-0.05591565794611475
2007-06-18,11.15,11.960909090909091,-0.06779661016949146
2007-06-19,11.47,11.81090909090909,-0.028863916256157585
2007-06-20,11.32,12.600909090909092,-0.10165211745184333
2007-06-21,12.11,12.50090909090909,-0.03127045305795939
2007-06-22,12.01,12.260909090909092,-0.020464150663602076
2007-06-25,11.77,12.190909090909091,-0.034526472781506445
2007-06-26,11.7,11.90090909090909,-0.01688182720953324
2007-06-27,11.41,12.510909090909092,-0.08799593082400814
2007-06-28,12.02,12.47090909090909,-0.03615687417990965
2007-06-29,11.98,,
2007-07-02,12.39,,
2007-07-03,12.55,,
2007-07-05,12.5,,
2007-07-06,12.6,,
2007-07-09,12.59,,
2007-07-10,12.15,,
2007-07-11,12.3,,
2007-07-12,12.15,,
2007-07-13,13.42,,
2007-07-16,13.16,,
2007-07-17,13.21,,
2007-07-18,13.15,,
2007-07-19,13.09,,
2007-07-20,12.74,,
2007-07-23,12.52,,
2007-07-24,11.62,,
2007-07-25,11.56,,
2007-07-26,10.93,,
2007-07-27,10.74,,
2007-07-30,11.54,,
2007-07-31,11.5,,
2007-08-01,11.68,,
2007-08-02,11.63,,
2007-08-03,11.05,,
2007-08-06,10.99,,
2007-08-07,11.44,,
2007-08-08,11.26,,
2007-08-09,9.78,,
2007-08-10,10.39,,
2007-08-13,11.16,,
2007-08-14,11.48,,
2007-08-15,10.57,,
2007-08-16,10.61,,
2007-08-17,10.91,,
2007-08-20,11.35,,
2007-08-21,11.52,,
2007-08-22,12.24,,
2007-08-23,12.11,,
2007-08-24,12.63,,
2007-08-27,12.42,,
2007-08-28,11.59,,
2007-08-29,12.13,,
2007-08-30,12.09,,
2007-08-31,12.67,,
2007-09-04,13.04,,
2007-09-05,13.22,,
2007-09-06,13.09,,
2007-09-07,12.6,,
2007-09-10,12.42,,
2007-09-11,12.72,,
2007-09-12,12.24,,
2007-09-13,12.62,,
2007-09-14,12.81,,
2007-09-17,13.14,,
2007-09-18,13.73,,
2007-09-19,13.96,,
2007-09-20,13.9,,
2007-09-21,14.7,,
2007-09-24,14.04,,
2007-09-25,14.72,,
2007-09-26,14.69,,
2007-09-27,15.18,,
2007-09-28,15.18,16.146428571428572,-0.05985401459854023
2007-10-01,15.2,15.706428571428571,-0.032243394424484983
2007-10-02,14.76,14.776428571428571,-0.0011118093488664549
2007-10-03,13.83,15.506428571428572,-0.10811184301441801
2007-10-04,14.56,15.54642857142857,-0.06345049391224433
2007-10-05,14.6,15.266428571428571,-0.04365320731764377
2007-10-08,14.32,15.616428571428571,-0.08301696930887803
2007-10-09,14.67,15.706428571428571,-0.06598753922415757
2007-10-10,14.76,15.156428571428572,-0.026155803760780527
2007-10-11,14.21,16.106428571428573,-0.11774358064659185
2007-10-12,15.16,15.916428571428572,-0.047525019072835795
2007-10-15,14.97,15.936428571428571,-0.060642732284523326
2007-10-16,14.99,16.00642857142857,-0.0635012718104333
2007-10-17,15.06,16.50642857142857,-0.08762819680643907
2007-10-18,15.56,16.736428571428572,-0.0702914941743844
2007-10-19,15.79,16.26642857142857,-0.02928907039037454
2007-10-22,15.32,17.24642857142857,-0.1117001449575481
2007-10-23,16.3,17.56642857142857,-0.07209368519497406
2007-10-24,16.62,17.88642857142857,-0.07080388163411999
2007-10-25,16.94,18.036428571428573,-0.060789671696170444
2007-10-26,17.09,18.54642857142857,-0.07852878875409197
2007-10-29,17.6,18.29642857142857,-0.038063634589107886
2007-10-30,17.35,18.52642857142857,-0.06350001927747995
2007-10-31,17.58,17.59642857142857,-0.000933631012786762
2007-11-01,16.65,18.856428571428573,-0.1170120080306074
2007-11-02,17.91,18.51642857142857,-0.03275083902326115
2007-11-05,17.57,19.58642857142857,-0.10295029357062102
2007-11-06,18.64,20.146428571428572,-0.07477397624534654
2007-11-07,19.2,20.236428571428572,-0.05121598249267589
2007-11-08,19.29,19.59642857142857,-0.0156369600874795
2007-11-09,18.65,16.946428571428573,0.10052687038988384
