date,AMP,dcf,Deviation
2009-04-30,26.35,52.441031390134526,-0.4975308589190506
2009-05-01,26.45,52.85103139013453,-0.4995367298558093
2009-05-04,26.86,52.22103139013453,-0.4856478456096842
2009-05-05,26.23,53.59103139013453,-0.5105524316363759
2009-05-06,27.6,52.89103139013453,-0.4781723994675574
2009-05-07,26.9,55.01103139013453,-0.5110071685581205
2009-05-08,29.02,52.10103139013453,-0.4430052683084693
2009-05-11,26.11,51.65103139013453,-0.49449218539734574
2009-05-12,25.66,50.45103139013453,-0.49138799955202317
2009-05-13,24.46,51.051031390134526,-0.5208715801826713
2009-05-14,25.06,51.39103139013453,-0.5123662763302561
2009-05-15,25.4,53.43103139013453,-0.5246208179187453
2009-05-18,27.44,54.93103139013453,-0.5004645042050284
2009-05-19,28.94,54.051031390134526,-0.4645800597010963
2009-05-20,28.06,54.36103139013453,-0.48382141982147264
2009-05-21,28.37,54.72103139013453,-0.48155216962678205
2009-05-22,28.73,55.71103139013453,-0.484303210995882
2009-05-26,29.72,54.64103139013453,-0.45608640166763104
2009-05-27,28.65,55.47103139013453,-0.4835142004391255
2009-05-28,29.48,56.191031390134526,-0.4753611159880612
2009-05-29,30.2,56.92103139013453,-0.46944039377975466
2009-06-01,30.93,55.96103139013453,-0.44729396096418794
2009-06-02,29.97,55.38103139013453,-0.4588399809878081
2009-06-03,29.39,56.54103139013453,-0.48020049727766256
2009-06-04,30.55,55.64103139013453,-0.4509447571919616
2009-06-05,29.65,54.53103139013453,-0.4562728918902472
2009-06-08,28.54,54.38103139013453,-0.4751846504114383
2009-06-09,28.39,52.32103139013453,-0.4573883724059553
2009-06-10,26.33,51.68103139013453,-0.49052874349124986
2009-06-11,25.69,50.31103139013453,-0.48937639936680877
2009-06-12,24.32,50.77103139013453,-0.5209866860273062
2009-06-15,24.78,50.40103139013453,-0.5083433946383402
2009-06-16,24.41,49.84103139013453,-0.5102428798286931
2009-06-17,23.85,49.83103139013453,-0.5213825735759949
2009-06-18,23.84,49.99103139013453,-0.5231144599928239
2009-06-19,24.0,48.78103139013453,-0.5080054825398022
2009-06-22,22.79,49.00103139013453,-0.5349077488073373
2009-06-23,23.01,49.941031390134526,-0.5392566120581672
2009-06-24,23.95,50.02103139013453,-0.5212013960047299
2009-06-25,24.03,49.88103139013453,-0.5182537463579261
2009-06-26,23.89,50.14103139013453,-0.5235439053074511
2009-06-29,24.15,50.26103139013453,-0.5195084674537682
2009-06-30,24.27,42.895597381342064,-0.4342076697466273
2009-07-01,24.61,41.62559738134206,-0.4087772537042076
2009-07-02,23.34,42.01559738134206,-0.4444920111890487
2009-07-06,23.73,40.855597381342065,-0.419173833673106
2009-07-07,22.57,40.29559738134206,-0.43988918227452534
2009-07-08,22.01,40.81559738134206,-0.4607453666705027
2009-07-09,22.53,40.425597381342065,-0.44267984991117426
2009-07-10,22.14,41.715597381342064,-0.4692632638672831
2009-07-13,23.43,41.79559738134206,-0.4394146401061044
2009-07-14,23.51,42.68559738134206,-0.4492287459405159
2009-07-15,24.4,42.97559738134206,-0.4322359318594765
2009-07-16,24.69,42.91559738134206,-0.42468469492319827
2009-07-17,24.63,43.23559738134206,-0.4303305264233759
2009-07-20,24.95,43.38559738134206,-0.42492436416860946
2009-07-21,25.1,43.27559738134206,-0.4199964525314289
2009-07-22,24.99,44.45559738134206,-0.43786606249749194
2009-07-23,26.17,44.05559738134206,-0.4059778653442291
2009-07-24,25.77,45.505597381342064,-0.43369603998285133
2009-07-27,27.22,44.97559738134206,-0.3947829137386377
2009-07-28,26.69,44.86559738134206,-0.40511212247673356
2009-07-29,26.58,46.325597381342064,-0.4262351377533392
2009-07-30,28.04,46.08559738134206,-0.39156696249418466
2009-07-31,27.8,46.005597381342064,-0.39572570334073065
2009-08-03,27.72,46.59559738134206,-0.40509400978085286
2009-08-04,28.31,47.075597381342064,-0.3986268560615148
2009-08-05,28.79,46.285597381342065,-0.3779922561482294
2009-08-06,28.0,47.88559738134206,-0.4152730355012799
2009-08-07,29.6,47.40559738134206,-0.3756011603041206
2009-08-10,29.12,46.105597381342065,-0.368406404993589
2009-08-11,27.82,47.005597381342064,-0.4081555910394068
2009-08-12,28.72,47.45559738134206,-0.3948026874635502
2009-08-13,29.17,47.145597381342064,-0.3812783882224373
2009-08-14,28.86,45.645597381342064,-0.3677374893597797
2009-08-17,27.36,46.325597381342064,-0.40939779416596545
2009-08-18,28.04,46.31559738134206,-0.3945883981775925
2009-08-19,28.03,47.43559738134206,-0.40909355953372906
2009-08-20,29.15,48.105597381342065,-0.3940414091748513
2009-08-21,29.82,47.94559738134206,-0.3780450838306919
2009-08-24,29.66,48.645597381342064,-0.39028398053189406
2009-08-25,30.36,48.105597381342065,-0.36888841106512815
2009-08-26,29.82,48.34559738134206,-0.38319099121302025
2009-08-27,30.06,48.48559738134206,-0.3800220761729233
2009-08-28,30.2,48.31559738134206,-0.3749430486879942
2009-08-31,30.03,46.535597381342065,-0.3546875577009312
2009-09-01,28.25,46.29559738134206,-0.3897907879381799
2009-09-02,28.01,47.19559738134206,-0.40651243857179664
2009-09-03,28.91,47.285597381342065,-0.3886087603620443
2009-09-04,29.0,47.855597381342065,-0.3940102812026224
2009-09-08,29.57,48.38559738134206,-0.3888677292345992
2009-09-09,30.1,49.285597381342065,-0.3892739136931941
2009-09-10,31.0,48.535597381342065,-0.3612935314994816
2009-09-11,30.25,49.91559738134206,-0.3939770014390904
2009-09-14,31.63,50.005597381342064,-0.36747081014171246
2009-09-15,31.72,51.34559738134206,-0.382225514596381
2009-09-16,33.06,50.91559738134206,-0.3506901283630075
2009-09-17,32.63,51.04559738134206,-0.36076759458345053
2009-09-18,32.76,50.55559738134206,-0.35200053610502224
2009-09-21,32.27,51.16559738134206,-0.3693027805482534
2009-09-22,32.88,50.37559738134206,-0.3473030254887264
2009-09-23,32.09,49.55559738134206,-0.35244449273691825
2009-09-24,31.27,49.22559738134206,-0.36476139115678374
2009-09-25,30.94,51.01559738134206,-0.3935188140849706
2009-09-28,32.73,50.62559738134206,-0.35348911039097075
2009-09-29,32.34,54.61559738134206,-0.40786146173239357
2009-09-30,36.33,51.6181178396072,-0.29617735941306345
2009-10-01,36.97,51.0781178396072,-0.2762066896025568
2009-10-02,36.43,50.8481178396072,-0.28355263581411216
2009-10-05,36.2,51.1281178396072,-0.2919747190076083
2009-10-06,36.48,51.3981178396072,-0.2902463838493199
2009-10-07,36.75,51.568117839607204,-0.2873503719041314
2009-10-08,36.92,51.318117839607204,-0.28056597641807446
2009-10-09,36.67,51.5581178396072,-0.2887637963418842
2009-10-12,36.91,50.4781178396072,-0.26879207110533554
2009-10-13,35.83,52.2781178396072,-0.31462720004708544
2009-10-14,37.63,51.9081178396072,-0.2750652197354887
2009-10-15,37.26,50.748117839607204,-0.2657855781417805
2009-10-16,36.1,51.1481178396072,-0.2942066780794522
2009-10-19,36.5,50.3281178396072,-0.2747592883102963
2009-10-20,35.68,50.138117839607204,-0.28836578760014486
2009-10-21,35.49,52.888117839607204,-0.3289608053810904
2009-10-22,38.24,51.7181178396072,-0.2606072765719497
2009-10-23,37.07,51.2781178396072,-0.27707955046339183
2009-10-26,36.63,50.708117839607205,-0.277630455228828
2009-10-27,36.06,49.8781178396072,-0.2770376758008801
2009-10-28,35.23,50.138117839607204,-0.29734099487536725
2009-10-29,35.49,49.318117839607204,-0.2803861632469252
2009-10-30,34.67,49.8481178396072,-0.30448728051166873
2009-11-02,35.2,49.888117839607204,-0.2944211663151982
2009-11-03,35.24,51.638117839607204,-0.3175583953416211
2009-11-04,36.99,51.8781178396072,-0.2869826134717752
2009-11-05,37.23,52.4781178396072,-0.29056144670072137
2009-11-06,37.83,53.818117839607204,-0.29707686707395076
2009-11-09,39.17,53.3281178396072,-0.26549067196014664
2009-11-10,38.68,53.7881178396072,-0.2808820692454542
2009-11-11,39.14,53.0781178396072,-0.2625963091179261
2009-11-12,38.43,53.7381178396072,-0.2848651656408496
2009-11-13,39.09,53.4481178396072,-0.2686365473653266
2009-11-16,38.8,52.9681178396072,-0.267483883088119
2009-11-17,38.32,53.1081178396072,-0.27845305842449675
2009-11-18,38.46,52.4481178396072,-0.26670390503591734
2009-11-19,37.8,52.2181178396072,-0.2761133192102747
2009-11-20,37.57,52.958117839607205,-0.2905714641561238
2009-11-23,38.31,52.7881178396072,-0.27426849889965565
2009-11-24,38.14,52.7881178396072,-0.27748892059600283
2009-11-25,38.14,51.6981178396072,-0.2622555405531609
2009-11-27,37.05,52.7681178396072,-0.297871489132579
2009-11-30,38.12,53.568117839607204,-0.2883826884838797
2009-12-01,38.92,53.5181178396072,-0.2727696419249549
2009-12-02,38.87,52.8681178396072,-0.26477428006941894
2009-12-03,38.22,53.0381178396072,-0.2793861932359428
2009-12-04,38.39,52.6181178396072,-0.2704033976087469
2009-12-07,37.97,52.068117839607204,-0.2707629625298851
2009-12-08,37.42,51.928117839607204,-0.279388478596877
2009-12-09,37.28,52.3381178396072,-0.287708432423068
2009-12-10,37.69,53.0881178396072,-0.29004829077061767
2009-12-11,38.44,53.6881178396072,-0.2840128962084465
2009-12-14,39.04,53.0481178396072,-0.2640643704261332
2009-12-15,38.4,52.6481178396072,-0.2706291967172345
2009-12-16,38.0,52.458117839607205,-0.27561259219809375
2009-12-17,37.81,52.638117839607204,-0.28169924093391274
2009-12-18,37.99,53.068117839607204,-0.2841276166073804
2009-12-21,38.42,53.5081178396072,-0.28197810815985824
2009-12-22,38.86,53.8681178396072,-0.2786085432629001
2009-12-23,39.22,54.1681178396072,-0.2759578592682296
2009-12-24,39.52,54.1281178396072,-0.26988039530386165
2009-12-28,39.48,53.7881178396072,-0.2660088959103034
2009-12-29,39.14,53.708117839607205,-0.27124610627974577
2009-12-30,39.06,53.4681178396072,-0.2694711993197224
2009-12-31,38.82,52.55184942716858,-0.2613009737402201
2010-01-04,39.88,53.48184942716858,-0.25432645977756496
2010-01-05,40.81,54.05184942716858,-0.24498420622981876
2010-01-06,41.38,54.36184942716858,-0.23880441088673854
2010-01-07,41.69,54.51184942716858,-0.2352121522550692
2010-01-08,41.84,55.05184942716858,-0.23998920226371923
2010-01-11,42.38,54.37184942716858,-0.22055253874032243
2010-01-12,41.7,54.881849427168575,-0.24018595518836616
2010-01-13,42.21,54.69184942716858,-0.22822138139230896
2010-01-14,42.02,54.29184942716858,-0.2260348386847829
2010-01-15,41.62,54.73184942716858,-0.23956525431534081
2010-01-19,42.06,54.57184942716857,-0.22927295956621097
2010-01-20,41.9,53.421849427168574,-0.2156767231145118
2010-01-21,40.75,52.43184942716858,-0.22280063653668114
2010-01-22,39.76,53.101849427168574,-0.2512501837712354
2010-01-25,40.43,52.771849427168576,-0.23387183813221846
2010-01-26,40.1,53.58184942716858,-0.2516122450288666
2010-01-27,40.91,52.64184942716857,-0.22286165009076875
2010-01-28,39.97,50.911849427168576,-0.21491753983169137
2010-01-29,38.24,52.43184942716858,-0.27067230285061805
2010-02-01,39.76,52.65184942716858,-0.24485083748105396
2010-02-02,39.98,51.86184942716858,-0.2291057792656369
2010-02-03,39.19,50.29184942716858,-0.22074848218190912
2010-02-04,37.62,50.601849427168574,-0.25654891222609166
2010-02-05,37.93,49.90184942716858,-0.23990793055959603
2010-02-08,37.23,50.601849427168574,-0.2642561404087558
2010-02-09,37.93,51.21184942716857,-0.2593510989298967
2010-02-10,38.54,50.73184942716858,-0.2403194357160463
2010-02-11,38.06,50.93184942716858,-0.2527269198338269
2010-02-12,38.26,51.93184942716858,-0.2632652135052991
2010-02-16,39.26,52.491849427168574,-0.25207436147829987
2010-02-17,39.82,52.451849427168575,-0.24082753163372028
2010-02-18,39.78,52.811849427168575,-0.24675995195245815
2010-02-19,40.14,53.15184942716858,-0.24480520560245211
2010-02-22,40.48,52.44184942716858,-0.22809739850577238
2010-02-23,39.77,53.32184942716857,-0.25415190157045875
2010-02-24,40.65,52.841849427168576,-0.23072336716701203
2010-02-25,40.17,52.701849427168575,-0.23778765951063985
2010-02-26,40.03,52.96184942716857,-0.244172920074327
2010-03-01,40.29,53.171849427168574,-0.2422682221127801
2010-03-02,40.5,53.33184942716858,-0.24060387113880422
2010-03-03,40.66,53.93184942716858,-0.24608556109486557
2010-03-04,41.26,55.57184942716857,-0.2575377565205098
2010-03-05,42.9,55.71184942716857,-0.22996632779023696
2010-03-08,43.04,55.47184942716858,-0.2241109599832416
2010-03-09,42.8,55.521849427168576,-0.22913230662203732
2010-03-10,42.85,55.521849427168576,-0.22823176025126857
2010-03-11,42.85,56.00184942716858,-0.23484669813043935
2010-03-12,43.33,56.12184942716858,-0.2279299338445544
2010-03-15,43.45,56.64184942716857,-0.23289934139828827
2010-03-16,43.97,57.55184942716858,-0.23599327497470435
2010-03-17,44.88,57.491849427168574,-0.21936760693610013
2010-03-18,44.82,56.851849427168574,-0.21163514553000184
2010-03-19,44.18,57.061849427168575,-0.22575239948383452
2010-03-22,44.39,57.36184942716858,-0.22614071123419277
2010-03-23,44.69,57.351849427168574,-0.22077491055014586
2010-03-24,44.68,57.37184942716858,-0.2212208522801833
2010-03-25,44.7,56.631849427168575,-0.21069150218223998
2010-03-26,43.96,57.171849427168574,-0.23109011794343293
2010-03-29,44.5,57.94184942716858,-0.23198861548360894
2010-03-30,45.27,58.031849427168574,-0.2199111273057911
2010-03-31,45.36,64.34358490566038,-0.2950346166365121
2010-04-01,46.17,64.41358490566037,-0.28322573463935874
2010-04-05,46.24,64.16358490566037,-0.2793420120152792
2010-04-06,45.99,63.463584905660376,-0.2753324592620341
2010-04-07,45.29,64.18358490566038,-0.2943678657624209
2010-04-08,46.01,64.33358490566037,-0.2848214495201896
2010-04-09,46.16,64.89358490566038,-0.2886816151842203
2010-04-12,46.72,65.76358490566038,-0.2895764416276715
2010-04-13,47.59,66.50358490566038,-0.2843994791031267
2010-04-14,48.33,66.39358490566038,-0.2720682266415828
2010-04-15,48.22,65.29358490566038,-0.2614894699123842
2010-04-16,47.12,65.84358490566038,-0.28436460336245706
2010-04-19,47.67,66.62358490566038,-0.2844876169977769
2010-04-20,48.45,66.54358490566038,-0.2719057732058149
2010-04-21,48.37,66.75358490566038,-0.2753947212219541
2010-04-22,48.58,67.22358490566037,-0.2773369633860533
2010-04-23,49.05,66.68358490566038,-0.2644366665440564
2010-04-26,48.51,63.10358490566038,-0.2312639595274616
2010-04-27,44.93,64.64358490566038,-0.30495810117013167
2010-04-28,46.47,66.27358490566037,-0.2988156583629893
2010-04-29,48.1,64.53358490566038,-0.25465166594547817
2010-04-30,46.36,65.67358490566038,-0.2940845232280863
2010-05-03,47.5,64.09358490566038,-0.2588961895341717
2010-05-04,45.92,63.683584905660375,-0.27893506516592936
2010-05-05,45.51,61.85358490566038,-0.2642301966909073
2010-05-06,43.68,60.713584905660376,-0.28055640153893
2010-05-07,42.54,63.823584905660375,-0.33347523391423883
2010-05-10,45.65,64.35358490566038,-0.2906378088039546
2010-05-11,46.18,64.49358490566038,-0.2839597912327101
2010-05-12,46.32,63.42358490566038,-0.2696723140311472
2010-05-13,45.25,61.56358490566038,-0.26498757229065206
2010-05-14,43.39,61.35358490566038,-0.29278786126812106
2010-05-17,43.18,59.58358490566038,-0.2753037591080233
2010-05-18,41.41,59.41358490566038,-0.3030213533528957
2010-05-19,41.24,56.683584905660375,-0.272452508629499
2010-05-20,38.51,58.58358490566038,-0.3426486265390847
2010-05-21,40.41,57.183584905660375,-0.2933286699903984
2010-05-24,39.01,56.62358490566038,-0.3110644607720632
2010-05-25,38.45,56.893584905660376,-0.3241768810357635
2010-05-26,38.72,59.113584905660375,-0.34498981813074925
2010-05-27,40.94,57.963584905660376,-0.29369447961797746
2010-05-28,39.79,56.963584905660376,-0.30148356944357035
2010-06-01,38.79,58.473584905660374,-0.3366235358652512
2010-06-02,40.3,58.41358490566038,-0.31009199204113813
2010-06-03,40.24,56.58358490566038,-0.28883968615472855
2010-06-04,38.41,55.70358490566038,-0.3104573060234598
2010-06-07,37.53,56.293584905660374,-0.3333165748300687
2010-06-08,38.12,56.06358490566038,-0.3200577511383639
2010-06-09,37.89,57.24358490566038,-0.33809176936692253
2010-06-10,39.07,57.643584905660376,-0.3222142574244462
2010-06-11,39.47,57.65358490566038,-0.31539382911599545
2010-06-14,39.48,58.723584905660374,-0.3276977203720661
2010-06-15,40.55,58.91358490566038,-0.31170374260989875
2010-06-16,40.74,58.10358490566038,-0.2988384440280696
2010-06-17,39.93,57.933584905660375,-0.31076248664703887
2010-06-18,39.76,57.92358490566038,-0.3135783970422972
2010-06-21,39.75,57.283584905660376,-0.3060839319769567
2010-06-22,39.11,56.823584905660375,-0.31172945063337376
2010-06-23,38.65,55.933584905660375,-0.3090019160189983
2010-06-24,37.76,56.66358490566038,-0.33361081790241653
2010-06-25,38.49,56.223584905660374,-0.31541184958974433
2010-06-28,38.05,54.16358490566038,-0.2974984933830779
2010-06-29,35.99,54.30358490566038,-0.3372444920068518
2010-06-30,36.13,50.26606186344775,-0.28122477352313024
2010-07-01,35.83,50.616061863447754,-0.29212193361343797
2010-07-02,36.18,50.90606186344775,-0.2892791413122757
2010-07-06,36.47,52.576061863447755,-0.3063383085876409
2010-07-07,38.14,52.65606186344775,-0.27567693727442166
2010-07-08,38.22,53.436061863447755,-0.2847526807333103
2010-07-09,39.0,53.046061863447754,-0.2647899084310049
2010-07-12,38.61,54.01606186344775,-0.285212607731274
2010-07-13,39.58,53.856061863447756,-0.26507808721040105
2010-07-14,39.42,53.63606186344776,-0.2650467124085374
2010-07-15,39.2,51.98606186344776,-0.2459517302355585
2010-07-16,37.55,52.13606186344776,-0.2797691529070774
2010-07-19,37.7,52.81606186344776,-0.2862019872388304
2010-07-20,38.38,51.74606186344776,-0.25830104518329033
2010-07-21,37.31,53.26606186344775,-0.29955399939932714
2010-07-22,38.83,53.08606186344775,-0.26854623159122915
2010-07-23,38.65,52.936061863447755,-0.26987390751317397
2010-07-26,38.5,53.17606186344776,-0.275990010338389
2010-07-27,38.74,52.716061863447756,-0.2651196119249277
2010-07-28,38.28,57.41606186344776,-0.3332876070281331
2010-07-29,42.98,56.826061863447755,-0.2436568963149277
2010-07-30,42.39,58.046061863447754,-0.269717899213875
2010-08-02,43.61,57.256061863447755,-0.2383339234191969
2010-08-03,42.82,57.66606186344776,-0.2574488595840475
2010-08-04,43.23,57.83606186344775,-0.25254246905560407
2010-08-05,43.4,57.38606186344776,-0.24371879528391593
2010-08-06,42.95,58.356061863447756,-0.26400105441483857
2010-08-09,43.92,58.65606186344775,-0.25122828562465616
2010-08-10,44.22,57.48606186344776,-0.23077005857454502
2010-08-11,43.05,57.20606186344776,-0.24745737431181014
2010-08-12,42.77,56.63606186344776,-0.24482743692313014
2010-08-13,42.2,56.976061863447754,-0.2593380690097702
2010-08-16,42.54,58.95606186344776,-0.27844569912878747
2010-08-17,44.52,59.15606186344775,-0.24741440525964598
2010-08-18,44.72,57.88606186344776,-0.22744787673596234
2010-08-19,43.45,57.56606186344776,-0.2452150000625788
2010-08-20,43.13,57.646061863447756,-0.2518135913227423
2010-08-23,43.21,56.62606186344775,-0.23692380190238604
2010-08-24,42.19,56.99606186344776,-0.2597734190639417
2010-08-25,42.56,56.62606186344775,-0.2484026153428731
2010-08-26,42.19,58.146061863447756,-0.274413457284855
2010-08-27,43.71,57.66606186344776,-0.2420151717052479
2010-08-30,43.23,58.01606186344775,-0.2548615226288483
2010-08-31,43.58,60.186061863447755,-0.27591208577700554
2010-09-01,45.75,60.606061863447756,-0.24512501566130673
2010-09-02,46.17,61.65606186344775,-0.2511685209111373
2010-09-03,47.22,60.87606186344775,-0.22432564534282662
2010-09-07,46.44,61.42606186344776,-0.2439691135785701
2010-09-08,46.99,61.66606186344776,-0.23799252652044112
2010-09-09,47.23,61.646061863447756,-0.23385211362537306
2010-09-10,47.21,62.63606186344776,-0.24628083893712793
2010-09-13,48.2,62.226061863447754,-0.2254049419715376
2010-09-14,47.79,61.84606186344776,-0.22727497014252362
2010-09-15,47.41,61.796061863447754,-0.23279900740660442
2010-09-16,47.36,62.05606186344775,-0.2368191184253029
2010-09-17,47.62,62.81606186344776,-0.24191363502668484
2010-09-20,48.38,62.366061863447754,-0.22425757608474028
2010-09-21,47.93,60.95606186344776,-0.21369592236172363
2010-09-22,46.52,60.286061863447756,-0.22834568120619436
2010-09-23,45.85,61.67606186344776,-0.2565997468918658
2010-09-24,47.24,61.506061863447755,-0.23194562342684932
2010-09-27,47.07,62.12606186344775,-0.2423469541098674
2010-09-28,47.69,62.356061863447756,-0.2351986547124265
2010-09-29,47.92,61.76606186344775,-0.22416941352127306
2010-09-30,47.33,61.750129081245255,-0.2335238694363303
2010-10-01,47.76,61.860129081245255,-0.22793565565837348
2010-10-04,47.87,63.470129081245254,-0.2457869443006211
2010-10-05,49.48,64.15012908124525,-0.22868432677143546
2010-10-06,50.16,63.99012908124526,-0.21612910115692685
2010-10-07,50.0,63.92012908124526,-0.21777379491133642
2010-10-08,49.93,63.69012908124525,-0.2160480639581115
2010-10-11,49.7,63.95012908124525,-0.22283190489171978
2010-10-12,49.96,64.12012908124525,-0.22083750117382406
2010-10-13,50.13,64.23012908124525,-0.21952515560742336
2010-10-14,50.24,63.92012908124526,-0.2140191091269108
2010-10-15,49.93,65.39012908124525,-0.23642909562139736
2010-10-18,51.4,64.64012908124525,-0.20482832057163625
2010-10-19,50.65,65.24012908124526,-0.22363734233382315
2010-10-20,51.25,65.33012908124526,-0.2155227500581709
2010-10-21,51.34,65.01012908124525,-0.21027691029748996
2010-10-22,51.02,65.18012908124525,-0.217246103695116
2010-10-25,51.19,64.56012908124525,-0.20709576129285157
2010-10-26,50.57,64.84012908124525,-0.22008175004347463
2010-10-27,50.85,67.42012908124525,-0.24577421175324743
2010-10-28,53.43,65.68012908124525,-0.18651195198005843
2010-10-29,51.69,65.37012908124525,-0.20927186887214055
2010-11-01,51.38,66.28012908124525,-0.22480537210452445
2010-11-02,52.29,66.18012908124525,-0.20988368070713803
2010-11-03,52.19,67.72012908124526,-0.22932810808162285
2010-11-04,53.73,69.01012908124525,-0.22141864222940433
2010-11-05,55.02,68.44012908124526,-0.19608567753158712
2010-11-08,54.45,67.47012908124526,-0.19297619937212296
2010-11-09,53.48,68.08012908124526,-0.2144550734300431
2010-11-10,54.09,67.70012908124525,-0.20103549677005883
2010-11-11,53.71,66.92012908124525,-0.19740142857775012
2010-11-12,52.93,66.59012908124525,-0.20513744709187764
2010-11-15,52.6,65.71012908124526,-0.19951458419805634
2010-11-16,51.72,65.47012908124526,-0.2100214139517278
2010-11-17,51.48,66.58012908124526,-0.22679633232340446
2010-11-18,52.59,66.40012908124525,-0.20798346738675133
2010-11-19,52.41,65.97012908124526,-0.2055495308269799
2010-11-22,51.98,65.28012908124525,-0.20373931958211056
2010-11-23,51.29,66.19012908124526,-0.22511104432136786
2010-11-24,52.2,65.80012908124526,-0.20668848634708292
2010-11-26,51.81,66.52012908124526,-0.22113801167281022
2010-11-29,52.53,65.83012908124526,-0.2020371107708251
2010-11-30,51.84,66.97012908124526,-0.22592354664405734
2010-12-01,52.98,67.70012908124525,-0.21743132961504386
2010-12-02,53.71,68.13012908124526,-0.21165568414011426
2010-12-03,54.14,67.97012908124526,-0.20347363272937136
2010-12-06,53.98,68.67012908124525,-0.21392313190302892
2010-12-07,54.68,69.34012908124525,-0.211423446646142
2010-12-08,55.35,69.87012908124525,-0.2078159761857773
2010-12-09,55.88,69.66012908124526,-0.19781945946688329
2010-12-10,55.67,69.86012908124525,-0.20312199916983475
2010-12-13,55.87,69.11012908124525,-0.19158015268181994
2010-12-14,55.12,69.08012908124526,-0.20208603062722608
2010-12-15,55.09,69.73012908124525,-0.20995413710173216
2010-12-16,55.74,69.19012908124526,-0.19439375615923027
2010-12-17,55.2,68.89012908124525,-0.19872410262288598
2010-12-20,54.9,71.60012908124526,-0.23324160578391528
2010-12-21,57.61,71.95012908124525,-0.19930650944423667
2010-12-22,57.96,71.72012908124526,-0.191858677020194
2010-12-23,57.73,71.73012908124525,-0.19517780409105334
2010-12-27,57.74,71.75012908124525,-0.1952627717976796
2010-12-28,57.76,71.96012908124526,-0.19733329084516882
2010-12-29,57.97,71.66012908124526,-0.19104248424844394
2010-12-30,57.67,71.54012908124525,-0.19387900552280946
2010-12-31,57.55,64.35715592832635,-0.10577154677107525
2011-01-03,59.34,63.957155928326344,-0.07219138908397615
2011-01-04,58.94,64.90715592832635,-0.09193371428745967
2011-01-05,59.89,65.09715592832634,-0.07999052883446334
2011-01-06,60.08,65.27715592832634,-0.0796167641560972
2011-01-07,60.26,65.02715592832634,-0.07331023262928416
2011-01-10,60.01,65.87715592832635,-0.0890620708445542
2011-01-11,60.86,66.11715592832634,-0.07951273545440019
2011-01-12,61.1,65.54715592832635,-0.06784666497489478
2011-01-13,60.53,65.89715592832634,-0.08144745934352582
2011-01-14,60.88,66.01715592832635,-0.07781546866247413
2011-01-18,61.0,64.92715592832634,-0.060485568360049036
2011-01-19,59.91,64.63715592832635,-0.07313372410085794
2011-01-20,59.62,65.37715592832635,-0.08806066655205957
2011-01-21,60.36,66.01715592832635,-0.08569220907468689
2011-01-24,61.0,66.12715592832635,-0.07753480179736671
2011-01-25,61.11,66.08715592832634,-0.07531200062118315
2011-01-26,61.07,67.50715592832634,-0.09535516405343447
2011-01-27,62.49,65.32715592832635,-0.04342996244072117
2011-01-28,60.31,66.66715592832634,-0.0953566391096824
2011-01-31,61.65,67.93715592832635,-0.09254370222620589
2011-02-01,62.92,67.48715592832635,-0.06767444657434996
2011-02-02,62.47,63.197155928326346,-0.011506149567094948
2011-02-03,58.18,63.097155928326345,-0.07792991389202819
2011-02-04,58.08,63.71715592832634,-0.08847155599141032
2011-02-07,58.7,65.15715592832635,-0.09910125505522815
2011-02-08,60.14,66.22715592832634,-0.09191329210806065
2011-02-09,61.21,66.90715592832635,-0.085150173389964
2011-02-10,61.89,68.88715592832635,-0.10157417350204645
2011-02-11,63.87,69.30715592832634,-0.07845013773107568
2011-02-14,64.29,68.41715592832634,-0.06032340678776438
2011-02-15,63.4,69.37715592832635,-0.08615452519416267
2011-02-16,64.36,69.30715592832634,-0.07138016070724962
2011-02-17,64.29,69.74715592832635,-0.07824198500558555
2011-02-18,64.73,68.14715592832634,-0.05014377902902256
2011-02-22,63.13,68.32715592832635,-0.07606281657293101
2011-02-23,63.31,68.31715592832634,-0.07329280413223738
2011-02-24,63.3,68.53715592832634,-0.07641338274677123
2011-02-25,63.52,68.33715592832634,-0.07049102150781172
2011-02-28,63.32,67.75715592832634,-0.06548615961714765
2011-03-01,62.74,66.81715592832634,-0.06101959701337545
2011-03-02,61.8,69.01715592832635,-0.10457046268063108
2011-03-03,64.0,68.28715592832634,-0.06278129276354849
2011-03-04,63.27,67.70715592832634,-0.0655345194682736
2011-03-07,62.69,68.50715592832634,-0.08491311381269973
2011-03-08,63.49,67.22715592832634,-0.05558997516287434
2011-03-09,62.21,66.71715592832635,-0.06755617600319097
2011-03-10,61.7,67.19715592832634,-0.08180637785012357
2011-03-11,62.18,66.57715592832635,-0.06604601634020091
2011-03-14,61.56,64.96715592832635,-0.05244428326345729
2011-03-15,59.95,63.64715592832634,-0.05808831320742347
2011-03-16,58.63,64.84715592832634,-0.09587399538690611
2011-03-17,59.83,66.23715592832635,-0.09673054101627454
2011-03-18,61.22,66.19715592832634,-0.0751868544581471
2011-03-21,61.18,64.51715592832635,-0.05172509358648225
2011-03-22,59.5,64.75715592832634,-0.08118262534792287
2011-03-23,59.74,65.27715592832634,-0.08482532441220447
2011-03-24,60.26,65.87715592832635,-0.08526712863010899
2011-03-25,60.86,65.95715592832634,-0.07727980166193449
2011-03-28,60.94,66.21715592832635,-0.07969469323083522
