date,NOV,dcf,Deviation
2005-06-14,21.05,24.01301886792453,-0.12339218505684812
2005-06-15,21.23,24.42301886792453,-0.13073809119142166
2005-06-16,21.64,24.663018867924528,-0.12257294551463493
2005-06-17,21.88,24.633018867924527,-0.11176132664394312
2005-06-20,21.85,23.85301886792453,-0.08397339049683195
2005-06-21,21.07,23.843018867924528,-0.11630317801975176
2005-06-22,21.06,24.223018867924527,-0.13057905313829044
2005-06-23,21.44,23.90301886792453,-0.10304216724815685
2005-06-24,21.12,24.203018867924527,-0.12738158346066286
2005-06-27,21.42,23.973018867924527,-0.10649550988926215
2005-06-28,21.19,24.05301886792453,-0.11902950243565702
2005-06-29,21.27,24.21301886792453,-0.12154696132596687
2005-06-30,21.43,23.85,-0.10146750524109016
2005-07-01,21.55,24.26,-0.11170651277823584
2005-07-05,21.96,24.0,-0.08499999999999996
2005-07-06,21.7,23.970000000000002,-0.09470171047142273
2005-07-07,21.67,23.69,-0.08526804558885603
2005-07-08,21.39,23.86,-0.10352053646269899
2005-07-11,21.56,24.6,-0.1235772357723578
2005-07-12,22.3,24.07,-0.07353552139592856
2005-07-13,21.77,23.77,-0.08413967185527982
2005-07-14,21.47,23.44,-0.08404436860068265
2005-07-15,21.14,23.36,-0.09503424657534243
2005-07-18,21.06,24.07,-0.12505193186539265
2005-07-19,21.77,24.21,-0.10078479966955811
2005-07-20,21.91,24.18,-0.0938792390405293
2005-07-21,21.88,25.51,-0.1422971383771071
2005-07-22,23.21,25.64,-0.09477379095163807
2005-07-25,23.34,25.55,-0.08649706457925643
2005-07-26,23.25,25.74,-0.09673659673659674
2005-07-27,23.44,25.85,-0.0932301740812379
2005-07-28,23.55,25.9,-0.09073359073359066
2005-07-29,23.6,26.62,-0.11344853493613827
2005-08-01,24.32,27.55,-0.11724137931034484
2005-08-02,25.25,27.95,-0.09660107334525936
2005-08-03,25.65,28.38,-0.09619450317124734
2005-08-04,26.08,28.0,-0.06857142857142862
2005-08-05,25.7,28.91,-0.11103424420615704
2005-08-08,26.61,28.62,-0.07023060796645708
2005-08-09,26.32,29.29,-0.10139979515192898
2005-08-10,26.99,29.62,-0.08879135719108722
2005-08-11,27.32,29.38,-0.07011572498298158
2005-08-12,27.08,28.84,-0.061026352288488295
2005-08-15,26.54,28.39,-0.06516379006692508
2005-08-16,26.09,27.77,-0.06049693914296006
2005-08-17,25.47,27.84,-0.08512931034482762
2005-08-18,25.54,28.59,-0.10668065757257783
2005-08-19,26.29,28.32,-0.07168079096045199
2005-08-22,26.02,28.63,-0.0911631156129934
2005-08-23,26.33,29.02,-0.09269469331495528
2005-08-24,26.72,28.97,-0.07766655160510871
2005-08-25,26.67,28.59,-0.0671563483735571
2005-08-26,26.29,28.68,-0.08333333333333337
2005-08-29,26.38,29.29,-0.09935131444178902
2005-08-30,26.99,31.25,-0.13632
2005-08-31,28.95,31.85,-0.09105180533751966
2005-09-01,29.55,30.75,-0.03902439024390236
2005-09-02,28.45,31.09,-0.08491476358957861
2005-09-06,28.79,31.2,-0.0772435897435898
2005-09-07,28.9,30.97,-0.0668388763319342
2005-09-08,28.67,31.72,-0.09615384615384603
2005-09-09,29.42,30.93,-0.04881991593921753
2005-09-12,28.63,31.11,-0.07971713275474124
2005-09-13,28.81,31.13,-0.07452618053324767
2005-09-14,28.83,30.93,-0.0678952473326867
2005-09-15,28.63,31.06,-0.07823567289117839
2005-09-16,28.76,32.09,-0.10377064506076661
2005-09-19,29.79,31.61,-0.05757671622904148
2005-09-20,29.31,32.05,-0.0854914196567862
2005-09-21,29.75,31.26,-0.048304542546385165
2005-09-22,28.96,30.88,-0.062176165803108696
2005-09-23,28.58,32.14,-0.1107654013690107
2005-09-26,29.84,32.23,-0.07415451442755183
2005-09-27,29.93,32.71,-0.08498929990828497
2005-09-28,30.41,32.67,-0.0691766146311601
2005-09-29,30.37,31.97,-0.05004691898654978
2005-09-30,29.67,31.05578947368421,-0.04462258075449954
2005-10-03,29.99,29.73578947368421,0.008548975184962337
2005-10-04,28.67,28.60578947368421,0.002244668911335568
2005-10-05,27.54,27.59578947368421,-0.0020216661580714224
2005-10-06,26.53,27.77578947368421,-0.04485163148520099
2005-10-07,26.71,27.47578947368421,-0.027871427476821586
2005-10-10,26.41,28.07578947368421,-0.05933188362327535
2005-10-11,27.01,27.32578947368421,-0.011556462951905822
2005-10-12,26.26,26.06578947368421,0.0074507824331147
2005-10-13,25.0,26.47578947368421,-0.05574109414758266
2005-10-14,25.41,27.28578947368421,-0.06874602164226606
2005-10-17,26.22,26.085789473684212,0.0051449670116821
2005-10-18,25.02,26.85578947368421,-0.06835730803903894
2005-10-19,25.79,25.94578947368421,-0.006004422175791668
2005-10-20,24.88,27.10578947368421,-0.08211491039008956
2005-10-21,26.04,27.91578947368421,-0.06719457013574659
2005-10-24,26.85,28.54578947368421,-0.05940594059405935
2005-10-25,27.48,28.37578947368421,-0.03156879474718999
2005-10-26,27.31,27.64578947368421,-0.012146134368991257
2005-10-27,26.58,28.91578947368421,-0.08077903167091383
2005-10-28,27.85,29.23578947368421,-0.047400446460718615
2005-10-31,28.17,29.59578947368421,-0.04817541613316256
2005-11-01,28.53,30.30578947368421,-0.058595717337316056
2005-11-02,29.24,29.905789473684212,-0.022262895760370438
2005-11-03,28.84,28.56578947368421,0.009599263012436632
2005-11-04,27.5,27.925789473684212,-0.015247177670140832
2005-11-07,26.86,27.75578947368421,-0.03227396844660191
2005-11-08,26.69,27.56578947368421,-0.03177088305489251
2005-11-09,26.5,26.05578947368421,0.01704843857310223
2005-11-10,24.99,26.22578947368421,-0.047121154347869676
2005-11-11,25.16,26.75578947368421,-0.05964277283814623
2005-11-14,25.69,26.60578947368421,-0.03442068406164067
2005-11-15,25.54,27.335789473684212,-0.06569371173322047
2005-11-16,26.27,27.80578947368421,-0.055232723211750656
2005-11-17,26.74,27.68578947368421,-0.03416154972149876
2005-11-18,26.62,28.43578947368421,-0.06385577848522983
2005-11-21,27.37,29.335789473684212,-0.06700993935914457
2005-11-22,28.27,29.23578947368421,-0.033034492691006
2005-11-23,28.17,29.25578947368421,-0.03711366171338104
2005-11-25,28.19,27.585789473684212,0.02190296300536132
2005-11-28,26.52,27.77578947368421,-0.04521165725546672
2005-11-29,26.71,28.39578947368421,-0.05936758600237246
2005-11-30,27.33,29.19578947368421,-0.0639061147966542
2005-12-01,28.13,29.03578947368421,-0.03119562064965198
2005-12-02,27.97,29.26578947368421,-0.044276593831490074
2005-12-05,28.2,29.47578947368421,-0.04328262266980931
2005-12-06,28.41,29.63578947368421,-0.04136179583718114
2005-12-07,28.57,30.91578947368421,-0.07587674497786856
2005-12-08,29.85,30.68578947368421,-0.027237020393461653
2005-12-09,29.62,30.81578947368421,-0.03880444064901789
2005-12-12,29.75,30.12578947368421,-0.012474012474012475
2005-12-13,29.06,30.37578947368421,-0.04331704612399079
2005-12-14,29.31,30.06578947368421,-0.025137855579868695
2005-12-15,29.0,29.72578947368421,-0.024416154676959567
2005-12-16,28.66,29.09578947368421,-0.01497775044318217
2005-12-19,28.03,30.00578947368421,-0.06584694181824557
2005-12-20,28.94,30.18578947368421,-0.041270726901818544
2005-12-21,29.12,29.91578947368421,-0.026600985221674867
2005-12-22,28.85,29.81578947368421,-0.03239187996469539
2005-12-23,28.75,28.81578947368421,-0.0022831050228310223
2005-12-27,27.75,29.78578947368421,-0.06834767550757159
2005-12-28,28.72,29.245789473684212,-0.01797829647092708
2005-12-29,28.18,29.335789473684212,-0.03939861494850916
2005-12-30,28.27,31.89278481012658,-0.11359261449556068
2006-01-03,30.57,32.81278481012658,-0.0683509437892762
2006-01-04,31.49,31.942784810126582,-0.014174869624486885
2006-01-05,30.62,33.17278481012658,-0.07695419075420207
2006-01-06,31.85,32.822784810126585,-0.02963748553798695
2006-01-09,31.5,33.58278481012658,-0.06201941923227694
2006-01-10,32.26,33.74278481012658,-0.043943759190900655
2006-01-11,32.42,32.462784810126585,-0.001317964875066302
2006-01-12,31.14,32.792784810126584,-0.050400867742595445
2006-01-13,31.47,33.42278481012658,-0.05842675352219351
2006-01-17,32.1,33.02278481012658,-0.027943882244710117
2006-01-18,31.7,34.432784810126584,-0.07936577959627833
2006-01-19,33.11,34.38278481012658,-0.037018083821753534
2006-01-20,33.06,34.802784810126575,-0.050076016032472026
2006-01-23,33.48,34.60278481012658,-0.032447816448518796
2006-01-24,33.28,33.52278481012658,-0.007242381905373185
2006-01-25,32.2,33.552784810126575,-0.04031810825187565
2006-01-26,32.23,34.02278481012658,-0.05269365280154781
2006-01-27,32.7,35.83278481012658,-0.08742789115405936
2006-01-30,34.51,35.62278481012658,-0.03123800724895176
2006-01-31,34.3,34.49278481012658,-0.0055891343997827025
2006-02-01,33.17,34.12278481012658,-0.02792224654078712
2006-02-02,32.8,34.432784810126584,-0.04741948172737953
2006-02-03,33.11,35.292784810126584,-0.06184790522680084
2006-02-06,33.97,32.712784810126585,0.03843192186695865
2006-02-07,31.39,32.042784810126584,-0.02037228705291183
2006-02-08,30.72,30.55278481012658,0.005472993408378146
2006-02-09,29.23,30.082784810126583,-0.028347934392015328
2006-02-10,28.76,30.202784810126584,-0.04776992648846201
2006-02-13,28.88,29.042784810126584,-0.005605000043584885
2006-02-14,27.72,28.712784810126582,-0.034576402696280484
2006-02-15,27.39,29.66278481012658,-0.07662074969274879
2006-02-16,28.34,30.312784810126583,-0.06508094925899177
2006-02-17,28.99,31.34278481012658,-0.0750662337242739
2006-02-21,30.02,30.382784810126584,-0.011940472619404785
2006-02-22,29.06,30.262784810126583,-0.03974468369890749
2006-02-23,28.94,30.082784810126583,-0.03798799936041475
2006-02-24,28.76,28.872784810126582,-0.003906267125539764
2006-02-27,27.55,28.77278481012658,-0.04249796528892891
2006-02-28,27.45,28.852784810126582,-0.04861869727161461
2006-03-01,27.53,29.57278481012658,-0.06907651150347771
2006-03-02,28.25,29.612784810126584,-0.046020150379796676
2006-03-03,28.29,28.292784810126584,-9.842827933959075e-05
2006-03-06,26.97,27.512784810126583,-0.01972845765604947
2006-03-07,26.19,27.712784810126582,-0.05494881949107244
2006-03-08,26.39,27.02278481012658,-0.023416713509462173
2006-03-09,25.7,27.152784810126583,-0.05350408145188745
2006-03-10,25.83,27.612784810126584,-0.0645637454673813
2006-03-13,26.29,28.382784810126584,-0.07373430141287296
2006-03-14,27.06,28.18278481012658,-0.039839384847559334
2006-03-15,26.86,28.712784810126582,-0.06452821704264411
2006-03-16,27.39,28.382784810126584,-0.03497841444270022
2006-03-17,27.06,27.73278481012658,-0.024259547489832944
2006-03-20,26.41,27.68278481012658,-0.045977484521751766
2006-03-21,26.36,27.952784810126584,-0.056981256820950454
2006-03-22,26.63,29.032784810126582,-0.08276108633190771
2006-03-23,27.71,29.582784810126583,-0.06330657583952348
2006-03-24,28.26,29.172784810126583,-0.03128891588744487
2006-03-27,27.85,29.68278481012658,-0.061745716308306275
2006-03-28,28.36,30.452784810126584,-0.0687222801847226
2006-03-29,29.13,31.02278481012658,-0.06101273053696754
2006-03-30,29.7,30.23278481012658,-0.017622750053383207
2006-03-31,28.91,30.32431818181818,-0.04663973558575096
2006-04-03,28.83,30.34431818181818,-0.049904505111785236
2006-04-04,28.85,30.75431818181818,-0.061920351170197785
2006-04-05,29.26,30.56431818181818,-0.042674538789289285
2006-04-06,29.07,30.014318181818183,-0.031462256650235165
2006-04-07,28.52,30.944318181818183,-0.07834453380338591
2006-04-10,29.45,31.43431818181818,-0.06312585405354598
2006-04-11,29.94,31.11431818181818,-0.03774205094117722
2006-04-12,29.62,31.784318181818183,-0.06809389993636084
2006-04-13,30.29,32.21431818181818,-0.05973487226882446
2006-04-17,30.72,32.96431818181818,-0.06808325806829696
2006-04-18,31.47,33.88431818181818,-0.0712517858220818
2006-04-19,32.39,33.14431818181818,-0.022758597044605033
2006-04-20,31.65,33.55431818181818,-0.05675329689309738
2006-04-21,32.06,33.05431818181818,-0.030081339943206387
2006-04-24,31.56,32.49431818181818,-0.028753278545200156
2006-04-25,31.0,32.48431818181818,-0.045693376524336915
2006-04-26,30.99,31.56431818181818,-0.0181951714752705
2006-04-27,30.07,32.59431818181818,-0.07744657113969944
2006-04-28,31.1,33.16431818181818,-0.062245156692228076
2006-05-01,31.67,33.83431818181819,-0.06396813348469499
2006-05-02,32.34,33.45431818181818,-0.03330865019463436
2006-05-03,31.96,33.28431818181818,-0.03978805197642887
2006-05-04,31.79,33.69431818181819,-0.05651748676267265
2006-05-05,32.2,32.84431818181818,-0.01961734076047461
2006-05-08,31.35,33.34431818181818,-0.05980983539515383
2006-05-09,31.85,33.53431818181818,-0.050226701276168795
2006-05-10,32.04,32.98431818181818,-0.028629307315459873
2006-05-11,31.49,31.714318181818182,-0.007073088582014164
2006-05-12,30.22,30.834318181818183,-0.019923196556375422
2006-05-15,29.34,30.894318181818182,-0.05031081031375295
2006-05-16,29.4,30.214318181818182,-0.02695140022415632
2006-05-17,28.72,29.50431818181818,-0.02658316579237252
2006-05-18,28.01,29.694318181818183,-0.0567219011901573
2006-05-19,28.2,29.43431818181818,-0.04193466192060902
2006-05-22,27.94,29.43431818181818,-0.05076788844190838
2006-05-23,27.94,29.18431818181818,-0.042636534253295943
2006-05-24,27.69,30.644318181818182,-0.09640671932361777
2006-05-25,29.15,30.964318181818182,-0.05859383601359347
2006-05-26,29.47,30.554318181818182,-0.03548821398552504
2006-05-30,29.06,31.27431818181818,-0.07080308414542869
2006-05-31,29.78,31.784318181818183,-0.06305997096910276
2006-06-01,30.29,32.574318181818185,-0.07012635442031168
2006-06-02,31.08,31.22431818181818,-0.00462198024558369
2006-06-05,29.73,31.284318181818183,-0.04968362016984984
2006-06-06,29.79,30.02431818181818,-0.007804279864049635
2006-06-07,28.53,29.654318181818184,-0.03791414710413177
2006-06-08,28.16,29.52431818181818,-0.04620998098639795
2006-06-09,28.03,28.334318181818183,-0.01074026838639297
2006-06-12,26.84,27.11431818181818,-0.010117096803936132
2006-06-13,25.62,27.93431818181818,-0.0828485652219898
2006-06-14,26.44,29.424318181818183,-0.10142352877567251
2006-06-15,27.93,28.97431818181818,-0.03604289064767385
2006-06-16,27.48,27.86431818181818,-0.013792484686345308
2006-06-19,26.37,26.964318181818182,-0.022040912653928157
2006-06-20,25.47,27.82431818181818,-0.08461368815702419
2006-06-21,26.33,27.964318181818182,-0.05844298334728515
2006-06-22,26.47,28.534318181818183,-0.0723451027869153
2006-06-23,27.04,28.744318181818183,-0.0592923502668512
2006-06-26,27.25,28.624318181818182,-0.04801225912487006
2006-06-27,27.13,28.82431818181818,-0.05878085896536234
2006-06-28,27.33,29.944318181818183,-0.08730598459261518
2006-06-29,28.45,30.04431818181818,-0.05306554710843825
2006-06-30,28.55,31.546136363636364,-0.09497633336455269
2006-07-03,28.62,31.126136363636363,-0.08051549779124523
2006-07-05,28.2,30.646136363636362,-0.07981875217845935
2006-07-06,27.72,30.066136363636364,-0.07803251921899457
2006-07-07,27.14,30.206136363636364,-0.10150706885265637
2006-07-10,27.28,30.866136363636365,-0.1161835197443506
2006-07-11,27.94,30.836136363636363,-0.09392020872795348
2006-07-12,27.91,30.646136363636362,-0.08928160898229787
2006-07-13,27.72,30.916136363636365,-0.10338084701281336
2006-07-14,27.99,29.826136363636362,-0.06156132129386216
2006-07-17,26.9,29.436136363636365,-0.08615724333881525
2006-07-18,26.51,30.426136363636363,-0.12870961718020535
2006-07-19,27.5,29.666136363636365,-0.0730171376914297
2006-07-20,26.74,29.086136363636363,-0.08066167105540756
2006-07-21,26.16,29.306136363636362,-0.10735418427726118
2006-07-24,26.38,30.016136363636363,-0.12113938714782202
2006-07-25,27.09,31.276136363636365,-0.1338444210296843
2006-07-26,28.35,31.916136363636365,-0.11173458851678053
2006-07-27,28.99,32.45613636363636,-0.1067944848641873
2006-07-28,29.53,33.156136363636364,-0.10936546779356626
2006-07-31,30.23,33.12613636363636,-0.08742753250317314
2006-08-01,30.2,33.08613636363636,-0.08723098798590456
2006-08-02,30.16,32.81613636363636,-0.0809399477806787
2006-08-03,29.89,32.27613636363636,-0.0739288103369361
2006-08-04,29.35,32.56613636363636,-0.0987570747639418
2006-08-07,29.64,32.44613636363636,-0.08648599427022408
2006-08-08,29.52,32.51613636363636,-0.09214306183643084
2006-08-09,29.59,32.546136363636364,-0.09082910274226097
2006-08-10,29.62,32.146136363636366,-0.07858289204838698
2006-08-11,29.22,31.606136363636363,-0.07549598395018231
2006-08-14,28.68,32.116136363636365,-0.10699096319465584
2006-08-15,29.19,32.56613636363636,-0.10367015374308208
2006-08-16,29.64,31.836136363636363,-0.06898250273060202
2006-08-17,28.91,32.80613636363636,-0.11876242665244163
2006-08-18,29.88,33.036136363636366,-0.09553588013126135
2006-08-21,30.11,33.58613636363636,-0.10349914399204219
2006-08-22,30.66,32.84613636363636,-0.06655688021975736
2006-08-23,29.92,33.006136363636365,-0.09350189703016654
2006-08-24,30.08,33.55613636363636,-0.10359167473771902
2006-08-25,30.63,32.826136363636365,-0.06690206667359033
2006-08-28,29.9,33.06613636363636,-0.09575162724842079
2006-08-29,30.14,32.286136363636366,-0.06647238119372945
2006-08-30,29.36,32.366136363636365,-0.09287906130846635
2006-08-31,29.44,33.146136363636366,-0.11181201703201393
2006-09-01,30.22,33.616136363636365,-0.10102696892049956
2006-09-05,30.69,32.49613636363637,-0.055580033990054845
2006-09-06,29.57,32.19613636363636,-0.08156681702349944
2006-09-07,29.27,30.956136363636364,-0.05446856622640539
2006-09-08,28.03,29.626136363636363,-0.05387595412527324
2006-09-11,26.7,29.186136363636365,-0.08518209922207776
2006-09-12,26.26,30.116136363636365,-0.12804220027016622
2006-09-13,27.19,29.366136363636365,-0.07410359799088306
2006-09-14,26.44,29.596136363636365,-0.10664014805372324
2006-09-15,26.67,30.246136363636364,-0.1182344852460494
2006-09-18,27.32,29.446136363636363,-0.07220425584464696
2006-09-19,26.52,28.626136363636363,-0.07357389543884718
2006-09-20,25.7,28.846136363636365,-0.10906612670674354
2006-09-21,25.92,28.326136363636362,-0.08494403658683347
2006-09-22,25.4,28.526136363636365,-0.10958849539895643
2006-09-25,25.6,28.966136363636362,-0.11620936673702043
2006-09-26,26.04,29.326136363636362,-0.11205486883403726
2006-09-27,26.4,29.306136363636362,-0.09916477312384153
2006-09-28,26.38,29.326136363636362,-0.10046111520130196
2006-09-29,26.4,30.03590909090909,-0.12105207403259732
2006-10-02,25.57,27.94590909090909,-0.08501813568419514
2006-10-03,23.48,28.295909090909092,-0.1701980691073236
2006-10-04,23.83,28.82590909090909,-0.1733131494709621
2006-10-05,24.36,29.10590909090909,-0.16305654896693889
2006-10-06,24.64,28.76590909090909,-0.14343051275973762
2006-10-09,24.3,28.99590909090909,-0.1619507454029565
2006-10-10,24.53,28.505909090909093,-0.13947666353068744
2006-10-11,24.04,29.58590909090909,-0.18745102859162077
2006-10-12,25.12,30.045909090909092,-0.16394608251009812
2006-10-13,25.58,31.045909090909092,-0.17605891568205456
2006-10-16,26.58,30.82590909090909,-0.13773832519869655
2006-10-17,26.36,30.57590909090909,-0.13788336034013704
2006-10-18,26.11,31.49590909090909,-0.17100344922139965
2006-10-19,27.03,30.795909090909092,-0.12228601791855465
2006-10-20,26.33,30.83590909090909,-0.14612538510296447
2006-10-23,26.37,31.62590909090909,-0.16618997657271795
2006-10-24,27.16,32.27590909090909,-0.1585054994577999
2006-10-25,27.81,32.37590909090909,-0.14102798096227553
2006-10-26,27.91,31.455909090909092,-0.11272632689334283
2006-10-27,26.99,31.42590909090909,-0.141154519287791
2006-10-30,26.96,31.69590909090909,-0.1494170455034346
2006-10-31,27.23,31.19590909090909,-0.1271291398930512
2006-11-01,26.73,31.07590909090909,-0.1398481723638597
2006-11-02,26.61,31.97590909090909,-0.16781099407224187
2006-11-03,27.51,32.61590909090909,-0.15654658211971284
2006-11-06,28.15,32.13590909090909,-0.12403287175207567
2006-11-07,27.67,32.76590909090909,-0.15552472775195947
2006-11-08,28.3,32.58590909090909,-0.13152645454672263
2006-11-09,28.12,32.05590909090909,-0.122782638288218
2006-11-10,27.59,31.81590909090909,-0.13282377312665195
2006-11-13,27.35,31.72590909090909,-0.1379285642649397
2006-11-14,27.26,32.46590909090909,-0.16035001750087507
2006-11-15,28.0,31.37590909090909,-0.10759557854173007
2006-11-16,26.91,31.65590909090909,-0.14992174375026923
2006-11-17,27.19,31.55590909090909,-0.13835472393875226
2006-11-20,27.09,32.54590909090909,-0.1676373235010684
2006-11-21,28.08,32.44590909090909,-0.13455961670472538
2006-11-22,27.98,32.41590909090909,-0.13684358129425778
2006-11-24,27.95,32.64590909090909,-0.14384372258810108
2006-11-27,28.18,33.38590909090909,-0.15593132649865882
2006-11-28,28.92,34.49590909090909,-0.1616397201249159
2006-11-29,30.03,34.45590909090909,-0.12845138055222083
2006-11-30,29.99,34.83590909090909,-0.13910672112110023
2006-12-01,30.37,35.00590909090909,-0.13243218677366164
2006-12-04,30.54,34.73590909090909,-0.12079456679621559
2006-12-05,30.27,34.64590909090909,-0.12630377455032082
2006-12-06,30.18,34.37590909090909,-0.12205958189535482
2006-12-07,29.91,34.40590909090909,-0.13067258531171977
2006-12-08,29.94,34.16590909090909,-0.12368788664937125
2006-12-11,29.7,34.37590909090909,-0.13602284898250627
2006-12-12,29.91,34.81590909090909,-0.14090998106926034
2006-12-13,30.35,35.175909090909094,-0.1371935854859344
2006-12-14,30.71,34.68590909090909,-0.1146260598356682
2006-12-15,30.22,32.83590909090909,-0.07966610833483301
2006-12-18,28.37,33.425909090909094,-0.15125719025796547
2006-12-19,28.96,32.855909090909094,-0.11857559868848833
2006-12-20,28.39,32.81590909090909,-0.134870835930466
2006-12-21,28.35,32.535909090909094,-0.12865505245952025
2006-12-22,28.07,32.22590909090909,-0.12896173321861293
2006-12-26,27.76,32.57590909090909,-0.1478365216905968
2006-12-27,28.11,32.57590909090909,-0.13709238561681114
2006-12-28,28.11,32.04590909090909,-0.12282095289428518
2006-12-29,27.58,31.6975,-0.12989983437179597
2007-01-03,26.26,30.7275,-0.1453909364575705
2007-01-04,25.29,30.8475,-0.1801604668125456
2007-01-05,25.41,31.0575,-0.18184013523303555
2007-01-08,25.62,30.5875,-0.16240294237842245
2007-01-09,25.15,30.2975,-0.1698985064774322
2007-01-10,24.86,29.7775,-0.16514146587188316
2007-01-11,24.34,30.7075,-0.2073597655295938
2007-01-12,25.27,30.6575,-0.17573187637609067
2007-01-16,25.22,31.1875,-0.1913426853707415
2007-01-17,25.75,30.8075,-0.1641645703156699
2007-01-18,25.37,31.6775,-0.1991160918633098
2007-01-19,26.24,31.8675,-0.1765905703302738
2007-01-22,26.43,32.8875,-0.196351197263398
2007-01-23,27.45,32.5575,-0.15687629578438145
2007-01-24,27.12,31.8475,-0.14844179291938142
2007-01-25,26.41,31.8075,-0.1696926825434253
2007-01-26,26.37,31.4075,-0.1603916262039321
2007-01-29,25.97,32.3075,-0.19616188191596373
2007-01-30,26.87,32.7775,-0.18023034093509271
2007-01-31,27.34,32.5375,-0.1597387629658087
2007-02-01,27.1,32.7675,-0.17296101319905388
2007-02-02,27.33,32.4975,-0.15901223171013168
2007-02-05,27.06,35.0475,-0.22790498609030607
2007-02-06,29.61,35.2475,-0.15994042130647568
2007-02-07,29.81,36.1375,-0.17509512279488082
2007-02-08,30.7,35.4375,-0.13368606701940033
2007-02-09,30.0,35.4375,-0.1534391534391535
2007-02-12,30.0,36.5575,-0.17937495725911234
2007-02-13,31.12,36.5175,-0.14780584651194628
2007-02-14,31.08,36.2275,-0.14208819267131323
2007-02-15,30.79,35.9975,-0.14466282380720896
2007-02-16,30.56,35.5175,-0.13957908073484904
2007-02-20,30.08,36.0075,-0.16461848226064024
2007-02-21,30.57,36.6075,-0.16492522024175382
2007-02-22,31.17,36.9275,-0.1559136145149279
2007-02-23,31.49,37.1675,-0.15275442254657967
2007-02-26,31.73,36.0175,-0.11903935586867487
2007-02-27,30.58,36.8375,-0.16986766202918224
2007-02-28,31.4,37.1975,-0.15585724847099935
2007-03-01,31.76,36.3475,-0.12621225668890557
2007-03-02,30.91,35.9675,-0.14061305345103225
2007-03-05,30.53,37.2275,-0.17990732657309783
2007-03-06,31.79,38.0375,-0.16424581005586603
2007-03-07,32.6,38.5975,-0.15538571150981273
2007-03-08,33.16,38.1675,-0.13119800877710097
2007-03-09,32.73,38.1075,-0.14111395394607373
2007-03-12,32.67,38.0975,-0.14246341623466097
2007-03-13,32.66,38.9675,-0.16186565727850144
2007-03-14,33.53,38.4875,-0.1288080545631698
2007-03-15,33.05,38.3075,-0.1372446648828558
2007-03-16,32.87,39.4075,-0.1658948169764639
2007-03-19,33.97,39.1175,-0.1315907202658657
2007-03-20,33.68,40.2375,-0.16296986641814226
2007-03-21,34.8,40.1075,-0.13233185813127235
2007-03-22,34.67,40.3175,-0.14007564953184104
2007-03-23,34.88,40.6375,-0.14167948323592738
2007-03-26,35.2,40.5175,-0.13123958783241796
2007-03-27,35.08,40.5175,-0.13420127105571666
2007-03-28,35.08,40.9275,-0.14287459532099456
2007-03-29,35.49,40.5075,-0.12386595074986106
2007-03-30,35.07,41.98316384180791,-0.16466514691119116
2007-04-02,35.26,42.11316384180791,-0.16273210598830434
2007-04-03,35.39,42.51316384180791,-0.1675519579844329
2007-04-04,35.79,42.71316384180791,-0.16208501593205504
2007-04-05,35.99,42.62316384180791,-0.15562345081717321
2007-04-09,35.9,43.67316384180791,-0.17798490326837135
2007-04-10,36.95,42.99316384180791,-0.1405610404492108
2007-04-11,36.27,44.17316384180791,-0.1789132394978673
2007-04-12,37.45,44.22316384180791,-0.15315873522836154
2007-04-13,37.5,44.60316384180791,-0.1592524661927659
2007-04-16,37.88,44.05316384180791,-0.14012986363420665
2007-04-17,37.33,42.55316384180791,-0.12274443003169189
2007-04-18,35.83,42.03316384180791,-0.14757784746238856
2007-04-19,35.31,42.45316384180791,-0.1682598702990733
2007-04-20,35.73,43.10316384180791,-0.17105852992295467
2007-04-23,36.38,42.56316384180791,-0.14527030614520398
2007-04-24,35.84,43.42316384180791,-0.1746340701804603
2007-04-25,36.7,44.06316384180791,-0.16710474690929045
2007-04-26,37.34,45.79316384180791,-0.18459444887907916
2007-04-27,39.07,44.98316384180791,-0.13145282227374455
2007-04-30,38.26,45.99316384180791,-0.1681372446654441
2007-05-01,39.27,46.66316384180791,-0.158436831820306
2007-05-02,39.94,47.21316384180791,-0.15404949065005102
2007-05-03,40.49,46.41316384180791,-0.12761818741760622
2007-05-04,39.69,46.61316384180791,-0.14852379180489017
2007-05-07,39.89,47.43316384180791,-0.15902721283709342
2007-05-08,40.71,47.48316384180791,-0.14264348231665813
2007-05-09,40.76,46.57316384180791,-0.1248178857153256
2007-05-10,39.85,48.07316384180791,-0.1710551830719419
2007-05-11,41.35,47.91316384180791,-0.13698038942861546
2007-05-14,41.19,47.58316384180791,-0.1343576871656167
2007-05-15,40.86,47.43316384180791,-0.1385773857238315
2007-05-16,40.71,48.15316384180791,-0.15457268532261115
2007-05-17,41.43,49.23316384180791,-0.1584940563007572
2007-05-18,42.51,49.39316384180791,-0.1393545848541451
2007-05-21,42.67,48.33316384180791,-0.11716931795202079
2007-05-22,41.61,48.54316384180791,-0.14282472119867695
2007-05-23,41.82,46.94316384180791,-0.10913546132238283
2007-05-24,40.22,48.09316384180791,-0.16370650655683583
2007-05-25,41.37,47.84316384180791,-0.13529966085042466
2007-05-29,41.12,48.95316384180791,-0.16001343380216992
2007-05-30,42.23,49.30316384180791,-0.14346267644207522
2007-05-31,42.58,49.89316384180791,-0.14657647017525588
2007-06-01,43.17,50.77316384180791,-0.14974768689807882
2007-06-04,44.05,50.97316384180791,-0.1358197788799912
2007-06-05,44.25,50.33316384180791,-0.12085796674587523
