date,NEE,dcf,Deviation
1983-07-20,9.31,,
1983-07-21,9.34,,
1983-07-22,9.31,,
1983-07-25,9.31,,
1983-07-26,9.34,,
1983-07-27,9.34,,
1983-07-28,9.34,,
1983-07-29,9.31,,
1983-08-01,9.38,,
1983-08-02,9.44,,
1983-08-03,9.41,,
1983-08-04,9.34,,
1983-08-05,9.28,,
1983-08-08,9.28,,
1983-08-09,9.28,,
1983-08-10,9.34,,
1983-08-11,9.41,,
1983-08-12,9.38,,
1983-08-15,9.38,,
1983-08-16,9.41,,
1983-08-17,9.41,,
1983-08-18,9.38,,
1983-08-19,9.34,,
1983-08-22,9.06,,
1983-08-23,9.13,,
1983-08-24,9.13,,
1983-08-25,9.09,,
1983-08-26,9.09,,
1983-08-29,9.13,,
1983-08-30,9.09,,
1983-08-31,9.16,,
1983-09-01,9.13,,
1983-09-02,9.13,,
1983-09-06,9.22,,
1983-09-07,9.22,,
1983-09-08,9.22,,
1983-09-09,9.31,,
1983-09-12,9.31,,
1983-09-13,9.34,,
1983-09-14,9.31,,
1983-09-15,9.34,,
1983-09-16,9.34,,
1983-09-19,9.38,,
1983-09-20,9.47,,
1983-09-21,9.47,,
1983-09-22,9.53,,
1983-09-23,9.56,,
1983-09-26,9.66,,
1983-09-27,9.59,,
1983-09-28,9.66,,
1983-09-29,9.75,,
1983-09-30,9.78,,
1983-10-03,9.84,,
1983-10-04,10.0,,
1983-10-05,10.22,,
1983-10-06,10.16,,
1983-10-07,10.16,,
1983-10-10,10.16,,
1983-10-11,10.03,,
1983-10-12,9.97,,
1983-10-13,9.88,,
1983-10-14,9.81,,
1983-10-17,10.0,,
1983-10-18,10.0,,
1983-10-19,10.0,,
1983-10-20,10.13,,
1983-10-21,10.13,,
1983-10-24,10.09,,
1983-10-25,10.25,,
1983-10-26,10.38,,
1983-10-27,10.34,,
1983-10-28,10.31,,
1983-10-31,10.34,,
1983-11-01,10.38,,
1983-11-02,10.44,,
1983-11-03,10.25,,
1983-11-04,10.28,,
1983-11-07,10.31,,
1983-11-08,10.28,,
1983-11-09,10.31,,
1983-11-10,10.28,,
1983-11-11,10.41,,
1983-11-14,10.44,,
1983-11-15,10.41,,
1983-11-16,10.5,,
1983-11-17,10.53,,
1983-11-18,10.5,,
1983-11-21,10.41,,
1983-11-22,10.44,,
1983-11-23,10.41,,
1983-11-25,10.38,,
1983-11-28,10.38,,
1983-11-29,10.34,,
1983-11-30,10.31,,
1983-12-01,10.34,,
1983-12-02,10.25,,
1983-12-05,10.13,,
1983-12-06,10.09,,
1983-12-07,10.09,,
1983-12-08,10.09,,
1983-12-09,10.13,,
1983-12-12,10.09,,
1983-12-13,10.06,,
1983-12-14,10.03,,
1983-12-15,10.06,,
1983-12-16,10.06,,
1983-12-19,10.03,,
1983-12-20,10.09,,
1983-12-21,10.06,,
1983-12-22,10.03,,
1983-12-23,9.91,,
1983-12-27,10.06,,
1983-12-28,10.03,,
1983-12-29,10.06,,
1983-12-30,10.06,,
1984-01-03,10.06,,
1984-01-04,10.06,,
1984-01-05,10.03,,
1984-01-06,10.09,,
1984-01-09,10.03,,
1984-01-10,10.09,,
1984-01-11,10.09,,
1984-01-12,10.09,,
1984-01-13,10.09,,
1984-01-16,10.13,,
1984-01-17,10.09,,
1984-01-18,10.06,,
1984-01-19,10.03,,
1984-01-20,10.03,,
1984-01-23,9.84,,
1984-01-24,9.88,,
1984-01-25,9.81,,
1984-01-26,9.84,,
1984-01-27,10.0,,
1984-01-30,10.0,,
1984-01-31,9.97,,
1984-02-01,9.94,,
1984-02-02,10.0,,
1984-02-03,10.0,,
1984-02-06,10.0,,
1984-02-07,10.03,,
1984-02-08,10.0,,
1984-02-09,9.78,,
1984-02-10,9.75,,
1984-02-13,9.63,,
1984-02-14,9.59,,
1984-02-15,9.56,,
1984-02-16,9.47,,
1984-02-17,9.31,,
1984-02-21,9.22,,
1984-02-22,9.19,,
1984-02-23,9.06,,
1984-02-24,9.13,,
1984-02-27,9.16,,
1984-02-28,9.09,,
1984-02-29,9.09,,
1984-03-01,9.13,,
1984-03-02,9.22,,
1984-03-05,9.25,,
1984-03-06,9.28,,
1984-03-07,9.25,,
1984-03-08,9.19,,
1984-03-09,9.13,,
1984-03-12,9.0,,
1984-03-13,9.06,,
1984-03-14,9.13,,
1984-03-15,9.09,,
1984-03-16,9.19,,
1984-03-19,9.16,,
1984-03-20,9.16,,
1984-03-21,9.16,,
1984-03-22,9.13,,
1984-03-23,9.13,,
1984-03-26,9.16,,
1984-03-27,9.22,,
1984-03-28,9.25,,
1984-03-29,9.28,,
1984-03-30,9.28,,
1984-04-02,9.19,,
1984-04-03,9.16,,
1984-04-04,9.16,,
1984-04-05,9.03,,
1984-04-06,9.09,,
1984-04-09,9.03,,
1984-04-10,9.06,,
1984-04-11,9.09,,
1984-04-12,9.28,,
1984-04-13,9.28,,
1984-04-16,9.25,,
1984-04-17,9.34,,
1984-04-18,9.44,,
1984-04-19,9.44,,
1984-04-23,9.44,,
1984-04-24,9.59,,
1984-04-25,9.59,,
1984-04-26,9.56,,
1984-04-27,9.56,,
1984-04-30,9.53,,
1984-05-01,9.56,,
1984-05-02,9.59,,
1984-05-03,9.63,,
1984-05-04,9.53,,
1984-05-07,9.66,,
1984-05-08,9.63,,
1984-05-09,9.66,,
1984-05-10,9.66,,
1984-05-11,9.69,,
1984-05-14,9.72,,
1984-05-15,9.53,,
1984-05-16,9.56,,
1984-05-17,9.47,,
1984-05-18,9.41,,
1984-05-21,9.34,,
1984-05-22,9.06,,
1984-05-23,9.13,,
1984-05-24,9.06,,
1984-05-25,9.03,,
1984-05-29,9.03,,
1984-05-30,9.0,,
1984-05-31,8.97,,
1984-06-01,9.09,,
1984-06-04,9.06,,
1984-06-05,9.06,,
1984-06-06,9.06,,
1984-06-07,9.03,,
1984-06-08,9.03,,
1984-06-11,9.0,,
1984-06-12,8.94,,
1984-06-13,8.88,,
1984-06-14,8.88,,
1984-06-15,8.91,,
1984-06-18,8.88,,
1984-06-19,8.94,,
1984-06-20,9.09,,
1984-06-21,9.03,,
1984-06-22,9.03,,
1984-06-25,9.09,,
1984-06-26,9.06,,
1984-06-27,9.06,,
1984-06-28,9.09,,
1984-06-29,9.06,,
1984-07-02,8.97,,
1984-07-03,9.06,,
1984-07-05,9.09,,
1984-07-06,9.03,,
1984-07-09,9.13,,
1984-07-10,9.16,,
1984-07-11,9.19,,
1984-07-12,9.28,,
1984-07-13,9.34,,
1984-07-16,9.38,,
1984-07-17,9.44,,
1984-07-18,9.5,,
1984-07-19,9.38,,
1984-07-20,9.47,,
1984-07-23,9.31,,
1984-07-24,9.34,,
1984-07-25,9.5,,
1984-07-26,9.53,,
1984-07-27,9.44,,
1984-07-30,9.38,,
1984-07-31,9.41,,
1984-08-01,9.47,,
1984-08-02,9.63,,
1984-08-03,9.78,,
1984-08-06,9.88,,
1984-08-07,9.88,,
1984-08-08,9.81,,
1984-08-09,9.88,,
1984-08-10,9.81,,
1984-08-13,9.81,,
1984-08-14,9.75,,
1984-08-15,9.72,,
1984-08-16,9.72,,
1984-08-17,9.75,,
1984-08-20,9.69,,
1984-08-21,9.78,,
1984-08-22,9.63,,
1984-08-23,9.63,,
1984-08-24,9.63,,
1984-08-27,9.59,,
1984-08-28,9.63,,
1984-08-29,9.63,,
1984-08-30,9.59,,
1984-08-31,9.69,,
1984-09-04,9.63,,
1984-09-05,9.66,,
1984-09-06,9.69,,
1984-09-07,9.72,,
1984-09-10,9.69,,
1984-09-11,9.88,,
1984-09-12,9.81,,
1984-09-13,9.84,,
1984-09-14,9.84,,
1984-09-17,9.91,,
1984-09-18,9.94,,
1984-09-19,10.03,,
1984-09-20,10.19,,
1984-09-21,10.03,,
1984-09-24,10.06,,
1984-09-25,10.22,,
1984-09-26,10.31,,
1984-09-27,10.31,,
1984-09-28,10.31,,
1984-10-01,10.34,,
1984-10-02,10.38,,
1984-10-03,10.44,,
1984-10-04,10.47,,
1984-10-05,10.5,,
1984-10-08,10.56,,
1984-10-09,10.56,,
1984-10-10,10.47,,
1984-10-11,10.44,,
1984-10-12,10.47,,
1984-10-15,10.59,,
1984-10-16,10.69,,
1984-10-17,10.81,,
1984-10-18,11.0,,
1984-10-19,11.16,,
1984-10-22,11.19,,
1984-10-23,11.16,,
1984-10-24,11.09,,
1984-10-25,11.06,,
1984-10-26,11.03,,
1984-10-29,11.06,,
1984-10-30,11.06,,
1984-10-31,11.16,,
1984-11-01,11.25,,
1984-11-02,11.28,,
1984-11-05,11.28,,
1984-11-06,11.31,,
1984-11-07,11.34,,
1984-11-08,11.31,,
1984-11-09,11.31,,
1984-11-12,11.25,,
1984-11-13,11.22,,
1984-11-14,11.16,,
1984-11-15,11.03,,
1984-11-16,11.06,,
1984-11-19,11.0,,
1984-11-20,11.06,,
1984-11-21,11.13,,
1984-11-23,11.25,,
1984-11-26,11.0,,
1984-11-27,10.97,,
1984-11-28,10.97,,
1984-11-29,10.91,,
1984-11-30,10.94,,
1984-12-03,10.94,,
1984-12-04,10.88,,
1984-12-05,10.81,,
1984-12-06,10.91,,
1984-12-07,10.91,,
1984-12-10,10.88,,
1984-12-11,10.84,,
1984-12-12,10.88,,
1984-12-13,10.91,,
1984-12-14,10.84,,
1984-12-17,10.88,,
1984-12-18,10.97,,
1984-12-19,11.0,,
1984-12-20,11.0,,
1984-12-21,10.81,,
1984-12-24,11.0,,
1984-12-26,10.94,,
1984-12-27,11.03,,
1984-12-28,11.03,,
1984-12-31,11.19,,
1985-01-02,11.22,,
1985-01-03,11.13,,
1985-01-04,10.97,,
1985-01-07,11.06,,
1985-01-08,10.97,,
1985-01-09,11.0,,
1985-01-10,11.03,,
1985-01-11,11.0,,
1985-01-14,11.09,,
1985-01-15,11.16,,
1985-01-16,11.13,,
1985-01-17,11.16,,
1985-01-18,11.19,,
1985-01-21,11.13,,
1985-01-22,11.06,,
1985-01-23,11.19,,
1985-01-24,11.19,,
1985-01-25,11.16,,
1985-01-28,11.16,,
1985-01-29,11.16,,
1985-01-30,11.13,,
1985-01-31,11.06,,
1985-02-01,11.0,,
1985-02-04,11.0,,
1985-02-05,10.75,,
1985-02-06,10.81,,
1985-02-07,10.88,,
1985-02-08,11.0,,
1985-02-11,10.94,,
1985-02-12,11.13,,
1985-02-13,11.19,,
1985-02-14,11.19,,
1985-02-15,11.19,,
1985-02-19,11.25,,
1985-02-20,11.13,,
1985-02-21,11.19,,
1985-02-22,10.75,,
1985-02-25,10.63,,
1985-02-26,10.63,,
1985-02-27,10.5,,
1985-02-28,10.5,,
1985-03-01,10.56,,
1985-03-04,10.5,,
1985-03-05,10.5,,
1985-03-06,10.5,,
1985-03-07,10.5,,
1985-03-08,10.5,,
1985-03-11,10.38,,
1985-03-12,10.31,,
1985-03-13,10.38,,
1985-03-14,10.44,,
1985-03-15,10.44,,
1985-03-18,10.56,,
1985-03-19,10.81,,
1985-03-20,10.81,,
1985-03-21,10.75,,
1985-03-22,10.81,,
1985-03-25,10.75,,
1985-03-26,10.94,,
1985-03-27,11.25,,
1985-03-28,11.38,,
1985-03-29,11.75,,
1985-04-01,11.75,,
1985-04-02,11.63,,
1985-04-03,11.69,,
1985-04-04,11.69,,
1985-04-08,11.63,,
1985-04-09,11.69,,
1985-04-10,11.63,,
1985-04-11,11.69,,
1985-04-12,11.63,,
1985-04-15,11.63,,
1985-04-16,11.75,,
1985-04-17,11.81,,
1985-04-18,11.75,,
1985-04-19,11.94,,
1985-04-22,12.0,,
1985-04-23,12.25,,
1985-04-24,12.25,,
1985-04-25,12.31,,
1985-04-26,12.25,,
1985-04-29,12.06,,
1985-04-30,11.81,,
1985-05-01,11.88,,
1985-05-02,12.06,,
1985-05-03,12.13,,
1985-05-06,12.06,,
1985-05-07,12.06,,
1985-05-08,12.06,,
1985-05-09,12.19,,
1985-05-10,12.38,,
1985-05-13,12.44,,
1985-05-14,12.38,,
1985-05-15,12.31,,
1985-05-16,12.44,,
1985-05-17,12.5,,
1985-05-20,12.69,,
1985-05-21,12.63,,
1985-05-22,12.56,,
1985-05-23,12.5,,
1985-05-24,12.25,,
1985-05-28,12.19,,
1985-05-29,12.19,,
1985-05-30,12.06,,
1985-05-31,12.25,,
1985-06-03,12.38,,
1985-06-04,12.5,,
1985-06-05,12.63,,
1985-06-06,12.63,,
1985-06-07,12.63,,
1985-06-10,12.63,,
1985-06-11,12.75,,
1985-06-12,12.81,,
1985-06-13,12.81,,
1985-06-14,12.94,,
1985-06-17,12.88,,
1985-06-18,12.94,,
1985-06-19,12.88,,
1985-06-20,12.81,,
1985-06-21,12.81,,
1985-06-24,12.75,,
1985-06-25,12.75,,
1985-06-26,12.75,,
1985-06-27,12.75,,
1985-06-28,12.81,,
1985-07-01,13.0,,
1985-07-02,12.94,,
1985-07-03,12.94,,
1985-07-05,13.0,,
1985-07-08,13.38,,
1985-07-09,13.56,,
1985-07-10,13.69,,
1985-07-11,13.56,,
1985-07-12,13.63,,
1985-07-15,13.75,,
1985-07-16,13.88,,
1985-07-17,13.88,,
1985-07-18,13.88,,
1985-07-19,13.69,,
1985-07-22,13.19,,
1985-07-23,12.75,,
1985-07-24,12.19,,
1985-07-25,12.38,,
1985-07-26,12.06,,
1985-07-29,12.0,,
1985-07-30,12.13,,
1985-07-31,12.13,,
1985-08-01,12.38,,
1985-08-02,12.31,,
1985-08-05,12.25,,
1985-08-06,12.06,,
1985-08-07,11.94,,
1985-08-08,12.38,,
1985-08-09,12.44,,
1985-08-12,12.63,,
1985-08-13,12.63,,
1985-08-14,12.69,,
1985-08-15,12.69,,
1985-08-16,12.63,,
1985-08-19,12.63,,
1985-08-20,12.69,,
1985-08-21,12.5,,
1985-08-22,12.38,,
1985-08-23,12.44,,
1985-08-26,12.19,,
1985-08-27,12.19,,
1985-08-28,12.19,,
1985-08-29,12.19,,
1985-08-30,12.19,,
1985-09-03,12.25,,
1985-09-04,12.31,,
1985-09-05,12.25,,
1985-09-06,12.06,,
1985-09-09,12.19,,
1985-09-10,12.06,,
1985-09-11,11.88,,
1985-09-12,11.56,,
1985-09-13,11.75,,
1985-09-16,12.0,,
1985-09-17,12.0,,
1985-09-18,12.0,,
1985-09-19,12.0,,
1985-09-20,11.75,,
1985-09-23,11.75,,
1985-09-24,11.63,,
1985-09-25,11.5,,
1985-09-26,11.44,,
1985-09-30,11.44,,
1985-10-01,11.75,,
1985-10-02,11.69,,
1985-10-03,11.81,,
1985-10-04,11.88,,
1985-10-07,11.88,,
1985-10-08,12.0,,
1985-10-09,11.94,,
1985-10-10,12.0,,
1985-10-11,12.13,,
1985-10-14,12.25,,
1985-10-15,12.19,,
1985-10-16,12.25,,
1985-10-17,12.31,,
1985-10-18,12.19,,
1985-10-21,12.19,,
1985-10-22,12.5,,
1985-10-23,12.81,,
1985-10-24,12.88,,
1985-10-25,12.56,,
1985-10-28,12.31,,
1985-10-29,12.38,,
1985-10-30,12.5,,
1985-10-31,12.5,,
1985-11-01,12.44,,
1985-11-04,12.38,,
1985-11-05,12.38,,
1985-11-06,12.5,,
1985-11-07,12.63,,
1985-11-08,12.75,,
1985-11-11,13.06,,
1985-11-12,13.13,,
1985-11-13,13.06,,
1985-11-14,13.13,,
1985-11-15,13.0,,
1985-11-18,13.06,,
1985-11-19,13.06,,
1985-11-20,13.0,,
1985-11-21,13.13,,
1985-11-22,12.75,,
1985-11-25,12.63,,
1985-11-26,12.69,,
1985-11-27,12.63,,
1985-11-29,12.56,,
1985-12-02,12.44,,
1985-12-03,12.5,,
1985-12-04,12.69,,
1985-12-05,12.69,,
1985-12-06,12.69,,
1985-12-09,12.81,,
1985-12-10,13.06,,
1985-12-11,13.13,,
1985-12-12,13.0,,
1985-12-13,13.19,,
1985-12-16,13.81,,
1985-12-17,14.13,,
1985-12-18,14.25,,
1985-12-19,14.25,,
1985-12-20,14.5,,
1985-12-23,14.19,,
1985-12-24,14.06,,
1985-12-26,14.06,,
1985-12-27,14.13,,
1985-12-30,14.13,,
1985-12-31,14.13,,
1986-01-02,14.06,,
1986-01-03,14.06,,
1986-01-06,13.94,,
1986-01-07,14.13,,
1986-01-08,14.0,,
1986-01-09,13.63,,
1986-01-10,13.63,,
1986-01-13,13.63,,
1986-01-14,13.5,,
1986-01-15,13.56,,
1986-01-16,13.44,,
1986-01-17,13.5,,
1986-01-20,13.44,,
1986-01-21,13.56,,
1986-01-22,13.44,,
1986-01-23,13.5,,
1986-01-24,13.63,,
1986-01-27,13.88,,
1986-01-28,14.19,,
1986-01-29,14.19,,
1986-01-30,14.31,,
1986-01-31,14.44,,
1986-02-03,14.5,,
1986-02-04,14.31,,
1986-02-05,14.44,,
1986-02-06,14.38,,
1986-02-07,14.44,,
1986-02-10,14.56,,
1986-02-11,14.56,,
1986-02-12,14.69,,
1986-02-13,14.75,,
1986-02-14,15.0,,
1986-02-18,15.31,,
1986-02-19,15.44,,
1986-02-20,15.31,,
1986-02-21,15.5,,
1986-02-24,15.19,,
1986-02-25,15.06,,
1986-02-26,15.0,,
1986-02-27,15.06,,
1986-02-28,15.19,,
1986-03-03,14.94,,
1986-03-04,14.88,,
1986-03-05,14.81,,
1986-03-06,14.94,,
1986-03-07,14.75,,
1986-03-10,14.75,,
1986-03-11,14.88,,
1986-03-12,14.81,,
1986-03-13,14.69,,
1986-03-14,14.94,,
1986-03-17,14.75,,
1986-03-18,14.81,,
1986-03-19,14.63,,
1986-03-20,14.63,,
1986-03-21,14.75,,
1986-03-24,14.88,,
1986-03-25,15.0,,
1986-03-26,15.25,,
1986-03-27,15.25,,
1986-03-31,15.38,,
1986-04-01,15.31,,
1986-04-02,15.31,,
1986-04-03,15.38,,
1986-04-04,15.31,,
1986-04-07,15.13,,
1986-04-08,15.25,,
1986-04-09,15.44,,
1986-04-10,15.56,,
1986-04-11,15.69,,
1986-04-14,16.06,,
1986-04-15,16.44,,
1986-04-16,16.5,,
1986-04-17,16.63,,
1986-04-18,16.94,,
1986-04-21,16.94,,
1986-04-22,16.75,,
1986-04-23,16.63,,
1986-04-24,16.69,,
1986-04-25,16.56,,
1986-04-28,16.5,,
1986-04-29,16.31,,
1986-04-30,16.0,,
1986-05-01,15.81,,
1986-05-02,15.81,,
1986-05-05,16.0,,
1986-05-06,16.0,,
1986-05-07,16.0,,
1986-05-08,15.88,,
1986-05-09,15.94,,
1986-05-12,15.69,,
1986-05-13,15.56,,
1986-05-14,15.69,,
1986-05-15,15.44,,
1986-05-16,15.44,,
1986-05-19,15.25,,
1986-05-20,15.19,,
1986-05-21,15.38,,
1986-05-22,15.63,,
1986-05-23,15.31,,
1986-05-27,15.38,,
1986-05-28,15.5,,
1986-05-29,15.5,,
1986-05-30,15.5,,
1986-06-02,15.25,,
1986-06-03,15.31,,
1986-06-04,15.19,,
1986-06-05,15.19,,
1986-06-06,15.13,,
1986-06-09,14.94,,
1986-06-10,14.75,,
1986-06-11,14.81,,
1986-06-12,15.19,,
1986-06-13,15.38,,
1986-06-16,15.94,,
1986-06-17,15.81,,
1986-06-18,15.81,,
1986-06-19,15.56,,
1986-06-20,15.75,,
1986-06-23,15.63,,
1986-06-24,15.63,,
1986-06-25,15.75,,
1986-06-26,15.81,,
1986-06-27,15.81,,
1986-06-30,15.88,,
1986-07-01,15.88,,
1986-07-02,16.13,,
1986-07-03,16.25,,
1986-07-07,15.88,,
1986-07-08,16.0,,
1986-07-09,16.06,,
1986-07-10,16.06,,
1986-07-11,16.25,,
1986-07-14,16.5,,
1986-07-15,16.5,,
1986-07-16,16.5,,
1986-07-17,16.38,,
1986-07-18,16.44,,
1986-07-21,16.69,,
1986-07-22,16.75,,
1986-07-23,17.13,,
1986-07-24,17.5,,
1986-07-25,17.75,,
1986-07-28,17.25,,
1986-07-29,17.19,,
1986-07-30,17.31,,
1986-07-31,17.44,,
1986-08-01,17.5,,
1986-08-04,17.31,,
1986-08-05,17.31,,
1986-08-06,17.38,,
1986-08-07,17.5,,
1986-08-08,17.5,,
1986-08-11,17.88,,
1986-08-12,18.0,,
1986-08-13,18.44,,
1986-08-14,18.44,,
1986-08-15,18.69,,
1986-08-18,18.56,,
1986-08-19,18.56,,
1986-08-20,18.94,,
1986-08-21,18.69,,
1986-08-22,18.38,,
1986-08-25,17.56,,
1986-08-26,18.0,,
1986-08-27,17.94,,
1986-08-28,17.75,,
1986-08-29,17.69,,
1986-09-02,17.31,,
1986-09-03,17.25,,
1986-09-04,17.31,,
1986-09-05,17.06,,
1986-09-08,16.94,,
1986-09-09,16.56,,
1986-09-10,16.44,,
1986-09-11,15.5,,
1986-09-12,15.19,,
1986-09-15,15.44,,
1986-09-16,15.56,,
1986-09-17,15.63,,
1986-09-18,15.63,,
1986-09-19,15.56,,
1986-09-22,15.5,,
1986-09-23,15.56,,
1986-09-24,15.88,,
1986-09-25,15.81,,
1986-09-26,15.63,,
1986-09-29,15.13,,
1986-09-30,15.13,,
1986-10-01,15.5,,
1986-10-02,15.31,,
1986-10-03,15.5,,
1986-10-06,15.81,,
1986-10-07,15.81,,
1986-10-08,15.69,,
1986-10-09,15.69,,
1986-10-10,15.63,,
1986-10-13,15.69,,
1986-10-14,15.56,,
1986-10-15,15.44,,
1986-10-16,15.63,,
1986-10-17,15.88,,
1986-10-20,15.88,,
1986-10-21,16.13,,
1986-10-22,17.06,,
1986-10-23,16.94,,
1986-10-24,17.13,,
1986-10-27,17.31,,
1986-10-28,17.25,,
1986-10-29,17.38,,
1986-10-30,17.63,,
1986-10-31,18.0,,
1986-11-03,17.75,,
1986-11-04,17.69,,
1986-11-05,17.63,,
1986-11-06,17.56,,
1986-11-07,17.5,,
1986-11-10,17.25,,
1986-11-11,17.31,,
1986-11-12,17.5,,
1986-11-13,17.25,,
1986-11-14,17.13,,
1986-11-17,16.75,,
1986-11-18,16.38,,
1986-11-19,16.0,,
1986-11-20,16.44,,
1986-11-21,16.38,,
1986-11-24,16.44,,
1986-11-25,16.38,,
1986-11-26,16.31,,
1986-11-28,16.19,,
1986-12-01,16.19,,
1986-12-02,16.5,,
1986-12-03,16.44,,
1986-12-04,16.38,,
1986-12-05,16.31,,
1986-12-08,16.44,,
1986-12-09,16.25,,
1986-12-10,16.19,,
1986-12-11,15.88,,
1986-12-12,16.06,,
1986-12-15,15.88,,
1986-12-16,16.0,,
1986-12-17,15.81,,
1986-12-18,15.88,,
1986-12-19,15.75,,
1986-12-22,15.88,,
1986-12-23,15.94,,
1986-12-24,15.94,,
1986-12-26,16.0,,
1986-12-29,15.94,,
1986-12-30,15.75,,
1986-12-31,15.81,,
1987-01-02,16.0,,
1987-01-05,16.25,,
1987-01-06,16.44,,
1987-01-07,16.63,,
1987-01-08,16.63,,
1987-01-09,16.5,,
1987-01-12,16.31,,
1987-01-13,16.25,,
1987-01-14,16.25,,
1987-01-15,16.44,,
1987-01-16,16.63,,
1987-01-19,16.63,,
1987-01-20,16.63,,
1987-01-21,16.5,,
1987-01-22,16.88,,
1987-01-23,16.94,,
1987-01-26,16.81,,
1987-01-27,17.19,,
1987-01-28,17.19,,
1987-01-29,17.06,,
1987-01-30,17.0,,
1987-02-02,17.19,,
1987-02-03,17.19,,
1987-02-04,17.19,,
1987-02-05,17.19,,
1987-02-06,17.19,,
1987-02-09,17.06,,
1987-02-10,17.0,,
1987-02-11,16.94,,
1987-02-12,16.69,,
1987-02-13,16.56,,
1987-02-17,16.75,,
1987-02-18,16.69,,
1987-02-19,16.56,,
1987-02-20,16.88,,
1987-02-23,16.63,,
1987-02-24,16.69,,
1987-02-25,16.69,,
1987-02-26,16.69,,
1987-02-27,16.56,,
1987-03-02,16.06,,
1987-03-03,16.0,,
1987-03-04,16.19,,
1987-03-05,16.06,,
1987-03-06,16.0,,
1987-03-09,15.94,,
1987-03-10,16.06,,
1987-03-11,15.94,,
1987-03-12,16.13,,
1987-03-13,16.0,,
1987-03-16,16.06,,
1987-03-17,15.94,,
1987-03-18,15.88,,
1987-03-19,15.94,,
1987-03-20,16.19,,
1987-03-23,16.31,,
1987-03-24,16.31,,
1987-03-25,16.25,,
1987-03-26,16.38,,
1987-03-27,16.19,,
1987-03-30,16.0,,
1987-03-31,15.94,,
1987-04-01,15.63,,
1987-04-02,15.56,,
1987-04-03,15.69,,
1987-04-06,15.75,,
1987-04-07,15.5,,
1987-04-08,15.5,,
1987-04-09,15.06,,
1987-04-10,14.81,,
1987-04-13,14.75,,
1987-04-14,14.44,,
1987-04-15,14.94,,
1987-04-16,15.31,,
1987-04-20,15.38,,
1987-04-21,15.69,,
1987-04-22,15.5,,
1987-04-23,15.13,,
1987-04-24,14.88,,
1987-04-27,14.88,,
1987-04-28,14.81,,
1987-04-29,14.94,,
1987-04-30,15.13,,
1987-05-01,14.81,,
1987-05-04,14.94,,
1987-05-05,15.06,,
1987-05-06,15.06,,
1987-05-07,15.06,,
1987-05-08,15.25,,
1987-05-11,15.25,,
1987-05-12,15.25,,
1987-05-13,15.13,,
1987-05-14,15.25,,
1987-05-15,15.0,,
1987-05-18,15.06,,
1987-05-19,14.81,,
1987-05-20,14.56,,
1987-05-21,14.81,,
1987-05-22,14.44,,
1987-05-26,14.63,,
1987-05-27,14.69,,
1987-05-28,14.69,,
1987-05-29,14.75,,
1987-06-01,14.94,,
1987-06-02,14.75,,
1987-06-03,14.88,,
1987-06-04,15.0,,
1987-06-05,15.25,,
1987-06-08,15.25,,
1987-06-09,15.25,,
1987-06-10,15.25,,
1987-06-11,15.38,,
1987-06-12,15.56,,
1987-06-15,15.5,,
1987-06-16,15.56,,
1987-06-17,15.5,,
1987-06-18,15.56,,
1987-06-19,15.63,,
1987-06-22,15.56,,
1987-06-23,15.5,,
1987-06-24,15.63,,
1987-06-25,16.0,,
1987-06-26,15.88,,
1987-06-29,15.88,,
1987-06-30,15.75,,
1987-07-01,15.63,,
1987-07-02,15.69,,
1987-07-06,15.56,,
1987-07-07,15.56,,
1987-07-08,15.63,,
1987-07-09,15.63,,
1987-07-10,15.69,,
1987-07-13,15.44,,
1987-07-14,15.44,,
1987-07-15,15.31,,
1987-07-16,15.31,,
1987-07-17,15.44,,
1987-07-20,15.25,,
1987-07-21,15.06,,
1987-07-22,15.19,,
1987-07-23,15.19,,
1987-07-24,15.19,,
1987-07-27,15.31,,
1987-07-28,15.44,,
1987-07-29,15.31,,
1987-07-30,15.31,,
1987-07-31,15.31,,
1987-08-03,15.38,,
1987-08-04,15.31,,
1987-08-05,15.25,,
1987-08-06,15.5,,
1987-08-07,15.63,,
1987-08-10,15.94,,
1987-08-11,16.25,,
1987-08-12,16.25,,
1987-08-13,16.5,,
1987-08-14,16.75,,
1987-08-17,16.75,,
1987-08-18,16.69,,
1987-08-19,16.81,,
1987-08-20,16.81,,
1987-08-21,16.81,,
1987-08-24,16.69,,
1987-08-25,16.31,,
1987-08-26,16.06,,
1987-08-27,16.19,,
1987-08-28,16.06,,
1987-08-31,16.19,,
1987-09-01,16.06,,
1987-09-02,15.81,,
1987-09-03,15.81,,
1987-09-04,15.56,,
1987-09-08,15.5,,
1987-09-09,15.06,,
1987-09-10,15.25,,
1987-09-11,15.56,,
1987-09-14,15.44,,
1987-09-15,15.31,,
1987-09-16,15.44,,
1987-09-17,15.31,,
1987-09-18,15.31,,
1987-09-21,15.13,,
1987-09-22,15.44,,
1987-09-23,15.44,,
1987-09-24,15.38,,
1987-09-25,15.31,,
1987-09-28,15.44,,
1987-09-29,15.56,,
1987-09-30,15.75,,
1987-10-01,15.94,,
1987-10-02,15.81,,
1987-10-05,15.69,,
1987-10-06,15.44,,
1987-10-07,15.63,,
1987-10-08,15.56,,
1987-10-09,15.56,,
1987-10-12,15.56,,
1987-10-13,16.31,,
1987-10-14,16.19,,
1987-10-15,16.06,,
1987-10-16,15.88,,
1987-10-19,13.19,,
