date,ICE,dcf,Deviation
2010-02-25,21.02,,
2010-02-26,21.46,,
2010-03-01,21.62,,
2010-03-02,21.64,,
2010-03-03,21.47,,
2010-03-04,21.79,,
2010-03-05,21.89,,
2010-03-08,22.04,,
2010-03-09,21.94,,
2010-03-10,22.0,,
2010-03-11,22.33,,
2010-03-12,22.05,,
2010-03-15,21.78,,
2010-03-16,21.74,,
2010-03-17,21.89,,
2010-03-18,21.91,,
2010-03-19,21.62,,
2010-03-22,21.98,,
2010-03-23,21.97,,
2010-03-24,22.1,,
2010-03-25,21.98,,
2010-03-26,22.22,,
2010-03-29,22.27,,
2010-03-30,22.07,,
2010-03-31,22.44,,
2010-04-01,22.54,,
2010-04-05,22.08,,
2010-04-06,21.41,,
2010-04-07,21.23,,
2010-04-08,21.41,,
2010-04-09,21.41,,
2010-04-12,21.72,,
2010-04-13,21.78,,
2010-04-14,22.14,,
2010-04-15,22.33,,
2010-04-16,21.5,,
2010-04-19,21.89,,
2010-04-20,22.48,,
2010-04-21,22.37,,
2010-04-22,23.37,,
2010-04-23,23.65,,
2010-04-26,24.06,,
2010-04-27,23.16,,
2010-04-28,23.29,,
2010-04-29,23.76,,
2010-04-30,23.33,,
2010-05-03,23.37,,
2010-05-04,22.69,,
2010-05-05,23.79,,
2010-05-06,23.41,,
2010-05-07,22.94,,
2010-05-10,24.68,,
2010-05-11,24.09,,
2010-05-12,24.52,,
2010-05-13,24.38,,
2010-05-14,23.64,,
2010-05-17,23.87,,
2010-05-18,22.94,,
2010-05-19,22.8,,
2010-05-20,21.9,,
2010-05-21,23.02,,
2010-05-24,22.84,,
2010-05-25,22.78,,
2010-05-26,22.62,,
2010-05-27,23.47,,
2010-05-28,23.23,,
2010-06-01,23.17,,
2010-06-02,24.28,,
2010-06-03,24.24,,
2010-06-04,23.58,,
2010-06-07,23.39,,
2010-06-08,23.21,,
2010-06-09,22.96,,
2010-06-10,23.79,,
2010-06-11,24.68,,
2010-06-14,24.58,,
2010-06-15,24.65,,
2010-06-16,25.39,,
2010-06-17,24.47,,
2010-06-18,24.43,,
2010-06-21,24.3,,
2010-06-22,23.88,,
2010-06-23,23.5,,
2010-06-24,22.9,,
2010-06-25,23.67,,
2010-06-28,23.6,,
2010-06-29,22.78,,
2010-06-30,22.61,,
2010-07-01,22.53,,
2010-07-02,21.25,,
2010-07-06,20.78,,
2010-07-07,21.36,,
2010-07-08,21.46,,
2010-07-09,21.33,,
2010-07-12,21.32,,
2010-07-13,21.6,,
2010-07-14,21.18,,
2010-07-15,21.11,,
2010-07-16,20.31,,
2010-07-19,20.58,,
2010-07-20,21.51,,
2010-07-21,20.88,,
2010-07-22,21.3,,
2010-07-23,21.67,,
2010-07-26,21.6,,
2010-07-27,21.44,,
2010-07-28,21.33,,
2010-07-29,21.29,,
2010-07-30,21.12,,
2010-08-02,21.73,,
2010-08-03,21.48,,
2010-08-04,22.06,,
2010-08-05,21.79,,
2010-08-06,21.47,,
2010-08-09,21.71,,
2010-08-10,21.25,,
2010-08-11,20.4,,
2010-08-12,20.1,,
2010-08-13,19.29,,
2010-08-16,19.64,,
2010-08-17,19.98,,
2010-08-18,19.94,,
2010-08-19,19.48,,
2010-08-20,19.41,,
2010-08-23,19.3,,
2010-08-24,18.78,,
2010-08-25,19.13,,
2010-08-26,19.14,,
2010-08-27,19.47,,
2010-08-30,18.88,,
2010-08-31,19.11,,
2010-09-01,19.88,,
2010-09-02,20.13,,
2010-09-03,20.47,,
2010-09-07,20.65,,
2010-09-08,20.82,,
2010-09-09,20.88,,
2010-09-10,21.1,,
2010-09-13,21.45,,
2010-09-14,21.29,,
2010-09-15,21.43,,
2010-09-16,21.24,,
2010-09-17,20.99,,
2010-09-20,20.99,,
2010-09-21,20.7,,
2010-09-22,20.57,,
2010-09-23,20.21,,
2010-09-24,20.91,,
2010-09-27,21.01,,
2010-09-28,21.17,,
2010-09-29,21.05,,
2010-09-30,20.94,,
2010-10-01,21.31,,
2010-10-04,21.47,,
2010-10-05,22.26,,
2010-10-06,22.16,,
2010-10-07,22.28,,
2010-10-08,22.47,,
2010-10-11,22.4,,
2010-10-12,22.65,,
2010-10-13,22.59,,
2010-10-14,22.59,,
2010-10-15,23.0,,
2010-10-18,23.36,,
2010-10-19,23.19,,
2010-10-20,23.2,,
2010-10-21,23.64,,
2010-10-22,23.37,,
2010-10-25,23.12,,
2010-10-26,22.63,,
2010-10-27,22.93,,
2010-10-28,22.91,,
2010-10-29,22.97,,
2010-11-01,22.85,,
2010-11-02,22.7,,
2010-11-03,22.5,,
2010-11-04,22.94,,
2010-11-05,23.49,,
2010-11-08,23.47,,
2010-11-09,23.03,,
2010-11-10,23.19,,
2010-11-11,22.94,,
2010-11-12,22.45,,
2010-11-15,22.67,,
2010-11-16,22.15,,
2010-11-17,22.34,,
2010-11-18,22.63,,
2010-11-19,22.96,,
2010-11-22,22.59,,
2010-11-23,22.36,,
2010-11-24,22.85,,
2010-11-26,22.61,,
2010-11-29,22.58,,
2010-11-30,22.54,,
2010-12-01,23.12,,
2010-12-02,24.07,,
2010-12-03,23.35,,
2010-12-06,23.59,,
2010-12-07,23.24,,
2010-12-08,23.61,,
2010-12-09,23.54,,
2010-12-10,23.51,,
2010-12-13,23.55,,
2010-12-14,23.28,,
2010-12-15,23.56,,
2010-12-16,23.47,,
2010-12-17,23.85,,
2010-12-20,23.81,,
2010-12-21,24.02,,
2010-12-22,24.09,,
2010-12-23,24.0,,
2010-12-27,24.17,,
2010-12-28,24.18,,
2010-12-29,23.97,,
2010-12-30,23.9,,
2010-12-31,23.83,,
2011-01-03,23.83,,
2011-01-04,23.59,,
2011-01-05,23.53,,
2011-01-06,22.9,,
2011-01-07,22.8,,
2011-01-10,22.82,,
2011-01-11,22.5,,
2011-01-12,23.08,,
2011-01-13,23.27,,
2011-01-14,23.25,,
2011-01-18,23.35,,
2011-01-19,23.11,,
2011-01-20,23.11,,
2011-01-21,23.32,,
2011-01-24,23.36,,
2011-01-25,23.08,,
2011-01-26,22.99,,
2011-01-27,23.57,,
2011-01-28,23.38,,
2011-01-31,24.1,,
2011-02-01,24.28,,
2011-02-02,24.06,,
2011-02-03,23.85,,
2011-02-04,24.08,,
2011-02-07,24.06,,
2011-02-08,23.64,,
2011-02-09,24.63,,
2011-02-10,25.69,,
2011-02-11,25.76,,
2011-02-14,26.09,,
2011-02-15,25.35,,
2011-02-16,25.58,,
2011-02-17,25.78,,
2011-02-18,25.44,,
2011-02-22,24.46,,
2011-02-23,24.55,,
2011-02-24,24.73,,
2011-02-25,25.38,,
2011-02-28,25.64,,
2011-03-01,25.42,,
2011-03-02,25.5,,
2011-03-03,25.9,,
2011-03-04,26.05,,
2011-03-07,26.94,,
2011-03-08,26.39,,
2011-03-09,26.19,,
2011-03-10,25.52,,
2011-03-11,25.21,,
2011-03-14,24.96,,
2011-03-15,24.67,,
2011-03-16,24.75,,
2011-03-17,25.07,,
2011-03-18,24.95,,
2011-03-21,25.05,,
2011-03-22,25.15,,
2011-03-23,25.41,,
2011-03-24,25.46,,
2011-03-25,25.6,,
2011-03-28,25.16,,
2011-03-29,25.22,,
2011-03-30,24.99,,
2011-03-31,24.71,,
2011-04-01,23.95,,
2011-04-04,23.78,,
2011-04-05,23.96,,
2011-04-06,24.5,,
2011-04-07,24.45,,
2011-04-08,24.11,,
2011-04-11,24.11,,
2011-04-12,24.1,,
2011-04-13,24.24,,
2011-04-14,24.13,,
2011-04-15,24.4,,
2011-04-18,23.97,,
2011-04-19,23.87,,
2011-04-20,24.13,,
2011-04-21,24.44,,
2011-04-25,24.4,,
2011-04-26,24.47,,
2011-04-27,24.36,,
2011-04-28,24.04,,
2011-04-29,24.07,,
2011-05-02,23.64,,
2011-05-03,23.29,,
2011-05-04,22.97,,
2011-05-05,22.81,,
2011-05-06,23.52,,
2011-05-09,23.79,,
2011-05-10,24.05,,
2011-05-11,24.06,,
2011-05-12,24.01,,
2011-05-13,23.66,,
2011-05-16,24.44,,
2011-05-17,24.1,,
2011-05-18,24.47,,
2011-05-19,24.57,,
2011-05-20,24.24,,
2011-05-23,24.08,,
2011-05-24,24.27,,
2011-05-25,24.23,,
2011-05-26,24.07,,
2011-05-27,23.83,,
2011-05-31,24.13,,
2011-06-01,23.32,,
2011-06-02,23.47,,
2011-06-03,23.13,,
2011-06-06,22.75,,
2011-06-07,22.77,,
2011-06-08,22.64,,
2011-06-09,23.34,,
2011-06-10,23.16,,
2011-06-13,23.19,,
2011-06-14,23.71,,
2011-06-15,23.3,,
2011-06-16,23.42,,
2011-06-17,23.62,,
2011-06-20,24.13,,
2011-06-21,24.45,,
2011-06-22,23.99,,
2011-06-23,23.92,,
2011-06-24,23.71,,
2011-06-27,24.1,,
2011-06-28,24.48,,
2011-06-29,24.83,,
2011-06-30,24.94,,
2011-07-01,25.4,,
2011-07-05,25.7,,
2011-07-06,25.57,,
2011-07-07,25.9,,
2011-07-08,25.68,,
2011-07-11,25.12,,
2011-07-12,25.06,,
2011-07-13,25.22,,
2011-07-14,25.21,,
2011-07-15,25.5,,
2011-07-18,25.18,,
2011-07-19,25.53,,
2011-07-20,25.26,,
2011-07-21,25.64,,
2011-07-22,25.74,,
2011-07-25,25.56,,
2011-07-26,25.26,,
2011-07-27,24.62,,
2011-07-28,24.72,,
2011-07-29,24.66,,
2011-08-01,24.42,,
2011-08-02,23.82,,
2011-08-03,23.4,,
2011-08-04,22.17,,
2011-08-05,22.03,,
2011-08-08,20.78,,
2011-08-09,22.6,,
2011-08-10,21.96,,
2011-08-11,23.37,,
2011-08-12,22.98,,
2011-08-15,23.29,,
2011-08-16,22.24,,
2011-08-17,22.23,,
2011-08-18,21.15,,
2011-08-19,21.01,,
2011-08-22,21.25,,
2011-08-23,22.26,,
2011-08-24,22.52,,
2011-08-25,22.05,,
2011-08-26,22.42,,
2011-08-29,23.29,,
2011-08-30,23.24,,
2011-08-31,23.59,,
2011-09-01,23.04,,
2011-09-02,22.51,,
2011-09-06,22.64,,
2011-09-07,23.41,,
2011-09-08,23.34,,
2011-09-09,22.9,,
2011-09-12,23.53,,
2011-09-13,23.82,,
2011-09-14,24.1,,
2011-09-15,24.74,,
2011-09-16,25.0,,
2011-09-19,24.58,,
2011-09-20,24.49,,
2011-09-21,24.57,,
2011-09-22,24.59,,
2011-09-23,24.42,,
2011-09-26,24.81,,
2011-09-27,24.81,,
2011-09-28,24.28,,
2011-09-29,24.44,,
2011-09-30,23.65,,
2011-10-03,23.54,,
2011-10-04,24.25,,
2011-10-05,24.63,,
2011-10-06,25.1,,
2011-10-07,24.32,,
2011-10-10,25.19,,
2011-10-11,24.62,,
2011-10-12,25.12,,
2011-10-13,24.82,,
2011-10-14,24.89,,
2011-10-17,24.46,,
2011-10-18,24.9,,
2011-10-19,24.56,,
2011-10-20,24.56,,
2011-10-21,25.3,,
2011-10-24,25.65,,
2011-10-25,24.82,,
2011-10-26,25.15,,
2011-10-27,26.42,,
2011-10-28,26.49,,
2011-10-31,25.98,,
2011-11-01,24.65,,
2011-11-02,24.52,,
2011-11-03,25.56,,
2011-11-04,25.5,,
2011-11-07,24.95,,
2011-11-08,25.41,,
2011-11-09,24.83,,
2011-11-10,25.07,,
2011-11-11,25.58,,
2011-11-14,25.34,,
2011-11-15,25.41,,
2011-11-16,24.49,,
2011-11-17,23.63,,
2011-11-18,23.44,,
2011-11-21,22.83,,
2011-11-22,23.18,,
2011-11-23,22.66,,
2011-11-25,22.76,,
2011-11-28,23.51,,
2011-11-29,23.48,,
2011-11-30,24.34,,
2011-12-01,24.94,,
2011-12-02,24.68,,
2011-12-05,24.45,,
2011-12-06,24.66,,
2011-12-07,24.6,,
2011-12-08,24.12,,
2011-12-09,24.58,,
2011-12-12,23.91,,
2011-12-13,23.47,,
2011-12-14,23.45,,
2011-12-15,23.42,,
2011-12-16,23.54,,
2011-12-19,23.24,,
2011-12-20,23.98,,
2011-12-21,23.71,,
2011-12-22,23.91,,
2011-12-23,24.02,,
2011-12-27,24.11,,
2011-12-28,23.88,,
2011-12-29,24.26,,
2011-12-30,24.11,,
2012-01-03,23.71,,
2012-01-04,23.4,,
2012-01-05,23.4,,
2012-01-06,23.0,,
2012-01-09,22.52,,
2012-01-10,22.78,,
2012-01-11,22.52,,
2012-01-12,22.99,,
2012-01-13,23.29,,
2012-01-17,22.43,,
2012-01-18,22.95,,
2012-01-19,23.61,,
2012-01-20,23.48,,
2012-01-23,23.71,,
2012-01-24,23.79,,
2012-01-25,23.51,,
2012-01-26,23.49,,
2012-01-27,23.29,,
2012-01-30,23.09,,
2012-01-31,22.9,,
2012-02-01,22.94,,
2012-02-02,23.93,,
2012-02-03,24.46,,
2012-02-06,24.55,,
2012-02-07,24.55,,
2012-02-08,26.02,,
2012-02-09,26.39,,
2012-02-10,26.97,,
2012-02-13,26.75,,
2012-02-14,26.74,,
2012-02-15,26.57,,
2012-02-16,26.77,,
2012-02-17,26.89,,
2012-02-21,26.67,,
2012-02-22,26.63,,
2012-02-23,27.85,,
2012-02-24,27.95,,
2012-02-27,27.93,,
2012-02-28,27.97,,
2012-02-29,27.59,,
2012-03-01,27.96,,
2012-03-02,27.87,,
2012-03-05,27.63,,
2012-03-06,27.51,,
2012-03-07,27.88,,
2012-03-08,27.94,,
2012-03-09,28.36,,
2012-03-12,27.73,,
2012-03-13,28.47,,
2012-03-14,28.14,,
2012-03-15,28.37,,
2012-03-16,27.8,,
2012-03-19,28.06,,
2012-03-20,27.97,,
2012-03-21,27.88,,
2012-03-22,27.93,,
2012-03-23,27.9,,
2012-03-26,27.83,,
2012-03-27,27.43,,
2012-03-28,27.22,,
2012-03-29,27.04,,
2012-03-30,27.48,,
2012-04-02,27.72,,
2012-04-03,27.53,,
2012-04-04,26.9,,
2012-04-05,27.72,,
2012-04-09,27.17,,
2012-04-10,26.44,,
2012-04-11,26.7,,
2012-04-12,26.83,,
2012-04-13,26.61,,
2012-04-16,26.27,,
2012-04-17,26.46,,
2012-04-18,26.11,,
2012-04-19,25.9,,
2012-04-20,25.68,,
2012-04-23,25.61,,
2012-04-24,26.07,,
2012-04-25,26.52,,
2012-04-26,26.2,,
2012-04-27,26.53,,
2012-04-30,26.61,,
2012-05-01,26.22,,
2012-05-02,25.57,,
2012-05-03,25.85,,
2012-05-04,25.46,,
2012-05-07,25.13,,
2012-05-08,25.06,,
2012-05-09,24.98,,
2012-05-10,25.01,,
2012-05-11,24.8,,
2012-05-14,24.63,,
2012-05-15,24.41,,
2012-05-16,24.35,,
2012-05-17,24.27,,
2012-05-18,24.72,,
2012-05-21,25.02,,
2012-05-22,24.94,,
2012-05-23,24.88,,
2012-05-24,24.79,,
2012-05-25,25.1,,
2012-05-29,25.02,,
2012-05-30,24.45,,
2012-05-31,24.49,,
2012-06-01,23.69,,
2012-06-04,23.86,,
2012-06-05,25.13,,
2012-06-06,25.67,,
2012-06-07,25.54,,
2012-06-08,25.58,,
2012-06-11,25.35,,
2012-06-12,25.57,,
2012-06-13,25.19,,
2012-06-14,25.76,,
2012-06-15,26.96,,
2012-06-18,27.25,,
2012-06-19,27.11,,
2012-06-20,26.98,,
2012-06-21,26.26,,
2012-06-22,26.64,,
2012-06-25,26.26,,
2012-06-26,26.67,,
2012-06-27,26.57,,
2012-06-28,26.83,,
2012-06-29,27.2,,
2012-07-02,27.16,,
2012-07-03,26.98,,
2012-07-05,26.95,,
2012-07-06,26.66,,
2012-07-09,26.56,,
2012-07-10,26.3,,
2012-07-11,26.75,,
2012-07-12,26.85,,
2012-07-13,27.44,,
2012-07-16,26.8,,
2012-07-17,27.23,,
2012-07-18,27.13,,
2012-07-19,26.75,,
2012-07-20,26.22,,
2012-07-23,26.23,,
2012-07-24,26.5,,
2012-07-25,26.13,,
2012-07-26,26.55,,
2012-07-27,26.85,,
2012-07-30,26.47,,
2012-07-31,26.24,,
2012-08-01,25.88,,
2012-08-02,25.74,,
2012-08-03,26.45,,
2012-08-06,26.4,,
2012-08-07,26.41,,
2012-08-08,26.45,,
2012-08-09,26.59,,
2012-08-10,26.65,,
2012-08-13,26.75,,
2012-08-14,26.52,,
2012-08-15,26.56,,
2012-08-16,27.13,,
2012-08-17,27.07,,
2012-08-20,27.12,,
2012-08-21,26.88,,
2012-08-22,27.2,,
2012-08-23,27.15,,
2012-08-24,27.42,,
2012-08-27,27.53,,
2012-08-28,27.67,,
2012-08-29,27.45,,
2012-08-30,27.27,,
2012-08-31,27.34,,
2012-09-04,27.32,,
2012-09-05,27.11,,
2012-09-06,27.38,,
2012-09-07,27.43,,
2012-09-10,27.16,,
2012-09-11,27.15,,
2012-09-12,27.19,,
2012-09-13,27.37,,
2012-09-14,28.02,,
2012-09-17,28.08,,
2012-09-18,28.07,,
2012-09-19,27.64,,
2012-09-20,27.56,,
2012-09-21,27.51,,
2012-09-24,27.43,,
2012-09-25,27.04,,
2012-09-26,26.93,,
2012-09-27,27.03,,
2012-09-28,26.68,,
2012-10-01,26.38,,
2012-10-02,26.1,,
2012-10-03,26.3,,
2012-10-04,26.4,,
2012-10-05,26.2,,
2012-10-08,26.09,,
2012-10-09,25.94,,
2012-10-10,25.74,,
2012-10-11,25.83,,
2012-10-12,25.95,,
2012-10-15,25.8,,
2012-10-16,26.28,,
2012-10-17,26.16,,
2012-10-18,26.09,,
2012-10-19,26.04,,
2012-10-22,26.31,,
2012-10-23,26.08,,
2012-10-24,26.09,,
2012-10-25,26.1,,
2012-10-26,26.24,,
2012-10-31,26.2,,
2012-11-01,26.25,,
2012-11-02,25.97,,
2012-11-05,26.66,,
2012-11-06,26.69,,
2012-11-07,26.31,,
2012-11-08,26.08,,
2012-11-09,26.06,,
2012-11-12,26.11,,
2012-11-13,25.67,,
2012-11-14,25.59,,
2012-11-15,25.35,,
2012-11-16,25.52,,
2012-11-19,26.01,,
2012-11-20,25.97,,
2012-11-21,26.1,,
2012-11-23,26.24,,
2012-11-26,26.16,,
2012-11-27,25.99,,
2012-11-28,26.2,,
2012-11-29,26.44,,
2012-11-30,26.43,,
2012-12-03,26.4,,
2012-12-04,26.17,,
2012-12-05,26.04,,
2012-12-06,26.23,,
2012-12-07,26.14,,
2012-12-10,26.2,,
2012-12-11,25.82,,
2012-12-12,25.94,,
2012-12-13,25.84,,
2012-12-14,25.58,,
2012-12-17,25.57,,
2012-12-18,25.61,,
2012-12-19,25.66,,
2012-12-20,26.02,,
2012-12-21,25.25,,
2012-12-24,25.01,,
2012-12-26,25.0,,
2012-12-27,24.84,,
2012-12-28,24.73,,
2012-12-31,24.76,,
2013-01-02,24.98,,
2013-01-03,25.38,,
2013-01-04,25.92,,
2013-01-07,25.38,,
2013-01-08,25.44,,
2013-01-09,25.52,,
2013-01-10,25.6,,
2013-01-11,25.87,,
2013-01-14,25.9,,
2013-01-15,25.72,,
2013-01-16,25.62,,
2013-01-17,26.24,,
2013-01-18,26.67,,
2013-01-22,26.82,,
2013-01-23,26.71,,
2013-01-24,26.86,,
2013-01-25,26.96,,
2013-01-28,27.04,,
2013-01-29,27.34,,
2013-01-30,27.78,,
2013-01-31,27.75,,
2013-02-01,28.18,,
2013-02-04,28.27,,
2013-02-05,28.71,,
2013-02-06,29.04,,
2013-02-07,29.79,,
2013-02-08,29.8,,
2013-02-11,29.97,,
2013-02-12,30.14,,
2013-02-13,30.36,,
2013-02-14,31.1,,
2013-02-15,31.29,,
2013-02-19,31.15,,
2013-02-20,30.94,,
2013-02-21,30.61,,
2013-02-22,31.2,,
2013-02-25,30.1,,
2013-02-26,30.57,,
2013-02-27,31.02,,
2013-02-28,30.96,,
2013-03-01,30.8,,
2013-03-04,31.31,,
2013-03-05,31.71,,
2013-03-06,32.07,,
2013-03-07,31.75,,
2013-03-08,31.72,,
2013-03-11,31.85,,
2013-03-12,31.7,,
2013-03-13,31.88,,
2013-03-14,32.47,,
2013-03-15,32.2,,
2013-03-18,31.97,,
2013-03-19,31.92,,
2013-03-20,32.32,,
2013-03-21,32.29,,
2013-03-22,32.46,,
2013-03-25,32.4,,
2013-03-26,32.31,,
2013-03-27,31.96,,
2013-03-28,32.61,,
2013-04-01,32.02,,
2013-04-02,32.3,,
2013-04-03,31.37,,
2013-04-04,31.42,,
2013-04-05,31.01,,
2013-04-08,31.19,,
2013-04-09,31.01,,
2013-04-10,31.55,,
2013-04-11,31.66,,
2013-04-12,31.64,,
2013-04-15,30.83,,
2013-04-16,31.1,,
2013-04-17,30.79,,
2013-04-18,30.48,,
2013-04-19,30.88,,
2013-04-22,31.05,,
2013-04-23,31.48,,
2013-04-24,31.68,,
2013-04-25,31.92,,
2013-04-26,31.9,,
2013-04-29,32.38,,
2013-04-30,32.59,,
2013-05-01,33.31,,
2013-05-02,34.31,,
2013-05-03,34.4,,
2013-05-06,34.34,,
2013-05-07,34.22,,
2013-05-08,34.33,,
2013-05-09,34.24,,
2013-05-10,34.42,,
2013-05-13,34.45,,
2013-05-14,35.18,,
2013-05-15,34.96,,
2013-05-16,34.8,,
2013-05-17,35.48,,
2013-05-20,35.21,,
2013-05-21,34.7,,
2013-05-22,33.9,,
2013-05-23,33.66,,
2013-05-24,33.53,,
2013-05-28,33.9,,
2013-05-29,34.24,,
2013-05-30,35.49,,
2013-05-31,34.24,,
2013-06-03,33.84,,
2013-06-04,32.95,,
2013-06-05,32.97,,
2013-06-06,33.84,,
2013-06-07,34.94,,
2013-06-10,35.02,,
2013-06-11,34.23,,
2013-06-12,34.41,,
2013-06-13,35.08,,
2013-06-14,34.63,,
2013-06-17,35.77,,
2013-06-18,36.61,,
2013-06-19,35.77,,
2013-06-20,34.69,,
2013-06-21,34.51,,
2013-06-24,34.39,,
2013-06-25,35.02,,
2013-06-26,35.98,,
2013-06-27,35.93,,
2013-06-28,35.55,,
2013-07-01,35.6,34.90000012658228,0.020057302890510664
2013-07-02,34.9,34.980000126582276,-0.0022870247653739018
2013-07-03,34.98,35.410000126582275,-0.01214346583013648
2013-07-05,35.41,35.480000126582276,-0.001972946063487524
2013-07-08,35.48,35.07000012658228,0.011690900254857528
2013-07-09,35.07,35.85000012658228,-0.021757325629796043
2013-07-10,35.85,35.85000012658228,-3.5308864720917654e-09
2013-07-11,35.85,36.13000012658228,-0.007749795892645794
2013-07-12,36.13,36.370000126582276,-0.006598848659526424
2013-07-15,36.37,36.31000012658228,0.001652433853168489
2013-07-16,36.31,36.20000012658228,0.0030386705257756663
2013-07-17,36.2,36.29000012658228,-0.0024800255240657876
2013-07-18,36.29,35.800000126582276,0.013687147253775844
2013-07-19,35.8,35.44000012658228,0.010158009936001688
2013-07-22,35.44,35.70000012658228,-0.0072829166851651195
2013-07-23,35.7,35.36000012658228,0.009615381001147894
2013-07-24,35.36,35.730000126582276,-0.010355447110872107
2013-07-25,35.73,35.46000012658228,0.007614209601068511
2013-07-26,35.46,35.65000012658228,-0.005329596799653391
2013-07-29,35.65,35.93000012658228,-0.007792934194150614
2013-07-30,35.93,36.49000012658228,-0.015346673736356897
2013-07-31,36.49,37.160000126582275,-0.018030143280408417
2013-08-01,37.16,37.69000012658228,-0.01406208874508541
2013-08-02,37.69,37.13000012658228,0.015082140358432028
2013-08-05,37.13,37.36000012658228,-0.006156320283806083
2013-08-06,37.36,37.00000012658228,0.009729726275300221
2013-08-07,37.0,37.43000012658228,-0.011488114483785394
2013-08-08,37.43,36.980000126582276,0.012168736394737145
2013-08-09,36.98,36.63000012658228,0.009555006066290561
2013-08-12,36.63,36.60000012658228,0.00081966866978056
2013-08-13,36.6,36.42000012658228,0.004942335881167104
2013-08-14,36.42,36.07000012658228,0.00970335104489739
2013-08-15,36.07,36.36000012658228,-0.007975801033352159
2013-08-16,36.36,36.33000012658228,0.000825760344431492
2013-08-19,36.33,36.660000126582275,-0.009001640083001305
2013-08-20,36.66,36.33000012658228,0.009083398631101636
2013-08-21,36.33,37.10000012658228,-0.020754720322239906
2013-08-22,37.1,37.07000012658228,0.00080927632358474
2013-08-23,37.07,36.67000012658228,0.01090809577411922
2013-08-26,36.67,36.050000126582276,0.01719833207325161
2013-08-27,36.05,35.99000012658228,0.0016671262352512262
2013-08-28,35.99,36.050000126582276,-0.0016643585678667305
2013-08-29,36.05,35.95000012658228,0.002781637637430112
2013-08-30,35.95,36.33000012658228,-0.01045967864735109
2013-09-03,36.33,36.59000012658228,-0.007105770037792225
2013-09-04,36.59,36.20000012658228,0.010773477128563247
2013-09-05,36.2,35.88000012658228,0.008918614054871377
2013-09-06,35.88,36.29000012658228,-0.011297881652029829
2013-09-09,36.29,36.20000012658228,0.002486184339862252
2013-09-10,36.2,36.31000012658228,-0.0030294719415808746
2013-09-11,36.31,36.00000012658228,0.00861110756465866
2013-09-12,36.0,36.11000012658228,-0.0030462510716332547
2013-09-13,36.11,36.21000012658228,-0.002761671533628829
2013-09-16,36.21,36.32000012658228,-0.003028637835872927
2013-09-17,36.32,36.34000012658228,-0.0005503612138859637
2013-09-18,36.34,36.59000012658228,-0.006832471323241607
2013-09-19,36.59,36.43000012658228,0.004391981138121892
2013-09-20,36.43,36.230000126582276,0.005520283541787352
2013-09-23,36.23,36.14000012658228,0.002490311928679878
2013-09-24,36.14,35.78000012658228,0.01006148329078016
2013-09-25,35.78,35.980000126582276,-0.005558647189512156
2013-09-26,35.98,36.26000012658228,-0.007722011186012456
2013-09-27,36.26,36.28000012658228,-0.0005512714033214516
2013-09-30,36.28,53.61278493670886,-0.3232957392004653
2013-10-01,36.79,53.642784936708864,-0.31416685313025494
2013-10-02,36.82,54.43278493670886,-0.32356942524965315
2013-10-03,37.61,55.55278493670886,-0.3229862365523354
2013-10-04,38.73,55.42278493670886,-0.30118993399143545
2013-10-07,38.6,54.75278493670886,-0.295013029115881
2013-10-08,37.93,54.61278493670886,-0.3054739829884643
2013-10-09,37.79,55.45278493670886,-0.3185193486110447
2013-10-10,38.63,55.76278493670886,-0.3072440688920879
2013-10-11,38.94,55.95278493670886,-0.30405608864604183
2013-10-14,39.13,55.642784936708864,-0.2967641708712352
2013-10-15,38.82,55.92278493670886,-0.3058285626523267
2013-10-16,39.1,56.27278493670886,-0.30517034044118196
2013-10-17,39.45,56.46278493670886,-0.3013097025904601
2013-10-18,39.64,56.27278493670886,-0.29557422749586837
2013-10-21,39.45,56.31278493670886,-0.2994486057768462
2013-10-22,39.49,56.01278493670886,-0.29498238581385716
2013-10-23,39.19,56.06278493670886,-0.30096230424080983
2013-10-24,39.24,56.02278493670886,-0.2995707006652566
2013-10-25,39.2,55.58278493670886,-0.29474566550351244
2013-10-28,38.76,55.392784936708864,-0.3002698809188469
2013-10-29,38.57,54.94278493670886,-0.2979969973413148
2013-10-30,38.12,55.37278493670886,-0.3115751710236141
2013-10-31,38.55,55.892784936708864,-0.3102866489180538
2013-11-01,39.07,55.59278493670886,-0.29721095921925267
2013-11-04,38.77,56.41278493670886,-0.31274444182294514
2013-11-05,39.59,56.78278493670886,-0.3027816433426478
2013-11-06,39.96,56.892784936708864,-0.29762622721925047
2013-11-07,40.07,57.66278493670886,-0.30509773255001194
2013-11-08,40.84,57.36278493670886,-0.28804014580078785
2013-11-11,40.54,56.38278493670886,-0.28098620801531526
2013-11-12,39.56,56.79278493670886,-0.3034326447613629
2013-11-13,39.97,56.65278493670886,-0.2944742249714021
2013-11-14,39.83,57.29278493670886,-0.3047990241005031
2013-11-15,40.47,57.45278493670886,-0.29559550429831094
2013-11-18,40.63,58.10278493670886,-0.3007219870053026
2013-11-19,41.28,59.43278493670886,-0.3054338603859825
2013-11-20,42.61,59.96278493670886,-0.28939257833045684
2013-11-21,43.14,60.30278493670886,-0.28461015448494065
2013-11-22,43.48,60.08278493670886,-0.27633181374994886
2013-11-25,43.26,59.48278493670886,-0.2727307565368754
2013-11-26,42.66,59.70278493670886,-0.2854604681301882
