date,PRU,dcf,Deviation
2006-11-07,79.44,97.78579675678589,-0.18761208033530463
2006-11-08,79.3,96.58579675678588,-0.17896830939142638
2006-11-09,78.1,96.51579675678589,-0.19080603772243232
2006-11-10,78.03,97.73579675678589,-0.20162312490093548
2006-11-13,79.25,98.06579675678589,-0.19186910603960283
2006-11-14,79.58,99.48579675678589,-0.20008682048805249
2006-11-15,81.0,100.6357967567859,-0.19511741735638266
2006-11-16,82.15,100.0257967567859,-0.17871186570251607
2006-11-17,81.54,99.93579675678589,-0.18407615042641634
2006-11-20,81.45,99.20579675678589,-0.17897942798963862
2006-11-21,80.72,98.95579675678589,-0.1842822487863539
2006-11-22,80.47,98.7757967567859,-0.18532674357322543
2006-11-24,80.29,97.7457967567859,-0.17858360498323977
2006-11-27,79.26,98.25579675678588,-0.19333003633166268
2006-11-28,79.77,98.71579675678589,-0.19192264439159812
2006-11-29,80.23,99.96579675678589,-0.19742549348956373
2006-11-30,81.48,100.34579675678589,-0.18800784254583225
2006-12-01,81.86,100.72579675678588,-0.1872985606888724
2006-12-04,82.24,102.76579675678589,-0.19973373831143404
2006-12-05,84.28,105.07579675678589,-0.1979123394602561
2006-12-06,86.59,105.32579675678589,-0.17788421577336688
2006-12-07,86.84,104.72579675678588,-0.17078692462301026
2006-12-08,86.24,104.79579675678589,-0.17706623100400587
2006-12-11,86.31,105.15579675678589,-0.17921785900566378
2006-12-12,86.67,104.57579675678589,-0.1712231444760567
2006-12-13,86.09,104.72579675678588,-0.17794848388755125
2006-12-14,86.24,104.53579675678589,-0.17501944142017767
2006-12-15,86.05,103.9157967567859,-0.17192570633510762
2006-12-18,85.43,104.79579675678589,-0.18479554863952008
2006-12-19,86.31,104.82579675678589,-0.1766339711182522
2006-12-20,86.34,103.79579675678589,-0.1681744088124134
2006-12-21,85.31,103.8857967567859,-0.1788097828259907
2006-12-22,85.4,104.43579675678589,-0.18227272015856
2006-12-26,85.95,104.64579675678588,-0.17865788532565718
2006-12-27,86.16,104.39579675678588,-0.1746794154871042
2006-12-28,85.91,104.34579675678589,-0.1766798216104183
2006-12-29,85.86,102.53602684968351,-0.1626357814130086
2007-01-03,86.25,102.18602684968351,-0.1559511348173419
2007-01-04,85.9,101.97602684968352,-0.1576451578504836
2007-01-05,85.69,102.50602684968351,-0.1640491526838983
2007-01-08,86.22,102.1660268496835,-0.1560795436739929
2007-01-09,85.88,103.22602684968352,-0.16803927632459015
2007-01-10,86.94,104.0660268496835,-0.16456885467935578
2007-01-11,87.78,103.96602684968353,-0.1556857306193461
2007-01-12,87.68,104.8960268496835,-0.16412468009254666
2007-01-16,88.61,104.26602684968353,-0.15015463159686948
2007-01-17,87.98,104.3360268496835,-0.15676298344432427
2007-01-18,88.05,104.8460268496835,-0.16019707521930004
2007-01-19,88.56,104.46602684968353,-0.15226028336054898
2007-01-22,88.18,104.44602684968349,-0.15573619543319928
2007-01-23,88.16,104.95602684968351,-0.16002917939851646
2007-01-24,88.67,103.85602684968349,-0.1462219122984847
2007-01-25,87.57,104.23602684968351,-0.15988739549443143
2007-01-26,87.95,104.44602684968349,-0.15793828972952917
2007-01-29,88.16,105.25602684968351,-0.1624232584239419
2007-01-30,88.97,105.4160268496835,-0.15601068775940952
2007-01-31,89.13,106.2960268496835,-0.16149264801739494
2007-02-01,90.01,106.61602684968351,-0.15575544634669336
2007-02-02,90.33,106.1460268496835,-0.14900253282283504
2007-02-05,89.86,106.01602684968353,-0.15239230642542945
2007-02-06,89.73,106.65602684968351,-0.15869733150231013
2007-02-07,90.37,108.42602684968352,-0.16652852985856892
2007-02-08,92.14,107.61602684968351,-0.14380782586686824
2007-02-09,91.33,107.3360268496835,-0.14912073158902006
2007-02-12,91.05,108.01602684968353,-0.1570695325916187
2007-02-13,91.73,108.8360268496835,-0.15717246710327926
2007-02-14,92.55,108.12602684968353,-0.14405437158379342
2007-02-15,91.84,108.7960268496835,-0.1558515263899347
2007-02-16,92.51,109.3860268496835,-0.154279548638093
2007-02-20,93.1,108.9160268496835,-0.1452130352818638
2007-02-21,92.63,108.97602684968352,-0.14999653889226916
2007-02-22,92.69,108.73602684968351,-0.14756863308851176
2007-02-23,92.45,108.65602684968351,-0.14914982002888055
2007-02-26,92.37,106.4960268496835,-0.13264369824446154
2007-02-27,90.21,107.22602684968352,-0.15869306501058467
2007-02-28,90.94,106.6660268496835,-0.14743238605713727
2007-03-01,90.38,106.19602684968349,-0.148932378346607
2007-03-02,89.91,105.5660268496835,-0.1483055421984979
2007-03-05,89.28,106.03602684968351,-0.15802201711534158
2007-03-06,89.75,105.8460268496835,-0.15207020356599832
2007-03-07,89.56,106.57602684968352,-0.15966092331142334
2007-03-08,90.29,106.5960268496835,-0.15297030603849293
2007-03-09,90.31,106.45602684968351,-0.15166850884339111
2007-03-12,90.17,104.19602684968349,-0.13461191634416048
2007-03-13,87.91,104.94602684968349,-0.1623313179267336
2007-03-14,88.66,105.43602684968351,-0.1591109543002841
2007-03-15,89.15,104.93602684968351,-0.15043476795911415
2007-03-16,88.65,106.07602684968352,-0.16427865340749703
2007-03-19,89.79,106.4960268496835,-0.15686995415578875
2007-03-20,90.21,107.42602684968352,-0.16025936502122673
2007-03-21,91.14,107.32602684968352,-0.1508117585714135
2007-03-22,91.04,107.51602684968353,-0.15324251958006596
2007-03-23,91.23,107.3360268496835,-0.15005238522792397
2007-03-26,91.05,106.8860268496835,-0.14815806440213286
2007-03-27,90.6,106.25602684968351,-0.14734248318762677
2007-03-28,89.97,106.3960268496835,-0.15438571661036005
2007-03-29,90.11,106.5460268496835,-0.1542622220242117
2007-03-30,90.26,103.21814288153314,-0.1255413294579968
2007-04-02,90.21,104.41814288153314,-0.13606967610650667
2007-04-03,91.41,104.61814288153313,-0.12625097825039477
2007-04-04,91.61,104.66814288153314,-0.12475756731742893
2007-04-05,91.66,104.68814288153312,-0.1244471677778829
2007-04-09,91.68,104.6381428815331,-0.12383766115004313
2007-04-10,91.63,104.35814288153313,-0.12196597725950398
2007-04-11,91.35,104.98814288153314,-0.12990174420860268
2007-04-12,91.98,105.07814288153313,-0.12465145007654155
2007-04-13,92.07,106.00814288153313,-0.13148181359152167
2007-04-16,93.0,106.23814288153314,-0.12460819177058735
2007-04-17,93.23,106.96814288153314,-0.1284320968042615
2007-04-18,93.96,106.65814288153312,-0.11905460322553296
2007-04-19,93.65,107.23814288153314,-0.12670997945706752
2007-04-20,94.23,106.8881428815331,-0.11842420066706971
2007-04-23,93.88,107.0881428815331,-0.12333898530806253
2007-04-24,94.08,108.74814288153311,-0.13488177814229108
2007-04-25,95.74,108.41814288153314,-0.1169374658574106
2007-04-26,95.41,108.45814288153312,-0.12030579295263588
2007-04-27,95.45,108.00814288153313,-0.11627033431458322
2007-04-30,95.0,108.22814288153312,-0.12222461301967169
2007-05-01,95.22,109.80814288153313,-0.1328511938979935
2007-05-02,96.8,112.65814288153312,-0.14076339690961293
2007-05-03,99.65,113.61814288153313,-0.12293936978091047
2007-05-04,100.61,114.25814288153313,-0.11945006751671094
2007-05-07,101.25,114.02814288153311,-0.11206130836322281
2007-05-08,101.02,114.61814288153313,-0.11863865998586176
2007-05-09,101.61,114.51814288153314,-0.11271701196627304
2007-05-10,101.51,115.28814288153313,-0.11951049376943434
2007-05-11,102.28,114.78814288153313,-0.10896720312342834
2007-05-14,101.78,114.44814288153312,-0.11068893354299414
2007-05-15,101.44,114.92814288153315,-0.117361531678421
2007-05-16,101.92,115.30814288153313,-0.11610752325868279
2007-05-17,102.3,115.92814288153315,-0.11755681185594202
2007-05-18,102.92,116.17814288153315,-0.11411908085888822
2007-05-21,103.17,115.72814288153312,-0.10851416577546269
2007-05-22,102.72,114.35814288153313,-0.10176925392701952
2007-05-23,101.35,113.31814288153313,-0.10561541671261832
2007-05-24,100.31,113.37814288153315,-0.11526157114063706
2007-05-25,100.37,114.53814288153313,-0.12369803215848585
2007-05-29,101.53,114.73814288153314,-0.1151155365584966
2007-05-30,101.73,115.02814288153311,-0.11560773345031572
2007-05-31,102.02,114.6381428815331,-0.11006932391230961
2007-06-01,101.63,113.75814288153313,-0.10661340431834665
2007-06-04,100.75,113.57814288153313,-0.11294552416580217
2007-06-05,100.57,112.46814288153314,-0.10579122742398173
2007-06-06,99.46,110.49814288153311,-0.09989437463548412
2007-06-07,97.49,112.09814288153311,-0.13031565471134698
2007-06-08,99.09,112.49814288153311,-0.11918545976045702
2007-06-11,99.49,111.36814288153313,-0.10665655881654057
2007-06-12,98.36,113.81814288153313,-0.13581440085191554
2007-06-13,100.81,113.77814288153311,-0.11397745255022895
2007-06-14,100.77,114.69814288153312,-0.1214330287450156
2007-06-15,101.69,115.16814288153314,-0.1170301312872375
2007-06-18,102.16,115.81814288153313,-0.11792748995728275
2007-06-19,102.81,113.35814288153313,-0.09305147926211743
2007-06-20,100.35,112.51814288153314,-0.10814382969637704
2007-06-21,99.51,110.25814288153313,-0.09748162449173003
2007-06-22,97.25,110.04814288153311,-0.11629585512688134
2007-06-25,97.04,109.86814288153313,-0.1167594404081741
2007-06-26,96.86,111.44814288153312,-0.13089624020958324
2007-06-27,98.44,110.91814288153314,-0.11249866394590202
2007-06-28,97.91,110.23814288153314,-0.11183191733174891
2007-06-29,97.23,111.88747712089535,-0.13100194497242823
2007-07-02,98.59,112.00747712089535,-0.11979090562331995
2007-07-03,98.71,110.90747712089534,-0.10997885298210697
2007-07-05,97.61,111.16747712089536,-0.12195542682102534
2007-07-06,97.87,110.65747712089534,-0.11555908785923952
2007-07-09,97.36,108.02747712089537,-0.09874781310459757
2007-07-10,94.73,109.27747712089537,-0.1331242036710023
2007-07-11,95.98,109.84747712089535,-0.12624301881447086
2007-07-12,96.55,110.34747712089535,-0.12503663410246346
2007-07-13,97.05,110.41747712089536,-0.12106305513808646
2007-07-16,97.12,109.51747712089535,-0.11320090132472538
2007-07-17,96.22,109.07747712089535,-0.11787472043055092
2007-07-18,95.78,109.86747712089536,-0.12822245026518497
2007-07-19,96.57,107.92747712089536,-0.10523248966686438
2007-07-20,94.63,109.48747712089536,-0.13570024181386364
2007-07-23,96.19,107.45747712089536,-0.10485521736397041
2007-07-24,94.16,106.98747712089536,-0.11989699604188608
2007-07-25,93.69,104.90747712089535,-0.10692733662795395
2007-07-26,91.61,103.05747712089537,-0.11107856936441873
2007-07-27,89.76,102.81747712089535,-0.12699666911241203
2007-07-30,89.52,101.92747712089535,-0.12172848255803437
2007-07-31,88.63,101.29747712089535,-0.1250522469160522
2007-08-01,88.0,102.74747712089535,-0.14353128207267896
2007-08-02,89.45,98.47747712089536,-0.09167047516675131
2007-08-03,85.18,100.25747712089535,-0.15038755765531764
2007-08-06,86.96,99.82747712089535,-0.12889714828025045
2007-08-07,86.53,103.78747712089535,-0.1662770653996457
2007-08-08,90.49,100.01747712089535,-0.09525812283166357
2007-08-09,86.72,99.96747712089535,-0.13251786983555225
2007-08-10,86.67,100.87747712089535,-0.14083894171806632
2007-08-13,87.58,97.81747712089535,-0.10465897733431184
2007-08-14,84.52,97.57747712089535,-0.13381650669977418
2007-08-15,84.28,97.89747712089535,-0.13909936722964655
2007-08-16,84.6,103.44747712089536,-0.1821936855827716
2007-08-17,90.15,101.61747712089534,-0.11284945705995397
2007-08-20,88.32,102.54747712089535,-0.13874039147859574
2007-08-21,89.25,103.12747712089535,-0.13456624275436235
2007-08-22,89.83,101.47747712089536,-0.11477893865078181
2007-08-23,88.18,103.98747712089536,-0.1520132765844262
2007-08-24,90.69,103.21747712089535,-0.12136972797951961
2007-08-27,89.92,99.50747712089535,-0.09634931362240406
2007-08-28,86.21,103.13747712089535,-0.1641253751151327
2007-08-29,89.84,101.78747712089535,-0.11737668973468163
2007-08-30,88.49,103.07747712089535,-0.14151953975150466
2007-08-31,89.78,103.32747712089535,-0.1311120478151665
2007-09-04,90.03,101.64747712089535,-0.11429183930534736
2007-09-05,88.35,100.75747712089535,-0.12314199874226761
2007-09-06,87.46,99.72747712089536,-0.12301000160691944
2007-09-07,86.43,99.55747712089537,-0.13185827424046015
2007-09-10,86.26,100.85747712089535,-0.14473371273601976
2007-09-11,87.56,101.42747712089535,-0.13672308051560977
2007-09-12,88.13,104.36747712089534,-0.15557985656859818
2007-09-13,91.07,105.03747712089535,-0.13297612912788415
2007-09-14,91.74,104.05747712089537,-0.11837186006907285
2007-09-17,90.76,108.49747712089537,-0.16348285316469657
2007-09-18,95.2,108.26747712089535,-0.12069623739642266
2007-09-19,94.97,106.89747712089533,-0.1115786587498786
2007-09-20,93.6,108.22747712089534,-0.13515493024526248
2007-09-21,94.93,105.52747712089537,-0.10042386504468959
2007-09-24,92.23,105.30747712089537,-0.1241837472365056
2007-09-25,92.01,107.62747712089538,-0.145106784425994
2007-09-26,94.33,110.09747712089535,-0.14321379138943824
2007-09-27,96.8,110.87747712089538,-0.12696426259361937
2007-09-28,97.58,120.96791036298842,-0.19333978980713407
2007-10-01,100.13,119.91791036298842,-0.1650121345768195
2007-10-02,99.08,119.0479103629884,-0.16773003660546704
2007-10-03,98.21,119.1379103629884,-0.17566121731718665
2007-10-04,98.3,120.4379103629884,-0.1838118105525648
2007-10-05,99.6,119.34791036298843,-0.1654650701711201
2007-10-08,98.51,120.41791036298842,-0.1819323246595883
2007-10-09,99.58,120.82791036298838,-0.1758526676424007
2007-10-10,99.99,121.61791036298841,-0.17783491180235222
2007-10-11,100.78,121.92791036298841,-0.17344601658496006
2007-10-12,101.09,119.5379103629884,-0.15432686004774165
2007-10-15,98.7,119.2979103629884,-0.17265943971956443
2007-10-16,98.46,118.8879103629884,-0.17182495933033015
2007-10-17,98.05,119.1879103629884,-0.177349450112957
2007-10-18,98.35,116.71791036298842,-0.15737010974463905
2007-10-19,95.88,117.86791036298841,-0.18654704486805607
2007-10-22,97.03,118.0579103629884,-0.17811521733981772
2007-10-23,97.22,116.24791036298839,-0.16368389163790598
2007-10-24,95.41,116.4479103629884,-0.1806637001678224
2007-10-25,95.61,118.82791036298838,-0.1953910515809265
2007-10-26,97.99,117.11791036298841,-0.16332182075059642
2007-10-29,96.28,116.26791036298842,-0.17191252771797616
2007-10-30,95.43,117.5579103629884,-0.1882298715132238
2007-10-31,96.72,118.87791036298842,-0.18639215894130556
2007-11-01,98.04,117.90791036298839,-0.16850362542957065
2007-11-02,97.07,116.31791036298841,-0.1654767550665437
2007-11-05,95.48,116.85791036298839,-0.1829393517014255
2007-11-06,96.02,113.70791036298839,-0.15555567160212058
2007-11-07,92.87,115.4479103629884,-0.1955679430835907
2007-11-08,94.61,114.1879103629884,-0.17145344284480546
2007-11-09,93.35,115.47791036298841,-0.19162028732103376
2007-11-12,94.64,117.90791036298839,-0.1973396890111645
2007-11-13,97.07,120.22791036298841,-0.19261675839720382
2007-11-14,99.39,118.16791036298842,-0.1589087113862503
2007-11-15,97.33,118.56791036298841,-0.17912022146607676
2007-11-16,97.73,116.0579103629884,-0.15792038910286355
2007-11-19,95.22,116.08791036298841,-0.1797595485846698
2007-11-20,95.25,112.91791036298842,-0.1564668554899109
2007-11-21,92.08,114.70791036298839,-0.1972654744680058
2007-11-23,93.87,110.2979103629884,-0.14894126560443843
2007-11-26,89.46,112.59791036298842,-0.2054914721631813
2007-11-27,91.76,115.21791036298842,-0.20359604065969783
2007-11-28,94.38,114.1379103629884,-0.1731055904226132
2007-11-29,93.3,114.97791036298841,-0.18853978381195702
2007-11-30,94.14,114.10791036298839,-0.17499146465366444
2007-12-03,93.27,114.59791036298843,-0.18611081384845818
2007-12-04,93.76,117.83791036298841,-0.20433076493650226
2007-12-05,97.0,118.90791036298839,-0.18424266557296687
2007-12-06,98.07,117.34791036298843,-0.16427996291844238
2007-12-07,96.51,117.97791036298841,-0.18196550775426545
2007-12-10,97.14,114.2579103629884,-0.14981816408689907
2007-12-11,93.42,115.64791036298843,-0.19220330305338718
2007-12-12,94.81,115.90791036298839,-0.18202304136892933
2007-12-13,95.07,114.59791036298843,-0.17040372115978253
2007-12-14,93.76,113.2879103629884,-0.17237417744239936
2007-12-17,92.45,113.9479103629884,-0.18866436685416532
2007-12-18,93.11,113.64791036298843,-0.18071524850207
2007-12-19,92.81,112.72791036298841,-0.1766901408786159
2007-12-20,91.89,114.42791036298841,-0.19696165290001033
2007-12-21,93.59,116.14791036298843,-0.19421710035496864
2007-12-24,95.31,116.06791036298841,-0.17884280244272988
2007-12-26,95.23,113.5379103629884,-0.16124931579643098
2007-12-27,92.7,113.6979103629884,-0.184681585580167
2007-12-28,92.86,113.87791036298842,-0.18456529713263403
2007-12-31,93.04,114.10161987588697,-0.18458651068053678
2008-01-02,91.05,114.35161987588697,-0.20377166411090364
2008-01-03,91.3,113.50161987588702,-0.19560619399233492
2008-01-04,90.45,113.73161987588699,-0.2047066585466183
2008-01-07,90.68,110.41161987588698,-0.17870963126949113
2008-01-08,87.36,111.87161987588699,-0.21910489812412448
2008-01-09,88.82,114.211619875887,-0.22232081029478357
2008-01-10,91.16,114.41161987588698,-0.2032277831666941
2008-01-11,91.36,114.261619875887,-0.20043143008792585
2008-01-14,91.21,112.301619875887,-0.187812249718187
2008-01-15,89.25,110.191619875887,-0.19004730032532724
2008-01-16,87.14,107.35161987588697,-0.18827494079040763
2008-01-17,84.3,103.051619875887,-0.18196336844070016
2008-01-18,80.0,103.35161987588698,-0.22594343372585257
2008-01-22,80.3,103.64161987588699,-0.22521473423359328
2008-01-23,80.59,104.111619875887,-0.22592694171820082
2008-01-24,81.06,102.43161987588698,-0.20864279898904525
2008-01-25,79.38,105.81161987588698,-0.24979883973887052
2008-01-28,82.76,107.18161987588698,-0.22785268504214118
2008-01-29,84.13,105.15161987588701,-0.19991722334567297
2008-01-30,82.1,107.12161987588699,-0.23358141806366906
2008-01-31,84.07,108.34161987588699,-0.22402858572441375
2008-02-01,85.29,107.14161987588699,-0.20395080736318838
2008-02-04,84.09,101.231619875887,-0.1693306883452338
2008-02-05,78.18,100.45161987588699,-0.22171489024671465
2008-02-06,77.4,94.441619875887,-0.18044607767510445
2008-02-07,71.39,94.921619875887,-0.24790579750593522
2008-02-08,71.87,90.41161987588698,-0.20508005388400385
2008-02-11,67.36,92.081619875887,-0.268475075799147
2008-02-12,69.03,94.37161987588699,-0.2685300931489262
2008-02-13,71.32,93.671619875887,-0.2386167753424404
2008-02-14,70.62,94.66161987588698,-0.25397431300466333
2008-02-15,71.61,93.89161987588699,-0.23731212546274638
2008-02-19,70.84,94.791619875887,-0.2526765541853535
2008-02-20,71.74,95.401619875887,-0.2480211542180274
2008-02-21,72.35,96.541619875887,-0.25058228675868
2008-02-22,73.49,97.81161987588699,-0.2486577761082851
2008-02-25,74.76,98.521619875887,-0.2411817822912452
2008-02-26,75.47,100.531619875887,-0.24929091868635211
2008-02-27,77.48,98.211619875887,-0.21109131385966518
2008-02-28,75.16,96.021619875887,-0.2172596119795911
2008-02-29,72.97,94.921619875887,-0.23126048527816356
2008-03-03,71.87,94.601619875887,-0.2402878503107012
2008-03-04,71.55,94.331619875887,-0.24150565744403618
2008-03-05,71.28,91.861619875887,-0.22405026063871447
2008-03-06,68.81,92.27161987588698,-0.2542669122688517
2008-03-07,69.22,90.87161987588699,-0.2382660274512428
2008-03-10,67.82,95.791619875887,-0.29200487383059814
2008-03-11,72.74,93.841619875887,-0.22486419036452676
2008-03-12,70.79,93.881619875887,-0.2459652901858157
2008-03-13,70.83,91.73161987588699,-0.2278562169093592
2008-03-14,68.68,91.841619875887,-0.25219089022152663
2008-03-17,68.79,95.70161987588699,-0.2812033893552479
2008-03-18,72.65,94.52161987588698,-0.23139277452720164
2008-03-19,71.47,99.151619875887,-0.2791847466590809
2008-03-20,76.1,101.14161987588699,-0.24758966592206144
2008-03-24,78.09,100.231619875887,-0.2209045399376377
2008-03-25,77.18,99.271619875887,-0.22253711487237482
2008-03-26,76.22,98.881619875887,-0.22917929443642948
2008-03-27,75.83,98.501619875887,-0.23016494454054126
2008-03-28,75.45,101.301619875887,-0.2551945359566802
2008-03-31,78.25,109.15985507246377,-0.2831613788049171
2008-04-01,80.87,108.60985507246377,-0.2554082689269397
2008-04-02,80.32,109.55985507246376,-0.26688475494171016
2008-04-03,81.27,109.77985507246377,-0.2597002433064328
2008-04-04,81.49,110.49985507246377,-0.2625329694182825
2008-04-07,82.21,109.42985507246377,-0.24874249403363424
2008-04-08,81.14,108.02985507246377,-0.2489113315428103
2008-04-09,79.74,107.84985507246377,-0.26063878392397377
2008-04-10,79.56,106.26985507246377,-0.251339903063298
2008-04-11,77.98,104.37985507246377,-0.252920978421901
2008-04-14,76.09,104.62985507246377,-0.2727697085377576
2008-04-15,76.34,105.55985507246376,-0.2768084046004533
2008-04-16,77.27,105.32985507246377,-0.2663998260812135
2008-04-17,77.04,106.36985507246376,-0.27573465294733157
2008-04-18,78.08,105.61985507246376,-0.2607450564438779
2008-04-21,77.33,104.45985507246377,-0.25971561087887585
2008-04-22,76.17,103.15985507246377,-0.26163137834485106
2008-04-23,74.87,104.09985507246377,-0.28078670284523355
2008-04-24,75.81,104.42985507246377,-0.274058170937846
2008-04-25,76.14,104.03985507246377,-0.26816507052063376
2008-04-28,75.75,103.89985507246377,-0.2709325730322816
2008-04-29,75.61,103.99985507246377,-0.27297975610333913
2008-04-30,75.71,105.56985507246377,-0.28284452083379097
2008-05-01,77.28,105.95985507246377,-0.27066717912033955
2008-05-02,77.67,105.16985507246376,-0.2614803933457539
2008-05-05,76.88,104.73985507246377,-0.2659909645014218
2008-05-06,76.45,102.32985507246377,-0.25290620273171727
2008-05-07,74.04,100.96985507246377,-0.2667118324883879
2008-05-08,72.68,100.76985507246377,-0.2787525600018409
2008-05-09,72.48,103.51985507246377,-0.29984446027997147
2008-05-12,75.23,102.14985507246377,-0.263532973721472
2008-05-13,73.86,103.25985507246376,-0.2847171831863611
2008-05-14,74.97,104.74985507246377,-0.2842949525024421
2008-05-15,76.46,103.58985507246376,-0.26189683394658425
2008-05-16,75.3,104.66985507246376,-0.2805951632600502
2008-05-19,76.38,103.74985507246377,-0.26380620053249604
2008-05-20,75.46,102.12985507246377,-0.2611367171092216
2008-05-21,73.84,103.16985507246376,-0.2842870628427582
2008-05-22,74.88,102.48985507246377,-0.2693911026895558
2008-05-23,74.2,103.20985507246377,-0.28107640546627943
2008-05-27,74.92,102.49985507246377,-0.26907213725293355
2008-05-28,74.21,104.14985507246377,-0.2874690036931178
2008-05-29,75.86,102.98985507246377,-0.2634225968506818
2008-05-30,74.7,101.63985507246377,-0.2650520807340496
2008-06-02,73.35,102.51985507246377,-0.2845288364077938
2008-06-03,74.23,102.76985507246377,-0.2777064836020262
2008-06-04,74.48,103.23985507246377,-0.2785731833144991
2008-06-05,74.95,99.91985507246376,-0.2498988319624278
2008-06-06,71.63,98.83985507246376,-0.27529234085293885
2008-06-09,70.55,99.39985507246377,-0.29024041384599464
2008-06-10,71.11,96.41985507246376,-0.2624962986455672
2008-06-11,68.13,97.62985507246377,-0.30216018502299435
2008-06-12,69.34,99.34985507246377,-0.3020623940575976
2008-06-13,71.06,98.84985507246377,-0.28113197588496097
2008-06-16,70.56,97.66985507246376,-0.2775662465389169
2008-06-17,69.38,97.36985507246376,-0.2874591427873996
2008-06-18,69.08,98.44985507246376,-0.298322989412693
2008-06-19,70.16,96.01985507246377,-0.26931778904423453
2008-06-20,67.73,94.30985507246376,-0.2818353930460492
2008-06-23,66.02,95.35985507246377,-0.3076751223055916
2008-06-24,67.07,96.45985507246377,-0.30468483547259284
2008-06-25,68.17,93.32985507246377,-0.26957992223312677
2008-06-26,65.04,92.04985507246377,-0.29342637260211857
2008-06-27,63.76,88.02985507246377,-0.2757002729640472
2008-06-30,59.74,85.39729896207187,-0.3004462585340929
2008-07-01,61.86,85.19729896207188,-0.2739206435694772
2008-07-02,61.66,84.49729896207187,-0.27027253228914216
2008-07-03,60.96,82.84729896207187,-0.26418844351331294
2008-07-07,59.31,86.80729896207188,-0.31676252217093037
2008-07-08,63.27,83.84729896207187,-0.24541397536705345
2008-07-09,60.31,82.50729896207186,-0.2690343671567267
2008-07-10,58.97,81.12729896207186,-0.2731176711852654
2008-07-11,57.59,80.85729896207188,-0.28775755881959375
2008-07-14,57.32,79.60729896207188,-0.27996552141142794
2008-07-15,56.07,83.62729896207186,-0.32952515869931587
2008-07-16,60.09,85.40729896207186,-0.2964301560843752
2008-07-17,61.87,85.20729896207189,-0.2738884960132343
2008-07-18,61.67,85.09729896207187,-0.2753001475700597
2008-07-21,61.56,90.15729896207186,-0.31719338635136374
2008-07-22,66.62,92.25729896207186,-0.2778891128452793
2008-07-23,68.72,88.64729896207187,-0.22479307542802696
2008-07-24,65.11,87.91729896207187,-0.25941764853252713
2008-07-25,64.38,85.31729896207187,-0.24540508451140297
2008-07-28,61.78,89.88729896207187,-0.3126948888956136
2008-07-29,66.35,90.2172989620719,-0.2645534640990074
2008-07-30,66.68,92.50729896207186,-0.27919201243418734
2008-07-31,68.97,92.83729896207187,-0.2570873908322421
2008-08-01,69.3,93.17729896207187,-0.2562566121581954
2008-08-04,69.64,96.90729896207186,-0.28137507962887187
2008-08-05,73.37,96.61729896207186,-0.2406121803425474
2008-08-06,73.08,96.42729896207187,-0.24212333243156758
2008-08-07,72.89,98.98729896207188,-0.26364290404642066
2008-08-08,75.45,98.99729896207187,-0.23785799419733034
2008-08-11,75.46,96.57729896207188,-0.21865696378985633
2008-08-12,73.04,94.90729896207186,-0.2304069255074972
2008-08-13,71.37,95.66729896207187,-0.25397705616947275
2008-08-14,72.13,97.28729896207187,-0.2585877008660671
2008-08-15,73.75,95.59729896207187,-0.2285346887336196
2008-08-18,72.06,93.22729896207187,-0.22705043691851956
2008-08-19,69.69,94.31729896207187,-0.2611111559924477
2008-08-20,70.78,94.41729896207187,-0.2503492391957447
2008-08-21,70.88,95.62729896207186,-0.25878906160349935
2008-08-22,72.09,93.45729896207189,-0.2286316767055664
2008-08-25,69.92,93.95729896207189,-0.2558321623504217
2008-08-26,70.42,95.36729896207186,-0.26159175350025954
2008-08-27,71.83,98.06729896207187,-0.26754381164529994
2008-08-28,74.53,97.24729896207187,-0.2336033926344011
2008-08-29,73.71,100.97729896207187,-0.27003395062402846
2008-09-02,77.44,103.03729896207187,-0.24842750363142052
2008-09-03,79.5,100.49729896207187,-0.2089339631903574
2008-09-04,76.96,102.27729896207187,-0.24753585809359757
2008-09-05,78.74,108.45729896207186,-0.2739999912081913
2008-09-08,84.92,103.33729896207187,-0.17822508568596918
2008-09-09,79.8,103.31729896207187,-0.22762208457177302
2008-09-10,79.78,105.79729896207188,-0.24591647629301983
2008-09-11,82.26,104.12729896207186,-0.21000543738330302
2008-09-12,80.59,96.07729896207188,-0.16119623604516342
2008-09-15,72.54,102.7172989620719,-0.2937898413120732
2008-09-16,79.18,97.49729896207187,-0.18787493763491447
2008-09-17,73.96,107.52729896207187,-0.3121746690011443
2008-09-18,83.99,109.78729896207187,-0.2349752585768965
2008-09-19,86.25,101.29729896207188,-0.1485459051351996
2008-09-22,77.76,98.25729896207186,-0.20860841055669543
2008-09-23,74.72,96.91729896207187,-0.22903340476666278
2008-09-24,73.38,97.60729896207185,-0.24821195975811272
2008-09-25,74.07,97.05729896207188,-0.23684255803424825
2008-09-26,73.52,88.28729896207187,-0.1672641380547375
2008-09-29,64.75,95.53729896207187,-0.3222542326039003
2008-09-30,72.0,95.44935097308291,-0.2456732364759161
2008-10-01,64.8,88.29935097308288,-0.2661327712391274
2008-10-02,57.65,86.5193509730829,-0.33367507555696374
2008-10-03,55.87,82.84935097308289,-0.3256434800780549
2008-10-06,52.2,77.15935097308291,-0.3234779797692958
2008-10-07,46.51,73.9393509730829,-0.37097094594552715
2008-10-08,43.29,63.9193509730829,-0.322740307262665
