date,INTU,dcf,Deviation
2005-03-01,21.65,21.89612583593889,-0.011240611137469658
2005-03-02,21.69,21.956125835938884,-0.01212080117992742
2005-03-03,21.75,22.176125835938887,-0.019215522093056547
2005-03-04,21.97,22.356125835938883,-0.017271589843986357
2005-03-07,22.15,22.136125835938888,0.0006267656844716196
2005-03-08,21.93,22.156125835938884,-0.010206018760377855
2005-03-09,21.95,22.446125835938883,-0.022102960642968905
2005-03-10,22.24,22.18612583593889,0.0024282817315424143
2005-03-11,21.98,22.456125835938884,-0.02120249233627336
2005-03-14,22.25,21.766125835938883,0.022230605837175288
2005-03-15,21.56,21.676125835938887,-0.005357315085629977
2005-03-16,21.47,21.866125835938885,-0.018115958853937353
2005-03-17,21.66,21.926125835938887,-0.01213738523303931
2005-03-18,21.72,22.18612583593889,-0.021009789603907425
2005-03-21,21.98,22.006125835938885,-0.0011872074227721185
2005-03-22,21.8,22.136125835938888,-0.01518449246404141
2005-03-23,21.93,22.176125835938887,-0.011098685034516387
2005-03-24,21.97,22.256125835938885,-0.012856048624457994
2005-03-28,22.05,22.126125835938886,-0.0034405406759115964
2005-03-29,21.92,22.236125835938886,-0.01421676771715108
2005-03-30,22.03,22.09612583593889,-0.002992643888338753
2005-03-31,21.89,21.756125835938885,0.006153400889048477
2005-04-01,21.55,21.786125835938883,-0.010838358215546684
2005-04-04,21.58,21.566125835938884,0.0006433313134988072
2005-04-05,21.36,21.43612583593889,-0.003551287043261353
2005-04-06,21.23,21.716125835938886,-0.022385477023455835
2005-04-07,21.51,21.736125835938886,-0.01040322629918733
2005-04-08,21.53,21.756125835938885,-0.01039366280761933
2005-04-11,21.55,21.746125835938884,-0.009018886279723137
2005-04-12,21.54,21.356125835938883,0.008609902632793265
2005-04-13,21.15,21.30612583593889,-0.007327744008511439
2005-04-14,21.1,21.376125835938886,-0.012917487390284976
2005-04-15,21.17,20.886125835938888,0.013591518421891768
2005-04-18,20.68,21.026125835938885,-0.01646170286621562
2005-04-19,20.82,20.836125835938883,-0.0007739363865363336
2005-04-20,20.63,21.496125835938884,-0.04029218299842796
2005-04-21,21.29,21.466125835938886,-0.008204826398809928
2005-04-22,21.26,20.866125835938885,0.018876247903323096
2005-04-25,20.66,20.816125835938884,-0.007500235018244039
2005-04-26,20.61,20.786125835938883,-0.008473240147250705
2005-04-27,20.58,20.246125835938884,0.016490768000090972
2005-04-28,20.04,20.356125835938883,-0.015529764282590675
2005-04-29,20.15,21.23717561257066,-0.051192099759590604
2005-05-02,20.57,21.247175612570658,-0.03187132374290791
2005-05-03,20.58,21.66717561257066,-0.0501761573363495
2005-05-04,21.0,21.68717561257066,-0.031685804774520654
2005-05-05,21.02,21.43717561257066,-0.019460381353877065
2005-05-06,20.77,21.73717561257066,-0.044494079166906175
2005-05-09,21.07,21.57717561257066,-0.02350519000620188
2005-05-10,20.91,21.67717561257066,-0.03539093958927808
2005-05-11,21.01,21.87717561257066,-0.039638371420869234
2005-05-12,21.21,22.29717561257066,-0.04875844508116678
2005-05-13,21.63,22.48717561257066,-0.038118420353843274
2005-05-16,21.82,22.75717561257066,-0.041181543286636146
2005-05-17,22.09,22.78717561257066,-0.03059508665857036
2005-05-18,22.12,22.41717561257066,-0.013256603673301948
2005-05-19,21.75,22.37717561257066,-0.02802746974995074
2005-05-20,21.71,22.34717561257066,-0.028512579111439784
2005-05-23,21.68,22.13717561257066,-0.020651939550547227
2005-05-24,21.47,22.17717561257066,-0.03188754171968655
2005-05-25,21.51,22.23717561257066,-0.03270089804748344
2005-05-26,21.57,22.30717561257066,-0.03304656875320611
2005-05-27,21.64,22.30717561257066,-0.029908565035668966
2005-05-31,21.64,22.62717561257066,-0.043627876031608115
2005-06-01,21.96,22.48717561257066,-0.02344338931901968
2005-06-02,21.82,22.10717561257066,-0.01299015385788882
2005-06-03,21.44,22.41717561257066,-0.04359048746634686
2005-06-06,21.75,22.60717561257066,-0.037916085903894614
2005-06-07,21.94,22.73717561257066,-0.03506045016998183
2005-06-08,22.07,22.997175612570658,-0.040316934052712416
2005-06-09,22.33,22.83717561257066,-0.022208333516141487
2005-06-10,22.17,23.33717561257066,-0.05001357627621206
2005-06-13,22.67,23.067175612570658,-0.01721821601575757
2005-06-14,22.4,23.30717561257066,-0.03892258880485622
2005-06-15,22.64,23.477175612570658,-0.03565912809896943
2005-06-16,22.81,23.34717561257066,-0.023008162592542125
2005-06-17,22.68,23.08717561257066,-0.01763644108762097
2005-06-20,22.42,23.227175612570658,-0.03475134583878592
2005-06-21,22.56,23.27717561257066,-0.030810250543599205
2005-06-22,22.61,22.94717561257066,-0.014693556116158968
2005-06-23,22.28,22.85717561257066,-0.025251396863452902
2005-06-24,22.19,23.08717561257066,-0.03886034513819692
2005-06-27,22.42,23.30717561257066,-0.03806448397343187
2005-06-28,22.64,23.227175612570658,-0.025279681971013046
2005-06-29,22.56,23.227175612570658,-0.02872392337747598
2005-06-30,22.56,23.16717561257066,-0.02620844347729656
2005-07-01,22.5,23.07717561257066,-0.025010669514351602
2005-07-05,22.41,23.247175612570658,-0.036011927922889875
2005-07-06,22.58,23.91717561257066,-0.05590859197721709
2005-07-07,23.25,24.697175612570657,-0.05859680618030094
2005-07-08,24.03,24.34717561257066,-0.01302720354992215
2005-07-11,23.68,24.71717561257066,-0.04196173660081026
2005-07-12,24.05,25.017175612570657,-0.038660463816893476
2005-07-13,24.35,25.09717561257066,-0.029771302719673876
2005-07-14,24.43,25.16717561257066,-0.029291153839386408
2005-07-15,24.5,25.10717561257066,-0.024183349889290606
2005-07-18,24.44,25.02717561257066,-0.023461521254349194
2005-07-19,24.36,25.13717561257066,-0.03091738008076006
2005-07-20,24.47,25.05717561257066,-0.023433431670410898
2005-07-21,24.39,24.84717561257066,-0.0183995001966889
2005-07-22,24.18,24.877175612570657,-0.028024709212502774
2005-07-25,24.21,24.64717561257066,-0.01773735130720977
2005-07-26,23.98,24.727175612570658,-0.030216779476860745
2005-07-27,24.06,24.657175612570658,-0.02421914098978184
2005-07-28,23.99,24.66717561257066,-0.027452498948666193
2005-07-29,24.0,24.345983277004816,-0.01421110304185591
2005-08-01,23.9,24.445983277004817,-0.022334273521261827
2005-08-02,24.0,24.525983277004816,-0.02144596084341166
2005-08-03,24.08,24.425983277004818,-0.014164558825786822
2005-08-04,23.98,24.405983277004818,-0.01745405100749109
2005-08-05,23.96,23.97598327700482,-0.0006666369766843427
2005-08-08,23.53,24.03598327700482,-0.021051074598179342
2005-08-09,23.59,23.895983277004817,-0.012804799595723892
2005-08-10,23.45,24.275983277004816,-0.03402470942494107
2005-08-11,23.83,23.855983277004817,-0.001089172334802213
2005-08-12,23.41,23.905983277004818,-0.020747244372161244
2005-08-15,23.46,23.675983277004818,-0.00912246281296325
2005-08-16,23.23,23.775983277004816,-0.022963646577463304
2005-08-17,23.33,23.53598327700482,-0.008751844976286671
2005-08-18,23.09,23.51598327700482,-0.018114627484931534
2005-08-19,23.07,23.33598327700482,-0.011397988841846618
2005-08-22,22.89,23.395983277004817,-0.021626929332871025
2005-08-23,22.95,23.615983277004823,-0.028200531360186853
2005-08-24,23.17,22.32598327700482,0.03780423520537601
2005-08-25,21.88,22.47598327700482,-0.026516449565726852
2005-08-26,22.03,22.865983277004815,-0.0365601280678588
2005-08-29,22.42,22.85598327700482,-0.01907523608679995
2005-08-30,22.41,23.365983277004823,-0.040913462347019425
2005-08-31,22.92,23.49598327700482,-0.024514116741329417
2005-09-01,23.05,23.395983277004817,-0.014788148585525462
2005-09-02,22.95,23.195983277004817,-0.010604563474085227
2005-09-06,22.75,23.33598327700482,-0.025110717215085065
2005-09-07,22.89,23.47598327700482,-0.024960968411440243
2005-09-08,23.03,23.405983277004818,-0.016063554030400495
2005-09-09,22.96,23.25598327700482,-0.012727188245679644
2005-09-12,22.81,22.96598327700482,-0.006791926786823166
2005-09-13,22.52,22.76598327700482,-0.010804860655998172
2005-09-14,22.32,22.81598327700482,-0.021738413417610514
2005-09-15,22.37,23.175983277004818,-0.034776659413821354
2005-09-16,22.73,22.835983277004818,-0.004641064749400958
2005-09-19,22.39,22.805983277004817,-0.018240093924134837
2005-09-20,22.36,22.755983277004816,-0.017401281772120192
2005-09-21,22.31,23.175983277004818,-0.03736554633537581
2005-09-22,22.73,23.10598327700482,-0.01627211759384417
2005-09-23,22.66,22.88598327700482,-0.009874309277848714
2005-09-26,22.44,22.81598327700482,-0.016478942522006212
2005-09-27,22.37,22.97598327700482,-0.026374639539858413
2005-09-28,22.53,22.52598327700482,0.0001783151015335438
2005-09-29,22.08,22.85598327700482,-0.0339509907580976
2005-09-30,22.41,22.77598327700482,-0.016068824452216912
2005-10-03,22.33,23.02598327700482,-0.030225995938243932
2005-10-04,22.58,22.445983277004817,0.005970632756038707
2005-10-05,22.0,22.455983277004822,-0.02030564733594875
2005-10-06,22.01,22.41598327700482,-0.01811133029445522
2005-10-07,21.97,22.285983277004817,-0.014178565651660424
2005-10-10,21.84,22.15598327700482,-0.01426175823723308
2005-10-11,21.71,22.045983277004822,-0.01524011303026207
2005-10-12,21.6,21.785983277004817,-0.008536831899670139
2005-10-13,21.34,21.945983277004817,-0.02761249151409728
2005-10-14,21.5,22.01598327700482,-0.02343675821846003
2005-10-17,21.57,22.22598327700482,-0.029514252252835216
2005-10-18,21.78,22.66598327700482,-0.03908867602067234
2005-10-19,22.22,22.47598327700482,-0.011389191469399096
2005-10-20,22.03,23.115983277004815,-0.04697975699286483
2005-10-21,22.67,23.445983277004817,-0.03309664038555715
2005-10-24,23.0,23.205983277004822,-0.008876300329360931
2005-10-25,22.76,23.23598327700482,-0.020484748647408013
2005-10-26,22.79,22.85598327700482,-0.0028869148268587663
2005-10-27,22.41,23.315983277004822,-0.038856747589896434
2005-10-28,22.87,23.41598327700482,-0.023316692301407205
2005-10-31,22.97,23.59015850144092,-0.026288865392873118
2005-11-01,23.05,24.390158501440922,-0.05494669095167004
2005-11-02,23.85,24.47015850144092,-0.025343460746459878
2005-11-03,23.93,24.350158501440923,-0.017254856941323782
2005-11-04,23.81,24.460158501440922,-0.02658030614979967
2005-11-07,23.92,24.530158501440923,-0.02487380998394606
2005-11-08,23.99,24.620158501440923,-0.02559522520555846
2005-11-09,24.08,24.890158501440922,-0.03254935083655741
2005-11-10,24.35,24.97015850144092,-0.024835985778990266
2005-11-11,24.43,25.190158501440923,-0.03017680501682596
2005-11-14,24.65,24.97015850144092,-0.012821644741359828
2005-11-15,24.43,25.140158501440922,-0.028247972318878545
2005-11-16,24.6,27.04015850144092,-0.09024201915498709
2005-11-17,26.5,27.25015850144092,-0.02752859222456472
2005-11-18,26.71,27.420158501440923,-0.025899139182714914
2005-11-21,26.88,27.41015850144092,-0.019341679524146227
2005-11-22,26.87,27.310158501440924,-0.01611702478466759
2005-11-23,26.77,27.45015850144092,-0.024777944411695008
2005-11-25,26.91,27.27015850144092,-0.01320705566936442
2005-11-28,26.73,27.230158501440922,-0.018367814547038175
2005-11-29,26.69,27.330158501440923,-0.02342315363473546
2005-11-30,26.79,27.330158501440923,-0.01976419205225044
2005-12-01,26.79,27.240158501440924,-0.016525546333260643
2005-12-02,26.7,26.88015850144092,-0.0067022856815097676
2005-12-05,26.34,26.91015850144092,-0.021187482095670007
2005-12-06,26.37,26.77015850144092,-0.014947931721038588
2005-12-07,26.23,26.850158501440923,-0.02309701454491009
2005-12-08,26.31,27.260158501440923,-0.03485520824798949
2005-12-09,26.72,28.240158501440924,-0.0538296731359833
2005-12-12,27.7,28.330158501440923,-0.02224338072125054
2005-12-13,27.79,28.00015850144092,-0.007505618278200399
2005-12-14,27.46,27.760158501440923,-0.010812564396033286
2005-12-15,27.22,27.13015850144092,0.0033114992142160293
2005-12-16,26.59,26.800158501440922,-0.007841688750819253
2005-12-19,26.26,26.95015850144092,-0.025608699162345205
2005-12-20,26.41,27.140158501440922,-0.02690325118779824
2005-12-21,26.6,27.41015850144092,-0.02955687036243626
2005-12-22,26.87,27.530158501440923,-0.023979466061060606
2005-12-23,26.99,27.320158501440922,-0.012084794508915864
2005-12-27,26.78,27.34015850144092,-0.020488487709806047
2005-12-28,26.8,27.370158501440923,-0.020831392021748996
2005-12-29,26.83,27.190158501440923,-0.013245914010462156
2005-12-30,26.65,27.580158501440923,-0.03372564016962876
2006-01-03,27.04,27.620158501440923,-0.021004893994748697
2006-01-04,27.08,27.22015850144092,-0.0051490699965432984
2006-01-05,26.68,27.52015850144092,-0.030528839483134895
2006-01-06,26.98,27.11015850144092,-0.004801097029145107
2006-01-09,26.57,27.050158501440922,-0.01775067238202488
2006-01-10,26.51,26.84015850144092,-0.012300914743971991
2006-01-11,26.3,26.72015850144092,-0.015724401538196764
2006-01-12,26.18,26.45015850144092,-0.01021387079499747
2006-01-13,25.91,26.54015850144092,-0.02374358470416471
2006-01-17,26.0,26.800158501440922,-0.029856483923328292
2006-01-18,26.26,27.080158501440923,-0.03028632573909351
2006-01-19,26.54,26.320158501440922,0.008352590222701073
2006-01-20,25.78,26.100158501440923,-0.012266534757758185
2006-01-23,25.56,26.29015850144092,-0.027773073387933445
2006-01-24,25.75,26.210158501440922,-0.01755649441859064
2006-01-25,25.67,26.670158501440923,-0.03750103327608212
2006-01-26,26.13,26.66015850144092,-0.019885797056017784
2006-01-27,26.12,26.670158501440923,-0.02062824266346963
2006-01-30,26.13,26.710158501440922,-0.02172051885838211
2006-01-31,26.17,26.88095400739568,-0.026448243138992633
2006-02-01,26.38,26.620954007395678,-0.00905129122452708
2006-02-02,26.12,26.05095400739568,0.0026504208861111156
2006-02-03,25.55,26.26095400739568,-0.027072664884735587
2006-02-06,25.76,26.00095400739568,-0.009267121788190669
2006-02-07,25.5,26.040954007395676,-0.020773202365859778
2006-02-08,25.54,26.290954007395676,-0.028563208744134316
2006-02-09,25.79,26.730954007395678,-0.03520091378464618
2006-02-10,26.23,27.040954007395676,-0.02998984455851228
2006-02-13,26.54,27.25095400739568,-0.026089141950873862
2006-02-14,26.75,27.47095400739568,-0.02624422898460632
2006-02-15,26.97,27.900954007395676,-0.03336638622281196
2006-02-16,27.4,25.13095400739568,0.09028889201486634
2006-02-17,24.63,24.810954007395676,-0.007293311145622927
2006-02-21,24.31,25.040954007395676,-0.029190341836808464
2006-02-22,24.54,24.790954007395676,-0.010122805573388294
2006-02-23,24.29,24.80095400739568,-0.020602191643245504
2006-02-24,24.3,25.230954007395678,-0.036897297150270125
2006-02-27,24.73,24.810954007395676,-0.0032628333183618574
2006-02-28,24.31,24.980954007395678,-0.02685862226066471
2006-03-01,24.48,24.71095400739568,-0.009346219790889454
2006-03-02,24.21,24.80095400739568,-0.023827874009179517
2006-03-03,24.3,24.80095400739568,-0.02019898134750364
2006-03-06,24.3,24.940954007395682,-0.02569885687634965
2006-03-07,24.44,24.75095400739568,-0.012563314016209803
2006-03-08,24.25,26.370954007395678,-0.08042765562447463
2006-03-09,25.87,26.88095400739568,-0.037608561329986245
2006-03-10,26.38,26.840954007395677,-0.017173532925419455
2006-03-13,26.34,26.71095400739568,-0.013887710910399198
2006-03-14,26.21,26.950954007395676,-0.02749268197305177
2006-03-15,26.45,27.150954007395676,-0.0258169199949565
2006-03-16,26.65,27.060954007395676,-0.015186235019037597
2006-03-17,26.56,26.91095400739568,-0.01304130679645299
2006-03-20,26.41,27.38095400739568,-0.03546092685935709
2006-03-21,26.88,27.32095400739568,-0.016139773423589743
2006-03-22,26.82,26.89095400739568,-0.0026385827507706683
2006-03-23,26.39,26.670954007395682,-0.010534081657438077
2006-03-24,26.17,26.430954007395677,-0.009873045343828935
2006-03-27,25.93,26.25095400739568,-0.012226374984515176
2006-03-28,25.75,27.02095400739568,-0.04703586731422649
2006-03-29,26.52,26.91095400739568,-0.01452769037055468
2006-03-30,26.41,27.090954007395677,-0.02513584450402817
2006-03-31,26.59,27.25095400739568,-0.024254343800819034
2006-04-03,26.75,27.370954007395678,-0.02268660446500681
2006-04-04,26.87,27.590954007395677,-0.026130086230524152
2006-04-05,27.09,27.650954007395676,-0.02028696757607862
2006-04-06,27.15,27.440954007395682,-0.010602911521125247
2006-04-07,26.94,27.41095400739568,-0.01718123372388325
2006-04-10,26.91,27.340954007395677,-0.01576221543985279
2006-04-11,26.84,27.450954007395676,-0.022256203089738746
2006-04-12,26.95,27.46095400739568,-0.018606564333419562
2006-04-13,26.96,27.05095400739568,-0.003362321616118047
2006-04-17,26.55,27.76095400739568,-0.043620763431727605
2006-04-18,27.26,28.00095400739568,-0.026461741524948623
2006-04-19,27.5,28.930954007395677,-0.04946100315357316
2006-04-20,28.43,28.01095400739568,0.014960075708013498
2006-04-21,27.51,28.22095400739568,-0.025192415791803646
2006-04-24,27.72,27.900954007395676,-0.006485584949808887
2006-04-25,27.4,28.24095400739568,-0.02977781866630469
2006-04-26,27.74,27.97095400739568,-0.008256922782634235
2006-04-27,27.47,27.58095400739568,-0.004022848787823996
2006-04-28,27.08,28.977616413578744,-0.06548559365598938
2006-05-01,27.66,29.067616413578744,-0.04842558789654261
2006-05-02,27.75,28.897616413578742,-0.039713185930431494
2006-05-03,27.58,29.247616413578747,-0.057017173297052914
2006-05-04,27.93,29.337616413578743,-0.04797991744575525
2006-05-05,28.02,29.567616413578744,-0.052341602107230045
2006-05-08,28.25,29.267616413578743,-0.034769364173661166
2006-05-09,27.95,28.787616413578743,-0.029096414289571104
2006-05-10,27.47,28.597616413578745,-0.039430433546319255
2006-05-11,27.28,28.147616413578742,-0.030823796972030415
2006-05-12,26.83,27.927616413578743,-0.039302187387716736
2006-05-15,26.61,27.357616413578747,-0.027327542073719346
2006-05-16,26.04,26.957616413578744,-0.03403922659558789
2006-05-17,25.64,27.457616413578744,-0.06619716679703735
2006-05-18,26.14,27.147616413578742,-0.037116201961463924
2006-05-19,25.83,27.877616413578743,-0.0734501968604957
2006-05-22,26.56,27.197616413578743,-0.02344383433764463
2006-05-23,25.88,27.947616413578743,-0.07398185172507821
2006-05-24,26.63,28.177616413578743,-0.05492360996272738
2006-05-25,26.86,28.257616413578745,-0.04945981264389809
2006-05-26,26.94,28.397616413578742,-0.051328829587322655
2006-05-30,27.08,28.967616413578746,-0.06516298706212897
2006-05-31,27.65,29.197616413578743,-0.05300488888055277
2006-06-01,27.88,29.13761641357874,-0.04316126603247705
2006-06-02,27.82,28.817616413578744,-0.03461828345763773
2006-06-05,27.5,28.487616413578746,-0.03466827126708971
2006-06-06,27.17,28.467616413578746,-0.04558219398234531
2006-06-07,27.15,28.097616413578745,-0.033725864843139886
2006-06-08,26.78,27.287616413578743,-0.018602446101746883
2006-06-09,25.97,27.037616413578743,-0.03948633626751841
2006-06-12,25.72,27.657616413578744,-0.07005724515824352
2006-06-13,26.34,27.757616413578745,-0.051071258873844116
2006-06-14,26.44,28.717616413578746,-0.07931077498833794
2006-06-15,27.4,28.597616413578745,-0.041878189995236514
2006-06-16,27.28,28.897616413578742,-0.0559775031416998
2006-06-19,27.58,29.067616413578744,-0.05117779154687807
2006-06-20,27.75,29.697616413578743,-0.06558157349921956
2006-06-21,28.38,29.697616413578743,-0.04436774976244506
2006-06-22,28.38,29.787616413578743,-0.047255087283085806
2006-06-23,28.47,29.817616413578744,-0.04519530987611231
2006-06-26,28.5,30.317616413578744,-0.05995248402063247
2006-06-27,29.0,30.897616413578742,-0.061416271992579596
2006-06-28,29.58,31.317616413578744,-0.05548367380939456
2006-06-29,30.0,31.587616413578743,-0.050260722201763364
2006-06-30,30.27,31.41761641357874,-0.03652780015108792
2006-07-03,30.1,31.52761641357874,-0.04528145721044341
2006-07-05,30.21,31.127616413578743,-0.029479173778897194
2006-07-06,29.81,30.547616413578744,-0.02414644742137284
2006-07-07,29.23,30.627616413578743,-0.045632555753150617
2006-07-10,29.31,30.977616413578744,-0.05383294800073002
2006-07-11,29.66,30.857616413578747,-0.03881104740973251
2006-07-12,29.54,29.967616413578746,-0.014269283471774141
2006-07-13,28.65,29.737616413578746,-0.0365737589204399
2006-07-14,28.42,29.91761641357874,-0.05005801240566132
2006-07-17,28.6,29.957616413578744,-0.04531790496400723
2006-07-18,28.64,31.27761641357874,-0.08432920139124334
2006-07-19,29.96,30.467616413578746,-0.016660850874849253
2006-07-20,29.15,30.63761641357874,-0.04855522680019664
2006-07-21,29.32,31.867616413578745,-0.07994373913993791
2006-07-24,30.55,32.66761641357874,-0.06482310759283083
2006-07-25,31.35,32.60761641357875,-0.03856817982730676
2006-07-26,31.29,32.33761641357874,-0.032396216226340147
2006-07-27,31.02,32.467616413578746,-0.04458647025820217
2006-07-28,31.15,32.187616413578745,-0.032236509850447126
2006-07-31,30.87,30.389502306432927,0.015811305125104314
2006-08-01,29.92,30.629502306432922,-0.02316401681407365
2006-08-02,30.16,31.14950230643292,-0.03176623166234571
2006-08-03,30.68,30.659502306432923,0.0006685592402058127
2006-08-04,30.19,30.249502306432923,-0.0019670507577331797
2006-08-07,29.78,29.999502306432923,-0.007316864932984335
2006-08-08,29.53,30.45950230643292,-0.030516004400919283
2006-08-09,29.99,30.769502306432923,-0.025333601391074656
2006-08-10,30.3,30.77950230643292,-0.015578624425408694
2006-08-11,30.31,30.86950230643292,-0.018124759540302904
2006-08-14,30.4,31.57950230643292,-0.037350250013048814
2006-08-15,31.11,31.999502306432923,-0.027797379406557354
2006-08-16,31.53,31.839502306432923,-0.009720701770215445
2006-08-17,31.37,31.839502306432923,-0.014745905947721516
2006-08-18,31.37,31.569502306432927,-0.006319463148212967
2006-08-21,31.1,31.559502306432922,-0.01455987176132556
2006-08-22,31.09,31.159502306432923,-0.0022305332655642163
2006-08-23,30.69,31.289502306432922,-0.019159854335863535
2006-08-24,30.82,31.289502306432922,-0.015005106244096345
2006-08-25,30.82,31.36950230643292,-0.017517087171645462
2006-08-28,30.9,31.109502306432923,-0.006734350950693413
2006-08-29,30.64,31.219502306432922,-0.01856218913244856
2006-08-30,30.75,30.729502306432927,0.0006670363015537362
2006-08-31,30.26,31.269502306432923,-0.032283926253128814
2006-09-01,30.8,31.79950230643292,-0.03143138206382323
2006-09-05,31.33,31.95950230643292,-0.019696874513162044
2006-09-06,31.49,31.089502306432923,0.012882087645520235
2006-09-07,30.62,31.629502306432922,-0.03191647774450135
2006-09-08,31.16,31.679502306432923,-0.01639868901372954
2006-09-11,31.21,32.56950230643292,-0.04174157448406579
2006-09-12,32.1,32.74950230643292,-0.019832432882662232
2006-09-13,32.28,33.099502306432925,-0.02475875011189077
2006-09-14,32.63,33.49950230643292,-0.02595567834050927
2006-09-15,33.03,33.389502306432924,-0.010766926177382952
2006-09-18,32.92,33.599502306432925,-0.020223582487494896
2006-09-19,33.13,33.61950230643292,-0.014560069984714041
2006-09-20,33.15,32.959502306432924,0.005779750306784681
2006-09-21,32.49,32.78950230643292,-0.009134091259877408
2006-09-22,32.32,33.10950230643292,-0.023845187980355953
2006-09-25,32.64,32.82950230643292,-0.005772317370640989
2006-09-26,32.36,33.17950230643292,-0.024699053616426214
2006-09-27,32.71,33.33950230643292,-0.018881574795177825
2006-09-28,32.87,32.559502306432925,0.009536315716525134
2006-09-29,32.09,32.46950230643292,-0.011687961917350664
2006-10-02,32.0,33.29950230643292,-0.039024676539441194
2006-10-03,32.83,34.74950230643292,-0.05523826757304606
2006-10-04,34.28,34.669502306432925,-0.011234724484656122
2006-10-05,34.2,34.79950230643292,-0.01722732414831396
2006-10-06,34.33,34.76950230643292,-0.012640454342989105
2006-10-09,34.3,34.39950230643292,-0.0028925507568845488
2006-10-10,33.93,34.669502306432925,-0.021330052560221247
2006-10-11,34.2,35.51950230643292,-0.03714867103286923
2006-10-12,35.05,35.79950230643292,-0.020936109670391834
2006-10-13,35.33,35.739502306432925,-0.011457974510160396
2006-10-16,35.27,35.78950230643292,-0.014515494012319441
2006-10-17,35.32,36.24950230643292,-0.02564179498453334
2006-10-18,35.78,35.889502306432924,-0.0030510957075404743
2006-10-19,35.42,35.739502306432925,-0.008939752537500123
2006-10-20,35.27,35.31950230643292,-0.0014015573040480067
2006-10-23,34.85,35.04950230643292,-0.005692015386943194
2006-10-24,34.58,35.12950230643292,-0.015642188768848486
2006-10-25,34.66,35.489502306432925,-0.023373173826745086
2006-10-26,35.02,34.89950230643292,0.0034527052136463787
2006-10-27,34.43,35.53950230643292,-0.0312188476041797
2006-10-30,35.07,35.76950230643292,-0.019555830004017616
2006-10-31,35.3,35.019086714187544,0.008021719358507484
2006-11-01,34.54,34.98908671418754,-0.01283505105051641
2006-11-02,34.51,34.60908671418755,-0.0028630259736651675
2006-11-03,34.13,35.659086714187545,-0.04288070321159321
2006-11-06,35.18,34.839086714187545,0.009785368043922382
2006-11-07,34.36,34.91908671418754,-0.016010920295930542
2006-11-08,34.44,34.34908671418754,0.0026467453580041322
2006-11-09,33.87,34.759086714187546,-0.025578540699248364
2006-11-10,34.28,34.67908671418755,-0.011507993779555803
2006-11-13,34.2,34.98908671418754,-0.022552366703174842
2006-11-14,34.51,34.88908671418754,-0.010865481154408885
2006-11-15,34.41,35.289086714187555,-0.02491100779420663
2006-11-16,34.81,32.939086714187546,0.05679918517615179
2006-11-17,32.46,32.409086714187545,0.0015709571288280433
2006-11-20,31.93,32.229086714187545,-0.00928002449588139
2006-11-21,31.75,32.02908671418754,-0.008713539561024053
2006-11-22,31.55,32.269086714187544,-0.022284073936043147
2006-11-24,31.79,32.30908671418754,-0.01606627630113744
2006-11-27,31.83,32.09908671418755,-0.008383002188925737
2006-11-28,31.62,32.369086714187546,-0.023142040453653423
2006-11-29,31.89,31.999086714187545,-0.0034090571134699488
2006-11-30,31.52,31.299086714187546,0.007058138399684166
2006-12-01,30.82,31.839086714187545,-0.032007410367503986
2006-12-04,31.36,31.589086714187545,-0.007252084121971647
2006-12-05,31.11,31.799086714187546,-0.021670015883824112
2006-12-06,31.32,31.309086714187544,0.0003485660860083062
2006-12-07,30.83,31.32908671418755,-0.0159304584503428
2006-12-08,30.85,31.32908671418755,-0.015292074057511318
2006-12-11,30.85,31.069086714187545,-0.007051598143292037
2006-12-12,30.59,31.509086714187546,-0.0291689417254265
2006-12-13,31.03,31.929086714187548,-0.02815886098577447
2006-12-14,31.45,31.989086714187547,-0.016852207098130623
2006-12-15,31.51,31.249086714187545,0.00834946916045376
2006-12-18,30.77,31.169086714187547,-0.01280392710402678
2006-12-19,30.69,31.029086714187546,-0.010928027541091123
2006-12-20,30.55,31.11908671418755,-0.01828738482637071
2006-12-21,30.64,30.779086714187546,-0.004518870734505409
2006-12-22,30.3,30.799086714187546,-0.016204594597853506
2006-12-26,30.32,31.259086714187546,-0.030042039384385544
2006-12-27,30.78,30.919086714187547,-0.004498409525263369
2006-12-28,30.44,30.989086714187547,-0.017718712372900014
2006-12-29,30.51,29.969086714187547,0.018049041366228202
2007-01-03,29.49,30.379086714187544,-0.029266406938175837
2007-01-04,29.9,30.309086714187544,-0.013497164003825057
2007-01-05,29.83,29.309086714187544,0.017773098523752306
2007-01-08,28.83,29.40908671418755,-0.01969074115818048
2007-01-09,28.93,29.86908671418755,-0.03144008798037645
2007-01-10,29.39,30.149086714187547,-0.025177768115620447
2007-01-11,29.67,30.769086714187544,-0.03572048544686757
2007-01-12,30.29,30.699086714187548,-0.013325696558865063
2007-01-16,30.22,31.059086714187544,-0.02701582058445573
2007-01-17,30.58,31.65908671418755,-0.03408458127454361
2007-01-18,31.18,31.839086714187545,-0.0207005533828285
2007-01-19,31.36,31.509086714187546,-0.00473154666588349
2007-01-22,31.03,32.259086714187546,-0.03810048080645112
2007-01-23,31.78,32.449086714187544,-0.02061958538558817
2007-01-24,31.97,31.859086714187544,0.003481370536684736
2007-01-25,31.38,31.59908671418755,-0.006933324249817074
2007-01-26,31.12,31.699086714187548,-0.01826824600370469
2007-01-29,31.22,31.399086714187547,-0.005703564432230079
